[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
777  0x0000aff6 0x0040aff6 4   5    .text   ascii   \rx.A
778  0x0000b04b 0x0040b04b 4   5    .text   ascii   \bs\a2
779  0x0000b05f 0x0040b05f 4   5    .text   ascii    h*N
780  0x0000b0a0 0x0040b0a0 4   5    .text   ascii   F\bf;
781  0x0000b0d2 0x0040b0d2 4   5    .text   ascii   F\nf;
782  0x0000b0d7 0x0040b0d7 5   6    .text   ascii   t$SSS
783  0x0000b0ff 0x0040b0ff 4   5    .text   ascii   F\ff;
784  0x0000b113 0x0040b113 5   6    .text   ascii   t:SSS
785  0x0000b1fb 0x0040b1fb 4   6    .text   utf8    u*3Ʌ blocks=Basic Latin,Latin Extended-B
786  0x0000b2a6 0x0040b2a6 4   5    .text   ascii   U\v9}
787  0x0000b2b3 0x0040b2b3 5   6    .text   ascii   t\bG;}
788  0x0000b302 0x0040b302 5   6    .text   ascii   j0j9X
789  0x0000b317 0x0040b317 5   6    .text   ascii   \tSj1W
790  0x0000b383 0x0040b383 7   8    .text   ascii   tYSh\6@
791  0x0000b495 0x0040b495 4   6    .text   utf8    \tE\ff
792  0x0000b49d 0x0040b49d 8   9    .text   ascii   f#E\ff;E\f
793  0x0000b4f6 0x0040b4f6 5   6    .text   ascii   t!PPP
794  0x0000b524 0x0040b524 5   6    .text   ascii   t&PPP
795  0x0000b5b4 0x0040b5b4 4   5    .text   ascii   \r|.A
796  0x0000b5c9 0x0040b5c9 5   6    .text   ascii   tOVVV
797  0x0000b5f5 0x0040b5f5 4   5    .text   ascii   5|.A
798  0x0000b60b 0x0040b60b 4   5    .text   ascii   5|.A
799  0x0000b6d5 0x0040b6d5 4   5    .text   ascii    h'N
800  0x0000b76f 0x0040b76f 4   7    .text   utf8    M܋ÉM blocks=Basic Latin,Syriac,Latin-1 Supplement
801  0x0000b77b 0x0040b77b 8   10   .text   utf8    8=t\b@;ǉE blocks=Basic Latin,Latin Extended-B
802  0x0000b7a7 0x0040b7a7 5   6    .text   ascii   \f<;t\f
803  0x0000b818 0x0040b818 5   6    .text   ascii   8&t\b@
804  0x0000b869 0x0040b869 4   5    .text   ascii   u\fC;
805  0x0000b98c 0x0040b98c 4   5    .text   ascii   G(@k
806  0x0000ba6b 0x0040ba6b 5   6    .text   ascii   |$\fdu
807  0x0000ba9f 0x0040ba9f 4   5    .text   ascii   SVW3
808  0x0000baaa 0x0040baaa 5   6    .text   ascii   |$([;
809  0x0000bac8 0x0040bac8 8   9    .text   ascii   E\b9p@u\a3
810  0x0000bad6 0x0040bad6 4   5    .text   ascii   VVWV
811  0x0000bae7 0x0040bae7 4   5    .text   ascii   D$,P
812  0x0000baef 0x0040baef 5   6    .text   ascii   H<Qj-
813  0x0000bb02 0x0040bb02 4   5    .text   ascii   E\bhj
814  0x0000bb1e 0x0040bb1e 4   5    .text   ascii   E\bj-
815  0x0000bb2b 0x0040bb2b 5   6    .text   ascii   j(ZRV
816  0x0000bb31 0x0040bb31 4   5    .text   ascii   D$`P
817  0x0000bb42 0x0040bb42 4   5    .text   ascii   @@j\b
818  0x0000bb47 0x0040bb47 4   5    .text   ascii   D$p[
819  0x0000bb4c 0x0040bb4c 4   5    .text   ascii   E\bPS
820  0x0000bb51 0x0040bb51 4   5    .text   ascii   L$`Q
821  0x0000bb71 0x0040bb71 4   5    .text   ascii   D$@=
822  0x0000bb9c 0x0040bb9c 4   5    .text   ascii   WVVV
823  0x0000bbb0 0x0040bbb0 5   7    .text   utf8    u܋E\bh blocks=Basic Latin,Syriac
824  0x0000bbca 0x0040bbca 4   6    .text   utf8    uЋE\b blocks=Basic Latin,Cyrillic
825  0x0000bbde 0x0040bbde 9   10   .text   ascii   t$@9t$ptI
826  0x0000bc36 0x0040bc36 5   6    .text   ascii   H<Qj-
827  0x0000bc6a 0x0040bc6a 4   5    .text   ascii   9t$$
828  0x0000bc7f 0x0040bc7f 6   7    .text   ascii   L$<9H,
829  0x0000bc93 0x0040bc93 4   5    .text   ascii   \$D3
830  0x0000bc9c 0x0040bc9c 4   5    .text   ascii   \$8;
831  0x0000bcac 0x0040bcac 6   7    .text   ascii   t!j\bVV
832  0x0000bcd6 0x0040bcd6 4   6    .text   utf8    щt$( blocks=Cyrillic,Basic Latin
833  0x0000bce0 0x0040bce0 4   5    .text   ascii   T$,;
834  0x0000bcf4 0x0040bcf4 5   7    .text   utf8    ։T$ ; blocks=Armenian,Basic Latin
835  0x0000bd02 0x0040bd02 7   8    .text   ascii   T$,9T$ 
836  0x0000bd2b 0x0040bd2b 4   5    .text   ascii   T$ R
837  0x0000bd63 0x0040bd63 6   7    .text   ascii   P +T$ 
838  0x0000bd6d 0x0040bd6d 4   5    .text   ascii   D$ j
839  0x0000bdb3 0x0040bdb3 4   6    .text   utf8    3҉T$ blocks=Basic Latin,Cyrillic
840  0x0000bdc7 0x0040bdc7 5   6    .text   ascii   P +T$
841  0x0000be22 0x0040be22 4   5    .text   ascii   D$,Q
842  0x0000bebb 0x0040bebb 4   5    .text   ascii   D$ P
843  0x0000bef0 0x0040bef0 4   5    .text   ascii   ;L$,
844  0x0000bf15 0x0040bf15 4   5    .text   ascii   L$4Q
845  0x0000bf22 0x0040bf22 4   5    .text   ascii   p@j"
846  0x0000bf31 0x0040bf31 6   7    .text   ascii   u\r!D$4
847  0x0000bf51 0x0040bf51 5   6    .text   ascii   j<ZRj
848  0x0000bfa0 0x0040bfa0 4   5    .text   ascii   D$HP
849  0x0000bfac 0x0040bfac 4   5    .text   ascii   D$NP
850  0x0000bfb2 0x0040bfb2 4   5    .text   ascii   D$NP
851  0x0000bfb8 0x0040bfb8 4   5    .text   ascii   D$P-
852  0x0000bfc8 0x0040bfc8 5   6    .text   ascii   Phd6@
853  0x0000c041 0x0040c041 4   5    .text   ascii   5|.A
854  0x0000c0e8 0x0040c0e8 4   5    .text   ascii   L$,Q
855  0x0000c13c 0x0040c13c 6   7    .text   ascii   D$8PVS
856  0x0000c1e3 0x0040c1e3 4   5    .text   ascii   P<j\b
857  0x0000c1e8 0x0040c1e8 4   5    .text   ascii   L$0Q
858  0x0000c1ed 0x0040c1ed 4   5    .text   ascii   H\bjd
859  0x0000c200 0x0040c200 6   7    .text   ascii   D$$_^[
860  0x0000c2aa 0x0040c2aa 12  13   .text   ascii   t09M\bu:9M\fu5
861  0x0000c391 0x0040c391 4   5    .text   ascii   \rt.A
862  0x0000c39e 0x0040c39e 4   5    .text   ascii   5x.A
863  0x0000c3a8 0x0040c3a8 7   8    .text   ascii   :;}\bt\n@
864  0x0000c3eb 0x0040c3eb 4   5    .text   ascii   SSSS
865  0x0000c470 0x0040c470 5   6    .text   ascii   QSPSR
866  0x0000c4c6 0x0040c4c6 4   5    .text   ascii   9]\bu
867  0x0000c5d4 0x0040c5d4 8   9    .text   ascii   SVWj<ZR3
868  0x0000c655 0x0040c655 4   5    .text   ascii   QSSP
869  0x0000c709 0x0040c709 6   7    .text   ascii   f9^\fvG
870  0x0000c710 0x0040c710 4   5    .text   ascii   5|.A
871  0x0000c76b 0x0040c76b 5   6    .text   ascii   t$\fWV
872  0x0000c7a5 0x0040c7a5 5   6    .text   ascii   QQSVW
873  0x0000c7cf 0x0040c7cf 4   5    .text   ascii   =x.A
874  0x0000c96b 0x0040c96b 4   5    .text   ascii    h&N
875  0x0000ca14 0x0040ca14 7   8    .text   ascii   uvj<ZR3
876  0x0000ca4d 0x0040ca4d 4   5    .text   ascii   t\r9}
877  0x0000ca62 0x0040ca62 4   5    .text   ascii   5|'A
878  0x0000ca87 0x0040ca87 4   5    .text   ascii   =|'A
879  0x0000caf8 0x0040caf8 4   5    .text   ascii   \rd*A
880  0x0000cb26 0x0040cb26 4   5    .text   ascii   vb@;
881  0x0000cc8b 0x0040cc8b 4   5    .text   ascii   QSVW
882  0x0000cc97 0x0040cc97 4   5    .text   ascii   SWj"
883  0x0000cd07 0x0040cd07 6   7    .text   ascii   <Gt\b<P
884  0x0000cdca 0x0040cdca 4   5    .text   ascii   t\vPh
885  0x0000cdf8 0x0040cdf8 7   8    .text   ascii   j\nj\bh(N
886  0x0000ceb7 0x0040ceb7 4   5    .text   ascii   WVSS
887  0x0000cffb 0x0040cffb 5   6    .text   ascii   ;L$\fu
888  0x0000d091 0x0040d091 8   9    .text   ascii   ^\b8\$\buM
889  0x0000d102 0x0040d102 4   5    .text   ascii   t\vVj
890  0x0000d132 0x0040d132 4   5    .text   ascii   t$WV
891  0x0000d17e 0x0040d17e 4   5    .text   ascii   <Uu"
892  0x0000d215 0x0040d215 8   9    .text   ascii   1<\nt\n<\rt
893  0x0000d224 0x0040d224 9   12   .text   utf8    AB;M\fr軜.A blocks=Basic Latin,CJK Unified Ideographs
894  0x0000d294 0x0040d294 5   6    .text   ascii   E\f+D$
895  0x0000d2f8 0x0040d2f8 4   6    .text   utf8    3\t\$
896  0x0000d31f 0x0040d31f 6   7    .text   ascii   <Ct\b<P
897  0x0000d355 0x0040d355 4   5    .text   ascii   =d*A
898  0x0000d3dd 0x0040d3dd 4   5    .text   ascii   D$$P
899  0x0000d40b 0x0040d40b 4   5    .text   ascii   \rd*A
900  0x0000d44a 0x0040d44a 5   6    .text   ascii   D$'RP
901  0x0000d451 0x0040d451 4   5    .text   ascii   D$.P
902  0x0000d457 0x0040d457 4   5    .text   ascii   D$1P
903  0x0000d45d 0x0040d45d 4   5    .text   ascii   D$4P
904  0x0000d4c7 0x0040d4c7 4   5    .text   ascii   %(,A
905  0x0000d4df 0x0040d4df 4   5    .text   ascii   %0,A
906  0x0000d4f7 0x0040d4f7 4   5    .text   ascii   %,,A
907  0x0000d527 0x0040d527 4   5    .text   ascii   %4,A
908  0x0000d557 0x0040d557 4   5    .text   ascii   %$,A
909  0x0000d58f 0x0040d58f 5   6    .text   ascii   t$\bj\b
910  0x0000d626 0x0040d626 4   5    .text   ascii   t$\bP
911  0x0000d636 0x0040d636 5   6    .text   ascii   9|$\fv
912  0x0000d649 0x0040d649 7   8    .text   ascii   G@;|$\fr
913  0x0000d663 0x0040d663 4   5    .text   ascii   t$\bj
914  0x0000d729 0x0040d729 5   6    .text   ascii   t\bVWP
915  0x0000d733 0x0040d733 4   6    .text   utf8    ^Ã|$ blocks=Basic Latin,Latin-1 Supplement
916  0x0000d769 0x0040d769 4   5    .text   ascii   t$\fP
917  0x0000d77f 0x0040d77f 4   5    .text   ascii   ~bV3
918  0x0000d7a7 0x0040d7a7 4   6    .text   utf8    +M49
919  0x0000d7d4 0x0040d7d4 5   6    .text   ascii   ~\bPVW
920  0x0000d7e2 0x0040d7e2 5   7    .text   utf8    ^Ê\bS3 blocks=Basic Latin,Latin-1 Supplement
921  0x0000d887 0x0040d887 4   5    .text   ascii   \r~\eG
922  0x0000d934 0x0040d934 5   6    .text   ascii   SSVWV
923  0x0000d93a 0x0040d93a 5   6    .text   ascii   t$$SS
924  0x0000d958 0x0040d958 5   6    .text   ascii   VWVQj
925  0x0000d9d1 0x0040d9d1 4   5    .text   ascii   t\rf9
926  0x0000d9d6 0x0040d9d6 4   5    .text   ascii   t\b@f
927  0x0000da42 0x0040da42 4   5    .text   ascii   GF@;
928  0x0000da6c 0x0040da6c 4   6    .text   utf8    \e\rL\t
929  0x0000da8e 0x0040da8e 7   8    .text   ascii   D$\bPRWV
930  0x0000dab7 0x0040dab7 5   6    .text   ascii   M\fSVW
931  0x0000dafe 0x0040dafe 4   5    .text   ascii   u\fWV
932  0x0000db43 0x0040db43 4   5    .text   ascii   E\fS3
933  0x0000db48 0x0040db48 4   5    .text   ascii   9]\fu
934  0x0000db63 0x0040db63 6   7    .text   ascii   kWSSSS
935  0x0000db72 0x0040db72 4   5    .text   ascii   u\bSW
936  0x0000db81 0x0040db81 4   5    .text   ascii   vI@;
937  0x0000db98 0x0040db98 6   7    .text   ascii   N\bSSQP
938  0x0000dba5 0x0040dba5 4   5    .text   ascii   u\bSW
939  0x0000dbf4 0x0040dbf4 4   6    .text   utf8    3Ҁ<\b blocks=Basic Latin,Cyrillic
940  0x0000dc01 0x0040dc01 6   7    .text   ascii   t\nB;T$
941  0x0000dc1d 0x0040dc1d 8   9    .text   ascii   <SWj<ZR3
942  0x0000dc3d 0x0040dc3d 5   8    .text   utf8    Uĉ]؉] blocks=Basic Latin,Latin Extended-A,Arabic
943  0x0000dc50 0x0040dc50 5   6    .text   ascii   tWj\fV
944  0x0000dc69 0x0040dc69 4   5    .text   ascii   t/9}
945  0x0000dd1c 0x0040dd1c 4   5    .text   ascii   tBW3
946  0x0000dd4a 0x0040dd4a 4   5    .text   ascii   t$(S
947  0x0000de5b 0x0040de5b 5   6    .text   ascii   QQSVW
948  0x0000df6a 0x0040df6a 4   5    .text   ascii   t;9]
949  0x0000e09e 0x0040e09e 4   5    .text   ascii   w(PV
950  0x0000e14b 0x0040e14b 4   5    .text   ascii   u#9u
951  0x0000e1a4 0x0040e1a4 6   7    .text   ascii   t89]\ft
952  0x0000e1b1 0x0040e1b1 4   5    .text   ascii   E\fPW
953  0x0000e1c1 0x0040e1c1 6   7    .text   ascii   t\a9}\fu
954  0x0000e22d 0x0040e22d 4   5    .text   ascii   t_9}
955  0x0000e246 0x0040e246 5   6    .text   ascii   RWWWj
956  0x0000e351 0x0040e351 4   5    .text   ascii   .u\nf
957  0x0000e371 0x0040e371 4   6    .text   utf8    VW3Ҿ blocks=Basic Latin,Cyrillic
958  0x0000e47a 0x0040e47a 4   5    .text   ascii   PSSh
959  0x0000e4f2 0x0040e4f2 4   6    .text   utf8    t93ɣ blocks=Basic Latin,IPA Extensions
960  0x0000e53a 0x0040e53a 4   5    .text   ascii   +t$\b
961  0x0000e54f 0x0040e54f 4   5    .text   ascii   D$\b^
962  0x0000e594 0x0040e594 6   7    .text   ascii   9L$\bv!
963  0x0000e5b4 0x0040e5b4 6   7    .text   ascii   A;L$\br
964  0x0000e5d9 0x0040e5d9 7   8    .text   ascii   9}\fv=SV
965  0x0000e613 0x0040e613 5   6    .text   ascii   G;}\fr
966  0x0000e63a 0x0040e63a 4   5    .text   ascii   ]\bV3
967  0x0000e7ed 0x0040e7ed 5   6    .text   ascii   ;U\f_^
968  0x0000e809 0x0040e809 6   7    .text   ascii   0;t$\bt
969  0x0000e8ce 0x0040e8ce 5   6    .text   ascii   M\fh0u
970  0x0000e90c 0x0040e90c 4   5    .text   ascii   ;D$\f
971  0x0000e92d 0x0040e92d 5   6    .text   ascii   t$\bWV
972  0x0000e963 0x0040e963 5   6    .text   ascii   t$\bWV
973  0x0000e973 0x0040e973 4   5    .text   ascii   t$\fV
974  0x0000e9be 0x0040e9be 4   5    .text   ascii   }pVh
975  0x0000e9d8 0x0040e9d8 6   7    .text   ascii   El|UVP
976  0x0000e9ee 0x0040e9ee 5   6    .text   ascii   ;Elu>
977  0x0000ea0a 0x0040ea0a 4   6    .text   utf8    PVǅh blocks=Basic Latin,Latin Extended-B
978  0x0000ea8a 0x0040ea8a 4   5    .text   ascii   }hVh
979  0x0000eaa5 0x0040eaa5 4   5    .text   ascii   |\VS
980  0x0000ead5 0x0040ead5 5   6    .text   ascii   E`PVV
981  0x0000eae0 0x0040eae0 4   6    .text   utf8    PVǅ\ blocks=Basic Latin,Latin Extended-B
982  0x0000ebd0 0x0040ebd0 4   5    .text   ascii   t$\b3
983  0x0000ebd8 0x0040ebd8 4   5    .text   ascii   t$\f@
984  0x0000ec21 0x0040ec21 5   6    .text   ascii   t$\bWV
985  0x0000ed49 0x0040ed49 4   5    .text   ascii   SVW3
986  0x0000edd1 0x0040edd1 5   6    .text   ascii   f9}Tu
987  0x0000ee0f 0x0040ee0f 4   5    .text   ascii   EGHj
988  0x0000eec4 0x0040eec4 5   6    .text   ascii   ELPVV
989  0x0000eee6 0x0040eee6 5   7    .text   utf8    2ɋ}L; blocks=Basic Latin,Latin Extended-B
990  0x0000ef3b 0x0040ef3b 5   7    .text   utf8    MhuΉp blocks=Basic Latin,Greek and Coptic
991  0x0000f061 0x0040f061 4   5    .text   ascii   }|VV
992  0x0000f08c 0x0040f08c 4   6    .text   utf8    uTǅp blocks=Basic Latin,Latin Extended-B
993  0x0000f15e 0x0040f15e 5   6    .text   ascii   9uTu#
994  0x0000f17e 0x0040f17e 4   6    .text   utf8    u؋Ed blocks=Basic Latin,Arabic
995  0x0000f184 0x0040f184 4   5    .text   ascii   ETj&
996  0x0000f19c 0x0040f19c 5   6    .text   ascii   HHt4H
997  0x0000f1e1 0x0040f1e1 4   6    .text   utf8    \rH\a;
998  0x0000f20a 0x0040f20a 5   6    .text   ascii   EHPVV
999  0x0000f227 0x0040f227 5   7    .text   utf8    2ҋEH; blocks=Basic Latin,Cyrillic
1000 0x0000f2a0 0x0040f2a0 4   5    .text   ascii   j\b_f
1001 0x0000f2b2 0x0040f2b2 7   8    .text   ascii   }@u]j&V
1002 0x0000f311 0x0040f311 7   8    .text   ascii   EP9}\f~#
1003 0x0000f31c 0x0040f31c 4   5    .text   ascii   9Ehu
1004 0x0000f329 0x0040f329 4   5    .text   ascii   E\fV+
1005 0x0000f384 0x0040f384 6   7    .text   ascii   9Mhua3
1006 0x0000f3ee 0x0040f3ee 4   6    .text   utf8    }|3Ƀ blocks=Basic Latin,Latin Extended-B
1007 0x0000f600 0x0040f600 4   5    .text   ascii   SVW3
1008 0x0000f60b 0x0040f60b 5   6    .text   ascii   u\bj\aX
1009 0x0000f746 0x0040f746 4   5    .text   ascii   SjZV
1010 0x0000f785 0x0040f785 4   5    .text   ascii   jZSW
1011 0x0000f7ed 0x0040f7ed 4   5    .text   ascii   SjZV
1012 0x0000f843 0x0040f843 4   5    .text   ascii   QQSV
1013 0x0000f893 0x0040f893 5   6    .text   ascii   Qj(P3
1014 0x0000f8c1 0x0040f8c1 5   6    .text   ascii   t"SSj
1015 0x0000f921 0x0040f921 4   5    .text   ascii   %L-A
1016 0x0000f93d 0x0040f93d 4   6    .text   utf8    ؋D$\f blocks=Arabic,Basic Latin
1017 0x0000f97a 0x0040f97a 9   10   .text   ascii   w\br\a;D$\fv
1018 0x0000fa5c 0x0040fa5c 4   5    .text   ascii   t Ht
1019 0x0000fb61 0x0040fb61 4   6    .text   utf8    E\b]Ã blocks=Basic Latin,Latin-1 Supplement
1020 0x0000fb7d 0x0040fb7d 4   5    .text   ascii   \bt\rj
1021 0x0000fbe8 0x0040fbe8 7   8    .text   ascii   Ht\bHu(j
1022 0x0000fc92 0x0040fc92 4   5    .text   ascii   u\bSW
1023 0x0000fcb1 0x0040fcb1 8   9    .text   ascii   PPSWSQPP
1024 0x0000fd88 0x0040fd88 4   5    .text   ascii   h$8@
1025 0x0000fda0 0x0040fda0 4   5    .text   ascii   h08@
1026 0x0000fdac 0x0040fdac 4   5    .text   ascii   h<8@
1027 0x0000fdc2 0x0040fdc2 4   5    .text   ascii   hH8@
1028 0x0000fdd8 0x0040fdd8 4   5    .text   ascii   hX8@
1029 0x0000fdf9 0x0040fdf9 4   5    .text   ascii   t*95
1030 0x0000fe01 0x0040fe01 4   5    .text   ascii   t"95
1031 0x0000fed4 0x0040fed4 6   7    .text   ascii   N(h$8@
1032 0x0000fefa 0x0040fefa 4   5    .text   ascii   VPhU
1033 0x0001003c 0x0041003c 5   6    .text   ascii   SVWh4
1034 0x0001008d 0x0041008d 4   5    .text   ascii   D$<P
1035 0x000100a7 0x004100a7 4   5    .text   ascii   D$<P
1036 0x00010152 0x00410152 4   5    .text   ascii   9]\bv
1037 0x000101a5 0x004101a5 4   5    .text   ascii   h`5@
1038 0x000101eb 0x004101eb 5   6    .text   ascii   E\vSSj
1039 0x000103b4 0x004103b4 5   6    .text   ascii   Sht8@
1040 0x000104b2 0x004104b2 5   6    .text   ascii   u\bPQQ
1041 0x0001057d 0x0041057d 4   5    .text   ascii   \fSVj
1042 0x000105c8 0x004105c8 5   6    .text   ascii   9B\bt)
1043 0x000105ce 0x004105ce 4   5    .text   ascii   :,r$
1044 0x000105fe 0x004105fe 6   7    .text   ascii   \b;L$\bu
1045 0x0001060e 0x0041060e 6   7    .text   ascii   9L$\ft\r
1046 0x00010626 0x00410626 4   5    .text   ascii   F\fW3
1047 0x0001062d 0x0041062d 5   6    .text   ascii   vB@t\t
1048 0x00010668 0x00410668 4   5    .text   ascii   v\fPW
1049 0x000106b4 0x004106b4 4   5    .text   ascii    h!N
1050 0x000106d9 0x004106d9 4   5    .text   ascii   U\bRV
1051 0x0001073d 0x0041073d 4   6    .text   utf8    P#ÉF blocks=Basic Latin,Latin-1 Supplement
1052 0x00010743 0x00410743 4   6    .text   utf8    #ǉE\f blocks=Basic Latin,Latin Extended-B
1053 0x00010757 0x00410757 5   6    .text   ascii   ;M\fu\f
1054 0x00010836 0x00410836 4   5    .text   ascii   >t\eh
1055 0x00010890 0x00410890 4   5    .text   ascii   9E\bt
1056 0x000108ab 0x004108ab 9   10   .text   ascii   u#9E\bt\rWV
1057 0x000108bf 0x004108bf 4   5    .text   ascii   9>w]
1058 0x000108df 0x004108df 5   6    .text   ascii   t8WVP
1059 0x000108fe 0x004108fe 4   5    .text   ascii   39>w
1060 0x000109a5 0x004109a5 4   5    .text   ascii    SW3
1061 0x000109d3 0x004109d3 5   6    .text   ascii   L$ QP
1062 0x00010a49 0x00410a49 4   5    .text   ascii   9|$\f
1063 0x00010b05 0x00410b05 5   6    .text   ascii   D$\v_[
1064 0x00010b33 0x00410b33 5   7    .text   utf8     S3ۈ] blocks=Basic Latin,Arabic
1065 0x00010bc9 0x00410bc9 4   5    .text   ascii   t\v9}
1066 0x00010c1f 0x00410c1f 7   8    .text   ascii   L9|$\btl
1067 0x00010c72 0x00410c72 5   6    .text   ascii   D$\fPj
1068 0x00010cad 0x00410cad 10  11   .text   ascii   |$\f9|$\ft^W
1069 0x00010cb8 0x00410cb8 5   6    .text   ascii   L$\fQP
1070 0x00010cd1 0x00410cd1 6   7    .text   ascii   9|$\bu4
1071 0x00010d28 0x00410d28 11  13   .text   utf8    F\b#F\fS3ۈ\$\v blocks=Basic Latin,Arabic
1072 0x00010dde 0x00410dde 4   5    .text   ascii   D$\v[
1073 0x00010de6 0x00410de6 4   5    .text   ascii   Vj$j
1074 0x000111ca 0x004111ca 4   5    .text   ascii   @_^[
1075 0x00011260 0x00411260 4   5    .text   ascii   SVWj
1076 0x00011268 0x00411268 4   5    .text   ascii   D$$P
1077 0x0001129a 0x0041129a 7   8    .text   ascii   \$4t\rHu
1078 0x000112df 0x004112df 4   5    .text   ascii   D$@P
1079 0x000112e4 0x004112e4 4   5    .text   ascii   D$(P
1080 0x000113f1 0x004113f1 4   5    .text   ascii   \fSVW
1081 0x00011452 0x00411452 5   6    .text   ascii   j\aYQP
1082 0x000115cd 0x004115cd 4   5    .text   ascii   E\bPj
1083 0x0001164e 0x0041164e 4   5    .text   ascii   TSWj
1084 0x00011669 0x00411669 4   5    .text   ascii   sD9]
1085 0x0001169d 0x0041169d 4   5    .text   ascii   u\bSj
1086 0x00011735 0x00411735 4   5    .text   ascii   t$\fj
1087 0x00011747 0x00411747 6   7    .text   ascii   t$\f9]\f
1088 0x00011758 0x00411758 5   6    .text   ascii   EE\fPj
1089 0x000117a2 0x004117a2 6   7    .text   ascii   PShl8@
1090 0x000117db 0x004117db 4   5    .text   ascii   t"h4
1091 0x000118c0 0x004118c0 4   5    .text   ascii   p Sh
1092 0x000118e4 0x004118e4 6   7    .text   ascii   SSSSj\b
1093 0x00011925 0x00411925 6   7    .text   ascii   SSSSj\a
1094 0x00011944 0x00411944 4   5    .text   ascii   QSVW
1095 0x0001195d 0x0041195d 4   5    .text   ascii    h#N
1096 0x0001197b 0x0041197b 5   6    .text   ascii   u\eh0u
1097 0x00011a97 0x00411a97 4   5    .text   ascii   $SVW
1098 0x00011ad7 0x00411ad7 6   7    .text   ascii   SSSSj\b
1099 0x00011b06 0x00411b06 4   5    .text   ascii   *PSW
1100 0x00011b2e 0x00411b2e 6   7    .text   ascii   SSSSj\a
1101 0x00014008 0x00414008 4   5    .reloc  ascii   x1|1
1102 0x0001404f 0x0041404f 5   6    .reloc  ascii   2\b2\f2
1103 0x0001405b 0x0041405b 49  50   .reloc  ascii   2 2$2(2,2024282<2@2D2H2L2P2T2X2\2`2d2h2l2p2t2x2|2
1104 0x000140cf 0x004140cf 5   6    .reloc  ascii   3\b3\f3
1105 0x000140db 0x004140db 49  50   .reloc  ascii   3 3$3(3,3034383<3@3D3H3L3P3T3X3\3`3d3h3l3p3t3x3|3
1106 0x0001414f 0x0041414f 5   6    .reloc  ascii   4\b4\f4
1107 0x0001415b 0x0041415b 49  50   .reloc  ascii   4 4$4(4,4044484<4@4D4H4L4P4T4X4\4`4d4h4l4p4t4x4|4
1108 0x000141cf 0x004141cf 5   6    .reloc  ascii   5\b5\f5
1109 0x000141db 0x004141db 49  50   .reloc  ascii   5 5$5(5,5054585<5@5D5H5L5P5T5X5\5`5d5h5l5p5t5x5|5
1110 0x0001424f 0x0041424f 5   6    .reloc  ascii   6\b6\f6
1111 0x0001425b 0x0041425b 49  50   .reloc  ascii   6 6$6(6,6064686<6@6D6H6L6P6T6X6\6`6d6h6l6p6t6x6|6
1112 0x000142cf 0x004142cf 5   6    .reloc  ascii   7\b7\f7
1113 0x000142db 0x004142db 49  50   .reloc  ascii   7 7$7(7,7074787<7@7D7H7L7P7T7X7\7`7d7h7l7p7t7x7|7
1114 0x0001434f 0x0041434f 5   6    .reloc  ascii   8\b8\f8
1115 0x0001435b 0x0041435b 49  50   .reloc  ascii   8 8$8(8,8084888<8@8D8H8L8P8T8X8\8`8d8h8l8p8t8x8|8
1116 0x000143cf 0x004143cf 5   6    .reloc  ascii   9\b9\f9
1117 0x000143db 0x004143db 49  50   .reloc  ascii   9 9$9(9,9094989<9@9D9H9L9P9T9X9\9`9d9h9l9p9t9x9|9
1118 0x0001443c 0x0041443c 4   5    .reloc  ascii   d8h8
1119 0x0001444d 0x0041444d 9   10   .reloc  ascii   9,9A9F9t9
1120 0x0001445b 0x0041445b 9   10   .reloc  ascii   :\t:,:?:a:
1121 0x00014465 0x00414465 5   6    .reloc  ascii   :h;n;
1122 0x0001446d 0x0041446d 5   6    .reloc  ascii   ;8<><
1123 0x00014481 0x00414481 5   6    .reloc  ascii   =0=t=
1124 0x00014493 0x00414493 7   8    .reloc  ascii   >&>J>V>
1125 0x000144a7 0x004144a7 9   10   .reloc  ascii   ?I?T?_?h?
1126 0x000144d5 0x004144d5 7   8    .reloc  ascii   1/1Y1v1
1127 0x000144eb 0x004144eb 11  12   .reloc  ascii   2'2B2I2Y2b2
1128 0x000144ff 0x004144ff 15  16   .reloc  ascii   3%3*343J3^3f3r3
1129 0x0001451d 0x0041451d 19  20   .reloc  ascii   4"4,4B4H4c4m4s4N5Z5
1130 0x00014533 0x00414533 5   6    .reloc  ascii   5(646
1131 0x00014541 0x00414541 15  16   .reloc  ascii   6*7M7R7X7_7-878
1132 0x00014559 0x00414559 11  12   .reloc  ascii   :#;,;:;D;\t<
1133 0x00014565 0x00414565 7   8    .reloc  ascii   <@<G<u<
1134 0x00014575 0x00414575 11  12   .reloc  ascii   <J=P=c=i=s=
1135 0x00014593 0x00414593 7   8    .reloc  ascii   =$>R>~>
1136 0x000145a1 0x004145a1 31  32   .reloc  ascii   >&?+?1?7?=?B?H?N?T?Z?`?e?k?q?}?
1137 0x000145dc 0x004145dc 8   9    .reloc  ascii   !0-040^0
1138 0x000145eb 0x004145eb 15  16   .reloc  ascii   0\r1,1>1Y1`1g1s1
1139 0x00014603 0x00414603 5   6    .reloc  ascii   1F2[2
1140 0x0001460f 0x0041460f 9   10   .reloc  ascii   2`3g3m3z3
