[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000f0 0x000000f0 4   5            ascii   Rich
2     0x000001f8 0x000001f8 5   6            ascii   .text
3     0x0000021f 0x0000021f 7   8            ascii   `.rdata
4     0x00000247 0x00000247 6   7            ascii   @.data
5     0x00000270 0x00000270 5   6            ascii   .UPX0
6     0x00000298 0x00000298 4   5            ascii   .tls
7     0x000002c0 0x000002c0 5   6            ascii   .UPX1
8     0x000002e8 0x000002e8 6   7            ascii   .reloc
9     0x0000030f 0x0000030f 6   7            ascii   @.rsrc
15224 0x000df26d 0x00500c6d 5   6    .UPX1   ascii   j@)J$
15225 0x000df27b 0x00500c7b 6   7    .UPX1   ascii   \n:Ux? 
15226 0x000df295 0x00500c95 8   9    .UPX1   ascii   $'ieZH\fr
15227 0x000df324 0x00500d24 4   5    .UPX1   ascii   `$[>
15228 0x000df34e 0x00500d4e 5   6    .UPX1   ascii   inKn=
15229 0x000df361 0x00500d61 5   7    .UPX1   utf8    ػny=H blocks=Arabic,Basic Latin
15230 0x000df36f 0x00500d6f 4   5    .UPX1   ascii   -<Hf
15231 0x000df37f 0x00500d7f 6   8    .UPX1   utf8    \n؆ fS\n blocks=Basic Latin,Arabic
15232 0x000df3a0 0x00500da0 4   5    .UPX1   ascii   /MSd
15233 0x000df3e7 0x00500de7 4   5    .UPX1   ascii   "$$Z
15234 0x000df41e 0x00500e1e 5   7    .UPX1   utf8    Pko[Ϋ blocks=Basic Latin,Greek and Coptic
15235 0x000df430 0x00500e30 6   7    .UPX1   ascii   @KoW8J
15236 0x000df448 0x00500e48 7   10   .UPX1   utf8    \r87O荚@` blocks=Basic Latin,CJK Unified Ideographs
15237 0x000df4b9 0x00500eb9 5   6    .UPX1   ascii   upTP`
15238 0x000df4f3 0x00500ef3 6   8    .UPX1   utf8    ۟=7H\tt blocks=Arabic,Basic Latin
15239 0x000df505 0x00500f05 4   5    .UPX1   ascii   A&gf
15240 0x000df5ba 0x00500fba 5   6    .UPX1   ascii   u PPZ
15241 0x000df5ed 0x00500fed 4   5    .UPX1   ascii   {\r\vy
15242 0x000df5f9 0x00500ff9 5   6    .UPX1   ascii   ^ H\vQ
15243 0x000df613 0x00501013 5   6    .UPX1   ascii   * 1Tx
15244 0x000df627 0x00501027 4   5    .UPX1   ascii   TpPg
15245 0x000df638 0x00501038 4   5    .UPX1   ascii   @x+\f
15246 0x000df66b 0x0050106b 4   5    .UPX1   ascii   R7eX
15247 0x000df67d 0x0050107d 5   8    .UPX1   utf8    培U2\f& blocks=CJK Unified Ideographs,Basic Latin
15248 0x000df689 0x00501089 4   5    .UPX1   ascii   \f>sD
15249 0x000df6b1 0x005010b1 7   8    .UPX1   ascii   J#[\a\nHe
15250 0x000df6d3 0x005010d3 4   5    .UPX1   ascii   TP0?
15251 0x000df7f2 0x005011f2 5   6    .UPX1   ascii   Axtm\e
15252 0x000df7f8 0x005011f8 4   5    .UPX1   ascii   p@a`
15253 0x000df824 0x00501224 4   5    .UPX1   ascii   k1T=
15254 0x000df82d 0x0050122d 4   7    .UPX1   utf8    8vꍈ\b blocks=Basic Latin,Yi Syllables
15255 0x000df83b 0x0050123b 4   5    .UPX1   ascii   phrj
15256 0x000df840 0x00501240 5   6    .UPX1   ascii   D0Sx4
15257 0x000df860 0x00501260 4   5    .UPX1   ascii   ilpY
15258 0x000df866 0x00501266 5   6    .UPX1   ascii   l?x$'
15259 0x000df86f 0x0050126f 4   5    .UPX1   ascii   xPx#
15260 0x000df89e 0x0050129e 4   5    .UPX1   ascii   xpZ#
15261 0x000df8aa 0x005012aa 5   6    .UPX1   ascii   A`rg\e
15262 0x000df8ce 0x005012ce 4   5    .UPX1   ascii   xRa8
15263 0x000df8fa 0x005012fa 5   7    .UPX1   utf8    3ٷE9A blocks=Basic Latin,Arabic
15264 0x000df935 0x00501335 4   5    .UPX1   ascii   )?^D
15265 0x000df98c 0x0050138c 6   7    .UPX1   ascii   j/q"n\v
15266 0x000df9a6 0x005013a6 5   6    .UPX1   ascii   Eqov#
15267 0x000df9ad 0x005013ad 4   5    .UPX1   ascii   Q0Y<
15268 0x000df9b2 0x005013b2 4   5    .UPX1   ascii   2\vGh
15269 0x000df9da 0x005013da 5   7    .UPX1   utf8    |+s(҇ blocks=Basic Latin,Cyrillic
15270 0x000df9f9 0x005013f9 4   5    .UPX1   ascii   "\)-
15271 0x000dfb05 0x00501505 4   7    .UPX1   utf8    ǓݐR/ blocks=Latin Extended-B,Arabic Supplement,Basic Latin
15272 0x000dfb47 0x00501547 4   6    .UPX1   utf8    \v"\bi
15273 0x000dfc20 0x00501620 4   5    .UPX1   ascii   _8&y
15274 0x000dfc55 0x00501655 5   6    .UPX1   ascii   ~a7BB
15275 0x000dfccc 0x005016cc 4   5    .UPX1   ascii   Sgw\v
15276 0x000dfd4c 0x0050174c 4   6    .UPX1   utf8    \b_"y
15277 0x000dfda9 0x005017a9 6   8    .UPX1   utf8    sǂJ\nM\b blocks=Basic Latin,Latin Extended-B
15278 0x000dfdd6 0x005017d6 5   6    .UPX1   ascii   l\vHG 
15279 0x000dfde7 0x005017e7 4   5    .UPX1   ascii   WPGN
15280 0x000dfe26 0x00501826 6   7    .UPX1   ascii   V\wt\f'
15281 0x000dfe3c 0x0050183c 4   5    .UPX1   ascii   F\nB.
15282 0x000dfe49 0x00501849 4   5    .UPX1   ascii   h}]8
15283 0x000dfe63 0x00501863 8   9    .UPX1   ascii   \b\f\n,kK;q
15284 0x000dfe6f 0x0050186f 4   6    .UPX1   utf8    ЗZ\f[ blocks=Cyrillic,Basic Latin
15285 0x000dfe9a 0x0050189a 4   5    .UPX1   ascii   P4|H
15286 0x000dfea2 0x005018a2 9   11   .UPX1   utf8    \nMĊ`\!!\O blocks=Basic Latin,Latin Extended-A
15287 0x000dfec1 0x005018c1 5   6    .UPX1   ascii   6\vK}$
15288 0x000dfef5 0x005018f5 5   6    .UPX1   ascii   BM\f\vJ
15289 0x000dff11 0x00501911 6   7    .UPX1   ascii   >Jee/4
15290 0x000dff28 0x00501928 4   5    .UPX1   ascii   \nK 4
15291 0x000dff56 0x00501956 6   7    .UPX1   ascii   Wwh(jZ
15292 0x000dff60 0x00501960 4   5    .UPX1   ascii    3[[
15293 0x000dff91 0x00501991 4   5    .UPX1   ascii   sj!\n
15294 0x000dffa7 0x005019a7 4   5    .UPX1   ascii   #\fNM
15295 0x000dffc6 0x005019c6 4   5    .UPX1   ascii   .@?R
15296 0x000dffdd 0x005019dd 4   5    .UPX1   ascii   \)&o
15297 0x000dffe9 0x005019e9 5   6    .UPX1   ascii   &\n@V.
15298 0x000e0002 0x00501a02 10  12   .UPX1   utf8    4»Be84"dFg blocks=Basic Latin,Latin-1 Supplement
15299 0x000e000e 0x00501a0e 4   5    .UPX1   ascii   <hPS
15300 0x000e0021 0x00501a21 4   6    .UPX1   utf8    M\fٻ5 blocks=Basic Latin,Arabic
15301 0x000e003e 0x00501a3e 5   6    .UPX1   ascii   &}'AF
15302 0x000e0051 0x00501a51 8   9    .UPX1   ascii    44\n])Lh
15303 0x000e005e 0x00501a5e 8   9    .UPX1   ascii   X)\eTh\f\nh
15304 0x000e006b 0x00501a6b 4   5    .UPX1   ascii   h\f\y
15305 0x000e0132 0x00501b32 4   6    .UPX1   utf8    ѡ)*A blocks=Cyrillic,Basic Latin
15306 0x000e0141 0x00501b41 4   5    .UPX1   ascii   tVn\n
15307 0x000e0184 0x00501b84 5   6    .UPX1   ascii   *&&bC
15308 0x000e0195 0x00501b95 4   5    .UPX1   ascii   1Q\b\t
15309 0x000e01a4 0x00501ba4 4   6    .UPX1   utf8    7\b`c
15310 0x000e01ad 0x00501bad 5   6    .UPX1   ascii   !28/h
15311 0x000e020c 0x00501c0c 4   5    .UPX1   ascii   \t0Z\n
15312 0x000e0215 0x00501c15 4   5    .UPX1   ascii   C+4\n
15313 0x000e0236 0x00501c36 5   6    .UPX1   ascii   &=FH 
15314 0x000e025d 0x00501c5d 5   6    .UPX1   ascii   A\fZ9:
15315 0x000e0278 0x00501c78 6   7    .UPX1   ascii   H\tFB4<
15316 0x000e028d 0x00501c8d 4   5    .UPX1   ascii   \n\a?B
15317 0x000e02c3 0x00501cc3 5   6    .UPX1   ascii   @ahB!
15318 0x000e02cd 0x00501ccd 4   6    .UPX1   utf8    ~lш\b blocks=Basic Latin,Cyrillic
15319 0x000e02ec 0x00501cec 4   5    .UPX1   ascii   rdj=
15320 0x000e0309 0x00501d09 5   6    .UPX1   ascii   E\n'Dn
15321 0x000e0311 0x00501d11 4   5    .UPX1   ascii   s% z
15322 0x000e0333 0x00501d33 4   5    .UPX1   ascii   \tJ5<
15323 0x000e0366 0x00501d66 5   6    .UPX1   ascii   \tI?D<
15324 0x000e038b 0x00501d8b 4   5    .UPX1   ascii   V5j.
15325 0x000e0397 0x00501d97 4   5    .UPX1   ascii   6M^d
15326 0x000e03b1 0x00501db1 4   6    .UPX1   utf8    D3x-
15327 0x000e03d1 0x00501dd1 4   5    .UPX1   ascii   ^S(f
15328 0x000e03ec 0x00501dec 4   5    .UPX1   ascii   S"\f
15329 0x000e03fe 0x00501dfe 4   5    .UPX1   ascii   4"<B
15330 0x000e0421 0x00501e21 4   5    .UPX1   ascii   ["`f
15331 0x000e0435 0x00501e35 4   5    .UPX1   ascii   ,"3<
15332 0x000e0444 0x00501e44 4   5    .UPX1   ascii   l"u{
15333 0x000e0452 0x00501e52 6   7    .UPX1   ascii   'Et*ak
15334 0x000e045d 0x00501e5d 6   8    .UPX1   utf8    {ބ@K4f blocks=Basic Latin,Thaana
15335 0x000e0473 0x00501e73 4   5    .UPX1   ascii   (gH0
15336 0x000e04b1 0x00501eb1 5   7    .UPX1   utf8    `0=ʝ\n blocks=Basic Latin,IPA Extensions
15337 0x000e04cf 0x00501ecf 4   5    .UPX1   ascii   F]5Q
15338 0x000e04ef 0x00501eef 4   5    .UPX1   ascii   .kxi
15339 0x000e050b 0x00501f0b 5   6    .UPX1   ascii   [4:-'
15340 0x000e0511 0x00501f11 8   11   .UPX1   utf8    "cG滞@VI? blocks=Basic Latin,CJK Unified Ideographs
15341 0x000e052f 0x00501f2f 4   5    .UPX1   ascii   ^S@s
15342 0x000e056b 0x00501f6b 5   6    .UPX1   ascii   H$zC`
15343 0x000e05ac 0x00501fac 4   5    .UPX1   ascii   R\b+\t
15344 0x000e05b1 0x00501fb1 7   9    .UPX1   utf8    ƨT{f\vvl blocks=Latin Extended-B,Basic Latin
15345 0x000e05dc 0x00501fdc 4   5    .UPX1   ascii   AKt%
15346 0x000e0620 0x00502020 4   5    .UPX1   ascii   Yko8
15347 0x000e0656 0x00502056 5   6    .UPX1   ascii   A"70Y
15348 0x000e065e 0x0050205e 5   7    .UPX1   utf8    p\Ҟ5) blocks=Basic Latin,Cyrillic
15349 0x000e06eb 0x005020eb 4   5    .UPX1   ascii   .A=)
15350 0x000e0742 0x00502142 5   7    .UPX1   utf8    zDrՌ} blocks=Basic Latin,Armenian
15351 0x000e07f0 0x005021f0 5   7    .UPX1   utf8    vNt`غ blocks=Basic Latin,Arabic
15352 0x000e0860 0x00502260 5   7    .UPX1   utf8    #Ŏ@0e blocks=Basic Latin,Latin Extended-A
15353 0x000e08aa 0x005022aa 7   9    .UPX1   utf8    |O;\e`$ڝ blocks=Basic Latin,Arabic
15354 0x000e08c6 0x005022c6 6   9    .UPX1   utf8    ȃW'ЯFH blocks=Latin Extended-B,Basic Latin,Cyrillic
15355 0x000e092f 0x0050232f 4   5    .UPX1   ascii   \fnc\
15356 0x000e0957 0x00502357 4   5    .UPX1   ascii   w0K8
15357 0x000e09ab 0x005023ab 4   5    .UPX1   ascii   A{&`
15358 0x000e09d6 0x005023d6 7   10   .UPX1   utf8    'Ҫg2̗8T blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
15359 0x000e0a24 0x00502424 4   5    .UPX1   ascii   wH92
15360 0x000e0acc 0x005024cc 5   6    .UPX1   ascii   ]teLq
15361 0x000e0b36 0x00502536 7   8    .UPX1   ascii   ,0hTd:\a
15362 0x000e0bdc 0x005025dc 4   5    .UPX1   ascii   %GK;
15363 0x000e0be6 0x005025e6 4   5    .UPX1   ascii   kE%g
15364 0x000e0c07 0x00502607 4   5    .UPX1   ascii   <-/x
15365 0x000e0c2a 0x0050262a 5   6    .UPX1   ascii   __T;\f
15366 0x000e0c72 0x00502672 6   7    .UPX1   ascii   o3Y096
15367 0x000e0cbe 0x005026be 5   6    .UPX1   ascii   b\a!bo
15368 0x000e0cd6 0x005026d6 4   7    .UPX1   utf8    d$$鴘 blocks=Basic Latin,CJK Unified Ideographs
15369 0x000e0d13 0x00502713 4   5    .UPX1   ascii   \rJpz
15370 0x000e0d1c 0x0050271c 5   6    .UPX1   ascii   :Xa0)
15371 0x000e0d33 0x00502733 4   6    .UPX1   utf8    a`3َ blocks=Basic Latin,Arabic
15372 0x000e0d76 0x00502776 4   5    .UPX1   ascii   HN_\e
15373 0x000e0db7 0x005027b7 4   5    .UPX1   ascii   Rxr\v
15374 0x000e0dd0 0x005027d0 4   5    .UPX1   ascii   9M\\v
15375 0x000e0e29 0x00502829 4   5    .UPX1   ascii   qzO\e
15376 0x000e0e59 0x00502859 6   7    .UPX1   ascii   @1"]5k
15377 0x000e0eba 0x005028ba 5   6    .UPX1   ascii   p\a(o<
15378 0x000e0eee 0x005028ee 7   8    .UPX1   ascii   ; `guK|
15379 0x000e0f3c 0x0050293c 5   6    .UPX1   ascii   ":%$W
15380 0x000e0faf 0x005029af 4   5    .UPX1   ascii   IMd\b
15381 0x000e0fc3 0x005029c3 4   5    .UPX1   ascii   kA)H
15382 0x000e0fdb 0x005029db 4   6    .UPX1   utf8    0O۰" blocks=Basic Latin,Arabic
15383 0x000e1030 0x00502a30 4   5    .UPX1   ascii   f=`X
15384 0x000e10a3 0x00502aa3 8   9    .UPX1   ascii   1xM<\rtu\
15385 0x000e10b2 0x00502ab2 6   7    .UPX1   ascii   \fK7Pwx
15386 0x000e110a 0x00502b0a 5   8    .UPX1   utf8    q'*6켃 blocks=Basic Latin,Hangul Syllables
15387 0x000e1122 0x00502b22 4   5    .UPX1   ascii   D)4z
15388 0x000e11ae 0x00502bae 12  13   .UPX1   ascii   ADVAPI32.dll
15389 0x000e11c5 0x00502bc5 4   6    .UPX1   utf8    d$$Ã blocks=Basic Latin,Latin-1 Supplement
15390 0x000e12a3 0x00502ca3 4   5    .UPX1   ascii   f_+w
15391 0x000e135c 0x00502d5c 6   7    .UPX1   ascii   \aC0)i
15392 0x000e13b4 0x00502db4 4   5    .UPX1   ascii   >[rW
15393 0x000e13e1 0x00502de1 4   5    .UPX1   ascii   (D#Y
15394 0x000e1438 0x00502e38 6   7    .UPX1   ascii   D$,#xP
15395 0x000e146e 0x00502e6e 4   5    .UPX1   ascii    Noo
15396 0x000e1473 0x00502e73 5   6    .UPX1   ascii   Ct#8F
15397 0x000e1483 0x00502e83 4   5    .UPX1   ascii   8]sN
15398 0x000e1494 0x00502e94 8   9    .UPX1   ascii   \b6]HOh,_
15399 0x000e149d 0x00502e9d 5   6    .UPX1   ascii   ;\f{hG
15400 0x000e14a5 0x00502ea5 9   10   .UPX1   ascii   2?LcLKp?,
15401 0x000e14d9 0x00502ed9 4   6    .UPX1   utf8    ېD|y blocks=Arabic,Basic Latin
15402 0x000e1506 0x00502f06 5   7    .UPX1   utf8    \rmŦz+ blocks=Basic Latin,Latin Extended-A
15403 0x000e1520 0x00502f20 5   6    .UPX1   ascii   Wo|:c
15404 0x000e153e 0x00502f3e 6   7    .UPX1   ascii   D|]De,
15405 0x000e155a 0x00502f5a 4   7    .UPX1   utf8    \fa˂҅ blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
15406 0x000e15ae 0x00502fae 4   5    .UPX1   ascii   %$@B
15407 0x000e15d2 0x00502fd2 4   5    .UPX1   ascii   ^a#i
15408 0x000e16eb 0x005030eb 6   7    .UPX1   ascii   inty)B
15409 0x000e16f3 0x005030f3 5   6    .UPX1   ascii   '0L\e!
15410 0x000e1706 0x00503106 6   7    .UPX1   ascii   ) j1# 
15411 0x000e173e 0x0050313e 5   6    .UPX1   ascii   B+af%
15412 0x000e1745 0x00503145 4   5    .UPX1   ascii   b(A@
15413 0x000e17a3 0x005031a3 4   6    .UPX1   utf8    B8̹Q blocks=Basic Latin,Combining Diacritical Marks
15414 0x000e17e2 0x005031e2 4   6    .UPX1   utf8    L`߆# blocks=Basic Latin,NKo
15415 0x000e1857 0x00503257 8   9    .UPX1   ascii   *pr\t2qV%
15416 0x000e1876 0x00503276 6   8    .UPX1   utf8    QkʌjJ{ blocks=Basic Latin,IPA Extensions
15417 0x000e1888 0x00503288 6   8    .UPX1   utf8    ĉQ`,9\n blocks=Latin Extended-A,Basic Latin
15418 0x000e1895 0x00503295 4   5    .UPX1   ascii   =\n&=
15419 0x000e18a1 0x005032a1 4   5    .UPX1   ascii   N4M<
15420 0x000e18ea 0x005032ea 4   5    .UPX1   ascii   NGix
15421 0x000e1908 0x00503308 4   5    .UPX1   ascii   ,$f=
15422 0x000e1952 0x00503352 5   6    .UPX1   ascii   '{/\f!
15423 0x000e1975 0x00503375 4   5    .UPX1   ascii   90)N
15424 0x000e19a6 0x005033a6 4   5    .UPX1   ascii   t$<Q
15425 0x000e19ae 0x005033ae 4   7    .UPX1   utf8    d$P錱 blocks=Basic Latin,CJK Unified Ideographs
15426 0x000e19e0 0x005033e0 6   7    .UPX1   ascii   >DANAG
15427 0x000e1a18 0x00503418 4   5    .UPX1   ascii   AyAn
15428 0x000e1a6d 0x0050346d 4   5    .UPX1   ascii   GFD&
15429 0x000e1a97 0x00503497 5   7    .UPX1   utf8    /eԵA. blocks=Basic Latin,Armenian
15430 0x000e1ac1 0x005034c1 5   7    .UPX1   utf8    U*Ûfc blocks=Basic Latin,Latin-1 Supplement
15431 0x000e1b21 0x00503521 4   5    .UPX1   ascii   \fOgp
15432 0x000e1b42 0x00503542 4   5    .UPX1   ascii   {/(T
15433 0x000e1ba7 0x005035a7 4   6    .UPX1   utf8    #]Pĉ blocks=Basic Latin,Latin Extended-A
15434 0x000e1c36 0x00503636 4   5    .UPX1   ascii   3EL\v
15435 0x000e1c47 0x00503647 6   7    .UPX1   ascii   \fUW$)i
15436 0x000e1c61 0x00503661 5   6    .UPX1   ascii   7f;3\e
15437 0x000e1c6d 0x0050366d 4   6    .UPX1   utf8    ؿFZd blocks=Arabic,Basic Latin
15438 0x000e1c8c 0x0050368c 4   6    .UPX1   utf8    ˢk-P blocks=Spacing Modifier Letters,Basic Latin
15439 0x000e1cd0 0x005036d0 9   10   .UPX1   ascii   ;bOwjy~m.
15440 0x000e1d3d 0x0050373d 5   6    .UPX1   ascii   $&>+&
15441 0x000e1dc6 0x005037c6 4   5    .UPX1   ascii   /)@R
15442 0x000e1e23 0x00503823 18  19   .UPX1   ascii   GetModuleFileNameA
15443 0x000e1e47 0x00503847 4   5    .UPX1   ascii   F6E^
15444 0x000e1ec3 0x005038c3 4   6    .UPX1   utf8    ɍd$\b blocks=Latin Extended-B,Basic Latin
15445 0x000e1ed1 0x005038d1 5   6    .UPX1   ascii   >\a~_F
15446 0x000e1ef0 0x005038f0 4   5    .UPX1   ascii   j0=!
15447 0x000e1ef7 0x005038f7 5   6    .UPX1   ascii   7h78t
15448 0x000e1f18 0x00503918 6   7    .UPX1   ascii   ay~\vk]
15449 0x000e1f80 0x00503980 5   6    .UPX1   ascii   @:1p~
15450 0x000e1fb5 0x005039b5 4   5    .UPX1   ascii   D$<f
15451 0x000e1fc1 0x005039c1 4   5    .UPX1   ascii   D$<\v
15452 0x000e1fe5 0x005039e5 4   5    .UPX1   ascii   D$\b>
15453 0x000e202e 0x00503a2e 5   6    .UPX1   ascii   fSSp_
15454 0x000e2049 0x00503a49 5   6    .UPX1   ascii   I\r!\v`
15455 0x000e2078 0x00503a78 4   6    .UPX1   utf8    }ߺn" blocks=Basic Latin,NKo
15456 0x000e207e 0x00503a7e 5   6    .UPX1   ascii   \a,u(0
15457 0x000e213b 0x00503b3b 4   5    .UPX1   ascii   =jyD
15458 0x000e2193 0x00503b93 4   5    .UPX1   ascii   Y,\tq
15459 0x000e21ac 0x00503bac 5   7    .UPX1   utf8    NOӗch blocks=Basic Latin,Cyrillic
15460 0x000e2207 0x00503c07 6   7    .UPX1   ascii   \fH\v\e]>
15461 0x000e2212 0x00503c12 4   6    .UPX1   utf8    5O<ԗ blocks=Basic Latin,Cyrillic Supplement
15462 0x000e2257 0x00503c57 6   7    .UPX1   ascii   drJW/\n
15463 0x000e229b 0x00503c9b 4   5    .UPX1   ascii   eF@v
15464 0x000e22a8 0x00503ca8 7   8    .UPX1   ascii   =Mb<zxi
15465 0x000e22bf 0x00503cbf 4   5    .UPX1   ascii   eR)&
15466 0x000e22ef 0x00503cef 6   9    .UPX1   utf8    qHiӊװ$ blocks=Basic Latin,Cyrillic,Hebrew
15467 0x000e2359 0x00503d59 4   5    .UPX1   ascii   _UX?
15468 0x000e236d 0x00503d6d 4   6    .UPX1   utf8    ߹\fiu blocks=NKo,Basic Latin
15469 0x000e2411 0x00503e11 5   6    .UPX1   ascii   CbSB[
15470 0x000e244c 0x00503e4c 6   7    .UPX1   ascii   ?<H\e\n 
15471 0x000e2458 0x00503e58 6   8    .UPX1   utf8    *h\b{LГ blocks=Basic Latin,Cyrillic
15472 0x000e2463 0x00503e63 5   6    .UPX1   ascii   2>j;\t
15473 0x000e248e 0x00503e8e 4   5    .UPX1   ascii   K#Yd
15474 0x000e24af 0x00503eaf 5   8    .UPX1   utf8    \e:\tʶ˵ blocks=Basic Latin,Spacing Modifier Letters
15475 0x000e24eb 0x00503eeb 5   6    .UPX1   ascii   g\r#',
15476 0x000e24fe 0x00503efe 4   5    .UPX1   ascii   \eD|a
15477 0x000e2504 0x00503f04 7   8    .UPX1   ascii   >}riVUj
15478 0x000e2526 0x00503f26 4   5    .UPX1   ascii   k'U\f
15479 0x000e253a 0x00503f3a 4   5    .UPX1   ascii   p\n/}
15480 0x000e2564 0x00503f64 8   9    .UPX1   ascii   v^Hp}NOT
15481 0x000e2583 0x00503f83 4   5    .UPX1   ascii   6\b],
15482 0x000e258d 0x00503f8d 4   5    .UPX1   ascii   :vPM
15483 0x000e25c7 0x00503fc7 4   5    .UPX1   ascii   hEDu
15484 0x000e25d5 0x00503fd5 5   6    .UPX1   ascii   a>r\b5
15485 0x000e25f8 0x00503ff8 5   6    .UPX1   ascii   tCx'\b
15486 0x000e2644 0x00504044 4   5    .UPX1   ascii   ]^B^
15487 0x000e264b 0x0050404b 5   6    .UPX1   ascii   \eXqWh
15488 0x000e2671 0x00504071 4   5    .UPX1   ascii   qWVY
15489 0x000e268d 0x0050408d 7   9    .UPX1   utf8    ulϓn/q| blocks=Basic Latin,Greek and Coptic
15490 0x000e26a2 0x005040a2 5   7    .UPX1   utf8    qqԃw" blocks=Basic Latin,Cyrillic Supplement
15491 0x000e26e1 0x005040e1 5   6    .UPX1   ascii   `@qon
15492 0x000e26f3 0x005040f3 6   7    .UPX1   ascii   SlL;J4
15493 0x000e2715 0x00504115 4   5    .UPX1   ascii   lU[V
15494 0x000e2736 0x00504136 4   5    .UPX1   ascii   *_pP
15495 0x000e2745 0x00504145 5   6    .UPX1   ascii   v}\v&^
15496 0x000e279c 0x0050419c 4   5    .UPX1   ascii   \r{8=
15497 0x000e27b1 0x005041b1 4   5    .UPX1   ascii   o\$8
15498 0x000e27b9 0x005041b9 4   6    .UPX1   utf8    !&җ_ blocks=Basic Latin,Cyrillic
15499 0x000e27e0 0x005041e0 5   7    .UPX1   utf8    6dàXZ blocks=Basic Latin,Latin-1 Supplement
15500 0x000e27ed 0x005041ed 4   5    .UPX1   ascii   %PiO
15501 0x000e2845 0x00504245 6   7    .UPX1   ascii   l,2&#A
15502 0x000e284c 0x0050424c 5   6    .UPX1   ascii   -^.]^
15503 0x000e2862 0x00504262 4   5    .UPX1   ascii   d`*%
15504 0x000e288d 0x0050428d 4   5    .UPX1   ascii   Ah+K
15505 0x000e28a0 0x005042a0 4   5    .UPX1   ascii   \tOZF
15506 0x000e28cc 0x005042cc 5   6    .UPX1   ascii   5]~Uz
15507 0x000e2907 0x00504307 4   5    .UPX1   ascii   M>#{
15508 0x000e2913 0x00504313 4   5    .UPX1   ascii   K>\fz
15509 0x000e2952 0x00504352 4   5    .UPX1   ascii   O:Z2
15510 0x000e2963 0x00504363 8   10   .UPX1   utf8    \eFjeһ=\f[ blocks=Basic Latin,Cyrillic
15511 0x000e29a8 0x005043a8 5   7    .UPX1   utf8    F6͖Jl blocks=Basic Latin,Combining Diacritical Marks
15512 0x000e29d4 0x005043d4 4   5    .UPX1   ascii   b2%<
15513 0x000e29eb 0x005043eb 5   6    .UPX1   ascii   IBd.6
15514 0x000e2a04 0x00504404 4   5    .UPX1   ascii    |Nz
15515 0x000e2a28 0x00504428 4   6    .UPX1   utf8    ݝYN9 blocks=Arabic Supplement,Basic Latin
15516 0x000e2a61 0x00504461 4   5    .UPX1   ascii   X\fdX
15517 0x000e2ab4 0x005044b4 4   5    .UPX1   ascii   ?^wc
15518 0x000e2b11 0x00504511 4   5    .UPX1   ascii   >7^c
15519 0x000e2b95 0x00504595 9   10   .UPX1   ascii   "ajiBHA0\t
15520 0x000e2bad 0x005045ad 4   5    .UPX1   ascii   XARr
15521 0x000e2bfd 0x005045fd 4   5    .UPX1   ascii   +@vo
15522 0x000e2c22 0x00504622 4   5    .UPX1   ascii   JY\vO
15523 0x000e2c2f 0x0050462f 5   7    .UPX1   utf8    PpH#x
15524 0x000e2c41 0x00504641 4   5    .UPX1   ascii    +sn
15525 0x000e2cb8 0x005046b8 4   5    .UPX1   ascii   DH}@
15526 0x000e2d11 0x00504711 5   6    .UPX1   ascii   sZu]A
15527 0x000e2d2d 0x0050472d 4   5    .UPX1   ascii   p@s*
15528 0x000e2d35 0x00504735 4   5    .UPX1   ascii   u~{L
15529 0x000e2d5a 0x0050475a 4   5    .UPX1   ascii   Yx\r>
15530 0x000e2d97 0x00504797 4   5    .UPX1   ascii   XiHU
15531 0x000e2dac 0x005047ac 5   6    .UPX1   ascii   laxU4
15532 0x000e2e2e 0x0050482e 5   6    .UPX1   ascii   OT+ N
15533 0x000e2e41 0x00504841 4   7    .UPX1   utf8    改 \tc blocks=CJK Unified Ideographs,Basic Latin
15534 0x000e2ea0 0x005048a0 5   6    .UPX1   ascii   1*`\r\r
15535 0x000e2eb9 0x005048b9 4   5    .UPX1   ascii   FZ\t;
15536 0x000e2edb 0x005048db 4   5    .UPX1   ascii   t$8f
15537 0x000e2f0b 0x0050490b 4   5    .UPX1   ascii   1h1&
15538 0x000e2f16 0x00504916 4   5    .UPX1   ascii   r{Zs
15539 0x000e2f28 0x00504928 7   8    .UPX1   ascii   "03;8{p
15540 0x000e2f30 0x00504930 5   6    .UPX1   ascii   ]j03]
15541 0x000e2f51 0x00504951 4   5    .UPX1   ascii   YR _
15542 0x000e2f83 0x00504983 4   6    .UPX1   utf8    Ϭ{\bE blocks=Greek and Coptic,Basic Latin
15543 0x000e2f8b 0x0050498b 4   5    .UPX1   ascii   YJnp
15544 0x000e2fa7 0x005049a7 4   6    .UPX1   utf8    Aֳ-8 blocks=Basic Latin,Hebrew
15545 0x000e2fad 0x005049ad 5   6    .UPX1   ascii   >:bC*
15546 0x000e2fff 0x005049ff 6   7    .UPX1   ascii   AyDKh`
15547 0x000e305b 0x00504a5b 7   8    .UPX1   ascii   e9|+WX\b
