[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
35222 0x001b67b7 0x005cf1b7 4   6            utf8    LnwӍ blocks=Basic Latin,Cyrillic
35223 0x001b67d6 0x005cf1d6 5   6            ascii   \a^Hu\a
35224 0x001b6800 0x005cf200 5   8            utf8    N?aƗǃ blocks=Basic Latin,Latin Extended-B
35225 0x001b6819 0x005cf219 4   5            ascii   1+j 
35226 0x001b6873 0x005cf273 4   5            ascii   <py!
35227 0x001b6898 0x005cf298 6   8            utf8    \v1i3њ\n blocks=Basic Latin,Cyrillic
35228 0x001b68d9 0x005cf2d9 6   9            utf8    ߭\y݇vj blocks=NKo,Basic Latin,Syriac
35229 0x001b6900 0x005cf300 4   5            ascii   4'7r
35230 0x001b6908 0x005cf308 5   8            utf8    \v鄻>"Y blocks=Basic Latin,CJK Unified Ideographs
35231 0x001b6941 0x005cf341 6   8            utf8    ɲ%'AQT blocks=IPA Extensions,Basic Latin
35232 0x001b6952 0x005cf352 4   5            ascii   1I*"
35233 0x001b698f 0x005cf38f 4   7            utf8    S`͗ǲ blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
35234 0x001b69b2 0x005cf3b2 9   11           utf8    \l\eIxD&~ٚ blocks=Basic Latin,Arabic
35235 0x001b69c1 0x005cf3c1 10  12           utf8    '0w_Z6T#3@
35236 0x001b6a44 0x005cf444 6   7            ascii   n|JO!O
35237 0x001b6a70 0x005cf470 4   5            ascii   yM:l
35238 0x001b6a98 0x005cf498 4   5            ascii   T\b'O
35239 0x001b6ac1 0x005cf4c1 4   7            utf8    ܁dEغ blocks=Syriac,Basic Latin,Arabic
35240 0x001b6af2 0x005cf4f2 6   8            utf8    S\n\aviN
35241 0x001b6b6e 0x005cf56e 4   5            ascii   x,_\f
35242 0x001b6bc1 0x005cf5c1 4   6            utf8    ?͓>k blocks=Basic Latin,Combining Diacritical Marks
35243 0x001b6c16 0x005cf616 5   6            ascii   -40w~
35244 0x001b6cc7 0x005cf6c7 5   7            utf8    \n|b\fΣ blocks=Basic Latin,Greek and Coptic
35245 0x001b6d22 0x005cf722 4   6            utf8    CWsL
35246 0x001b6d4c 0x005cf74c 6   8            utf8    ?p\rFЦf blocks=Basic Latin,Cyrillic
35247 0x001b6da9 0x005cf7a9 6   7            ascii   2\e\eSOT
35248 0x001b6e15 0x005cf815 7   9            utf8    &ߙ+k2<# blocks=Basic Latin,NKo
35249 0x001b6e45 0x005cf845 4   5            ascii   k\v'*
35250 0x001b6ea4 0x005cf8a4 5   6            ascii   GB\f[D
35251 0x001b6f12 0x005cf912 6   8            utf8    iO]ЫJk blocks=Basic Latin,Cyrillic
35252 0x001b6f20 0x005cf920 5   6            ascii   ~K*6?
35253 0x001b6f35 0x005cf935 4   6            utf8    ,^@ͯ blocks=Basic Latin,Combining Diacritical Marks
35254 0x001b6f52 0x005cf952 5   6            ascii   MO.+G
35255 0x001b6f8b 0x005cf98b 5   6            ascii   NV{/x
35256 0x001b6fcc 0x005cf9cc 6   7            ascii   %XSGAJ
35257 0x001b6fec 0x005cf9ec 4   6            utf8    XO̙N blocks=Basic Latin,Combining Diacritical Marks
35258 0x001b6ffc 0x005cf9fc 5   6            ascii   sGj4i
35259 0x001b7044 0x005cfa44 4   5            ascii   \rc\G
35260 0x001b7062 0x005cfa62 7   8            ascii   0CQW":Z
35261 0x001b7098 0x005cfa98 10  12           utf8    ^6@"7:߰&AJ blocks=Basic Latin,NKo
35262 0x001b70eb 0x005cfaeb 4   8            utf8    !sT쒒 blocks=Basic Latin,Hangul Syllables
35263 0x001b7166 0x005cfb66 4   6            utf8    LߎE@ blocks=Basic Latin,NKo
35264 0x001b7172 0x005cfb72 7   8            ascii   +d`"k\nf
35265 0x001b7183 0x005cfb83 4   5            ascii   ]sBS
35266 0x001b71c9 0x005cfbc9 4   6            utf8    c[ш\f blocks=Basic Latin,Cyrillic
35267 0x001b71cf 0x005cfbcf 6   7            ascii   1\rBj\b?
35268 0x001b7221 0x005cfc21 4   5            ascii   ]\z@
35269 0x001b723f 0x005cfc3f 5   6            ascii   s\t8b#
35270 0x001b7250 0x005cfc50 5   6            ascii   H*SY(
35271 0x001b725e 0x005cfc5e 7   9            utf8    4)\b`'Ѱz blocks=Basic Latin,Cyrillic
35272 0x001b7290 0x005cfc90 5   6            ascii   klceO
35273 0x001b7297 0x005cfc97 4   7            utf8    iv胆F blocks=Basic Latin,CJK Unified Ideographs
35274 0x001b729e 0x005cfc9e 4   5            ascii   \!nB
35275 0x001b72dc 0x005cfcdc 4   5            ascii   ]\fU:
35276 0x001b7317 0x005cfd17 5   7            utf8    dȟucW blocks=Basic Latin,Latin Extended-B
35277 0x001b738b 0x005cfd8b 6   8            utf8    b-.aV3
35278 0x001b739a 0x005cfd9a 4   5            ascii   @o[e
35279 0x001b73a1 0x005cfda1 4   5            ascii   ~E5S
35280 0x001b73b2 0x005cfdb2 5   7            utf8    cNg_̯ blocks=Basic Latin,Combining Diacritical Marks
35281 0x001b73d3 0x005cfdd3 4   6            utf8    YERӞ blocks=Basic Latin,Cyrillic
35282 0x001b73e1 0x005cfde1 4   5            ascii   \66p
35283 0x001b7456 0x005cfe56 4   7            utf8    šI3Ý blocks=Latin Extended-A,Basic Latin,Latin-1 Supplement
35284 0x001b7499 0x005cfe99 4   6            utf8    ٘d0s blocks=Arabic,Basic Latin
35285 0x001b7527 0x005cff27 5   6            ascii   l1kqz
35286 0x001b75c6 0x005cffc6 6   7            ascii   Yz rMc
35287 0x001b7621 0x005d0021 4   5            ascii   VmA\b
35288 0x001b7652 0x005d0052 4   5            ascii   GM5\b
35289 0x001b7669 0x005d0069 8   9            ascii   sc@5W$(F
35290 0x001b7673 0x005d0073 4   5            ascii   *%'A
35291 0x001b76e0 0x005d00e0 4   5            ascii   ^4wG
35292 0x001b76fe 0x005d00fe 4   5            ascii   LZ+*
35293 0x001b773c 0x005d013c 4   5            ascii   {L(y
35294 0x001b776c 0x005d016c 4   5            ascii   'I`4
35295 0x001b7789 0x005d0189 4   6            utf8    \nw]ز blocks=Basic Latin,Arabic
35296 0x001b77a1 0x005d01a1 8   9            ascii   \n-gn}\vD(
35297 0x001b77ca 0x005d01ca 8   10           utf8    \nʹ`v&z\vD blocks=Basic Latin,Greek and Coptic
35298 0x001b77e3 0x005d01e3 5   6            ascii   L;)kd
35299 0x001b77fb 0x005d01fb 4   7            utf8    NtG馳 blocks=Basic Latin,CJK Unified Ideographs
35300 0x001b7812 0x005d0212 4   5            ascii   d#.\a
35301 0x001b7856 0x005d0256 5   6            ascii   /yR@d
35302 0x001b786d 0x005d026d 4   5            ascii   .u<4
35303 0x001b788c 0x005d028c 4   5            ascii   c>lW
35304 0x001b78b3 0x005d02b3 4   6            utf8    ҽ=G, blocks=Cyrillic,Basic Latin
35305 0x001b78e5 0x005d02e5 7   9            utf8    )gTՈ\b\eh blocks=Basic Latin,Armenian
35306 0x001b791a 0x005d031a 5   8            utf8    7XĦC҄ blocks=Basic Latin,Latin Extended-A,Cyrillic
35307 0x001b7969 0x005d0369 4   6            utf8    CۜJd blocks=Basic Latin,Arabic
35308 0x001b7991 0x005d0391 4   5            ascii   \bxcZ
35309 0x001b79a2 0x005d03a2 4   6            utf8    طu=X blocks=Arabic,Basic Latin
35310 0x001b79c0 0x005d03c0 5   8            utf8    Ifk-䬤 blocks=Basic Latin,CJK Unified Ideographs Extension A
35311 0x001b79c9 0x005d03c9 4   6            utf8    EگI\e blocks=Basic Latin,Arabic
35312 0x001b79f6 0x005d03f6 5   7            utf8    ɞ\M_\n blocks=IPA Extensions,Basic Latin
35313 0x001b7a10 0x005d0410 5   6            ascii   nL@$2
35314 0x001b7a2d 0x005d042d 4   5            ascii   4\a(}
35315 0x001b7a34 0x005d0434 7   8            ascii   cC{~\vAQ
35316 0x001b7a5a 0x005d045a 5   6            ascii   My>Y+
35317 0x001b7a60 0x005d0460 4   6            utf8    ͪBTG blocks=Combining Diacritical Marks,Basic Latin
35318 0x001b7a6f 0x005d046f 4   5            ascii   :vz@
35319 0x001b7ac2 0x005d04c2 4   5            ascii   +8g\e
35320 0x001b7afb 0x005d04fb 4   6            utf8    xɫO: blocks=Basic Latin,IPA Extensions
35321 0x001b7b05 0x005d0505 4   5            ascii   {2C0
35322 0x001b7b38 0x005d0538 5   6            ascii   \nF7,X
35323 0x001b7b48 0x005d0548 6   8            utf8    ߰\tsam\t blocks=NKo,Basic Latin
35324 0x001b7b65 0x005d0565 4   5            ascii   Q7"`
35325 0x001b7bae 0x005d05ae 4   5            ascii   '\bns
35326 0x001b7bb9 0x005d05b9 4   5            ascii   Hk+\b
35327 0x001b7c1f 0x005d061f 6   8            utf8    ٥sw$g} blocks=Arabic,Basic Latin
35328 0x001b7c86 0x005d0686 4   6            utf8    0{q%
35329 0x001b7ca6 0x005d06a6 5   6            ascii   U.SWf
35330 0x001b7ce2 0x005d06e2 4   5            ascii   y~@j
35331 0x001b7cf4 0x005d06f4 8   9            ascii   (&i"IC[B
35332 0x001b7d0b 0x005d070b 7   8            ascii   k\rn2 pv
35333 0x001b7d2d 0x005d072d 4   6            utf8    ˮ.\nK blocks=Spacing Modifier Letters,Basic Latin
35334 0x001b7d33 0x005d0733 4   6            utf8    \bѡ8K blocks=Basic Latin,Cyrillic
35335 0x001b7d8f 0x005d078f 6   7            ascii   DD|M|:
35336 0x001b7d9f 0x005d079f 4   5            ascii   Tf]}
35337 0x001b7df6 0x005d07f6 4   5            ascii   u $o
35338 0x001b7dfb 0x005d07fb 4   5            ascii   _\edW
35339 0x001b7e02 0x005d0802 6   9            utf8    UqՎxʊF blocks=Basic Latin,Armenian,IPA Extensions
35340 0x001b7e0c 0x005d080c 4   5            ascii   XU]?
35341 0x001b7e31 0x005d0831 5   6            ascii   0_arN
35342 0x001b7e67 0x005d0867 5   7            utf8    y9rBȌ blocks=Basic Latin,Latin Extended-B
35343 0x001b7e81 0x005d0881 7   9            utf8    fWn3fj̟ blocks=Basic Latin,Combining Diacritical Marks
35344 0x001b7eae 0x005d08ae 5   7            utf8    /\eH9ɢ blocks=Basic Latin,IPA Extensions
35345 0x001b7ed5 0x005d08d5 4   6            utf8    PW6i
35346 0x001b7eed 0x005d08ed 5   6            ascii   1riAs
35347 0x001b7ef7 0x005d08f7 4   5            ascii   K\q-
35348 0x001b7f12 0x005d0912 4   5            ascii   ,?_#
35349 0x001b7f21 0x005d0921 4   6            utf8    xowĐ blocks=Basic Latin,Latin Extended-A
35350 0x001b7f31 0x005d0931 4   5            ascii   xF'4
35351 0x001b7f88 0x005d0988 6   7            ascii   zgDfi6
35352 0x001b7fa2 0x005d09a2 4   9            utf8    v@wȊ blocks=Basic Latin,Latin Extended-B
35353 0x001b7fb0 0x005d09b0 5   6            ascii   \fk0_n
35354 0x001b7fd1 0x005d09d1 5   6            ascii   rQZtR
35355 0x001b7fdc 0x005d09dc 4   5            ascii   ,0ZK
35356 0x001b7fee 0x005d09ee 4   5            ascii   Xj6w
35357 0x001b803e 0x005d0a3e 5   7            utf8    s9۞J+ blocks=Basic Latin,Arabic
35358 0x001b80c7 0x005d0ac7 9   11           utf8    iz'͛cL*lH blocks=Basic Latin,Combining Diacritical Marks
35359 0x001b80e6 0x005d0ae6 4   5            ascii   9BzT
35360 0x001b80f6 0x005d0af6 5   6            ascii   _r\f{c
35361 0x001b8155 0x005d0b55 4   5            ascii   !n9;
35362 0x001b817a 0x005d0b7a 4   6            utf8    ГP]N blocks=Cyrillic,Basic Latin
35363 0x001b81d8 0x005d0bd8 7   8            ascii   'Taz4O\a
35364 0x001b81e9 0x005d0be9 9   12           utf8    2}Wޗ%X¥;z blocks=Basic Latin,Thaana,Latin-1 Supplement
35365 0x001b8214 0x005d0c14 5   6            ascii   0\C-$
35366 0x001b82aa 0x005d0caa 6   8            utf8    1ǧi6Od blocks=Basic Latin,Latin Extended-B
35367 0x001b82df 0x005d0cdf 5   7            utf8    kvˎiI blocks=Basic Latin,Spacing Modifier Letters
35368 0x001b8300 0x005d0d00 7   11           utf8    !oPʲ\aI blocks=Basic Latin,Private Use Area,Spacing Modifier Letters
35369 0x001b833a 0x005d0d3a 9   12           utf8    %mby\v[Iᎌ9 blocks=Basic Latin,Ethiopic Supplement
35370 0x001b837a 0x005d0d7a 4   6            utf8    JK\ܼ blocks=Basic Latin,Syriac
35371 0x001b8394 0x005d0d94 5   7            utf8    н-\e:E blocks=Cyrillic,Basic Latin
35372 0x001b83b1 0x005d0db1 4   5            ascii   )T}\a
35373 0x001b83ea 0x005d0dea 4   6            utf8    ī]j\ blocks=Latin Extended-A,Basic Latin
35374 0x001b83ff 0x005d0dff 4   5            ascii   \t@ V
35375 0x001b8407 0x005d0e07 4   6            utf8    SV%ތ blocks=Basic Latin,Thaana
35376 0x001b8431 0x005d0e31 5   6            ascii   =Z:46
35377 0x001b84c7 0x005d0ec7 4   5            ascii   (\be6
35378 0x001b84e4 0x005d0ee4 4   5            ascii   ZN1B
35379 0x001b84ea 0x005d0eea 4   5            ascii   &KVp
35380 0x001b852d 0x005d0f2d 6   8            utf8    \eӻ49w* blocks=Basic Latin,Cyrillic
35381 0x001b8555 0x005d0f55 7   8            ascii   s}Y>wb{
35382 0x001b858a 0x005d0f8a 6   7            ascii   Bn%R%*
35383 0x001b8596 0x005d0f96 5   7            utf8    -;[Dˍ blocks=Basic Latin,Spacing Modifier Letters
35384 0x001b8617 0x005d1017 6   7            ascii   ORC3>T
35385 0x001b862e 0x005d102e 5   6            ascii   FXE\f>
35386 0x001b867d 0x005d107d 6   7            ascii   \r7*|yg
35387 0x001b86f0 0x005d10f0 6   7            ascii   so\n,Ux
35388 0x001b8704 0x005d1104 7   8            ascii   z_\as6 X
35389 0x001b8763 0x005d1163 6   7            ascii   F1q&~.
35390 0x001b877a 0x005d117a 7   8            ascii   T1vWUv%
35391 0x001b87cd 0x005d11cd 6   8            utf8    j[Փ:)H blocks=Basic Latin,Armenian
35392 0x001b87d5 0x005d11d5 5   6            ascii   O/M8X
35393 0x001b87ef 0x005d11ef 6   8            utf8    U6I$/\t
35394 0x001b885d 0x005d125d 4   6            utf8    5ŀbH blocks=Basic Latin,Latin Extended-A
35395 0x001b88eb 0x005d12eb 4   6            utf8    N\rҽ) blocks=Basic Latin,Cyrillic
35396 0x001b891d 0x005d131d 4   5            ascii   k"D}
35397 0x001b893d 0x005d133d 4   5            ascii   Xa\n+
35398 0x001b8943 0x005d1343 4   5            ascii   *b!p
35399 0x001b895e 0x005d135e 5   6            ascii   ,I<F;
35400 0x001b89c7 0x005d13c7 4   6            utf8    ~͒r( blocks=Basic Latin,Combining Diacritical Marks
35401 0x001b89e1 0x005d13e1 5   8            utf8    aץݴ=i blocks=Basic Latin,Hebrew,Arabic Supplement
35402 0x001b89f3 0x005d13f3 7   8            ascii   3j\a\aj1u
35403 0x001b8ac4 0x005d14c4 10  12           utf8    h=kTUoҴIy- blocks=Basic Latin,Cyrillic
35404 0x001b8af3 0x005d14f3 6   7            ascii   aamN\t*
35405 0x001b8b18 0x005d1518 6   7            ascii   D7O;\az
35406 0x001b8b48 0x005d1548 4   5            ascii   \tyYg
35407 0x001b8ba4 0x005d15a4 5   7            utf8    y")yȗ blocks=Basic Latin,Latin Extended-B
35408 0x001b8bc1 0x005d15c1 4   6            utf8    Mҡ8u blocks=Basic Latin,Cyrillic
35409 0x001b8c7c 0x005d167c 4   5            ascii   4|`o
35410 0x001b8c89 0x005d1689 7   9            utf8    q\rY76Ľ~ blocks=Basic Latin,Latin Extended-A
35411 0x001b8cef 0x005d16ef 4   6            utf8    q}\Þ blocks=Basic Latin,Latin-1 Supplement
35412 0x001b8d2d 0x005d172d 5   6            ascii   >Fa/_
35413 0x001b8d76 0x005d1776 4   5            ascii   +dp[
35414 0x001b8dc0 0x005d17c0 4   5            ascii   [uA<
35415 0x001b8dc6 0x005d17c6 4   5            ascii   8=8A
35416 0x001b8de3 0x005d17e3 6   8            utf8    |\vbg̍? blocks=Basic Latin,Combining Diacritical Marks
35417 0x001b8e09 0x005d1809 8   9            ascii   .!!{e^BD
35418 0x001b8e19 0x005d1819 5   8            utf8    dBV\b blocks=Basic Latin,Private Use Area
35419 0x001b8e2e 0x005d182e 4   5            ascii   C"Au
35420 0x001b8e37 0x005d1837 5   6            ascii   /PDl/
35421 0x001b8e44 0x005d1844 4   6            utf8    ^ ֕W blocks=Basic Latin,Hebrew
35422 0x001b8e4e 0x005d184e 4   5            ascii   3o&z
35423 0x001b8e73 0x005d1873 4   5            ascii   \fwmP
35424 0x001b8e86 0x005d1886 4   6            utf8    l0oŻ blocks=Basic Latin,Latin Extended-A
35425 0x001b8ec0 0x005d18c0 4   5            ascii   ;!Q@
35426 0x001b8ed9 0x005d18d9 6   7            ascii   a3i\e#7
35427 0x001b8ee4 0x005d18e4 4   6            utf8    gŻ,  blocks=Basic Latin,Latin Extended-A
35428 0x001b8f4c 0x005d194c 6   7            ascii   L1jkHE
35429 0x001b8f5a 0x005d195a 5   6            ascii   1{'_:
35430 0x001b8fce 0x005d19ce 4   5            ascii   <y&e
35431 0x001b8fe9 0x005d19e9 4   5            ascii   4~\b@
35432 0x001b9045 0x005d1a45 5   7            utf8    Oǭ}%! blocks=Basic Latin,Latin Extended-B
35433 0x001b906c 0x005d1a6c 9   10           ascii   FBee.f;W\t
35434 0x001b90b4 0x005d1ab4 5   7            utf8    ׆$*IM blocks=Hebrew,Basic Latin
35435 0x001b9103 0x005d1b03 7   9            utf8    ͐(LjheR blocks=Combining Diacritical Marks,Basic Latin
35436 0x001b911f 0x005d1b1f 4   5            ascii   F2\f3
35437 0x001b9182 0x005d1b82 5   7            utf8    yR\aР^ blocks=Basic Latin,Cyrillic
35438 0x001b918c 0x005d1b8c 4   5            ascii   l\rz3
35439 0x001b91c9 0x005d1bc9 4   5            ascii   /Wx0
35440 0x001b91e1 0x005d1be1 4   5            ascii   6l\bD
35441 0x001b91ea 0x005d1bea 5   6            ascii   2pNb>
35442 0x001b9237 0x005d1c37 5   7            utf8    GDYQ֑ blocks=Basic Latin,Hebrew
35443 0x001b9264 0x005d1c64 11  13           utf8    CInlwgh߃i\b5 blocks=Basic Latin,NKo
35444 0x001b9273 0x005d1c73 4   6            utf8    T&ϒW blocks=Basic Latin,Greek and Coptic
35445 0x001b92d0 0x005d1cd0 5   6            ascii   Guj2~
35446 0x001b934e 0x005d1d4e 6   8            utf8    iח)(\e' blocks=Basic Latin,Hebrew
35447 0x001b936a 0x005d1d6a 5   7            utf8    R͗\f5a blocks=Basic Latin,Combining Diacritical Marks
35448 0x001b9376 0x005d1d76 5   9            utf8    tŕ̓ͅZ blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks
35449 0x001b9399 0x005d1d99 4   7            utf8    ϸ)Eѳ blocks=Greek and Coptic,Basic Latin,Cyrillic
35450 0x001b93ae 0x005d1dae 7   8            ascii   \ei@e^A|
35451 0x001b93e7 0x005d1de7 6   8            utf8    ÿs>h_o blocks=Latin-1 Supplement,Basic Latin
35452 0x001b9402 0x005d1e02 6   8            utf8    ӻ\r>`}; blocks=Cyrillic,Basic Latin
35453 0x001b9412 0x005d1e12 4   5            ascii   &a%@
35454 0x001b94b1 0x005d1eb1 4   5            ascii   PU+j
35455 0x001b94e2 0x005d1ee2 4   5            ascii   *<)J
35456 0x001b94e7 0x005d1ee7 6   7            ascii   ;:u`mr
35457 0x001b9512 0x005d1f12 4   5            ascii   TYDW
35458 0x001b9558 0x005d1f58 7   9            utf8    h \f2nو\t blocks=Basic Latin,Arabic
35459 0x001b9593 0x005d1f93 5   7            utf8    ̍UD7\b blocks=Combining Diacritical Marks,Basic Latin
35460 0x001b95bc 0x005d1fbc 5   6            ascii   +(]!.
35461 0x001b95c5 0x005d1fc5 5   6            ascii   4Ab`*
35462 0x001b95ec 0x005d1fec 4   5            ascii   U\r1G
35463 0x001b9651 0x005d2051 5   6            ascii   6M1\tw
35464 0x001b96ae 0x005d20ae 5   6            ascii   5Z_nR
35465 0x001b96d5 0x005d20d5 5   6            ascii   d\vLuB
35466 0x001b9705 0x005d2105 5   6            ascii   7#b#\t
35467 0x001b977a 0x005d217a 6   8            utf8    l\f\rɤaG blocks=Basic Latin,IPA Extensions
35468 0x001b97cc 0x005d21cc 4   7            utf8    ?<آӹ blocks=Basic Latin,Arabic,Cyrillic
35469 0x001b97d8 0x005d21d8 5   6            ascii   ;=J91
35470 0x001b97fa 0x005d21fa 5   7            utf8    ~9D\Ĳ blocks=Basic Latin,Latin Extended-A
35471 0x001b9827 0x005d2227 4   5            ascii   _2'~
35472 0x001b986e 0x005d226e 8   9            ascii   V)\v3T\ve/
35473 0x001b98cc 0x005d22cc 7   9            utf8    iWmpAոd blocks=Basic Latin,Armenian
35474 0x001b98f2 0x005d22f2 4   5            ascii   I$jw
35475 0x001b993d 0x005d233d 5   6            ascii   .F&x\f
35476 0x001b994d 0x005d234d 7   9            utf8    IOֺ[Tkr blocks=Basic Latin,Hebrew
35477 0x001b99a8 0x005d23a8 5   6            ascii   (@"be
35478 0x001b99c9 0x005d23c9 6   10           utf8    3胾ZwțT blocks=Basic Latin,CJK Unified Ideographs,Latin Extended-B
35479 0x001b99dd 0x005d23dd 6   7            ascii   #P}.|V
35480 0x001b9a04 0x005d2404 5   6            ascii   ^>l@c
35481 0x001b9a21 0x005d2421 5   6            ascii   L-6x{
35482 0x001b9a4f 0x005d244f 4   5            ascii   \$",
35483 0x001b9a8f 0x005d248f 4   5            ascii   =46G
35484 0x001b9aa2 0x005d24a2 4   5            ascii   c3pO
35485 0x001b9aa9 0x005d24a9 4   6            utf8    ՛p\vH blocks=Armenian,Basic Latin
35486 0x001b9ad7 0x005d24d7 4   5            ascii   A\vcG
35487 0x001b9b14 0x005d2514 4   5            ascii   rQds
35488 0x001b9b2c 0x005d252c 4   5            ascii   l[Vv
35489 0x001b9b94 0x005d2594 4   5            ascii   "\b.#
35490 0x001b9b9d 0x005d259d 5   6            ascii   _?"-N
35491 0x001b9bb9 0x005d25b9 5   6            ascii   w\\n\e=
35492 0x001b9bd5 0x005d25d5 4   6            utf8    MtޘY blocks=Basic Latin,Thaana
35493 0x001b9c09 0x005d2609 4   5            ascii   3aKY
35494 0x001b9c3f 0x005d263f 5   9            utf8    !aiՎ blocks=Basic Latin,Private Use Area,Armenian
35495 0x001b9d66 0x005d2766 4   5            ascii   -@`\b
35496 0x001b9d87 0x005d2787 4   5            ascii   z9H[
35497 0x001b9db0 0x005d27b0 4   5            ascii   m=a3
35498 0x001b9ddf 0x005d27df 7   12           utf8    怉.bҺҹ4> blocks=CJK Unified Ideographs,Basic Latin,Cyrillic
