[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
34870 0x001b260a 0x005cb00a 4   5            ascii   AWLw
34871 0x001b260f 0x005cb00f 4   5            ascii   cV \n
34872 0x001b261a 0x005cb01a 4   5            ascii   *z$f
34873 0x001b264c 0x005cb04c 4   5            ascii   ,h\e1
34874 0x001b26c9 0x005cb0c9 4   5            ascii   z\v26
34875 0x001b2705 0x005cb105 5   6            ascii   01~yw
34876 0x001b272b 0x005cb12b 4   5            ascii   \btc8
34877 0x001b2730 0x005cb130 4   6            utf8    Hɵ\n& blocks=Basic Latin,IPA Extensions
34878 0x001b2736 0x005cb136 4   5            ascii   uhe_
34879 0x001b27a1 0x005cb1a1 4   5            ascii   ,LfS
34880 0x001b27b4 0x005cb1b4 4   5            ascii   CR\a,
34881 0x001b27fe 0x005cb1fe 5   6            ascii   [e Lu
34882 0x001b2826 0x005cb226 5   6            ascii   VP7u!
34883 0x001b284f 0x005cb24f 9   13           utf8    cѳrUЮӣbJ  blocks=Basic Latin,Cyrillic
34884 0x001b2877 0x005cb277 6   7            ascii   w&kyn+
34885 0x001b28c6 0x005cb2c6 6   7            ascii   CV)U9+
34886 0x001b28eb 0x005cb2eb 7   9            utf8    m8h~V}A
34887 0x001b28f9 0x005cb2f9 7   9            utf8    RR-48d>
34888 0x001b291f 0x005cb31f 5   6            ascii   'KY>K
34889 0x001b293a 0x005cb33a 5   6            ascii   g\r5-)
34890 0x001b2952 0x005cb352 5   6            ascii   ]v=j5
34891 0x001b2962 0x005cb362 4   5            ascii   uGxf
34892 0x001b298e 0x005cb38e 4   5            ascii   =H?p
34893 0x001b29ab 0x005cb3ab 4   5            ascii   #pHE
34894 0x001b2a1e 0x005cb41e 4   6            utf8    Jm;F
34895 0x001b2a2d 0x005cb42d 4   7            utf8    \bx⫔F blocks=Basic Latin,Supplemental Mathematical Operators
34896 0x001b2a58 0x005cb458 6   7            ascii   f{B%UE
34897 0x001b2a78 0x005cb478 5   6            ascii   @\nksM
34898 0x001b2a92 0x005cb492 4   7            utf8    P렎<w blocks=Basic Latin,Hangul Syllables
34899 0x001b2ae1 0x005cb4e1 5   6            ascii   Y \t#M
34900 0x001b2af3 0x005cb4f3 6   7            ascii   eG:l33
34901 0x001b2b07 0x005cb507 6   7            ascii   ]p\f"3C
34902 0x001b2b57 0x005cb557 5   7            utf8    &Uň88 blocks=Basic Latin,Latin Extended-A
34903 0x001b2b7d 0x005cb57d 4   5            ascii   }I"c
34904 0x001b2ba3 0x005cb5a3 5   6            ascii   D.%\vi
34905 0x001b2bab 0x005cb5ab 6   8            utf8    &֣T[9D blocks=Basic Latin,Hebrew
34906 0x001b2bdc 0x005cb5dc 7   10           utf8    g(冦8\t+; blocks=Basic Latin,CJK Unified Ideographs
34907 0x001b2d3a 0x005cb73a 4   5            ascii   51JU
34908 0x001b2d7a 0x005cb77a 5   6            ascii   oN\{<
34909 0x001b2d89 0x005cb789 7   8            ascii   K}CZh>$
34910 0x001b2d9f 0x005cb79f 7   8            ascii   O|3]p.G
34911 0x001b2dd1 0x005cb7d1 4   5            ascii   4]2b
34912 0x001b2e20 0x005cb820 6   8            utf8    T͓'\wG blocks=Basic Latin,Combining Diacritical Marks
34913 0x001b2e34 0x005cb834 4   9            utf8    c끩ѯ݆ blocks=Basic Latin,Hangul Syllables,Cyrillic,Syriac
34914 0x001b2e55 0x005cb855 6   8            utf8    OnǏ7\e; blocks=Basic Latin,Latin Extended-B
34915 0x001b2eb2 0x005cb8b2 4   6            utf8    j~ӊn blocks=Basic Latin,Cyrillic
34916 0x001b2ed8 0x005cb8d8 4   5            ascii   #.\f%
34917 0x001b2ee0 0x005cb8e0 5   7            utf8    Yr^Qұ blocks=Basic Latin,Cyrillic
34918 0x001b2f9f 0x005cb99f 8   9            ascii   \a&r[]d1\a
34919 0x001b2fac 0x005cb9ac 4   5            ascii   8T.h
34920 0x001b3001 0x005cba01 5   6            ascii   (mwQ$
34921 0x001b3024 0x005cba24 5   6            ascii   c\aX\t3
34922 0x001b3042 0x005cba42 5   7            utf8    z8%ؠ\r blocks=Basic Latin,Arabic
34923 0x001b3050 0x005cba50 4   5            ascii   cH!z
34924 0x001b3094 0x005cba94 4   5            ascii   G|\fn
34925 0x001b30be 0x005cbabe 4   7            utf8    p\t迷C blocks=Basic Latin,CJK Unified Ideographs
34926 0x001b30d1 0x005cbad1 6   7            ascii   1;e&C\e
34927 0x001b3147 0x005cbb47 4   5            ascii   99"R
34928 0x001b3165 0x005cbb65 5   7            utf8    \b>þWD blocks=Basic Latin,Latin-1 Supplement
34929 0x001b318a 0x005cbb8a 4   5            ascii   ^\eLf
34930 0x001b3194 0x005cbb94 5   6            ascii   \n]\rlr
34931 0x001b31b8 0x005cbbb8 5   7            utf8    4Vw\n;
34932 0x001b31f6 0x005cbbf6 5   7            utf8    %\EĬU blocks=Basic Latin,Latin Extended-A
34933 0x001b325c 0x005cbc5c 4   5            ascii   \nqPq
34934 0x001b3264 0x005cbc64 4   5            ascii   +Y"H
34935 0x001b329e 0x005cbc9e 5   6            ascii   ]ep7E
34936 0x001b32ad 0x005cbcad 6   9            utf8    ϯȲ?`\v_ blocks=Greek and Coptic,Latin Extended-B,Basic Latin
34937 0x001b32e6 0x005cbce6 4   9            utf8    閯˖ȝ> blocks=CJK Unified Ideographs,Spacing Modifier Letters,Latin Extended-B,Basic Latin
34938 0x001b32fe 0x005cbcfe 8   10           utf8    ̿@ad8:e\t blocks=Combining Diacritical Marks,Basic Latin
34939 0x001b3308 0x005cbd08 4   7            utf8    ҚOb֮ blocks=Cyrillic,Basic Latin,Hebrew
34940 0x001b3347 0x005cbd47 4   5            ascii   =w97
34941 0x001b3378 0x005cbd78 5   6            ascii   T2%pc
34942 0x001b33b9 0x005cbdb9 5   7            utf8    gׂ^i/ blocks=Basic Latin,Hebrew
34943 0x001b33da 0x005cbdda 4   6            utf8    ¯v:A blocks=Latin-1 Supplement,Basic Latin
34944 0x001b33ea 0x005cbdea 7   10           utf8    RyMǫ$c( blocks=Basic Latin,Latin Extended-B
34945 0x001b344d 0x005cbe4d 4   5            ascii   M>W8
34946 0x001b34dc 0x005cbedc 4   7            utf8    i{椴> blocks=Basic Latin,CJK Unified Ideographs
34947 0x001b34ec 0x005cbeec 4   5            ascii   ~!n\v
34948 0x001b3506 0x005cbf06 4   5            ascii   tCE1
34949 0x001b35a6 0x005cbfa6 4   5            ascii   g{I~
34950 0x001b35d8 0x005cbfd8 4   5            ascii   C\ar{
34951 0x001b35e4 0x005cbfe4 4   5            ascii   4KCV
34952 0x001b3637 0x005cc037 4   6            utf8    x^UЀ blocks=Basic Latin,Cyrillic
34953 0x001b369b 0x005cc09b 4   5            ascii   i<e7
34954 0x001b36af 0x005cc0af 5   6            ascii   \e[vFy
34955 0x001b36e0 0x005cc0e0 5   7            utf8    \tTڜ/9 blocks=Basic Latin,Arabic
34956 0x001b36f6 0x005cc0f6 5   6            ascii   Y^.VP
34957 0x001b3711 0x005cc111 5   7            utf8    fm':3
34958 0x001b3728 0x005cc128 11  12           ascii   ]\a9*bgSTE( 
34959 0x001b3734 0x005cc134 4   5            ascii   6)\f^
34960 0x001b378e 0x005cc18e 5   6            ascii   Y!d|s
34961 0x001b379e 0x005cc19e 4   5            ascii   q\rx3
34962 0x001b37c5 0x005cc1c5 4   5            ascii   W&i<
34963 0x001b37e2 0x005cc1e2 4   5            ascii   s0h\v
34964 0x001b3803 0x005cc203 4   6            utf8    є,K2 blocks=Cyrillic,Basic Latin
34965 0x001b3828 0x005cc228 4   7            utf8    YĞqĭ blocks=Basic Latin,Latin Extended-A
34966 0x001b383b 0x005cc23b 5   6            ascii   $!F\r.
34967 0x001b3859 0x005cc259 4   5            ascii   S ?m
34968 0x001b386f 0x005cc26f 5   7            utf8    ќ\!+( blocks=Cyrillic,Basic Latin
34969 0x001b3879 0x005cc279 4   5            ascii   N&B\
34970 0x001b388d 0x005cc28d 4   5            ascii   Pv3y
34971 0x001b38ad 0x005cc2ad 4   5            ascii   C{d!
34972 0x001b38f1 0x005cc2f1 7   8            ascii   -#71~j1
34973 0x001b390c 0x005cc30c 4   6            utf8    \fi߰z blocks=Basic Latin,NKo
34974 0x001b3943 0x005cc343 4   5            ascii   d{[ 
34975 0x001b395b 0x005cc35b 4   5            ascii   a\l`
34976 0x001b3989 0x005cc389 4   6            utf8    {IѸG blocks=Basic Latin,Cyrillic
34977 0x001b3996 0x005cc396 6   7            ascii   [oik1?
34978 0x001b39c2 0x005cc3c2 4   6            utf8    Á{?C blocks=Latin-1 Supplement,Basic Latin
34979 0x001b39d7 0x005cc3d7 4   5            ascii   `v\n<
34980 0x001b39ee 0x005cc3ee 4   5            ascii   2\aL|
34981 0x001b39f6 0x005cc3f6 4   5            ascii   v\t2^
34982 0x001b3a84 0x005cc484 6   7            ascii   N\r:\vVS
34983 0x001b3b10 0x005cc510 5   7            utf8    \ro_@\n
34984 0x001b3b37 0x005cc537 5   7            utf8    GX$\b_
34985 0x001b3b69 0x005cc569 5   6            ascii   e)8Zp
34986 0x001b3be9 0x005cc5e9 4   6            utf8    Uk+ҷ blocks=Basic Latin,Cyrillic
34987 0x001b3bfe 0x005cc5fe 4   5            ascii   >kxU
34988 0x001b3c6a 0x005cc66a 6   8            utf8    JE:e5ѩ blocks=Basic Latin,Cyrillic
34989 0x001b3c86 0x005cc686 4   6            utf8    ՎQ\t7 blocks=Armenian,Basic Latin
34990 0x001b3cd9 0x005cc6d9 5   6            ascii   B&~l&
34991 0x001b3d1a 0x005cc71a 5   6            ascii   $\vfL<
34992 0x001b3d45 0x005cc745 4   5            ascii   L|\e{
34993 0x001b3da2 0x005cc7a2 4   7            utf8    碓Qsu blocks=CJK Unified Ideographs,Basic Latin
34994 0x001b3dd6 0x005cc7d6 4   5            ascii   Pdg,
34995 0x001b3dfd 0x005cc7fd 4   5            ascii   mq\vO
34996 0x001b3e38 0x005cc838 4   5            ascii   y-R9
34997 0x001b3e8d 0x005cc88d 6   8            utf8    \r.6Cͨ% blocks=Basic Latin,Combining Diacritical Marks
34998 0x001b3ec1 0x005cc8c1 5   6            ascii   =\r({+
34999 0x001b3ee6 0x005cc8e6 6   7            ascii   m P65C
35000 0x001b3f12 0x005cc912 4   5            ascii   |{_\f
35001 0x001b3f67 0x005cc967 4   6            utf8    UlɄc blocks=Basic Latin,Latin Extended-B
35002 0x001b3f80 0x005cc980 4   7            utf8    ;كqƆ blocks=Basic Latin,Arabic,Latin Extended-B
35003 0x001b3f9a 0x005cc99a 4   5            ascii   V/{\f
35004 0x001b3fbb 0x005cc9bb 5   6            ascii   Or7t|
35005 0x001b3fc9 0x005cc9c9 5   7            utf8    6ҕN\a blocks=Basic Latin,Cyrillic
35006 0x001b3fdd 0x005cc9dd 9   12           utf8    yN#ɏX%gĥ: blocks=Basic Latin,Latin Extended-B,Latin Extended-A
35007 0x001b3ff3 0x005cc9f3 5   6            ascii   K#r~<
35008 0x001b400d 0x005cca0d 6   7            ascii   kH?.\bq
35009 0x001b407c 0x005cca7c 4   5            ascii   U|1U
35010 0x001b40bc 0x005ccabc 4   5            ascii   nf\t$
35011 0x001b40e9 0x005ccae9 5   6            ascii   \t%<\tG
35012 0x001b412d 0x005ccb2d 4   5            ascii   TnVR
35013 0x001b414a 0x005ccb4a 4   5            ascii   wB9<
35014 0x001b4166 0x005ccb66 4   5            ascii   Ke;\e
35015 0x001b4180 0x005ccb80 4   6            utf8    îD'H blocks=Latin-1 Supplement,Basic Latin
35016 0x001b41e3 0x005ccbe3 5   6            ascii   ys)6:
35017 0x001b4269 0x005ccc69 4   5            ascii   SVl%
35018 0x001b42a0 0x005ccca0 4   5            ascii   I"Yz
35019 0x001b42e0 0x005ccce0 4   5            ascii   Ve&"
35020 0x001b4316 0x005ccd16 4   5            ascii   P\eh@
35021 0x001b4339 0x005ccd39 5   6            ascii   ERm f
35022 0x001b4389 0x005ccd89 5   7            utf8    kyˀ{p blocks=Basic Latin,Spacing Modifier Letters
35023 0x001b43b6 0x005ccdb6 4   5            ascii   e9Fv
35024 0x001b43bb 0x005ccdbb 9   11           utf8    Iks>״R2Fk blocks=Basic Latin,Hebrew
35025 0x001b43ee 0x005ccdee 4   6            utf8    \f\e4н blocks=Basic Latin,Cyrillic
35026 0x001b442d 0x005cce2d 4   5            ascii   AB/\f
35027 0x001b4478 0x005cce78 4   5            ascii   66\C
35028 0x001b4491 0x005cce91 4   5            ascii   qpv6
35029 0x001b4498 0x005cce98 4   5            ascii   \a8~z
35030 0x001b44f3 0x005ccef3 4   5            ascii   vY~'
35031 0x001b450c 0x005ccf0c 6   8            utf8    flRZ&l
35032 0x001b4532 0x005ccf32 4   5            ascii   W<O#
35033 0x001b4561 0x005ccf61 6   7            ascii   Wv*DxT
35034 0x001b4607 0x005cd007 4   6            utf8    Wԙ\v2 blocks=Basic Latin,Cyrillic Supplement
35035 0x001b4669 0x005cd069 4   5            ascii   ;84{
35036 0x001b468e 0x005cd08e 5   6            ascii   @_QA]
35037 0x001b46a1 0x005cd0a1 4   7            utf8    ˳i=ɧ blocks=Spacing Modifier Letters,Basic Latin,IPA Extensions
35038 0x001b46b1 0x005cd0b1 7   10           utf8    \fc迻<)t. blocks=Basic Latin,CJK Unified Ideographs
35039 0x001b46de 0x005cd0de 4   5            ascii   70%?
35040 0x001b4777 0x005cd177 5   6            ascii   \v3q##
35041 0x001b47d0 0x005cd1d0 5   8            utf8    ̼W%.Օ blocks=Combining Diacritical Marks,Basic Latin,Armenian
35042 0x001b47df 0x005cd1df 4   6            utf8    s\tˌ} blocks=Basic Latin,Spacing Modifier Letters
35043 0x001b481c 0x005cd21c 5   6            ascii   AB5K%
35044 0x001b4872 0x005cd272 4   5            ascii   |4J-
35045 0x001b487c 0x005cd27c 4   5            ascii   $j)F
35046 0x001b4884 0x005cd284 4   5            ascii   Dpo4
35047 0x001b488b 0x005cd28b 4   6            utf8    \e%GX
35048 0x001b48c0 0x005cd2c0 4   5            ascii   U\fBS
35049 0x001b4925 0x005cd325 4   5            ascii   RJ]Q
35050 0x001b4940 0x005cd340 4   6            utf8    Ԗ\v8C blocks=Cyrillic Supplement,Basic Latin
35051 0x001b49ac 0x005cd3ac 4   6            utf8    S,!Р blocks=Basic Latin,Cyrillic
35052 0x001b49bf 0x005cd3bf 4   5            ascii   l{2N
35053 0x001b49fc 0x005cd3fc 5   7            utf8    \f2Ǖ-I blocks=Basic Latin,Latin Extended-B
35054 0x001b4a3d 0x005cd43d 4   5            ascii   C_"N
35055 0x001b4a45 0x005cd445 4   6            utf8    =ʼS! blocks=Basic Latin,Spacing Modifier Letters
35056 0x001b4a99 0x005cd499 4   5            ascii   Z7K_
35057 0x001b4ae1 0x005cd4e1 6   8            utf8    b\f|֦5] blocks=Basic Latin,Hebrew
35058 0x001b4b36 0x005cd536 4   5            ascii   M#y2
35059 0x001b4b6a 0x005cd56a 5   7            utf8    {R,ڻB blocks=Basic Latin,Arabic
35060 0x001b4b8c 0x005cd58c 5   6            ascii   T~\t#v
35061 0x001b4bab 0x005cd5ab 4   5            ascii   HP\t1
35062 0x001b4bd9 0x005cd5d9 4   6            utf8    \zޒH blocks=Basic Latin,Thaana
35063 0x001b4be7 0x005cd5e7 4   6            utf8    mR~ֆ blocks=Basic Latin,Armenian
35064 0x001b4cd2 0x005cd6d2 5   6            ascii   \e\e0\t1
35065 0x001b4ce7 0x005cd6e7 4   5            ascii   XvM 
35066 0x001b4d08 0x005cd708 4   5            ascii   Tc\n:
35067 0x001b4d28 0x005cd728 5   6            ascii   *]F:s
35068 0x001b4d5c 0x005cd75c 4   5            ascii   @7i8
35069 0x001b4d8b 0x005cd78b 5   7            utf8    zԌ-u7 blocks=Basic Latin,Cyrillic Supplement
35070 0x001b4da4 0x005cd7a4 4   5            ascii   -F^6
35071 0x001b4daf 0x005cd7af 4   5            ascii   x<Td
35072 0x001b4dcb 0x005cd7cb 5   6            ascii   K7FOm
35073 0x001b4dfe 0x005cd7fe 5   7            utf8    Ñ=O\t! blocks=Latin-1 Supplement,Basic Latin
35074 0x001b4e42 0x005cd842 5   6            ascii   `\avRb
35075 0x001b4e56 0x005cd856 5   8            utf8    $gᷤN\f blocks=Basic Latin,Combining Diacritical Marks Supplement
35076 0x001b4e6c 0x005cd86c 5   6            ascii   jf~q=
35077 0x001b4ea9 0x005cd8a9 4   5            ascii   y|!(
35078 0x001b4eb0 0x005cd8b0 5   6            ascii   +\ajw-
35079 0x001b4ebe 0x005cd8be 4   5            ascii   )2x$
35080 0x001b4ed6 0x005cd8d6 4   5            ascii   +6\tK
35081 0x001b4eee 0x005cd8ee 5   6            ascii   (#ddv
35082 0x001b4f2f 0x005cd92f 4   6            utf8    ppås blocks=Basic Latin,Latin-1 Supplement
35083 0x001b4f7f 0x005cd97f 5   10           utf8    ҇kRG𣭳 blocks=Cyrillic,Basic Latin,CJK Unified Ideographs Extension B
35084 0x001b4f89 0x005cd989 4   6            utf8    nӍEj blocks=Basic Latin,Cyrillic
35085 0x001b4ff1 0x005cd9f1 5   7            utf8    Z5а}~ blocks=Basic Latin,Cyrillic
35086 0x001b5026 0x005cda26 4   5            ascii   Ao!6
35087 0x001b5032 0x005cda32 5   6            ascii   9t\f\nj
35088 0x001b506a 0x005cda6a 4   5            ascii   "4:D
35089 0x001b5074 0x005cda74 5   6            ascii   Q'B%]
35090 0x001b509d 0x005cda9d 6   7            ascii   ZleY7\r
35091 0x001b50a7 0x005cdaa7 4   5            ascii   s~\n:
35092 0x001b50ff 0x005cdaff 4   5            ascii   =5A+
35093 0x001b5105 0x005cdb05 4   5            ascii   `\n\b9
35094 0x001b5115 0x005cdb15 5   6            ascii   \ns2rt
35095 0x001b5122 0x005cdb22 4   6            utf8    ch..
35096 0x001b5141 0x005cdb41 5   6            ascii   \nMD\v|
35097 0x001b514d 0x005cdb4d 4   5            ascii   _;\b>
35098 0x001b519e 0x005cdb9e 5   6            ascii   b=!\f3
35099 0x001b526e 0x005cdc6e 4   6            utf8    ǆ\ab  blocks=Latin Extended-B,Basic Latin
35100 0x001b5276 0x005cdc76 10  12           utf8    9u~' ,CީS{ blocks=Basic Latin,Thaana
35101 0x001b5284 0x005cdc84 5   6            ascii   ;$5#i
35102 0x001b5298 0x005cdc98 4   6            utf8    aʥ:= blocks=Basic Latin,IPA Extensions
35103 0x001b52f1 0x005cdcf1 5   6            ascii   I>4$\r
35104 0x001b5319 0x005cdd19 5   6            ascii   3Jb;[
35105 0x001b5344 0x005cdd44 6   9            utf8    p%@\e⭄H blocks=Basic Latin,Miscellaneous Symbols and Arrows
35106 0x001b534f 0x005cdd4f 4   5            ascii   5PwY
35107 0x001b5364 0x005cdd64 4   6            utf8    ęw7T blocks=Latin Extended-A,Basic Latin
35108 0x001b5410 0x005cde10 5   6            ascii   /]6AY
35109 0x001b544c 0x005cde4c 7   8            ascii   {H&eHS@
35110 0x001b548e 0x005cde8e 4   5            ascii   sBok
35111 0x001b5493 0x005cde93 5   6            ascii   jP?(\v
35112 0x001b54f3 0x005cdef3 4   7            utf8    jl~䋑 blocks=Basic Latin,CJK Unified Ideographs Extension A
35113 0x001b5559 0x005cdf59 4   5            ascii   u}#A
35114 0x001b5566 0x005cdf66 8   10           utf8    ,I?Bo׆.[ blocks=Basic Latin,Hebrew
35115 0x001b5578 0x005cdf78 4   5            ascii   I\hg
35116 0x001b558f 0x005cdf8f 4   5            ascii   We=a
35117 0x001b5594 0x005cdf94 5   6            ascii   ]O~`\b
35118 0x001b559e 0x005cdf9e 4   5            ascii   ##yv
35119 0x001b55ac 0x005cdfac 4   5            ascii   Rd8\t
35120 0x001b565d 0x005ce05d 4   5            ascii   |%<]
35121 0x001b5672 0x005ce072 5   6            ascii   -x~\t_
35122 0x001b5686 0x005ce086 5   6            ascii   \tx\bg-
35123 0x001b5696 0x005ce096 4   7            utf8    Vٹϡ\r blocks=Basic Latin,Arabic,Greek and Coptic
35124 0x001b56b3 0x005ce0b3 4   5            ascii   ZkpN
35125 0x001b56d4 0x005ce0d4 5   6            ascii   ''u"Y
35126 0x001b56f5 0x005ce0f5 5   6            ascii   xCklS
35127 0x001b573c 0x005ce13c 4   5            ascii   (%j6
35128 0x001b5761 0x005ce161 4   5            ascii    +_K
35129 0x001b578a 0x005ce18a 4   6            utf8    Ŷf$U blocks=Latin Extended-A,Basic Latin
35130 0x001b57cd 0x005ce1cd 4   6            utf8    4Qďh blocks=Basic Latin,Latin Extended-A
35131 0x001b5807 0x005ce207 5   6            ascii   crqfq
35132 0x001b580e 0x005ce20e 4   5            ascii   mjqn
35133 0x001b584f 0x005ce24f 6   7            ascii   sXOsw$
35134 0x001b587a 0x005ce27a 4   6            utf8    kQBí blocks=Basic Latin,Latin-1 Supplement
35135 0x001b58b2 0x005ce2b2 5   6            ascii   A\a.Kk
35136 0x001b58b8 0x005ce2b8 6   7            ascii   v?Lc2N
35137 0x001b58ea 0x005ce2ea 4   5            ascii   l0\'
35138 0x001b5942 0x005ce342 4   6            utf8    Ó,. blocks=Basic Latin,Combining Diacritical Marks
35139 0x001b595c 0x005ce35c 5   6            ascii   ?R\vW3
35140 0x001b59aa 0x005ce3aa 8   9            ascii   Xq@\tc|r;
35141 0x001b5a09 0x005ce409 6   7            ascii   l-6)lY
35142 0x001b5a15 0x005ce415 4   7            utf8    W&\v늼 blocks=Basic Latin,Hangul Syllables
35143 0x001b5a58 0x005ce458 6   8            utf8    T%5ǧRA blocks=Basic Latin,Latin Extended-B
35144 0x001b5a74 0x005ce474 6   7            ascii   u/f`)K
35145 0x001b5ab1 0x005ce4b1 4   5            ascii   h.G\n
35146 0x001b5b0d 0x005ce50d 4   5            ascii   UR\ra
35147 0x001b5b1c 0x005ce51c 5   6            ascii   x=c=(
35148 0x001b5b25 0x005ce525 4   5            ascii   W7.]
35149 0x001b5b6f 0x005ce56f 4   5            ascii   d\bH8
35150 0x001b5b7e 0x005ce57e 4   5            ascii   3{\nq
35151 0x001b5b8c 0x005ce58c 5   6            ascii   S9q8l
35152 0x001b5b9f 0x005ce59f 4   6            utf8    ӀR:L blocks=Cyrillic,Basic Latin
35153 0x001b5bcb 0x005ce5cb 4   6            utf8    \r yظ blocks=Basic Latin,Arabic
35154 0x001b5bd3 0x005ce5d3 9   11           utf8    eVwv`0ݘ2a blocks=Basic Latin,Arabic Supplement
35155 0x001b5bea 0x005ce5ea 8   9            ascii   p\eLJ]!bI
35156 0x001b5c47 0x005ce647 5   8            utf8    Ќͧ`e= blocks=Cyrillic,Combining Diacritical Marks,Basic Latin
35157 0x001b5c95 0x005ce695 4   5            ascii   $\e[S
35158 0x001b5cb9 0x005ce6b9 4   5            ascii   <0? 
35159 0x001b5cc5 0x005ce6c5 5   7            utf8    kp'?ę blocks=Basic Latin,Latin Extended-A
35160 0x001b5cfb 0x005ce6fb 5   7            utf8    vBwXn
35161 0x001b5d4d 0x005ce74d 5   8            utf8    \aV;\ blocks=Basic Latin,Private Use Area
35162 0x001b5d7b 0x005ce77b 4   5            ascii   6l#~
35163 0x001b5dd1 0x005ce7d1 5   6            ascii   ?p^{v
35164 0x001b5dd7 0x005ce7d7 4   6            utf8    &4Ιp blocks=Basic Latin,Greek and Coptic
35165 0x001b5df9 0x005ce7f9 4   5            ascii   {m\a(
35166 0x001b5e81 0x005ce881 4   5            ascii   y&E^
35167 0x001b5ea7 0x005ce8a7 6   7            ascii   68'Q6}
35168 0x001b5eb8 0x005ce8b8 5   6            ascii   &%]dT
35169 0x001b5eca 0x005ce8ca 4   5            ascii   }%\eH
35170 0x001b5ed9 0x005ce8d9 4   5            ascii   iQ/(
35171 0x001b5ef0 0x005ce8f0 4   5            ascii   \eZR/
35172 0x001b5eff 0x005ce8ff 4   6            utf8    ֒4l} blocks=Hebrew,Basic Latin
35173 0x001b5f14 0x005ce914 4   7            utf8    >Q׳τ blocks=Basic Latin,Hebrew,Greek and Coptic
35174 0x001b5f1d 0x005ce91d 5   6            ascii   fN32i
35175 0x001b5f49 0x005ce949 4   5            ascii   TD+M
35176 0x001b6059 0x005cea59 4   5            ascii   \n]" 
35177 0x001b6076 0x005cea76 5   9            utf8    WvєB帙 blocks=Basic Latin,Cyrillic,CJK Unified Ideographs
35178 0x001b6084 0x005cea84 4   5            ascii   MrTy
35179 0x001b609c 0x005cea9c 5   6            ascii   R)\vth
35180 0x001b60b4 0x005ceab4 4   5            ascii   (&B!
35181 0x001b60bc 0x005ceabc 5   8            utf8    c a\r≱ blocks=Basic Latin,Mathematical Operators
35182 0x001b60d9 0x005cead9 4   6            utf8    dҡa6 blocks=Basic Latin,Cyrillic
35183 0x001b6132 0x005ceb32 4   5            ascii   Qz=w
35184 0x001b6147 0x005ceb47 4   6            utf8    ]#Cӎ blocks=Basic Latin,Cyrillic
35185 0x001b6151 0x005ceb51 4   5            ascii   b5TV
35186 0x001b615e 0x005ceb5e 4   5            ascii   n9qH
35187 0x001b6164 0x005ceb64 9   11           utf8    38eƼ-?(qR blocks=Basic Latin,Latin Extended-B
35188 0x001b617f 0x005ceb7f 4   6            utf8    1^ґ\r blocks=Basic Latin,Cyrillic
35189 0x001b618d 0x005ceb8d 5   6            ascii   lYj.K
35190 0x001b61a7 0x005ceba7 5   6            ascii   eoPfC
35191 0x001b6214 0x005cec14 5   6            ascii   )i- \v
35192 0x001b6243 0x005cec43 4   5            ascii   }Cu)
35193 0x001b626f 0x005cec6f 4   6            utf8    j\tĐw blocks=Basic Latin,Latin Extended-A
35194 0x001b6289 0x005cec89 4   5            ascii   O"}#
35195 0x001b62a2 0x005ceca2 4   6            utf8    ݴ<hB blocks=Arabic Supplement,Basic Latin
35196 0x001b62a8 0x005ceca8 4   5            ascii   PZ0{
35197 0x001b62af 0x005cecaf 5   7            utf8    Q$\eȍA blocks=Basic Latin,Latin Extended-B
35198 0x001b62bb 0x005cecbb 4   5            ascii   qpey
35199 0x001b62ef 0x005cecef 4   5            ascii   y&\t 
35200 0x001b6304 0x005ced04 4   5            ascii   >!r1
35201 0x001b6385 0x005ced85 5   6            ascii    T46,
35202 0x001b63a9 0x005ceda9 4   5            ascii   @}N8
35203 0x001b63b6 0x005cedb6 4   5            ascii   Z{eE
35204 0x001b63c2 0x005cedc2 4   6            utf8    Yȃo; blocks=Basic Latin,Latin Extended-B
35205 0x001b6426 0x005cee26 4   5            ascii   Kb;y
35206 0x001b642d 0x005cee2d 4   5            ascii   )9B4
35207 0x001b6496 0x005cee96 8   9            ascii   yIv-;!z&
35208 0x001b64d7 0x005ceed7 5   6            ascii   8dV7s
35209 0x001b64f5 0x005ceef5 7   8            ascii   9E4\v&&I
35210 0x001b6503 0x005cef03 4   6            utf8    Q;NԒ blocks=Basic Latin,Cyrillic Supplement
35211 0x001b653c 0x005cef3c 4   6            utf8    <҉8[ blocks=Basic Latin,Cyrillic
35212 0x001b6590 0x005cef90 5   7            utf8    xƝm3< blocks=Basic Latin,Latin Extended-B
35213 0x001b65bd 0x005cefbd 5   7            utf8    DԻxim blocks=Basic Latin,Armenian
35214 0x001b6611 0x005cf011 7   9            utf8    \vRAB\vVۖ blocks=Basic Latin,Arabic
35215 0x001b6644 0x005cf044 4   5            ascii   |\bS}
35216 0x001b665e 0x005cf05e 4   5            ascii   #opl
35217 0x001b6677 0x005cf077 4   5            ascii   lZ*#
35218 0x001b66d1 0x005cf0d1 5   6            ascii   }zLEt
35219 0x001b674e 0x005cf14e 4   5            ascii   {0NR
35220 0x001b675c 0x005cf15c 4   7            utf8    t˘ۆ& blocks=Basic Latin,Spacing Modifier Letters,Arabic
35221 0x001b679f 0x005cf19f 4   5            ascii   X=zE
