[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
687  0x00010863 0x00411463 4   5    .text   ascii   *xS\b
688  0x00010887 0x00411487 4   5    .text   ascii   "@\ni
689  0x000108a4 0x004114a4 6   9    .text   utf8    ⬲L!3J@ blocks=Miscellaneous Symbols and Arrows,Basic Latin
690  0x000108d6 0x004114d6 4   5    .text   ascii   T+],
691  0x000108f4 0x004114f4 6   7    .text   ascii   ?&+\a\n{
692  0x00010986 0x00411586 4   6    .text   utf8    cе=* blocks=Basic Latin,Cyrillic
693  0x000109c6 0x004115c6 5   6    .text   ascii   b-QcM
694  0x00010a03 0x00411603 4   6    .text   utf8    92rς blocks=Basic Latin,Greek and Coptic
695  0x00010a46 0x00411646 4   8    .text   utf8    Чı1  blocks=Cyrillic,Latin Extended-A,Basic Latin
696  0x00010a66 0x00411666 4   5    .text   ascii   e 0t
697  0x00010a94 0x00411694 5   7    .text   utf8    !&6"ǔ blocks=Basic Latin,Latin Extended-B
698  0x00010ad0 0x004116d0 7   8    .text   ascii   RaRH?%H
699  0x00010af9 0x004116f9 6   7    .text   ascii   )^<b\n6
700  0x00010b14 0x00411714 6   7    .text   ascii   >95a\r\e
701  0x00010c4e 0x0041184e 4   6    .text   utf8    aՌC~ blocks=Basic Latin,Armenian
702  0x00010c96 0x00411896 4   5    .text   ascii   g(y\v
703  0x00010ca1 0x004118a1 6   7    .text   ascii   f~!9-{
704  0x00010d33 0x00411933 4   5    .text   ascii   %\JQ
705  0x00010d50 0x00411950 6   7    .text   ascii   c\r^4/\r
706  0x00010d7e 0x0041197e 7   9    .text   utf8    D\Rt5ʻ} blocks=Basic Latin,Spacing Modifier Letters
707  0x00010da6 0x004119a6 7   8    .text   ascii   $l\6<ID
708  0x00010dba 0x004119ba 4   6    .text   utf8    1ԝsk blocks=Basic Latin,Cyrillic Supplement
709  0x00010e1d 0x00411a1d 4   6    .text   utf8    \ɥqL blocks=Basic Latin,IPA Extensions
710  0x00010e54 0x00411a54 4   5    .text   ascii   Oe\rW
711  0x00010e6c 0x00411a6c 6   8    .text   utf8    [6ͺJ\va blocks=Basic Latin,Greek and Coptic
712  0x00010e80 0x00411a80 5   8    .text   utf8    G|:ʋ܋ blocks=Basic Latin,IPA Extensions,Syriac
713  0x00010ead 0x00411aad 4   5    .text   ascii   m%pS
714  0x00010ec1 0x00411ac1 4   5    .text   ascii   mTbn
715  0x00010edc 0x00411adc 4   5    .text   ascii   ;X-o
716  0x00010ee2 0x00411ae2 4   5    .text   ascii   vf&[
717  0x00010f0d 0x00411b0d 7   8    .text   ascii   ><QJyB\e
718  0x00010f15 0x00411b15 5   6    .text   ascii   )Y\v}N
719  0x00010f1b 0x00411b1b 5   6    .text   ascii   r\ajG\t
720  0x00010f37 0x00411b37 4   5    .text   ascii   xFeH
721  0x00010f6c 0x00411b6c 5   6    .text   ascii   |2TrB
722  0x00010fb2 0x00411bb2 4   6    .text   utf8    MgƏ; blocks=Basic Latin,Latin Extended-B
723  0x00010fc3 0x00411bc3 4   6    .text   utf8    Jߡ+n blocks=Basic Latin,NKo
724  0x00010fde 0x00411bde 5   6    .text   ascii   ,\n+ 4
725  0x00010ff4 0x00411bf4 4   6    .text   utf8    ~\v}ތ blocks=Basic Latin,Thaana
726  0x00011004 0x00411c04 4   5    .text   ascii   TcLo
727  0x00011071 0x00411c71 4   5    .text   ascii   YiYa
728  0x00011078 0x00411c78 4   5    .text   ascii   wz"q
729  0x00011081 0x00411c81 4   5    .text   ascii   X)Qp
730  0x000110d3 0x00411cd3 4   6    .text   utf8    ohNʍ blocks=Basic Latin,IPA Extensions
731  0x00011118 0x00411d18 5   6    .text   ascii   5/X1/
732  0x0001113c 0x00411d3c 4   5    .text   ascii   3_fX
733  0x00011163 0x00411d63 4   6    .text   utf8    Ś^S blocks=Basic Latin,Combining Diacritical Marks
734  0x0001117b 0x00411d7b 4   5    .text   ascii   I|oL
735  0x000111b5 0x00411db5 5   6    .text   ascii   "E'GW
736  0x000111be 0x00411dbe 7   9    .text   utf8    gԴx=ix> blocks=Basic Latin,Armenian
737  0x000111f4 0x00411df4 5   7    .text   utf8    $ZÐEQ blocks=Basic Latin,Latin-1 Supplement
738  0x0001125f 0x00411e5f 4   5    .text   ascii   7x\ex
739  0x00011264 0x00411e64 5   6    .text   ascii   "TCE#
740  0x0001126b 0x00411e6b 7   8    .text   ascii   \vR\r"X)(
741  0x000112d5 0x00411ed5 4   5    .text   ascii   $4\eG
742  0x000112e8 0x00411ee8 5   8    .text   utf8    Ÿj\t҇< blocks=Latin Extended-A,Basic Latin,Cyrillic
743  0x00011311 0x00411f11 8   9    .text   ascii   6 VFm"=M
744  0x000113d4 0x00411fd4 4   5    .text   ascii   'R`6
745  0x000113dd 0x00411fdd 7   8    .text   ascii   H.3M .=
746  0x0001146a 0x0041206a 4   5    .text   ascii   uE/4
747  0x0001147c 0x0041207c 4   5    .text   ascii   [2|:
748  0x000114aa 0x004120aa 6   7    .text   ascii   `><VNP
749  0x000114bb 0x004120bb 5   8    .text   utf8    \nѢ²\eb blocks=Basic Latin,Cyrillic,Latin-1 Supplement
750  0x000114ef 0x004120ef 4   5    .text   ascii   6T\nl
751  0x0001150e 0x0041210e 5   8    .text   utf8    Ĕ0.Eѹ blocks=Latin Extended-A,Basic Latin,Cyrillic
752  0x00011523 0x00412123 5   6    .text   ascii   \aR\vBn
753  0x00011536 0x00412136 4   5    .text   ascii   @3?\n
754  0x0001154a 0x0041214a 9   12   .text   utf8    ݦɚ  1\vq-@ blocks=Arabic Supplement,IPA Extensions,Basic Latin
755  0x00011561 0x00412161 4   5    .text   ascii   ~0pu
756  0x00011589 0x00412189 4   5    .text   ascii   *9@{
757  0x000115b1 0x004121b1 4   5    .text   ascii   5iED
758  0x000115df 0x004121df 4   5    .text   ascii   kn5p
759  0x000115f8 0x004121f8 4   7    .text   utf8    gʎg* blocks=Basic Latin,IPA Extensions
760  0x00011629 0x00412229 4   5    .text   ascii   vr\f`
761  0x00011633 0x00412233 5   6    .text   ascii   ;`EDw
762  0x0001164c 0x0041224c 7   8    .text   ascii   ]v_\t){I
763  0x0001165c 0x0041225c 5   6    .text   ascii   8~Z/^
764  0x000116cc 0x004122cc 5   8    .text   utf8    K迵aM@ blocks=Basic Latin,CJK Unified Ideographs
765  0x000116ef 0x004122ef 6   7    .text   ascii   FFso|]
766  0x00011707 0x00412307 5   7    .text   utf8    sT%3ޱ blocks=Basic Latin,Thaana
767  0x00011737 0x00412337 4   6    .text   utf8    Ƭ%~' blocks=Latin Extended-B,Basic Latin
768  0x0001178e 0x0041238e 4   5    .text   ascii   UH}?
769  0x000118c0 0x004124c0 5   6    .text   ascii   j-\bkp
770  0x00011900 0x00412500 4   5    .text   ascii   5m5\f
771  0x00011940 0x00412540 4   5    .text   ascii   W>lo
772  0x00011959 0x00412559 5   6    .text   ascii   .a\b\r+
773  0x0001199f 0x0041259f 4   5    .text   ascii   }6'0
774  0x000119af 0x004125af 4   5    .text   ascii   8zI\r
775  0x000119ef 0x004125ef 4   5    .text   ascii   V%VQ
776  0x00011a18 0x00412618 5   8    .text   utf8    娆 sK) blocks=CJK Unified Ideographs,Basic Latin
777  0x00011a36 0x00412636 4   5    .text   ascii   @V|>
778  0x00011a3d 0x0041263d 6   8    .text   utf8    @ϫP\b\v; blocks=Basic Latin,Greek and Coptic
779  0x00011a5c 0x0041265c 5   7    .text   utf8    }ϳ%\rT blocks=Basic Latin,Greek and Coptic
780  0x00011a99 0x00412699 8   10   .text   utf8    v)lWa)0ܷ blocks=Basic Latin,Syriac
781  0x00011aa9 0x004126a9 4   5    .text   ascii   o\vX1
782  0x00011ad0 0x004126d0 4   7    .text   utf8    澫CrC blocks=CJK Unified Ideographs,Basic Latin
783  0x00011ad7 0x004126d7 7   9    .text   utf8    k3C9bp֕ blocks=Basic Latin,Hebrew
784  0x00011b17 0x00412717 4   5    .text   ascii   s` F
785  0x00011bc4 0x004127c4 4   5    .text   ascii   fo @
786  0x00011bf4 0x004127f4 4   5    .text   ascii   ?\eS2
787  0x00011bfc 0x004127fc 9   11   .text   utf8    p$֔FY|$]y blocks=Basic Latin,Hebrew
788  0x00011c10 0x00412810 4   5    .text   ascii   \h":
789  0x00011c24 0x00412824 5   8    .text   utf8    \v˞54ĩ blocks=Basic Latin,Spacing Modifier Letters,Latin Extended-A
790  0x00011c35 0x00412835 4   6    .text   utf8    ?1$P
791  0x00011c40 0x00412840 5   6    .text   ascii   Kj.Th
792  0x00011c8d 0x0041288d 5   6    .text   ascii   ]pE<\
793  0x00011d3b 0x0041293b 4   6    .text   utf8    f-Є+ blocks=Basic Latin,Cyrillic
794  0x00011d42 0x00412942 5   6    .text   ascii   =ng\a.
795  0x00011d8b 0x0041298b 5   6    .text   ascii   T|G0Q
796  0x00011d98 0x00412998 4   6    .text   utf8    G:G˔ blocks=Basic Latin,Spacing Modifier Letters
797  0x00011db8 0x004129b8 5   6    .text   ascii   --Srh
798  0x00011dc5 0x004129c5 4   5    .text   ascii   PSU\r
799  0x00011e0a 0x00412a0a 5   6    .text   ascii   jO:D#
800  0x00011e2c 0x00412a2c 4   6    .text   utf8    "e\ǂ blocks=Basic Latin,Latin Extended-B
801  0x00011e8d 0x00412a8d 4   5    .text   ascii   >Y\fy
802  0x00011e9d 0x00412a9d 4   5    .text   ascii   .htn
803  0x00011eb0 0x00412ab0 4   5    .text   ascii   ?bOp
804  0x00011ec5 0x00412ac5 4   5    .text   ascii   .aT4
805  0x00011f62 0x00412b62 7   10   .text   utf8    ŗU~]}pϻ blocks=Latin Extended-A,Basic Latin,Greek and Coptic
806  0x00011f71 0x00412b71 8   9    .text   ascii   G-Fan]XD
807  0x00011fad 0x00412bad 4   5    .text   ascii   .Q9h
808  0x00011ffb 0x00412bfb 4   5    .text   ascii   \t=M%
809  0x00012020 0x00412c20 4   5    .text   ascii   \f\vzW
810  0x0001205f 0x00412c5f 4   5    .text   ascii   ,qQ^
811  0x0001208c 0x00412c8c 5   6    .text   ascii   ,hzaX
812  0x00012093 0x00412c93 4   5    .text   ascii   9Jpm
813  0x000120b7 0x00412cb7 8   10   .text   utf8    |4-\n,aPŰ blocks=Basic Latin,Latin Extended-A
814  0x00012148 0x00412d48 4   5    .text   ascii   #\b%~
815  0x00012166 0x00412d66 4   5    .text   ascii   HNb8
816  0x00012178 0x00412d78 4   5    .text   ascii   lCOt
817  0x00012198 0x00412d98 4   5    .text   ascii   dP$q
818  0x000121bd 0x00412dbd 4   5    .text   ascii   \t/Y,
819  0x000121cf 0x00412dcf 4   5    .text   ascii   hH&b
820  0x000121f4 0x00412df4 6   7    .text   ascii   ;>oSY|
821  0x00012204 0x00412e04 4   5    .text   ascii   It0/
822  0x00012273 0x00412e73 4   5    .text   ascii   7#Q*
823  0x0001233a 0x00412f3a 4   6    .text   utf8    O6ܫG blocks=Basic Latin,Syriac
824  0x000123ba 0x00412fba 5   6    .text   ascii   \eOjA 
825  0x00012401 0x00413001 4   5    .text   ascii   fz&3
826  0x00012428 0x00413028 12  14   .text   utf8    ֻ#A%zp,|~s-5 blocks=Hebrew,Basic Latin
827  0x0001247d 0x0041307d 4   5    .text   ascii   DV<j
828  0x000124c1 0x004130c1 5   6    .text   ascii   P\f[9<
829  0x0001250d 0x0041310d 4   5    .text   ascii   VF\f,
830  0x0001252f 0x0041312f 10  13   .text   utf8    ߙ\tCRpޗ$T\t8 blocks=NKo,Basic Latin,Thaana
831  0x00012580 0x00413180 4   5    .text   ascii   ~_K9
832  0x00012595 0x00413195 4   5    .text   ascii   \vG0@
833  0x000125a7 0x004131a7 5   7    .text   utf8    rku$Ӕ blocks=Basic Latin,Cyrillic
834  0x000125c9 0x004131c9 5   6    .text   ascii   'Gx-(
835  0x0001265a 0x0041325a 4   6    .text   utf8    &5Ҏ\t blocks=Basic Latin,Cyrillic
836  0x0001266b 0x0041326b 4   5    .text   ascii   RiV!
837  0x0001267f 0x0041327f 4   5    .text   ascii   u\r[w
838  0x000126ca 0x004132ca 5   7    .text   utf8    A_l;Ƽ blocks=Basic Latin,Latin Extended-B
839  0x000126f3 0x004132f3 4   5    .text   ascii   Cn)7
840  0x00012703 0x00413303 4   5    .text   ascii   c=)h
841  0x00012719 0x00413319 4   5    .text   ascii   Ej+3
842  0x00012724 0x00413324 4   5    .text   ascii   X<6\r
843  0x000127cf 0x004133cf 4   5    .text   ascii   }J<%
844  0x000127ff 0x004133ff 4   5    .text   ascii   4xF^
845  0x0001280d 0x0041340d 4   5    .text   ascii   BxIY
846  0x00012837 0x00413437 4   7    .text   utf8    ԽR"Þ blocks=Armenian,Basic Latin,Latin-1 Supplement
847  0x00012844 0x00413444 4   6    .text   utf8    Kã\es blocks=Basic Latin,Latin-1 Supplement
848  0x0001284c 0x0041344c 5   7    .text   utf8    ωr~TJ blocks=Greek and Coptic,Basic Latin
849  0x00012867 0x00413467 4   6    .text   utf8    8ϐ2\e blocks=Basic Latin,Greek and Coptic
850  0x000128b2 0x004134b2 6   7    .text   ascii   v5\tFG'
851  0x000128d0 0x004134d0 4   6    .text   utf8    ÉO7D blocks=Latin-1 Supplement,Basic Latin
852  0x00012911 0x00413511 4   5    .text   ascii   Kv} 
853  0x00012916 0x00413516 4   5    .text   ascii   K2\bY
854  0x00012937 0x00413537 4   5    .text   ascii   nn'o
855  0x00012941 0x00413541 4   5    .text   ascii   JFX'
856  0x0001294a 0x0041354a 5   8    .text   utf8    cŮ[oϴ blocks=Basic Latin,Latin Extended-A,Greek and Coptic
857  0x00012983 0x00413583 5   8    .text   utf8    ܄1ǢZ~ blocks=Syriac,Basic Latin,Latin Extended-B
858  0x0001298b 0x0041358b 4   9    .text   utf8    ?꒾拖v blocks=Basic Latin,Yi Radicals,CJK Unified Ideographs
859  0x0001299b 0x0041359b 6   8    .text   utf8    C]ܢ(;+ blocks=Basic Latin,Syriac
860  0x000129d5 0x004135d5 5   6    .text   ascii   cl%x#
861  0x000129f4 0x004135f4 4   6    .text   utf8    iJ0c
862  0x00012a20 0x00413620 10  11   .text   ascii   \v[Kv\f2A{\fF
863  0x00012a6b 0x0041366b 5   7    .text   utf8    f_\t$ȧ blocks=Basic Latin,Latin Extended-B
864  0x00012a9f 0x0041369f 5   7    .text   utf8    :b&Zۜ blocks=Basic Latin,Arabic
865  0x00012abd 0x004136bd 4   5    .text   ascii   B#b\f
866  0x00012ac9 0x004136c9 5   7    .text   utf8    ƔBF>P blocks=Latin Extended-B,Basic Latin
867  0x00012ae7 0x004136e7 5   6    .text   ascii   ^\nzr:
868  0x00012b1e 0x0041371e 8   10   .text   utf8    Iށ;<~f - blocks=Basic Latin,Thaana
869  0x00012b48 0x00413748 4   5    .text   ascii   q,ne
870  0x00012b83 0x00413783 7   8    .text   ascii   5;g&UIR
871  0x00012b97 0x00413797 4   6    .text   utf8    *C׳_ blocks=Basic Latin,Hebrew
872  0x00012bb0 0x004137b0 5   6    .text   ascii   $Frec
873  0x00012bcf 0x004137cf 7   8    .text   ascii   i)~c9|0
874  0x00012c30 0x00413830 6   9    .text   utf8    Տ ²u\n  blocks=Armenian,Basic Latin,Latin-1 Supplement
875  0x00012c5c 0x0041385c 4   5    .text   ascii   ^{f+
876  0x00012c62 0x00413862 6   7    .text   ascii   ~d67MA
877  0x00012cc8 0x004138c8 8   12   .text   utf8    \rb̥귃u\aUU blocks=Basic Latin,Combining Diacritical Marks,Hangul Syllables
878  0x00012d24 0x00413924 4   5    .text   ascii   !**}
879  0x00012d60 0x00413960 4   5    .text   ascii   KcjH
880  0x00012d6e 0x0041396e 6   7    .text   ascii   \e0g{r#
881  0x00012da2 0x004139a2 4   6    .text   utf8    ;"˝z blocks=Basic Latin,Spacing Modifier Letters
882  0x00012e68 0x00413a68 4   8    .text   utf8    ${qE
883  0x00012e71 0x00413a71 4   6    .text   utf8    7I ؏ blocks=Basic Latin,Arabic
884  0x00012e78 0x00413a78 4   5    .text   ascii   SW &
885  0x00012e9f 0x00413a9f 5   6    .text   ascii   ^P=hJ
886  0x00012ed3 0x00413ad3 7   8    .text   ascii     QjW=y
887  0x00012f1e 0x00413b1e 4   5    .text   ascii    44a
888  0x00012f28 0x00413b28 5   8    .text   utf8    ٻE5xɑ blocks=Arabic,Basic Latin,IPA Extensions
889  0x00012f4a 0x00413b4a 5   7    .text   utf8    )=/@ɼ blocks=Basic Latin,IPA Extensions
890  0x00012f55 0x00413b55 11  13   .text   utf8    -fȈ<R#3\#jT blocks=Basic Latin,Latin Extended-B
891  0x00012fa1 0x00413ba1 6   7    .text   ascii   \ewj!N(
892  0x00012fc7 0x00413bc7 5   7    .text   utf8    \r?+}ޏ blocks=Basic Latin,Thaana
893  0x00012fd0 0x00413bd0 7   9    .text   utf8    W1u\nd"Ҕ blocks=Basic Latin,Cyrillic
894  0x00012fe3 0x00413be3 4   5    .text   ascii   V#qX
895  0x00012fe9 0x00413be9 7   9    .text   utf8    +NL$\aT͖ blocks=Basic Latin,Combining Diacritical Marks
896  0x00013030 0x00413c30 4   5    .text   ascii   ]RVv
897  0x00013072 0x00413c72 4   5    .text   ascii   Z?}7
898  0x000130d2 0x00413cd2 4   5    .text   ascii   #V*M
899  0x00013108 0x00413d08 4   5    .text   ascii   *j0V
900  0x00013150 0x00413d50 4   5    .text   ascii   \rL?l
901  0x0001318f 0x00413d8f 4   5    .text   ascii   ;g~\n
902  0x000131a0 0x00413da0 4   7    .text   utf8    9kȄӡ blocks=Basic Latin,Latin Extended-B,Cyrillic
903  0x000131b0 0x00413db0 5   6    .text   ascii   qQ6T\b
904  0x000131b6 0x00413db6 6   8    .text   utf8    :a$-hì blocks=Basic Latin,Latin-1 Supplement
905  0x000131d7 0x00413dd7 5   7    .text   utf8    \bǶc\a' blocks=Basic Latin,Latin Extended-B
906  0x000131e3 0x00413de3 9   10   .text   ascii   \ve;7B,x?V
907  0x000131f8 0x00413df8 5   7    .text   utf8    ir˯\fz blocks=Basic Latin,Spacing Modifier Letters
908  0x0001321c 0x00413e1c 4   5    .text   ascii   jo?1
909  0x0001326a 0x00413e6a 7   8    .text   ascii   KtFFoPt
910  0x00013285 0x00413e85 6   7    .text   ascii   c$14&]
911  0x00013291 0x00413e91 5   7    .text   utf8    : 9kn
912  0x000132cd 0x00413ecd 4   5    .text   ascii   8]+5
913  0x00013382 0x00413f82 4   6    .text   utf8    ؒE;l blocks=Arabic,Basic Latin
914  0x000133a3 0x00413fa3 4   5    .text   ascii   |w_A
915  0x000133a8 0x00413fa8 4   5    .text   ascii   +([z
916  0x000133e1 0x00413fe1 4   6    .text   utf8    :ҵzc blocks=Basic Latin,Cyrillic
917  0x00013409 0x00414009 6   7    .text   ascii   kK>Qn2
918  0x0001344b 0x0041404b 4   5    .text   ascii   b.Lw
919  0x0001348e 0x0041408e 5   6    .text   ascii   F;?S\
920  0x000134ab 0x004140ab 4   5    .text   ascii   :k}\r
921  0x000134bb 0x004140bb 5   7    .text   utf8    ʵ+sEa blocks=Spacing Modifier Letters,Basic Latin
922  0x000134c8 0x004140c8 5   6    .text   ascii   ^2@L'
923  0x000134d0 0x004140d0 5   6    .text   ascii   L\aEb^
924  0x00013506 0x00414106 4   5    .text   ascii   w2"w
925  0x00013526 0x00414126 4   5    .text   ascii   jEs$
926  0x0001357b 0x0041417b 4   5    .text   ascii   GK/\a
927  0x00013581 0x00414181 4   5    .text   ascii   Q\8[
928  0x000135bf 0x004141bf 4   7    .text   utf8    xcSᡯ blocks=Basic Latin,Mongolian
929  0x000135df 0x004141df 5   6    .text   ascii   *MYmI
930  0x0001362b 0x0041422b 5   6    .text   ascii   \n'!\e<
931  0x000136f1 0x004142f1 4   5    .text   ascii   bf:a
932  0x00013721 0x00414321 5   6    .text   ascii   W:GBG
933  0x0001372b 0x0041432b 4   5    .text   ascii   #k3G
934  0x0001375b 0x0041435b 4   5    .text   ascii   \e?\&
935  0x00013773 0x00414373 5   6    .text   ascii   ce_t6
936  0x000137c4 0x004143c4 5   9    .text   utf8    [şSݪۼ blocks=Basic Latin,Latin Extended-A,Arabic Supplement,Arabic
937  0x0001385a 0x0041445a 4   6    .text   utf8    Jۆ#| blocks=Basic Latin,Arabic
938  0x00013875 0x00414475 4   5    .text   ascii   (Q 4
939  0x00013883 0x00414483 4   5    .text   ascii   r>\nB
940  0x000138d1 0x004144d1 5   6    .text   ascii   ms\t'2
941  0x000138f2 0x004144f2 4   6    .text   utf8    +8ْG blocks=Basic Latin,Arabic
942  0x00013901 0x00414501 7   9    .text   utf8    Uc&ǫ%P7 blocks=Basic Latin,Latin Extended-B
943  0x0001391d 0x0041451d 4   7    .text   utf8    l~ɹۖ blocks=Basic Latin,IPA Extensions,Arabic
944  0x00013942 0x00414542 4   7    .text   utf8    ;ޘށM blocks=Basic Latin,Thaana
945  0x0001395b 0x0041455b 4   7    .text   utf8    w$㫁K blocks=Basic Latin,CJK Unified Ideographs Extension A
946  0x00013972 0x00414572 4   5    .text   ascii   Z\rW\a
947  0x0001399c 0x0041459c 5   7    .text   utf8    Dk+ʎ{ blocks=Basic Latin,IPA Extensions
948  0x000139c3 0x004145c3 5   6    .text   ascii   `GJlb
949  0x000139ef 0x004145ef 4   5    .text   ascii   Lr~u
950  0x000139fb 0x004145fb 4   5    .text   ascii   nD)H
951  0x00013a49 0x00414649 4   7    .text   utf8    OץŋS blocks=Basic Latin,Hebrew,Latin Extended-A
952  0x00013a57 0x00414657 6   8    .text   utf8    i\bZu̵5 blocks=Basic Latin,Combining Diacritical Marks
953  0x00013a6a 0x0041466a 4   5    .text   ascii   v \v0
954  0x00013a91 0x00414691 4   5    .text   ascii   a^8u
955  0x00013aea 0x004146ea 4   9    .text   utf8    ¦ѵʷ* blocks=Latin-1 Supplement,Cyrillic,Spacing Modifier Letters,Basic Latin
956  0x00013af5 0x004146f5 4   5    .text   ascii   hv8N
957  0x00013b2a 0x0041472a 4   5    .text   ascii   >h|/
958  0x00013b39 0x00414739 7   9    .text   utf8    |-ń`u K blocks=Basic Latin,Latin Extended-A
959  0x00013b56 0x00414756 4   5    .text   ascii   ; 9$
960  0x00013b61 0x00414761 4   5    .text   ascii   ?A\f\b
961  0x00013b6e 0x0041476e 5   6    .text   ascii   5WUZB
962  0x00013b92 0x00414792 7   9    .text   utf8    .}Bˊ9DD blocks=Basic Latin,Spacing Modifier Letters
963  0x00013b9c 0x0041479c 4   7    .text   utf8    孙V`B blocks=CJK Unified Ideographs,Basic Latin
964  0x00013bca 0x004147ca 4   5    .text   ascii   L)z*
965  0x00013bd4 0x004147d4 5   9    .text   utf8    {󴪫\vjr blocks=Basic Latin,Supplementary Private Use Area-A
966  0x00013be2 0x004147e2 4   5    .text   ascii   ]ha-
967  0x00013c36 0x00414836 4   5    .text   ascii   ^'Xa
968  0x00013fff 0x004151ff 4   5    .rdata  ascii   ?1mm
969  0x000140d3 0x004152d3 5   6    .rdata  ascii    j\ah<
970  0x000140ff 0x004152ff 4   5    .rdata  ascii   ?Xw$
971  0x0001415f 0x0041535f 7   8    .rdata  ascii   ?uZEeu\b
972  0x000141bf 0x004153bf 4   5    .rdata  ascii   ?P/Y
973  0x00014207 0x00415407 4   6    .rdata  utf8    ?&%ѣ blocks=Basic Latin,Cyrillic
974  0x0001425e 0x0041545e 7   9    .rdata  utf8    пuZEeu\b blocks=Cyrillic,Basic Latin
975  0x00014313 0x00415513 5   6    .rdata  ascii    j\ah<
976  0x000144d3 0x004156d3 4   5    .rdata  ascii    j\ah
977  0x00014560 0x00415760 6   7    .rdata  ascii   uZEeu\b
978  0x000145be 0x004157be 4   6    .rdata  utf8    пP/Y blocks=Cyrillic,Basic Latin
979  0x000145c7 0x004157c7 4   6    .rdata  utf8    ?&%ѣ blocks=Basic Latin,Cyrillic
980  0x0001465f 0x0041585f 7   8    .rdata  ascii   ?uZEeu\b
981  0x000146bf 0x004158bf 4   5    .rdata  ascii   ?Xw$
982  0x00014713 0x00415913 4   5    .rdata  ascii    j\ah
983  0x000147bf 0x004159bf 4   5    .rdata  ascii   ?1mm
984  0x000147df 0x004159df 8   10   .rdata  utf8    ?UUUUUUſ blocks=Basic Latin,Latin Extended-A
985  0x000147f7 0x004159f7 7   8    .rdata  ascii   ?UUUUUU
986  0x00014823 0x00415a23 5   6    .rdata  ascii   m0_$@
987  0x00014904 0x00415b04 6   14   .rdata  utf16le (null)
988  0x00014914 0x00415b14 6   7    .rdata  ascii   (null)
989  0x00014941 0x00415b41 7   8    .rdata  ascii   ( 8PX\a\b
990  0x00014949 0x00415b49 6   7    .rdata  ascii   700WP\a
991  0x00014958 0x00415b58 7   8    .rdata  ascii   \b`h````
992  0x00014961 0x00415b61 9   10   .rdata  ascii   xpxxxx\b\a\b
993  0x00014980 0x00415b80 5   6    .rdata  ascii   UTF-8
994  0x00014988 0x00415b88 8   9    .rdata  ascii   UTF-16LE
995  0x00014994 0x00415b94 7   8    .rdata  ascii   UNICODE
996  0x000149d0 0x00415bd0 6   7    .rdata  ascii   RUUUUU
997  0x00014a51 0x00415c51 5   6    .rdata  ascii   TUUUU
998  0x00014af0 0x00415cf0 12  26   .rdata  utf16le KERNEL32.DLL
999  0x00014b0c 0x00415d0c 7   8    .rdata  ascii   FlsFree
1000 0x00014b14 0x00415d14 11  12   .rdata  ascii   FlsSetValue
1001 0x00014b20 0x00415d20 11  12   .rdata  ascii   FlsGetValue
1002 0x00014b2c 0x00415d2c 8   9    .rdata  ascii   FlsAlloc
1003 0x00014b38 0x00415d38 14  15   .rdata  ascii   CorExitProcess
1004 0x00014b48 0x00415d48 11  24   .rdata  utf16le mscoree.dll
1005 0x00014b60 0x00415d60 14  30   .rdata  utf16le runtime error 
1006 0x00014b88 0x00415d88 13  28   .rdata  utf16le TLOSS error\r\n
1007 0x00014ba4 0x00415da4 12  26   .rdata  utf16le SING error\r\n
1008 0x00014bc0 0x00415dc0 14  30   .rdata  utf16le DOMAIN error\r\n
1009 0x00014be0 0x00415de0 246 494  .rdata  utf16le R6033\r\n- Attempt to use MSIL code from this assembly during native code initialization\nThis indicates a bug in your application. It is most likely the result of calling an MSIL-compiled (/clr) function from a native constructor or from DllMain.\r\n
1010 0x00014dd0 0x00415fd0 50  102  .rdata  utf16le R6032\r\n- not enough space for locale information\r\n
1011 0x00014e38 0x00416038 98  198  .rdata  utf16le R6031\r\n- Attempt to initialize the CRT more than once.\nThis indicates a bug in your application.\r\n
1012 0x00014f00 0x00416100 30  62   .rdata  utf16le R6030\r\n- CRT not initialized\r\n
1013 0x00014f40 0x00416140 36  74   .rdata  utf16le R6028\r\n- unable to initialize heap\r\n
1014 0x00014f90 0x00416190 52  106  .rdata  utf16le R6027\r\n- not enough space for lowio initialization\r\n
1015 0x00015000 0x00416200 52  106  .rdata  utf16le R6026\r\n- not enough space for stdio initialization\r\n
1016 0x00015070 0x00416270 37  76   .rdata  utf16le R6025\r\n- pure virtual function call\r\n
1017 0x000150c0 0x004162c0 52  106  .rdata  utf16le R6024\r\n- not enough space for _onexit/atexit table\r\n
1018 0x00015130 0x00416330 40  82   .rdata  utf16le R6019\r\n- unable to open console device\r\n
1019 0x00015188 0x00416388 32  66   .rdata  utf16le R6018\r\n- unexpected heap error\r\n
1020 0x000151d0 0x004163d0 44  90   .rdata  utf16le R6017\r\n- unexpected multithread lock error\r\n
1021 0x00015230 0x00416430 43  88   .rdata  utf16le R6016\r\n- not enough space for thread data\r\n
1022 0x00015288 0x00416488 34  70   .rdata  utf16le R6010\r\n- abort() has been called\r\n
1023 0x000152d0 0x004164d0 43  88   .rdata  utf16le R6009\r\n- not enough space for environment\r\n
1024 0x00015328 0x00416528 41  84   .rdata  utf16le R6008\r\n- not enough space for arguments\r\n
