[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
717  0x00017dcc 0x100195cc 5   12   .rdata  utf16le March
718  0x00017dd8 0x100195d8 5   12   .rdata  utf16le April
719  0x00017de4 0x100195e4 4   10   .rdata  utf16le June
720  0x00017df0 0x100195f0 4   10   .rdata  utf16le July
721  0x00017dfc 0x100195fc 6   14   .rdata  utf16le August
722  0x00017e0c 0x1001960c 9   20   .rdata  utf16le September
723  0x00017e20 0x10019620 7   16   .rdata  utf16le October
724  0x00017e30 0x10019630 8   18   .rdata  utf16le November
725  0x00017e44 0x10019644 8   18   .rdata  utf16le December
726  0x00017e68 0x10019668 8   18   .rdata  utf16le MM/dd/yy
727  0x00017e7c 0x1001967c 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
728  0x00017ea4 0x100196a4 8   18   .rdata  utf16le HH:mm:ss
729  0x00017eb8 0x100196b8 5   12   .rdata  utf16le en-US
730  0x00017ece 0x100196ce 7   8    .rdata  ascii   \a\b\t\n\v\f\r
731  0x00017ee7 0x100196e7 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
732  0x00017f48 0x10019748 6   7    .rdata  ascii   (null)
733  0x00017f50 0x10019750 6   14   .rdata  utf16le (null)
734  0x00017f81 0x10019781 7   8    .rdata  ascii   ( 8PX\a\b
735  0x00017f89 0x10019789 6   7    .rdata  ascii   700WP\a
736  0x00017f98 0x10019798 7   8    .rdata  ascii   \b`h````
737  0x00017fa1 0x100197a1 9   10   .rdata  ascii   xpxxxx\b\a\b
738  0x00017fbc 0x100197bc 19  20   .rdata  ascii   GetCurrentPackageId
739  0x00017fd0 0x100197d0 12  26   .rdata  utf16le kernel32.dll
740  0x00017ff0 0x100197f0 5   6    .rdata  ascii   UTF-8
741  0x00017ff8 0x100197f8 8   9    .rdata  ascii   UTF-16LE
742  0x00018004 0x10019804 7   8    .rdata  ascii   UNICODE
743  0x0001800c 0x1001980c 11  24   .rdata  utf16le mscoree.dll
744  0x00018024 0x10019824 14  15   .rdata  ascii   CorExitProcess
745  0x0001805d 0x1001985d 5   6    .rdata  ascii   ('8PW
746  0x00018066 0x10019866 5   6    .rdata  ascii   700PP
747  0x00018078 0x10019878 17  18   .rdata  ascii   `h`hhh\b\b\axppwpp\b\b
748  0x00018150 0x10019950 44  90   .rdata  utf16le R6002\r\n- floating point support not loaded\r\n
749  0x000181b0 0x100199b0 41  84   .rdata  utf16le R6008\r\n- not enough space for arguments\r\n
750  0x00018208 0x10019a08 43  88   .rdata  utf16le R6009\r\n- not enough space for environment\r\n
751  0x00018260 0x10019a60 34  70   .rdata  utf16le R6010\r\n- abort() has been called\r\n
752  0x000182a8 0x10019aa8 43  88   .rdata  utf16le R6016\r\n- not enough space for thread data\r\n
753  0x00018300 0x10019b00 44  90   .rdata  utf16le R6017\r\n- unexpected multithread lock error\r\n
754  0x00018360 0x10019b60 32  66   .rdata  utf16le R6018\r\n- unexpected heap error\r\n
755  0x000183a8 0x10019ba8 40  82   .rdata  utf16le R6019\r\n- unable to open console device\r\n
756  0x00018400 0x10019c00 52  106  .rdata  utf16le R6024\r\n- not enough space for _onexit/atexit table\r\n
757  0x00018470 0x10019c70 37  76   .rdata  utf16le R6025\r\n- pure virtual function call\r\n
758  0x000184c0 0x10019cc0 52  106  .rdata  utf16le R6026\r\n- not enough space for stdio initialization\r\n
759  0x00018530 0x10019d30 52  106  .rdata  utf16le R6027\r\n- not enough space for lowio initialization\r\n
760  0x000185a0 0x10019da0 36  74   .rdata  utf16le R6028\r\n- unable to initialize heap\r\n
761  0x000185ec 0x10019dec 30  62   .rdata  utf16le R6030\r\n- CRT not initialized\r\n
762  0x00018630 0x10019e30 98  198  .rdata  utf16le R6031\r\n- Attempt to initialize the CRT more than once.\nThis indicates a bug in your application.\r\n
763  0x000186f8 0x10019ef8 50  102  .rdata  utf16le R6032\r\n- not enough space for locale information\r\n
764  0x00018760 0x10019f60 246 494  .rdata  utf16le R6033\r\n- Attempt to use MSIL code from this assembly during native code initialization\nThis indicates a bug in your application. It is most likely the result of calling an MSIL-compiled (/clr) function from a native constructor or from DllMain.\r\n
765  0x00018950 0x1001a150 50  102  .rdata  utf16le R6034\r\n- inconsistent onexit begin-end variables\r\n
766  0x000189b8 0x1001a1b8 14  30   .rdata  utf16le DOMAIN error\r\n
767  0x000189d8 0x1001a1d8 12  26   .rdata  utf16le SING error\r\n
768  0x000189f4 0x1001a1f4 13  28   .rdata  utf16le TLOSS error\r\n
769  0x00018a18 0x1001a218 14  30   .rdata  utf16le runtime error 
770  0x00018a38 0x1001a238 25  52   .rdata  utf16le Runtime Error!\n\nProgram: 
771  0x00018a6c 0x1001a26c 22  46   .rdata  utf16le <program name unknown>
772  0x00018ab0 0x1001a2b0 36  74   .rdata  utf16le Microsoft Visual C++ Runtime Library
773  0x00018b08 0x1001a308 17  18   .rdata  ascii   Unknown exception
774  0x00018ce0 0x1001a4e0 33  68   .rdata  utf16le          (((((                  H
775  0x00018ee2 0x1001a6e2 33  68   .rdata  utf16le          h((((                  H
776  0x00018fe0 0x1001a7e0 34  70   .rdata  utf16le                                  H
777  0x0001916f 0x1001a96f 7   8    .rdata  ascii   \a\b\t\n\v\f\r
778  0x00019188 0x1001a988 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
779  0x000192ef 0x1001aaef 7   8    .rdata  ascii   \a\b\t\n\v\f\r
780  0x00019308 0x1001ab08 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
781  0x000193e8 0x1001abe8 10  22   .rdata  utf16le USER32.DLL
782  0x00019400 0x1001ac00 11  12   .rdata  ascii   MessageBoxW
783  0x0001940c 0x1001ac0c 15  16   .rdata  ascii   GetActiveWindow
784  0x0001941c 0x1001ac1c 18  19   .rdata  ascii   GetLastActivePopup
785  0x00019430 0x1001ac30 25  26   .rdata  ascii   GetUserObjectInformationW
786  0x0001944c 0x1001ac4c 23  24   .rdata  ascii   GetProcessWindowStation
787  0x000195f0 0x1001adf0 8   9    .rdata  ascii   __based(
788  0x000195fc 0x1001adfc 7   8    .rdata  ascii   __cdecl
789  0x00019604 0x1001ae04 8   9    .rdata  ascii   __pascal
790  0x00019610 0x1001ae10 9   10   .rdata  ascii   __stdcall
791  0x0001961c 0x1001ae1c 10  11   .rdata  ascii   __thiscall
792  0x00019628 0x1001ae28 10  11   .rdata  ascii   __fastcall
793  0x00019634 0x1001ae34 9   10   .rdata  ascii   __clrcall
794  0x00019640 0x1001ae40 6   7    .rdata  ascii   __eabi
795  0x00019648 0x1001ae48 7   8    .rdata  ascii   __ptr64
796  0x00019650 0x1001ae50 10  11   .rdata  ascii   __restrict
797  0x0001965c 0x1001ae5c 11  12   .rdata  ascii   __unaligned
798  0x00019668 0x1001ae68 9   10   .rdata  ascii   restrict(
799  0x00019674 0x1001ae74 4   5    .rdata  ascii    new
800  0x0001967c 0x1001ae7c 7   8    .rdata  ascii    delete
801  0x000196a0 0x1001aea0 8   9    .rdata  ascii   operator
802  0x000196e8 0x1001aee8 10  44   .rdata  utf32le ~^|☦籼㴪㴫㴭㴯㴥 blocks=Basic Latin,Miscellaneous Symbols,CJK Unified Ideographs,CJK Unified Ideographs Extension A
803  0x00019724 0x1001af24 9   10   .rdata  ascii   `vftable'
804  0x00019730 0x1001af30 9   10   .rdata  ascii   `vbtable'
805  0x0001973c 0x1001af3c 7   8    .rdata  ascii   `vcall'
806  0x00019744 0x1001af44 8   9    .rdata  ascii   `typeof'
807  0x00019750 0x1001af50 20  21   .rdata  ascii   `local static guard'
808  0x00019768 0x1001af68 8   9    .rdata  ascii   `string'
809  0x00019774 0x1001af74 18  19   .rdata  ascii   `vbase destructor'
810  0x00019788 0x1001af88 28  29   .rdata  ascii   `vector deleting destructor'
811  0x000197a8 0x1001afa8 29  30   .rdata  ascii   `default constructor closure'
812  0x000197c8 0x1001afc8 28  29   .rdata  ascii   `scalar deleting destructor'
813  0x000197e8 0x1001afe8 29  30   .rdata  ascii   `vector constructor iterator'
814  0x00019808 0x1001b008 28  29   .rdata  ascii   `vector destructor iterator'
815  0x00019828 0x1001b028 35  36   .rdata  ascii   `vector vbase constructor iterator'
816  0x0001984c 0x1001b04c 26  27   .rdata  ascii   `virtual displacement map'
817  0x00019868 0x1001b068 32  33   .rdata  ascii   `eh vector constructor iterator'
818  0x0001988c 0x1001b08c 31  32   .rdata  ascii   `eh vector destructor iterator'
819  0x000198ac 0x1001b0ac 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
820  0x000198d4 0x1001b0d4 26  27   .rdata  ascii   `copy constructor closure'
821  0x000198f0 0x1001b0f0 15  16   .rdata  ascii   `udt returning'
822  0x00019904 0x1001b104 5   6    .rdata  ascii   `RTTI
823  0x0001990c 0x1001b10c 15  16   .rdata  ascii   `local vftable'
824  0x0001991c 0x1001b11c 35  36   .rdata  ascii   `local vftable constructor closure'
825  0x00019940 0x1001b140 6   7    .rdata  ascii    new[]
826  0x00019948 0x1001b148 9   10   .rdata  ascii    delete[]
827  0x00019954 0x1001b154 14  15   .rdata  ascii   `omni callsig'
828  0x00019964 0x1001b164 26  27   .rdata  ascii   `placement delete closure'
829  0x00019980 0x1001b180 28  29   .rdata  ascii   `placement delete[] closure'
830  0x000199a0 0x1001b1a0 37  38   .rdata  ascii   `managed vector constructor iterator'
831  0x000199c8 0x1001b1c8 36  37   .rdata  ascii   `managed vector destructor iterator'
832  0x000199f0 0x1001b1f0 37  38   .rdata  ascii   `eh vector copy constructor iterator'
833  0x00019a18 0x1001b218 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
834  0x00019a44 0x1001b244 26  27   .rdata  ascii   `dynamic initializer for '
835  0x00019a60 0x1001b260 32  33   .rdata  ascii   `dynamic atexit destructor for '
836  0x00019a84 0x1001b284 34  35   .rdata  ascii   `vector copy constructor iterator'
837  0x00019aa8 0x1001b2a8 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
838  0x00019ad4 0x1001b2d4 42  43   .rdata  ascii   `managed vector copy constructor iterator'
839  0x00019b00 0x1001b300 27  28   .rdata  ascii   `local static thread guard'
840  0x00019b1c 0x1001b31c 17  18   .rdata  ascii    Type Descriptor'
841  0x00019b30 0x1001b330 27  28   .rdata  ascii    Base Class Descriptor at (
842  0x00019b4c 0x1001b34c 18  19   .rdata  ascii    Base Class Array'
843  0x00019b60 0x1001b360 28  29   .rdata  ascii    Class Hierarchy Descriptor'
844  0x00019b80 0x1001b380 25  26   .rdata  ascii    Complete Object Locator'
845  0x00019b9c 0x1001b39c 11  12   .rdata  ascii   CreateFile2
846  0x00019ba8 0x1001b3a8 7   16   .rdata  utf16le CONOUT$
847  0x00019bb8 0x1001b3b8 12  13   .rdata  ascii   explorer.exe
848  0x00019bc8 0x1001b3c8 12  13   .rdata  ascii   LoadLibraryA
849  0x00019bd8 0x1001b3d8 12  13   .rdata  ascii   kernel32.dll
850  0x00019be8 0x1001b3e8 13  14   .rdata  ascii   \ChromeSearch
851  0x00019bf8 0x1001b3f8 16  17   .rdata  ascii   ChromeSearch.dat
852  0x00019c0c 0x1001b40c 5   6    .rdata  ascii   %s\%s
853  0x00019c14 0x1001b414 21  22   .rdata  ascii   ChromeSearchRealMutex
854  0x00019c30 0x1001b430 16  17   .rdata  ascii   ChromeSearch.klg
855  0x00019c44 0x1001b444 4   5    .rdata  ascii   %s%s
856  0x00019c4c 0x1001b44c 16  17   .rdata  ascii   ChromeSearch.scf
857  0x00019c60 0x1001b460 16  17   .rdata  ascii   ChromeSearch.cif
858  0x00019c74 0x1001b474 16  17   .rdata  ascii   ChromeSearch.lst
859  0x00019c88 0x1001b488 46  47   .rdata  ascii   Microsoft Enhanced Cryptographic Provider v1.0
860  0x00019cc0 0x1001b4c0 39  40   .rdata  ascii   \r\n[%02d/%02d, %02d:%02d:%02d]--[%s]--\r\n
861  0x00019d14 0x1001b514 7   8    .rdata  ascii   COMSPEC
862  0x00019d1c 0x1001b51c 23  24   .rdata  ascii   %s /C systeminfo > "%s"
863  0x00019d34 0x1001b534 7   8    .rdata  ascii   cmd.exe
864  0x00019d3c 0x1001b53c 5   6    .rdata  ascii   COUNT
865  0x00019d44 0x1001b544 7   8    .rdata  ascii   GENERAL
866  0x00019d4c 0x1001b54c 12  13   .rdata  ascii   BLACKLIST-%d
867  0x00019d60 0x1001b560 4   5    .rdata  ascii   FROM
868  0x00019d68 0x1001b568 10  11   .rdata  ascii   ssl_%s.txt
869  0x00019d74 0x1001b574 10  11   .rdata  ascii   %s\SSL.enc
870  0x00019d80 0x1001b580 10  11   .rdata  ascii   %s\SSL.dat
871  0x00019d90 0x1001b590 5   6    .rdata  ascii   %s %s
872  0x00019da0 0x1001b5a0 12  13   .rdata  ascii   filelist.txt
873  0x00019dc0 0x1001b5c0 6   7    .rdata  ascii   EUR_%d
874  0x00019dd8 0x1001b5d8 11  12   .rdata  ascii   %s %s %s %s
875  0x00019de8 0x1001b5e8 20  21   .rdata  ascii   %02d%02d%02d%02d%02d
876  0x00019e00 0x1001b600 12  13   .rdata  ascii   machiens.ocu
877  0x00019e10 0x1001b610 13  14   .rdata  ascii   klg%d%d%d%d%d
878  0x00019e24 0x1001b624 11  12   .rdata  ascii   COMINFO.txt
879  0x00019e30 0x1001b630 7   8    .rdata  ascii   cominfo
880  0x00019e3c 0x1001b63c 24  25   .rdata  ascii   sc%d%02d%02d%02d%02d.jpg
881  0x00019e58 0x1001b658 21  22   .rdata  ascii   img%d%02d%02d%02d%02d
882  0x00019e70 0x1001b670 16  17   .rdata  ascii   ChromeSearch.rem
883  0x00019e84 0x1001b684 22  23   .rdata  ascii   %s\%02d%02d%02d%02d_%s
884  0x00019ea4 0x1001b6a4 19  20   .rdata  ascii   rem%02d%02d%02d%02d
885  0x00019eb8 0x1001b6b8 17  18   .rdata  ascii   RemovableList.txt
886  0x00019ecc 0x1001b6cc 8   9    .rdata  ascii   %s%s.tmp
887  0x00019ed8 0x1001b6d8 7   8    .rdata  ascii   %s0.tmp
888  0x00019ee0 0x1001b6e0 9   10   .rdata  ascii   %s\%s.dat
889  0x00019eec 0x1001b6ec 7   8    .rdata  ascii   %s0.dat
890  0x00019ef4 0x1001b6f4 23  24   .rdata  ascii   %s\rundll32.exe "%s",%s
891  0x00019f0c 0x1001b70c 45  46   .rdata  ascii   SOFTWARE\Microsoft\Windows\CurrentVersion\Run
892  0x00019f44 0x1001b744 9   10   .rdata  ascii   %s_%s%03d
893  0x00019f50 0x1001b750 12  13   .rdata  ascii   Directory of
894  0x00019f60 0x1001b760 13  14   .rdata  ascii   \r\n\r\n%s %s\r\n\r\n
895  0x00019f70 0x1001b770 4   5    .rdata  ascii   %s\*
896  0x00019f78 0x1001b778 44  45   .rdata  ascii   \t%04d-%02d-%02d %02d-%02d\t(%I64d Bytes) %s\r\n
897  0x00019fb0 0x1001b7b0 5   6    .rdata  ascii   <DIR>
898  0x00019fb8 0x1001b7b8 33  34   .rdata  ascii   \t%04d-%02d-%02d %02d-%02d\t%s\t%s\r\n
899  0x00019fe4 0x1001b7e4 29  30   .rdata  ascii   public_html/wmv/20050322/bang
900  0x0001a008 0x1001b808 113 114  .rdata  ascii   Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36
901  0x0001a080 0x1001b880 4   5    .rdata  ascii   TFSu
902  0x0001a098 0x1001b898 9   10   .rdata  ascii   image/bmp
903  0x0001a0a4 0x1001b8a4 10  11   .rdata  ascii   image/jpeg
904  0x0001a0b0 0x1001b8b0 9   10   .rdata  ascii   image/png
905  0x0001a0bc 0x1001b8bc 9   10   .rdata  ascii   image/gif
906  0x0001a0e4 0x1001b8e4 22  23   .rdata  ascii   ct_init: length != 256
907  0x0001a0fc 0x1001b8fc 20  21   .rdata  ascii   ct_init: dist != 256
908  0x0001a114 0x1001b914 24  25   .rdata  ascii   ct_init: 256+dist != 512
909  0x0001a130 0x1001b930 23  24   .rdata  ascii   inconsistent bit counts
910  0x0001a148 0x1001b948 5   6    .rdata  ascii    3_6?
911  0x0001a150 0x1001b950 16  17   .rdata  ascii   not enough codes
912  0x0001a164 0x1001b964 14  15   .rdata  ascii   too many codes
913  0x0001a174 0x1001b974 19  20   .rdata  ascii   bad compressed size
914  0x0001a188 0x1001b988 19  20   .rdata  ascii   ct_tally: bad match
915  0x0001a19c 0x1001b99c 10  11   .rdata  ascii   bad d_code
916  0x0001a1a8 0x1001b9a8 14  15   .rdata  ascii   invalid length
917  0x0001a1b8 0x1001b9b8 49  50   .rdata  ascii   output buffer too small for in-memory compression
918  0x0001a1ec 0x1001b9ec 14  15   .rdata  ascii   bad pack level
919  0x0001a1fc 0x1001b9fc 22  23   .rdata  ascii   insufficient lookahead
920  0x0001a214 0x1001ba14 9   10   .rdata  ascii   no future
921  0x0001a220 0x1001ba20 9   10   .rdata  ascii   wild scan
922  0x0001a22c 0x1001ba2c 8   9    .rdata  ascii   more < 2
923  0x0001a23c 0x1001ba3c 4   5    .rdata  ascii   .zip
924  0x0001a244 0x1001ba44 4   5    .rdata  ascii   .zoo
925  0x0001a24c 0x1001ba4c 4   5    .rdata  ascii   .arc
926  0x0001a254 0x1001ba54 4   5    .rdata  ascii   .lzh
927  0x0001a25c 0x1001ba5c 4   5    .rdata  ascii   .arj
928  0x0001a268 0x1001ba68 4   5    .rdata  ascii   .tgz
929  0x0001a27d 0x1001ba7d 5   6    .rdata  ascii   0\aw,a
930  0x0001a2dc 0x1001badc 4   6    .rdata  utf8    (kdz
931  0x0001a2f9 0x1001baf9 4   5    .rdata  ascii    n;^
932  0x0001a34b 0x1001bb4b 4   6    .rdata  utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
933  0x0001a3ac 0x1001bbac 4   5    .rdata  ascii   -=m\b
934  0x0001a3b9 0x1001bbb9 6   7    .rdata  ascii   Qkkbal
935  0x0001a3f1 0x1001bbf1 4   6    .rdata  utf8    |ӌeL blocks=Basic Latin,Cyrillic
936  0x0001a42f 0x1001bc2f 4   5    .rdata  ascii   3_L\n
937  0x0001a485 0x1001bc85 4   6    .rdata  utf8    ұt9G blocks=Cyrillic,Basic Latin
938  0x0001a4a0 0x1001bca0 4   5    .rdata  ascii   >jm\r
939  0x0001a4a5 0x1001bca5 4   5    .rdata  ascii   Zjz\v
940  0x0001a4c7 0x1001bcc7 4   5    .rdata  ascii   i]Wb
941  0x0001a4d6 0x1001bcd6 4   5    .rdata  ascii   knv\e
942  0x0001a4dd 0x1001bcdd 4   6    .rdata  utf8    +ӉZz blocks=Basic Latin,Cyrillic
943  0x0001a57e 0x1001bd7e 5   8    .rdata  utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
944  0x0001a607 0x1001be07 4   5    .rdata  ascii   9a&g
945  0x0001a610 0x1001be10 4   5    .rdata  ascii   MGiI
946  0x0001a615 0x1001be15 6   8    .rdata  utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
947  0x0001a657 0x1001be57 4   5    .rdata  ascii   #.zf
948  0x0001a665 0x1001be65 4   5    .rdata  ascii   +o*7
949  0x0001a770 0x1001bf70 14  60   .rdata  utf32le \a\a\b\b\t\t\n\n\v\v\f\f\r\r
950  0x0001a82c 0x1001c02c 13  14   .rdata  ascii   bad exception
951  0x0001b4a6 0x1001cca6 25  26   .rdata  ascii   DisableThreadLibraryCalls
952  0x0001b4c2 0x1001ccc2 18  19   .rdata  ascii   GetModuleFileNameA
953  0x0001b4d8 0x1001ccd8 24  25   .rdata  ascii   CreateToolhelp32Snapshot
954  0x0001b4f4 0x1001ccf4 14  15   .rdata  ascii   Process32First
955  0x0001b506 0x1001cd06 13  14   .rdata  ascii   Process32Next
956  0x0001b516 0x1001cd16 11  12   .rdata  ascii   CloseHandle
957  0x0001b524 0x1001cd24 14  15   .rdata  ascii   GetProcAddress
958  0x0001b536 0x1001cd36 16  17   .rdata  ascii   GetModuleHandleA
959  0x0001b54a 0x1001cd4a 11  12   .rdata  ascii   OpenProcess
960  0x0001b558 0x1001cd58 14  15   .rdata  ascii   VirtualAllocEx
961  0x0001b56a 0x1001cd6a 18  19   .rdata  ascii   WriteProcessMemory
962  0x0001b580 0x1001cd80 18  19   .rdata  ascii   CreateRemoteThread
963  0x0001b596 0x1001cd96 19  20   .rdata  ascii   WaitForSingleObject
964  0x0001b5ac 0x1001cdac 12  13   .rdata  ascii   CreateMutexA
965  0x0001b5bc 0x1001cdbc 12  13   .rdata  ascii   GetLastError
966  0x0001b5cc 0x1001cdcc 12  13   .rdata  ascii   GetTempPathA
967  0x0001b5dc 0x1001cddc 12  13   .rdata  ascii   CreateThread
968  0x0001b5ec 0x1001cdec 11  12   .rdata  ascii   DeleteFileA
969  0x0001b5fa 0x1001cdfa 5   6    .rdata  ascii   Sleep
970  0x0001b602 0x1001ce02 12  13   .rdata  ascii   GetLocalTime
971  0x0001b612 0x1001ce12 14  15   .rdata  ascii   CreateProcessA
972  0x0001b624 0x1001ce24 21  22   .rdata  ascii   GetPrivateProfileIntA
973  0x0001b63c 0x1001ce3c 24  25   .rdata  ascii   GetPrivateProfileStringA
974  0x0001b658 0x1001ce58 9   10   .rdata  ascii   CopyFileA
975  0x0001b664 0x1001ce64 26  27   .rdata  ascii   WritePrivateProfileStringA
976  0x0001b682 0x1001ce82 12  13   .rdata  ascii   GetTickCount
977  0x0001b692 0x1001ce92 16  17   .rdata  ascii   GetTempFileNameA
978  0x0001b6a6 0x1001cea6 18  19   .rdata  ascii   SetFileAttributesA
979  0x0001b6bc 0x1001cebc 16  17   .rdata  ascii   GetLogicalDrives
980  0x0001b6d0 0x1001ced0 11  12   .rdata  ascii   CreateFileA
981  0x0001b6de 0x1001cede 19  20   .rdata  ascii   GetSystemDirectoryA
982  0x0001b6f4 0x1001cef4 20  21   .rdata  ascii   GetWindowsDirectoryA
983  0x0001b70c 0x1001cf0c 9   10   .rdata  ascii   WriteFile
984  0x0001b718 0x1001cf18 14  15   .rdata  ascii   FindFirstFileA
985  0x0001b72a 0x1001cf2a 20  21   .rdata  ascii   FileTimeToSystemTime
986  0x0001b742 0x1001cf42 31  32   .rdata  ascii   SystemTimeToTzSpecificLocalTime
987  0x0001b764 0x1001cf64 13  14   .rdata  ascii   FindNextFileA
988  0x0001b774 0x1001cf74 9   10   .rdata  ascii   FindClose
989  0x0001b780 0x1001cf80 13  14   .rdata  ascii   GetDriveTypeA
990  0x0001b790 0x1001cf90 21  22   .rdata  ascii   GetVolumeInformationA
991  0x0001b7a8 0x1001cfa8 19  20   .rdata  ascii   MultiByteToWideChar
992  0x0001b7be 0x1001cfbe 11  12   .rdata  ascii   MoveFileExA
993  0x0001b7cc 0x1001cfcc 26  27   .rdata  ascii   GetFileInformationByHandle
994  0x0001b7ea 0x1001cfea 11  12   .rdata  ascii   GetFileSize
995  0x0001b7f8 0x1001cff8 14  15   .rdata  ascii   SetFilePointer
996  0x0001b80a 0x1001d00a 8   9    .rdata  ascii   ReadFile
997  0x0001b816 0x1001d016 15  16   .rdata  ascii   UnmapViewOfFile
998  0x0001b828 0x1001d028 20  21   .rdata  ascii   SystemTimeToFileTime
999  0x0001b83e 0x1001d03e 12  13   .rdata  ascii   KERNEL32.dll
1000 0x0001b84e 0x1001d04e 11  12   .rdata  ascii   GetKeyState
1001 0x0001b85c 0x1001d05c 19  20   .rdata  ascii   GetForegroundWindow
1002 0x0001b872 0x1001d072 14  15   .rdata  ascii   GetWindowTextA
1003 0x0001b884 0x1001d084 16  17   .rdata  ascii   GetKeyboardState
1004 0x0001b898 0x1001d098 7   8    .rdata  ascii   ToAscii
1005 0x0001b8a2 0x1001d0a2 16  17   .rdata  ascii   GetDesktopWindow
1006 0x0001b8b6 0x1001d0b6 5   6    .rdata  ascii   GetDC
1007 0x0001b8be 0x1001d0be 16  17   .rdata  ascii   GetSystemMetrics
1008 0x0001b8d2 0x1001d0d2 9   10   .rdata  ascii   ReleaseDC
1009 0x0001b8dc 0x1001d0dc 10  11   .rdata  ascii   USER32.dll
1010 0x0001b8ea 0x1001d0ea 18  19   .rdata  ascii   CreateCompatibleDC
1011 0x0001b900 0x1001d100 22  23   .rdata  ascii   CreateCompatibleBitmap
1012 0x0001b91a 0x1001d11a 12  13   .rdata  ascii   SelectObject
1013 0x0001b92a 0x1001d12a 6   7    .rdata  ascii   BitBlt
1014 0x0001b934 0x1001d134 16  17   .rdata  ascii   GetCurrentObject
1015 0x0001b948 0x1001d148 8   9    .rdata  ascii   DeleteDC
1016 0x0001b954 0x1001d154 12  13   .rdata  ascii   DeleteObject
1017 0x0001b962 0x1001d162 9   10   .rdata  ascii   GDI32.dll
1018 0x0001b96e 0x1001d16e 20  21   .rdata  ascii   CryptAcquireContextA
1019 0x0001b986 0x1001d186 14  15   .rdata  ascii   CryptGenRandom
1020 0x0001b998 0x1001d198 15  16   .rdata  ascii   CryptCreateHash
1021 0x0001b9aa 0x1001d1aa 13  14   .rdata  ascii   CryptHashData
1022 0x0001b9ba 0x1001d1ba 14  15   .rdata  ascii   CryptDeriveKey
1023 0x0001b9cc 0x1001d1cc 14  15   .rdata  ascii   CryptImportKey
1024 0x0001b9de 0x1001d1de 12  13   .rdata  ascii   CryptEncrypt
1025 0x0001b9ee 0x1001d1ee 19  20   .rdata  ascii   CryptReleaseContext
1026 0x0001ba04 0x1001d204 15  16   .rdata  ascii   CryptDestroyKey
1027 0x0001ba16 0x1001d216 16  17   .rdata  ascii   CryptDestroyHash
1028 0x0001ba2a 0x1001d22a 13  14   .rdata  ascii   RegOpenKeyExA
1029 0x0001ba3a 0x1001d23a 14  15   .rdata  ascii   RegSetValueExA
1030 0x0001ba4c 0x1001d24c 11  12   .rdata  ascii   RegCloseKey
1031 0x0001ba5a 0x1001d25a 16  17   .rdata  ascii   RegQueryValueExA
1032 0x0001ba6e 0x1001d26e 15  16   .rdata  ascii   RegDeleteValueA
1033 0x0001ba7e 0x1001d27e 12  13   .rdata  ascii   ADVAPI32.dll
1034 0x0001ba8e 0x1001d28e 16  17   .rdata  ascii   SHGetFolderPathA
1035 0x0001baa0 0x1001d2a0 11  12   .rdata  ascii   SHELL32.dll
1036 0x0001baae 0x1001d2ae 24  25   .rdata  ascii   GdipGetImageEncodersSize
1037 0x0001baca 0x1001d2ca 20  21   .rdata  ascii   GdipGetImageEncoders
1038 0x0001bae2 0x1001d2e2 14  15   .rdata  ascii   GdiplusStartup
1039 0x0001baf4 0x1001d2f4 9   10   .rdata  ascii   GdipAlloc
1040 0x0001bb00 0x1001d300 8   9    .rdata  ascii   GdipFree
1041 0x0001bb0c 0x1001d30c 27  28   .rdata  ascii   GdipCreateBitmapFromHBITMAP
1042 0x0001bb2a 0x1001d32a 14  15   .rdata  ascii   GdipCloneImage
1043 0x0001bb3c 0x1001d33c 16  17   .rdata  ascii   GdipDisposeImage
1044 0x0001bb50 0x1001d350 19  20   .rdata  ascii   GdipSaveImageToFile
1045 0x0001bb66 0x1001d366 15  16   .rdata  ascii   GdiplusShutdown
1046 0x0001bb76 0x1001d376 11  12   .rdata  ascii   gdiplus.dll
1047 0x0001bb84 0x1001d384 15  16   .rdata  ascii   PathFileExistsA
1048 0x0001bb94 0x1001d394 11  12   .rdata  ascii   SHLWAPI.dll
1049 0x0001bba2 0x1001d3a2 25  26   .rdata  ascii   InternetGetConnectedState
