[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3123 0x00032d56 0x00435356 4   5    .rsrc   ascii   \ov\f
3124 0x00032da5 0x004353a5 4   5    .rsrc   ascii   mp\tx
3125 0x00032db1 0x004353b1 5   6    .rsrc   ascii   9|\b_L
3126 0x00032df8 0x004353f8 4   5    .rsrc   ascii   ~\a0]
3127 0x00032e2c 0x0043542c 4   6    .rsrc   utf8    V9ڥw blocks=Basic Latin,Arabic
3128 0x00032e38 0x00435438 5   6    .rsrc   ascii   ZPOzE
3129 0x00032e84 0x00435484 4   6    .rsrc   utf8    |\bߚz blocks=Basic Latin,NKo
3130 0x00032e8d 0x0043548d 6   7    .rsrc   ascii   Y^7U$S
3131 0x00032ec5 0x004354c5 4   5    .rsrc   ascii   mpOH
3132 0x00032edb 0x004354db 4   5    .rsrc   ascii   ^\p~
3133 0x00032ef3 0x004354f3 4   6    .rsrc   utf8    DS҃D blocks=Basic Latin,Cyrillic
3134 0x00032efd 0x004354fd 4   5    .rsrc   ascii   9M$\v
3135 0x00032f66 0x00435566 4   5    .rsrc   ascii   Lo|^
3136 0x00032f88 0x00435588 5   6    .rsrc   ascii   Oj8\b2
3137 0x00032fa3 0x004355a3 5   6    .rsrc   ascii   jW9JB
3138 0x00033001 0x00435601 4   6    .rsrc   utf8    '\rjڙ blocks=Basic Latin,Arabic
3139 0x00033044 0x00435644 6   7    .rsrc   ascii   }$G3M$
3140 0x00033084 0x00435684 4   5    .rsrc   ascii   |\b$n
3141 0x0003308e 0x0043568e 5   6    .rsrc   ascii   \bYn7L
3142 0x000330ec 0x004356ec 7   10   .rsrc   utf8    /7D輪\a;z blocks=Basic Latin,CJK Unified Ideographs
3143 0x00033133 0x00435733 4   5    .rsrc   ascii   nt\ax
3144 0x0003314f 0x0043574f 4   5    .rsrc   ascii   e\t|>
3145 0x0003315d 0x0043575d 5   8    .rsrc   utf8    u#1L臖 blocks=Basic Latin,CJK Unified Ideographs
3146 0x00033254 0x00435854 5   7    .rsrc   utf8    bEݵb= blocks=Basic Latin,Arabic Supplement
3147 0x000332ba 0x004358ba 5   6    .rsrc   ascii   OYDn}
3148 0x000332cb 0x004358cb 4   5    .rsrc   ascii   Eg6\
3149 0x00033309 0x00435909 4   8    .rsrc   utf8    e箉eӮ blocks=Basic Latin,CJK Unified Ideographs,Cyrillic
3150 0x0003331d 0x0043591d 4   6    .rsrc   utf8    }ˮt! blocks=Basic Latin,Spacing Modifier Letters
3151 0x00033329 0x00435929 4   5    .rsrc   ascii   \r/7\n
3152 0x000333af 0x004359af 4   5    .rsrc   ascii   jW1L
3153 0x000333b9 0x004359b9 4   5    .rsrc   ascii   =Yj7
3154 0x000333fc 0x004359fc 6   7    .rsrc   ascii   1E?#p3
3155 0x0003340f 0x00435a0f 10  11   .rsrc   ascii   \b-jT\bPj%\b\t
3156 0x00033460 0x00435a60 4   6    .rsrc   utf8    bQ;b blocks=Basic Latin,Greek and Coptic
3157 0x0003348f 0x00435a8f 18  19   .rsrc   ascii   j~\b@jC\bTj1\b-jC\b%j7
3158 0x000334bf 0x00435abf 4   5    .rsrc   ascii   }>uL
3159 0x0003353f 0x00435b3f 5   6    .rsrc   ascii   \a\aj;)
3160 0x000335d4 0x00435bd4 4   5    .rsrc   ascii   [\rZV
3161 0x0003365d 0x00435c5d 4   5    .rsrc   ascii   3w"\v
3162 0x0003367c 0x00435c7c 4   6    .rsrc   utf8    w'Lج blocks=Basic Latin,Arabic
3163 0x000336ed 0x00435ced 4   5    .rsrc   ascii   uGNI
3164 0x000336f5 0x00435cf5 4   5    .rsrc   ascii   PgoL
3165 0x00033735 0x00435d35 4   5    .rsrc   ascii   PgoL
3166 0x0003376c 0x00435d6c 7   8    .rsrc   ascii   w!!3w"\v
3167 0x0003377e 0x00435d7e 4   5    .rsrc   ascii   Y0 !
3168 0x000337f5 0x00435df5 4   5    .rsrc   ascii   3w!\v
3169 0x00033825 0x00435e25 5   7    .rsrc   utf8    }ӮsW] blocks=Basic Latin,Cyrillic
3170 0x00033990 0x00435f90 7   10   .rsrc   utf8    /'D伩\a;z blocks=Basic Latin,CJK Unified Ideographs
3171 0x000339c2 0x00435fc2 7   8    .rsrc   ascii   \bsF\b\tj7
3172 0x00033a7b 0x0043607b 4   5    .rsrc   ascii   M[-m
3173 0x00033b6f 0x0043616f 4   5    .rsrc   ascii   Ec+t
3174 0x00033bf1 0x004361f1 4   5    .rsrc   ascii   j` L
3175 0x00033c07 0x00436207 6   7    .rsrc   ascii   mt dn}
3176 0x00033c7b 0x0043627b 6   7    .rsrc   ascii   MC9\\b\f
3177 0x00033c82 0x00436282 5   6    .rsrc   ascii   \au:9L
3178 0x00033cc4 0x004362c4 5   6    .rsrc   ascii   \tu11t
3179 0x00033ce0 0x004362e0 4   5    .rsrc   ascii   |\bDn
3180 0x00033ce5 0x004362e5 4   6    .rsrc   utf8    bͭ\bY blocks=Basic Latin,Combining Diacritical Marks
3181 0x00033d08 0x00436308 5   6    .rsrc   ascii   |\fO:6
3182 0x00033d7b 0x0043637b 4   5    .rsrc   ascii   Eg5L
3183 0x00033dad 0x004363ad 4   5    .rsrc   ascii   \t\b\f7
3184 0x00033e7f 0x0043647f 4   5    .rsrc   ascii   MO-u
3185 0x00033f09 0x00436509 4   5    .rsrc   ascii   EkpL
3186 0x00033f2b 0x0043652b 4   5    .rsrc   ascii   j\t|.
3187 0x00033f9b 0x0043659b 4   5    .rsrc   ascii   j5M)
3188 0x00033fd0 0x004365d0 4   5    .rsrc   ascii   \bY^+
3189 0x00033fec 0x004365ec 4   5    .rsrc   ascii   K\f8+
3190 0x0003401a 0x0043661a 5   6    .rsrc   ascii   O9D\b(
3191 0x0003419a 0x0043679a 4   8    .rsrc   utf8    㺅\t}G blocks=CJK Unified Ideographs Extension A,Basic Latin
3192 0x00034205 0x00436805 4   5    .rsrc   ascii   E_.t
3193 0x00034233 0x00436833 4   5    .rsrc   ascii   Pc7L
3194 0x00034347 0x00436947 4   5    .rsrc   ascii   j7M)
3195 0x0003439c 0x0043699c 6   9    .rsrc   utf8    bCݵb]ͭ blocks=Basic Latin,Arabic Supplement,Combining Diacritical Marks
3196 0x00034450 0x00436a50 4   6    .rsrc   utf8    ;'Lܴ blocks=Basic Latin,Syriac
3197 0x0003445b 0x00436a5b 4   6    .rsrc   utf8    }ײ|\b blocks=Basic Latin,Hebrew
3198 0x0003447f 0x00436a7f 4   5    .rsrc   ascii   Ek)A
3199 0x00034499 0x00436a99 8   9    .rsrc   ascii   E{)A\b_kP
3200 0x000344b1 0x00436ab1 5   6    .rsrc   ascii   E\v}y\f
3201 0x000344ba 0x00436aba 5   7    .rsrc   utf8    7ׁM\v\t blocks=Basic Latin,Hebrew
3202 0x000344fb 0x00436afb 9   10   .rsrc   ascii   \a"jN\bNj7}
3203 0x00034538 0x00436b38 4   5    .rsrc   ascii   w'D\b
3204 0x00034593 0x00436b93 4   5    .rsrc   ascii   /t\f7
3205 0x000345a3 0x00436ba3 6   7    .rsrc   ascii   y\tt?)|
3206 0x00034622 0x00436c22 5   6    .rsrc   ascii   ;j7'L
3207 0x0003468e 0x00436c8e 4   5    .rsrc   ascii   7y|\b
3208 0x000346f0 0x00436cf0 4   6    .rsrc   utf8    ١C!\n blocks=Arabic,Basic Latin
3209 0x00034718 0x00436d18 5   7    .rsrc   utf8    7-4x,
3210 0x00034774 0x00436d74 7   8    .rsrc   ascii   :z\t|<w|
3211 0x00034793 0x00436d93 5   6    .rsrc   ascii   wP3we
3212 0x000347c0 0x00436dc0 5   6    .rsrc   ascii   OYdn}
3213 0x000347de 0x00436dde 4   5    .rsrc   ascii   7#L\b
3214 0x000347f5 0x00436df5 4   5    .rsrc   ascii   P\v%L
3215 0x000347fc 0x00436dfc 4   5    .rsrc   ascii   dn}\b
3216 0x00034843 0x00436e43 4   5    .rsrc   ascii   #dn}
3217 0x00034887 0x00436e87 4   5    .rsrc   ascii   xcW\r
3218 0x000348a9 0x00436ea9 4   5    .rsrc   ascii   h,$\t
3219 0x000348b5 0x00436eb5 4   5    .rsrc   ascii   u+u|
3220 0x000348d8 0x00436ed8 14  15   .rsrc   ascii   b7D|_jN\b\ej6\b[V
3221 0x0003491b 0x00436f1b 4   5    .rsrc   ascii   iw\t\v
3222 0x00034920 0x00436f20 4   8    .rsrc   utf8    7იӯ\b blocks=Basic Latin,Georgian,Cyrillic
3223 0x00034937 0x00436f37 5   6    .rsrc   ascii   tf(<(
3224 0x0003493f 0x00436f3f 4   5    .rsrc   ascii   i)\v\v
3225 0x00034954 0x00436f54 6   7    .rsrc   ascii   gs|\bDn
3226 0x000349d1 0x00436fd1 6   7    .rsrc   ascii   uCs|\b\b
3227 0x000349f1 0x00436ff1 5   6    .rsrc   ascii   \b:jms
3228 0x00034a13 0x00437013 4   5    .rsrc   ascii   \rW\e\n
3229 0x00034a4e 0x0043704e 5   6    .rsrc   ascii   {1 p\t
3230 0x00034a5f 0x0043705f 4   5    .rsrc   ascii   t'iL
3231 0x00034a85 0x00437085 4   5    .rsrc   ascii   tGiL
3232 0x00034abd 0x004370bd 7   8    .rsrc   ascii   u3q|\b8^
3233 0x00034af7 0x004370f7 4   5    .rsrc   ascii   \f\fXv
3234 0x00034b02 0x00437102 4   5    .rsrc   ascii   ^VOV
3235 0x00034b13 0x00437113 4   5    .rsrc   ascii   t=#L
3236 0x00034bbd 0x004371bd 4   5    .rsrc   ascii   ]O%T
3237 0x00034c08 0x00437208 5   6    .rsrc   ascii   76H\f7
3238 0x00034c19 0x00437219 6   9    .rsrc   utf8    n|\b煕S7 blocks=Basic Latin,CJK Unified Ideographs
3239 0x00034c6c 0x0043726c 5   6    .rsrc   ascii   \bY,q|
3240 0x00034d47 0x00437347 8   9    .rsrc   ascii   E?\fW[np\
3241 0x00034d5d 0x0043735d 6   8    .rsrc   utf8    <Ю\bYn1 blocks=Basic Latin,Cyrillic
3242 0x00034e09 0x00437409 4   5    .rsrc   ascii   sM$\f
3243 0x00034e1e 0x0043741e 4   5    .rsrc   ascii   \P\rk
3244 0x00034e5d 0x0043745d 7   8    .rsrc   ascii   u--E$+i
3245 0x00034e70 0x00437470 12  13   .rsrc   ascii   \bYg;U$+7M$'V
3246 0x00034ebb 0x004374bb 4   5    .rsrc   ascii   ;M$G
3247 0x00034ec1 0x004374c1 4   5    .rsrc   ascii   POv%
3248 0x00034ec6 0x004374c6 4   5    .rsrc   ascii   7;M$
3249 0x00034eda 0x004374da 4   7    .rsrc   utf8    <Pdn
3250 0x00034ef2 0x004374f2 6   7    .rsrc   ascii   ,0gi|\b
3251 0x00034f03 0x00437503 7   8    .rsrc   ascii   u*qM$Ch
3252 0x00034f12 0x00437512 5   6    .rsrc   ascii   YVO~#
3253 0x00034f55 0x00437555 4   6    .rsrc   utf8    Qͱ]P blocks=Basic Latin,Greek and Coptic
3254 0x00034f5f 0x0043755f 5   6    .rsrc   ascii   5M$kV
3255 0x00034f86 0x00437586 4   6    .rsrc   utf8    bˁD\e blocks=Basic Latin,Spacing Modifier Letters
3256 0x00034f90 0x00437590 6   7    .rsrc   ascii   \bSd5M$
3257 0x00034fac 0x004375ac 8   9    .rsrc   ascii   \b\b7g}$?g
3258 0x00034fbe 0x004375be 4   5    .rsrc   ascii   \a9M$
3259 0x00034fcd 0x004375cd 4   5    .rsrc   ascii   nP@^
3260 0x0003500c 0x0043760c 4   5    .rsrc   ascii   g9M$
3261 0x0003501c 0x0043761c 6   7    .rsrc   ascii   7g|\b\aV
3262 0x00035042 0x00437642 5   6    .rsrc   ascii   t\a"w"
3263 0x00035062 0x00437662 5   6    .rsrc   ascii   GVWK7
3264 0x000350f2 0x004376f2 4   5    .rsrc   ascii   KS\b}
3265 0x00035113 0x00437713 4   5    .rsrc   ascii   \f\fq|
3266 0x0003511b 0x0043771b 6   7    .rsrc   ascii   \agV*C7
3267 0x00035160 0x00437760 7   8    .rsrc   ascii   \b3\f2M$K
3268 0x00035185 0x00437785 5   6    .rsrc   ascii   }G7~\f
3269 0x000351b3 0x004377b3 4   5    .rsrc   ascii   U|C7
3270 0x000351dd 0x004377dd 4   5    .rsrc   ascii   UDC7
3271 0x000351f6 0x004377f6 4   5    .rsrc   ascii   \auuW
3272 0x00035213 0x00437813 5   6    .rsrc   ascii   YnW\aS
3273 0x0003521c 0x0043781c 5   6    .rsrc   ascii   dVCK6
3274 0x00035227 0x00437827 7   8    .rsrc   ascii   y:kM$3a
3275 0x00035242 0x00437842 4   5    .rsrc   ascii   70}\b
3276 0x00035250 0x00437850 4   5    .rsrc   ascii   ,0\aV
3277 0x00035256 0x00437856 4   5    .rsrc   ascii   PbPj
3278 0x00035272 0x00437872 4   6    .rsrc   utf8    \]}[
3279 0x0003529a 0x0043789a 4   5    .rsrc   ascii   '3M$
3280 0x000352ff 0x004378ff 4   5    .rsrc   ascii   t8-,
3281 0x00035324 0x00437924 4   5    .rsrc   ascii   7\aIP
3282 0x00035346 0x00437946 5   6    .rsrc   ascii   <i|Hp
3283 0x0003535d 0x0043795d 4   5    .rsrc   ascii   ^\fh~
3284 0x00035371 0x00437971 4   5    .rsrc   ascii   Cu6M
3285 0x0003537e 0x0043797e 6   7    .rsrc   ascii   r^YWh_
3286 0x000353ba 0x004379ba 5   6    .rsrc   ascii   V[~k\
3287 0x00035485 0x00437a85 4   5    .rsrc   ascii   \rWE\n
3288 0x000355d2 0x00437bd2 4   5    .rsrc   ascii   ,8@#
3289 0x000355e5 0x00437be5 8   9    .rsrc   ascii   $M$#F>I7
3290 0x00035618 0x00437c18 4   6    .rsrc   utf8    7Fզ7 blocks=Basic Latin,Armenian
3291 0x0003562c 0x00437c2c 6   7    .rsrc   ascii   \bQ0#E$
3292 0x00035634 0x00437c34 15  16   .rsrc   ascii   ]P\t[}$S%M$gF9H7
3293 0x00035651 0x00437c51 5   7    .rsrc   utf8    j6ư\v7 blocks=Basic Latin,Latin Extended-B
3294 0x000356b9 0x00437cb9 4   5    .rsrc   ascii   o\ajk
3295 0x000356c8 0x00437cc8 7   8    .rsrc   ascii   v']$S7P
3296 0x000356e2 0x00437ce2 5   6    .rsrc   ascii   , O9,
3297 0x00035749 0x00437d49 6   7    .rsrc   ascii   Q@!E$W
3298 0x00035754 0x00437d54 7   8    .rsrc   ascii    Q(!E$'
3299 0x0003576b 0x00437d6b 4   5    .rsrc   ascii   X}$\a
3300 0x00035796 0x00437d96 4   5    .rsrc   ascii   7)M$
3301 0x000357ba 0x00437dba 4   6    .rsrc   utf8    \bhƣ\b blocks=Basic Latin,Latin Extended-B
3302 0x000357e0 0x00437de0 4   5    .rsrc   ascii   ;%}$
3303 0x00035806 0x00437e06 7   8    .rsrc   ascii   \bY~)M$[
3304 0x000358f3 0x00437ef3 6   8    .rsrc   utf8    u;FƇ@U blocks=Basic Latin,Latin Extended-B
3305 0x00035900 0x00437f00 4   5    .rsrc   ascii   lq|\b
3306 0x00035913 0x00437f13 4   5    .rsrc   ascii   U|\b\b
3307 0x000359e7 0x00437fe7 4   5    .rsrc   ascii   uoS|
3308 0x00035a43 0x00438043 10  11   .rsrc   ascii   RY4dnV[~n\
3309 0x00035a79 0x00438079 4   5    .rsrc   ascii   u'!L
3310 0x00035a8f 0x0043808f 4   5    .rsrc   ascii   u3F$
3311 0x00035b2a 0x0043812a 5   6    .rsrc   ascii   GFu.7
3312 0x00035b37 0x00438137 5   6    .rsrc   ascii   %|\b_v
3313 0x00035b62 0x00438162 5   6    .rsrc   ascii   R-t\b7
3314 0x00035b74 0x00438174 6   7    .rsrc   ascii   \bt/%L\f
3315 0x00035bac 0x004381ac 4   5    .rsrc   ascii   $nI]
3316 0x00035bc4 0x004381c4 5   6    .rsrc   ascii   /+t\f7
3317 0x00035bcf 0x004381cf 4   5    .rsrc   ascii   \r{>\n
3318 0x00035c09 0x00438209 6   7    .rsrc   ascii   u'O|\f0
3319 0x00035c2c 0x0043822c 5   6    .rsrc   ascii   \bt8+,
3320 0x00035c4d 0x0043824d 5   6    .rsrc   ascii   uGO|\f
3321 0x00035c69 0x00438269 4   5    .rsrc   ascii   j7O|
3322 0x00035c93 0x00438293 4   5    .rsrc   ascii   t@M|
3323 0x00035cb3 0x004382b3 4   5    .rsrc   ascii   uCM|
3324 0x00035cc5 0x004382c5 4   5    .rsrc   ascii   1t\f7
3325 0x00035ccf 0x004382cf 5   6    .rsrc   ascii   uGM|\b
3326 0x00035d01 0x00438301 4   5    .rsrc   ascii   u/M|
3327 0x00035d1d 0x0043831d 4   5    .rsrc   ascii   u?M|
3328 0x00035d42 0x00438342 5   6    .rsrc   ascii   g9L\b4
3329 0x00035d71 0x00438371 5   6    .rsrc   ascii   uCM|\b
3330 0x00035d87 0x00438387 6   7    .rsrc   ascii   u#M|\f@
3331 0x00035dda 0x004383da 5   6    .rsrc   ascii   \bu5W-
3332 0x00035de2 0x004383e2 6   7    .rsrc   ascii   \btBK|\f
3333 0x00035df5 0x004383f5 4   5    .rsrc   ascii   uKK|
3334 0x00035e1a 0x0043841a 4   5    .rsrc   ascii   k-t\f
3335 0x00035e25 0x00438425 4   5    .rsrc   ascii   }Cn\t
3336 0x00035e5d 0x0043845d 4   5    .rsrc   ascii   u3K|
3337 0x00035e7c 0x0043847c 5   6    .rsrc   ascii   [J|\f`
3338 0x00035e84 0x00438484 4   7    .rsrc   utf8    ⵁE'K blocks=Tifinagh,Basic Latin
3339 0x00035ea0 0x004384a0 4   5    .rsrc   ascii   GI| 
3340 0x00035eab 0x004384ab 4   5    .rsrc   ascii   u#I|
3341 0x00035ec3 0x004384c3 4   5    .rsrc   ascii   h4h\t
3342 0x00035edb 0x004384db 6   7    .rsrc   ascii   u?V5v7
3343 0x00035ef5 0x004384f5 4   5    .rsrc   ascii   u\eI|
3344 0x00035f01 0x00438501 7   8    .rsrc   ascii   u3I|\bOa
3345 0x00035f22 0x00438522 5   6    .rsrc   ascii    V*@7
3346 0x00035fa0 0x004385a0 4   5    .rsrc   ascii   Dk0E
3347 0x00035fe2 0x004385e2 5   6    .rsrc   ascii   \bY\[v
3348 0x00036005 0x00438605 4   5    .rsrc   ascii   u1\rI
3349 0x00036014 0x00438614 4   5    .rsrc   ascii   \bj63
3350 0x00036034 0x00438634 7   8    .rsrc   ascii   ]j-oM$#
3351 0x00036044 0x00438644 6   7    .rsrc   ascii   Oj45M$
3352 0x0003608a 0x0043868a 5   6    .rsrc   ascii   ,<OH7
3353 0x00036090 0x00438690 4   5    .rsrc   ascii   73O\b
3354 0x000360a0 0x004386a0 4   5    .rsrc   ascii   GE?h
3355 0x000360e6 0x004386e6 8   10   .rsrc   utf8    \aE}$CVа7 blocks=Basic Latin,Cyrillic
3356 0x000360f8 0x004386f8 5   6    .rsrc   ascii   \rj6WU
3357 0x00036101 0x00438701 4   5    .rsrc   ascii   F?1q
3358 0x00036108 0x00438708 5   6    .rsrc   ascii   mj&E<
3359 0x00036141 0x00438741 6   7    .rsrc   ascii   3\flM$ 
3360 0x00036158 0x00438758 4   5    .rsrc   ascii   TPME
3361 0x00036161 0x00438761 4   5    .rsrc   ascii   zXj7
3362 0x00036183 0x00438783 4   5    .rsrc   ascii   F?Ey
3363 0x0003619b 0x0043879b 4   5    .rsrc   ascii   PO~~
3364 0x000361a8 0x004387a8 4   7    .rsrc   utf8    Gާ ȯ blocks=Basic Latin,Thaana,Latin Extended-B
3365 0x000361d6 0x004387d6 5   6    .rsrc   ascii   \bYn7U
3366 0x000361e1 0x004387e1 6   7    .rsrc   ascii   u2\a]J4
3367 0x000361e9 0x004387e9 11  12   .rsrc   ascii   v;C}$WC}$WV
3368 0x0003621c 0x0043881c 4   5    .rsrc   ascii   \fP@|
3369 0x00036228 0x00438828 4   5    .rsrc   ascii   \b3(7
3370 0x00036236 0x00438836 5   7    .rsrc   utf8    Ív3V blocks=Basic Latin,Combining Diacritical Marks
3371 0x0003625f 0x0043885f 4   6    .rsrc   utf8    y(ہD blocks=Basic Latin,Arabic
3372 0x000362a7 0x004388a7 4   5    .rsrc   ascii   M'8L
3373 0x000362ae 0x004388ae 5   6    .rsrc   ascii   \au{5L
3374 0x000362c3 0x004388c3 4   5    .rsrc   ascii   tD5D
3375 0x0003637d 0x0043897d 4   5    .rsrc   ascii   WJ;h
3376 0x00036383 0x00438983 6   7    .rsrc   ascii   jQVD07
3377 0x00036398 0x00438998 4   5    .rsrc   ascii   _@}Z
3378 0x000363d1 0x004389d1 4   5    .rsrc   ascii   Cu6M
3379 0x000363de 0x004389de 5   6    .rsrc   ascii   zJYj7
3380 0x0003642d 0x00438a2d 4   6    .rsrc   utf8    g½\fS blocks=Basic Latin,Latin-1 Supplement
3381 0x0003643c 0x00438a3c 5   6    .rsrc   ascii   t\aRo"
3382 0x000364d1 0x00438ad1 4   5    .rsrc   ascii   uCFY
3383 0x000364ec 0x00438aec 5   6    .rsrc   ascii   YV`)4
3384 0x00036579 0x00438b79 4   5    .rsrc   ascii   Iz3w
3385 0x000365a2 0x00438ba2 4   5    .rsrc   ascii   \fjSH
3386 0x000365d8 0x00438bd8 13  14   .rsrc   ascii   bQ]xb%Mwb!Mwb
3387 0x000365ef 0x00438bef 5   6    .rsrc   ascii   nV^\e
3388 0x00036611 0x00438c11 4   5    .rsrc   ascii   uUw3
3389 0x000366b2 0x00438cb2 5   6    .rsrc   ascii   b\nO}9
3390 0x000366b8 0x00438cb8 4   5    .rsrc   ascii   7%|\b
3391 0x0003672a 0x00438d2a 4   6    .rsrc   utf8    7%уs blocks=Basic Latin,Cyrillic
3392 0x00036743 0x00438d43 5   6    .rsrc   ascii   F/9y\f
3393 0x000367f5 0x00438df5 4   5    .rsrc   ascii   u+Ff
3394 0x00036817 0x00438e17 7   8    .rsrc   ascii   v\bt2#D 
3395 0x0003686c 0x00438e6c 5   6    .rsrc   ascii   Dk2D\e
3396 0x000368be 0x00438ebe 5   6    .rsrc   ascii   7#<xG
3397 0x00036921 0x00438f21 6   7    .rsrc   ascii   t<#M$K
3398 0x00036930 0x00438f30 4   6    .rsrc   utf8    X{ȗ4 blocks=Basic Latin,Latin Extended-B
3399 0x0003696d 0x00438f6d 4   6    .rsrc   utf8    JTÂ) blocks=Basic Latin,Latin-1 Supplement
3400 0x000369b6 0x00438fb6 4   5    .rsrc   ascii   $q2D
3401 0x000369bc 0x00438fbc 5   7    .rsrc   utf8    u0ë1L blocks=Basic Latin,Latin-1 Supplement
3402 0x000369ee 0x00438fee 5   8    .rsrc   utf8    M4Q鞮\b blocks=Basic Latin,CJK Unified Ideographs
3403 0x00036a3f 0x0043903f 4   5    .rsrc   ascii   P@\Y
3404 0x00036a65 0x00439065 6   7    .rsrc   ascii   =PY,?u
3405 0x00036a7a 0x0043907a 5   6    .rsrc   ascii   \bYn3<
3406 0x00036ac8 0x004390c8 7   8    .rsrc   ascii   $j?F,)7
3407 0x00036ae0 0x004390e0 4   5    .rsrc   ascii   jj7%
3408 0x00036af2 0x004390f2 6   7    .rsrc   ascii   tE\ej.F
3409 0x00036b0d 0x0043910d 4   6    .rsrc   utf8    jHуu blocks=Basic Latin,Cyrillic
3410 0x00036b13 0x00439113 4   5    .rsrc   ascii   F-57
3411 0x00036b4b 0x0043914b 5   7    .rsrc   utf8    ]''tؾ blocks=Basic Latin,Arabic
3412 0x00036b57 0x00439157 4   5    .rsrc   ascii   ]\v'T
3413 0x00036b6c 0x0043916c 7   8    .rsrc   ascii   r5\fuG#D
3414 0x00036bab 0x004391ab 4   5    .rsrc   ascii   ELM7
3415 0x00036c2e 0x0043922e 5   6    .rsrc   ascii   \r3wE[
3416 0x00036c89 0x00439289 4   8    .rsrc   utf8    $L记܃ blocks=Basic Latin,CJK Unified Ideographs,Syriac
3417 0x00036c94 0x00439294 5   6    .rsrc   ascii   *>\tvN
3418 0x00036ca1 0x004392a1 5   8    .rsrc   utf8    jW/|ȸ blocks=Basic Latin,Latin Extended-B
3419 0x00036cc3 0x004392c3 4   5    .rsrc   ascii   Pc H
3420 0x00036d03 0x00439303 4   6    .rsrc   utf8    7LԼs blocks=Basic Latin,Armenian
3421 0x00036d09 0x00439309 4   5    .rsrc   ascii   HgO)
3422 0x00036d36 0x00439336 7   8    .rsrc   ascii   b 4!_WO
3423 0x00036d83 0x00439383 4   8    .rsrc   utf8    t:9D
3424 0x00036db4 0x004393b4 5   6    .rsrc   ascii   b\v_s.
3425 0x00036ddb 0x004393db 5   6    .rsrc   ascii   +y\f0d
3426 0x00036e3b 0x0043943b 4   5    .rsrc   ascii   C\aM)
3427 0x00036e4a 0x0043944a 4   5    .rsrc   ascii   \bt8+
3428 0x00036e7c 0x0043947c 4   5    .rsrc   ascii   75JX
3429 0x00036eaa 0x004394aa 4   5    .rsrc   ascii   75Jd
3430 0x0003700a 0x0043960a 6   10   .rsrc   utf8    \bYءɴV\t blocks=Basic Latin,Arabic,IPA Extensions
3431 0x0003703a 0x0043963a 5   6    .rsrc   ascii   b^\rm]
3432 0x0003712e 0x0043972e 5   6    .rsrc   ascii   b\\rn]
3433 0x00037253 0x00439853 6   7    .rsrc   ascii   uO5H\fP
3434 0x0003726b 0x0043986b 4   5    .rsrc   ascii   u'5H
3435 0x00037318 0x00439918 4   5    .rsrc   ascii   +!y\b
3436 0x0003732b 0x0043992b 5   7    .rsrc   utf8    P[5Ѿ4 blocks=Basic Latin,Cyrillic
3437 0x00037407 0x00439a07 4   5    .rsrc   ascii   F{wX
3438 0x0003741b 0x00439a1b 4   5    .rsrc   ascii   FowX
3439 0x0003743f 0x00439a3f 4   5    .rsrc   ascii   w45L
3440 0x0003745f 0x00439a5f 4   5    .rsrc   ascii   Ec~b
3441 0x00037475 0x00439a75 4   5    .rsrc   ascii   F{wX
3442 0x0003747f 0x00439a7f 4   5    .rsrc   ascii   g\Wg
3443 0x00037489 0x00439a89 6   9    .rsrc   utf8    F_wX螦\b blocks=Basic Latin,CJK Unified Ideographs
3444 0x0003749d 0x00439a9d 6   9    .rsrc   utf8    FgwX躦\b blocks=Basic Latin,CJK Unified Ideographs
3445 0x000374d0 0x00439ad0 4   5    .rsrc   ascii   \fjq}
3446 0x00037502 0x00439b02 4   5    .rsrc   ascii   \fj7~
3447 0x0003751e 0x00439b1e 4   6    .rsrc   utf8    0;cك blocks=Basic Latin,Arabic
3448 0x000375b0 0x00439bb0 5   6    .rsrc   ascii   ^hqP\t
3449 0x000375c3 0x00439bc3 4   6    .rsrc   utf8    \ta\vm
3450 0x000376eb 0x00439ceb 4   5    .rsrc   ascii   P_Y!
3451 0x000376f0 0x00439cf0 4   5    .rsrc   ascii   7ubE
3452 0x0003777a 0x00439d7a 6   7    .rsrc   ascii   #+M$W~
3453 0x00037834 0x00439e34 5   7    .rsrc   utf8    r"YW!
3454 0x00037877 0x00439e77 4   5    .rsrc   ascii   t/}C
3455 0x0003788d 0x00439e8d 4   5    .rsrc   ascii   u\eME
3456 0x000378a6 0x00439ea6 5   6    .rsrc   ascii   7-t\b5
3457 0x000378ee 0x00439eee 4   5    .rsrc   ascii   p`(2
3458 0x00037955 0x00439f55 4   5    .rsrc   ascii   \rW=\n
3459 0x0003796e 0x00439f6e 5   6    .rsrc   ascii   7)D\b4
3460 0x000379a1 0x00439fa1 4   6    .rsrc   utf8    ;ؚ\rj blocks=Basic Latin,Arabic
3461 0x000379c2 0x00439fc2 4   5    .rsrc   ascii   f~^S
3462 0x00037a13 0x0043a013 4   5    .rsrc   ascii   u/|X
3463 0x00037a27 0x0043a027 6   7    .rsrc   ascii   uG!\r{_
3464 0x00037a96 0x0043a096 5   6    .rsrc   ascii   7!L\bg
3465 0x00037b71 0x0043a171 4   5    .rsrc   ascii   uG'|
