[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3466 0x00037b7f 0x0043a17f 7   11   .rsrc   utf8    ׁEKnX諯\b blocks=Hebrew,Basic Latin,CJK Unified Ideographs
3467 0x00037c07 0x0043a207 4   5    .rsrc   ascii   t:n1
3468 0x00037c23 0x0043a223 4   5    .rsrc   ascii   t+$\v
3469 0x00037c28 0x0043a228 4   5    .rsrc   ascii   6eBK
3470 0x00037c3e 0x0043a23e 4   5    .rsrc   ascii   )mAu
3471 0x00037c5a 0x0043a25a 7   9    .rsrc   utf8    +Ӊ 7#L\f blocks=Basic Latin,Cyrillic
3472 0x00037c7c 0x0043a27c 4   5    .rsrc   ascii   Xj7x
3473 0x00037c96 0x0043a296 4   6    .rsrc   utf8    GpSÍ blocks=Basic Latin,Latin-1 Supplement
3474 0x00037cbb 0x0043a2bb 6   7    .rsrc   ascii   M/#L\f\f
3475 0x00037cfd 0x0043a2fd 4   5    .rsrc   ascii   g\nW\a
3476 0x00037d4d 0x0043a34d 4   5    .rsrc   ascii   E/\rD
3477 0x00037da6 0x0043a3a6 5   6    .rsrc   ascii   #9D\bD
3478 0x00037dc4 0x0043a3c4 4   5    .rsrc   ascii   G9L\b
3479 0x00037dcb 0x0043a3cb 6   8    .rsrc   utf8    e˭YVh9 blocks=Basic Latin,Spacing Modifier Letters
3480 0x00037e0b 0x0043a40b 5   6    .rsrc   ascii   EK:\rp
3481 0x00037e4d 0x0043a44d 6   7    .rsrc   ascii   E?7\tWg
3482 0x00037ea6 0x0043a4a6 4   5    .rsrc   ascii   /9\r6
3483 0x00037eb5 0x0043a4b5 4   5    .rsrc   ascii   8\rAg
3484 0x00037ec0 0x0043a4c0 4   5    .rsrc   ascii   ;7L\b
3485 0x00037f0e 0x0043a50e 5   6    .rsrc   ascii   \b3wcn
3486 0x00037f84 0x0043a584 5   6    .rsrc   ascii   ,S`^\f
3487 0x00037f8f 0x0043a58f 5   7    .rsrc   utf8    \bY0߱\a blocks=Basic Latin,NKo
3488 0x00037fc4 0x0043a5c4 5   6    .rsrc   ascii   7]^W$
3489 0x00038011 0x0043a611 8   9    .rsrc   ascii   \b| H]$=5
3490 0x000380a7 0x0043a6a7 4   5    .rsrc   ascii   u_MI
3491 0x000380ef 0x0043a6ef 4   5    .rsrc   ascii   uSMI
3492 0x00038158 0x0043a758 5   6    .rsrc   ascii   PYhdQ
3493 0x0003816b 0x0043a76b 5   6    .rsrc   ascii   ^t3n1
3494 0x00038172 0x0043a772 5   7    .rsrc   utf8    (\eȋvc blocks=Basic Latin,Latin Extended-B
3495 0x000381d7 0x0043a7d7 4   5    .rsrc   ascii   F?O)
3496 0x0003829f 0x0043a89f 4   5    .rsrc   ascii   P_[-
3497 0x000382ac 0x0043a8ac 4   5    .rsrc   ascii   zBc 
3498 0x00038392 0x0043a992 4   5    .rsrc   ascii   \bWh{
3499 0x0003839b 0x0043a99b 4   5    .rsrc   ascii   u1-D
3500 0x000383c3 0x0043a9c3 4   5    .rsrc   ascii   E\vO)
3501 0x000384ce 0x0043aace 4   5    .rsrc   ascii   /}+z
3502 0x000384e2 0x0043aae2 5   6    .rsrc   ascii   0\f\ay\v
3503 0x000384ec 0x0043aaec 4   5    .rsrc   ascii   un1E
3504 0x00038509 0x0043ab09 4   5    .rsrc   ascii   ;xyz
3505 0x00038522 0x0043ab22 4   5    .rsrc   ascii   Xy\v;
3506 0x00038549 0x0043ab49 4   5    .rsrc   ascii   M\a(\b
3507 0x00038575 0x0043ab75 4   8    .rsrc   utf8    t:)D
3508 0x0003858e 0x0043ab8e 4   5    .rsrc   ascii   Tt$1
3509 0x000385ec 0x0043abec 5   6    .rsrc   ascii   ;1t\b6
3510 0x00038614 0x0043ac14 4   5    .rsrc   ascii   \f>7\t
3511 0x0003863e 0x0043ac3e 6   10   .rsrc   utf8    G[SÊ'僚 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs
3512 0x00038689 0x0043ac89 4   5    .rsrc   ascii   ]WVD
3513 0x00038692 0x0043ac92 6   7    .rsrc   ascii   \f3w\amS
3514 0x000386a1 0x0043aca1 4   5    .rsrc   ascii   d^j`
3515 0x000386ef 0x0043acef 4   5    .rsrc   ascii   t2'D
3516 0x000386fb 0x0043acfb 4   5    .rsrc   ascii   ZQ^~
3517 0x00038705 0x0043ad05 4   5    .rsrc   ascii   ]/d9
3518 0x00038751 0x0043ad51 4   5    .rsrc   ascii   _iUS
3519 0x0003875d 0x0043ad5d 6   7    .rsrc   ascii   @Y-5A7
3520 0x000387c3 0x0043adc3 4   5    .rsrc   ascii   47+O
3521 0x000387e3 0x0043ade3 4   7    .rsrc   utf8    ǈXSú blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
3522 0x0003889a 0x0043ae9a 4   6    .rsrc   utf8    1SDӋ blocks=Basic Latin,Cyrillic
3523 0x000388cb 0x0043aecb 4   5    .rsrc   ascii   E/+/
3524 0x000388d2 0x0043aed2 6   7    .rsrc   ascii   \bYnSU]
3525 0x00038909 0x0043af09 9   10   .rsrc   ascii   3w(E5w(Y1
3526 0x00038932 0x0043af32 4   6    .rsrc   utf8    7#у{ blocks=Basic Latin,Cyrillic
3527 0x000389b0 0x0043afb0 4   5    .rsrc   ascii   Sa^W
3528 0x000389ba 0x0043afba 4   6    .rsrc   utf8    څHz- blocks=Arabic,Basic Latin
3529 0x000389e0 0x0043afe0 4   6    .rsrc   utf8    \ap1ׅ blocks=Basic Latin,Hebrew
3530 0x000389fc 0x0043affc 5   6    .rsrc   ascii   /};|+
3531 0x00038a06 0x0043b006 4   5    .rsrc   ascii   ')L\b
3532 0x00038a0f 0x0043b00f 5   7    .rsrc   utf8    ہE3f1 blocks=Arabic,Basic Latin
3533 0x00038a28 0x0043b028 4   5    .rsrc   ascii   U^\fS
3534 0x00038a8f 0x0043b08f 4   5    .rsrc   ascii   E;(\r
3535 0x00038a96 0x0043b096 7   8    .rsrc   ascii   /t/m1M?
3536 0x00038aa7 0x0043b0a7 4   5    .rsrc   ascii   E{nX
3537 0x00038acf 0x0043b0cf 6   7    .rsrc   ascii   M/'L\b4
3538 0x00038ae8 0x0043b0e8 7   8    .rsrc   ascii   \f7q&\b;j
3539 0x00038b14 0x0043b114 4   5    .rsrc   ascii   \bS\b'
3540 0x00038b7c 0x0043b17c 6   7    .rsrc   ascii   \a&L\bY'
3541 0x00038bb7 0x0043b1b7 4   5    .rsrc   ascii   V\a'|
3542 0x00038c3d 0x0043b23d 4   5    .rsrc   ascii   uKNI
3543 0x00038c63 0x0043b263 6   7    .rsrc   ascii   j{CVWD
3544 0x00038c86 0x0043b286 4   5    .rsrc   ascii   \fVaX
3545 0x00038c8b 0x0043b28b 4   5    .rsrc   ascii   u/%t
3546 0x00038d2e 0x0043b32e 4   5    .rsrc   ascii   3!M$
3547 0x00038d3b 0x0043b33b 6   7    .rsrc   ascii   y, `]H
3548 0x00038dbb 0x0043b3bb 4   5    .rsrc   ascii   ]c7T
3549 0x00038e59 0x0043b459 4   6    .rsrc   utf8    :L\a9
3550 0x00038e84 0x0043b484 4   7    .rsrc   utf8    jާ@/ blocks=Basic Latin,Thaana
3551 0x00038e97 0x0043b497 4   5    .rsrc   ascii   P\a5T
3552 0x00038f47 0x0043b547 4   5    .rsrc   ascii   EW~X
3553 0x00038f52 0x0043b552 4   5    .rsrc   ascii   /]_a
3554 0x00038f62 0x0043b562 4   5    .rsrc   ascii   /]#c
3555 0x00038faa 0x0043b5aa 5   6    .rsrc   ascii   ^j7T\a
3556 0x00038fbc 0x0043b5bc 5   6    .rsrc   ascii   'T\bVp
3557 0x00038fec 0x0043b5ec 5   6    .rsrc   ascii   ]j7T\n
3558 0x0003907c 0x0043b67c 5   8    .rsrc   utf8    j3塟?\n blocks=Basic Latin,CJK Unified Ideographs
3559 0x000390e8 0x0043b6e8 5   7    .rsrc   utf8    1Ρ[H; blocks=Basic Latin,Greek and Coptic
3560 0x00039116 0x0043b716 6   8    .rsrc   utf8    z2_PߜM blocks=Basic Latin,NKo
3561 0x000391e0 0x0043b7e0 5   6    .rsrc   ascii   \bh[=\n
3562 0x000391f6 0x0043b7f6 7   8    .rsrc   ascii   GX\bj7X\b
3563 0x00039240 0x0043b840 5   6    .rsrc   ascii   'V8u7
3564 0x00039247 0x0043b847 4   5    .rsrc   ascii   5;F\n
3565 0x00039250 0x0043b850 4   5    .rsrc   ascii   wY\r=
3566 0x0003925b 0x0043b85b 4   5    .rsrc   ascii   GC11
3567 0x000392a6 0x0043b8a6 5   6    .rsrc   ascii   Yh\aY\b
3568 0x000392b4 0x0043b8b4 7   9    .rsrc   utf8    9۠~$;tZ blocks=Basic Latin,Arabic
3569 0x0003931e 0x0043b91e 7   8    .rsrc   ascii   :{/];Z6
3570 0x00039342 0x0043b942 4   5    .rsrc   ascii   8\f8*
3571 0x0003939b 0x0043b99b 4   8    .rsrc   utf8    D)§䨭 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
3572 0x000393cc 0x0043b9cc 5   6    .rsrc   ascii   8;l[>
3573 0x000393e8 0x0043b9e8 5   6    .rsrc   ascii   |\f@Z8
3574 0x00039466 0x0043ba66 5   6    .rsrc   ascii   |\v\n.\t
3575 0x0003946c 0x0043ba6c 5   6    .rsrc   ascii   7Z\f3w
3576 0x00039482 0x0043ba82 4   5    .rsrc   ascii   ^\b\ti
3577 0x0003948b 0x0043ba8b 4   5    .rsrc   ascii   u-T\a
3578 0x000394c9 0x0043bac9 4   5    .rsrc   ascii   t'39
3579 0x000394f5 0x0043baf5 4   5    .rsrc   ascii   3)5|
3580 0x0003950d 0x0043bb0d 4   5    .rsrc   ascii   E\v~N
3581 0x0003953f 0x0043bb3f 4   5    .rsrc   ascii   E35L
3582 0x00039670 0x0043bc70 4   5    .rsrc   ascii   7)L\b
3583 0x0003967b 0x0043bc7b 5   6    .rsrc   ascii   E/I\fP
3584 0x000396d9 0x0043bcd9 4   5    .rsrc   ascii   u+)N
3585 0x00039753 0x0043bd53 5   7    .rsrc   utf8    j')tȏ blocks=Basic Latin,Latin Extended-B
3586 0x0003975f 0x0043bd5f 4   5    .rsrc   ascii   EC~b
3587 0x000397b9 0x0043bdb9 4   5    .rsrc   ascii   Y^+L
3588 0x000397cd 0x0043bdcd 5   7    .rsrc   utf8    ȘyV[~ blocks=Latin Extended-B,Basic Latin
3589 0x00039828 0x0043be28 5   6    .rsrc   ascii   r:%a~
3590 0x0003982f 0x0043be2f 4   5    .rsrc   ascii   w1.L
3591 0x00039866 0x0043be66 5   6    .rsrc   ascii   {\fh}l
3592 0x000398c0 0x0043bec0 5   6    .rsrc   ascii   \bWg\rE
3593 0x000398ed 0x0043beed 4   5    .rsrc   ascii   Eg)L
3594 0x00039917 0x0043bf17 4   5    .rsrc   ascii   uB#L
3595 0x00039978 0x0043bf78 6   8    .rsrc   utf8    Pցu_tO blocks=Basic Latin,Armenian
3596 0x000399e9 0x0043bfe9 4   5    .rsrc   ascii   Es#L
3597 0x00039a27 0x0043c027 4   5    .rsrc   ascii   tJ#L
3598 0x00039a37 0x0043c037 4   5    .rsrc   ascii   jw#L
3599 0x00039a5b 0x0043c05b 4   5    .rsrc   ascii   t5'1
3600 0x00039aa9 0x0043c0a9 4   5    .rsrc   ascii   r\f"L
3601 0x00039adb 0x0043c0db 4   5    .rsrc   ascii   ':WD
3602 0x00039ae9 0x0043c0e9 4   5    .rsrc   ascii   F3!M
3603 0x00039af6 0x0043c0f6 4   5    .rsrc   ascii   `kOY
3604 0x00039b29 0x0043c129 4   6    .rsrc   utf8    ݁E/{ blocks=Syriac,Basic Latin
3605 0x00039b3c 0x0043c13c 4   6    .rsrc   utf8    7ƁM7 blocks=Basic Latin,Latin Extended-B
3606 0x00039b8d 0x0043c18d 4   5    .rsrc   ascii   E/%L
3607 0x00039c05 0x0043c205 4   6    .rsrc   utf8    كE[~ blocks=Arabic,Basic Latin
3608 0x00039c1f 0x0043c21f 5   6    .rsrc   ascii   E'qV[
3609 0x00039c2b 0x0043c22b 4   5    .rsrc   ascii   \fiyb
3610 0x00039c58 0x0043c258 4   5    .rsrc   ascii   FR\v9
3611 0x00039c7d 0x0043c27d 5   6    .rsrc   ascii   >7}]v
3612 0x00039cb5 0x0043c2b5 4   5    .rsrc   ascii   uI#O
3613 0x00039cf9 0x0043c2f9 5   6    .rsrc   ascii   "V3ws
3614 0x00039d06 0x0043c306 4   5    .rsrc   ascii   \at8n
3615 0x00039e0c 0x0043c40c 5   6    .rsrc   ascii   'X\nj7
3616 0x00039e44 0x0043c444 4   7    .rsrc   utf8    jƧL0 blocks=Basic Latin,Latin Extended-B
3617 0x00039e89 0x0043c489 5   7    .rsrc   utf8    EIբ\n6 blocks=Basic Latin,Armenian
3618 0x00039fa9 0x0043c5a9 4   5    .rsrc   ascii   }3ab
3619 0x00039fb3 0x0043c5b3 4   6    .rsrc   utf8    ʃE#^ blocks=IPA Extensions,Basic Latin
3620 0x00039fb9 0x0043c5b9 4   5    .rsrc   ascii   u'a^
3621 0x00039fe7 0x0043c5e7 5   6    .rsrc   ascii   9WC\tA
3622 0x00039ff0 0x0043c5f0 4   5    .rsrc   ascii   6`GW
3623 0x0003a07a 0x0043c67a 5   8    .rsrc   utf8    *距6^W blocks=Basic Latin,CJK Unified Ideographs
3624 0x0003a096 0x0043c696 6   7    .rsrc   ascii   c,t\b=C
3625 0x0003a09e 0x0043c69e 6   7    .rsrc   ascii   wF\v3ek
3626 0x0003a0f0 0x0043c6f0 5   7    .rsrc   utf8    Lނ\f56 blocks=Basic Latin,Thaana
3627 0x0003a106 0x0043c706 5   6    .rsrc   ascii   FtC`b
3628 0x0003a124 0x0043c724 5   7    .rsrc   utf8    8ǃEC^ blocks=Basic Latin,Latin Extended-B
3629 0x0003a12b 0x0043c72b 4   5    .rsrc   ascii   u?_^
3630 0x0003a17f 0x0043c77f 5   6    .rsrc   ascii   -5\b7A
3631 0x0003a1b8 0x0043c7b8 4   6    .rsrc   utf8    ŋ\b8D blocks=Latin Extended-A,Basic Latin
3632 0x0003a1e9 0x0043c7e9 4   5    .rsrc   ascii   Hu\b@
3633 0x0003a2aa 0x0043c8aa 5   8    .rsrc   utf8    8ā؎5T blocks=Basic Latin,Latin Extended-A,Arabic
3634 0x0003a2c8 0x0043c8c8 4   5    .rsrc   ascii   /u/:
3635 0x0003a2ed 0x0043c8ed 4   5    .rsrc   ascii   7L\fy
3636 0x0003a304 0x0043c904 5   6    .rsrc   ascii   tcV[n
3637 0x0003a30d 0x0043c90d 4   5    .rsrc   ascii   ]^3i
3638 0x0003a365 0x0043c965 6   7    .rsrc   ascii   u;\^h7
3639 0x0003a37e 0x0043c97e 6   7    .rsrc   ascii   ?/t\f;9
3640 0x0003a396 0x0043c996 6   7    .rsrc   ascii   pbV]tX
3641 0x0003a3a0 0x0043c9a0 4   6    .rsrc   utf8    XPݮX blocks=Basic Latin,Arabic Supplement
3642 0x0003a429 0x0043ca29 4   5    .rsrc   ascii   4L\f\f
3643 0x0003a451 0x0043ca51 5   6    .rsrc   ascii   t5793
3644 0x0003a46d 0x0043ca6d 4   6    .rsrc   utf8    زl\aP blocks=Arabic,Basic Latin
3645 0x0003a494 0x0043ca94 4   5    .rsrc   ascii   ^3i|
3646 0x0003a4a5 0x0043caa5 5   6    .rsrc   ascii   UO4L\b
3647 0x0003a4af 0x0043caaf 4   6    .rsrc   utf8    ŃPb- blocks=Latin Extended-A,Basic Latin
3648 0x0003a4cb 0x0043cacb 4   5    .rsrc   ascii   <S1Y
3649 0x0003a4ef 0x0043caef 4   5    .rsrc   ascii   tx4L
3650 0x0003a545 0x0043cb45 4   5    .rsrc   ascii   E+3D
3651 0x0003a564 0x0043cb64 4   5    .rsrc   ascii   K\bd|
3652 0x0003a57c 0x0043cb7c 4   5    .rsrc   ascii   R~C.
3653 0x0003a590 0x0043cb90 4   5    .rsrc   ascii   !u$n
3654 0x0003a59c 0x0043cb9c 4   5    .rsrc   ascii   {\b,i
3655 0x0003a5a1 0x0043cba1 4   5    .rsrc   ascii   \ewmS
3656 0x0003a5b0 0x0043cbb0 6   8    .rsrc   utf8    ^WͪO3e blocks=Basic Latin,Combining Diacritical Marks
3657 0x0003a5e3 0x0043cbe3 5   8    .rsrc   utf8    ǀ\SÂ) blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
3658 0x0003a61c 0x0043cc1c 5   6    .rsrc   ascii   s&\b;\n
3659 0x0003a62e 0x0043cc2e 4   5    .rsrc   ascii   \t|U3
3660 0x0003a6a3 0x0043cca3 5   7    .rsrc   utf8    AEG1L
3661 0x0003a6c1 0x0043ccc1 4   5    .rsrc   ascii   \Q;z
3662 0x0003a6dc 0x0043ccdc 6   7    .rsrc   ascii   7/t\b7B
3663 0x0003a6e6 0x0043cce6 4   5    .rsrc   ascii   \bu//
3664 0x0003a6f0 0x0043ccf0 4   5    .rsrc   ascii   7-t\f
3665 0x0003a719 0x0043cd19 5   7    .rsrc   utf8    G}+.\t
3666 0x0003a77a 0x0043cd7a 4   5    .rsrc   ascii   6'L\b
3667 0x0003a7a1 0x0043cda1 6   7    .rsrc   ascii   E?'I\bv
3668 0x0003a7bf 0x0043cdbf 4   5    .rsrc   ascii   \vv&D
3669 0x0003a7d4 0x0043cdd4 4   5    .rsrc   ascii   7%D\b
3670 0x0003a823 0x0043ce23 4   5    .rsrc   ascii   Mk}\a
3671 0x0003a86e 0x0043ce6e 4   6    .rsrc   utf8    7}ǋj blocks=Basic Latin,Latin Extended-B
3672 0x0003a891 0x0043ce91 4   5    .rsrc   ascii   AC%L
3673 0x0003a89c 0x0043ce9c 5   6    .rsrc   ascii   9A+%D
3674 0x0003a8ab 0x0043ceab 7   8    .rsrc   ascii   Mc$I\f$o
3675 0x0003a8b7 0x0043ceb7 4   5    .rsrc   ascii   A3%L
3676 0x0003a8e8 0x0043cee8 4   5    .rsrc   ascii   7#D\b
3677 0x0003a90f 0x0043cf0f 4   5    .rsrc   ascii   M/#@
3678 0x0003a927 0x0043cf27 4   5    .rsrc   ascii   -t\fw
3679 0x0003a93f 0x0043cf3f 5   7    .rsrc   utf8    A@+%L
3680 0x0003a97a 0x0043cf7a 4   6    .rsrc   utf8    7{ǋz blocks=Basic Latin,Latin Extended-B
3681 0x0003a9b7 0x0043cfb7 4   5    .rsrc   ascii   Mc$H
3682 0x0003a9c1 0x0043cfc1 5   7    .rsrc   utf8    A@;{G
3683 0x0003a9cf 0x0043cfcf 4   5    .rsrc   ascii   E#*D
3684 0x0003a9db 0x0043cfdb 5   6    .rsrc   ascii   M\v(H 
3685 0x0003a9fc 0x0043cffc 4   5    .rsrc   ascii   ?;\r3
3686 0x0003aa49 0x0043d049 4   5    .rsrc   ascii   M/)@
3687 0x0003aa5d 0x0043d05d 5   6    .rsrc   ascii   A/)L\b
3688 0x0003aa90 0x0043d090 4   5    .rsrc   ascii   \b3wm
3689 0x0003aabf 0x0043d0bf 4   5    .rsrc   ascii   36)D
3690 0x0003ab24 0x0043d124 5   6    .rsrc   ascii   9AW'D
3691 0x0003ab31 0x0043d131 8   9    .rsrc   ascii   Mk'I\b$m,
3692 0x0003ab69 0x0043d169 4   5    .rsrc   ascii   @S%L
3693 0x0003abd7 0x0043d1d7 5   6    .rsrc   ascii   M#(H0
3694 0x0003abe3 0x0043d1e3 5   6    .rsrc   ascii   @+}G0
3695 0x0003ac07 0x0043d207 5   6    .rsrc   ascii   @+}G8
3696 0x0003ac42 0x0043d242 6   8    .rsrc   utf8    ڹ\b}?%L blocks=Arabic,Basic Latin
3697 0x0003acbf 0x0043d2bf 4   5    .rsrc   ascii   E_$L
3698 0x0003acc9 0x0043d2c9 5   7    .rsrc   utf8    AuG$]
3699 0x0003ace3 0x0043d2e3 4   5    .rsrc   ascii   E\e$D
3700 0x0003acf3 0x0043d2f3 4   5    .rsrc   ascii   M\a$\
3701 0x0003ad71 0x0043d371 4   5    .rsrc   ascii   E\a#\t
3702 0x0003ae5a 0x0043d45a 4   7    .rsrc   utf8    ꝁI;/ blocks=Latin Extended-D,Basic Latin
3703 0x0003ae7d 0x0043d47d 4   5    .rsrc   ascii   A;9K
3704 0x0003af09 0x0043d509 4   5    .rsrc   ascii   A/7K
3705 0x0003af23 0x0043d523 4   5    .rsrc   ascii   7?\fv
3706 0x0003afcb 0x0043d5cb 4   5    .rsrc   ascii   365K
3707 0x0003afdf 0x0043d5df 4   5    .rsrc   ascii   M/7?
3708 0x0003aff2 0x0043d5f2 5   6    .rsrc   ascii   9A;7K
3709 0x0003b009 0x0043d609 5   6    .rsrc   ascii   M?5?\b
3710 0x0003b01c 0x0043d61c 5   6    .rsrc   ascii   9A/7K
3711 0x0003b031 0x0043d631 7   8    .rsrc   ascii   M/5?\fvw
3712 0x0003b044 0x0043d644 5   6    .rsrc   ascii   9AC7K
3713 0x0003b126 0x0043d726 4   7    .rsrc   utf8    '3C趍 blocks=Basic Latin,CJK Unified Ideographs
3714 0x0003b174 0x0043d774 4   7    .rsrc   utf8    G3C춌 blocks=Basic Latin,Hangul Syllables
3715 0x0003b1eb 0x0043d7eb 4   5    .rsrc   ascii   367K
3716 0x0003b1f7 0x0043d7f7 4   6    .rsrc   utf8    ǁM#p blocks=Latin Extended-B,Basic Latin
3717 0x0003b238 0x0043d838 5   6    .rsrc   ascii   9A37K
3718 0x0003b286 0x0043d886 5   6    .rsrc   ascii   9A/7K
3719 0x0003b2d2 0x0043d8d2 5   6    .rsrc   ascii   9A;7K
3720 0x0003b33c 0x0043d93c 5   6    .rsrc   ascii   \b3v7C
3721 0x0003b361 0x0043d961 4   5    .rsrc   ascii   MC5\a
3722 0x0003b3ca 0x0043d9ca 5   6    .rsrc   ascii   9A;5K
3723 0x0003b3e9 0x0043d9e9 5   6    .rsrc   ascii   \vv6C\f
3724 0x0003b454 0x0043da54 5   6    .rsrc   ascii   9A?7K
3725 0x0003b473 0x0043da73 5   6    .rsrc   ascii   \vv5C\f
3726 0x0003b4c2 0x0043dac2 4   10   .rsrc   utf8    ǋꙇᐭ\b blocks=Latin Extended-B,Cyrillic Extended-B,Unified Canadian Aboriginal Syllabics,Basic Latin
3727 0x0003b4e0 0x0043dae0 5   6    .rsrc   ascii   9A37K
3728 0x0003b51e 0x0043db1e 4   7    .rsrc   utf8    讁M/3 blocks=CJK Unified Ideographs,Basic Latin
3729 0x0003b539 0x0043db39 4   5    .rsrc   ascii   E?3H
3730 0x0003b555 0x0043db55 4   5    .rsrc   ascii   \vv3C
3731 0x0003b563 0x0043db63 7   8    .rsrc   ascii   E/3H\bvn
3732 0x0003b58b 0x0043db8b 5   6    .rsrc   ascii   E?3H\f
3733 0x0003b5ba 0x0043dbba 4   6    .rsrc   utf8    \bѯ4K blocks=Basic Latin,Cyrillic
3734 0x0003b606 0x0043dc06 8   10   .rsrc   utf8    rz9AG'Kؼ blocks=Basic Latin,Arabic
3735 0x0003b656 0x0043dc56 5   6    .rsrc   ascii   9A+'K
3736 0x0003b6a1 0x0043dca1 6   7    .rsrc   ascii   z9AO'K
3737 0x0003b6ef 0x0043dcef 6   7    .rsrc   ascii   y9A3'K
3738 0x0003b6fd 0x0043dcfd 4   5    .rsrc   ascii   E[(K
3739 0x0003b738 0x0043dd38 4   5    .rsrc   ascii   \b3;)
3740 0x0003b748 0x0043dd48 4   5    .rsrc   ascii   \b3;)
3741 0x0003b826 0x0043de26 4   6    .rsrc   utf8    G%Cض blocks=Basic Latin,Arabic
3742 0x0003b8bb 0x0043debb 4   5    .rsrc   ascii   M;'\a
3743 0x0003b939 0x0043df39 4   5    .rsrc   ascii   A;#K
3744 0x0003b963 0x0043df63 4   5    .rsrc   ascii   3v#C
3745 0x0003b97b 0x0043df7b 4   5    .rsrc   ascii   3v#C
3746 0x0003b98e 0x0043df8e 8   10   .rsrc   utf8    ǋzz9A/%K blocks=Latin Extended-B,Basic Latin
3747 0x0003ba09 0x0043e009 4   5    .rsrc   ascii   3v"C
3748 0x0003ba7e 0x0043e07e 4   5    .rsrc   ascii   {\fP\e
3749 0x0003bbbd 0x0043e1bd 4   5    .rsrc   ascii   5{6\t
3750 0x0003bc19 0x0043e219 4   5    .rsrc   ascii   hs6\t
3751 0x0003bc64 0x0043e264 6   7    .rsrc   ascii   \m{\aDn
3752 0x0003bc9a 0x0043e29a 4   5    .rsrc   ascii   ,\f8+
3753 0x0003bd4f 0x0043e34f 4   5    .rsrc   ascii   u'MH
3754 0x0003bd62 0x0043e362 5   6    .rsrc   ascii   |$[MH
3755 0x0003bd6e 0x0043e36e 5   6    .rsrc   ascii   |$WMH
3756 0x0003bd7a 0x0043e37a 7   8    .rsrc   ascii   L$K+t$C
3757 0x0003bdbf 0x0043e3bf 4   5    .rsrc   ascii   "L$C
3758 0x0003be58 0x0043e458 4   5    .rsrc   ascii   zfb@
3759 0x0003bf3a 0x0043e53a 5   6    .rsrc   ascii   YSd9K
3760 0x0003bfbd 0x0043e5bd 5   6    .rsrc   ascii   E\e53 
3761 0x0003bffc 0x0043e5fc 5   6    .rsrc   ascii   \fA<|z
3762 0x0003c01f 0x0043e61f 4   5    .rsrc   ascii   P'5S
3763 0x0003c0c5 0x0043e6c5 4   5    .rsrc   ascii   U/-k
3764 0x0003c0d8 0x0043e6d8 5   6    .rsrc   ascii   Xjw;K
3765 0x0003c101 0x0043e701 4   5    .rsrc   ascii   x!;K
3766 0x0003c122 0x0043e722 5   6    .rsrc   ascii   \v3\NH
3767 0x0003c134 0x0043e734 4   5    .rsrc   ascii   G++@
3768 0x0003c184 0x0043e784 4   5    .rsrc   ascii   _3N<
3769 0x0003c1ab 0x0043e7ab 8   10   .rsrc   utf8    ށz;+k\b7+ blocks=Thaana,Basic Latin
3770 0x0003c1ea 0x0043e7ea 5   6    .rsrc   ascii   EnU3w
3771 0x0003c35e 0x0043e95e 4   5    .rsrc   ascii   \bY~7
3772 0x0003c38d 0x0043e98d 6   8    .rsrc   utf8    tTہ}/7 blocks=Basic Latin,Arabic
3773 0x0003c395 0x0043e995 6   7    .rsrc   ascii   +l5K\bh
3774 0x0003c3d7 0x0043e9d7 6   8    .rsrc   utf8    ܃4?7V$ blocks=Syriac,Basic Latin
3775 0x0003c416 0x0043ea16 5   6    .rsrc   ascii   ;[^2'
3776 0x0003c43e 0x0043ea3e 6   7    .rsrc   ascii   K\b\hzk
3777 0x0003c44c 0x0043ea4c 4   5    .rsrc   ascii   Loy_
3778 0x0003c478 0x0043ea78 4   5    .rsrc   ascii   ahL\r
3779 0x0003c481 0x0043ea81 4   5    .rsrc   ascii   D28d
3780 0x0003c4bd 0x0043eabd 4   5    .rsrc   ascii   Bk5L
3781 0x0003c4e2 0x0043eae2 6   8    .rsrc   utf8    4|\tڀ7C blocks=Basic Latin,Arabic
3782 0x0003c52e 0x0043eb2e 6   7    .rsrc   ascii   K\b\l^W
3783 0x0003c5e7 0x0043ebe7 7   8    .rsrc   ascii   3N\b$c/\
3784 0x0003c5fb 0x0043ebfb 5   6    .rsrc   ascii   E+3N\b
3785 0x0003c643 0x0043ec43 5   8    .rsrc   utf8    _wܿÊ) blocks=Basic Latin,Syriac,Latin-1 Supplement
3786 0x0003c6af 0x0043ecaf 4   6    .rsrc   utf8    IͅC} blocks=Basic Latin,Combining Diacritical Marks
3787 0x0003c73e 0x0043ed3e 4   6    .rsrc   utf8    9*:\
3788 0x0003c765 0x0043ed65 4   6    .rsrc   utf8    Gͅ[{ blocks=Basic Latin,Combining Diacritical Marks
3789 0x0003c77c 0x0043ed7c 4   6    .rsrc   utf8    929|
3790 0x0003c7c0 0x0043edc0 5   6    .rsrc   ascii   \b3w)s
