[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
8317  0x0007f4b6 0x00480cb6 9   10   .data   ascii   mmmmmiv~2
8318  0x0007f4c5 0x00480cc5 11  12   .data   ascii   aRxiiikkkkk
8319  0x0007f4e5 0x00480ce5 6   7    .data   ascii   hhhhhn
8320  0x0007f51e 0x00480d1e 6   7    .data   ascii   tX\Kpt
8321  0x0007f527 0x00480d27 9   10   .data   ascii   I&ttnnnnn
8322  0x0007f532 0x00480d32 4   5    .data   ascii   (jWy
8323  0x0007f544 0x00480d44 5   6    .data   ascii   ddddd
8324  0x0007f54a 0x00480d4a 5   6    .data   ascii   -RZD\e
8325  0x0007f5a1 0x00480da1 5   6    .data   ascii   nnnnn
8326  0x0007f5bb 0x00480dbb 6   7    .data   ascii   gggggd
8327  0x0007f5c7 0x00480dc7 5   6    .data   ascii   d\b=kw
8328  0x0007f5d8 0x00480dd8 7   8    .data   ascii   mdggggg
8329  0x0007f5f6 0x00480df6 4   6    .data   utf8    ĵ\nr3 blocks=Latin Extended-A,Basic Latin
8330  0x0007f62e 0x00480e2e 9   10   .data   ascii   bbbbbbbbk
8331  0x0007f661 0x00480e61 6   7    .data   ascii   ewwwww
8332  0x0007f677 0x00480e77 7   8    .data   ascii   iiiiiuz
8333  0x0007f685 0x00480e85 4   5    .data   ascii   SFu'
8334  0x0007f68d 0x00480e8d 4   5    .data   ascii   #,uu
8335  0x0007f6c1 0x00480ec1 12  13   .data   ascii   nnnnnml>Tmr=
8336  0x0007f707 0x00480f07 6   7    .data   ascii   ccccck
8337  0x0007f713 0x00480f13 6   7    .data   ascii   Hlk=Y0
8338  0x0007f721 0x00480f21 7   8    .data   ascii   kkeeeee
8339  0x0007f74d 0x00480f4d 6   7    .data   ascii   aaaaaj
8340  0x0007f765 0x00480f65 7   8    .data   ascii   jj`````
8341  0x0007f778 0x00480f78 4   5    .data   ascii   (v\\r
8342  0x0007f7a5 0x00480fa5 4   5    .data   ascii   zf`\b
8343  0x0007f7ab 0x00480fab 7   8    .data   ascii   zzeeeee
8344  0x0007f7c6 0x00480fc6 5   6    .data   ascii   hhhhh
8345  0x0007f7dd 0x00480fdd 5   6    .data   ascii   ttttt
8346  0x0007f7f9 0x00480ff9 6   7    .data   ascii   gggggb
8347  0x0007f813 0x00481013 5   6    .data   ascii   fc8!5
8348  0x0007f81d 0x0048101d 6   7    .data   ascii   jG+fff
8349  0x0007f83d 0x0048103d 6   7    .data   ascii   nnnnng
8350  0x0007f849 0x00481049 4   5    .data   ascii   g_G'
8351  0x0007f85b 0x0048105b 6   7    .data   ascii   giiiii
8352  0x0007f883 0x00481083 7   8    .data   ascii   xxxxxkG
8353  0x0007f892 0x00481092 4   5    .data   ascii   V|kk
8354  0x0007f897 0x00481097 10  11   .data   ascii   ~~3\nklllll
8355  0x0007f8bb 0x004810bb 4   5    .data   ascii   HCrl
8356  0x0007f906 0x00481106 5   6    .data   ascii   SyUn9
8357  0x0007f924 0x00481124 4   5    .data   ascii   ]q\r-
8358  0x0007f93a 0x0048113a 9   10   .data   ascii   0w?C7Iwww
8359  0x0007f962 0x00481162 4   5    .data   ascii   g0Lp
8360  0x0007f9a5 0x004811a5 7   8    .data   ascii   fffffaj
8361  0x0007f9b2 0x004811b2 4   5    .data   ascii   %aa]
8362  0x0007fa5f 0x0048125f 4   5    .data   ascii   89LT
8363  0x0007fa6e 0x0048126e 5   6    .data   ascii   ccccc
8364  0x0007faa7 0x004812a7 5   6    .data   ascii   yyyyy
8365  0x0007face 0x004812ce 5   6    .data   ascii   aaaaa
8366  0x0007fae7 0x004812e7 7   8    .data   ascii   cccccnY
8367  0x0007fb2f 0x0048132f 7   8    .data   ascii   ttttttR
8368  0x0007fb55 0x00481355 4   5    .data   ascii   zL;x
8369  0x0007fb70 0x00481370 5   8    .data   utf8    K@"aa
8370  0x0007fb7c 0x0048137c 7   8    .data   ascii   adddddi
8371  0x0007fb86 0x00481386 8   9    .data   ascii   i|-g6iii
8372  0x0007fba4 0x004813a4 6   7    .data   ascii   yyyyye
8373  0x0007fbb2 0x004813b2 5   7    .data   utf8    ɁWeea blocks=Latin Extended-B,Basic Latin
8374  0x0007fbd4 0x004813d4 5   6    .data   ascii   wwwww
8375  0x0007fbf0 0x004813f0 5   6    .data   ascii   jjjjj
8376  0x0007fc32 0x00481432 7   8    .data   ascii   hhkkkkk
8377  0x0007fc8d 0x0048148d 5   6    .data   ascii   (XDD_
8378  0x0007fc93 0x00481493 5   6    .data   ascii   rrrrr
8379  0x0007fcd3 0x004814d3 5   6    .data   ascii   zii(B
8380  0x0007fcd9 0x004814d9 9   10   .data   ascii   kixxxxxg}
8381  0x0007fced 0x004814ed 8   9    .data   ascii   ggg`````
8382  0x0007fd11 0x00481511 4   5    .data   ascii   J/]^
8383  0x0007fd29 0x00481529 6   7    .data   ascii   aaaaav
8384  0x0007fd66 0x00481566 9   10   .data   ascii   V%axxxxxc
8385  0x0007fd7d 0x0048157d 8   9    .data   ascii   cccccccc
8386  0x0007fd9c 0x0048159c 9   10   .data   ascii   bbbbbijW1
8387  0x0007fdb0 0x004815b0 6   7    .data   ascii   iiiiii
8388  0x0007fddc 0x004815dc 4   5    .data   ascii   \a,yy
8389  0x0007fdff 0x004815ff 6   7    .data   ascii   bbbbbb
8390  0x0007fe0d 0x0048160d 10  11   .data   ascii   bbbeeeeecm
8391  0x0007fe23 0x00481623 8   9    .data   ascii   vcciiiii
8392  0x0007fe53 0x00481653 9   10   .data   ascii   cccddddda
8393  0x0007fe64 0x00481664 4   6    .data   utf8    aå+, blocks=Basic Latin,Latin-1 Supplement
8394  0x0007fe87 0x00481687 5   6    .data   ascii   ppppp
8395  0x0007fea6 0x004816a6 5   6    .data   ascii   na^\rB
8396  0x0007febb 0x004816bb 4   6    .data   utf8    tϏV" blocks=Basic Latin,Greek and Coptic
8397  0x0007ff01 0x00481701 7   9    .data   utf8    x]>Իs>x blocks=Basic Latin,Armenian
8398  0x0007ff14 0x00481714 6   7    .data   ascii   xhhhhh
8399  0x0007ff42 0x00481742 12  13   .data   ascii   l+N9llcccccy
8400  0x0007ff5c 0x0048175c 9   10   .data   ascii   yzzzzzurX
8401  0x0007ffea 0x004817ea 7   8    .data   ascii   xxxxxxd
8402  0x0007fffd 0x004817fd 12  13   .data   ascii   ymddd`````a}
8403  0x0008001c 0x0048181c 8   9    .data   ascii   aaxxxxxd
8404  0x00080038 0x00481838 4   5    .data   ascii   `Ttp
8405  0x00080044 0x00481844 4   5    .data   ascii   e```
8406  0x0008005c 0x0048185c 6   7    .data   ascii   SF(Bjj
8407  0x00080069 0x00481869 6   7    .data   ascii   \brPwyx
8408  0x00080074 0x00481874 6   7    .data   ascii   O)qxxK
8409  0x00080080 0x00481880 7   8    .data   ascii   xkkkkke
8410  0x0008008f 0x0048188f 8   9    .data   ascii   eeeggggg
8411  0x000800c1 0x004818c1 7   8    .data   ascii   uuuuubs
8412  0x000800f4 0x004818f4 5   6    .data   ascii   ddddd
8413  0x00080109 0x00481909 6   7    .data   ascii   cccccc
8414  0x00080118 0x00481918 6   7    .data   ascii   jOWccc
8415  0x0008014c 0x0048194c 11  12   .data   ascii   ppp}z!u?o%p
8416  0x0008017c 0x0048197c 9   10   .data   ascii   ggiiiiic~
8417  0x0008018d 0x0048198d 4   5    .data   ascii   kucc
8418  0x0008019e 0x0048199e 4   5    .data   ascii   t(mn
8419  0x000801aa 0x004819aa 9   10   .data   ascii   uvvveeeee
8420  0x000801ca 0x004819ca 6   7    .data   ascii   nnnnnv
8421  0x000801db 0x004819db 4   5    .data   ascii   m6rv
8422  0x000802c4 0x00481ac4 8   9    .data   ascii   pvvvvva7
8423  0x000802d0 0x00481ad0 5   7    .data   utf8    ָyaaa blocks=Hebrew,Basic Latin
8424  0x000802ec 0x00481aec 5   6    .data   ascii   xxxxx
8425  0x00080305 0x00481b05 6   7    .data   ascii   tttttn
8426  0x0008030f 0x00481b0f 4   5    .data   ascii   ]:tn
8427  0x00080314 0x00481b14 7   9    .data   utf8    pٷ-Mnnn blocks=Basic Latin,Arabic
8428  0x0008032b 0x00481b2b 4   5    .data   ascii   {hv2
8429  0x00080338 0x00481b38 5   6    .data   ascii   xxxxx
8430  0x0008034d 0x00481b4d 7   8    .data   ascii   bbbbbv\
8431  0x00080373 0x00481b73 5   7    .data   utf8    X46õ{ blocks=Basic Latin,Latin-1 Supplement
8432  0x0008037c 0x00481b7c 5   6    .data   ascii   mmmmm
8433  0x00080384 0x00481b84 4   5    .data   ascii   fKR|
8434  0x0008039b 0x00481b9b 5   6    .data   ascii   ggggg
8435  0x000803ac 0x00481bac 6   7    .data   ascii   bbbbba
8436  0x000803c0 0x00481bc0 7   8    .data   ascii   aarrrrr
8437  0x000803db 0x00481bdb 5   6    .data   ascii   ttttt
8438  0x000803f2 0x00481bf2 5   6    .data   ascii   qqqqq
8439  0x000803f9 0x00481bf9 4   6    .data   utf8    G͒pG blocks=Basic Latin,Combining Diacritical Marks
8440  0x0008040e 0x00481c0e 5   6    .data   ascii   mmmmm
8441  0x00080438 0x00481c38 11  12   .data   ascii   nnnnnd2WW[d
8442  0x00080467 0x00481c67 4   6    .data   utf8    mmΎc blocks=Basic Latin,Greek and Coptic
8443  0x0008047f 0x00481c7f 8   9    .data   ascii   mmmccccc
8444  0x000804b0 0x00481cb0 6   7    .data   ascii   xmmmmm
8445  0x000804c8 0x00481cc8 5   6    .data   ascii   vvvvv
8446  0x000804e4 0x00481ce4 5   6    .data   ascii   rrrrr
8447  0x000804f9 0x00481cf9 7   8    .data   ascii   yyyyys[
8448  0x0008050b 0x00481d0b 11  12   .data   ascii   ssssssssagz
8449  0x0008051e 0x00481d1e 5   6    .data   ascii   a\tw)y
8450  0x00080524 0x00481d24 9   10   .data   ascii   99aaeeeee
8451  0x00080555 0x00481d55 8   9    .data   ascii   kkkrrrrr
8452  0x00080574 0x00481d74 5   6    .data   ascii   ,n!^p
8453  0x00080587 0x00481d87 5   6    .data   ascii   mmmmm
8454  0x0008059e 0x00481d9e 5   6    .data   ascii   zzzzz
8455  0x0008061c 0x00481e1c 7   8    .data   ascii   ysssssf
8456  0x0008065d 0x00481e5d 7   8    .data   ascii   oooooz\e
8457  0x00080670 0x00481e70 10  11   .data   ascii   \fzzz`````g
8458  0x000806a4 0x00481ea4 6   7    .data   ascii   mppppp
8459  0x000806ba 0x00481eba 6   7    .data   ascii   pppppg
8460  0x000806f1 0x00481ef1 7   8    .data   ascii   xmccccc
8461  0x00080729 0x00481f29 4   5    .data   ascii   \aGdd
8462  0x0008075f 0x00481f5f 4   5    .data   ascii   MnX_
8463  0x000807a2 0x00481fa2 4   5    .data   ascii   \n?j-
8464  0x000807aa 0x00481faa 5   6    .data   ascii   ppppp
8465  0x000807b7 0x00481fb7 4   6    .data   utf8    @Ԃ_  blocks=Basic Latin,Cyrillic Supplement
8466  0x000807c9 0x00481fc9 5   6    .data   ascii   hhhhh
8467  0x000807da 0x00481fda 6   7    .data   ascii   cccccq
8468  0x000807eb 0x00481feb 10  11   .data   ascii   \rqqqbbbbb
8469  0x00080809 0x00482009 6   7    .data   ascii   gggggf
8470  0x00080812 0x00482012 6   7    .data   ascii   =#"gfc
8471  0x0008081a 0x0048201a 13  15   .data   utf8    ×\fffjjjjjq}i blocks=Latin-1 Supplement,Basic Latin
8472  0x0008084d 0x0048204d 4   5    .data   ascii   v\ttk
8473  0x00080863 0x00482063 10  11   .data   ascii   ccc`````t^
8474  0x0008086f 0x0048206f 4   5    .data   ascii   ,t6^
8475  0x000808aa 0x004820aa 5   7    .data   utf8    6ąxxx blocks=Basic Latin,Latin Extended-A
8476  0x000808ba 0x004820ba 4   5    .data   ascii   jf\nc
8477  0x000808c6 0x004820c6 5   6    .data   ascii   qqqqq
8478  0x000808df 0x004820df 5   6    .data   ascii   nnnnn
8479  0x000808fe 0x004820fe 4   5    .data   ascii   y \r6
8480  0x00080912 0x00482112 6   7    .data   ascii   jjjjjx
8481  0x00080932 0x00482132 4   5    .data   ascii   p~Az
8482  0x00080937 0x00482137 5   6    .data   ascii   [)ppp
8483  0x00080975 0x00482175 5   6    .data   ascii   mmmmm
8484  0x00080986 0x00482186 5   6    .data   ascii   sssss
8485  0x000809b1 0x004821b1 10  11   .data   ascii   \VGvzzzzzs
8486  0x00080a2f 0x0048222f 4   5    .data   ascii   e/'\v
8487  0x00080a38 0x00482238 8   9    .data   ascii   dppttttt
8488  0x00080a7a 0x0048227a 9   11   .data   utf8    ۇBzzrrrrr blocks=Arabic,Basic Latin
8489  0x00080aac 0x004822ac 9   10   .data   ascii   qqqvvvvva
8490  0x00080ade 0x004822de 5   6    .data   ascii   xxxxx
8491  0x00080b0f 0x0048230f 7   8    .data   ascii   vvrrrrr
8492  0x00080b3b 0x0048233b 7   8    .data   ascii   lllllx$
8493  0x00080b6a 0x0048236a 4   5    .data   ascii   eeM\n
8494  0x00080b70 0x00482370 9   10   .data   ascii   4P\eeeeee
8495  0x00080b85 0x00482385 5   6    .data   ascii   aaaaa
8496  0x00080b94 0x00482394 5   6    .data   ascii   W?B^&
8497  0x00080bcb 0x004823cb 5   6    .data   ascii   qqqqq
8498  0x00080bd2 0x004823d2 6   7    .data   ascii   \n@7}A~
8499  0x00080be7 0x004823e7 6   7    .data   ascii   `````n
8500  0x00080c11 0x00482411 6   7    .data   ascii   wwwwwx
8501  0x00080c18 0x00482418 5   6    .data   ascii   {iPx_
8502  0x00080c4a 0x0048244a 7   8    .data   ascii   qqqqqxq
8503  0x00080c58 0x00482458 10  11   .data   ascii   xxxgggggk.
8504  0x00080c78 0x00482478 4   5    .data   ascii   Aykv
8505  0x00080c84 0x00482484 4   6    .data   utf8    /2_، blocks=Basic Latin,Arabic
8506  0x00080c8a 0x0048248a 5   6    .data   ascii   ttttt
8507  0x00080cba 0x004824ba 8   9    .data   ascii   \bjjlllll
8508  0x00080d2e 0x0048252e 9   10   .data   ascii   rrr`````h
8509  0x00080d45 0x00482545 8   9    .data   ascii   hheeeeek
8510  0x00080d4f 0x0048254f 5   6    .data   ascii   &%Cmk
8511  0x00080d77 0x00482577 5   6    .data   ascii   fffff
8512  0x00080d80 0x00482580 5   6    .data   ascii   Id&Hv
8513  0x00080da8 0x004825a8 5   6    .data   ascii   uuuuu
8514  0x00080dd4 0x004825d4 8   9    .data   ascii   ;ffuuuuu
8515  0x00080de4 0x004825e4 4   5    .data   ascii   0y\fq
8516  0x00080ead 0x004826ad 6   7    .data   ascii   mmmmmi
8517  0x00080ebb 0x004826bb 5   6    .data   ascii   8*Vii
8518  0x00080ec5 0x004826c5 6   7    .data   ascii   innnnn
8519  0x00080ee2 0x004826e2 5   6    .data   ascii   oa,\t\r
8520  0x00080ef1 0x004826f1 8   9    .data   ascii   8boZ8\aoo
8521  0x00080f0d 0x0048270d 7   8    .data   ascii   ulllllp
8522  0x00080f3d 0x0048273d 10  11   .data   ascii   mmmmmbZ\vMc
8523  0x00080f4d 0x0048274d 6   8    .data   utf8    zUϫ7bb blocks=Basic Latin,Greek and Coptic
8524  0x00080f59 0x00482759 9   10   .data   ascii   tobiiiiiy
8525  0x00080f6a 0x0048276a 9   10   .data   ascii   yyyrrrrre
8526  0x00080f81 0x00482781 7   8    .data   ascii   eebbbbb
8527  0x00080f90 0x00482790 4   5    .data   ascii   "$T\e
8528  0x00080f9c 0x0048279c 5   6    .data   ascii   ppppp
8529  0x00080fc1 0x004827c1 4   5    .data   ascii   sCS3
8530  0x00080fd5 0x004827d5 4   5    .data   ascii   (\e]I
8531  0x00080fe4 0x004827e4 5   6    .data   ascii   nnnnn
8532  0x00080ff9 0x004827f9 5   6    .data   ascii   ttttt
8533  0x00081013 0x00482813 6   7    .data   ascii   ttttto
8534  0x0008102c 0x0048282c 4   5    .data   ascii   2waZ
8535  0x00081048 0x00482848 5   6    .data   ascii   j@\alj
8536  0x00081055 0x00482855 4   5    .data   ascii   C[jj
8537  0x00081072 0x00482872 5   6    .data   ascii   zzzzz
8538  0x000810b7 0x004828b7 9   10   .data   ascii   \b}d`````c
8539  0x000810cc 0x004828cc 9   10   .data   ascii   cccqqqqqo
8540  0x000810e7 0x004828e7 7   8    .data   ascii   oobbbbb
8541  0x000810f0 0x004828f0 4   5    .data   ascii   ;Z9.
8542  0x000810f7 0x004828f7 4   5    .data   ascii   ;<yq
8543  0x00081108 0x00482908 5   6    .data   ascii   xxxxx
8544  0x00081119 0x00482919 5   6    .data   ascii   iiiii
8545  0x0008112f 0x0048292f 6   7    .data   ascii   pppppp
8546  0x00081150 0x00482950 5   6    .data   ascii   Q]9m~
8547  0x0008115f 0x0048295f 6   7    .data   ascii   xxxxxp
8548  0x0008116a 0x0048296a 5   6    .data   ascii   \(vp\b
8549  0x00081175 0x00482975 13  14   .data   ascii   p4Rnpp`````fH
8550  0x0008118f 0x0048298f 6   7    .data   ascii   fjjjjj
8551  0x000811a5 0x004829a5 6   7    .data   ascii   hhhhhi
8552  0x000811bd 0x004829bd 8   9    .data   ascii   iiyyyyyx
8553  0x000811ce 0x004829ce 7   11   .data   utf8    ?眍/!xxƆ blocks=Basic Latin,CJK Unified Ideographs,Latin Extended-B
8554  0x000811dc 0x004829dc 7   8    .data   ascii   mxhhhhh
8555  0x000811ef 0x004829ef 9   11   .data   utf8    zzzzzdEȪd blocks=Basic Latin,Latin Extended-B
8556  0x0008120c 0x00482a0c 4   6    .data   utf8    ńHOR blocks=Latin Extended-A,Basic Latin
8557  0x00081251 0x00482a51 5   6    .data   ascii   aaaaa
8558  0x00081261 0x00482a61 4   5    .data   ascii   ~rE\f
8559  0x00081293 0x00482a93 8   9    .data   ascii   ttnnnnnk
8560  0x000812a9 0x00482aa9 4   5    .data   ascii   3kkX
8561  0x000812db 0x00482adb 6   7    .data   ascii   cccccw
8562  0x000812e4 0x00482ae4 5   6    .data   ascii   MPoww
8563  0x000812ea 0x00482aea 4   5    .data   ascii   \eAww
8564  0x0008130b 0x00482b0b 5   6    .data   ascii   ttttt
8565  0x00081359 0x00482b59 4   5    .data   ascii   .8sq
8566  0x0008135e 0x00482b5e 5   7    .data   utf8    1ۓsei blocks=Basic Latin,Arabic
8567  0x0008138a 0x00482b8a 5   6    .data   ascii   jjjjj
8568  0x0008139b 0x00482b9b 6   7    .data   ascii   hhhhhe
8569  0x000813ca 0x00482bca 8   9    .data   ascii   sssssuM!
8570  0x000813de 0x00482bde 8   9    .data   ascii   uuulllll
8571  0x000813fd 0x00482bfd 5   6    .data   ascii   hhhhh
8572  0x00081412 0x00482c12 5   6    .data   ascii   bbbbb
8573  0x0008143f 0x00482c3f 7   8    .data   ascii   eeaaaaa
8574  0x00081460 0x00482c60 5   6    .data   ascii   sssss
8575  0x00081481 0x00482c81 6   7    .data   ascii   -\A+jj
8576  0x000814fd 0x00482cfd 5   6    .data   ascii   lllll
8577  0x00081508 0x00482d08 4   5    .data   ascii   PQ:i
8578  0x00081517 0x00482d17 5   6    .data   ascii   sssss
8579  0x00081525 0x00482d25 5   8    .data   utf8    ;4Fx身 blocks=Basic Latin,CJK Unified Ideographs
8580  0x00081536 0x00482d36 8   9    .data   ascii   iiiiil+1
8581  0x0008155d 0x00482d5d 5   6    .data   ascii   `````
8582  0x00081630 0x00482e30 5   6    .data   ascii   mmmmm
8583  0x00081690 0x00482e90 5   6    .data   ascii   vvvvv
8584  0x000816bc 0x00482ebc 10  11   .data   ascii   5kkkmmmmmh
8585  0x000816cb 0x00482ecb 4   5    .data   ascii   i0Zh
8586  0x000816d2 0x00482ed2 10  11   .data   ascii   \echhxxxxxx
8587  0x000816e7 0x00482ee7 6   7    .data   ascii   xx?yUN
8588  0x000816ee 0x00482eee 7   8    .data   ascii   xxxxxxw
8589  0x000816fe 0x00482efe 4   5    .data   ascii   5l^:
8590  0x00081703 0x00482f03 8   9    .data   ascii   wwwggggg
8591  0x00081715 0x00482f15 7   8    .data   ascii   G$j;*5C
8592  0x00081730 0x00482f30 4   5    .data   ascii   cc\n#
8593  0x00081748 0x00482f48 4   5    .data   ascii   xuuu
8594  0x00081781 0x00482f81 9   10   .data   ascii   nlYjjjjjj
8595  0x000817a9 0x00482fa9 8   9    .data   ascii   \nttqqqqq
8596  0x000817b4 0x00482fb4 4   5    .data   ascii   V._]
8597  0x000817c5 0x00482fc5 7   8    .data   ascii   `````e+
8598  0x000817f8 0x00482ff8 5   6    .data   ascii   lllll
8599  0x0008189b 0x0048309b 5   6    .data   ascii   ccccc
8600  0x000818ba 0x004830ba 4   5    .data   ascii   %sz0
8601  0x000818ce 0x004830ce 5   6    .data   ascii   wwwww
8602  0x000818e3 0x004830e3 5   6    .data   ascii   bbbbb
8603  0x000818ef 0x004830ef 4   5    .data   ascii   SYwI
8604  0x000818f8 0x004830f8 5   6    .data   ascii   sssss
8605  0x00081912 0x00483112 5   6    .data   ascii   hhhhh
8606  0x00081918 0x00483118 4   6    .data   utf8    ɪ\aFx blocks=IPA Extensions,Basic Latin
8607  0x0008191f 0x0048311f 4   6    .data   utf8    ɸG\b- blocks=IPA Extensions,Basic Latin
8608  0x00081931 0x00483131 5   6    .data   ascii   lllll
8609  0x00081942 0x00483142 5   6    .data   ascii   uuuuu
8610  0x00081958 0x00483158 5   6    .data   ascii   uuuuu
8611  0x00081971 0x00483171 5   6    .data   ascii   aaaaa
8612  0x00081997 0x00483197 6   8    .data   utf8    ֬TJ_c@ blocks=Hebrew,Basic Latin
8613  0x000819b9 0x004831b9 5   6    .data   ascii   fffff
8614  0x00081a18 0x00483218 8   9    .data   ascii   cccccr\tk
8615  0x00081a3d 0x0048323d 4   5    .data   ascii   yAaa
8616  0x00081a6a 0x0048326a 4   5    .data   ascii   JJc?
8617  0x00081a8f 0x0048328f 5   6    .data   ascii   ccccc
8618  0x00081ac5 0x004832c5 4   5    .data   ascii   [8Y/
8619  0x00081ad0 0x004832d0 5   6    .data   ascii   \r0Aff
8620  0x00081adb 0x004832db 7   8    .data   ascii   ffggggg
8621  0x00081b00 0x00483300 4   5    .data   ascii   @.nn
8622  0x00081b29 0x00483329 5   6    .data   ascii   \q[Ga
8623  0x00081bb3 0x004833b3 6   7    .data   ascii   zzzzze
8624  0x00081bc1 0x004833c1 11  12   .data   ascii   eeellllli{S
8625  0x00081bd8 0x004833d8 7   8    .data   ascii   iiggggg
8626  0x00081bed 0x004833ed 4   6    .data   utf8    n&Ѕk blocks=Basic Latin,Cyrillic
8627  0x00081bfd 0x004833fd 4   5    .data   ascii   S Mp
8628  0x00081c05 0x00483405 11  12   .data   ascii   (Ypppmmmmmp
8629  0x00081c22 0x00483422 10  11   .data   ascii   v|ppeeeeev
8630  0x00081c38 0x00483438 7   9    .data   utf8    řvvvvvv blocks=Latin Extended-A,Basic Latin
8631  0x00081c5b 0x0048345b 4   5    .data   ascii   P~ev
8632  0x00081c6a 0x0048346a 6   7    .data   ascii   zzzzzt
8633  0x00081c85 0x00483485 4   5    .data   ascii   tubt
8634  0x00081c91 0x00483491 8   10   .data   utf8    }rҸ5grrr blocks=Basic Latin,Cyrillic
8635  0x00081cbc 0x004834bc 7   8    .data   ascii   k'_]Qkk
8636  0x00081cf9 0x004834f9 11  12   .data   ascii   8zzzzzzzy0F
8637  0x00081d10 0x00483510 7   8    .data   ascii   ykkkkkz
8638  0x00081d19 0x00483519 4   5    .data   ascii   Hk_z
8639  0x00081d22 0x00483522 4   5    .data   ascii   Szzz
8640  0x00081d40 0x00483540 5   6    .data   ascii   ttttt
8641  0x00081d5f 0x0048355f 5   6    .data   ascii   eeeee
8642  0x00081d7a 0x0048357a 4   5    .data   ascii   q<!C
8643  0x00081d86 0x00483586 7   8    .data   ascii   kkkkkxX
8644  0x00081d9d 0x0048359d 7   8    .data   ascii   Hxmmmmm
8645  0x00081daf 0x004835af 4   5    .data   ascii   e58n
8646  0x00081db6 0x004835b6 5   6    .data   ascii   kkkkk
8647  0x00081e67 0x00483667 7   8    .data   ascii   ssssst+
8648  0x00081e81 0x00483681 4   5    .data   ascii   hI_B
8649  0x00081e8e 0x0048368e 9   10   .data   ascii   hhhhhhhhl
8650  0x00081e9f 0x0048369f 6   7    .data   ascii   3yl\eG9
8651  0x00081edb 0x004836db 6   7    .data   ascii   gggggj
8652  0x00081ee3 0x004836e3 4   5    .data   ascii   vjQ\f
8653  0x00081f0a 0x0048370a 6   7    .data   ascii   eeeeen
8654  0x00081f3d 0x0048373d 5   6    .data   ascii   hhhhh
8655  0x00081f64 0x00483764 12  13   .data   ascii   pppeeeee`H\t\v
8656  0x00081f7f 0x0048377f 8   9    .data   ascii   ``ddddde
8657  0x00081fae 0x004837ae 8   9    .data   ascii   fffjjjjj
8658  0x00081fc7 0x004837c7 6   7    .data   ascii   zzzzzu
8659  0x00081fd3 0x004837d3 8   10   .data   utf8    uڴ}Puuz! blocks=Basic Latin,Arabic
8660  0x00081fdf 0x004837df 6   7    .data   ascii   ulllll
8661  0x0008201f 0x0048381f 5   6    .data   ascii   $UmmG
8662  0x00082038 0x00483838 5   6    .data   ascii   jZsss
8663  0x00082060 0x00483860 4   6    .data   utf8    ;͜zy blocks=Basic Latin,Combining Diacritical Marks
8664  0x00082069 0x00483869 6   7    .data   ascii   bShzz(
