Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2064 0x00019a06 0x0002b806 4   8    .data   utf8    wኛ_Ծ blocks=Basic Latin,Ethiopic,Armenian
2065 0x00019a1d 0x0002b81d 4   6    .data   utf8    glS¦ blocks=Basic Latin,Latin-1 Supplement
2066 0x00019a73 0x0002b873 4   5    .data   ascii   ]HM*
2067 0x00019a7d 0x0002b87d 4   5    .data   ascii   V}mr
2068 0x00019a95 0x0002b895 4   5    .data   ascii   ojBO
2069 0x00019aba 0x0002b8ba 4   5    .data   ascii   J"{*
2070 0x00019ac4 0x0002b8c4 5   6    .data   ascii   D\n@^+
2071 0x00019b05 0x0002b905 7   9    .data   utf8     ܨU2>ST blocks=Basic Latin,Syriac
2072 0x00019b34 0x0002b934 4   5    .data   ascii   'y^i
2073 0x00019b6a 0x0002b96a 4   5    .data   ascii   +4W}
2074 0x00019b7b 0x0002b97b 4   5    .data   ascii   m\e\b~
2075 0x00019b8b 0x0002b98b 4   5    .data   ascii   N|gS
2076 0x00019b90 0x0002b990 4   5    .data   ascii   |E*N
2077 0x00019bdb 0x0002b9db 6   10   .data   utf8    ֚]qBM퇛 blocks=Hebrew,Basic Latin,Hangul Syllables
2078 0x00019be9 0x0002b9e9 4   5    .data   ascii   rAkR
2079 0x00019bf2 0x0002b9f2 4   5    .data   ascii   Id\f'
2080 0x00019c19 0x0002ba19 4   5    .data   ascii   t@#n
2081 0x00019c54 0x0002ba54 4   5    .data   ascii   7LrP
2082 0x00019c97 0x0002ba97 5   6    .data   ascii    /280
2083 0x00019cb8 0x0002bab8 5   7    .data   utf8    ۻpI@0 blocks=Arabic,Basic Latin
2084 0x00019ccf 0x0002bacf 6   8    .data   utf8    jɡ{Oy~ blocks=Basic Latin,IPA Extensions
2085 0x00019cfd 0x0002bafd 4   7    .data   utf8    &q騸l blocks=Basic Latin,CJK Unified Ideographs
2086 0x00019d0e 0x0002bb0e 4   5    .data   ascii   _5,R
2087 0x00019d2f 0x0002bb2f 4   6    .data   utf8    ͅMF* blocks=Combining Diacritical Marks,Basic Latin
2088 0x00019d69 0x0002bb69 4   5    .data   ascii   3Y|1
2089 0x00019d86 0x0002bb86 4   5    .data   ascii   xV!Z
2090 0x00019dc6 0x0002bbc6 4   6    .data   utf8    Lׁmm blocks=Basic Latin,Hebrew
2091 0x00019dda 0x0002bbda 5   7    .data   utf8    ž1}sq blocks=Latin Extended-A,Basic Latin
2092 0x00019e18 0x0002bc18 6   9    .data   utf8    R䔑g0$f blocks=Basic Latin,CJK Unified Ideographs Extension A
2093 0x00019e61 0x0002bc61 5   6    .data   ascii   \rIG&a
2094 0x00019ecc 0x0002bccc 5   6    .data   ascii   Oe\eOx
2095 0x00019ee5 0x0002bce5 5   6    .data   ascii   =`zR;
2096 0x00019ef7 0x0002bcf7 4   5    .data   ascii   '\\n#
2097 0x00019f0d 0x0002bd0d 6   7    .data   ascii   eo}e:E
2098 0x00019f50 0x0002bd50 4   5    .data   ascii   pA%N
2099 0x00019fde 0x0002bdde 6   8    .data   utf8    NcfV$u
2100 0x00019fee 0x0002bdee 4   6    .data   utf8    ܊;"J blocks=Syriac,Basic Latin
2101 0x0001a029 0x0002be29 4   5    .data   ascii   tK\b5
2102 0x0001a080 0x0002be80 4   5    .data   ascii   {Rb^
2103 0x0001a0a7 0x0002bea7 5   6    .data   ascii   $+o\:
2104 0x0001a0c0 0x0002bec0 4   5    .data   ascii   @rpU
2105 0x0001a0f8 0x0002bef8 4   5    .data   ascii   im}u
2106 0x0001a102 0x0002bf02 4   6    .data   utf8    p4eϺ blocks=Basic Latin,Greek and Coptic
2107 0x0001a130 0x0002bf30 5   6    .data   ascii   drSM6
2108 0x0001a159 0x0002bf59 5   6    .data   ascii   \&Os#
2109 0x0001a164 0x0002bf64 4   5    .data   ascii   t<[t
2110 0x0001a1a7 0x0002bfa7 6   7    .data   ascii   aAp%X(
2111 0x0001a1b9 0x0002bfb9 4   6    .data   utf8    $iSͯ blocks=Basic Latin,Combining Diacritical Marks
2112 0x0001a1c9 0x0002bfc9 4   5    .data   ascii   J\a"K
2113 0x0001a1d9 0x0002bfd9 5   7    .data   utf8    CZi-߬ blocks=Basic Latin,NKo
2114 0x0001a1ee 0x0002bfee 4   5    .data   ascii   [PCB
2115 0x0001a1f9 0x0002bff9 4   5    .data   ascii   ?\nSS
2116 0x0001a1fe 0x0002bffe 4   5    .data   ascii   2rR:
2117 0x0001a247 0x0002c047 8   9    .data   ascii   x\nA8kHe$
2118 0x0001a2a2 0x0002c0a2 4   6    .data   utf8    p.'ʔ blocks=Basic Latin,IPA Extensions
2119 0x0001a2db 0x0002c0db 4   5    .data   ascii   wf(\
2120 0x0001a2f8 0x0002c0f8 5   6    .data   ascii   t9OLe
2121 0x0001a301 0x0002c101 7   11   .data   utf8    ~ೡ7ף,b* blocks=Basic Latin,Kannada,Hebrew
2122 0x0001a36b 0x0002c16b 4   6    .data   utf8    QșV  blocks=Basic Latin,Latin Extended-B
2123 0x0001a3a0 0x0002c1a0 5   6    .data   ascii   %(YYX
2124 0x0001a3b7 0x0002c1b7 4   5    .data   ascii   D3WP
2125 0x0001a441 0x0002c241 4   5    .data   ascii   _(^n
2126 0x0001a490 0x0002c290 5   7    .data   utf8    TEų\v( blocks=Basic Latin,Latin Extended-A
2127 0x0001a498 0x0002c298 4   5    .data   ascii   x][Q
2128 0x0001a4c3 0x0002c2c3 6   7    .data   ascii   v#\eQg_
2129 0x0001a4e6 0x0002c2e6 7   9    .data   utf8    m%4-\bȜo blocks=Basic Latin,Latin Extended-B
2130 0x0001a502 0x0002c302 4   5    .data   ascii   yK;%
2131 0x0001a52c 0x0002c32c 5   10   .data   utf8    ]1]뛨ַ blocks=Basic Latin,Hangul Syllables,Hebrew
2132 0x0001a53f 0x0002c33f 4   5    .data   ascii   dse{
2133 0x0001a553 0x0002c353 4   5    .data   ascii   >S\fN
2134 0x0001a560 0x0002c360 5   7    .data   utf8    X\bVŀT blocks=Basic Latin,Latin Extended-A
2135 0x0001a5a3 0x0002c3a3 4   6    .data   utf8    ˘l+| blocks=Spacing Modifier Letters,Basic Latin
2136 0x0001a5d3 0x0002c3d3 4   5    .data   ascii   \v->{
2137 0x0001a64d 0x0002c44d 6   10   .data   utf8    䊸 \n\bO҇ blocks=CJK Unified Ideographs Extension A,Basic Latin,Cyrillic
2138 0x0001a657 0x0002c457 5   6    .data   ascii   `|-C-
2139 0x0001a664 0x0002c464 4   7    .data   utf8    R衴\bp blocks=Basic Latin,CJK Unified Ideographs
2140 0x0001a682 0x0002c482 5   6    .data   ascii   :UB4,
2141 0x0001a6ae 0x0002c4ae 4   5    .data   ascii   3I*A
2142 0x0001a6c5 0x0002c4c5 4   5    .data   ascii   s#^\r
2143 0x0001a6e9 0x0002c4e9 7   8    .data   ascii   m.KtgI\v
2144 0x0001a6f2 0x0002c4f2 5   6    .data   ascii   41I,o
2145 0x0001a720 0x0002c520 4   5    .data   ascii   wa6e
2146 0x0001a775 0x0002c575 5   8    .data   utf8    °ϙq[D blocks=Latin-1 Supplement,Greek and Coptic,Basic Latin
2147 0x0001a79b 0x0002c59b 4   5    .data   ascii   YVAW
2148 0x0001a7b7 0x0002c5b7 4   5    .data   ascii   ]YTS
2149 0x0001a7e9 0x0002c5e9 4   6    .data   utf8    pĳTZ blocks=Basic Latin,Latin Extended-A
2150 0x0001a7f5 0x0002c5f5 7   8    .data   ascii   zHHW25t
2151 0x0001a811 0x0002c611 4   5    .data   ascii   =xpS
2152 0x0001a816 0x0002c616 5   7    .data   utf8    ,EոPT blocks=Basic Latin,Armenian
2153 0x0001a870 0x0002c670 5   6    .data   ascii   S?QmU
2154 0x0001a87d 0x0002c67d 4   5    .data   ascii   4]?V
2155 0x0001a8aa 0x0002c6aa 6   7    .data   ascii   w/Z#}Z
2156 0x0001a8ba 0x0002c6ba 7   8    .data   ascii   ]KISWOt
2157 0x0001a8cb 0x0002c6cb 4   5    .data   ascii   CRp^
2158 0x0001a98e 0x0002c78e 4   5    .data   ascii   Z\f\tu
2159 0x0001a9b5 0x0002c7b5 12  14   .data   utf8    d"S(}x_-@p͊@ blocks=Basic Latin,Combining Diacritical Marks
2160 0x0001a9dc 0x0002c7dc 5   6    .data   ascii   jtZ(B
2161 0x0001a9f7 0x0002c7f7 6   8    .data   utf8    )Ҧ&k)\b blocks=Basic Latin,Cyrillic
2162 0x0001aa02 0x0002c802 4   5    .data   ascii   :6&l
2163 0x0001aa38 0x0002c838 4   6    .data   utf8    ߠ0F| blocks=NKo,Basic Latin
2164 0x0001aa3e 0x0002c83e 5   7    .data   utf8    nɜyl\v blocks=Basic Latin,IPA Extensions
2165 0x0001aa9a 0x0002c89a 5   6    .data   ascii   Z('4{
2166 0x0001ab35 0x0002c935 5   6    .data   ascii   Z9\va\f
2167 0x0001ab43 0x0002c943 5   6    .data   ascii   6~FYO
2168 0x0001ab82 0x0002c982 4   5    .data   ascii   \b\bRL
2169 0x0001ac1a 0x0002ca1a 4   5    .data   ascii   Lqev
2170 0x0001ac52 0x0002ca52 6   8    .data   utf8    Ar>CUȈ blocks=Basic Latin,Latin Extended-B
2171 0x0001ac80 0x0002ca80 6   7    .data   ascii   #U5\v3I
2172 0x0001ace9 0x0002cae9 5   6    .data   ascii   #BJN[
2173 0x0001ad4e 0x0002cb4e 5   6    .data   ascii   _E"\fx
2174 0x0001ad5c 0x0002cb5c 4   5    .data   ascii   B\flN
2175 0x0001ad6f 0x0002cb6f 7   9    .data   utf8    +xoqҏ4\r blocks=Basic Latin,Cyrillic
2176 0x0001ad90 0x0002cb90 4   5    .data   ascii   SE3n
2177 0x0001ade9 0x0002cbe9 5   7    .data   utf8    ߳by}~ blocks=NKo,Basic Latin
2178 0x0001adf6 0x0002cbf6 5   7    .data   utf8    \ٻ\bl\b blocks=Basic Latin,Arabic
2179 0x0001ae2a 0x0002cc2a 6   8    .data   utf8    ݮ\b4<KO blocks=Arabic Supplement,Basic Latin
2180 0x0001ae62 0x0002cc62 4   5    .data   ascii   2LU5
2181 0x0001aebe 0x0002ccbe 5   6    .data   ascii   G!4~d
2182 0x0001af0a 0x0002cd0a 5   6    .data   ascii   SZ'^?
2183 0x0001af13 0x0002cd13 4   5    .data   ascii   Mw\aR
2184 0x0001af78 0x0002cd78 4   5    .data   ascii   "KXt
2185 0x0001af90 0x0002cd90 6   8    .data   utf8    3xhΚ=Q blocks=Basic Latin,Greek and Coptic
2186 0x0001afd5 0x0002cdd5 4   5    .data   ascii    U'\
2187 0x0001b006 0x0002ce06 5   6    .data   ascii   p0w9}
2188 0x0001b036 0x0002ce36 4   5    .data   ascii   ZqPQ
2189 0x0001b048 0x0002ce48 8   10   .data   utf8    aw]fٗ+hx blocks=Basic Latin,Arabic
2190 0x0001b0b2 0x0002ceb2 5   7    .data   utf8    /_wVژ blocks=Basic Latin,Arabic
2191 0x0001b0c3 0x0002cec3 5   7    .data   utf8    &]fנ[ blocks=Basic Latin,Hebrew
2192 0x0001b0da 0x0002ceda 4   5    .data   ascii   JV~5
2193 0x0001b0eb 0x0002ceeb 4   5    .data   ascii   s+O!
2194 0x0001b117 0x0002cf17 4   5    .data   ascii   3imm
2195 0x0001b15e 0x0002cf5e 5   6    .data   ascii   2BI?o
2196 0x0001b18b 0x0002cf8b 5   6    .data   ascii   sD".u
2197 0x0001b1b7 0x0002cfb7 4   5    .data   ascii   q{-J
2198 0x0001b1e4 0x0002cfe4 4   6    .data   utf8    c]KW
2199 0x0001b209 0x0002d009 6   7    .data   ascii   i&;GQl
2200 0x0001b22f 0x0002d02f 6   7    .data   ascii   ]@\v\eUo
2201 0x0001b24f 0x0002d04f 4   5    .data   ascii   "3{p
2202 0x0001b265 0x0002d065 13  14   .data   ascii   /2*MPw\t9pnEwe
2203 0x0001b27d 0x0002d07d 5   6    .data   ascii   Os\fn-
2204 0x0001b2ae 0x0002d0ae 6   7    .data   ascii   m\f6>,M
2205 0x0001b2c5 0x0002d0c5 4   6    .data   utf8    Ӈ;K6 blocks=Cyrillic,Basic Latin
2206 0x0001b342 0x0002d142 6   7    .data   ascii   L@,?%u
2207 0x0001b36a 0x0002d16a 5   6    .data   ascii   *EN\f)
2208 0x0001b3d5 0x0002d1d5 4   5    .data   ascii   SLWF
2209 0x0001b3f5 0x0002d1f5 4   6    .data   utf8    תl;V blocks=Hebrew,Basic Latin
2210 0x0001b456 0x0002d256 4   5    .data   ascii   S3Gf
2211 0x0001b50c 0x0002d30c 4   5    .data   ascii   5W9<
2212 0x0001b519 0x0002d319 6   7    .data   ascii   R:*}Jl
2213 0x0001b5a2 0x0002d3a2 6   9    .data   utf8    ?Ȭ_pݭ\n blocks=Basic Latin,Latin Extended-B,Arabic Supplement
2214 0x0001b609 0x0002d409 8   9    .data   ascii   _`F+\r\bXl
2215 0x0001b666 0x0002d466 4   5    .data   ascii   3wk\t
2216 0x0001b6b5 0x0002d4b5 5   7    .data   utf8    Nѿ^ Q blocks=Basic Latin,Cyrillic
2217 0x0001b735 0x0002d535 5   9    .data   utf8    vV{Pw
2218 0x0001b7a8 0x0002d5a8 4   5    .data   ascii   =ag9
2219 0x0001b7b8 0x0002d5b8 6   8    .data   utf8    ܑlp\bnk blocks=Syriac,Basic Latin
2220 0x0001b7d3 0x0002d5d3 4   5    .data   ascii   \Z57
2221 0x0001b816 0x0002d616 5   6    .data   ascii   3r&8]
2222 0x0001b867 0x0002d667 4   6    .data   utf8    Jʌ7L blocks=Basic Latin,IPA Extensions
2223 0x0001b88e 0x0002d68e 4   5    .data   ascii   9vk)
2224 0x0001b8be 0x0002d6be 4   5    .data   ascii   !N,q
2225 0x0001b8d8 0x0002d6d8 4   5    .data   ascii   ;v_X
2226 0x0001b8e8 0x0002d6e8 9   11   .data   utf8    &dX2r6ފ;n blocks=Basic Latin,Thaana
2227 0x0001b91e 0x0002d71e 4   5    .data   ascii   D@l'
2228 0x0001b935 0x0002d735 7   8    .data   ascii   3lc?l8m
2229 0x0001b95b 0x0002d75b 4   5    .data   ascii   3R\?
2230 0x0001b997 0x0002d797 6   7    .data   ascii   vD-\e\ep
2231 0x0001b9e0 0x0002d7e0 4   5    .data   ascii   [/w[
2232 0x0001ba19 0x0002d819 4   5    .data   ascii   8^b"
2233 0x0001ba4a 0x0002d84a 4   5    .data   ascii   AJ4*
2234 0x0001ba4f 0x0002d84f 4   5    .data   ascii   e\tz^
2235 0x0001ba81 0x0002d881 4   6    .data   utf8    c5εe blocks=Basic Latin,Greek and Coptic
2236 0x0001ba91 0x0002d891 4   5    .data   ascii   \b\dT
2237 0x0001bac5 0x0002d8c5 8   9    .data   ascii   \1rU(!>$
2238 0x0001bad8 0x0002d8d8 4   6    .data   utf8    ؑ\rZ, blocks=Arabic,Basic Latin
2239 0x0001bb1a 0x0002d91a 4   5    .data   ascii   |t#C
2240 0x0001bb36 0x0002d936 5   8    .data   utf8    g앁<6x blocks=Basic Latin,Hangul Syllables
2241 0x0001bc2c 0x0002da2c 4   5    .data   ascii   _|,<
2242 0x0001bc39 0x0002da39 6   7    .data   ascii   mFWJC\t
2243 0x0001bc40 0x0002da40 5   6    .data   ascii   lP U-
2244 0x0001bc6d 0x0002da6d 4   5    .data   ascii   !0S]
2245 0x0001bc7a 0x0002da7a 4   5    .data   ascii   \eGb\n
2246 0x0001bc8f 0x0002da8f 6   7    .data   ascii   P(g5\n~
2247 0x0001bca9 0x0002daa9 5   7    .data   utf8    ֹiO]5 blocks=Hebrew,Basic Latin
2248 0x0001bd27 0x0002db27 5   6    .data   ascii   %D4e,
2249 0x0001bd37 0x0002db37 4   5    .data   ascii   7Ob5
2250 0x0001bd76 0x0002db76 4   5    .data   ascii   RgsW
2251 0x0001bd7b 0x0002db7b 4   5    .data   ascii   \a-u%
2252 0x0001bdec 0x0002dbec 4   5    .data   ascii   3%[_
2253 0x0001be07 0x0002dc07 4   5    .data   ascii   ScG\e
2254 0x0001be60 0x0002dc60 4   5    .data   ascii   6iEg
2255 0x0001be81 0x0002dc81 4   6    .data   utf8    =\e|ߗ blocks=Basic Latin,NKo
2256 0x0001bea3 0x0002dca3 5   7    .data   utf8    sY^̏` blocks=Basic Latin,Combining Diacritical Marks
2257 0x0001beaa 0x0002dcaa 6   10   .data   utf8    r?.ϴ#⧻ blocks=Basic Latin,Greek and Coptic,Miscellaneous Mathematical Symbols-B
2258 0x0001beb8 0x0002dcb8 5   8    .data   utf8    \t涱Gno blocks=Basic Latin,CJK Unified Ideographs
2259 0x0001bf06 0x0002dd06 4   5    .data   ascii   j`'Z
2260 0x0001bf5b 0x0002dd5b 6   7    .data   ascii   e\f3Ng,
2261 0x0001bf96 0x0002dd96 7   8    .data   ascii   *^?#;qm
2262 0x0001bfa6 0x0002dda6 5   6    .data   ascii   X8.$n
2263 0x0001bfb1 0x0002ddb1 5   6    .data   ascii   `ud\rb
2264 0x0001bfc1 0x0002ddc1 4   6    .data   utf8    ӭ\a=} blocks=Cyrillic,Basic Latin
2265 0x0001c003 0x0002de03 5   6    .data   ascii   %:^J;
2266 0x0001c017 0x0002de17 4   5    .data   ascii   t-?O
2267 0x0001c062 0x0002de62 6   7    .data   ascii   b}<0$v
2268 0x0001c0ad 0x0002dead 4   5    .data   ascii   !_$M
2269 0x0001c0ce 0x0002dece 4   6    .data   utf8    qإB{ blocks=Basic Latin,Arabic
2270 0x0001c112 0x0002df12 4   5    .data   ascii   A\rj2
2271 0x0001c175 0x0002df75 6   7    .data   ascii   {0j|,,
2272 0x0001c1a7 0x0002dfa7 5   7    .data   utf8    KԘ\t?W blocks=Basic Latin,Cyrillic Supplement
2273 0x0001c1dd 0x0002dfdd 5   7    .data   utf8    ~͘L]6 blocks=Basic Latin,Combining Diacritical Marks
2274 0x0001c1e4 0x0002dfe4 4   5    .data   ascii   \b4%[
2275 0x0001c20e 0x0002e00e 5   6    .data   ascii   /Lt|b
2276 0x0001c264 0x0002e064 6   7    .data   ascii   0\tjqe+
2277 0x0001c28c 0x0002e08c 4   5    .data   ascii   n7fG
2278 0x0001c31e 0x0002e11e 4   6    .data   utf8    W.fշ blocks=Basic Latin,Armenian
2279 0x0001c32f 0x0002e12f 4   5    .data   ascii   dD57
2280 0x0001c349 0x0002e149 4   5    .data   ascii   A!|R
2281 0x0001c35f 0x0002e15f 5   6    .data   ascii   \f1\rb:
2282 0x0001c3bd 0x0002e1bd 4   5    .data   ascii   @qy.
2283 0x0001c3c6 0x0002e1c6 4   7    .data   utf8    Әn@ۮ blocks=Cyrillic,Basic Latin,Arabic
2284 0x0001c3d2 0x0002e1d2 4   5    .data   ascii   FTV"
2285 0x0001c3f7 0x0002e1f7 5   6    .data   ascii   pZ\j}
2286 0x0001c413 0x0002e213 4   6    .data   utf8    y<ʷ# blocks=Basic Latin,Spacing Modifier Letters
2287 0x0001c449 0x0002e249 5   6    .data   ascii   TWQ1@
2288 0x0001c494 0x0002e294 7   8    .data   ascii   MV;\vJUH
2289 0x0001c4d8 0x0002e2d8 4   5    .data   ascii   \nzEd
2290 0x0001c4f9 0x0002e2f9 4   5    .data   ascii   *s,!
2291 0x0001c53a 0x0002e33a 4   5    .data   ascii   <e-H
2292 0x0001c568 0x0002e368 8   10   .data   utf8    +\rNfMqċi blocks=Basic Latin,Latin Extended-A
2293 0x0001c5a7 0x0002e3a7 4   5    .data   ascii   BNAb
2294 0x0001c5c0 0x0002e3c0 4   5    .data   ascii   Hn~k
2295 0x0001c5d4 0x0002e3d4 6   7    .data   ascii   3IqOx\v
2296 0x0001c5e1 0x0002e3e1 5   6    .data   ascii   ?\foD\e
2297 0x0001c601 0x0002e401 4   6    .data   utf8    \bߢ0/ blocks=Basic Latin,NKo
2298 0x0001c624 0x0002e424 4   5    .data   ascii   ]NU;
2299 0x0001c637 0x0002e437 6   8    .data   utf8    rĪz.LE blocks=Basic Latin,Latin Extended-A
2300 0x0001c651 0x0002e451 4   5    .data   ascii   B\v\v@
2301 0x0001c6b1 0x0002e4b1 5   6    .data   ascii   2C%wB
2302 0x0001c6d4 0x0002e4d4 5   6    .data   ascii   th~\vf
2303 0x0001c700 0x0002e500 4   5    .data   ascii   8xiu
2304 0x0001c737 0x0002e537 4   5    .data   ascii   OI\a$
2305 0x0001c74b 0x0002e54b 4   6    .data   utf8    -ךJn blocks=Basic Latin,Hebrew
2306 0x0001c798 0x0002e598 4   5    .data   ascii   y\e'L
2307 0x0001c7c3 0x0002e5c3 4   5    .data   ascii   OAG)
2308 0x0001c7ff 0x0002e5ff 4   5    .data   ascii   L~\>
2309 0x0001c828 0x0002e628 5   8    .data   utf8    *Y\r/孰 blocks=Basic Latin,CJK Unified Ideographs
2310 0x0001c83a 0x0002e63a 5   6    .data   ascii   #;sJ<
2311 0x0001c859 0x0002e659 6   7    .data   ascii   i6:E\nr
2312 0x0001c865 0x0002e665 5   6    .data   ascii   KV\e\am
2313 0x0001c870 0x0002e670 4   7    .data   utf8    p卺\5 blocks=Basic Latin,CJK Unified Ideographs
2314 0x0001c8bf 0x0002e6bf 4   5    .data   ascii   &0jx
2315 0x0001c8da 0x0002e6da 4   5    .data   ascii   X; `
2316 0x0001c91e 0x0002e71e 8   11   .data   utf8    \t7A\tn%ړҙ blocks=Basic Latin,Arabic,Cyrillic
2317 0x0001c93a 0x0002e73a 6   7    .data   ascii   COe3[[
2318 0x0001c95d 0x0002e75d 6   7    .data   ascii   \nX?E8M
2319 0x0001c967 0x0002e767 5   6    .data   ascii   =L-WB
2320 0x0001c973 0x0002e773 5   7    .data   utf8    YßL"\f blocks=Basic Latin,Latin-1 Supplement
2321 0x0001c97e 0x0002e77e 4   5    .data   ascii   M40z
2322 0x0001c9a3 0x0002e7a3 4   5    .data   ascii   Du65
2323 0x0001c9a8 0x0002e7a8 4   5    .data   ascii   Ctym
2324 0x0001ca2c 0x0002e82c 4   5    .data   ascii   f\e!q
2325 0x0001ca3e 0x0002e83e 5   6    .data   ascii   [B4&\
2326 0x0001ca6c 0x0002e86c 4   5    .data   ascii   p57p
2327 0x0001ca87 0x0002e887 4   5    .data   ascii   cV\fX
2328 0x0001ca96 0x0002e896 4   5    .data   ascii   \r\%\v
2329 0x0001ca9b 0x0002e89b 9   11   .data   utf8    O|ջrQ9u3k blocks=Basic Latin,Armenian
2330 0x0001cacb 0x0002e8cb 4   5    .data   ascii   HI}U
2331 0x0001caf7 0x0002e8f7 5   7    .data   utf8    Oc$ރ: blocks=Basic Latin,Thaana
2332 0x0001cb1f 0x0002e91f 5   7    .data   utf8    0PƆ0u blocks=Basic Latin,Latin Extended-B
2333 0x0001cb7e 0x0002e97e 4   5    .data   ascii   *cq?
2334 0x0001cc02 0x0002ea02 5   7    .data   utf8    \bȞaG' blocks=Basic Latin,Latin Extended-B
2335 0x0001cc45 0x0002ea45 4   5    .data   ascii   ]&Ij
2336 0x0001ccb1 0x0002eab1 4   5    .data   ascii   SDTB
2337 0x0001cceb 0x0002eaeb 4   5    .data   ascii   <-U`
2338 0x0001cd02 0x0002eb02 4   5    .data   ascii   \rpo=
2339 0x0001cd5a 0x0002eb5a 4   5    .data   ascii   .q]9
2340 0x0001cd78 0x0002eb78 4   5    .data   ascii   ;!pa
2341 0x0001cdc8 0x0002ebc8 6   7    .data   ascii   8ASsR"
2342 0x0001cdff 0x0002ebff 5   7    .data   utf8    gΐo;W blocks=Basic Latin,Greek and Coptic
2343 0x0001ce63 0x0002ec63 4   5    .data   ascii   uo3q
2344 0x0001ce88 0x0002ec88 4   5    .data   ascii   C\t%(
2345 0x0001ceaf 0x0002ecaf 4   5    .data   ascii   -"!B
2346 0x0001cece 0x0002ecce 6   7    .data   ascii   wN0\e\r 
2347 0x0001cef6 0x0002ecf6 5   6    .data   ascii   G(dpJ
2348 0x0001cf33 0x0002ed33 4   5    .data   ascii   [B/0
2349 0x0001cf3d 0x0002ed3d 5   6    .data   ascii   ? 5XP
2350 0x0001cf92 0x0002ed92 4   5    .data   ascii   dqD`
2351 0x0001cfd3 0x0002edd3 4   5    .data   ascii   :.\bx
2352 0x0001d00c 0x0002ee0c 4   5    .data   ascii   {eu8
2353 0x0001d033 0x0002ee33 10  11   .data   ascii   |0/^U\n+\rFI
2354 0x0001d073 0x0002ee73 5   6    .data   ascii   #-OT$
2355 0x0001d07e 0x0002ee7e 4   5    .data   ascii   N_#h
2356 0x0001d091 0x0002ee91 4   5    .data   ascii   Mw\b}
2357 0x0001d0a6 0x0002eea6 4   5    .data   ascii   hdd&
2358 0x0001d0d7 0x0002eed7 5   6    .data   ascii   cXP{s
2359 0x0001d0e0 0x0002eee0 8   9    .data   ascii   H!UK 9uP
2360 0x0001d124 0x0002ef24 5   6    .data   ascii   APw>q
2361 0x0001d153 0x0002ef53 6   7    .data   ascii   qef^aS
2362 0x0001d190 0x0002ef90 5   7    .data   utf8    b<Cݞ* blocks=Basic Latin,Arabic Supplement
2363 0x0001d1b1 0x0002efb1 4   5    .data   ascii   9zR4
2364 0x0001d200 0x0002f000 8   9    .data   ascii   %, %>s4H
2365 0x0001d210 0x0002f010 4   5    .data   ascii   KQ}\a
2366 0x0001d220 0x0002f020 4   6    .data   utf8    1ˀ"` blocks=Basic Latin,Spacing Modifier Letters
2367 0x0001d22a 0x0002f02a 4   5    .data   ascii   \ZnF
2368 0x0001d257 0x0002f057 5   6    .data   ascii   [eR1G
2369 0x0001d320 0x0002f120 6   7    .data   ascii   vs]F2Q
2370 0x0001d334 0x0002f134 5   7    .data   utf8    ֱ>)G? blocks=Hebrew,Basic Latin
2371 0x0001d359 0x0002f159 4   5    .data   ascii   6bP}
2372 0x0001d366 0x0002f166 4   7    .data   utf8    ޫeϏM blocks=Thaana,Basic Latin,Greek and Coptic
2373 0x0001d377 0x0002f177 6   8    .data   utf8    }Y\f~.ǟ blocks=Basic Latin,Latin Extended-B
2374 0x0001d385 0x0002f185 4   5    .data   ascii   -HnQ
2375 0x0001d3c0 0x0002f1c0 5   6    .data   ascii   TfFh\f
2376 0x0001d3c6 0x0002f1c6 4   5    .data   ascii   ./\t]
2377 0x0001d3d5 0x0002f1d5 5   6    .data   ascii   F&lF\a
2378 0x0001d41e 0x0002f21e 5   6    .data   ascii   wyc]|
2379 0x0001d47b 0x0002f27b 4   5    .data   ascii   Rv7G
2380 0x0001d514 0x0002f314 4   6    .data   utf8    G؛iB blocks=Basic Latin,Arabic
2381 0x0001d546 0x0002f346 4   5    .data   ascii   )PZ\a
2382 0x0001d569 0x0002f369 4   5    .data   ascii   Z\z&
2383 0x0001d57f 0x0002f37f 4   5    .data   ascii   p~ n
2384 0x0001d58c 0x0002f38c 4   6    .data   utf8    b݄\E blocks=Basic Latin,Syriac
2385 0x0001d5a3 0x0002f3a3 4   5    .data   ascii   ;o)\a
2386 0x0001d5e6 0x0002f3e6 5   6    .data   ascii   ~b!a/
2387 0x0001d653 0x0002f453 5   6    .data   ascii   %\bA|b
2388 0x0001d6cc 0x0002f4cc 4   6    .data   utf8    qjГo blocks=Basic Latin,Cyrillic
2389 0x0001d6d4 0x0002f4d4 6   7    .data   ascii   pD691f
2390 0x0001d6fe 0x0002f4fe 4   5    .data   ascii   &2uh
2391 0x0001d739 0x0002f539 4   6    .data   utf8    nPڶG blocks=Basic Latin,Arabic
2392 0x0001d74c 0x0002f54c 6   7    .data   ascii   DthM\nZ
2393 0x0001d780 0x0002f580 5   6    .data   ascii   :k$Z0
2394 0x0001d7c4 0x0002f5c4 4   5    .data   ascii   ,B`g
2395 0x0001d80f 0x0002f60f 5   8    .data   utf8    蓧a1'` blocks=CJK Unified Ideographs,Basic Latin
2396 0x0001d869 0x0002f669 5   6    .data   ascii   T~\b"\t
