Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1630 0x000144bd 0x000262bd 4   5    .data   ascii   \=9;
1631 0x000144e3 0x000262e3 5   8    .data   utf8    jܮGڄ2 blocks=Basic Latin,Syriac,Arabic
1632 0x0001450c 0x0002630c 5   6    .data   ascii   #)Wc_
1633 0x00014552 0x00026352 5   7    .data   utf8    `pKޟE blocks=Basic Latin,Thaana
1634 0x00014589 0x00026389 6   7    .data   ascii   ^]7\aXz
1635 0x000145ad 0x000263ad 5   8    .data   utf8    i3[V blocks=Private Use Area,Basic Latin
1636 0x000145c4 0x000263c4 4   6    .data   utf8    NLKݠ blocks=Basic Latin,Arabic Supplement
1637 0x00014648 0x00026448 6   7    .data   ascii   76\t)1\t
1638 0x0001465a 0x0002645a 4   5    .data   ascii   X?aG
1639 0x0001467a 0x0002647a 5   6    .data   ascii   0p.NQ
1640 0x000146dd 0x000264dd 6   8    .data   utf8    \7Ŷ}}[ blocks=Basic Latin,Latin Extended-A
1641 0x000146ed 0x000264ed 5   7    .data   utf8    Iy*vŞ blocks=Basic Latin,Latin Extended-A
1642 0x0001471e 0x0002651e 4   5    .data   ascii   -Nqd
1643 0x0001473a 0x0002653a 4   5    .data   ascii   SCB\b
1644 0x00014769 0x00026569 4   5    .data   ascii   pk&J
1645 0x00014771 0x00026571 5   6    .data   ascii   ][G02
1646 0x000147d5 0x000265d5 5   6    .data   ascii   @/4^l
1647 0x000147e9 0x000265e9 4   9    .data   utf8    Ќs?b blocks=Cyrillic,Basic Latin
1648 0x0001482e 0x0002662e 4   5    .data   ascii   u.x1
1649 0x0001483b 0x0002663b 5   8    .data   utf8    d{QێÊ blocks=Basic Latin,Arabic,Latin-1 Supplement
1650 0x0001485f 0x0002665f 4   5    .data   ascii   T8#y
1651 0x0001487a 0x0002667a 4   5    .data   ascii   ~4]z
1652 0x000148b9 0x000266b9 5   8    .data   utf8    ˚wBuǂ blocks=Spacing Modifier Letters,Basic Latin,Latin Extended-B
1653 0x000148c1 0x000266c1 5   6    .data   ascii   R]vKO
1654 0x000148e2 0x000266e2 4   5    .data   ascii   nj4<
1655 0x000148f2 0x000266f2 4   6    .data   utf8    IUF̪ blocks=Basic Latin,Combining Diacritical Marks
1656 0x00014955 0x00026755 4   5    .data   ascii   \n+\r`
1657 0x0001495b 0x0002675b 4   6    .data   utf8    *ɉY} blocks=Basic Latin,Latin Extended-B
1658 0x000149d5 0x000267d5 4   5    .data   ascii   \es6a
1659 0x00014b8c 0x0002698c 5   6    .data   ascii   \@`dN
1660 0x00014b9e 0x0002699e 4   5    .data   ascii   ,0\e_
1661 0x00014c28 0x00026a28 6   7    .data   ascii   P\fSb\v;
1662 0x00014c45 0x00026a45 4   7    .data   utf8    곧93G blocks=Hangul Syllables,Basic Latin
1663 0x00014c59 0x00026a59 6   8    .data   utf8    X0ț1)y blocks=Basic Latin,Latin Extended-B
1664 0x00014c9f 0x00026a9f 4   5    .data   ascii   "LG'
1665 0x00014ce2 0x00026ae2 4   5    .data   ascii   ;?lQ
1666 0x00014d01 0x00026b01 4   6    .data   utf8    uʜh2 blocks=Basic Latin,IPA Extensions
1667 0x00014d07 0x00026b07 4   5    .data   ascii   |AUU
1668 0x00014d1a 0x00026b1a 4   5    .data   ascii   ]*C"
1669 0x00014d50 0x00026b50 6   7    .data   ascii   A2lz)O
1670 0x00014d73 0x00026b73 4   5    .data   ascii   ($m`
1671 0x00014d9d 0x00026b9d 4   5    .data   ascii   4A!q
1672 0x00014dc6 0x00026bc6 5   6    .data   ascii   3!\nQw
1673 0x00014ddc 0x00026bdc 4   5    .data   ascii   HN<t
1674 0x00014de3 0x00026be3 4   5    .data   ascii   \e|&x
1675 0x00014e01 0x00026c01 5   6    .data   ascii   @\eH1F
1676 0x00014e3b 0x00026c3b 5   6    .data   ascii   \nKq=>
1677 0x00014e53 0x00026c53 5   6    .data   ascii   n{$jF
1678 0x00014e60 0x00026c60 4   7    .data   utf8    F㺤:@ blocks=Basic Latin,CJK Unified Ideographs Extension A
1679 0x00014e97 0x00026c97 4   6    .data   utf8    &EGŦ blocks=Basic Latin,Latin Extended-A
1680 0x00014f02 0x00026d02 4   5    .data   ascii   .9t\t
1681 0x00014f19 0x00026d19 5   6    .data   ascii   +:I3v
1682 0x00014f2b 0x00026d2b 6   7    .data   ascii   LN\O+h
1683 0x00014f5f 0x00026d5f 4   7    .data   utf8    ߍеT; blocks=NKo,Cyrillic,Basic Latin
1684 0x00014fa1 0x00026da1 5   6    .data   ascii   \bGhm'
1685 0x00014fc2 0x00026dc2 5   6    .data   ascii   ; J1j
1686 0x00014fca 0x00026dca 4   5    .data   ascii   \\t\n&
1687 0x00014fda 0x00026dda 4   5    .data   ascii   %n@U
1688 0x00014fed 0x00026ded 4   5    .data   ascii   $}>p
1689 0x00014ffe 0x00026dfe 4   5    .data   ascii   ]4y1
1690 0x000150ac 0x00026eac 5   6    .data   ascii   kQ sj
1691 0x000150b7 0x00026eb7 4   6    .data   utf8    _5ܰB blocks=Basic Latin,Syriac
1692 0x000150c6 0x00026ec6 4   5    .data   ascii   Ek\tT
1693 0x000150fe 0x00026efe 4   6    .data   utf8    ʡJIQ blocks=IPA Extensions,Basic Latin
1694 0x00015104 0x00026f04 4   5    .data   ascii   n'%\e
1695 0x00015130 0x00026f30 4   5    .data   ascii   ][CL
1696 0x00015144 0x00026f44 4   5    .data   ascii   \a\e\fj
1697 0x0001519b 0x00026f9b 5   8    .data   utf8    Cǡ>ƀY blocks=Basic Latin,Latin Extended-B
1698 0x00015268 0x00027068 4   5    .data   ascii   t~\nX
1699 0x0001526d 0x0002706d 4   7    .data   utf8    HѬN³ blocks=Basic Latin,Cyrillic,Latin-1 Supplement
1700 0x0001529b 0x0002709b 4   5    .data   ascii   \eI)^
1701 0x000152ab 0x000270ab 4   5    .data   ascii   +*YC
1702 0x000152ee 0x000270ee 4   5    .data   ascii   wCG#
1703 0x000152fa 0x000270fa 4   5    .data   ascii   {9g5
1704 0x0001530f 0x0002710f 4   8    .data   utf8    թo_ơ blocks=Armenian,Basic Latin,Latin Extended-B
1705 0x0001531a 0x0002711a 5   8    .data   utf8    亲/\vK$ blocks=CJK Unified Ideographs,Basic Latin
1706 0x00015383 0x00027183 5   6    .data   ascii   #CMxB
1707 0x00015458 0x00027258 4   5    .data   ascii   Jc`.
1708 0x000154c0 0x000272c0 6   7    .data   ascii   $27io+
1709 0x000154cd 0x000272cd 7   9    .data   utf8    *vIYX\nʼ blocks=Basic Latin,Spacing Modifier Letters
1710 0x000154d7 0x000272d7 6   7    .data   ascii   ut#En_
1711 0x000155a5 0x000273a5 6   7    .data   ascii   \er!wm(
1712 0x000155ae 0x000273ae 4   5    .data   ascii   LXXk
1713 0x000155ed 0x000273ed 4   5    .data   ascii   4Y\r3
1714 0x000155f7 0x000273f7 5   6    .data   ascii   ?f1Fm
1715 0x0001560b 0x0002740b 4   5    .data   ascii   y|pp
1716 0x00015620 0x00027420 4   6    .data   utf8    עu;) blocks=Hebrew,Basic Latin
1717 0x00015643 0x00027443 4   5    .data   ascii   s'X3
1718 0x000156b9 0x000274b9 4   6    .data   utf8    ɫgUK blocks=IPA Extensions,Basic Latin
1719 0x000156c1 0x000274c1 4   5    .data   ascii   \nX+a
1720 0x0001572d 0x0002752d 5   6    .data   ascii   ) E5<
1721 0x00015760 0x00027560 7   8    .data   ascii   T\tE'?z{
1722 0x0001576a 0x0002756a 4   5    .data   ascii   HinS
1723 0x00015790 0x00027590 5   6    .data   ascii   u(P^O
1724 0x00015796 0x00027596 4   5    .data   ascii   %Jbw
1725 0x000157ca 0x000275ca 5   7    .data   utf8    *_ˠ0v blocks=Basic Latin,Spacing Modifier Letters
1726 0x00015800 0x00027600 4   5    .data   ascii   =:0%
1727 0x00015827 0x00027627 5   6    .data   ascii   /`\bb"
1728 0x0001589a 0x0002769a 4   5    .data   ascii   l4:9
1729 0x000158df 0x000276df 4   5    .data   ascii   TC@D
1730 0x000158f5 0x000276f5 4   5    .data   ascii   Lu\v-
1731 0x00015968 0x00027768 4   5    .data   ascii   ^I\rL
1732 0x0001598e 0x0002778e 4   6    .data   utf8    ʿ~T" blocks=Spacing Modifier Letters,Basic Latin
1733 0x000159af 0x000277af 4   5    .data   ascii   "v@q
1734 0x00015a30 0x00027830 4   5    .data   ascii   +L_a
1735 0x00015a4c 0x0002784c 4   5    .data   ascii   rI>W
1736 0x00015a57 0x00027857 4   5    .data   ascii   UM,L
1737 0x00015a67 0x00027867 4   5    .data   ascii   +^BK
1738 0x00015abc 0x000278bc 4   5    .data   ascii   !\a*h
1739 0x00015af5 0x000278f5 5   6    .data   ascii   [#\b%\f
1740 0x00015b09 0x00027909 4   5    .data   ascii   i><3
1741 0x00015b15 0x00027915 5   6    .data   ascii   ;\axxr
1742 0x00015b7b 0x0002797b 4   5    .data   ascii   Y."+
1743 0x00015b9a 0x0002799a 7   8    .data   ascii   bX(%#\n;
1744 0x00015bab 0x000279ab 4   5    .data   ascii   eH1Z
1745 0x00015bbc 0x000279bc 5   7    .data   utf8    ^dBԢY blocks=Basic Latin,Cyrillic Supplement
1746 0x00015bd8 0x000279d8 4   5    .data   ascii   X%Fm
1747 0x00015be9 0x000279e9 4   5    .data   ascii   w\a@^
1748 0x00015c28 0x00027a28 5   6    .data   ascii   K+:3x
1749 0x00015c32 0x00027a32 5   6    .data   ascii   ,B]pi
1750 0x00015c4b 0x00027a4b 4   5    .data   ascii   Bu+!
1751 0x00015cc7 0x00027ac7 4   5    .data   ascii   <K,9
1752 0x00015cd1 0x00027ad1 4   7    .data   utf8    ⫒\n$N blocks=Supplemental Mathematical Operators,Basic Latin
1753 0x00015cfb 0x00027afb 4   5    .data   ascii   lvgQ
1754 0x00015da1 0x00027ba1 4   5    .data   ascii   \np"S
1755 0x00015e27 0x00027c27 4   5    .data   ascii   D)m\n
1756 0x00015e3e 0x00027c3e 5   6    .data   ascii   f{*sI
1757 0x00015e6e 0x00027c6e 4   5    .data   ascii   m:^J
1758 0x00015ec8 0x00027cc8 4   5    .data   ascii   "Jfz
1759 0x00015edf 0x00027cdf 7   9    .data   utf8    C"M\nƿHc blocks=Basic Latin,Latin Extended-B
1760 0x00015f59 0x00027d59 4   5    .data   ascii   ZHvi
1761 0x00015f71 0x00027d71 5   7    .data   utf8    ȫcKmL blocks=Latin Extended-B,Basic Latin
1762 0x00015f92 0x00027d92 5   7    .data   utf8    @e)ߟ> blocks=Basic Latin,NKo
1763 0x00015fb6 0x00027db6 7   9    .data   utf8    #\aSC̓Nb blocks=Basic Latin,Combining Diacritical Marks
1764 0x00015fce 0x00027dce 5   7    .data   utf8    [Y1qx
1765 0x00015fed 0x00027ded 4   5    .data   ascii   yX9I
1766 0x0001608a 0x00027e8a 4   7    .data   utf8    @߃hŧ blocks=Basic Latin,NKo,Latin Extended-A
1767 0x000160cd 0x00027ecd 6   8    .data   utf8    JܖT/.[ blocks=Basic Latin,Syriac
1768 0x000160e8 0x00027ee8 4   5    .data   ascii   K/./
1769 0x000160fb 0x00027efb 4   6    .data   utf8    {p@g
1770 0x0001618f 0x00027f8f 12  14   .data   utf8    4Z\eMFׄF]\neO\a blocks=Basic Latin,Hebrew
1771 0x000161e4 0x00027fe4 8   9    .data   ascii   GnN5Um"h
1772 0x000161fa 0x00027ffa 4   5    .data   ascii   5KKi
1773 0x00016221 0x00028021 5   6    .data   ascii   "@x/{
1774 0x0001622e 0x0002802e 4   5    .data   ascii   kQ%F
1775 0x00016250 0x00028050 9   12   .data   utf8    Ͱza݂uv+ea blocks=Greek and Coptic,Basic Latin,Syriac
1776 0x000162d2 0x000280d2 5   7    .data   utf8    9\fU6̏ blocks=Basic Latin,Combining Diacritical Marks
1777 0x000162f4 0x000280f4 4   5    .data   ascii   <WHC
1778 0x00016319 0x00028119 5   7    .data   utf8    ,Ş/{' blocks=Basic Latin,Latin Extended-A
1779 0x00016367 0x00028167 5   6    .data   ascii   :<{L)
1780 0x00016392 0x00028192 6   7    .data   ascii   uHdwUQ
1781 0x000163c7 0x000281c7 4   6    .data   utf8    Ӣ/P' blocks=Cyrillic,Basic Latin
1782 0x000163d5 0x000281d5 5   6    .data   ascii   \b 7#\r
1783 0x000163e5 0x000281e5 5   6    .data   ascii   D+kFr
1784 0x00016400 0x00028200 6   7    .data   ascii   p^$H\nT
1785 0x0001647e 0x0002827e 8   9    .data   ascii   +]Z9*c;h
1786 0x00016532 0x00028332 6   7    .data   ascii   Ja^ktl
1787 0x00016566 0x00028366 4   5    .data   ascii   ap<w
1788 0x00016583 0x00028383 4   5    .data   ascii   EY@q
1789 0x000165a3 0x000283a3 5   6    .data   ascii   mp[[>
1790 0x000165b6 0x000283b6 4   5    .data   ascii   :$K5
1791 0x000165c3 0x000283c3 4   5    .data   ascii   \R-c
1792 0x000165cd 0x000283cd 5   6    .data   ascii   <N2h?
1793 0x00016618 0x00028418 4   5    .data   ascii   \b5,h
1794 0x0001661d 0x0002841d 7   10   .data   utf8    \f-Fun麂I blocks=Basic Latin,CJK Unified Ideographs
1795 0x00016629 0x00028429 4   5    .data   ascii   {^2h
1796 0x0001663b 0x0002843b 5   9    .data   utf8     S\a<m
1797 0x00016677 0x00028477 4   5    .data   ascii   V~s<
1798 0x00016686 0x00028486 4   5    .data   ascii   PM\b5
1799 0x000166e1 0x000284e1 6   9    .data   utf8    +ıg[d" blocks=Basic Latin,Latin Extended-A
1800 0x000166ea 0x000284ea 4   5    .data   ascii   ~]I3
1801 0x0001677f 0x0002857f 5   7    .data   utf8    ͺ\efR# blocks=Greek and Coptic,Basic Latin
1802 0x0001678a 0x0002858a 4   5    .data   ascii   \tw\r.
1803 0x000167ee 0x000285ee 4   5    .data   ascii   m&=u
1804 0x00016843 0x00028643 4   5    .data   ascii   `.\v:
1805 0x000168b0 0x000286b0 5   7    .data   utf8    NQ[ö% blocks=Basic Latin,Latin-1 Supplement
1806 0x000168c5 0x000286c5 4   7    .data   utf8    {Oꄲ  blocks=Basic Latin,Yi Syllables
1807 0x000168cd 0x000286cd 7   8    .data   ascii   /g\b#J)5
1808 0x00016903 0x00028703 4   5    .data   ascii   >pI!
1809 0x0001690e 0x0002870e 5   6    .data   ascii   J~0]v
1810 0x0001693a 0x0002873a 4   5    .data   ascii   y9h*
1811 0x0001696e 0x0002876e 5   6    .data   ascii   Lq Rh
1812 0x00016a11 0x00028811 6   8    .data   utf8    \aC\Νi/ blocks=Basic Latin,Greek and Coptic
1813 0x00016a7d 0x0002887d 4   5    .data   ascii   $t\a_
1814 0x00016ae0 0x000288e0 4   5    .data   ascii   T%|<
1815 0x00016b4d 0x0002894d 7   8    .data   ascii   nSN\n,>]
1816 0x00016b56 0x00028956 4   5    .data   ascii   4{E"
1817 0x00016b6b 0x0002896b 4   5    .data   ascii   _?\a8
1818 0x00016b7e 0x0002897e 7   10   .data   utf8    .(mz턥pV blocks=Basic Latin,Hangul Syllables
1819 0x00016b88 0x00028988 4   5    .data   ascii   MKv~
1820 0x00016ba4 0x000289a4 4   5    .data   ascii   QsY 
1821 0x00016bb2 0x000289b2 5   6    .data   ascii   &a9yS
1822 0x00016c22 0x00028a22 5   6    .data   ascii   mL zY
1823 0x00016c3f 0x00028a3f 4   5    .data   ascii   QQE0
1824 0x00016ce1 0x00028ae1 4   5    .data   ascii   kf!p
1825 0x00016d44 0x00028b44 4   5    .data   ascii   )*p/
1826 0x00016d96 0x00028b96 4   5    .data   ascii   "_z0
1827 0x00016dbf 0x00028bbf 4   5    .data   ascii   *#0\b
1828 0x00016de8 0x00028be8 4   5    .data   ascii   eSm"
1829 0x00016df7 0x00028bf7 8   10   .data   utf8    \fJZbĲwWu blocks=Basic Latin,Latin Extended-A
1830 0x00016e3d 0x00028c3d 4   5    .data   ascii   DR8\b
1831 0x00016e5d 0x00028c5d 4   5    .data   ascii   \r'Xu
1832 0x00016e78 0x00028c78 5   6    .data   ascii   ``^.}
1833 0x00016e8a 0x00028c8a 4   5    .data   ascii   o[f\
1834 0x00016e9b 0x00028c9b 4   6    .data   utf8    <ߐ&W blocks=Basic Latin,NKo
1835 0x00016eb3 0x00028cb3 6   7    .data   ascii   #vC\rR@
1836 0x00016ebd 0x00028cbd 4   5    .data   ascii   #&\N
1837 0x00016ecd 0x00028ccd 4   6    .data   utf8    zT҂= blocks=Basic Latin,Cyrillic
1838 0x00016f0c 0x00028d0c 4   5    .data   ascii   4jt?
1839 0x00016f70 0x00028d70 5   6    .data   ascii   vF%:^
1840 0x00016fe5 0x00028de5 6   7    .data   ascii   l42HAK
1841 0x00016fec 0x00028dec 4   5    .data   ascii   ~NSh
1842 0x00017019 0x00028e19 5   6    .data   ascii   $i="-
1843 0x0001702c 0x00028e2c 4   5    .data   ascii   s=9J
1844 0x00017068 0x00028e68 4   5    .data   ascii   Lu'T
1845 0x0001709d 0x00028e9d 4   5    .data   ascii   V4dp
1846 0x000170bb 0x00028ebb 4   7    .data   utf8    NB蠚; blocks=Basic Latin,CJK Unified Ideographs
1847 0x000170c3 0x00028ec3 4   5    .data   ascii   Sh1\r
1848 0x000170e0 0x00028ee0 4   5    .data   ascii   rfR\b
1849 0x00017120 0x00028f20 4   5    .data   ascii   }kF0
1850 0x00017144 0x00028f44 4   5    .data   ascii   kJ\eM
1851 0x0001714d 0x00028f4d 6   8    .data   utf8    ?\*09y
1852 0x00017186 0x00028f86 4   6    .data   utf8    ϨM7e blocks=Greek and Coptic,Basic Latin
1853 0x000171a9 0x00028fa9 5   7    .data   utf8    AݐgCa blocks=Basic Latin,Arabic Supplement
1854 0x000171c0 0x00028fc0 4   6    .data   utf8    Vñ\f9 blocks=Basic Latin,Latin-1 Supplement
1855 0x000171dc 0x00028fdc 4   6    .data   utf8    aґBN blocks=Basic Latin,Cyrillic
1856 0x00017219 0x00029019 4   6    .data   utf8    BdԂ] blocks=Basic Latin,Cyrillic Supplement
1857 0x0001723b 0x0002903b 5   6    .data   ascii   OT&"+
1858 0x0001726a 0x0002906a 7   8    .data   ascii   H4_ggf{
1859 0x000172ed 0x000290ed 4   5    .data   ascii   fc\ft
1860 0x00017335 0x00029135 4   7    .data   utf8    $(PI
1861 0x00017385 0x00029185 6   8    .data   utf8    ciEڤ(( blocks=Basic Latin,Arabic
1862 0x0001738e 0x0002918e 5   6    .data   ascii   X B\vI
1863 0x000173a3 0x000291a3 4   5    .data   ascii   P4\nl
1864 0x000173bf 0x000291bf 4   6    .data   utf8    [ҢS} blocks=Basic Latin,Cyrillic
1865 0x00017418 0x00029218 4   5    .data   ascii   k\b*^
1866 0x00017477 0x00029277 6   7    .data   ascii   fnZCy{
1867 0x00017495 0x00029295 4   5    .data   ascii   (\f) 
1868 0x000174cc 0x000292cc 4   6    .data   utf8    z?o˵ blocks=Basic Latin,Spacing Modifier Letters
1869 0x000174dd 0x000292dd 5   6    .data   ascii   b'2p:
1870 0x000174f8 0x000292f8 6   7    .data   ascii   #.6C$M
1871 0x00017508 0x00029308 4   5    .data   ascii   #\f]B
1872 0x00017536 0x00029336 4   6    .data   utf8    ˖/^: blocks=Spacing Modifier Letters,Basic Latin
1873 0x0001754c 0x0002934c 4   5    .data   ascii   '#bl
1874 0x00017551 0x00029351 5   7    .data   utf8    BK\ao̡ blocks=Basic Latin,Combining Diacritical Marks
1875 0x00017559 0x00029359 5   6    .data   ascii   N8/LU
1876 0x000175fe 0x000293fe 4   5    .data   ascii   ]\fn>
1877 0x00017628 0x00029428 4   5    .data   ascii   \Uz@
1878 0x00017652 0x00029452 5   6    .data   ascii   zGY\vl
1879 0x0001765a 0x0002945a 5   7    .data   utf8    *Ɗ\a1* blocks=Basic Latin,Latin Extended-B
1880 0x000176d0 0x000294d0 4   5    .data   ascii   =Jcz
1881 0x000176d8 0x000294d8 5   6    .data   ascii   ezP\rM
1882 0x00017715 0x00029515 5   7    .data   utf8    L͎\b 8 blocks=Basic Latin,Combining Diacritical Marks
1883 0x000177c5 0x000295c5 4   6    .data   utf8    ,uƭZ blocks=Basic Latin,Latin Extended-B
1884 0x000177d5 0x000295d5 9   10   .data   ascii   gu)6uz0m^
1885 0x000177e1 0x000295e1 4   6    .data   utf8    ߬\*P blocks=NKo,Basic Latin
1886 0x0001781e 0x0002961e 5   6    .data   ascii   \v\tV,H
1887 0x00017834 0x00029634 4   5    .data   ascii   `m5`
1888 0x00017860 0x00029660 4   5    .data   ascii   y5:s
1889 0x00017867 0x00029667 4   7    .data   utf8    FKт² blocks=Basic Latin,Cyrillic,Latin-1 Supplement
1890 0x00017883 0x00029683 5   6    .data   ascii   XDms=
1891 0x0001789c 0x0002969c 4   5    .data   ascii   H6)w
1892 0x000178b7 0x000296b7 4   5    .data   ascii   )Sl\e
1893 0x000178bf 0x000296bf 4   5    .data   ascii   Mg[~
1894 0x000178cb 0x000296cb 4   5    .data   ascii   CvDp
1895 0x000178d0 0x000296d0 4   6    .data   utf8    \aՍJu blocks=Basic Latin,Armenian
1896 0x000178e6 0x000296e6 8   10   .data   utf8    Ъ|>Mo!j  blocks=Cyrillic,Basic Latin
1897 0x000178f7 0x000296f7 4   8    .data   utf8    ֛ᓿ\fl blocks=Hebrew,Unified Canadian Aboriginal Syllabics,Basic Latin
1898 0x00017903 0x00029703 4   6    .data   utf8    L̚PK blocks=Basic Latin,Combining Diacritical Marks
1899 0x00017926 0x00029726 5   6    .data   ascii   v5X\b7
1900 0x00017a27 0x00029827 5   6    .data   ascii   y\rCb-
1901 0x00017a7f 0x0002987f 4   5    .data   ascii   ejk\n
1902 0x00017ad6 0x000298d6 4   6    .data   utf8    djϵ/ blocks=Basic Latin,Greek and Coptic
1903 0x00017b28 0x00029928 6   9    .data   utf8    ЇпU,J? blocks=Cyrillic,Basic Latin
1904 0x00017b55 0x00029955 4   5    .data   ascii   Tk7J
1905 0x00017c2e 0x00029a2e 5   6    .data   ascii   ;d,BB
1906 0x00017c36 0x00029a36 4   6    .data   utf8    ߞ21u blocks=NKo,Basic Latin
1907 0x00017c7c 0x00029a7c 5   6    .data   ascii   9\a =\t
1908 0x00017cb5 0x00029ab5 4   5    .data   ascii   [?4H
1909 0x00017cbf 0x00029abf 8   10   .data   utf8    MٱTrX52L blocks=Basic Latin,Arabic
1910 0x00017d4e 0x00029b4e 5   6    .data   ascii    2JLn
1911 0x00017d8f 0x00029b8f 4   5    .data   ascii   c\n2a
1912 0x00017dbd 0x00029bbd 5   6    .data   ascii   D1?K\a
1913 0x00017e0b 0x00029c0b 8   11   .data   utf8    *sR/ZS]醾 blocks=Basic Latin,CJK Unified Ideographs
1914 0x00017e30 0x00029c30 4   6    .data   utf8    pN7v
1915 0x00017e45 0x00029c45 4   6    .data   utf8    ũa5g blocks=Latin Extended-A,Basic Latin
1916 0x00017ea6 0x00029ca6 4   6    .data   utf8    x\vMW
1917 0x00017eb6 0x00029cb6 4   5    .data   ascii   t{/a
1918 0x00017ec6 0x00029cc6 4   5    .data   ascii   #Tp#
1919 0x00017ecb 0x00029ccb 6   8    .data   utf8    r(6\rϝX blocks=Basic Latin,Greek and Coptic
1920 0x00017ed9 0x00029cd9 4   6    .data   utf8    "څAM blocks=Basic Latin,Arabic
1921 0x00017ee5 0x00029ce5 5   7    .data   utf8    %dE9̀ blocks=Basic Latin,Combining Diacritical Marks
1922 0x00018004 0x00029e04 5   8    .data   utf8    ꦆg1_1 blocks=Javanese,Basic Latin
1923 0x00018018 0x00029e18 5   6    .data   ascii   `{y.\f
1924 0x0001808e 0x00029e8e 4   6    .data   utf8    ;6уW blocks=Basic Latin,Cyrillic
1925 0x000180e0 0x00029ee0 6   7    .data   ascii   sRf/pq
1926 0x0001816d 0x00029f6d 8   9    .data   ascii   Rm~W{;lX
1927 0x00018199 0x00029f99 4   6    .data   utf8    אE-h blocks=Hebrew,Basic Latin
1928 0x000181a9 0x00029fa9 5   9    .data   utf8    M|梢ׇ- blocks=Basic Latin,CJK Unified Ideographs,Hebrew
1929 0x000181be 0x00029fbe 9   10   .data   ascii   fx*"-F)jG
1930 0x000181cd 0x00029fcd 4   5    .data   ascii   ch(+
1931 0x000181d5 0x00029fd5 5   6    .data   ascii   Ked,\
1932 0x0001820c 0x0002a00c 4   5    .data   ascii   hkM4
1933 0x0001821a 0x0002a01a 4   5    .data   ascii   uos&
1934 0x0001823b 0x0002a03b 4   5    .data   ascii   O--)
1935 0x00018254 0x0002a054 4   5    .data   ascii   #UG7
1936 0x0001826b 0x0002a06b 4   6    .data   utf8    ƂY\e! blocks=Latin Extended-B,Basic Latin
1937 0x00018278 0x0002a078 4   6    .data   utf8    (,&ϐ blocks=Basic Latin,Greek and Coptic
1938 0x000182af 0x0002a0af 6   7    .data   ascii   7cStAO
1939 0x00018332 0x0002a132 4   7    .data   utf8    ?6Ǒߠ blocks=Basic Latin,Latin Extended-B,NKo
