[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
394  0x00006c99 0x00407899 4   5    .text   ascii   \tugI
395  0x00006ca5 0x004078a5 4   5    .text   ascii   "tof
396  0x00006cba 0x004078ba 4   5    .text   ascii   \ueA
397  0x00006d25 0x00407925 4   5    .text   ascii   "uBH
398  0x00006e1d 0x00407a1d 4   5    .text   ascii   ps?1
399  0x000070d8 0x00407cd8 4   5    .text   ascii   |$pH
400  0x00007203 0x00407e03 5   7    .text   utf8    ttHǄ$ blocks=Basic Latin,Latin Extended-B
401  0x0000726c 0x00407e6c 5   7    .text   utf8    \fHǄ$0 blocks=Basic Latin,Latin Extended-B
402  0x000073ae 0x00407fae 4   5    .text   ascii   \tu)H
403  0x000073e3 0x00407fe3 4   5    .text   ascii   D$pH
404  0x000073e8 0x00407fe8 4   5    .text   ascii   D$pH
405  0x0000741e 0x0040801e 4   5    .text   ascii   \nu+H
406  0x00007436 0x00408036 4   5    .text   ascii   @\bf3
407  0x000074a7 0x004080a7 4   5    .text   ascii   \vu(H
408  0x000074db 0x004080db 4   5    .text   ascii   D$pH
409  0x000074e0 0x004080e0 4   5    .text   ascii   D$pH
410  0x00007516 0x00408116 4   5    .text   ascii   \fu&H
411  0x00007566 0x00408166 4   6    .text   utf8    NH1ы blocks=Basic Latin,Cyrillic
412  0x00007598 0x00408198 4   5    .text   ascii   \ru(H
413  0x000075cc 0x004081cc 4   5    .text   ascii   D$pH
414  0x000075d1 0x004081d1 4   5    .text   ascii   D$pH
415  0x000076a2 0x004082a2 4   5    .text   ascii   \vu(H
416  0x000076d6 0x004082d6 4   5    .text   ascii   D$pH
417  0x000076db 0x004082db 4   5    .text   ascii   D$pH
418  0x00007711 0x00408311 4   5    .text   ascii   \fu&H
419  0x00007793 0x00408393 4   5    .text   ascii   \ru(H
420  0x000077c7 0x004083c7 4   5    .text   ascii   D$pH
421  0x000077cc 0x004083cc 4   5    .text   ascii   D$pH
422  0x000077dd 0x004083dd 6   8    .text   utf8    aUEH1ы blocks=Basic Latin,Cyrillic
423  0x00007867 0x00408467 6   8    .text   utf8    o4@H1ы blocks=Basic Latin,Cyrillic
424  0x000078d4 0x004084d4 4   5    .text   ascii   D$pH
425  0x000078d9 0x004084d9 4   5    .text   ascii   D$pH
426  0x00007966 0x00408566 4   5    .text   ascii   @\aH3
427  0x00007abb 0x004086bb 4   6    .text   utf8    HǄ$0 blocks=Basic Latin,Latin Extended-B
428  0x00007b5e 0x0040875e 4   6    .text   utf8    fǄ$  blocks=Basic Latin,Latin Extended-B
429  0x00007b68 0x00408768 4   6    .text   utf8    HǄ$( blocks=Basic Latin,Latin Extended-B
430  0x00007bb9 0x004087b9 4   5    .text   ascii   l$xH
431  0x00007bf4 0x004087f4 6   7    .text   ascii   H;l$xt
432  0x00007c17 0x00408817 4   5    .text   ascii   L$pH
433  0x00007c2b 0x0040882b 4   5    .text   ascii   t$pH
434  0x00007c30 0x00408830 4   5    .text   ascii   |$xH
435  0x00007cd9 0x004088d9 5   7    .text   utf8    :mH1ъ blocks=Basic Latin,Cyrillic
436  0x00007cf8 0x004088f8 4   5    .text   ascii   \tu)H
437  0x00007d2d 0x0040892d 4   5    .text   ascii   D$pH
438  0x00007d32 0x00408932 4   5    .text   ascii   D$pH
439  0x00007d3e 0x0040893e 6   8    .text   utf8    U2*@Žr blocks=Basic Latin,Latin Extended-A
440  0x00007d68 0x00408968 4   5    .text   ascii   \nu+H
441  0x00007d80 0x00408980 4   5    .text   ascii   @\bf3
442  0x00007e1c 0x00408a1c 4   6    .text   utf8    HǄ$0 blocks=Basic Latin,Latin Extended-B
443  0x00007ebf 0x00408abf 4   6    .text   utf8    fǄ$  blocks=Basic Latin,Latin Extended-B
444  0x00007ec9 0x00408ac9 4   6    .text   utf8    HǄ$( blocks=Basic Latin,Latin Extended-B
445  0x00007f1a 0x00408b1a 4   5    .text   ascii   l$xH
446  0x00007f55 0x00408b55 6   7    .text   ascii   H;l$xt
447  0x00007f78 0x00408b78 4   5    .text   ascii   L$pH
448  0x00007f8c 0x00408b8c 4   5    .text   ascii   |$pH
449  0x00007f91 0x00408b91 4   5    .text   ascii   |$xH
450  0x00007fa7 0x00408ba7 4   5    .text   ascii   |$PH
451  0x000081cd 0x00408dcd 4   6    .text   utf8    fǄ$  blocks=Basic Latin,Latin Extended-B
452  0x000081d7 0x00408dd7 4   6    .text   utf8    HǄ$( blocks=Basic Latin,Latin Extended-B
453  0x0000822d 0x00408e2d 4   5    .text   ascii   l$xH
454  0x00008272 0x00408e72 6   7    .text   ascii   H;l$xt
455  0x00008295 0x00408e95 4   5    .text   ascii   L$pH
456  0x000084e1 0x004090e1 4   6    .text   utf8    HǄ$( blocks=Basic Latin,Latin Extended-B
457  0x000085c2 0x004091c2 4   5    .text   ascii   t$pH
458  0x000085c7 0x004091c7 4   5    .text   ascii   |$xH
459  0x000085ea 0x004091ea 4   5    .text   ascii   D$XH
460  0x000085fe 0x004091fe 4   5    .text   ascii   T$`H
461  0x00008606 0x00409206 4   5    .text   ascii   T$XI
462  0x00008628 0x00409228 4   5    .text   ascii   D$`H
463  0x0000867c 0x0040927c 4   5    .text   ascii   D$XH
464  0x00008690 0x00409290 4   5    .text   ascii   T$`H
465  0x00008698 0x00409298 4   5    .text   ascii   T$XI
466  0x000086ba 0x004092ba 4   5    .text   ascii   D$`H
467  0x000086d3 0x004092d3 4   5    .text   ascii   D$XH
468  0x000086e7 0x004092e7 4   5    .text   ascii   T$`H
469  0x000086ef 0x004092ef 4   5    .text   ascii   T$XI
470  0x00008711 0x00409311 4   5    .text   ascii   D$`H
471  0x00008733 0x00409333 4   5    .text   ascii   |$Pt
472  0x00008a1e 0x0040961e 4   5    .text   ascii   L$`H
473  0x00008a2f 0x0040962f 4   5    .text   ascii   \f3XH
474  0x00008a37 0x00409637 4   5    .text   ascii   T$XH
475  0x00008a5e 0x0040965e 4   5    .text   ascii   T$hH
476  0x00008abd 0x004096bd 4   5    .text   ascii   t$PH
477  0x00008ac2 0x004096c2 4   5    .text   ascii   D$`H
478  0x00008ae5 0x004096e5 4   5    .text   ascii   D$XH
479  0x00008afb 0x004096fb 4   5    .text   ascii   |I\e0
480  0x00008b94 0x00409794 4   5    .text   ascii   D$hH
481  0x00008c4e 0x0040984e 4   5    .text   ascii   \f\bH9
482  0x00008c88 0x00409888 4   5    .text   ascii   4\bL9
483  0x00008eab 0x00409aab 4   6    .text   utf8    HǄ$X blocks=Basic Latin,Latin Extended-B
484  0x00008ec4 0x00409ac4 4   5    .text   ascii   t$PH
485  0x00008f23 0x00409b23 7   8    .text   ascii   ZL;|$xu
486  0x00008f2d 0x00409b2d 4   5    .text   ascii   L$pL
487  0x00008f3a 0x00409b3a 4   5    .text   ascii   t$pL
488  0x0000903a 0x00409c3a 4   5    .text   ascii   D$PL
489  0x0000911e 0x00409d1e 4   5    .text   ascii   )F@H
490  0x000091a9 0x00409da9 4   5    .text   ascii   )F0H
491  0x0000923d 0x00409e3d 4   5    .text   ascii   )F0H
492  0x00009300 0x00409f00 4   5    .text   ascii   )F H
493  0x00009426 0x0040a026 4   5    .text   ascii   )F0H
494  0x000096ec 0x0040a2ec 4   5    .text   ascii   T$PI
495  0x00009719 0x0040a319 4   5    .text   ascii   )G0H
496  0x000097ad 0x0040a3ad 4   5    .text   ascii   )F0H
497  0x0000984b 0x0040a44b 4   5    .text   ascii   )F H
498  0x000098d0 0x0040a4d0 4   5    .text   ascii   )F0H
499  0x000099e2 0x0040a5e2 5   6    .text   ascii   K3<0H
500  0x00009a60 0x0040a660 4   5    .text   ascii   )F0H
501  0x00009adc 0x0040a6dc 4   5    .text   ascii   )F@H
502  0x00009b48 0x0040a748 4   5    .text   ascii   )F0H
503  0x00009bdc 0x0040a7dc 4   5    .text   ascii   )F0H
504  0x00009c5c 0x0040a85c 4   5    .text   ascii   )F0H
505  0x00009ce1 0x0040a8e1 4   5    .text   ascii   )F0H
506  0x00009d83 0x0040a983 4   5    .text   ascii   )F0H
507  0x00009edb 0x0040aadb 4   5    .text   ascii   D$pH
508  0x00009fa0 0x0040aba0 5   6    .text   ascii   K3<8H
509  0x0000a003 0x0040ac03 4   5    .text   ascii   D$t1
510  0x0000a03b 0x0040ac3b 4   5    .text   ascii   D$ L
511  0x0000a040 0x0040ac40 4   5    .text   ascii   D$p1
512  0x0000a220 0x0040ae20 4   5    .text   ascii   \$pH
513  0x0000a254 0x0040ae54 6   7    .text   ascii   H;t$xu
514  0x0000a25d 0x0040ae5d 4   5    .text   ascii   \$pH
515  0x0000a278 0x0040ae78 4   5    .text   ascii   \$pH
516  0x0000a29d 0x0040ae9d 4   5    .text   ascii   l$xH
517  0x0000a592 0x0040b192 5   6    .text   ascii   K3<0H
518  0x0000a784 0x0040b384 4   5    .text   ascii   D$`H
519  0x0000a7cb 0x0040b3cb 4   6    .text   utf8     H\tƻ blocks=Basic Latin,Latin Extended-B
520  0x0000a7d4 0x0040b3d4 4   6    .text   utf8    H1˹\a blocks=Basic Latin,Spacing Modifier Letters
521  0x0000a7e3 0x0040b3e3 4   5    .text   ascii   T$X@
522  0x0000a829 0x0040b429 4   5    .text   ascii   .^:6
523  0x0000a839 0x0040b439 4   5    .text   ascii   T$hf
524  0x0000a8cc 0x0040b4cc 5   8    .text   utf8    uҡH1˹ blocks=Basic Latin,Cyrillic,Spacing Modifier Letters
525  0x0000a910 0x0040b510 4   5    .text   ascii   Z'\t4
526  0x0000af4f 0x0040bb4f 4   6    .text   utf8    ܬHH3 blocks=Syriac,Basic Latin
527  0x0000b003 0x0040bc03 4   6    .text   utf8     H\tƻ blocks=Basic Latin,Latin Extended-B
528  0x0000b009 0x0040bc09 6   9    .text   utf8    1ҐH1˹\a blocks=Basic Latin,Cyrillic,Spacing Modifier Letters
529  0x0000b4b5 0x0040c0b5 4   5    .text   ascii   L$`H
530  0x0000b4be 0x0040c0be 4   5    .text   ascii   L$PH
531  0x0000b4db 0x0040c0db 4   5    .text   ascii   L$XH
532  0x0000b4fa 0x0040c0fa 4   5    .text   ascii   L$hH
533  0x0000ba8a 0x0040c68a 4   5    .text   ascii   D$pH
534  0x0000bab7 0x0040c6b7 4   5    .text   ascii   D$PH
535  0x0000bb28 0x0040c728 4   5    .text   ascii   D$0L
536  0x0000bb2d 0x0040c72d 4   5    .text   ascii   d$(H
537  0x0000bba7 0x0040c7a7 4   5    .text   ascii   t$pH
538  0x0000bbd0 0x0040c7d0 4   5    .text   ascii   \$`H
539  0x0000bd09 0x0040c909 4   6    .text   utf8    fǄ$@ blocks=Basic Latin,Latin Extended-B
540  0x0000bd3d 0x0040c93d 4   5    .text   ascii   L$PH
541  0x0000bd86 0x0040c986 4   5    .text   ascii   D$(L
542  0x0000bd8b 0x0040c98b 4   5    .text   ascii   d$ H
543  0x0000bd98 0x0040c998 4   5    .text   ascii   D$`A
544  0x0000bdee 0x0040c9ee 4   5    .text   ascii   |$`H
545  0x0000bed0 0x0040cad0 4   6    .text   utf8    fǄ$@ blocks=Basic Latin,Latin Extended-B
546  0x0000bf04 0x0040cb04 4   5    .text   ascii   L$PH
547  0x0000bf4d 0x0040cb4d 4   5    .text   ascii   D$(L
548  0x0000bf52 0x0040cb52 4   5    .text   ascii   d$ H
549  0x0000bf5f 0x0040cb5f 4   5    .text   ascii   D$`A
550  0x0000bfb5 0x0040cbb5 4   5    .text   ascii   |$`H
551  0x0000bff6 0x0040cbf6 6   7    .text   ascii   H;T$xu
552  0x0000c00f 0x0040cc0f 4   5    .text   ascii   D$pH
553  0x0000c0d8 0x0040ccd8 4   5    .text   ascii   t$hL
554  0x0000c0f8 0x0040ccf8 4   5    .text   ascii   D$XH
555  0x0000c136 0x0040cd36 4   6    .text   utf8    fǄ$@ blocks=Basic Latin,Latin Extended-B
556  0x0000c165 0x0040cd65 4   5    .text   ascii   L$PH
557  0x0000c22b 0x0040ce2b 5   6    .text   ascii   t$hI9
558  0x0000c36b 0x0040cf6b 4   5    .text   ascii   D$Pf
559  0x0000c3db 0x0040cfdb 4   5    .text   ascii   D$Xf
560  0x0000c50f 0x0040d10f 6   9    .text   utf8     H\tƻ÷G blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement
561  0x0000c518 0x0040d118 4   6    .text   utf8    H1˹\a blocks=Basic Latin,Spacing Modifier Letters
562  0x0000c815 0x0040d415 5   7    .text   utf8     H\tƻS blocks=Basic Latin,Latin Extended-B
563  0x0000c81e 0x0040d41e 4   6    .text   utf8    H1˹\a blocks=Basic Latin,Spacing Modifier Letters
564  0x0000cad4 0x0040d6d4 4   5    .text   ascii   PqH3
565  0x0000cc8e 0x0040d88e 4   5    .text   ascii   9:/W
566  0x0000ce17 0x0040da17 4   6    .text   utf8     H\tƻ blocks=Basic Latin,Latin Extended-B
567  0x0000ce20 0x0040da20 4   6    .text   utf8    H1˹\a blocks=Basic Latin,Spacing Modifier Letters
568  0x0000d036 0x0040dc36 4   6    .text   utf8     H\tƻ blocks=Basic Latin,Latin Extended-B
569  0x0000d03f 0x0040dc3f 4   6    .text   utf8    H1˹\a blocks=Basic Latin,Spacing Modifier Letters
570  0x0000d11c 0x0040dd1c 4   5    .text   ascii   :5t3
571  0x0000d13b 0x0040dd3b 4   5    .text   ascii   ^nng
572  0x0000d4d3 0x0040e0d3 5   6    .text   ascii   K3<0H
573  0x0000d7e4 0x0040e3e4 5   6    .text   ascii   \f@gH3
574  0x0000d9ef 0x0040e5ef 5   6    .text   ascii   K3<8J
575  0x0000db85 0x0040e785 4   5    .text   ascii   L$PH
576  0x0000db8d 0x0040e78d 4   5    .text   ascii   L$`H
577  0x0000db9f 0x0040e79f 4   5    .text   ascii   \$XH
578  0x0000dbb8 0x0040e7b8 4   5    .text   ascii   \$hH
579  0x0000e60c 0x0040f20c 4   5    .text   ascii   T$PH
580  0x0000e611 0x0040f211 4   5    .text   ascii   D$`@
581  0x0000e64c 0x0040f24c 4   5    .text   ascii   T$XH
582  0x0000e68f 0x0040f28f 4   5    .text   ascii   T$hH
583  0x0000ecc5 0x0040f8c5 4   5    .text   ascii   L$`I
584  0x0000ecce 0x0040f8ce 4   5    .text   ascii   L$PI
585  0x0000ecef 0x0040f8ef 4   5    .text   ascii   |$XI
586  0x0000ecf4 0x0040f8f4 4   5    .text   ascii   |$ I
587  0x0000ecf9 0x0040f8f9 4   5    .text   ascii   L$(H
588  0x0000ed06 0x0040f906 4   5    .text   ascii   |$0H
589  0x0000ed0b 0x0040f90b 4   5    .text   ascii   |$hI
590  0x0000ed10 0x0040f910 4   5    .text   ascii   |$8I
591  0x0000ed15 0x0040f915 4   5    .text   ascii   L$@H
592  0x0000ed22 0x0040f922 4   5    .text   ascii   |$HH
593  0x0000ed2f 0x0040f92f 4   5    .text   ascii   |$PI
594  0x0000ed34 0x0040f934 4   5    .text   ascii   L$XH
595  0x0000ed41 0x0040f941 4   5    .text   ascii   |$`H
596  0x0000ed4e 0x0040f94e 4   5    .text   ascii   |$hI
597  0x0000ed53 0x0040f953 4   5    .text   ascii   L$pH
598  0x0000ed60 0x0040f960 4   5    .text   ascii   |$xH
599  0x0000f072 0x0040fc72 4   5    .text   ascii   L$pH
600  0x0000f0dd 0x0040fcdd 4   6    .text   utf8    fǄ$@ blocks=Basic Latin,Latin Extended-B
601  0x0000f143 0x0040fd43 6   7    .text   ascii   H;T$xu
602  0x0000f15e 0x0040fd5e 4   5    .text   ascii   D$pH
603  0x0000f26e 0x0040fe6e 4   5    .text   ascii   L$pH
604  0x0000f2b5 0x0040feb5 4   6    .text   utf8    fǄ$@ blocks=Basic Latin,Latin Extended-B
605  0x0000f373 0x0040ff73 4   5    .text   ascii   t$pH
606  0x0000f3a2 0x0040ffa2 4   5    .text   ascii   D$xH
607  0x0000f40f 0x0041000f 4   5    .text   ascii   D$PL
608  0x0000f41c 0x0041001c 4   5    .text   ascii   t$`H
609  0x0000f4a1 0x004100a1 5   6    .text   ascii   T$PH;
610  0x0000f500 0x00410100 4   5    .text   ascii   L$PH
611  0x0000f559 0x00410159 4   5    .text   ascii   D$PH
612  0x0000f5ed 0x004101ed 4   5    .text   ascii   D$PH
613  0x0000f688 0x00410288 4   5    .text   ascii   D$`L
614  0x0000f716 0x00410316 4   5    .text   ascii   )D$p
615  0x0000f756 0x00410356 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
616  0x0000f7d7 0x004103d7 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
617  0x0000f7f6 0x004103f6 4   5    .text   ascii   |$ H
618  0x0000f831 0x00410431 4   7    .text   utf8    kF톉H blocks=Basic Latin,Hangul Syllables
619  0x0000f838 0x00410438 4   5    .text   ascii   D$`H
620  0x0000f845 0x00410445 4   5    .text   ascii   D$XL
621  0x0000f87d 0x0041047d 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
622  0x0000f979 0x00410579 4   5    .text   ascii   D$XH
623  0x0000fa58 0x00410658 4   5    .text   ascii   )D$p
624  0x0000fa98 0x00410698 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
625  0x0000fb13 0x00410713 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
626  0x0000fb32 0x00410732 4   5    .text   ascii   |$ H
627  0x0000fba5 0x004107a5 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
628  0x0000fd2b 0x0041092b 4   5    .text   ascii   D$pH
629  0x0000fd30 0x00410930 6   8    .text   utf8    T$xHǄ$ blocks=Basic Latin,Latin Extended-B
630  0x0000fd78 0x00410978 4   5    .text   ascii   |$(H
631  0x0000fdf7 0x004109f7 4   5    .text   ascii   T$pL
632  0x0000fe8a 0x00410a8a 4   6    .text   utf8    HǄ$( blocks=Basic Latin,Latin Extended-B
633  0x0000fef3 0x00410af3 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
634  0x0000feff 0x00410aff 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
635  0x0000ff1b 0x00410b1b 4   6    .text   utf8    HǄ$X blocks=Basic Latin,Latin Extended-B
636  0x0000ff73 0x00410b73 4   5    .text   ascii   D$hH
637  0x0000ffe1 0x00410be1 4   5    .text   ascii   \bu\rH
638  0x00010253 0x00410e53 4   5    .text   ascii   t$pH
639  0x000103e6 0x00410fe6 4   5    .text   ascii   |$pH
640  0x000104cf 0x004110cf 4   5    .text   ascii   \bu\rH
641  0x00010638 0x00411238 4   5    .text   ascii   G\bE1
642  0x0001064e 0x0041124e 4   5    .text   ascii   t$pH
643  0x00010677 0x00411277 4   5    .text   ascii   O\bfD
644  0x000106b8 0x004112b8 4   5    .text   ascii   K\bfD
645  0x00010748 0x00411348 4   5    .text   ascii   D$xH
646  0x00010756 0x00411356 4   5    .text   ascii   D$pH
647  0x000107e8 0x004113e8 4   5    .text   ascii   D$PH
648  0x000107f1 0x004113f1 4   5    .text   ascii   D$`H
649  0x000108f6 0x004114f6 4   5    .text   ascii   \$pH
650  0x000108fb 0x004114fb 4   5    .text   ascii   D$PH
651  0x00010903 0x00411503 4   5    .text   ascii   D$`H
652  0x00010920 0x00411520 4   5    .text   ascii   tXH;
653  0x00010a13 0x00411613 4   5    .text   ascii   D$hH
654  0x00010a40 0x00411640 4   5    .text   ascii   \$hH
655  0x00010a49 0x00411649 4   5    .text   ascii   D$XH
656  0x00010bb7 0x004117b7 6   7    .text   ascii   |$pt+H
657  0x00010bed 0x004117ed 4   5    .text   ascii   \$`H
658  0x00010c39 0x00411839 4   5    .text   ascii   \$pL
659  0x00010d33 0x00411933 4   5    .text   ascii   D$PH
660  0x00010df9 0x004119f9 4   5    .text   ascii   uZL9
661  0x00010e05 0x00411a05 4   5    .text   ascii   L$PI
662  0x00010e57 0x00411a57 8   9    .text   ascii   \$`H9\$X
663  0x00010ee8 0x00411ae8 4   5    .text   ascii   \$hH
664  0x00010f94 0x00411b94 4   5    .text   ascii   D$hH
665  0x000110cb 0x00411ccb 4   5    .text   ascii   D$PL
666  0x00011130 0x00411d30 4   5    .text   ascii   \$`L
667  0x00011150 0x00411d50 4   5    .text   ascii   )D$p
668  0x00011195 0x00411d95 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
669  0x00011215 0x00411e15 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
670  0x0001123c 0x00411e3c 4   5    .text   ascii   t$ H
671  0x00011263 0x00411e63 4   5    .text   ascii   |$XH
672  0x00011281 0x00411e81 4   7    .text   utf8    kF톉I blocks=Basic Latin,Hangul Syllables
673  0x00011293 0x00411e93 4   5    .text   ascii   D$PL
674  0x000112cb 0x00411ecb 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
675  0x000113c6 0x00411fc6 4   5    .text   ascii   D$PH
676  0x0001149f 0x0041209f 4   5    .text   ascii   )D$p
677  0x000114e7 0x004120e7 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
678  0x00011567 0x00412167 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
679  0x00011586 0x00412186 4   5    .text   ascii   t$ H
680  0x000115f9 0x004121f9 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
681  0x0001177d 0x0041237d 4   5    .text   ascii   D$pH
682  0x00011782 0x00412382 6   8    .text   utf8    T$xHǄ$ blocks=Basic Latin,Latin Extended-B
683  0x00011793 0x00412393 4   5    .text   ascii   D$`H
684  0x000117bf 0x004123bf 4   5    .text   ascii   t$pH
685  0x000117cc 0x004123cc 4   5    .text   ascii   t$(H
686  0x00011830 0x00412430 4   5    .text   ascii   \$hH
687  0x0001184b 0x0041244b 4   5    .text   ascii   T$pL
688  0x000118d7 0x004124d7 4   6    .text   utf8    HǄ$( blocks=Basic Latin,Latin Extended-B
689  0x00011948 0x00412548 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
690  0x00011954 0x00412554 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
691  0x00011970 0x00412570 4   6    .text   utf8    HǄ$X blocks=Basic Latin,Latin Extended-B
692  0x000119ca 0x004125ca 4   5    .text   ascii   D$XH
693  0x00011a38 0x00412638 4   5    .text   ascii   \bu\rH
694  0x00011cab 0x004128ab 4   5    .text   ascii   l$pH
695  0x00011da8 0x004129a8 4   5    .text   ascii   \bu\rH
696  0x00011e1c 0x00412a1c 4   5    .text   ascii   l$0H
697  0x00011e21 0x00412a21 4   5    .text   ascii   T$(H
698  0x00011e26 0x00412a26 4   5    .text   ascii   L$ 1
699  0x00011f38 0x00412b38 4   5    .text   ascii   o>^H
700  0x00011f7c 0x00412b7c 4   5    .text   ascii   D$pH
701  0x00011f81 0x00412b81 4   5    .text   ascii   T$xH
702  0x00011fa5 0x00412ba5 4   5    .text   ascii   D$pH
703  0x00011fc7 0x00412bc7 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
704  0x00011fd3 0x00412bd3 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
705  0x00011fef 0x00412bef 4   6    .text   utf8    HǄ$X blocks=Basic Latin,Latin Extended-B
706  0x00012099 0x00412c99 4   5    .text   ascii   D$hL
707  0x000120b2 0x00412cb2 4   5    .text   ascii   d$hH
708  0x000121dd 0x00412ddd 4   5    .text   ascii   T$PH
709  0x0001223f 0x00412e3f 4   5    .text   ascii   D$PH
710  0x00012264 0x00412e64 4   5    .text   ascii   )D$p
711  0x000122a9 0x00412ea9 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
712  0x00012329 0x00412f29 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
713  0x00012350 0x00412f50 4   5    .text   ascii   t$ H
714  0x00012386 0x00412f86 4   7    .text   utf8    kF톉I blocks=Basic Latin,Hangul Syllables
715  0x00012398 0x00412f98 4   5    .text   ascii   D$`L
716  0x000123a5 0x00412fa5 4   5    .text   ascii   L$81
717  0x000123d1 0x00412fd1 4   6    .text   utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
718  0x000124cc 0x004130cc 4   5    .text   ascii   D$`H
719  0x000125a5 0x004131a5 4   5    .text   ascii   )D$p
720  0x000125ea 0x004131ea 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
721  0x0001266a 0x0041326a 4   6    .text   utf8    HǄ$@ blocks=Basic Latin,Latin Extended-B
