[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2959 0x00032080 0x00433080 60  61   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2960 0x000320c1 0x004330c1 7   8    .rsrc   ascii   ,,,,,,,
2961 0x000320cc 0x004330cc 28  29   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r)
2962 0x000320f0 0x004330f0 60  61   .rsrc   ascii   ))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))
2963 0x00032131 0x00433131 7   8    .rsrc   ascii   ,,,,,,,
2964 0x0003213c 0x0043313c 27  28   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2965 0x00032158 0x00433158 4   5    .rsrc   ascii   \e,,,
2966 0x000321a1 0x004331a1 8   9    .rsrc   ascii   ,,,,,,,\e
2967 0x000321ac 0x004331ac 27  28   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2968 0x000321c8 0x004331c8 6   7    .rsrc   ascii   \e,,,*\n
2969 0x000321cf 0x004331cf 63  64   .rsrc   ascii   %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970 0x00032211 0x00433211 8   9    .rsrc   ascii   ,,,,,,,*
2971 0x0003221c 0x0043321c 98  99   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\v*,,,*\n$%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972 0x00032281 0x00433281 8   9    .rsrc   ascii   ,,,,,,,*
2973 0x0003228b 0x0043328b 34  35   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r$*,,,*
2974 0x000322b0 0x004332b0 62  63   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975 0x000322f1 0x004332f1 7   8    .rsrc   ascii   ,,,,,,,
2976 0x00032319 0x00433319 4   5    .rsrc   ascii   ,,,*
2977 0x00032320 0x00433320 62  63   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978 0x00032361 0x00433361 8   9    .rsrc   ascii   ,,,,,,,,
2979 0x0003236a 0x0043336a 29  30   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f
2980 0x00032388 0x00433388 5   6    .rsrc   ascii   ,,,,*
2981 0x00032390 0x00433390 62  63   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982 0x000323d1 0x004333d1 44  45   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*
2983 0x00032400 0x00433400 62  63   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984 0x00032441 0x00433441 44  45   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*
2985 0x00032470 0x00433470 62  63   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986 0x000324b0 0x004334b0 45  46   .rsrc   ascii   %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*
2987 0x000324e0 0x004334e0 62  63   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988 0x00032520 0x00433520 45  46   .rsrc   ascii   %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*
2989 0x00032550 0x00433550 62  63   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990 0x00032590 0x00433590 4   5    .rsrc   ascii   \f,,,
2991 0x000325be 0x004335be 64  65   .rsrc   ascii   $%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992 0x00032600 0x00433600 4   5    .rsrc   ascii   \f,,*
2993 0x0003262d 0x0043362d 65  66   .rsrc   ascii   $)\f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994 0x00032671 0x00433671 109 110  .rsrc   ascii   ,,%\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\n\v&\f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995 0x0003270d 0x0043370d 65  66   .rsrc   ascii   %\f\e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996 0x00032750 0x00433750 110 111  .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997 0x00032bb6 0x00433bb6 5   12   .rsrc   utf16le &File
2998 0x00032bc6 0x00433bc6 11  24   .rsrc   utf16le &Open\tEnter
2999 0x00032be2 0x00433be2 22  46   .rsrc   utf16le Open &Inside\tCtrl+PgDn
3000 0x00032c14 0x00433c14 25  52   .rsrc   utf16le Open O&utside\tShift+Enter
3001 0x00032c4c 0x00433c4c 8   18   .rsrc   utf16le &Edit\tF4
3002 0x00032c68 0x00433c68 10  22   .rsrc   utf16le Rena&me\tF2
3003 0x00032c82 0x00433c82 14  30   .rsrc   utf16le &Copy To...\tF5
3004 0x00032ca4 0x00433ca4 14  30   .rsrc   utf16le &Move To...\tF6
3005 0x00032cc6 0x00433cc6 11  24   .rsrc   utf16le &Delete\tDel
3006 0x00032ce8 0x00433ce8 14  30   .rsrc   utf16le &Split file...
3007 0x00032d0a 0x00433d0a 17  36   .rsrc   utf16le Com&bine files...
3008 0x00032d38 0x00433d38 21  44   .rsrc   utf16le P&roperties\tAlt+Enter
3009 0x00032d68 0x00433d68 18  38   .rsrc   utf16le Comme&nt...\tCtrl+Z
3010 0x00032d92 0x00433d92 18  38   .rsrc   utf16le Calculate checksum
3011 0x00032dbc 0x00433dbc 5   12   .rsrc   utf16le Di&ff
3012 0x00032dd2 0x00433dd2 16  34   .rsrc   utf16le Create Folder\tF7
3013 0x00032df8 0x00433df8 18  38   .rsrc   utf16le Create File\tCtrl+N
3014 0x00032e26 0x00433e26 13  28   .rsrc   utf16le \bE&xit\tAlt+F4
3015 0x00032e44 0x00433e44 5   12   .rsrc   utf16le &Edit
3016 0x00032e54 0x00433e54 26  54   .rsrc   utf16le Select &All\tShift+[Grey +]
3017 0x00032e8e 0x00433e8e 27  56   .rsrc   utf16le Deselect All\tShift+[Grey -]
3018 0x00032eca 0x00433eca 24  50   .rsrc   utf16le &Invert Selection\tGrey *
3019 0x00032f00 0x00433f00 16  34   .rsrc   utf16le Select...\tGrey +
3020 0x00032f26 0x00433f26 18  38   .rsrc   utf16le Deselect...\tGrey -
3021 0x00032f50 0x00433f50 26  54   .rsrc   utf16le Select by Type\tAlt+[Grey+]
3022 0x00032f8a 0x00433f8a 29  60   .rsrc   utf16le Deselect by Type\tAlt+[Grey -]
3023 0x00032fc8 0x00433fc8 5   12   .rsrc   utf16le &View
3024 0x00032fd8 0x00433fd8 19  40   .rsrc   utf16le Lar&ge Icons\tCtrl+1
3025 0x00033004 0x00434004 19  40   .rsrc   utf16le S&mall Icons\tCtrl+2
3026 0x00033030 0x00434030 12  26   .rsrc   utf16le &List\tCtrl+3
3027 0x0003304e 0x0043404e 15  32   .rsrc   utf16le &Details\tCtrl+4
3028 0x00033078 0x00434078 12  26   .rsrc   utf16le Name\tCtrl+F3
3029 0x00033096 0x00434096 12  26   .rsrc   utf16le Type\tCtrl+F4
3030 0x000330b4 0x004340b4 12  26   .rsrc   utf16le Date\tCtrl+F5
3031 0x000330d2 0x004340d2 12  26   .rsrc   utf16le Size\tCtrl+F6
3032 0x000330f0 0x004340f0 16  34   .rsrc   utf16le Unsorted\tCtrl+F7
3033 0x0003311c 0x0043411c 9   20   .rsrc   utf16le Flat View
3034 0x00033134 0x00434134 12  26   .rsrc   utf16le &2 Panels\tF9
3035 0x00033150 0x00434150 8   18   .rsrc   utf16le Toolbars
3036 0x00033166 0x00434166 15  32   .rsrc   utf16le Archive Toolbar
3037 0x0003318a 0x0043418a 16  34   .rsrc   utf16le Standard Toolbar
3038 0x000331b6 0x004341b6 13  28   .rsrc   utf16le Large Buttons
3039 0x000331d6 0x004341d6 17  36   .rsrc   utf16le Show Buttons Text
3040 0x000331fe 0x004341fe 18  38   .rsrc   utf16le Open Root Folder\t\
3041 0x00033228 0x00434228 22  46   .rsrc   utf16le Up One Level\tBackspace
3042 0x0003325a 0x0043425a 26  54   .rsrc   utf16le Folders History...\tAlt+F12
3043 0x00033294 0x00434294 15  32   .rsrc   utf16le &Refresh\tCtrl+R
3044 0x000332b6 0x004342b6 10  22   .rsrc   utf16le F&avorites
3045 0x000332ce 0x004342ce 27  56   .rsrc   utf16le &Add folder to Favorites as
3046 0x00033314 0x00434314 6   14   .rsrc   utf16le &Tools
3047 0x00033326 0x00434326 11  24   .rsrc   utf16le &Options...
3048 0x00033342 0x00434342 10  22   .rsrc   utf16le &Benchmark
3049 0x0003335a 0x0043435a 5   12   .rsrc   utf16le &Help
3050 0x0003336a 0x0043436a 15  32   .rsrc   utf16le &Contents...\tF1
3051 0x00033394 0x00434394 15  32   .rsrc   utf16le &About 7-Zip...
3052 0x000333ce 0x004343ce 8   18   .rsrc   utf16le Progress
3053 0x000333e0 0x004343e0 13  28   .rsrc   utf16le \bMS Shell Dlg
3054 0x00033412 0x00434412 11  24   .rsrc   utf16le &Background
3055 0x00033442 0x00434442 6   14   .rsrc   utf16le &Pause
3056 0x0003346a 0x0043446a 6   14   .rsrc   utf16le Cancel
3057 0x00033484 0x00434484 4   9    .rsrc   utf16le \b\bZ\b
3058 0x00033492 0x00434492 13  28   .rsrc   utf16le Elapsed time:
3059 0x000334c6 0x004344c6 15  32   .rsrc   utf16le Remaining time:
3060 0x000334fe 0x004344fe 6   14   .rsrc   utf16le Files:
3061 0x00033518 0x00434518 4   9    .rsrc   utf16le \b)Z\b
3062 0x00033526 0x00434526 18  38   .rsrc   utf16le Compression ratio:
3063 0x00033558 0x00434558 4   9    .rsrc   utf16le \b4Z\b
3064 0x00033566 0x00434566 7   16   .rsrc   utf16le Errors:
3065 0x0003358e 0x0043458e 11  24   .rsrc   utf16le Total size:
3066 0x000335be 0x004345be 6   14   .rsrc   utf16le Speed:
3067 0x000335e6 0x004345e6 10  22   .rsrc   utf16le Processed:
3068 0x00033616 0x00434616 16  34   .rsrc   utf16le Compressed size:
3069 0x00033644 0x00434644 4   9    .rsrc   utf16le b\bL\b
3070 0x00033698 0x00434698 4   9    .rsrc   utf16le b)L\b
3071 0x000336b4 0x004346b4 4   9    .rsrc   utf16le b4L\b
3072 0x00033766 0x00434766 17  36   .rsrc   utf16le msctls_progress32
3073 0x0003378a 0x0043478a 9   20   .rsrc   utf16le Progress1
3074 0x000337b2 0x004347b2 13  28   .rsrc   utf16le SysListView32
3075 0x000337ce 0x004347ce 5   12   .rsrc   utf16le List1
3076 0x000337f6 0x004347f6 14  30   .rsrc   utf16le Enter password
3077 0x00033814 0x00434814 13  28   .rsrc   utf16le \bMS Shell Dlg
3078 0x00033846 0x00434846 16  34   .rsrc   utf16le &Enter password:
3079 0x0003389e 0x0043489e 14  30   .rsrc   utf16le &Show password
3080 0x000338f6 0x004348f6 6   14   .rsrc   utf16le Cancel
3081 0x0003391e 0x0043491e 20  42   .rsrc   utf16le Confirm File Replace
3082 0x00033948 0x00434948 13  28   .rsrc   utf16le \bMS Shell Dlg
3083 0x0003397a 0x0043497a 51  104  .rsrc   utf16le Destination folder already contains processed file.
3084 0x000339fa 0x004349fa 43  88   .rsrc   utf16le Would you like to replace the existing file
3085 0x00033aa2 0x00434aa2 14  30   .rsrc   utf16le with this one?
3086 0x00033b12 0x00434b12 4   10   .rsrc   utf16le &Yes
3087 0x00033b36 0x00434b36 11  24   .rsrc   utf16le Yes to &All
3088 0x00033b66 0x00434b66 12  26   .rsrc   utf16le A&uto Rename
3089 0x00033bba 0x00434bba 10  22   .rsrc   utf16le No to A&ll
3090 0x00033bea 0x00434bea 7   16   .rsrc   utf16le &Cancel
3091 0x00033c16 0x00434c16 26  54   .rsrc   utf16le 7-Zip: Diagnostic messages
3092 0x00033c4c 0x00434c4c 13  28   .rsrc   utf16le \bMS Shell Dlg
3093 0x00033c7e 0x00434c7e 6   14   .rsrc   utf16le &Close
3094 0x00033ca2 0x00434ca2 13  28   .rsrc   utf16le SysListView32
3095 0x00033cbe 0x00434cbe 5   12   .rsrc   utf16le List1
3096 0x00033ce6 0x00434ce6 10  22   .rsrc   utf16le Split File
3097 0x00033cfc 0x00434cfc 13  28   .rsrc   utf16le \bMS Shell Dlg
3098 0x00033d2e 0x00434d2e 10  22   .rsrc   utf16le &Split to:
3099 0x00033d9a 0x00434d9a 26  54   .rsrc   utf16le Split to &volumes,  bytes:
3100 0x00033ddc 0x00434ddc 4   9    .rsrc   utf16le \b8`4
3101 0x00033e26 0x00434e26 6   14   .rsrc   utf16le Cancel
3102 0x00033e4e 0x00434e4e 5   12   .rsrc   utf16le Combo
3103 0x00033e5a 0x00434e5a 13  28   .rsrc   utf16le \bMS Shell Dlg
3104 0x00033ee6 0x00434ee6 6   14   .rsrc   utf16le Cancel
3105 0x00033f0e 0x00434f0e 4   10   .rsrc   utf16le Copy
3106 0x00033f18 0x00434f18 13  28   .rsrc   utf16le \bMS Shell Dlg
3107 0x00033fde 0x00434fde 6   14   .rsrc   utf16le Cancel
3108 0x00034006 0x00435006 11  24   .rsrc   utf16le About 7-Zip
3109 0x0003401e 0x0043501e 13  28   .rsrc   utf16le \bMS Shell Dlg
3110 0x00034072 0x00435072 13  28   .rsrc   utf16le www.7-zip.org
3111 0x00034098 0x00435098 4   10   .rsrc   utf16le \b\b  
3112 0x000340c2 0x004350c2 9   20   .rsrc   utf16le 9.22 beta
3113 0x000340ee 0x004350ee 35  72   .rsrc   utf16le Copyright (c) 1999-2011 Igor Pavlov
3114 0x0003414e 0x0043514e 22  46   .rsrc   utf16le 7-Zip is free software
3115 0x00034196 0x00435196 8   18   .rsrc   utf16le ListView
3116 0x000341a8 0x004351a8 13  28   .rsrc   utf16le \bMS Shell Dlg
3117 0x000341d6 0x004351d6 13  28   .rsrc   utf16le SysListView32
3118 0x000341f2 0x004351f2 5   12   .rsrc   utf16le List1
3119 0x00034236 0x00435236 6   14   .rsrc   utf16le Cancel
3120 0x0003425e 0x0043525e 13  28   .rsrc   utf16le 7-Zip: Browse
3121 0x0003427a 0x0043527a 13  28   .rsrc   utf16le \bMS Shell Dlg
3122 0x000342c6 0x004352c6 13  28   .rsrc   utf16le SysListView32
3123 0x000342e2 0x004352e2 5   12   .rsrc   utf16le List1
3124 0x00034326 0x00435326 6   14   .rsrc   utf16le Cancel
3125 0x0003436e 0x0043536e 6   14   .rsrc   utf16le System
3126 0x0003437c 0x0043537c 13  28   .rsrc   utf16le \bMS Shell Dlg
3127 0x000343ae 0x004353ae 21  44   .rsrc   utf16le Associate 7-Zip with:
3128 0x00034426 0x00435426 13  28   .rsrc   utf16le SysListView32
3129 0x00034442 0x00435442 5   12   .rsrc   utf16le List1
3130 0x00034466 0x00435466 7   16   .rsrc   utf16le Plugins
3131 0x00034476 0x00435476 13  28   .rsrc   utf16le \bMS Shell Dlg
3132 0x0003449c 0x0043549c 4   9    .rsrc   utf16le \b\b`\b
3133 0x000344aa 0x004354aa 9   20   .rsrc   utf16le &Plugins:
3134 0x000344d2 0x004354d2 13  28   .rsrc   utf16le SysListView32
3135 0x000344ee 0x004354ee 5   12   .rsrc   utf16le List1
3136 0x00034512 0x00435512 10  22   .rsrc   utf16le Options...
3137 0x00034546 0x00435546 6   14   .rsrc   utf16le Editor
3138 0x00034554 0x00435554 13  28   .rsrc   utf16le \bMS Shell Dlg
3139 0x00034586 0x00435586 8   18   .rsrc   utf16le &Editor:
3140 0x000345ee 0x004355ee 6   14   .rsrc   utf16le &Diff:
3141 0x00034656 0x00435656 8   18   .rsrc   utf16le Settings
3142 0x00034668 0x00435668 13  28   .rsrc   utf16le \bMS Shell Dlg
3143 0x0003469a 0x0043569a 14  30   .rsrc   utf16le Show ".." item
3144 0x000346d2 0x004356d2 21  44   .rsrc   utf16le Show real file &icons
3145 0x00034716 0x00435716 17  36   .rsrc   utf16le Show system &menu
3146 0x00034752 0x00435752 16  34   .rsrc   utf16le &Full row select
3147 0x0003478e 0x0043578e 16  34   .rsrc   utf16le Show &grid lines
3148 0x000347ca 0x004357ca 29  60   .rsrc   utf16le &Single-click to open an item
3149 0x0003481e 0x0043581e 27  56   .rsrc   utf16le &Alternative selection mode
3150 0x0003486e 0x0043586e 23  48   .rsrc   utf16le Use &large memory pages
3151 0x000348b6 0x004358b6 8   18   .rsrc   utf16le Language
3152 0x000348c8 0x004358c8 13  28   .rsrc   utf16le \bMS Shell Dlg
3153 0x000348fa 0x004358fa 9   20   .rsrc   utf16le Language:
3154 0x00034946 0x00435946 5   12   .rsrc   utf16le 7-Zip
3155 0x00034952 0x00435952 13  28   .rsrc   utf16le \bMS Shell Dlg
3156 0x00034986 0x00435986 37  76   .rsrc   utf16le Integrate 7-Zip to shell context menu
3157 0x000349ea 0x004359ea 21  44   .rsrc   utf16le Cascaded context menu
3158 0x00034a2e 0x00435a2e 19  40   .rsrc   utf16le Context menu items:
3159 0x00034a6a 0x00435a6a 13  28   .rsrc   utf16le SysListView32
3160 0x00034a86 0x00435a86 4   10   .rsrc   utf16le List
3161 0x00034aae 0x00435aae 7   16   .rsrc   utf16le Folders
3162 0x00034abe 0x00435abe 13  28   .rsrc   utf16le \bMS Shell Dlg
3163 0x00034af2 0x00435af2 15  32   .rsrc   utf16le &Working folder
3164 0x00034b2a 0x00435b2a 19  40   .rsrc   utf16le &System temp folder
3165 0x00034b6a 0x00435b6a 8   18   .rsrc   utf16le &Current
3166 0x00034b96 0x00435b96 10  22   .rsrc   utf16le Specified:
3167 0x00034c02 0x00435c02 29  60   .rsrc   utf16le Use for removable drives only
3168 0x00034c48 0x00435c48 4   10   .rsrc   utf16le Path
3169 0x00034c52 0x00435c52 14  30   .rsrc   utf16le Name\tExtension
3170 0x00034c70 0x00435c70 6   14   .rsrc   utf16le Folder
3171 0x00034c7e 0x00435c7e 53  108  .rsrc   utf16le Size\vPacked Size\nAttributes\aCreated\bAccessed\bModified
3172 0x00034cea 0x00435cea 25  52   .rsrc   utf16le Solid\tCommented\tEncrypted
3173 0x00034d22 0x00435d22 40  82   .rsrc   utf16le Dictionary Size\fSplit Before\vSplit After
3174 0x00034d7c 0x00435d7c 4   10   .rsrc   utf16le Type
3175 0x00034d86 0x00435d86 4   10   .rsrc   utf16le Anti
3176 0x00034d90 0x00435d90 26  54   .rsrc   utf16le Method\aHost OS\vFile System
3177 0x00034dc6 0x00435dc6 4   10   .rsrc   utf16le User
3178 0x00034dd0 0x00435dd0 5   12   .rsrc   utf16le Group
3179 0x00034ddc 0x00435ddc 42  86   .rsrc   utf16le Block\aComment\bPosition\vPath Prefix\aFolders
3180 0x00034e32 0x00435e32 13  28   .rsrc   utf16le Files\aVersion
3181 0x00034e4e 0x00435e4e 18  38   .rsrc   utf16le Volume\vMultivolume
3182 0x00034e74 0x00435e74 6   14   .rsrc   utf16le Offset
3183 0x00034e82 0x00435e82 5   12   .rsrc   utf16le Links
3184 0x00034e8e 0x00435e8e 14  30   .rsrc   utf16le Blocks\aVolumes
3185 0x00034eae 0x00435eae 17  36   .rsrc   utf16le 64-bit\nBig-endian
3186 0x00034ed2 0x00435ed2 39  80   .rsrc   utf16le CPU\rPhysical Size\fHeaders Size\bChecksum
3187 0x00034f22 0x00435f22 15  32   .rsrc   utf16le Characteristics
3188 0x00034f42 0x00435f42 15  32   .rsrc   utf16le Virtual Address
3189 0x00034f62 0x00435f62 13  28   .rsrc   utf16le ID\nShort Name
3190 0x00034f7e 0x00435f7e 31  64   .rsrc   utf16le Creator Application\vSector Size
3191 0x00034fbe 0x00435fbe 4   10   .rsrc   utf16le Mode
3192 0x00034fc8 0x00435fc8 4   10   .rsrc   utf16le Link
3193 0x00034fd2 0x00435fd2 5   12   .rsrc   utf16le Error
3194 0x00035010 0x00436010 21  44   .rsrc   utf16le Incorrect volume size
3195 0x0003504e 0x0043604e 160 322  .rsrc   utf16le "Can not open file '{0}' as archive5Can not open encrypted archive '{0}'. Wrong password?8The system cannot allocate the required amount of memory\rUnknown Error
3196 0x00035190 0x00436190 24  50   .rsrc   utf16le Unsupported archive type
3197 0x000351e6 0x004361e6 58  118  .rsrc   utf16le Extract files...)Extracts files from the selected archive.
3198 0x00035262 0x00436262 148 298  .rsrc   utf16le Add to archive...#Adds the selected items to archive.\fOpen archive\eOpens the selected archive.\fTest archive(Tests integrity of the selected archive.
3199 0x0003538c 0x0043638c 14  30   .rsrc   utf16le 7-Zip commands
3200 0x000353aa 0x004363aa 78  158  .rsrc   utf16le 7-Zip\fExtract Here;Extracts files from the selected archive to current folder.
3201 0x00035448 0x00436448 14  30   .rsrc   utf16le Extract to {0}
3202 0x00035466 0x00436466 75  152  .rsrc   utf16le Extracts files to subfolder.\nAdd to {0}#Adds the selected items to archive.
3203 0x000354fe 0x004364fe 91  184  .rsrc   utf16le Compress and email...ECompresses the selected items to archive and sends archive via email.
3204 0x000355ba 0x004365ba 95  192  .rsrc   utf16le Compress to {0} and emailECompresses the selected items to archive and sends archive via email.
3205 0x00035688 0x00436688 19  40   .rsrc   utf16le \b<Folder>\t<Archive>
3206 0x000356c6 0x004366c6 54  110  .rsrc   utf16le 5Update operations are not supported for this archive.
3207 0x00035734 0x00436734 26  54   .rsrc   utf16le Cannot create folder '{0}'
3208 0x0003576a 0x0043676a 289 580  .rsrc   utf16le File is not supported archive.$CRC failed in '{0}'. File is broken.#Data error in '{0}'. File is broken)Unsupported compression method for '{0}'.3CRC failed in encrypted file '{0}'. Wrong password?3Data error in encrypted file '{0}'. Wrong password?'Specify a location for extracted files.
3209 0x000359b2 0x004369b2 42  86   .rsrc   utf16le Can not open output file '{0}'.\nExtracting
3210 0x00035a36 0x00436a36 8   18   .rsrc   utf16le \aMessage
3211 0x00035a68 0x00436a68 22  46   .rsrc   utf16le \vmodified on\t{0} bytes
3212 0x00035aba 0x00436aba 61  124  .rsrc   utf16le Paused\v&Foreground\t&Continue Are you sure you want to cancel?
3213 0x00035b3a 0x00436b3a 6   14   .rsrc   utf16le &Close
3214 0x00035b68 0x00436b68 9   20   .rsrc   utf16le \bBookmark
3215 0x00035bb2 0x00436bb2 48  98   .rsrc   utf16le /Specify a location for temporary archive files.
3216 0x00035c36 0x00436c36 6   14   .rsrc   utf16le Plugin
3217 0x00035c4e 0x00436c4e 16  34   .rsrc   utf16le \aEnglish\aEnglish
3218 0x00035c8c 0x00436c8c 14  30   .rsrc   utf16le Full pathnames
3219 0x00035caa 0x00436caa 30  62   .rsrc   utf16le Current pathnames\fNo pathnames
3220 0x00035cf6 0x00436cf6 20  42   .rsrc   utf16le Ask before overwrite
3221 0x00035d20 0x00436d20 24  50   .rsrc   utf16le Overwrite without prompt
3222 0x00035d52 0x00436d52 19  40   .rsrc   utf16le Skip existing files
3223 0x00035d80 0x00436d80 12  26   .rsrc   utf16le \vAuto rename
3224 0x00035d9a 0x00436d9a 26  54   .rsrc   utf16le Auto rename existing files
3225 0x00035e02 0x00436e02 18  38   .rsrc   utf16le 7-Zip File Manager
3226 0x00035e28 0x00436e28 4   10   .rsrc   utf16le Copy
3227 0x00035e32 0x00436e32 119 240  .rsrc   utf16le Move\bCopy to:\bMove to:\nCopying...\tMoving.../You cannot move or copy items for such folders.\eOperation is not supported.
3228 0x00035f24 0x00436f24 19  40   .rsrc   utf16le Confirm File Delete
3229 0x00035f4c 0x00436f4c 21  44   .rsrc   utf16le Confirm Folder Delete
3230 0x00035f78 0x00436f78 199 400  .rsrc   utf16le Confirm Multiple File Delete&Are you sure you want to delete '{0}'?FAre you sure you want to delete the folder '{0}' and all its contents?0Are you sure you want to delete these {0} items?\vDeleting...
3231 0x00036108 0x00437108 93  188  .rsrc   utf16le Error Deleting File or Folder?The system cannot move a file with long path to the Recycle Bin
3232 0x000361c4 0x004371c4 12  26   .rsrc   utf16le \vRenaming...
3233 0x000361de 0x004371de 29  60   .rsrc   utf16le Error Renaming File or Folder
3234 0x0003621a 0x0043721a 64  130  .rsrc   utf16le Confirm File Copy.Are you sure you want to copy files to archive
3235 0x000362ac 0x004372ac 38  78   .rsrc   utf16le \rCreate Folder\fFolder name:\nNew Folder
3236 0x000362fa 0x004372fa 21  44   .rsrc   utf16le Error Creating Folder
3237 0x00036330 0x00437330 32  66   .rsrc   utf16le \vCreate File\nFile Name:\bNew File
3238 0x00036372 0x00437372 19  40   .rsrc   utf16le Error Creating File
3239 0x000363a6 0x004373a6 15  32   .rsrc   utf16le Select\bDeselect
3240 0x000363c6 0x004373c6 5   12   .rsrc   utf16le Mask:
3241 0x000363e2 0x004373e2 15  32   .rsrc   utf16le Folders History
3242 0x00036414 0x00437414 22  46   .rsrc   utf16le {0} object(s) selected
3243 0x0003644e 0x0043744e 15  32   .rsrc   utf16le Files:\bFolders:
3244 0x0003646e 0x0043746e 5   12   .rsrc   utf16le Size:
3245 0x0003647e 0x0043747e 80  162  .rsrc   utf16le Too many itemsAFile '{0}' was modified.\nDo you want to update it in the archive?
3246 0x00036520 0x00437520 25  52   .rsrc   utf16le Can not update file\n'{0}'
3247 0x00036554 0x00437554 105 212  .rsrc   utf16le Cannot start editor.\nOpening...IThe file looks like a virus (the file name contains long spaces in name).
3248 0x00036648 0x00437648 27  56   .rsrc   utf16le \bComputer\aNetwork\tDocuments
3249 0x00036682 0x00437682 11  24   .rsrc   utf16le Add\aExtract
3250 0x0003669a 0x0043769a 4   10   .rsrc   utf16le Test
3251 0x000366ca 0x004376ca 4   10   .rsrc   utf16le Copy
3252 0x000366d4 0x004376d4 4   10   .rsrc   utf16le Move
3253 0x000366de 0x004376de 6   14   .rsrc   utf16le Delete
3254 0x000366ec 0x004376ec 4   10   .rsrc   utf16le Info
3255 0x00036720 0x00437720 35  72   .rsrc   utf16le \nTotal Size\nFree Space\fCluster Size
3256 0x00036768 0x00437768 5   12   .rsrc   utf16le Label
3257 0x00036778 0x00437778 20  42   .rsrc   utf16le \nLocal Name\bProvider
3258 0x000367c0 0x004377c0 26  54   .rsrc   utf16le \aOptions\aComment\t&Comment:
