[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1700 0x0001e723 0x0041f723 5   6    DATA    ascii   (jw<[
1701 0x0001e72e 0x0041f72e 6   9    DATA    utf8    鏩,xSo, blocks=CJK Unified Ideographs,Basic Latin
1702 0x0001e7c4 0x0041f7c4 4   5    DATA    ascii   p3nc
1703 0x0001e81d 0x0041f81d 4   5    DATA    ascii   SwYB
1704 0x0001e84e 0x0041f84e 5   6    DATA    ascii   Qj!\bR
1705 0x0001e86e 0x0041f86e 5   6    DATA    ascii   8qiDS
1706 0x0001e87f 0x0041f87f 12  16   DATA    utf8    "tUFtȃF̛ȣv\e1 blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
1707 0x0001e8db 0x0041f8db 5   6    DATA    ascii   :^^\r0
1708 0x0001e8f6 0x0041f8f6 6   7    DATA    ascii   L6yi<Z
1709 0x0001e8fd 0x0041f8fd 4   5    DATA    ascii   f ~U
1710 0x0001e914 0x0041f914 4   5    DATA    ascii   B$WP
1711 0x0001e97d 0x0041f97d 5   6    DATA    ascii   TKu&h
1712 0x0001e9c2 0x0041f9c2 4   5    DATA    ascii   z.l*
1713 0x0001ea62 0x0041fa62 4   5    DATA    ascii   CC/u
1714 0x0001eb0c 0x0041fb0c 6   8    DATA    utf8    "/WA߭d blocks=Basic Latin,NKo
1715 0x0001eb23 0x0041fb23 6   7    DATA    ascii   Xs#W'W
1716 0x0001eb91 0x0041fb91 4   5    DATA    ascii   +^\e)
1717 0x0001ebe6 0x0041fbe6 4   5    DATA    ascii   #nrm
1718 0x0001ebff 0x0041fbff 6   7    DATA    ascii   \f(gwT>
1719 0x0001ec14 0x0041fc14 5   6    DATA    ascii   6?^'T
1720 0x0001ec25 0x0041fc25 4   5    DATA    ascii   2\t;"
1721 0x0001ec7d 0x0041fc7d 4   5    DATA    ascii   \f{t1
1722 0x0001ec97 0x0041fc97 8   10   DATA    utf8    LC|cΧ/{A blocks=Basic Latin,Greek and Coptic
1723 0x0001ecb1 0x0041fcb1 4   5    DATA    ascii   U;*p
1724 0x0001ecbd 0x0041fcbd 4   5    DATA    ascii   D)gO
1725 0x0001ecdd 0x0041fcdd 7   9    DATA    utf8    ,#KUؿ0p blocks=Basic Latin,Arabic
1726 0x0001ed61 0x0041fd61 5   7    DATA    utf8    O ٝ/\r blocks=Basic Latin,Arabic
1727 0x0001edea 0x0041fdea 7   9    DATA    utf8    ?3[X%uX
1728 0x0001edfe 0x0041fdfe 4   6    DATA    utf8    ̐iy\r blocks=Combining Diacritical Marks,Basic Latin
1729 0x0001ee97 0x0041fe97 4   6    DATA    utf8    GǬ\e] blocks=Basic Latin,Latin Extended-B
1730 0x0001eec2 0x0041fec2 4   5    DATA    ascii   (DlM
1731 0x0001eedf 0x0041fedf 4   6    DATA    utf8    NI_٤ blocks=Basic Latin,Arabic
1732 0x0001ef33 0x0041ff33 4   5    DATA    ascii   f=9[
1733 0x0001ef50 0x0041ff50 5   7    DATA    utf8    ѹ>u*u blocks=Cyrillic,Basic Latin
1734 0x0001ef5e 0x0041ff5e 4   5    DATA    ascii   1BRU
1735 0x0001ef96 0x0041ff96 4   5    DATA    ascii   !d{Y
1736 0x0001efd7 0x0041ffd7 6   7    DATA    ascii   aT& | 
1737 0x0001efe6 0x0041ffe6 4   6    DATA    utf8    zǷ,[ blocks=Basic Latin,Latin Extended-B
1738 0x0001f049 0x00420049 4   5    DATA    ascii   gIkh
1739 0x0001f058 0x00420058 4   5    DATA    ascii   9Cdm
1740 0x0001f064 0x00420064 5   7    DATA    utf8    ЊuJde blocks=Cyrillic,Basic Latin
1741 0x0001f06f 0x0042006f 4   5    DATA    ascii   <}Ci
1742 0x0001f08f 0x0042008f 4   6    DATA    utf8    ܐA7w blocks=Syriac,Basic Latin
1743 0x0001f0b5 0x004200b5 4   6    DATA    utf8    Sn!3
1744 0x0001f0f6 0x004200f6 6   7    DATA    ascii   gAy\f:&
1745 0x0001f132 0x00420132 4   5    DATA    ascii   P8$a
1746 0x0001f158 0x00420158 4   5    DATA    ascii   {yc"
1747 0x0001f170 0x00420170 4   5    DATA    ascii   \aAf|
1748 0x0001f1dc 0x004201dc 4   6    DATA    utf8    |aĶa blocks=Basic Latin,Latin Extended-A
1749 0x0001f1e3 0x004201e3 4   5    DATA    ascii   >\b1y
1750 0x0001f1f7 0x004201f7 4   6    DATA    utf8    ~/\fV
1751 0x0001f1fe 0x004201fe 5   7    DATA    utf8    Ǐ-7V5 blocks=Latin Extended-B,Basic Latin
1752 0x0001f273 0x00420273 4   5    DATA    ascii   \rW\a\b
1753 0x0001f29f 0x0042029f 4   8    DATA    utf8    ^ѣ6 blocks=Basic Latin,Cyrillic,Private Use Area
1754 0x0001f2c6 0x004202c6 4   5    DATA    ascii   ?@6R
1755 0x0001f2dc 0x004202dc 4   5    DATA    ascii   \bCT{
1756 0x0001f2e6 0x004202e6 5   6    DATA    ascii   z+\f\\e
1757 0x0001f342 0x00420342 5   8    DATA    utf8    \t-Oy깬 blocks=Basic Latin,Hangul Syllables
1758 0x0001f36b 0x0042036b 4   5    DATA    ascii   z*d+
1759 0x0001f379 0x00420379 4   5    DATA    ascii   u&AT
1760 0x0001f3d0 0x004203d0 4   7    DATA    utf8    \f㴥I# blocks=Basic Latin,CJK Unified Ideographs Extension A
1761 0x0001f3ea 0x004203ea 5   6    DATA    ascii   uUdk\b
1762 0x0001f401 0x00420401 6   9    DATA    utf8    mjtųؾ& blocks=Basic Latin,Latin Extended-A,Arabic
1763 0x0001f4a7 0x004204a7 4   6    DATA    utf8    2N{ܨ blocks=Basic Latin,Syriac
1764 0x0001f4be 0x004204be 4   6    DATA    utf8    !|ъ: blocks=Basic Latin,Cyrillic
1765 0x0001f4e2 0x004204e2 4   6    DATA    utf8    wܮ(0 blocks=Basic Latin,Syriac
1766 0x0001f566 0x00420566 6   8    DATA    utf8    \ez)NڏK blocks=Basic Latin,Arabic
1767 0x0001f595 0x00420595 4   5    DATA    ascii   <*p2
1768 0x0001f59a 0x0042059a 4   6    DATA    utf8    ϋ/sC blocks=Greek and Coptic,Basic Latin
1769 0x0001f5c1 0x004205c1 4   6    DATA    utf8    z"L[
1770 0x0001f638 0x00420638 6   7    DATA    ascii   rCf\f>E
1771 0x0001f65a 0x0042065a 5   8    DATA    utf8    ݭHoڞ7 blocks=Arabic Supplement,Basic Latin,Arabic
1772 0x0001f683 0x00420683 4   6    DATA    utf8    ڋdSI blocks=Arabic,Basic Latin
1773 0x0001f69a 0x0042069a 5   6    DATA    ascii   \tVbsw
1774 0x0001f6be 0x004206be 6   7    DATA    ascii   fWEr`_
1775 0x0001f6dc 0x004206dc 4   6    DATA    utf8    >e-]
1776 0x0001f6e3 0x004206e3 5   8    DATA    utf8    ߣÅ(&Z blocks=NKo,Latin-1 Supplement,Basic Latin
1777 0x0001f6ed 0x004206ed 4   5    DATA    ascii   Hs=\e
1778 0x0001f715 0x00420715 5   6    DATA    ascii    *p)S
1779 0x0001f72b 0x0042072b 4   5    DATA    ascii   Hq\bO
1780 0x0001f774 0x00420774 4   5    DATA    ascii   [|Lg
1781 0x0001f7a2 0x004207a2 8   9    DATA    ascii   '!?=;j]F
1782 0x0001f7ca 0x004207ca 4   5    DATA    ascii   ]$``
1783 0x0001f7db 0x004207db 5   7    DATA    utf8    ږH"nb blocks=Arabic,Basic Latin
1784 0x0001f7f8 0x004207f8 5   8    DATA    utf8    F̢͐re blocks=Basic Latin,Combining Diacritical Marks
1785 0x0001f820 0x00420820 5   6    DATA    ascii   Q;_TQ
1786 0x0001f82f 0x0042082f 4   5    DATA    ascii   pM2?
1787 0x0001f847 0x00420847 4   5    DATA    ascii   bS4r
1788 0x0001f8a6 0x004208a6 4   5    DATA    ascii   zX~R
1789 0x0001f8ab 0x004208ab 7   9    DATA    utf8    \ʉx:|!] blocks=Basic Latin,IPA Extensions
1790 0x0001f909 0x00420909 4   5    DATA    ascii   |BMH
1791 0x0001f935 0x00420935 4   5    DATA    ascii   C\bA(
1792 0x0001f952 0x00420952 5   7    DATA    utf8    \nҨ Fs blocks=Basic Latin,Cyrillic
1793 0x0001f95c 0x0042095c 7   9    DATA    utf8    %Ӳ-6*Ze blocks=Basic Latin,Cyrillic
1794 0x0001f9c2 0x004209c2 5   6    DATA    ascii   8DS\/
1795 0x0001fa26 0x00420a26 4   5    DATA    ascii   Ewqm
1796 0x0001fa3e 0x00420a3e 6   7    DATA    ascii   \r]c`\e4
1797 0x0001fa55 0x00420a55 5   6    DATA    ascii   \vvsxs
1798 0x0001faa1 0x00420aa1 4   6    DATA    utf8    ŋ5b\b blocks=Latin Extended-A,Basic Latin
1799 0x0001fab9 0x00420ab9 4   6    DATA    utf8    ƃ~ub blocks=Latin Extended-B,Basic Latin
1800 0x0001fad2 0x00420ad2 4   5    DATA    ascii   HvpM
1801 0x0001fb24 0x00420b24 4   5    DATA    ascii   5Ij^
1802 0x0001fb86 0x00420b86 7   8    DATA    ascii   H~>nR7P
1803 0x0001fbcd 0x00420bcd 5   7    DATA    utf8    +hQyֳ blocks=Basic Latin,Hebrew
1804 0x0001fbe4 0x00420be4 5   7    DATA    utf8    åO\eon blocks=Latin-1 Supplement,Basic Latin
1805 0x0001fbeb 0x00420beb 4   5    DATA    ascii   l0\j
1806 0x0001fc22 0x00420c22 6   7    DATA    ascii   Z5}(j[
1807 0x0001fc96 0x00420c96 5   7    DATA    utf8    ,OXcՆ blocks=Basic Latin,Armenian
1808 0x0001fcd6 0x00420cd6 4   6    DATA    utf8    cٸ\tQ blocks=Basic Latin,Arabic
1809 0x0001fd1b 0x00420d1b 4   5    DATA    ascii   FnEK
1810 0x0001fd30 0x00420d30 5   7    DATA    utf8    \eʁ/|P blocks=Basic Latin,IPA Extensions
1811 0x0001fd74 0x00420d74 4   5    DATA    ascii   `|*g
1812 0x0001fda7 0x00420da7 4   5    DATA    ascii   gSfo
1813 0x0001fdad 0x00420dad 8   9    DATA    ascii   ez\t+Nt#A
1814 0x0001fdbe 0x00420dbe 4   6    DATA    utf8    J>nʔ blocks=Basic Latin,IPA Extensions
1815 0x0001fdeb 0x00420deb 5   7    DATA    utf8    1xLÿ0 blocks=Basic Latin,Latin-1 Supplement
1816 0x0001fe08 0x00420e08 4   5    DATA    ascii   `joh
1817 0x0001fe4b 0x00420e4b 8   10   DATA    utf8    Dκ I^r\fm blocks=Basic Latin,Greek and Coptic
1818 0x0001fe71 0x00420e71 6   8    DATA    utf8    N=qטKT blocks=Basic Latin,Hebrew
1819 0x0001fe7d 0x00420e7d 6   7    DATA    ascii   ty1a@U
1820 0x0001fec7 0x00420ec7 5   6    DATA    ascii   jl0;*
1821 0x0001ff42 0x00420f42 5   7    DATA    utf8    @ǣEE@ blocks=Basic Latin,Latin Extended-B
1822 0x0001ff4f 0x00420f4f 5   6    DATA    ascii   "#i5X
1823 0x00020000 0x00421000 5   8    DATA    utf8    _w2=깯 blocks=Basic Latin,Hangul Syllables
1824 0x0002003d 0x0042103d 4   5    DATA    ascii   Lut;
1825 0x000200a4 0x004210a4 4   5    DATA    ascii   2Du+
1826 0x000200b8 0x004210b8 4   5    DATA    ascii   \b`w@
1827 0x000200e3 0x004210e3 4   6    DATA    utf8    K̻d\a blocks=Basic Latin,Combining Diacritical Marks
1828 0x00020114 0x00421114 4   7    DATA    utf8    -顤f2 blocks=Basic Latin,CJK Unified Ideographs
1829 0x00020122 0x00421122 4   5    DATA    ascii   X26Y
1830 0x0002013f 0x0042113f 5   6    DATA    ascii   wFKdT
1831 0x000201e8 0x004211e8 5   7    DATA    utf8    Yh#ڵ2 blocks=Basic Latin,Arabic
1832 0x000201f9 0x004211f9 4   5    DATA    ascii   d(TK
1833 0x0002022a 0x0042122a 6   7    DATA    ascii   JvNOI!
1834 0x00020251 0x00421251 7   8    DATA    ascii   Tq&om*i
1835 0x0002026c 0x0042126c 4   5    DATA    ascii   (\t2M
1836 0x00020284 0x00421284 4   5    DATA    ascii   NAiG
1837 0x000202a3 0x004212a3 4   6    DATA    utf8    p<ň= blocks=Basic Latin,Latin Extended-A
1838 0x000202b9 0x004212b9 4   5    DATA    ascii   /IRZ
1839 0x000202e0 0x004212e0 4   5    DATA    ascii   ^<\r/
1840 0x000202f1 0x004212f1 4   6    DATA    utf8    FϟK9 blocks=Basic Latin,Greek and Coptic
1841 0x000202fd 0x004212fd 5   6    DATA    ascii   B}YW{
1842 0x0002030b 0x0042130b 5   6    DATA    ascii   \F#\fx
1843 0x00020315 0x00421315 4   6    DATA    utf8    \rϽoa blocks=Basic Latin,Greek and Coptic
1844 0x0002031b 0x0042131b 4   5    DATA    ascii   9C3$
1845 0x00020329 0x00421329 5   6    DATA    ascii   Q<\eOx
1846 0x00020380 0x00421380 5   6    DATA    ascii   &tr4w
1847 0x00020402 0x00421402 4   5    DATA    ascii   K]A]
1848 0x0002042f 0x0042142f 5   6    DATA    ascii   \nhnLT
1849 0x00020447 0x00421447 8   11   DATA    utf8    t)ͣרu[G3 blocks=Basic Latin,Combining Diacritical Marks,Hebrew
1850 0x00020490 0x00421490 5   7    DATA    utf8    GLLMA
1851 0x000204cd 0x004214cd 4   5    DATA    ascii   xs/F
1852 0x00020547 0x00421547 4   5    DATA    ascii   7%px
1853 0x00020574 0x00421574 5   7    DATA    utf8    \raЃ>l blocks=Basic Latin,Cyrillic
1854 0x000205a4 0x004215a4 4   5    DATA    ascii   Uq)I
1855 0x000205b1 0x004215b1 4   5    DATA    ascii   VXBv
1856 0x000205b8 0x004215b8 9   10   DATA    ascii   Qa8m\b\/\b2
1857 0x00020602 0x00421602 5   6    DATA    ascii   |A6=I
1858 0x0002062b 0x0042162b 5   7    DATA    utf8    MfдaV blocks=Basic Latin,Cyrillic
1859 0x00020636 0x00421636 6   9    DATA    utf8    Ѽ&ƖQz1 blocks=Cyrillic,Basic Latin,Latin Extended-B
1860 0x000206b6 0x004216b6 4   5    DATA    ascii   KLdw
1861 0x000206d7 0x004216d7 5   7    DATA    utf8    (ўJ%P blocks=Basic Latin,Cyrillic
1862 0x00020724 0x00421724 4   5    DATA    ascii   \fUcf
1863 0x0002073d 0x0042173d 4   5    DATA    ascii   b\aD\
1864 0x0002075e 0x0042175e 4   6    DATA    utf8    e7oE
1865 0x000207a0 0x004217a0 4   5    DATA    ascii   (y{c
1866 0x000207da 0x004217da 4   5    DATA    ascii   k1*T
1867 0x00020804 0x00421804 4   5    DATA    ascii   d\ec0
1868 0x0002082e 0x0042182e 5   6    DATA    ascii   DmW7_
1869 0x00020867 0x00421867 4   6    DATA    utf8    -ӓ,= blocks=Basic Latin,Cyrillic
1870 0x000208b1 0x004218b1 12  14   DATA    utf8    \vf"]R\n<}U4ݔB blocks=Basic Latin,Arabic Supplement
1871 0x000208cd 0x004218cd 6   7    DATA    ascii   7ZO84:
1872 0x00020900 0x00421900 5   6    DATA    ascii   ]w\\4
1873 0x00020923 0x00421923 4   6    DATA    utf8    J#Ś7 blocks=Basic Latin,Latin Extended-A
1874 0x00020948 0x00421948 4   6    DATA    utf8    5/}Ҥ blocks=Basic Latin,Cyrillic
1875 0x00020967 0x00421967 5   6    DATA    ascii   ~\a.^\v
1876 0x000209cf 0x004219cf 5   6    DATA    ascii   YZNpC
1877 0x000209e4 0x004219e4 4   5    DATA    ascii   p(RO
1878 0x00020a07 0x00421a07 5   6    DATA    ascii   Zs_"U
1879 0x00020a11 0x00421a11 4   5    DATA    ascii   $6.\r
1880 0x00020a85 0x00421a85 4   6    DATA    utf8    18Ŭ2 blocks=Basic Latin,Latin Extended-A
1881 0x00020a91 0x00421a91 4   5    DATA    ascii   h+>A
1882 0x00020a97 0x00421a97 7   9    DATA    utf8    C̢@x@Sk blocks=Basic Latin,Combining Diacritical Marks
1883 0x00020ab1 0x00421ab1 5   6    DATA    ascii   Z\nUca
1884 0x00020ab7 0x00421ab7 4   5    DATA    ascii   4[bR
1885 0x00020ac9 0x00421ac9 4   5    DATA    ascii   =oQ#
1886 0x00020ad7 0x00421ad7 6   7    DATA    ascii   \t#^Bvy
1887 0x00020afb 0x00421afb 8   9    DATA    ascii   <\b!|Q8MF
1888 0x00020b09 0x00421b09 4   5    DATA    ascii   IO(!
1889 0x00020b2a 0x00421b2a 5   6    DATA    ascii   !\b^0;
1890 0x00020b74 0x00421b74 4   5    DATA    ascii   }Nn\t
1891 0x00020be4 0x00421be4 5   6    DATA    ascii   pr\zG
1892 0x00020c12 0x00421c12 4   5    DATA    ascii   QaJr
1893 0x00020c70 0x00421c70 5   7    DATA    utf8     \vϩ?K blocks=Basic Latin,Greek and Coptic
1894 0x00020c7f 0x00421c7f 4   5    DATA    ascii   9S2+
1895 0x00020c88 0x00421c88 4   5    DATA    ascii   ||_W
1896 0x00020cf8 0x00421cf8 4   5    DATA    ascii   \vaQX
1897 0x00020d06 0x00421d06 4   5    DATA    ascii   9\a\b[
1898 0x00020d31 0x00421d31 4   5    DATA    ascii   t1*h
1899 0x00020d3b 0x00421d3b 4   7    DATA    utf8    L&d blocks=Basic Latin,Private Use Area
1900 0x00020d50 0x00421d50 7   8    DATA    ascii   !\enK:;X
1901 0x00020d79 0x00421d79 5   6    DATA    ascii   Kr4Gf
1902 0x00020d86 0x00421d86 4   5    DATA    ascii   j\fCa
1903 0x00020d91 0x00421d91 8   9    DATA    ascii   t<6-E\bb9
1904 0x00020df9 0x00421df9 4   6    DATA    utf8    7"Tؼ blocks=Basic Latin,Arabic
1905 0x00020e0b 0x00421e0b 5   6    DATA    ascii   u\ab*k
1906 0x00020e34 0x00421e34 4   6    DATA    utf8    |d_h
1907 0x00020eb8 0x00421eb8 4   6    DATA    utf8    ǔW;+ blocks=Latin Extended-B,Basic Latin
1908 0x00020f0e 0x00421f0e 4   5    DATA    ascii   L*~O
1909 0x00020f37 0x00421f37 4   5    DATA    ascii   Yn22
1910 0x00020f42 0x00421f42 4   5    DATA    ascii   { @q
1911 0x00020fa0 0x00421fa0 4   8    DATA    utf8    Ƙn+젤 blocks=Latin Extended-B,Basic Latin,Hangul Syllables
1912 0x00020fb6 0x00421fb6 5   6    DATA    ascii   @5tJG
1913 0x00020fd4 0x00421fd4 4   5    DATA    ascii   D\rT9
1914 0x00021010 0x00422010 4   5    DATA    ascii   bfIS
1915 0x0002105e 0x0042205e 4   6    DATA    utf8    1ŽBB blocks=Basic Latin,Latin Extended-A
1916 0x00021119 0x00422119 4   6    DATA    utf8    ̢fLC blocks=Combining Diacritical Marks,Basic Latin
1917 0x0002113c 0x0042213c 4   5    DATA    ascii   #otw
1918 0x00021181 0x00422181 4   5    DATA    ascii   <|rI
1919 0x000211a4 0x004221a4 4   5    DATA    ascii   `g0z
1920 0x00021218 0x00422218 4   5    DATA    ascii    P,Y
1921 0x0002122b 0x0042222b 5   10   DATA    utf8    лEϱૢ= blocks=Cyrillic,Basic Latin,Greek and Coptic,Gujarati
1922 0x00021284 0x00422284 7   8    DATA    ascii   mR9wWAK
1923 0x00021291 0x00422291 4   5    DATA    ascii   {I\va
1924 0x000212a1 0x004222a1 7   8    DATA    ascii   \rG}9Y\N
1925 0x000212f2 0x004222f2 5   7    DATA    utf8    I,ֹAv blocks=Basic Latin,Hebrew
1926 0x00021308 0x00422308 4   5    DATA    ascii   7SMD
1927 0x0002131d 0x0042231d 4   5    DATA    ascii   v#NC
1928 0x0002134f 0x0042234f 4   5    DATA    ascii   O\\r4
1929 0x00021357 0x00422357 4   5    DATA    ascii   em|p
1930 0x0002139d 0x0042239d 4   5    DATA    ascii   0jCj
1931 0x000213f7 0x004223f7 6   7    DATA    ascii   *e(=_\v
1932 0x000214a2 0x004224a2 5   6    DATA    ascii   Ce\ve}
1933 0x000214e3 0x004224e3 5   6    DATA    ascii   RW_I;
1934 0x000214ee 0x004224ee 4   5    DATA    ascii   EC,1
1935 0x0002151d 0x0042251d 4   5    DATA    ascii   !\bEM
1936 0x0002153c 0x0042253c 4   5    DATA    ascii   ~\t1p
1937 0x00021581 0x00422581 5   6    DATA    ascii   Py89s
1938 0x0002158f 0x0042258f 4   5    DATA    ascii   P\v,6
1939 0x00021599 0x00422599 4   5    DATA    ascii   5\ar\t
1940 0x000215bb 0x004225bb 4   5    DATA    ascii   <1@8
1941 0x000215c8 0x004225c8 5   6    DATA    ascii   w6w\b\a
1942 0x000215d9 0x004225d9 5   6    DATA    ascii   =qU&(
1943 0x000215f3 0x004225f3 4   8    DATA    utf8    ƉSH blocks=Latin Extended-B,Basic Latin,Private Use Area
1944 0x00021606 0x00422606 4   5    DATA    ascii   gur|
1945 0x00021613 0x00422613 5   6    DATA    ascii   ).jmH
1946 0x0002161c 0x0042261c 4   5    DATA    ascii   2Z"\r
1947 0x0002163a 0x0042263a 5   6    DATA    ascii   \b,35F
1948 0x00021675 0x00422675 5   6    DATA    ascii   ?ftZx
1949 0x000216dd 0x004226dd 5   6    DATA    ascii   A72pK
1950 0x0002171a 0x0042271a 6   8    DATA    utf8    !Kȁ(q) blocks=Basic Latin,Latin Extended-B
1951 0x00021747 0x00422747 4   5    DATA    ascii   BmT~
1952 0x00021755 0x00422755 6   7    DATA    ascii   iEw}3X
1953 0x00021788 0x00422788 4   5    DATA    ascii   <@G,
1954 0x000217f6 0x004227f6 5   8    DATA    utf8    cd>% blocks=Basic Latin,Private Use Area
1955 0x0002184f 0x0042284f 7   8    DATA    ascii   9?4\am!&
1956 0x00021865 0x00422865 4   6    DATA    utf8    R-֞a blocks=Basic Latin,Hebrew
1957 0x0002187a 0x0042287a 5   8    DATA    utf8    Ǯ?ɛJd blocks=Latin Extended-B,Basic Latin,IPA Extensions
1958 0x000218ca 0x004228ca 5   8    DATA    utf8    ~Ghฯ7 blocks=Basic Latin,Thai
1959 0x000218e4 0x004228e4 4   6    DATA    utf8    hr/ħ blocks=Basic Latin,Latin Extended-A
1960 0x000218ea 0x004228ea 4   5    DATA    ascii   %\f13
1961 0x0002190c 0x0042290c 4   6    DATA    utf8    ϔDRG blocks=Greek and Coptic,Basic Latin
1962 0x00021929 0x00422929 4   5    DATA    ascii   em\v\b
1963 0x00021932 0x00422932 5   6    DATA    ascii   _S-{W
1964 0x00021948 0x00422948 4   5    DATA    ascii   >u<q
1965 0x00021954 0x00422954 4   5    DATA    ascii   \tzs\b
1966 0x0002195f 0x0042295f 7   9    DATA    utf8    ƣ/x{;\vu blocks=Latin Extended-B,Basic Latin
1967 0x00021a0e 0x00422a0e 5   6    DATA    ascii   5fz3&
1968 0x00021a3b 0x00422a3b 5   6    DATA    ascii   %QP\bx
1969 0x00021a67 0x00422a67 4   5    DATA    ascii   |tAD
1970 0x00021ab8 0x00422ab8 4   6    DATA    utf8    ]̨D. blocks=Basic Latin,Combining Diacritical Marks
1971 0x00021ac7 0x00422ac7 4   6    DATA    utf8    \eŏv0 blocks=Basic Latin,Latin Extended-A
1972 0x00021ae5 0x00422ae5 4   6    DATA    utf8    zͮ\ne blocks=Basic Latin,Combining Diacritical Marks
1973 0x00021b04 0x00422b04 5   6    DATA    ascii   NcFF\r
1974 0x00021b94 0x00422b94 6   7    DATA    ascii   ~DI"tk
1975 0x00021c02 0x00422c02 4   5    DATA    ascii   7&z<
1976 0x00021c5f 0x00422c5f 4   5    DATA    ascii   3-I%
1977 0x00021c9a 0x00422c9a 4   6    DATA    utf8    qҺlT blocks=Basic Latin,Cyrillic
1978 0x00021caa 0x00422caa 4   5    DATA    ascii   sS@\a
1979 0x00021cf9 0x00422cf9 4   5    DATA    ascii   x?ff
1980 0x00021d09 0x00422d09 4   5    DATA    ascii   3. ^
1981 0x00021d32 0x00422d32 4   5    DATA    ascii   ~k7n
1982 0x00021d45 0x00422d45 4   5    DATA    ascii   * U\n
1983 0x00021d6a 0x00422d6a 4   5    DATA    ascii   $D0}
1984 0x00021d6f 0x00422d6f 6   7    DATA    ascii   9*QF}{
1985 0x00021da2 0x00422da2 5   6    DATA    ascii   \r;Xbo
1986 0x00021dc6 0x00422dc6 7   9    DATA    utf8    ςX/KX?Z blocks=Greek and Coptic,Basic Latin
1987 0x00021e0f 0x00422e0f 4   5    DATA    ascii   dWqv
1988 0x00021e2a 0x00422e2a 5   6    DATA    ascii   $\nAOS
1989 0x00021e76 0x00422e76 5   6    DATA    ascii   xxY17
1990 0x00021eab 0x00422eab 4   5    DATA    ascii   Rq^l
1991 0x00021eb9 0x00422eb9 7   9    DATA    utf8    =źj42.> blocks=Basic Latin,Latin Extended-A
1992 0x00021ec8 0x00422ec8 5   6    DATA    ascii   y[m:p
1993 0x00021f3f 0x00422f3f 5   6    DATA    ascii   Q`1jw
1994 0x00021f61 0x00422f61 5   6    DATA    ascii   ;YOVD
1995 0x00021f8f 0x00422f8f 4   6    DATA    utf8     yk» blocks=Basic Latin,Latin-1 Supplement
1996 0x00021f98 0x00422f98 4   5    DATA    ascii   ;8Lu
1997 0x00021fc1 0x00422fc1 6   7    DATA    ascii   \nI4qov
1998 0x00021fc8 0x00422fc8 6   8    DATA    utf8    Z?2ck݂ blocks=Basic Latin,Syriac
1999 0x00022024 0x00423024 6   7    DATA    ascii   a!*t/3
2000 0x00022082 0x00423082 7   8    DATA    ascii   <)Kye\ni
2001 0x0002208a 0x0042308a 5   7    DATA    utf8    \v>3Y]
2002 0x00022095 0x00423095 6   7    DATA    ascii   NkI=?x
2003 0x000220a4 0x004230a4 5   6    DATA    ascii   k@hs"
2004 0x000220ca 0x004230ca 6   7    DATA    ascii   }#ZG\b\f
2005 0x0002216f 0x0042316f 4   6    DATA    utf8    (;}Ѯ blocks=Basic Latin,Cyrillic
2006 0x000221ba 0x004231ba 5   7    DATA    utf8    Ǻ$/z# blocks=Latin Extended-B,Basic Latin
2007 0x000221d5 0x004231d5 7   9    DATA    utf8    XX:ΚZ1J blocks=Basic Latin,Greek and Coptic
2008 0x000221f2 0x004231f2 4   5    DATA    ascii   OzTq
2009 0x0002220d 0x0042320d 4   5    DATA    ascii   F968
2010 0x0002224d 0x0042324d 6   7    DATA    ascii   1;/d{M
2011 0x00022258 0x00423258 5   6    DATA    ascii   ?t.)t
2012 0x00022267 0x00423267 4   5    DATA    ascii   Pn`g
2013 0x000222dd 0x004232dd 4   7    DATA    utf8    r=z镎 blocks=Basic Latin,CJK Unified Ideographs
2014 0x000222f5 0x004232f5 4   5    DATA    ascii   ,*v7
2015 0x00022373 0x00423373 5   6    DATA    ascii   H6\fB\
2016 0x00022386 0x00423386 7   9    DATA    utf8    l{tw;'}
2017 0x000223a5 0x004233a5 5   7    DATA    utf8    }tÆ,K blocks=Basic Latin,Latin-1 Supplement
2018 0x000223cc 0x004233cc 6   8    DATA    utf8    \fa7eҞJ blocks=Basic Latin,Cyrillic
2019 0x000223d5 0x004233d5 4   5    DATA    ascii   "%(k
2020 0x000223ea 0x004233ea 6   9    DATA    utf8    ,8 0ߘ۬ blocks=Basic Latin,NKo,Arabic
2021 0x00022419 0x00423419 5   6    DATA    ascii   ;+8Fr
2022 0x00022421 0x00423421 4   6    DATA    utf8    JNĥ= blocks=Basic Latin,Latin Extended-A
2023 0x00022440 0x00423440 4   6    DATA    utf8    \nՖ:y blocks=Basic Latin,Armenian
2024 0x00022456 0x00423456 4   5    DATA    ascii   \eTL]
2025 0x00022461 0x00423461 5   7    DATA    utf8    ʞAC5< blocks=IPA Extensions,Basic Latin
2026 0x00022468 0x00423468 4   5    DATA    ascii   V%_e
2027 0x000224d7 0x004234d7 4   5    DATA    ascii   ^qF2
2028 0x00022571 0x00423571 4   5    DATA    ascii   @oa~
2029 0x00022588 0x00423588 4   5    DATA    ascii   @xJt
2030 0x000225aa 0x004235aa 6   7    DATA    ascii   nZVQSy
