[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
6037  0x00049a9d 0x00449a9d 5   7    .text   utf8    ea1s݅ blocks=Basic Latin,Syriac
6038  0x00049ab8 0x00449ab8 4   5    .text   ascii   FYo9
6039  0x00049ac1 0x00449ac1 4   5    .text   ascii   }^.r
6040  0x00049ac6 0x00449ac6 4   6    .text   utf8    9ڂd) blocks=Basic Latin,Arabic
6041  0x00049ae8 0x00449ae8 5   6    .text   ascii   kRE=l
6042  0x00049b27 0x00449b27 5   6    .text   ascii   z0\r+6
6043  0x00049b43 0x00449b43 7   8    .text   ascii   p2|JDzv
6044  0x00049b53 0x00449b53 5   6    .text   ascii   R1TAC
6045  0x00049b5b 0x00449b5b 4   5    .text   ascii   t$]x
6046  0x00049b70 0x00449b70 5   7    .text   utf8    A1RՋ] blocks=Basic Latin,Armenian
6047  0x00049c0b 0x00449c0b 4   5    .text   ascii   -P\e<
6048  0x00049c79 0x00449c79 5   6    .text   ascii   _{Lf5
6049  0x00049c85 0x00449c85 4   5    .text   ascii   9KpO
6050  0x00049ca7 0x00449ca7 4   5    .text   ascii   4%8 
6051  0x00049d2f 0x00449d2f 5   6    .text   ascii   )(tV_
6052  0x00049d37 0x00449d37 6   7    .text   ascii   O7#W2d
6053  0x00049d54 0x00449d54 6   7    .text   ascii   K`=F/.
6054  0x00049d5b 0x00449d5b 4   5    .text   ascii   w2lU
6055  0x00049d6f 0x00449d6f 4   5    .text   ascii   E}po
6056  0x00049dbf 0x00449dbf 4   6    .text   utf8    (ܻDp blocks=Basic Latin,Syriac
6057  0x00049ddc 0x00449ddc 4   5    .text   ascii   ceW_
6058  0x00049e2d 0x00449e2d 5   6    .text   ascii   \a2o|U
6059  0x00049e34 0x00449e34 4   5    .text   ascii   wmkw
6060  0x00049e5e 0x00449e5e 7   8    .text   ascii   \tZ;|kRv
6061  0x00049e7d 0x00449e7d 4   5    .text   ascii   >T>x
6062  0x00049e86 0x00449e86 4   5    .text   ascii   :\fv\r
6063  0x00049ea0 0x00449ea0 5   6    .text   ascii   n\nC;\n
6064  0x00049ef4 0x00449ef4 4   6    .text   utf8    lqBޝ blocks=Basic Latin,Thaana
6065  0x00049f00 0x00449f00 5   6    .text   ascii   \nrqGV
6066  0x00049f5d 0x00449f5d 5   6    .text   ascii   X\v\vk$
6067  0x00049f93 0x00449f93 4   5    .text   ascii   SNj5
6068  0x00049fdc 0x00449fdc 4   5    .text   ascii   y(ci
6069  0x0004a02d 0x0044a02d 4   5    .text   ascii   O5m=
6070  0x0004a060 0x0044a060 5   6    .text   ascii   {ac\5
6071  0x0004a079 0x0044a079 8   9    .text   ascii   oY[+jBFK
6072  0x0004a098 0x0044a098 4   7    .text   utf8    ʥɇ5S blocks=IPA Extensions,Latin Extended-B,Basic Latin
6073  0x0004a0c1 0x0044a0c1 7   11   .text   utf8    O~E✹ήEc blocks=Basic Latin,Dingbats,Greek and Coptic
6074  0x0004a0d5 0x0044a0d5 6   7    .text   ascii   ,u!\e)~
6075  0x0004a161 0x0044a161 4   5    .text   ascii   4NKX
6076  0x0004a16b 0x0044a16b 4   7    .text   utf8    ZÙܹX blocks=Basic Latin,Latin-1 Supplement,Syriac
6077  0x0004a194 0x0044a194 4   5    .text   ascii   Tj9G
6078  0x0004a1a4 0x0044a1a4 4   5    .text   ascii   ry\o
6079  0x0004a1c9 0x0044a1c9 6   8    .text   utf8    \npܨCMm blocks=Basic Latin,Syriac
6080  0x0004a213 0x0044a213 5   6    .text   ascii   I*5\r0
6081  0x0004a246 0x0044a246 4   6    .text   utf8    h]5Ө blocks=Basic Latin,Cyrillic
6082  0x0004a27a 0x0044a27a 4   5    .text   ascii   G\t%u
6083  0x0004a2b3 0x0044a2b3 4   7    .text   utf8    d\bⰻo blocks=Basic Latin,Glagolitic
6084  0x0004a364 0x0044a364 4   5    .text   ascii   ^MNf
6085  0x0004a418 0x0044a418 4   6    .text   utf8    %~ܕ\v blocks=Basic Latin,Syriac
6086  0x0004a495 0x0044a495 5   6    .text   ascii   2\v!oz
6087  0x0004a4b9 0x0044a4b9 4   7    .text   utf8    <®ĕ> blocks=Basic Latin,Latin-1 Supplement,Latin Extended-A
6088  0x0004a4d8 0x0044a4d8 4   7    .text   utf8    z`\nƒ blocks=Basic Latin,Latin Extended-B
6089  0x0004a4e5 0x0044a4e5 7   10   .text   utf8    Wño̕4pQ blocks=Basic Latin,Latin-1 Supplement,Combining Diacritical Marks
6090  0x0004a52e 0x0044a52e 4   7    .text   utf8    9Ŀ[B blocks=Basic Latin,Latin Extended-A
6091  0x0004a569 0x0044a569 12  16   .text   utf8    =ÃdA̽\fxeŨ\r7 blocks=Basic Latin,Latin-1 Supplement,Combining Diacritical Marks,Latin Extended-A
6092  0x0004a5ad 0x0044a5ad 4   6    .text   utf8    E+;ͬ blocks=Basic Latin,Combining Diacritical Marks
6093  0x0004a5d2 0x0044a5d2 5   6    .text   ascii   +NL>Q
6094  0x0004a5fa 0x0044a5fa 7   8    .text   ascii   |RK\by'a
6095  0x0004a616 0x0044a616 4   5    .text   ascii   e|%-
6096  0x0004a66a 0x0044a66a 5   6    .text   ascii   Ku,uk
6097  0x0004a6b5 0x0044a6b5 5   6    .text   ascii   0gl>E
6098  0x0004a72f 0x0044a72f 4   5    .text   ascii   _B,\t
6099  0x0004a762 0x0044a762 4   5    .text   ascii   kA\bF
6100  0x0004a768 0x0044a768 4   6    .text   utf8    @v2ڢ blocks=Basic Latin,Arabic
6101  0x0004a79d 0x0044a79d 4   6    .text   utf8    `C%'
6102  0x0004a80f 0x0044a80f 4   6    .text   utf8    ]|Vϋ blocks=Basic Latin,Greek and Coptic
6103  0x0004a815 0x0044a815 4   5    .text   ascii   E\v<3
6104  0x0004a8c4 0x0044a8c4 5   6    .text   ascii   \rsb\b*
6105  0x0004a8ef 0x0044a8ef 5   7    .text   utf8     ސ)ZO blocks=Basic Latin,Thaana
6106  0x0004a94b 0x0044a94b 7   9    .text   utf8    9d`Ʒ*o8 blocks=Basic Latin,Latin Extended-B
6107  0x0004a97e 0x0044a97e 4   5    .text   ascii   _N#.
6108  0x0004a98f 0x0044a98f 6   7    .text   ascii   JQwB\rL
6109  0x0004a9ba 0x0044a9ba 4   6    .text   utf8    DW$ܼ blocks=Basic Latin,Syriac
6110  0x0004a9dd 0x0044a9dd 4   5    .text   ascii   ]\v]B
6111  0x0004a9e7 0x0044a9e7 4   5    .text   ascii   0m/X
6112  0x0004aa1d 0x0044aa1d 4   5    .text   ascii   @FRU
6113  0x0004aa2c 0x0044aa2c 4   5    .text   ascii   1RmI
6114  0x0004aa66 0x0044aa66 6   7    .text   ascii   LSxA|&
6115  0x0004aad7 0x0044aad7 4   7    .text   utf8    #o; blocks=Basic Latin,Private Use Area
6116  0x0004ab13 0x0044ab13 4   5    .text   ascii   ~!q*
6117  0x0004aba9 0x0044aba9 7   9    .text   utf8    ϴ?p#$3; blocks=Greek and Coptic,Basic Latin
6118  0x0004abcb 0x0044abcb 5   6    .text   ascii   Ve{BV
6119  0x0004abe8 0x0044abe8 4   6    .text   utf8    d4Mǃ blocks=Basic Latin,Latin Extended-B
6120  0x0004abfc 0x0044abfc 5   6    .text   ascii   .o^cH
6121  0x0004ac02 0x0044ac02 6   7    .text   ascii   n-4&Y\
6122  0x0004ac1d 0x0044ac1d 4   5    .text   ascii   r\6/
6123  0x0004ac3a 0x0044ac3a 9   11   .text   utf8    O]K\r[ޯ[I  blocks=Basic Latin,Thaana
6124  0x0004ac5f 0x0044ac5f 4   5    .text   ascii   7 *L
6125  0x0004ad1d 0x0044ad1d 8   10   .text   utf8    c6V۠wj0% blocks=Basic Latin,Arabic
6126  0x0004ad53 0x0044ad53 5   6    .text   ascii   6'=!|
6127  0x0004ad74 0x0044ad74 6   7    .text   ascii   [LcR)Q
6128  0x0004ada6 0x0044ada6 6   9    .text   utf8    Ҡ[͂8{S blocks=Cyrillic,Basic Latin,Combining Diacritical Marks
6129  0x0004ae69 0x0044ae69 4   6    .text   utf8    7M9O
6130  0x0004ae82 0x0044ae82 4   5    .text   ascii    \vy\f
6131  0x0004aeb1 0x0044aeb1 4   5    .text   ascii   o{?O
6132  0x0004aeb8 0x0044aeb8 7   8    .text   ascii    w#Oi\e\e
6133  0x0004aed4 0x0044aed4 4   6    .text   utf8    Զ%-2 blocks=Armenian,Basic Latin
6134  0x0004aeea 0x0044aeea 5   6    .text   ascii   CLb\ej
6135  0x0004af3b 0x0044af3b 4   5    .text   ascii   \eMQB
6136  0x0004af6b 0x0044af6b 6   8    .text   utf8    Ŵ "Q[h blocks=Latin Extended-A,Basic Latin
6137  0x0004af83 0x0044af83 4   5    .text   ascii   \bIo\e
6138  0x0004afe0 0x0044afe0 5   6    .text   ascii   2fBFy
6139  0x0004afe7 0x0044afe7 4   6    .text   utf8    /K\y
6140  0x0004affd 0x0044affd 5   6    .text   ascii   giwiT
6141  0x0004b009 0x0044b009 4   6    .text   utf8    d=ۚ2 blocks=Basic Latin,Arabic
6142  0x0004b023 0x0044b023 4   5    .text   ascii   G\ahw
6143  0x0004b02a 0x0044b02a 5   7    .text   utf8    Ufe9@
6144  0x0004b050 0x0044b050 4   5    .text   ascii   r[!o
6145  0x0004b060 0x0044b060 6   7    .text   ascii   Z)02j\a
6146  0x0004b099 0x0044b099 5   6    .text   ascii   K/'z^
6147  0x0004b0a6 0x0044b0a6 5   6    .text   ascii   ,"Ok0
6148  0x0004b186 0x0044b186 4   5    .text   ascii   >YTI
6149  0x0004b19e 0x0044b19e 4   9    .text   utf8    8^􂭦߸ blocks=Basic Latin,Supplementary Private Use Area-B,NKo
6150  0x0004b1c5 0x0044b1c5 4   7    .text   utf8    駚EJk blocks=CJK Unified Ideographs,Basic Latin
6151  0x0004b1e5 0x0044b1e5 5   6    .text   ascii   U16!E
6152  0x0004b1ef 0x0044b1ef 4   7    .text   utf8    k\rJ餽 blocks=Basic Latin,CJK Unified Ideographs
6153  0x0004b21a 0x0044b21a 4   5    .text   ascii   \n'\f&
6154  0x0004b243 0x0044b243 5   9    .text   utf8    ǜcлݰ\ blocks=Latin Extended-B,Basic Latin,Cyrillic,Arabic Supplement
6155  0x0004b24d 0x0044b24d 4   5    .text   ascii   Ce;@
6156  0x0004b28f 0x0044b28f 5   6    .text   ascii   {.}Us
6157  0x0004b296 0x0044b296 5   6    .text   ascii   x=WK^
6158  0x0004b304 0x0044b304 4   5    .text   ascii   a9]t
6159  0x0004b349 0x0044b349 5   8    .text   utf8    ŧ:_gÝ blocks=Latin Extended-A,Basic Latin,Latin-1 Supplement
6160  0x0004b3b5 0x0044b3b5 4   5    .text   ascii   +@U_
6161  0x0004b3e8 0x0044b3e8 5   6    .text   ascii   vP7\f;
6162  0x0004b3f8 0x0044b3f8 4   5    .text   ascii   MUi>
6163  0x0004b429 0x0044b429 4   5    .text   ascii   n&1\f
6164  0x0004b475 0x0044b475 4   6    .text   utf8    q݂OA blocks=Basic Latin,Syriac
6165  0x0004b47b 0x0044b47b 4   5    .text   ascii   kl7p
6166  0x0004b497 0x0044b497 7   8    .text   ascii   k0@]G:5
6167  0x0004b4df 0x0044b4df 4   5    .text   ascii   ]y\eo
6168  0x0004b50e 0x0044b50e 4   6    .text   utf8    ol;Y
6169  0x0004b514 0x0044b514 6   7    .text   ascii   kNN`3u
6170  0x0004b521 0x0044b521 5   6    .text   ascii   _o6\tA
6171  0x0004b530 0x0044b530 4   5    .text   ascii   b,ve
6172  0x0004b542 0x0044b542 4   5    .text   ascii   [\tD^
6173  0x0004b57a 0x0044b57a 4   6    .text   utf8    y%\aҤ blocks=Basic Latin,Cyrillic
6174  0x0004b5aa 0x0044b5aa 4   5    .text   ascii   S"|*
6175  0x0004b617 0x0044b617 5   6    .text   ascii   V"ifa
6176  0x0004b647 0x0044b647 5   6    .text   ascii   3yxEY
6177  0x0004b6ce 0x0044b6ce 8   9    .text   ascii   $f-[EkE/
6178  0x0004b6ea 0x0044b6ea 4   5    .text   ascii   P}g 
6179  0x0004b709 0x0044b709 7   8    .text   ascii   :[^\eiO\n
6180  0x0004b736 0x0044b736 6   7    .text   ascii   \r\r^9YR
6181  0x0004b781 0x0044b781 4   5    .text   ascii   ?8-S
6182  0x0004b793 0x0044b793 4   8    .text   utf8    w>ۖ禚 blocks=Basic Latin,Arabic,CJK Unified Ideographs
6183  0x0004b7b1 0x0044b7b1 4   5    .text   ascii   ^Si8
6184  0x0004b7c1 0x0044b7c1 4   5    .text   ascii   ff8 
6185  0x0004b7dd 0x0044b7dd 6   8    .text   utf8    զUsE%o blocks=Armenian,Basic Latin
6186  0x0004b7fd 0x0044b7fd 6   8    .text   utf8    !;8F[ɗ blocks=Basic Latin,IPA Extensions
6187  0x0004b890 0x0044b890 4   5    .text   ascii   MSn1
6188  0x0004b8b1 0x0044b8b1 4   6    .text   utf8    ̘:Dq blocks=Combining Diacritical Marks,Basic Latin
6189  0x0004b8c9 0x0044b8c9 4   5    .text   ascii   Eg+u
6190  0x0004b8ce 0x0044b8ce 4   6    .text   utf8    h٧ZN blocks=Basic Latin,Arabic
6191  0x0004b8f4 0x0044b8f4 4   5    .text   ascii   R9A%
6192  0x0004b985 0x0044b985 4   5    .text   ascii   APq0
6193  0x0004b9fa 0x0044b9fa 4   5    .text   ascii   5\r.C
6194  0x0004ba19 0x0044ba19 4   5    .text   ascii   U$]2
6195  0x0004ba4d 0x0044ba4d 4   6    .text   utf8    L9ʛ! blocks=Basic Latin,IPA Extensions
6196  0x0004ba53 0x0044ba53 4   5    .text   ascii   cZUV
6197  0x0004ba75 0x0044ba75 4   5    .text   ascii   P[8M
6198  0x0004bae0 0x0044bae0 4   5    .text   ascii   \a<sV
6199  0x0004bb37 0x0044bb37 6   9    .text   utf8    қ|ߺ[7~ blocks=Cyrillic,Basic Latin,NKo
6200  0x0004bb4d 0x0044bb4d 4   5    .text   ascii   .~`Q
6201  0x0004bb80 0x0044bb80 7   8    .text   ascii   oBx"MFr
6202  0x0004bbbd 0x0044bbbd 4   6    .text   utf8    ԛ\a\a? blocks=Cyrillic Supplement,Basic Latin
6203  0x0004bbcb 0x0044bbcb 5   6    .text   ascii   #'V/\t
6204  0x0004bbd8 0x0044bbd8 5   6    .text   ascii   =9C"\v
6205  0x0004bbf3 0x0044bbf3 11  12   .text   ascii   EoNuNbuO}`n
6206  0x0004bc20 0x0044bc20 4   5    .text   ascii   lG?m
6207  0x0004bc25 0x0044bc25 4   5    .text   ascii   J<Bk
6208  0x0004bc57 0x0044bc57 4   6    .text   utf8    Պ{)[ blocks=Armenian,Basic Latin
6209  0x0004bc7b 0x0044bc7b 7   9    .text   utf8    e,o=̖7I blocks=Basic Latin,Combining Diacritical Marks
6210  0x0004bc9b 0x0044bc9b 6   7    .text   ascii   !7QBzB
6211  0x0004bca2 0x0044bca2 4   5    .text   ascii   /4%<
6212  0x0004bcaa 0x0044bcaa 4   5    .text   ascii   {7U\a
6213  0x0004bcba 0x0044bcba 6   7    .text   ascii   :B*],R
6214  0x0004bdcc 0x0044bdcc 4   5    .text   ascii   X7n!
6215  0x0004bdd1 0x0044bdd1 4   5    .text   ascii   taLI
6216  0x0004bde8 0x0044bde8 4   6    .text   utf8    ؟$+{ blocks=Arabic,Basic Latin
6217  0x0004be0c 0x0044be0c 6   8    .text   utf8    8~҃H-? blocks=Basic Latin,Cyrillic
6218  0x0004be48 0x0044be48 10  12   .text   utf8    `%`C\v]IdN(
6219  0x0004be86 0x0044be86 4   5    .text   ascii   6i=|
6220  0x0004be91 0x0044be91 12  16   .text   utf8    Vqd쐺5Bˇ7vKF| blocks=Basic Latin,Hangul Syllables,Spacing Modifier Letters
6221  0x0004bec0 0x0044bec0 4   5    .text   ascii   \eU,A
6222  0x0004becb 0x0044becb 4   5    .text   ascii   p*+j
6223  0x0004bf4e 0x0044bf4e 4   5    .text   ascii   g3\rp
6224  0x0004bf68 0x0044bf68 4   5    .text   ascii   e=Rd
6225  0x0004bf92 0x0044bf92 5   6    .text   ascii   ]mdak
6226  0x0004bffc 0x0044bffc 6   8    .text   utf8    \fN6e`͌ blocks=Basic Latin,Combining Diacritical Marks
6227  0x0004c04b 0x0044c04b 8   9    .text   ascii   Hk[p\ftLS
6228  0x0004c071 0x0044c071 4   5    .text   ascii   }W1?
6229  0x0004c07d 0x0044c07d 4   5    .text   ascii   x\eeW
6230  0x0004c098 0x0044c098 6   8    .text   utf8    `{2BWč blocks=Basic Latin,Latin Extended-A
6231  0x0004c10c 0x0044c10c 6   7    .text   ascii   5Bx\v5"
6232  0x0004c157 0x0044c157 4   5    .text   ascii   C3-i
6233  0x0004c169 0x0044c169 8   10   .text   utf8    !Fޥ| Knu blocks=Basic Latin,Thaana
6234  0x0004c1c2 0x0044c1c2 4   5    .text   ascii   %*2m
6235  0x0004c209 0x0044c209 4   6    .text   utf8    Y"hʮ blocks=Basic Latin,IPA Extensions
6236  0x0004c25c 0x0044c25c 5   7    .text   utf8    ؔE^&P blocks=Arabic,Basic Latin
6237  0x0004c281 0x0044c281 5   6    .text   ascii   wALOz
6238  0x0004c292 0x0044c292 11  12   .text   ascii   oV7}\b>pa^9Q
6239  0x0004c2c4 0x0044c2c4 6   7    .text   ascii   xT!7qr
6240  0x0004c2d0 0x0044c2d0 4   7    .text   utf8    y,E◘ blocks=Basic Latin,Geometric Shapes
6241  0x0004c2ed 0x0044c2ed 4   6    .text   utf8    ,$Kв blocks=Basic Latin,Cyrillic
6242  0x0004c2f7 0x0044c2f7 4   5    .text   ascii   dE|W
6243  0x0004c30f 0x0044c30f 9   12   .text   utf8    kڸЮ+\n:\f*T blocks=Basic Latin,Arabic,Cyrillic
6244  0x0004c38e 0x0044c38e 4   5    .text   ascii   @bE~
6245  0x0004c3cc 0x0044c3cc 4   5    .text   ascii   |g=T
6246  0x0004c3f8 0x0044c3f8 4   7    .text   utf8    \e\a냶y blocks=Basic Latin,Hangul Syllables
6247  0x0004c446 0x0044c446 4   7    .text   utf8    ]讕%` blocks=Basic Latin,CJK Unified Ideographs
6248  0x0004c456 0x0044c456 4   5    .text   ascii   $qC[
6249  0x0004c483 0x0044c483 4   5    .text   ascii   8DIj
6250  0x0004c4ee 0x0044c4ee 9   10   .text   ascii   d{nhJ%?$ 
6251  0x0004c4ff 0x0044c4ff 4   5    .text   ascii   !K(e
6252  0x0004c50b 0x0044c50b 4   5    .text   ascii   `%\a\a
6253  0x0004c53e 0x0044c53e 4   6    .text   utf8    ƟFy* blocks=Latin Extended-B,Basic Latin
6254  0x0004c54e 0x0044c54e 4   5    .text   ascii   %aYn
6255  0x0004c587 0x0044c587 5   6    .text   ascii   !P*bw
6256  0x0004c5b1 0x0044c5b1 6   7    .text   ascii   Yj\_0H
6257  0x0004c5d2 0x0044c5d2 4   5    .text   ascii   $-RM
6258  0x0004c61b 0x0044c61b 4   5    .text   ascii   Yw&2
6259  0x0004c628 0x0044c628 5   6    .text   ascii   lbIbK
6260  0x0004c659 0x0044c659 4   5    .text   ascii   \n~t1
6261  0x0004c669 0x0044c669 5   6    .text   ascii   #\n^Ao
6262  0x0004c678 0x0044c678 4   5    .text   ascii   =F3/
6263  0x0004c692 0x0044c692 4   5    .text   ascii   05yx
6264  0x0004c6dc 0x0044c6dc 4   6    .text   utf8    -kEۈ blocks=Basic Latin,Arabic
6265  0x0004c6eb 0x0044c6eb 5   7    .text   utf8    j@ߒY{ blocks=Basic Latin,NKo
6266  0x0004c6f4 0x0044c6f4 4   7    .text   utf8    ɺeۡP blocks=IPA Extensions,Basic Latin,Arabic
6267  0x0004c71d 0x0044c71d 5   6    .text   ascii   q1f$@
6268  0x0004c732 0x0044c732 4   5    .text   ascii   dk9q
6269  0x0004c75f 0x0044c75f 8   9    .text   ascii   H>Kap:IK
6270  0x0004c77d 0x0044c77d 4   5    .text   ascii   X)q4
6271  0x0004c7a1 0x0044c7a1 4   5    .text   ascii   pSx"
6272  0x0004c87b 0x0044c87b 4   5    .text   ascii   M(XU
6273  0x0004c885 0x0044c885 4   9    .text   utf8    亓Qﾈ# blocks=CJK Unified Ideographs,Basic Latin,Halfwidth and Fullwidth Forms
6274  0x0004c88e 0x0044c88e 4   5    .text   ascii   Wr20
6275  0x0004c908 0x0044c908 6   8    .text   utf8    fТIfIO blocks=Basic Latin,Cyrillic
6276  0x0004c917 0x0044c917 9   10   .text   ascii   1S\bR\t_fOY
6277  0x0004c963 0x0044c963 4   5    .text   ascii   "DB%
6278  0x0004c96c 0x0044c96c 7   9    .text   utf8    ^\bigW>ڷ blocks=Basic Latin,Arabic
6279  0x0004c986 0x0044c986 6   7    .text   ascii   H\t9vR|
6280  0x0004c9a5 0x0044c9a5 4   5    .text   ascii   -r!h
6281  0x0004c9aa 0x0044c9aa 5   6    .text   ascii   \n!\rV>
6282  0x0004ca17 0x0044ca17 7   8    .text   ascii   :{f`JB\f
6283  0x0004ca30 0x0044ca30 4   6    .text   utf8    ўl[$ blocks=Cyrillic,Basic Latin
6284  0x0004ca3b 0x0044ca3b 4   6    .text   utf8    m׆Sz blocks=Basic Latin,Hebrew
6285  0x0004ca67 0x0044ca67 6   9    .text   utf8    esqsl酑 blocks=Basic Latin,CJK Unified Ideographs
6286  0x0004cae0 0x0044cae0 4   5    .text   ascii   Z.9e
6287  0x0004caef 0x0044caef 8   9    .text   ascii   ffV7YKyf
6288  0x0004caf8 0x0044caf8 6   7    .text   ascii   Dfk-1O
6289  0x0004cb3f 0x0044cb3f 4   6    .text   utf8    gܙ9w blocks=Basic Latin,Syriac
6290  0x0004cbfb 0x0044cbfb 5   7    .text   utf8    %H¹S5 blocks=Basic Latin,Latin-1 Supplement
6291  0x0004cc05 0x0044cc05 4   6    .text   utf8    uٙOi blocks=Basic Latin,Arabic
6292  0x0004cc11 0x0044cc11 4   5    .text   ascii   }S;P
6293  0x0004cc28 0x0044cc28 4   6    .text   utf8    d)Z,
6294  0x0004cc48 0x0044cc48 4   5    .text   ascii   \f\eVg
6295  0x0004cc59 0x0044cc59 4   5    .text   ascii   eyS@
6296  0x0004cc8d 0x0044cc8d 4   5    .text   ascii   \e~Fl
6297  0x0004cca2 0x0044cca2 5   7    .text   utf8    ɜ:^^t blocks=IPA Extensions,Basic Latin
6298  0x0004cccb 0x0044cccb 4   5    .text   ascii   %s2\r
6299  0x0004ccd0 0x0044ccd0 4   7    .text   utf8    סVnּ blocks=Hebrew,Basic Latin
6300  0x0004ccde 0x0044ccde 4   5    .text   ascii   d\e;T
6301  0x0004cd04 0x0044cd04 4   6    .text   utf8    1Ы"X blocks=Basic Latin,Cyrillic
6302  0x0004cd21 0x0044cd21 4   5    .text   ascii   ]'\f\r
6303  0x0004cd3d 0x0044cd3d 4   5    .text   ascii   uw< 
6304  0x0004cd8b 0x0044cd8b 4   6    .text   utf8    pm˘\e blocks=Basic Latin,Spacing Modifier Letters
6305  0x0004cdd3 0x0044cdd3 4   5    .text   ascii   \ax3y
6306  0x0004cdfa 0x0044cdfa 5   6    .text   ascii   Gnt.`
6307  0x0004ce04 0x0044ce04 5   7    .text   utf8    zų\|d blocks=Basic Latin,Latin Extended-A
6308  0x0004ce0b 0x0044ce0b 4   5    .text   ascii   tHWO
6309  0x0004ce2a 0x0044ce2a 4   5    .text   ascii   :f4O
6310  0x0004ce4a 0x0044ce4a 5   7    .text   utf8    اYC6[ blocks=Arabic,Basic Latin
6311  0x0004ce54 0x0044ce54 4   5    .text   ascii   ZWz4
6312  0x0004ce6e 0x0044ce6e 5   6    .text   ascii   H+Z-3
6313  0x0004ce85 0x0044ce85 4   5    .text   ascii   .3p`
6314  0x0004ceaf 0x0044ceaf 5   6    .text   ascii   rv`I!
6315  0x0004cf10 0x0044cf10 4   8    .text   utf8    h顡VΎ blocks=Basic Latin,CJK Unified Ideographs,Greek and Coptic
6316  0x0004cfbb 0x0044cfbb 4   5    .text   ascii   .CNR
6317  0x0004d01d 0x0044d01d 4   6    .text   utf8    ܊.n\t blocks=Syriac,Basic Latin
6318  0x0004d02f 0x0044d02f 7   8    .text   ascii   ,J-Pi>p
6319  0x0004d0b3 0x0044d0b3 4   5    .text   ascii   '`;W
6320  0x0004d0f5 0x0044d0f5 4   5    .text   ascii   \br%Z
6321  0x0004d10a 0x0044d10a 5   6    .text   ascii   O$CW[
6322  0x0004d159 0x0044d159 4   5    .text   ascii   X4v6
6323  0x0004d1c9 0x0044d1c9 5   8    .text   utf8    To\bP䢄 blocks=Basic Latin,CJK Unified Ideographs Extension A
6324  0x0004d202 0x0044d202 5   6    .text   ascii   S`!4}
6325  0x0004d233 0x0044d233 4   5    .text   ascii   XxKQ
6326  0x0004d252 0x0044d252 4   5    .text   ascii   -kK3
6327  0x0004d269 0x0044d269 4   5    .text   ascii   (u7f
6328  0x0004d2af 0x0044d2af 4   5    .text   ascii   z+hO
6329  0x0004d2ef 0x0044d2ef 4   7    .text   utf8    O袜|| blocks=Basic Latin,CJK Unified Ideographs
6330  0x0004d2fc 0x0044d2fc 4   5    .text   ascii   ;vzD
6331  0x0004d30a 0x0044d30a 4   5    .text   ascii   rC?)
6332  0x0004d33d 0x0044d33d 5   7    .text   utf8    O[6е{ blocks=Basic Latin,Cyrillic
6333  0x0004d375 0x0044d375 5   6    .text   ascii   rk2ey
