[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1367 0x00010634 0x00413634 5   6    .bin    ascii   C]z\f%
1368 0x0001064a 0x0041364a 5   6    .bin    ascii   \a<k9E
1369 0x0001065d 0x0041365d 4   5    .bin    ascii   _hVs
1370 0x000106c4 0x004136c4 5   6    .bin    ascii   a$#d9
1371 0x000106dd 0x004136dd 4   5    .bin    ascii   <\tgB
1372 0x000106e9 0x004136e9 6   7    .bin    ascii   Z*-dx6
1373 0x00010712 0x00413712 4   5    .bin    ascii   K/j(
1374 0x0001073b 0x0041373b 4   5    .bin    ascii   j`~=
1375 0x0001075d 0x0041375d 5   9    .bin    utf8    ѽ靘4k( blocks=Cyrillic,CJK Unified Ideographs,Basic Latin
1376 0x0001076f 0x0041376f 6   8    .bin    utf8    _AgۺM[ blocks=Basic Latin,Arabic
1377 0x00010783 0x00413783 4   5    .bin    ascii   _0G4
1378 0x00010794 0x00413794 5   6    .bin    ascii   5oBR\b
1379 0x000107e9 0x004137e9 4   5    .bin    ascii   1{\fD
1380 0x00010814 0x00413814 4   6    .bin    utf8    :ݴt\n blocks=Basic Latin,Arabic Supplement
1381 0x0001082c 0x0041382c 4   5    .bin    ascii   ]qW?
1382 0x00010863 0x00413863 7   8    .bin    ascii   7CvM8iv
1383 0x000108e3 0x004138e3 8   11   .bin    utf8    t+D".\aj\f
1384 0x000108fe 0x004138fe 4   5    .bin    ascii   8Q@?
1385 0x0001092b 0x0041392b 4   5    .bin    ascii   xRaL
1386 0x00010950 0x00413950 4   5    .bin    ascii   PW8$
1387 0x00010965 0x00413965 4   5    .bin    ascii   ?l\fU
1388 0x0001096a 0x0041396a 7   8    .bin    ascii   UB;8XQQ
1389 0x000109d8 0x004139d8 4   5    .bin    ascii   \a.Ld
1390 0x00010a35 0x00413a35 4   6    .bin    utf8    Fн4w blocks=Basic Latin,Cyrillic
1391 0x00010a50 0x00413a50 4   5    .bin    ascii   m{h}
1392 0x00010a89 0x00413a89 5   7    .bin    utf8    =G˒0V blocks=Basic Latin,Spacing Modifier Letters
1393 0x00010a90 0x00413a90 4   5    .bin    ascii   G?B`
1394 0x00010aad 0x00413aad 4   6    .bin    utf8    c/^Γ blocks=Basic Latin,Greek and Coptic
1395 0x00010af6 0x00413af6 4   6    .bin    utf8    dbݱr blocks=Basic Latin,Arabic Supplement
1396 0x00010afc 0x00413afc 4   5    .bin    ascii   ]juO
1397 0x00010b02 0x00413b02 4   5    .bin    ascii   <M7D
1398 0x00010b34 0x00413b34 5   6    .bin    ascii   P)*p+
1399 0x00010b71 0x00413b71 4   5    .bin    ascii   N LW
1400 0x00010b7c 0x00413b7c 5   7    .bin    utf8    n5ry?
1401 0x00010be9 0x00413be9 5   7    .bin    utf8    Қgj:/ blocks=Cyrillic,Basic Latin
1402 0x00010bf1 0x00413bf1 5   6    .bin    ascii   }hs:P
1403 0x00010c3f 0x00413c3f 4   5    .bin    ascii   +F|0
1404 0x00010c79 0x00413c79 4   5    .bin    ascii   A\bT8
1405 0x00010c92 0x00413c92 4   5    .bin    ascii   -7%\n
1406 0x00010cb6 0x00413cb6 5   6    .bin    ascii   KH\em1
1407 0x00010cd9 0x00413cd9 6   8    .bin    utf8    4`p|ޅ9 blocks=Basic Latin,Thaana
1408 0x00010d02 0x00413d02 4   5    .bin    ascii   IT1X
1409 0x00010d2a 0x00413d2a 5   6    .bin    ascii   K@R~v
1410 0x00010d38 0x00413d38 4   5    .bin    ascii   r_PL
1411 0x00010d8f 0x00413d8f 4   5    .bin    ascii   S}'k
1412 0x00010da4 0x00413da4 5   7    .bin    utf8    =X-aӅ blocks=Basic Latin,Cyrillic
1413 0x00010db9 0x00413db9 11  12   .bin    ascii   |7J>elL)a*6
1414 0x00010e02 0x00413e02 4   5    .bin    ascii   xRi:
1415 0x00010e16 0x00413e16 4   6    .bin    utf8    ^^F7
1416 0x00010eb2 0x00413eb2 4   5    .bin    ascii   JM\r\
1417 0x00010ec2 0x00413ec2 4   5    .bin    ascii   +UbH
1418 0x00010fa1 0x00413fa1 6   7    .bin    ascii   T6tl[O
1419 0x00010fa8 0x00413fa8 5   7    .bin    utf8    @W0ʯ\t blocks=Basic Latin,IPA Extensions
1420 0x00010fbd 0x00413fbd 5   6    .bin    ascii   h4y2P
1421 0x00011021 0x00414021 5   8    .bin    utf8    I轢Sz? blocks=Basic Latin,CJK Unified Ideographs
1422 0x00011051 0x00414051 4   6    .bin    utf8    \vƗ~] blocks=Basic Latin,Latin Extended-B
1423 0x00011072 0x00414072 7   8    .bin    ascii   \v=m9_c;
1424 0x00011098 0x00414098 4   6    .bin    utf8    UΗ*m blocks=Basic Latin,Greek and Coptic
1425 0x000110bb 0x004140bb 7   9    .bin    utf8    Pq.ޢ"Gu blocks=Basic Latin,Thaana
1426 0x00011121 0x00414121 5   7    .bin    utf8    t%ğd? blocks=Basic Latin,Latin Extended-A
1427 0x00011141 0x00414141 5   6    .bin    ascii   .j8\ar
1428 0x0001114b 0x0041414b 4   5    .bin    ascii   gU8R
1429 0x00011170 0x00414170 4   5    .bin    ascii   bgL,
1430 0x00011196 0x00414196 4   6    .bin    utf8    F|%ɸ blocks=Basic Latin,IPA Extensions
1431 0x000111e5 0x004141e5 4   7    .bin    utf8    ٍ_sܵ blocks=Arabic,Basic Latin,Syriac
1432 0x000111f5 0x004141f5 4   5    .bin    ascii   hlL\v
1433 0x00011202 0x00414202 4   5    .bin    ascii   T'Wd
1434 0x00011234 0x00414234 4   5    .bin    ascii   FQsD
1435 0x00011279 0x00414279 4   5    .bin    ascii   ?\aP,
1436 0x00011286 0x00414286 4   6    .bin    utf8    9$fԀ blocks=Basic Latin,Cyrillic Supplement
1437 0x000112f2 0x004142f2 5   6    .bin    ascii   Z\ahi,
1438 0x0001131d 0x0041431d 5   6    .bin    ascii   m*>4h
1439 0x00011351 0x00414351 4   5    .bin    ascii   bNy"
1440 0x00011391 0x00414391 4   5    .bin    ascii   l\af
1441 0x000113d0 0x004143d0 7   8    .bin    ascii   ?Mpj py
1442 0x000113f9 0x004143f9 9   12   .bin    utf8     ^|`]ƢMݺ& blocks=Basic Latin,Latin Extended-B,Arabic Supplement
1443 0x00011405 0x00414405 4   5    .bin    ascii   BrRd
1444 0x0001140c 0x0041440c 4   5    .bin    ascii   \r;]R
1445 0x00011416 0x00414416 4   5    .bin    ascii   L3\rt
1446 0x00011473 0x00414473 5   7    .bin    utf8    &F,\r̞ blocks=Basic Latin,Combining Diacritical Marks
1447 0x00011494 0x00414494 5   6    .bin    ascii   Zl%#p
1448 0x000114ba 0x004144ba 4   6    .bin    utf8    eQ[ѻ blocks=Basic Latin,Cyrillic
1449 0x00011541 0x00414541 4   5    .bin    ascii   wQ$g
1450 0x00011578 0x00414578 5   6    .bin    ascii   #- ^?
1451 0x000115e3 0x004145e3 5   7    .bin    utf8    +Όm2P blocks=Basic Latin,Greek and Coptic
1452 0x00011612 0x00414612 5   7    .bin    utf8    ̆.]O\e blocks=Combining Diacritical Marks,Basic Latin
1453 0x00011649 0x00414649 4   5    .bin    ascii   Hs-f
1454 0x00011655 0x00414655 5   7    .bin    utf8    {'أ&E blocks=Basic Latin,Arabic
1455 0x00011703 0x00414703 6   8    .bin    utf8    yƲ.N*c blocks=Basic Latin,Latin Extended-B
1456 0x000117a9 0x004147a9 6   7    .bin    ascii   l0qgik
1457 0x000117be 0x004147be 5   6    .bin    ascii   _[b6(
1458 0x000117ce 0x004147ce 6   7    .bin    ascii   {3]glz
1459 0x000117e7 0x004147e7 4   5    .bin    ascii   6anl
1460 0x00011819 0x00414819 6   9    .bin    utf8    y%R,傲* blocks=Basic Latin,CJK Unified Ideographs
1461 0x00011850 0x00414850 5   10   .bin    utf8    󵘺wڂ'. blocks=Supplementary Private Use Area-A,Basic Latin,Arabic
1462 0x0001185d 0x0041485d 4   5    .bin    ascii   %Fw%
1463 0x00011868 0x00414868 4   5    .bin    ascii   0y.\f
1464 0x00011871 0x00414871 5   6    .bin    ascii   9_dwV
1465 0x0001188e 0x0041488e 7   9    .bin    utf8    5Q<GȔ,` blocks=Basic Latin,Latin Extended-B
1466 0x000119ab 0x004149ab 5   6    .bin    ascii   D^T_6
1467 0x000119f1 0x004149f1 5   7    .bin    utf8    _`4JǛ blocks=Basic Latin,Latin Extended-B
1468 0x000119fb 0x004149fb 5   6    .bin    ascii   0n=aU
1469 0x00011a15 0x00414a15 4   5    .bin    ascii   \a'sb
1470 0x00011a42 0x00414a42 5   6    .bin    ascii   c>v8s
1471 0x00011a7b 0x00414a7b 4   6    .bin    utf8    4a]{
1472 0x00011a8b 0x00414a8b 5   7    .bin    utf8    sÂAK{ blocks=Basic Latin,Latin-1 Supplement
1473 0x00011ad3 0x00414ad3 4   5    .bin    ascii   -Xz9
1474 0x00011aee 0x00414aee 4   6    .bin    utf8    QJΓ\e blocks=Basic Latin,Greek and Coptic
1475 0x00011b68 0x00414b68 4   5    .bin    ascii   G8~)
1476 0x00011b7c 0x00414b7c 4   5    .bin    ascii   \n';!
1477 0x00011bed 0x00414bed 4   5    .bin    ascii   mE&d
1478 0x00011c19 0x00414c19 4   7    .bin    utf8    YQꂗ\t blocks=Basic Latin,Yi Syllables
1479 0x00011c68 0x00414c68 5   6    .bin    ascii   WE4{k
1480 0x00011c74 0x00414c74 4   5    .bin    ascii   e\rZ\r
1481 0x00011ca0 0x00414ca0 6   7    .bin    ascii   Xxrh[E
1482 0x00011cb5 0x00414cb5 5   6    .bin    ascii   ?=r0p
1483 0x00011cbb 0x00414cbb 4   6    .bin    utf8    oe\e+
1484 0x00011cd0 0x00414cd0 4   5    .bin    ascii   %$r\b
1485 0x00011d0d 0x00414d0d 4   5    .bin    ascii   ~)3X
1486 0x00011d20 0x00414d20 5   6    .bin    ascii   *K'~Y
1487 0x00011d3e 0x00414d3e 4   5    .bin    ascii   {\tZ<
1488 0x00011d49 0x00414d49 4   5    .bin    ascii   <nxH
1489 0x00011d4e 0x00414d4e 4   5    .bin    ascii   (T>\r
1490 0x00011d69 0x00414d69 5   7    .bin    utf8    щ\r9 E blocks=Cyrillic,Basic Latin
1491 0x00011d86 0x00414d86 4   5    .bin    ascii   "1LW
1492 0x00011d94 0x00414d94 5   6    .bin    ascii   JA\tT4
1493 0x00011da5 0x00414da5 4   5    .bin    ascii   &p{1
1494 0x00011db2 0x00414db2 4   5    .bin    ascii   Q^\fX
1495 0x00011db8 0x00414db8 4   6    .bin    utf8    IPn9
1496 0x00011e6c 0x00414e6c 5   6    .bin    ascii   (fK1O
1497 0x00011ea7 0x00414ea7 5   6    .bin    ascii   mx\fy7
1498 0x00011eeb 0x00414eeb 4   6    .bin    utf8    >0\ќ blocks=Basic Latin,Cyrillic
1499 0x00011efd 0x00414efd 4   5    .bin    ascii   7iq?
1500 0x0001201c 0x0041501c 4   5    .bin    ascii   Q4.Y
1501 0x0001203f 0x0041503f 4   5    .bin    ascii   pD\f+
1502 0x00012075 0x00415075 7   8    .bin    ascii   83y+bdo
1503 0x0001207d 0x0041507d 4   5    .bin    ascii   7L6@
1504 0x000120a3 0x004150a3 4   5    .bin    ascii   *c\K
1505 0x000120ad 0x004150ad 6   7    .bin    ascii   TNd)mw
1506 0x000120c9 0x004150c9 5   6    .bin    ascii   q_>Kv
1507 0x000120d4 0x004150d4 4   5    .bin    ascii   @\n{M
1508 0x000120e4 0x004150e4 4   6    .bin    utf8    vɐ\bM blocks=Basic Latin,IPA Extensions
1509 0x000120ef 0x004150ef 5   6    .bin    ascii    ^r2m
1510 0x00012124 0x00415124 4   6    .bin    utf8    yb²7 blocks=Basic Latin,Latin-1 Supplement
1511 0x00012165 0x00415165 4   5    .bin    ascii   "\rAx
1512 0x0001219e 0x0041519e 5   6    .bin    ascii   fc\vi8
1513 0x000121c9 0x004151c9 4   5    .bin    ascii   xk\e\r
1514 0x000121db 0x004151db 4   5    .bin    ascii   lQOh
1515 0x000121fb 0x004151fb 4   6    .bin    utf8    7HIߕ blocks=Basic Latin,NKo
1516 0x0001220e 0x0041520e 5   6    .bin    ascii   gb.Ew
1517 0x0001223e 0x0041523e 6   7    .bin    ascii   furtV`
1518 0x0001224d 0x0041524d 5   6    .bin    ascii   &;GHL
1519 0x0001227e 0x0041527e 5   6    .bin    ascii   5C9G?
1520 0x000122c5 0x004152c5 4   6    .bin    utf8    n-ٿh blocks=Basic Latin,Arabic
1521 0x000122e5 0x004152e5 4   5    .bin    ascii   \n|.O
1522 0x0001233e 0x0041533e 4   5    .bin    ascii   \v\eYN
1523 0x0001236b 0x0041536b 5   6    .bin    ascii   Hiq_\e
1524 0x000123a1 0x004153a1 4   5    .bin    ascii   7%v`
1525 0x000123d0 0x004153d0 5   6    .bin    ascii   1u|YQ
1526 0x000123f2 0x004153f2 5   6    .bin    ascii   %\r4bo
1527 0x0001240f 0x0041540f 5   6    .bin    ascii   Kf9(;
1528 0x00012480 0x00415480 4   5    .bin    ascii   /]Cc
1529 0x000124b3 0x004154b3 4   5    .bin    ascii   H;9r
1530 0x000124b8 0x004154b8 5   6    .bin    ascii   \fwvC9
1531 0x00012512 0x00415512 4   6    .bin    utf8    nS֩T blocks=Basic Latin,Hebrew
1532 0x0001254a 0x0041554a 5   7    .bin    utf8    OӖxJv blocks=Basic Latin,Cyrillic
1533 0x000125f6 0x004155f6 4   5    .bin    ascii   opd9
1534 0x0001260a 0x0041560a 4   5    .bin    ascii   \rA-t
1535 0x0001263d 0x0041563d 7   8    .bin    ascii   q=|j:q2
1536 0x0001264b 0x0041564b 6   8    .bin    utf8    5ܔ9Kn6 blocks=Basic Latin,Syriac
1537 0x00012656 0x00415656 4   5    .bin    ascii   /:RH
1538 0x00012682 0x00415682 4   5    .bin    ascii   \fYFj
1539 0x000126b2 0x004156b2 5   6    .bin    ascii   +5\v]4
1540 0x0001273c 0x0041573c 4   5    .bin    ascii   ^\aP@
1541 0x00012761 0x00415761 6   7    .bin    ascii   Gu\t.Rj
1542 0x00012769 0x00415769 7   10   .bin    utf8     Odt\bp blocks=Basic Latin,Private Use Area
1543 0x00012797 0x00415797 4   5    .bin    ascii   Td=h
1544 0x000127b3 0x004157b3 6   8    .bin    utf8    ƦBH[g/ blocks=Latin Extended-B,Basic Latin
1545 0x000127cb 0x004157cb 4   5    .bin    ascii   B+\nc
1546 0x000127db 0x004157db 4   7    .bin    utf8    E莙a/ blocks=Basic Latin,CJK Unified Ideographs
1547 0x000127ee 0x004157ee 5   6    .bin    ascii   4-?|s
1548 0x00012840 0x00415840 4   5    .bin    ascii   ,wDh
1549 0x00012856 0x00415856 10  11   .bin    ascii   =}%\t+_5\f f
1550 0x00012894 0x00415894 4   5    .bin    ascii   \e(C\f
1551 0x000128c4 0x004158c4 4   5    .bin    ascii   7~6~
1552 0x000128d7 0x004158d7 4   6    .bin    utf8    UI͡! blocks=Basic Latin,Combining Diacritical Marks
1553 0x000128ef 0x004158ef 4   5    .bin    ascii   3b}\t
1554 0x00012943 0x00415943 5   7    .bin    utf8    u*^2E
1555 0x00012953 0x00415953 4   5    .bin    ascii   D'3D
1556 0x000129c0 0x004159c0 7   8    .bin    ascii   E\nm{[oN
1557 0x000129f1 0x004159f1 6   8    .bin    utf8    :/}uW֣ blocks=Basic Latin,Hebrew
1558 0x000129ff 0x004159ff 4   6    .bin    utf8    HùSK blocks=Basic Latin,Latin-1 Supplement
1559 0x00012a1e 0x00415a1e 4   6    .bin    utf8    4˒>K blocks=Basic Latin,Spacing Modifier Letters
1560 0x00012a31 0x00415a31 10  12   .bin    utf8    {\n2qogXU\tө blocks=Basic Latin,Cyrillic
1561 0x00012a81 0x00415a81 4   5    .bin    ascii   Yn!e
1562 0x00012ab8 0x00415ab8 4   6    .bin    utf8    ô\en- blocks=Latin-1 Supplement,Basic Latin
1563 0x00012b1b 0x00415b1b 6   9    .bin    utf8    %o韣gg0 blocks=Basic Latin,CJK Unified Ideographs
1564 0x00012b6c 0x00415b6c 5   7    .bin    utf8    ۓ[>\bS blocks=Arabic,Basic Latin
1565 0x00012b7e 0x00415b7e 4   7    .bin    utf8    ,5ѫp blocks=Basic Latin,Cyrillic
1566 0x00012c2d 0x00415c2d 4   5    .bin    ascii   >;Ky
1567 0x00012c91 0x00415c91 4   5    .bin    ascii   1\vT8
1568 0x00012ca7 0x00415ca7 6   8    .bin    utf8    x6>H{r
1569 0x00012d0c 0x00415d0c 4   5    .bin    ascii   `w5m
1570 0x00012da1 0x00415da1 4   5    .bin    ascii   *fHn
1571 0x00012e3f 0x00415e3f 8   10   .bin    utf8    DW)\n}֒pi blocks=Basic Latin,Hebrew
1572 0x00012e77 0x00415e77 10  12   .bin    utf8    H81Xe*;HЫ. blocks=Basic Latin,Cyrillic
1573 0x00012e95 0x00415e95 4   5    .bin    ascii   #\?5
1574 0x00012ef7 0x00415ef7 4   5    .bin    ascii   -.d^
1575 0x00012efe 0x00415efe 4   5    .bin    ascii   s]\nB
1576 0x00012f0a 0x00415f0a 4   5    .bin    ascii   ;y[&
1577 0x00012f2c 0x00415f2c 4   5    .bin    ascii   \t89[
1578 0x00012f51 0x00415f51 5   6    .bin    ascii   }1\fvQ
1579 0x00012f97 0x00415f97 4   5    .bin    ascii   /~Q~
1580 0x00012fd5 0x00415fd5 4   5    .bin    ascii   cz}K
1581 0x00012ffd 0x00415ffd 5   6    .bin    ascii   E]I3w
1582 0x00013021 0x00416021 4   5    .bin    ascii   /%Is
1583 0x00013029 0x00416029 4   5    .bin    ascii   '7'n
1584 0x00013075 0x00416075 5   6    .bin    ascii   #5(gU
1585 0x00013095 0x00416095 4   5    .bin    ascii   V9Dl
1586 0x000130ae 0x004160ae 8   12   .bin    utf8    {७k\rzښ\) blocks=Basic Latin,Devanagari,Arabic
1587 0x000130d0 0x004160d0 6   7    .bin    ascii   ,\a\n!_m
1588 0x000130db 0x004160db 5   6    .bin    ascii   Zi)y\r
1589 0x0001310e 0x0041610e 5   6    .bin    ascii   Dbb'U
1590 0x0001313a 0x0041613a 6   9    .bin    utf8    a(ﾓa\v/ blocks=Basic Latin,Halfwidth and Fullwidth Forms
1591 0x00013145 0x00416145 4   6    .bin    utf8    5ۭ'h blocks=Basic Latin,Arabic
1592 0x0001317e 0x0041617e 4   5    .bin    ascii   }\W2
1593 0x0001318a 0x0041618a 4   6    .bin    utf8    #{pؽ blocks=Basic Latin,Arabic
1594 0x00013194 0x00416194 7   8    .bin    ascii   \r[D5| W
1595 0x000131f3 0x004161f3 4   5    .bin    ascii   }OND
1596 0x00013219 0x00416219 4   5    .bin    ascii   y%\f\t
1597 0x00013244 0x00416244 4   5    .bin    ascii   D2yo
1598 0x0001326b 0x0041626b 5   8    .bin    utf8    ?\f4含i blocks=Basic Latin,CJK Unified Ideographs
1599 0x00013277 0x00416277 4   6    .bin    utf8    նvr3 blocks=Armenian,Basic Latin
1600 0x000132e6 0x004162e6 5   7    .bin    utf8    ^{Wwļ blocks=Basic Latin,Latin Extended-A
1601 0x00013302 0x00416302 4   5    .bin    ascii   >U2\t
1602 0x00013329 0x00416329 6   8    .bin    utf8    |)}Ojڙ blocks=Basic Latin,Arabic
1603 0x00013398 0x00416398 5   8    .bin    utf8    籕&Ly" blocks=CJK Unified Ideographs,Basic Latin
1604 0x000133a6 0x004163a6 4   5    .bin    ascii   FEm9
1605 0x000133e3 0x004163e3 5   7    .bin    utf8    z8bҶk blocks=Basic Latin,Cyrillic
1606 0x00013431 0x00416431 4   5    .bin    ascii   "XPn
1607 0x00013473 0x00416473 4   5    .bin    ascii   !p+I
1608 0x000134cb 0x004164cb 4   5    .bin    ascii   .)VR
1609 0x000134fc 0x004164fc 6   7    .bin    ascii   \44ByS
1610 0x00013511 0x00416511 4   5    .bin    ascii   R`Li
1611 0x00013516 0x00416516 4   7    .bin    utf8    rȜҭ_ blocks=Basic Latin,Latin Extended-B,Cyrillic
1612 0x00013539 0x00416539 7   9    .bin    utf8    ?ʿp;k;j blocks=Basic Latin,Spacing Modifier Letters
1613 0x00013546 0x00416546 4   6    .bin    utf8    dă\, blocks=Basic Latin,Latin Extended-A
1614 0x00013565 0x00416565 5   6    .bin    ascii   U4R\te
1615 0x000135a8 0x004165a8 4   5    .bin    ascii   %80{
1616 0x00013651 0x00416651 5   6    .bin    ascii   JQ_]@
1617 0x0001368f 0x0041668f 4   6    .bin    utf8    8Mrؗ blocks=Basic Latin,Arabic
1618 0x000136d8 0x004166d8 7   8    .bin    ascii   3Fq\e|Mu
1619 0x000136f1 0x004166f1 6   7    .bin    ascii   z'L7\f+
1620 0x00013716 0x00416716 7   8    .bin    ascii   X0]Na&4
1621 0x00013738 0x00416738 4   5    .bin    ascii   |43b
1622 0x0001377a 0x0041677a 4   6    .bin    utf8    'iӾq blocks=Basic Latin,Cyrillic
1623 0x00013798 0x00416798 4   5    .bin    ascii   w@}f
1624 0x000137a8 0x004167a8 4   5    .bin    ascii   /(uc
1625 0x000137b6 0x004167b6 6   7    .bin    ascii    b4J6u
1626 0x000137c1 0x004167c1 5   6    .bin    ascii   2\bs,w
1627 0x000137d7 0x004167d7 5   6    .bin    ascii   S{\vB_
1628 0x00013895 0x00416895 4   5    .bin    ascii   O\fd=
1629 0x000138df 0x004168df 4   6    .bin    utf8    n؏8" blocks=Basic Latin,Arabic
1630 0x00013927 0x00416927 4   5    .bin    ascii   =U_\b
1631 0x00013976 0x00416976 4   6    .bin    utf8    \e ܵf blocks=Basic Latin,Syriac
1632 0x000139a3 0x004169a3 7   10   .bin    utf8    h]O䆥'-R blocks=Basic Latin,CJK Unified Ideographs Extension A
1633 0x000139b8 0x004169b8 6   10   .bin    utf8    TFЊbƭk blocks=Basic Latin,Cyrillic,Latin Extended-B
1634 0x000139d5 0x004169d5 4   5    .bin    ascii   |Z\vx
1635 0x000139de 0x004169de 5   8    .bin    utf8    +Bܫ") blocks=Basic Latin,Syriac
1636 0x00013a1a 0x00416a1a 4   5    .bin    ascii   xY9,
1637 0x00013aa7 0x00416aa7 4   5    .bin    ascii   [j<K
1638 0x00013aaf 0x00416aaf 4   5    .bin    ascii   s&S=
1639 0x00013ae2 0x00416ae2 4   5    .bin    ascii   A1\vH
1640 0x00013bb2 0x00416bb2 4   5    .bin    ascii   N#jc
1641 0x00013bf4 0x00416bf4 4   5    .bin    ascii   Lm !
1642 0x00013c37 0x00416c37 7   8    .bin    ascii   iYZG6jw
1643 0x00013c48 0x00416c48 6   7    .bin    ascii   iA^i4U
1644 0x00013c63 0x00416c63 4   5    .bin    ascii   1wta
1645 0x00013c76 0x00416c76 5   7    .bin    utf8    ̿7D&S blocks=Combining Diacritical Marks,Basic Latin
1646 0x00013c80 0x00416c80 4   5    .bin    ascii   XJhd
1647 0x00013cb6 0x00416cb6 4   5    .bin    ascii   LI9u
1648 0x00013cfd 0x00416cfd 6   7    .bin    ascii   ar(\eG\b
1649 0x00013d56 0x00416d56 5   7    .bin    utf8    *j&Y>
1650 0x00013d69 0x00416d69 7   8    .bin    ascii   =}-\e%H3
1651 0x00013dc2 0x00416dc2 4   5    .bin    ascii   Q\fmU
1652 0x00013dd8 0x00416dd8 4   5    .bin    ascii   M!"a
1653 0x00013df1 0x00416df1 5   7    .bin    utf8    ͋+xt] blocks=Combining Diacritical Marks,Basic Latin
1654 0x00013e10 0x00416e10 6   7    .bin    ascii   >-+\f9+
1655 0x00013e9f 0x00416e9f 4   5    .bin    ascii   \es;{
1656 0x00013ea5 0x00416ea5 9   13   .bin    utf8    !잒Y8qԦ39% blocks=Basic Latin,Hangul Syllables,Cyrillic Supplement
1657 0x00013ec1 0x00416ec1 4   5    .bin    ascii   9pu;
1658 0x00013ecc 0x00416ecc 4   5    .bin    ascii   !E+2
1659 0x00013ed1 0x00416ed1 4   5    .bin    ascii   \n\r$_
1660 0x00013ef1 0x00416ef1 9   11   .bin    utf8    \bvdޖ\nerB` blocks=Basic Latin,Thaana
1661 0x00013f2f 0x00416f2f 5   7    .bin    utf8    7ٸ ^F blocks=Basic Latin,Arabic
1662 0x00013f47 0x00416f47 4   5    .bin    ascii   87h^
1663 0x00013f56 0x00416f56 5   6    .bin    ascii   A2\a\r9
1664 0x00013f95 0x00416f95 4   6    .bin    utf8    ɖ`^X blocks=IPA Extensions,Basic Latin
1665 0x00014006 0x00417006 4   5    .bin    ascii   VJwU
1666 0x00014011 0x00417011 5   6    .bin    ascii   -(GIN
1667 0x00014023 0x00417023 4   5    .bin    ascii   g!D/
1668 0x0001404c 0x0041704c 4   5    .bin    ascii   obXZ
1669 0x0001406c 0x0041706c 4   5    .bin    ascii   l?~K
1670 0x00014086 0x00417086 5   7    .bin    utf8    ʰUru. blocks=Spacing Modifier Letters,Basic Latin
1671 0x000140b7 0x004170b7 4   5    .bin    ascii   ekyR
1672 0x000140d0 0x004170d0 4   5    .bin    ascii   Z\th)
1673 0x000140e7 0x004170e7 4   5    .bin    ascii   ?&C,
1674 0x000140f2 0x004170f2 9   11   .bin    utf8    g/TxuԟJ-6 blocks=Basic Latin,Cyrillic Supplement
1675 0x00014176 0x00417176 4   5    .bin    ascii   |9?\r
1676 0x0001419e 0x0041719e 5   6    .bin    ascii   9N'j<
1677 0x000141a6 0x004171a6 5   7    .bin    utf8    ڪIs!Y blocks=Arabic,Basic Latin
1678 0x000141c7 0x004171c7 5   6    .bin    ascii   OjQN2
1679 0x000141ef 0x004171ef 4   7    .bin    utf8    /cǒ? blocks=Basic Latin,Latin Extended-B
1680 0x000141f7 0x004171f7 5   6    .bin    ascii   _zxjJ
1681 0x000141fd 0x004171fd 4   5    .bin    ascii   n\tT\e
1682 0x00014204 0x00417204 5   8    .bin    utf8    5땥8z; blocks=Basic Latin,Hangul Syllables
1683 0x0001424c 0x0041724c 4   6    .bin    utf8    \b!]ֻ blocks=Basic Latin,Hebrew
1684 0x00014260 0x00417260 5   7    .bin    utf8    #@ڀc\v blocks=Basic Latin,Arabic
1685 0x000142a5 0x004172a5 4   6    .bin    utf8    ]N0ۢ blocks=Basic Latin,Arabic
1686 0x000142c4 0x004172c4 4   5    .bin    ascii   [lYx
1687 0x000142d7 0x004172d7 7   9    .bin    utf8    fpaa)˂U blocks=Basic Latin,Spacing Modifier Letters
1688 0x00014310 0x00417310 6   7    .bin    ascii   S?Qr6(
1689 0x00014333 0x00417333 8   10   .bin    utf8    W#vCȤo{H blocks=Basic Latin,Latin Extended-B
1690 0x00014363 0x00417363 4   6    .bin    utf8    !ړ\t( blocks=Basic Latin,Arabic
1691 0x0001437a 0x0041737a 5   6    .bin    ascii   6mgh_
1692 0x000143d0 0x004173d0 4   5    .bin    ascii   ^w*W
1693 0x000143d5 0x004173d5 5   6    .bin    ascii   T\n\b/P
1694 0x0001442d 0x0041742d 5   6    .bin    ascii   Brq\aD
1695 0x00014437 0x00417437 4   5    .bin    ascii   S\bQ5
1696 0x0001445d 0x0041745d 5   6    .bin    ascii   lV |!
1697 0x0001446a 0x0041746a 5   7    .bin    utf8    h+!V<
1698 0x0001449b 0x0041749b 4   5    .bin    ascii   ;NRM
1699 0x000144a2 0x004174a2 4   5    .bin    ascii   -8\v\e
1700 0x000144dd 0x004174dd 4   5    .bin    ascii   r~0=
1701 0x0001452d 0x0041752d 6   8    .bin    utf8    ύ\exR^Q blocks=Greek and Coptic,Basic Latin
1702 0x0001454a 0x0041754a 4   5    .bin    ascii   Gnz\t
1703 0x00014556 0x00417556 5   6    .bin    ascii   x8SG=
1704 0x00014569 0x00417569 5   6    .bin    ascii   JQM+\r
1705 0x00014572 0x00417572 5   6    .bin    ascii   \en>&q
1706 0x0001459e 0x0041759e 8   9    .bin    ascii   dM@%#A9\b
1707 0x000145b5 0x004175b5 6   7    .bin    ascii   #ED?XT
