[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1013 0x0000c526 0x0040f526 4   5    .bin    ascii   OPUI
1014 0x0000c569 0x0040f569 4   5    .bin    ascii   u\f9r
1015 0x0000c572 0x0040f572 4   6    .bin    utf8    JΌ]i blocks=Basic Latin,Greek and Coptic
1016 0x0000c57c 0x0040f57c 4   5    .bin    ascii   R*iS
1017 0x0000c5c8 0x0040f5c8 5   7    .bin    utf8    qYެ"$ blocks=Basic Latin,Thaana
1018 0x0000c5d9 0x0040f5d9 4   5    .bin    ascii   14\vU
1019 0x0000c5ee 0x0040f5ee 5   8    .bin    utf8    +;#fH
1020 0x0000c608 0x0040f608 4   6    .bin    utf8    ڔ'h} blocks=Arabic,Basic Latin
1021 0x0000c62c 0x0040f62c 5   7    .bin    utf8    `lE×^ blocks=Basic Latin,Latin-1 Supplement
1022 0x0000c633 0x0040f633 7   8    .bin    ascii   'IT=k}k
1023 0x0000c63b 0x0040f63b 4   6    .bin    utf8    ~5E2
1024 0x0000c646 0x0040f646 7   8    .bin    ascii   i#d-==4
1025 0x0000c681 0x0040f681 5   8    .bin    utf8    B>FꡧL blocks=Basic Latin,Phags-pa
1026 0x0000c697 0x0040f697 5   6    .bin    ascii   *GKdc
1027 0x0000c713 0x0040f713 4   6    .bin    utf8    Đ6)W blocks=Latin Extended-A,Basic Latin
1028 0x0000c75a 0x0040f75a 5   6    .bin    ascii   '}fa`
1029 0x0000c787 0x0040f787 4   5    .bin    ascii   ##\vd
1030 0x0000c7cb 0x0040f7cb 5   6    .bin    ascii   \nY~XN
1031 0x0000c7e3 0x0040f7e3 8   9    .bin    ascii   i\b$R$n\r`
1032 0x0000c80f 0x0040f80f 6   8    .bin    utf8    E\r֏o{Z blocks=Basic Latin,Armenian
1033 0x0000c820 0x0040f820 6   7    .bin    ascii   N?j&yj
1034 0x0000c837 0x0040f837 5   6    .bin    ascii   ~nHM^
1035 0x0000c878 0x0040f878 4   5    .bin    ascii   ?|Pb
1036 0x0000c89d 0x0040f89d 4   6    .bin    utf8    hЅy+ blocks=Basic Latin,Cyrillic
1037 0x0000c8a5 0x0040f8a5 4   5    .bin    ascii   x AQ
1038 0x0000c8cc 0x0040f8cc 4   6    .bin    utf8    ё-PZ blocks=Cyrillic,Basic Latin
1039 0x0000c91b 0x0040f91b 4   6    .bin    utf8    H`Z֙ blocks=Basic Latin,Hebrew
1040 0x0000c93c 0x0040f93c 7   8    .bin    ascii   q,-rB?0
1041 0x0000ca3e 0x0040fa3e 5   6    .bin    ascii   &U +<
1042 0x0000ca7a 0x0040fa7a 4   5    .bin    ascii   zP`O
1043 0x0000cad1 0x0040fad1 4   5    .bin    ascii   -z?w
1044 0x0000caf5 0x0040faf5 5   6    .bin    ascii   ?9yO\a
1045 0x0000cb11 0x0040fb11 5   6    .bin    ascii   8G{Vz
1046 0x0000cb3d 0x0040fb3d 4   5    .bin    ascii   gq\r&
1047 0x0000cb62 0x0040fb62 5   6    .bin    ascii   :Shzo
1048 0x0000cb74 0x0040fb74 4   6    .bin    utf8    Ԟd@k blocks=Cyrillic Supplement,Basic Latin
1049 0x0000cb98 0x0040fb98 5   7    .bin    utf8    $׃vX\r blocks=Basic Latin,Hebrew
1050 0x0000cbe1 0x0040fbe1 4   5    .bin    ascii   :B31
1051 0x0000ccc8 0x0040fcc8 4   5    .bin    ascii   a|0B
1052 0x0000cd1d 0x0040fd1d 4   5    .bin    ascii   f4@D
1053 0x0000cd36 0x0040fd36 7   10   .bin    utf8    .U4\e*ץy blocks=Basic Latin,Hebrew
1054 0x0000cdae 0x0040fdae 6   9    .bin    utf8    +I@Jl̘ blocks=Basic Latin,Combining Diacritical Marks
1055 0x0000cddd 0x0040fddd 5   6    .bin    ascii   68F~C
1056 0x0000ce10 0x0040fe10 6   9    .bin    utf8    Ӡ.<y?ˠ blocks=Cyrillic,Basic Latin,Spacing Modifier Letters
1057 0x0000ce60 0x0040fe60 4   5    .bin    ascii   3)hv
1058 0x0000ce8e 0x0040fe8e 4   5    .bin    ascii   IG]R
1059 0x0000ce93 0x0040fe93 4   5    .bin    ascii   r\vss
1060 0x0000ce9c 0x0040fe9c 4   5    .bin    ascii   09\aM
1061 0x0000cec2 0x0040fec2 4   5    .bin    ascii   ]($%
1062 0x0000cece 0x0040fece 5   6    .bin    ascii   H.qXh
1063 0x0000ced5 0x0040fed5 4   5    .bin    ascii   @l|=
1064 0x0000cf10 0x0040ff10 4   5    .bin    ascii   Gu\vb
1065 0x0000cf29 0x0040ff29 4   5    .bin    ascii   'l{\b
1066 0x0000cf2e 0x0040ff2e 6   8    .bin    utf8    ѱG>T~_ blocks=Cyrillic,Basic Latin
1067 0x0000cf56 0x0040ff56 4   6    .bin    utf8    }\fjс blocks=Basic Latin,Cyrillic
1068 0x0000cf82 0x0040ff82 4   5    .bin    ascii   3kXB
1069 0x0000cfc9 0x0040ffc9 4   6    .bin    utf8    \b9eǽ blocks=Basic Latin,Latin Extended-B
1070 0x0000cffe 0x0040fffe 4   5    .bin    ascii   L]R\e
1071 0x0000d008 0x00410008 4   5    .bin    ascii   nH.}
1072 0x0000d016 0x00410016 5   6    .bin    ascii   7UB\b7
1073 0x0000d037 0x00410037 4   5    .bin    ascii   {Yuc
1074 0x0000d044 0x00410044 6   7    .bin    ascii   {lg_>z
1075 0x0000d08d 0x0041008d 6   7    .bin    ascii   X<;:hJ
1076 0x0000d0d2 0x004100d2 4   5    .bin    ascii   cS+~
1077 0x0000d0f7 0x004100f7 4   5    .bin    ascii   8h{E
1078 0x0000d122 0x00410122 4   5    .bin    ascii   /qou
1079 0x0000d153 0x00410153 4   6    .bin    utf8    ڷ!-t blocks=Arabic,Basic Latin
1080 0x0000d166 0x00410166 4   5    .bin    ascii   erz/
1081 0x0000d16b 0x0041016b 5   6    .bin    ascii   ~9[f$
1082 0x0000d192 0x00410192 4   7    .bin    utf8    옺/n@ blocks=Hangul Syllables,Basic Latin
1083 0x0000d1bd 0x004101bd 5   6    .bin    ascii   :\;5:
1084 0x0000d1e6 0x004101e6 4   6    .bin    utf8    xϨQp blocks=Basic Latin,Greek and Coptic
1085 0x0000d23a 0x0041023a 4   5    .bin    ascii   Xoj|
1086 0x0000d250 0x00410250 4   6    .bin    utf8    é){[ blocks=Latin-1 Supplement,Basic Latin
1087 0x0000d29a 0x0041029a 5   7    .bin    utf8    5λ.F\r blocks=Basic Latin,Greek and Coptic
1088 0x0000d2c6 0x004102c6 4   5    .bin    ascii   aaFo
1089 0x0000d2e5 0x004102e5 4   5    .bin    ascii   CR._
1090 0x0000d319 0x00410319 5   6    .bin    ascii   E=Hv5
1091 0x0000d32a 0x0041032a 4   5    .bin    ascii   rTx@
1092 0x0000d330 0x00410330 4   5    .bin    ascii   1g~n
1093 0x0000d336 0x00410336 5   6    .bin    ascii   QL==o
1094 0x0000d353 0x00410353 4   5    .bin    ascii   {;(\a
1095 0x0000d393 0x00410393 4   5    .bin    ascii   _"6t
1096 0x0000d3eb 0x004103eb 4   5    .bin    ascii   8j!+
1097 0x0000d3f3 0x004103f3 5   6    .bin    ascii   US@I%
1098 0x0000d430 0x00410430 6   7    .bin    ascii   LI\dPV
1099 0x0000d447 0x00410447 4   5    .bin    ascii   'Z/.
1100 0x0000d464 0x00410464 10  13   .bin    utf8    莟TAn:S,lbQ blocks=CJK Unified Ideographs,Basic Latin
1101 0x0000d490 0x00410490 4   5    .bin    ascii   NG~D
1102 0x0000d49c 0x0041049c 4   5    .bin    ascii   \v?n\r
1103 0x0000d50a 0x0041050a 5   6    .bin    ascii   VHI3w
1104 0x0000d513 0x00410513 4   6    .bin    utf8    y#v(
1105 0x0000d560 0x00410560 5   7    .bin    utf8    Մ"~f. blocks=Armenian,Basic Latin
1106 0x0000d5d4 0x004105d4 4   7    .bin    utf8    ҤŹY\ blocks=Cyrillic,Latin Extended-A,Basic Latin
1107 0x0000d5dc 0x004105dc 5   6    .bin    ascii   Thy\aT
1108 0x0000d5f7 0x004105f7 4   7    .bin    utf8    ,\tx趽 blocks=Basic Latin,CJK Unified Ideographs
1109 0x0000d628 0x00410628 5   6    .bin    ascii   wvMjp
1110 0x0000d62e 0x0041062e 4   5    .bin    ascii    D\e}
1111 0x0000d667 0x00410667 4   5    .bin    ascii   |l\e*
1112 0x0000d671 0x00410671 4   5    .bin    ascii   \bX\b4
1113 0x0000d67f 0x0041067f 7   8    .bin    ascii   ~l31wlZ
1114 0x0000d691 0x00410691 4   6    .bin    utf8    Ш)Eb blocks=Cyrillic,Basic Latin
1115 0x0000d6bd 0x004106bd 4   6    .bin    utf8    lnĲ~ blocks=Basic Latin,Latin Extended-A
1116 0x0000d71a 0x0041071a 4   5    .bin    ascii   0#,(
1117 0x0000d72d 0x0041072d 4   5    .bin    ascii   kf\bJ
1118 0x0000d738 0x00410738 4   5    .bin    ascii   \cj|
1119 0x0000d743 0x00410743 4   5    .bin    ascii    ]CQ
1120 0x0000d752 0x00410752 4   5    .bin    ascii   }>Oj
1121 0x0000d7c1 0x004107c1 10  11   .bin    ascii   dF#\n^dZ`-o
1122 0x0000d828 0x00410828 5   6    .bin    ascii   \f@TeE
1123 0x0000d831 0x00410831 4   7    .bin    utf8    ܄ܖ$o blocks=Syriac,Basic Latin
1124 0x0000d847 0x00410847 4   5    .bin    ascii   HZTT
1125 0x0000d8a3 0x004108a3 5   6    .bin    ascii   XCmgh
1126 0x0000d8c5 0x004108c5 5   6    .bin    ascii   Df>Xe
1127 0x0000d902 0x00410902 5   6    .bin    ascii   (k$\az
1128 0x0000d910 0x00410910 4   6    .bin    utf8    W«pM blocks=Basic Latin,Latin-1 Supplement
1129 0x0000d923 0x00410923 5   6    .bin    ascii   `U"cm
1130 0x0000d93d 0x0041093d 4   5    .bin    ascii   '6Iz
1131 0x0000d950 0x00410950 6   7    .bin    ascii   704|R`
1132 0x0000d9fc 0x004109fc 6   7    .bin    ascii   \4'|Tk
1133 0x0000da10 0x00410a10 5   7    .bin    utf8    cwӓf< blocks=Basic Latin,Cyrillic
1134 0x0000da32 0x00410a32 4   5    .bin    ascii   eXd4
1135 0x0000da6b 0x00410a6b 5   6    .bin    ascii   \a\aoo"
1136 0x0000dabd 0x00410abd 5   6    .bin    ascii   |$Csw
1137 0x0000dac3 0x00410ac3 6   9    .bin    utf8    ՞W+F[Ń blocks=Armenian,Basic Latin,Latin Extended-A
1138 0x0000db09 0x00410b09 4   5    .bin    ascii   V@BJ
1139 0x0000db3a 0x00410b3a 5   6    .bin    ascii   b'6F\b
1140 0x0000db47 0x00410b47 4   5    .bin    ascii   XZ\ni
1141 0x0000db6c 0x00410b6c 8   9    .bin    ascii    ]i~ b*Y
1142 0x0000db79 0x00410b79 5   6    .bin    ascii   j2Pd*
1143 0x0000dbb3 0x00410bb3 5   7    .bin    utf8    שNE__ blocks=Hebrew,Basic Latin
1144 0x0000dbe4 0x00410be4 5   6    .bin    ascii   `m}-B
1145 0x0000dc06 0x00410c06 4   5    .bin    ascii   @M\e_
1146 0x0000dc18 0x00410c18 4   5    .bin    ascii   ^4Tj
1147 0x0000dc1f 0x00410c1f 4   5    .bin    ascii   \bypm
1148 0x0000dc35 0x00410c35 8   10   .bin    utf8    Xlf_!A4k
1149 0x0000dc59 0x00410c59 4   5    .bin    ascii   l0]l
1150 0x0000dc96 0x00410c96 5   8    .bin    utf8    Ηgѿ%| blocks=Greek and Coptic,Basic Latin,Cyrillic
1151 0x0000dca1 0x00410ca1 4   6    .bin    utf8    oUϰ& blocks=Basic Latin,Greek and Coptic
1152 0x0000dcc9 0x00410cc9 4   5    .bin    ascii   \t;q!
1153 0x0000dcd9 0x00410cd9 4   5    .bin    ascii   $2G,
1154 0x0000dd73 0x00410d73 4   6    .bin    utf8    iނ*q blocks=Basic Latin,Thaana
1155 0x0000ddbb 0x00410dbb 4   5    .bin    ascii   +{d?
1156 0x0000dddf 0x00410ddf 4   5    .bin    ascii   [V!T
1157 0x0000de0e 0x00410e0e 4   5    .bin    ascii   RFvD
1158 0x0000de19 0x00410e19 4   5    .bin    ascii   1):R
1159 0x0000dea9 0x00410ea9 4   6    .bin    utf8    @c/.
1160 0x0000dece 0x00410ece 5   7    .bin    utf8    anѾ,L blocks=Basic Latin,Cyrillic
1161 0x0000dede 0x00410ede 4   5    .bin    ascii   `t(X
1162 0x0000df06 0x00410f06 5   6    .bin    ascii   P~p$^
1163 0x0000df0c 0x00410f0c 4   5    .bin    ascii   C99a
1164 0x0000df3b 0x00410f3b 4   5    .bin    ascii   qslt
1165 0x0000df67 0x00410f67 4   5    .bin    ascii   dmB,
1166 0x0000df88 0x00410f88 5   6    .bin    ascii   5A@3\b
1167 0x0000dfe0 0x00410fe0 5   8    .bin    utf8    ]1媶t> blocks=Basic Latin,CJK Unified Ideographs
1168 0x0000e008 0x00411008 4   5    .bin    ascii   nfeC
1169 0x0000e00e 0x0041100e 4   5    .bin    ascii   \an0/
1170 0x0000e02e 0x0041102e 6   8    .bin    utf8    aƲu2Ob blocks=Basic Latin,Latin Extended-B
1171 0x0000e091 0x00411091 4   5    .bin    ascii   uF\v
1172 0x0000e0a1 0x004110a1 4   5    .bin    ascii   ,LO]
1173 0x0000e0c9 0x004110c9 4   5    .bin    ascii   'tfi
1174 0x0000e0e7 0x004110e7 4   6    .bin    utf8    ~ЮNk blocks=Basic Latin,Cyrillic
1175 0x0000e0ff 0x004110ff 4   5    .bin    ascii   `6r~
1176 0x0000e111 0x00411111 7   8    .bin    ascii   C]A\a9nj
1177 0x0000e1f6 0x004111f6 14  16   .bin    utf8    ՊJ\r-Ov*3CWGf$` blocks=Armenian,Basic Latin
1178 0x0000e222 0x00411222 7   8    .bin    ascii   +]]f+uA
1179 0x0000e22e 0x0041122e 8   9    .bin    ascii   \f*bV.\nAN
1180 0x0000e272 0x00411272 4   7    .bin    utf8    \t쿄e\a blocks=Basic Latin,Hangul Syllables
1181 0x0000e300 0x00411300 5   6    .bin    ascii   NB;\n#
1182 0x0000e30f 0x0041130f 6   8    .bin    utf8    Dh\nsSو blocks=Basic Latin,Arabic
1183 0x0000e325 0x00411325 4   6    .bin    utf8    wÕjv blocks=Basic Latin,Latin-1 Supplement
1184 0x0000e340 0x00411340 11  13   .bin    utf8    AmiIr'%iьI/ blocks=Basic Latin,Cyrillic
1185 0x0000e34d 0x0041134d 6   7    .bin    ascii   o}L[5G
1186 0x0000e381 0x00411381 5   6    .bin    ascii   epSVP
1187 0x0000e38b 0x0041138b 6   8    .bin    utf8    <oW[Ԉ7 blocks=Basic Latin,Cyrillic Supplement
1188 0x0000e504 0x00411504 4   5    .bin    ascii   >/%\b
1189 0x0000e50d 0x0041150d 5   6    .bin    ascii   <\bZT~
1190 0x0000e535 0x00411535 4   5    .bin    ascii   Z}C4
1191 0x0000e587 0x00411587 5   6    .bin    ascii   KB0"D
1192 0x0000e596 0x00411596 6   7    .bin    ascii   I&<A6k
1193 0x0000e5a1 0x004115a1 4   5    .bin    ascii   ae6h
1194 0x0000e5b2 0x004115b2 4   5    .bin    ascii   (IR^
1195 0x0000e63b 0x0041163b 4   5    .bin    ascii   Ku O
1196 0x0000e6a0 0x004116a0 5   6    .bin    ascii   m2e'5
1197 0x0000e6ce 0x004116ce 6   7    .bin    ascii   \t!1\b8q
1198 0x0000e6d9 0x004116d9 4   5    .bin    ascii   \rB<Q
1199 0x0000e73f 0x0041173f 7   8    .bin    ascii   y]tm3j4
1200 0x0000e785 0x00411785 7   9    .bin    utf8    Ô SP_yp blocks=Latin-1 Supplement,Basic Latin
1201 0x0000e7c1 0x004117c1 5   6    .bin    ascii   !,Ag:
1202 0x0000e7e6 0x004117e6 6   8    .bin    utf8    'V6"cѳ blocks=Basic Latin,Cyrillic
1203 0x0000e80b 0x0041180b 6   8    .bin    utf8    q)\n:Jخ blocks=Basic Latin,Arabic
1204 0x0000e864 0x00411864 7   8    .bin    ascii   -Pz5\e*A
1205 0x0000e878 0x00411878 4   5    .bin    ascii   BcTE
1206 0x0000e8a1 0x004118a1 4   5    .bin    ascii   Pd\vk
1207 0x0000e8aa 0x004118aa 4   6    .bin    utf8    f`k֬ blocks=Basic Latin,Hebrew
1208 0x0000e90a 0x0041190a 4   5    .bin    ascii   >vm]
1209 0x0000e910 0x00411910 4   5    .bin    ascii    &S6
1210 0x0000e920 0x00411920 4   5    .bin    ascii   \e?;\b
1211 0x0000e983 0x00411983 4   5    .bin    ascii   K@fl
1212 0x0000e9ab 0x004119ab 4   5    .bin    ascii   AA\r}
1213 0x0000e9bb 0x004119bb 5   7    .bin    utf8    ҒOral blocks=Cyrillic,Basic Latin
1214 0x0000e9df 0x004119df 4   7    .bin    utf8    맰G}( blocks=Hangul Syllables,Basic Latin
1215 0x0000ea91 0x00411a91 5   6    .bin    ascii   y:\n%v
1216 0x0000eab6 0x00411ab6 5   6    .bin    ascii   p!@Dk
1217 0x0000eb35 0x00411b35 4   5    .bin    ascii   og}k
1218 0x0000eb4a 0x00411b4a 4   5    .bin    ascii   l`WX
1219 0x0000eb86 0x00411b86 5   7    .bin    utf8    2Z-ǳd blocks=Basic Latin,Latin Extended-B
1220 0x0000ebae 0x00411bae 4   5    .bin    ascii   21|\v
1221 0x0000ebe2 0x00411be2 5   6    .bin    ascii   +V:-R
1222 0x0000ec01 0x00411c01 5   7    .bin    utf8    (B۩LC blocks=Basic Latin,Arabic
1223 0x0000ec0c 0x00411c0c 4   5    .bin    ascii   (\rr6
1224 0x0000ece0 0x00411ce0 4   5    .bin    ascii   *bCR
1225 0x0000ecff 0x00411cff 6   7    .bin    ascii   !46n+%
1226 0x0000ed30 0x00411d30 4   5    .bin    ascii   Kk2J
1227 0x0000ed3f 0x00411d3f 4   5    .bin    ascii   \bf\vv
1228 0x0000ed53 0x00411d53 6   7    .bin    ascii   LZ:0CX
1229 0x0000ed68 0x00411d68 4   6    .bin    utf8    Ɔ0>_ blocks=Latin Extended-B,Basic Latin
1230 0x0000ed7c 0x00411d7c 7   9    .bin    utf8    QgߗX5N% blocks=Basic Latin,NKo
1231 0x0000edaa 0x00411daa 8   10   .bin    utf8    T@-ߪ:V-} blocks=Basic Latin,NKo
1232 0x0000ede2 0x00411de2 5   7    .bin    utf8    ֿe$\A blocks=Hebrew,Basic Latin
1233 0x0000ee42 0x00411e42 8   10   .bin    utf8    \n`\nɒMhrw blocks=Basic Latin,IPA Extensions
1234 0x0000ee71 0x00411e71 8   11   .bin    utf8    56~ÞK\fI̭ blocks=Basic Latin,Latin-1 Supplement,Combining Diacritical Marks
1235 0x0000eea3 0x00411ea3 6   7    .bin    ascii    N2hw!
1236 0x0000ef2b 0x00411f2b 5   6    .bin    ascii   v;1\nf
1237 0x0000ef8a 0x00411f8a 4   5    .bin    ascii   O6Qu
1238 0x0000efa7 0x00411fa7 4   5    .bin    ascii   f,`&
1239 0x0000efcd 0x00411fcd 4   5    .bin    ascii   \bo%7
1240 0x0000efe0 0x00411fe0 5   6    .bin    ascii   Xmtr\v
1241 0x0000efe6 0x00411fe6 4   5    .bin    ascii   P\;\r
1242 0x0000f033 0x00412033 4   5    .bin    ascii   +JNg
1243 0x0000f044 0x00412044 5   7    .bin    utf8    \a49xx
1244 0x0000f098 0x00412098 4   5    .bin    ascii   \f'\f`
1245 0x0000f09d 0x0041209d 4   6    .bin    utf8    Rх;j blocks=Basic Latin,Cyrillic
1246 0x0000f0c9 0x004120c9 4   5    .bin    ascii   Jd<\b
1247 0x0000f0fe 0x004120fe 4   5    .bin    ascii   v_Yq
1248 0x0000f16e 0x0041216e 4   5    .bin    ascii   yvCc
1249 0x0000f197 0x00412197 6   7    .bin    ascii   MeoA<^
1250 0x0000f1c9 0x004121c9 7   8    .bin    ascii   \*\3vpn
1251 0x0000f1dd 0x004121dd 4   5    .bin    ascii   w#{N
1252 0x0000f1f9 0x004121f9 4   5    .bin    ascii   #lI}
1253 0x0000f278 0x00412278 6   8    .bin    utf8    $uvǾ$- blocks=Basic Latin,Latin Extended-B
1254 0x0000f2b8 0x004122b8 4   5    .bin    ascii   Us@c
1255 0x0000f2e9 0x004122e9 5   9    .bin    utf8    zD\r\v\e
1256 0x0000f2fb 0x004122fb 4   5    .bin    ascii   (Jnt
1257 0x0000f31e 0x0041231e 4   6    .bin    utf8    w\ṅl blocks=Basic Latin,Combining Diacritical Marks
1258 0x0000f346 0x00412346 5   6    .bin    ascii   _!Wx1
1259 0x0000f3a5 0x004123a5 7   11   .bin    utf8    uEֶɋŉ5J blocks=Basic Latin,Hebrew,Latin Extended-B,Latin Extended-A
1260 0x0000f3b6 0x004123b6 7   9    .bin    utf8    s?ڍ*=\f) blocks=Basic Latin,Arabic
1261 0x0000f3c3 0x004123c3 4   5    .bin    ascii   >O6_
1262 0x0000f3df 0x004123df 5   8    .bin    utf8    Ǿ;݈6z blocks=Latin Extended-B,Basic Latin,Syriac
1263 0x0000f3ee 0x004123ee 5   7    .bin    utf8    VɊu9M blocks=Basic Latin,Latin Extended-B
1264 0x0000f44a 0x0041244a 5   6    .bin    ascii    ?wE$
1265 0x0000f45e 0x0041245e 4   8    .bin    utf8     f킺Ƈ blocks=Basic Latin,Hangul Syllables,Latin Extended-B
1266 0x0000f472 0x00412472 4   7    .bin    utf8    ꦻ6T- blocks=Javanese,Basic Latin
1267 0x0000f4a8 0x004124a8 6   7    .bin    ascii   lbpD\aA
1268 0x0000f4ea 0x004124ea 4   5    .bin    ascii   9^]P
1269 0x0000f50b 0x0041250b 4   5    .bin    ascii   X9Ti
1270 0x0000f532 0x00412532 4   7    .bin    utf8    賤\nTh blocks=CJK Unified Ideographs,Basic Latin
1271 0x0000f541 0x00412541 4   5    .bin    ascii   a!|;
1272 0x0000f54f 0x0041254f 5   6    .bin    ascii   v5g\nH
1273 0x0000f5a2 0x004125a2 5   6    .bin    ascii   9tk\a1
1274 0x0000f5f1 0x004125f1 4   5    .bin    ascii   wK/k
1275 0x0000f61f 0x0041261f 4   6    .bin    utf8    ~o*Ə blocks=Basic Latin,Latin Extended-B
1276 0x0000f665 0x00412665 6   8    .bin    utf8    ׀i="s" blocks=Hebrew,Basic Latin
1277 0x0000f69e 0x0041269e 4   5    .bin    ascii   <"o%
1278 0x0000f6a3 0x004126a3 5   7    .bin    utf8    lJ|Yޚ blocks=Basic Latin,Thaana
1279 0x0000f6be 0x004126be 4   8    .bin    utf8    j6Ҳ blocks=Basic Latin,Cyrillic,Private Use Area
1280 0x0000f6da 0x004126da 4   5    .bin    ascii   R$k&
1281 0x0000f71b 0x0041271b 4   5    .bin    ascii   W\fsM
1282 0x0000f751 0x00412751 4   5    .bin    ascii   &4*_
1283 0x0000f7ab 0x004127ab 4   5    .bin    ascii   (\eJ;
1284 0x0000f7b2 0x004127b2 5   6    .bin    ascii   U(^Dy
1285 0x0000f7d0 0x004127d0 5   7    .bin    utf8    ғ855% blocks=Cyrillic,Basic Latin
1286 0x0000f7f6 0x004127f6 4   5    .bin    ascii   f[ey
1287 0x0000f7fc 0x004127fc 11  12   .bin    ascii   t\aU3W<#\bbGB
1288 0x0000f84c 0x0041284c 4   5    .bin    ascii   oAM(
1289 0x0000f86b 0x0041286b 7   9    .bin    utf8    !<:JE|;
1290 0x0000f8a6 0x004128a6 4   5    .bin    ascii   c/3}
1291 0x0000f8c0 0x004128c0 4   5    .bin    ascii   D")n
1292 0x0000f8fb 0x004128fb 4   5    .bin    ascii   X0'M
1293 0x0000f905 0x00412905 4   5    .bin    ascii   `n1P
1294 0x0000f922 0x00412922 4   6    .bin    utf8    ,Ǖ,& blocks=Basic Latin,Latin Extended-B
1295 0x0000f94e 0x0041294e 4   6    .bin    utf8    woފ$ blocks=Basic Latin,Thaana
1296 0x0000f9a2 0x004129a2 4   5    .bin    ascii   9G)t
1297 0x0000f9c1 0x004129c1 5   6    .bin    ascii   ly}T\e
1298 0x0000fa07 0x00412a07 5   8    .bin    utf8    _Y4իΤ blocks=Basic Latin,Armenian,Greek and Coptic
1299 0x0000fa25 0x00412a25 4   6    .bin    utf8    mH\bƧ blocks=Basic Latin,Latin Extended-B
1300 0x0000fa55 0x00412a55 5   8    .bin    utf8    Tⓕ^Q1 blocks=Basic Latin,Enclosed Alphanumerics
1301 0x0000fafa 0x00412afa 8   9    .bin    ascii   }Sgl\rOMu
1302 0x0000fb4f 0x00412b4f 4   8    .bin    utf8    뾶k­W blocks=Hangul Syllables,Basic Latin,Latin-1 Supplement
1303 0x0000fbd3 0x00412bd3 4   5    .bin    ascii   )gG\
1304 0x0000fbff 0x00412bff 4   7    .bin    utf8    9췪h! blocks=Basic Latin,Hangul Syllables
1305 0x0000fc1c 0x00412c1c 4   5    .bin    ascii   K8\eD
1306 0x0000fc21 0x00412c21 4   5    .bin    ascii   lIj5
1307 0x0000fc2a 0x00412c2a 4   5    .bin    ascii   +D=\t
1308 0x0000fc33 0x00412c33 5   6    .bin    ascii   ?lBl/
1309 0x0000fc88 0x00412c88 5   6    .bin    ascii   #F,~_
1310 0x0000fc96 0x00412c96 5   6    .bin    ascii    MXTv
1311 0x0000fcbe 0x00412cbe 7   8    .bin    ascii   Jk(;,\rC
1312 0x0000fcd5 0x00412cd5 5   9    .bin    utf8    ¥2ܢ}̘ blocks=Latin-1 Supplement,Basic Latin,Syriac,Combining Diacritical Marks
1313 0x0000fce1 0x00412ce1 5   6    .bin    ascii   I9G^{
1314 0x0000fce8 0x00412ce8 5   6    .bin    ascii   ~d?*|
1315 0x0000fcee 0x00412cee 4   5    .bin    ascii   O 3l
1316 0x0000fd02 0x00412d02 4   6    .bin    utf8    Vatƀ blocks=Basic Latin,Latin Extended-B
1317 0x0000fd4a 0x00412d4a 4   5    .bin    ascii   )(1 
1318 0x0000fd86 0x00412d86 13  15   .bin    utf8    \tP5y'.<ƽ?;G \ blocks=Basic Latin,Latin Extended-B
1319 0x0000fdb6 0x00412db6 4   5    .bin    ascii   -SLx
1320 0x0000fdbd 0x00412dbd 6   7    .bin    ascii   \v$dn',
1321 0x0000fdce 0x00412dce 4   5    .bin    ascii   r\r\r7
1322 0x0000fe22 0x00412e22 4   6    .bin    utf8    Ğ>1P blocks=Latin Extended-A,Basic Latin
1323 0x0000fe34 0x00412e34 5   6    .bin    ascii   ?9xMM
1324 0x0000fe3b 0x00412e3b 4   5    .bin    ascii   /\fkj
1325 0x0000fe79 0x00412e79 6   8    .bin    utf8    ߍ\e"(yW blocks=NKo,Basic Latin
1326 0x0000fe85 0x00412e85 4   6    .bin    utf8    "Ʒ7f blocks=Basic Latin,Latin Extended-B
1327 0x0000fede 0x00412ede 5   7    .bin    utf8    n2\eHe
1328 0x0000fef7 0x00412ef7 6   7    .bin    ascii   m9*prm
1329 0x0000ff10 0x00412f10 4   5    .bin    ascii   f\e1T
1330 0x0000ff19 0x00412f19 4   5    .bin    ascii   <24b
1331 0x0000ff2f 0x00412f2f 4   5    .bin    ascii   Y2-m
1332 0x0000ff7a 0x00412f7a 4   5    .bin    ascii   R_qZ
1333 0x0000ffb1 0x00412fb1 5   6    .bin    ascii   dMe@'
1334 0x0000ffb9 0x00412fb9 6   7    .bin    ascii   "?wJ18
1335 0x00010094 0x00413094 6   7    .bin    ascii   \eaPxW#
1336 0x000100ae 0x004130ae 4   5    .bin    ascii   UBLa
1337 0x000100f0 0x004130f0 6   7    .bin    ascii   6LP2dn
1338 0x000100f7 0x004130f7 4   7    .bin    utf8    ł~\nߒ blocks=Latin Extended-A,Basic Latin,NKo
1339 0x0001013c 0x0041313c 5   6    .bin    ascii   `\tAGp
