[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
626  0x0000c03c 0x0040e43c 42  43   .rdata  ascii   C:\WINDOWS\system32\vboxoglfeedbackspu.dll
627  0x0000c068 0x0040e468 38  39   .rdata  ascii   C:\WINDOWS\system32\vboxoglpackspu.dll
628  0x0000c090 0x0040e490 45  46   .rdata  ascii   C:\WINDOWS\system32\vboxoglpassthroughspu.dll
629  0x0000c0c0 0x0040e4c0 35  36   .rdata  ascii   C:\WINDOWS\system32\vboxservice.exe
630  0x0000c0e4 0x0040e4e4 32  33   .rdata  ascii   C:\WINDOWS\system32\vboxtray.exe
631  0x0000c108 0x0040e508 35  36   .rdata  ascii   C:\WINDOWS\system32\VBoxControl.exe
632  0x0000c12c 0x0040e52c 51  52   .rdata  ascii   C:\program files\oracle\virtualbox guest additions\
633  0x0000c160 0x0040e560 38  39   .rdata  ascii   VirtualBox traced using system file %s
634  0x0000c188 0x0040e588 62  63   .rdata  ascii   [*] Detect by checking MAC address starting with 08:00:27 ... 
635  0x0000c1c8 0x0040e5c8 56  57   .rdata  ascii     [*] Detect by looking for pseudo devices VBox* x4 ... 
636  0x0000c201 0x0040e601 17  18   .rdata  ascii   \\.\VBoxMiniRdrDN
637  0x0000c213 0x0040e613 21  22   .rdata  ascii   \\.\pipe\VBoxMiniRdDN
638  0x0000c229 0x0040e629 15  16   .rdata  ascii   \\.\VBoxTrayIPC
639  0x0000c239 0x0040e639 20  21   .rdata  ascii   \\.\pipe\VBoxTrayIPC
640  0x0000c250 0x0040e650 33  34   .rdata  ascii   VirtualBox traced using device %s
641  0x0000c274 0x0040e674 49  50   .rdata  ascii     [*] Detect by looking for VBoxTray windows ... 
642  0x0000c2a6 0x0040e6a6 20  21   .rdata  ascii   VBoxTrayToolWndClass
643  0x0000c2bb 0x0040e6bb 15  16   .rdata  ascii   VBoxTrayToolWnd
644  0x0000c2cc 0x0040e6cc 79  80   .rdata  ascii     [*] Detect by looking for VBox processes (vboxservice.exe, vboxtray.exe) ... 
645  0x0000c31c 0x0040e71c 15  16   .rdata  ascii   vboxservice.exe
646  0x0000c32c 0x0040e72c 12  13   .rdata  ascii   vboxtray.exe
647  0x0000c340 0x0040e740 82  83   .rdata  ascii   [*] Detect by checking VBox network is sharing with VirtualBox Shared Folders ... 
648  0x0000c393 0x0040e793 25  26   .rdata  ascii   VirtualBox Shared Folders
649  0x0000c3ad 0x0040e7ad 21  22   .rdata  ascii   [-] VMware detection\n
650  0x0000c3c4 0x0040e7c4 44  45   .rdata  ascii     [*] Reg key Scsi identifier is VMWARE ... 
651  0x0000c3f1 0x0040e7f1 6   7    .rdata  ascii   VMWARE
652  0x0000c3f8 0x0040e7f8 76  77   .rdata  ascii   HARDWARE\DEVICEMAP\Scsi\Scsi Port 1\Scsi Bus 0\Target Id 0\Logical Unit Id 0
653  0x0000c448 0x0040e848 76  77   .rdata  ascii   HARDWARE\DEVICEMAP\Scsi\Scsi Port 2\Scsi Bus 0\Target Id 0\Logical Unit Id 0
654  0x0000c498 0x0040e898 60  61   .rdata  ascii     [*] Reg key (HKLM\SOFTWARE\VMware, Inc.\VMware Tools) ... 
655  0x0000c4d8 0x0040e8d8 34  35   .rdata  ascii   SOFTWARE\VMware, Inc.\VMware Tools
656  0x0000c4fc 0x0040e8fc 72  73   .rdata  ascii     [*] Detect by looking for C:\WINDOWS\system32\drivers\vmmouse.sys ... 
657  0x0000c548 0x0040e948 39  40   .rdata  ascii   C:\WINDOWS\system32\drivers\vmmouse.sys
658  0x0000c570 0x0040e970 71  72   .rdata  ascii     [*] Detect by looking for C:\WINDOWS\system32\drivers\vmhgfs.sys ... 
659  0x0000c5b8 0x0040e9b8 38  39   .rdata  ascii   C:\WINDOWS\system32\drivers\vmhgfs.sys
660  0x0000c5e0 0x0040e9e0 50  51   .rdata  ascii     [*] Detect by looking for pseudo devices x2 ... 
661  0x0000c613 0x0040ea13 8   9    .rdata  ascii   \\.\HGFS
662  0x0000c61c 0x0040ea1c 8   9    .rdata  ascii   \\.\vmci
663  0x0000c625 0x0040ea25 29  30   .rdata  ascii   VMWare traced using device %s
664  0x0000c644 0x0040ea44 62  63   .rdata  ascii   [*] Detect by checking MAC address starting with 00:05:69 ... 
665  0x0000c688 0x0040ea88 62  63   .rdata  ascii   [*] Detect by checking MAC address starting with 00:0C:29 ... 
666  0x0000c6cc 0x0040eacc 62  63   .rdata  ascii   [*] Detect by checking MAC address starting with 00:1C:14 ... 
667  0x0000c710 0x0040eb10 62  63   .rdata  ascii   [*] Detect by checking MAC address starting with 00:50:56 ... 
668  0x0000c754 0x0040eb54 57  58   .rdata  ascii   [*] Detect by checking network adapter name is VMware... 
669  0x0000c78e 0x0040eb8e 6   7    .rdata  ascii   VMware
670  0x0000c795 0x0040eb95 19  20   .rdata  ascii   [-] Wine detection\n
671  0x0000c7ac 0x0040ebac 108 109  .rdata  ascii     [*] Using GetProcAddress() to check address of wine_get_unix_file_name func from kernel32.dll library ... 
672  0x0000c819 0x0040ec19 12  13   .rdata  ascii   kernel32.dll
673  0x0000c826 0x0040ec26 23  24   .rdata  ascii   wine_get_unix_file_name
674  0x0000c840 0x0040ec40 39  40   .rdata  ascii     [*] Reg key (HKCU\SOFTWARE\Wine) ... 
675  0x0000c868 0x0040ec68 13  14   .rdata  ascii   SOFTWARE\Wine
676  0x0000c878 0x0040ec78 30  31   .rdata  ascii   [-] Generic sandbox detection\n
677  0x0000c898 0x0040ec98 57  58   .rdata  ascii     [*] Using GetTickCount() to check if sleep has succeed 
678  0x0000c8d2 0x0040ecd2 25  26   .rdata  ascii   4500ms < %dms ...  FALSE\n
679  0x0000c8ec 0x0040ecec 23  24   .rdata  ascii   4500ms > %dms ... TRUE\n
680  0x0000c904 0x0040ed04 23  24   .rdata  ascii   [-] Debugger detection\n
681  0x0000c91c 0x0040ed1c 64  65   .rdata  ascii     [*] Using OutputDebugString() to send strings to debugger ... 
682  0x0000c95d 0x0040ed5d 7   8    .rdata  ascii   useless
683  0x0000c968 0x0040ed68 135 136  .rdata  ascii          but only works on MS Windows systems prior to Vista see "https://msdn.microsoft.com/ja-jp/library/cc428973.aspx" for more info \n
684  0x0000c9f0 0x0040edf0 20  21   .rdata  ascii   [-] Hooks detection\n
685  0x0000ca08 0x0040ee08 59  60   .rdata  ascii     [*] Detect by tracing hooks using DeleteFileW method ... 
686  0x0000ca44 0x0040ee44 63  64   .rdata  ascii     [*] Detect by tracing hooks using ShellExecuteExW method ... 
687  0x0000ca84 0x0040ee84 62  63   .rdata  ascii     [*] Detect by tracing hooks using CreateProcessA method ... 
688  0x0000cac3 0x0040eec3 20  21   .rdata  ascii   [-] Bochs detection\n
689  0x0000cad8 0x0040eed8 82  83   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\Description\System "SystemBiosVersion") is BOCHS ... 
690  0x0000cb2b 0x0040ef2b 5   6    .rdata  ascii   BOCHS
691  0x0000cb34 0x0040ef34 72  73   .rdata  ascii     [*] Detect by proccessor brand name is P (CPU AMD value is wrong) ... 
692  0x0000cb7d 0x0040ef7d 24  25   .rdata  ascii   AMD Athlon(tm) processor
693  0x0000cb98 0x0040ef98 65  66   .rdata  ascii     [*] Detect by easter egg is wrong (CPU AMD value is wrong) ... 
694  0x0000cbdc 0x0040efdc 69  70   .rdata  ascii     [*] Detect by INTEL CPU processor is Intel(R) Pentium(R) 4 CPU ... 
695  0x0000cc24 0x0040f024 47  48   .rdata  ascii                 Intel(R) Pentium(R) 4 CPU        
696  0x0000cc54 0x0040f054 18  19   .rdata  ascii   [-] CPU detection\n
697  0x0000cc67 0x0040f067 17  18   .rdata  ascii   %lu.%lu build %lu
698  0x0000cc79 0x0040f079 27  28   .rdata  ascii          Windows version: %s\n
699  0x0000cc95 0x0040f095 19  20   .rdata  ascii          CPU: %s %s \n
700  0x0000cca9 0x0040f0a9 19  20   .rdata  ascii   Windows version: %s
701  0x0000ccbd 0x0040f0bd 10  11   .rdata  ascii   CPU: %s %s
702  0x0000ccc8 0x0040f0c8 104 105  .rdata  ascii     [*] Detect by checking the difference between CPU timestamp counters (rdtsc: Read Time Stamp Counter) 
703  0x0000cd31 0x0040f131 23  24   .rdata  ascii   0 < %d < 750 ... FALSE\n
704  0x0000cd49 0x0040f149 28  29   .rdata  ascii   0 > %d || 750 < %d ... TRUE\n
705  0x0000cd68 0x0040f168 124 125  .rdata  ascii     [*] Detect by checking the difference between CPU timestamp counters (rdtsc: Read Time Stamp Counter) forcing VM exit ... 
706  0x0000cde5 0x0040f1e5 24  25   .rdata  ascii   0 < %d < 1000 ... FALSE\n
707  0x0000cdfe 0x0040f1fe 29  30   .rdata  ascii   0 > %d || 1000 < %d ... TRUE\n
708  0x0000ce1c 0x0040f21c 66  67   .rdata  ascii     [*] Detect by checking hypervisor bit in cpuid feature bits ... 
709  0x0000ce60 0x0040f260 72  73   .rdata  ascii     [*] Detect by checking cpuid vendor is KVM || Hv || VMware || Xen ... 
710  0x0000cea9 0x0040f2a9 12  13   .rdata  ascii   KVMKVMKVMKVM
711  0x0000ceb6 0x0040f2b6 12  13   .rdata  ascii   Microsoft Hv
712  0x0000cec3 0x0040f2c3 12  13   .rdata  ascii   VMwareVMware
713  0x0000ced0 0x0040f2d0 12  13   .rdata  ascii   XenVMMXenVMM
714  0x0000cedd 0x0040f2dd 18  19   .rdata  ascii   WSAStartup Failed.
715  0x0000cef0 0x0040f2f0 9   10   .rdata  ascii   NXdomain 
716  0x0000cefa 0x0040f2fa 12  13   .rdata  ascii   Basic realm=
717  0x0000cf0c 0x0040f30c 149 150  .rdata  ascii   POST %s HTTP/1.1\r\nHost: %s\r\nUser-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows XP)\r\nReferer: http://%s%s\r\nCokkie: xtl_s=%s\r\nContent-Length: 207\r\n
718  0x0000cfa2 0x0040f3a2 14  15   .rdata  ascii   tws_action=%s&
719  0x0000cfb1 0x0040f3b1 15  16   .rdata  ascii   RegisteredOwner
720  0x0000cfc4 0x0040f3c4 44  45   .rdata  ascii   SOFTWARE\Microsoft\Windows NT\CurrentVersion
721  0x0000cff1 0x0040f3f1 22  23   .rdata  ascii   RegisteredOrganization
722  0x0000d008 0x0040f408 11  12   .rdata  ascii   InstallDate
723  0x0000d014 0x0040f414 10  11   .rdata  ascii   BIOSVendor
724  0x0000d020 0x0040f420 32  33   .rdata  ascii   HARDWARE\DESCRIPTION\System\BIOS
725  0x0000d041 0x0040f441 11  12   .rdata  ascii   BIOSVersion
726  0x0000d04d 0x0040f44d 15  16   .rdata  ascii   BIOSReleaseDate
727  0x0000d05d 0x0040f45d 17  18   .rdata  ascii   HTTP/1.1 200 OK\r\n
728  0x0000d088 0x0040f488 55  56   .rdata  ascii   Error allocating memory needed to call GetAdaptersinfo\n
729  0x0000d0c0 0x0040f4c0 16  17   .rdata  ascii   ComboIndex: \t%d\n
730  0x0000d0d1 0x0040f4d1 18  19   .rdata  ascii   Adapter Name: \t%s\n
731  0x0000d0e4 0x0040f4e4 18  19   .rdata  ascii   Adapter Desc: \t%s\n
732  0x0000d0f7 0x0040f4f7 15  16   .rdata  ascii   Adapter Addr: \t
733  0x0000d107 0x0040f507 5   6    .rdata  ascii   %.2X\n
734  0x0000d10d 0x0040f50d 5   6    .rdata  ascii   %.2X-
735  0x0000d113 0x0040f513 11  12   .rdata  ascii   Index: \t%d\n
736  0x0000d11f 0x0040f51f 7   8    .rdata  ascii   Type: \t
737  0x0000d127 0x0040f527 6   7    .rdata  ascii   Other\n
738  0x0000d12e 0x0040f52e 9   10   .rdata  ascii   Ethernet\n
739  0x0000d138 0x0040f538 11  12   .rdata  ascii   Token Ring\n
740  0x0000d144 0x0040f544 5   6    .rdata  ascii   FDDI\n
741  0x0000d14a 0x0040f54a 4   5    .rdata  ascii   PPP\n
742  0x0000d14f 0x0040f54f 9   10   .rdata  ascii   Lookback\n
743  0x0000d159 0x0040f559 5   6    .rdata  ascii   Slip\n
744  0x0000d15f 0x0040f55f 17  18   .rdata  ascii   Unknown type %ld\n
745  0x0000d171 0x0040f571 16  17   .rdata  ascii   IP Address: \t%s\n
746  0x0000d182 0x0040f582 13  14   .rdata  ascii   IP Mask: \t%s\n
747  0x0000d190 0x0040f590 13  14   .rdata  ascii   Gateway: \t%s\n
748  0x0000d19e 0x0040f59e 4   5    .rdata  ascii   ***\n
749  0x0000d1a3 0x0040f5a3 18  19   .rdata  ascii   DHCP Enabled: Yes\n
750  0x0000d1b6 0x0040f5b6 19  20   .rdata  ascii     DHCP Server: \t%s\n
751  0x0000d1ca 0x0040f5ca 18  19   .rdata  ascii     Lease Obtained: 
752  0x0000d1dd 0x0040f5dd 17  18   .rdata  ascii   DHCP Enabled: No\n
753  0x0000d1ef 0x0040f5ef 15  16   .rdata  ascii   Have Wins: Yes\n
754  0x0000d1ff 0x0040f5ff 29  30   .rdata  ascii     Primary Wins Server:    %s\n
755  0x0000d21d 0x0040f61d 29  30   .rdata  ascii     Secondary Wins Server:  %s\n
756  0x0000d23b 0x0040f63b 14  15   .rdata  ascii   Have Wins: No\n
757  0x0000d24c 0x0040f64c 38  39   .rdata  ascii   GetAdaptersInfo failed with error: %d\n
758  0x0000d2ec 0x0040f6ec 5   6    .rdata  ascii   %02x-
759  0x0000d2f2 0x0040f6f2 4   5    .rdata  ascii   %02x
760  0x0000d2f7 0x0040f6f7 5   6    .rdata  ascii   other
761  0x0000d2fd 0x0040f6fd 4   5    .rdata  ascii   \t%s\n
762  0x0000d302 0x0040f702 7   8    .rdata  ascii   invalid
763  0x0000d30a 0x0040f70a 7   8    .rdata  ascii   dynamic
764  0x0000d312 0x0040f712 6   7    .rdata  ascii   static
765  0x0000d319 0x0040f719 22  23   .rdata  ascii   GetIpNetTable failed.\n
766  0x0000d330 0x0040f730 10  11   .rdata  ascii   \tError: %s
767  0x0000d33b 0x0040f73b 24  25   .rdata  ascii   Error allocating memory\n
768  0x0000d354 0x0040f754 22  23   .rdata  ascii   Number of entries: %d\n
769  0x0000d36b 0x0040f76b 13  14   .rdata  ascii   TCP[%d] %s:%d
770  0x0000d379 0x0040f779 7   8    .rdata  ascii    %s:%d 
771  0x0000d381 0x0040f781 7   8    .rdata  ascii   CLOSED\n
772  0x0000d389 0x0040f789 7   8    .rdata  ascii   LISTEN\n
773  0x0000d391 0x0040f791 9   10   .rdata  ascii   SYN-SENT\n
774  0x0000d39b 0x0040f79b 13  14   .rdata  ascii   SYN-RECEIVED\n
775  0x0000d3a9 0x0040f7a9 12  13   .rdata  ascii   ESTABLISHED\n
776  0x0000d3b6 0x0040f7b6 11  12   .rdata  ascii   FIN-WAIT-1\n
777  0x0000d3c2 0x0040f7c2 12  13   .rdata  ascii   FIN-WAIT-2 \n
778  0x0000d3cf 0x0040f7cf 11  12   .rdata  ascii   CLOSE-WAIT\n
779  0x0000d3db 0x0040f7db 8   9    .rdata  ascii   CLOSING\n
780  0x0000d3e4 0x0040f7e4 9   10   .rdata  ascii   LAST-ACK\n
781  0x0000d3ee 0x0040f7ee 10  11   .rdata  ascii   TIME-WAIT\n
782  0x0000d3f9 0x0040f7f9 11  12   .rdata  ascii   DELETE-TCB\n
783  0x0000d405 0x0040f805 22  23   .rdata  ascii   UNKNOWN dwState value\n
784  0x0000d41c 0x0040f81c 28  29   .rdata  ascii   \tGetTcpTable failed with %d\n
785  0x0000d470 0x0040f870 15  16   .rdata  ascii   UDP[%d]  %s:%d\n
786  0x0000d480 0x0040f880 27  28   .rdata  ascii   GetUdpTable failed with %d\n
787  0x0000d4ae 0x0040f8ae 8   9    .rdata  ascii   kernel32
788  0x0000d4b7 0x0040f8b7 14  15   .rdata  ascii   IsWow64Process
789  0x0000d4c6 0x0040f8c6 19  20   .rdata  ascii   %d/%d/%d %d:%d:%d%s
790  0x0000d4dc 0x0040f8dc 38  39   .rdata  ascii   %04d/%02d/%02d %02d:%02d:%02d %12d %s\n
791  0x0000d503 0x0040f903 5   6    .rdata  ascii   \t\t%s\n
792  0x0000d509 0x0040f909 14  15   .rdata  ascii   %s: not found\n
793  0x0000d51d 0x0040f91d 15  16   .rdata  ascii   Directry of %s\n
794  0x0000d530 0x0040f930 31  32   .rdata  ascii   -----End of main directry-----\n
795  0x0000d550 0x0040f950 31  32   .rdata  ascii   pointer %d : (dx, dy)=(%d, %d)\n
796  0x0000d570 0x0040f970 18  19   .rdata  ascii   Runtime: %d msec.\n
797  0x0000d583 0x0040f983 25  26   .rdata  ascii   -----MEMORYSTATUSEX-----\n
798  0x0000d5a0 0x0040f9a0 42  43   .rdata  ascii   Total      Physical Memory (byte) : %llu \n
799  0x0000d5cc 0x0040f9cc 42  43   .rdata  ascii   Available  Physical Memory (byte) : %llu \n
800  0x0000d5f8 0x0040f9f8 42  43   .rdata  ascii   Total      Virtual  Memory (byte) : %llu \n
801  0x0000d624 0x0040fa24 42  43   .rdata  ascii   Available  Virtual  Memory (byte) : %llu \n
802  0x0000d64f 0x0040fa4f 23  24   .rdata  ascii   -----MEMORYSTATUS-----\n
803  0x0000d667 0x0040fa67 9   10   .rdata  ascii   ProductId
804  0x0000d674 0x0040fa74 44  45   .rdata  ascii   SOFTWARE\Microsoft\Windows NT\CurrentVersion
805  0x0000d6a5 0x0040faa5 18  19   .rdata  ascii   SystemManufacturer
806  0x0000d6b8 0x0040fab8 50  51   .rdata  ascii   SYSTEM\CurrentControlSet\Control\SystemInformation
807  0x0000d6eb 0x0040faeb 18  19   .rdata  ascii   OS version: %d.%d\n
808  0x0000d6fe 0x0040fafe 15  16   .rdata  ascii   #Processor: %d\n
809  0x0000d70e 0x0040fb0e 4   5    .rdata  ascii   %c:\
810  0x0000d713 0x0040fb13 14  15   .rdata  ascii   Drive[%d]: %s\n
811  0x0000d722 0x0040fb22 17  18   .rdata  ascii   Volume name : %s\n
812  0x0000d734 0x0040fb34 21  22   .rdata  ascii   Serial number : %08X\n
813  0x0000d74a 0x0040fb4a 22  23   .rdata  ascii   File system name : %s\n
814  0x0000d761 0x0040fb61 23  24   .rdata  ascii   Available : %I64u Byte\n
815  0x0000d779 0x0040fb79 23  24   .rdata  ascii   All       : %I64u Byte\n
816  0x0000d791 0x0040fb91 23  24   .rdata  ascii   Free      : %I64u Byte\n
817  0x0000d7ac 0x0040fbac 34  35   .rdata  ascii   System locale : %s\nLocale ID : %d\n
818  0x0000d7cf 0x0040fbcf 7   8    .rdata  ascii   ProgMan
819  0x0000d7d7 0x0040fbd7 26  27   .rdata  ascii   # icon(s) of Desktop : %d\n
820  0x0000d7f2 0x0040fbf2 21  22   .rdata  ascii   Resolution : %d X %d\n
821  0x0000d808 0x0040fc08 16  17   .rdata  ascii   Color : %d Bits\n
822  0x0000d81c 0x0040fc1c 9   10   .rdata  ascii   Error: 1\n
823  0x0000d826 0x0040fc26 9   10   .rdata  ascii   Error: 2\n
824  0x0000d830 0x0040fc30 9   10   .rdata  ascii   Error: 3\n
825  0x0000d83a 0x0040fc3a 9   10   .rdata  ascii   Error: 4\n
826  0x0000d844 0x0040fc44 9   10   .rdata  ascii   Error: 5\n
827  0x0000d84e 0x0040fc4e 8   9    .rdata  ascii   %ls: %s\n
828  0x0000d857 0x0040fc57 8   9    .rdata  ascii   %ls: %d\n
829  0x0000d860 0x0040fc60 8   9    .rdata  ascii   %ls: %u\n
830  0x0000d869 0x0040fc69 9   10   .rdata  ascii   %ls: %ls\n
831  0x0000d873 0x0040fc73 18  19   .rdata  ascii   ---End of data---\n
832  0x0000d888 0x0040fc88 64  65   .rdata  ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
833  0x0000d8c9 0x0040fcc9 5   6    .rdata  ascii   %%%2X
834  0x0000d8d0 0x0040fcd0 8   9    .rdata  ascii   kernel32
835  0x0000d8dc 0x0040fcdc 30  31   .rdata  ascii   Wow64DisableWow64FsRedirection
836  0x0000d8fb 0x0040fcfb 29  30   .rdata  ascii   Wow64RevertWow64FsRedirection
837  0x0000d919 0x0040fd19 14  15   .rdata  ascii   IsWow64Process
838  0x0000d928 0x0040fd28 8   9    .rdata  ascii   %c%c%c%c
839  0x0000d955 0x0040fd55 5   6    .rdata  ascii   <5IkQ
840  0x0000d9e6 0x0040fde6 4   5    .rdata  ascii   s1q4
841  0x0000da25 0x0040fe25 5   6    .rdata  ascii   <5IkQ
842  0x0000da45 0x0040fe45 5   6    .rdata  ascii   <5IkQ
843  0x0000db18 0x0040ff18 13  14   .rdata  ascii   Unknown error
844  0x0000db28 0x0040ff28 42  43   .rdata  ascii   _matherr(): %s in %s(%g, %g)  (retval=%g)\n
845  0x0000db54 0x0040ff54 30  31   .rdata  ascii   Argument domain error (DOMAIN)
846  0x0000db73 0x0040ff73 27  28   .rdata  ascii   Argument singularity (SIGN)
847  0x0000db90 0x0040ff90 31  32   .rdata  ascii   Overflow range error (OVERFLOW)
848  0x0000dbb0 0x0040ffb0 53  54   .rdata  ascii   The result is too small to be represented (UNDERFLOW)
849  0x0000dbe8 0x0040ffe8 34  35   .rdata  ascii   Total loss of significance (TLOSS)
850  0x0000dc0c 0x0041000c 36  37   .rdata  ascii   Partial loss of significance (PLOSS)
851  0x0000dc4d 0x0041004d 26  27   .rdata  ascii   ingw-w64 runtime failure:\n
852  0x0000dc68 0x00410068 31  32   .rdata  ascii   Address %p has no image-section
853  0x0000dc88 0x00410088 48  49   .rdata  ascii     VirtualQuery failed for %d bytes at address %p
854  0x0000dcbc 0x004100bc 38  39   .rdata  ascii     VirtualProtect failed with code 0x%x
855  0x0000dce4 0x004100e4 49  50   .rdata  ascii     Unknown pseudo relocation protocol version %d.\n
856  0x0000dd18 0x00410118 41  42   .rdata  ascii     Unknown pseudo relocation bit size %d.\n
857  0x0000dd4c 0x0041014c 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
858  0x0000dd60 0x00410160 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
859  0x0000dd74 0x00410174 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
860  0x0000dd88 0x00410188 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
861  0x0000dd9c 0x0041019c 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
862  0x0000ddb0 0x004101b0 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
863  0x0000ddc4 0x004101c4 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
864  0x0000ddd8 0x004101d8 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
865  0x0000ddec 0x004101ec 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
866  0x0000de00 0x00410200 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
867  0x0000de14 0x00410214 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
868  0x0000de28 0x00410228 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
869  0x0000de3c 0x0041023c 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
870  0x0000de50 0x00410250 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
871  0x0000de64 0x00410264 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
872  0x0000de78 0x00410278 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
873  0x0000de8c 0x0041028c 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
874  0x0000dea0 0x004102a0 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
875  0x0000deb4 0x004102b4 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
876  0x0000dec8 0x004102c8 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
877  0x0000dedc 0x004102dc 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
878  0x0000def0 0x004102f0 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
879  0x0000df04 0x00410304 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
880  0x0000df18 0x00410318 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
881  0x0000df2c 0x0041032c 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
882  0x0000df40 0x00410340 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
883  0x0000df54 0x00410354 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
884  0x0000df68 0x00410368 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
885  0x0000df7c 0x0041037c 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
886  0x0000df90 0x00410390 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
887  0x0000dfa4 0x004103a4 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
888  0x0000dfb8 0x004103b8 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
889  0x0000dfcc 0x004103cc 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
890  0x0000dfe0 0x004103e0 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
891  0x0000dff4 0x004103f4 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
892  0x0000e008 0x00410408 16  17   .rdata  ascii   GCC: (GNU) 4.8.3
893  0x0000e80e 0x0041260e 11  12   .idata  ascii   RegCloseKey
894  0x0000e81c 0x0041261c 13  14   .idata  ascii   RegOpenKeyExA
895  0x0000e82c 0x0041262c 16  17   .idata  ascii   RegQueryValueExA
896  0x0000e840 0x00412640 13  14   .idata  ascii   GetDeviceCaps
897  0x0000e850 0x00412650 20  21   .idata  ascii   GetAdaptersAddresses
898  0x0000e868 0x00412668 15  16   .idata  ascii   GetAdaptersInfo
899  0x0000e87a 0x0041267a 13  14   .idata  ascii   GetIpNetTable
900  0x0000e88a 0x0041268a 11  12   .idata  ascii   GetTcpTable
901  0x0000e898 0x00412698 11  12   .idata  ascii   GetUdpTable
902  0x0000e8a6 0x004126a6 11  12   .idata  ascii   CloseHandle
903  0x0000e8b4 0x004126b4 11  12   .idata  ascii   CreateFileA
904  0x0000e8c2 0x004126c2 14  15   .idata  ascii   CreateProcessA
905  0x0000e8d4 0x004126d4 16  17   .idata  ascii   CreateSemaphoreA
906  0x0000e8e8 0x004126e8 12  13   .idata  ascii   CreateThread
907  0x0000e8f8 0x004126f8 24  25   .idata  ascii   CreateToolhelp32Snapshot
908  0x0000e914 0x00412714 21  22   .idata  ascii   DeleteCriticalSection
909  0x0000e92c 0x0041272c 11  12   .idata  ascii   DeleteFileA
910  0x0000e93a 0x0041273a 11  12   .idata  ascii   DeleteFileW
911  0x0000e948 0x00412748 20  21   .idata  ascii   EnterCriticalSection
912  0x0000e960 0x00412760 14  15   .idata  ascii   FormatMessageA
913  0x0000e972 0x00412772 16  17   .idata  ascii   GetComputerNameA
914  0x0000e986 0x00412786 17  18   .idata  ascii   GetCurrentProcess
915  0x0000e99a 0x0041279a 19  20   .idata  ascii   GetCurrentProcessId
916  0x0000e9b0 0x004127b0 18  19   .idata  ascii   GetCurrentThreadId
917  0x0000e9c6 0x004127c6 19  20   .idata  ascii   GetDiskFreeSpaceExA
918  0x0000e9dc 0x004127dc 13  14   .idata  ascii   GetDriveTypeA
919  0x0000e9ec 0x004127ec 18  19   .idata  ascii   GetFileAttributesA
920  0x0000ea02 0x00412802 12  13   .idata  ascii   GetLastError
921  0x0000ea12 0x00412812 16  17   .idata  ascii   GetLogicalDrives
922  0x0000ea26 0x00412826 18  19   .idata  ascii   GetModuleFileNameA
923  0x0000ea3c 0x0041283c 16  17   .idata  ascii   GetModuleHandleA
924  0x0000ea50 0x00412850 14  15   .idata  ascii   GetProcAddress
925  0x0000ea62 0x00412862 14  15   .idata  ascii   GetProcessHeap
926  0x0000ea74 0x00412874 15  16   .idata  ascii   GetStartupInfoA
927  0x0000ea86 0x00412886 22  23   .idata  ascii   GetSystemDefaultLangID
