[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1449 0x0002c97a 0x0042d57a 4   5    .text   ascii   su\f9
1450 0x0002c99e 0x0042d59e 6   7    .text   ascii   rr\tjrZ
1451 0x0002cb50 0x0042d750 4   5    .text   ascii   su\f9
1452 0x0002cb74 0x0042d774 6   7    .text   ascii   rr\tjrZ
1453 0x0002d156 0x0042dd56 4   5    .text   ascii   std;
1454 0x0002d26f 0x0042de6f 4   6    .text   utf8    u]3\t
1455 0x0002d587 0x0042e187 4   5    .text   ascii   std;
1456 0x0002d77e 0x0042e37e 5   6    .text   ascii   t|j\n3
1457 0x0002d99e 0x0042e59e 4   5    .text   ascii   j\b_+
1458 0x0002d9db 0x0042e5db 5   6    .text   ascii   _^[t\r
1459 0x0002da2d 0x0042e62d 5   6    .text   ascii   PPPPP
1460 0x0002da54 0x0042e654 4   5    .text   ascii   x$;\r
1461 0x0002daea 0x0042e6ea 9   10   .text   ascii   F\fYYt\bj@Y
1462 0x0002db4f 0x0042e74f 4   5    .text   ascii   QQQP
1463 0x0002db90 0x0042e790 4   5    .text   ascii   ]\fVW
1464 0x0002dbc8 0x0042e7c8 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
1465 0x0002dbf6 0x0042e7f6 4   6    .text   utf8    ]Ã}\f blocks=Basic Latin,Latin-1 Supplement
1466 0x0002de35 0x0042ea35 4   5    .text   ascii   E\bSV
1467 0x0002de3d 0x0042ea3d 4   6    .text   utf8    E؋E\f blocks=Basic Latin,Arabic
1468 0x0002de74 0x0042ea74 4   5    .text   ascii   ~\rSP
1469 0x0002e0f5 0x0042ecf5 4   5    .text   ascii   h8\fD
1470 0x0002e17c 0x0042ed7c 4   5    .text   ascii   Y_^[
1471 0x0002e1c2 0x0042edc2 4   5    .text   ascii   ?SVW
1472 0x0002e1da 0x0042edda 4   5    .text   ascii   8\\b(
1473 0x0002e324 0x0042ef24 5   6    .text   ascii   t~SSS
1474 0x0002e36e 0x0042ef6e 5   6    .text   ascii   u\eSSj
1475 0x0002e3fc 0x0042effc 5   6    .text   ascii   SSSSS
1476 0x0002e40d 0x0042f00d 6   7    .text   ascii   E \vE$j
1477 0x0002e442 0x0042f042 4   5    .text   ascii   w(t!
1478 0x0002e58f 0x0042f18f 4   5    .text   ascii   ux9}
1479 0x0002e60b 0x0042f20b 5   6    .text   ascii   PPPPP
1480 0x0002e6a6 0x0042f2a6 4   5    .text   ascii   PPPV
1481 0x0002e6c7 0x0042f2c7 4   5    .text   ascii   DSVW
1482 0x0002e946 0x0042f546 4   5    .text   ascii   L\b( 
1483 0x0002ea0f 0x0042f60f 4   5    .text   ascii   SVW3
1484 0x0002ea55 0x0042f655 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
1485 0x0002ea9e 0x0042f69e 5   6    .text   ascii   9u\ft'
1486 0x0002eab4 0x0042f6b4 4   6    .text   utf8    ^[]Å blocks=Basic Latin,Latin-1 Supplement
1487 0x0002eb0a 0x0042f70a 4   6    .text   utf8    ɋM\bu blocks=Latin Extended-B,Basic Latin
1488 0x0002eb1e 0x0042f71e 4   5    .text   ascii   E\fjP
1489 0x0002ed16 0x0042f916 4   5    .text   ascii   \nj@[
1490 0x0002ed9a 0x0042f99a 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
1491 0x0002ee93 0x0042fa93 9   11   .text   utf8     VWj\aY3\r}
1492 0x0002ef11 0x0042fb11 4   5    .text   ascii   QQV3
1493 0x0002f033 0x0042fc33 4   5    .text   ascii    SVW
1494 0x0002f0a6 0x0042fca6 4   6    .text   utf8    ?3ȉM blocks=Basic Latin,Latin Extended-B
1495 0x0002f2a3 0x0042fea3 5   8    .text   utf8    t4+K߉ blocks=Basic Latin,NKo
1496 0x0002f500 0x00430100 4   5    .text   ascii   v#WP
1497 0x0002f606 0x00430206 8   9    .text   ascii   PPPPPPPP
1498 0x0002f683 0x00430283 4   5    .text   ascii   9E(j
1499 0x0002f71a 0x0043031a 7   8    .text   ascii   PPPPPWS
1500 0x0002f755 0x00430355 4   5    .text   ascii   QQQP
1501 0x0002f7d8 0x004303d8 12  13   .text   ascii   PP9E u:PPVWP
1502 0x0002f93d 0x0043053d 4   5    .text   ascii   5$6D
1503 0x0002f9a2 0x004305a2 4   5    .text   ascii   5$6D
1504 0x0002f9b3 0x004305b3 6   7    .text   ascii   j\bhX\fD
1505 0x0002f9d0 0x004305d0 4   5    .text   ascii   =0)D
1506 0x0002fa09 0x00430609 4   5    .text   ascii   %0)D
1507 0x0002fa18 0x00430618 4   8    .text   utf8    ǃ࿉E\b blocks=Latin Extended-B,Tibetan,Basic Latin
1508 0x0002fa2d 0x0043062d 4   5    .text   ascii   Y_^[
1509 0x0002fa5b 0x0043065b 5   6    .text   ascii   #E\ff\v
1510 0x0002fd71 0x00430971 4   5    .text   ascii   d$\bu
1511 0x0002fd8d 0x0043098d 4   6    .text   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
1512 0x0002fd9b 0x0043099b 4   5    .text   ascii   <$tL
1513 0x0002fda0 0x004309a0 4   5    .text   ascii   D$\ff
1514 0x0002fdc6 0x004309c6 4   5    .text   ascii   =P6D
1515 0x0002fe1b 0x00430a1b 5   7    .text   utf8    uŃ|$\b blocks=Basic Latin,Latin Extended-A
1516 0x0002fe32 0x00430a32 4   5    .text   ascii   =P6D
1517 0x0002ff2a 0x00430b2a 4   5    .text   ascii   |%=2
1518 0x0002ff8b 0x00430b8b 5   7    .text   utf8    Ë\r@)D blocks=Latin-1 Supplement,Basic Latin
1519 0x0002ff9d 0x00430b9d 4   5    .text   ascii   \r@)D
1520 0x0002ffaa 0x00430baa 4   6    .text   utf8    á@)D blocks=Latin-1 Supplement,Basic Latin
1521 0x0002ffd4 0x00430bd4 4   5    .text   ascii   5@)D
1522 0x00030005 0x00430c05 4   5    .text   ascii   5@)D
1523 0x00030041 0x00430c41 4   5    .text   ascii   \at'\n
1524 0x0003008d 0x00430c8d 8   9    .text   ascii   t\f;E\ft\a@
1525 0x000300cc 0x00430ccc 5   7    .text   utf8    G\b+ȋE blocks=Basic Latin,Latin Extended-B
1526 0x000300e3 0x00430ce3 4   5    .text   ascii   _^[]
1527 0x0003034f 0x00430f4f 4   6    .text   utf8    (\r"C
1528 0x00030882 0x00431482 5   7    .text   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
1529 0x000308c2 0x004314c2 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
1530 0x00030909 0x00431509 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
1531 0x000309f7 0x004315f7 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
1532 0x00030a08 0x00431608 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
1533 0x00030a41 0x00431641 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
1534 0x00030b5c 0x0043175c 4   5    .text   ascii   =T6D
1535 0x00030b91 0x00431791 4   5    .text   ascii   etPj
1536 0x00030d4c 0x0043194c 4   5    .text   ascii   QQSV
1537 0x00030d55 0x00431955 4   5    .text   ascii   Vh?\e
1538 0x00030d87 0x00431987 4   5    .text   ascii   w\fVS
1539 0x00030daa 0x004319aa 5   6    .text   ascii   $j\fj\b
1540 0x00030de1 0x004319e1 4   5    .text   ascii   $j\fj
1541 0x00030df6 0x004319f6 4   5    .text   ascii   YY^[
1542 0x00030e04 0x00431a04 4   5    .text   ascii   E\bQQ
1543 0x00030e17 0x00431a17 4   5    .text   ascii   E\bQQ
1544 0x00030efa 0x00431afa 5   6    .text   ascii   9M\fu.
1545 0x00030f2c 0x00431b2c 6   7    .text   ascii   \9E\fuY
1546 0x00030ff7 0x00431bf7 4   5    .text   ascii   j\b_Q
1547 0x0003103b 0x00431c3b 5   6    .text   ascii   F\bPQW
1548 0x00031064 0x00431c64 5   6    .text   ascii   >\bYYt
1549 0x0003136b 0x00431f6b 4   5    .text   ascii   _t\bj
1550 0x00031381 0x00431f81 5   6    .text   ascii    t\vj 
1551 0x0003145c 0x0043205c 4   5    .text   ascii   \b1A\b
1552 0x0003148f 0x0043208f 4   5    .text   ascii   3A\b#
1553 0x000314d4 0x004320d4 5   6    .text   ascii   E\b\tX\f
1554 0x0003156b 0x0043216b 5   6    .text   ascii   E\b\tX 
1555 0x00031589 0x00432189 5   6    .text   ascii   E\b\tX`
1556 0x000315bd 0x004321bd 5   6    .text   ascii   E\b\tX`
1557 0x000315e2 0x004321e2 4   5    .text   ascii   E\bPj
1558 0x000316ae 0x004322ae 5   7    .text   utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
1559 0x00031808 0x00432408 4   5    .text   ascii   [t\t\r
1560 0x00031850 0x00432450 4   6    .text   utf8    0^]Ë blocks=Basic Latin,Latin-1 Supplement
1561 0x0003188e 0x0043248e 4   5    .text   ascii   E\bu\a
1562 0x00031896 0x00432496 5   7    .text   utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
1563 0x000318f9 0x004324f9 4   5    .text   ascii   E\bQQ
1564 0x000319ce 0x004325ce 4   5    .text   ascii   _^[]
1565 0x000319e5 0x004325e5 4   5    .text   ascii   hx\fD
1566 0x000319f8 0x004325f8 4   5    .text   ascii   \bSVW
1567 0x00031a61 0x00432661 4   5    .text   ascii   Y_^[
1568 0x00031a92 0x00432692 4   5    .text   ascii   Y_^[
1569 0x00031ab4 0x004326b4 4   6    .text   utf8    A8PE
1570 0x00031adc 0x004326dc 10  11   .text   ascii   D$\f+d$\fSVW
1571 0x00031b1e 0x0043271e 4   5    .text   ascii   D$\f3
1572 0x00031b26 0x00432726 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
1573 0x00031b6f 0x0043276f 7   8    .text   ascii   ;T$\fw\br
1574 0x00031b77 0x00432777 10  11   .text   ascii   ;D$\bv\tN+D$
1575 0x00031b88 0x00432788 8   9    .text   ascii   +D$\b\eT$\f
1576 0x00031b98 0x00432798 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
1577 0x00031bb0 0x004327b0 4   5    .text   ascii   WVS3
1578 0x00031c3b 0x0043283b 7   8    .text   ascii   w\br\a;D$
1579 0x00031c92 0x00432892 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
1580 0x00031ca8 0x004328a8 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
1581 0x00031cc0 0x004328c0 4   5    .text   ascii   WVU3
1582 0x00031d66 0x00432966 6   7    .text   ascii   v\tN+D$
1583 0x00031d86 0x00432986 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
1584 0x00031e2d 0x00432a2d 9   10   .text   ascii   ;D$\fv\b+D$
1585 0x00031e3b 0x00432a3b 7   8    .text   ascii   +D$\f\eT$
1586 0x00031e5f 0x00432a5f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
1587 0x00031e68 0x00432a68 7   9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
1588 0x00031e7d 0x00432a7d 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
1589 0x00031e87 0x00432a87 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
1590 0x00031f6d 0x00432b6d 4   5    .text   ascii   z,w\e
1591 0x0003205a 0x00432c5a 5   6    .text   ascii   >@s5f
1592 0x0003213a 0x00432d3a 5   6    .text   ascii   ?@s-f
1593 0x00032192 0x00432d92 4   5    .text   ascii   }\bww
1594 0x0003228c 0x00432e8c 4   8    .text   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
1595 0x000322eb 0x00432eeb 5   6    .text   ascii   f;s\ft
1596 0x00032302 0x00432f02 4   5    .text   ascii   f;S\f
1597 0x000323ff 0x00432fff 5   7    .text   utf8    ̋D$\fS blocks=Combining Diacritical Marks,Basic Latin
1598 0x0003240a 0x0043300a 8   10   .text   utf8    T$\b3ۊ\$\f blocks=Basic Latin,Arabic
1599 0x0003249e 0x0043309e 4   6    .text   utf8    _[ÍB blocks=Basic Latin,Latin-1 Supplement
1600 0x000324a4 0x004330a4 4   6    .text   utf8    _[ÍB blocks=Basic Latin,Latin-1 Supplement
1601 0x000334af 0x004340af 5   7    .text   utf8    ̋\r|6D blocks=Combining Diacritical Marks,Basic Latin
1602 0x00033858 0x00435258 14  15   .rdata  ascii   bad allocation
1603 0x000338b8 0x004352b8 13  14   .rdata  ascii   bad exception
1604 0x00033c48 0x00435648 8   9    .rdata  ascii   __based(
1605 0x00033c54 0x00435654 7   8    .rdata  ascii   __cdecl
1606 0x00033c5c 0x0043565c 8   9    .rdata  ascii   __pascal
1607 0x00033c68 0x00435668 9   10   .rdata  ascii   __stdcall
1608 0x00033c74 0x00435674 10  11   .rdata  ascii   __thiscall
1609 0x00033c80 0x00435680 10  11   .rdata  ascii   __fastcall
1610 0x00033c8c 0x0043568c 12  13   .rdata  ascii   __vectorcall
1611 0x00033c9c 0x0043569c 9   10   .rdata  ascii   __clrcall
1612 0x00033ca8 0x004356a8 6   7    .rdata  ascii   __eabi
1613 0x00033cb0 0x004356b0 9   10   .rdata  ascii   __swift_1
1614 0x00033cbc 0x004356bc 9   10   .rdata  ascii   __swift_2
1615 0x00033cc8 0x004356c8 7   8    .rdata  ascii   __ptr64
1616 0x00033cd0 0x004356d0 10  11   .rdata  ascii   __restrict
1617 0x00033cdc 0x004356dc 11  12   .rdata  ascii   __unaligned
1618 0x00033ce8 0x004356e8 9   10   .rdata  ascii   restrict(
1619 0x00033cf4 0x004356f4 4   5    .rdata  ascii    new
1620 0x00033cfc 0x004356fc 7   8    .rdata  ascii    delete
1621 0x00033d20 0x00435720 8   9    .rdata  ascii   operator
1622 0x00033d64 0x00435764 10  44   .rdata  utf32le ~^|☦籼㴪㴫㴭㴯㴥 blocks=Basic Latin,Miscellaneous Symbols,CJK Unified Ideographs,CJK Unified Ideographs Extension A
1623 0x00033da0 0x004357a0 9   10   .rdata  ascii   `vftable'
1624 0x00033dac 0x004357ac 9   10   .rdata  ascii   `vbtable'
1625 0x00033db8 0x004357b8 7   8    .rdata  ascii   `vcall'
1626 0x00033dc0 0x004357c0 8   9    .rdata  ascii   `typeof'
1627 0x00033dcc 0x004357cc 20  21   .rdata  ascii   `local static guard'
1628 0x00033de4 0x004357e4 8   9    .rdata  ascii   `string'
1629 0x00033df0 0x004357f0 18  19   .rdata  ascii   `vbase destructor'
1630 0x00033e04 0x00435804 28  29   .rdata  ascii   `vector deleting destructor'
1631 0x00033e24 0x00435824 29  30   .rdata  ascii   `default constructor closure'
1632 0x00033e44 0x00435844 28  29   .rdata  ascii   `scalar deleting destructor'
1633 0x00033e64 0x00435864 29  30   .rdata  ascii   `vector constructor iterator'
1634 0x00033e84 0x00435884 28  29   .rdata  ascii   `vector destructor iterator'
1635 0x00033ea4 0x004358a4 35  36   .rdata  ascii   `vector vbase constructor iterator'
1636 0x00033ec8 0x004358c8 26  27   .rdata  ascii   `virtual displacement map'
1637 0x00033ee4 0x004358e4 32  33   .rdata  ascii   `eh vector constructor iterator'
1638 0x00033f08 0x00435908 31  32   .rdata  ascii   `eh vector destructor iterator'
1639 0x00033f28 0x00435928 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
1640 0x00033f50 0x00435950 26  27   .rdata  ascii   `copy constructor closure'
1641 0x00033f6c 0x0043596c 15  16   .rdata  ascii   `udt returning'
1642 0x00033f80 0x00435980 5   6    .rdata  ascii   `RTTI
1643 0x00033f88 0x00435988 15  16   .rdata  ascii   `local vftable'
1644 0x00033f98 0x00435998 35  36   .rdata  ascii   `local vftable constructor closure'
1645 0x00033fbc 0x004359bc 6   7    .rdata  ascii    new[]
1646 0x00033fc4 0x004359c4 9   10   .rdata  ascii    delete[]
1647 0x00033fd0 0x004359d0 14  15   .rdata  ascii   `omni callsig'
1648 0x00033fe0 0x004359e0 26  27   .rdata  ascii   `placement delete closure'
1649 0x00033ffc 0x004359fc 28  29   .rdata  ascii   `placement delete[] closure'
1650 0x0003401c 0x00435a1c 37  38   .rdata  ascii   `managed vector constructor iterator'
1651 0x00034044 0x00435a44 36  37   .rdata  ascii   `managed vector destructor iterator'
1652 0x0003406c 0x00435a6c 37  38   .rdata  ascii   `eh vector copy constructor iterator'
1653 0x00034094 0x00435a94 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
1654 0x000340c0 0x00435ac0 26  27   .rdata  ascii   `dynamic initializer for '
1655 0x000340dc 0x00435adc 32  33   .rdata  ascii   `dynamic atexit destructor for '
1656 0x00034100 0x00435b00 34  35   .rdata  ascii   `vector copy constructor iterator'
1657 0x00034124 0x00435b24 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
1658 0x00034150 0x00435b50 42  43   .rdata  ascii   `managed vector copy constructor iterator'
1659 0x0003417c 0x00435b7c 27  28   .rdata  ascii   `local static thread guard'
1660 0x00034198 0x00435b98 12  13   .rdata  ascii   operator "" 
1661 0x000341a8 0x00435ba8 17  18   .rdata  ascii   operator co_await
1662 0x000341bc 0x00435bbc 11  12   .rdata  ascii   operator<=>
1663 0x000341c8 0x00435bc8 17  18   .rdata  ascii    Type Descriptor'
1664 0x000341dc 0x00435bdc 27  28   .rdata  ascii    Base Class Descriptor at (
1665 0x000341f8 0x00435bf8 18  19   .rdata  ascii    Base Class Array'
1666 0x0003420c 0x00435c0c 28  29   .rdata  ascii    Class Hierarchy Descriptor'
1667 0x0003422c 0x00435c2c 25  26   .rdata  ascii    Complete Object Locator'
1668 0x00034248 0x00435c48 21  22   .rdata  ascii   `anonymous namespace'
1669 0x0003426a 0x00435c6a 30  62   .rdata  utf16le Capi-ms-win-core-fibers-l1-1-1
1670 0x000342a8 0x00435ca8 28  58   .rdata  utf16le api-ms-win-core-synch-l1-2-0
1671 0x000342e4 0x00435ce4 8   18   .rdata  utf16le kernel32
1672 0x000342f8 0x00435cf8 7   16   .rdata  utf16le api-ms-
1673 0x00034310 0x00435d10 8   9    .rdata  ascii   FlsAlloc
1674 0x00034324 0x00435d24 7   8    .rdata  ascii   FlsFree
1675 0x00034334 0x00435d34 11  12   .rdata  ascii   FlsGetValue
1676 0x00034348 0x00435d48 11  12   .rdata  ascii   FlsSetValue
1677 0x0003435c 0x00435d5c 27  28   .rdata  ascii   InitializeCriticalSectionEx
1678 0x00034399 0x00435d99 7   8    .rdata  ascii   ( 8PX\a\b
1679 0x000343a1 0x00435da1 6   7    .rdata  ascii   700WP\a
1680 0x000343a9 0x00435da9 4   5    .rdata  ascii     \b\a
1681 0x000343b0 0x00435db0 7   8    .rdata  ascii   \b`h````
1682 0x000343b9 0x00435db9 10  11   .rdata  ascii   xpxxxx\b\a\b\a
1683 0x000343fd 0x00435dfd 5   6    .rdata  ascii   ('8PW
1684 0x00034406 0x00435e06 5   6    .rdata  ascii   700PP
1685 0x00034418 0x00435e18 17  18   .rdata  ascii   `h`hhh\b\b\axwpwpp\b\b
1686 0x00034430 0x00435e30 8   18   .rdata  utf16le \b\a(null)
1687 0x00034444 0x00435e44 6   7    .rdata  ascii   (null)
1688 0x0003444c 0x00435e4c 5   12   .rdata  utf16le am/pm
1689 0x00034460 0x00435e60 7   32   .rdata  utf32le  -\n:\t+%
1690 0x0003449a 0x00435e9a 4   6    .rdata  utf8    tFМ, blocks=Basic Latin,Cyrillic
1691 0x000344e3 0x00435ee3 4   6    .rdata  utf8    \aIV$
1692 0x0003455b 0x00435f5b 4   7    .rdata  utf8    ̿aYܫ blocks=Combining Diacritical Marks,Basic Latin,Syriac
1693 0x000345a0 0x00435fa0 4   5    .rdata  ascii   d8L2
1694 0x000345cc 0x00435fcc 7   8    .rdata  ascii   [aOni*{
1695 0x000345f6 0x00435ff6 4   5    .rdata  ascii   @2&@
1696 0x0003462a 0x0043602a 4   5    .rdata  ascii   "RP(
1697 0x00034638 0x00436038 4   6    .rdata  utf8    }]9֙ blocks=Basic Latin,Hebrew
1698 0x000346a3 0x004360a3 5   6    .rdata  ascii   eLK(w
1699 0x000346cd 0x004360cd 4   5    .rdata  ascii   m\nXo
1700 0x0003470f 0x0043610f 6   7    .rdata  ascii   \bFEMh\f
1701 0x0003471e 0x0043611e 4   5    .rdata  ascii   h0'D
1702 0x0003472d 0x0043612d 6   8    .rdata  utf8    Qh٢%v} blocks=Basic Latin,Arabic
1703 0x00034767 0x00436167 4   6    .rdata  utf8    א:@O blocks=Hebrew,Basic Latin
1704 0x00034770 0x00436170 4   5    .rdata  ascii   owM&
1705 0x000347ad 0x004361ad 7   9    .rdata  utf8    ~ $s%rс blocks=Basic Latin,Cyrillic
1706 0x000347bb 0x004361bb 7   8    .rdata  ascii   \a@b;zO]
1707 0x000347fb 0x004361fb 4   5    .rdata  ascii   $qE}
1708 0x00034839 0x00436239 4   5    .rdata  ascii   ;*xh
1709 0x0003488e 0x0043628e 4   7    .rdata  utf8    H孎cY blocks=Basic Latin,CJK Unified Ideographs
1710 0x0003489b 0x0043629b 4   7    .rdata  utf8    &>r䴆 blocks=Basic Latin,CJK Unified Ideographs Extension A
1711 0x000348a3 0x004362a3 4   5    .rdata  ascii   ["93
1712 0x000348a8 0x004362a8 4   5    .rdata  ascii   u\azK
1713 0x000348d4 0x004362d4 5   6    .rdata  ascii   iu+-,
1714 0x0003493a 0x0043633a 4   5    .rdata  ascii   \lo}
1715 0x00034945 0x00436345 5   6    .rdata  ascii   obwQ4
1716 0x0003495f 0x0043635f 4   5    .rdata  ascii   &Sgw
1717 0x000349e8 0x004363e8 4   5    .rdata  ascii   R\tE]
1718 0x000349f7 0x004363f7 4   5    .rdata  ascii   ?nz(
1719 0x00034a2a 0x0043642a 4   6    .rdata  utf8    EJjت blocks=Basic Latin,Arabic
1720 0x00034a5d 0x0043645d 4   5    .rdata  ascii   0+L\v
1721 0x00034aaa 0x004364aa 4   5    .rdata  ascii   =87M
1722 0x00034b69 0x00436569 4   6    .rdata  utf8    6zƞ) blocks=Basic Latin,Latin Extended-B
1723 0x00034b8a 0x0043658a 6   9    .rdata  utf8    ¨N2Lɭ3 blocks=Latin-1 Supplement,Basic Latin,IPA Extensions
1724 0x00034b97 0x00436597 6   7    .rdata  ascii   v2!L.2
1725 0x00034be0 0x004365e0 4   5    .rdata  ascii   \tcQr
1726 0x00034c19 0x00436619 4   5    .rdata  ascii   X/4B
1727 0x00034c6d 0x0043666d 4   6    .rdata  utf8    ;҉s} blocks=Basic Latin,Cyrillic
1728 0x00034c99 0x00436699 4   6    .rdata  utf8    B(Ȏy blocks=Basic Latin,Latin Extended-B
1729 0x00034cb7 0x004366b7 4   5    .rdata  ascii   k=yI
1730 0x00034ce9 0x004366e9 4   6    .rdata  utf8    øBnc blocks=Latin-1 Supplement,Basic Latin
1731 0x00034d1a 0x0043671a 5   6    .rdata  ascii   ^<V7w
1732 0x00034d6d 0x0043676d 6   8    .rdata  utf8    W&|.ڋu blocks=Basic Latin,Arabic
1733 0x00034e48 0x00436848 49  100  .rdata  utf16le minkernel\crts\ucrt\inc\corecrt_internal_strtox.h
1734 0x00034eb0 0x004368b0 45  92   .rdata  utf16le __crt_strtox::floating_point_value::as_double
1735 0x00034f0c 0x0043690c 10  22   .rdata  utf16le _is_double
1736 0x00034f28 0x00436928 44  90   .rdata  utf16le __crt_strtox::floating_point_value::as_float
1737 0x00034f84 0x00436984 11  24   .rdata  utf16le !_is_double
1738 0x00034fa4 0x004369a4 5   6    .rdata  ascii   INITY
1739 0x00034fac 0x004369ac 5   6    .rdata  ascii   inity
1740 0x00034fbc 0x004369bc 5   6    .rdata  ascii   SNAN)
1741 0x00034fc4 0x004369c4 5   6    .rdata  ascii   snan)
1742 0x00034fcc 0x004369cc 8   9    .rdata  ascii   IND)ind)
1743 0x00035004 0x00436a04 12  52   .rdata  utf32le \t\a\f\b\f\t\f\n\a\v\b\f
1744 0x00035088 0x00436a88 5   24   .rdata  utf32le R\rS\rW
1745 0x000350a0 0x00436aa0 7   32   .rdata  utf32le Y\vl\rm p
1746 0x0003510c 0x00436b0c 4   20   .rdata  utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
1747 0x000351e0 0x00436be0 9   20   .rdata  utf16le coree.dll
1748 0x000351f4 0x00436bf4 14  15   .rdata  ascii   CorExitProcess
1749 0x000352d8 0x00436cd8 9   10   .rdata  ascii   NAN(SNAN)
1750 0x000352e4 0x00436ce4 9   10   .rdata  ascii   nan(snan)
1751 0x000352f0 0x00436cf0 8   9    .rdata  ascii   NAN(IND)
1752 0x000352fc 0x00436cfc 8   9    .rdata  ascii   nan(ind)
1753 0x00035308 0x00436d08 5   6    .rdata  ascii   e+000
1754 0x00035490 0x00436e90 6   7    .rdata  ascii   Sunday
1755 0x00035498 0x00436e98 6   7    .rdata  ascii   Monday
1756 0x000354a0 0x00436ea0 7   8    .rdata  ascii   Tuesday
1757 0x000354a8 0x00436ea8 9   10   .rdata  ascii   Wednesday
1758 0x000354b4 0x00436eb4 8   9    .rdata  ascii   Thursday
1759 0x000354c0 0x00436ec0 6   7    .rdata  ascii   Friday
1760 0x000354c8 0x00436ec8 8   9    .rdata  ascii   Saturday
1761 0x00035504 0x00436f04 7   8    .rdata  ascii   January
1762 0x0003550c 0x00436f0c 8   9    .rdata  ascii   February
1763 0x00035518 0x00436f18 5   6    .rdata  ascii   March
1764 0x00035520 0x00436f20 5   6    .rdata  ascii   April
1765 0x00035528 0x00436f28 4   5    .rdata  ascii   June
1766 0x00035530 0x00436f30 4   5    .rdata  ascii   July
1767 0x00035538 0x00436f38 6   7    .rdata  ascii   August
1768 0x00035540 0x00436f40 9   10   .rdata  ascii   September
1769 0x0003554c 0x00436f4c 7   8    .rdata  ascii   October
1770 0x00035554 0x00436f54 8   9    .rdata  ascii   November
1771 0x00035560 0x00436f60 8   9    .rdata  ascii   December
1772 0x00035574 0x00436f74 8   9    .rdata  ascii   MM/dd/yy
1773 0x00035580 0x00436f80 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
1774 0x00035594 0x00436f94 8   9    .rdata  ascii   HH:mm:ss
1775 0x000355d8 0x00436fd8 6   14   .rdata  utf16le Sunday
1776 0x000355e8 0x00436fe8 6   14   .rdata  utf16le Monday
1777 0x000355f8 0x00436ff8 7   16   .rdata  utf16le Tuesday
1778 0x00035608 0x00437008 9   20   .rdata  utf16le Wednesday
1779 0x0003561c 0x0043701c 8   18   .rdata  utf16le Thursday
1780 0x00035630 0x00437030 6   14   .rdata  utf16le Friday
1781 0x00035640 0x00437040 8   18   .rdata  utf16le Saturday
1782 0x000356b4 0x004370b4 7   16   .rdata  utf16le January
1783 0x000356c4 0x004370c4 8   18   .rdata  utf16le February
1784 0x000356d8 0x004370d8 5   12   .rdata  utf16le March
1785 0x000356e4 0x004370e4 5   12   .rdata  utf16le April
1786 0x000356f0 0x004370f0 4   10   .rdata  utf16le June
1787 0x000356fc 0x004370fc 4   10   .rdata  utf16le July
1788 0x00035708 0x00437108 6   14   .rdata  utf16le August
1789 0x00035718 0x00437118 9   20   .rdata  utf16le September
1790 0x0003572c 0x0043712c 7   16   .rdata  utf16le October
1791 0x0003573c 0x0043713c 8   18   .rdata  utf16le November
1792 0x00035750 0x00437150 8   18   .rdata  utf16le December
1793 0x00035774 0x00437174 8   18   .rdata  utf16le MM/dd/yy
1794 0x00035788 0x00437188 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
1795 0x000357b0 0x004371b0 8   18   .rdata  utf16le HH:mm:ss
