[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000f0 0x000000f0 4   5            ascii   Rich
2     0x00000200 0x00000200 5   6            ascii   .text
3     0x00000227 0x00000227 7   8            ascii   `.rdata
4     0x0000024f 0x0000024f 6   7            ascii   @.data
5     0x00000278 0x00000278 6   7            ascii   .gfids
6     0x0000029f 0x0000029f 5   6            ascii   @.tls
7     0x000002c8 0x000002c8 5   6            ascii   .rsrc
8     0x000002ef 0x000002ef 7   8            ascii   @.reloc
2749  0x0004c2bd 0x0044cebd 4   5    .text   ascii   h`mK
2750  0x0004c3c9 0x0044cfc9 5   6    .text   ascii   ~\bOu\a
2751  0x0004c5bc 0x0044d1bc 5   8    .text   utf8    E\bRP蓽 blocks=Basic Latin,CJK Unified Ideographs
2752  0x0004c6ed 0x0044d2ed 5   6    .text   ascii   _\bKu\a
2753  0x0004c705 0x0044d305 4   5    .text   ascii   Y_^[
2754  0x0004c758 0x0044d358 4   5    .text   ascii   PSVW
2755  0x0004c795 0x0044d395 5   6    .text   ascii   ^\bKu\a
2756  0x0004c7af 0x0044d3af 4   5    .text   ascii   \br\v@
2757  0x0004c86d 0x0044d46d 4   5    .text   ascii   \br\v@
2758  0x0004c89e 0x0044d49e 4   5    .text   ascii   \br\v@
2759  0x0004c8d7 0x0044d4d7 4   5    .text   ascii   Y_^[
2760  0x0004c8fb 0x0044d4fb 4   5    .text   ascii   \bSVW
2761  0x0004c94a 0x0044d54a 4   5    .text   ascii   E\bRP
2762  0x0004c97c 0x0044d57c 4   5    .text   ascii   E RP
2763  0x0004cac3 0x0044d6c3 4   5    .text   ascii   C\bu\a
2764  0x0004cae2 0x0044d6e2 4   5    .text   ascii   \br\r@
2765  0x0004cb0b 0x0044d70b 4   5    .text   ascii   \br\r@
2766  0x0004cc05 0x0044d805 5   6    .text   ascii   _\bKu\a
2767  0x0004cc1d 0x0044d81d 4   5    .text   ascii   Y_^[
2768  0x0004cc2d 0x0044d82d 4   5    .text   ascii   h_oK
2769  0x0004cc49 0x0044d849 4   5    .text   ascii   SVWP
2770  0x0004cd20 0x0044d920 4   5    .text   ascii   \br\r@
2771  0x0004cdff 0x0044d9ff 4   7    .text   utf8    E\vuԃ blocks=Basic Latin,Cyrillic Supplement
2772  0x0004d040 0x0044dc40 4   5    .text   ascii   F\bu\a
2773  0x0004d083 0x0044dc83 4   5    .text   ascii   F\bu\a
2774  0x0004d15e 0x0044dd5e 4   5    .text   ascii   \br\r@
2775  0x0004d220 0x0044de20 4   5    .text   ascii   \br\r@
2776  0x0004d264 0x0044de64 5   6    .text   ascii   ^\bKu\a
2777  0x0004d27c 0x0044de7c 4   5    .text   ascii   Y_^[
2778  0x0004d29d 0x0044de9d 4   5    .text   ascii   h?pK
2779  0x0004d2b9 0x0044deb9 4   5    .text   ascii   SVWP
2780  0x0004d392 0x0044df92 4   5    .text   ascii   \br\r@
2781  0x0004d3d9 0x0044dfd9 5   6    .text   ascii   ^\bKu\a
2782  0x0004d68d 0x0044e28d 4   5    .text   ascii   C\bu\a
2783  0x0004d736 0x0044e336 4   5    .text   ascii   G\bu\a
2784  0x0004d746 0x0044e346 4   5    .text   ascii   \br\r@
2785  0x0004d7ff 0x0044e3ff 4   5    .text   ascii   \br\r@
2786  0x0004d8de 0x0044e4de 4   5    .text   ascii   \br\r@
2787  0x0004d922 0x0044e522 5   6    .text   ascii   ^\bKu\a
2788  0x0004d93e 0x0044e53e 4   5    .text   ascii   Y_^[
2789  0x0004d9fd 0x0044e5fd 4   5    .text   ascii   h|pK
2790  0x0004da0b 0x0044e60b 4   5    .text   ascii   \bSVW
2791  0x0004da50 0x0044e650 4   6    .text   utf8    sC+ӻ blocks=Basic Latin,Cyrillic
2792  0x0004daeb 0x0044e6eb 4   5    .text   ascii   y\bOu
2793  0x0004db40 0x0044e740 4   6    .text   utf8    ÉM\b3 blocks=Latin-1 Supplement,Basic Latin
2794  0x0004dba7 0x0044e7a7 4   5    .text   ascii   y\bOu
2795  0x0004dbca 0x0044e7ca 4   5    .text   ascii   Y_^[
2796  0x0004dc7d 0x0044e87d 4   5    .text   ascii   h\eqK
2797  0x0004dd3d 0x0044e93d 4   5    .text   ascii   hR)K
2798  0x0004dd48 0x0044e948 4   5    .text   ascii   PSVW
2799  0x0004dd87 0x0044e987 4   5    .text   ascii   F\bu\a
2800  0x0004ddb7 0x0044e9b7 4   5    .text   ascii   F\bu\a
2801  0x0004dde5 0x0044e9e5 5   6    .text   ascii   ^\bKu\a
2802  0x0004ddff 0x0044e9ff 4   5    .text   ascii   \br\v@
2803  0x0004dec3 0x0044eac3 4   5    .text   ascii   \br\v@
2804  0x0004def4 0x0044eaf4 4   5    .text   ascii   \br\v@
2805  0x0004df25 0x0044eb25 4   5    .text   ascii   \br\v@
2806  0x0004df56 0x0044eb56 4   5    .text   ascii   \br\v@
2807  0x0004df8f 0x0044eb8f 4   5    .text   ascii   Y_^[
2808  0x0004e4b9 0x0044f0b9 4   5    .text   ascii   SVWP
2809  0x0004e843 0x0044f443 4   5    .text   ascii   Y_^[
2810  0x0004e85d 0x0044f45d 4   5    .text   ascii   h*sK
2811  0x0004e879 0x0044f479 4   5    .text   ascii   SVWP
2812  0x0004e905 0x0044f505 4   5    .text   ascii   f9\au
2813  0x0004ec88 0x0044f888 4   5    .text   ascii   Y_^[
2814  0x0004ecad 0x0044f8ad 4   5    .text   ascii   hksK
2815  0x0004edd8 0x0044f9d8 5   6    .text   ascii   PQSVW
2816  0x0004edfe 0x0044f9fe 8   10   .text   utf8    w:+ظgfff blocks=Basic Latin,Arabic
2817  0x0004ee13 0x0044fa13 6   7    .text   ascii   ;N\bu\bQ
2818  0x0004ee3a 0x0044fa3a 6   7    .text   ascii   ;N\bu\bQ
2819  0x0004eea0 0x0044faa0 4   5    .text   ascii   Y_^[
2820  0x0004eeba 0x0044faba 6   8    .text   utf8    ٸgfffV blocks=Arabic,Basic Latin
2821  0x0004eeda 0x0044fada 4   5    .text   ascii   sV+3
2822  0x0004eedf 0x0044fadf 4   5    .text   ascii   gfff
2823  0x0004eefa 0x0044fafa 4   5    .text   ascii   r;+\v
2824  0x0004eeff 0x0044faff 4   5    .text   ascii   gfff
2825  0x0004efbc 0x0044fbbc 5   6    .text   ascii   gfff+
2826  0x0004efec 0x0044fbec 4   5    .text   ascii   gfff
2827  0x0004f026 0x0044fc26 4   5    .text   ascii   >_^[
2828  0x0004f09c 0x0044fc9c 10  12   .text   utf8    ^_[]ËE\b_[] blocks=Basic Latin,Latin-1 Supplement
2829  0x0004f0bb 0x0044fcbb 4   5    .text   ascii   \fSVW
2830  0x0004f10a 0x0044fd0a 4   5    .text   ascii   E\bRP
2831  0x0004f13c 0x0044fd3c 4   5    .text   ascii   EPRP
2832  0x0004f16e 0x0044fd6e 4   5    .text   ascii   E RP
2833  0x0004f1a0 0x0044fda0 5   8    .text   utf8    E8RP译 blocks=Basic Latin,CJK Unified Ideographs
2834  0x0004f3f4 0x0044fff4 4   5    .text   ascii   \br\r@
2835  0x0004f41d 0x0045001d 4   5    .text   ascii   \br\r@
2836  0x0004f446 0x00450046 4   5    .text   ascii   \br\r@
2837  0x0004f46f 0x0045006f 4   5    .text   ascii   \br\r@
2838  0x0004f58f 0x0045018f 4   5    .text   ascii   G\bu\a
2839  0x0004f5bc 0x004501bc 4   5    .text   ascii   G\bu\a
2840  0x0004f5ea 0x004501ea 5   6    .text   ascii   _\bKu\a
2841  0x0004f602 0x00450202 4   5    .text   ascii   Y_^[
2842  0x0004f6be 0x004502be 4   5    .text   ascii   u\bPV
2843  0x0004f6df 0x004502df 4   5    .text   ascii   E\b_^
2844  0x0004f706 0x00450306 5   7    .text   utf8    3ĉD$P blocks=Basic Latin,Latin Extended-A
2845  0x0004f730 0x00450330 6   7    .text   ascii   CD$ QP
2846  0x0004f745 0x00450345 4   5    .text   ascii   Dt$4
2847  0x0004f81d 0x0045041d 4   5    .text   ascii   h8uK
2848  0x0004f836 0x00450436 4   5    .text   ascii   SVWP
2849  0x0004fa13 0x00450613 4   5    .text   ascii   \br\r@
2850  0x0004fa49 0x00450649 4   5    .text   ascii   \br\r@
2851  0x0004fb3d 0x0045073d 4   5    .text   ascii   \br\r@
2852  0x0004fb73 0x00450773 4   5    .text   ascii   \br\r@
2853  0x0004fd3b 0x0045093b 4   5    .text   ascii   \br\r@
2854  0x0004fd71 0x00450971 4   5    .text   ascii   \br\r@
2855  0x0004fe65 0x00450a65 4   5    .text   ascii   \br\r@
2856  0x0004fe9b 0x00450a9b 4   5    .text   ascii   \br\r@
2857  0x0004fed8 0x00450ad8 4   5    .text   ascii   \br\r@
2858  0x0004ff01 0x00450b01 5   6    .text   ascii   \br\rAQ
2859  0x0004ff1d 0x00450b1d 4   5    .text   ascii   Y_^[
2860  0x0004ff89 0x00450b89 4   5    .text   ascii   9E\f[
2861  0x0004ffc8 0x00450bc8 5   6    .text   ascii   f9\au@
2862  0x0004ffdb 0x00450bdb 6   7    .text   ascii   \bf;\nu"
2863  0x00050082 0x00450c82 4   5    .text   ascii   h\tvK
2864  0x00050090 0x00450c90 4   5    .text   ascii   \fSVW
2865  0x000500fb 0x00450cfb 4   5    .text   ascii   F\bu\a
2866  0x00050153 0x00450d53 4   5    .text   ascii   F\bu\a
2867  0x000501ab 0x00450dab 4   5    .text   ascii   F\bu\a
2868  0x00050271 0x00450e71 4   5    .text   ascii   F\bu\a
2869  0x0005029b 0x00450e9b 4   5    .text   ascii   F\bu\a
2870  0x000502c6 0x00450ec6 5   6    .text   ascii   ^\bKu\a
2871  0x000502de 0x00450ede 4   5    .text   ascii   Y_^[
2872  0x000502fc 0x00450efc 6   9    .text   utf8    t\vjTV轲 blocks=Basic Latin,CJK Unified Ideographs
2873  0x00050322 0x00450f22 4   5    .text   ascii   hNvK
2874  0x0005032d 0x00450f2d 5   6    .text   ascii   PQSVW
2875  0x00050470 0x00451070 4   5    .text   ascii   C\bu\a
2876  0x0005049d 0x0045109d 4   5    .text   ascii   C\bu\a
2877  0x000504c8 0x004510c8 5   6    .text   ascii   {\bOu\a
2878  0x000504e4 0x004510e4 4   5    .text   ascii   Y_^[
2879  0x000504f2 0x004510f2 4   5    .text   ascii   h$wK
2880  0x0005050e 0x0045110e 4   5    .text   ascii   SVWP
2881  0x0005058a 0x0045118a 4   5    .text   ascii   \br\r@
2882  0x00050719 0x00451319 4   5    .text   ascii   \br\r@
2883  0x00050742 0x00451342 4   5    .text   ascii   \br\r@
2884  0x0005075b 0x0045135b 4   5    .text   ascii   \br\r@
2885  0x000507da 0x004513da 4   5    .text   ascii   G\bu\a
2886  0x0005082c 0x0045142c 4   5    .text   ascii   \br\r@
2887  0x00050855 0x00451455 4   5    .text   ascii   \br\r@
2888  0x0005087e 0x0045147e 4   5    .text   ascii   \br\r@
2889  0x0005089a 0x0045149a 4   5    .text   ascii   \br\r@
2890  0x00050922 0x00451522 4   5    .text   ascii   gfff
2891  0x0005097f 0x0045157f 5   6    .text   ascii   ~\bOu\a
2892  0x00050a06 0x00451606 4   5    .text   ascii   r\rAQ
2893  0x00050a21 0x00451621 4   5    .text   ascii   Y_^[
2894  0x00050ae8 0x004516e8 4   5    .text   ascii   G\bu\a
2895  0x00050b4b 0x0045174b 4   5    .text   ascii   G\bu\a
2896  0x00050c8f 0x0045188f 4   5    .text   ascii   E\fRP
2897  0x00050d9d 0x0045199d 4   5    .text   ascii   \br\r@
2898  0x00050e61 0x00451a61 4   5    .text   ascii   \br\v@
2899  0x00050e9b 0x00451a9b 4   5    .text   ascii   \br\r@
2900  0x00050eb0 0x00451ab0 5   6    .text   ascii   \br\rAQ
2901  0x00050f0e 0x00451b0e 4   5    .text   ascii   SVWP
2902  0x00051152 0x00451d52 4   5    .text   ascii   C\bu\a
2903  0x00051357 0x00451f57 4   5    .text   ascii   \br\r@
2904  0x00051370 0x00451f70 4   5    .text   ascii   \br\r@
2905  0x000513ef 0x00451fef 4   5    .text   ascii   \br\r@
2906  0x00051418 0x00452018 4   5    .text   ascii   \br\r@
2907  0x0005142d 0x0045202d 4   5    .text   ascii   \br\r@
2908  0x00051515 0x00452115 4   5    .text   ascii   F\bu\a
2909  0x00051572 0x00452172 4   5    .text   ascii   G\bu\a
2910  0x000515a3 0x004521a3 4   5    .text   ascii   \br\r@
2911  0x000515d2 0x004521d2 4   5    .text   ascii   F\bu\a
2912  0x000516b9 0x004522b9 4   5    .text   ascii   F\bu\a
2913  0x000516e1 0x004522e1 5   6    .text   ascii   ^\bKu\a
2914  0x00051781 0x00452381 4   5    .text   ascii   Y_^[
2915  0x000517f2 0x004523f2 4   5    .text   ascii   h(yK
2916  0x0005185d 0x0045245d 4   5    .text   ascii   \br\r@
2917  0x0005188a 0x0045248a 4   5    .text   ascii   \br\r@
2918  0x0005191c 0x0045251c 5   6    .text   ascii   CM8PQ
2919  0x000519a3 0x004525a3 4   5    .text   ascii   \br\r@
2920  0x000519cc 0x004525cc 4   5    .text   ascii   \br\r@
2921  0x000519f5 0x004525f5 4   5    .text   ascii   \br\r@
2922  0x00051a1e 0x0045261e 4   5    .text   ascii   \br\r@
2923  0x00051a52 0x00452652 4   5    .text   ascii   hxyK
2924  0x00051aa5 0x004526a5 4   5    .text   ascii   E\bRP
2925  0x00051ae2 0x004526e2 4   5    .text   ascii   E RP
2926  0x00051c64 0x00452864 5   6    .text   ascii   tnQhD
2927  0x00051c77 0x00452877 5   6    .text   ascii   t[Qht
2928  0x00051c8a 0x0045288a 5   6    .text   ascii   tHQhh
2929  0x00051c9d 0x0045289d 4   5    .text   ascii   t5Qh
2930  0x00051cd4 0x004528d4 4   7    .text   utf8    2ۋEԃ blocks=Basic Latin,Arabic,Cyrillic Supplement
2931  0x00051cdb 0x004528db 4   5    .text   ascii   \br\r@
2932  0x00051d04 0x00452904 4   5    .text   ascii   \br\r@
2933  0x00051d2d 0x0045292d 4   5    .text   ascii   \br\r@
2934  0x00051d56 0x00452956 5   6    .text   ascii   \br\rAQ
2935  0x00051dab 0x004529ab 4   5    .text   ascii   SVWP
2936  0x00051dfc 0x004529fc 4   5    .text   ascii   \at&j
2937  0x00051e73 0x00452a73 4   5    .text   ascii   \br\r@
2938  0x00051ea0 0x00452aa0 4   5    .text   ascii   \br\r@
2939  0x00051f83 0x00452b83 5   6    .text   ascii   CM8PQ
2940  0x00051fb2 0x00452bb2 4   5    .text   ascii   \br\r@
2941  0x00051fdb 0x00452bdb 4   5    .text   ascii   \br\r@
2942  0x00051ff0 0x00452bf0 4   5    .text   ascii   \br\r@
2943  0x00052041 0x00452c41 4   5    .text   ascii   r\rAQ
2944  0x0005205c 0x00452c5c 4   5    .text   ascii   Y_^[
2945  0x0005209b 0x00452c9b 4   5    .text   ascii   SVWP
2946  0x00052175 0x00452d75 4   5    .text   ascii   Y_^[
2947  0x000521ab 0x00452dab 4   5    .text   ascii   SVWP
2948  0x00052285 0x00452e85 4   5    .text   ascii   Y_^[
2949  0x000522ab 0x00452eab 6   8    .text   utf8    3ĉD$ V blocks=Basic Latin,Latin Extended-A
2950  0x000522e5 0x00452ee5 4   5    .text   ascii   L$ 3
2951  0x0005235b 0x00452f5b 4   5    .text   ascii   L$\fP
2952  0x00052385 0x00452f85 4   5    .text   ascii   \br\r@
2953  0x000523ae 0x00452fae 4   5    .text   ascii   \br\r@
2954  0x00052402 0x00453002 4   5    .text   ascii   h@zK
2955  0x00052434 0x00453034 4   5    .text   ascii   CE\bP
2956  0x000524ec 0x004530ec 4   5    .text   ascii   CE\bP
2957  0x00052573 0x00453173 4   5    .text   ascii   \br\r@
2958  0x000525cd 0x004531cd 5   6    .text   ascii   \br\rAQ
2959  0x000525f5 0x004531f5 4   5    .text   ascii   \br\r@
2960  0x00052670 0x00453270 4   5    .text   ascii   CE\bP
2961  0x00052734 0x00453334 4   5    .text   ascii   CE\bP
2962  0x000527bb 0x004533bb 4   5    .text   ascii   \br\r@
2963  0x000527e4 0x004533e4 4   5    .text   ascii   \br\r@
2964  0x00052825 0x00453425 4   5    .text   ascii   \br\r@
2965  0x0005284e 0x0045344e 4   5    .text   ascii   \br\r@
2966  0x00052875 0x00453475 4   5    .text   ascii   \br\r@
2967  0x000528c4 0x004534c4 4   5    .text   ascii   CE\bP
2968  0x000528d5 0x004534d5 4   5    .text   ascii   \br\r@
2969  0x000528fe 0x004534fe 4   5    .text   ascii   \br\r@
2970  0x00052929 0x00453529 4   5    .text   ascii   CE\bj
2971  0x00052941 0x00453541 5   6    .text   ascii   \br\rAQ
2972  0x00052970 0x00453570 4   5    .text   ascii   \bSVW
2973  0x000529da 0x004535da 4   5    .text   ascii   F\bu\a
2974  0x00052a3c 0x0045363c 5   6    .text   ascii   ~\bOu\a
2975  0x00052a52 0x00453652 4   5    .text   ascii   Y_^[
2976  0x00052abd 0x004536bd 4   5    .text   ascii   PSVW
2977  0x00052b23 0x00453723 4   5    .text   ascii   Y_^[
2978  0x00052bcd 0x004537cd 4   5    .text   ascii   PSVW
2979  0x00052c46 0x00453846 4   5    .text   ascii   Y_^[
2980  0x00052c62 0x00453862 4   5    .text   ascii   hR{K
2981  0x00052c7e 0x0045387e 4   5    .text   ascii   SVWP
2982  0x00052d6b 0x0045396b 4   6    .text   utf8    E܍E\b blocks=Basic Latin,Syriac
2983  0x00052fe5 0x00453be5 5   6    .text   ascii   ^\bKu\a
2984  0x00052ffb 0x00453bfb 4   5    .text   ascii   Y_^[
2985  0x00053022 0x00453c22 4   5    .text   ascii   h\b+K
2986  0x0005303b 0x00453c3b 4   5    .text   ascii   SVWP
2987  0x000530c7 0x00453cc7 4   5    .text   ascii   Y_^[
2988  0x000530f0 0x00453cf0 4   5    .text   ascii   ,SVW
2989  0x000531d0 0x00453dd0 5   8    .text   utf8    MЋ}ԋ7 blocks=Basic Latin,Cyrillic,Cyrillic Supplement
2990  0x0005326a 0x00453e6a 4   5    .text   ascii   Y_^[
2991  0x000532dd 0x00453edd 4   5    .text   ascii   PSVW
2992  0x0005339c 0x00453f9c 4   5    .text   ascii   Y_^[
2993  0x00053474 0x00454074 4   6    .text   utf8    E܉A$ blocks=Basic Latin,Syriac
2994  0x0005351a 0x0045411a 4   5    .text   ascii   Y_^[
2995  0x0005353c 0x0045413c 5   6    .text   ascii   t\vj0V
2996  0x00053562 0x00454162 4   5    .text   ascii   hh,K
2997  0x0005357e 0x0045417e 4   5    .text   ascii   SVWP
2998  0x00053594 0x00454194 4   5    .text   ascii   \a;G\f
2999  0x000536b1 0x004542b1 5   7    .text   utf8    \vG\bt\b
3000  0x00053731 0x00454331 4   5    .text   ascii   w\f;w
3001  0x00053783 0x00454383 4   5    .text   ascii   jqhh
3002  0x00053868 0x00454468 4   5    .text   ascii   Y_^[
3003  0x00053902 0x00454502 4   5    .text   ascii   h\a-K
3004  0x0005391b 0x0045451b 4   5    .text   ascii   SVWP
3005  0x000539aa 0x004545aa 4   5    .text   ascii   \a;E\b
3006  0x00053ab9 0x004546b9 4   5    .text   ascii   Y_^[
3007  0x00053ad2 0x004546d2 4   5    .text   ascii   h?-K
3008  0x00053b70 0x00454770 4   5    .text   ascii   \bSVW
3009  0x00053bf6 0x004547f6 4   5    .text   ascii   ~G(f
3010  0x00053c56 0x00454856 4   5    .text   ascii   Y_^[
3011  0x00053c80 0x00454880 4   5    .text   ascii   \fSVW
3012  0x00053dd2 0x004549d2 4   5    .text   ascii   Y_^[
3013  0x00053df2 0x004549f2 4   5    .text   ascii   Y_^[
3014  0x00053e2f 0x00454a2f 4   5    .text   ascii   _PRQ
3015  0x00053f3c 0x00454b3c 4   5    .text   ascii   E\f^]
3016  0x00053f49 0x00454b49 4   5    .text   ascii   E\f^]
3017  0x00053f6d 0x00454b6d 5   6    .text   ascii   PQSVW
3018  0x00053fe3 0x00454be3 5   6    .text   ascii   P\bSSV
3019  0x00053ffc 0x00454bfc 4   5    .text   ascii   Y_^[
3020  0x0005401d 0x00454c1d 5   6    .text   ascii   PQSVW
3021  0x00054093 0x00454c93 5   6    .text   ascii   P\bSSV
3022  0x000540ac 0x00454cac 4   5    .text   ascii   Y_^[
3023  0x000540cd 0x00454ccd 5   6    .text   ascii   PQSVW
3024  0x00054143 0x00454d43 5   6    .text   ascii   P\bSSV
3025  0x0005415c 0x00454d5c 4   5    .text   ascii   Y_^[
3026  0x0005417d 0x00454d7d 5   6    .text   ascii   PQSVW
3027  0x000541f3 0x00454df3 5   6    .text   ascii   P\bSSV
3028  0x0005420c 0x00454e0c 4   5    .text   ascii   Y_^[
3029  0x00054222 0x00454e22 4   5    .text   ascii   hF.K
3030  0x0005424b 0x00454e4b 5   6    .text   ascii   t\e;7u
3031  0x000542ed 0x00454eed 5   6    .text   ascii   PQSVW
3032  0x00054363 0x00454f63 5   6    .text   ascii   P\bSSV
3033  0x0005437c 0x00454f7c 4   5    .text   ascii   Y_^[
3034  0x00054411 0x00455011 4   5    .text   ascii   s#RS
3035  0x00054457 0x00455057 4   5    .text   ascii   [_^f
3036  0x000544bb 0x004550bb 4   5    .text   ascii   [_^]
3037  0x000544c8 0x004550c8 4   5    .text   ascii   \fX[_
3038  0x000544f1 0x004550f1 4   5    .text   ascii   E\fSV
3039  0x00054579 0x00455179 4   5    .text   ascii   _^[f
3040  0x0005473d 0x0045533d 5   6    .text   ascii   PQSVW
3041  0x0005475e 0x0045535e 4   5    .text   ascii   E\b;E
3042  0x00054797 0x00455397 4   6    .text   utf8    ŸGSE blocks=Latin Extended-A,Basic Latin
3043  0x000547a8 0x004553a8 4   5    .text   ascii   Y_^[
3044  0x000548f0 0x004554f0 4   5    .text   ascii   \bSVW
3045  0x00054949 0x00455549 4   5    .text   ascii   Y_^[
3046  0x00054980 0x00455580 4   5    .text   ascii   \bSVW
3047  0x000549d9 0x004555d9 4   5    .text   ascii   Y_^[
3048  0x00054a02 0x00455602 4   5    .text   ascii   h |K
3049  0x00054a10 0x00455610 4   5    .text   ascii   \bSVW
3050  0x00054a69 0x00455669 4   5    .text   ascii   Y_^[
3051  0x00054a92 0x00455692 4   5    .text   ascii   h@|K
3052  0x00054aa0 0x004556a0 4   5    .text   ascii   \bSVW
3053  0x00054af9 0x004556f9 4   5    .text   ascii   Y_^[
3054  0x00054b22 0x00455722 4   5    .text   ascii   h`|K
3055  0x00054b30 0x00455730 4   5    .text   ascii   \bSVW
3056  0x00054b89 0x00455789 4   5    .text   ascii   Y_^[
3057  0x00054bc0 0x004557c0 4   5    .text   ascii   \fSVW
3058  0x00054c7d 0x0045587d 4   5    .text   ascii   Y_^[
3059  0x00054cb2 0x004558b2 4   5    .text   ascii   h,1K
3060  0x00054db6 0x004559b6 10  12   .text   utf8    ^_[]ËE\b_[] blocks=Basic Latin,Latin-1 Supplement
3061  0x00054de0 0x004559e0 4   5    .text   ascii   ,SVW
3062  0x00054dff 0x004559ff 4   6    .text   utf8    Eȍw\b blocks=Basic Latin,Latin Extended-B
3063  0x00054ea8 0x00455aa8 4   5    .text   ascii   Y_^[
3064  0x00054ec2 0x00455ac2 4   5    .text   ascii   hF.K
3065  0x00054ecd 0x00455acd 5   6    .text   ascii   PQSVW
3066  0x00054f2f 0x00455b2f 4   5    .text   ascii   F\bu\a
3067  0x00054f65 0x00455b65 4   5    .text   ascii   Y_^[
3068  0x00055026 0x00455c26 5   6    .text   ascii   ~\bOu\a
3069  0x00055114 0x00455d14 5   6    .text   ascii   ~\bOu\a
3070  0x00055142 0x00455d42 4   5    .text   ascii   h^2K
3071  0x000551a4 0x00455da4 5   6    .text   ascii   ~\bOu\a
3072  0x000551dd 0x00455ddd 4   5    .text   ascii   PSVW
3073  0x0005523b 0x00455e3b 4   5    .text   ascii   Y_^[
3074  0x0005525c 0x00455e5c 4   5    .text   ascii   Y_^[
3075  0x00055285 0x00455e85 4   5    .text   ascii   Y_^[
3076  0x000552b7 0x00455eb7 4   5    .text   ascii   Y_^[
3077  0x000552d5 0x00455ed5 4   5    .text   ascii   Y_^[
3078  0x0005539a 0x00455f9a 6   7    .text   ascii   Yt\nj\fV
3079  0x00055668 0x00456268 6   7    .text   ascii   }\b9;t>
3080  0x0005569e 0x0045629e 5   6    .text   ascii   t\vVWP
3081  0x000556c3 0x004562c3 5   6    .text   ascii   t\nj V
3082  0x0005586c 0x0045646c 4   5    .text   ascii   H(Qj
3083  0x000559dd 0x004565dd 4   5    .text   ascii   ^_[]
3084  0x00055a1f 0x0045661f 4   5    .text   ascii   YY^]
3085  0x00055a54 0x00456654 4   5    .text   ascii   0j\fP
3086  0x00055a88 0x00456688 4   6    .text   utf8    \vh\bt
3087  0x00055ad0 0x004566d0 4   7    .text   utf8    t\tP蟘 blocks=Basic Latin,CJK Unified Ideographs
3088  0x00055b2a 0x0045672a 4   6    .text   utf8    \vh\bt
3089  0x00055d3c 0x0045693c 4   6    .text   utf8    \n3\b]
3090  0x00055e36 0x00456a36 4   6    .text   utf8    \n3\b]
3091  0x00055ef9 0x00456af9 4   5    .text   ascii   7j$V
3092  0x00055f29 0x00456b29 7   8    .text   ascii   YYt\nj$V
3093  0x00055f62 0x00456b62 4   5    .text   ascii   \rp`N
3094  0x00056020 0x00456c20 4   5    .text   ascii   9C(t
3095  0x0005608b 0x00456c8b 5   6    .text   ascii   9F\b~x
3096  0x000560c3 0x00456cc3 5   6    .text   ascii   ;F\b}x
3097  0x000560ce 0x00456cce 5   6    .text   ascii   9C(tV
3098  0x000560e3 0x00456ce3 5   6    .text   ascii   v\bYYP
3099  0x0005610e 0x00456d0e 4   5    .text   ascii   9C(t
3100  0x0005614e 0x00456d4e 4   5    .text   ascii   9A\bt
3101  0x00056163 0x00456d63 5   7    .text   utf8    C(3\vM
3102  0x000562e7 0x00456ee7 4   5    .text   ascii   u\r;N
3103  0x000562f1 0x00456ef1 4   5    .text   ascii   ;F\b|
3104  0x00056378 0x00456f78 4   6    .text   utf8    ʚ;SV blocks=IPA Extensions,Basic Latin
3105  0x000563b9 0x00456fb9 6   7    .text   ascii   Q\b;V\b}
3106  0x000563e7 0x00456fe7 4   5    .text   ascii   Q\b9Y
3107  0x000563f2 0x00456ff2 4   5    .text   ascii   r\n\vA
3108  0x000563f7 0x00456ff7 5   6    .text   ascii   u\r9Y\b
3109  0x00056404 0x00457004 4   5    .text   ascii   Y\b_^
3110  0x00056474 0x00457074 4   7    .text   utf8    }ĉMȅ blocks=Basic Latin,Latin Extended-A,Latin Extended-B
3111  0x000564b1 0x004570b1 4   5    .text   ascii   Yj\vY
3112  0x000564bd 0x004570bd 8   12   .text   utf8    }čuЋMȃ~\b blocks=Basic Latin,Latin Extended-A,Cyrillic,Latin Extended-B
3113  0x0005650d 0x0045710d 4   8    .text   utf8    넋Mȃ! blocks=Hangul Syllables,Basic Latin,Latin Extended-B
3114  0x00056539 0x00457139 5   6    .text   ascii   D2\ftF
3115  0x000565b2 0x004571b2 4   5    .text   ascii   E\bPj
3116  0x000565d2 0x004571d2 5   6    .text   ascii   M\f+M\b
3117  0x0005662c 0x0045722c 5   6    .text   ascii   M\bQRP
3118  0x00056656 0x00457256 6   8    .text   utf8    Wj\nY3\t
3119  0x000566a4 0x004572a4 5   7    .text   utf8    HL:\fC
3120  0x000566b4 0x004572b4 4   5    .text   ascii   _^[]
3121  0x000566c1 0x004572c1 4   5    .text   ascii   M\bV3
3122  0x000566c6 0x004572c6 4   5    .text   ascii   9p\bt
3123  0x000566ef 0x004572ef 4   5    .text   ascii   M\fQV
3124  0x00056759 0x00457359 4   5    .text   ascii   M\bQh
3125  0x000567d3 0x004573d3 4   6    .text   utf8    _^á0 blocks=Basic Latin,Latin-1 Supplement
