[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
345  0x0000efaf 0x1000fbaf 6   7    .text   ascii   ;=u\eSj
346  0x0000f0ae 0x1000fcae 4   5    .text   ascii   ;{u\
347  0x0000f136 0x1000fd36 7   15   .text   utf16le jjjjjjj
348  0x0000f1c6 0x1000fdc6 7   15   .text   utf16le jjjjjjj
349  0x0000f32c 0x1000ff2c 4   5    .text   ascii   Y_^[
350  0x0000f3a5 0x1000ffa5 4   5    .text   ascii   t\rQP
351  0x0000f8b9 0x100104b9 7   9    .text   utf8    M\f3\t1^[
352  0x0000f8cc 0x100104cc 5   6    .text   ascii   r\bWtM
353  0x0000f8e7 0x100104e7 7   8    .text   ascii   G\b;C\bu(
354  0x0000f8ef 0x100104ef 7   8    .text   ascii   G\f;C\fu 
355  0x0000f924 0x10010524 5   6    .text   ascii   M\f_^[
356  0x0000f945 0x10010545 4   5    .text   ascii   1_^3
357  0x0000fa74 0x10010674 5   6    .text   ascii   t\vj(V
358  0x0000fb0f 0x1001070f 4   7    .text   utf8    3ɋǺ\f blocks=Basic Latin,Latin Extended-B
359  0x0000fb92 0x10010792 4   7    .text   utf8    3ɉM܅ blocks=Basic Latin,Latin Extended-B,Syriac
360  0x0000fbf2 0x100107f2 4   6    .text   utf8    E؉\aP blocks=Basic Latin,Arabic
361  0x0000fc49 0x10010849 5   7    .text   utf8    PL3\vM
362  0x0000fcc6 0x100108c6 4   5    .text   ascii   6j\fP
363  0x0000fdc0 0x100109c0 5   6    .text   ascii   ;A\buZ
364  0x0000fdca 0x100109ca 5   6    .text   ascii   ;A\fuP
365  0x0000fdd7 0x100109d7 4   5    .text   ascii   uFf;
366  0x0000ffaa 0x10010baa 4   6    .text   utf8    tRhس blocks=Basic Latin,Arabic
367  0x0001009f 0x10010c9f 6   7    .text   ascii   3;w\ft\e
368  0x000100b8 0x10010cb8 4   5    .text   ascii   ;w\fu
369  0x000102d3 0x10010ed3 8   17   .text   utf16le jjjjjjjj
370  0x00010477 0x10011077 4   6    .text   utf8    F\f+Ѓ blocks=Basic Latin,Cyrillic
371  0x0001050e 0x1001110e 4   6    .text   utf8    3ĉD$ blocks=Basic Latin,Latin Extended-A
372  0x00010548 0x10011148 5   6    .text   ascii   CD$\bj
373  0x000105ce 0x100111ce 8   10   .text   utf8    3ĉD$@SVW blocks=Basic Latin,Latin Extended-A
374  0x000105de 0x100111de 7   8    .text   ascii   _<;wHt\e
375  0x000105f8 0x100111f8 4   5    .text   ascii   ;wHu
376  0x00010672 0x10011272 9   10   .text   ascii   D$D;D$HtE
377  0x0001068b 0x1001128b 5   6    .text   ascii   ~D$ f
378  0x000106ad 0x100112ad 5   6    .text   ascii   ~D$8f
379  0x000106b7 0x100112b7 4   5    .text   ascii   D$D0
380  0x00010748 0x10011348 4   5    .text   ascii   6;w\
381  0x00010767 0x10011367 4   5    .text   ascii   |$D;
382  0x00010783 0x10011383 4   5    .text   ascii   D$H+
383  0x000107af 0x100113af 4   5    .text   ascii   w QV
384  0x000107bc 0x100113bc 4   5    .text   ascii   L$L3
385  0x000107c1 0x100113c1 4   5    .text   ascii   _^[3
386  0x0001083c 0x1001143c 5   7    .text   utf8     t\nǁ$ blocks=Basic Latin,Latin Extended-B
387  0x0001098e 0x1001158e 5   7    .text   utf8    3ĉD$4 blocks=Basic Latin,Latin Extended-A
388  0x000109b1 0x100115b1 4   5    .text   ascii   )D$ 
389  0x000109fe 0x100115fe 4   5    .text   ascii   D$ P
390  0x00010a20 0x10011620 5   6    .text   ascii   F Phx
391  0x00010a87 0x10011687 5   7    .text   utf8    L$\f3>
392  0x00010af5 0x100116f5 4   5    .text   ascii   A\bh0
393  0x00010b0d 0x1001170d 4   6    .text   utf8    T$$+
394  0x00010b13 0x10011713 4   5    .text   ascii   L$ j
395  0x00010b20 0x10011720 4   5    .text   ascii   t$ P
396  0x00010b25 0x10011725 4   5    .text   ascii   D$<+
397  0x00010b2c 0x1001172c 6   7    .text   ascii   D$$RQh
398  0x00010d99 0x10011999 5   9    .text   utf8    i7m۶ǅ blocks=Basic Latin,Arabic,Latin Extended-B
399  0x00010dd5 0x100119d5 5   6    .text   ascii   s(;s,
400  0x00011016 0x10011c16 7   15   .text   utf16le jjjjjjj
401  0x00011035 0x10011c35 4   5    .text   ascii   HjZW
402  0x00011042 0x10011c42 4   5    .text   ascii   ,C P
403  0x000110d0 0x10011cd0 4   5    .text   ascii   C\b+C
404  0x000110d8 0x10011cd8 4   7    .text   utf8    i7m۶ blocks=Basic Latin,Arabic
405  0x00011127 0x10011d27 4   6    .text   utf8    F\f+Ѓ blocks=Basic Latin,Cyrillic
406  0x000111aa 0x10011daa 4   5    .text   ascii   VWj@
407  0x000111cb 0x10011dcb 5   6    .text   ascii   )D$ P
408  0x000111e9 0x10011de9 5   6    .text   ascii   L$ QP
409  0x00011204 0x10011e04 5   6    .text   ascii   +L$$Q
410  0x0001120a 0x10011e0a 8   9    .text   ascii   L$,+L$$Q
411  0x0001127b 0x10011e7b 4   5    .text   ascii   D$|P
412  0x0001128d 0x10011e8d 4   5    .text   ascii   D$|P
413  0x000112d8 0x10011ed8 4   5    .text   ascii   +D$x
414  0x000112dd 0x10011edd 9   10   .text   ascii   L$|+L$tPQ
415  0x00011311 0x10011f11 5   6    .text   ascii   t$|VP
416  0x0001135b 0x10011f5b 4   5    .text   ascii   D$0P
417  0x00011435 0x10012035 4   6    .text   utf8    VWhس blocks=Basic Latin,Arabic
418  0x00011489 0x10012089 4   5    .text   ascii   F\bWP
419  0x000114f7 0x100120f7 4   5    .text   ascii   _^[]
420  0x00011663 0x10012263 4   5    .text   ascii   P(_^
421  0x00011744 0x10012344 4   6    .text   utf8    G\b+ƃ blocks=Basic Latin,Latin Extended-B
422  0x000117cf 0x100123cf 4   7    .text   utf8    i7m۶ blocks=Basic Latin,Arabic
423  0x000117ef 0x100123ef 4   6    .text   utf8    #+ύA blocks=Basic Latin,Greek and Coptic
424  0x00011947 0x10012547 4   5    .text   ascii   Y_^[
425  0x000119b7 0x100125b7 4   5    .text   ascii   C\fTs
426  0x00011a31 0x10012631 4   5    .text   ascii   V=@)
427  0x00011a5d 0x1001265d 4   5    .text   ascii   Y_^[
428  0x00011a83 0x10012683 4   5    .text   ascii   \fSVW
429  0x00011ab4 0x100126b4 4   5    .text   ascii   Y_^[
430  0x00011b11 0x10012711 4   5    .text   ascii   F\bht
431  0x00011b18 0x10012718 4   5    .text   ascii   F\f4t
432  0x00011bbb 0x100127bb 4   5    .text   ascii   Y_^[
433  0x00011c0b 0x1001280b 5   6    .text   ascii   t\vj(V
434  0x00011c6c 0x1001286c 4   5    .text   ascii   ~8u,
435  0x00011d54 0x10012954 4   5    .text   ascii   E\fV3
436  0x00011d5f 0x1001295f 6   7    .text   ascii   90u)9p
437  0x00011d8d 0x1001298d 4   5    .text   ascii   M\bRP
438  0x00011ec1 0x10012ac1 4   5    .text   ascii   G\bht
439  0x00011ec8 0x10012ac8 4   5    .text   ascii   G\f4t
440  0x000120b3 0x10012cb3 4   5    .text   ascii   VWh0
441  0x000120d2 0x10012cd2 6   8    .text   utf8    3ҋN\b9F blocks=Basic Latin,Cyrillic
442  0x00012115 0x10012d15 4   5    .text   ascii   u\b_3
443  0x00012140 0x10012d40 5   6    .text   ascii   t\vWVP
444  0x0001216b 0x10012d6b 4   5    .text   ascii   [_^]
445  0x000122d1 0x10012ed1 4   5    .text   ascii   M\fSV
446  0x000123bf 0x10012fbf 5   6    .text   ascii   ~Bj%W
447  0x0001244e 0x1001304e 4   5    .text   ascii   ?w8j
448  0x0001248b 0x1001308b 4   5    .text   ascii   ^@h0
449  0x00012520 0x10013120 4   5    .text   ascii   ~@(f
450  0x00012580 0x10013180 4   5    .text   ascii   =UUU
451  0x00012860 0x10013460 6   8    .text   utf8    ^_]Ãl$ blocks=Basic Latin,Latin-1 Supplement
452  0x0001298e 0x1001358e 6   8    .text   utf8    Ћw\bj\fW blocks=Cyrillic,Basic Latin
453  0x00012a2a 0x1001362a 5   6    .text   ascii   y(97u
454  0x00012ac5 0x100136c5 5   6    .text   ascii   t\vj0V
455  0x00012b45 0x10013745 4   5    .text   ascii   t\rQP
456  0x00012dce 0x100139ce 4   7    .text   utf8    t\tQ耣 blocks=Basic Latin,CJK Unified Ideographs
457  0x0001303c 0x10013c3c 5   6    .text   ascii   9M\bt7
458  0x000130fe 0x10013cfe 5   7    .text   utf8    3ĉD$T blocks=Basic Latin,Latin Extended-A
459  0x00013283 0x10013e83 5   6    .text   ascii   ;q\ft%
460  0x0001329c 0x10013e9c 5   8    .text   utf8    ;w\fu blocks=Basic Latin,Private Use Area
461  0x0001339a 0x10013f9a 5   6    .text   ascii   ;G\bt4
462  0x00013419 0x10014019 4   5    .text   ascii   w8RQ
463  0x000134df 0x100140df 7   8    .text   ascii   w\b;w\ft9
464  0x0001351a 0x1001411a 6   8    .text   utf8    ;w\fuǋ} blocks=Basic Latin,Latin Extended-B
465  0x00013575 0x10014175 6   9    .text   utf8    EԉMЋO\b blocks=Basic Latin,Cyrillic Supplement,Cyrillic
466  0x00013581 0x10014181 6   9    .text   utf8    E؉MԋO\f blocks=Basic Latin,Arabic,Cyrillic Supplement
467  0x0001358d 0x1001418d 5   8    .text   utf8    E܉M؋O blocks=Basic Latin,Syriac,Arabic
468  0x000136ad 0x100142ad 6   9    .text   utf8    ڋ\b+ً}\b blocks=Arabic,Basic Latin
469  0x00013830 0x10014430 4   5    .text   ascii   \bfff
470  0x00013921 0x10014521 4   5    .text   ascii   G\bVP
471  0x00013994 0x10014594 4   5    .text   ascii   Y_^[
472  0x000139eb 0x100145eb 4   7    .text   utf8    i7m۶ blocks=Basic Latin,Arabic
473  0x00013b22 0x10014722 4   7    .text   utf8    i7m۶ blocks=Basic Latin,Arabic
474  0x00013b41 0x10014741 4   6    .text   utf8    #+ȉE blocks=Basic Latin,Latin Extended-B
475  0x00013b75 0x10014775 4   5    .text   ascii   \f7_^
476  0x00013bfc 0x100147fc 5   6    .text   ascii   t\vj(P
477  0x00013c15 0x10014815 5   6    .text   ascii   t\vj(P
478  0x00013cee 0x100148ee 4   5    .text   ascii   90u\n
479  0x00013d38 0x10014938 5   6    .text   ascii   f;;u>
480  0x00013d7e 0x1001497e 4   5    .text   ascii   9\at\
481  0x00013db3 0x100149b3 5   7    .text   utf8    t_+߉] blocks=Basic Latin,NKo
482  0x00013efc 0x10014afc 5   6    .text   ascii   t\nj\fV
483  0x00013f2e 0x10014b2e 4   6    .text   utf8    ]Ã}\b blocks=Basic Latin,Latin-1 Supplement
484  0x00013f75 0x10014b75 7   8    .text   ascii   M\f;J\fr\n
485  0x00014068 0x10014c68 4   5    .text   ascii   t\fh,
486  0x000140f2 0x10014cf2 4   5    .text   ascii   u"h,
487  0x000141df 0x10014ddf 4   5    .text   ascii   Y_^[
488  0x000141f5 0x10014df5 5   7    .text   utf8    u\t39$
489  0x00014235 0x10014e35 4   5    .text   ascii   u\bu\a
490  0x00014252 0x10014e52 4   5    .text   ascii   #E\b]
491  0x000142cd 0x10014ecd 4   5    .text   ascii   Y_^[
492  0x0001430b 0x10014f0b 5   6    .text   ascii   t>+}\f
493  0x00014336 0x10014f36 4   5    .text   ascii   8csm
494  0x0001435c 0x10014f5c 4   5    .text   ascii   Y_^[
495  0x00014597 0x10015197 5   6    .text   ascii   PQSVW
496  0x000145d1 0x100151d1 4   5    .text   ascii   Y_^[
497  0x0001463c 0x1001523c 4   5    .text   ascii   Y_^[
498  0x00014729 0x10015329 4   5    .text   ascii   t hX
499  0x000147aa 0x100153aa 4   5    .text   ascii   Y_^[
500  0x00014844 0x10015444 4   5    .text   ascii   Y_^[
501  0x000148e4 0x100154e4 4   5    .text   ascii   u#SP
502  0x00014910 0x10015510 4   5    .text   ascii   uHSW
503  0x00014923 0x10015523 4   5    .text   ascii   t5SW
504  0x0001493a 0x1001553a 4   5    .text   ascii   0h^R
505  0x0001496d 0x1001556d 4   5    .text   ascii   Y_^[
506  0x00014a20 0x10015620 6   8    .text   utf8    SVW3ɍ} blocks=Basic Latin,Latin Extended-B
507  0x00014a34 0x10015634 6   8    .text   utf8    O\b3ɉW\f blocks=Basic Latin,Latin Extended-B
508  0x00014a46 0x10015646 4   5    .text   ascii   ntel
509  0x00014a4d 0x1001564d 5   6    .text   ascii   5ineI
510  0x00014a58 0x10015658 5   6    .text   ascii   5Genu
511  0x00014a7d 0x1001567d 4   5    .text   ascii   S\fuC
512  0x00014a8e 0x1001568e 4   5    .text   ascii   t#=`
513  0x00014aaa 0x100156aa 4   5    .text   ascii   t\a=p
514  0x00014bc0 0x100157c0 4   5    .text   ascii   _^[3
515  0x00014dcd 0x100159cd 4   6    .text   utf8    \vȉ\r\b blocks=Basic Latin,Latin Extended-B
516  0x00014fde 0x10015bde 6   7    .text   ascii   Yt\nj\fV
517  0x00015143 0x10015d43 6   7    .text   ascii   }\b9;t>
518  0x00015179 0x10015d79 5   6    .text   ascii   t\vVWP
519  0x0001519e 0x10015d9e 5   6    .text   ascii   t\nj V
520  0x00015276 0x10015e76 5   6    .text   ascii   QQSWj
521  0x0001556b 0x1001616b 4   5    .text   ascii   j,VW
522  0x000155be 0x100161be 6   8    .text   utf8    3\bL:\fF
523  0x000156e7 0x100162e7 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
524  0x0001579d 0x1001639d 5   7    .text   utf8    I9_^[
525  0x000157db 0x100163db 4   7    .text   utf8    M\bP蝹 blocks=Basic Latin,CJK Unified Ideographs
526  0x00015a96 0x10016696 5   6    .text   ascii   t\njXV
527  0x00015ae2 0x100166e2 6   7    .text   ascii   Yt\njHV
528  0x00015b18 0x10016718 5   6    .text   ascii   t\njPV
529  0x00015b3a 0x1001673a 5   6    .text   ascii   t\nj8V
530  0x00015b5d 0x1001675d 5   6    .text   ascii   t\nj\bV
531  0x00015ba9 0x100167a9 6   7    .text   ascii   Yt\nj8V
532  0x00015c5d 0x1001685d 4   5    .text   ascii   sLVj
533  0x00015c8d 0x1001688d 4   5    .text   ascii   ;E\fr
534  0x00015ca8 0x100168a8 4   5    .text   ascii   BRPQ
535  0x00015cc9 0x100168c9 5   7    .text   utf8    }\b3ۉ] blocks=Basic Latin,Arabic
536  0x00015cd6 0x100168d6 4   5    .text   ascii   uCj\b
537  0x00015d99 0x10016999 4   5    .text   ascii   ND^[
538  0x00015e89 0x10016a89 5   6    .text   ascii   A<9\au
539  0x00015ea3 0x10016aa3 4   6    .text   utf8    0^_Ë blocks=Basic Latin,Latin-1 Supplement
540  0x00015f08 0x10016b08 6   7    .text   ascii   W9^Lt\e
541  0x00015f51 0x10016b51 5   7    .text   utf8    VD^[ð blocks=Basic Latin,Latin-1 Supplement
542  0x00015f79 0x10016b79 5   6    .text   ascii   +E\f;E
543  0x000160d3 0x10016cd3 4   5    .text   ascii   wLVj
544  0x00016123 0x10016d23 6   7    .text   ascii   F\f9\bs"
545  0x00016177 0x10016d77 6   7    .text   ascii   N<9\bt\v
546  0x000161cc 0x10016dcc 5   6    .text   ascii   QQSVW
547  0x00016297 0x10016e97 4   6    .text   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
548  0x000162c6 0x10016ec6 5   6    .text   ascii   9_LtR
549  0x00016346 0x10016f46 4   6    .text   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
550  0x00016365 0x10016f65 4   5    .text   ascii   E\f\vE
551  0x00016425 0x10017025 5   6    .text   ascii   9_Lu\b
552  0x0001643a 0x1001703a 6   7    .text   ascii   GL9_8u
553  0x00016495 0x10017095 4   7    .text   utf8    Iuȃ} blocks=Basic Latin,Latin Extended-B
554  0x000164b3 0x100170b3 8   14   .text   utf8    ƉEЋƋuȉĒ blocks=Latin Extended-B,Basic Latin,Cyrillic,Combining Diacritical Marks
555  0x000164de 0x100170de 4   6    .text   utf8    uЍG@ blocks=Basic Latin,Cyrillic
556  0x0001660a 0x1001720a 5   7    .text   utf8    _Ë\aSV blocks=Basic Latin,Latin-1 Supplement
557  0x0001663c 0x1001723c 4   6    .text   utf8    ^[_Ã blocks=Basic Latin,Latin-1 Supplement
558  0x000166b6 0x100172b6 4   5    .text   ascii   G,)\b
559  0x000166de 0x100172de 4   5    .text   ascii   wLPj
560  0x0001670d 0x1001730d 4   5    .text   ascii   wLSj
561  0x000167b0 0x100173b0 4   5    .text   ascii   A,)0
562  0x000168c0 0x100174c0 4   5    .text   ascii   sLVj
563  0x00016949 0x10017549 4   5    .text   ascii   E\bVP
564  0x00016961 0x10017561 4   5    .text   ascii   A0)0
565  0x00016a52 0x10017652 4   6    .text   utf8    \nrЋM blocks=Basic Latin,Cyrillic
566  0x00016ae0 0x100176e0 4   5    .text   ascii   9E$j
567  0x00016b74 0x10017774 7   8    .text   ascii   PPPPPWS
568  0x00016b97 0x10017797 4   5    .text   ascii   U\ft0
569  0x00016c2b 0x1001782b 4   5    .text   ascii   PP9E
570  0x00016c9d 0x1001789d 4   5    .text   ascii   QVWj
571  0x00016d18 0x10017918 4   5    .text   ascii   ^_[]
572  0x00016d5a 0x1001795a 4   5    .text   ascii   YY^]
573  0x00016db1 0x100179b1 4   5    .text   ascii   0j\fP
574  0x00016e49 0x10017a49 5   7    .text   utf8    Ɖ~4_^ blocks=Latin Extended-B,Basic Latin
575  0x00016eb4 0x10017ab4 4   5    .text   ascii   txh|
576  0x00016faf 0x10017baf 4   5    .text   ascii   j\rj\b
577  0x00016ffd 0x10017bfd 4   5    .text   ascii   SSSh
578  0x000170a8 0x10017ca8 6   7    .text   ascii   u<j\bj\b
579  0x000170f1 0x10017cf1 5   6    .text   ascii   Vj\bj\b
580  0x0001716b 0x10017d6b 6   7    .text   ascii   9>u(Sh
581  0x00017283 0x10017e83 4   5    .text   ascii   \bSVW
582  0x000172ae 0x10017eae 4   5    .text   ascii   Y_^[
583  0x00017330 0x10017f30 4   5    .text   ascii   Y_^[
584  0x000173b6 0x10017fb6 4   5    .text   ascii   SVWP
585  0x000173cb 0x10017fcb 7   10   .text   utf8    u#3\reȋM blocks=Basic Latin,Latin Extended-B
586  0x000173dc 0x10017fdc 4   5    .text   ascii   Y_^[
587  0x00017488 0x10018088 4   5    .text   ascii   t9WV
588  0x00017767 0x10018367 5   8    .text   utf8    3IEȋE blocks=Basic Latin,Latin Extended-B
589  0x00017770 0x10018370 4   6    .text   utf8    E̋E\f blocks=Basic Latin,Combining Diacritical Marks
590  0x0001777c 0x1001837c 4   6    .text   utf8    EԋE  blocks=Basic Latin,Cyrillic Supplement
591  0x0001785b 0x1001845b 6   7    .text   ascii   QQSVWd
592  0x0001790a 0x1001850a 6   7    .text   ascii   u\b;p$u
593  0x0001791a 0x1001851a 4   5    .text   ascii   p$^]
594  0x00017952 0x10018552 5   6    .text   ascii   H\b3M\f
595  0x000179b6 0x100185b6 5   11   .text   utf16le jjjjj
596  0x000179ea 0x100185ea 4   5    .text   ascii   \bSVW
597  0x00017a2f 0x1001862f 4   5    .text   ascii   8csm
598  0x00017a86 0x10018686 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
599  0x00017ab6 0x100186b6 4   5    .text   ascii   Y_^[
600  0x00017ad0 0x100186d0 4   5    .text   ascii   t2VW
601  0x00017ada 0x100186da 4   5    .text   ascii   >csm
602  0x00017b31 0x10018731 6   7    .text   ascii   M\b9\bt\f
603  0x00017b77 0x10018777 4   5    .text   ascii   ?RCC
604  0x00017b7f 0x1001877f 4   5    .text   ascii   ?MOC
605  0x00017b87 0x10018787 4   5    .text   ascii   ?csm
606  0x00017cd1 0x100188d1 4   5    .text   ascii   +j\bf
607  0x00017d59 0x10018959 5   6    .text   ascii   \rq<xA
608  0x00017d8d 0x1001898d 4   5    .text   ascii   f9\au
609  0x00017db2 0x100189b2 4   6    .text   utf8    ۋK\bj blocks=Arabic,Basic Latin
610  0x00017e8e 0x10018a8e 5   6    .text   ascii   f9\ntJ
611  0x00017eaf 0x10018aaf 4   6    .text   utf8    \a+ȋE blocks=Basic Latin,Latin Extended-B
612  0x00017ebb 0x10018abb 5   6    .text   ascii   f9\f8u
613  0x00017ed8 0x10018ad8 4   5    .text   ascii   f9\nu
614  0x00017f67 0x10018b67 6   7    .text   ascii   3\f8_^]
615  0x00017f88 0x10018b88 4   5    .text   ascii   ]\bVW
616  0x00018058 0x10018c58 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
617  0x0001805e 0x10018c5e 4   5    .text   ascii   8csm
618  0x000180a8 0x10018ca8 6   7    .text   ascii   E\f9x\ft
619  0x000180e5 0x10018ce5 4   5    .text   ascii   E\bSW
620  0x00018133 0x10018d33 4   5    .text   ascii   hcsm
621  0x0001814f 0x10018d4f 4   6    .text   utf8    ̋L$\f blocks=Combining Diacritical Marks,Basic Latin
622  0x00018361 0x10018f61 6   8    .text   utf8    D$\f^_Ë blocks=Basic Latin,Latin-1 Supplement
623  0x000183f6 0x10018ff6 4   5    .text   ascii   oF f
624  0x00018452 0x10019052 4   5    .text   ascii   oF f
625  0x000184aa 0x100190aa 4   5    .text   ascii   oF f
626  0x00018585 0x10019185 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
627  0x00018591 0x10019191 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
628  0x000185a3 0x100191a3 7   9    .text   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
629  0x000185bd 0x100191bd 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
630  0x00018631 0x10019231 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
631  0x0001863f 0x1001923f 7   9    .text   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
632  0x00018655 0x10019255 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
633  0x0001866f 0x1001926f 5   6    .text   ascii   D$\f^_
634  0x00018755 0x10019355 5   6    .text   ascii   D$\f^_
635  0x0001878b 0x1001938b 4   5    .text   ascii   oV f
636  0x00018790 0x10019390 4   5    .text   ascii   o^0f
637  0x000187a8 0x100193a8 4   5    .text   ascii   of@f
638  0x000187ad 0x100193ad 4   5    .text   ascii   onPf
639  0x000187b2 0x100193b2 4   5    .text   ascii   ov`f
640  0x000187b7 0x100193b7 4   5    .text   ascii   o~pf
641  0x00018830 0x10019430 5   6    .text   ascii   \aFGIu
642  0x00018841 0x10019441 6   8    .text   utf8    D$\f^_Í blocks=Basic Latin,Latin-1 Supplement
643  0x00018867 0x10019467 4   5    .text   ascii   FGIu
644  0x000189af 0x100195af 7   8    .text   ascii   F\b;B\btU
645  0x00018a0c 0x1001960c 7   8    .text   ascii   F\f;B\ftU
646  0x00018bdd 0x100197dd 4   5    .text   ascii   j Y+
647  0x00019736 0x1001a336 4   6    .text   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
648  0x0001985f 0x1001a45f 5   6    .text   ascii   BVj(j
649  0x000198ac 0x1001a4ac 4   6    .text   utf8    [Ã=0 blocks=Basic Latin,Latin-1 Supplement
650  0x000199bd 0x1001a5bd 4   5    .text   ascii   G\bPQ
651  0x00019a19 0x1001a619 4   5    .text   ascii   G\bPQ
652  0x00019a22 0x1001a622 4   5    .text   ascii   YYPV
653  0x00019a65 0x1001a665 4   5    .text   ascii   Y_^[
654  0x00019a71 0x1001a671 4   5    .text   ascii   j\bhp
655  0x00019af7 0x1001a6f7 4   5    .text   ascii   Y_^[
656  0x00019b1d 0x1001a71d 4   5    .text   ascii   u SW
657  0x00019b7c 0x1001a77c 4   5    .text   ascii   t\aWP
658  0x00019b85 0x1001a785 4   5    .text   ascii   _^[]
659  0x00019b8f 0x1001a78f 4   5    .text   ascii   dSVW
660  0x00019bc8 0x1001a7c8 4   5    .text   ascii   ;csm
661  0x00019c35 0x1001a835 4   5    .text   ascii   ;csm
662  0x00019c5b 0x1001a85b 4   5    .text   ascii   u\t9s
663  0x00019cd8 0x1001a8d8 10  14   .text   utf8    3\t}ЉEԁ;csm blocks=Basic Latin,Cyrillic,Cyrillic Supplement
664  0x00019d16 0x1001a916 5   6    .text   ascii   u$9G\f
665  0x00019d3d 0x1001a93d 5   8    .text   utf8    E\tE؉U blocks=Basic Latin,Arabic
666  0x00019e96 0x1001aa96 8   9    .text   ascii   &9G\fv!8E
667  0x00019ea9 0x1001aaa9 4   5    .text   ascii   u QW
668  0x00019ec6 0x1001aac6 5   6    .text   ascii   uf_^[
669  0x00019f0a 0x1001ab0a 4   5    .text   ascii   u\fSV
670  0x00019f53 0x1001ab53 6   7    .text   ascii   9x\btFW
671  0x00019f66 0x1001ab66 5   6    .text   ascii   9p\bt3
672  0x00019f6c 0x1001ab6c 4   5    .text   ascii   ;MOC
673  0x00019f74 0x1001ab74 4   5    .text   ascii   ;RCC
674  0x0001a01e 0x1001ac1e 4   5    .text   ascii   @u)j
675  0x0001a02c 0x1001ac2c 4   5    .text   ascii   u Qj
676  0x0001a06e 0x1001ac6e 5   6    .text   ascii   U\bSVW
677  0x0001a0f2 0x1001acf2 5   6    .text   ascii   @_^[]
678  0x0001a11e 0x1001ad1e 5   6    .text   ascii   9p u"
679  0x0001a124 0x1001ad24 4   5    .text   ascii   :csm
