[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4068 0x000554af 0x100584af 6   7    .rsrc   ascii   3!LuQK
4069 0x000554ca 0x100584ca 5   6    .rsrc   ascii   QK~\r@
4070 0x00055511 0x10058511 9   11   .rsrc   utf8    3]KLҐQ<sQ blocks=Basic Latin,Cyrillic
4071 0x00055535 0x10058535 5   6    .rsrc   ascii   b^~,s
4072 0x00055584 0x10058584 4   5    .rsrc   ascii   3!JL
4073 0x000555a8 0x100585a8 4   5    .rsrc   ascii   b&&w
4074 0x00055619 0x10058619 4   5    .rsrc   ascii   t{FF
4075 0x00055641 0x10058641 7   9    .rsrc   utf8    ~ЈW\r$$& blocks=Basic Latin,Cyrillic
4076 0x0005566b 0x1005866b 5   8    .rsrc   utf8    Uo,Ӗа blocks=Basic Latin,Cyrillic
4077 0x00055676 0x10058676 4   5    .rsrc   ascii   bb&L
4078 0x00055698 0x10058698 5   7    .rsrc   utf8    31KLҢ blocks=Basic Latin,Cyrillic
4079 0x000556a1 0x100586a1 8   9    .rsrc   ascii   \K\v6FFMk
4080 0x0005570d 0x1005870d 4   5    .rsrc   ascii   KLS"
4081 0x00055735 0x10058735 5   8    .rsrc   utf8    hտ\ajь blocks=Basic Latin,Armenian,Cyrillic
4082 0x0005573f 0x1005873f 4   6    .rsrc   utf8    шWye blocks=Cyrillic,Basic Latin
4083 0x000557aa 0x100587aa 4   5    .rsrc   ascii   u\vT:
4084 0x000557c4 0x100587c4 5   8    .rsrc   utf8    uoPӖЋ blocks=Basic Latin,Cyrillic
4085 0x00055821 0x10058821 4   7    .rsrc   utf8    KLʒ݈ blocks=Basic Latin,IPA Extensions,Syriac
4086 0x0005586a 0x1005886a 9   11   .rsrc   utf8    ЈY\K\v&FFM blocks=Cyrillic,Basic Latin
4087 0x000558a9 0x100588a9 4   5    .rsrc   ascii   3qJL
4088 0x000558b1 0x100588b1 8   9    .rsrc   ascii   W\K\vvGFM
4089 0x000558fb 0x100588fb 4   6    .rsrc   utf8    F-\tڎ blocks=Basic Latin,Arabic
4090 0x00055921 0x10058921 7   10   .rsrc   utf8    *ЈWBh&և blocks=Basic Latin,Cyrillic,Armenian
4091 0x00055933 0x10058933 4   5    .rsrc   ascii   3mKL
4092 0x0005593c 0x1005893c 9   10   .rsrc   ascii   \K\vjFFM-Y
4093 0x00055974 0x10058974 4   6    .rsrc   utf8    hլ>0 blocks=Basic Latin,Armenian
4094 0x00055987 0x10058987 4   7    .rsrc   utf8    i곭hT blocks=Basic Latin,Hangul Syllables
4095 0x000559ae 0x100589ae 5   6    .rsrc   ascii   N0JXW
4096 0x000559d6 0x100589d6 7   9    .rsrc   utf8    KLҟQ\fs\r blocks=Basic Latin,Cyrillic
4097 0x000559f6 0x100589f6 5   6    .rsrc   ascii   /\l\tM
4098 0x00055a08 0x10058a08 5   7    .rsrc   utf8    шW\K\v blocks=Cyrillic,Basic Latin
4099 0x00055a0f 0x10058a0f 5   6    .rsrc   ascii   GFMLi
4100 0x00055ae8 0x10058ae8 5   7    .rsrc   utf8    3aJLҹ blocks=Basic Latin,Cyrillic
4101 0x00055af2 0x10058af2 6   7    .rsrc   ascii   {\v~GFM
4102 0x00055b0a 0x10058b0a 5   7    .rsrc   utf8    /NIM9
4103 0x00055b47 0x10058b47 4   6    .rsrc   utf8    MҖ\ah blocks=Basic Latin,Cyrillic
4104 0x00055b5b 0x10058b5b 5   7    .rsrc   utf8    3-KLү blocks=Basic Latin,Cyrillic
4105 0x00055b65 0x10058b65 6   7    .rsrc   ascii   {\v*FFM
4106 0x00055b74 0x10058b74 6   8    .rsrc   utf8    KMҖQ<s blocks=Basic Latin,Cyrillic
4107 0x00055b9e 0x10058b9e 4   5    .rsrc   ascii   u;=X
4108 0x00055bbd 0x10058bbd 9   11   .rsrc   utf8    ЈS\{\v.FFM blocks=Cyrillic,Basic Latin
4109 0x00055c58 0x10058c58 4   5    .rsrc   ascii   3UKL
4110 0x00055c7c 0x10058c7c 5   6    .rsrc   ascii   bZ~,3
4111 0x00055c9d 0x10058c9d 5   7    .rsrc   utf8    3uKLҴ blocks=Basic Latin,Cyrillic
4112 0x00055ca6 0x10058ca6 7   8    .rsrc   ascii   \{\vrFFM
4113 0x00055ce8 0x10058ce8 4   7    .rsrc   utf8    Јaì/ blocks=Cyrillic,Basic Latin,Latin-1 Supplement
4114 0x00055cf8 0x10058cf8 4   5    .rsrc   ascii   K|Uo
4115 0x00055d32 0x10058d32 5   6    .rsrc   ascii   /W2b}
4116 0x00055d55 0x10058d55 5   7    .rsrc   utf8    3]JLү blocks=Basic Latin,Cyrillic
4117 0x00055d77 0x10058d77 5   6    .rsrc   ascii   /W2b%
4118 0x00055e82 0x10058e82 4   6    .rsrc   utf8    JLҌZ blocks=Basic Latin,Cyrillic
4119 0x00055e88 0x10058e88 4   5    .rsrc   ascii   W\{\v
4120 0x00055e8d 0x10058e8d 5   6    .rsrc   ascii   GFMou
4121 0x00055e99 0x10058e99 4   5    .rsrc   ascii   KL|)
4122 0x00055ecb 0x10058ecb 4   5    .rsrc   ascii   [\fse
4123 0x00055ef3 0x10058ef3 5   6    .rsrc   ascii   w6K'V
4124 0x00055f39 0x10058f39 4   6    .rsrc   utf8    Uo0Ӗ blocks=Basic Latin,Cyrillic
4125 0x00055f56 0x10058f56 4   6    .rsrc   utf8    Ѡ,vk blocks=Cyrillic,Basic Latin
4126 0x00055f7e 0x10058f7e 5   8    .rsrc   utf8    uotӖЏ blocks=Basic Latin,Cyrillic
4127 0x00055fb7 0x10058fb7 4   5    .rsrc   ascii   bbNL
4128 0x00055fe7 0x10058fe7 4   5    .rsrc   ascii   SM96
4129 0x00056003 0x10059003 4   5    .rsrc   ascii   1\ffK
4130 0x00056023 0x10059023 6   8    .rsrc   utf8    VЈWT{\v blocks=Basic Latin,Cyrillic
4131 0x00056040 0x10059040 4   5    .rsrc   ascii   .xIF
4132 0x000560ae 0x100590ae 5   7    .rsrc   utf8    шWV{\v blocks=Cyrillic,Basic Latin
4133 0x000560b5 0x100590b5 6   7    .rsrc   ascii   GFM\tC$
4134 0x000560fa 0x100590fa 4   5    .rsrc   ascii   FFBz
4135 0x0005615e 0x1005915e 4   5    .rsrc   ascii   Q?EZ
4136 0x0005619f 0x1005919f 5   6    .rsrc   ascii   p?`<t
4137 0x000561ab 0x100591ab 4   6    .rsrc   utf8    шW5G blocks=Cyrillic,Basic Latin
4138 0x000561cd 0x100591cd 6   7    .rsrc   ascii   7mgQyC
4139 0x0005620a 0x1005920a 6   8    .rsrc   utf8    %\ar*ǀH blocks=Basic Latin,Latin Extended-B
4140 0x000562b3 0x100592b3 6   7    .rsrc   ascii   9!L\tPK
4141 0x000562d1 0x100592d1 5   7    .rsrc   utf8    ѣKFi/ blocks=Cyrillic,Basic Latin
4142 0x00056317 0x10059317 4   5    .rsrc   ascii   KLl2
4143 0x00056339 0x10059339 5   6    .rsrc   ascii   YBBzV
4144 0x00056350 0x10059350 5   8    .rsrc   utf8    \eǳե_l blocks=Basic Latin,Latin Extended-B,Armenian
4145 0x00056374 0x10059374 4   6    .rsrc   utf8    MҖ[@ blocks=Basic Latin,Cyrillic
4146 0x0005638a 0x1005938a 4   6    .rsrc   utf8    #MҖ[ blocks=Basic Latin,Cyrillic
4147 0x00056393 0x10059393 4   6    .rsrc   utf8    /֮6R blocks=Basic Latin,Hebrew
4148 0x0005639f 0x1005939f 4   5    .rsrc   ascii   3qIL
4149 0x000563ea 0x100593ea 5   7    .rsrc   utf8    шWPs\v blocks=Cyrillic,Basic Latin
4150 0x00056407 0x10059407 6   7    .rsrc   ascii   ~uGM}v
4151 0x0005649f 0x1005949f 4   6    .rsrc   utf8    sҖ[x blocks=Basic Latin,Cyrillic
4152 0x000564b7 0x100594b7 6   7    .rsrc   ascii   -i[\fsq
4153 0x000564cf 0x100594cf 4   6    .rsrc   utf8    rшW5 blocks=Basic Latin,Cyrillic
4154 0x000564d7 0x100594d7 4   6    .rsrc   utf8    Fͽ\tl blocks=Basic Latin,Greek and Coptic
4155 0x00056512 0x10059512 5   6    .rsrc   ascii   F;"+w
4156 0x00056528 0x10059528 6   8    .rsrc   utf8    KLShա3 blocks=Basic Latin,Armenian
4157 0x00056532 0x10059532 4   5    .rsrc   ascii   EFFM
4158 0x00056576 0x10059576 5   6    .rsrc   ascii   />uaM
4159 0x00056595 0x10059595 10  12   .rsrc   utf8    hkUb!ע`)i/ blocks=Basic Latin,Hebrew
4160 0x000565c2 0x100595c2 4   5    .rsrc   ascii   \nf<R
4161 0x000565c8 0x100595c8 4   6    .rsrc   utf8    .ʲ\tl blocks=Basic Latin,Spacing Modifier Letters
4162 0x000565d4 0x100595d4 5   8    .rsrc   utf8    FǳZԔc blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
4163 0x00056625 0x10059625 6   8    .rsrc   utf8    [MҖ/<s blocks=Basic Latin,Cyrillic
4164 0x0005662e 0x1005962e 4   6    .rsrc   utf8    /֮$a blocks=Basic Latin,Hebrew
4165 0x00056688 0x10059688 7   8    .rsrc   ascii   "K\v\nFFM
4166 0x000566fe 0x100596fe 6   7    .rsrc   ascii   +MGM{r
4167 0x00056726 0x10059726 5   6    .rsrc   ascii   &\nU4a
4168 0x000567a4 0x100597a4 6   7    .rsrc   ascii   ?9LUSK
4169 0x000567b3 0x100597b3 5   6    .rsrc   ascii   W$.?W
4170 0x000567dc 0x100597dc 7   9    .rsrc   utf8    ӖSL[X?[ blocks=Cyrillic,Basic Latin
4171 0x0005681f 0x1005981f 10  11   .rsrc   ascii   JLYnSLGV{\v
4172 0x0005682a 0x1005982a 5   6    .rsrc   ascii   DFM}J
4173 0x00056842 0x10059842 4   5    .rsrc   ascii   b!u6
4174 0x00056851 0x10059851 5   7    .rsrc   utf8    шW"K\v blocks=Cyrillic,Basic Latin
4175 0x000568aa 0x100598aa 5   7    .rsrc   utf8    MҖ]\fs blocks=Basic Latin,Cyrillic
4176 0x000568e8 0x100598e8 4   5    .rsrc   ascii   LYQK
4177 0x00056905 0x10059905 7   9    .rsrc   utf8    WNҖ/<sy blocks=Basic Latin,Cyrillic
4178 0x00056961 0x10059961 4   5    .rsrc   ascii   KL-"
4179 0x00056a35 0x10059a35 5   6    .rsrc   ascii   w\t4$<
4180 0x00056aa6 0x10059aa6 4   5    .rsrc   ascii   i/\t#
4181 0x00056aba 0x10059aba 7   8    .rsrc   ascii   o`y1/w<
4182 0x00056ad1 0x10059ad1 4   5    .rsrc   ascii   opq-
4183 0x00056b75 0x10059b75 4   5    .rsrc   ascii   i/\t#
4184 0x00056b95 0x10059b95 4   5    .rsrc   ascii   On&3
4185 0x00056c61 0x10059c61 6   7    .rsrc   ascii   /W\nb]y
4186 0x00056c68 0x10059c68 7   8    .rsrc   ascii   7hT%o\at
4187 0x00056d42 0x10059d42 6   7    .rsrc   ascii   Qqe^T$
4188 0x00056d76 0x10059d76 4   5    .rsrc   ascii   ]sR/
4189 0x00056dab 0x10059dab 6   7    .rsrc   ascii   9*%oOZ
4190 0x00056e08 0x10059e08 5   6    .rsrc   ascii   *%o;Z
4191 0x00056e44 0x10059e44 5   6    .rsrc   ascii   6)2b-
4192 0x00056e74 0x10059e74 7   8    .rsrc   ascii   FF~,1\tL
4193 0x00056eda 0x10059eda 4   5    .rsrc   ascii   3UKL
4194 0x00056ee3 0x10059ee3 7   8    .rsrc   ascii   \{\vRFFM
4195 0x00056ef3 0x10059ef3 4   5    .rsrc   ascii   KL$N
4196 0x00056f15 0x10059f15 4   5    .rsrc   ascii   F_}O
4197 0x00056f38 0x10059f38 4   5    .rsrc   ascii   \vClu
4198 0x00056f57 0x10059f57 4   5    .rsrc   ascii   &f F
4199 0x00056f6a 0x10059f6a 5   7    .rsrc   utf8    шW\K\v blocks=Cyrillic,Basic Latin
4200 0x00056f71 0x10059f71 5   6    .rsrc   ascii   GFM!k
4201 0x00056f94 0x10059f94 4   5    .rsrc   ascii   K@S"
4202 0x00056fd3 0x10059fd3 7   9    .rsrc   utf8    @lTKЕo( blocks=Basic Latin,Cyrillic
4203 0x00057014 0x1005a014 4   6    .rsrc   utf8    9چCy blocks=Basic Latin,Arabic
4204 0x00057060 0x1005a060 6   8    .rsrc   utf8    KЕo$[. blocks=Basic Latin,Cyrillic
4205 0x0005706c 0x1005a06c 6   7    .rsrc   ascii   G;XFMu
4206 0x000570be 0x1005a0be 4   6    .rsrc   utf8    UoPӖ blocks=Basic Latin,Cyrillic
4207 0x000570c9 0x1005a0c9 4   5    .rsrc   ascii   RbZL
4208 0x000570d5 0x1005a0d5 5   8    .rsrc   utf8    UoPӖл blocks=Basic Latin,Cyrillic
4209 0x000570f8 0x1005a0f8 4   5    .rsrc   ascii   FFF?
4210 0x00057113 0x1005a113 4   5    .rsrc   ascii   uyh^
4211 0x0005717a 0x1005a17a 4   5    .rsrc   ascii   (Q<s
4212 0x000571dc 0x1005a1dc 5   6    .rsrc   ascii   /\a"bi
4213 0x00057219 0x1005a219 4   6    .rsrc   utf8    LҖ'y blocks=Basic Latin,Cyrillic
4214 0x000572bd 0x1005a2bd 4   6    .rsrc   utf8    шW4g blocks=Cyrillic,Basic Latin
4215 0x00057332 0x1005a332 4   5    .rsrc   ascii   W\K\v
4216 0x00057365 0x1005a365 4   5    .rsrc   ascii   F\ta\a
4217 0x000573af 0x1005a3af 6   7    .rsrc   ascii   ghT%o#
4218 0x000573cb 0x1005a3cb 4   5    .rsrc   ascii   3QKL
4219 0x000573d3 0x1005a3d3 10  11   .rsrc   ascii   WV{\vVFFM\tC
4220 0x0005741b 0x1005a41b 7   8    .rsrc   ascii   W,QKM96
4221 0x00057485 0x1005a485 4   5    .rsrc   ascii   KLS"
4222 0x000574c8 0x1005a4c8 4   5    .rsrc   ascii   39KL
4223 0x000574ce 0x1005a4ce 9   11   .rsrc   utf8    ѾW\{\v>FFM blocks=Cyrillic,Basic Latin
4224 0x000574e4 0x1005a4e4 4   8    .rsrc   utf8    {刐Yۧ blocks=Basic Latin,CJK Unified Ideographs,Arabic
4225 0x00057548 0x1005a548 4   6    .rsrc   utf8    FFM܁ blocks=Basic Latin,Syriac
4226 0x00057581 0x1005a581 5   8    .rsrc   utf8    uo\ӖЋ blocks=Basic Latin,Cyrillic
4227 0x000575b9 0x1005a5b9 4   5    .rsrc   ascii   dW2b
4228 0x0005760c 0x1005a60c 4   5    .rsrc   ascii   KLS"
4229 0x00057665 0x1005a665 4   6    .rsrc   utf8    %3ӌ\b blocks=Basic Latin,Cyrillic
4230 0x000576c4 0x1005a6c4 8   10   .rsrc   utf8    [MҖ2BmQ8 blocks=Basic Latin,Cyrillic
4231 0x000576db 0x1005a6db 6   8    .rsrc   utf8    JLҘQ<s blocks=Basic Latin,Cyrillic
4232 0x000576ea 0x1005a6ea 6   7    .rsrc   ascii   u)LEQK
4233 0x00057707 0x1005a707 4   5    .rsrc   ascii   3AKL
4234 0x00057715 0x1005a715 4   5    .rsrc   ascii   FM96
4235 0x00057737 0x1005a737 4   5    .rsrc   ascii   KOS"
4236 0x0005774b 0x1005a74b 5   7    .rsrc   utf8    KƵoTS blocks=Basic Latin,Latin Extended-B
4237 0x00057758 0x1005a758 4   5    .rsrc   ascii   W2bU
4238 0x000577e1 0x1005a7e1 5   6    .rsrc   ascii   /W2b-
4239 0x000577ef 0x1005a7ef 4   6    .rsrc   utf8    KL"۸ blocks=Basic Latin,Arabic
4240 0x00057847 0x1005a847 4   5    .rsrc   ascii   QK\aP
4241 0x00057877 0x1005a877 4   5    .rsrc   ascii   3UKL
4242 0x0005787e 0x1005a87e 10  11   .rsrc   ascii   ->\K\vRFFM\e
4243 0x00057890 0x1005a890 4   5    .rsrc   ascii   KL';
4244 0x000578b6 0x1005a8b6 6   7    .rsrc   ascii   ;)LmQK
4245 0x000578d2 0x1005a8d2 6   8    .rsrc   utf8    K|UoTӖ blocks=Basic Latin,Cyrillic
4246 0x0005793d 0x1005a93d 4   5    .rsrc   ascii   NM96
4247 0x0005797f 0x1005a97f 5   6    .rsrc   ascii   ,W2bm
4248 0x00057998 0x1005a998 6   7    .rsrc   ascii   FFsvMR
4249 0x000579b5 0x1005a9b5 4   5    .rsrc   ascii   /eQK
4250 0x000579d6 0x1005a9d6 5   7    .rsrc   utf8    ЈW5yD blocks=Cyrillic,Basic Latin
4251 0x00057a17 0x1005aa17 6   7    .rsrc   ascii   ?qSh1a
4252 0x00057a43 0x1005aa43 4   5    .rsrc   ascii   3mKL
4253 0x00057a4b 0x1005aa4b 5   7    .rsrc   utf8    Vݦvh7 blocks=Basic Latin,Arabic Supplement
4254 0x00057a5b 0x1005aa5b 4   6    .rsrc   utf8    Eo(і blocks=Basic Latin,Cyrillic
4255 0x00057a66 0x1005aa66 4   5    .rsrc   ascii   ]\nb!
4256 0x00057ac9 0x1005aac9 4   6    .rsrc   utf8    hծ?3 blocks=Basic Latin,Armenian
4257 0x00057b00 0x1005ab00 12  14   .rsrc   utf8    "ЈW"K\vFFFMu& blocks=Basic Latin,Cyrillic
4258 0x00057b13 0x1005ab13 4   6    .rsrc   utf8    ]oHӖ blocks=Basic Latin,Cyrillic
4259 0x00057b2b 0x1005ab2b 4   6    .rsrc   utf8    _MҖ/ blocks=Basic Latin,Cyrillic
4260 0x00057b46 0x1005ab46 11  13   .rsrc   utf8    шW"K\v.FFMu> blocks=Cyrillic,Basic Latin
4261 0x00057b55 0x1005ab55 4   5    .rsrc   ascii   QKB9
4262 0x00057b63 0x1005ab63 5   6    .rsrc   ascii   sDFM@
4263 0x00057b7a 0x1005ab7a 4   5    .rsrc   ascii   Rb>J
4264 0x00057bcc 0x1005abcc 4   5    .rsrc   ascii   JLQR
4265 0x00057c0f 0x1005ac0f 4   5    .rsrc   ascii   3QKL
4266 0x00057c49 0x1005ac49 4   5    .rsrc   ascii   )2bm
4267 0x00057c55 0x1005ac55 4   6    .rsrc   utf8    Eo\fӖ blocks=Basic Latin,Cyrillic
4268 0x00057c60 0x1005ac60 4   5    .rsrc   ascii   J2GM
4269 0x00057c76 0x1005ac76 5   6    .rsrc   ascii    RsGM
4270 0x00057c85 0x1005ac85 4   6    .rsrc   utf8    LҖQv blocks=Basic Latin,Cyrillic
4271 0x00057cac 0x1005acac 6   7    .rsrc   ascii   h*%ocZ
4272 0x00057ce1 0x1005ace1 5   7    .rsrc   utf8    LҖY\fs blocks=Basic Latin,Cyrillic
4273 0x00057d0d 0x1005ad0d 4   6    .rsrc   utf8    EohӖ blocks=Basic Latin,Cyrillic
4274 0x00057d36 0x1005ad36 4   5    .rsrc   ascii   LqQK
4275 0x00057d52 0x1005ad52 4   6    .rsrc   utf8    eo@Ӗ blocks=Basic Latin,Cyrillic
4276 0x00057d81 0x1005ad81 6   8    .rsrc   utf8    wMҖ/<s blocks=Basic Latin,Cyrillic
4277 0x00057d92 0x1005ad92 4   5    .rsrc   ascii   h=kj
4278 0x00057e37 0x1005ae37 4   5    .rsrc   ascii   @Zv\
4279 0x00057e50 0x1005ae50 4   6    .rsrc   utf8    [NҖQ blocks=Basic Latin,Cyrillic
4280 0x00057e56 0x1005ae56 4   6    .rsrc   utf8    sͳTh blocks=Basic Latin,Greek and Coptic
4281 0x00057eb7 0x1005aeb7 6   7    .rsrc   ascii   bjthMR
4282 0x00057ee4 0x1005aee4 4   5    .rsrc   ascii   W\nbe
4283 0x00057eeb 0x1005aeeb 5   6    .rsrc   ascii   zT%o?
4284 0x00057f2e 0x1005af2e 4   6    .rsrc   utf8    ƉThr blocks=Latin Extended-B,Basic Latin
4285 0x00057f34 0x1005af34 4   5    .rsrc   ascii   HP?h
4286 0x00057f6f 0x1005af6f 4   5    .rsrc   ascii   bvWw
4287 0x00057f9f 0x1005af9f 4   6    .rsrc   utf8    9ڞ\bf blocks=Basic Latin,Arabic
4288 0x00057fc6 0x1005afc6 4   5    .rsrc   ascii   rO~[
4289 0x00057fd3 0x1005afd3 6   8    .rsrc   utf8    MM\thKǖ blocks=Basic Latin,Latin Extended-B
4290 0x00057ff7 0x1005aff7 5   6    .rsrc   ascii   -W2bm
4291 0x00058025 0x1005b025 6   7    .rsrc   ascii   \v)2bau
4292 0x00058053 0x1005b053 10  13   .rsrc   utf8    o]\nbmu䕀UgK blocks=Basic Latin,CJK Unified Ideographs Extension A
4293 0x00058070 0x1005b070 13  14   .rsrc   ascii   1id*%oWZ\rhY@/
4294 0x0005809e 0x1005b09e 4   5    .rsrc   ascii   Y@=^
4295 0x000580ce 0x1005b0ce 4   5    .rsrc   ascii   -!}!
4296 0x000580d8 0x1005b0d8 4   5    .rsrc   ascii   $\t")
4297 0x000580e3 0x1005b0e3 4   7    .rsrc   utf8    т\vՐ. blocks=Cyrillic,Basic Latin,Armenian
4298 0x00058111 0x1005b111 4   5    .rsrc   ascii   E\[\a
4299 0x00058166 0x1005b166 5   7    .rsrc   utf8    8j&\tļ blocks=Basic Latin,Latin Extended-A
4300 0x00058190 0x1005b190 4   5    .rsrc   ascii   $+EZ
4301 0x00058199 0x1005b199 5   6    .rsrc   ascii   \b\n`^h
4302 0x000581be 0x1005b1be 4   5    .rsrc   ascii   KI2%
4303 0x000581c3 0x1005b1c3 5   9    .rsrc   utf8    ŐJM blocks=Private Use Area,Basic Latin,Combining Diacritical Marks
4304 0x000581ed 0x1005b1ed 8   10   .rsrc   utf8    xܐ\em>BnM blocks=Basic Latin,Syriac
4305 0x0005821f 0x1005b21f 4   6    .rsrc   utf8    3]GŌ blocks=Basic Latin,Latin Extended-A
4306 0x00058241 0x1005b241 6   7    .rsrc   ascii   >\v.>T-
4307 0x0005824d 0x1005b24d 4   6    .rsrc   utf8    Zڹ3E blocks=Basic Latin,Arabic
4308 0x0005827e 0x1005b27e 9   10   .rsrc   ascii   `NsCj-%rr
4309 0x00058296 0x1005b296 4   6    .rsrc   utf8    ~,3ؘ blocks=Basic Latin,Arabic
4310 0x000582d7 0x1005b2d7 4   8    .rsrc   utf8    E̋N blocks=Private Use Area,Basic Latin,Combining Diacritical Marks
4311 0x000582ea 0x1005b2ea 4   6    .rsrc   utf8    xܘ\vG blocks=Basic Latin,Syriac
4312 0x00058305 0x1005b305 4   5    .rsrc   ascii   y)3^
4313 0x0005830e 0x1005b30e 4   6    .rsrc   utf8    ծ>3. blocks=Armenian,Basic Latin
4314 0x0005834d 0x1005b34d 4   5    .rsrc   ascii   ,SUu
4315 0x0005839e 0x1005b39e 4   7    .rsrc   utf8    ŗjQͫ blocks=Latin Extended-A,Basic Latin,Combining Diacritical Marks
4316 0x000583a5 0x1005b3a5 4   6    .rsrc   utf8    H/և+ blocks=Basic Latin,Armenian
4317 0x000583ac 0x1005b3ac 5   7    .rsrc   utf8    3ؔR6E blocks=Basic Latin,Arabic
4318 0x000583dc 0x1005b3dc 4   5    .rsrc   ascii   9=6f
4319 0x00058418 0x1005b418 5   6    .rsrc   ascii   tj.,J
4320 0x0005845c 0x1005b45c 4   5    .rsrc   ascii   \8j"
4321 0x00058489 0x1005b489 5   6    .rsrc   ascii   G^;#S
4322 0x000584a3 0x1005b4a3 5   7    .rsrc   utf8    ǮyGM} blocks=Latin Extended-B,Basic Latin
4323 0x000584d8 0x1005b4d8 4   6    .rsrc   utf8    Uڝ:K blocks=Basic Latin,Arabic
4324 0x000584e2 0x1005b4e2 5   9    .rsrc   utf8    i/I:%
4325 0x00058531 0x1005b531 6   8    .rsrc   utf8    ƻJ&-%9 blocks=Latin Extended-B,Basic Latin
4326 0x0005854a 0x1005b54a 6   7    .rsrc   ascii   1i|*$C
4327 0x0005855c 0x1005b55c 4   5    .rsrc   ascii   nBGM
4328 0x00058563 0x1005b563 4   5    .rsrc   ascii   \*${
4329 0x000585bf 0x1005b5bf 6   7    .rsrc   ascii   ?*%oKZ
4330 0x000585dc 0x1005b5dc 5   6    .rsrc   ascii   W@\vf[
4331 0x000586c2 0x1005b6c2 5   8    .rsrc   utf8    o\ߟЈ< blocks=Basic Latin,NKo,Cyrillic
4332 0x000586fb 0x1005b6fb 6   7    .rsrc   ascii   bfXrUW
4333 0x00058711 0x1005b711 4   5    .rsrc   ascii   W2bq
4334 0x000587b1 0x1005b7b1 4   6    .rsrc   utf8    C@ǿ4 blocks=Basic Latin,Latin Extended-B
4335 0x000587c9 0x1005b7c9 4   5    .rsrc   ascii   "-oF
4336 0x000587fe 0x1005b7fe 4   5    .rsrc   ascii   4=\I
4337 0x00058808 0x1005b808 4   5    .rsrc   ascii   (1U\e
4338 0x00058813 0x1005b813 9   11   .rsrc   utf8    ƉH*%o?.?h blocks=Latin Extended-B,Basic Latin
4339 0x00058844 0x1005b844 4   6    .rsrc   utf8    %ҏ'R blocks=Basic Latin,Cyrillic
4340 0x00058888 0x1005b888 4   5    .rsrc   ascii   >*$S
4341 0x000588a8 0x1005b8a8 4   6    .rsrc   utf8    DQū" blocks=Basic Latin,Latin Extended-A
4342 0x000588d7 0x1005b8d7 4   6    .rsrc   utf8    (֠+| blocks=Basic Latin,Hebrew
4343 0x000588ed 0x1005b8ed 4   6    .rsrc   utf8    n[ݫ5 blocks=Basic Latin,Arabic Supplement
4344 0x00058906 0x1005b906 5   6    .rsrc   ascii   p22./
4345 0x00058923 0x1005b923 5   7    .rsrc   utf8    FFĻJ, blocks=Basic Latin,Latin Extended-A
4346 0x00058930 0x1005b930 4   5    .rsrc   ascii   \t"Va
4347 0x0005894d 0x1005b94d 4   5    .rsrc   ascii   )0&)
4348 0x0005897d 0x1005b97d 5   7    .rsrc   utf8    ӭ\eXEu blocks=Cyrillic,Basic Latin
4349 0x0005898c 0x1005b98c 4   6    .rsrc   utf8    \t*ǁ` blocks=Basic Latin,Latin Extended-B
4350 0x00058999 0x1005b999 4   5    .rsrc   ascii   .9H5
4351 0x000589c4 0x1005b9c4 5   6    .rsrc   ascii   L3M}v
4352 0x00058a15 0x1005ba15 6   9    .rsrc   utf8    Kŗb[ͣ* blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks
4353 0x00058a34 0x1005ba34 4   5    .rsrc   ascii   >J*I
4354 0x00058a45 0x1005ba45 4   7    .rsrc   utf8    Ֆ[ͫV blocks=Armenian,Basic Latin,Combining Diacritical Marks
4355 0x00058acc 0x1005bacc 4   5    .rsrc   ascii   ,_LS
4356 0x00058ade 0x1005bade 5   6    .rsrc   ascii   hT%o\a
4357 0x00058b08 0x1005bb08 4   7    .rsrc   utf8    \tږІ* blocks=Basic Latin,Arabic,Cyrillic
4358 0x00058b7b 0x1005bb7b 4   6    .rsrc   utf8    9ڪ&< blocks=Basic Latin,Arabic
4359 0x00058be9 0x1005bbe9 4   5    .rsrc   ascii   ~Z>f
4360 0x00058c4b 0x1005bc4b 6   7    .rsrc   ascii   |,j--'
4361 0x00058c58 0x1005bc58 4   6    .rsrc   utf8    'yޘ\a blocks=Basic Latin,Thaana
4362 0x00058c62 0x1005bc62 6   8    .rsrc   utf8    j_,--՝ blocks=Basic Latin,Armenian
4363 0x00058c74 0x1005bc74 5   7    .rsrc   utf8    ۆZ_M? blocks=Arabic,Basic Latin
4364 0x00058ca8 0x1005bca8 4   5    .rsrc   ascii   1ix^
4365 0x00058cde 0x1005bcde 4   6    .rsrc   utf8    PMÖQ blocks=Basic Latin,Latin-1 Supplement
4366 0x00058d4d 0x1005bd4d 4   5    .rsrc   ascii   u;_;
4367 0x00058d87 0x1005bd87 7   8    .rsrc   ascii   slW2b!w
4368 0x00058d96 0x1005bd96 5   6    .rsrc   ascii   KLoUr
4369 0x00058de6 0x1005bde6 5   6    .rsrc   ascii   b^~,s
4370 0x00058ece 0x1005bece 4   6    .rsrc   utf8    \tڎ,, blocks=Basic Latin,Arabic
4371 0x00058efb 0x1005befb 5   6    .rsrc   ascii   byrHR
