[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3603 0x00038afd 0x0043a4fd 4    7    .data    utf8    9إ<S blocks=Basic Latin,Arabic
3604 0x00038b16 0x0043a516 7    8    .data    ascii   &O-@Fy8
3605 0x00038b43 0x0043a543 8    9    .data    ascii   K|n'at{y
3606 0x00038bae 0x0043a5ae 4    8    .data    utf8    Gp#􏤦 blocks=Basic Latin,Supplementary Private Use Area-B
3607 0x00038bc7 0x0043a5c7 4    5    .data    ascii   P9V%
3608 0x00038c03 0x0043a603 4    6    .data    utf8    +ޛ;3 blocks=Basic Latin,Thaana
3609 0x00038c21 0x0043a621 6    7    .data    ascii   ]+J 0`
3610 0x00038c38 0x0043a638 4    5    .data    ascii   33\r$
3611 0x00038c3d 0x0043a63d 5    8    .data    utf8    9skl㫠 blocks=Basic Latin,CJK Unified Ideographs Extension A
3612 0x00038c9c 0x0043a69c 5    6    .data    ascii   FAZ8L
3613 0x00038cac 0x0043a6ac 4    5    .data    ascii   VXtU
3614 0x00038ce8 0x0043a6e8 4    5    .data    ascii   ;86=
3615 0x00038ced 0x0043a6ed 4    6    .data    utf8    MР3U blocks=Basic Latin,Cyrillic
3616 0x00038d5c 0x0043a75c 4    5    .data    ascii   \fLc4
3617 0x00038d88 0x0043a788 5    6    .data    ascii   \a`B.1
3618 0x00038e26 0x0043a826 4    6    .data    utf8    `\0ú blocks=Basic Latin,Latin-1 Supplement
3619 0x00038e4f 0x0043a84f 4    5    .data    ascii   0+]G
3620 0x00038e60 0x0043a860 4    5    .data    ascii   cy;B
3621 0x00038e8c 0x0043a88c 10   12   .data    utf8    ł!#4 On~)Z blocks=Latin Extended-A,Basic Latin
3622 0x00038ec5 0x0043a8c5 6    7    .data    ascii   $\e\e%(4
3623 0x00038ee8 0x0043a8e8 4    6    .data    utf8    \JJٕ blocks=Basic Latin,Arabic
3624 0x00038f0b 0x0043a90b 4    5    .data    ascii   _YD 
3625 0x00038f68 0x0043a968 4    6    .data    utf8    W'=г blocks=Basic Latin,Cyrillic
3626 0x00038f6e 0x0043a96e 5    6    .data    ascii   kY2c]
3627 0x00038f84 0x0043a984 4    5    .data    ascii   ,l7\
3628 0x00038f93 0x0043a993 5    6    .data    ascii   h\eM1'
3629 0x00038fb1 0x0043a9b1 4    5    .data    ascii   9v!_
3630 0x00038fea 0x0043a9ea 4    5    .data    ascii   X0&7
3631 0x00039028 0x0043aa28 4    5    .data    ascii   &~d\r
3632 0x00039049 0x0043aa49 4    5    .data    ascii   f~5/
3633 0x00039060 0x0043aa60 4    5    .data    ascii   hoPH
3634 0x0003906a 0x0043aa6a 5    8    .data    utf8    ᯏf^jt blocks=Batak,Basic Latin
3635 0x000390f3 0x0043aaf3 8    10   .data    utf8    9ޯ {6Vf9 blocks=Basic Latin,Thaana
3636 0x0003913c 0x0043ab3c 4    6    .data    utf8    ֒,1^ blocks=Hebrew,Basic Latin
3637 0x0003916e 0x0043ab6e 4    5    .data    ascii   PCw.
3638 0x0003917d 0x0043ab7d 4    5    .data    ascii   /ZVi
3639 0x00039182 0x0043ab82 6    7    .data    ascii   E0S,M\r
3640 0x000391ac 0x0043abac 4    5    .data    ascii   6UGQ
3641 0x0003921c 0x0043ac1c 4    5    .data    ascii   =IM\v
3642 0x00039225 0x0043ac25 4    5    .data    ascii   ]an 
3643 0x00039241 0x0043ac41 4    6    .data    utf8    s%,ش blocks=Basic Latin,Arabic
3644 0x00039263 0x0043ac63 5    6    .data    ascii   vcrDu
3645 0x000392d4 0x0043acd4 7    8    .data    ascii   G;hHSg~
3646 0x000392ef 0x0043acef 4    5    .data    ascii   4m[\n
3647 0x00039361 0x0043ad61 6    7    .data    ascii   n #*AW
3648 0x00039368 0x0043ad68 4    6    .data    utf8    xQʏ^ blocks=Basic Latin,IPA Extensions
3649 0x0003937c 0x0043ad7c 4    7    .data    utf8    QҘ٬c blocks=Basic Latin,Cyrillic,Arabic
3650 0x00039394 0x0043ad94 5    7    .data    utf8    !`β\tq blocks=Basic Latin,Greek and Coptic
3651 0x0003939c 0x0043ad9c 4    5    .data    ascii   a\a\vL
3652 0x000393b4 0x0043adb4 8    9    .data    ascii   c#X3kE k
3653 0x000393c6 0x0043adc6 9    11   .data    utf8    N!['\f7@IS
3654 0x0003941f 0x0043ae1f 6    7    .data    ascii   ?2: Dt
3655 0x000394a1 0x0043aea1 4    5    .data    ascii   \aj#v
3656 0x0003950d 0x0043af0d 6    9    .data    utf8    ~¬ުN>@ blocks=Basic Latin,Latin-1 Supplement,Thaana
3657 0x00039531 0x0043af31 4    5    .data    ascii   _,AU
3658 0x00039538 0x0043af38 4    6    .data    utf8    W\bQō blocks=Basic Latin,Latin Extended-A
3659 0x0003953f 0x0043af3f 6    8    .data    utf8    [d.LԄI blocks=Basic Latin,Cyrillic Supplement
3660 0x00039548 0x0043af48 4    5    .data    ascii   aYZB
3661 0x00039569 0x0043af69 5    6    .data    ascii   \fWPv3
3662 0x00039580 0x0043af80 6    7    .data    ascii   Ez\e>M\t
3663 0x0003958e 0x0043af8e 5    7    .data    utf8    >7ɧC, blocks=Basic Latin,IPA Extensions
3664 0x00039609 0x0043b009 4    7    .data    utf8    Ⱍ$p\v blocks=Glagolitic,Basic Latin
3665 0x000396ca 0x0043b0ca 4    5    .data    ascii   $dFB
3666 0x000396cf 0x0043b0cf 4    7    .data    utf8    F}ⴤQ blocks=Basic Latin,Georgian Supplement
3667 0x000396d6 0x0043b0d6 4    5    .data    ascii   *S\eH
3668 0x00039712 0x0043b112 4    5    .data    ascii   y<i'
3669 0x00039732 0x0043b132 4    5    .data    ascii   e+w<
3670 0x00039757 0x0043b157 5    6    .data    ascii   ^oO\bS
3671 0x00039762 0x0043b162 4    6    .data    utf8    ܈LW{ blocks=Syriac,Basic Latin
3672 0x00039774 0x0043b174 4    6    .data    utf8    W$Pϐ blocks=Basic Latin,Greek and Coptic
3673 0x0003977f 0x0043b17f 7    11   .data    utf8    wڞzꏃ%nD blocks=Basic Latin,Arabic,Yi Syllables
3674 0x00039798 0x0043b198 5    6    .data    ascii   \v5='U
3675 0x000397a8 0x0043b1a8 4    5    .data    ascii   %&RK
3676 0x000397b1 0x0043b1b1 4    5    .data    ascii   spRz
3677 0x000397c1 0x0043b1c1 4    5    .data    ascii   B+:u
3678 0x00039838 0x0043b238 4    6    .data    utf8    ҼsAD blocks=Cyrillic,Basic Latin
3679 0x0003988f 0x0043b28f 5    6    .data    ascii   m4.7r
3680 0x00039921 0x0043b321 6    7    .data    ascii   UyfHj?
3681 0x00039938 0x0043b338 4    5    .data    ascii   j5Wa
3682 0x00039945 0x0043b345 5    6    .data    ascii   ubVoj
3683 0x0003994b 0x0043b34b 4    6    .data    utf8    HҢ-\v blocks=Basic Latin,Cyrillic
3684 0x0003999a 0x0043b39a 6    8    .data    utf8    _Jɉ}pH blocks=Basic Latin,Latin Extended-B
3685 0x000399b8 0x0043b3b8 5    6    .data    ascii   v\an41
3686 0x000399cc 0x0043b3cc 5    7    .data    utf8    Hgzؕp blocks=Basic Latin,Arabic
3687 0x000399d5 0x0043b3d5 5    6    .data    ascii   ~T/"4
3688 0x00039a02 0x0043b402 5    6    .data    ascii   Bsq\b&
3689 0x00039a1c 0x0043b41c 5    7    .data    utf8    q26\eu
3690 0x00039a5d 0x0043b45d 5    6    .data    ascii   Ko9UO
3691 0x00039a79 0x0043b479 6    7    .data    ascii   m4\r\,&
3692 0x00039a8f 0x0043b48f 4    5    .data    ascii   {\bGf
3693 0x00039a95 0x0043b495 6    9    .data    utf8    hA߁gSȖ blocks=Basic Latin,NKo,Latin Extended-B
3694 0x00039ac3 0x0043b4c3 4    5    .data    ascii   \v&a=
3695 0x00039ad4 0x0043b4d4 4    7    .data    utf8    rc줪; blocks=Basic Latin,Hangul Syllables
3696 0x00039b0a 0x0043b50a 5    6    .data    ascii   E4}zg
3697 0x00039b28 0x0043b528 5    7    .data    utf8    ɸUy<+ blocks=IPA Extensions,Basic Latin
3698 0x00039b89 0x0043b589 4    5    .data    ascii   6<M 
3699 0x00039b91 0x0043b591 4    5    .data    ascii   [\tF^
3700 0x00039bd2 0x0043b5d2 8    9    .data    ascii   {5=C%I\fl
3701 0x00039c8e 0x0043b68e 5    6    .data    ascii   ?3r\rs
3702 0x00039ca4 0x0043b6a4 7    8    .data    ascii   ^Z=#WL$
3703 0x00039d04 0x0043b704 4    6    .data    utf8    Aߺ&\n blocks=Basic Latin,NKo
3704 0x00039d4d 0x0043b74d 9    10   .data    ascii   ST[?IGf6<
3705 0x00039dab 0x0043b7ab 4    6    .data    utf8    +A4=
3706 0x00039df8 0x0043b7f8 4    5    .data    ascii   .\ncm
3707 0x00039e18 0x0043b818 4    6    .data    utf8    G\uɃ blocks=Basic Latin,Latin Extended-B
3708 0x00039e3b 0x0043b83b 4    5    .data    ascii   ,2Cz
3709 0x00039ea9 0x0043b8a9 6    9    .data    utf8    감h\as|! blocks=Hangul Syllables,Basic Latin
3710 0x00039eb7 0x0043b8b7 5    7    .data    utf8    \b%)Sٓ blocks=Basic Latin,Arabic
3711 0x00039f18 0x0043b918 4    5    .data    ascii   Fh1/
3712 0x00039f55 0x0043b955 5    6    .data    ascii   Z&lMR
3713 0x0003a085 0x0043ba85 5    6    .data    ascii   CoE<.
3714 0x0003a092 0x0043ba92 4    5    .data    ascii   ?}\b\n
3715 0x0003a0b0 0x0043bab0 4    5    .data    ascii   h\b;b
3716 0x0003a0d1 0x0043bad1 4    6    .data    utf8    @׃'U blocks=Basic Latin,Hebrew
3717 0x0003a100 0x0043bb00 5    6    .data    ascii   n\bbBq
3718 0x0003a150 0x0043bb50 6    8    .data    utf8    ߵ\mM%2 blocks=NKo,Basic Latin
3719 0x0003a194 0x0043bb94 5    6    .data    ascii   7Nf>M
3720 0x0003a19a 0x0043bb9a 4    5    .data    ascii   k\v\f[
3721 0x0003a1b4 0x0043bbb4 4    5    .data    ascii   u&>u
3722 0x0003a1da 0x0043bbda 4    5    .data    ascii   ;E\a%
3723 0x0003a21a 0x0043bc1a 7    8    .data    ascii   S]4l7D>
3724 0x0003a269 0x0043bc69 6    8    .data    utf8    VfhУUT blocks=Basic Latin,Cyrillic
3725 0x0003a2a4 0x0043bca4 4    5    .data    ascii   0*aX
3726 0x0003a2b1 0x0043bcb1 4    5    .data    ascii   Qnm6
3727 0x0003a2d2 0x0043bcd2 5    7    .data    utf8    dN(§1 blocks=Basic Latin,Latin-1 Supplement
3728 0x0003a2dc 0x0043bcdc 4    5    .data    ascii   [^ya
3729 0x0003a340 0x0043bd40 4    5    .data    ascii   :*\\b
3730 0x0003a35a 0x0043bd5a 8    9    .data    ascii   ?YTf{1X%
3731 0x0003a371 0x0043bd71 4    7    .data    utf8    ˠ+0Ѯ blocks=Spacing Modifier Letters,Basic Latin,Cyrillic
3732 0x0003a3c0 0x0043bdc0 4    5    .data    ascii   9:V8
3733 0x0003a3c8 0x0043bdc8 4    5    .data    ascii   Z~o\f
3734 0x0003a429 0x0043be29 4    6    .data    utf8    x5Vȿ blocks=Basic Latin,Latin Extended-B
3735 0x0003a468 0x0043be68 4    5    .data    ascii   `&7I
3736 0x0003a49e 0x0043be9e 4    6    .data    utf8    )ɔ7f blocks=Basic Latin,IPA Extensions
3737 0x0003a52f 0x0043bf2f 5    6    .data    ascii   c25\v<
3738 0x0003a577 0x0043bf77 4    5    .data    ascii   3u`"
3739 0x0003a5e4 0x0043bfe4 7    9    .data    utf8    ys+5͞Hh blocks=Basic Latin,Combining Diacritical Marks
3740 0x0003a5ef 0x0043bfef 5    8    .data    utf8    Vx]l宅 blocks=Basic Latin,CJK Compatibility Ideographs
3741 0x0003a601 0x0043c001 4    5    .data    ascii   dwr;
3742 0x0003a60c 0x0043c00c 6    7    .data    ascii   <REwQT
3743 0x0003a637 0x0043c037 4    5    .data    ascii   I \rw
3744 0x0003a63c 0x0043c03c 4    6    .data    utf8    ?N}ɕ blocks=Basic Latin,IPA Extensions
3745 0x0003a683 0x0043c083 5    6    .data    ascii   TM\rMZ
3746 0x0003a697 0x0043c097 5    8    .data    utf8    AͰ&|Ѥ blocks=Basic Latin,Greek and Coptic,Cyrillic
3747 0x0003a6a5 0x0043c0a5 5    6    .data    ascii   )3\ffG
3748 0x0003a6b5 0x0043c0b5 9    10   .data    ascii   ^@sJ\n=<r=
3749 0x0003a6c9 0x0043c0c9 8    10   .data    utf8    EӤ\ttj|`c blocks=Basic Latin,Cyrillic
3750 0x0003a71a 0x0043c11a 4    5    .data    ascii   PU7\n
3751 0x0003a731 0x0043c131 5    6    .data    ascii   UmkqI
3752 0x0003a7ed 0x0043c1ed 4    5    .data    ascii   3C-:
3753 0x0003a7f2 0x0043c1f2 4    5    .data    ascii   :u_]
3754 0x0003a80b 0x0043c20b 4    5    .data    ascii   \f\n"F
3755 0x0003a822 0x0043c222 5    8    .data    utf8    ݡU"؍G blocks=Arabic Supplement,Basic Latin,Arabic
3756 0x0003a879 0x0043c279 4    5    .data    ascii   *[Ko
3757 0x0003a88a 0x0043c28a 4    5    .data    ascii   TUVV
3758 0x0003a8a6 0x0043c2a6 6    7    .data    ascii   \fZ'hg0
3759 0x0003a8e3 0x0043c2e3 4    5    .data    ascii   U].,
3760 0x0003a91a 0x0043c31a 4    7    .data    utf8    ݺnE~ blocks=Arabic Supplement,Basic Latin
3761 0x0003a970 0x0043c370 5    6    .data    ascii   ?yKvM
3762 0x0003a97d 0x0043c37d 6    7    .data    ascii   A0b\eYT
3763 0x0003a9c0 0x0043c3c0 4    5    .data    ascii   0~TR
3764 0x0003aa10 0x0043c410 4    6    .data    utf8    ܜW`> blocks=Syriac,Basic Latin
3765 0x0003aa47 0x0043c447 5    8    .data    utf8    oj䂐+C blocks=Basic Latin,CJK Unified Ideographs Extension A
3766 0x0003aa61 0x0043c461 5    6    .data    ascii   kbVL`
3767 0x0003aa6e 0x0043c46e 4    6    .data    utf8    b)Ǚ4 blocks=Basic Latin,Latin Extended-B
3768 0x0003aaab 0x0043c4ab 5    6    .data    ascii   W4F."
3769 0x0003aabe 0x0043c4be 4    6    .data    utf8    `ں(] blocks=Basic Latin,Arabic
3770 0x0003ab46 0x0043c546 4    6    .data    utf8    \t͗?e blocks=Basic Latin,Combining Diacritical Marks
3771 0x0003ab8f 0x0043c58f 4    5    .data    ascii   koHM
3772 0x0003abb9 0x0043c5b9 4    5    .data    ascii   tGnO
3773 0x0003ac00 0x0043c600 5    7    .data    utf8    ǚ{.d# blocks=Latin Extended-B,Basic Latin
3774 0x0003ac0f 0x0043c60f 7    8    .data    ascii   G\l|^\fg
3775 0x0003ac42 0x0043c642 6    7    .data    ascii   \b,Cu(2
3776 0x0003ad53 0x0043c753 4    5    .data    ascii   \e7nC
3777 0x0003adb5 0x0043c7b5 4    5    .data    ascii   W.yC
3778 0x0003adba 0x0043c7ba 4    5    .data    ascii   wX(D
3779 0x0003ae62 0x0043c862 4    5    .data    ascii   vo2o
3780 0x0003ae83 0x0043c883 4    5    .data    ascii   q\n[!
3781 0x0003ae88 0x0043c888 4    5    .data    ascii   `jbM
3782 0x0003aec1 0x0043c8c1 9    11   .data    utf8    \r\eL\e\vĩ'h! blocks=Basic Latin,Latin Extended-A
3783 0x0003aece 0x0043c8ce 4    5    .data    ascii   6\vA!
3784 0x0003aedc 0x0043c8dc 4    5    .data    ascii   ~@L;
3785 0x0003aef9 0x0043c8f9 4    5    .data    ascii   V<H\
3786 0x0003af00 0x0043c900 8    10   .data    utf8    ߄;.p\r0\er blocks=NKo,Basic Latin
3787 0x0003af14 0x0043c914 4    5    .data    ascii   3QZR
3788 0x0003af37 0x0043c937 5    6    .data    ascii   tG";\b
3789 0x0003af49 0x0043c949 4    6    .data    utf8    G`Xʘ blocks=Basic Latin,IPA Extensions
3790 0x0003af8d 0x0043c98d 5    6    .data    ascii   q9_mv
3791 0x0003af94 0x0043c994 4    5    .data    ascii   G&'(
3792 0x0003afe1 0x0043c9e1 6    8    .data    utf8    {MTQ״\t blocks=Basic Latin,Hebrew
3793 0x0003b020 0x0043ca20 4    5    .data    ascii   \r<o\n
3794 0x0003b082 0x0043ca82 5    6    .data    ascii   Gr0}C
3795 0x0003b0d2 0x0043cad2 4    5    .data    ascii   \nHG5
3796 0x0003b0fc 0x0043cafc 4    5    .data    ascii   .wKo
3797 0x0003b117 0x0043cb17 5    6    .data    ascii   qd8l4
3798 0x0003b141 0x0043cb41 6    8    .data    utf8    g3S֛^D blocks=Basic Latin,Hebrew
3799 0x0003b153 0x0043cb53 4    6    .data    utf8    .:h͘ blocks=Basic Latin,Combining Diacritical Marks
3800 0x0003b1dc 0x0043cbdc 5    6    .data    ascii   ,\t\n\n
3801 0x0003b1ee 0x0043cbee 6    8    .data    utf8    Meʱ`1" blocks=Basic Latin,Spacing Modifier Letters
3802 0x0003b205 0x0043cc05 5    8    .data    utf8    Ӱ4ҲV" blocks=Cyrillic,Basic Latin
3803 0x0003b20d 0x0043cc0d 4    6    .data    utf8    4ʒVK blocks=Basic Latin,IPA Extensions
3804 0x0003b217 0x0043cc17 4    5    .data    ascii   yD[8
3805 0x0003b220 0x0043cc20 4    5    .data    ascii   a.3k
3806 0x0003b23d 0x0043cc3d 4    5    .data    ascii   *{A.
3807 0x0003b25d 0x0043cc5d 4    5    .data    ascii   \vU\f(
3808 0x0003b29a 0x0043cc9a 5    7    .data    utf8    ܢw/ ^ blocks=Syriac,Basic Latin
3809 0x0003b2f6 0x0043ccf6 4    5    .data    ascii   rNUp
3810 0x0003b32e 0x0043cd2e 5    6    .data    ascii   ~`[,\b
3811 0x0003b378 0x0043cd78 4    5    .data    ascii   $!\b\t
3812 0x0003b3a6 0x0043cda6 4    7    .data    utf8    ؓƻ#F blocks=Arabic,Latin Extended-B,Basic Latin
3813 0x0003b3b6 0x0043cdb6 4    5    .data    ascii   r38*
3814 0x0003b445 0x0043ce45 4    5    .data    ascii   an_;
3815 0x0003b451 0x0043ce51 4    5    .data    ascii   Q.t*
3816 0x0003b465 0x0043ce65 5    6    .data    ascii   o1T]>
3817 0x0003b4be 0x0043cebe 4    5    .data    ascii   se\ad
3818 0x0003b4c3 0x0043cec3 5    7    .data    utf8    ӳv\e{  blocks=Cyrillic,Basic Latin
3819 0x0003b542 0x0043cf42 4    6    .data    utf8    0U˵* blocks=Basic Latin,Spacing Modifier Letters
3820 0x0003b54e 0x0043cf4e 4    5    .data    ascii   \vHvW
3821 0x0003b555 0x0043cf55 5    6    .data    ascii   uAqM!
3822 0x0003b574 0x0043cf74 4    5    .data    ascii   nR\ap
3823 0x0003b57c 0x0043cf7c 4    5    .data    ascii   EX}k
3824 0x0003b5b9 0x0043cfb9 5    6    .data    ascii   Yc%7R
3825 0x0003b5e6 0x0043cfe6 8    9    .data    ascii   2\t} jA\b)
3826 0x0003b606 0x0043d006 4    6    .data    utf8    ^@ż@ blocks=Basic Latin,Latin Extended-A
3827 0x0003b60f 0x0043d00f 4    5    .data    ascii   q=~#
3828 0x0003b61c 0x0043d01c 4    5    .data    ascii   \r4[ 
3829 0x0003b623 0x0043d023 4    5    .data    ascii   's\e?
3830 0x0003b673 0x0043d073 6    9    .data    utf8    "Ǥ\a^߮P blocks=Basic Latin,Latin Extended-B,NKo
3831 0x0003b6cb 0x0043d0cb 4    5    .data    ascii   7%ln
3832 0x0003b714 0x0043d114 4    6    .data    utf8    ߧF8\b blocks=NKo,Basic Latin
3833 0x0003b77a 0x0043d17a 4    5    .data    ascii   B^eS
3834 0x0003b784 0x0043d184 5    7    .data    utf8    3@R²~ blocks=Basic Latin,Latin-1 Supplement
3835 0x0003b7cb 0x0043d1cb 5    7    .data    utf8    ,[¬a0 blocks=Basic Latin,Latin-1 Supplement
3836 0x0003b7f0 0x0043d1f0 5    7    .data    utf8    hBXtٰ blocks=Basic Latin,Arabic
3837 0x0003b7fc 0x0043d1fc 5    6    .data    ascii   HWdW\t
3838 0x0003b81c 0x0043d21c 6    9    .data    utf8    ȗRR\-ǡ blocks=Latin Extended-B,Basic Latin
3839 0x0003b829 0x0043d229 4    5    .data    ascii   %W=?
3840 0x0003b852 0x0043d252 5    7    .data    utf8    ŮD`'E blocks=Latin Extended-A,Basic Latin
3841 0x0003b8d8 0x0043d2d8 4    5    .data    ascii   nL`?
3842 0x0003b916 0x0043d316 7    8    .data    ascii   Tz\bbG=%
3843 0x0003b92c 0x0043d32c 4    6    .data    utf8    H8c]
3844 0x0003b93e 0x0043d33e 5    6    .data    ascii   ?K\taY
3845 0x0003b9a2 0x0043d3a2 4    5    .data    ascii   ilZ&
3846 0x0003b9b3 0x0043d3b3 6    7    .data    ascii   nQR)]=
3847 0x0003b9c7 0x0043d3c7 5    7    .data    utf8    \nV`ā| blocks=Basic Latin,Latin Extended-A
3848 0x0003b9f1 0x0043d3f1 6    8    .data    utf8    pΟC}\tT blocks=Basic Latin,Greek and Coptic
3849 0x0003ba0b 0x0043d40b 4    5    .data    ascii   [L%D
3850 0x0003ba37 0x0043d437 6    7    .data    ascii   s,dF5P
3851 0x0003ba6a 0x0043d46a 4    5    .data    ascii   $0km
3852 0x0003ba7f 0x0043d47f 7    8    .data    ascii   &$w Lv8
3853 0x0003ba94 0x0043d494 4    5    .data    ascii   ;\b{r
3854 0x0003baab 0x0043d4ab 5    6    .data    ascii   07s4H
3855 0x0003bac7 0x0043d4c7 4    5    .data    ascii   \n\bl
3856 0x0003bacc 0x0043d4cc 4    6    .data    utf8    sFǏ? blocks=Basic Latin,Latin Extended-B
3857 0x0003baed 0x0043d4ed 4    5    .data    ascii   ^6Kb
3858 0x0003bb0c 0x0043d50c 4    5    .data    ascii   a i+
3859 0x0003bb16 0x0043d516 4    6    .data    utf8    \t%.I
3860 0x0003bb96 0x0043d596 6    8    .data    utf8    C%Ƒ`2A blocks=Basic Latin,Latin Extended-B
3861 0x0003bbc4 0x0043d5c4 4    6    .data    utf8    OFP\a
3862 0x0003bbd0 0x0043d5d0 4    5    .data    ascii   5M>"
3863 0x0003bbeb 0x0043d5eb 4    5    .data    ascii   k ~X
3864 0x0003bc0d 0x0043d60d 4    5    .data    ascii   I#K\t
3865 0x0003bc21 0x0043d621 4    5    .data    ascii   {GnQ
3866 0x0003bc3a 0x0043d63a 4    5    .data    ascii   )xoD
3867 0x0003bc46 0x0043d646 4    5    .data    ascii   ]QN<
3868 0x0003bc50 0x0043d650 6    8    .data    utf8    \e~!2؍{ blocks=Basic Latin,Arabic
3869 0x0003bc97 0x0043d697 4    6    .data    utf8    לCU\ blocks=Hebrew,Basic Latin
3870 0x0003bccc 0x0043d6cc 5    7    .data    utf8    pdŐ#| blocks=Basic Latin,Latin Extended-A
3871 0x0003bcfc 0x0043d6fc 5    7    .data    utf8    q&\bRП blocks=Basic Latin,Cyrillic
3872 0x0003bd1c 0x0043d71c 4    5    .data    ascii   89:v
3873 0x0003bd33 0x0043d733 4    5    .data    ascii   \t?Gr
3874 0x0003bd44 0x0043d744 4    5    .data    ascii   zo\v_
3875 0x0003bd58 0x0043d758 4    6    .data    utf8    Êzq~ blocks=Latin-1 Supplement,Basic Latin
3876 0x0003bde3 0x0043d7e3 5    8    .data    utf8    Hϲ¿kR blocks=Basic Latin,Greek and Coptic,Latin-1 Supplement
3877 0x0003be0b 0x0043d80b 4    5    .data    ascii   A7P@
3878 0x0003be1a 0x0043d81a 5    6    .data    ascii   59.tJ
3879 0x0003be87 0x0043d887 4    6    .data    utf8    hͪ\vw blocks=Basic Latin,Combining Diacritical Marks
3880 0x0003beb1 0x0043d8b1 4    5    .data    ascii   k"Tu
3881 0x0003bed2 0x0043d8d2 5    6    .data    ascii   _ar+@
3882 0x0003bf08 0x0043d908 5    6    .data    ascii   sRI\e'
3883 0x0003bf60 0x0043d960 4    5    .data    ascii   oUB7
3884 0x0003bf86 0x0043d986 4    5    .data    ascii   n`QL
3885 0x0003bfa2 0x0043d9a2 5    6    .data    ascii   \r\v"Ju
3886 0x0003bfac 0x0043d9ac 5    6    .data    ascii   \n06lV
3887 0x0003c005 0x0043da05 4    5    .data    ascii   \f9hE
3888 0x0003c04a 0x0043da4a 6    9    .data    utf8    Xv˼x/Ӎ blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
3889 0x0003c079 0x0043da79 4    5    .data    ascii   Nv \b
3890 0x0003c0cc 0x0043dacc 5    6    .data    ascii   p-{E8
3891 0x0003c12a 0x0043db2a 5    8    .data    utf8    'tس+Ң blocks=Basic Latin,Arabic,Cyrillic
3892 0x0003c169 0x0043db69 5    6    .data    ascii   f6)m?
