[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
25745 0x0010f51b 0x0083731b 8   9    UPX1    ascii   L\b<WK2w6
25746 0x0010f601 0x00837401 6   7    UPX1    ascii   ~#\t*c.
25747 0x0010f623 0x00837423 5   6    UPX1    ascii   \bNA`\r
25748 0x0010f66c 0x0083746c 4   5    UPX1    ascii   9T\b4
25749 0x0010f67a 0x0083747a 8   9    UPX1    ascii    3b2\aR\f~
25750 0x0010f6c8 0x008374c8 6   7    UPX1    ascii   9G%1M 
25751 0x0010f6f4 0x008374f4 5   6    UPX1    ascii   onOD!
25752 0x0010f717 0x00837517 7   8    UPX1    ascii   9`>xPtC
25753 0x0010f71f 0x0083751f 5   6    UPX1    ascii   N5n\e1
25754 0x0010f72d 0x0083752d 5   6    UPX1    ascii   9"\a!\e
25755 0x0010f763 0x00837563 4   5    UPX1    ascii   PZGd
25756 0x0010f7c9 0x008375c9 5   6    UPX1    ascii   I\f\f+(
25757 0x0010f807 0x00837607 6   7    UPX1    ascii   &;xw,m
25758 0x0010f831 0x00837631 4   5    UPX1    ascii    `xh
25759 0x0010f87a 0x0083767a 4   5    UPX1    ascii   [@8\t
25760 0x0010f8a8 0x008376a8 7   10   UPX1    utf8    \b\b@\atᖶ' blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
25761 0x0010f8b6 0x008376b6 6   7    UPX1    ascii   ZL\b>\b\t
25762 0x0010f8be 0x008376be 4   5    UPX1    ascii   \2\n!
25763 0x0010f940 0x00837740 4   5    UPX1    ascii   v aQ
25764 0x0010f965 0x00837765 5   6    UPX1    ascii   "r6\nb
25765 0x0010f990 0x00837790 5   7    UPX1    utf8    \a\t\r*ߠ blocks=Basic Latin,NKo
25766 0x0010f9a2 0x008377a2 6   7    UPX1    ascii   F:\a\fv\t
25767 0x0010f9ad 0x008377ad 9   10   UPX1    ascii   1\bW\bN+#0 
25768 0x0010f9be 0x008377be 5   6    UPX1    ascii   \v\r')(
25769 0x0010f9d5 0x008377d5 5   7    UPX1    utf8    ǂ!c\vT blocks=Latin Extended-B,Basic Latin
25770 0x0010f9f3 0x008377f3 5   6    UPX1    ascii   0, w\v
25771 0x0010fa15 0x00837815 4   6    UPX1    utf8    F\eN، blocks=Basic Latin,Arabic
25772 0x0010fa1b 0x0083781b 4   5    UPX1    ascii   _:`{
25773 0x0010fa23 0x00837823 7   8    UPX1    ascii   <\r8V\b\e\e
25774 0x0010fa41 0x00837841 4   6    UPX1    utf8    G!>͍ blocks=Basic Latin,Combining Diacritical Marks
25775 0x0010fa56 0x00837856 6   7    UPX1    ascii   0MvR\n3
25776 0x0010facb 0x008378cb 4   5    UPX1    ascii   xGrc
25777 0x0010fae1 0x008378e1 4   5    UPX1    ascii   (\n-(
25778 0x0010fb56 0x00837956 12  14   UPX1    utf8    j8LoadFactѩU blocks=Basic Latin,Cyrillic
25779 0x0010fb64 0x00837964 6   7    UPX1    ascii   \t0$>*/
25780 0x0010fb8f 0x0083798f 4   5    UPX1    ascii   [?oM
25781 0x0010fbc7 0x008379c7 5   6    UPX1    ascii   p}ZKn
25782 0x0010fbf4 0x008379f4 4   5    UPX1    ascii   Bo\n5
25783 0x0010fc05 0x00837a05 5   6    UPX1    ascii   oldby
25784 0x0010fc58 0x00837a58 4   5    UPX1    ascii   wSsS
25785 0x0010fc86 0x00837a86 5   6    UPX1    ascii   Z}H#?
25786 0x0010fc99 0x00837a99 4   5    UPX1    ascii   1h_\t
25787 0x0010fcc4 0x00837ac4 4   5    UPX1    ascii   &?IE
25788 0x0010fd47 0x00837b47 4   5    UPX1    ascii   \r\bPV
25789 0x0010fd6b 0x00837b6b 7   8    UPX1    ascii   \r&T\n(46
25790 0x0010fd7a 0x00837b7a 4   5    UPX1    ascii   00A;
25791 0x0010fd94 0x00837b94 4   5    UPX1    ascii   "9\e\v
25792 0x0010fd99 0x00837b99 4   6    UPX1    utf8    Hމo7 blocks=Basic Latin,Thaana
25793 0x0010fdec 0x00837bec 4   5    UPX1    ascii   \Q=u
25794 0x0010fdf1 0x00837bf1 4   5    UPX1    ascii   \tX?M
25795 0x0010fdf6 0x00837bf6 4   5    UPX1    ascii   \n#\t9
25796 0x0010fe1f 0x00837c1f 4   6    UPX1    utf8    8%\aҜ blocks=Basic Latin,Cyrillic
25797 0x0010fe90 0x00837c90 4   6    UPX1    utf8    ݰnce blocks=Arabic Supplement,Basic Latin
25798 0x0010fe96 0x00837c96 5   6    UPX1    ascii   bMa>~
25799 0x0010feaf 0x00837caf 4   5    UPX1    ascii   hD14
25800 0x0010fef8 0x00837cf8 5   6    UPX1    ascii   P_v*`
25801 0x0010ff1a 0x00837d1a 6   8    UPX1    utf8    \b*oCpޛ blocks=Basic Latin,Thaana
25802 0x0010ff31 0x00837d31 4   5    UPX1    ascii   HA(_
25803 0x0010ff7f 0x00837d7f 4   5    UPX1    ascii   $(B\v
25804 0x0010ff93 0x00837d93 6   7    UPX1    ascii   \t8&<#+
25805 0x0010ff9b 0x00837d9b 4   5    UPX1    ascii   N`KT
25806 0x0010ffc3 0x00837dc3 5   8    UPX1    utf8    RϿȩ.| blocks=Basic Latin,Greek and Coptic,Latin Extended-B
25807 0x0010ffe7 0x00837de7 4   5    UPX1    ascii   0,_\e
25808 0x00110002 0x00837e02 5   6    UPX1    ascii   gj,\_
25809 0x0011002a 0x00837e2a 4   5    UPX1    ascii   "+z;
25810 0x00110067 0x00837e67 4   5    UPX1    ascii   C:yH
25811 0x001100b6 0x00837eb6 4   5    UPX1    ascii   /C!c
25812 0x001100bb 0x00837ebb 4   5    UPX1    ascii   $\a!J
25813 0x001100c5 0x00837ec5 4   5    UPX1    ascii   q6P\n
25814 0x001100e3 0x00837ee3 4   5    UPX1    ascii   ol)\r
25815 0x00110117 0x00837f17 5   6    UPX1    ascii   ?B_hD
25816 0x00110129 0x00837f29 4   5    UPX1    ascii   \bB\f\n
25817 0x00110147 0x00837f47 4   5    UPX1    ascii   U hv
25818 0x00110171 0x00837f71 11  12   UPX1    ascii   \b "\n)\b%3\nA.
25819 0x00110195 0x00837f95 6   7    UPX1    ascii   wj+$a"
25820 0x001101a1 0x00837fa1 4   5    UPX1    ascii   7[Sa
25821 0x001101cb 0x00837fcb 4   5    UPX1    ascii   fE=>
25822 0x001101e9 0x00837fe9 4   5    UPX1    ascii   S|?B
25823 0x001101f7 0x00837ff7 4   6    UPX1    utf8    "ѭ]? blocks=Basic Latin,Cyrillic
25824 0x0011021c 0x0083801c 5   6    UPX1    ascii   hp8LD
25825 0x0011022f 0x0083802f 5   6    UPX1    ascii   uKaZ6
25826 0x0011023a 0x0083803a 4   5    UPX1    ascii   o\bC\f
25827 0x0011023f 0x0083803f 4   5    UPX1    ascii   +%%\v
25828 0x0011026f 0x0083806f 4   5    UPX1    ascii   \e.n`
25829 0x00110284 0x00838084 4   5    UPX1    ascii   '73&
25830 0x001102a6 0x008380a6 4   5    UPX1    ascii    I'\n
25831 0x001102bf 0x008380bf 4   6    UPX1    utf8    @Ն2_ blocks=Basic Latin,Armenian
25832 0x001102c6 0x008380c6 5   6    UPX1    ascii   @C-NV
25833 0x001102f4 0x008380f4 4   5    UPX1    ascii   zVV<
25834 0x001102fc 0x008380fc 6   7    UPX1    ascii   NXs56`
25835 0x00110358 0x00838158 7   10   UPX1    utf8    !;֦;5%ˣ blocks=Basic Latin,Hebrew,Spacing Modifier Letters
25836 0x00110388 0x00838188 4   5    UPX1    ascii   \r>tj
25837 0x001103bf 0x008381bf 4   5    UPX1    ascii   \v._P
25838 0x001103c9 0x008381c9 5   6    UPX1    ascii   HH01N
25839 0x001103e4 0x008381e4 4   5    UPX1    ascii   L6_q
25840 0x00110415 0x00838215 4   5    UPX1    ascii   7_m@
25841 0x00110429 0x00838229 5   6    UPX1    ascii   dJ.9@
25842 0x001104ab 0x008382ab 5   6    UPX1    ascii   /Jp7/
25843 0x001104d8 0x008382d8 7   8    UPX1    ascii   V^!G@64
25844 0x00110516 0x00838316 4   5    UPX1    ascii   \*S}
25845 0x00110580 0x00838380 5   6    UPX1    ascii   6\n\eF,
25846 0x001105ab 0x008383ab 4   5    UPX1    ascii   $&\b2
25847 0x001105b4 0x008383b4 5   6    UPX1    ascii   qN"\v,
25848 0x001105c0 0x008383c0 6   7    UPX1    ascii   O'T\v\bV
25849 0x00110600 0x00838400 4   6    UPX1    utf8    ΐrzE blocks=Greek and Coptic,Basic Latin
25850 0x0011060c 0x0083840c 4   5    UPX1    ascii   \b^\b 
25851 0x00110645 0x00838445 6   7    UPX1    ascii   />^.+\a
25852 0x00110665 0x00838465 5   6    UPX1    ascii   |48HW
25853 0x001106e5 0x008384e5 4   5    UPX1    ascii   L'J'
25854 0x00110701 0x00838501 4   5    UPX1    ascii   d@P;
25855 0x00110717 0x00838517 4   5    UPX1    ascii   \fP;P
25856 0x0011071c 0x0083851c 5   7    UPX1    utf8    ?ޅ.~d blocks=Basic Latin,Thaana
25857 0x0011073b 0x0083853b 9   10   UPX1    ascii   \b5R^fd?D|
25858 0x00110745 0x00838545 4   8    UPX1    utf8    :רּ؈X blocks=Basic Latin,Alphabetic Presentation Forms,Arabic
25859 0x0011076c 0x0083856c 4   5    UPX1    ascii   U\nVz
25860 0x00110782 0x00838582 6   7    UPX1    ascii   ~_w^>?
25861 0x0011079c 0x0083859c 4   5    UPX1    ascii   \a\r/W
25862 0x001107b0 0x008385b0 5   6    UPX1    ascii   >\bL"=
25863 0x001107f7 0x008385f7 5   6    UPX1    ascii   /qtAZ
25864 0x0011081e 0x0083861e 5   6    UPX1    ascii   gf5tz
25865 0x00110867 0x00838667 5   6    UPX1    ascii   )L1P\e
25866 0x00110881 0x00838681 4   5    UPX1    ascii   fI_\v
25867 0x001108a8 0x008386a8 6   7    UPX1    ascii   U<y\{k
25868 0x001108da 0x008386da 6   7    UPX1    ascii   ..z\e2,
25869 0x00110970 0x00838770 4   5    UPX1    ascii   AINq
25870 0x001109b9 0x008387b9 5   6    UPX1    ascii   .AA@j
25871 0x001109e0 0x008387e0 4   5    UPX1    ascii    ?TW
25872 0x001109f1 0x008387f1 5   6    UPX1    ascii   J'SAp
25873 0x00110a16 0x00838816 5   6    UPX1    ascii   (l}*=
25874 0x00110a66 0x00838866 5   6    UPX1    ascii   80K?0
25875 0x00110a97 0x00838897 4   5    UPX1    ascii   \eMm\v
25876 0x00110ab5 0x008388b5 4   5    UPX1    ascii   0ZxK
25877 0x00110ad1 0x008388d1 4   5    UPX1    ascii   ?Zh%
25878 0x00110ae1 0x008388e1 6   7    UPX1    ascii   =\vjV.U
25879 0x00110afa 0x008388fa 4   5    UPX1    ascii   UA;*
25880 0x00110b26 0x00838926 4   5    UPX1    ascii   {S0L
25881 0x00110b48 0x00838948 5   6    UPX1    ascii   t\n?a%
25882 0x00110b94 0x00838994 5   7    UPX1    utf8    sM!\fѨ blocks=Basic Latin,Cyrillic
25883 0x00110ba2 0x008389a2 5   6    UPX1    ascii   65&P`
25884 0x00110bec 0x008389ec 8   9    UPX1    ascii   7\v7$o3\v_
25885 0x00110c05 0x00838a05 4   5    UPX1    ascii   N \eU
25886 0x00110c12 0x00838a12 9   10   UPX1    ascii   s<\`:+L\nQ
25887 0x00110c3b 0x00838a3b 4   5    UPX1    ascii   N/r6
25888 0x00110c52 0x00838a52 11  14   UPX1    utf8    S2Osubto_딄t blocks=Basic Latin,Hangul Syllables
25889 0x00110c67 0x00838a67 4   6    UPX1    utf8    wp\vυ blocks=Basic Latin,Greek and Coptic
25890 0x00110c6e 0x00838a6e 4   5    UPX1    ascii   Of\nR
25891 0x00110ca6 0x00838aa6 7   8    UPX1    ascii   d"Pdns6
25892 0x00110d1c 0x00838b1c 4   5    UPX1    ascii   PQP\v
25893 0x00110d6e 0x00838b6e 4   5    UPX1    ascii   zX#V
25894 0x00110de7 0x00838be7 4   5    UPX1    ascii   \tSK'
25895 0x00110df6 0x00838bf6 5   6    UPX1    ascii   S?\nWh
25896 0x00110e42 0x00838c42 4   5    UPX1    ascii   rk{\f
25897 0x00110e4a 0x00838c4a 4   5    UPX1    ascii   fpso
25898 0x00110e62 0x00838c62 5   6    UPX1    ascii   !!.\b;
25899 0x00110e6d 0x00838c6d 4   5    UPX1    ascii   {S5T
25900 0x00110e79 0x00838c79 4   5    UPX1    ascii   o\b?N
25901 0x00110eb4 0x00838cb4 4   5    UPX1    ascii   Base
25902 0x00110ec3 0x00838cc3 4   5    UPX1    ascii   \bU\bF
25903 0x00110ed1 0x00838cd1 4   6    UPX1    utf8    QؽnM blocks=Basic Latin,Arabic
25904 0x00110f0a 0x00838d0a 5   6    UPX1    ascii   NonA:
25905 0x00110f1e 0x00838d1e 4   5    UPX1    ascii   HVod
25906 0x00110f2b 0x00838d2b 4   5    UPX1    ascii   (*?V
25907 0x00110f7e 0x00838d7e 4   5    UPX1    ascii   Pea2
25908 0x00110fa2 0x00838da2 4   6    UPX1    utf8    0%Ѽk blocks=Basic Latin,Cyrillic
25909 0x00110fa8 0x00838da8 4   5    UPX1    ascii   Wo!8
25910 0x00110fb3 0x00838db3 4   5    UPX1    ascii   /*-1
25911 0x00110fc0 0x00838dc0 4   5    UPX1    ascii   \r$,O
25912 0x00110fe6 0x00838de6 6   7    UPX1    ascii   \b!\n\t0!
25913 0x00110ff9 0x00838df9 4   5    UPX1    ascii   2\t(/
25914 0x0011101c 0x00838e1c 4   5    UPX1    ascii   _ >\e
25915 0x0011103d 0x00838e3d 4   5    UPX1    ascii   7n(E
25916 0x00111067 0x00838e67 7   8    UPX1    ascii   KB\bF@Z\a
25917 0x00111079 0x00838e79 6   7    UPX1    ascii   {S1YO&
25918 0x00111097 0x00838e97 4   5    UPX1    ascii   |>*0
25919 0x0011109c 0x00838e9c 5   6    UPX1    ascii   X"hox
25920 0x001110a2 0x00838ea2 4   8    UPX1    utf8    ڕհî\t blocks=Arabic,Armenian,Latin-1 Supplement,Basic Latin
25921 0x001110ab 0x00838eab 4   5    UPX1    ascii   *4]\b
25922 0x001110be 0x00838ebe 4   5    UPX1    ascii   ]A\nh
25923 0x001110df 0x00838edf 5   6    UPX1    ascii   Arena
25924 0x00111181 0x00838f81 4   5    UPX1    ascii   4[oF
25925 0x00111194 0x00838f94 5   6    UPX1    ascii   rBo4d
25926 0x001111ae 0x00838fae 4   5    UPX1    ascii   DDpg
25927 0x001111d3 0x00838fd3 4   6    UPX1    utf8     aˌ\b blocks=Basic Latin,Spacing Modifier Letters
25928 0x001111e6 0x00838fe6 5   6    UPX1    ascii   % xo\b
25929 0x001111f6 0x00838ff6 4   5    UPX1    ascii   isdH
25930 0x001111fd 0x00838ffd 4   5    UPX1    ascii   \aZMx
25931 0x00111233 0x00839033 4   5    UPX1    ascii   \f!at
25932 0x0011127d 0x0083907d 4   5    UPX1    ascii   bulk
25933 0x00111294 0x00839094 8   9    UPX1    ascii   \r{\v\t*a@p
25934 0x001112b7 0x008390b7 5   6    UPX1    ascii   .(\r04
25935 0x001112c4 0x008390c4 5   6    UPX1    ascii   *vMN 
25936 0x001112cf 0x008390cf 7   8    UPX1    ascii   lX{+$)\n
25937 0x00111337 0x00839137 7   8    UPX1    ascii   \v_a8O :
25938 0x00111352 0x00839152 7   8    UPX1    ascii   SrcOnlv
25939 0x00111361 0x00839161 4   6    UPX1    utf8    \t\t\vȞ blocks=Basic Latin,Latin Extended-B
25940 0x00111380 0x00839180 6   7    UPX1    ascii   sIU35'
25941 0x0011138a 0x0083918a 6   8    UPX1    utf8    9\fI3CԂ blocks=Basic Latin,Cyrillic Supplement
25942 0x001113ce 0x008391ce 6   7    UPX1    ascii   Zx\a)-@
25943 0x00111520 0x00839320 4   5    UPX1    ascii   \f3h\b
25944 0x0011155c 0x0083935c 5   6    UPX1    ascii   T\t,w1
25945 0x00111579 0x00839379 6   7    UPX1    ascii   \v\r|?Wz
25946 0x001115ac 0x008393ac 5   7    UPX1    utf8    \a^Oni
25947 0x001115c9 0x008393c9 4   5    UPX1    ascii   \fZ\r\f
25948 0x00111626 0x00839426 6   7    UPX1    ascii   c/Y/O0
25949 0x0011162d 0x0083942d 4   5    UPX1    ascii   ;fM\b
25950 0x001116dc 0x008394dc 8   9    UPX1    ascii   \f\b7\bD\t4X
25951 0x0011170b 0x0083950b 5   6    UPX1    ascii   VP[``
25952 0x00111741 0x00839541 4   5    UPX1    ascii   Z@F\b
25953 0x0011175e 0x0083955e 5   6    UPX1    ascii   B\bn\t4
25954 0x00111764 0x00839564 6   7    UPX1    ascii   WN\b\t$\r
25955 0x00111777 0x00839577 10  11   UPX1    ascii   P:,@,|\b=W\b
25956 0x00111787 0x00839587 4   5    UPX1    ascii   rJ0\b
25957 0x0011178c 0x0083958c 4   5    UPX1    ascii    #\n"
25958 0x00111791 0x00839591 4   5    UPX1    ascii   "$s\b
25959 0x001117a2 0x008395a2 5   6    UPX1    ascii   wW Rh
25960 0x001117c1 0x008395c1 4   5    UPX1    ascii   c\r.\b
25961 0x001117f0 0x008395f0 5   6    UPX1    ascii   \vFiL4
25962 0x0011180a 0x0083960a 4   5    UPX1    ascii   r&23
25963 0x00111845 0x00839645 5   6    UPX1    ascii   ?\vLt:
25964 0x00111850 0x00839650 4   5    UPX1    ascii   S25\v
25965 0x0011190e 0x0083970e 5   6    UPX1    ascii   *\r4%d
25966 0x00111947 0x00839747 4   5    UPX1    ascii   K3/}
25967 0x0011197f 0x0083977f 4   5    UPX1    ascii   \be j
25968 0x001119a9 0x008397a9 4   5    UPX1    ascii   \t"Bp
25969 0x001119f3 0x008397f3 5   6    UPX1    ascii   GCPro
25970 0x00111a03 0x00839803 4   6    UPX1    utf8    KƗ\ft blocks=Basic Latin,Latin Extended-B
25971 0x00111a0d 0x0083980d 4   5    UPX1    ascii   _m\b\n
25972 0x00111a17 0x00839817 4   5    UPX1    ascii   .@\b-
25973 0x00111a1f 0x0083981f 4   5    UPX1    ascii   \fI\f`
25974 0x00111a28 0x00839828 4   5    UPX1    ascii   `V\b\e
25975 0x00111a35 0x00839835 4   5    UPX1    ascii   ]eC\v
25976 0x00111a7c 0x0083987c 8   10   UPX1    utf8    l9E`H<r܅ blocks=Basic Latin,Syriac
25977 0x00111a96 0x00839896 4   5    UPX1    ascii   ;\n?2
25978 0x00111bc1 0x008399c1 7   8    UPX1    ascii   dZvjrTZ
25979 0x00111be0 0x008399e0 4   5    UPX1    ascii   `\f\r/
25980 0x00111be9 0x008399e9 5   6    UPX1    ascii   'd^\n\f
25981 0x00111bf6 0x008399f6 5   6    UPX1    ascii   O\nP\bK
25982 0x00111bfc 0x008399fc 5   6    UPX1    ascii   \v\f\a\r*
25983 0x00111c12 0x00839a12 4   5    UPX1    ascii   b\b+7
25984 0x00111c21 0x00839a21 4   5    UPX1    ascii   \b{RQ
25985 0x00111c2f 0x00839a2f 4   6    UPX1    utf8    Ȇ&\a* blocks=Latin Extended-B,Basic Latin
25986 0x00111c71 0x00839a71 4   5    UPX1    ascii   VL8\f
25987 0x00111c8c 0x00839a8c 5   6    UPX1    ascii   \n@\b;g
25988 0x00111ca2 0x00839aa2 4   5    UPX1    ascii   VN\r$
25989 0x00111ca9 0x00839aa9 6   7    UPX1    ascii   \ala\nJ\b
25990 0x00111ce7 0x00839ae7 4   6    UPX1    utf8    ˷N"$ blocks=Spacing Modifier Letters,Basic Latin
25991 0x00111cef 0x00839aef 6   7    UPX1    ascii   94\b3\n:
25992 0x00111cfe 0x00839afe 5   8    UPX1    utf8    m@nִָ blocks=Basic Latin,Hebrew
25993 0x00111d49 0x00839b49 4   5    UPX1    ascii   3o!V
25994 0x00111d51 0x00839b51 4   5    UPX1    ascii   oegd
25995 0x00111e04 0x00839c04 5   6    UPX1    ascii   dep%|
25996 0x00111e0c 0x00839c0c 4   5    UPX1    ascii   @9r[
25997 0x00111e39 0x00839c39 4   5    UPX1    ascii   k\r_P
25998 0x00111ea5 0x00839ca5 7   8    UPX1    ascii   -T|Cp?7
25999 0x00111ebb 0x00839cbb 5   6    UPX1    ascii   J8fh=
26000 0x00111ec2 0x00839cc2 4   6    UPX1    utf8    ҩ\f?p blocks=Cyrillic,Basic Latin
26001 0x00111eca 0x00839cca 4   5    UPX1    ascii   _\f^,
26002 0x00111f14 0x00839d14 5   6    UPX1    ascii   WR\nTf
26003 0x00111f1b 0x00839d1b 4   5    UPX1    ascii   `\b\n\f
26004 0x00111f5e 0x00839d5e 7   8    UPX1    ascii   (,~pseA
26005 0x00111f72 0x00839d72 4   5    UPX1    ascii   (pYx
26006 0x00111f84 0x00839d84 4   5    UPX1    ascii   ^A"`
26007 0x00111fb6 0x00839db6 5   7    UPX1    utf8    }?Ƈa' blocks=Basic Latin,Latin Extended-B
26008 0x0011204d 0x00839e4d 5   6    UPX1    ascii   0/,og
26009 0x001120df 0x00839edf 5   6    UPX1    ascii   &4a%c
26010 0x00112108 0x00839f08 4   5    UPX1    ascii   _]\bk
26011 0x00112112 0x00839f12 4   5    UPX1    ascii   amn\
26012 0x00112120 0x00839f20 5   6    UPX1    ascii   9t\t]$
26013 0x00112137 0x00839f37 4   5    UPX1    ascii   \a1[\e
26014 0x00112175 0x00839f75 4   5    UPX1    ascii   #`SZ
26015 0x0011218f 0x00839f8f 7   9    UPX1    utf8    VHLڪ\f/( blocks=Basic Latin,Arabic
26016 0x00112198 0x00839f98 5   6    UPX1    ascii   Q\b(N(
26017 0x0011219f 0x00839f9f 4   5    UPX1    ascii   /\n@7
26018 0x001121fd 0x00839ffd 4   5    UPX1    ascii   (8jT
26019 0x00112237 0x0083a037 5   8    UPX1    utf8    މ´Uq  blocks=Thaana,Latin-1 Supplement,Basic Latin
26020 0x00112292 0x0083a092 4   5    UPX1    ascii   $\vI8
26021 0x001122b3 0x0083a0b3 4   5    UPX1    ascii   Sfc*
26022 0x001122dd 0x0083a0dd 6   7    UPX1    ascii   L\\8,D
26023 0x001122e4 0x0083a0e4 4   6    UPX1    utf8    @Hlұ blocks=Basic Latin,Cyrillic
26024 0x0011230f 0x0083a10f 5   6    UPX1    ascii   Unus\v
26025 0x0011234a 0x0083a14a 4   5    UPX1    ascii   \e\n&j
26026 0x0011236a 0x0083a16a 4   5    UPX1    ascii   (L\t]
26027 0x001123d7 0x0083a1d7 4   5    UPX1    ascii   \t=jY
26028 0x001123e9 0x0083a1e9 5   6    UPX1    ascii   3x@a}
26029 0x001123f3 0x0083a1f3 6   7    UPX1    ascii   \\f?\b\n'
26030 0x00112416 0x0083a216 4   5    UPX1    ascii   ^Hug
26031 0x00112456 0x0083a256 5   7    UPX1    utf8    '2Zƥ8 blocks=Basic Latin,Latin Extended-B
26032 0x00112489 0x0083a289 5   6    UPX1    ascii   Fault
26033 0x001124b9 0x0083a2b9 7   8    UPX1    ascii    XTH&\N
26034 0x001124d4 0x0083a2d4 6   7    UPX1    ascii   "#Y&I\e
26035 0x001124f5 0x0083a2f5 4   5    UPX1    ascii   fa4q
26036 0x00112515 0x0083a315 4   5    UPX1    ascii   lbi(
26037 0x00112523 0x0083a323 5   6    UPX1    ascii   Q@!LR
26038 0x00112535 0x0083a335 4   5    UPX1    ascii   :C\r;
26039 0x0011256f 0x0083a36f 4   5    UPX1    ascii   F]\nc
26040 0x0011259f 0x0083a39f 4   6    UPX1    utf8    ̨0i| blocks=Combining Diacritical Marks,Basic Latin
26041 0x001125a7 0x0083a3a7 4   5    UPX1    ascii   \f4^d
26042 0x001125e8 0x0083a3e8 6   7    UPX1    ascii   C5\b\fn~
26043 0x00112675 0x0083a475 4   5    UPX1    ascii   $n&x
26044 0x00112683 0x0083a483 6   7    UPX1    ascii   Rx{Pp!
26045 0x001126a8 0x0083a4a8 7   9    UPX1    utf8    .ĿPr0.\n blocks=Basic Latin,Latin Extended-A
26046 0x001126df 0x0083a4df 4   5    UPX1    ascii   }cBA
26047 0x001126fb 0x0083a4fb 7   8    UPX1    ascii   Z\bZ0Zf=
26048 0x001127c5 0x0083a5c5 4   5    UPX1    ascii   +6BM
26049 0x001127ea 0x0083a5ea 5   7    UPX1    utf8    Ŋ4\rC; blocks=Latin Extended-A,Basic Latin
26050 0x00112856 0x0083a656 4   5    UPX1    ascii   \a9,$
26051 0x00112888 0x0083a688 5   6    UPX1    ascii   `pj&3
26052 0x001128c3 0x0083a6c3 8   9    UPX1    ascii   [xUxpF\fT
26053 0x001128e8 0x0083a6e8 6   7    UPX1    ascii   {$\f\n\a
26054 0x001129ee 0x0083a7ee 4   5    UPX1    ascii   dbl4
26055 0x00112a1b 0x0083a81b 4   5    UPX1    ascii   \a1cJ
26056 0x00112ab7 0x0083a8b7 4   5    UPX1    ascii   bCo`
26057 0x00112ac1 0x0083a8c1 4   5    UPX1    ascii   StH/
26058 0x00112ac9 0x0083a8c9 6   7    UPX1    ascii   \frtCyc
26059 0x00112bac 0x0083a9ac 4   6    UPX1    utf8    χB)c blocks=Greek and Coptic,Basic Latin
26060 0x00112bd7 0x0083a9d7 4   5    UPX1    ascii   P/\r\f
26061 0x00112c11 0x0083aa11 4   5    UPX1    ascii   1%+O
26062 0x00112c8e 0x0083aa8e 4   5    UPX1    ascii   KB!T
26063 0x00112d56 0x0083ab56 4   5    UPX1    ascii   Ex98
26064 0x00112d9d 0x0083ab9d 8   9    UPX1    ascii   rigg.Rxi
26065 0x00112dcc 0x0083abcc 4   5    UPX1    ascii   BB@J
26066 0x00112dec 0x0083abec 4   5    UPX1    ascii   \t,\f\b
26067 0x00112e20 0x0083ac20 4   5    UPX1    ascii   6X>\b
26068 0x00112e2b 0x0083ac2b 4   5    UPX1    ascii   _wK_
26069 0x00112e5a 0x0083ac5a 4   5    UPX1    ascii   Effe
26070 0x00112e95 0x0083ac95 4   5    UPX1    ascii   I\e]<
26071 0x00112ec0 0x0083acc0 4   5    UPX1    ascii   AbIb
26072 0x00112eec 0x0083acec 4   5    UPX1    ascii   \rt\n\f
26073 0x00112f84 0x0083ad84 4   5    UPX1    ascii   ,S\bd
26074 0x00113004 0x0083ae04 6   8    UPX1    utf8    \b`?|\r» blocks=Basic Latin,Latin-1 Supplement
26075 0x00113022 0x0083ae22 8   9    UPX1    ascii   )\f\n\f`\t0\t
26076 0x00113036 0x0083ae36 4   5    UPX1    ascii   K!\b'
26077 0x00113055 0x0083ae55 5   6    UPX1    ascii   \a%0\aq
26078 0x00113073 0x0083ae73 4   7    UPX1    utf8    7M' blocks=Basic Latin,Private Use Area
26079 0x00113110 0x0083af10 6   7    UPX1    ascii   "\b?Uj'
26080 0x00113132 0x0083af32 4   6    UPX1    utf8    \r*ՄD blocks=Basic Latin,Armenian
26081 0x00113140 0x0083af40 6   7    UPX1    ascii   HJ|0PB
26082 0x001131df 0x0083afdf 4   5    UPX1    ascii   v?A'
26083 0x001131e4 0x0083afe4 5   6    UPX1    ascii   \bt\v\n\n
26084 0x0011320c 0x0083b00c 4   5    UPX1    ascii   7/w1
26085 0x00113215 0x0083b015 4   5    UPX1    ascii   A01.
26086 0x00113222 0x0083b022 4   5    UPX1    ascii   \f8PH
26087 0x00113227 0x0083b027 4   5    UPX1    ascii   _vI"
26088 0x00113268 0x0083b068 9   11   UPX1    utf8    np\er(\nBI\r
26089 0x00113279 0x0083b079 4   5    UPX1    ascii   \b\fly
26090 0x00113292 0x0083b092 5   7    UPX1    utf8    }K)_ސ blocks=Basic Latin,Thaana
26091 0x001132ad 0x0083b0ad 5   6    UPX1    ascii   \bK~/P
26092 0x001132f0 0x0083b0f0 4   5    UPX1    ascii   *2\t8
26093 0x001132fe 0x0083b0fe 4   5    UPX1    ascii   "*@*
26094 0x00113379 0x0083b179 4   5    UPX1    ascii   u\ec1
26095 0x001133b0 0x0083b1b0 4   6    UPX1    utf8    Q\bŎM blocks=Basic Latin,Latin Extended-A
