[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
15766 0x000b5aa8 0x007b42a8 5   6    .data   ascii   xb@EK
15767 0x000b5ac6 0x007b42c6 5   6    .data   ascii   )0=\fL
15768 0x000b5aef 0x007b42ef 5   6    .data   ascii   T\aH(\n
15769 0x000b5b00 0x007b4300 6   7    .data   ascii   -\t\t\v26
15770 0x000b5b19 0x007b4319 4   5    .data   ascii   NXzZ
15771 0x000b5b6b 0x007b436b 5   6    .data   ascii   'y6k]
15772 0x000b5b73 0x007b4373 5   6    .data   ascii   p*slm
15773 0x000b5b94 0x007b4394 9   10   .data   ascii   \n\r9iP#e_5
15774 0x000b5bb3 0x007b43b3 5   6    .data   ascii   wT*`\v
15775 0x000b5bd6 0x007b43d6 5   6    .data   ascii   Ct@aH
15776 0x000b5bdd 0x007b43dd 5   6    .data   ascii   pN\v\v/
15777 0x000b5bf4 0x007b43f4 4   5    .data   ascii   \fNXD
15778 0x000b5c21 0x007b4421 5   6    .data   ascii   \n]f()
15779 0x000b5c4f 0x007b444f 4   5    .data   ascii   $T$q
15780 0x000b5c66 0x007b4466 5   6    .data   ascii   SoF++
15781 0x000b5c8d 0x007b448d 5   6    .data   ascii   Cwz R
15782 0x000b5ce5 0x007b44e5 4   6    .data   utf8    ^bȭ$ blocks=Basic Latin,Latin Extended-B
15783 0x000b5cf8 0x007b44f8 5   6    .data   ascii   -bVu]
15784 0x000b5d37 0x007b4537 5   6    .data   ascii   \v-DKk
15785 0x000b5d78 0x007b4578 4   5    .data   ascii   NCuR
15786 0x000b5db8 0x007b45b8 4   5    .data   ascii   <Pxs
15787 0x000b5dfc 0x007b45fc 4   7    .data   utf8    둔t"n blocks=Hangul Syllables,Basic Latin
15788 0x000b5e56 0x007b4656 5   7    .data   utf8    @@SHβ blocks=Basic Latin,Greek and Coptic
15789 0x000b5ea0 0x007b46a0 5   7    .data   utf8    (JN]Ĉ blocks=Basic Latin,Latin Extended-A
15790 0x000b5ebe 0x007b46be 4   5    .data   ascii   \rp<*
15791 0x000b5f0e 0x007b470e 4   6    .data   utf8    tCDi
15792 0x000b5f3c 0x007b473c 4   6    .data   utf8    #мC% blocks=Basic Latin,Cyrillic
15793 0x000b5fd7 0x007b47d7 4   6    .data   utf8    $.܋H blocks=Basic Latin,Syriac
15794 0x000b5fe1 0x007b47e1 4   5    .data   ascii   5-UO
15795 0x000b6090 0x007b4890 4   5    .data   ascii   LZV0
15796 0x000b60e1 0x007b48e1 6   7    .data   ascii   Ef\tbAA
15797 0x000b6141 0x007b4941 4   6    .data   utf8    Kݚ\n} blocks=Basic Latin,Arabic Supplement
15798 0x000b6165 0x007b4965 4   5    .data   ascii   Ya~"
15799 0x000b6179 0x007b4979 5   6    .data   ascii   \\sZU
15800 0x000b617f 0x007b497f 6   7    .data   ascii   "|G+Vx
15801 0x000b61aa 0x007b49aa 6   7    .data   ascii   Y)N$V\b
15802 0x000b61fc 0x007b49fc 4   5    .data   ascii   %.OY
15803 0x000b6254 0x007b4a54 6   7    .data   ascii    #,D6;
15804 0x000b626b 0x007b4a6b 6   7    .data   ascii   !t\vJ@=
15805 0x000b6280 0x007b4a80 5   7    .data   utf8    d©9\tz blocks=Basic Latin,Latin-1 Supplement
15806 0x000b628f 0x007b4a8f 4   5    .data   ascii   \b)\'
15807 0x000b62ae 0x007b4aae 5   6    .data   ascii   )%S\f8
15808 0x000b62e9 0x007b4ae9 7   9    .data   utf8    ӎ_IE\v\e@ blocks=Cyrillic,Basic Latin
15809 0x000b62fc 0x007b4afc 4   5    .data   ascii   Yz5X
15810 0x000b6301 0x007b4b01 4   5    .data   ascii   +H?;
15811 0x000b6334 0x007b4b34 5   6    .data   ascii    S;X\b
15812 0x000b6362 0x007b4b62 4   5    .data   ascii   !fhU
15813 0x000b6367 0x007b4b67 4   6    .data   utf8    \tMĴ  blocks=Basic Latin,Latin Extended-A
15814 0x000b6384 0x007b4b84 7   10   .data   utf8    䡘*("\b^P blocks=CJK Unified Ideographs Extension A,Basic Latin
15815 0x000b63a0 0x007b4ba0 5   6    .data   ascii   9YvP)
15816 0x000b63b3 0x007b4bb3 6   8    .data   utf8    -ϡ)\b\nY blocks=Basic Latin,Greek and Coptic
15817 0x000b63c7 0x007b4bc7 6   7    .data   ascii   0p\f\N
15818 0x000b6438 0x007b4c38 4   7    .data   utf8    ÉS\nB blocks=Latin-1 Supplement,Basic Latin
15819 0x000b6445 0x007b4c45 4   5    .data   ascii   %u\a&
15820 0x000b647a 0x007b4c7a 4   5    .data   ascii   )~ h
15821 0x000b649e 0x007b4c9e 4   5    .data   ascii   \nD0\b
15822 0x000b64a4 0x007b4ca4 4   5    .data   ascii   \a\tE\f
15823 0x000b64af 0x007b4caf 9   12   .data   utf8    (pƤ _êdf< blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement
15824 0x000b64e8 0x007b4ce8 4   5    .data   ascii   q\vt0
15825 0x000b64f4 0x007b4cf4 5   6    .data   ascii   ^VQ${
15826 0x000b6510 0x007b4d10 4   5    .data   ascii   )Hjv
15827 0x000b6528 0x007b4d28 5   6    .data   ascii   I'$\n[
15828 0x000b6594 0x007b4d94 4   5    .data   ascii   \n!\eb
15829 0x000b659b 0x007b4d9b 11  13   .data   utf8    8+XG!SdgB̡\f blocks=Basic Latin,Combining Diacritical Marks
15830 0x000b65c3 0x007b4dc3 5   6    .data   ascii   s,\fH\r
15831 0x000b664e 0x007b4e4e 5   6    .data   ascii   hx!V.
15832 0x000b6672 0x007b4e72 9   12   .data   utf8    |\toleU.] blocks=Basic Latin,Private Use Area
15833 0x000b66a9 0x007b4ea9 5   6    .data   ascii   \eZ\a}?
15834 0x000b66bc 0x007b4ebc 5   6    .data   ascii   H-u4P
15835 0x000b66ed 0x007b4eed 6   7    .data   ascii   D#W\t \r
15836 0x000b6775 0x007b4f75 6   7    .data   ascii   N= u&E
15837 0x000b677d 0x007b4f7d 6   7    .data   ascii   spuCs0
15838 0x000b67e6 0x007b4fe6 6   7    .data   ascii   Q\b-@-+
15839 0x000b67fe 0x007b4ffe 4   6    .data   utf8    \t/R՝ blocks=Basic Latin,Armenian
15840 0x000b6810 0x007b5010 5   6    .data   ascii    ^!3*
15841 0x000b6853 0x007b5053 4   5    .data   ascii   dt(x
15842 0x000b6875 0x007b5075 5   6    .data   ascii   3\nCAN
15843 0x000b68e8 0x007b50e8 4   5    .data   ascii   !$k]
15844 0x000b68ed 0x007b50ed 4   7    .data   utf8    A@\t\r
15845 0x000b6902 0x007b5102 6   7    .data   ascii   g\ng\t\a\b
15846 0x000b690c 0x007b510c 6   8    .data   utf8    C\rВ&@g blocks=Basic Latin,Cyrillic
15847 0x000b691e 0x007b511e 7   8    .data   ascii   &1!h\vtc
15848 0x000b6928 0x007b5128 6   7    .data   ascii   \aOcQT&
15849 0x000b6949 0x007b5149 5   6    .data   ascii   |bbPS
15850 0x000b695a 0x007b515a 6   7    .data   ascii   $\n\a\fp:
15851 0x000b6966 0x007b5166 5   6    .data   ascii   vaab'
15852 0x000b69a5 0x007b51a5 7   8    .data   ascii   \aw\n_RGP
15853 0x000b69b0 0x007b51b0 4   5    .data   ascii   \v?>@
15854 0x000b69d7 0x007b51d7 4   5    .data   ascii   `e^f
15855 0x000b6a44 0x007b5244 4   5    .data   ascii   ]Gl-
15856 0x000b6a71 0x007b5271 4   5    .data   ascii   ):D`
15857 0x000b6a9f 0x007b529f 7   8    .data   ascii   @'UP(b\e
15858 0x000b6b1a 0x007b531a 4   5    .data   ascii   %P"\v
15859 0x000b6b43 0x007b5343 5   6    .data   ascii   bo}Y4
15860 0x000b6b68 0x007b5368 4   5    .data   ascii   P(#Z
15861 0x000b6b73 0x007b5373 4   5    .data   ascii   E}#0
15862 0x000b6b90 0x007b5390 4   5    .data   ascii   04G 
15863 0x000b6b95 0x007b5395 4   5    .data   ascii    TB,
15864 0x000b6baf 0x007b53af 6   7    .data   ascii   ]|beG\f
15865 0x000b6be5 0x007b53e5 4   6    .data   utf8    \rߋto blocks=Basic Latin,NKo
15866 0x000b6c4e 0x007b544e 5   7    .data   utf8    JΪ)@/ blocks=Basic Latin,Greek and Coptic
15867 0x000b6cb9 0x007b54b9 4   5    .data   ascii   RPVK
15868 0x000b6cce 0x007b54ce 4   5    .data   ascii   \fu~{
15869 0x000b6d49 0x007b5549 4   6    .data   utf8    9)\rג blocks=Basic Latin,Hebrew
15870 0x000b6d57 0x007b5557 5   6    .data   ascii   ;]\f}2
15871 0x000b6d6c 0x007b556c 4   5    .data   ascii   1NuS
15872 0x000b6dd6 0x007b55d6 4   5    .data   ascii   (vi9
15873 0x000b6dea 0x007b55ea 5   6    .data   ascii   \b,h ,
15874 0x000b6df1 0x007b55f1 5   6    .data   ascii   d4ApS
15875 0x000b6dfd 0x007b55fd 4   5    .data   ascii   f#\b(
15876 0x000b6e0b 0x007b560b 5   6    .data   ascii   vicIs
15877 0x000b6e44 0x007b5644 4   5    .data   ascii   \fkV\f
15878 0x000b6e52 0x007b5652 4   5    .data   ascii   dd\bi
15879 0x000b6e57 0x007b5657 4   5    .data   ascii   \f2(p
15880 0x000b6e61 0x007b5661 5   6    .data   ascii   Ma=Dh
15881 0x000b6e6f 0x007b566f 4   5    .data   ascii   esiv
15882 0x000b6e7d 0x007b567d 8   9    .data   ascii   u\fdp]gP\f
15883 0x000b6e93 0x007b5693 4   5    .data   ascii   $c"n
15884 0x000b6eaa 0x007b56aa 6   7    .data   ascii   e\bu4T\n
15885 0x000b6eb1 0x007b56b1 5   6    .data   ascii   b\bl$k
15886 0x000b6ed7 0x007b56d7 4   5    .data   ascii   oM(f
15887 0x000b6ee4 0x007b56e4 5   6    .data   ascii   \f*|So
15888 0x000b6f09 0x007b5709 5   7    .data   utf8    FI֏m( blocks=Basic Latin,Armenian
15889 0x000b6f32 0x007b5732 4   5    .data   ascii   -t'r
15890 0x000b6f68 0x007b5768 4   5    .data   ascii   t}f\e
15891 0x000b6f73 0x007b5773 5   6    .data   ascii   p l^h
15892 0x000b6fe7 0x007b57e7 4   5    .data   ascii   6G\f%
15893 0x000b6ff2 0x007b57f2 4   5    .data   ascii   }0t)
15894 0x000b6fff 0x007b57ff 5   7    .data   utf8    kČ1D0 blocks=Basic Latin,Latin Extended-A
15895 0x000b703a 0x007b583a 7   8    .data   ascii   #WDlyBY
15896 0x000b7076 0x007b5876 5   6    .data   ascii   D\a"1$
15897 0x000b7096 0x007b5896 4   5    .data   ascii   BeQ\b
15898 0x000b70a4 0x007b58a4 4   5    .data   ascii   ,\arf
15899 0x000b70af 0x007b58af 4   5    .data   ascii   \n)\t=
15900 0x000b70c1 0x007b58c1 5   6    .data   ascii   }Y0\n,
15901 0x000b70d4 0x007b58d4 5   6    .data   ascii   F=@\nO
15902 0x000b70da 0x007b58da 7   8    .data   ascii   TayM\n)\b
15903 0x000b711d 0x007b591d 14  15   .data   ascii   \a\\b\\t\\n\\v\\fQ\r"
15904 0x000b7160 0x007b5960 4   5    .data   ascii   \n(\b\e
15905 0x000b7167 0x007b5967 5   6    .data   ascii   =$NH_
15906 0x000b7188 0x007b5988 4   5    .data   ascii   ^$oH
15907 0x000b7223 0x007b5a23 4   5    .data   ascii   \eDX<
15908 0x000b7245 0x007b5a45 8   9    .data   ascii   B!!dD""e
15909 0x000b724e 0x007b5a4e 8   9    .data   ascii   B#!fD$"g
15910 0x000b7257 0x007b5a57 5   6    .data   ascii   B%#hZ
15911 0x000b7262 0x007b5a62 5   7    .data   utf8    '?jϦ> blocks=Basic Latin,Greek and Coptic
15912 0x000b728d 0x007b5a8d 5   6    .data   ascii   B+G8V
15913 0x000b72d4 0x007b5ad4 5   7    .data   utf8    ^ǝMo_ blocks=Basic Latin,Latin Extended-B
15914 0x000b72db 0x007b5adb 4   6    .data   utf8    A"μB blocks=Basic Latin,Greek and Coptic
15915 0x000b72e4 0x007b5ae4 7   8    .data   ascii   \e\vyxU\fp
15916 0x000b7305 0x007b5b05 6   7    .data   ascii   B\abK3h
15917 0x000b73bc 0x007b5bbc 4   5    .data   ascii   Y_[7
15918 0x000b73c1 0x007b5bc1 7   8    .data   ascii   StdvXD|
15919 0x000b73dc 0x007b5bdc 6   7    .data   ascii   op\b\f]\
15920 0x000b73fc 0x007b5bfc 7   9    .data   utf8    $Ս\fOp1" blocks=Basic Latin,Armenian
15921 0x000b742d 0x007b5c2d 4   5    .data   ascii   G\tDX
15922 0x000b7453 0x007b5c53 4   5    .data   ascii   H/'D
15923 0x000b7459 0x007b5c59 4   5    .data   ascii   Nj\a8
15924 0x000b7472 0x007b5c72 4   6    .data   utf8    k\aƚ\r blocks=Basic Latin,Latin Extended-B
15925 0x000b748c 0x007b5c8c 6   7    .data   ascii   #OGd\f=
15926 0x000b74df 0x007b5cdf 7   8    .data   ascii   hI;<1\n\e
15927 0x000b7501 0x007b5d01 8   9    .data   ascii   )Z"LA}SI
15928 0x000b750a 0x007b5d0a 4   5    .data   ascii   \ve5H
15929 0x000b759c 0x007b5d9c 6   7    .data   ascii   \f2$Erx
15930 0x000b75a8 0x007b5da8 6   7    .data   ascii   /\v9L4a
15931 0x000b75bd 0x007b5dbd 5   6    .data   ascii   \rTEdi
15932 0x000b75e0 0x007b5de0 4   5    .data   ascii   Low2
15933 0x000b75f5 0x007b5df5 4   5    .data   ascii   B\tk 
15934 0x000b7600 0x007b5e00 4   5    .data   ascii   PZG,
15935 0x000b7616 0x007b5e16 4   5    .data   ascii   \b\W\v
15936 0x000b761e 0x007b5e1e 6   8    .data   utf8    \b=ԡ,Y; blocks=Basic Latin,Cyrillic Supplement
15937 0x000b763b 0x007b5e3b 4   5    .data   ascii   e$!\b
15938 0x000b7654 0x007b5e54 4   5    .data   ascii   \tD[\f
15939 0x000b7660 0x007b5e60 7   8    .data   ascii   2,!\v{i)
15940 0x000b7685 0x007b5e85 6   7    .data   ascii   xTabLP
15941 0x000b76bb 0x007b5ebb 6   7    .data   ascii   ?A1h3\f
15942 0x000b76c2 0x007b5ec2 6   7    .data   ascii   48xPC9
15943 0x000b76d9 0x007b5ed9 5   6    .data   ascii   \e\bxbG
15944 0x000b76e7 0x007b5ee7 4   5    .data   ascii   \ba.\f
15945 0x000b7701 0x007b5f01 4   5    .data   ascii   >\tpH
15946 0x000b7711 0x007b5f11 4   5    .data   ascii   "uPI
15947 0x000b7744 0x007b5f44 4   6    .data   utf8    hľIO blocks=Basic Latin,Latin Extended-A
15948 0x000b7753 0x007b5f53 7   8    .data   ascii   3i(\t@1)
15949 0x000b7760 0x007b5f60 4   7    .data   utf8    ЏП!i blocks=Cyrillic,Basic Latin
15950 0x000b7786 0x007b5f86 6   8    .data   utf8    ո|\bLR< blocks=Armenian,Basic Latin
15951 0x000b779d 0x007b5f9d 6   7    .data   ascii   \bJxX f
15952 0x000b77d8 0x007b5fd8 4   5    .data   ascii   a\rIh
15953 0x000b77f1 0x007b5ff1 4   5    .data   ascii   Y0]h
15954 0x000b77f6 0x007b5ff6 4   5    .data   ascii   b\tlm
15955 0x000b7801 0x007b6001 4   5    .data   ascii   !b\f\t
15956 0x000b780d 0x007b600d 5   6    .data   ascii   xLD\t\f
15957 0x000b781e 0x007b601e 5   6    .data   ascii   H\v*|t
15958 0x000b7829 0x007b6029 4   5    .data   ascii   8=\b,
15959 0x000b7836 0x007b6036 10  12   .data   utf8     T'0rם@Bhr blocks=Basic Latin,Hebrew
15960 0x000b7860 0x007b6060 5   6    .data   ascii   \n{\a=B
15961 0x000b7869 0x007b6069 12  13   .data   ascii   |!xs\'htODbT
15962 0x000b7895 0x007b6095 6   7    .data   ascii   HLS8+\a
15963 0x000b78a0 0x007b60a0 4   5    .data   ascii   G\vw4
15964 0x000b78a5 0x007b60a5 6   7    .data   ascii   \f?x C@
15965 0x000b78ce 0x007b60ce 5   6    .data   ascii   :\vF\a$
15966 0x000b78ec 0x007b60ec 7   8    .data   ascii   ](\t\a'yH
15967 0x000b7916 0x007b6116 5   6    .data   ascii   \r\b+lf
15968 0x000b793a 0x007b613a 7   8    .data   ascii   Default
15969 0x000b7963 0x007b6163 6   7    .data   ascii   a\nlRes
15970 0x000b7990 0x007b6190 4   5    .data   ascii   I\nOr
15971 0x000b79c9 0x007b61c9 8   10   .data   utf8    ]+$e'$ݬ+ blocks=Basic Latin,Arabic Supplement
15972 0x000b79db 0x007b61db 4   5    .data   ascii   Exit
15973 0x000b79ef 0x007b61ef 4   7    .data   utf8    Iˤ|* blocks=Basic Latin,Spacing Modifier Letters
15974 0x000b7a04 0x007b6204 4   5    .data   ascii   #%g+
15975 0x000b7a09 0x007b6209 12  13   .data   ascii   \a1Up/?N!,vB-
15976 0x000b7a40 0x007b6240 4   5    .data   ascii   Etx4
15977 0x000b7b3d 0x007b633d 4   5    .data   ascii   Q\b#*
15978 0x000b7b42 0x007b6342 4   5    .data   ascii   #t(K
15979 0x000b7bcb 0x007b63cb 9   11   .data   utf8     $\fK\͌CLm blocks=Basic Latin,Combining Diacritical Marks
15980 0x000b7bda 0x007b63da 5   6    .data   ascii   Uv<dJ
15981 0x000b7bfe 0x007b63fe 4   5    .data   ascii   U~8r
15982 0x000b7c60 0x007b6460 4   6    .data   utf8    M}ŕ| blocks=Basic Latin,Latin Extended-A
15983 0x000b7c6e 0x007b646e 6   7    .data   ascii   "Ck)Sp
15984 0x000b7c75 0x007b6475 4   5    .data   ascii   EVEI
15985 0x000b7cc6 0x007b64c6 4   6    .data   utf8    m\vˠ\t blocks=Basic Latin,Spacing Modifier Letters
15986 0x000b7cfd 0x007b64fd 5   6    .data   ascii   JL2LA
15987 0x000b7d1b 0x007b651b 4   5    .data   ascii   *\fOF
15988 0x000b7d27 0x007b6527 4   5    .data   ascii   y$DG
15989 0x000b7d9b 0x007b659b 6   7    .data   ascii   w2(<BC
15990 0x000b7dba 0x007b65ba 4   5    .data   ascii   IID"
15991 0x000b7df1 0x007b65f1 5   6    .data   ascii   Bl \vD
15992 0x000b7e68 0x007b6668 4   6    .data   utf8    \ellǖ blocks=Basic Latin,Latin Extended-B
15993 0x000b7ed6 0x007b66d6 4   5    .data   ascii   U\b9\n
15994 0x000b7f48 0x007b6748 7   9    .data   utf8    )VыKOjc blocks=Basic Latin,Cyrillic
15995 0x000b7f65 0x007b6765 4   5    .data   ascii   Q@-E
15996 0x000b7f6e 0x007b676e 4   5    .data   ascii   7SKd
15997 0x000b7f9e 0x007b679e 8   10   .data   utf8    |2x2QHؗX blocks=Basic Latin,Arabic
15998 0x000b7fc9 0x007b67c9 5   6    .data   ascii   G5hj\f
15999 0x000b7fda 0x007b67da 4   5    .data   ascii   M^\az
16000 0x000b7fef 0x007b67ef 4   5    .data   ascii   ;J$d
16001 0x000b7ff8 0x007b67f8 5   7    .data   utf8    \v\b\b(r
16002 0x000b8073 0x007b6873 4   5    .data   ascii   B\r I
16003 0x000b807a 0x007b687a 4   5    .data   ascii   *8VQ
16004 0x000b80ca 0x007b68ca 4   5    .data   ascii   (DI|
16005 0x000b80d2 0x007b68d2 4   5    .data   ascii   YIZp
16006 0x000b80da 0x007b68da 4   6    .data   utf8    3Ӡ4$ blocks=Basic Latin,Cyrillic
16007 0x000b80e2 0x007b68e2 4   5    .data   ascii    :UP
16008 0x000b80f3 0x007b68f3 5   6    .data   ascii   e\bUGs
16009 0x000b8179 0x007b6979 5   7    .data   utf8    9ݑ&`_ blocks=Basic Latin,Arabic Supplement
16010 0x000b8182 0x007b6982 4   5    .data   ascii   \bNWq
16011 0x000b81e1 0x007b69e1 4   5    .data   ascii   ;Z!\f
16012 0x000b81e6 0x007b69e6 10  11   .data   ascii   H]ED8IT[1\b
16013 0x000b81f2 0x007b69f2 4   6    .data   utf8    * kء blocks=Basic Latin,Arabic
16014 0x000b81fb 0x007b69fb 5   6    .data   ascii   x\f=pG
16015 0x000b8249 0x007b6a49 4   5    .data   ascii   #\k0
16016 0x000b824f 0x007b6a4f 4   5    .data   ascii   G7-K
16017 0x000b8259 0x007b6a59 4   5    .data   ascii   \b]L\e
16018 0x000b828e 0x007b6a8e 4   5    .data   ascii   58\nU
16019 0x000b82b5 0x007b6ab5 5   6    .data   ascii   E:\nTS
16020 0x000b82c2 0x007b6ac2 4   6    .data   utf8    M?˻" blocks=Basic Latin,Spacing Modifier Letters
16021 0x000b833f 0x007b6b3f 4   6    .data   utf8    _#ԋ] blocks=Basic Latin,Cyrillic Supplement
16022 0x000b837f 0x007b6b7f 4   5    .data   ascii   \r\%)
16023 0x000b83f7 0x007b6bf7 6   7    .data   ascii   NWq EW
16024 0x000b8402 0x007b6c02 4   5    .data   ascii   '}3f
16025 0x000b840b 0x007b6c0b 5   6    .data   ascii   PVhtl
16026 0x000b8428 0x007b6c28 4   5    .data   ascii   |hJ9
16027 0x000b8431 0x007b6c31 4   7    .data   utf8    ѱ\KǍ blocks=Cyrillic,Basic Latin,Latin Extended-B
16028 0x000b846c 0x007b6c6c 5   6    .data   ascii   I\SO/
16029 0x000b8472 0x007b6c72 5   7    .data   utf8    _(:Sŏ blocks=Basic Latin,Latin Extended-A
16030 0x000b848b 0x007b6c8b 4   6    .data   utf8    \nߴJy blocks=Basic Latin,NKo
16031 0x000b84f5 0x007b6cf5 4   5    .data   ascii   MP_G
16032 0x000b8552 0x007b6d52 6   8    .data   utf8    7FXϼ\f' blocks=Basic Latin,Greek and Coptic
16033 0x000b8566 0x007b6d66 11  13   .data   utf8    Q\ƃ&*'zt'$B blocks=Basic Latin,Latin Extended-B
16034 0x000b8574 0x007b6d74 5   6    .data   ascii   EGweh
16035 0x000b858e 0x007b6d8e 4   5    .data   ascii   n8O4
16036 0x000b8594 0x007b6d94 4   5    .data   ascii   (zQK
16037 0x000b85be 0x007b6dbe 5   6    .data   ascii   &Z%2!
16038 0x000b8605 0x007b6e05 8   9    .data   ascii   !tKdWc:C
16039 0x000b8616 0x007b6e16 6   7    .data   ascii   6VA\r3;
16040 0x000b8639 0x007b6e39 4   5    .data   ascii   C3\bq
16041 0x000b8644 0x007b6e44 11  12   .data   ascii   T4{e}RP*&tH
16042 0x000b8650 0x007b6e50 4   5    .data   ascii   G_kP
16043 0x000b868a 0x007b6e8a 4   5    .data   ascii   &'"u
16044 0x000b869b 0x007b6e9b 4   5    .data   ascii   ?O`$
16045 0x000b86a0 0x007b6ea0 6   7    .data   ascii   >\ruV\f.
16046 0x000b870d 0x007b6f0d 6   8    .data   utf8    ƕ\rJN,D blocks=Latin Extended-B,Basic Latin
16047 0x000b871d 0x007b6f1d 7   8    .data   ascii   v\vS2!K[
16048 0x000b8745 0x007b6f45 4   5    .data   ascii   X.'O
16049 0x000b8770 0x007b6f70 4   5    .data   ascii   D\bx8
16050 0x000b87a4 0x007b6fa4 4   6    .data   utf8    ŴYT? blocks=Latin Extended-A,Basic Latin
16051 0x000b87ae 0x007b6fae 4   5    .data   ascii   \vJ\b*
16052 0x000b87c9 0x007b6fc9 11  13   .data   utf8    0"_oO?$g\b\bD
16053 0x000b87db 0x007b6fdb 7   8    .data   ascii   h6Iq!B%
16054 0x000b87f5 0x007b6ff5 5   6    .data   ascii   \etZbO
16055 0x000b881f 0x007b701f 4   5    .data   ascii   PD/\t
16056 0x000b8875 0x007b7075 5   7    .data   utf8    Õ<|J\a blocks=Latin-1 Supplement,Basic Latin
16057 0x000b888d 0x007b708d 4   5    .data   ascii   R]G2
16058 0x000b8892 0x007b7092 8   9    .data   ascii   =\f/rw*c\b
16059 0x000b889b 0x007b709b 4   5    .data   ascii   w#N8
16060 0x000b88ca 0x007b70ca 4   7    .data   utf8    d-猕t blocks=Basic Latin,CJK Unified Ideographs
16061 0x000b8911 0x007b7111 7   10   .data   utf8    ݖԺH!7l@ blocks=Arabic Supplement,Armenian,Basic Latin
16062 0x000b8935 0x007b7135 4   5    .data   ascii   #H p
16063 0x000b8944 0x007b7144 4   6    .data   utf8    _9'ݫ blocks=Basic Latin,Arabic Supplement
16064 0x000b8967 0x007b7167 5   6    .data   ascii   B*!_d
16065 0x000b899a 0x007b719a 4   5    .data   ascii   KT`4
16066 0x000b89a0 0x007b71a0 6   7    .data   ascii   @T ^nJ
16067 0x000b89b0 0x007b71b0 4   6    .data   utf8    Oӿ)a blocks=Basic Latin,Cyrillic
16068 0x000b89bd 0x007b71bd 6   7    .data   ascii   ee\r<\ef
16069 0x000b89ca 0x007b71ca 5   7    .data   utf8    \rƴ\rQ\e blocks=Basic Latin,Latin Extended-B
16070 0x000b89dd 0x007b71dd 8   9    .data   ascii   6\n\v[\aV\)
16071 0x000b8a77 0x007b7277 4   5    .data   ascii   C3!-
16072 0x000b8a8a 0x007b728a 4   5    .data   ascii   ^aX\a
16073 0x000b8ad2 0x007b72d2 4   5    .data   ascii   ~lTB
16074 0x000b8adb 0x007b72db 5   6    .data   ascii   ).\v"i
16075 0x000b8b2a 0x007b732a 4   6    .data   utf8    ƇH]\b blocks=Latin Extended-B,Basic Latin
16076 0x000b8b5c 0x007b735c 4   5    .data   ascii   \ %w
16077 0x000b8ba9 0x007b73a9 5   6    .data   ascii   2:(\eQ
16078 0x000b8bb7 0x007b73b7 6   8    .data   utf8    ʗ_X\bJ\f blocks=IPA Extensions,Basic Latin
16079 0x000b8bd1 0x007b73d1 8   9    .data   ascii   |24C4!0M
16080 0x000b8be0 0x007b73e0 4   5    .data   ascii   $2 y
16081 0x000b8bf5 0x007b73f5 6   7    .data   ascii   OA}-=7
16082 0x000b8c5c 0x007b745c 5   6    .data   ascii   !\n]\e{
16083 0x000b8c74 0x007b7474 10  11   .data   ascii   \bgqRyia@tB
16084 0x000b8cb2 0x007b74b2 4   5    .data   ascii   ']5l
16085 0x000b8cc5 0x007b74c5 4   5    .data   ascii   'rGW
16086 0x000b8ce6 0x007b74e6 6   8    .data   utf8    Ө`Z:Pi blocks=Cyrillic,Basic Latin
16087 0x000b8cfb 0x007b74fb 5   6    .data   ascii   G2 (A
16088 0x000b8d3e 0x007b753e 4   5    .data   ascii   \nRw|
16089 0x000b8d4c 0x007b754c 5   6    .data   ascii   pj<b\b
16090 0x000b8d77 0x007b7577 5   7    .data   utf8    5$ƃ'i blocks=Basic Latin,Latin Extended-B
16091 0x000b8db6 0x007b75b6 6   7    .data   ascii   G\f]\\fZ
16092 0x000b8df5 0x007b75f5 4   7    .data   utf8    M$䠬\ blocks=Basic Latin,CJK Unified Ideographs Extension A
16093 0x000b8e24 0x007b7624 4   5    .data   ascii   U+nx
16094 0x000b8e40 0x007b7640 4   5    .data   ascii   ]X_P
16095 0x000b8e54 0x007b7654 5   6    .data   ascii   RTo\b\a
16096 0x000b8e68 0x007b7668 4   5    .data   ascii   eX%z
16097 0x000b8e78 0x007b7678 4   5    .data   ascii   ogUT
16098 0x000b8e88 0x007b7688 5   6    .data   ascii   Y\r%\vo
16099 0x000b8ebd 0x007b76bd 5   7    .data   utf8    u#/ۦ? blocks=Basic Latin,Arabic
16100 0x000b8ed8 0x007b76d8 4   5    .data   ascii   \Hk_
16101 0x000b8ede 0x007b76de 6   8    .data   utf8    `OhwܽS blocks=Basic Latin,Syriac
16102 0x000b8ee6 0x007b76e6 4   5    .data   ascii   \v~\b!
16103 0x000b8efc 0x007b76fc 5   6    .data   ascii   >IVqm
16104 0x000b8f0b 0x007b770b 5   6    .data   ascii   (U&Ti
16105 0x000b8f21 0x007b7721 5   6    .data   ascii   L\b\bxG
16106 0x000b8f28 0x007b7728 4   5    .data   ascii   \f`[x
16107 0x000b8f3a 0x007b773a 4   5    .data   ascii   <L8G
16108 0x000b8f4a 0x007b774a 4   5    .data   ascii   !X\vT
16109 0x000b8f51 0x007b7751 4   5    .data   ascii   Wt,h
16110 0x000b8f7d 0x007b777d 5   6    .data   ascii   h\biys
