[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
16111 0x000b8f83 0x007b7783 4   5    .data   ascii   hpBy
16112 0x000b8fa7 0x007b77a7 4   5    .data   ascii   \epb/
16113 0x000b8faf 0x007b77af 5   6    .data   ascii   KFq#O
16114 0x000b8fb8 0x007b77b8 6   7    .data   ascii   He#2\b?
16115 0x000b8fce 0x007b77ce 5   6    .data   ascii   \t \tzf
16116 0x000b9017 0x007b7817 5   6    .data   ascii   d{($V
16117 0x000b9048 0x007b7848 7   9    .data   utf8    {\nH*XLυ blocks=Basic Latin,Greek and Coptic
16118 0x000b9060 0x007b7860 4   5    .data   ascii   ]\nkL
16119 0x000b9077 0x007b7877 4   5    .data   ascii   \v@( 
16120 0x000b90fd 0x007b78fd 4   5    .data   ascii   4}x{
16121 0x000b911a 0x007b791a 6   7    .data   ascii   \epRY2L
16122 0x000b9121 0x007b7921 5   6    .data   ascii   WOW/t
16123 0x000b912b 0x007b792b 4   5    .data   ascii   ;H}W
16124 0x000b9200 0x007b7a00 6   7    .data   ascii   IE(9AL
16125 0x000b9207 0x007b7a07 7   8    .data   ascii   "%sc,4)
16126 0x000b921c 0x007b7a1c 4   5    .data   ascii   \b\nJK
16127 0x000b929b 0x007b7a9b 4   5    .data   ascii   D\ 3
16128 0x000b92a8 0x007b7aa8 4   5    .data   ascii   S_vP
16129 0x000b92c1 0x007b7ac1 5   6    .data   ascii   y0\to"
16130 0x000b92d6 0x007b7ad6 7   8    .data   ascii   JumpIDC
16131 0x000b932e 0x007b7b2e 5   6    .data   ascii   y\i}E
16132 0x000b9339 0x007b7b39 4   6    .data   utf8    \v߂_4 blocks=Basic Latin,NKo
16133 0x000b935f 0x007b7b5f 7   8    .data   ascii   \rd2\a'uu
16134 0x000b9388 0x007b7b88 5   6    .data   ascii   P8\v\bP
16135 0x000b938e 0x007b7b8e 6   7    .data   ascii   /'U`yU
16136 0x000b93b8 0x007b7bb8 4   5    .data   ascii   Kb\f_
16137 0x000b93be 0x007b7bbe 4   6    .data   utf8    hɁ!L blocks=Basic Latin,Latin Extended-B
16138 0x000b93ec 0x007b7bec 7   9    .data   utf8    WINHELP
16139 0x000b9405 0x007b7c05 7   8    .data   ascii   #32q7a0
16140 0x000b9411 0x007b7c11 5   8    .data   utf8    \t\r낲P] blocks=Basic Latin,Hangul Syllables
16141 0x000b9426 0x007b7c26 4   7    .data   utf8    ΐjLй blocks=Greek and Coptic,Basic Latin,Cyrillic
16142 0x000b9492 0x007b7c92 4   5    .data   ascii   |$:\r
16143 0x000b94a4 0x007b7ca4 5   6    .data   ascii   \b{m1\f
16144 0x000b94cc 0x007b7ccc 4   7    .data   utf8    r똩+e blocks=Basic Latin,Hangul Syllables
16145 0x000b94ed 0x007b7ced 4   5    .data   ascii   Fv'L
16146 0x000b9543 0x007b7d43 4   6    .data   utf8    xă-  blocks=Basic Latin,Latin Extended-A
16147 0x000b9572 0x007b7d72 5   6    .data   ascii   :6t^,
16148 0x000b9586 0x007b7d86 5   7    .data   utf8    %ԎUD\ blocks=Basic Latin,Cyrillic Supplement
16149 0x000b95ba 0x007b7dba 6   8    .data   utf8    ZeJd͜! blocks=Basic Latin,Combining Diacritical Marks
16150 0x000b95e9 0x007b7de9 11  12   .data   ascii   ategory`T\fJ
16151 0x000b96a8 0x007b7ea8 5   6    .data   ascii   \rWbA]
16152 0x000b96e0 0x007b7ee0 5   6    .data   ascii   Sd\b#x
16153 0x000b96e6 0x007b7ee6 4   5    .data   ascii   |H',
16154 0x000b9717 0x007b7f17 4   5    .data   ascii   _\n\aT
16155 0x000b974d 0x007b7f4d 6   7    .data   ascii   BidwyZ
16156 0x000b9755 0x007b7f55 5   6    .data   ascii   \v7TEx
16157 0x000b9768 0x007b7f68 6   8    .data   utf8    \b\nݲML< blocks=Basic Latin,Arabic Supplement
16158 0x000b97b1 0x007b7fb1 4   5    .data   ascii   @EW4
16159 0x000b97bf 0x007b7fbf 4   5    .data   ascii   Iwy_
16160 0x000b97dc 0x007b7fdc 5   8    .data   utf8    QTӤgϐ blocks=Basic Latin,Cyrillic,Greek and Coptic
16161 0x000b9800 0x007b8000 4   5    .data   ascii   \tD\b\f
16162 0x000b9812 0x007b8012 6   9    .data   utf8    ,\t\vNT芵 blocks=Basic Latin,CJK Unified Ideographs
16163 0x000b9827 0x007b8027 5   6    .data   ascii   Op?C1
16164 0x000b9836 0x007b8036 4   5    .data   ascii   IR0/
16165 0x000b984c 0x007b804c 4   5    .data   ascii   7x\G
16166 0x000b985a 0x007b805a 5   6    .data   ascii   G8=oC
16167 0x000b9877 0x007b8077 4   5    .data   ascii   1?S\
16168 0x000b991b 0x007b811b 4   5    .data   ascii   #?R}
16169 0x000b9975 0x007b8175 5   6    .data   ascii   #;s#y
16170 0x000b9998 0x007b8198 4   7    .data   utf8    0fH blocks=Basic Latin,Private Use Area
16171 0x000b99b7 0x007b81b7 4   5    .data   ascii   8kP~
16172 0x000b99df 0x007b81df 4   5    .data   ascii   *;~8
16173 0x000b99f1 0x007b81f1 4   5    .data   ascii   Ri^\b
16174 0x000b9a1b 0x007b821b 5   7    .data   utf8    @Q]qА blocks=Basic Latin,Cyrillic
16175 0x000b9a53 0x007b8253 6   7    .data   ascii   IoFT3m
16176 0x000b9a6f 0x007b826f 4   5    .data   ascii   PM"\
16177 0x000b9a7a 0x007b827a 5   6    .data   ascii   {\a,f;
16178 0x000b9a91 0x007b8291 8   10   .data   utf8    Q\t@\t)]0h
16179 0x000b9aa8 0x007b82a8 5   6    .data   ascii   xJ%f\n
16180 0x000b9af1 0x007b82f1 4   5    .data   ascii   ti\a4
16181 0x000b9b1a 0x007b831a 5   6    .data   ascii   'SdW"
16182 0x000b9b33 0x007b8333 4   5    .data   ascii   3MH1
16183 0x000b9b4b 0x007b834b 4   6    .data   utf8    Ն!\rK blocks=Armenian,Basic Latin
16184 0x000b9b94 0x007b8394 4   6    .data   utf8    FOu҈ blocks=Basic Latin,Cyrillic
16185 0x000b9ba0 0x007b83a0 6   7    .data   ascii   ,]tZ}r
16186 0x000b9bac 0x007b83ac 4   5    .data   ascii   K2$D
16187 0x000b9bbb 0x007b83bb 5   6    .data   ascii   "eO+\e
16188 0x000b9bc1 0x007b83c1 4   5    .data   ascii   @p\L
16189 0x000b9bc6 0x007b83c6 5   7    .data   utf8    8\r܍Cd blocks=Basic Latin,Syriac
16190 0x000b9bed 0x007b83ed 7   8    .data   ascii   \va*:Xi 
16191 0x000b9c3c 0x007b843c 4   5    .data   ascii   %;vB
16192 0x000b9c5e 0x007b845e 8   9    .data   ascii   d":\tCjt_
16193 0x000b9c6f 0x007b846f 4   5    .data   ascii   |\b/@
16194 0x000b9c83 0x007b8483 6   7    .data   ascii   T$%Ci~
16195 0x000b9ca1 0x007b84a1 4   5    .data   ascii   wtMF
16196 0x000b9cb0 0x007b84b0 6   7    .data   ascii   30{)Mx
16197 0x000b9cba 0x007b84ba 6   7    .data   ascii   #_dCjK
16198 0x000b9cc4 0x007b84c4 4   5    .data   ascii   Q`_H
16199 0x000b9cf8 0x007b84f8 8   9    .data   ascii   {\YfW]mC
16200 0x000b9d07 0x007b8507 9   10   .data   ascii   (7\n\tf`dpJ
16201 0x000b9d1d 0x007b851d 4   5    .data   ascii   H8;0
16202 0x000b9d41 0x007b8541 4   5    .data   ascii   t^\nV
16203 0x000b9d4e 0x007b854e 4   5    .data   ascii   -jGx
16204 0x000b9d5a 0x007b855a 5   7    .data   utf8    5#ۊ-} blocks=Basic Latin,Arabic
16205 0x000b9d7f 0x007b857f 4   6    .data   utf8    zXʎL blocks=Basic Latin,IPA Extensions
16206 0x000b9d88 0x007b8588 5   6    .data   ascii   {j;n(
16207 0x000b9da4 0x007b85a4 6   7    .data   ascii   tTJ.\v\r
16208 0x000b9e06 0x007b8606 4   5    .data   ascii   WQ8%
16209 0x000b9e6e 0x007b866e 4   5    .data   ascii   \bo89
16210 0x000b9e7b 0x007b867b 5   6    .data   ascii   4=8\ts
16211 0x000b9e81 0x007b8681 7   8    .data   ascii   Regul38
16212 0x000b9ea1 0x007b86a1 4   5    .data   ascii   <|#&
16213 0x000b9ea8 0x007b86a8 4   5    .data   ascii   AEH.
16214 0x000b9f30 0x007b8730 6   7    .data   ascii   m\bPosi
16215 0x000b9f39 0x007b8739 5   8    .data   utf8    #9Ġ@ʴ blocks=Basic Latin,Latin Extended-A,Spacing Modifier Letters
16216 0x000b9f50 0x007b8750 6   7    .data   ascii   @\aS8mo
16217 0x000b9f57 0x007b8757 6   7    .data   ascii   thA"0E
16218 0x000b9f66 0x007b8766 6   7    .data   ascii   :d?X|\t
16219 0x000b9f71 0x007b8771 4   5    .data   ascii   ?8Hp
16220 0x000b9f78 0x007b8778 6   7    .data   ascii   DThumb
16221 0x000b9f9f 0x007b879f 6   7    .data   ascii   W`dogw
16222 0x000b9fac 0x007b87ac 5   6    .data   ascii   7\bwso
16223 0x000b9fbb 0x007b87bb 7   8    .data   ascii   d\f#ax$\a
16224 0x000b9ff1 0x007b87f1 4   5    .data   ascii   -vT]
16225 0x000ba026 0x007b8826 4   5    .data   ascii   L\aK\e
16226 0x000ba03e 0x007b883e 5   6    .data   ascii   \reHDz
16227 0x000ba05b 0x007b885b 4   5    .data   ascii   \bd\e
16228 0x000ba071 0x007b8871 6   7    .data   ascii   :\n\tH\eZ
16229 0x000ba07b 0x007b887b 7   8    .data   ascii   D~|\bog\f
16230 0x000ba0a0 0x007b88a0 5   6    .data   ascii   \rIDea
16231 0x000ba0ab 0x007b88ab 4   5    .data   ascii   q\fkT
16232 0x000ba0cb 0x007b88cb 6   8    .data   utf8    44\r\bIO
16233 0x000ba101 0x007b8901 8   9    .data   ascii   \n`\aDIChi
16234 0x000ba112 0x007b8912 4   5    .data   ascii   hEyO
16235 0x000ba122 0x007b8922 5   7    .data   utf8    ܗw\b:Q blocks=Syriac,Basic Latin
16236 0x000ba12c 0x007b892c 7   8    .data   ascii   \eiS,ysx
16237 0x000ba14c 0x007b894c 4   5    .data   ascii   \fPXs
16238 0x000ba162 0x007b8962 7   8    .data   ascii   1\npo'4A
16239 0x000ba1af 0x007b89af 9   10   .data   ascii   .K\b04=\tdm
16240 0x000ba1d2 0x007b89d2 7   9    .data   utf8    %\eXY@Хa blocks=Basic Latin,Cyrillic
16241 0x000ba1ec 0x007b89ec 4   5    .data   ascii   3H\fE
16242 0x000ba1fa 0x007b89fa 5   7    .data   utf8    ԥ3|&C blocks=Cyrillic Supplement,Basic Latin
16243 0x000ba201 0x007b8a01 4   5    .data   ascii   >(ed
16244 0x000ba235 0x007b8a35 4   5    .data   ascii   npL,
16245 0x000ba242 0x007b8a42 6   7    .data   ascii   Qu)ryI
16246 0x000ba24c 0x007b8a4c 5   8    .data   utf8    nW&⫄, blocks=Basic Latin,Supplemental Mathematical Operators
16247 0x000ba29a 0x007b8a9a 7   8    .data   ascii   '-FIGQn
16248 0x000ba2a7 0x007b8aa7 4   6    .data   utf8    4\tD܄ blocks=Basic Latin,Syriac
16249 0x000ba2d4 0x007b8ad4 4   6    .data   utf8    Dxކ3 blocks=Basic Latin,Thaana
16250 0x000ba2e1 0x007b8ae1 4   5    .data   ascii   Jq$T
16251 0x000ba300 0x007b8b00 4   5    .data   ascii   K\aO$
16252 0x000ba376 0x007b8b76 4   5    .data   ascii   <L(F
16253 0x000ba397 0x007b8b97 8   9    .data   ascii   ~)~=~\b~D
16254 0x000ba444 0x007b8c44 4   5    .data   ascii   p (T
16255 0x000ba45d 0x007b8c5d 4   5    .data   ascii   V58H
16256 0x000ba496 0x007b8c96 5   6    .data   ascii   B\rRS2
16257 0x000ba49c 0x007b8c9c 6   7    .data   ascii   \t^Nf[U
16258 0x000ba4b8 0x007b8cb8 4   5    .data   ascii   eOe`
16259 0x000ba4c6 0x007b8cc6 8   9    .data   ascii   X!H zan\n
16260 0x000ba4cf 0x007b8ccf 5   6    .data   ascii   @phaB
16261 0x000ba51a 0x007b8d1a 5   6    .data   ascii   $rrNL
16262 0x000ba521 0x007b8d21 4   5    .data   ascii   N9z=
16263 0x000ba5ad 0x007b8dad 4   5    .data   ascii   tl3D
16264 0x000ba5c1 0x007b8dc1 4   5    .data   ascii   ckM.
16265 0x000ba5d1 0x007b8dd1 4   5    .data   ascii   Xf"R
16266 0x000ba5e3 0x007b8de3 6   7    .data   ascii   OS/HeT
16267 0x000ba5fb 0x007b8dfb 5   6    .data   ascii   /'T;z
16268 0x000ba611 0x007b8e11 4   5    .data   ascii   p^\t)
16269 0x000ba637 0x007b8e37 4   5    .data   ascii   k}PU
16270 0x000ba64b 0x007b8e4b 4   5    .data   ascii   L4-?
16271 0x000ba65f 0x007b8e5f 5   6    .data   ascii   83bC4
16272 0x000ba675 0x007b8e75 5   6    .data   ascii   \rOldC
16273 0x000ba699 0x007b8e99 7   8    .data   ascii   0*"TN\b\r
16274 0x000ba6a9 0x007b8ea9 8   9    .data   ascii   \tPix\a+sn
16275 0x000ba6b9 0x007b8eb9 4   5    .data   ascii   zq2z
16276 0x000ba6f1 0x007b8ef1 4   5    .data   ascii   0pk6
16277 0x000ba705 0x007b8f05 5   7    .data   utf8    ҖHD\n8 blocks=Cyrillic,Basic Latin
16278 0x000ba70e 0x007b8f0e 8   9    .data   ascii   Buf)esuC
16279 0x000ba759 0x007b8f59 4   5    .data   ascii   On8.
16280 0x000ba770 0x007b8f70 4   5    .data   ascii   8(v^
16281 0x000ba784 0x007b8f84 6   7    .data   ascii   +me?%"
16282 0x000ba791 0x007b8f91 4   7    .data   utf8    Gӱ֯D blocks=Basic Latin,Cyrillic,Hebrew
16283 0x000ba7a7 0x007b8fa7 4   5    .data   ascii   NdRB
16284 0x000ba7bf 0x007b8fbf 4   6    .data   utf8    \bL^ҫ blocks=Basic Latin,Cyrillic
16285 0x000ba7cc 0x007b8fcc 5   7    .data   utf8    O %n؉ blocks=Basic Latin,Arabic
16286 0x000ba7d7 0x007b8fd7 4   5    .data   ascii   \t*Ke
16287 0x000ba7dc 0x007b8fdc 5   6    .data   ascii   (oy$E
16288 0x000ba7e3 0x007b8fe3 8   9    .data   ascii   >pFB\f$a{
16289 0x000ba80b 0x007b900b 4   6    .data   utf8    !Dܨ\r blocks=Basic Latin,Syriac
16290 0x000ba811 0x007b9011 6   7    .data   ascii   q/ItD~
16291 0x000ba828 0x007b9028 4   5    .data   ascii   La\r;
16292 0x000ba832 0x007b9032 6   7    .data   ascii   /fo"\a"
16293 0x000ba857 0x007b9057 4   5    .data   ascii   >GC$
16294 0x000ba863 0x007b9063 5   6    .data   ascii   h%qQ{
16295 0x000ba87a 0x007b907a 6   7    .data   ascii   &/TtGp
16296 0x000ba89a 0x007b909a 4   5    .data   ascii   j9'\t
16297 0x000ba8a9 0x007b90a9 4   5    .data   ascii   Uc\v"
16298 0x000ba8b0 0x007b90b0 7   8    .data   ascii   8X \a'Pa
16299 0x000ba8d6 0x007b90d6 5   6    .data   ascii   C+jg[
16300 0x000ba8dd 0x007b90dd 5   7    .data   utf8    K%wݟM blocks=Basic Latin,Arabic Supplement
16301 0x000ba907 0x007b9107 4   5    .data   ascii   \b<#H
16302 0x000ba92c 0x007b912c 4   6    .data   utf8    ܈\tt$ blocks=Syriac,Basic Latin
16303 0x000ba938 0x007b9138 4   5    .data   ascii    8"g
16304 0x000ba96a 0x007b916a 5   6    .data   ascii   \b^Td/
16305 0x000ba971 0x007b9171 4   5    .data   ascii   )XXf
16306 0x000ba992 0x007b9192 5   6    .data   ascii   8"\aTy
16307 0x000ba9db 0x007b91db 4   5    .data   ascii   PL\bT
16308 0x000baa1d 0x007b921d 4   5    .data   ascii   u7,\r
16309 0x000baa2c 0x007b922c 4   5    .data   ascii   hPD#
16310 0x000baa45 0x007b9245 5   6    .data   ascii   0t\b2P
16311 0x000baa8d 0x007b928d 4   5    .data   ascii   Lsk\t
16312 0x000bab27 0x007b9327 7   8    .data   ascii   YZu{$)T
16313 0x000bab38 0x007b9338 5   6    .data   ascii   ^d6,,
16314 0x000bab5b 0x007b935b 4   5    .data   ascii   OhRH
16315 0x000bab6a 0x007b936a 5   6    .data   ascii   3CP\nt
16316 0x000bab73 0x007b9373 5   7    .data   utf8    Ó0wx2 blocks=Latin-1 Supplement,Basic Latin
16317 0x000bab8d 0x007b938d 4   6    .data   utf8    !\tE\f
16318 0x000babee 0x007b93ee 8   9    .data   ascii   H$[V":!#
16319 0x000bac5c 0x007b945c 5   6    .data   ascii   [ tJ<
16320 0x000bac77 0x007b9477 4   5    .data   ascii   \b>C 
16321 0x000bac94 0x007b9494 4   5    .data   ascii   wt7O
16322 0x000bacda 0x007b94da 4   6    .data   utf8    ؘ>u1 blocks=Arabic,Basic Latin
16323 0x000bad12 0x007b9512 7   8    .data   ascii   P:~,O\n+
16324 0x000bad22 0x007b9522 4   5    .data   ascii    G\bs
16325 0x000bad34 0x007b9534 4   5    .data   ascii   <\fb(
16326 0x000bad6d 0x007b956d 4   6    .data   utf8    u'\b֥ blocks=Basic Latin,Hebrew
16327 0x000bada8 0x007b95a8 4   5    .data   ascii   rt\nX
16328 0x000bae00 0x007b9600 7   9    .data   utf8    #DÞHaYD blocks=Basic Latin,Latin-1 Supplement
16329 0x000bae10 0x007b9610 4   6    .data   utf8    _٪"l blocks=Basic Latin,Arabic
16330 0x000bae26 0x007b9626 9   10   .data   ascii   s!\ato3Idc
16331 0x000bae4a 0x007b964a 4   5    .data   ascii   _CAx
16332 0x000bae4f 0x007b964f 4   5    .data   ascii    >Y+
16333 0x000bae5b 0x007b965b 4   5    .data   ascii   tLk9
16334 0x000bae61 0x007b9661 5   6    .data   ascii   R E@z
16335 0x000bae6a 0x007b966a 4   7    .data   utf8    胾"|Q blocks=CJK Unified Ideographs,Basic Latin
16336 0x000bae8c 0x007b968c 4   7    .data   utf8    *8ȅN blocks=Basic Latin,Latin Extended-B
16337 0x000baf0b 0x007b970b 4   5    .data   ascii    Uf,
16338 0x000baf48 0x007b9748 7   10   .data   utf8    虹Q@ YJ\r blocks=CJK Unified Ideographs,Basic Latin
16339 0x000baf54 0x007b9754 4   5    .data   ascii   wd"p
16340 0x000baf5f 0x007b975f 5   6    .data   ascii   VPSOj
16341 0x000baf98 0x007b9798 5   6    .data   ascii   GPgYX
16342 0x000bafaa 0x007b97aa 4   5    .data   ascii   ?P\bU
16343 0x000bafb2 0x007b97b2 7   8    .data   ascii   T2!@I\n4
16344 0x000bafc3 0x007b97c3 5   6    .data   ascii   .aL\f3
16345 0x000bafdb 0x007b97db 5   7    .data   utf8    +}ڐ~; blocks=Basic Latin,Arabic
16346 0x000bafec 0x007b97ec 5   10   .data   utf8    Sဉ]S욀 blocks=Basic Latin,Myanmar,Hangul Syllables
16347 0x000bb008 0x007b9808 4   5    .data   ascii   (+U~
16348 0x000bb013 0x007b9813 4   5    .data   ascii   y$J&
16349 0x000bb03f 0x007b983f 5   7    .data   utf8    4ʼ~bc blocks=Basic Latin,Spacing Modifier Letters
16350 0x000bb068 0x007b9868 4   5    .data   ascii   L"|D
16351 0x000bb088 0x007b9888 4   5    .data   ascii   k!@\e
16352 0x000bb0b9 0x007b98b9 7   8    .data   ascii   P:\fF3+P
16353 0x000bb0d3 0x007b98d3 5   6    .data   ascii   \awC_o
16354 0x000bb0d9 0x007b98d9 4   5    .data   ascii   k8b|
16355 0x000bb0eb 0x007b98eb 4   5    .data   ascii   ;~ W
16356 0x000bb145 0x007b9945 8   9    .data   ascii    ?\f4tM]B
16357 0x000bb196 0x007b9996 4   5    .data   ascii   @VC0
16358 0x000bb1da 0x007b99da 8   9    .data   ascii   -Qh*~\tu\b
16359 0x000bb1fc 0x007b99fc 6   7    .data   ascii   #FHJ,\f
16360 0x000bb225 0x007b9a25 4   5    .data   ascii   H)E(
16361 0x000bb22a 0x007b9a2a 5   7    .data   utf8    ١\v.!X blocks=Arabic,Basic Latin
16362 0x000bb233 0x007b9a33 4   6    .data   utf8    I]pД blocks=Basic Latin,Cyrillic
16363 0x000bb245 0x007b9a45 4   5    .data   ascii   Y^$y
16364 0x000bb2d7 0x007b9ad7 5   6    .data   ascii   4B\b_y
16365 0x000bb2df 0x007b9adf 5   6    .data   ascii   5 %W"
16366 0x000bb313 0x007b9b13 4   5    .data   ascii   WS<I
16367 0x000bb31e 0x007b9b1e 4   5    .data   ascii   \r\v0 
16368 0x000bb351 0x007b9b51 4   5    .data   ascii   S\ft\f
16369 0x000bb3d5 0x007b9bd5 4   5    .data   ascii   SOR1
16370 0x000bb40d 0x007b9c0d 9   11   .data   utf8    B8_Py\r!\fK
16371 0x000bb467 0x007b9c67 5   6    .data   ascii   \b6R$L
16372 0x000bb4d0 0x007b9cd0 9   10   .data   ascii   X)t+W\b*[B
16373 0x000bb4ef 0x007b9cef 4   5    .data   ascii   o\b\n;
16374 0x000bb503 0x007b9d03 5   6    .data   ascii   tAL-V
16375 0x000bb522 0x007b9d22 5   6    .data   ascii   \S\r\r(
16376 0x000bb52f 0x007b9d2f 5   6    .data   ascii   .\a]8Z
16377 0x000bb540 0x007b9d40 6   7    .data   ascii   t}Wd V
16378 0x000bb54d 0x007b9d4d 4   6    .data   utf8    \nEʈK blocks=Basic Latin,IPA Extensions
16379 0x000bb553 0x007b9d53 4   5    .data   ascii   z\t\r[
16380 0x000bb612 0x007b9e12 7   8    .data   ascii   U^lZN\eL
16381 0x000bb6a9 0x007b9ea9 4   6    .data   utf8    B`҂x blocks=Basic Latin,Cyrillic
16382 0x000bb70b 0x007b9f0b 4   6    .data   utf8    B/֢c blocks=Basic Latin,Hebrew
16383 0x000bb73f 0x007b9f3f 4   7    .data   utf8    J40谵 blocks=Basic Latin,CJK Unified Ideographs
16384 0x000bb78d 0x007b9f8d 6   7    .data   ascii   "@%j1G
16385 0x000bb796 0x007b9f96 5   6    .data   ascii   d@jS2
16386 0x000bb7bf 0x007b9fbf 4   5    .data   ascii   o)\r9
16387 0x000bb7cb 0x007b9fcb 4   5    .data   ascii   D\tn$
16388 0x000bb7d5 0x007b9fd5 5   6    .data   ascii   \K*5_
16389 0x000bb854 0x007ba054 4   5    .data   ascii   \b,u\f
16390 0x000bb899 0x007ba099 5   8    .data   utf8    .ɑ\v~( blocks=Basic Latin,IPA Extensions
16391 0x000bb8a8 0x007ba0a8 4   5    .data   ascii   Xi/W
16392 0x000bb8b4 0x007ba0b4 4   5    .data   ascii   G\b ]
16393 0x000bb8d6 0x007ba0d6 4   5    .data   ascii   t\n:4
16394 0x000bb8e9 0x007ba0e9 4   5    .data   ascii   B?4|
16395 0x000bb8f4 0x007ba0f4 4   5    .data   ascii   |M<*
16396 0x000bb91f 0x007ba11f 4   6    .data   utf8    y͓@, blocks=Basic Latin,Combining Diacritical Marks
16397 0x000bb94a 0x007ba14a 8   9    .data   ascii   anCH\az;~
16398 0x000bb959 0x007ba159 6   7    .data   ascii   HYdQ}/
16399 0x000bb96d 0x007ba16d 4   5    .data   ascii   |d\vM
16400 0x000bb989 0x007ba189 6   9    .data   utf8    䁃P\t1}\f blocks=CJK Unified Ideographs Extension A,Basic Latin
16401 0x000bb9f5 0x007ba1f5 8   9    .data   ascii    ?;B@+t/
16402 0x000bba41 0x007ba241 7   8    .data   ascii   t#\>PZV
16403 0x000bba49 0x007ba249 6   7    .data   ascii   )\t\t|\ak
16404 0x000bba51 0x007ba251 6   7    .data   ascii   /D\b.#l
16405 0x000bba6d 0x007ba26d 4   5    .data   ascii   \e~Z\n
16406 0x000bbac9 0x007ba2c9 5   7    .data   utf8    >ƽRGd blocks=Basic Latin,Latin Extended-B
16407 0x000bbad2 0x007ba2d2 4   5    .data   ascii   Y\f,J
16408 0x000bbb6f 0x007ba36f 4   5    .data   ascii   W)VU
16409 0x000bbb78 0x007ba378 4   5    .data   ascii   khT>
16410 0x000bbbaa 0x007ba3aa 5   8    .data   utf8    m]춗|r blocks=Basic Latin,Hangul Syllables
16411 0x000bbc4f 0x007ba44f 4   6    .data   utf8    rT3М blocks=Basic Latin,Cyrillic
16412 0x000bbc5a 0x007ba45a 4   5    .data   ascii   t}h!
16413 0x000bbc84 0x007ba484 4   5    .data   ascii   Bu\b)
16414 0x000bbcbf 0x007ba4bf 4   5    .data   ascii   bKt\a
16415 0x000bbcd2 0x007ba4d2 4   5    .data   ascii   )XQe
16416 0x000bbd07 0x007ba507 6   7    .data   ascii   h::'`w
16417 0x000bbd23 0x007ba523 4   5    .data   ascii   CT\bt
16418 0x000bbd65 0x007ba565 6   7    .data   ascii   /\fx:ZW
16419 0x000bbd6c 0x007ba56c 7   11   .data   utf8    莣Pw_Ӿ4! blocks=CJK Unified Ideographs,Basic Latin,Cyrillic
16420 0x000bbd7e 0x007ba57e 5   6    .data   ascii   \nLO"/
16421 0x000bbd85 0x007ba585 4   5    .data   ascii   u'Rx
16422 0x000bbdad 0x007ba5ad 4   5    .data   ascii   &%Q4
16423 0x000bbdbc 0x007ba5bc 4   5    .data   ascii   WI2J
16424 0x000bbdd1 0x007ba5d1 4   6    .data   utf8    gø'\ blocks=Basic Latin,Latin-1 Supplement
16425 0x000bbdfd 0x007ba5fd 4   5    .data   ascii   r)\n"
16426 0x000bbe28 0x007ba628 5   6    .data   ascii   };y\a<
16427 0x000bbe41 0x007ba641 4   5    .data   ascii   ~"Z*
16428 0x000bbe52 0x007ba652 4   5    .data   ascii   =\f;Q
16429 0x000bbe57 0x007ba657 6   7    .data   ascii   \r\e>Ld_
16430 0x000bbe77 0x007ba677 4   5    .data   ascii   !d#(
16431 0x000bbea2 0x007ba6a2 4   5    .data   ascii   @7C\b
16432 0x000bbeaa 0x007ba6aa 4   5    .data   ascii   \!,J
16433 0x000bbed4 0x007ba6d4 4   5    .data   ascii   b>P\b
16434 0x000bbf3f 0x007ba73f 4   5    .data   ascii   \e$s\r
16435 0x000bbf4f 0x007ba74f 4   5    .data   ascii   ~ic:
16436 0x000bbf7a 0x007ba77a 6   7    .data   ascii   N\f#\nLG
16437 0x000bbf96 0x007ba796 4   5    .data   ascii   $dl;
16438 0x000bbfa2 0x007ba7a2 9   10   .data   ascii   `-\buJf"M%
16439 0x000bbfb9 0x007ba7b9 5   6    .data   ascii   D==?5
16440 0x000bbfd4 0x007ba7d4 4   5    .data   ascii   8R\t[
16441 0x000bbfdb 0x007ba7db 6   7    .data   ascii   b\rt_vC
16442 0x000bbfe7 0x007ba7e7 4   5    .data   ascii   U\t@|
16443 0x000bc020 0x007ba820 5   6    .data   ascii   xQf=\n
16444 0x000bc02f 0x007ba82f 8   9    .data   ascii   /Ub\ni|Y.
