[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000099 0x00000099 4   6            utf8    K}80
2     0x000000a1 0x000000a1 4   6            utf8    K|8R
3     0x000000d7 0x000000d7 5   8            utf8    8؉q8K blocks=Basic Latin,Arabic
4     0x000000ef 0x000000ef 6   8            utf8    8RichJ
5     0x000001f8 0x000001f8 5   6            ascii   .text
6     0x0000021f 0x0000021f 7   8            ascii   `.rdata
7     0x00000247 0x00000247 6   7            ascii   @.data
8     0x00000270 0x00000270 6   7            ascii   .gfids
9     0x00000297 0x00000297 6   7            ascii   @.UPX0
10    0x000002c0 0x000002c0 4   5            ascii   .tls
11    0x000002e8 0x000002e8 5   6            ascii   .UPX1
12    0x00000310 0x00000310 6   7            ascii   .reloc
13    0x00000337 0x00000337 6   7            ascii   @.rsrc
6093  0x0005b0a3 0x0047daa3 4   5    .UPX1   ascii   SY.,
6094  0x0005b0e6 0x0047dae6 4   5    .UPX1   ascii   gQ_X
6095  0x0005b0f9 0x0047daf9 4   6    .UPX1   utf8    £)_@ blocks=Latin-1 Supplement,Basic Latin
6096  0x0005b135 0x0047db35 4   6    .UPX1   utf8    G"_§ blocks=Basic Latin,Latin-1 Supplement
6097  0x0005b168 0x0047db68 5   6    .UPX1   ascii   L\es\tg
6098  0x0005b187 0x0047db87 4   6    .UPX1   utf8    |TYǧ blocks=Basic Latin,Latin Extended-B
6099  0x0005b194 0x0047db94 4   6    .UPX1   utf8    GiÊG blocks=Basic Latin,Latin-1 Supplement
6100  0x0005b26e 0x0047dc6e 4   5    .UPX1   ascii   [^n#
6101  0x0005b28d 0x0047dc8d 4   5    .UPX1   ascii   Iz}g
6102  0x0005b2c3 0x0047dcc3 5   7    .UPX1   utf8    ̳GN1y blocks=Combining Diacritical Marks,Basic Latin
6103  0x0005b2ed 0x0047dced 4   5    .UPX1   ascii   ({UB
6104  0x0005b328 0x0047dd28 4   5    .UPX1   ascii   Y0"V
6105  0x0005b378 0x0047dd78 7   11   .UPX1   utf8    aoʎb㧢"M blocks=Basic Latin,IPA Extensions,CJK Unified Ideographs Extension A
6106  0x0005b419 0x0047de19 4   7    .UPX1   utf8    R\rE blocks=Private Use Area,Basic Latin
6107  0x0005b425 0x0047de25 4   5    .UPX1   ascii   ut\f@
6108  0x0005b462 0x0047de62 4   6    .UPX1   utf8    aA|܂ blocks=Basic Latin,Syriac
6109  0x0005b4b8 0x0047deb8 4   5    .UPX1   ascii   2wa=
6110  0x0005b539 0x0047df39 5   6    .UPX1   ascii   uj\Lk
6111  0x0005b637 0x0047e037 4   6    .UPX1   utf8    0$իG blocks=Basic Latin,Armenian
6112  0x0005b644 0x0047e044 5   7    .UPX1   utf8    'ۄ8][ blocks=Basic Latin,Arabic
6113  0x0005b66f 0x0047e06f 4   6    .UPX1   utf8    \eۣH_ blocks=Basic Latin,Arabic
6114  0x0005b752 0x0047e152 4   5    .UPX1   ascii   2m"_
6115  0x0005b771 0x0047e171 4   5    .UPX1   ascii   &q5\t
6116  0x0005b780 0x0047e180 4   7    .UPX1   utf8    Zp< blocks=Basic Latin,Private Use Area
6117  0x0005b796 0x0047e196 4   7    .UPX1   utf8    f;Ȫק blocks=Basic Latin,Latin Extended-B,Hebrew
6118  0x0005b809 0x0047e209 5   6    .UPX1   ascii   w`K\bt
6119  0x0005b810 0x0047e210 4   5    .UPX1   ascii   NH[B
6120  0x0005b828 0x0047e228 5   8    .UPX1   utf8    Ly{F䮧 blocks=Basic Latin,CJK Unified Ideographs Extension A
6121  0x0005b85a 0x0047e25a 4   6    .UPX1   utf8    Hޭ)i blocks=Basic Latin,Thaana
6122  0x0005b8ed 0x0047e2ed 4   5    .UPX1   ascii   bY%e
6123  0x0005b90e 0x0047e30e 6   8    .UPX1   utf8    <9^ΧB" blocks=Basic Latin,Greek and Coptic
6124  0x0005b975 0x0047e375 5   7    .UPX1   utf8    ʧ}5C: blocks=IPA Extensions,Basic Latin
6125  0x0005b986 0x0047e386 4   5    .UPX1   ascii   8nbe
6126  0x0005b9d6 0x0047e3d6 4   5    .UPX1   ascii   &h}]
6127  0x0005ba06 0x0047e406 4   5    .UPX1   ascii   W37f
6128  0x0005ba12 0x0047e412 4   6    .UPX1   utf8    YK4ۧ blocks=Basic Latin,Arabic
6129  0x0005ba1d 0x0047e41d 4   5    .UPX1   ascii   2^{3
6130  0x0005ba3c 0x0047e43c 4   7    .UPX1   utf8    :-t blocks=Private Use Area,Basic Latin
6131  0x0005ba78 0x0047e478 4   5    .UPX1   ascii   \tnO'
6132  0x0005ba88 0x0047e488 4   5    .UPX1   ascii   jdv;
6133  0x0005baa2 0x0047e4a2 4   5    .UPX1   ascii   ~a)x
6134  0x0005bac3 0x0047e4c3 4   5    .UPX1   ascii   9aZ%
6135  0x0005baf2 0x0047e4f2 4   5    .UPX1   ascii   .fi5
6136  0x0005baff 0x0047e4ff 4   5    .UPX1   ascii   X_V\v
6137  0x0005bb27 0x0047e527 5   8    .UPX1   utf8    ̉۹\nP6 blocks=Combining Diacritical Marks,Arabic,Basic Latin
6138  0x0005bb48 0x0047e548 5   6    .UPX1   ascii   "]i\n,
6139  0x0005bb84 0x0047e584 7   8    .UPX1   ascii   (i\eZg3~
6140  0x0005bbc6 0x0047e5c6 4   6    .UPX1   utf8    ^P؈q blocks=Basic Latin,Arabic
6141  0x0005bbd5 0x0047e5d5 4   7    .UPX1   utf8    ա.d\a blocks=Armenian,Basic Latin
6142  0x0005bc30 0x0047e630 4   5    .UPX1   ascii   N,`^
6143  0x0005bc7a 0x0047e67a 4   5    .UPX1   ascii   d^3J
6144  0x0005bcc9 0x0047e6c9 4   6    .UPX1   utf8    k\n6a
6145  0x0005bd03 0x0047e703 5   7    .UPX1   utf8    D½*"f blocks=Basic Latin,Latin-1 Supplement
6146  0x0005bd5b 0x0047e75b 5   8    .UPX1   utf8    B5꾩&\n blocks=Basic Latin,Hangul Syllables
6147  0x0005bdbb 0x0047e7bb 7   8    .UPX1   ascii   #)[N[$0
6148  0x0005bdcd 0x0047e7cd 4   5    .UPX1   ascii   ;3\n\r
6149  0x0005bdf7 0x0047e7f7 6   9    .UPX1   utf8    p_+ص}ۄ blocks=Basic Latin,Arabic
6150  0x0005be14 0x0047e814 6   7    .UPX1   ascii   NikQy8
6151  0x0005be3f 0x0047e83f 4   5    .UPX1   ascii   b\a"L
6152  0x0005be4f 0x0047e84f 5   6    .UPX1   ascii   1!Py3
6153  0x0005be5d 0x0047e85d 4   6    .UPX1   utf8    -eɧf blocks=Basic Latin,IPA Extensions
6154  0x0005be64 0x0047e864 5   6    .UPX1   ascii   08(Sm
6155  0x0005be89 0x0047e889 4   6    .UPX1   utf8    ٳ_t[ blocks=Arabic,Basic Latin
6156  0x0005c018 0x0047ea18 5   6    .UPX1   ascii    o8\tf
6157  0x0005c047 0x0047ea47 4   6    .UPX1   utf8    ܧ\elA blocks=Syriac,Basic Latin
6158  0x0005c07f 0x0047ea7f 5   6    .UPX1   ascii   G-b`o
6159  0x0005c0ac 0x0047eaac 4   5    .UPX1   ascii   5x_A
6160  0x0005c0be 0x0047eabe 5   7    .UPX1   utf8    eʘ6rd blocks=Basic Latin,IPA Extensions
6161  0x0005c110 0x0047eb10 4   5    .UPX1   ascii   G2eZ
6162  0x0005c18f 0x0047eb8f 4   5    .UPX1   ascii   ^%&/
6163  0x0005c1ce 0x0047ebce 4   7    .UPX1   utf8    哣8jU blocks=CJK Unified Ideographs,Basic Latin
6164  0x0005c1fb 0x0047ebfb 7   8    .UPX1   ascii   0AR`n5a
6165  0x0005c212 0x0047ec12 6   8    .UPX1   utf8    kH@§RP blocks=Basic Latin,Latin-1 Supplement
6166  0x0005c245 0x0047ec45 4   6    .UPX1   utf8    Jʐ4C blocks=Basic Latin,IPA Extensions
6167  0x0005c2c1 0x0047ecc1 5   6    .UPX1   ascii   \n,q+@
6168  0x0005c344 0x0047ed44 4   5    .UPX1   ascii   [!\G
6169  0x0005c36b 0x0047ed6b 6   7    .UPX1   ascii   8TJC\nQ
6170  0x0005c372 0x0047ed72 5   8    .UPX1   utf8    /Rźߚo blocks=Basic Latin,Latin Extended-A,NKo
6171  0x0005c37f 0x0047ed7f 5   6    .UPX1   ascii   n*{Tl
6172  0x0005c3a0 0x0047eda0 4   6    .UPX1   utf8    03;~
6173  0x0005c42b 0x0047ee2b 4   5    .UPX1   ascii   nw\b{
6174  0x0005c48a 0x0047ee8a 6   7    .UPX1   ascii   Bcy?9y
6175  0x0005c4d8 0x0047eed8 6   8    .UPX1   utf8    0"pٮO& blocks=Basic Latin,Arabic
6176  0x0005c548 0x0047ef48 5   7    .UPX1   utf8    *ɫ.`f blocks=Basic Latin,IPA Extensions
6177  0x0005c55f 0x0047ef5f 4   6    .UPX1   utf8    8ΈJA blocks=Basic Latin,Greek and Coptic
6178  0x0005c64e 0x0047f04e 7   8    .UPX1   ascii   3z9-m%@
6179  0x0005c67c 0x0047f07c 4   6    .UPX1   utf8    (JIߌ blocks=Basic Latin,NKo
6180  0x0005c6b7 0x0047f0b7 4   5    .UPX1   ascii   1;!p
6181  0x0005c6de 0x0047f0de 4   5    .UPX1   ascii   n1O\f
6182  0x0005c708 0x0047f108 5   7    .UPX1   utf8    )ۭB!  blocks=Basic Latin,Arabic
6183  0x0005c70f 0x0047f10f 7   10   .UPX1   utf8    @Z,"\v֧6 blocks=Basic Latin,Hebrew
6184  0x0005c71b 0x0047f11b 4   6    .UPX1   utf8    'qۈf blocks=Basic Latin,Arabic
6185  0x0005c7de 0x0047f1de 4   6    .UPX1   utf8    É=\bn blocks=Latin-1 Supplement,Basic Latin
6186  0x0005c7fb 0x0047f1fb 4   5    .UPX1   ascii   $6~E
6187  0x0005c842 0x0047f242 4   5    .UPX1   ascii   s\rYC
6188  0x0005c89b 0x0047f29b 4   5    .UPX1   ascii   gS3a
6189  0x0005c8c4 0x0047f2c4 4   6    .UPX1   utf8    -Adͦ blocks=Basic Latin,Combining Diacritical Marks
6190  0x0005c8ee 0x0047f2ee 4   5    .UPX1   ascii   ja4]
6191  0x0005c8fd 0x0047f2fd 4   5    .UPX1   ascii   \vYe}
6192  0x0005c9a9 0x0047f3a9 4   6    .UPX1   utf8    2ҧnN blocks=Basic Latin,Cyrillic
6193  0x0005c9cb 0x0047f3cb 6   7    .UPX1   ascii   dA9jS.
6194  0x0005ca1f 0x0047f41f 4   5    .UPX1   ascii   \fzhS
6195  0x0005ca4e 0x0047f44e 5   6    .UPX1   ascii   N\a3m}
6196  0x0005ca57 0x0047f457 5   6    .UPX1   ascii   I5Fa*
6197  0x0005ca5d 0x0047f45d 4   7    .UPX1   utf8    ћ\aϧw blocks=Cyrillic,Basic Latin,Greek and Coptic
6198  0x0005ca64 0x0047f464 4   5    .UPX1   ascii   zVQA
6199  0x0005cac8 0x0047f4c8 4   5    .UPX1   ascii   k`<;
6200  0x0005caea 0x0047f4ea 4   5    .UPX1   ascii   S'f+
6201  0x0005cb11 0x0047f511 4   5    .UPX1   ascii   3.6R
6202  0x0005cb21 0x0047f521 4   5    .UPX1   ascii   >_Xp
6203  0x0005cb2d 0x0047f52d 5   9    .UPX1   utf8    Y}㦓tէ blocks=Basic Latin,CJK Unified Ideographs Extension A,Armenian
6204  0x0005cb54 0x0047f554 5   6    .UPX1   ascii   \tzKw}
6205  0x0005cbc6 0x0047f5c6 8   9    .UPX1   ascii   W\e^g ts
6206  0x0005cbd1 0x0047f5d1 7   8    .UPX1   ascii   ZdP?k(n
6207  0x0005cc09 0x0047f609 4   5    .UPX1   ascii   d@#*
6208  0x0005cc39 0x0047f639 4   5    .UPX1   ascii   w,Pa
6209  0x0005cc47 0x0047f647 4   6    .UPX1   utf8    scH݁ blocks=Basic Latin,Syriac
6210  0x0005ccb1 0x0047f6b1 4   5    .UPX1   ascii   f|j1
6211  0x0005ccca 0x0047f6ca 4   5    .UPX1   ascii   fcY9
6212  0x0005ccee 0x0047f6ee 6   7    .UPX1   ascii   ic7ECR
6213  0x0005cd1b 0x0047f71b 4   6    .UPX1   utf8    Ũq@B blocks=Latin Extended-A,Basic Latin
6214  0x0005cd5e 0x0047f75e 5   6    .UPX1   ascii   5)}Y>
6215  0x0005cd7d 0x0047f77d 4   5    .UPX1   ascii   ^K\fX
6216  0x0005cda0 0x0047f7a0 4   5    .UPX1   ascii   M!}Q
6217  0x0005cdb6 0x0047f7b6 4   5    .UPX1   ascii   _Y&e
6218  0x0005ce38 0x0047f838 6   7    .UPX1   ascii   +(0#|^
6219  0x0005ce52 0x0047f852 4   5    .UPX1   ascii   (<!\b
6220  0x0005ce91 0x0047f891 6   9    .UPX1   utf8    \t,wާJڮ blocks=Basic Latin,Thaana,Arabic
6221  0x0005cf1e 0x0047f91e 6   9    .UPX1   utf8    Ô\nωL^{ blocks=Latin-1 Supplement,Basic Latin,Greek and Coptic
6222  0x0005cf49 0x0047f949 4   5    .UPX1   ascii   (wX.
6223  0x0005cf76 0x0047f976 5   6    .UPX1   ascii   !_O[y
6224  0x0005cfd3 0x0047f9d3 4   5    .UPX1   ascii   f$k\v
6225  0x0005cfe8 0x0047f9e8 4   5    .UPX1   ascii   *{!i
6226  0x0005d01f 0x0047fa1f 5   6    .UPX1   ascii   tn"w%
6227  0x0005d037 0x0047fa37 5   7    .UPX1   utf8    >+wŧs blocks=Basic Latin,Latin Extended-A
6228  0x0005d086 0x0047fa86 6   10   .UPX1   utf8    Ѧu㧱e}p blocks=Cyrillic,Basic Latin,CJK Unified Ideographs Extension A
6229  0x0005d0a6 0x0047faa6 4   5    .UPX1   ascii   >Wo`
6230  0x0005d0d5 0x0047fad5 4   7    .UPX1   utf8    L\n]䏾 blocks=Basic Latin,CJK Unified Ideographs Extension A
6231  0x0005d191 0x0047fb91 5   7    .UPX1   utf8    y\tHˎ^ blocks=Basic Latin,Spacing Modifier Letters
6232  0x0005d269 0x0047fc69 4   5    .UPX1   ascii   Q!G~
6233  0x0005d305 0x0047fd05 6   8    .UPX1   utf8    is/dāY blocks=Basic Latin,Latin Extended-A
6234  0x0005d3f6 0x0047fdf6 6   8    .UPX1   utf8    :6[ɰ#> blocks=Basic Latin,IPA Extensions
6235  0x0005d4dc 0x0047fedc 4   5    .UPX1   ascii   em3\b
6236  0x0005d4e5 0x0047fee5 6   7    .UPX1   ascii   uYd"++
6237  0x0005d549 0x0047ff49 7   8    .UPX1   ascii   0gZ$l+i
6238  0x0005d56e 0x0047ff6e 4   6    .UPX1   utf8    ߄rB/ blocks=NKo,Basic Latin
6239  0x0005d57a 0x0047ff7a 6   7    .UPX1   ascii   Z$Ez\n-
6240  0x0005d595 0x0047ff95 4   5    .UPX1   ascii   |j0Y
6241  0x0005d5b1 0x0047ffb1 4   5    .UPX1   ascii   bK!\
6242  0x0005d653 0x00480053 7   11   .UPX1   utf8    ߂W\Q01 blocks=NKo,Private Use Area,Basic Latin
6243  0x0005d6fc 0x004800fc 4   6    .UPX1   utf8    ݒe>U blocks=Arabic Supplement,Basic Latin
6244  0x0005d74c 0x0048014c 4   7    .UPX1   utf8    bŧxݮ blocks=Basic Latin,Latin Extended-A,Arabic Supplement
6245  0x0005d7e8 0x004801e8 4   6    .UPX1   utf8    ҧs:- blocks=Cyrillic,Basic Latin
6246  0x0005d7f9 0x004801f9 4   7    .UPX1   utf8    S>澥c blocks=Basic Latin,CJK Unified Ideographs
6247  0x0005d808 0x00480208 4   5    .UPX1   ascii   7LW!
6248  0x0005d82b 0x0048022b 5   6    .UPX1   ascii   AXp[\a
6249  0x0005d87c 0x0048027c 5   7    .UPX1   utf8    Fj&շz blocks=Basic Latin,Armenian
6250  0x0005d892 0x00480292 5   6    .UPX1   ascii   j33rW
6251  0x0005d8b5 0x004802b5 4   7    .UPX1   utf8    O]滁f blocks=Basic Latin,CJK Unified Ideographs
6252  0x0005d8f0 0x004802f0 4   5    .UPX1   ascii   u+3N
6253  0x0005d8f8 0x004802f8 4   6    .UPX1   utf8    67;̶ blocks=Basic Latin,Combining Diacritical Marks
6254  0x0005d934 0x00480334 5   6    .UPX1   ascii   7hG(|
6255  0x0005d994 0x00480394 4   6    .UPX1   utf8    v9\tֳ blocks=Basic Latin,Hebrew
6256  0x0005da11 0x00480411 4   5    .UPX1   ascii   "PZ0
6257  0x0005da27 0x00480427 4   6    .UPX1   utf8    -.1Ң blocks=Basic Latin,Cyrillic
6258  0x0005da58 0x00480458 4   6    .UPX1   utf8    \bDIչ blocks=Basic Latin,Armenian
6259  0x0005da82 0x00480482 5   6    .UPX1   ascii   RW4\n\v
6260  0x0005db40 0x00480540 4   5    .UPX1   ascii   L*H 
6261  0x0005db62 0x00480562 4   5    .UPX1   ascii   7TXm
6262  0x0005dbe6 0x004805e6 4   6    .UPX1   utf8    2ɧO' blocks=Basic Latin,IPA Extensions
6263  0x0005dc12 0x00480612 4   5    .UPX1   ascii   O#OR
6264  0x0005dc50 0x00480650 5   6    .UPX1   ascii   {^/Zn
6265  0x0005dc65 0x00480665 4   5    .UPX1   ascii   &&{V
6266  0x0005dc98 0x00480698 4   6    .UPX1   utf8    Dq̡{ blocks=Basic Latin,Combining Diacritical Marks
6267  0x0005dcbf 0x004806bf 9   10   .UPX1   ascii   1<,%<)B-j
6268  0x0005dce6 0x004806e6 4   5    .UPX1   ascii   'xpZ
6269  0x0005dcf5 0x004806f5 9   11   .UPX1   utf8    ʓ46c ?[\a+ blocks=IPA Extensions,Basic Latin
6270  0x0005dd0d 0x0048070d 4   5    .UPX1   ascii   3[zS
6271  0x0005dd66 0x00480766 5   6    .UPX1   ascii   ,B(0y
6272  0x0005ddc8 0x004807c8 4   5    .UPX1   ascii   #bt{
6273  0x0005ddcf 0x004807cf 4   5    .UPX1   ascii   <9Sc
6274  0x0005ddd6 0x004807d6 5   7    .UPX1   utf8    ;GE6ނ blocks=Basic Latin,Thaana
6275  0x0005de21 0x00480821 4   7    .UPX1   utf8    A_ȵg blocks=Basic Latin,Latin Extended-B
6276  0x0005de47 0x00480847 4   5    .UPX1   ascii   he\t'
6277  0x0005dea5 0x004808a5 4   5    .UPX1   ascii   3\fh%
6278  0x0005dee4 0x004808e4 4   6    .UPX1   utf8    7ʻW\f blocks=Basic Latin,Spacing Modifier Letters
6279  0x0005df04 0x00480904 4   6    .UPX1   utf8    ˃:|m blocks=Spacing Modifier Letters,Basic Latin
6280  0x0005df50 0x00480950 5   9    .UPX1   utf8    أH헧<\b blocks=Arabic,Basic Latin,Hangul Syllables
6281  0x0005df63 0x00480963 4   5    .UPX1   ascii   -m`.
6282  0x0005df74 0x00480974 5   6    .UPX1   ascii   [L/%A
6283  0x0005df88 0x00480988 4   6    .UPX1   utf8    2Đ#\f blocks=Basic Latin,Latin Extended-A
6284  0x0005df8e 0x0048098e 8   9    .UPX1   ascii   4$JN\e'I[
6285  0x0005dfa3 0x004809a3 4   7    .UPX1   utf8    ,в-է blocks=Basic Latin,Cyrillic,Armenian
6286  0x0005dfdb 0x004809db 4   5    .UPX1   ascii   \bW7~
6287  0x0005e005 0x00480a05 7   9    .UPX1   utf8    XnLgh3]
6288  0x0005e05c 0x00480a5c 5   7    .UPX1   utf8    Eڻ?&\f blocks=Basic Latin,Arabic
6289  0x0005e07c 0x00480a7c 4   5    .UPX1   ascii   0\ami
6290  0x0005e083 0x00480a83 4   6    .UPX1   utf8    ֫-KP blocks=Hebrew,Basic Latin
6291  0x0005e089 0x00480a89 4   5    .UPX1   ascii   @SDG
6292  0x0005e0dc 0x00480adc 7   9    .UPX1   utf8    zȧ;Ar/N blocks=Basic Latin,Latin Extended-B
6293  0x0005e37d 0x00480d7d 4   5    .UPX1   ascii   B\b,w
6294  0x0005e388 0x00480d88 4   5    .UPX1   ascii   A?\eb
6295  0x0005e3a2 0x00480da2 5   7    .UPX1   utf8    .MΙ8` blocks=Basic Latin,Greek and Coptic
6296  0x0005e3a9 0x00480da9 6   9    .UPX1   utf8    )yR̀ĕ* blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-A
6297  0x0005e3d8 0x00480dd8 4   8    .UPX1   utf8    ˿/6 blocks=Private Use Area,Spacing Modifier Letters,Basic Latin
6298  0x0005e3ee 0x00480dee 4   6    .UPX1   utf8    Ѷ)K; blocks=Cyrillic,Basic Latin
6299  0x0005e463 0x00480e63 6   7    .UPX1   ascii   qa27n0
6300  0x0005e473 0x00480e73 6   9    .UPX1   utf8    wp\tԠμ# blocks=Basic Latin,Cyrillic Supplement,Greek and Coptic
6301  0x0005e49a 0x00480e9a 4   5    .UPX1   ascii   <vh\b
6302  0x0005e4ef 0x00480eef 6   7    .UPX1   ascii   [ij2kS
6303  0x0005e518 0x00480f18 5   6    .UPX1   ascii   s\vpg>
6304  0x0005e55e 0x00480f5e 4   6    .UPX1   utf8    C48ǧ blocks=Basic Latin,Latin Extended-B
6305  0x0005e594 0x00480f94 7   8    .UPX1   ascii   .k|<_o0
6306  0x0005e5c9 0x00480fc9 4   5    .UPX1   ascii   /n~ 
6307  0x0005e5ef 0x00480fef 5   6    .UPX1   ascii   O@y^w
6308  0x0005e617 0x00481017 4   6    .UPX1   utf8    d&ǟ\t blocks=Basic Latin,Latin Extended-B
6309  0x0005e668 0x00481068 4   6    .UPX1   utf8    rޫG' blocks=Basic Latin,Thaana
6310  0x0005e75a 0x0048115a 4   5    .UPX1   ascii   \zkK
6311  0x0005e776 0x00481176 4   5    .UPX1   ascii   'ygb
6312  0x0005e77b 0x0048117b 4   5    .UPX1   ascii   _'HD
6313  0x0005e791 0x00481191 4   6    .UPX1   utf8    `^(Y
6314  0x0005e7cb 0x004811cb 4   5    .UPX1   ascii   yEe'
6315  0x0005e81f 0x0048121f 4   5    .UPX1   ascii   d}O\v
6316  0x0005e82a 0x0048122a 4   5    .UPX1   ascii   a]7,
6317  0x0005e831 0x00481231 5   7    .UPX1   utf8    zR#\aީ blocks=Basic Latin,Thaana
6318  0x0005e856 0x00481256 5   8    .UPX1   utf8    ۊYr2ٞ blocks=Arabic,Basic Latin
6319  0x0005e8db 0x004812db 4   6    .UPX1   utf8    y̐S) blocks=Basic Latin,Combining Diacritical Marks
6320  0x0005e8f8 0x004812f8 5   7    .UPX1   utf8    DԧeB7 blocks=Basic Latin,Cyrillic Supplement
6321  0x0005e90d 0x0048130d 4   7    .UPX1   utf8    ɧV\fψ blocks=IPA Extensions,Basic Latin,Greek and Coptic
6322  0x0005e963 0x00481363 4   6    .UPX1   utf8    ЅeeR blocks=Cyrillic,Basic Latin
6323  0x0005e9bc 0x004813bc 5   6    .UPX1   ascii   e\t{N?
6324  0x0005ea3e 0x0048143e 5   7    .UPX1   utf8    #x"/ϸ blocks=Basic Latin,Greek and Coptic
6325  0x0005ea5b 0x0048145b 4   5    .UPX1   ascii   f9Z\a
6326  0x0005ea7d 0x0048147d 5   7    .UPX1   utf8    h̜^g( blocks=Basic Latin,Combining Diacritical Marks
6327  0x0005eaa4 0x004814a4 5   6    .UPX1   ascii   N!:W,
6328  0x0005ead2 0x004814d2 5   6    .UPX1   ascii   pKx+\v
6329  0x0005eb40 0x00481540 4   6    .UPX1   utf8    E]̵e blocks=Basic Latin,Combining Diacritical Marks
6330  0x0005eb7f 0x0048157f 5   7    .UPX1   utf8    ҧM2[L blocks=Cyrillic,Basic Latin
6331  0x0005ebac 0x004815ac 4   6    .UPX1   utf8    t;˽T blocks=Basic Latin,Spacing Modifier Letters
6332  0x0005ebd2 0x004815d2 5   7    .UPX1   utf8    xδlib blocks=Basic Latin,Greek and Coptic
6333  0x0005ebf0 0x004815f0 4   5    .UPX1   ascii   $30}
6334  0x0005ec1b 0x0048161b 4   5    .UPX1   ascii   M\fLa
6335  0x0005ecb7 0x004816b7 6   7    .UPX1   ascii   C8\rbf!
6336  0x0005ecec 0x004816ec 5   7    .UPX1   utf8    \bܧ3~I blocks=Basic Latin,Syriac
6337  0x0005ed35 0x00481735 4   5    .UPX1   ascii   el>A
6338  0x0005ed99 0x00481799 4   5    .UPX1   ascii   vPG\f
6339  0x0005edf3 0x004817f3 4   5    .UPX1   ascii   >G"U
6340  0x0005ee28 0x00481828 5   6    .UPX1   ascii   FXs|P
6341  0x0005ee8b 0x0048188b 4   7    .UPX1   utf8    Ʀvʆe blocks=Latin Extended-B,Basic Latin,IPA Extensions
6342  0x0005eeb0 0x004818b0 4   5    .UPX1   ascii   \r?;%
6343  0x0005eebc 0x004818bc 5   7    .UPX1   utf8    σDt$i blocks=Greek and Coptic,Basic Latin
6344  0x0005ef84 0x00481984 4   5    .UPX1   ascii   q]9w
6345  0x0005ef8e 0x0048198e 4   5    .UPX1   ascii   \n\ax\b
6346  0x0005f070 0x00481a70 4   6    .UPX1   utf8    zKdƄ blocks=Basic Latin,Latin Extended-B
6347  0x0005f0ba 0x00481aba 4   5    .UPX1   ascii   0w{[
6348  0x0005f0e2 0x00481ae2 4   5    .UPX1   ascii   \b./u
6349  0x0005f0f8 0x00481af8 5   7    .UPX1   utf8    a\nx=ڲ blocks=Basic Latin,Arabic
6350  0x0005f1aa 0x00481baa 4   7    .UPX1   utf8    ݽi6ɧ blocks=Arabic Supplement,Basic Latin,IPA Extensions
6351  0x0005f1b2 0x00481bb2 4   5    .UPX1   ascii   *\eXi
6352  0x0005f203 0x00481c03 4   5    .UPX1   ascii   r{Wn
6353  0x0005f278 0x00481c78 4   6    .UPX1   utf8    ͡@d7 blocks=Combining Diacritical Marks,Basic Latin
6354  0x0005f2e9 0x00481ce9 5   6    .UPX1   ascii   [~8be
6355  0x0005f316 0x00481d16 4   5    .UPX1   ascii   y+>$
6356  0x0005f37d 0x00481d7d 5   8    .UPX1   utf8    P(Dc blocks=Private Use Area,Basic Latin
6357  0x0005f388 0x00481d88 9   11   .UPX1   utf8    l<fvWϡ]CM blocks=Basic Latin,Greek and Coptic
6358  0x0005f3a0 0x00481da0 4   5    .UPX1   ascii   gbnp
6359  0x0005f3aa 0x00481daa 6   7    .UPX1   ascii   YQ*dWq
6360  0x0005f3c7 0x00481dc7 4   5    .UPX1   ascii   \n$R@
6361  0x0005f3d8 0x00481dd8 6   7    .UPX1   ascii   nSMka[
6362  0x0005f3fa 0x00481dfa 4   6    .UPX1   utf8    yaIګ blocks=Basic Latin,Arabic
6363  0x0005f43c 0x00481e3c 4   7    .UPX1   utf8    %Ԛ)Ø blocks=Basic Latin,Cyrillic Supplement,Latin-1 Supplement
6364  0x0005f466 0x00481e66 4   5    .UPX1   ascii   b[Fz
6365  0x0005f53f 0x00481f3f 4   5    .UPX1   ascii   (gMH
6366  0x0005f57c 0x00481f7c 4   5    .UPX1   ascii   <~oO
6367  0x0005f606 0x00482006 4   5    .UPX1   ascii   N?7j
6368  0x0005f617 0x00482017 4   7    .UPX1   utf8    wΧכ# blocks=Basic Latin,Greek and Coptic,Hebrew
6369  0x0005f6b1 0x004820b1 4   5    .UPX1   ascii   vy:\r
6370  0x0005f6bd 0x004820bd 4   5    .UPX1   ascii   k@%r
6371  0x0005f6c2 0x004820c2 4   5    .UPX1   ascii   HZVY
6372  0x0005f6fd 0x004820fd 6   8    .UPX1   utf8    ŜgYD;" blocks=Latin Extended-A,Basic Latin
6373  0x0005f75d 0x0048215d 4   5    .UPX1   ascii    sry
6374  0x0005f78d 0x0048218d 4   7    .UPX1   utf8    ?U;㗿 blocks=Basic Latin,CJK Unified Ideographs Extension A
6375  0x0005f7fa 0x004821fa 4   5    .UPX1   ascii   iyEt
6376  0x0005f823 0x00482223 4   7    .UPX1   utf8    Fw\fা blocks=Basic Latin,Bengali
6377  0x0005f82b 0x0048222b 4   6    .UPX1   utf8    ңI.+ blocks=Cyrillic,Basic Latin
