[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3086 0x0002ab8b 0x0042e38b 4   5    .text_1 ascii   qhy0
3087 0x0002abb9 0x0042e3b9 5   7    .text_1 utf8    л(LuH blocks=Cyrillic,Basic Latin
3088 0x0002abe5 0x0042e3e5 4   7    .text_1 utf8    ˺xR¤ blocks=Spacing Modifier Letters,Basic Latin,Latin-1 Supplement
3089 0x0002ac21 0x0042e421 4   5    .text_1 ascii   xC^U
3090 0x0002ac51 0x0042e451 5   6    .text_1 ascii   #h'?y
3091 0x0002ac95 0x0042e495 8   11   .text_1 utf8    Q\n✤iM|S- blocks=Basic Latin,Dingbats
3092 0x0002acc2 0x0042e4c2 4   5    .text_1 ascii   J\t7e
3093 0x0002ad1f 0x0042e51f 4   5    .text_1 ascii   )L!!
3094 0x0002ad42 0x0042e542 5   7    .text_1 utf8    uDrH̡ blocks=Basic Latin,Combining Diacritical Marks
3095 0x0002ad6d 0x0042e56d 4   5    .text_1 ascii   vMmv
3096 0x0002ad88 0x0042e588 7   9    .text_1 utf8    9FKs$ʙ" blocks=Basic Latin,IPA Extensions
3097 0x0002ade6 0x0042e5e6 4   5    .text_1 ascii   tgDr
3098 0x0002ae18 0x0042e618 4   5    .text_1 ascii   \a\bj\
3099 0x0002ae26 0x0042e626 6   7    .text_1 ascii   yStV"u
3100 0x0002aea1 0x0042e6a1 7   8    .text_1 ascii   T7xw3w\v
3101 0x0002af72 0x0042e772 4   5    .text_1 ascii   ;[!1
3102 0x0002af77 0x0042e777 4   5    .text_1 ascii   $+H*
3103 0x0002af8f 0x0042e78f 6   7    .text_1 ascii   !Jc?\e[
3104 0x0002afa3 0x0042e7a3 4   5    .text_1 ascii   K1_R
3105 0x0002afad 0x0042e7ad 4   5    .text_1 ascii   h49\v
3106 0x0002aff5 0x0042e7f5 4   5    .text_1 ascii   S1FX
3107 0x0002b00d 0x0042e80d 4   6    .text_1 utf8    A|pׁ blocks=Basic Latin,Hebrew
3108 0x0002b05d 0x0042e85d 4   5    .text_1 ascii   bDlJ
3109 0x0002b07b 0x0042e87b 9   11   .text_1 utf8    b) £d1Zf: blocks=Basic Latin,Latin-1 Supplement
3110 0x0002b0a7 0x0042e8a7 4   5    .text_1 ascii   G~K`
3111 0x0002b0d7 0x0042e8d7 4   5    .text_1 ascii   f+$`
3112 0x0002b0dd 0x0042e8dd 5   7    .text_1 utf8    ɡ5_v- blocks=IPA Extensions,Basic Latin
3113 0x0002b109 0x0042e909 4   5    .text_1 ascii   =qpg
3114 0x0002b10e 0x0042e90e 7   9    .text_1 utf8    ?ٵ]nBl^ blocks=Basic Latin,Arabic
3115 0x0002b123 0x0042e923 5   6    .text_1 ascii   +x[Y8
3116 0x0002b12c 0x0042e92c 5   7    .text_1 utf8    {ԗxYV blocks=Basic Latin,Cyrillic Supplement
3117 0x0002b13b 0x0042e93b 6   11   .text_1 utf8    ұ\f￼wXB blocks=Cyrillic,Basic Latin,Specials
3118 0x0002b192 0x0042e992 5   6    .text_1 ascii   6"Am[
3119 0x0002b1c1 0x0042e9c1 4   5    .text_1 ascii   #,\eS
3120 0x0002b206 0x0042ea06 5   6    .text_1 ascii   \b)@1Z
3121 0x0002b232 0x0042ea32 6   7    .text_1 ascii   VhGE\bz
3122 0x0002b244 0x0042ea44 4   7    .text_1 utf8    Y䷀7J blocks=Basic Latin,Yijing Hexagram Symbols
3123 0x0002b269 0x0042ea69 5   7    .text_1 utf8    ʠ\nm+\e blocks=IPA Extensions,Basic Latin
3124 0x0002b33d 0x0042eb3d 4   5    .text_1 ascii   f\aY:
3125 0x0002b362 0x0042eb62 5   7    .text_1 utf8    sC؏0$ blocks=Basic Latin,Arabic
3126 0x0002b375 0x0042eb75 4   5    .text_1 ascii   ~Xuk
3127 0x0002b389 0x0042eb89 5   6    .text_1 ascii   &z(T*
3128 0x0002b39d 0x0042eb9d 4   7    .text_1 utf8    醟bA! blocks=CJK Unified Ideographs,Basic Latin
3129 0x0002b3cf 0x0042ebcf 4   5    .text_1 ascii   $V\n\a
3130 0x0002b3ed 0x0042ebed 4   5    .text_1 ascii   (K&4
3131 0x0002b3f6 0x0042ebf6 8   10   .text_1 utf8    <oVpT<vŎ blocks=Basic Latin,Latin Extended-A
3132 0x0002b496 0x0042ec96 4   5    .text_1 ascii   Nn\b
3133 0x0002b4af 0x0042ecaf 4   5    .text_1 ascii   A\b\a)
3134 0x0002b4c3 0x0042ecc3 4   7    .text_1 utf8    侗&f_ blocks=CJK Unified Ideographs,Basic Latin
3135 0x0002b4cf 0x0042eccf 6   8    .text_1 utf8    -·=-}; blocks=Basic Latin,Latin-1 Supplement
3136 0x0002b513 0x0042ed13 4   5    .text_1 ascii   7aF_
3137 0x0002b51a 0x0042ed1a 6   7    .text_1 ascii   ]\esK`;
3138 0x0002b588 0x0042ed88 4   5    .text_1 ascii   LrM&
3139 0x0002b5e9 0x0042ede9 4   5    .text_1 ascii   Gw0,
3140 0x0002b5f0 0x0042edf0 4   5    .text_1 ascii   M_V<
3141 0x0002b60a 0x0042ee0a 5   6    .text_1 ascii   F-) 0
3142 0x0002b610 0x0042ee10 4   5    .text_1 ascii   sH|!
3143 0x0002b629 0x0042ee29 5   6    .text_1 ascii   ?'p-X
3144 0x0002b640 0x0042ee40 4   5    .text_1 ascii   K HV
3145 0x0002b660 0x0042ee60 4   6    .text_1 utf8    aBAџ blocks=Basic Latin,Cyrillic
3146 0x0002b679 0x0042ee79 4   5    .text_1 ascii   @3BF
3147 0x0002b6ac 0x0042eeac 5   7    .text_1 utf8    ͑Z\n@f blocks=Combining Diacritical Marks,Basic Latin
3148 0x0002b6f3 0x0042eef3 4   5    .text_1 ascii   DVst
3149 0x0002b77e 0x0042ef7e 4   5    .text_1 ascii   Q|79
3150 0x0002b7e0 0x0042efe0 4   6    .text_1 utf8    ǽulU blocks=Latin Extended-B,Basic Latin
3151 0x0002b842 0x0042f042 4   5    .text_1 ascii   ?F47
3152 0x0002b8ea 0x0042f0ea 4   5    .text_1 ascii   Z|k(
3153 0x0002b904 0x0042f104 4   5    .text_1 ascii   \e\vx'
3154 0x0002b918 0x0042f118 5   7    .text_1 utf8    \v݀z5w blocks=Basic Latin,Syriac
3155 0x0002b949 0x0042f149 4   5    .text_1 ascii   ^`Y)
3156 0x0002b9a0 0x0042f1a0 4   5    .text_1 ascii   &:N"
3157 0x0002b9b9 0x0042f1b9 5   8    .text_1 utf8    r!抏[) blocks=Basic Latin,CJK Unified Ideographs
3158 0x0002ba05 0x0042f205 4   8    .text_1 utf8    kアڴK blocks=Basic Latin,Katakana,Arabic
3159 0x0002ba65 0x0042f265 4   5    .text_1 ascii   e\trs
3160 0x0002ba83 0x0042f283 6   7    .text_1 ascii   t \fy\tG
3161 0x0002baa3 0x0042f2a3 5   6    .text_1 ascii   t];Ko
3162 0x0002baad 0x0042f2ad 4   5    .text_1 ascii   w7Z#
3163 0x0002bb3f 0x0042f33f 7   9    .text_1 utf8    Uhazҧ G blocks=Basic Latin,Cyrillic
3164 0x0002bbb5 0x0042f3b5 4   5    .text_1 ascii   4[J:
3165 0x0002bbe0 0x0042f3e0 6   9    .text_1 utf8    et҇ϿGH blocks=Basic Latin,Cyrillic,Greek and Coptic
3166 0x0002bbf0 0x0042f3f0 4   5    .text_1 ascii   xYQ)
3167 0x0002bc95 0x0042f495 7   8    .text_1 ascii   abBT,l&
3168 0x0002bca5 0x0042f4a5 6   7    .text_1 ascii   hcLvn@
3169 0x0002bd4f 0x0042f54f 4   5    .text_1 ascii   aT-E
3170 0x0002bd63 0x0042f563 4   6    .text_1 utf8    aBí\t blocks=Basic Latin,Latin-1 Supplement
3171 0x0002bd73 0x0042f573 5   6    .text_1 ascii   {{a82
3172 0x0002bd93 0x0042f593 4   5    .text_1 ascii   ZeX$
3173 0x0002bde3 0x0042f5e3 4   7    .text_1 utf8    Z<䛜m blocks=Basic Latin,CJK Unified Ideographs Extension A
3174 0x0002be02 0x0042f602 4   5    .text_1 ascii   8C 7
3175 0x0002be10 0x0042f610 4   5    .text_1 ascii   FKC 
3176 0x0002be51 0x0042f651 5   7    .text_1 utf8    %\fٰI] blocks=Basic Latin,Arabic
3177 0x0002be5e 0x0042f65e 7   8    .text_1 ascii   )@-x^vS
3178 0x0002be76 0x0042f676 5   6    .text_1 ascii   A(ED?
3179 0x0002be82 0x0042f682 5   7    .text_1 utf8    hܥ1%\t blocks=Basic Latin,Syriac
3180 0x0002befb 0x0042f6fb 4   5    .text_1 ascii   ]\ i
3181 0x0002bf31 0x0042f731 4   6    .text_1 utf8    \vdڔf blocks=Basic Latin,Arabic
3182 0x0002bf6d 0x0042f76d 4   5    .text_1 ascii   Isag
3183 0x0002bf84 0x0042f784 4   5    .text_1 ascii   ;qd~
3184 0x0002bfa5 0x0042f7a5 5   6    .text_1 ascii   Gfh`u
3185 0x0002bfcf 0x0042f7cf 5   6    .text_1 ascii   Tv|P+
3186 0x0002bfd7 0x0042f7d7 5   6    .text_1 ascii   :i{.'
3187 0x0002bfe0 0x0042f7e0 4   5    .text_1 ascii   P{wm
3188 0x0002c01d 0x0042f81d 6   7    .text_1 ascii   7X?.AR
3189 0x0002c028 0x0042f828 4   5    .text_1 ascii   `,H\
3190 0x0002c086 0x0042f886 6   7    .text_1 ascii   +SZaK 
3191 0x0002c08f 0x0042f88f 4   5    .text_1 ascii   #jMq
3192 0x0002c096 0x0042f896 6   7    .text_1 ascii   sO\v\Rm
3193 0x0002c0a7 0x0042f8a7 4   5    .text_1 ascii   6Y<~
3194 0x0002c0be 0x0042f8be 4   5    .text_1 ascii   {$fk
3195 0x0002c0d1 0x0042f8d1 5   7    .text_1 utf8    G+ƖU9 blocks=Basic Latin,Latin Extended-B
3196 0x0002c10d 0x0042f90d 5   6    .text_1 ascii   n\rI6O
3197 0x0002c120 0x0042f920 4   5    .text_1 ascii   !Pg<
3198 0x0002c13f 0x0042f93f 5   6    .text_1 ascii   UR?OF
3199 0x0002c148 0x0042f948 4   5    .text_1 ascii   =lO)
3200 0x0002c166 0x0042f966 7   10   .text_1 utf8    ͗hbIPsƴ blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-B
3201 0x0002c1c3 0x0042f9c3 4   5    .text_1 ascii   )B)<
3202 0x0002c1d7 0x0042f9d7 4   7    .text_1 utf8    dJr棠 blocks=Basic Latin,CJK Unified Ideographs
3203 0x0002c1e0 0x0042f9e0 4   5    .text_1 ascii   (e[x
3204 0x0002c1f0 0x0042f9f0 4   5    .text_1 ascii   _J]%
3205 0x0002c2ce 0x0042face 4   5    .text_1 ascii   ]\v\aE
3206 0x0002c2e1 0x0042fae1 5   6    .text_1 ascii   /XVV6
3207 0x0002c305 0x0042fb05 4   5    .text_1 ascii   T}c8
3208 0x0002c324 0x0042fb24 6   8    .text_1 utf8    .8sҧ,) blocks=Basic Latin,Cyrillic
3209 0x0002c33f 0x0042fb3f 4   5    .text_1 ascii   6bjT
3210 0x0002c353 0x0042fb53 4   5    .text_1 ascii   Wc!\b
3211 0x0002c3a7 0x0042fba7 6   7    .text_1 ascii   bP,}nY
3212 0x0002c3e2 0x0042fbe2 4   5    .text_1 ascii   ^\v\rL
3213 0x0002c3f3 0x0042fbf3 4   6    .text_1 utf8    AC55
3214 0x0002c47b 0x0042fc7b 5   6    .text_1 ascii   f[,pX
3215 0x0002c4e5 0x0042fce5 5   7    .text_1 utf8    נgIhY blocks=Hebrew,Basic Latin
3216 0x0002c536 0x0042fd36 4   5    .text_1 ascii   h|wO
3217 0x0002c554 0x0042fd54 6   7    .text_1 ascii   8F%+9x
3218 0x0002c563 0x0042fd63 5   7    .text_1 utf8    Cl8Dɣ blocks=Basic Latin,IPA Extensions
3219 0x0002c57b 0x0042fd7b 4   5    .text_1 ascii   t\e^,
3220 0x0002c583 0x0042fd83 4   5    .text_1 ascii   -6AD
3221 0x0002c5c0 0x0042fdc0 5   6    .text_1 ascii   \J Hv
3222 0x0002c5e1 0x0042fde1 5   6    .text_1 ascii   m!#\a 
3223 0x0002c5f2 0x0042fdf2 4   5    .text_1 ascii   \>7/
3224 0x0002c5f8 0x0042fdf8 5   6    .text_1 ascii   RMt!F
3225 0x0002c607 0x0042fe07 4   5    .text_1 ascii   C\tB\b
3226 0x0002c61a 0x0042fe1a 4   5    .text_1 ascii   DzE>
3227 0x0002c622 0x0042fe22 6   7    .text_1 ascii   >6f2$Z
3228 0x0002c631 0x0042fe31 4   5    .text_1 ascii   WwGU
3229 0x0002c642 0x0042fe42 4   5    .text_1 ascii   :Vg"
3230 0x0002c680 0x0042fe80 5   6    .text_1 ascii   7[J-y
3231 0x0002c6bd 0x0042febd 4   5    .text_1 ascii   MmRh
3232 0x0002c6c6 0x0042fec6 4   5    .text_1 ascii   I6>\
3233 0x0002c6d2 0x0042fed2 6   8    .text_1 utf8    'KƋ,XJ blocks=Basic Latin,Latin Extended-B
3234 0x0002c6da 0x0042feda 4   6    .text_1 utf8    Cׂ{Y blocks=Basic Latin,Hebrew
3235 0x0002c76a 0x0042ff6a 5   6    .text_1 ascii   m%cB!
3236 0x0002c78b 0x0042ff8b 6   10   .text_1 utf8    'k렵\b_ב blocks=Basic Latin,Hangul Syllables,Hebrew
3237 0x0002c7ac 0x0042ffac 5   6    .text_1 ascii   7^\rD&
3238 0x0002c7bc 0x0042ffbc 4   5    .text_1 ascii   6Miv
3239 0x0002c7cb 0x0042ffcb 4   6    .text_1 utf8    ƟlLD blocks=Latin Extended-B,Basic Latin
3240 0x0002c803 0x00430003 4   5    .text_1 ascii   @$-z
3241 0x0002c82a 0x0043002a 4   6    .text_1 utf8    ,ՐDJ blocks=Basic Latin,Armenian
3242 0x0002c84e 0x0043004e 4   5    .text_1 ascii   eP`4
3243 0x0002c8b2 0x004300b2 7   8    .text_1 ascii   FN{^@u_
3244 0x0002c8ca 0x004300ca 4   5    .text_1 ascii   Oz0q
3245 0x0002c8e0 0x004300e0 4   5    .text_1 ascii   3CLq
3246 0x0002c90e 0x0043010e 4   5    .text_1 ascii   \fT]o
3247 0x0002c928 0x00430128 5   6    .text_1 ascii   tNw"\e
3248 0x0002c935 0x00430135 4   5    .text_1 ascii   ?iht
3249 0x0002c95f 0x0043015f 4   5    .text_1 ascii   =v|C
3250 0x0002c964 0x00430164 6   9    .text_1 utf8    *U'iߑɂ blocks=Basic Latin,NKo,Latin Extended-B
3251 0x0002c973 0x00430173 5   7    .text_1 utf8    #g4#ڧ blocks=Basic Latin,Arabic
3252 0x0002c9e0 0x004301e0 6   7    .text_1 ascii   \ar!jcJ
3253 0x0002c9f2 0x004301f2 4   6    .text_1 utf8    <ԐSn blocks=Basic Latin,Cyrillic Supplement
3254 0x0002ca1e 0x0043021e 4   5    .text_1 ascii   ,Q1"
3255 0x0002ca34 0x00430234 4   5    .text_1 ascii   viz\b
3256 0x0002cadb 0x004302db 9   10   .text_1 ascii   ;y/} .d N
3257 0x0002caf0 0x004302f0 4   6    .text_1 utf8    Y6[ٓ blocks=Basic Latin,Arabic
3258 0x0002cb12 0x00430312 6   8    .text_1 utf8    5;eֱfN blocks=Basic Latin,Hebrew
3259 0x0002cb37 0x00430337 4   5    .text_1 ascii   2A)v
3260 0x0002cb51 0x00430351 6   8    .text_1 utf8    x&Z$J݂ blocks=Basic Latin,Syriac
3261 0x0002cb5e 0x0043035e 4   5    .text_1 ascii   {IyT
3262 0x0002cb65 0x00430365 5   6    .text_1 ascii   5qb\f7
3263 0x0002cb6b 0x0043036b 6   7    .text_1 ascii   9 8%0M
3264 0x0002cb81 0x00430381 5   6    .text_1 ascii   3`qr:
3265 0x0002cc10 0x00430410 4   5    .text_1 ascii   sRpD
3266 0x0002cc1c 0x0043041c 4   5    .text_1 ascii   (qcg
3267 0x0002cc29 0x00430429 5   6    .text_1 ascii   N(>0n
3268 0x0002ccdf 0x004304df 5   7    .text_1 utf8    o\fzZŏ blocks=Basic Latin,Latin Extended-A
3269 0x0002cced 0x004304ed 5   6    .text_1 ascii   ],)_#
3270 0x0002cd42 0x00430542 4   5    .text_1 ascii   csn!
3271 0x0002cd8d 0x0043058d 4   5    .text_1 ascii   Z>+\n
3272 0x0002cd92 0x00430592 6   8    .text_1 utf8    h:Ёk\t' blocks=Basic Latin,Cyrillic
3273 0x0002cda1 0x004305a1 4   5    .text_1 ascii   q7TG
3274 0x0002cdc0 0x004305c0 4   5    .text_1 ascii   l/9F
3275 0x0002cdd6 0x004305d6 4   5    .text_1 ascii   g3Zz
3276 0x0002cddc 0x004305dc 5   6    .text_1 ascii   DVk7B
3277 0x0002cdf8 0x004305f8 4   5    .text_1 ascii   f8Aj
3278 0x0002ce03 0x00430603 4   5    .text_1 ascii   p~,\t
3279 0x0002ce19 0x00430619 4   5    .text_1 ascii   Y#9m
3280 0x0002ce22 0x00430622 5   6    .text_1 ascii   ;0!a6
3281 0x0002ce69 0x00430669 4   5    .text_1 ascii   5`J[
3282 0x0002ce72 0x00430672 8   9    .text_1 ascii   GH}-^+k&
3283 0x0002ce96 0x00430696 7   8    .text_1 ascii   wo3kv\a\a
3284 0x0002ceb4 0x004306b4 4   5    .text_1 ascii   OIHJ
3285 0x0002cf06 0x00430706 4   5    .text_1 ascii   <M\au
3286 0x0002cf3a 0x0043073a 5   6    .text_1 ascii   6>O#"
3287 0x0002cfbd 0x004307bd 5   6    .text_1 ascii   ^E`.%
3288 0x0002d017 0x00430817 4   5    .text_1 ascii   dg~#
3289 0x0002d095 0x00430895 4   5    .text_1 ascii   ^N\bW
3290 0x0002d0bc 0x004308bc 4   5    .text_1 ascii   *\tOo
3291 0x0002d0ea 0x004308ea 5   6    .text_1 ascii   J4$>n
3292 0x0002d10f 0x0043090f 5   6    .text_1 ascii   T\n;2~
3293 0x0002d11d 0x0043091d 4   5    .text_1 ascii   iJ(\n
3294 0x0002d136 0x00430936 4   5    .text_1 ascii   "\v-8
3295 0x0002d14e 0x0043094e 4   6    .text_1 utf8    ױ`yx blocks=Hebrew,Basic Latin
3296 0x0002d18f 0x0043098f 4   5    .text_1 ascii   K^]\n
3297 0x0002d1c2 0x004309c2 4   6    .text_1 utf8    Ӧ"%Q blocks=Cyrillic,Basic Latin
3298 0x0002d1ed 0x004309ed 4   5    .text_1 ascii   \r+A\
3299 0x0002d213 0x00430a13 5   6    .text_1 ascii   p!g?P
3300 0x0002d22e 0x00430a2e 5   6    .text_1 ascii   APo4>
3301 0x0002d24d 0x00430a4d 4   5    .text_1 ascii   #<OJ
3302 0x0002d27a 0x00430a7a 5   6    .text_1 ascii   T6'S1
3303 0x0002d280 0x00430a80 4   5    .text_1 ascii   \eF`\r
3304 0x0002d289 0x00430a89 5   7    .text_1 utf8    ԅM)z* blocks=Cyrillic Supplement,Basic Latin
3305 0x0002d3df 0x00430bdf 4   5    .text_1 ascii   Fi(\b
3306 0x0002d3e5 0x00430be5 4   5    .text_1 ascii   $CC'
3307 0x0002d408 0x00430c08 4   5    .text_1 ascii   Wd()
3308 0x0002d44d 0x00430c4d 5   6    .text_1 ascii   |\ro2)
3309 0x0002d46c 0x00430c6c 5   6    .text_1 ascii   /Hjzt
3310 0x0002d559 0x00430d59 7   9    .text_1 utf8    K·)-SnD blocks=Basic Latin,Greek and Coptic
3311 0x0002d5ae 0x00430dae 4   5    .text_1 ascii   "\t)Z
3312 0x0002d5f3 0x00430df3 4   6    .text_1 utf8    \rvLă blocks=Basic Latin,Latin Extended-A
3313 0x0002d634 0x00430e34 5   6    .text_1 ascii   \fRV.1
3314 0x0002d63a 0x00430e3a 5   6    .text_1 ascii   XZXUk
3315 0x0002d642 0x00430e42 5   6    .text_1 ascii   oA&22
3316 0x0002d66a 0x00430e6a 4   5    .text_1 ascii   \fW$V
3317 0x0002d6d8 0x00430ed8 7   8    .text_1 ascii   $>vO,-?
3318 0x0002d72d 0x00430f2d 4   5    .text_1 ascii   &PhZ
3319 0x0002d74c 0x00430f4c 6   7    .text_1 ascii   &]^5e8
3320 0x0002d75c 0x00430f5c 4   5    .text_1 ascii   aEu;
3321 0x0002d77f 0x00430f7f 4   6    .text_1 utf8    hl8v
3322 0x0002d7a6 0x00430fa6 5   6    .text_1 ascii   Y\Poq
3323 0x0002d7d3 0x00430fd3 4   5    .text_1 ascii   Rl-U
3324 0x0002d7fa 0x00430ffa 4   7    .text_1 utf8    v쐭e> blocks=Basic Latin,Hangul Syllables
3325 0x0002d84c 0x0043104c 4   6    .text_1 utf8    hΑa1 blocks=Basic Latin,Greek and Coptic
3326 0x0002d893 0x00431093 6   7    .text_1 ascii   y(M9Z&
3327 0x0002d8a9 0x004310a9 4   6    .text_1 utf8    r>йp blocks=Basic Latin,Cyrillic
3328 0x0002d8bc 0x004310bc 4   5    .text_1 ascii   p}%{
3329 0x0002d8c9 0x004310c9 4   5    .text_1 ascii   4 S 
3330 0x0002d924 0x00431124 5   6    .text_1 ascii   _&>+l
3331 0x0002d9a8 0x004311a8 4   6    .text_1 utf8    ɐzWT blocks=IPA Extensions,Basic Latin
3332 0x0002da25 0x00431225 4   5    .text_1 ascii   d<wB
3333 0x0002da2e 0x0043122e 4   5    .text_1 ascii   GJ>Y
3334 0x0002dac1 0x004312c1 7   8    .text_1 ascii   (u x&i7
3335 0x0002db4e 0x0043134e 6   7    .text_1 ascii   9+.EKC
3336 0x0002db5d 0x0043135d 7   9    .text_1 utf8    ľ@\nei9m blocks=Latin Extended-A,Basic Latin
3337 0x0002db67 0x00431367 4   6    .text_1 utf8    cWsĤ blocks=Basic Latin,Latin Extended-A
3338 0x0002db79 0x00431379 5   6    .text_1 ascii   2H<o`
3339 0x0002dbcf 0x004313cf 6   7    .text_1 ascii   |:\vNn<
3340 0x0002dc08 0x00431408 5   6    .text_1 ascii   0t\vuh
3341 0x0002dc22 0x00431422 4   5    .text_1 ascii   &_\bg
3342 0x0002dc29 0x00431429 4   5    .text_1 ascii   ;\aR-
3343 0x0002dc34 0x00431434 5   6    .text_1 ascii   Nt&#&
3344 0x0002dc53 0x00431453 6   7    .text_1 ascii   +\n&=:1
3345 0x0002dc5a 0x0043145a 4   6    .text_1 utf8    l߷^k blocks=Basic Latin,NKo
3346 0x0002dc6d 0x0043146d 6   7    .text_1 ascii   Mpr]a#
3347 0x0002dc92 0x00431492 7   8    .text_1 ascii   aQ0Nmpq
3348 0x0002dcf3 0x004314f3 7   8    .text_1 ascii   g?\rnL]L
3349 0x0002dd24 0x00431524 4   6    .text_1 utf8    Mһ<> blocks=Basic Latin,Cyrillic
3350 0x0002dd76 0x00431576 4   5    .text_1 ascii   9gD>
3351 0x0002ddac 0x004315ac 4   5    .text_1 ascii   :Cv"
3352 0x0002ddc2 0x004315c2 4   5    .text_1 ascii   )6?b
3353 0x0002ddd0 0x004315d0 4   5    .text_1 ascii   'zQ]
3354 0x0002ddf4 0x004315f4 4   5    .text_1 ascii   O\ru~
3355 0x0002de7b 0x0043167b 7   8    .text_1 ascii    St?.\r_
3356 0x0002defb 0x004316fb 5   8    .text_1 utf8    z;vٲڏ blocks=Basic Latin,Arabic
3357 0x0002df3f 0x0043173f 5   6    .text_1 ascii   xP4\rB
3358 0x0002df51 0x00431751 4   5    .text_1 ascii   L[W3
3359 0x0002df56 0x00431756 5   7    .text_1 utf8    <A@ܶC blocks=Basic Latin,Syriac
3360 0x0002df63 0x00431763 4   5    .text_1 ascii   'a4W
3361 0x0002df7f 0x0043177f 4   5    .text_1 ascii   Ft^s
3362 0x0002df8d 0x0043178d 4   6    .text_1 utf8    ^і4^ blocks=Basic Latin,Cyrillic
3363 0x0002df9b 0x0043179b 5   6    .text_1 ascii   t2)Vp
3364 0x0002dfa3 0x004317a3 4   5    .text_1 ascii   `L]\
3365 0x0002dfe1 0x004317e1 4   5    .text_1 ascii   |a>T
3366 0x0002dfe6 0x004317e6 7   9    .text_1 utf8    _JʏK\fSM blocks=Basic Latin,IPA Extensions
3367 0x0002dff3 0x004317f3 4   5    .text_1 ascii   'aO-
3368 0x0002e010 0x00431810 4   5    .text_1 ascii   :E8"
3369 0x0002e035 0x00431835 5   6    .text_1 ascii   m2#@c
3370 0x0002e05e 0x0043185e 5   6    .text_1 ascii   P\~PA
3371 0x0002e070 0x00431870 4   5    .text_1 ascii   ~fJ6
3372 0x0002e089 0x00431889 4   5    .text_1 ascii   !`1M
3373 0x0002e092 0x00431892 4   6    .text_1 utf8    3׆oU blocks=Basic Latin,Hebrew
3374 0x0002e10c 0x0043190c 4   5    .text_1 ascii   McAF
3375 0x0002e123 0x00431923 4   5    .text_1 ascii   I@WH
3376 0x0002e163 0x00431963 4   5    .text_1 ascii   T\n+4
3377 0x0002e170 0x00431970 4   5    .text_1 ascii   \n:b|
3378 0x0002e206 0x00431a06 4   5    .text_1 ascii   V+U:
3379 0x0002e248 0x00431a48 4   5    .text_1 ascii   mhH~
3380 0x0002e2a0 0x00431aa0 5   7    .text_1 utf8    gz62ΰ blocks=Basic Latin,Greek and Coptic
3381 0x0002e2cb 0x00431acb 4   7    .text_1 utf8    h慢>I blocks=Basic Latin,CJK Unified Ideographs
3382 0x0002e2ef 0x00431aef 4   6    .text_1 utf8    GbeЀ blocks=Basic Latin,Cyrillic
3383 0x0002e319 0x00431b19 4   5    .text_1 ascii   ]j-l
3384 0x0002e323 0x00431b23 6   7    .text_1 ascii   =eo;\"
3385 0x0002e337 0x00431b37 5   6    .text_1 ascii   H%1Hf
3386 0x0002e35b 0x00431b5b 4   5    .text_1 ascii   L{@v
3387 0x0002e386 0x00431b86 5   7    .text_1 utf8    d`5bƵ blocks=Basic Latin,Latin Extended-B
3388 0x0002e396 0x00431b96 4   5    .text_1 ascii   ^:0f
3389 0x0002e3c3 0x00431bc3 5   6    .text_1 ascii   VDC^S
3390 0x0002e4dc 0x00431cdc 4   5    .text_1 ascii   D}>0
3391 0x0002e521 0x00431d21 4   5    .text_1 ascii   BM\bz
3392 0x0002e586 0x00431d86 4   6    .text_1 utf8    fʥQ. blocks=Basic Latin,IPA Extensions
3393 0x0002e5bf 0x00431dbf 7   8    .text_1 ascii   {T&3 ts
3394 0x0002e638 0x00431e38 6   8    .text_1 utf8    i'6_ßn blocks=Basic Latin,Latin-1 Supplement
3395 0x0002e645 0x00431e45 6   7    .text_1 ascii   bF\^%m
3396 0x0002e689 0x00431e89 4   7    .text_1 utf8    `q=诫 blocks=Basic Latin,CJK Unified Ideographs
3397 0x0002e6c0 0x00431ec0 4   5    .text_1 ascii   ;3Cp
3398 0x0002e6d2 0x00431ed2 4   5    .text_1 ascii   }BX1
3399 0x0002e736 0x00431f36 4   6    .text_1 utf8    \v8yӶ blocks=Basic Latin,Cyrillic
3400 0x0002e73c 0x00431f3c 4   6    .text_1 utf8     ò\bh blocks=Basic Latin,Latin-1 Supplement
3401 0x0002e758 0x00431f58 4   6    .text_1 utf8    dC܄h blocks=Basic Latin,Syriac
3402 0x0002e776 0x00431f76 6   7    .text_1 ascii   8\3&\\t
3403 0x0002e7a3 0x00431fa3 4   5    .text_1 ascii   dA@n
3404 0x0002e7c7 0x00431fc7 5   6    .text_1 ascii   v\tEJd
3405 0x0002e7d2 0x00431fd2 7   8    .text_1 ascii   n+HH2NM
3406 0x0002e7e3 0x00431fe3 4   6    .text_1 utf8    ժQsL blocks=Armenian,Basic Latin
3407 0x0002e85f 0x0043205f 4   5    .text_1 ascii   QKt3
3408 0x0002e874 0x00432074 5   6    .text_1 ascii   h'vm]
3409 0x0002e88b 0x0043208b 5   6    .text_1 ascii   pTd9H
3410 0x0002e8a8 0x004320a8 7   9    .text_1 utf8    0^ʱ Q1u blocks=Basic Latin,Spacing Modifier Letters
3411 0x0002e94a 0x0043214a 5   6    .text_1 ascii   >A{Oy
