[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1891 0x0001d9e0 0x004211e0 4   5    .text_1 ascii   p\bj%
1892 0x0001d9f3 0x004211f3 4   5    .text_1 ascii   p\rj&
1893 0x0001da00 0x00421200 5   6    .text_1 ascii   \a0QQ.
1894 0x0001da06 0x00421206 4   5    .text_1 ascii   p9j%
1895 0x0001da19 0x00421219 4   5    .text_1 ascii   C\bn%
1896 0x0001da27 0x00421227 4   5    .text_1 ascii   0WQ,
1897 0x0001da3f 0x0042123f 4   5    .text_1 ascii   p\tk&
1898 0x0001da52 0x00421252 4   5    .text_1 ascii   C\nk$
1899 0x0001da5f 0x0042125f 5   6    .text_1 ascii   32eU-
1900 0x0001da65 0x00421265 4   5    .text_1 ascii   p\rn'
1901 0x0001da73 0x00421273 4   5    .text_1 ascii   4TS,
1902 0x0001da78 0x00421278 4   5    .text_1 ascii   C\rZ!
1903 0x0001da98 0x00421298 5   6    .text_1 ascii   \a0eS.
1904 0x0001da9e 0x0042129e 4   5    .text_1 ascii   C9h'
1905 0x0001dabf 0x004212bf 4   5    .text_1 ascii   2TS/
1906 0x0001dac4 0x004212c4 4   5    .text_1 ascii   C9n%
1907 0x0001dad2 0x004212d2 4   5    .text_1 ascii   4Qa*
1908 0x0001dad7 0x004212d7 4   5    .text_1 ascii   r\nh$
1909 0x0001dae4 0x004212e4 5   6    .text_1 ascii   \a0WQ*
1910 0x0001daf7 0x004212f7 5   6    .text_1 ascii   \a3VU-
1911 0x0001db0b 0x0042130b 4   5    .text_1 ascii   1TQ/
1912 0x0001db1e 0x0042131e 4   5    .text_1 ascii   3ea/
1913 0x0001db23 0x00421323 4   5    .text_1 ascii   p\vZ$
1914 0x0001db30 0x00421330 4   5    .text_1 ascii   \a2WP
1915 0x0001db43 0x00421343 4   5    .text_1 ascii   32QS
1916 0x0001db49 0x00421349 4   5    .text_1 ascii   q\tn%
1917 0x0001db56 0x00421356 4   5    .text_1 ascii   31eU
1918 0x0001db5c 0x0042135c 4   5    .text_1 ascii   r9n&
1919 0x0001db69 0x00421369 5   6    .text_1 ascii   34Ua,
1920 0x0001db6f 0x0042136f 4   5    .text_1 ascii   w\bZ$
1921 0x0001db7c 0x0042137c 4   5    .text_1 ascii   \a3VP
1922 0x0001db82 0x00421382 4   5    .text_1 ascii   C\vk&
1923 0x0001db95 0x00421395 4   5    .text_1 ascii   C9h&
1924 0x0001dba8 0x004213a8 4   5    .text_1 ascii   q9Z&
1925 0x0001dbb6 0x004213b6 4   5    .text_1 ascii   3WS/
1926 0x0001dbbb 0x004213bb 4   5    .text_1 ascii   C9i!
1927 0x0001dbc8 0x004213c8 4   5    .text_1 ascii   31TS
1928 0x0001dbce 0x004213ce 4   5    .text_1 ascii   p\bh$
1929 0x0001dbee 0x004213ee 5   7    .text_1 utf8    P̏^q< blocks=Basic Latin,Combining Diacritical Marks
1930 0x0001dc11 0x00421411 7   8    .text_1 ascii   O\W5bf/
1931 0x0001dc60 0x00421460 5   6    .text_1 ascii   LpV2m
1932 0x0001dc7a 0x0042147a 7   8    .text_1 ascii   2\tfm4&1
1933 0x0001dc9f 0x0042149f 4   5    .text_1 ascii   0j+&
1934 0x0001dcb3 0x004214b3 4   5    .text_1 ascii   \n\teo
1935 0x0001dcc5 0x004214c5 8   9    .text_1 ascii   1H9Fr$&0
1936 0x0001dcd7 0x004214d7 5   6    .text_1 ascii   60F%j
1937 0x0001dcf7 0x004214f7 4   5    .text_1 ascii   9@S'
1938 0x0001dd5c 0x0042155c 4   5    .text_1 ascii   d`j-
1939 0x0001dd69 0x00421569 5   6    .text_1 ascii   [@5Ke
1940 0x0001dd6f 0x0042156f 4   5    .text_1 ascii   dpj)
1941 0x0001dd74 0x00421574 4   5    .text_1 ascii   6hi\
1942 0x0001dd80 0x00421580 5   6    .text_1 ascii   FEd|f
1943 0x0001dd9b 0x0042159b 4   5    .text_1 ascii   x\n=;
1944 0x0001dda7 0x004215a7 4   5    .text_1 ascii   `fqN
1945 0x0001ddb1 0x004215b1 8   9    .text_1 ascii   @'!1Fp~\e
1946 0x0001ddd6 0x004215d6 5   6    .text_1 ascii   4|uo\v
1947 0x0001dddf 0x004215df 11  12   .text_1 ascii   S}73F%jBpR\b
1948 0x0001ddf5 0x004215f5 4   6    .text_1 utf8    <F%҈ blocks=Basic Latin,Cyrillic
1949 0x0001de3b 0x0042163b 5   6    .text_1 ascii   :~\eDq
1950 0x0001de62 0x00421662 5   6    .text_1 ascii   "@G:d
1951 0x0001de73 0x00421673 4   5    .text_1 ascii   K7il
1952 0x0001de97 0x00421697 5   6    .text_1 ascii   Hw;GO
1953 0x0001de9e 0x0042169e 4   5    .text_1 ascii   aftN
1954 0x0001dec5 0x004216c5 5   6    .text_1 ascii   dvR(f
1955 0x0001dede 0x004216de 4   5    .text_1 ascii   t&0J
1956 0x0001deee 0x004216ee 7   8    .text_1 ascii   X~ot&0N
1957 0x0001df49 0x00421749 6   7    .text_1 ascii   `8pj-e
1958 0x0001df74 0x00421774 5   6    .text_1 ascii   Fl\\a\r
1959 0x0001dfa7 0x004217a7 5   6    .text_1 ascii   EqdwB
1960 0x0001dfbf 0x004217bf 4   5    .text_1 ascii   u:ou
1961 0x0001dfc9 0x004217c9 4   5    .text_1 ascii   F,}\e
1962 0x0001dfef 0x004217ef 4   5    .text_1 ascii   7N~\e
1963 0x0001e00c 0x0042180c 5   6    .text_1 ascii   ._uV?
1964 0x0001e055 0x00421855 6   7    .text_1 ascii   \fF%jo8
1965 0x0001e08e 0x0042188e 4   5    .text_1 ascii   \fF%3
1966 0x0001e0b6 0x004218b6 4   5    .text_1 ascii   u7i+
1967 0x0001e0d6 0x004218d6 4   5    .text_1 ascii   Z"l!
1968 0x0001e0f1 0x004218f1 4   5    .text_1 ascii   U{\v<
1969 0x0001e113 0x00421913 4   5    .text_1 ascii   JFSj
1970 0x0001e160 0x00421960 5   6    .text_1 ascii   %!_\e%
1971 0x0001e184 0x00421984 5   6    .text_1 ascii   0<Fej
1972 0x0001e18a 0x0042198a 4   5    .text_1 ascii   !W<S
1973 0x0001e1b7 0x004219b7 4   5    .text_1 ascii   v:sr
1974 0x0001e1be 0x004219be 4   5    .text_1 ascii   <.%f
1975 0x0001e1ce 0x004219ce 5   6    .text_1 ascii   Uefdf
1976 0x0001e21d 0x00421a1d 4   5    .text_1 ascii   <FSj
1977 0x0001e250 0x00421a50 4   5    .text_1 ascii   34Wa
1978 0x0001e256 0x00421a56 4   5    .text_1 ascii   r\tn$
1979 0x0001e264 0x00421a64 4   5    .text_1 ascii   3QP.
1980 0x0001e269 0x00421a69 4   5    .text_1 ascii   w\bh&
1981 0x0001e277 0x00421a77 4   5    .text_1 ascii   1eR-
1982 0x0001e27c 0x00421a7c 4   5    .text_1 ascii   C\bk%
1983 0x0001e29c 0x00421a9c 4   5    .text_1 ascii   \a1WQ
1984 0x0001e2a2 0x00421aa2 4   5    .text_1 ascii   s\vk$
1985 0x0001ea68 0x00422268 4   5    .text_1 ascii   cea\n
1986 0x0001ea7f 0x0042227f 4   5    .text_1 ascii   jG9Z
1987 0x0001eac3 0x004222c3 4   5    .text_1 ascii   xdQ3
1988 0x0001eb18 0x00422318 7   9    .text_1 utf8    CNҟ%\auB blocks=Basic Latin,Cyrillic
1989 0x0001eb3d 0x0042233d 4   5    .text_1 ascii   `C9%
1990 0x0001eb9c 0x0042239c 5   7    .text_1 utf8    v˹ZYI blocks=Basic Latin,Spacing Modifier Letters
1991 0x0001ebcb 0x004223cb 4   5    .text_1 ascii   ttxd
1992 0x0001ebe9 0x004223e9 4   5    .text_1 ascii   4N-m
1993 0x0001ec21 0x00422421 5   6    .text_1 ascii   ~CN-Q
1994 0x0001ec37 0x00422437 4   5    .text_1 ascii   <yIH
1995 0x0001ec67 0x00422467 4   5    .text_1 ascii   YUf*
1996 0x0001ecb5 0x004224b5 4   5    .text_1 ascii   D!%Z
1997 0x0001ecd2 0x004224d2 6   7    .text_1 ascii   \au:ttp
1998 0x0001ed15 0x00422515 5   7    .text_1 utf8    eaގC9 blocks=Basic Latin,Thaana
1999 0x0001ed98 0x00422598 4   5    .text_1 ascii   3Oe/
2000 0x0001ed9e 0x0042259e 4   5    .text_1 ascii   CpZ[
2001 0x0001edea 0x004225ea 4   5    .text_1 ascii   CPZ{
2002 0x0001ee0a 0x0042260a 4   5    .text_1 ascii   34eQ
2003 0x0001ee10 0x00422610 4   5    .text_1 ascii   C\tZ!
2004 0x0001ee30 0x00422630 4   5    .text_1 ascii   3ae\f
2005 0x0001ee56 0x00422656 4   5    .text_1 ascii   3ceO
2006 0x0001eea2 0x004226a2 4   5    .text_1 ascii   3se\t
2007 0x0001eea8 0x004226a8 4   5    .text_1 ascii   CiZy
2008 0x0001eece 0x004226ce 4   5    .text_1 ascii   C8ZS
2009 0x0001eeee 0x004226ee 4   5    .text_1 ascii   30eM
2010 0x0001eef4 0x004226f4 4   5    .text_1 ascii   C\rZ9
2011 0x0001ef3a 0x0042273a 4   5    .text_1 ascii   3se\t
2012 0x0001ef40 0x00422740 4   5    .text_1 ascii   CiZy
2013 0x0001ef66 0x00422766 4   5    .text_1 ascii   CzZz
2014 0x0001ef86 0x00422786 4   5    .text_1 ascii   3ge\t
2015 0x0001efb2 0x004227b2 4   5    .text_1 ascii   C\Zq
2016 0x0001efd8 0x004227d8 4   5    .text_1 ascii   CUZA
2017 0x0001effe 0x004227fe 4   5    .text_1 ascii   C\Zq
2018 0x0001f01e 0x0042281e 4   5    .text_1 ascii   3rea
2019 0x0001f04a 0x0042284a 4   5    .text_1 ascii   CjZT
2020 0x0001f06a 0x0042286a 4   5    .text_1 ascii   3eea
2021 0x0001f096 0x00422896 4   5    .text_1 ascii   CRZb
2022 0x0001f0bc 0x004228bc 4   5    .text_1 ascii   CLZv
2023 0x0001f0dc 0x004228dc 4   5    .text_1 ascii   34eM
2024 0x0001f13b 0x0042293b 5   6    .text_1 ascii   cA!%W
2025 0x0001f14e 0x0042294e 5   6    .text_1 ascii   wI+&F
2026 0x0001f161 0x00422961 5   6    .text_1 ascii   tX=1_
2027 0x0001f174 0x00422974 5   6    .text_1 ascii   cA!%W
2028 0x0001f187 0x00422987 5   6    .text_1 ascii   wI+&N
2029 0x0001f19a 0x0042299a 5   6    .text_1 ascii   tP$%Z
2030 0x0001f1a5 0x004229a5 4   6    .text_1 utf8    4uB̲ blocks=Basic Latin,Combining Diacritical Marks
2031 0x0001f1c6 0x004229c6 4   5    .text_1 ascii   {9k\
2032 0x0001f1d3 0x004229d3 4   5    .text_1 ascii   qE a
2033 0x0001f1f9 0x004229f9 4   5    .text_1 ascii   w>ea
2034 0x0001f212 0x00422a12 5   6    .text_1 ascii   G}Z7z
2035 0x0001f21f 0x00422a1f 5   6    .text_1 ascii   \aB$!Z
2036 0x0001f225 0x00422a25 4   5    .text_1 ascii   a9{R
2037 0x0001f232 0x00422a32 4   5    .text_1 ascii   3DeC
2038 0x0001f258 0x00422a58 5   6    .text_1 ascii    I,B>
2039 0x0001f26b 0x00422a6b 5   6    .text_1 ascii   Cb-^X
2040 0x0001f27f 0x00422a7f 4   5    .text_1 ascii   9**:
2041 0x0001f284 0x00422a84 4   5    .text_1 ascii   C\eZ4
2042 0x0001f2bd 0x00422abd 4   5    .text_1 ascii   n&nW
2043 0x0001f2ee 0x00422aee 6   7    .text_1 ascii   {uqAe5
2044 0x0001f316 0x00422b16 5   6    .text_1 ascii   3!"@:
2045 0x0001f32a 0x00422b2a 4   5    .text_1 ascii    5a3
2046 0x0001f33c 0x00422b3c 5   6    .text_1 ascii   #-zE\
2047 0x0001f342 0x00422b42 4   5    .text_1 ascii   C}Z7
2048 0x0001f347 0x00422b47 4   6    .text_1 utf8    &2cܬ blocks=Basic Latin,Syriac
2049 0x0001f353 0x00422b53 5   7    .text_1 utf8    ̏a-zR blocks=Combining Diacritical Marks,Basic Latin
2050 0x0001f362 0x00422b62 4   5    .text_1 ascii   3DeC
2051 0x0001f388 0x00422b88 4   5    .text_1 ascii   t!E1
2052 0x0001f3ae 0x00422bae 4   5    .text_1 ascii   ,4' 
2053 0x0001f3b4 0x00422bb4 4   5    .text_1 ascii   C\eZ4
2054 0x0001f3c7 0x00422bc7 4   5    .text_1 ascii   b~{`
2055 0x0001f3cc 0x00422bcc 4   6    .text_1 utf8    _h]Ⱦ blocks=Basic Latin,Latin Extended-B
2056 0x0001f3d2 0x00422bd2 7   8    .text_1 ascii   de3"ePY
2057 0x0001f3da 0x00422bda 4   5    .text_1 ascii   ciZ8
2058 0x0001f3e8 0x00422be8 4   5    .text_1 ascii   GDAN
2059 0x0001f3ef 0x00422bef 5   6    .text_1 ascii   nW$Ra
2060 0x0001f401 0x00422c01 6   8    .text_1 utf8    xZم%ug blocks=Basic Latin,Arabic
2061 0x0001f413 0x00422c13 4   5    .text_1 ascii   \a9xU
2062 0x0001f420 0x00422c20 4   5    .text_1 ascii   qAe5
2063 0x0001f446 0x00422c46 5   6    .text_1 ascii   3!"@>
2064 0x0001f45a 0x00422c5a 4   5    .text_1 ascii    5a3
2065 0x0001f464 0x00422c64 4   6    .text_1 utf8    \aWBݻ blocks=Basic Latin,Arabic Supplement
2066 0x0001f46c 0x00422c6c 5   6    .text_1 ascii   3-zU\
2067 0x0001f472 0x00422c72 4   5    .text_1 ascii   C}Z7
2068 0x0001f477 0x00422c77 4   6    .text_1 utf8    &2cܬ blocks=Basic Latin,Syriac
2069 0x0001f47f 0x00422c7f 5   6    .text_1 ascii   \aB$aZ
2070 0x0001f485 0x00422c85 4   5    .text_1 ascii   a9{R
2071 0x0001f492 0x00422c92 4   5    .text_1 ascii   3DeC
2072 0x0001f4b8 0x00422cb8 4   5    .text_1 ascii   t!E1
2073 0x0001f4de 0x00422cde 4   5    .text_1 ascii   ,4' 
2074 0x0001f4e4 0x00422ce4 4   5    .text_1 ascii   C\eZ4
2075 0x0001f4f7 0x00422cf7 4   5    .text_1 ascii   b~{5
2076 0x0001f4fc 0x00422cfc 4   6    .text_1 utf8    \aX]Ⱦ blocks=Basic Latin,Latin Extended-B
2077 0x0001f504 0x00422d04 5   6    .text_1 ascii   3"e@Y
2078 0x0001f50a 0x00422d0a 4   5    .text_1 ascii   ciZ8
2079 0x0001f518 0x00422d18 4   5    .text_1 ascii   GDAN
2080 0x0001f51d 0x00422d1d 4   5    .text_1 ascii   n&nW
2081 0x0001f550 0x00422d50 4   5    .text_1 ascii   qAe%
2082 0x0001f576 0x00422d76 5   6    .text_1 ascii   3!"@>
2083 0x0001f58a 0x00422d8a 4   5    .text_1 ascii    5a3
2084 0x0001f594 0x00422d94 4   6    .text_1 utf8    \aWBݻ blocks=Basic Latin,Arabic Supplement
2085 0x0001f59c 0x00422d9c 5   6    .text_1 ascii   3-zU\
2086 0x0001f5a2 0x00422da2 4   5    .text_1 ascii   C}Z7
2087 0x0001f5a7 0x00422da7 4   6    .text_1 utf8    &2cܬ blocks=Basic Latin,Syriac
2088 0x0001f5af 0x00422daf 5   6    .text_1 ascii   \aB$aZ
2089 0x0001f5b5 0x00422db5 4   5    .text_1 ascii   a9{R
2090 0x0001f5c2 0x00422dc2 4   5    .text_1 ascii   3DeC
2091 0x0001f5f7 0x00422df7 5   6    .text_1 ascii   95\ex\a
2092 0x0001f617 0x00422e17 4   5    .text_1 ascii   8I[]
2093 0x0001f627 0x00422e27 4   6    .text_1 utf8    1,Ġ8 blocks=Basic Latin,Latin Extended-A
2094 0x0001f647 0x00422e47 4   5    .text_1 ascii   ApGX
2095 0x0001f655 0x00422e55 5   9    .text_1 utf8    窎r̫Pe blocks=CJK Unified Ideographs,Basic Latin,Combining Diacritical Marks
2096 0x0001f684 0x00422e84 4   5    .text_1 ascii   ,Jyr
2097 0x0001f699 0x00422e99 4   5    .text_1 ascii   Do"/
2098 0x0001f728 0x00422f28 5   7    .text_1 utf8    ̢N=;\n blocks=Combining Diacritical Marks,Basic Latin
2099 0x0001f73d 0x00422f3d 5   6    .text_1 ascii   ?.gM`
2100 0x0001f74a 0x00422f4a 4   5    .text_1 ascii   >\v16
2101 0x0001f75e 0x00422f5e 4   5    .text_1 ascii   U&P?
2102 0x0001f77e 0x00422f7e 4   6    .text_1 utf8    Rc\aΔ blocks=Basic Latin,Greek and Coptic
2103 0x0001f7ad 0x00422fad 4   7    .text_1 utf8    ,9÷A blocks=Basic Latin,Latin-1 Supplement
2104 0x0001f7c5 0x00422fc5 5   6    .text_1 ascii   Ku;iS
2105 0x0001f7ea 0x00422fea 4   5    .text_1 ascii   +rW*
2106 0x0001f7ef 0x00422fef 4   5    .text_1 ascii   g@Qb
2107 0x0001f80d 0x0042300d 5   6    .text_1 ascii   GNxC.
2108 0x0001f813 0x00423013 4   6    .text_1 utf8    ڰe:< blocks=Arabic,Basic Latin
2109 0x0001f840 0x00423040 6   7    .text_1 ascii   \f8}z>Y
2110 0x0001f870 0x00423070 4   6    .text_1 utf8    ߮/>& blocks=NKo,Basic Latin
2111 0x0001f876 0x00423076 6   7    .text_1 ascii   \r[R@EU
2112 0x0001f895 0x00423095 4   5    .text_1 ascii   !RrI
2113 0x0001f8c4 0x004230c4 4   5    .text_1 ascii   T/ah
2114 0x0001f8fe 0x004230fe 4   6    .text_1 utf8    \e΅2$ blocks=Basic Latin,Greek and Coptic
2115 0x0001f918 0x00423118 7   9    .text_1 utf8    aP#C\v*Ý blocks=Basic Latin,Latin-1 Supplement
2116 0x0001f956 0x00423156 5   8    .text_1 utf8    y(띖M\f blocks=Basic Latin,Hangul Syllables
2117 0x0001f96c 0x0042316c 9   10   .text_1 ascii   Ud<Y\t8fTG
2118 0x0001fa1b 0x0042321b 4   7    .text_1 utf8    ?鶏 Z blocks=Basic Latin,CJK Unified Ideographs
2119 0x0001fa34 0x00423234 6   9    .text_1 utf8    t˗z\eR: blocks=Basic Latin,Spacing Modifier Letters
2120 0x0001fa3d 0x0042323d 7   8    .text_1 ascii   oU\b!,W(
2121 0x0001fa55 0x00423255 4   5    .text_1 ascii   X*d8
2122 0x0001fa6f 0x0042326f 5   7    .text_1 utf8    Qp21ز blocks=Basic Latin,Arabic
2123 0x0001fa7c 0x0042327c 5   8    .text_1 utf8    "ӄϔ\aF blocks=Basic Latin,Cyrillic,Greek and Coptic
2124 0x0001fa8d 0x0042328d 5   6    .text_1 ascii   #.-\b|
2125 0x0001fab1 0x004232b1 4   5    .text_1 ascii   lJ0Q
2126 0x0001fb56 0x00423356 4   5    .text_1 ascii   f<Be
2127 0x0001fb6f 0x0042336f 4   5    .text_1 ascii   L&&"
2128 0x0001fb7f 0x0042337f 4   5    .text_1 ascii   lxd)
2129 0x0001fbc2 0x004233c2 4   5    .text_1 ascii   C+E6
2130 0x0001fbe6 0x004233e6 4   5    .text_1 ascii   *e7@
2131 0x0001fc00 0x00423400 5   6    .text_1 ascii   /OBr(
2132 0x0001fc06 0x00423406 5   6    .text_1 ascii   4RI:o
2133 0x0001fc11 0x00423411 4   5    .text_1 ascii   /j%2
2134 0x0001fc38 0x00423438 4   5    .text_1 ascii   !T`(
2135 0x0001fc59 0x00423459 6   7    .text_1 ascii   Pc08:T
2136 0x0001fc74 0x00423474 6   7    .text_1 ascii   i\B\bua
2137 0x0001fcc6 0x004234c6 4   5    .text_1 ascii   :'V:
2138 0x0001fcfa 0x004234fa 4   5    .text_1 ascii   fg?S
2139 0x0001fd08 0x00423508 4   5    .text_1 ascii   ,UQ\r
2140 0x0001fd53 0x00423553 4   5    .text_1 ascii   |7[a
2141 0x0001fd73 0x00423573 4   5    .text_1 ascii   Byr(
2142 0x0001fd98 0x00423598 4   5    .text_1 ascii   Ghg-
2143 0x0001fda9 0x004235a9 4   5    .text_1 ascii   \bS#d
2144 0x0001fdf4 0x004235f4 6   7    .text_1 ascii   R$NR8d
2145 0x0001fe04 0x00423604 4   5    .text_1 ascii   Iqjt
2146 0x0001fe24 0x00423624 4   5    .text_1 ascii   \tl\b$
2147 0x0001fe34 0x00423634 5   6    .text_1 ascii   wMu:C
2148 0x0001fe41 0x00423641 4   5    .text_1 ascii   ,Ztv
2149 0x0001ff21 0x00423721 8   9    .text_1 ascii   9aU{*_4$
2150 0x0001ff8f 0x0042378f 4   6    .text_1 utf8    ģT<C blocks=Latin Extended-A,Basic Latin
2151 0x0001ff9d 0x0042379d 5   6    .text_1 ascii   RZI2`
2152 0x0002001a 0x0042381a 4   5    .text_1 ascii   +,}_
2153 0x00020023 0x00423823 4   7    .text_1 utf8    Pe벜1 blocks=Basic Latin,Hangul Syllables
2154 0x0002002d 0x0042382d 6   7    .text_1 ascii   \f(%TE-
2155 0x00020052 0x00423852 5   6    .text_1 ascii   FPN\t
2156 0x0002007c 0x0042387c 7   9    .text_1 utf8    6sk1ʱw\t blocks=Basic Latin,Spacing Modifier Letters
2157 0x00020087 0x00423887 5   6    .text_1 ascii   .5_)+
2158 0x0002009e 0x0042389e 6   7    .text_1 ascii   (?\vEI/
2159 0x000200b1 0x004238b1 5   6    .text_1 ascii   Tf+=r
2160 0x000200d3 0x004238d3 6   7    .text_1 ascii   ZTsrBh
2161 0x000200dd 0x004238dd 4   6    .text_1 utf8    }܌I\a blocks=Basic Latin,Syriac
2162 0x0002010e 0x0042390e 5   6    .text_1 ascii   C\v\rC\a
2163 0x0002012d 0x0042392d 5   6    .text_1 ascii   '&lw:
2164 0x00020146 0x00423946 4   5    .text_1 ascii   }D7$
2165 0x0002015a 0x0042395a 7   8    .text_1 ascii   ,LR\eWq,
2166 0x000201d0 0x004239d0 4   7    .text_1 utf8    \n|ח̦ blocks=Basic Latin,Hebrew,Combining Diacritical Marks
2167 0x000201d8 0x004239d8 7   9    .text_1 utf8    \f{ѷ\fnzh blocks=Basic Latin,Cyrillic
2168 0x000201f7 0x004239f7 4   5    .text_1 ascii   M.LN
2169 0x000201fc 0x004239fc 4   5    .text_1 ascii   m2|}
2170 0x0002021b 0x00423a1b 5   6    .text_1 ascii   /4X;x
2171 0x00020224 0x00423a24 4   5    .text_1 ascii   k\aXO
2172 0x00020229 0x00423a29 6   7    .text_1 ascii   ,g\bT~2
2173 0x00020234 0x00423a34 4   5    .text_1 ascii   \bYeE
2174 0x00020241 0x00423a41 5   8    .text_1 utf8    |Ϻޤf\v blocks=Basic Latin,Greek and Coptic,Thaana
2175 0x0002027f 0x00423a7f 9   12   .text_1 utf8    :Ui+ߦ.qQL blocks=Basic Latin,NKo
2176 0x0002034a 0x00423b4a 4   6    .text_1 utf8    oEفL blocks=Basic Latin,Arabic
2177 0x00020380 0x00423b80 4   5    .text_1 ascii   d@xW
2178 0x00020408 0x00423c08 7   9    .text_1 utf8    2"\r̐\eoY blocks=Basic Latin,Combining Diacritical Marks
2179 0x0002042c 0x00423c2c 4   5    .text_1 ascii   \eJ=T
2180 0x00020433 0x00423c33 4   5    .text_1 ascii   ocL4
2181 0x000204a0 0x00423ca0 4   6    .text_1 utf8    {Aљc blocks=Basic Latin,Cyrillic
2182 0x000204b7 0x00423cb7 6   7    .text_1 ascii   Z;f.\\a
2183 0x000204f4 0x00423cf4 6   7    .text_1 ascii   \aB#Yi"
2184 0x000204fc 0x00423cfc 4   5    .text_1 ascii   f;L1
2185 0x00020557 0x00423d57 5   6    .text_1 ascii   (BS5s
2186 0x0002062e 0x00423e2e 5   6    .text_1 ascii   n'\trc
2187 0x0002063c 0x00423e3c 4   5    .text_1 ascii   T_\e8
2188 0x00020655 0x00423e55 4   5    .text_1 ascii   \rV\tY
2189 0x0002065a 0x00423e5a 4   5    .text_1 ascii   N@Kf
2190 0x00020660 0x00423e60 5   6    .text_1 ascii   u!\r\v#
2191 0x00020668 0x00423e68 4   5    .text_1 ascii   V]&\b
2192 0x0002068e 0x00423e8e 4   5    .text_1 ascii   2QY$
2193 0x000206ae 0x00423eae 5   6    .text_1 ascii   @X{On
2194 0x000206e9 0x00423ee9 8   9    .text_1 ascii   '$*\v\vg\nX
2195 0x0002070d 0x00423f0d 6   7    .text_1 ascii   \nK>b:U
2196 0x00020720 0x00423f20 4   5    .text_1 ascii   >PF`
2197 0x0002073a 0x00423f3a 4   6    .text_1 utf8    uGpŵ blocks=Basic Latin,Latin Extended-A
2198 0x00020761 0x00423f61 5   7    .text_1 utf8    (Ɍr#< blocks=Basic Latin,Latin Extended-B
2199 0x0002079a 0x00423f9a 4   5    .text_1 ascii   c!=j
2200 0x000207be 0x00423fbe 4   5    .text_1 ascii   A-z1
2201 0x0002080c 0x0042400c 5   6    .text_1 ascii   gCf86
2202 0x00020819 0x00424019 4   5    .text_1 ascii   XQ5=
2203 0x0002082b 0x0042402b 4   5    .text_1 ascii   QiR5
2204 0x00020843 0x00424043 6   7    .text_1 ascii   \ae~B|n
2205 0x0002084e 0x0042404e 4   5    .text_1 ascii   U=f-
2206 0x00020856 0x00424056 6   9    .text_1 utf8    7 ۤNS0 blocks=Basic Latin,Arabic
2207 0x00020881 0x00424081 5   7    .text_1 utf8    +?Ƴx~ blocks=Basic Latin,Latin Extended-B
2208 0x0002089f 0x0042409f 6   7    .text_1 ascii   \rZ8&m[
2209 0x000208db 0x004240db 4   5    .text_1 ascii   8BYM
2210 0x000208f0 0x004240f0 7   8    .text_1 ascii   OP\fY^;N
2211 0x0002094d 0x0042414d 4   5    .text_1 ascii   osbu
2212 0x00020962 0x00424162 4   5    .text_1 ascii   \z:X
2213 0x0002096e 0x0042416e 5   8    .text_1 utf8    Ҿ%Wpۃ blocks=Cyrillic,Basic Latin,Arabic
2214 0x000209a9 0x004241a9 5   6    .text_1 ascii   Z@\e\b`
2215 0x000209bc 0x004241bc 5   6    .text_1 ascii   {E'y>
2216 0x000209d5 0x004241d5 4   5    .text_1 ascii   _*)N
2217 0x000209df 0x004241df 6   7    .text_1 ascii   pRS\epH
2218 0x00020a25 0x00424225 9   10   .text_1 ascii   L4.,VYe"Y
2219 0x00020a65 0x00424265 9   10   .text_1 ascii   HlX9@l[{i
2220 0x00020b08 0x00424308 4   5    .text_1 ascii   pZ&>
2221 0x00020b28 0x00424328 4   5    .text_1 ascii   Uov}
2222 0x00020b87 0x00424387 4   5    .text_1 ascii   ]GZS
2223 0x00020b93 0x00424393 4   6    .text_1 utf8    iצCC blocks=Basic Latin,Hebrew
2224 0x00020bac 0x004243ac 4   5    .text_1 ascii   dlC8
2225 0x00020bcf 0x004243cf 4   6    .text_1 utf8    ՙ])$ blocks=Armenian,Basic Latin
2226 0x00020bf4 0x004243f4 6   8    .text_1 utf8    wխ3Fn[ blocks=Basic Latin,Armenian
2227 0x00020c8d 0x0042448d 4   5    .text_1 ascii   Xz-L
2228 0x00020ca2 0x004244a2 4   5    .text_1 ascii   dkss
2229 0x00020ca7 0x004244a7 6   8    .text_1 utf8    ;\v!;$W
2230 0x00020cc8 0x004244c8 4   5    .text_1 ascii   u7V;
2231 0x00020cfd 0x004244fd 4   5    .text_1 ascii   33M'
2232 0x00020d0b 0x0042450b 7   11   .text_1 utf8    QԍֲrMvO blocks=Basic Latin,Cyrillic Supplement,Hebrew
2233 0x00020d23 0x00424523 5   6    .text_1 ascii   (!Fm3
2234 0x00020d73 0x00424573 4   5    .text_1 ascii   XU{d
2235 0x00020d89 0x00424589 4   5    .text_1 ascii   ftle
2236 0x00020dbe 0x004245be 4   5    .text_1 ascii   -WBs
2237 0x00020dcd 0x004245cd 5   6    .text_1 ascii   3:\8 
2238 0x00020e05 0x00424605 5   7    .text_1 utf8    tʧUF3 blocks=Basic Latin,IPA Extensions
2239 0x00020e59 0x00424659 4   7    .text_1 utf8    iˀUݝ blocks=Basic Latin,Spacing Modifier Letters,Arabic Supplement
2240 0x00020e85 0x00424685 5   6    .text_1 ascii   SH6LR
