Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1789 0x0002468a 0x0042648a 21  22   .data   ascii   Microsoft.CRTProvider
1790 0x000246a4 0x004264a4 4   6    .data   utf8    sPOω blocks=Basic Latin,Greek and Coptic
1791 0x000246b4 0x004264b4 4   5    .data   ascii   RSDS
1792 0x000246cc 0x004264cc 39  40   .data   ascii   D:\work\vs\UsbFerry_v2\bin\UsbFerry.pdb
1793 0x00024708 0x00426508 4   5    .data   ascii   GCTL
1794 0x00024714 0x00426514 5   6    .data   ascii   .text
1795 0x00024724 0x00426524 8   9    .data   ascii   .text$mn
1796 0x00024738 0x00426538 7   8    .data   ascii   .text$x
1797 0x00024748 0x00426548 8   9    .data   ascii   .idata$5
1798 0x0002475c 0x0042655c 6   7    .data   ascii   .00cfg
1799 0x0002476c 0x0042656c 8   9    .data   ascii   .CRT$XCA
1800 0x00024780 0x00426580 9   10   .data   ascii   .CRT$XCAA
1801 0x00024794 0x00426594 8   9    .data   ascii   .CRT$XCZ
1802 0x000247a8 0x004265a8 8   9    .data   ascii   .CRT$XIA
1803 0x000247bc 0x004265bc 9   10   .data   ascii   .CRT$XIAA
1804 0x000247d0 0x004265d0 9   10   .data   ascii   .CRT$XIAC
1805 0x000247e4 0x004265e4 8   9    .data   ascii   .CRT$XIC
1806 0x000247f8 0x004265f8 8   9    .data   ascii   .CRT$XIZ
1807 0x0002480c 0x0042660c 8   9    .data   ascii   .CRT$XPA
1808 0x00024820 0x00426620 8   9    .data   ascii   .CRT$XPX
1809 0x00024834 0x00426634 9   10   .data   ascii   .CRT$XPXA
1810 0x00024848 0x00426648 8   9    .data   ascii   .CRT$XPZ
1811 0x0002485c 0x0042665c 8   9    .data   ascii   .CRT$XTA
1812 0x00024870 0x00426670 8   9    .data   ascii   .CRT$XTZ
1813 0x00024884 0x00426684 6   7    .data   ascii   .rdata
1814 0x00024894 0x00426694 8   9    .data   ascii   .rdata$r
1815 0x000248a8 0x004266a8 13  14   .data   ascii   .rdata$sxdata
1816 0x000248c0 0x004266c0 12  13   .data   ascii   .rdata$zETW0
1817 0x000248d8 0x004266d8 12  13   .data   ascii   .rdata$zETW1
1818 0x000248f0 0x004266f0 12  13   .data   ascii   .rdata$zETW2
1819 0x00024908 0x00426708 12  13   .data   ascii   .rdata$zETW9
1820 0x00024920 0x00426720 13  14   .data   ascii   .rdata$zzzdbg
1821 0x00024938 0x00426738 8   9    .data   ascii   .rtc$IAA
1822 0x0002494c 0x0042674c 8   9    .data   ascii   .rtc$IZZ
1823 0x00024960 0x00426760 8   9    .data   ascii   .rtc$TAA
1824 0x00024974 0x00426774 8   9    .data   ascii   .rtc$TZZ
1825 0x00024988 0x00426788 8   9    .data   ascii   .xdata$x
1826 0x0002499c 0x0042679c 6   7    .data   ascii   .edata
1827 0x000249ac 0x004267ac 8   9    .data   ascii   .idata$2
1828 0x000249c0 0x004267c0 8   9    .data   ascii   .idata$3
1829 0x000249d4 0x004267d4 8   9    .data   ascii   .idata$4
1830 0x000249e8 0x004267e8 8   9    .data   ascii   .idata$6
1831 0x000249fc 0x004267fc 5   6    .data   ascii   .data
1832 0x00024a0c 0x0042680c 7   8    .data   ascii   .data$r
1833 0x00024a1c 0x0042681c 4   5    .data   ascii   .bss
1834 0x00024a2c 0x0042682c 5   6    .data   ascii   .Init
1835 0x00024a3c 0x0042683c 8   9    .data   ascii   .rsrc$01
1836 0x00024a50 0x00426850 8   9    .data   ascii   .rsrc$02
1837 0x00025102 0x00426f02 12  13   .data   ascii   UsbFerry.exe
1838 0x0002510f 0x00426f0f 4   5    .data   ascii   SSSS
1839 0x000252e6 0x004270e6 8   9    .data   ascii   ReadFile
1840 0x000252f2 0x004270f2 14  15   .data   ascii   SizeofResource
1841 0x00025304 0x00427104 16  17   .data   ascii   GetLogicalDrives
1842 0x00025318 0x00427118 14  15   .data   ascii   FindFirstFileA
1843 0x0002532a 0x0042712a 14  15   .data   ascii   VirtualProtect
1844 0x0002533c 0x0042713c 8   9    .data   ascii   HeapFree
1845 0x00025348 0x00427148 11  12   .data   ascii   VirtualFree
1846 0x00025356 0x00427156 17  18   .data   ascii   GetCurrentProcess
1847 0x0002536a 0x0042716a 9   10   .data   ascii   WriteFile
1848 0x00025376 0x00427176 12  13   .data   ascii   VirtualAlloc
1849 0x00025386 0x00427186 13  14   .data   ascii   FindNextFileA
1850 0x00025396 0x00427196 14  15   .data   ascii   SetFilePointer
1851 0x000253a8 0x004271a8 13  14   .data   ascii   FindResourceA
1852 0x000253b8 0x004271b8 9   10   .data   ascii   FindClose
1853 0x000253c4 0x004271c4 12  13   .data   ascii   FreeResource
1854 0x000253d4 0x004271d4 12  13   .data   ascii   GetLastError
1855 0x000253e4 0x004271e4 11  12   .data   ascii   CreateFileA
1856 0x000253f2 0x004271f2 12  13   .data   ascii   LoadLibraryA
1857 0x00025402 0x0042b002 12  13   .Init   ascii   LockResource
1858 0x00025412 0x0042b012 11  12   .Init   ascii   DeleteFileA
1859 0x00025420 0x0042b020 11  12   .Init   ascii   GlobalAlloc
1860 0x0002542e 0x0042b02e 10  11   .Init   ascii   GlobalFree
1861 0x0002543c 0x0042b03c 11  12   .Init   ascii   CloseHandle
1862 0x0002544a 0x0042b04a 12  13   .Init   ascii   LoadResource
1863 0x0002545a 0x0042b05a 9   10   .Init   ascii   HeapAlloc
1864 0x00025466 0x0042b066 14  15   .Init   ascii   GetProcAddress
1865 0x00025478 0x0042b078 11  12   .Init   ascii   GetFileSize
1866 0x00025486 0x0042b086 14  15   .Init   ascii   GetProcessHeap
1867 0x00025498 0x0042b098 11  12   .Init   ascii   FreeLibrary
1868 0x000254a6 0x0042b0a6 12  13   .Init   ascii   IsBadReadPtr
1869 0x000254b6 0x0042b0b6 15  16   .Init   ascii   UnmapViewOfFile
1870 0x000254c8 0x0042b0c8 26  27   .Init   ascii   GetFileInformationByHandle
1871 0x000254e6 0x0042b0e6 20  21   .Init   ascii   FileTimeToSystemTime
1872 0x000254fe 0x0042b0fe 12  13   .Init   ascii   GetLocalTime
1873 0x0002550e 0x0042b10e 20  21   .Init   ascii   SystemTimeToFileTime
1874 0x00025526 0x0042b126 12  13   .Init   ascii   GetTickCount
1875 0x00025534 0x0042b134 12  13   .Init   ascii   KERNEL32.dll
1876 0x00025544 0x0042b144 9   10   .Init   ascii   wsprintfA
1877 0x00025550 0x0042b150 16  17   .Init   ascii   GetDesktopWindow
1878 0x00025562 0x0042b162 10  11   .Init   ascii   USER32.dll
1879 0x0002556e 0x0042b16e 12  13   .Init   ascii   ADVAPI32.dll
1880 0x0002557e 0x0042b17e 24  25   .Init   ascii   UnhandledExceptionFilter
1881 0x0002559a 0x0042b19a 27  28   .Init   ascii   SetUnhandledExceptionFilter
1882 0x000255b8 0x0042b1b8 16  17   .Init   ascii   TerminateProcess
1883 0x000255cc 0x0042b1cc 25  26   .Init   ascii   IsProcessorFeaturePresent
1884 0x000255e8 0x0042b1e8 23  24   .Init   ascii   QueryPerformanceCounter
1885 0x00025602 0x0042b202 19  20   .Init   ascii   GetCurrentProcessId
1886 0x00025618 0x0042b218 18  19   .Init   ascii   GetCurrentThreadId
1887 0x0002562e 0x0042b22e 23  24   .Init   ascii   GetSystemTimeAsFileTime
1888 0x00025648 0x0042b248 19  20   .Init   ascii   InitializeSListHead
1889 0x0002565e 0x0042b25e 17  18   .Init   ascii   IsDebuggerPresent
1890 0x00025672 0x0042b272 15  16   .Init   ascii   GetStartupInfoW
1891 0x00025684 0x0042b284 16  17   .Init   ascii   GetModuleHandleW
1892 0x00025698 0x0042b298 13  14   .Init   ascii   EncodePointer
1893 0x000256a8 0x0042b2a8 18  19   .Init   ascii   GetModuleFileNameW
1894 0x000256be 0x0042b2be 14  15   .Init   ascii   RaiseException
1895 0x000256d0 0x0042b2d0 12  13   .Init   ascii   SetLastError
1896 0x000256e0 0x0042b2e0 9   10   .Init   ascii   RtlUnwind
1897 0x000256ec 0x0042b2ec 37  38   .Init   ascii   InitializeCriticalSectionAndSpinCount
1898 0x00025714 0x0042b314 8   9    .Init   ascii   TlsAlloc
1899 0x00025720 0x0042b320 11  12   .Init   ascii   TlsGetValue
1900 0x0002572e 0x0042b32e 11  12   .Init   ascii   TlsSetValue
1901 0x0002573c 0x0042b33c 7   8    .Init   ascii   TlsFree
1902 0x00025746 0x0042b346 14  15   .Init   ascii   LoadLibraryExW
1903 0x00025758 0x0042b358 20  21   .Init   ascii   EnterCriticalSection
1904 0x00025770 0x0042b370 20  21   .Init   ascii   LeaveCriticalSection
1905 0x00025788 0x0042b388 21  22   .Init   ascii   DeleteCriticalSection
1906 0x000257a0 0x0042b3a0 12  13   .Init   ascii   GetStdHandle
1907 0x000257b0 0x0042b3b0 18  19   .Init   ascii   GetModuleFileNameA
1908 0x000257c6 0x0042b3c6 19  20   .Init   ascii   MultiByteToWideChar
1909 0x000257dc 0x0042b3dc 19  20   .Init   ascii   WideCharToMultiByte
1910 0x000257f2 0x0042b3f2 11  12   .Init   ascii   ExitProcess
1911 0x00025800 0x0042b400 18  19   .Init   ascii   GetModuleHandleExW
1912 0x00025816 0x0042b416 6   7    .Init   ascii   GetACP
1913 0x00025820 0x0042b420 16  17   .Init   ascii   SetFilePointerEx
1914 0x00025834 0x0042b434 14  15   .Init   ascii   GetConsoleMode
1915 0x00025846 0x0042b446 11  12   .Init   ascii   GetFileType
1916 0x00025854 0x0042b454 12  13   .Init   ascii   LCMapStringW
1917 0x00025864 0x0042b464 11  12   .Init   ascii   HeapReAlloc
1918 0x00025872 0x0042b472 16  17   .Init   ascii   FindFirstFileExA
1919 0x00025886 0x0042b486 15  16   .Init   ascii   IsValidCodePage
1920 0x00025898 0x0042b498 8   9    .Init   ascii   GetOEMCP
1921 0x000258a4 0x0042b4a4 9   10   .Init   ascii   GetCPInfo
1922 0x000258b0 0x0042b4b0 15  16   .Init   ascii   GetCommandLineA
1923 0x000258c2 0x0042b4c2 15  16   .Init   ascii   GetCommandLineW
1924 0x000258d4 0x0042b4d4 22  23   .Init   ascii   GetEnvironmentStringsW
1925 0x000258ee 0x0042b4ee 23  24   .Init   ascii   FreeEnvironmentStringsW
1926 0x00025908 0x0042b508 12  13   .Init   ascii   SetStdHandle
1927 0x00025918 0x0042b518 14  15   .Init   ascii   GetStringTypeW
1928 0x0002592a 0x0042b52a 16  17   .Init   ascii   FlushFileBuffers
1929 0x0002593e 0x0042b53e 12  13   .Init   ascii   GetConsoleCP
1930 0x0002594e 0x0042b54e 11  12   .Init   ascii   CreateFileW
1931 0x0002595c 0x0042b55c 8   9    .Init   ascii   HeapSize
1932 0x00025968 0x0042b568 13  14   .Init   ascii   WriteConsoleW
1933 0x00025978 0x0042b578 13  14   .Init   ascii   DecodePointer
1934 0x00025988 0x0042b588 17  18   .Init   ascii   SystemFunction036
1935 0x00026043 0x0042bc43 4   6    .Init   utf8    ^"2D
1936 0x0002604b 0x0042bc4b 4   5    .Init   ascii   qj"*
1937 0x00026392 0x0042bf92 26  27   .Init   ascii                             
1938 0x00026410 0x0042c010 24  25   .Init   ascii                           
1939 0x00026429 0x0042c029 8   9    .Init   ascii           
1940 0x00026479 0x0042c079 26  27   .Init   ascii   abcdefghijklmnopqrstuvwxyz
1941 0x00026499 0x0042c099 26  27   .Init   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1942 0x000265b2 0x0042c1b2 26  27   .Init   ascii                             
1943 0x00026692 0x0042c292 26  27   .Init   ascii   abcdefghijklmnopqrstuvwxyz
1944 0x000266b2 0x0042c2b2 26  27   .Init   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1945 0x000267f0 0x0042c3f0 8   9    .Init   ascii   Infinity
1946 0x000267fc 0x0042c3fc 8   9    .Init   ascii   Infinity
1947 0x00026808 0x0042d008 13  14   .rsrc   ascii   MDDEFGEGETGIZ
1948 0x0002684c 0x0042d04c 5   6    .rsrc   ascii   UF0.4
1949 0x0002686a 0x0042d06a 10  11   .rsrc   ascii   2016020201
1950 0x00026888 0x0042d088 31  32   .rsrc   ascii   C:\Users\Public\Documents\Flash
1951 0x0002698c 0x0042d18c 36  37   .rsrc   ascii   C:\Users\Public\Documents\Flash\Info
1952 0x00026a90 0x0042d290 36  37   .rsrc   ascii   C:\Users\Public\Documents\Flash\Data
1953 0x00026b94 0x0042d394 36  37   .rsrc   ascii   C:\Users\Public\Documents\Flash\Down
1954 0x00026c98 0x0042d498 12  13   .rsrc   ascii   flash_en.exe
1955 0x00026cb6 0x0042d4b6 12  13   .rsrc   ascii   flash_en.dat
1956 0x00026cdc 0x0042d4dc 7   8    .rsrc   ascii   avp.exe
1957 0x00026d00 0x0042d500 12  13   .rsrc   ascii   nod32krn.exe
1958 0x00026d24 0x0042d524 8   9    .rsrc   ascii   ekrn.exe
1959 0x00026d48 0x0042d548 11  12   .rsrc   ascii   ashserv.exe
1960 0x00026d6c 0x0042d56c 12  13   .rsrc   ascii   Avastsvc.exe
1961 0x00026d90 0x0042d590 12  13   .rsrc   ascii   mcshield.exe
1962 0x00026db4 0x0042d5b4 11  12   .rsrc   ascii   rtvscan.exe
1963 0x00026dd8 0x0042d5d8 12  13   .rsrc   ascii   pccntmon.exe
1964 0x00026dfc 0x0042d5fc 9   10   .rsrc   ascii   avgam.exe
1965 0x00026e20 0x0042d620 11  12   .rsrc   ascii   avguard.exe
1966 0x00026e44 0x0042d644 14  15   .rsrc   ascii   uiwatchdog.exe
1967 0x00026e68 0x0042d668 12  13   .rsrc   ascii   pccntmon.exe
1968 0x00026e8c 0x0042d68c 12  13   .rsrc   ascii   sfctlcom.exe
1969 0x00026eb0 0x0042d6b0 9   10   .rsrc   ascii   360rp.exe
1970 0x00026ed4 0x0042d6d4 11  12   .rsrc   ascii   360tray.exe
1971 0x00026ef8 0x0042d6f8 18  19   .rsrc   ascii   CyberoamClient.exe
1972 0x00026f1c 0x0042d71c 11  12   .rsrc   ascii   consctl.exe
1973 0x00026f40 0x0042d740 12  13   .rsrc   ascii   escanmon.exe
1974 0x00026f64 0x0042d764 11  12   .rsrc   ascii   econser.exe
1975 0x00026f88 0x0042d788 11  12   .rsrc   ascii   avpmapp.exe
1976 0x00026fac 0x0042d7ac 12  13   .rsrc   ascii   econceal.exe
1977 0x00026fd0 0x0042d7d0 14  15   .rsrc   ascii   SavService.exe
1978 0x00026ff4 0x0042d7f4 19  20   .rsrc   ascii   SAVAdminService.exe
1979 0x00027018 0x0042d818 15  16   .rsrc   ascii   swi_service.exe
1980 0x0002703c 0x0042d83c 9   10   .rsrc   ascii   ALMon.exe
1981 0x00027060 0x0042d860 9   10   .rsrc   ascii   ALsvc.exe
1982 0x00027084 0x0042d884 7   8    .rsrc   ascii   Bka.exe
1983 0x000270a8 0x0042d8a8 15  16   .rsrc   ascii   BkavService.exe
1984 0x000270cc 0x0042d8cc 5   6    .rsrc   ascii   other
1985 0x00027160 0x0042d960 19  20   .rsrc   ascii   .?AVbad_alloc@std@@
1986 0x0002717c 0x0042d97c 19  20   .rsrc   ascii   .?AVexception@std@@
1987 0x00027198 0x0042d998 30  31   .rsrc   ascii   .?AVbad_array_new_length@std@@
1988 0x000271c0 0x0042d9c0 15  16   .rsrc   ascii   .?AVtype_info@@
1989 0x000271d8 0x0042d9d8 23  24   .rsrc   ascii   .?AVbad_exception@std@@
1990 0x00027514 0x0042dd14 18  25   .rsrc   utf8    @4-@4-@4-@4-@4-@4-
1991 0x0002758b 0x0042dd8b 4   6    .rsrc   utf8    l@4-
1992 0x00027596 0x0042dd96 4   5    .rsrc   ascii   ?R*l
1993 0x000275a7 0x0042dda7 5   7    .rsrc   utf8    l@4-8
1994 0x0002761e 0x0042de1e 40  41   .rsrc   ascii   ?RC:\Users\byteatlas\Desktop\7NFIRmg.exe
1995 0x0002775a 0x0042df5a 5   7    .rsrc   utf8    zR˒zR blocks=Basic Latin,Spacing Modifier Letters
1996 0x000279d2 0x0042e1d2 4   5    .rsrc   ascii   ?R*l
1997 0x00027a16 0x0042e216 5   7    .rsrc   utf8    ?R@4-
1998 0x00027a1e 0x0042e21e 4   5    .rsrc   ascii   ?RGh
1999 0x0002b3c8 0x00431bc8 5   6    .rsrc   ascii   7F0/#
2000 0x0002b3d2 0x00431bd2 4   7    .rsrc   utf8    h"e blocks=Basic Latin,Private Use Area
2001 0x0002b4b0 0x00431cb0 5   8    .rsrc   utf8    潳;}lT blocks=CJK Unified Ideographs,Basic Latin
2002 0x0002d329 0x00433b29 4   5    .rsrc   ascii   \fl\fl
2003 0x0002d479 0x00433c79 5   6    .rsrc   ascii   @DDD@
2004 0x0002d7cf 0x00433fcf 4   5    .rsrc   ascii   w"+"
2005 0x0002d7ff 0x00433fff 4   5    .rsrc   ascii   w{""
2006 0x0002d805 0x00434005 4   5    .rsrc   ascii   w"2/
2007 0x0002d81d 0x0043401d 4   5    .rsrc   ascii   w#//
2008 0x0002d835 0x00434035 4   5    .rsrc   ascii   w/"/
2009 0x0002d84d 0x0043404d 4   5    .rsrc   ascii   w"//
2010 0x0002d865 0x00434065 4   5    .rsrc   ascii   w/#/
2011 0x0002d87d 0x0043407d 4   5    .rsrc   ascii   w"#/
2012 0x0002d895 0x00434095 4   5    .rsrc   ascii   w#2/
2013 0x0002d8a7 0x004340a7 4   5    .rsrc   ascii   w{"#
2014 0x0002d8ad 0x004340ad 4   5    .rsrc   ascii   w#2/
2015 0x0002d8d7 0x004340d7 4   5    .rsrc   ascii   w{"/
2016 0x0002d8dd 0x004340dd 4   5    .rsrc   ascii   {"2/
2017 0x0002d90d 0x0043410d 4   5    .rsrc   ascii   {"2/
2018 0x0002d925 0x00434125 4   5    .rsrc   ascii   w#//
2019 0x0002d938 0x00434138 4   5    .rsrc   ascii   {"#/
2020 0x0002d955 0x00434155 4   5    .rsrc   ascii   w"//
2021 0x0002d968 0x00434168 4   5    .rsrc   ascii   {""/
2022 0x0002d96d 0x0043416d 4   5    .rsrc   ascii   w/"/
2023 0x0002d99d 0x0043419d 4   5    .rsrc   ascii   {#"/
2024 0x0002d9b5 0x004341b5 4   5    .rsrc   ascii   {"//
2025 0x0002d9cd 0x004341cd 4   5    .rsrc   ascii   {/"/
2026 0x0002d9fd 0x004341fd 4   5    .rsrc   ascii   {""/
2027 0x0002db03 0x00434303 6   7    .rsrc   ascii   &&hhhP
2028 0x0002e173 0x00434973 5   6    .rsrc   ascii   ,q,,\r
2029 0x0002e179 0x00434979 5   6    .rsrc   ascii   \,,,I
2030 0x0002e182 0x00434982 8   9    .rsrc   ascii   \^V~\fF+Q
2031 0x0002e192 0x00434992 4   5    .rsrc   ascii   d^3_
2032 0x0002e197 0x00434997 6   7    .rsrc   ascii   KQ:L\v)
2033 0x0002e1a1 0x004349a1 6   7    .rsrc   ascii   IdX3]\t
2034 0x0002e1a8 0x004349a8 5   6    .rsrc   ascii   Q#G\v,
2035 0x0002e1b3 0x004349b3 10  11   .rsrc   ascii   r's\nKQ\fR\v,
2036 0x0002e1c8 0x004349c8 5   6    .rsrc   ascii   \a%L\v,
2037 0x0002e1d1 0x004349d1 4   5    .rsrc   ascii   I$6$
2038 0x0002e1f7 0x004349f7 6   7    .rsrc   ascii   FB:?\v,
2039 0x0002e217 0x00434a17 6   7    .rsrc   ascii   \vDt\v\v,
2040 0x0002e234 0x00434a34 4   5    .rsrc   ascii   [{U<
2041 0x0002e241 0x00434a41 10  11   .rsrc   ascii   I`xkd 1\e/\
2042 0x0002e733 0x00434f33 4   5    .rsrc   ascii   add9
2043 0x0002e77b 0x00434f7b 4   5    .rsrc   ascii   6[\bc
2044 0x0002e7bb 0x00434fbb 4   5    .rsrc   ascii   <<\bc
2045 0x0002e7cb 0x00434fcb 4   5    .rsrc   ascii   3~DK
2046 0x0002e817 0x00435017 7   9    .rsrc   utf8    cׇO*/\bc blocks=Basic Latin,Hebrew
2047 0x0002e831 0x00435031 4   6    .rsrc   utf8    L{5\b
2048 0x0002e874 0x00435074 5   7    .rsrc   utf8    =xicׇ blocks=Basic Latin,Hebrew
2049 0x0002e894 0x00435094 7   9    .rsrc   utf8    =xmcׇO4 blocks=Basic Latin,Hebrew
2050 0x0002e92b 0x0043512b 6   7    .rsrc   ascii   3I::::
2051 0x0002e94d 0x0043514d 6   7    .rsrc   ascii   ::::vH
2052 0x0002e96d 0x0043516d 8   10   .rsrc   utf8    ::::vHõW blocks=Basic Latin,Latin-1 Supplement
2053 0x0002e98d 0x0043518d 5   6    .rsrc   ascii   ::::v
2054 0x0002e9ad 0x004351ad 5   6    .rsrc   ascii   ::::y
2055 0x0002e9cd 0x004351cd 6   7    .rsrc   ascii   ::::yN
2056 0x0002e9d4 0x004351d4 6   7    .rsrc   ascii   Wdcddc
2057 0x0002e9ed 0x004351ed 5   6    .rsrc   ascii   ::::y
2058 0x0002e9f5 0x004351f5 4   5    .rsrc   ascii   w?-c
2059 0x0002f0cd 0x004358cd 5   6    .rsrc   ascii   *JFi&
2060 0x0002f133 0x00435933 4   5    .rsrc   ascii   rXI\b
2061 0x0002f15d 0x0043595d 4   5    .rsrc   ascii   *<bi
2062 0x0002f18d 0x0043598d 4   5    .rsrc   ascii   *<b.
2063 0x0002f1b6 0x004359b6 4   5    .rsrc   ascii   *R;;
2064 0x0002f223 0x00435a23 4   5    .rsrc   ascii   Ur\\b
2065 0x0002f2a8 0x00435aa8 5   6    .rsrc   ascii   RRRhh
2066 0x0002f2ae 0x00435aae 4   5    .rsrc   ascii   ,4H&
2067 0x0002f2bc 0x00435abc 4   6    .rsrc   utf8    yŤIY blocks=Basic Latin,Latin Extended-A
2068 0x0002f2da 0x00435ada 4   5    .rsrc   ascii   RRRh
2069 0x0002f30f 0x00435b0f 4   5    .rsrc   ascii   "ciq
2070 0x0002f319 0x00435b19 4   5    .rsrc   ascii   \nN8y
2071 0x0002f33e 0x00435b3e 4   5    .rsrc   ascii   !4c&
2072 0x0002f36e 0x00435b6e 5   6    .rsrc   ascii    "ciq
2073 0x0002f379 0x00435b79 6   8    .rsrc   utf8    \n^8AͤM blocks=Basic Latin,Combining Diacritical Marks
2074 0x0002f39e 0x00435b9e 4   5    .rsrc   ascii    4H&
2075 0x0002f3cd 0x00435bcd 7   8    .rsrc   ascii   ( 4H&qU
2076 0x0002f42e 0x00435c2e 6   7    .rsrc   ascii    4F&qU
2077 0x0002f4f9 0x00435cf9 6   8    .rsrc   utf8    ̺LrooA blocks=Combining Diacritical Marks,Basic Latin
2078 0x0002f529 0x00435d29 4   6    .rsrc   utf8    ̺Lr\ blocks=Combining Diacritical Marks,Basic Latin
2079 0x0002f63e 0x00435e3e 4   6    .rsrc   utf8    \eJiȿ blocks=Basic Latin,Latin Extended-B
2080 0x0002f6dd 0x00435edd 4   5    .rsrc   ascii   7%#z
2081 0x0002f707 0x00435f07 5   6    .rsrc   ascii   \e\efC#
2082 0x0002f732 0x00435f32 7   8    .rsrc   ascii   \e\efgG7@
2083 0x0002f762 0x00435f62 12  13   .rsrc   ascii   ddd%j@7@GGC#
2084 0x0002f792 0x00435f92 6   7    .rsrc   ascii   Td%%@7
2085 0x0002f7c5 0x00435fc5 4   5    .rsrc   ascii   5f::
2086 0x0002f819 0x00436019 4   5    .rsrc   ascii   kkzW
2087 0x0003357d 0x00439d7d 44  45   .rsrc   ascii   !This program cannot be run in DOS mode.\r\r\n$
2088 0x0003361f 0x00439e1f 6   7    .rsrc   ascii   ]Richz
2089 0x00033728 0x00439f28 5   6    .rsrc   ascii   .text
2090 0x0003374f 0x00439f4f 7   8    .rsrc   ascii   `.rdata
2091 0x00033777 0x00439f77 6   7    .rsrc   ascii   @.data
2092 0x000337a0 0x00439fa0 5   6    .rsrc   ascii   .rsrc
2093 0x000337c7 0x00439fc7 7   8    .rsrc   ascii   @.reloc
2094 0x00033934 0x0043a134 4   5    .rsrc   ascii   M\fVW
2095 0x00033951 0x0043a151 4   5    .rsrc   ascii   PWh#
2096 0x000339d2 0x0043a1d2 4   5    .rsrc   ascii   YY^]
2097 0x000339f7 0x0043a1f7 4   6    .rsrc   utf8    +ыM\b blocks=Basic Latin,Cyrillic
2098 0x00033a0a 0x0043a20a 4   5    .rsrc   ascii   A\b^]
2099 0x00033a13 0x0043a213 5   6    .rsrc   ascii   E\fVW3
2100 0x00033a4e 0x0043a24e 4   5    .rsrc   ascii   A\b^]
2101 0x00033aac 0x0043a2ac 5   6    .rsrc   ascii   u$WSQ
2102 0x00033ac4 0x0043a2c4 4   5    .rsrc   ascii   ^_[]
2103 0x00033acf 0x0043a2cf 4   5    .rsrc   ascii   E\f\vE
2104 0x00033add 0x0043a2dd 7   8    .rsrc   ascii   B\f#M\f#E
2105 0x00033aef 0x0043a2ef 5   6    .rsrc   ascii   #E\f#M
2106 0x00033bfc 0x0043a3fc 4   5    .rsrc   ascii   U\fRj
2107 0x00033c1a 0x0043a41a 4   5    .rsrc   ascii   M\fQj
2108 0x00033c96 0x0043a496 4   5    .rsrc   ascii   SVWP
2109 0x00033da0 0x0043a5a0 4   7    .rsrc   utf8    MȋU؊ blocks=Basic Latin,Latin Extended-B,Arabic
2110 0x00033db7 0x0043a5b7 7   11   .rsrc   utf8    +MȉMċUă blocks=Basic Latin,Latin Extended-B,Latin Extended-A
2111 0x00033e9f 0x0043a69f 4   5    .rsrc   ascii   Y_^[
2112 0x00034456 0x0043ac56 4   5    .rsrc   ascii   Rh\bU
2113 0x00034570 0x0043ad70 4   5    .rsrc   ascii   t\aj\a
2114 0x000345cf 0x0043adcf 4   5    .rsrc   ascii   t h<
2115 0x0003464b 0x0043ae4b 5   6    .rsrc   ascii   j\fhHZ
2116 0x0003467d 0x0043ae7d 4   5    .rsrc   ascii   t\aj\a
2117 0x000346a8 0x0043aea8 4   6    .rsrc   utf8    YY3Ʉ blocks=Basic Latin,Latin Extended-B
2118 0x000346c8 0x0043aec8 5   6    .rsrc   ascii   j\fhhZ
2119 0x0003494c 0x0043b14c 7   9    .rsrc   utf8    j Y+ȋE\b blocks=Basic Latin,Latin Extended-B
2120 0x00034981 0x0043b181 7   8    .rsrc   ascii   M\f;J\fr\n
2121 0x00034b1c 0x0043b31c 5   7    .rsrc   utf8    j Y+ȃ blocks=Basic Latin,Latin Extended-B
2122 0x00034bf9 0x0043b3f9 4   6    .rsrc   utf8    u\t39
2123 0x00034c64 0x0043b464 4   5    .rsrc   ascii   #E\b]
2124 0x00034f30 0x0043b730 5   6    .rsrc   ascii   Y__^[
2125 0x00034f97 0x0043b797 4   5    .rsrc   ascii   ineI
2126 0x00034f9e 0x0043b79e 8   10   .rsrc   utf8    5ntel\vȋE blocks=Basic Latin,Latin Extended-B
2127 0x00034fa8 0x0043b7a8 6   7    .rsrc   ascii   5Genu\v
2128 0x00034fcb 0x0043b7cb 4   5    .rsrc   ascii   W\ftC
2129 0x00034fdc 0x0043b7dc 4   5    .rsrc   ascii   t#=`
2130 0x00034ff8 0x0043b7f8 4   5    .rsrc   ascii   t\a=p
2131 0x0003502b 0x0043b82b 6   7    .rsrc   ascii   |2j\aX3
2132 0x000350f1 0x0043b8f1 4   5    .rsrc   ascii   }\fVW
2133 0x00035154 0x0043b954 4   5    .rsrc   ascii   vZWh
2134 0x000351f0 0x0043b9f0 4   5    .rsrc   ascii   vZWh
2135 0x0003525c 0x0043ba5c 4   5    .rsrc   ascii   PPPh
2136 0x000352a7 0x0043baa7 6   7    .rsrc   ascii   3\f8_^]
2137 0x000352c8 0x0043bac8 4   5    .rsrc   ascii   ]\fVW
2138 0x00035348 0x0043bb48 4   5    .rsrc   ascii   xj~W
2139 0x00035350 0x0043bb50 4   5    .rsrc   ascii   8csm
2140 0x00035397 0x0043bb97 7   8    .rsrc   ascii   E\f9x\ft_
