[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4329 0x00045736 0x00446336 4   5    CODE    ascii   @d;E
4330 0x00045785 0x00446385 4   5    CODE    ascii   U\b;B
4331 0x00045797 0x00446397 5   6    CODE    ascii   U\bf;B
4332 0x000457a5 0x004463a5 4   5    CODE    ascii   ZYYd
4333 0x000457d2 0x004463d2 8   10   CODE    utf8    _^[YY]Í@ blocks=Basic Latin,Latin-1 Supplement
4334 0x00045823 0x00446423 4   5    CODE    ascii   C\v t
4335 0x00045899 0x00446499 4   5    CODE    ascii   ZYYd
4336 0x000458c4 0x004464c4 4   5    CODE    ascii   ZYYd
4337 0x000458f6 0x004464f6 5   7    CODE    utf8    ]Ê@A4 blocks=Basic Latin,Latin-1 Supplement
4338 0x00045941 0x00446541 4   5    CODE    ascii   D$(P
4339 0x000459b8 0x004465b8 4   6    CODE    utf8    ^[ÐU blocks=Basic Latin,Latin-1 Supplement
4340 0x000459f7 0x004465f7 4   5    CODE    ascii   +\aPh
4341 0x00045b10 0x00446710 5   6    CODE    ascii   :P@t\b
4342 0x00045b63 0x00446763 4   6    CODE    utf8    \n3ҋE blocks=Basic Latin,Cyrillic
4343 0x00045b70 0x00446770 4   5    CODE    ascii   ZYYd
4344 0x00045b97 0x00446797 6   8    CODE    utf8    YY]ÐSV blocks=Basic Latin,Latin-1 Supplement
4345 0x00045bde 0x004467de 5   9    CODE    utf8    ؋ʋЋCT blocks=Arabic,IPA Extensions,Cyrillic,Basic Latin
4346 0x00045be7 0x004467e7 5   7    CODE    utf8    SP[ÐS blocks=Basic Latin,Latin-1 Supplement
4347 0x00045bff 0x004467ff 5   7    CODE    utf8    S0[ÐU blocks=Basic Latin,Latin-1 Supplement
4348 0x00045c2d 0x0044682d 5   6    CODE    ascii   S0^[]
4349 0x00045c40 0x00446840 4   5    CODE    ascii   ;PHu
4350 0x00045c9c 0x0044689c 4   5    CODE    ascii   ;wHu
4351 0x00045ca4 0x004468a4 4   6    CODE    utf8    u\t3ҋ blocks=Basic Latin,Cyrillic
4352 0x00045caf 0x004468af 4   6    CODE    utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
4353 0x00045d10 0x00446910 4   6    CODE    utf8    3\nE\b
4354 0x00045d2b 0x0044692b 4   9    CODE    utf16le jjjj
4355 0x00045de4 0x004469e4 4   5    CODE    ascii   ZYYd
4356 0x00045e1e 0x00446a1e 4   6    CODE    utf8    3\tC\f
4357 0x00045f7f 0x00446b7f 5   6    CODE    ascii   C\f_^[
4358 0x00045f8b 0x00446b8b 4   5    CODE    ascii   QSVW
4359 0x00045f9e 0x00446b9e 5   7    CODE    utf8    tt3\tE
4360 0x00045fa6 0x00446ba6 5   6    CODE    ascii   E\bPVW
4361 0x00046027 0x00446c27 5   6    CODE    ascii   _^[Y]
4362 0x00046030 0x00446c30 5   6    CODE    ascii   :P0t\f
4363 0x00046044 0x00446c44 5   6    CODE    ascii   :PAt\b
4364 0x000460a3 0x00446ca3 6   9    CODE    utf8    ^[Ë\v@4 blocks=Basic Latin,Latin-1 Supplement
4365 0x000460c5 0x00446cc5 5   7    CODE    utf8    P;Ë@4 blocks=Basic Latin,Latin-1 Supplement
4366 0x000460e8 0x00446ce8 4   5    CODE    ascii   :P\t
4367 0x0004610b 0x00446d0b 4   5    CODE    ascii   QSVW
4368 0x00046158 0x00446d58 5   6    CODE    ascii   _^[Y]
4369 0x00046170 0x00446d70 4   6    CODE    utf8    3ҋ@4 blocks=Basic Latin,Cyrillic
4370 0x00046184 0x00446d84 11  13   CODE    utf8    Ih;J4u\n3ҋ@4 blocks=Basic Latin,Cyrillic
4371 0x000461a0 0x00446da0 4   7    CODE    utf8    3ҋË0 blocks=Basic Latin,Cyrillic,Latin-1 Supplement
4372 0x000461bf 0x00446dbf 6   9    CODE    utf8    ^[Ë\vPX blocks=Basic Latin,Latin-1 Supplement
4373 0x000461ed 0x00446ded 5   7    CODE    utf8    3\nG?;
4374 0x0004621a 0x00446e1a 6   8    CODE    utf8    _^[]ÐU blocks=Basic Latin,Latin-1 Supplement
4375 0x00046248 0x00446e48 5   7    CODE    utf8    E\f3ɉ\b blocks=Basic Latin,Latin Extended-B
4376 0x0004627f 0x00446e7f 4   5    CODE    ascii   QSVW
4377 0x0004629e 0x00446e9e 4   5    CODE    ascii   ZYYd
4378 0x000462bf 0x00446ebf 7   9    CODE    utf8    _^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
4379 0x000462ce 0x00446ece 7   10   CODE    utf8    SVW3ɉMЋ blocks=Basic Latin,Latin Extended-B,Cyrillic
4380 0x0004631b 0x00446f1b 4   5    CODE    ascii   \btwH
4381 0x000463ac 0x00446fac 4   5    CODE    ascii   |tC3
4382 0x0004645f 0x0044705f 4   5    CODE    ascii   ;B\fu
4383 0x0004655a 0x0044715a 5   7    CODE    utf8    U܋R\b3 blocks=Basic Latin,Syriac
4384 0x00046584 0x00447184 5   6    CODE    ascii   Uh.rD
4385 0x000465eb 0x004471eb 4   5    CODE    ascii   ZYYd
4386 0x0004661a 0x0044721a 4   5    CODE    ascii   ZYYd
4387 0x00046665 0x00447265 5   7    CODE    utf8    U؋R\b3 blocks=Basic Latin,Arabic
4388 0x0004668f 0x0044728f 5   6    CODE    ascii   UhqsD
4389 0x000466ac 0x004472ac 5   6    CODE    ascii   UhLsD
4390 0x000466c6 0x004472c6 5   6    CODE    ascii   Uh/sD
4391 0x000466fa 0x004472fa 4   6    CODE    utf8    E؍H\f blocks=Basic Latin,Arabic
4392 0x0004670c 0x0044730c 4   5    CODE    ascii   ZYYd
4393 0x00046712 0x00447312 4   5    CODE    ascii   h6sD
4394 0x00046738 0x00447338 4   5    CODE    ascii   ZYYd
4395 0x0004673e 0x0044733e 4   5    CODE    ascii   hSsD
4396 0x00046755 0x00447355 4   5    CODE    ascii   ZYYd
4397 0x0004678b 0x0044738b 4   5    CODE    ascii   |>C3
4398 0x0004679b 0x0044739b 4   7    CODE    utf8    EԋEԋ blocks=Basic Latin,Cyrillic Supplement
4399 0x000467a3 0x004473a3 6   7    CODE    ascii   R4;F\bt
4400 0x000467c7 0x004473c7 7   9    CODE    utf8    GKuŋF\bP blocks=Basic Latin,Latin Extended-A
4401 0x000467e7 0x004473e7 4   5    CODE    ascii   ZYYd
4402 0x00046818 0x00447418 5   6    CODE    ascii   Sh|nD
4403 0x000468f2 0x004474f2 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
4404 0x00046906 0x00447506 7   10   CODE    utf8    Sp[Ë\v@4 blocks=Basic Latin,Latin-1 Supplement
4405 0x00046918 0x00447518 4   6    CODE    utf8    PTÐS blocks=Basic Latin,Latin-1 Supplement
4406 0x00046961 0x00447561 7   10   CODE    utf8    [ÐV3ҋ\rL blocks=Basic Latin,Latin-1 Supplement,Cyrillic
4407 0x000469b0 0x004475b0 4   5    CODE    ascii   SVWU
4408 0x000469e3 0x004475e3 6   8    CODE    utf8    Q<3ҋC4 blocks=Basic Latin,Cyrillic
4409 0x000469ef 0x004475ef 4   6    CODE    utf8    3ҋC4 blocks=Basic Latin,Cyrillic
4410 0x00046a1c 0x0044761c 5   7    CODE    utf8    3ҊS`f blocks=Basic Latin,Cyrillic
4411 0x00046a23 0x00447623 12  15   CODE    utf8    ,P3\nChf\v,EܛF blocks=Basic Latin,Syriac
4412 0x00046a35 0x00447635 4   6    CODE    utf8    3\nCi
4413 0x00046a5d 0x0044765d 6   7    CODE    ascii   YZ]_^[
4414 0x00046a64 0x00447664 4   5    CODE    ascii   SVWU
4415 0x00046a75 0x00447675 6   8    CODE    utf8    |#F3ۋG blocks=Basic Latin,Arabic
4416 0x00046a9a 0x0044769a 6   8    CODE    utf8    ]_^[ÐU blocks=Basic Latin,Latin-1 Supplement
4417 0x00046b7b 0x0044777b 5   6    CODE    ascii   S0_^[
4418 0x00046c1a 0x0044781a 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
4419 0x00046c20 0x00447820 4   5    CODE    ascii   SVWU
4420 0x00046c7e 0x0044787e 6   8    CODE    utf8    ]_^[ÐU blocks=Basic Latin,Latin-1 Supplement
4421 0x00046cc4 0x004478c4 4   5    CODE    ascii   ZYYd
4422 0x00046ce6 0x004478e6 5   6    CODE    ascii   ^[YY]
4423 0x00046dd8 0x004479d8 4   5    CODE    ascii   ZYYd
4424 0x00046e7d 0x00447a7d 14  15   CODE    ascii   \rTScrollBarInc
4425 0x00046e9a 0x00447a9a 15  16   CODE    ascii   TScrollBarStyle
4426 0x00046eb6 0x00447ab6 10  11   CODE    ascii   \tssRegular
4427 0x00046ec1 0x00447ac1 17  18   CODE    ascii   ssFlat\nssHotTrack
4428 0x00046ed3 0x00447ad3 8   9    CODE    ascii   Forms${D
4429 0x00046f31 0x00447b31 17  18   CODE    ascii   TControlScrollBar
4430 0x00046f4a 0x00447b4a 20  21   CODE    ascii   TControlScrollBar${D
4431 0x00046f66 0x00447b66 6   7    CODE    ascii   Forms\r
4432 0x00046f87 0x00447b87 11  12   CODE    ascii   \nButtonSize
4433 0x00046fad 0x00447bad 8   9    CODE    ascii   ColorxzD
4434 0x00046fcc 0x00447bcc 11  12   CODE    ascii   \tIncrementh
4435 0x00046ff1 0x00447bf1 6   7    CODE    ascii   Margin
4436 0x00047011 0x00447c11 13  14   CODE    ascii   \vParentColor<
4437 0x00047037 0x00447c37 10  11   CODE    ascii   \bPosition<
4438 0x0004705b 0x00447c5b 5   6    CODE    ascii   Range
4439 0x0004707b 0x00447c7b 7   8    CODE    ascii   Smooth<
4440 0x0004709c 0x00447c9c 4   5    CODE    ascii   Size
4441 0x000470bb 0x00447cbb 6   7    CODE    ascii   Style<
4442 0x000470da 0x00447cda 10  11   CODE    ascii   \tThumbSize
4443 0x000470fe 0x00447cfe 9   10   CODE    ascii   \bTracking
4444 0x00047121 0x00447d21 8   9    CODE    ascii   \aVisible
4445 0x00047131 0x00447d31 13  14   CODE    ascii   \fTWindowState
4446 0x0004714b 0x00447d4b 33  34   CODE    ascii   \bwsNormal\vwsMinimized\vwsMaximized
4447 0x0004716d 0x00447d6d 5   6    CODE    ascii   Forms
4448 0x000472bb 0x00447ebb 20  21   CODE    ascii   TScrollingWinControl
4449 0x000472d6 0x00447ed6 20  21   CODE    ascii   TScrollingWinControl
4450 0x000472f5 0x00447ef5 5   6    CODE    ascii   Forms
4451 0x00047316 0x00447f16 17  18   CODE    ascii   \rHorzScrollBarD{D
4452 0x0004733e 0x00447f3e 15  16   CODE    ascii   \rVertScrollBarP
4453 0x00047352 0x00447f52 16  17   CODE    ascii   TFormBorderStyle
4454 0x00047370 0x00447f70 62  63   CODE    ascii   bsNone\bbsSingle\nbsSizeable\bbsDialog\fbsToolWindow\rbsSizeToolWin
4455 0x000473af 0x00447faf 5   6    CODE    ascii   Forms
4456 0x000473b9 0x00447fb9 14  15   CODE    ascii   \rIDesignerHook
4457 0x000473dd 0x00447fdd 6   7    CODE    ascii   Forms\t
4458 0x000473ed 0x00447fed 10  11   CODE    ascii   \bIOleForml
4459 0x0004740c 0x0044800c 5   6    CODE    ascii   Forms
4460 0x0004741d 0x0044801d 11  12   CODE    ascii   \nTFormStyle
4461 0x00047435 0x00448035 42  43   CODE    ascii   \bfsNormal\nfsMDIChild\tfsMDIForm\vfsStayOnTop
4462 0x00047460 0x00448060 5   6    CODE    ascii   Forms
4463 0x0004746d 0x0044806d 12  13   CODE    ascii   \vTBorderIcon
4464 0x00047486 0x00448086 35  36   CODE    ascii   \fbiSystemMenu\nbiMinimize\nbiMaximize
4465 0x000474aa 0x004480aa 6   7    CODE    ascii   biHelp
4466 0x000474b1 0x004480b1 5   6    CODE    ascii   Forms
4467 0x000474bd 0x004480bd 13  14   CODE    ascii   \fTBorderIcons
4468 0x000474d5 0x004480d5 10  11   CODE    ascii   \tTPosition
4469 0x000474ec 0x004480ec 21  22   CODE    ascii   \npoDesigned\tpoDefault
4470 0x00047502 0x00448102 16  17   CODE    ascii   poDefaultPosOnly
4471 0x00047513 0x00448113 17  18   CODE    ascii   poDefaultSizeOnly
4472 0x00047525 0x00448125 14  15   CODE    ascii   poScreenCenter
4473 0x00047534 0x00448134 15  16   CODE    ascii   poDesktopCenter
4474 0x00047544 0x00448144 16  17   CODE    ascii   poMainFormCenter
4475 0x00047555 0x00448155 17  18   CODE    ascii   poOwnerFormCenter
4476 0x00047567 0x00448167 6   7    CODE    ascii   Formsp
4477 0x00047572 0x00448172 15  16   CODE    ascii   TDefaultMonitor
4478 0x0004758e 0x0044818e 44  45   CODE    ascii   \tdmDesktop\tdmPrimary\ndmMainForm\fdmActiveForm
4479 0x000475bb 0x004481bb 7   9    CODE    utf8    FormsāD blocks=Basic Latin,Latin Extended-A
4480 0x000475c5 0x004481c5 12  13   CODE    ascii   \vTPrintScale
4481 0x000475df 0x004481df 6   7    CODE    ascii   poNone
4482 0x000475e6 0x004481e6 27  28   CODE    ascii   poProportional\fpoPrintToFit
4483 0x00047602 0x00448202 5   6    CODE    ascii   Forms
4484 0x0004760d 0x0044820d 13  14   CODE    ascii   \fTCloseAction
4485 0x00047628 0x00448228 6   7    CODE    ascii   caNone
4486 0x0004762f 0x0044822f 6   7    CODE    ascii   caHide
4487 0x00047636 0x00448236 17  18   CODE    ascii   caFree\ncaMinimize
4488 0x00047648 0x00448248 5   6    CODE    ascii   Forms
4489 0x00047654 0x00448254 13  14   CODE    ascii   \b\vTCloseEvent
4490 0x00047665 0x00448265 14  15   CODE    ascii   Sender\aTObject
4491 0x00047675 0x00448275 19  20   CODE    ascii   Action\fTCloseAction
4492 0x0004769a 0x0044829a 16  17   CODE    ascii   TCloseQueryEvent
4493 0x000476ae 0x004482ae 14  15   CODE    ascii   Sender\aTObject
4494 0x000476bd 0x004482bd 17  18   CODE    ascii   \bCanClose\aBoolean
4495 0x000476de 0x004482de 14  15   CODE    ascii   TShortCutEvent
4496 0x000476f4 0x004482f4 6   7    CODE    ascii   TWMKey
4497 0x000476fb 0x004482fb 16  17   CODE    ascii   \aHandled\aBoolean
4498 0x00047718 0x00448318 12  13   CODE    ascii   \b\nTHelpEvent
4499 0x00047727 0x00448327 8   9    CODE    ascii   \aCommand
4500 0x00047730 0x00448330 4   5    CODE    ascii   Word
4501 0x00047736 0x00448336 12  13   CODE    ascii   Data\aInteger
4502 0x00047743 0x00448343 25  26   CODE    ascii   \bCallHelp\aBoolean\aBoolean
4503 0x00047a42 0x00448642 12  13   CODE    ascii   \vTCustomForm
4504 0x00047a54 0x00448654 13  14   CODE    ascii   \a\vTCustomForm
4505 0x00047a6c 0x0044866c 5   6    CODE    ascii   Forms
4506 0x00047bb5 0x004487b5 5   6    CODE    ascii   TForm
4507 0x00047bc2 0x004487c2 5   7    CODE    utf8    TForm
4508 0x00047bd2 0x004487d2 6   7    CODE    ascii   FormsU
4509 0x00047bf4 0x004487f4 6   7    CODE    ascii   Action
4510 0x00047c14 0x00448814 14  15   CODE    ascii   \rActiveControl
4511 0x00047c3d 0x0044883d 5   6    CODE    ascii   Align
4512 0x00047c5c 0x0044885c 12  13   CODE    ascii   \nAlphaBlendT
4513 0x00047c82 0x00448882 16  17   CODE    ascii   AlphaBlendValue(
4514 0x00047cab 0x004488ab 8   9    CODE    ascii   \aAnchors
4515 0x00047ccd 0x004488cd 11  12   CODE    ascii   \nAutoScroll
4516 0x00047cf2 0x004488f2 12  13   CODE    ascii   \bAutoSize\NA
4517 0x00047d15 0x00448915 9   10   CODE    ascii   \bBiDiMode
4518 0x00047d38 0x00448938 13  14   CODE    ascii   \vBorderIconsL
4519 0x00047d5e 0x0044895e 12  13   CODE    ascii   \vBorderStyle
4520 0x00047d84 0x00448984 12  13   CODE    ascii   \vBorderWidth
4521 0x00047daa 0x004489aa 9   10   CODE    ascii   \aCaption<
4522 0x00047dcc 0x004489cc 14  15   CODE    ascii   \fClientHeight<
4523 0x00047df3 0x004489f3 12  13   CODE    ascii   \vClientWidth
4524 0x00047e1a 0x00448a1a 5   6    CODE    ascii   Color
4525 0x00047e3a 0x00448a3a 16  17   CODE    ascii   TransparentColor
4526 0x00047e65 0x00448a65 21  22   CODE    ascii   TransparentColorValue
4527 0x00047e94 0x00448a94 12  13   CODE    ascii   \vConstraints
4528 0x00047ebb 0x00448abb 5   6    CODE    ascii   Ctl3D
4529 0x00047edb 0x00448adb 15  16   CODE    ascii   UseDockManagerl
4530 0x00047f04 0x00448b04 14  15   CODE    ascii   DefaultMonitor
4531 0x00047f2c 0x00448b2c 9   10   CODE    ascii   \bDockSite
4532 0x00047f4f 0x00448b4f 9   10   CODE    ascii   \bDragKind
4533 0x00047f72 0x00448b72 9   10   CODE    ascii   \bDragMode
4534 0x00047f95 0x00448b95 8   9    CODE    ascii   \aEnabled
4535 0x00047fb7 0x00448bb7 12  13   CODE    ascii   \nParentFont(
4536 0x00047fdd 0x00448bdd 4   5    CODE    ascii   Font
4537 0x00047ffb 0x00448bfb 11  12   CODE    ascii   \tFormStyle<
4538 0x00048020 0x00448c20 6   7    CODE    ascii   Height
4539 0x00048040 0x00448c40 12  13   CODE    ascii   \bHelpFileD{D
4540 0x00048063 0x00448c63 14  15   CODE    ascii   \rHorzScrollBar
4541 0x0004808c 0x00448c8c 4   5    CODE    ascii   Icon
4542 0x000480aa 0x00448caa 12  13   CODE    ascii   \nKeyPreviewX
4543 0x000480d0 0x00448cd0 4   5    CODE    ascii   Menu
4544 0x000480ef 0x00448cef 14  15   CODE    ascii   OldCreateOrder
4545 0x00048118 0x00448d18 14  15   CODE    ascii   ObjectMenuItem
4546 0x00048141 0x00448d41 15  16   CODE    ascii   ParentBiDiMode<
4547 0x00048169 0x00448d69 15  16   CODE    ascii   \rPixelsPerInchD
4548 0x00048191 0x00448d91 12  14   CODE    utf8    \tPopupMenuЀD blocks=Basic Latin,Cyrillic
4549 0x000481b5 0x00448db5 9   11   CODE    utf8    \bPosition
4550 0x000481d8 0x00448dd8 11  12   CODE    ascii   \nPrintScale
4551 0x000481fe 0x00448dfe 6   7    CODE    ascii   Scaled
4552 0x0004821e 0x00448e1e 11  12   CODE    ascii   \nScreenSnap
4553 0x00048243 0x00448e43 10  11   CODE    ascii   \bShowHint<
4554 0x00048268 0x00448e68 12  13   CODE    ascii   napBufferD{D
4555 0x0004828b 0x00448e8b 14  15   CODE    ascii   \rVertScrollBar
4556 0x000482b3 0x00448eb3 9   10   CODE    ascii   \aVisible<
4557 0x000482d6 0x00448ed6 8   9    CODE    ascii   Width,}D
4558 0x000482f5 0x00448ef5 12  13   CODE    ascii   \vWindowState
4559 0x0004831b 0x00448f1b 11  12   CODE    ascii   \nWindowMenu
4560 0x00048340 0x00448f40 11  12   CODE    ascii   \nOnActivate
4561 0x00048365 0x00448f65 12  13   CODE    ascii   \vOnCanResize
4562 0x0004838b 0x00448f8b 9   10   CODE    ascii   \aOnClickP
4563 0x000483ad 0x00448fad 8   9    CODE    ascii   \aOnClose
4564 0x000483cf 0x00448fcf 14  15   CODE    ascii   \fOnCloseQuery(
4565 0x000483f7 0x00448ff7 19  20   CODE    ascii   OnConstrainedResize
4566 0x00048425 0x00449025 14  15   CODE    ascii   OnContextPopup
4567 0x0004844d 0x0044904d 9   10   CODE    ascii   \bOnCreate
4568 0x00048470 0x00449070 11  12   CODE    ascii   \nOnDblClick
4569 0x00048495 0x00449095 10  11   CODE    ascii   \tOnDestroy
4570 0x000484b9 0x004490b9 14  15   CODE    ascii   \fOnDeactivate|
4571 0x000484e0 0x004490e0 11  12   CODE    ascii   \nOnDockDrop
4572 0x00048505 0x00449105 12  13   CODE    ascii   \nOnDockOverx
4573 0x0004852a 0x0044912a 11  12   CODE    ascii   \nOnDragDrop
4574 0x0004854f 0x0044914f 12  13   CODE    ascii   \nOnDragOver 
4575 0x00048574 0x00449174 11  12   CODE    ascii   \tOnEndDock,
4576 0x00048598 0x00449198 14  15   CODE    ascii   \rOnGetSiteInfo
4577 0x000485c1 0x004491c1 6   7    CODE    ascii   OnHide
4578 0x000485e2 0x004491e2 7   8    CODE    ascii   OnHelph
4579 0x00048602 0x00449202 10  11   CODE    ascii   \tOnKeyDown
4580 0x00048626 0x00449226 12  13   CODE    ascii   \nOnKeyPressh
4581 0x0004864b 0x0044924b 8   9    CODE    ascii   \aOnKeyUp
4582 0x0004866d 0x0044926d 12  13   CODE    ascii   \vOnMouseDown
4583 0x00048693 0x00449293 12  13   CODE    ascii   \vOnMouseMove
4584 0x000486b9 0x004492b9 10  11   CODE    ascii   \tOnMouseUp
4585 0x000486dd 0x004492dd 14  15   CODE    ascii   \fOnMouseWheel@
4586 0x00048705 0x00449305 17  18   CODE    ascii   OnMouseWheelDown@
4587 0x00048730 0x00449330 14  15   CODE    ascii   OnMouseWheelUp
4588 0x00048758 0x00449358 8   9    CODE    ascii   \aOnPaint
4589 0x0004877a 0x0044937a 9   11   CODE    utf8    \bOnResize
4590 0x0004879d 0x0044939d 11  12   CODE    ascii   \nOnShortCut
4591 0x000487c3 0x004493c3 6   7    CODE    ascii   OnShow
4592 0x000487e3 0x004493e3 13  14   CODE    ascii   \vOnStartDockt
4593 0x00048809 0x00449409 9   10   CODE    ascii   \bOnUnDock
4594 0x0004898d 0x0044958d 15  16   CODE    ascii   TCustomDockForm
4595 0x000489a2 0x004495a2 16  17   CODE    ascii   TCustomDockForm`
4596 0x000489bc 0x004495bc 5   6    CODE    ascii   Forms
4597 0x000489dd 0x004495dd 14  15   CODE    ascii   \rPixelsPerInch
4598 0x00048a38 0x00449638 9   10   CODE    ascii   \bTMonitor
4599 0x00048ad2 0x004496d2 8   9    CODE    ascii   \aTScreen
4600 0x00048ae0 0x004496e0 9   10   CODE    ascii   \a\aTScreen
4601 0x00048af4 0x004496f4 5   6    CODE    ascii   Forms
4602 0x00048b01 0x00449701 11  12   CODE    ascii   \tTHintInfo@
4603 0x00048bd2 0x004497d2 13  14   CODE    ascii   \fTApplication
4604 0x00048be4 0x004497e4 15  16   CODE    ascii   \a\fTApplicationh
4605 0x00048bfd 0x004497fd 5   6    CODE    ascii   Forms
4606 0x00048c0f 0x0044980f 4   7    CODE    utf8    $ZË# blocks=Basic Latin,Latin-1 Supplement
4607 0x00048c53 0x00449853 5   11   CODE    utf16le jjjjj
4608 0x00048c63 0x00449863 5   8    CODE    utf8    ^[Ë!P blocks=Basic Latin,Latin-1 Supplement
4609 0x00048cf6 0x004498f6 6   8    CODE    utf8    SVW3҉U blocks=Basic Latin,Cyrillic
4610 0x00048d54 0x00449954 4   5    CODE    ascii   ZYYd
4611 0x00048d77 0x00449977 4   5    CODE    ascii   ZYYd
4612 0x00048dee 0x004499ee 6   8    CODE    utf8    YZ^[ÐU blocks=Basic Latin,Latin-1 Supplement
4613 0x00048e08 0x00449a08 6   7    CODE    ascii   ;X0t@S
4614 0x00048ec2 0x00449ac2 4   5    CODE    ascii   ;]\bu
4615 0x00048f00 0x00449b00 4   5    CODE    ascii   SVWU
4616 0x00048f15 0x00449b15 4   5    CODE    ascii   |)F3
4617 0x00048f3a 0x00449b3a 7   9    CODE    utf8    t:GNuڡT blocks=Basic Latin,Arabic
4618 0x00048f4f 0x00449b4f 4   5    CODE    ascii   |#F3
4619 0x00048f78 0x00449b78 6   8    CODE    utf8    ]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
4620 0x000490a1 0x00449ca1 4   5    CODE    ascii   ZYYd
4621 0x000490c3 0x00449cc3 7   9    CODE    utf8    ^[YY]Í@ blocks=Basic Latin,Latin-1 Supplement
4622 0x000490fa 0x00449cfa 5   7    CODE    utf8    SV3҉U blocks=Basic Latin,Cyrillic
4623 0x00049151 0x00449d51 4   5    CODE    ascii   ZYYd
4624 0x000491f5 0x00449df5 4   5    CODE    ascii   _^[]
4625 0x0004924f 0x00449e4f 5   7    CODE    utf8    _^[ÐS blocks=Basic Latin,Latin-1 Supplement
4626 0x00049272 0x00449e72 4   6    CODE    utf8    u\v3ҋ blocks=Basic Latin,Cyrillic
4627 0x0004938a 0x00449f8a 5   7    CODE    utf8    to3\tE
4628 0x000493a6 0x00449fa6 4   5    CODE    ascii   |:C3
4629 0x000493dd 0x00449fdd 6   8    CODE    utf8    YFKuɋU blocks=Basic Latin,Latin Extended-B
4630 0x000493fa 0x00449ffa 4   6    CODE    utf8    \n3ҋE blocks=Basic Latin,Cyrillic
4631 0x00049409 0x0044a009 4   6    CODE    utf8    ]ÐSV blocks=Basic Latin,Latin-1 Supplement
4632 0x00049482 0x0044a082 4   6    CODE    utf8    3ۋE\b blocks=Basic Latin,Arabic
4633 0x000494b2 0x0044a0b2 6   9    CODE    utf8    Ћ؋E\b+X blocks=Cyrillic,Arabic,Basic Latin
4634 0x000494e4 0x0044a0e4 6   9    CODE    utf8    Ћ؋E\b+X blocks=Cyrillic,Arabic,Basic Latin
4635 0x000494ef 0x0044a0ef 4   5    CODE    ascii   _^[]
4636 0x0004952c 0x0044a12c 4   5    CODE    ascii   u Uf
4637 0x000495a2 0x0044a1a2 4   6    CODE    utf8    3ۋE\b blocks=Basic Latin,Arabic
4638 0x0004969d 0x0044a29d 4   5    CODE    ascii   ;p }
4639 0x000496d2 0x0044a2d2 4   5    CODE    ascii   P\f+U
4640 0x000496f8 0x0044a2f8 4   5    CODE    ascii   P\f+U
4641 0x0004975b 0x0044a35b 4   5    CODE    ascii   P\f+U
4642 0x00049787 0x0044a387 4   5    CODE    ascii   P\f+U
4643 0x000497f1 0x0044a3f1 5   7    CODE    utf8    @\b+ЋE blocks=Basic Latin,Cyrillic
4644 0x0004982e 0x0044a42e 5   7    CODE    utf8    R\f+ЋE blocks=Basic Latin,Cyrillic
4645 0x000498f0 0x0044a4f0 5   6    CODE    ascii   ;S$t6
4646 0x00049910 0x0044a510 4   7    CODE    utf8    ЋЉS$ blocks=Cyrillic,Basic Latin
4647 0x00049926 0x0044a526 7   10   CODE    utf8    3\tC$^[Ë blocks=Basic Latin,Latin-1 Supplement
4648 0x00049930 0x0044a530 4   5    CODE    ascii   ;P(t
4649 0x0004994c 0x0044a54c 4   5    CODE    ascii   :P,t
4650 0x00049962 0x0044a562 4   6    CODE    utf8    ÐSVW blocks=Latin-1 Supplement,Basic Latin
4651 0x00049a03 0x0044a603 4   5    CODE    ascii   ;C\ft
4652 0x00049a0b 0x0044a60b 4   5    CODE    ascii   C\fPW
4653 0x00049a21 0x0044a621 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
4654 0x00049a2c 0x0044a62c 5   6    CODE    ascii   ;S0t6
4655 0x00049a4c 0x0044a64c 4   7    CODE    utf8    ЋЉS0 blocks=Cyrillic,Basic Latin
4656 0x00049a62 0x0044a662 7   10   CODE    utf8    3\tC0^[Ë blocks=Basic Latin,Latin-1 Supplement
4657 0x00049a6c 0x0044a66c 4   5    CODE    ascii   :P4t
4658 0x00049a84 0x0044a684 4   5    CODE    ascii   ;P8t
4659 0x00049cf6 0x0044a8f6 5   6    CODE    ascii   B\b_^[
4660 0x00049cfd 0x0044a8fd 4   6    CODE    utf8    ]ÐSV blocks=Basic Latin,Latin-1 Supplement
4661 0x00049db0 0x0044a9b0 4   6    CODE    utf8    ^[ÐS blocks=Basic Latin,Latin-1 Supplement
4662 0x00049e1f 0x0044aa1f 4   6    CODE    utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
4663 0x00049ebf 0x0044aabf 7   10   CODE    utf8    |7F3ۋӋE blocks=Basic Latin,Arabic,Cyrillic
4664 0x00049ee7 0x0044aae7 6   7    CODE    ascii   +WH+W@
4665 0x00049ef4 0x0044aaf4 5   7    CODE    utf8    CNűE blocks=Basic Latin,Combining Diacritical Marks
