[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2589 0x0002b29c 0x0042be9c 4   5    CODE    ascii   D$\bP
2590 0x0002b2a8 0x0042bea8 5   6    CODE    ascii   CL+D$
2591 0x0002b2b9 0x0042beb9 4   5    CODE    ascii   D$\bP
2592 0x0002b2d3 0x0042bed3 4   5    CODE    ascii   0_^[
2593 0x0002b2ee 0x0042beee 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2594 0x0002b399 0x0042bf99 6   7    CODE    ascii   GH+D$\t
2595 0x0002b3a0 0x0042bfa0 5   7    CODE    utf8    ؋D$\tP blocks=Arabic,Basic Latin
2596 0x0002b3bd 0x0042bfbd 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
2597 0x0002b3da 0x0042bfda 4   6    CODE    utf8    R|^Ë blocks=Basic Latin,Latin-1 Supplement
2598 0x0002b432 0x0042c032 4   6    CODE    utf8    R|^Ë blocks=Basic Latin,Latin-1 Supplement
2599 0x0002b492 0x0042c092 4   6    CODE    utf8    R|^Ë blocks=Basic Latin,Latin-1 Supplement
2600 0x0002b4ba 0x0042c0ba 8   10   CODE    utf8    R|_^ÐSVW blocks=Basic Latin,Latin-1 Supplement
2601 0x0002b4df 0x0042c0df 4   6    CODE    utf8    u\b3\t
2602 0x0002b4e9 0x0042c0e9 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
2603 0x0002b506 0x0042c106 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2604 0x0002b59d 0x0042c19d 4   5    CODE    ascii   ZYYd
2605 0x0002b5b8 0x0042c1b8 6   8    CODE    utf8    _^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
2606 0x0002b621 0x0042c221 4   5    CODE    ascii   ZYYd
2607 0x0002b661 0x0042c261 4   5    CODE    ascii   ZYYd
2608 0x0002b699 0x0042c299 4   5    CODE    ascii   ZYYd
2609 0x0002b6d1 0x0042c2d1 4   5    CODE    ascii   ZYYd
2610 0x0002b709 0x0042c309 4   5    CODE    ascii   ZYYd
2611 0x0002b741 0x0042c341 4   5    CODE    ascii   ZYYd
2612 0x0002b779 0x0042c379 4   5    CODE    ascii   ZYYd
2613 0x0002b81d 0x0042c41d 6   7    CODE    ascii   TTimer
2614 0x0002b82a 0x0042c42a 6   7    CODE    ascii   TTimer
2615 0x0002b83a 0x0042c43a 9   10   CODE    ascii   \bExtCtrls
2616 0x0002b85f 0x0042c45f 9   10   CODE    ascii   \aEnabled|
2617 0x0002b881 0x0042c481 9   10   CODE    ascii   \bInterval
2618 0x0002b8a4 0x0042c4a4 10  11   CODE    ascii   \aOnTimerSV
2619 0x0002b937 0x0042c537 4   5    CODE    ascii   QSVW
2620 0x0002b966 0x0042c566 4   5    CODE    ascii   ZYYd
2621 0x0002b99f 0x0042c59f 9   11   CODE    utf8    C\f_^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
2622 0x0002ba13 0x0042c613 4   5    CODE    ascii   ZYYd
2623 0x0002ba2e 0x0042c62e 10  12   CODE    utf8    ^[Y]Ð:P@t\b blocks=Basic Latin,Latin-1 Supplement
2624 0x0002ba44 0x0042c644 5   6    CODE    ascii   ;P0t\b
2625 0x0002ba75 0x0042c675 4   7    CODE    utf8    ؋ЋC< blocks=Arabic,Cyrillic,Basic Latin
2626 0x0002bda4 0x0042c9a4 4   5    CODE    ascii   ZYYd
2627 0x0002be05 0x0042ca05 4   5    CODE    ascii   ZYYd
2628 0x0002bed0 0x0042cad0 14  15   CODE    ascii   \rTCommonDialog
2629 0x0002bee4 0x0042cae4 16  17   CODE    ascii   \a\rTCommonDialogp
2630 0x0002befd 0x0042cafd 8   9    CODE    ascii   \aDialogs
2631 0x0002bf22 0x0042cb22 8   9    CODE    ascii   Ctl3D8OA
2632 0x0002bf41 0x0042cb41 12  13   CODE    ascii   \vHelpContext
2633 0x0002bf67 0x0042cb67 8   9    CODE    ascii   \aOnClose
2634 0x0002bf8a 0x0042cb8a 8   9    CODE    ascii   OnShowSV
2635 0x0002bfd4 0x0042cbd4 5   7    CODE    utf8    ^[ÐSV blocks=Basic Latin,Latin-1 Supplement
2636 0x0002c006 0x0042cc06 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2637 0x0002c065 0x0042cc65 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
2638 0x0002c06f 0x0042cc6f 4   5    CODE    ascii   QSVW
2639 0x0002c08e 0x0042cc8e 4   5    CODE    ascii   ZYYd
2640 0x0002c0af 0x0042ccaf 7   9    CODE    utf8    _^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
2641 0x0002c0d5 0x0042ccd5 4   6    CODE    utf8    ^ÐSV blocks=Basic Latin,Latin-1 Supplement
2642 0x0002c0e5 0x0042cce5 8   11   CODE    utf8    3\tC\f^[Í@ blocks=Basic Latin,Latin-1 Supplement
2643 0x0002c0fa 0x0042ccfa 7   10   CODE    utf8    3\tF<^Í@ blocks=Basic Latin,Latin-1 Supplement
2644 0x0002c172 0x0042cd72 4   5    CODE    ascii   ZYYd
2645 0x0002c1a2 0x0042cda2 4   5    CODE    ascii   ZYYd
2646 0x0002c1d5 0x0042cdd5 4   6    CODE    utf8    ]ÐSf blocks=Basic Latin,Latin-1 Supplement
2647 0x0002c1e1 0x0042cde1 4   7    CODE    utf8    ؋ЋCL blocks=Arabic,Cyrillic,Basic Latin
2648 0x0002c1f5 0x0042cdf5 4   7    CODE    utf8    ؋ЋCT blocks=Arabic,Cyrillic,Basic Latin
2649 0x0002c22c 0x0042ce2c 6   7    CODE    ascii   Cancel
2650 0x0002c23c 0x0042ce3c 5   6    CODE    ascii   Abort
2651 0x0002c24c 0x0042ce4c 5   6    CODE    ascii   Retry
2652 0x0002c25c 0x0042ce5c 6   7    CODE    ascii   Ignore
2653 0x0002c278 0x0042ce78 7   8    CODE    ascii   NoToAll
2654 0x0002c288 0x0042ce88 8   9    CODE    ascii   YesToAll
2655 0x0002c29c 0x0042ce9c 4   5    CODE    ascii   Help
2656 0x0002c308 0x0042cf08 12  13   CODE    ascii   commdlg_help
2657 0x0002c318 0x0042cf18 19  20   CODE    ascii   commdlg_FindReplace
2658 0x0002c32c 0x0042cf2c 18  19   CODE    ascii   WndProcPtr%.8X%.8X
2659 0x0002c43e 0x0042d03e 4   5    CODE    ascii   ZYYd
2660 0x0002c4b9 0x0042d0b9 4   5    CODE    ascii   ZYYd
2661 0x0002c504 0x0042d104 14  15   CODE    ascii   Delphi Picture
2662 0x0002c514 0x0042d114 16  17   CODE    ascii   Delphi Component
2663 0x0002c541 0x0042d141 4   5    CODE    ascii   ZYYd
2664 0x0002c600 0x0042d200 12  13   CODE    ascii   \vTHintAction
2665 0x0002c610 0x0042d210 13  14   CODE    ascii   \a\vTHintAction
2666 0x0002c627 0x0042d227 9   10   CODE    ascii   \bStdActns
2667 0x0002c64d 0x0042d24d 4   5    CODE    ascii   Hint
2668 0x0002c68a 0x0042d28a 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2669 0x0002c6a9 0x0042d2a9 4   5    CODE    ascii   ZYYd
2670 0x0002c863 0x0042d463 14  15   CODE    ascii   TWinHelpViewer
2671 0x0002c910 0x0042d510 4   5    CODE    ascii   ZYYd
2672 0x0002c930 0x0042d530 6   7    CODE    ascii   _^[YY]
2673 0x0002c9d3 0x0042d5d3 4   5    CODE    ascii   ZYYd
2674 0x0002c9f0 0x0042d5f0 6   8    CODE    utf8    ^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
2675 0x0002ca67 0x0042d667 4   5    CODE    ascii   ZYYd
2676 0x0002ca89 0x0042d689 6   7    CODE    ascii   _^[YY]
2677 0x0002cb02 0x0042d702 4   5    CODE    ascii   ZYYd
2678 0x0002cb22 0x0042d722 6   8    CODE    utf8    [YY]ÐU blocks=Basic Latin,Latin-1 Supplement
2679 0x0002cb2e 0x0042d72e 5   7    CODE    utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
2680 0x0002cbff 0x0042d7ff 4   5    CODE    ascii   ZYYd
2681 0x0002cc38 0x0042d838 55  56   CODE    ascii   IE(AL("%s",4),"AL(\"%0:s\",3)","JK(\"%1:s\",\"%0:s\")")
2682 0x0002cd05 0x0042d905 4   5    CODE    ascii   ZYYd
2683 0x0002cd22 0x0042d922 6   8    CODE    utf8    ^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
2684 0x0002cd31 0x0042d931 4   6    CODE    utf8    SV3ɉ blocks=Basic Latin,Latin Extended-B
2685 0x0002cdff 0x0042d9ff 4   5    CODE    ascii   ZYYd
2686 0x0002ce2c 0x0042da2c 15  16   CODE    ascii   JumpID("","%s")
2687 0x0002ce42 0x0042da42 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
2688 0x0002ce8a 0x0042da8a 4   5    CODE    ascii   ZYYd
2689 0x0002cea7 0x0042daa7 7   9    CODE    utf8    _^[YY]Ë blocks=Basic Latin,Latin-1 Supplement
2690 0x0002cee1 0x0042dae1 4   5    CODE    ascii   t7V3
2691 0x0002cf1c 0x0042db1c 4   5    CODE    ascii   ZYYd
2692 0x0002cf37 0x0042db37 7   9    CODE    utf8    _^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
2693 0x0002cf43 0x0042db43 5   11   CODE    utf16le jjjjj
2694 0x0002cf98 0x0042db98 4   5    CODE    ascii   \bt\rf
2695 0x0002d012 0x0042dc12 4   5    CODE    ascii   ZYYd
2696 0x0002d090 0x0042dc90 10  11   CODE    ascii   MS_WINHELP
2697 0x0002d0ec 0x0042dcec 6   7    CODE    ascii   #32770
2698 0x0002d145 0x0042dd45 4   5    CODE    ascii   t):^
2699 0x0002d167 0x0042dd67 4   5    CODE    ascii   E\b;F
2700 0x0002d172 0x0042dd72 4   5    CODE    ascii   ZYYd
2701 0x0002d1ab 0x0042ddab 4   5    CODE    ascii   D$\r4
2702 0x0002d27d 0x0042de7d 4   5    CODE    ascii   ZYYd
2703 0x0002d298 0x0042de98 6   8    CODE    utf8    ^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
2704 0x0002d376 0x0042df76 4   5    CODE    ascii   ZYYd
2705 0x0002d3d2 0x0042dfd2 4   5    CODE    ascii   ZYYd
2706 0x0002d3ed 0x0042dfed 8   9    CODE    ascii   \aTCursor
2707 0x0002d406 0x0042e006 6   7    CODE    ascii   TAlign
2708 0x0002d41a 0x0042e01a 6   7    CODE    ascii   alNone
2709 0x0002d421 0x0042e021 14  15   CODE    ascii   alTop\balBottom
2710 0x0002d430 0x0042e030 41  42   CODE    ascii   alLeft\aalRight\balClient\balCustom\bControls
2711 0x0002d4cc 0x0042e0cc 12  13   CODE    ascii   \vTDragObject
2712 0x0002d4dc 0x0042e0dc 13  14   CODE    ascii   \a\vTDragObject
2713 0x0002d4f3 0x0042e0f3 9   10   CODE    ascii   \bControls
2714 0x0002d579 0x0042e179 22  23   CODE    ascii   TBaseDragControlObject
2715 0x0002d596 0x0042e196 23  24   CODE    ascii   TBaseDragControlObjectL
2716 0x0002d5b6 0x0042e1b6 9   10   CODE    ascii   \bControls
2717 0x0002d63d 0x0042e23d 18  19   CODE    ascii   TDragControlObject
2718 0x0002d6c9 0x0042e2c9 20  21   CODE    ascii   TDragControlObjectEx
2719 0x0002d769 0x0042e369 16  17   CODE    ascii   TDragDockObject|
2720 0x0002d77e 0x0042e37e 16  17   CODE    ascii   TDragDockObject,
2721 0x0002d797 0x0042e397 9   10   CODE    ascii   \bControls
2722 0x0002d82d 0x0042e42d 17  18   CODE    ascii   TDragDockObjectEx
2723 0x0002d8a5 0x0042e4a5 14  15   CODE    ascii   TControlCanvas
2724 0x0002d8ba 0x0042e4ba 14  15   CODE    ascii   TControlCanvas
2725 0x0002d8d2 0x0042e4d2 9   10   CODE    ascii   \bControls
2726 0x0002d9a9 0x0042e5a9 18  19   CODE    ascii   TControlActionLink
2727 0x0002d9c1 0x0042e5c1 13  14   CODE    ascii   \fTMouseButton
2728 0x0002d9dc 0x0042e5dc 32  33   CODE    ascii   mbLeft\ambRight\bmbMiddle\bControls
2729 0x0002da01 0x0042e601 10  11   CODE    ascii   \tTDragMode
2730 0x0002da18 0x0042e618 30  31   CODE    ascii   \bdmManual\vdmAutomatic\bControls
2731 0x0002da3d 0x0042e63d 11  12   CODE    ascii   \nTDragState
2732 0x0002da55 0x0042e655 44  45   CODE    ascii   \vdsDragEnter\vdsDragLeave\ndsDragMove\bControls
2733 0x0002da89 0x0042e689 10  11   CODE    ascii   \tTDragKind
2734 0x0002daa1 0x0042e6a1 6   7    CODE    ascii   dkDrag
2735 0x0002daa8 0x0042e6a8 15  16   CODE    ascii   dkDock\bControls
2736 0x0002dabd 0x0042e6bd 10  11   CODE    ascii   \tTTabOrder
2737 0x0002dad4 0x0042e6d4 10  11   CODE    ascii   \n\bTCaption
2738 0x0002dae5 0x0042e6e5 12  13   CODE    ascii   \vTAnchorKind
2739 0x0002daff 0x0042e6ff 6   7    CODE    ascii   akLeft
2740 0x0002db06 0x0042e706 31  32   CODE    ascii   akTop\aakRight\bakBottom\bControls
2741 0x0002db2d 0x0042e72d 9   10   CODE    ascii   \bTAnchors
2742 0x0002db42 0x0042e742 15  16   CODE    ascii   TConstraintSize
2743 0x0002dbbd 0x0042e7bd 16  17   CODE    ascii   TSizeConstraints
2744 0x0002dbd6 0x0042e7d6 16  17   CODE    ascii   TSizeConstraints
2745 0x0002dbf0 0x0042e7f0 9   10   CODE    ascii   \bControls
2746 0x0002dc15 0x0042e815 11  12   CODE    ascii   \tMaxHeight<
2747 0x0002dc39 0x0042e839 10  11   CODE    ascii   \bMaxWidth<
2748 0x0002dc5c 0x0042e85c 11  12   CODE    ascii   \tMinHeight<
2749 0x0002dc80 0x0042e880 9   10   CODE    ascii   \bMinWidth
2750 0x0002dc90 0x0042e890 13  14   CODE    ascii   \b\vTMouseEvent
2751 0x0002dca1 0x0042e8a1 14  15   CODE    ascii   Sender\aTObject
2752 0x0002dcb1 0x0042e8b1 19  20   CODE    ascii   Button\fTMouseButton
2753 0x0002dcc6 0x0042e8c6 17  18   CODE    ascii   Shift\vTShiftState
2754 0x0002dcd9 0x0042e8d9 9   10   CODE    ascii   X\aInteger
2755 0x0002dce4 0x0042e8e4 9   10   CODE    ascii   Y\aInteger
2756 0x0002dd0a 0x0042e90a 15  16   CODE    ascii   TMouseMoveEvent
2757 0x0002dd1d 0x0042e91d 14  15   CODE    ascii   Sender\aTObject
2758 0x0002dd2d 0x0042e92d 17  18   CODE    ascii   Shift\vTShiftState
2759 0x0002dd40 0x0042e940 9   10   CODE    ascii   X\aInteger
2760 0x0002dd4b 0x0042e94b 9   10   CODE    ascii   Y\aInteger
2761 0x0002dd6c 0x0042e96c 11  12   CODE    ascii   \b\tTKeyEvent
2762 0x0002dd7b 0x0042e97b 14  15   CODE    ascii   Sender\aTObject
2763 0x0002dd8f 0x0042e98f 4   5    CODE    ascii   Word
2764 0x0002dd95 0x0042e995 17  18   CODE    ascii   Shift\vTShiftState
2765 0x0002ddba 0x0042e9ba 14  15   CODE    ascii   TKeyPressEvent
2766 0x0002ddcc 0x0042e9cc 14  15   CODE    ascii   Sender\aTObject
2767 0x0002dde0 0x0042e9e0 4   5    CODE    ascii   Char
2768 0x0002ddf6 0x0042e9f6 14  15   CODE    ascii   TDragOverEvent
2769 0x0002de08 0x0042ea08 15  16   CODE    ascii   Sender\aTObject\b
2770 0x0002de18 0x0042ea18 14  15   CODE    ascii   Source\aTObject
2771 0x0002de28 0x0042ea28 9   10   CODE    ascii   X\aInteger
2772 0x0002de33 0x0042ea33 9   10   CODE    ascii   Y\aInteger
2773 0x0002de3e 0x0042ea3e 16  17   CODE    ascii   State\nTDragState
2774 0x0002de50 0x0042ea50 14  15   CODE    ascii   Accept\aBoolean
2775 0x0002de7e 0x0042ea7e 14  15   CODE    ascii   TDragDropEvent
2776 0x0002de90 0x0042ea90 15  16   CODE    ascii   Sender\aTObject\b
2777 0x0002dea0 0x0042eaa0 14  15   CODE    ascii   Source\aTObject
2778 0x0002deb0 0x0042eab0 9   10   CODE    ascii   X\aInteger
2779 0x0002debb 0x0042eabb 9   10   CODE    ascii   Y\aInteger
2780 0x0002dede 0x0042eade 15  16   CODE    ascii   TStartDragEvent
2781 0x0002def1 0x0042eaf1 38  39   CODE    ascii   Sender\aTObject\t\nDragObject\vTDragObject
2782 0x0002df24 0x0042eb24 15  16   CODE    ascii   \b\rTEndDragEvent
2783 0x0002df37 0x0042eb37 15  16   CODE    ascii   Sender\aTObject\b
2784 0x0002df47 0x0042eb47 14  15   CODE    ascii   Target\aTObject
2785 0x0002df57 0x0042eb57 9   10   CODE    ascii   X\aInteger
2786 0x0002df62 0x0042eb62 9   10   CODE    ascii   Y\aInteger
2787 0x0002df82 0x0042eb82 14  15   CODE    ascii   TDockDropEvent
2788 0x0002df94 0x0042eb94 15  16   CODE    ascii   Sender\aTObject\b
2789 0x0002dfa4 0x0042eba4 6   7    CODE    ascii   Source
2790 0x0002dfab 0x0042ebab 15  16   CODE    ascii   TDragDockObject
2791 0x0002dfbc 0x0042ebbc 9   10   CODE    ascii   X\aInteger
2792 0x0002dfc7 0x0042ebc7 9   10   CODE    ascii   Y\aInteger
2793 0x0002dfea 0x0042ebea 14  15   CODE    ascii   TDockOverEvent
2794 0x0002dffc 0x0042ebfc 15  16   CODE    ascii   Sender\aTObject\b
2795 0x0002e00c 0x0042ec0c 6   7    CODE    ascii   Source
2796 0x0002e013 0x0042ec13 15  16   CODE    ascii   TDragDockObject
2797 0x0002e024 0x0042ec24 9   10   CODE    ascii   X\aInteger
2798 0x0002e02f 0x0042ec2f 9   10   CODE    ascii   Y\aInteger
2799 0x0002e03a 0x0042ec3a 16  17   CODE    ascii   State\nTDragState
2800 0x0002e04c 0x0042ec4c 14  15   CODE    ascii   Accept\aBoolean
2801 0x0002e078 0x0042ec78 14  15   CODE    ascii   \b\fTUnDockEvent
2802 0x0002e08a 0x0042ec8a 15  16   CODE    ascii   Sender\aTObject\b
2803 0x0002e09a 0x0042ec9a 38  39   CODE    ascii   Client\bTControl\b\tNewTarget\vTWinControl
2804 0x0002e0c2 0x0042ecc2 13  14   CODE    ascii   Allow\aBoolean
2805 0x0002e0e6 0x0042ece6 15  16   CODE    ascii   TStartDockEvent
2806 0x0002e0f9 0x0042ecf9 26  27   CODE    ascii   Sender\aTObject\t\nDragObject
2807 0x0002e114 0x0042ed14 15  16   CODE    ascii   TDragDockObject
2808 0x0002e132 0x0042ed32 17  18   CODE    ascii   TGetSiteInfoEvent
2809 0x0002e147 0x0042ed47 35  36   CODE    ascii   Sender\aTObject\b\nDockClient\bTControl
2810 0x0002e16b 0x0042ed6b 14  15   CODE    ascii   \rInfluenceRect
2811 0x0002e17a 0x0042ed7a 5   6    CODE    ascii   TRect
2812 0x0002e180 0x0042ed80 9   10   CODE    ascii   \bMousePos
2813 0x0002e18a 0x0042ed8a 6   7    CODE    ascii   TPoint
2814 0x0002e191 0x0042ed91 16  17   CODE    ascii   \aCanDock\aBoolean
2815 0x0002e1be 0x0042edbe 15  16   CODE    ascii   TCanResizeEvent
2816 0x0002e1d1 0x0042edd1 14  15   CODE    ascii   Sender\aTObject
2817 0x0002e1e0 0x0042ede0 17  18   CODE    ascii   \bNewWidth\aInteger
2818 0x0002e1f2 0x0042edf2 18  19   CODE    ascii   \tNewHeight\aInteger
2819 0x0002e206 0x0042ee06 14  15   CODE    ascii   Resize\aBoolean
2820 0x0002e22e 0x0042ee2e 23  24   CODE    ascii   TConstrainedResizeEvent
2821 0x0002e249 0x0042ee49 14  15   CODE    ascii   Sender\aTObject
2822 0x0002e258 0x0042ee58 17  18   CODE    ascii   \bMinWidth\aInteger
2823 0x0002e26a 0x0042ee6a 18  19   CODE    ascii   \tMinHeight\aInteger
2824 0x0002e27d 0x0042ee7d 17  18   CODE    ascii   \bMaxWidth\aInteger
2825 0x0002e28f 0x0042ee8f 18  19   CODE    ascii   \tMaxHeight\aInteger
2826 0x0002e2be 0x0042eebe 16  17   CODE    ascii   TMouseWheelEvent
2827 0x0002e2d2 0x0042eed2 14  15   CODE    ascii   Sender\aTObject
2828 0x0002e2e2 0x0042eee2 17  18   CODE    ascii   Shift\vTShiftState
2829 0x0002e2f4 0x0042eef4 19  20   CODE    ascii   \nWheelDelta\aInteger
2830 0x0002e308 0x0042ef08 9   10   CODE    ascii   \bMousePos
2831 0x0002e312 0x0042ef12 6   7    CODE    ascii   TPoint
2832 0x0002e319 0x0042ef19 16  17   CODE    ascii   \aHandled\aBoolean
2833 0x0002e346 0x0042ef46 22  23   CODE    ascii   TMouseWheelUpDownEvent
2834 0x0002e360 0x0042ef60 14  15   CODE    ascii   Sender\aTObject
2835 0x0002e370 0x0042ef70 17  18   CODE    ascii   Shift\vTShiftState
2836 0x0002e382 0x0042ef82 9   10   CODE    ascii   \bMousePos
2837 0x0002e38c 0x0042ef8c 6   7    CODE    ascii   TPoint
2838 0x0002e393 0x0042ef93 16  17   CODE    ascii   \aHandled\aBoolean
2839 0x0002e3ba 0x0042efba 18  19   CODE    ascii   TContextPopupEvent
2840 0x0002e3d0 0x0042efd0 14  15   CODE    ascii   Sender\aTObject
2841 0x0002e3df 0x0042efdf 9   10   CODE    ascii   \bMousePos
2842 0x0002e3e9 0x0042efe9 6   7    CODE    ascii   TPoint
2843 0x0002e3f0 0x0042eff0 16  17   CODE    ascii   \aHandled\aBoolean
2844 0x0002e6c6 0x0042f2c6 9   10   CODE    ascii   \bTControl
2845 0x0002e6d4 0x0042f2d4 11  12   CODE    ascii   \a\bTControl\
2846 0x0002e6e8 0x0042f2e8 10  11   CODE    ascii   \bControls\t
2847 0x0002e70e 0x0042f30e 5   6    CODE    ascii   Left<
2848 0x0002e72d 0x0042f32d 4   5    CODE    ascii   Top<
2849 0x0002e74b 0x0042f34b 6   7    CODE    ascii   Width<
2850 0x0002e76b 0x0042f36b 6   7    CODE    ascii   Height
2851 0x0002e78c 0x0042f38c 6   7    CODE    ascii   Cursor
2852 0x0002e7ad 0x0042f3ad 7   8    CODE    ascii   HintTOA
2853 0x0002e7cb 0x0042f3cb 9   10   CODE    ascii   \bHelpType
2854 0x0002e7ee 0x0042f3ee 15  16   CODE    ascii   \vHelpKeyword8OA
2855 0x0002e814 0x0042f414 13  14   CODE    ascii   \vHelpContextl
2856 0x0002e8e9 0x0042f4e9 21  22   CODE    ascii   TWinControlActionLink
2857 0x0002e904 0x0042f504 10  11   CODE    ascii   \n\bTImeName
2858 0x0002e915 0x0042f515 13  14   CODE    ascii   \fTBorderWidth
2859 0x0002e931 0x0042f531 14  15   CODE    ascii   \fIDockManagerl
2860 0x0002e953 0x0042f553 10  11   CODE    ascii   \bControls\v
2861 0x0002ea9c 0x0042f69c 4   10   CODE    utf16le 9-+,
2862 0x0002ed06 0x0042f906 12  13   CODE    ascii   \vTWinControl
2863 0x0002ed18 0x0042f918 13  14   CODE    ascii   \a\vTWinControl
2864 0x0002ed2f 0x0042f92f 9   10   CODE    ascii   \bControls
2865 0x0002ee21 0x0042fa21 16  17   CODE    ascii   TGraphicControl4
2866 0x0002ee36 0x0042fa36 15  16   CODE    ascii   TGraphicControl
2867 0x0002ee4f 0x0042fa4f 9   10   CODE    ascii   \bControls
2868 0x0002ef7d 0x0042fb7d 14  15   CODE    ascii   TCustomControl
2869 0x0002ef92 0x0042fb92 14  15   CODE    ascii   TCustomControl
2870 0x0002efaa 0x0042fbaa 9   10   CODE    ascii   \bControls
2871 0x0002f0fe 0x0042fcfe 12  13   CODE    ascii   \vTHintWindow
2872 0x0002f110 0x0042fd10 13  14   CODE    ascii   \a\vTHintWindow
2873 0x0002f127 0x0042fd27 9   10   CODE    ascii   \bControls
2874 0x0002f180 0x0042fd80 10  11   CODE    ascii   \tTDockZone
2875 0x0002f1b0 0x0042fdb0 4   7    CODE    utf8    $Ã\fP blocks=Basic Latin,Latin-1 Supplement
2876 0x0002f1bd 0x0042fdbd 4   7    CODE    utf8    $Ã\fP blocks=Basic Latin,Latin-1 Supplement
2877 0x0002f1ca 0x0042fdca 4   7    CODE    utf8    $Ã\fP blocks=Basic Latin,Latin-1 Supplement
2878 0x0002f1d7 0x0042fdd7 4   7    CODE    utf8    $Ã\fP blocks=Basic Latin,Latin-1 Supplement
2879 0x0002f1e4 0x0042fde4 4   7    CODE    utf8    $Ã\fP blocks=Basic Latin,Latin-1 Supplement
2880 0x0002f1f1 0x0042fdf1 4   7    CODE    utf8    $Ã\fP blocks=Basic Latin,Latin-1 Supplement
2881 0x0002f2f8 0x0042fef8 10  11   CODE    ascii   \tTDockTree
2882 0x0002f351 0x0042ff51 6   7    CODE    ascii   TMouse
2883 0x0002f3bb 0x0042ffbb 4   5    CODE    ascii   E\bPj
2884 0x0002f452 0x00430052 4   6    CODE    utf8    Z[Í@ blocks=Basic Latin,Latin-1 Supplement
2885 0x0002f461 0x00430061 4   5    CODE    ascii   tITS
2886 0x0002f4ae 0x004300ae 4   6    CODE    utf8    Z^[Ë blocks=Basic Latin,Latin-1 Supplement
2887 0x0002f4e4 0x004300e4 9   10   CODE    ascii   crDefault
2888 0x0002f4f8 0x004300f8 7   8    CODE    ascii   crArrow
2889 0x0002f508 0x00430108 7   8    CODE    ascii   crCross
2890 0x0002f518 0x00430118 7   8    CODE    ascii   crIBeam
2891 0x0002f528 0x00430128 10  11   CODE    ascii   crSizeNESW
2892 0x0002f53c 0x0043013c 8   9    CODE    ascii   crSizeNS
2893 0x0002f550 0x00430150 10  11   CODE    ascii   crSizeNWSE
2894 0x0002f564 0x00430164 8   9    CODE    ascii   crSizeWE
2895 0x0002f578 0x00430178 9   10   CODE    ascii   crUpArrow
2896 0x0002f58c 0x0043018c 11  12   CODE    ascii   crHourGlass
2897 0x0002f5a0 0x004301a0 6   7    CODE    ascii   crDrag
2898 0x0002f5b0 0x004301b0 8   9    CODE    ascii   crNoDrop
2899 0x0002f5c4 0x004301c4 8   9    CODE    ascii   crHSplit
2900 0x0002f5d8 0x004301d8 8   9    CODE    ascii   crVSplit
2901 0x0002f5ec 0x004301ec 11  12   CODE    ascii   crMultiDrag
2902 0x0002f600 0x00430200 9   10   CODE    ascii   crSQLWait
2903 0x0002f614 0x00430214 4   5    CODE    ascii   crNo
2904 0x0002f624 0x00430224 10  11   CODE    ascii   crAppStart
