[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
8373  0x00056451 0x0071bc51 4   5    .data   ascii   *+\[
8374  0x00056458 0x0071bc58 4   5    .data   ascii   \9 K
8375  0x0005645f 0x0071bc5f 4   5    .data   ascii   a'53
8376  0x00056464 0x0071bc64 4   5    .data   ascii   :\ni\r
8377  0x00056478 0x0071bc78 5   6    .data   ascii   5Ca}n
8378  0x0005648a 0x0071bc8a 5   7    .data   utf8    pox ߁ blocks=Basic Latin,NKo
8379  0x000564c6 0x0071bcc6 4   5    .data   ascii   pC'y
8380  0x00056516 0x0071bd16 4   5    .data   ascii   *euE
8381  0x00056550 0x0071bd50 6   7    .data   ascii   j;zag0
8382  0x0005655b 0x0071bd5b 5   6    .data   ascii   ^m \e?
8383  0x000565b2 0x0071bdb2 6   7    .data   ascii   PjBdo\t
8384  0x000565c7 0x0071bdc7 4   5    .data   ascii   >M&z
8385  0x00056610 0x0071be10 4   5    .data   ascii    mk\t
8386  0x00056615 0x0071be15 4   5    .data   ascii   |{g>
8387  0x000566c6 0x0071bec6 6   7    .data   ascii   -3,=\vX
8388  0x000566d3 0x0071bed3 5   6    .data   ascii    L"\tj
8389  0x000566ea 0x0071beea 5   7    .data   utf8    ɑ*-.n blocks=IPA Extensions,Basic Latin
8390  0x00056705 0x0071bf05 4   5    .data   ascii   @\n_P
8391  0x0005672a 0x0071bf2a 5   7    .data   utf8    !ճ^O. blocks=Basic Latin,Armenian
8392  0x00056743 0x0071bf43 4   5    .data   ascii   E\a.7
8393  0x0005674a 0x0071bf4a 5   7    .data   utf8    Ġjp^Z blocks=Latin Extended-A,Basic Latin
8394  0x0005677e 0x0071bf7e 6   9    .data   utf8    n@([W blocks=Basic Latin,Private Use Area
8395  0x000567b4 0x0071bfb4 4   5    .data   ascii   +lG;
8396  0x000567c8 0x0071bfc8 7   9    .data   utf8    QASzJ\aƞ blocks=Basic Latin,Latin Extended-B
8397  0x0005680b 0x0071c00b 4   5    .data   ascii   A6JV
8398  0x00056869 0x0071c069 4   5    .data   ascii   Q9/m
8399  0x00056875 0x0071c075 6   7    .data   ascii   dz9;;\v
8400  0x0005687d 0x0071c07d 4   6    .data   utf8    Ȫ@t\t blocks=Latin Extended-B,Basic Latin
8401  0x00056926 0x0071c126 4   5    .data   ascii    D 2
8402  0x0005695c 0x0071c15c 4   5    .data   ascii   `G>"
8403  0x00056978 0x0071c178 4   5    .data   ascii   .EM\f
8404  0x00056982 0x0071c182 5   6    .data   ascii   \{\#\
8405  0x00056997 0x0071c197 4   5    .data   ascii   u|4I
8406  0x00056a3a 0x0071c23a 4   5    .data   ascii   4t0\b
8407  0x00056acb 0x0071c2cb 6   7    .data   ascii   }v,H\fZ
8408  0x00056af6 0x0071c2f6 4   5    .data   ascii   P&Uu
8409  0x00056b2d 0x0071c32d 5   8    .data   utf8    $du'ញ blocks=Basic Latin,Khmer
8410  0x00056b37 0x0071c337 4   6    .data   utf8    ~\f%Ĵ blocks=Basic Latin,Latin Extended-A
8411  0x00056b61 0x0071c361 5   6    .data   ascii   *t\f:\n
8412  0x00056c38 0x0071c438 4   5    .data   ascii   %.lQ
8413  0x00056c55 0x0071c455 4   5    .data   ascii   LM7o
8414  0x00056c5a 0x0071c45a 4   6    .data   utf8    daՆV blocks=Basic Latin,Armenian
8415  0x00056c6b 0x0071c46b 6   7    .data   ascii   zV$\b%h
8416  0x00056c85 0x0071c485 4   5    .data   ascii   \tCgN
8417  0x00056cf4 0x0071c4f4 4   6    .data   utf8    UQ\A
8418  0x00056d50 0x0071c550 4   5    .data   ascii   g\fNu
8419  0x00056da4 0x0071c5a4 4   5    .data   ascii   %pFd
8420  0x00056dbc 0x0071c5bc 5   7    .data   utf8    RPe\tʡ blocks=Basic Latin,IPA Extensions
8421  0x00056dd8 0x0071c5d8 4   6    .data   utf8    6*ƴY blocks=Basic Latin,Latin Extended-B
8422  0x00056df8 0x0071c5f8 5   6    .data   ascii   Qd\rKL
8423  0x00056e1b 0x0071c61b 5   6    .data   ascii   \v\tWF\b
8424  0x00056ea0 0x0071c6a0 4   5    .data   ascii   Gcn^
8425  0x00056ee2 0x0071c6e2 4   6    .data   utf8    HϝX, blocks=Basic Latin,Greek and Coptic
8426  0x00056ef3 0x0071c6f3 4   5    .data   ascii   'UlX
8427  0x00056f10 0x0071c710 6   8    .data   utf8    \b֫Q|s> blocks=Basic Latin,Hebrew
8428  0x00056f31 0x0071c731 4   6    .data   utf8    @kfɶ blocks=Basic Latin,IPA Extensions
8429  0x00056fde 0x0071c7de 5   6    .data   ascii   /A\acK
8430  0x0005710f 0x0071c90f 5   6    .data   ascii   }V\rtL
8431  0x00057164 0x0071c964 4   5    .data   ascii   \r89#
8432  0x000571b4 0x0071c9b4 5   6    .data   ascii   !0>*x
8433  0x000571c1 0x0071c9c1 9   10   .data   ascii   5!";`x\nFT
8434  0x000571d9 0x0071c9d9 4   5    .data   ascii   ink~
8435  0x000571e2 0x0071c9e2 5   6    .data   ascii   Edit\f
8436  0x00057214 0x0071ca14 4   5    .data   ascii   /\a~i
8437  0x0005721f 0x0071ca1f 9   10   .data   ascii   S3haT$##\t
8438  0x00057232 0x0071ca32 4   6    .data   utf8    P an
8439  0x0005726f 0x0071ca6f 5   6    .data   ascii   3AcNv
8440  0x0005727a 0x0071ca7a 6   7    .data   ascii   '\b\t>Yn
8441  0x000572c2 0x0071cac2 4   5    .data   ascii   E\a.[
8442  0x000572cb 0x0071cacb 4   5    .data   ascii   8`!\e
8443  0x000572eb 0x0071caeb 4   5    .data   ascii   &-]#
8444  0x00057322 0x0071cb22 4   5    .data   ascii   fHWk
8445  0x00057335 0x0071cb35 4   5    .data   ascii   }\bT<
8446  0x00057358 0x0071cb58 7   8    .data   ascii   _qIO`Q\r
8447  0x000573dd 0x0071cbdd 5   6    .data   ascii    Yxpt
8448  0x000573ee 0x0071cbee 4   5    .data   ascii   Urpl
8449  0x0005740c 0x0071cc0c 4   5    .data   ascii   KP$*
8450  0x0005743c 0x0071cc3c 4   5    .data   ascii   g <@
8451  0x0005746f 0x0071cc6f 5   6    .data   ascii   15D\f\n
8452  0x00057488 0x0071cc88 5   7    .data   utf8    |NG.£ blocks=Basic Latin,Latin-1 Supplement
8453  0x0005748f 0x0071cc8f 4   5    .data   ascii   _^ii
8454  0x00057494 0x0071cc94 4   5    .data   ascii   [*D/
8455  0x000574a8 0x0071cca8 4   5    .data   ascii   :FO%
8456  0x00057520 0x0071cd20 6   7    .data   ascii   ~C/^a,
8457  0x0005755a 0x0071cd5a 5   6    .data   ascii   /YB\a+
8458  0x00057579 0x0071cd79 4   7    .data   utf8    ޕ84ƀ blocks=Thaana,Basic Latin,Latin Extended-B
8459  0x000575bd 0x0071cdbd 4   5    .data   ascii   'A_T
8460  0x0005760e 0x0071ce0e 5   6    .data   ascii   'Nd\f;
8461  0x00057668 0x0071ce68 5   6    .data   ascii   t#WLr
8462  0x00057681 0x0071ce81 4   7    .data   utf8     ϫױl blocks=Basic Latin,Greek and Coptic,Hebrew
8463  0x0005774e 0x0071cf4e 4   5    .data   ascii   AGY%
8464  0x0005778c 0x0071cf8c 4   5    .data   ascii   8TD8
8465  0x0005783d 0x0071d03d 5   8    .data   utf8    |(≅\vY blocks=Basic Latin,Mathematical Operators
8466  0x000578af 0x0071d0af 6   7    .data   ascii   BN}wo>
8467  0x000578bb 0x0071d0bb 5   6    .data   ascii   O$_A*
8468  0x000578e9 0x0071d0e9 4   6    .data   utf8    ~ \fŠ blocks=Basic Latin,Latin Extended-A
8469  0x00057917 0x0071d117 4   5    .data   ascii   N~U 
8470  0x00057927 0x0071d127 4   7    .data   utf8    ⢘[\b| blocks=Braille Patterns,Basic Latin
8471  0x00057970 0x0071d170 5   6    .data   ascii   hJQ$?
8472  0x00057a29 0x0071d229 5   7    .data   utf8    Tט8M\a blocks=Basic Latin,Hebrew
8473  0x00057a3e 0x0071d23e 4   5    .data   ascii   C\v\f~
8474  0x00057a56 0x0071d256 4   5    .data   ascii   n6G\r
8475  0x00057a98 0x0071d298 5   6    .data   ascii   ~4Xxm
8476  0x00057acd 0x0071d2cd 6   9    .data   utf8    kҁȃ-C7 blocks=Basic Latin,Cyrillic,Latin Extended-B
8477  0x00057adc 0x0071d2dc 4   5    .data   ascii   k!XO
8478  0x00057b08 0x0071d308 4   6    .data   utf8    %aӍ1 blocks=Basic Latin,Cyrillic
8479  0x00057b15 0x0071d315 6   7    .data   ascii   uKwiLp
8480  0x00057b40 0x0071d340 4   7    .data   utf8    \f\t턊M blocks=Basic Latin,Hangul Syllables
8481  0x00057bd4 0x0071d3d4 4   7    .data   utf8    ɥ:Іo blocks=IPA Extensions,Basic Latin,Cyrillic
8482  0x00057c16 0x0071d416 4   5    .data   ascii   eOZp
8483  0x00057cd4 0x0071d4d4 4   6    .data   utf8    -j83
8484  0x00057cf5 0x0071d4f5 4   5    .data   ascii   _,~i
8485  0x00057d21 0x0071d521 4   5    .data   ascii   n`Bq
8486  0x00057d5e 0x0071d55e 4   6    .data   utf8    mK]̇ blocks=Basic Latin,Combining Diacritical Marks
8487  0x00057dd9 0x0071d5d9 5   6    .data   ascii   6!\x!
8488  0x00057df5 0x0071d5f5 4   5    .data   ascii   @\ey,
8489  0x00057e85 0x0071d685 4   5    .data   ascii   T#/X
8490  0x00057f32 0x0071d732 4   5    .data   ascii   H$6`
8491  0x00057f76 0x0071d776 5   6    .data   ascii   [t_sA
8492  0x00057f90 0x0071d790 6   9    .data   utf8    {;쳂T\v  blocks=Basic Latin,Hangul Syllables
8493  0x00057fe7 0x0071d7e7 8   9    .data   ascii   :+5nPItV
8494  0x0005802e 0x0071d82e 4   5    .data   ascii   Q<\t$
8495  0x000580d0 0x0071d8d0 4   5    .data   ascii   \t\\fQ
8496  0x000580db 0x0071d8db 4   5    .data   ascii   -d$b
8497  0x000580ee 0x0071d8ee 5   7    .data   utf8    {̈́F,) blocks=Basic Latin,Combining Diacritical Marks
8498  0x00058120 0x0071d920 6   7    .data   ascii   56789a
8499  0x00058127 0x0071d927 8   9    .data   ascii   bcdefghi
8500  0x00058130 0x0071d930 8   9    .data   ascii   jklmnopq
8501  0x00058139 0x0071d939 10  11   .data   ascii   rstuvwxy^z
8502  0x0005814d 0x0071d94d 7   8    .data   ascii   RSTUVWX
8503  0x00058155 0x0071d955 5   6    .data   ascii   YZ=+-
8504  0x000581a4 0x0071d9a4 5   6    .data   ascii   .p6p7
8505  0x000581d6 0x0071d9d6 24  25   .data   ascii   pvpwpxpypzpApBpCpDpEpFZG
8506  0x00058204 0x0071da04 6   7    .data   ascii   88T8U^
8507  0x00058215 0x0071da15 6   7    .data   ascii   +\v-s\f!
8508  0x0005821d 0x0071da1d 4   5    .data   ascii   @G%f
8509  0x0005827b 0x0071da7b 4   5    .data   ascii   t3*R
8510  0x000582b0 0x0071dab0 4   5    .data   ascii   =j>9
8511  0x000582d7 0x0071dad7 5   6    .data   ascii   #U_z>
8512  0x000582e3 0x0071dae3 4   5    .data   ascii   \X[b
8513  0x000582ea 0x0071daea 4   5    .data   ascii   p*N:
8514  0x00058310 0x0071db10 4   6    .data   utf8    \vٷ@J blocks=Basic Latin,Arabic
8515  0x00058332 0x0071db32 6   7    .data   ascii    {\v\nSI
8516  0x00058384 0x0071db84 5   6    .data   ascii   @dxC^
8517  0x00058448 0x0071dc48 4   5    .data   ascii   &*s|
8518  0x00058503 0x0071dd03 4   5    .data   ascii   xDQy
8519  0x000585a0 0x0071dda0 5   8    .data   utf8    Dɡ=T͔ blocks=Basic Latin,IPA Extensions,Combining Diacritical Marks
8520  0x00058603 0x0071de03 4   5    .data   ascii   "{C(
8521  0x00058658 0x0071de58 4   5    .data   ascii   j%H[
8522  0x00058662 0x0071de62 4   6    .data   utf8    !mߠq blocks=Basic Latin,NKo
8523  0x0005870a 0x0071df0a 5   7    .data   utf8    0\e\a5Ȏ blocks=Basic Latin,Latin Extended-B
8524  0x00058729 0x0071df29 4   5    .data   ascii   >`Lb
8525  0x000587d7 0x0071dfd7 5   8    .data   utf8    ݧ{ϗx% blocks=Arabic Supplement,Basic Latin,Greek and Coptic
8526  0x000587ef 0x0071dfef 5   6    .data   ascii   \fWt\O
8527  0x0005881e 0x0071e01e 4   6    .data   utf8    >J6ʘ blocks=Basic Latin,IPA Extensions
8528  0x0005882c 0x0071e02c 4   6    .data   utf8    GW\aý blocks=Basic Latin,Latin-1 Supplement
8529  0x00058849 0x0071e049 4   5    .data   ascii   BK*\
8530  0x000588b2 0x0071e0b2 4   5    .data   ascii   @}/-
8531  0x0005890c 0x0071e10c 4   5    .data   ascii   \ti7l
8532  0x0005894a 0x0071e14a 4   5    .data   ascii    6X]
8533  0x00058967 0x0071e167 5   6    .data   ascii   ThZ1\a
8534  0x00058988 0x0071e188 6   7    .data   ascii   1g-5(`
8535  0x000589a6 0x0071e1a6 6   9    .data   utf8    òa<\nهb blocks=Latin-1 Supplement,Basic Latin,Arabic
8536  0x00058a03 0x0071e203 5   6    .data   ascii   /J9gw
8537  0x00058a58 0x0071e258 5   6    .data   ascii   j>^#\a
8538  0x00058aec 0x0071e2ec 4   5    .data   ascii   B\em>
8539  0x00058afd 0x0071e2fd 4   5    .data   ascii   pU:v
8540  0x00058b5d 0x0071e35d 4   5    .data   ascii   [\a~f
8541  0x00058b88 0x0071e388 6   7    .data   ascii   *,B~z&
8542  0x00058bb9 0x0071e3b9 6   7    .data   ascii   dS:G-=
8543  0x00058bd7 0x0071e3d7 4   5    .data   ascii   KpoL
8544  0x00058c4f 0x0071e44f 4   5    .data   ascii   I\v_~
8545  0x00058c5a 0x0071e45a 4   5    .data   ascii   Eq"w
8546  0x00058cc0 0x0071e4c0 4   5    .data   ascii   kr\rn
8547  0x00058e2f 0x0071e62f 4   5    .data   ascii   \f"rq
8548  0x00058eca 0x0071e6ca 6   7    .data   ascii   Bz`#$\r
8549  0x00058ede 0x0071e6de 4   5    .data   ascii   SN@M
8550  0x00058f1c 0x0071e71c 4   5    .data   ascii   &<b4
8551  0x00058f21 0x0071e721 4   5    .data   ascii   J\a8>
8552  0x00058f31 0x0071e731 4   5    .data   ascii   |5:&
8553  0x00058f61 0x0071e761 6   8    .data   utf8    ӎF)&f\r blocks=Cyrillic,Basic Latin
8554  0x00058fb4 0x0071e7b4 6   8    .data   utf8    '9bǀv} blocks=Basic Latin,Latin Extended-B
8555  0x00058fc1 0x0071e7c1 6   7    .data   ascii   n#TNOr
8556  0x00058fff 0x0071e7ff 4   6    .data   utf8    ˞j4_ blocks=Spacing Modifier Letters,Basic Latin
8557  0x00059056 0x0071e856 4   5    .data   ascii   &o\eF
8558  0x00059072 0x0071e872 4   5    .data   ascii   K}bi
8559  0x0005909f 0x0071e89f 4   5    .data   ascii   ,Md|
8560  0x000590f1 0x0071e8f1 4   5    .data   ascii   9wpb
8561  0x0005912b 0x0071e92b 4   5    .data   ascii   a0(.
8562  0x0005914a 0x0071e94a 5   7    .data   utf8    SрdJK blocks=Basic Latin,Cyrillic
8563  0x000591a3 0x0071e9a3 5   6    .data   ascii   %1L[b
8564  0x000591ca 0x0071e9ca 6   7    .data   ascii   AOeLfU
8565  0x000591fc 0x0071e9fc 5   6    .data   ascii   w%z<\a
8566  0x00059203 0x0071ea03 4   5    .data   ascii   \\a#)
8567  0x0005924c 0x0071ea4c 4   6    .data   utf8    `f\aȬ blocks=Basic Latin,Latin Extended-B
8568  0x000592b3 0x0071eab3 5   6    .data   ascii   t;Rc\f
8569  0x000592c4 0x0071eac4 4   5    .data   ascii   $N;,
8570  0x000592d6 0x0071ead6 4   7    .data   utf8    RːЉ' blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
8571  0x000592ee 0x0071eaee 4   5    .data   ascii   \;09
8572  0x000592fe 0x0071eafe 4   5    .data   ascii   |FwR
8573  0x0005932b 0x0071eb2b 4   5    .data   ascii   =\apu
8574  0x0005937b 0x0071eb7b 5   8    .data   utf8    벏sQ\bL blocks=Hangul Syllables,Basic Latin
8575  0x000594dc 0x0071ecdc 4   5    .data   ascii   \r^Uy
8576  0x000594e2 0x0071ece2 4   5    .data   ascii   ?g+\a
8577  0x000594f4 0x0071ecf4 4   5    .data   ascii   w]-\n
8578  0x000594f9 0x0071ecf9 4   5    .data   ascii   ?1\aM
8579  0x00059541 0x0071ed41 4   5    .data   ascii   <\tsI
8580  0x000595fc 0x0071edfc 4   6    .data   utf8    ڏ!xh blocks=Arabic,Basic Latin
8581  0x0005963a 0x0071ee3a 4   5    .data   ascii   <7XM
8582  0x0005964c 0x0071ee4c 4   5    .data   ascii   /hQt
8583  0x0005969a 0x0071ee9a 4   8    .data   utf8    ݬS협* blocks=Arabic Supplement,Basic Latin,Hangul Syllables
8584  0x000596df 0x0071eedf 5   6    .data   ascii   [L:!m
8585  0x00059721 0x0071ef21 4   5    .data   ascii   Wp$0
8586  0x0005972e 0x0071ef2e 5   6    .data   ascii   25n}u
8587  0x00059756 0x0071ef56 5   6    .data   ascii   \a"\foA
8588  0x0005976b 0x0071ef6b 4   5    .data   ascii   "7%V
8589  0x000597b2 0x0071efb2 6   7    .data   ascii   %>;\b\a\
8590  0x000597c7 0x0071efc7 4   6    .data   utf8    a`ҹI blocks=Basic Latin,Cyrillic
8591  0x00059810 0x0071f010 4   5    .data   ascii   o@K\a
8592  0x0005992a 0x0071f12a 4   5    .data   ascii   CFn@
8593  0x00059943 0x0071f143 6   9    .data   utf8    מX~ϋHU blocks=Hebrew,Basic Latin,Greek and Coptic
8594  0x0005995f 0x0071f15f 4   5    .data   ascii   ^H@W
8595  0x000599c3 0x0071f1c3 8   9    .data   ascii   "z\ Q,GV
8596  0x00059a40 0x0071f240 4   5    .data   ascii   h@/K
8597  0x00059a5d 0x0071f25d 4   5    .data   ascii   iYN.
8598  0x00059a85 0x0071f285 4   5    .data   ascii   pqw<
8599  0x00059a95 0x0071f295 7   9    .data   utf8    S\fZrr+<
8600  0x00059aa3 0x0071f2a3 5   7    .data   utf8    ߓ=\t79 blocks=NKo,Basic Latin
8601  0x00059ae5 0x0071f2e5 4   5    .data   ascii   Hau7
8602  0x00059b2b 0x0071f32b 6   7    .data   ascii   ?I]#S&
8603  0x00059b6d 0x0071f36d 4   6    .data   utf8    UzӀp blocks=Basic Latin,Cyrillic
8604  0x00059bb4 0x0071f3b4 4   6    .data   utf8    q\ϸ5 blocks=Basic Latin,Greek and Coptic
8605  0x00059cf2 0x0071f4f2 4   6    .data   utf8    6דa) blocks=Basic Latin,Hebrew
8606  0x00059d0c 0x0071f50c 4   5    .data   ascii   6~A{
8607  0x00059d22 0x0071f522 4   5    .data   ascii   'n*i
8608  0x00059d2c 0x0071f52c 4   5    .data   ascii   \b&!o
8609  0x00059d36 0x0071f536 8   10   .data   utf8    #\aǝvttI; blocks=Basic Latin,Latin Extended-B
8610  0x00059d92 0x0071f592 7   8    .data   ascii   \avepGY0
8611  0x00059d9e 0x0071f59e 4   5    .data   ascii   2_/8
8612  0x00059e19 0x0071f619 4   5    .data   ascii   ^!@v
8613  0x00059e66 0x0071f666 6   7    .data   ascii   ?|\n\a"s
8614  0x00059e80 0x0071f680 4   5    .data   ascii   R|HD
8615  0x00059eb1 0x0071f6b1 5   6    .data   ascii   6`^$d
8616  0x00059eff 0x0071f6ff 4   5    .data   ascii   yYhv
8617  0x00059f0f 0x0071f70f 4   5    .data   ascii   1X_A
8618  0x00059f14 0x0071f714 5   6    .data   ascii   :\v4\a`
8619  0x00059f3d 0x0071f73d 5   6    .data   ascii   %+]R\n
8620  0x00059f9d 0x0071f79d 4   5    .data   ascii   ,\fJa
8621  0x00059fab 0x0071f7ab 5   8    .data   utf8    ;*o%怀 blocks=Basic Latin,CJK Unified Ideographs
8622  0x0005a065 0x0071f865 4   5    .data   ascii   Bq\ru
8623  0x0005a0a5 0x0071f8a5 4   5    .data   ascii   XbUG
8624  0x0005a0b8 0x0071f8b8 4   5    .data   ascii   @s+?
8625  0x0005a20a 0x0071fa0a 5   6    .data   ascii   \nj\rNs
8626  0x0005a228 0x0071fa28 4   5    .data   ascii   \a6.\
8627  0x0005a261 0x0071fa61 4   6    .data   utf8    'ݟ+a blocks=Basic Latin,Arabic Supplement
8628  0x0005a267 0x0071fa67 4   5    .data   ascii   \e0Q,
8629  0x0005a27d 0x0071fa7d 4   5    .data   ascii   I'g[
8630  0x0005a2bc 0x0071fabc 6   8    .data   utf8    O˷g\afU blocks=Basic Latin,Spacing Modifier Letters
8631  0x0005a2e6 0x0071fae6 6   7    .data   ascii   ucH;1B
8632  0x0005a33d 0x0071fb3d 4   5    .data   ascii   \b6$\n
8633  0x0005a355 0x0071fb55 4   5    .data   ascii   ?P,W
8634  0x0005a373 0x0071fb73 5   6    .data   ascii   bp\vA
8635  0x0005a37a 0x0071fb7a 4   5    .data   ascii   \a/*9
8636  0x0005a3b0 0x0071fbb0 4   5    .data   ascii   'pO(
8637  0x0005a3b8 0x0071fbb8 6   9    .data   utf8    н2LY&Ѻ blocks=Cyrillic,Basic Latin
8638  0x0005a3c6 0x0071fbc6 4   5    .data   ascii   +,\fT
8639  0x0005a40b 0x0071fc0b 5   7    .data   utf8    ~hދ's blocks=Basic Latin,Thaana
8640  0x0005a482 0x0071fc82 9   10   .data   ascii   8g=C\b,;LQ
8641  0x0005a496 0x0071fc96 5   6    .data   ascii   ;L;Gg
8642  0x0005a4ad 0x0071fcad 4   6    .data   utf8    BǴ76 blocks=Basic Latin,Latin Extended-B
8643  0x0005a4f3 0x0071fcf3 5   7    .data   utf8    T%՚$W blocks=Basic Latin,Armenian
8644  0x0005a506 0x0071fd06 5   7    .data   utf8    ZZ+\nЃ blocks=Basic Latin,Cyrillic
8645  0x0005a51f 0x0071fd1f 6   7    .data   ascii   \z_V\f^
8646  0x0005a526 0x0071fd26 6   7    .data   ascii   !I~iY~
8647  0x0005a601 0x0071fe01 4   5    .data   ascii   8Ot$
8648  0x0005a63c 0x0071fe3c 4   5    .data   ascii   1^\a9
8649  0x0005a641 0x0071fe41 4   5    .data   ascii   vIAP
8650  0x0005a6a8 0x0071fea8 4   5    .data   ascii   _faT
8651  0x0005a6c7 0x0071fec7 4   5    .data   ascii   ;\ah`
8652  0x0005a6eb 0x0071feeb 5   7    .data   utf8    lw|3ź blocks=Basic Latin,Latin Extended-A
8653  0x0005a743 0x0071ff43 4   5    .data   ascii   m8("
8654  0x0005a775 0x0071ff75 4   6    .data   utf8    ıD\tf blocks=Latin Extended-A,Basic Latin
8655  0x0005a783 0x0071ff83 4   6    .data   utf8    ˑ8=d blocks=Spacing Modifier Letters,Basic Latin
8656  0x0005a78b 0x0071ff8b 4   7    .data   utf8    !케EC blocks=Basic Latin,Hangul Syllables
8657  0x0005a79d 0x0071ff9d 5   6    .data   ascii   \e@\9=
8658  0x0005a7bd 0x0071ffbd 4   6    .data   utf8    9Mݭp blocks=Basic Latin,Arabic Supplement
8659  0x0005a7e6 0x0071ffe6 5   6    .data   ascii   "IDay
8660  0x0005a80c 0x0072000c 5   7    .data   utf8    S\rӈT\f blocks=Basic Latin,Cyrillic
8661  0x0005aa14 0x00720214 5   6    .data   ascii   W5oQ'
8662  0x0005aa58 0x00720258 7   8    .data   ascii   z]Wx:!)
8663  0x0005aac9 0x007202c9 4   5    .data   ascii   oCPJ
8664  0x0005ab64 0x00720364 6   7    .data   ascii   x%lR|d
8665  0x0005ab6e 0x0072036e 4   5    .data   ascii   7E&/
8666  0x0005ab8b 0x0072038b 4   6    .data   utf8    XKՏZ blocks=Basic Latin,Armenian
8667  0x0005abbf 0x007203bf 4   8    .data   utf8    ί\t讚> blocks=Greek and Coptic,Basic Latin,CJK Unified Ideographs
8668  0x0005abf2 0x007203f2 5   6    .data   ascii   \b&\a$\t
8669  0x0005ac53 0x00720453 4   7    .data   utf8    !س`֭ blocks=Basic Latin,Arabic,Hebrew
8670  0x0005ac83 0x00720483 4   5    .data   ascii   <0Mp
8671  0x0005ace1 0x007204e1 5   7    .data   utf8    :3Т+8 blocks=Basic Latin,Cyrillic
8672  0x0005ad02 0x00720502 5   7    .data   utf8    @.kPц blocks=Basic Latin,Cyrillic
8673  0x0005ad1b 0x0072051b 4   5    .data   ascii   ,X{z
8674  0x0005ad3a 0x0072053a 4   5    .data   ascii   `9mW
8675  0x0005ad3f 0x0072053f 4   5    .data   ascii   ~a*F
8676  0x0005ad57 0x00720557 5   6    .data   ascii   s(wW>
8677  0x0005ada0 0x007205a0 4   5    .data   ascii   8K8(
8678  0x0005aecc 0x007206cc 4   5    .data   ascii   "VU\f
8679  0x0005aed5 0x007206d5 4   5    .data   ascii   _6.^
8680  0x0005aee0 0x007206e0 7   8    .data   ascii   d\fo~?>?
8681  0x0005af00 0x00720700 5   6    .data   ascii   V),T\f
8682  0x0005af1b 0x0072071b 5   6    .data   ascii   T6HAp
8683  0x0005af26 0x00720726 4   5    .data   ascii   #f$k
8684  0x0005af8a 0x0072078a 4   6    .data   utf8    Qи\n> blocks=Basic Latin,Cyrillic
8685  0x0005afed 0x007207ed 6   7    .data   ascii   0y<SxD
8686  0x0005b022 0x00720822 5   6    .data   ascii   QOz'`
8687  0x0005b03c 0x0072083c 5   7    .data   utf8    AQަaz blocks=Basic Latin,Thaana
8688  0x0005b05f 0x0072085f 4   6    .data   utf8    7~kҀ blocks=Basic Latin,Cyrillic
8689  0x0005b0ad 0x007208ad 5   6    .data   ascii   B#gF~
8690  0x0005b0f4 0x007208f4 6   7    .data   ascii   (\vQ\a8u
8691  0x0005b18c 0x0072098c 4   6    .data   utf8     \f^' blocks=Latin-1 Supplement,Basic Latin
8692  0x0005b200 0x00720a00 6   7    .data   ascii   Ft|w 3
8693  0x0005b217 0x00720a17 4   6    .data   utf8    [g3A
8694  0x0005b265 0x00720a65 4   5    .data   ascii   ;rY\a
8695  0x0005b26d 0x00720a6d 4   6    .data   utf8    Жy|L blocks=Cyrillic,Basic Latin
8696  0x0005b279 0x00720a79 5   6    .data   ascii   ~?u(\a
8697  0x0005b2b2 0x00720ab2 4   7    .data   utf8    \vI"ڡ blocks=Basic Latin,Arabic
8698  0x0005b2d1 0x00720ad1 7   9    .data   utf8    w#ٵc5m' blocks=Basic Latin,Arabic
8699  0x0005b2df 0x00720adf 4   5    .data   ascii   G*\n}
8700  0x0005b310 0x00720b10 4   5    .data   ascii   &m\r
8701  0x0005b327 0x00720b27 5   6    .data   ascii   }2XLG
8702  0x0005b335 0x00720b35 5   7    .data   utf8    O0:\tȸ blocks=Basic Latin,Latin Extended-B
8703  0x0005b397 0x00720b97 6   9    .data   utf8    ¹-uB\aƴ blocks=Latin-1 Supplement,Basic Latin,Latin Extended-B
8704  0x0005b3d3 0x00720bd3 5   6    .data   ascii   E$ZHo
8705  0x0005b3f8 0x00720bf8 4   5    .data   ascii   N}qI
8706  0x0005b41e 0x00720c1e 9   10   .data   ascii   MOS@;E]x_
8707  0x0005b468 0x00720c68 4   5    .data   ascii   YNv\b
8708  0x0005b520 0x00720d20 4   5    .data   ascii   )+];
8709  0x0005b53b 0x00720d3b 4   5    .data   ascii   =p<Y
8710  0x0005b5d0 0x00720dd0 4   6    .data   utf8    Z۴Y8 blocks=Basic Latin,Arabic
8711  0x0005b669 0x00720e69 4   5    .data   ascii   PoqR
8712  0x0005b68c 0x00720e8c 4   5    .data   ascii   ='`6
8713  0x0005b69d 0x00720e9d 5   7    .data   utf8    M_Rð~ blocks=Basic Latin,Latin-1 Supplement
8714  0x0005b6a6 0x00720ea6 4   5    .data   ascii   `ld%
8715  0x0005b76e 0x00720f6e 4   5    .data   ascii   n_gf
8716  0x0005b827 0x00721027 6   7    .data   ascii   &6e'\n,
