[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a7 0x000000a7 5   6            ascii   ~2#n~
2    0x000000af 0x000000af 5   6            ascii   ~2#i~
3    0x000000b7 0x000000b7 7   8            ascii   ~2#{~-q
4    0x000000bf 0x000000bf 7   8            ascii   ~Rich,q
5    0x000001d8 0x000001d8 5   6            ascii   .text
6    0x000001ff 0x000001ff 7   8            ascii   `.rdata
7    0x00000227 0x00000227 6   7            ascii   @.data
8    0x00000250 0x00000250 5   6            ascii   .rsrc
9    0x00000277 0x00000277 6   7            ascii   @.text
3728 0x0003a24a 0x0043e24a 8   11   .rsrc   utf8    :vܨT{qVw blocks=Basic Latin,Syriac
3729 0x0003a260 0x0043e260 6   8    .rsrc   utf8    2Iaa_|
3730 0x0003a2a1 0x0043e2a1 11  13   .rsrc   utf8    ـc8Cf!#[wiz blocks=Arabic,Basic Latin
3731 0x0003a2da 0x0043e2da 5   6    .rsrc   ascii   nrb8L
3732 0x0003a31e 0x0043e31e 4   6    .rsrc   utf8    ñ\t\tP blocks=Latin-1 Supplement,Basic Latin
3733 0x0003a395 0x0043e395 6   9    .rsrc   utf8    9yϹkŪZ blocks=Basic Latin,Greek and Coptic,Latin Extended-A
3734 0x0003a409 0x0043e409 5   6    .rsrc   ascii   G*+oM
3735 0x0003a413 0x0043e413 5   7    .rsrc   utf8    cEfYО blocks=Basic Latin,Cyrillic
3736 0x0003a41f 0x0043e41f 4   5    .rsrc   ascii   `G+}
3737 0x0003a424 0x0043e424 5   6    .rsrc   ascii   'Y5~Q
3738 0x0003a4e0 0x0043e4e0 7   10   .rsrc   utf8    _pۧ%q{I blocks=Basic Latin,Arabic
3739 0x0003a50b 0x0043e50b 4   6    .rsrc   utf8    olΎ4 blocks=Basic Latin,Greek and Coptic
3740 0x0003a535 0x0043e535 4   5    .rsrc   ascii   "6|@
3741 0x0003a53b 0x0043e53b 4   5    .rsrc   ascii   +@]c
3742 0x0003a559 0x0043e559 4   5    .rsrc   ascii   Nb9%
3743 0x0003a56a 0x0043e56a 4   5    .rsrc   ascii    o P
3744 0x0003a56f 0x0043e56f 5   6    .rsrc   ascii   4V\k'
3745 0x0003a59b 0x0043e59b 4   5    .rsrc   ascii   85X\r
3746 0x0003a5d3 0x0043e5d3 4   5    .rsrc   ascii   lWI6
3747 0x0003a5ee 0x0043e5ee 4   5    .rsrc   ascii   =\exD
3748 0x0003a66f 0x0043e66f 4   5    .rsrc   ascii   TUFg
3749 0x0003a696 0x0043e696 4   5    .rsrc   ascii   (5 &
3750 0x0003a6af 0x0043e6af 4   6    .rsrc   utf8    ]ixt
3751 0x0003a6e8 0x0043e6e8 6   7    .rsrc   ascii   o3R[rU
3752 0x0003a704 0x0043e704 5   6    .rsrc   ascii   &$RZm
3753 0x0003a75c 0x0043e75c 5   7    .rsrc   utf8    #$<Ha
3754 0x0003a76b 0x0043e76b 5   6    .rsrc   ascii   [Ar%G
3755 0x0003a778 0x0043e778 4   5    .rsrc   ascii   =Bd\a
3756 0x0003a7a5 0x0043e7a5 4   5    .rsrc   ascii   reB\f
3757 0x0003a7b1 0x0043e7b1 5   6    .rsrc   ascii   ]\vZC}
3758 0x0003a80e 0x0043e80e 4   5    .rsrc   ascii   Ki7_
3759 0x0003a83d 0x0043e83d 4   5    .rsrc   ascii   lWPp
3760 0x0003a842 0x0043e842 4   6    .rsrc   utf8    Si\vÅ blocks=Basic Latin,Latin-1 Supplement
3761 0x0003a8b7 0x0043e8b7 5   6    .rsrc   ascii   09<(A
3762 0x0003a8c2 0x0043e8c2 4   5    .rsrc   ascii   0(GP
3763 0x0003a8f6 0x0043e8f6 4   5    .rsrc   ascii   X\b?6
3764 0x0003a90a 0x0043e90a 6   7    .rsrc   ascii   h"[acW
3765 0x0003a943 0x0043e943 4   5    .rsrc   ascii   zI\vE
3766 0x0003a94d 0x0043e94d 4   6    .rsrc   utf8    ̂ah3 blocks=Combining Diacritical Marks,Basic Latin
3767 0x0003a95e 0x0043e95e 4   6    .rsrc   utf8    5}ϩ$ blocks=Basic Latin,Greek and Coptic
3768 0x0003a9ff 0x0043e9ff 11  13   .rsrc   utf8    I>.ʕm8t\b`"a blocks=Basic Latin,IPA Extensions
3769 0x0003aa3d 0x0043ea3d 5   8    .rsrc   utf8    皜OG\fh blocks=CJK Unified Ideographs,Basic Latin
3770 0x0003aa67 0x0043ea67 4   5    .rsrc   ascii   C{F{
3771 0x0003aa6c 0x0043ea6c 5   7    .rsrc   utf8    H\rȢ\v2 blocks=Basic Latin,Latin Extended-B
3772 0x0003aac0 0x0043eac0 5   6    .rsrc   ascii   E&x^K
3773 0x0003ab15 0x0043eb15 7   8    .rsrc   ascii   rp=w@R]
3774 0x0003ab1f 0x0043eb1f 4   5    .rsrc   ascii   3NC\e
3775 0x0003ab7f 0x0043eb7f 4   5    .rsrc   ascii   AP2r
3776 0x0003ab8a 0x0043eb8a 4   5    .rsrc   ascii   lB\b
3777 0x0003ab96 0x0043eb96 4   5    .rsrc   ascii   g:JO
3778 0x0003ac03 0x0043ec03 7   9    .rsrc   utf8    ڜ!9 v)P blocks=Arabic,Basic Latin
3779 0x0003ac1b 0x0043ec1b 4   5    .rsrc   ascii   b9I\t
3780 0x0003ac26 0x0043ec26 6   7    .rsrc   ascii   Q=E\f"4
3781 0x0003acba 0x0043ecba 4   5    .rsrc   ascii   SM=(
3782 0x0003acfd 0x0043ecfd 4   5    .rsrc   ascii   !E4q
3783 0x0003ad25 0x0043ed25 6   7    .rsrc   ascii    ~\25i
3784 0x0003ad35 0x0043ed35 6   7    .rsrc   ascii   P7soc5
3785 0x0003ad70 0x0043ed70 4   6    .rsrc   utf8    2"LŬ blocks=Basic Latin,Latin Extended-A
3786 0x0003ad98 0x0043ed98 5   6    .rsrc   ascii   ?\v*R1
3787 0x0003ae06 0x0043ee06 4   5    .rsrc   ascii   A@]9
3788 0x0003ae0d 0x0043ee0d 5   6    .rsrc   ascii   NDd?\t
3789 0x0003ae3c 0x0043ee3c 6   7    .rsrc   ascii   ]-\eECT
3790 0x0003ae56 0x0043ee56 4   5    .rsrc   ascii   i5(P
3791 0x0003aea3 0x0043eea3 6   7    .rsrc   ascii   tw)Ui\e
3792 0x0003aeba 0x0043eeba 7   10   .rsrc   utf8    щkK^ý8h blocks=Cyrillic,Basic Latin,Latin-1 Supplement
3793 0x0003af38 0x0043ef38 4   5    .rsrc   ascii   _~Sf
3794 0x0003af3e 0x0043ef3e 5   7    .rsrc   utf8    źx!_N blocks=Latin Extended-A,Basic Latin
3795 0x0003af8d 0x0043ef8d 7   8    .rsrc   ascii   `\vt^4)}
3796 0x0003afd4 0x0043efd4 4   5    .rsrc   ascii   cI;\
3797 0x0003afd9 0x0043efd9 4   5    .rsrc   ascii   FK'V
3798 0x0003aff0 0x0043eff0 4   5    .rsrc   ascii   ^jC\e
3799 0x0003aff5 0x0043eff5 5   8    .rsrc   utf8    ٺNϜ\f? blocks=Arabic,Basic Latin,Greek and Coptic
3800 0x0003b013 0x0043f013 6   8    .rsrc   utf8    ߀3Oi2i blocks=NKo,Basic Latin
3801 0x0003b022 0x0043f022 5   6    .rsrc   ascii   +'Zr\t
3802 0x0003b02e 0x0043f02e 7   8    .rsrc   ascii   Ine252[
3803 0x0003b04b 0x0043f04b 4   5    .rsrc   ascii   c\f0 
3804 0x0003b053 0x0043f053 5   6    .rsrc   ascii   LLFp\v
3805 0x0003b08b 0x0043f08b 4   5    .rsrc   ascii   {(6~
3806 0x0003b0fa 0x0043f0fa 4   7    .rsrc   utf8    #I霺` blocks=Basic Latin,CJK Unified Ideographs
3807 0x0003b127 0x0043f127 4   7    .rsrc   utf8    RС>l blocks=Basic Latin,Cyrillic
3808 0x0003b14c 0x0043f14c 4   6    .rsrc   utf8    1<ہ^ blocks=Basic Latin,Arabic
3809 0x0003b15f 0x0043f15f 4   5    .rsrc   ascii   .Y\,
3810 0x0003b170 0x0043f170 4   7    .rsrc   utf8    Ґ(ȼ: blocks=Cyrillic,Basic Latin,Latin Extended-B
3811 0x0003b17e 0x0043f17e 4   6    .rsrc   utf8    |Rݽ5 blocks=Basic Latin,Arabic Supplement
3812 0x0003b1c0 0x0043f1c0 4   6    .rsrc   utf8    J-oہ blocks=Basic Latin,Arabic
3813 0x0003b230 0x0043f230 4   5    .rsrc   ascii   jMw8
3814 0x0003b23b 0x0043f23b 5   6    .rsrc   ascii   hq}B7
3815 0x0003b2b3 0x0043f2b3 6   7    .rsrc   ascii   \n-1cSh
3816 0x0003b2d2 0x0043f2d2 4   6    .rsrc   utf8    |ʍSP blocks=Basic Latin,IPA Extensions
3817 0x0003b2fe 0x0043f2fe 4   5    .rsrc   ascii   SvT*
3818 0x0003b32b 0x0043f32b 6   9    .rsrc   utf8    \b[F\v`(
3819 0x0003b33b 0x0043f33b 5   7    .rsrc   utf8    uԻ\ts9 blocks=Basic Latin,Armenian
3820 0x0003b3e2 0x0043f3e2 5   6    .rsrc   ascii   9s-xG
3821 0x0003b49f 0x0043f49f 5   8    .rsrc   utf8    jt<쬀\t blocks=Basic Latin,Hangul Syllables
3822 0x0003b4c1 0x0043f4c1 4   5    .rsrc   ascii   50QR
3823 0x0003b4df 0x0043f4df 5   6    .rsrc   ascii   \fQAk|
3824 0x0003b517 0x0043f517 6   8    .rsrc   utf8    }G\a'yI
3825 0x0003b589 0x0043f589 5   7    .rsrc   utf8    ٖ\t~|k blocks=Arabic,Basic Latin
3826 0x0003b5c1 0x0043f5c1 4   5    .rsrc   ascii   ('~m
3827 0x0003b61d 0x0043f61d 4   5    .rsrc   ascii   cwTA
3828 0x0003b62e 0x0043f62e 4   5    .rsrc   ascii   J7_3
3829 0x0003b6ad 0x0043f6ad 4   5    .rsrc   ascii   eh=W
3830 0x0003b6fc 0x0043f6fc 7   9    .rsrc   utf8    _a^\nڭAA blocks=Basic Latin,Arabic
3831 0x0003b781 0x0043f781 6   7    .rsrc   ascii   )c\bK{y
3832 0x0003b797 0x0043f797 4   6    .rsrc   utf8    "\bϊS blocks=Basic Latin,Greek and Coptic
3833 0x0003b7bb 0x0043f7bb 4   5    .rsrc   ascii   8;][
3834 0x0003b7db 0x0043f7db 4   7    .rsrc   utf8    ^ҏ(ߜ blocks=Basic Latin,Cyrillic,NKo
3835 0x0003b808 0x0043f808 4   6    .rsrc   utf8    \vڲj# blocks=Basic Latin,Arabic
3836 0x0003b872 0x0043f872 4   5    .rsrc   ascii   \vR@.
3837 0x0003b8ac 0x0043f8ac 5   6    .rsrc   ascii   s[GPx
3838 0x0003b8dc 0x0043f8dc 6   7    .rsrc   ascii   34G.(*
3839 0x0003b8e3 0x0043f8e3 4   5    .rsrc   ascii   zhe>
3840 0x0003b93a 0x0043f93a 5   6    .rsrc   ascii   $\r2"6
3841 0x0003b96f 0x0043f96f 4   5    .rsrc   ascii   _6Zn
3842 0x0003b9b9 0x0043f9b9 4   6    .rsrc   utf8    8u4ӳ blocks=Basic Latin,Cyrillic
3843 0x0003ba43 0x0043fa43 8   10   .rsrc   utf8    V%1RneҶy blocks=Basic Latin,Cyrillic
3844 0x0003ba6c 0x0043fa6c 5   6    .rsrc   ascii   PA8RT
3845 0x0003ba75 0x0043fa75 7   8    .rsrc   ascii   3S8@rB,
3846 0x0003ba9e 0x0043fa9e 4   5    .rsrc   ascii   a_./
3847 0x0003baa6 0x0043faa6 7   9    .rsrc   utf8    #\tC=*,ّ blocks=Basic Latin,Arabic
3848 0x0003bab1 0x0043fab1 4   5    .rsrc   ascii   k8/_
3849 0x0003bac1 0x0043fac1 4   5    .rsrc   ascii   R$Fd
3850 0x0003bae5 0x0043fae5 4   5    .rsrc   ascii   G":k
3851 0x0003bb05 0x0043fb05 5   6    .rsrc   ascii   xHWL0
3852 0x0003bb3e 0x0043fb3e 4   5    .rsrc   ascii   l(#V
3853 0x0003bbf7 0x0043fbf7 5   6    .rsrc   ascii   *Z$'k
3854 0x0003bc66 0x0043fc66 5   7    .rsrc   utf8    ؙ0khI blocks=Arabic,Basic Latin
3855 0x0003bd35 0x0043fd35 4   5    .rsrc   ascii   2\nq`
3856 0x0003bd45 0x0043fd45 4   5    .rsrc   ascii   T\r7.
3857 0x0003bd68 0x0043fd68 5   7    .rsrc   utf8    R7Ŭ_' blocks=Basic Latin,Latin Extended-A
3858 0x0003bd71 0x0043fd71 4   5    .rsrc   ascii   e6\l
3859 0x0003bd76 0x0043fd76 4   5    .rsrc   ascii   [WE7
3860 0x0003bd91 0x0043fd91 4   5    .rsrc   ascii   \nl'o
3861 0x0003bdd9 0x0043fdd9 4   5    .rsrc   ascii   b`V>
3862 0x0003be18 0x0043fe18 4   5    .rsrc   ascii   CD/0
3863 0x0003be2a 0x0043fe2a 4   5    .rsrc   ascii   UhX.
3864 0x0003be40 0x0043fe40 6   7    .rsrc   ascii   ih.[p'
3865 0x0003bef1 0x0043fef1 4   5    .rsrc   ascii   wSnS
3866 0x0003bf0d 0x0043ff0d 5   6    .rsrc   ascii   cL1)4
3867 0x0003bf26 0x0043ff26 4   6    .rsrc   utf8    m>)ݫ blocks=Basic Latin,Arabic Supplement
3868 0x0003bf5a 0x0043ff5a 4   6    .rsrc   utf8    sҨv@ blocks=Basic Latin,Cyrillic
3869 0x0003c011 0x00440011 4   6    .rsrc   utf8    %Lsؖ blocks=Basic Latin,Arabic
3870 0x0003c05d 0x0044005d 4   5    .rsrc   ascii   3tEY
3871 0x0003c0fb 0x004400fb 4   5    .rsrc   ascii   #\t/\v
3872 0x0003c10b 0x0044010b 4   5    .rsrc   ascii   -%\\t
3873 0x0003c18b 0x0044018b 4   5    .rsrc   ascii   a!%7
3874 0x0003c1b8 0x004401b8 4   5    .rsrc   ascii   t)4[
3875 0x0003c1c5 0x004401c5 4   5    .rsrc   ascii   6wnc
3876 0x0003c213 0x00440213 4   5    .rsrc   ascii   k+F4
3877 0x0003c219 0x00440219 4   5    .rsrc   ascii   d\a\{
3878 0x0003c22d 0x0044022d 9   11   .rsrc   utf8    pt7>(gד\eH blocks=Basic Latin,Hebrew
3879 0x0003c25b 0x0044025b 5   6    .rsrc   ascii   ~'g&J
3880 0x0003c2ce 0x004402ce 4   5    .rsrc   ascii   #G i
3881 0x0003c30c 0x0044030c 5   6    .rsrc   ascii   `ft[5
3882 0x0003c31b 0x0044031b 4   5    .rsrc   ascii   >l+!
3883 0x0003c358 0x00440358 4   5    .rsrc   ascii   jO/g
3884 0x0003c38d 0x0044038d 4   5    .rsrc   ascii   iNV(
3885 0x0003c394 0x00440394 4   5    .rsrc   ascii   /sP 
3886 0x0003c3b2 0x004403b2 4   5    .rsrc   ascii   0]\U
3887 0x0003c403 0x00440403 10  13   .rsrc   utf8    i߰ݪsG:OZ-4 blocks=Basic Latin,NKo,Arabic Supplement
3888 0x0003c41f 0x0044041f 4   5    .rsrc   ascii   [J\V
3889 0x0003c441 0x00440441 4   5    .rsrc   ascii   E.ml
3890 0x0003c446 0x00440446 4   5    .rsrc   ascii   SfEq
3891 0x0003c4a4 0x004404a4 5   6    .rsrc   ascii   _eM7R
3892 0x0003c4ce 0x004404ce 5   6    .rsrc   ascii   fGP$n
3893 0x0003c4d4 0x004404d4 8   9    .rsrc   ascii   {B>Wk}3;
3894 0x0003c51d 0x0044051d 4   5    .rsrc   ascii   ?=v3
3895 0x0003c53b 0x0044053b 4   6    .rsrc   utf8    Rbٟ2 blocks=Basic Latin,Arabic
3896 0x0003c569 0x00440569 5   6    .rsrc   ascii   \f72a0
3897 0x0003c58e 0x0044058e 4   8    .rsrc   utf8    3\r2G
3898 0x0003c627 0x00440627 5   6    .rsrc   ascii   }fL{g
3899 0x0003c62d 0x0044062d 4   5    .rsrc   ascii   @Liz
3900 0x0003c636 0x00440636 4   5    .rsrc   ascii   awz}
3901 0x0003c64e 0x0044064e 4   5    .rsrc   ascii   Nm}6
3902 0x0003c679 0x00440679 4   7    .rsrc   utf8    /OG휦 blocks=Basic Latin,Hangul Syllables
3903 0x0003c6a2 0x004406a2 7   8    .rsrc   ascii   h`R\fx"d
3904 0x0003c6d0 0x004406d0 6   8    .rsrc   utf8    =?LNÝb blocks=Basic Latin,Latin-1 Supplement
3905 0x0003c6db 0x004406db 4   5    .rsrc   ascii   Q\reW
3906 0x0003c733 0x00440733 4   6    .rsrc   utf8    F0~Ź blocks=Basic Latin,Latin Extended-A
3907 0x0003c739 0x00440739 4   5    .rsrc   ascii   Q\v3;
3908 0x0003c778 0x00440778 4   6    .rsrc   utf8    GJ}֫ blocks=Basic Latin,Hebrew
3909 0x0003c78e 0x0044078e 4   5    .rsrc   ascii   5h]j
3910 0x0003c873 0x00440873 4   5    .rsrc   ascii   BoRR
3911 0x0003c8b9 0x004408b9 4   5    .rsrc   ascii   mi/B
3912 0x0003c908 0x00440908 5   6    .rsrc   ascii   bo*A"
3913 0x0003c91f 0x0044091f 4   5    .rsrc   ascii   vpqE
3914 0x0003c991 0x00440991 5   6    .rsrc   ascii   j/Wkl
3915 0x0003c9ab 0x004409ab 5   6    .rsrc   ascii   w+NDj
3916 0x0003c9d2 0x004409d2 4   6    .rsrc   utf8    "oڨH blocks=Basic Latin,Arabic
3917 0x0003ca2f 0x00440a2f 5   7    .rsrc   utf8    ;ćLz  blocks=Basic Latin,Latin Extended-A
3918 0x0003ca36 0x00440a36 4   5    .rsrc   ascii   I|mu
3919 0x0003ca45 0x00440a45 7   8    .rsrc   ascii   X}!`+Uv
3920 0x0003ca5e 0x00440a5e 4   5    .rsrc   ascii   nT\^
3921 0x0003ca9f 0x00440a9f 6   7    .rsrc   ascii   G9A2@2
3922 0x0003caaa 0x00440aaa 5   6    .rsrc   ascii   _?Kfm
3923 0x0003cada 0x00440ada 5   7    .rsrc   utf8    _1LƆE blocks=Basic Latin,Latin Extended-B
3924 0x0003caf0 0x00440af0 7   8    .rsrc   ascii   ZEpQy\bE
3925 0x0003cb10 0x00440b10 5   6    .rsrc   ascii   HzuVP
3926 0x0003cb5c 0x00440b5c 7   8    .rsrc   ascii   6UkriNO
3927 0x0003cc78 0x00440c78 4   6    .rsrc   utf8    [XȎ] blocks=Basic Latin,Latin Extended-B
3928 0x0003cc86 0x00440c86 4   5    .rsrc   ascii   "VtE
3929 0x0003cc98 0x00440c98 4   5    .rsrc   ascii   :x=d
3930 0x0003ccb2 0x00440cb2 4   5    .rsrc   ascii   a-\aQ
3931 0x0003cdb1 0x00440db1 4   6    .rsrc   utf8    qM:ș blocks=Basic Latin,Latin Extended-B
3932 0x0003cdf2 0x00440df2 5   6    .rsrc   ascii    ,rq0
3933 0x0003cdff 0x00440dff 4   5    .rsrc   ascii   &8kF
3934 0x0003ce0e 0x00440e0e 5   6    .rsrc   ascii   69u+Z
3935 0x0003ce21 0x00440e21 4   5    .rsrc   ascii   wB7/
3936 0x0003ce66 0x00440e66 6   7    .rsrc   ascii   1\<\fm\v
3937 0x0003ce84 0x00440e84 4   6    .rsrc   utf8    ,!¾U blocks=Basic Latin,Latin-1 Supplement
3938 0x0003ce97 0x00440e97 4   5    .rsrc   ascii   _X +
3939 0x0003ceb7 0x00440eb7 5   6    .rsrc   ascii   p :-2
3940 0x0003cecd 0x00440ecd 4   5    .rsrc   ascii   1L\n&
3941 0x0003cf11 0x00440f11 4   5    .rsrc   ascii   .m4:
3942 0x0003cf2a 0x00440f2a 4   5    .rsrc   ascii   *,5b
3943 0x0003cf94 0x00440f94 5   7    .rsrc   utf8    \t:#ϧK blocks=Basic Latin,Greek and Coptic
3944 0x0003cfd6 0x00440fd6 4   5    .rsrc   ascii   @2T4
3945 0x0003cfdb 0x00440fdb 4   6    .rsrc   utf8    F"Ȋ, blocks=Basic Latin,Latin Extended-B
3946 0x0003d02d 0x0044102d 4   6    .rsrc   utf8    8=7֚ blocks=Basic Latin,Hebrew
3947 0x0003d03b 0x0044103b 5   7    .rsrc   utf8    GLزs( blocks=Basic Latin,Arabic
3948 0x0003d0af 0x004410af 4   5    .rsrc   ascii   D;C'
3949 0x0003d0c9 0x004410c9 4   5    .rsrc   ascii   e\r\eJ
3950 0x0003d0ee 0x004410ee 4   5    .rsrc   ascii   EtO{
3951 0x0003d0fd 0x004410fd 4   6    .rsrc   utf8    ߴsrv blocks=NKo,Basic Latin
3952 0x0003d15f 0x0044115f 6   8    .rsrc   utf8    q܅:,9( blocks=Basic Latin,Syriac
3953 0x0003d17f 0x0044117f 4   5    .rsrc   ascii   [Nzg
3954 0x0003d1ae 0x004411ae 4   5    .rsrc   ascii   Wm_\v
3955 0x0003d1c4 0x004411c4 5   6    .rsrc   ascii   &{dVC
3956 0x0003d1de 0x004411de 5   6    .rsrc   ascii   \?g(V
3957 0x0003d24b 0x0044124b 5   6    .rsrc   ascii   Ux~D_
3958 0x0003d25f 0x0044125f 4   7    .rsrc   utf8    P(K츁 blocks=Basic Latin,Hangul Syllables
3959 0x0003d2da 0x004412da 4   5    .rsrc   ascii   f$/E
3960 0x0003d2e5 0x004412e5 4   5    .rsrc   ascii   ^y.5
3961 0x0003d2fc 0x004412fc 4   5    .rsrc   ascii   p?ey
3962 0x0003d307 0x00441307 4   5    .rsrc   ascii   6kCO
3963 0x0003d3d9 0x004413d9 4   5    .rsrc   ascii   |)\r%
3964 0x0003d432 0x00441432 4   5    .rsrc   ascii   \bS\e@
3965 0x0003d438 0x00441438 4   5    .rsrc   ascii   ?6&'
3966 0x0003d44c 0x0044144c 5   6    .rsrc   ascii   DSIIJ
3967 0x0003d476 0x00441476 6   7    .rsrc   ascii   v.nx\vg
3968 0x0003d48d 0x0044148d 6   7    .rsrc   ascii   z~5jpW
3969 0x0003d4be 0x004414be 4   5    .rsrc   ascii   IUF\f
3970 0x0003d4cb 0x004414cb 5   7    .rsrc   utf8    \elU߅  blocks=Basic Latin,NKo
3971 0x0003d51c 0x0044151c 4   5    .rsrc   ascii   #I^*
3972 0x0003d627 0x00441627 5   9    .rsrc   utf8    ca0ފǔ blocks=Basic Latin,Thaana,Latin Extended-B
3973 0x0003d669 0x00441669 4   5    .rsrc   ascii   W3!{
3974 0x0003d67c 0x0044167c 4   5    .rsrc   ascii   \eG,R
3975 0x0003d69a 0x0044169a 4   5    .rsrc   ascii   \et?w
3976 0x0003d723 0x00441723 4   6    .rsrc   utf8    \9[ݘ blocks=Basic Latin,Arabic Supplement
3977 0x0003d72f 0x0044172f 9   10   .rsrc   ascii   ZPll\nU)F`
3978 0x0003d80b 0x0044180b 4   6    .rsrc   utf8    aEݰ: blocks=Basic Latin,Arabic Supplement
3979 0x0003d836 0x00441836 4   5    .rsrc   ascii   juq8
3980 0x0003d857 0x00441857 4   5    .rsrc   ascii   \rkuF
3981 0x0003d8b5 0x004418b5 4   5    .rsrc   ascii   \e4#V
3982 0x0003d8ba 0x004418ba 5   6    .rsrc   ascii   K!:\~
3983 0x0003d8d9 0x004418d9 4   5    .rsrc   ascii   /pd5
3984 0x0003d8f2 0x004418f2 5   6    .rsrc   ascii   om]CY
3985 0x0003d962 0x00441962 5   6    .rsrc   ascii   0?UL\
3986 0x0003d988 0x00441988 4   5    .rsrc   ascii   }S'g
3987 0x0003d9a2 0x004419a2 5   7    .rsrc   utf8    ЖKzZ. blocks=Cyrillic,Basic Latin
3988 0x0003d9b1 0x004419b1 4   5    .rsrc   ascii   $V:s
3989 0x0003d9e2 0x004419e2 4   6    .rsrc   utf8    ֱfdJ blocks=Hebrew,Basic Latin
3990 0x0003da28 0x00441a28 6   7    .rsrc   ascii   Pg5hY)
3991 0x0003da4f 0x00441a4f 4   5    .rsrc   ascii   Z\a7g
3992 0x0003da6b 0x00441a6b 5   7    .rsrc   utf8    ҳh<T7 blocks=Cyrillic,Basic Latin
3993 0x0003dae3 0x00441ae3 4   6    .rsrc   utf8    Y\bؙ\t blocks=Basic Latin,Arabic
3994 0x0003db59 0x00441b59 6   7    .rsrc   ascii   ]LkE"&
3995 0x0003db97 0x00441b97 4   6    .rsrc   utf8    h\rɼ blocks=Basic Latin,IPA Extensions
3996 0x0003dbad 0x00441bad 4   6    .rsrc   utf8    SK¢q blocks=Basic Latin,Latin-1 Supplement
3997 0x0003dbd8 0x00441bd8 4   5    .rsrc   ascii   SfJ7
3998 0x0003dbf1 0x00441bf1 9   10   .rsrc   ascii   OixZ{s/b 
3999 0x0003dbfe 0x00441bfe 4   5    .rsrc   ascii   a\n*"
4000 0x0003dc03 0x00441c03 4   6    .rsrc   utf8    ǟtfq blocks=Latin Extended-B,Basic Latin
4001 0x0003dc28 0x00441c28 4   5    .rsrc   ascii   /3fT
4002 0x0003dcc2 0x00441cc2 6   7    .rsrc   ascii   aVk"H\a
4003 0x0003dcca 0x00441cca 9   10   .rsrc   ascii   ,qVSQk60a
4004 0x0003dcdf 0x00441cdf 4   5    .rsrc   ascii   \vCn\v
4005 0x0003dd0b 0x00441d0b 4   6    .rsrc   utf8    Uղ)R blocks=Basic Latin,Armenian
4006 0x0003dd5b 0x00441d5b 11  13   .rsrc   utf8    95aD\aз/'Pao blocks=Basic Latin,Cyrillic
4007 0x0003dd82 0x00441d82 4   5    .rsrc   ascii   KHTi
4008 0x0003dd98 0x00441d98 4   5    .rsrc   ascii   ak!m
4009 0x0003ddc7 0x00441dc7 4   5    .rsrc   ascii   x>^.
4010 0x0003de67 0x00441e67 6   7    .rsrc   ascii   vr'O-Q
4011 0x0003dea5 0x00441ea5 5   6    .rsrc   ascii   31X%\v
4012 0x0003def4 0x00441ef4 4   5    .rsrc   ascii   r\$\a
4013 0x0003df16 0x00441f16 4   6    .rsrc   utf8    n\r̋M blocks=Basic Latin,Combining Diacritical Marks
4014 0x0003df32 0x00441f32 4   6    .rsrc   utf8    \fjĉ| blocks=Basic Latin,Latin Extended-A
4015 0x0003df4c 0x00441f4c 5   6    .rsrc   ascii   R-(::
4016 0x0003df5b 0x00441f5b 5   6    .rsrc   ascii   B\rEz{
4017 0x0003df68 0x00441f68 7   9    .rsrc   utf8    BϠ4iYxC blocks=Basic Latin,Greek and Coptic
4018 0x0003df77 0x00441f77 4   5    .rsrc   ascii   \e=U/
4019 0x0003df82 0x00441f82 4   5    .rsrc   ascii   X=m.
4020 0x0003e00c 0x0044200c 6   7    .rsrc   ascii   X)$@!D
4021 0x0003e07a 0x0044207a 4   5    .rsrc   ascii   H:ej
4022 0x0003e081 0x00442081 4   5    .rsrc   ascii   rLX*
4023 0x0003e08e 0x0044208e 4   7    .rsrc   utf8    Lߨʹ` blocks=Basic Latin,NKo,Greek and Coptic
4024 0x0003e0dc 0x004420dc 5   7    .rsrc   utf8    TJ"·C blocks=Basic Latin,Greek and Coptic
4025 0x0003e0e5 0x004420e5 4   6    .rsrc   utf8    ґ@t\a blocks=Cyrillic,Basic Latin
4026 0x0003e106 0x00442106 6   7    .rsrc   ascii   \a\:~B-
4027 0x0003e111 0x00442111 4   5    .rsrc   ascii   ,l}d
4028 0x0003e18f 0x0044218f 8   9    .rsrc   ascii   :A0p@*|U
4029 0x0003e1c7 0x004421c7 4   5    .rsrc   ascii   \vQd[
4030 0x0003e1d9 0x004421d9 4   5    .rsrc   ascii   M32\t
4031 0x0003e210 0x00442210 5   7    .rsrc   utf8    O4ȻU. blocks=Basic Latin,Latin Extended-B
4032 0x0003e22d 0x0044222d 6   7    .rsrc   ascii   [Ze\ttR
4033 0x0003e24d 0x0044224d 4   5    .rsrc   ascii   \av[o
4034 0x0003e25f 0x0044225f 4   5    .rsrc   ascii   C,r!
4035 0x0003e29b 0x0044229b 8   10   .rsrc   utf8    1\b'۶w=AX blocks=Basic Latin,Arabic
4036 0x0003e2b7 0x004422b7 4   5    .rsrc   ascii   y)Gi
