[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
380   0x0000ab0d 0x0040b70d 4   5    .text   ascii   \br\r@
381   0x0000abbe 0x0040b7be 4   5    .text   ascii   \br\r@
382   0x0000ac05 0x0040b805 5   6    .text   ascii   ~\bOu\a
383   0x0000ac1d 0x0040b81d 4   5    .text   ascii   Y_^[
384   0x0000ae3c 0x0040ba3c 5   6    .text   ascii   t\vjPV
385   0x0000b055 0x0040bc55 4   5    .text   ascii   h\\aK
386   0x0000b15e 0x0040bd5e 6   9    .text   utf8    Ë}\b+ǉ} blocks=Latin-1 Supplement,Basic Latin,Latin Extended-B
387   0x0000b16e 0x0040bd6e 4   5    .text   ascii   w$9F
388   0x0000b1c3 0x0040bdc3 4   5    .text   ascii   \bSVW
389   0x0000b208 0x0040be08 4   5    .text   ascii   w\nhP
390   0x0000b21a 0x0040be1a 4   5    .text   ascii   v\nhP
391   0x0000b229 0x0040be29 4   5    .text   ascii   slQW
392   0x0000b2d6 0x0040bed6 4   5    .text   ascii   Y_^[
393   0x0000b339 0x0040bf39 4   6    .text   utf8    GʉM\f blocks=Basic Latin,IPA Extensions
394   0x0000b425 0x0040c025 4   5    .text   ascii   hm\bK
395   0x0000b43e 0x0040c03e 4   5    .text   ascii   SVWP
396   0x0000b44e 0x0040c04e 6   9    .text   utf8    }Љ}̍M\b blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
397   0x0000b64a 0x0040c24a 4   5    .text   ascii   G\b+G
398   0x0000b6d7 0x0040c2d7 5   7    .text   utf8    EԍOX; blocks=Basic Latin,Cyrillic Supplement
399   0x0000b6f4 0x0040c2f4 5   7    .text   utf8    EԍOp; blocks=Basic Latin,Cyrillic Supplement
400   0x0000b789 0x0040c389 4   5    .text   ascii   \br\r@
401   0x0000b8ee 0x0040c4ee 4   5    .text   ascii   Y_^[
402   0x0000baa1 0x0040c6a1 4   5    .text   ascii   \br\v@
403   0x0000bac4 0x0040c6c4 4   6    .text   utf8    63\rO
404   0x0000bb03 0x0040c703 4   5    .text   ascii   (SVW
405   0x0000bb93 0x0040c793 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
406   0x0000bba8 0x0040c7a8 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
407   0x0000bbc2 0x0040c7c2 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
408   0x0000bbdb 0x0040c7db 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
409   0x0000bc1d 0x0040c81d 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
410   0x0000bc33 0x0040c833 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
411   0x0000bcfb 0x0040c8fb 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
412   0x0000bd10 0x0040c910 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
413   0x0000bd2a 0x0040c92a 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
414   0x0000bd43 0x0040c943 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
415   0x0000bd85 0x0040c985 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
416   0x0000bd9b 0x0040c99b 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
417   0x0000be62 0x0040ca62 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
418   0x0000be77 0x0040ca77 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
419   0x0000be91 0x0040ca91 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
420   0x0000beaa 0x0040caaa 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
421   0x0000beec 0x0040caec 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
422   0x0000bf02 0x0040cb02 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
423   0x0000bfc9 0x0040cbc9 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
424   0x0000bfde 0x0040cbde 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
425   0x0000bff8 0x0040cbf8 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
426   0x0000c011 0x0040cc11 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
427   0x0000c053 0x0040cc53 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
428   0x0000c069 0x0040cc69 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
429   0x0000c130 0x0040cd30 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
430   0x0000c145 0x0040cd45 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
431   0x0000c15f 0x0040cd5f 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
432   0x0000c178 0x0040cd78 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
433   0x0000c1ba 0x0040cdba 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
434   0x0000c1d0 0x0040cdd0 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
435   0x0000c297 0x0040ce97 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
436   0x0000c2ac 0x0040ceac 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
437   0x0000c2c6 0x0040cec6 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
438   0x0000c2df 0x0040cedf 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
439   0x0000c321 0x0040cf21 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
440   0x0000c337 0x0040cf37 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
441   0x0000c401 0x0040d001 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
442   0x0000c416 0x0040d016 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
443   0x0000c430 0x0040d030 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
444   0x0000c449 0x0040d049 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
445   0x0000c48b 0x0040d08b 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
446   0x0000c4a1 0x0040d0a1 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
447   0x0000c56b 0x0040d16b 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
448   0x0000c580 0x0040d180 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
449   0x0000c59a 0x0040d19a 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
450   0x0000c5b3 0x0040d1b3 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
451   0x0000c5f5 0x0040d1f5 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
452   0x0000c60b 0x0040d20b 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
453   0x0000c6d5 0x0040d2d5 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
454   0x0000c6ea 0x0040d2ea 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
455   0x0000c704 0x0040d304 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
456   0x0000c71d 0x0040d31d 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
457   0x0000c75f 0x0040d35f 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
458   0x0000c775 0x0040d375 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
459   0x0000c7c8 0x0040d3c8 4   5    .text   ascii   Y_^[
460   0x0000c7e5 0x0040d3e5 4   5    .text   ascii   h6\tK
461   0x0000c7fe 0x0040d3fe 4   5    .text   ascii   SVWP
462   0x0000c811 0x0040d411 4   6    .text   utf8    Eҋu\f blocks=Basic Latin,Cyrillic
463   0x0000c915 0x0040d515 4   5    .text   ascii   \br\v@
464   0x0000c953 0x0040d553 4   5    .text   ascii   \br\r@
465   0x0000c98f 0x0040d58f 4   5    .text   ascii   K(PV
466   0x0000c9c4 0x0040d5c4 4   5    .text   ascii   K@PV
467   0x0000c9f9 0x0040d5f9 4   5    .text   ascii   KXPV
468   0x0000ca34 0x0040d634 4   5    .text   ascii   KpPV
469   0x0000cb0a 0x0040d70a 4   5    .text   ascii   Y_^[
470   0x0000cb33 0x0040d733 4   5    .text   ascii   (SVW
471   0x0000cbc3 0x0040d7c3 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
472   0x0000cbd8 0x0040d7d8 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
473   0x0000cbf2 0x0040d7f2 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
474   0x0000cc0b 0x0040d80b 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
475   0x0000cc4d 0x0040d84d 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
476   0x0000cc63 0x0040d863 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
477   0x0000cd2b 0x0040d92b 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
478   0x0000cd40 0x0040d940 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
479   0x0000cd5a 0x0040d95a 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
480   0x0000cd73 0x0040d973 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
481   0x0000cdb5 0x0040d9b5 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
482   0x0000cdcb 0x0040d9cb 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
483   0x0000ce92 0x0040da92 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
484   0x0000cea7 0x0040daa7 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
485   0x0000cec1 0x0040dac1 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
486   0x0000ceda 0x0040dada 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
487   0x0000cf1c 0x0040db1c 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
488   0x0000cf32 0x0040db32 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
489   0x0000cff9 0x0040dbf9 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
490   0x0000d00e 0x0040dc0e 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
491   0x0000d028 0x0040dc28 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
492   0x0000d041 0x0040dc41 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
493   0x0000d083 0x0040dc83 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
494   0x0000d099 0x0040dc99 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
495   0x0000d160 0x0040dd60 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
496   0x0000d175 0x0040dd75 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
497   0x0000d18f 0x0040dd8f 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
498   0x0000d1a8 0x0040dda8 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
499   0x0000d1ea 0x0040ddea 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
500   0x0000d200 0x0040de00 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
501   0x0000d2c7 0x0040dec7 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
502   0x0000d2dc 0x0040dedc 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
503   0x0000d2f6 0x0040def6 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
504   0x0000d30f 0x0040df0f 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
505   0x0000d351 0x0040df51 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
506   0x0000d367 0x0040df67 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
507   0x0000d431 0x0040e031 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
508   0x0000d446 0x0040e046 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
509   0x0000d460 0x0040e060 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
510   0x0000d479 0x0040e079 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
511   0x0000d4bb 0x0040e0bb 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
512   0x0000d4d1 0x0040e0d1 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
513   0x0000d59b 0x0040e19b 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
514   0x0000d5b0 0x0040e1b0 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
515   0x0000d5ca 0x0040e1ca 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
516   0x0000d5e3 0x0040e1e3 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
517   0x0000d625 0x0040e225 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
518   0x0000d63b 0x0040e23b 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
519   0x0000d705 0x0040e305 5   8    .text   utf8    }؉u܉] blocks=Basic Latin,Arabic,Syriac
520   0x0000d71a 0x0040e31a 5   8    .text   utf8    u܋}؍M blocks=Basic Latin,Syriac,Arabic
521   0x0000d734 0x0040e334 5   7    .text   utf8    w*+ǉE blocks=Basic Latin,Latin Extended-B
522   0x0000d74d 0x0040e34d 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
523   0x0000d78f 0x0040e38f 5   7    .text   utf8    w'+ǉE blocks=Basic Latin,Latin Extended-B
524   0x0000d7a5 0x0040e3a5 5   8    .text   utf8    u܋}؋E blocks=Basic Latin,Syriac,Arabic
525   0x0000d7ed 0x0040e3ed 4   5    .text   ascii   Y_^[
526   0x0000d825 0x0040e425 5   7    .text   utf8    w%s(+
527   0x0000d8c5 0x0040e4c5 5   6    .text   ascii   ;u\bt:
528   0x0000d8cf 0x0040e4cf 5   6    .text   ascii   \br\t@P
529   0x0000d9c8 0x0040e5c8 4   5    .text   ascii   _^[]
530   0x0000da2c 0x0040e62c 5   8    .text   utf8    QRV茛\a blocks=Basic Latin,CJK Unified Ideographs
531   0x0000da3c 0x0040e63c 4   6    .text   utf8    +IE\b
532   0x0000da5b 0x0040e65b 4   6    .text   utf8    s8+ȃ blocks=Basic Latin,Latin Extended-B
533   0x0000da84 0x0040e684 4   5    .text   ascii   3^[]
534   0x0000db19 0x0040e719 6   8    .text   utf8    +E\f;щM blocks=Basic Latin,Cyrillic
535   0x0000ddfd 0x0040e9fd 4   7    .text   utf8    HP輗\a blocks=Basic Latin,CJK Unified Ideographs
536   0x0000de68 0x0040ea68 4   5    .text   ascii   +E\ft
537   0x0000df5d 0x0040eb5d 4   5    .text   ascii   _^[]
538   0x0000df75 0x0040eb75 4   5    .text   ascii   hh\tK
539   0x0000dfcf 0x0040ebcf 5   7    .text   utf8    E\b+ȃ~ blocks=Basic Latin,Latin Extended-B
540   0x0000dff8 0x0040ebf8 4   5    .text   ascii   r\fAQ
541   0x0000e500 0x0040f100 5   6    .text   ascii   t\vj\fV
542   0x0000e570 0x0040f170 5   6    .text   ascii   PQSVW
543   0x0000e621 0x0040f221 4   5    .text   ascii   Y_^[
544   0x0000e7ec 0x0040f3ec 7   9    .text   utf8    ǉ_\b_^[] blocks=Latin Extended-B,Basic Latin
545   0x0000e818 0x0040f418 5   6    .text   ascii   \b;\nu\e
546   0x0000e827 0x0040f427 4   6    .text   utf8    ǋr\f\v blocks=Latin Extended-B,Basic Latin
547   0x0000e842 0x0040f442 4   5    .text   ascii   9y\bu
548   0x0000e847 0x0040f447 4   5    .text   ascii   9q\fu
549   0x0000e870 0x0040f470 4   6    .text   utf8    Ëz\f\v blocks=Latin-1 Supplement,Basic Latin
550   0x0000e88a 0x0040f48a 4   5    .text   ascii   9Y\bu
551   0x0000e88f 0x0040f48f 4   5    .text   ascii   9y\fu
552   0x0000e896 0x0040f496 4   5    .text   ascii   ;E\fu
553   0x0000e8ce 0x0040f4ce 4   5    .text   ascii   SVWP
554   0x0000e954 0x0040f554 4   5    .text   ascii   Y_^[
555   0x0000ea2c 0x0040f62c 4   5    .text   ascii   E\f_]
556   0x0000ea8c 0x0040f68c 5   7    .text   utf8    E\f^]Ã blocks=Basic Latin,Latin-1 Supplement
557   0x0000eaf9 0x0040f6f9 4   6    .text   utf8    _^]Å blocks=Basic Latin,Latin-1 Supplement
558   0x0000eb45 0x0040f745 4   5    .text   ascii   u\bPh
559   0x0000ebce 0x0040f7ce 4   5    .text   ascii   SVWP
560   0x0000ebdf 0x0040f7df 5   7    .text   utf8    Eԋ]\bj blocks=Basic Latin,Cyrillic Supplement
561   0x0000ec23 0x0040f823 4   9    .text   utf16le jjjj
562   0x0000ec9c 0x0040f89c 4   5    .text   ascii   u\fWS
563   0x0000ecbc 0x0040f8bc 4   6    .text   utf8    Cǀ|\b blocks=Basic Latin,Latin Extended-B
564   0x0000eccc 0x0040f8cc 4   6    .text   utf8    Cǀ|\b blocks=Basic Latin,Latin Extended-B
565   0x0000ecd2 0x0040f8d2 4   5    .text   ascii   \ru\aI
566   0x0000ece7 0x0040f8e7 4   6    .text   utf8    Cǀ|\b blocks=Basic Latin,Latin Extended-B
567   0x0000ed5c 0x0040f95c 4   5    .text   ascii   Y_^[
568   0x0000ed75 0x0040f975 4   5    .text   ascii   ]\fVW
569   0x0000edca 0x0040f9ca 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
570   0x0000eddf 0x0040f9df 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
571   0x0000edf4 0x0040f9f4 10  12   .text   utf8    _^[]Ëu\bj&V blocks=Basic Latin,Latin-1 Supplement
572   0x0000ee09 0x0040fa09 10  12   .text   utf8    _^[]Ëu\bj)V blocks=Basic Latin,Latin-1 Supplement
573   0x0000ee1e 0x0040fa1e 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
574   0x0000ee33 0x0040fa33 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
575   0x0000ee48 0x0040fa48 10  12   .text   utf8    _^[]Ëu\bj(V blocks=Basic Latin,Latin-1 Supplement
576   0x0000ee5d 0x0040fa5d 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
577   0x0000ee72 0x0040fa72 10  12   .text   utf8    _^[]Ëu\bj'V blocks=Basic Latin,Latin-1 Supplement
578   0x0000ee87 0x0040fa87 10  12   .text   utf8    _^[]Ëu\bj\fV blocks=Basic Latin,Latin-1 Supplement
579   0x0000ee9c 0x0040fa9c 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
580   0x0000eeb1 0x0040fab1 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
581   0x0000eec6 0x0040fac6 4   5    .text   ascii   _^[]
582   0x0000ef29 0x0040fb29 10  12   .text   utf8    _^[]Ëu\bjiV blocks=Basic Latin,Latin-1 Supplement
583   0x0000ef3e 0x0040fb3e 5   7    .text   utf8    _^[]Á blocks=Basic Latin,Latin-1 Supplement
584   0x0000ef60 0x0040fb60 5   6    .text   ascii   u\bj\vV
585   0x0000ef6f 0x0040fb6f 10  12   .text   utf8    _^[]Ëu\bjjV blocks=Basic Latin,Latin-1 Supplement
586   0x0000ef84 0x0040fb84 5   7    .text   utf8    _^[]Á blocks=Basic Latin,Latin-1 Supplement
587   0x0000efa5 0x0040fba5 4   5    .text   ascii   _^[]
588   0x0000efdd 0x0040fbdd 5   6    .text   ascii   u\bj\rV
589   0x0000efec 0x0040fbec 10  12   .text   utf8    _^[]Ëu\bjdV blocks=Basic Latin,Latin-1 Supplement
590   0x0000f001 0x0040fc01 10  12   .text   utf8    _^[]Ëu\bjeV blocks=Basic Latin,Latin-1 Supplement
591   0x0000f016 0x0040fc16 10  12   .text   utf8    _^[]Ëu\bjfV blocks=Basic Latin,Latin-1 Supplement
592   0x0000f02b 0x0040fc2b 10  12   .text   utf8    _^[]Ëu\bjgV blocks=Basic Latin,Latin-1 Supplement
593   0x0000f040 0x0040fc40 10  12   .text   utf8    _^[]Ëu\bj\tV blocks=Basic Latin,Latin-1 Supplement
594   0x0000f055 0x0040fc55 10  12   .text   utf8    _^[]Ëu\bjkV blocks=Basic Latin,Latin-1 Supplement
595   0x0000f06a 0x0040fc6a 10  12   .text   utf8    _^[]Ëu\bjlV blocks=Basic Latin,Latin-1 Supplement
596   0x0000f07f 0x0040fc7f 10  12   .text   utf8    _^[]Ëu\bjmV blocks=Basic Latin,Latin-1 Supplement
597   0x0000f094 0x0040fc94 8   10   .text   utf8    _^[]Ëu\bj blocks=Basic Latin,Latin-1 Supplement
598   0x0000f0a9 0x0040fca9 10  12   .text   utf8    _^[]Ëu\bjnV blocks=Basic Latin,Latin-1 Supplement
599   0x0000f0be 0x0040fcbe 10  12   .text   utf8    _^[]Ëu\bjpV blocks=Basic Latin,Latin-1 Supplement
600   0x0000f0d3 0x0040fcd3 10  12   .text   utf8    _^[]Ëu\bjqV blocks=Basic Latin,Latin-1 Supplement
601   0x0000f0e8 0x0040fce8 10  12   .text   utf8    _^[]Ëu\bjsV blocks=Basic Latin,Latin-1 Supplement
602   0x0000f0fd 0x0040fcfd 10  12   .text   utf8    _^[]Ëu\bjtV blocks=Basic Latin,Latin-1 Supplement
603   0x0000f112 0x0040fd12 10  12   .text   utf8    _^[]Ëu\bjuV blocks=Basic Latin,Latin-1 Supplement
604   0x0000f127 0x0040fd27 10  12   .text   utf8    _^[]Ëu\bjvV blocks=Basic Latin,Latin-1 Supplement
605   0x0000f13c 0x0040fd3c 10  12   .text   utf8    _^[]Ëu\bjwV blocks=Basic Latin,Latin-1 Supplement
606   0x0000f151 0x0040fd51 10  12   .text   utf8    _^[]Ëu\bj{V blocks=Basic Latin,Latin-1 Supplement
607   0x0000f166 0x0040fd66 10  12   .text   utf8    _^[]Ëu\bj~V blocks=Basic Latin,Latin-1 Supplement
608   0x0000f17b 0x0040fd7b 8   10   .text   utf8    _^[]Ëu\bh blocks=Basic Latin,Latin-1 Supplement
609   0x0000f193 0x0040fd93 8   10   .text   utf8    _^[]Ëu\bh blocks=Basic Latin,Latin-1 Supplement
610   0x0000f1ab 0x0040fdab 8   10   .text   utf8    _^[]Ëu\bh blocks=Basic Latin,Latin-1 Supplement
611   0x0000f1c3 0x0040fdc3 8   10   .text   utf8    _^[]Ëu\bh blocks=Basic Latin,Latin-1 Supplement
612   0x0000f1db 0x0040fddb 8   10   .text   utf8    _^[]Ëu\bh blocks=Basic Latin,Latin-1 Supplement
613   0x0000f1f3 0x0040fdf3 8   10   .text   utf8    _^[]Ëu\bh blocks=Basic Latin,Latin-1 Supplement
614   0x0000f20b 0x0040fe0b 4   5    .text   ascii   _^[]
615   0x0000f22a 0x0040fe2a 8   11   .text   utf8    ǉw\b_^[]Ð blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
616   0x0000f410 0x00410010 7   8    .text   ascii   \a\b\t\n\v\f\r
617   0x0000f552 0x00410152 5   6    .text   ascii   t\vj0W
618   0x0000f575 0x00410175 4   5    .text   ascii   hH\nK
619   0x0000f58e 0x0041018e 4   5    .text   ascii   SVWP
620   0x0000f63f 0x0041023f 4   5    .text   ascii   Y_^[
621   0x0000f64f 0x0041024f 5   8    .text   utf8    ]ËEй, blocks=Basic Latin,Latin-1 Supplement,Cyrillic
622   0x0000f675 0x00410275 4   5    .text   ascii   hx\nK
623   0x0000f69e 0x0041029e 6   8    .text   utf8    Eċq\bPf blocks=Basic Latin,Latin Extended-A
624   0x0000f739 0x00410339 4   5    .text   ascii   j\fh8
625   0x0000f765 0x00410365 4   5    .text   ascii   M\bhH
