[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4980  0x0008bfb7 0x0048cbb7 4   5    .text   ascii   Wj\nQ
4981  0x0008c013 0x0048cc13 4   5    .text   ascii   Wj\nQ
4982  0x0008c15a 0x0048cd5a 4   6    .text   utf8    [^ÍI blocks=Basic Latin,Latin-1 Supplement
4983  0x0008c39e 0x0048cf9e 4   6    .text   utf8    [^ÍI blocks=Basic Latin,Latin-1 Supplement
4984  0x0008c7a2 0x0048d3a2 4   5    .text   ascii   <Pt8
4985  0x0008c803 0x0048d403 4   5    .text   ascii   <Pt8
4986  0x0008c847 0x0048d447 5   6    .text   ascii   y1*t\n
4987  0x0008c870 0x0048d470 5   6    .text   ascii   y2*t\n
4988  0x0008c896 0x0048d496 6   8    .text   utf8    ÊA1<Fu blocks=Latin-1 Supplement,Basic Latin
4989  0x0008c8b8 0x0048d4b8 4   5    .text   ascii   <Nu&
4990  0x0008c8be 0x0048d4be 4   6    .text   utf8    j\bZ#
4991  0x0008c987 0x0048d587 4   5    .text   ascii   u<dt
4992  0x0008c990 0x0048d590 11  12   .text   ascii   <ot\f<ut\b<xt
4993  0x0008c99c 0x0048d59c 4   5    .text   ascii   <Xu]
4994  0x0008c9e5 0x0048d5e5 5   6    .text   ascii   8lu\r@
4995  0x0008c9ff 0x0048d5ff 6   8    .text   utf8    ÊA1<Fu blocks=Latin-1 Supplement,Basic Latin
4996  0x0008ca21 0x0048d621 4   5    .text   ascii   <Nu&
4997  0x0008ca27 0x0048d627 4   6    .text   utf8    j\bZ#
4998  0x0008caf0 0x0048d6f0 4   5    .text   ascii   u<dt
4999  0x0008caf9 0x0048d6f9 11  12   .text   ascii   <ot\f<ut\b<xt
5000  0x0008cb05 0x0048d705 4   5    .text   ascii   <Xu]
5001  0x0008cb4e 0x0048d74e 5   6    .text   ascii   8lu\r@
5002  0x0008cb93 0x0048d793 4   6    .text   utf8    j\bZ#
5003  0x0008cbd8 0x0048d7d8 7   8    .text   ascii   Tt1jhZ;
5004  0x0008cc92 0x0048d892 5   6    .text   ascii   OjlZ;
5005  0x0008cd0f 0x0048d90f 4   6    .text   utf8    j\bZ#
5006  0x0008cd54 0x0048d954 7   8    .text   ascii   Tt1jhZ;
5007  0x0008ce0e 0x0048da0e 5   6    .text   ascii   OjlZ;
5008  0x0008cec9 0x0048dac9 4   5    .text   ascii   \atVH
5009  0x0008cff9 0x0048dbf9 6   7    .text   ascii   ^$+^8+
5010  0x0008d0f8 0x0048dcf8 4   5    .text   ascii   \atVH
5011  0x0008d228 0x0048de28 6   7    .text   ascii   ^$+^8+
5012  0x0008d2d7 0x0048ded7 5   6    .text   ascii   jAZjX
5013  0x0008d2ef 0x0048deef 4   5    .text   ascii   >t6;
5014  0x0008d335 0x0048df35 4   5    .text   ascii   \atVH
5015  0x0008d3eb 0x0048dfeb 6   7    .text   ascii   t\tj-Xf
5016  0x0008d412 0x0048e012 8   9    .text   ascii   xt\bjXXf;
5017  0x0008d42e 0x0048e02e 8   9    .text   ascii   at\fjA_f;
5018  0x0008d448 0x0048e048 6   7    .text   ascii   t0jXXf
5019  0x0008d455 0x0048e055 7   8    .text   ascii   t\fjAXf;
5020  0x0008d47b 0x0048e07b 6   7    .text   ascii   ~$+~8+
5021  0x0008d534 0x0048e134 5   6    .text   ascii   jAZjX
5022  0x0008d54c 0x0048e14c 4   5    .text   ascii   >t6;
5023  0x0008d592 0x0048e192 4   5    .text   ascii   \atVH
5024  0x0008d648 0x0048e248 6   7    .text   ascii   t\tj-Xf
5025  0x0008d66f 0x0048e26f 8   9    .text   ascii   xt\bjXXf;
5026  0x0008d68b 0x0048e28b 8   9    .text   ascii   at\fjA_f;
5027  0x0008d6a5 0x0048e2a5 6   7    .text   ascii   t0jXXf
5028  0x0008d6b2 0x0048e2b2 7   8    .text   ascii   t\fjAXf;
5029  0x0008d6d8 0x0048e2d8 6   7    .text   ascii   ~$+~8+
5030  0x0008d777 0x0048e377 7   9    .text   utf8    ]Ày1*t\n blocks=Basic Latin,Latin-1 Supplement
5031  0x0008d7a6 0x0048e3a6 5   6    .text   ascii   y2*t\n
5032  0x0008d909 0x0048e509 10  11   .text   ascii   F1<at\r<At\t
5033  0x0008d928 0x0048e528 5   6    .text   ascii   F1<gt
5034  0x0008d92e 0x0048e52e 4   5    .text   ascii   <Gu\a
5035  0x0008d95a 0x0048e55a 4   6    .text   utf8    +ÉF( blocks=Basic Latin,Latin-1 Supplement
5036  0x0008d9ab 0x0048e5ab 4   5    .text   ascii   v(PQ
5037  0x0008d9eb 0x0048e5eb 5   6    .text   ascii   F1<gt
5038  0x0008da10 0x0048e610 4   5    .text   ascii   8-u\b
5039  0x0008da15 0x0048e615 4   5    .text   ascii   N @@
5040  0x0008da21 0x0048e621 11  12   .text   ascii   <it\f<It\b<nt
5041  0x0008da51 0x0048e651 4   5    .text   ascii   QQVW
5042  0x0008da57 0x0048e657 5   6    .text   ascii   jgYjG
5043  0x0008da8c 0x0048e68c 4   5    .text   ascii   F2f;
5044  0x0008dac0 0x0048e6c0 4   6    .text   utf8    +ÉF( blocks=Basic Latin,Latin-1 Supplement
5045  0x0008db11 0x0048e711 4   5    .text   ascii   v(PQ
5046  0x0008db52 0x0048e752 7   8    .text   ascii   F2jgYf;
5047  0x0008db5a 0x0048e75a 7   8    .text   ascii   t\bjGYf;
5048  0x0008db7f 0x0048e77f 4   5    .text   ascii   8-u\b
5049  0x0008db84 0x0048e784 4   5    .text   ascii   N @@
5050  0x0008db90 0x0048e790 11  12   .text   ascii   <it\f<It\b<nt
5051  0x0008db9c 0x0048e79c 8   9    .text   ascii   <Nu\ajsXf
5052  0x0008dc02 0x0048e802 4   5    .text   ascii   F8SP
5053  0x0008dc95 0x0048e895 4   6    .text   utf8    ϋF\bP blocks=Greek and Coptic,Basic Latin
5054  0x0008ddd4 0x0048e9d4 4   5    .text   ascii   9F(~
5055  0x0008ddee 0x0048e9ee 5   6    .text   ascii   \bu\vRQ
5056  0x0008de18 0x0048ea18 4   5    .text   ascii   80t\f
5057  0x0008dea1 0x0048eaa1 5   7    .text   utf8    _^ËQ  blocks=Basic Latin,Latin-1 Supplement
5058  0x0008dfce 0x0048ebce 8   9    .text   ascii   W49u\b~%S
5059  0x0008dff1 0x0048ebf1 7   8    .text   ascii   BBF;u\b|
5060  0x0008e169 0x0048ed69 4   5    .text   ascii   A\b;A
5061  0x0008e1ab 0x0048edab 4   5    .text   ascii   A\b;A
5062  0x0008e20b 0x0048ee0b 4   6    .text   utf8    ~43ۅ blocks=Basic Latin,Arabic
5063  0x0008e232 0x0048ee32 4   5    .text   ascii   u&9E
5064  0x0008e252 0x0048ee52 5   6    .text   ascii   C;^8u
5065  0x0008e2b2 0x0048eeb2 4   6    .text   utf8    ~43ۅ blocks=Basic Latin,Arabic
5066  0x0008e2d9 0x0048eed9 4   5    .text   ascii   u&9E
5067  0x0008e2f9 0x0048eef9 5   6    .text   ascii   C;^8u
5068  0x0008e339 0x0048ef39 4   5    .text   ascii   QQSV
5069  0x0008e38e 0x0048ef8e 5   6    .text   ascii   G;~8u
5070  0x0008e3c4 0x0048efc4 4   5    .text   ascii   QQSV
5071  0x0008e419 0x0048f019 5   6    .text   ascii   G;~8u
5072  0x0008e566 0x0048f166 4   5    .text   ascii   QQVW
5073  0x0008e57f 0x0048f17f 4   5    .text   ascii   9p\bu
5074  0x0008e59b 0x0048f19b 5   6    .text   ascii   E+p\bS
5075  0x0008e612 0x0048f212 4   5    .text   ascii   9z\bu
5076  0x0008e62e 0x0048f22e 4   5    .text   ascii   L+z\b
5077  0x0008e66b 0x0048f26b 5   6    .text   ascii   \f;}\ft
5078  0x0008e826 0x0048f426 4   5    .text   ascii   WSh@
5079  0x0008e84b 0x0048f44b 4   5    .text   ascii   0_^[
5080  0x0008e89e 0x0048f49e 4   5    .text   ascii   ]\fVW
5081  0x0008ea98 0x0048f698 4   5    .text   ascii   ]\ftB
5082  0x0008eafe 0x0048f6fe 4   5    .text   ascii   j5X+
5083  0x0008eb03 0x0048f703 4   5    .text   ascii   PQSW
5084  0x0008eb3c 0x0048f73c 4   5    .text   ascii   HPSW
5085  0x0008ece9 0x0048f8e9 6   7    .text   ascii   &sWj5X
5086  0x0008ed43 0x0048f943 5   6    .text   ascii   j#PSW
5087  0x0008ed77 0x0048f977 4   5    .text   ascii   HPSW
5088  0x0008edbe 0x0048f9be 5   6    .text   ascii   VVVVV
5089  0x0008ee8b 0x0048fa8b 4   5    .text   ascii   ]\fVW
5090  0x0008eeba 0x0048faba 4   5    .text   ascii   SWh`
5091  0x0008efd7 0x0048fbd7 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
5092  0x0008efe9 0x0048fbe9 6   7    .text   ascii   j\fh03N
5093  0x0008eff5 0x0048fbf5 4   6    .text   utf8    3\vu\f
5094  0x0008f0a8 0x0048fca8 5   6    .text   ascii   Qhp`N
5095  0x0008f11b 0x0048fd1b 5   6    .text   ascii   ~0WPQ
5096  0x0008f14f 0x0048fd4f 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
5097  0x0008f1a5 0x0048fda5 4   5    .text   ascii   hp3N
5098  0x0008f1d2 0x0048fdd2 4   6    .text   utf8    Eԋ]\b blocks=Basic Latin,Cyrillic Supplement
5099  0x0008f1e5 0x0048fde5 4   7    .text   utf8    tVW访 blocks=Basic Latin,CJK Unified Ideographs
5100  0x0008f22e 0x0048fe2e 4   6    .text   utf8    \tE܃e blocks=Basic Latin,Syriac
5101  0x0008f26e 0x0048fe6e 5   7    .text   utf8    Ë]\bj\b blocks=Latin-1 Supplement,Basic Latin
5102  0x0008f27b 0x0048fe7b 6   7    .text   ascii   j\fhP3N
5103  0x0008f3e9 0x0048ffe9 4   6    .text   utf8    ]Ãj\b blocks=Basic Latin,Latin-1 Supplement
5104  0x0008f4c8 0x004900c8 5   6    .text   ascii   Qhp`N
5105  0x0008f63a 0x0049023a 4   6    .text   utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
5106  0x0008f64c 0x0049024c 4   6    .text   utf8    wՍC\f blocks=Basic Latin,Armenian
5107  0x0008f6a5 0x004902a5 5   6    .text   ascii   \f)C\b+
5108  0x0008f7f5 0x004903f5 5   7    .text   utf8    j\rX]Í blocks=Basic Latin,Latin-1 Supplement
5109  0x0008f86c 0x0049046c 4   6    .text   utf8    3\vu\b
5110  0x0008f88d 0x0049048d 5   7    .text   utf8    s3\v}\f
5111  0x0008f923 0x00490523 4   5    .text   ascii   h84N
5112  0x0008f92d 0x0049052d 4   6    .text   utf8    3\vu\b
5113  0x0008f94e 0x0049054e 5   7    .text   utf8    s3\v}\f
5114  0x0008fa6a 0x0049066a 6   7    .text   ascii   j\fhX4N
5115  0x0008fb79 0x00490779 4   6    .text   utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
5116  0x0008fd15 0x00490915 4   5    .text   ascii   [_^]
5117  0x0008fd1a 0x0049091a 6   7    .text   ascii   j\fhx4N
5118  0x0008fd26 0x00490926 4   6    .text   utf8    3\vu\f
5119  0x0008fda8 0x004909a8 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
5120  0x00090049 0x00490c49 4   5    .text   ascii   u\b+u
5121  0x00090050 0x00490c50 4   5    .text   ascii   }\f\e}
5122  0x00090059 0x00490c59 4   5    .text   ascii   A9E\f
5123  0x00090061 0x00490c61 4   5    .text   ascii   9E\bs
5124  0x00090080 0x00490c80 5   6    .text   ascii   t39E\f
5125  0x00090089 0x00490c89 4   5    .text   ascii   9E\bs
5126  0x000900bd 0x00490cbd 4   5    .text   ascii   _^[]
5127  0x00090152 0x00490d52 4   5    .text   ascii   Wu\a2
5128  0x00090174 0x00490d74 4   5    .text   ascii   E\bV3
5129  0x00090179 0x00490d79 5   6    .text   ascii   9p\b|h
5130  0x000901a1 0x00490da1 4   5    .text   ascii   uC9u
5131  0x000901e8 0x00490de8 6   8    .text   utf8    ^_]Ëu\b blocks=Basic Latin,Latin-1 Supplement
5132  0x000901f4 0x00490df4 4   6    .text   utf8    +Y;U
5133  0x0009021b 0x00490e1b 5   6    .text   ascii   M\b)y\b
5134  0x00090242 0x00490e42 8   10   .text   utf8    ]ËE\bSVWj blocks=Basic Latin,Latin-1 Supplement
5135  0x0009025a 0x00490e5a 5   6    .text   ascii   ]\fVWS
5136  0x000902a7 0x00490ea7 5   6    .text   ascii   E\bt\vj
5137  0x000902bb 0x00490ebb 4   5    .text   ascii   A<Au
5138  0x000902dd 0x00490edd 4   5    .text   ascii   VWSP
5139  0x000902f6 0x00490ef6 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
5140  0x00090339 0x00490f39 5   6    .text   ascii   }\bcsm
5141  0x000903a5 0x00490fa5 4   5    .text   ascii   j Y+
5142  0x000903ae 0x00490fae 4   6    .text   utf8    3Ë\rh blocks=Basic Latin,Latin-1 Supplement
5143  0x000903fd 0x00490ffd 4   5    .text   ascii   YYhT
5144  0x000904c6 0x004910c6 5   6    .text   ascii   t#VhH
5145  0x00090558 0x00491158 4   5    .text   ascii   j Y+
5146  0x000906d1 0x004912d1 5   6    .text   ascii   VVVVV
5147  0x000906ef 0x004912ef 5   7    .text   utf8    ̋L$\fW blocks=Combining Diacritical Marks,Basic Latin
5148  0x00090790 0x00491390 5   7    .text   utf8    D$\b_É blocks=Basic Latin,Latin-1 Supplement
5149  0x000907f5 0x004913f5 5   7    .text   utf8    t\f3\t\a
5150  0x00090810 0x00491410 4   6    .text   utf8    [^_Ë blocks=Basic Latin,Latin-1 Supplement
5151  0x0009086b 0x0049146b 4   5    .text   ascii   M\fSW
5152  0x00090921 0x00491521 6   7    .text   ascii   ,0<\tw\b
5153  0x00090958 0x00491558 5   6    .text   ascii   u=j\n_
5154  0x00090966 0x00491566 9   10   .text   ascii   u\f<xt\e<Xt
5155  0x00090995 0x00491595 4   6    .text   utf8    u\f3҃ blocks=Basic Latin,Cyrillic
5156  0x00090a28 0x00491628 4   6    .text   utf8    3ۉE\f blocks=Basic Latin,Arabic
5157  0x00090a93 0x00491693 4   5    .text   ascii   M\fSW
5158  0x00090b3e 0x0049173e 4   5    .text   ascii   j0Xj
5159  0x00090b59 0x00491759 5   6    .text   ascii   j:Xf;
5160  0x00090dac 0x004919ac 7   8    .text   ascii   u0jAXf;
5161  0x00090db4 0x004919b4 7   8    .text   ascii   w\bjZXf;
5162  0x00090e35 0x00491a35 5   6    .text   ascii   j0Xf;
5163  0x00090e41 0x00491a41 5   6    .text   ascii   j:Xf;
5164  0x00091094 0x00491c94 7   8    .text   ascii   u0jAXf;
5165  0x0009109c 0x00491c9c 7   8    .text   ascii   w\bjZXf;
5166  0x000910c9 0x00491cc9 4   5    .text   ascii   t1;E
5167  0x0009110d 0x00491d0d 4   6    .text   utf8    3ۉE\f blocks=Basic Latin,Arabic
5168  0x000911e7 0x00491de7 6   8    .text   utf8    H#E\f]Ë blocks=Basic Latin,Latin-1 Supplement
5169  0x00091228 0x00491e28 4   5    .text   ascii   j\nQQ
5170  0x00091252 0x00491e52 4   5    .text   ascii   j\nQQ
5171  0x00091274 0x00491e74 6   7    .text   ascii   j\fh 5N
5172  0x00091294 0x00491e94 4   5    .text   ascii   5p`N
5173  0x0009134e 0x00491f4e 4   5    .text   ascii   U\b9P
5174  0x000913d5 0x00491fd5 6   7    .text   ascii   u\bj\b_;
5175  0x00091433 0x00492033 4   6    .text   utf8    YY3Ʌ blocks=Basic Latin,Latin Extended-B
5176  0x00091454 0x00492054 4   6    .text   utf8    \b2ɈM blocks=Basic Latin,Latin Extended-B
5177  0x00091509 0x00492109 5   6    .text   ascii   k\r\b+L
5178  0x0009152a 0x0049212a 4   5    .text   ascii   j Y+
5179  0x0009156b 0x0049216b 4   5    .text   ascii   +j\b_
5180  0x000915b6 0x004921b6 5   7    .text   utf8    M̉H\b3 blocks=Basic Latin,Combining Diacritical Marks
5181  0x000915de 0x004921de 4   6    .text   utf8    ~@3ۅ blocks=Basic Latin,Arabic
5182  0x0009160a 0x0049220a 4   5    .text   ascii   _[^]
5183  0x00091634 0x00492234 5   6    .text   ascii   SSSSS
5184  0x0009164b 0x0049224b 6   7    .text   ascii   u\b;0r\a
5185  0x000917a9 0x004923a9 4   6    .text   utf8    \b\vЀ} blocks=Basic Latin,Cyrillic
5186  0x00091907 0x00492507 4   5    .text   ascii   j\aZ;
5187  0x00091a09 0x00492609 4   5    .text   ascii   ;PVW
5188  0x00091aa9 0x004926a9 4   5    .text   ascii   u'j$
5189  0x00091abd 0x004926bd 4   5    .text   ascii   F8YY
5190  0x00091b06 0x00492706 8   9    .text   ascii   PPPPPPPP
5191  0x00091c01 0x00492801 4   5    .text   ascii   E\bYY
5192  0x00091c0f 0x0049280f 5   6    .text   ascii   Dz8QQ
5193  0x00091c48 0x00492848 5   6    .text   ascii   E\bWQQ
5194  0x00091c71 0x00492871 4   5    .text   ascii   QQSV
5195  0x00091ca3 0x004928a3 4   5    .text   ascii   WVRP
5196  0x00091ec2 0x00492ac2 5   6    .text   ascii   F@j:f
5197  0x00091ecf 0x00492acf 4   5    .text   ascii   j.Xf
5198  0x00091edd 0x00492add 5   6    .text   ascii   \rj.Xf
5199  0x00091f6e 0x00492b6e 4   5    .text   ascii   ]\fV;
5200  0x00091fc0 0x00492bc0 4   6    .text   utf8    [_]Ë blocks=Basic Latin,Latin-1 Supplement
5201  0x00091fef 0x00492bef 4   5    .text   ascii   ]\fV;
5202  0x00092041 0x00492c41 4   6    .text   utf8    [_]Ë blocks=Basic Latin,Latin-1 Supplement
5203  0x00092099 0x00492c99 5   8    .text   utf8    ƋE\f]Ë blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
5204  0x000920f3 0x00492cf3 5   8    .text   utf8    ƋE\f]Ë blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
5205  0x0009213b 0x00492d3b 4   5    .text   ascii   @j:f
5206  0x00092147 0x00492d47 4   5    .text   ascii   j\Xf
5207  0x000921af 0x00492daf 6   7    .text   ascii   j\fh`5N
5208  0x00092289 0x00492e89 4   7    .text   utf8    SWP聚 blocks=Basic Latin,CJK Unified Ideographs
5209  0x000922a4 0x00492ea4 5   6    .text   ascii   PPPPP
5210  0x000922f2 0x00492ef2 4   5    .text   ascii   <2=u
5211  0x00092316 0x00492f16 4   6    .text   utf8    ]Ë\a@ blocks=Basic Latin,Latin-1 Supplement
5212  0x0009231f 0x00492f1f 6   7    .text   ascii   j\fh@5N
5213  0x000923d9 0x00492fd9 8   9    .text   ascii   v!j"X_^[
5214  0x00092411 0x00493011 5   6    .text   ascii   PPPPP
5215  0x000924b3 0x004930b3 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
5216  0x0009257a 0x0049317a 5   6    .text   ascii   F\fPQj
5217  0x000925d6 0x004931d6 5   6    .text   ascii   VhE0I
5218  0x0009265a 0x0049325a 8   10   .text   utf8    SVWj03ۍE blocks=Basic Latin,Arabic
5219  0x00092673 0x00493273 4   5    .text   ascii   \fj\fY
5220  0x000926c8 0x004932c8 4   5    .text   ascii   Sj\ah
5221  0x000926fc 0x004932fc 4   5    .text   ascii   u j0
5222  0x00092751 0x00493351 4   5    .text   ascii   iSVW
5223  0x0009278a 0x0049338a 7   8    .text   ascii   WWWSHSh
5224  0x000927b6 0x004933b6 5   6    .text   ascii   V,_^[
5225  0x000927d2 0x004933d2 4   5    .text   ascii   E\bSV
5226  0x000927ff 0x004933ff 5   7    .text   utf8    F\b3ۋE blocks=Basic Latin,Arabic
5227  0x0009282a 0x0049342a 6   8    .text   utf8    j\nY3\r}
5228  0x000928be 0x004934be 4   6    .text   utf8    Y3\r}
5229  0x00092946 0x00493546 5   7    .text   utf8    t\e3ۍE blocks=Basic Latin,Arabic
5230  0x0009294d 0x0049354d 6   7    .text   ascii   SPSSSW
5231  0x00092abb 0x004936bb 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
5232  0x00092b64 0x00493764 6   7    .text   ascii   u\fWjA[
5233  0x00092b6f 0x0049376f 5   6    .text   ascii   jZ_f;
5234  0x00092b7c 0x0049377c 5   6    .text   ascii   jaZf;
5235  0x00092b86 0x00493786 4   5    .text   ascii   zw43
5236  0x00092b8f 0x0049378f 6   7    .text   ascii   :u$f9Q
5237  0x00092ba7 0x004937a7 4   5    .text   ascii   r\bf;
5238  0x00092bbf 0x004937bf 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
5239  0x00092c42 0x00493842 5   6    .text   ascii   jAZf;
5240  0x00092c4c 0x0049384c 8   9    .text   ascii   Zv\rjaZf;
5241  0x00092c59 0x00493859 4   5    .text   ascii   zw\nf
5242  0x00092d0c 0x0049390c 5   6    .text   ascii   f99t7
5243  0x00092d14 0x00493914 5   6    .text   ascii   f99t/
5244  0x00092d39 0x00493939 4   5    .text   ascii   f99t
5245  0x00092d4a 0x0049394a 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
5246  0x00092d55 0x00493955 6   7    .text   ascii   }\b\t\vf
5247  0x00092d5c 0x0049395c 4   5    .text   ascii   }\b/t
5248  0x00093052 0x00493c52 4   5    .text   ascii   tVWh
5249  0x00093078 0x00493c78 4   5    .text   ascii   "tPj
5250  0x000930cb 0x00493ccb 5   6    .text   ascii   WWWWW
5251  0x00093103 0x00493d03 4   6    .text   utf8    E܋HL blocks=Basic Latin,Syriac
5252  0x00093109 0x00493d09 4   6    .text   utf8    MԋHH blocks=Basic Latin,Cyrillic Supplement
5253  0x00093119 0x00493d19 5   6    .text   ascii   PSWSS
5254  0x00093135 0x00493d35 8   9    .text   ascii   "u\nSSSSS
5255  0x00093180 0x00493d80 9   12   .text   utf8    "u\aWWWWW볅 blocks=Basic Latin,Hangul Syllables
5256  0x00093247 0x00493e47 5   6    .text   ascii   ;E\fr4
5257  0x000933ae 0x00493fae 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
5258  0x000933db 0x00493fdb 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
5259  0x00093408 0x00494008 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
5260  0x00093435 0x00494035 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
5261  0x00093457 0x00494057 6   8    .text   utf8    ]ËM\bW3 blocks=Basic Latin,Latin-1 Supplement
5262  0x0009348a 0x0049408a 4   5    .text   ascii   u\bSW
5263  0x000934a0 0x004940a0 5   6    .text   ascii   PPPPP
5264  0x00093564 0x00494164 4   8    .text   utf8    uĉ]䋎 blocks=Basic Latin,Latin Extended-A,CJK Unified Ideographs Extension A
5265  0x00093573 0x00494173 5   8    .text   utf8    ]܉]Љu blocks=Basic Latin,Syriac,Cyrillic
5266  0x00093685 0x00494285 4   5    .text   ascii   PRQh
5267  0x000936dc 0x004942dc 4   5    .text   ascii   ~+8]
5268  0x00093766 0x00494366 4   5    .text   ascii   ~@8]
5269  0x00093a7f 0x0049467f 4   5    .text   ascii   8E\bV
5270  0x00093abe 0x004946be 4   5    .text   ascii   8E\bV
5271  0x00093afd 0x004946fd 4   5    .text   ascii   8E\bV
5272  0x00093bd0 0x004947d0 4   5    .text   ascii   8E\bV
5273  0x00093df1 0x004949f1 4   5    .text   ascii   M\fQP
5274  0x00093e67 0x00494a67 4   5    .text   ascii   M\fQP
5275  0x00093eb2 0x00494ab2 5   6    .text   ascii   u\bj\aX
5276  0x00093f5c 0x00494b5c 4   5    .text   ascii   ><xt
5277  0x00093fb9 0x00494bb9 6   7    .text   ascii   ,0<\tw\b
5278  0x00094003 0x00494c03 4   7    .text   utf8    벋E\bj blocks=Hangul Syllables,Basic Latin
5279  0x00094018 0x00494c18 4   5    .text   ascii   :\bus
5280  0x00094044 0x00494c44 6   7    .text   ascii   ,0<\tw\b
5281  0x00094136 0x00494d36 6   7    .text   ascii   ,0<\tw\b
5282  0x00094169 0x00494d69 4   5    .text   ascii   \ns k
5283  0x0009418e 0x00494d8e 6   7    .text   ascii   ,0<\tw\b
5284  0x0009423e 0x00494e3e 4   5    .text   ascii   ~\bj\t
5285  0x00094286 0x00494e86 4   5    .text   ascii   \f[_^
5286  0x0009429f 0x00494e9f 4   5    .text   ascii   u\fW3
5287  0x0009430f 0x00494f0f 4   5    .text   ascii   X_^[
5288  0x0009434c 0x00494f4c 5   7    .text   utf8    }\f3ɉ} blocks=Basic Latin,Latin Extended-B
5289  0x000943be 0x00494fbe 4   5    .text   ascii   \aSWV
5290  0x000943f8 0x00494ff8 4   5    .text   ascii   >)tP
5291  0x0009442d 0x0049502d 6   8    .text   utf8    )ù>)t blocks=Basic Latin,Combining Diacritical Marks
5292  0x0009444e 0x0049504e 4   5    .text   ascii   X[_^
5293  0x0009451a 0x0049511a 5   7    .text   utf8    ]ËE\f3 blocks=Basic Latin,Latin-1 Supplement
5294  0x00094534 0x00495134 4   6    .text   utf8    ދE\f3 blocks=Thaana,Basic Latin
5295  0x0009454d 0x0049514d 4   6    .text   utf8    ŋE\f3 blocks=Latin Extended-A,Basic Latin
5296  0x0009457a 0x0049517a 6   8    .text   utf8    @]ËE\f3 blocks=Basic Latin,Latin-1 Supplement
5297  0x00094594 0x00495194 7   9    .text   utf8    \bX]ËE\f3 blocks=Basic Latin,Latin-1 Supplement
5298  0x00094629 0x00495229 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
5299  0x00094682 0x00495282 5   7    .text   utf8    @]ËE\f blocks=Basic Latin,Latin-1 Supplement
5300  0x0009469c 0x0049529c 5   7    .text   utf8    X]ËE\f blocks=Basic Latin,Latin-1 Supplement
5301  0x00094722 0x00495322 4   5    .text   ascii   ht)L
5302  0x000947bb 0x004953bb 4   7    .text   utf8    Ɖ]܍H blocks=Latin Extended-B,Basic Latin,Syriac
5303  0x000948f7 0x004954f7 4   5    .text   ascii   t\f8]
5304  0x00094a1e 0x0049561e 4   5    .text   ascii   t\f8]
5305  0x00094aaf 0x004956af 4   5    .text   ascii   PVWS
5306  0x00094ac2 0x004956c2 4   5    .text   ascii   PVWS
5307  0x00094ae9 0x004956e9 4   5    .text   ascii   }\f8S
5308  0x00094bb4 0x004957b4 7   9    .text   utf8    j@Y+ȋE\b blocks=Basic Latin,Latin Extended-B
5309  0x00094cb4 0x004958b4 5   6    .text   ascii   SVW8A
5310  0x00095143 0x00495d43 4   5    .text   ascii   st[;
5311  0x000952ba 0x00495eba 4   6    .text   utf8    tW3ɋ blocks=Basic Latin,Latin Extended-B
5312  0x0009567a 0x0049627a 4   5    .text   ascii   stS;
5313  0x000959c1 0x004965c1 4   6    .text   utf8    tn3Ʌ blocks=Basic Latin,Latin Extended-B
5314  0x00095cec 0x004968ec 4   5    .text   ascii   stS;
5315  0x00095ee3 0x00496ae3 4   6    .text   utf8    tz3Ʌ blocks=Basic Latin,Latin Extended-B
5316  0x00095f72 0x00496b72 4   6    .text   utf8    j\n3҃ blocks=Basic Latin,Cyrillic
5317  0x00096265 0x00496e65 4   5    .text   ascii   st[;
5318  0x00096545 0x00497145 5   7    .text   utf8    j Y+ȉ blocks=Basic Latin,Latin Extended-B
5319  0x00096584 0x00497184 5   7    .text   utf8    j X+M
5320  0x000965c8 0x004971c8 6   7    .text   ascii   rr\tjrZ
5321  0x00096729 0x00497329 4   5    .text   ascii   w9r0
5322  0x0009676e 0x0049736e 5   7    .text   utf8    j Y+ʉ blocks=Basic Latin,IPA Extensions
5323  0x000967af 0x004973af 5   7    .text   utf8    j Y+ȍ blocks=Basic Latin,Latin Extended-B
