[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
817  0x0000a8d0 0x0001b4d0 80  162  .text   utf16le \registry\machine\system\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\
818  0x0000a980 0x0001b580 9   20   .text   utf16le IPAddress
819  0x0000a9a0 0x0001b5a0 13  28   .text   utf16le DhcpIPAddress
820  0x0000a9c0 0x0001b5c0 10  22   .text   utf16le SubnetMask
821  0x0000a9e0 0x0001b5e0 14  30   .text   utf16le DefaultGateway
822  0x0000aa00 0x0001b600 37  38   .text   ascii   kernel_nic_send AllocNdisNBL failed!\n
823  0x0000aa30 0x0001b630 9   10   .text   ascii   tcpip.sys
824  0x0000aa40 0x0001b640 47  48   .text   ascii   init_ndis_hook EnumSysModule tcpip.sys failed!\n
825  0x0000aa70 0x0001b670 5   12   .text   utf16le TCPIP
826  0x0000aa80 0x0001b680 38  39   .text   ascii   tcp ProtSendNetBufferListsComplete %p\n
827  0x0000aab0 0x0001b6b0 19  20   .text   ascii   DriverUnload Done!\n
828  0x0000aad0 0x0001b6d0 13  28   .text   utf16le RtlGetVersion
829  0x0000aaf0 0x0001b6f0 15  16   .text   ascii   \\.\Pipe\rtosvc
830  0x0000ab00 0x0001b700 15  16   .text   ascii   \\.\Pipe\rtisvc
831  0x0000ab10 0x0001b710 48  49   .text   ascii   x_init_apc_code ->%d code bytes, total %d bytes\n
832  0x0000ab50 0x0001b750 11  24   .text   utf16le svchost.exe
833  0x0000ab70 0x0001b770 26  27   .text   ascii   services id:%d process:%p\n
834  0x0000ab90 0x0001b790 12  26   .text   utf16le kerNel32.dll
835  0x0000abb0 0x0001b7b0 11  12   .text   ascii   CreateFileA
836  0x0000abc0 0x0001b7c0 11  12   .text   ascii   CloseHandle
837  0x0000abd0 0x0001b7d0 14  15   .text   ascii   CreateProcessA
838  0x0000abe0 0x0001b7e0 19  20   .text   ascii   WaitForSingleObject
839  0x0000ac00 0x0001b800 14  15   .text   ascii   WaitNamedPipeA
840  0x0000ac10 0x0001b810 12  13   .text   ascii   LoadLibraryA
841  0x0000ac20 0x0001b820 16  17   .text   ascii   GetModuleHandleA
842  0x0000ac40 0x0001b840 15  32   .text   utf16le \??\pipe\rtisvc
843  0x0000ac60 0x0001b860 15  32   .text   utf16le \??\pipe\rtosvc
844  0x0000ac80 0x0001b880 26  27   .text   ascii   cdo_open no open_context!\n
845  0x0000aca0 0x0001b8a0 14  15   .text   ascii   cdo_close %p!\n
846  0x0000acb0 0x0001b8b0 14  15   .text   ascii   cdo Set ID:%x\n
847  0x0000acc0 0x0001b8c0 12  26   .text   utf16le \Device\Tcp4
848  0x0000ace0 0x0001b8e0 23  24   .text   ascii   IoCreateDevice failed!\n
849  0x0000ad00 0x0001b900 16  34   .text   utf16le \DosDevices\Tcp4
850  0x0000ad30 0x0001b930 29  30   .text   ascii   IoCreateSymbolicLink failed!\n
851  0x0000ad50 0x0001b950 12  13   .text   ascii   \DosDevices\
852  0x0000ad60 0x0001b960 6   7    .text   ascii   %.128s
853  0x0000ad70 0x0001b970 4   5    .text   ascii   x_rt
854  0x0000ad80 0x0001b980 6   7    .text   ascii    win32
855  0x0000b0f0 0x0001c2f0 4   5    .rdata  ascii   \fp\v`
856  0x0000b164 0x0001c364 4   5    .rdata  ascii   \rp\f`
857  0x0000b17b 0x0001c37b 5   6    .rdata  ascii   p\r`\fP
858  0x0000b354 0x0001c554 4   5    .rdata  ascii   \bp\a`
859  0x0000b384 0x0001c584 4   5    .rdata  ascii   \rp\f`
860  0x0000b3a6 0x0001c5a6 4   5    .rdata  ascii   \fp\v`
861  0x0000b3d6 0x0001c5d6 4   5    .rdata  ascii   \bp\a`
862  0x0000b4c0 0x0001c6c0 4   5    .rdata  ascii   \fp\v`
863  0x0000c00a 0x001b400a 4   5    INIT    ascii   \$\bH
864  0x0000c024 0x001b4024 4   5    INIT    ascii   T$`H
865  0x0000c039 0x001b4039 4   5    INIT    ascii   L$pH
866  0x0000c066 0x001b4066 5   7    INIT    utf8    u%Hcź blocks=Basic Latin,Latin Extended-A
867  0x0000c09e 0x001b409e 4   5    INIT    ascii   T$`H
868  0x0000c0ba 0x001b40ba 4   5    INIT    ascii   L$pH
869  0x0000c0e9 0x001b40e9 5   6    INIT    ascii   D9\aA#
870  0x0000c1ca 0x001b41ca 4   5    INIT    ascii   D$@H
871  0x0000c1cf 0x001b41cf 4   5    INIT    ascii   T$0A
872  0x0000c212 0x001b4212 5   7    INIT    utf8    HcʋD9 blocks=Basic Latin,IPA Extensions
873  0x0000c23e 0x001b423e 4   5    INIT    ascii   T$@H
874  0x0000c2be 0x001b42be 4   5    INIT    ascii   p0\aH
875  0x0000c370 0x001b4370 48  49   INIT    ascii   DriverObject, DriverObject->MajorFunction %x %x\n
876  0x0000c682 0x001b4682 20  21   INIT    ascii   RtlInitUnicodeString
877  0x0000c699 0x001b4699 7   8    INIT    ascii   \bmemchr
878  0x0000c6a4 0x001b46a4 25  26   INIT    ascii   MmBuildMdlForNonPagedPool
879  0x0000c6c0 0x001b46c0 18  19   INIT    ascii   MmUserProbeAddress
880  0x0000c6d6 0x001b46d6 28  29   INIT    ascii   MmMapLockedPagesSpecifyCache
881  0x0000c6f5 0x001b46f5 8   9    INIT    ascii   \aZwClose
882  0x0000c700 0x001b4700 18  19   INIT    ascii   IofCompleteRequest
883  0x0000c714 0x001b4714 23  24   INIT    ascii   +\aZwDeviceIoControlFile
884  0x0000c72e 0x001b472e 21  22   INIT    ascii   PsGetCurrentProcessId
885  0x0000c746 0x001b4746 16  17   INIT    ascii   MmIsAddressValid
886  0x0000c75a 0x001b475a 25  26   INIT    ascii   RtlUnicodeStringToInteger
887  0x0000c774 0x001b4774 12  13   INIT    ascii   L\aZwOpenFile
888  0x0000c782 0x001b4782 9   10   INIT    ascii   5\bwcsncmp
889  0x0000c78e 0x001b478e 8   9    INIT    ascii   DbgPrint
890  0x0000c79a 0x001b479a 13  14   INIT    ascii   IoAllocateMdl
891  0x0000c7a9 0x001b47a9 9   10   INIT    ascii   \a_stricmp
892  0x0000c7b4 0x001b47b4 9   10   INIT    ascii   \n\bsprintf
893  0x0000c7c0 0x001b47c0 20  21   INIT    ascii   RtlLengthRequiredSid
894  0x0000c7d8 0x001b47d8 21  22   INIT    ascii   ExAllocatePoolWithTag
895  0x0000c7ee 0x001b47ee 10  11   INIT    ascii   (\bvsprintf
896  0x0000c7fc 0x001b47fc 20  21   INIT    ascii   IoDeleteSymbolicLink
897  0x0000c814 0x001b4814 17  18   INIT    ascii   ExFreePoolWithTag
898  0x0000c828 0x001b4828 28  29   INIT    ascii   RtlAnsiStringToUnicodeString
899  0x0000c848 0x001b4848 11  12   INIT    ascii   NtWriteFile
900  0x0000c856 0x001b4856 12  13   INIT    ascii   RtlCreateAcl
901  0x0000c866 0x001b4866 26  27   INIT    ascii   PsLookupProcessByProcessId
902  0x0000c884 0x001b4884 24  25   INIT    ascii   NtQuerySystemInformation
903  0x0000c89f 0x001b489f 10  11   INIT    ascii   \a_wcsnicmp
904  0x0000c8ab 0x001b48ab 11  12   INIT    ascii   \aZwReadFile
905  0x0000c8ba 0x001b48ba 28  29   INIT    ascii   RtlSetDaclSecurityDescriptor
906  0x0000c8da 0x001b48da 15  16   INIT    ascii   KeInitializeApc
907  0x0000c8ec 0x001b48ec 14  15   INIT    ascii   IoDeleteDevice
908  0x0000c8fe 0x001b48fe 15  16   INIT    ascii   NtFsControlFile
909  0x0000c910 0x001b4910 16  17   INIT    ascii   KeInsertQueueApc
910  0x0000c924 0x001b4924 25  26   INIT    ascii   MmGetSystemRoutineAddress
911  0x0000c940 0x001b4940 12  13   INIT    ascii   IoCreateFile
912  0x0000c94f 0x001b494f 25  26   INIT    ascii   \aZwQuerySystemInformation
913  0x0000c96c 0x001b496c 17  18   INIT    ascii   KeReleaseSpinLock
914  0x0000c980 0x001b4980 22  23   INIT    ascii   RtlAddAccessAllowedAce
915  0x0000c99a 0x001b499a 28  29   INIT    ascii   RtlImageDirectoryEntryToData
916  0x0000c9ba 0x001b49ba 15  16   INIT    ascii   KeDetachProcess
917  0x0000c9cc 0x001b49cc 22  23   INIT    ascii   KeDelayExecutionThread
918  0x0000c9e5 0x001b49e5 22  23   INIT    ascii   \aZwWaitForSingleObject
919  0x0000c9fc 0x001b49fc 14  15   INIT    ascii   \e\aZwCreateFile
920  0x0000ca0e 0x001b4a0e 20  21   INIT    ascii   PsCreateSystemThread
921  0x0000ca25 0x001b4a25 16  17   INIT    ascii   \aZwQueryValueKey
922  0x0000ca38 0x001b4a38 23  24   INIT    ascii   PsTerminateSystemThread
923  0x0000ca50 0x001b4a50 21  22   INIT    ascii   8\aZwFreeVirtualMemory
924  0x0000ca68 0x001b4a68 20  21   INIT    ascii   KeQueryTimeIncrement
925  0x0000ca80 0x001b4a80 25  26   INIT    ascii   ObReferenceObjectByHandle
926  0x0000ca9c 0x001b4a9c 21  22   INIT    ascii   KeWaitForSingleObject
927  0x0000cab4 0x001b4ab4 15  16   INIT    ascii   KeAttachProcess
928  0x0000cac6 0x001b4ac6 12  13   INIT    ascii   PsGetVersion
929  0x0000cad6 0x001b4ad6 12  13   INIT    ascii   PsThreadType
930  0x0000cae6 0x001b4ae6 23  24   INIT    ascii   RtlCompareUnicodeString
931  0x0000cafe 0x001b4afe 15  16   INIT    ascii   R\aZwOpenProcess
932  0x0000cb0e 0x001b4b0e 27  28   INIT    ascii   s\aZwQueryInformationProcess
933  0x0000cb2c 0x001b4b2c 20  21   INIT    ascii   IoCreateSymbolicLink
934  0x0000cb44 0x001b4b44 20  21   INIT    ascii   ObfDereferenceObject
935  0x0000cb5c 0x001b4b5c 14  15   INIT    ascii   IoCreateDevice
936  0x0000cb6d 0x001b4b6d 19  20   INIT    ascii   \aZwTerminateProcess
937  0x0000cb82 0x001b4b82 24  25   INIT    ascii   q\aZwQueryInformationFile
938  0x0000cb9e 0x001b4b9e 24  25   INIT    ascii   KeWaitForMultipleObjects
939  0x0000cbb9 0x001b4bb9 12  13   INIT    ascii   \aZwWriteFile
940  0x0000cbc8 0x001b4bc8 10  11   INIT    ascii   NtReadFile
941  0x0000cbd6 0x001b4bd6 24  25   INIT    ascii   PsLookupThreadByThreadId
942  0x0000cbf2 0x001b4bf2 12  13   INIT    ascii   RtlLengthSid
943  0x0000cc02 0x001b4c02 27  28   INIT    ascii   RtlCreateSecurityDescriptor
944  0x0000cc20 0x001b4c20 23  24   INIT    ascii   ZwAllocateVirtualMemory
945  0x0000cc38 0x001b4c38 11  12   INIT    ascii   N\aZwOpenKey
946  0x0000cc46 0x001b4c46 27  28   INIT    ascii   KeAcquireSpinLockRaiseToDpc
947  0x0000cc62 0x001b4c62 12  13   INIT    ascii   ntoskrnl.exe
948  0x0000cc72 0x001b4c72 21  22   INIT    ascii   NdisFreeNetBufferList
949  0x0000cc8a 0x001b4c8a 25  26   INIT    ascii   NdisFreeNetBufferListPool
950  0x0000cca6 0x001b4ca6 11  12   INIT    ascii   NdisFreeMdl
951  0x0000ccb4 0x001b4cb4 32  33   INIT    ascii   NdisCopyFromNetBufferToNetBuffer
952  0x0000ccd8 0x001b4cd8 14  15   INIT    ascii   NdisFreeMemory
953  0x0000ccea 0x001b4cea 29  30   INIT    ascii   NdisAllocateNetBufferListPool
954  0x0000cd0a 0x001b4d0a 24  25   INIT    ascii   NdisReturnNetBufferLists
955  0x0000cd26 0x001b4d26 31  32   INIT    ascii   NdisMSendNetBufferListsComplete
956  0x0000cd48 0x001b4d48 37  38   INIT    ascii   NdisAllocateNetBufferAndNetBufferList
957  0x0000cd70 0x001b4d70 25  26   INIT    ascii   NdisAllocateMemoryWithTag
958  0x0000cd8c 0x001b4d8c 22  23   INIT    ascii   NdisSendNetBufferLists
959  0x0000cda4 0x001b4da4 8   9    INIT    ascii   NDIS.SYS
960  0x0000ce22 0x001b4e22 4   5            ascii   1\v0\t
961  0x0000ce3e 0x001b4e3e 5   6            ascii   Z0X03
962  0x0000ce5b 0x001b4e5b 13  27           utf16le <<<Obsolete>>
963  0x0000ce76 0x001b4e76 4   5            ascii   0!0\t
964  0x0000ce8d 0x001b4e8d 5   6            ascii   >x\rRB
965  0x0000cece 0x001b4ece 4   5            ascii   1\v0\t
966  0x0000cee5 0x001b4ee5 14  15           ascii   \fWestern Cape1
967  0x0000cefc 0x001b4efc 13  14           ascii   \vDurbanville1
968  0x0000cf13 0x001b4f13 7   8            ascii   Thawte1
969  0x0000cf24 0x001b4f24 21  22           ascii   Thawte Certification1
970  0x0000cf43 0x001b4f43 23  24           ascii   Thawte Timestamping CA0
971  0x0000cf5c 0x001b4f5c 14  15           ascii   \r121221000000Z
972  0x0000cf6b 0x001b4f6b 20  21           ascii   \r201230235959Z0^1\v0\t
973  0x0000cf93 0x001b4f93 24  25           ascii   Symantec Corporation100.
974  0x0000cfb1 0x001b4fb1 41  42           ascii   'Symantec Time Stamping Services CA - G20
975  0x0000d008 0x001b5008 6   8            utf8    "W*oܸ& blocks=Basic Latin,Syriac
976  0x0000d010 0x001b5010 7   9            utf8    Csk¿.PZ blocks=Basic Latin,Latin-1 Supplement
977  0x0000d04f 0x001b504f 5   6            ascii   r\e&Mq
978  0x0000d06f 0x001b506f 4   6            utf8    W?=ƒ blocks=Basic Latin,Latin Extended-B
979  0x0000d09f 0x001b509f 4   6            utf8    \rtޒ" blocks=Basic Latin,Thaana
980  0x0000d0e7 0x001b50e7 5   6            ascii   ]jxdE
981  0x0000d0ed 0x001b50ed 4   5            ascii   `F~T
982  0x0000d131 0x001b5131 5   6            ascii   &0$0"
983  0x0000d142 0x001b5142 23  24           ascii   http://ocsp.thawte.com0
984  0x0000d174 0x001b5174 5   6            ascii   80604
985  0x0000d17e 0x001b517e 48  49           ascii   .http://crl.thawte.com/ThawteTimestampingCA.crl0
986  0x0000d1ec 0x001b51ec 18  19           ascii   TimeStamp-2048-10\r
987  0x0000d25a 0x001b525a 4   5            ascii   \b\*z
988  0x0000d268 0x001b5268 4   5            ascii   y@b%
989  0x0000d2bd 0x001b52bd 6   7            ascii   0^1\v0\t
990  0x0000d2d7 0x001b52d7 24  25           ascii   Symantec Corporation100.
991  0x0000d2f5 0x001b52f5 41  42           ascii   'Symantec Time Stamping Services CA - G20
992  0x0000d320 0x001b5320 14  15           ascii   \r121018000000Z
993  0x0000d32f 0x001b532f 20  21           ascii   \r201229235959Z0b1\v0\t
994  0x0000d357 0x001b5357 24  25           ascii   Symantec Corporation1402
995  0x0000d375 0x001b5375 45  46           ascii   +Symantec Time Stamping Services Signer - G40
996  0x0000d3c3 0x001b53c3 4   5            ascii   c\v9D
997  0x0000d3ee 0x001b53ee 5   7            utf8    پay\v[ blocks=Arabic,Basic Latin
998  0x0000d416 0x001b5416 4   5            ascii   2oNW
999  0x0000d439 0x001b5439 4   5            ascii   a;EQ
1000 0x0000d47f 0x001b547f 4   6            utf8    h֨tw blocks=Basic Latin,Hebrew
1001 0x0000d512 0x001b5512 5   6            ascii   g0e0*
1002 0x0000d523 0x001b5523 32  33           ascii   http://ts-ocsp.ws.symantec.com07
1003 0x0000d54e 0x001b554e 46  47           ascii   +http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<
1004 0x0000d582 0x001b5582 5   6            ascii   50301
1005 0x0000d58c 0x001b558c 46  47           ascii   +http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(
1006 0x0000d5d2 0x001b55d2 17  18           ascii   TimeStamp-2048-20
1007 0x0000d63f 0x001b563f 4   5            ascii   b07x
1008 0x0000d669 0x001b5669 4   5            ascii   ,&c3
1009 0x0000d66e 0x001b566e 4   5            ascii   Idm\r
1010 0x0000d689 0x001b5689 4   8            utf8    ͕tܶ\ blocks=Combining Diacritical Marks,Basic Latin,Syriac
1011 0x0000d6aa 0x001b56aa 5   6            ascii   \vnO^
1012 0x0000d6b0 0x001b56b0 5   6            ascii   EFAn\r
1013 0x0000d6ec 0x001b56ec 4   5            ascii   ,/I\e
1014 0x0000d703 0x001b5703 5   6            ascii   y3+.{
1015 0x0000d71e 0x001b571e 6   8            utf8    ɿ>"hcS blocks=IPA Extensions,Basic Latin
1016 0x0000d753 0x001b5753 4   5            ascii   e@0\r
1017 0x0000d767 0x001b5767 4   5            ascii   1\v0\t
1018 0x0000d77f 0x001b577f 15  16           ascii   VeriSign, Inc.1
1019 0x0000d798 0x001b5798 26  27           ascii   VeriSign Trust Network1;09
1020 0x0000d7b8 0x001b57b8 55  56           ascii   2Terms of use at https://www.verisign.com/rpa (c)101.0,
1021 0x0000d7f5 0x001b57f5 39  40           ascii   %VeriSign Class 3 Code Signing 2010 CA0
1022 0x0000d81e 0x001b581e 14  15           ascii   \r110628000000Z
1023 0x0000d82d 0x001b582d 15  16           ascii   \r140627235959Z0
1024 0x0000d83e 0x001b583e 4   5            ascii   1\v0\t
1025 0x0000d855 0x001b5855 9   10           ascii   \aBeijing1
1026 0x0000d867 0x001b5867 12  13           ascii   \aBeijing1301
1027 0x0000d879 0x001b5879 47  48           ascii   *Anhua Xinda (Beijing) Technology Co., Ltd.1>0<
1028 0x0000d8ae 0x001b58ae 58  59           ascii   5Digital ID Class 3 - Microsoft Software Validation v21301
1029 0x0000d8ee 0x001b58ee 44  45           ascii   *Anhua Xinda (Beijing) Technology Co., Ltd.0
1030 0x0000d95c 0x001b595c 4   5            ascii   SzU{
1031 0x0000d977 0x001b5977 5   6            ascii   Lq5+s
1032 0x0000d98f 0x001b598f 4   5            ascii   x:J.
1033 0x0000d99f 0x001b599f 8   10           utf8    \e o;]߫8U blocks=Basic Latin,NKo
1034 0x0000d9b1 0x001b59b1 7   9            utf8    g`Gzpȕ. blocks=Basic Latin,Latin Extended-B
1035 0x0000d9ea 0x001b59ea 5   7            utf8    )`\ay۵ blocks=Basic Latin,Arabic
1036 0x0000da17 0x001b5a17 5   7            utf8    *_<Ի\t blocks=Basic Latin,Armenian
1037 0x0000da6a 0x001b5a6a 5   6            ascii   90705
1038 0x0000da74 0x001b5a74 50  51           ascii   /http://csc3-2010-crl.verisign.com/CSC3-2010.crl0D
1039 0x0000daac 0x001b5aac 5   6            ascii   =0;09
1040 0x0000dabe 0x001b5abe 4   5            ascii   0*0(
1041 0x0000dace 0x001b5ace 29  30           ascii   https://www.verisign.com/rpa0
1042 0x0000db0c 0x001b5b0c 5   6            ascii   e0c0$
1043 0x0000db1d 0x001b5b1d 26  27           ascii   http://ocsp.verisign.com0;
1044 0x0000db42 0x001b5b42 49  50           ascii   /http://csc3-2010-aia.verisign.com/CSC3-2010.cer0
1045 0x0000dbd2 0x001b5bd2 7   8            ascii   uDf@W\nW
1046 0x0000dc12 0x001b5c12 4   5            ascii   mpqk
1047 0x0000dc23 0x001b5c23 6   7            ascii   S`K$P.
1048 0x0000dc2b 0x001b5c2b 4   5            ascii   9Wp3
1049 0x0000dc48 0x001b5c48 4   5            ascii   7ETb
1050 0x0000dc59 0x001b5c59 4   5            ascii   clY\r
1051 0x0000dc6c 0x001b5c6c 4   6            utf8    Ս69@ blocks=Armenian,Basic Latin
1052 0x0000dc82 0x001b5c82 4   5            ascii   =b~\n
1053 0x0000dc8d 0x001b5c8d 4   5            ascii   V|8q
1054 0x0000dcfc 0x001b5cfc 4   5            ascii   1\v0\t
1055 0x0000dd13 0x001b5d13 12  13           ascii   \nWashington1
1056 0x0000dd28 0x001b5d28 9   10           ascii   \aRedmond1
1057 0x0000dd3b 0x001b5d3b 25  26           ascii   Microsoft Corporation1)0'
1058 0x0000dd5a 0x001b5d5a 34  35           ascii    Microsoft Code Verification Root0
1059 0x0000dd7e 0x001b5d7e 14  15           ascii   \r110222192517Z
1060 0x0000dd8d 0x001b5d8d 15  16           ascii   \r210222193517Z0
1061 0x0000dd9e 0x001b5d9e 4   5            ascii   1\v0\t
1062 0x0000ddb6 0x001b5db6 15  16           ascii   VeriSign, Inc.1
1063 0x0000ddcf 0x001b5dcf 26  27           ascii   VeriSign Trust Network1:08
1064 0x0000ddef 0x001b5def 54  55           ascii   1(c) 2006 VeriSign, Inc. - For authorized use only1E0C
1065 0x0000de2b 0x001b5e2b 62  63           ascii   <VeriSign Class 3 Public Primary Certification Authority - G50
1066 0x0000de8a 0x001b5e8a 6   7            ascii   $\b\b)z5
1067 0x0000ded9 0x001b5ed9 4   5            ascii   b\b=T
1068 0x0000def2 0x001b5ef2 6   8            utf8    CcjRKҏ blocks=Basic Latin,Cyrillic
1069 0x0000defa 0x001b5efa 6   8            utf8    pQMщi{ blocks=Basic Latin,Cyrillic
1070 0x0000df09 0x001b5f09 5   7            utf8    {]KVӖ blocks=Basic Latin,Cyrillic
1071 0x0000df64 0x001b5f64 4   6            utf8    +~Oŕ blocks=Basic Latin,Latin Extended-A
1072 0x0000df9c 0x001b5f9c 4   5            ascii   \n0\b0
1073 0x0000dfe1 0x001b5fe1 4   5            ascii   3130
1074 0x0000dffb 0x001b5ffb 4   5            ascii   \tTPk
1075 0x0000e00d 0x001b600d 5   6            ascii   N0L0J
1076 0x0000e017 0x001b6017 71  72           ascii   Dhttp://crl.microsoft.com/pki/crl/products/MicrosoftCodeVerifRoot.crl0\r
1077 0x0000e0a3 0x001b60a3 8   9            ascii   ,N<jPl\v6
1078 0x0000e0df 0x001b60df 5   7            utf8    []\ak͆ blocks=Basic Latin,Combining Diacritical Marks
1079 0x0000e146 0x001b6146 8   9            ascii   3BH8Q:|8
1080 0x0000e14f 0x001b614f 5   6            ascii   \e$"(@
1081 0x0000e1b3 0x001b61b3 4   5            ascii   :'jI
1082 0x0000e1bd 0x001b61bd 4   5            ascii   #(2v
1083 0x0000e1f5 0x001b61f5 4   6            utf8    Ә_Kz blocks=Cyrillic,Basic Latin
1084 0x0000e216 0x001b6216 4   5            ascii   ;n\n:
1085 0x0000e221 0x001b6221 4   5            ascii   wha3
1086 0x0000e22f 0x001b622f 5   6            ascii   \J$jg
1087 0x0000e2a1 0x001b62a1 4   5            ascii   1\v0\t
1088 0x0000e2b9 0x001b62b9 15  16           ascii   VeriSign, Inc.1
1089 0x0000e2d2 0x001b62d2 26  27           ascii   VeriSign Trust Network1:08
1090 0x0000e2f2 0x001b62f2 54  55           ascii   1(c) 2006 VeriSign, Inc. - For authorized use only1E0C
1091 0x0000e32e 0x001b632e 62  63           ascii   <VeriSign Class 3 Public Primary Certification Authority - G50
1092 0x0000e36e 0x001b636e 14  15           ascii   \r100208000000Z
1093 0x0000e37d 0x001b637d 15  16           ascii   \r200207235959Z0
1094 0x0000e38e 0x001b638e 4   5            ascii   1\v0\t
1095 0x0000e3a6 0x001b63a6 15  16           ascii   VeriSign, Inc.1
1096 0x0000e3bf 0x001b63bf 26  27           ascii   VeriSign Trust Network1;09
1097 0x0000e3df 0x001b63df 55  56           ascii   2Terms of use at https://www.verisign.com/rpa (c)101.0,
1098 0x0000e41c 0x001b641c 39  40           ascii   %VeriSign Class 3 Code Signing 2010 CA0
1099 0x0000e4e6 0x001b64e6 4   6            utf8    $<<A
1100 0x0000e4f9 0x001b64f9 4   5            ascii   &J@<
1101 0x0000e507 0x001b6507 4   6            utf8    %{Ͽ? blocks=Basic Latin,Greek and Coptic
1102 0x0000e518 0x001b6518 6   7            ascii   z;T0S\e
1103 0x0000e54d 0x001b654d 4   5            ascii   O\f=W
1104 0x0000e58c 0x001b658c 5   6            ascii   i0g0e
1105 0x0000e59e 0x001b659e 4   5            ascii   0V0(
1106 0x0000e5ae 0x001b65ae 30  31           ascii   https://www.verisign.com/cps0*
1107 0x0000e5da 0x001b65da 29  30           ascii   https://www.verisign.com/rpa0
1108 0x0000e619 0x001b6619 7   8            ascii   [0Y0W0U
1109 0x0000e621 0x001b6621 13  14           ascii   \timage/gif0!0
1110 0x0000e651 0x001b6651 38  39           ascii   #http://logo.verisign.com/vslogo.gif04
1111 0x0000e67d 0x001b667d 5   6            ascii   -0+0)
1112 0x0000e687 0x001b6687 38  39           ascii   #http://crl.verisign.com/pca3-g5.crl04
1113 0x0000e6b8 0x001b66b8 5   6            ascii   (0&0$
1114 0x0000e6c9 0x001b66c9 25  26           ascii   http://ocsp.verisign.com0
1115 0x0000e71a 0x001b671a 17  18           ascii   VeriSignMPKI-2-80
1116 0x0000e767 0x001b6767 5   6            ascii   3130\r
1117 0x0000e79c 0x001b679c 5   6            ascii   G8J-l
1118 0x0000e7e7 0x001b67e7 6   7            ascii   yk\b\fAr
1119 0x0000e805 0x001b6805 8   10           utf8    B=e6Դ=@( blocks=Basic Latin,Armenian
1120 0x0000e842 0x001b6842 4   5            ascii   u\ec?
1121 0x0000e869 0x001b6869 4   5            ascii   \e=TR
1122 0x0000e88f 0x001b688f 4   5            ascii   1\v0\t
1123 0x0000e8a7 0x001b68a7 15  16           ascii   VeriSign, Inc.1
1124 0x0000e8c0 0x001b68c0 26  27           ascii   VeriSign Trust Network1;09
1125 0x0000e8e0 0x001b68e0 55  56           ascii   2Terms of use at https://www.verisign.com/rpa (c)101.0,
1126 0x0000e91d 0x001b691d 38  39           ascii   %VeriSign Class 3 Code Signing 2010 CA
1127 0x0000e953 0x001b6953 4   5            ascii   e@0\t
1128 0x0000e9be 0x001b69be 5   6            ascii   l5\a<]
1129 0x0000e9ea 0x001b69ea 4   6            utf8    \->ǋ blocks=Basic Latin,Latin Extended-B
1130 0x0000ea0d 0x001b6a0d 5   6            ascii   \rP:PT
1131 0x0000ea14 0x001b6a14 5   6            ascii   [:uKE
1132 0x0000ea1e 0x001b6a1e 4   6            utf8    \fK`ч blocks=Basic Latin,Cyrillic
1133 0x0000ea34 0x001b6a34 4   5            ascii   _re*
1134 0x0000ea64 0x001b6a64 4   7            utf8    XMN㮯 blocks=Basic Latin,CJK Unified Ideographs Extension A
1135 0x0000ea6b 0x001b6a6b 5   7            utf8    ۴0gtB blocks=Arabic,Basic Latin
1136 0x0000ea84 0x001b6a84 7   8            ascii   NO\eeCN\v
1137 0x0000ea97 0x001b6a97 6   7            ascii   {Up:S\e
1138 0x0000eacb 0x001b6acb 7   9            utf8    EڤSjgn# blocks=Basic Latin,Arabic
1139 0x0000eb03 0x001b6b03 8   9            ascii   0r0^1\v0\t
1140 0x0000eb1f 0x001b6b1f 24  25           ascii   Symantec Corporation100.
1141 0x0000eb3d 0x001b6b3d 40  41           ascii   'Symantec Time Stamping Services CA - G2
1142 0x0000ebae 0x001b6bae 16  17           ascii   \r130123070739Z0#

