[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1451 0x00011adc 0x004126dc 4   5    .text   ascii   ZYYd
1452 0x00011aeb 0x004126eb 4   5    .text   ascii   ZYYd
1453 0x00011b09 0x00412709 4   5    .text   ascii   ZYYd
1454 0x00011b0f 0x0041270f 4   5    .text   ascii   h''A
1455 0x00011b29 0x00412729 4   5    .text   ascii   ZYYd
1456 0x00011b2f 0x0041272f 4   5    .text   ascii   hd'A
1457 0x00011b7c 0x0041277c 5   12   .text   utf16le OHK51
1458 0x00011b94 0x00412794 5   12   .text   utf16le OHF51
1459 0x00011bac 0x004127ac 5   12   .text   utf16le SHK51
1460 0x00011bc4 0x004127c4 5   12   .text   utf16le HSC51
1461 0x00011bdc 0x004127dc 4   10   .text   utf16le HS51
1462 0x00011bf4 0x004127f4 4   10   .text   utf16le OS50
1463 0x00011c0c 0x0041280c 5   12   .text   utf16le HCS51
1464 0x00011c24 0x00412824 5   12   .text   utf16le ESC51
1465 0x00011c3c 0x0041283c 4   10   .text   utf16le .DLL
1466 0x00011c68 0x00412868 4   10   .text   utf16le CSVH
1467 0x00011d68 0x00412968 5   6    .text   ascii   R407C
1468 0x00011d70 0x00412970 7   16   .text   utf16le CRSteps
1469 0x00011d80 0x00412980 10  22   .text   utf16le Thresholds
1470 0x00011d98 0x00412998 7   16   .text   utf16le XDesign
1471 0x00011dd5 0x004129d5 5   6    .text   ascii   Uh5*A
1472 0x00011e29 0x00412a29 4   5    .text   ascii   ZYYd
1473 0x00011e2f 0x00412a2f 4   5    .text   ascii   h<*A
1474 0x00011e49 0x00412a49 5   7    .text   utf8    SVW3\t
1475 0x00011f1d 0x00412b1d 5   6    .text   ascii   Uhx,A
1476 0x00012070 0x00412c70 4   5    .text   ascii   ZYYd
1477 0x00012089 0x00412c89 4   5    .text   ascii   ZYYd
1478 0x000120d2 0x00412cd2 5   6    .text   ascii   Uh8/A
1479 0x00012306 0x00412f06 4   5    .text   ascii   ZYYd
1480 0x0001231f 0x00412f1f 4   5    .text   ascii   ZYYd
1481 0x00012325 0x00412f25 4   5    .text   ascii   h?/A
1482 0x00012341 0x00412f41 6   7    .text   ascii   _^[YY]
1483 0x00013838 0x00414438 36  37   .text   ascii   \bWbbin522\bStrUtils\tCharacter\aWindows
1484 0x0001385d 0x0041445d 13  14   .text   ascii   Types\aSysInit
1485 0x0001386b 0x0041446b 15  16   .text   ascii   System\bSysUtils
1486 0x0001387b 0x0041447b 41  42   .text   ascii   Math\bSysConst\tRTLConsts\bImageHlp\bWbbin521
1487 0x00013ac9 0x004150c9 5   6    .itext  ascii   UhBQA
1488 0x00013b36 0x00415136 4   5    .itext  ascii   ZYYd
1489 0x00013b3c 0x0041513c 4   5    .itext  ascii   hIQA
1490 0x00013b6d 0x0041516d 4   6    .itext  utf8    8P/A
1491 0x00014364 0x00416764 5   6    .data   ascii   Error
1492 0x0001436c 0x0041676c 29  30   .data   ascii   Runtime error     at 00000000
1493 0x0001438c 0x0041678c 16  17   .data   ascii   0123456789ABCDEF
1494 0x0001465e 0x00416a5e 5   6    .data   ascii   @v:k\v
1495 0x00015b64 0x0041d364 12  13   .idata  ascii   oleaut32.dll
1496 0x00015b74 0x0041d374 13  14   .idata  ascii   SysFreeString
1497 0x00015b84 0x0041d384 17  18   .idata  ascii   SysAllocStringLen
1498 0x00015b96 0x0041d396 12  13   .idata  ascii   advapi32.dll
1499 0x00015ba6 0x0041d3a6 16  17   .idata  ascii   RegQueryValueExW
1500 0x00015bba 0x0041d3ba 13  14   .idata  ascii   RegOpenKeyExW
1501 0x00015bca 0x0041d3ca 11  12   .idata  ascii   RegCloseKey
1502 0x00015bd6 0x0041d3d6 10  11   .idata  ascii   user32.dll
1503 0x00015be4 0x0041d3e4 11  12   .idata  ascii   LoadStringW
1504 0x00015bf2 0x0041d3f2 11  12   .idata  ascii   MessageBoxA
1505 0x00015c00 0x0041d400 9   10   .idata  ascii   CharNextW
1506 0x00015c0a 0x0041d40a 12  13   .idata  ascii   kernel32.dll
1507 0x00015c1a 0x0041d41a 9   10   .idata  ascii   lstrcmpiA
1508 0x00015c26 0x0041d426 12  13   .idata  ascii   LoadLibraryA
1509 0x00015c36 0x0041d436 9   10   .idata  ascii   LocalFree
1510 0x00015c42 0x0041d442 10  11   .idata  ascii   LocalAlloc
1511 0x00015c50 0x0041d450 6   7    .idata  ascii   GetACP
1512 0x00015c5a 0x0041d45a 5   6    .idata  ascii   Sleep
1513 0x00015c62 0x0041d462 11  12   .idata  ascii   VirtualFree
1514 0x00015c70 0x0041d470 12  13   .idata  ascii   VirtualAlloc
1515 0x00015c80 0x0041d480 13  14   .idata  ascii   GetSystemInfo
1516 0x00015c90 0x0041d490 10  11   .idata  ascii   GetVersion
1517 0x00015c9e 0x0041d49e 18  19   .idata  ascii   GetCurrentThreadId
1518 0x00015cb4 0x0041d4b4 12  13   .idata  ascii   VirtualQuery
1519 0x00015cc4 0x0041d4c4 19  20   .idata  ascii   WideCharToMultiByte
1520 0x00015cda 0x0041d4da 19  20   .idata  ascii   MultiByteToWideChar
1521 0x00015cf0 0x0041d4f0 8   9    .idata  ascii   lstrlenW
1522 0x00015cfc 0x0041d4fc 9   10   .idata  ascii   lstrcpynW
1523 0x00015d08 0x0041d508 14  15   .idata  ascii   LoadLibraryExW
1524 0x00015d1a 0x0041d51a 13  14   .idata  ascii   IsValidLocale
1525 0x00015d2a 0x0041d52a 26  27   .idata  ascii   GetSystemDefaultUILanguage
1526 0x00015d48 0x0041d548 15  16   .idata  ascii   GetStartupInfoA
1527 0x00015d5a 0x0041d55a 14  15   .idata  ascii   GetProcAddress
1528 0x00015d6c 0x0041d56c 16  17   .idata  ascii   GetModuleHandleW
1529 0x00015d80 0x0041d580 18  19   .idata  ascii   GetModuleFileNameW
1530 0x00015d96 0x0041d596 24  25   .idata  ascii   GetUserDefaultUILanguage
1531 0x00015db2 0x0041d5b2 14  15   .idata  ascii   GetLocaleInfoW
1532 0x00015dc4 0x0041d5c4 12  13   .idata  ascii   GetLastError
1533 0x00015dd4 0x0041d5d4 15  16   .idata  ascii   GetCommandLineW
1534 0x00015de6 0x0041d5e6 11  12   .idata  ascii   FreeLibrary
1535 0x00015df4 0x0041d5f4 14  15   .idata  ascii   FindFirstFileW
1536 0x00015e06 0x0041d606 9   10   .idata  ascii   FindClose
1537 0x00015e12 0x0041d612 11  12   .idata  ascii   ExitProcess
1538 0x00015e20 0x0041d620 9   10   .idata  ascii   WriteFile
1539 0x00015e2c 0x0041d62c 24  25   .idata  ascii   UnhandledExceptionFilter
1540 0x00015e48 0x0041d648 9   10   .idata  ascii   RtlUnwind
1541 0x00015e54 0x0041d654 14  15   .idata  ascii   RaiseException
1542 0x00015e66 0x0041d666 12  13   .idata  ascii   GetStdHandle
1543 0x00015e76 0x0041d676 21  22   .idata  ascii   DeleteCriticalSection
1544 0x00015e8e 0x0041d68e 20  21   .idata  ascii   LeaveCriticalSection
1545 0x00015ea6 0x0041d6a6 20  21   .idata  ascii   EnterCriticalSection
1546 0x00015ebe 0x0041d6be 25  26   .idata  ascii   InitializeCriticalSection
1547 0x00015eda 0x0041d6da 11  12   .idata  ascii   CloseHandle
1548 0x00015ee6 0x0041d6e6 12  13   .idata  ascii   kernel32.dll
1549 0x00015ef6 0x0041d6f6 11  12   .idata  ascii   TlsSetValue
1550 0x00015f04 0x0041d704 11  12   .idata  ascii   TlsGetValue
1551 0x00015f12 0x0041d712 7   8    .idata  ascii   TlsFree
1552 0x00015f1c 0x0041d71c 8   9    .idata  ascii   TlsAlloc
1553 0x00015f28 0x0041d728 9   10   .idata  ascii   LocalFree
1554 0x00015f34 0x0041d734 10  11   .idata  ascii   LocalAlloc
1555 0x00015f40 0x0041d740 10  11   .idata  ascii   user32.dll
1556 0x00015f4e 0x0041d74e 16  17   .idata  ascii   GetSystemMetrics
1557 0x00015f62 0x0041d762 14  15   .idata  ascii   CharUpperBuffW
1558 0x00015f72 0x0041d772 12  13   .idata  ascii   kernel32.dll
1559 0x00015f82 0x0041d782 19  20   .idata  ascii   WaitForSingleObject
1560 0x00015f98 0x0041d798 19  20   .idata  ascii   SignalObjectAndWait
1561 0x00015fae 0x0041d7ae 8   9    .idata  ascii   SetEvent
1562 0x00015fba 0x0041d7ba 10  11   .idata  ascii   ResetEvent
1563 0x00015fc8 0x0041d7c8 19  20   .idata  ascii   MultiByteToWideChar
1564 0x00015fde 0x0041d7de 12  13   .idata  ascii   LoadLibraryW
1565 0x00015fee 0x0041d7ee 13  14   .idata  ascii   GetVersionExW
1566 0x00015ffe 0x0041d7fe 15  16   .idata  ascii   GetThreadLocale
1567 0x00016010 0x0041d810 14  15   .idata  ascii   GetProcAddress
1568 0x00016022 0x0041d822 16  17   .idata  ascii   GetModuleHandleW
1569 0x00016036 0x0041d836 14  15   .idata  ascii   GetLocaleInfoW
1570 0x00016048 0x0041d848 17  18   .idata  ascii   GetDiskFreeSpaceW
1571 0x0001605c 0x0041d85c 9   10   .idata  ascii   GetCPInfo
1572 0x00016068 0x0041d868 19  20   .idata  ascii   InterlockedExchange
1573 0x0001607e 0x0041d87e 26  27   .idata  ascii   InterlockedCompareExchange
1574 0x0001609c 0x0041d89c 11  12   .idata  ascii   FreeLibrary
1575 0x000160aa 0x0041d8aa 17  18   .idata  ascii   EnumCalendarInfoW
1576 0x000160be 0x0041d8be 12  13   .idata  ascii   CreateEventW
1577 0x000160ce 0x0041d8ce 14  15   .idata  ascii   CompareStringW
1578 0x000160e0 0x0041d8e0 11  12   .idata  ascii   CloseHandle
1579 0x000160ec 0x0041d8ec 9   10   .idata  ascii   BNP50.DLL
1580 0x000160f8 0x0041d8f8 9   10   .idata  ascii   BNPFactor
1581 0x0001623c 0x0041e03c 11  12   .edata  ascii   Wbbin52.dll
1582 0x00016248 0x0041e048 7   8    .edata  ascii   BinCalc
1583 0x00016250 0x0041e050 11  12   .edata  ascii   CopyBinCalc
1584 0x0001640b 0x0041f00b 9   10   .reloc  ascii   000L0d0x0
1585 0x00016425 0x0041f025 13  14   .reloc  ascii   1 10181N1T1w1
1586 0x00016441 0x0041f041 9   10   .reloc  ascii   2)2A2Y2p2
1587 0x0001646d 0x0041f06d 25  26   .reloc  ascii   3&3.363>3F3N3V3^3f3n3v3~3
1588 0x000164a5 0x0041f0a5 9   10   .reloc  ascii   7$757X7r7
1589 0x000164bb 0x0041f0bb 13  14   .reloc  ascii   7)81868[8d8w8
1590 0x000164d9 0x0041f0d9 7   8    .reloc  ascii   9*;9;@;
1591 0x000164e7 0x0041f0e7 11  12   .reloc  ascii   <%<:<M<Z<w<
1592 0x000164ff 0x0041f0ff 7   8    .reloc  ascii   =I=S=j=
1593 0x00016515 0x0041f115 7   8    .reloc  ascii   >%>B>K>
1594 0x00016521 0x0041f121 7   8    .reloc  ascii   ?+?e?o?
1595 0x00016534 0x0041f134 10  11   .reloc  ascii   "0;0l0v0|0
1596 0x00016545 0x0041f145 5   6    .reloc  ascii   1,2{2
1597 0x0001654f 0x0041f14f 7   8    .reloc  ascii   2C3S3\n4
1598 0x00016557 0x0041f157 7   8    .reloc  ascii   4%414<4
1599 0x00016565 0x0041f165 11  12   .reloc  ascii   7,7E7X7s7y7
1600 0x0001657d 0x0041f17d 5   6    .reloc  ascii   8/80:
1601 0x00016585 0x0041f185 9   10   .reloc  ascii   :\b;7;I;d;
1602 0x00016593 0x0041f193 11  12   .reloc  ascii   <&<Q<_<m<{<
1603 0x000165a1 0x0041f1a1 5   6    .reloc  ascii   < =.=
1604 0x000165c5 0x0041f1c5 9   10   .reloc  ascii   ?!?1?6?[?
1605 0x000165e7 0x0041f1e7 7   8    .reloc  ascii   020S0l0
1606 0x000165f9 0x0041f1f9 21  22   .reloc  ascii   1@1D1H1L1P1T1X1\1`1I2
1607 0x0001660f 0x0041f20f 9   10   .reloc  ascii   2+4C4T4p4
1608 0x00016621 0x0041f221 11  12   .reloc  ascii   7"7*7@7X7f7
1609 0x00016637 0x0041f237 7   8    .reloc  ascii   7#8P8Y8
1610 0x00016647 0x0041f247 5   6    .reloc  ascii   8A9v9
1611 0x0001665b 0x0041f25b 9   10   .reloc  ascii   ;3<=<H<Y<
1612 0x0001666d 0x0041f26d 9   10   .reloc  ascii   =P=U=Z=_=
1613 0x0001667f 0x0041f27f 5   6    .reloc  ascii   >+>R>
1614 0x00016687 0x0041f287 9   10   .reloc  ascii   > ?,?i?{?
1615 0x000166b1 0x0041f2b1 13  14   .reloc  ascii   0,020@0G0Q0|0
1616 0x000166df 0x0041f2df 5   6    .reloc  ascii   > ?l?
1617 0x000166f1 0x0041f2f1 19  20   .reloc  ascii   1!4-4C4I4Q4V4f4k4p4
1618 0x0001671d 0x0041f31d 7   8    .reloc  ascii   757D7V7
1619 0x0001672f 0x0041f32f 5   6    .reloc  ascii   8\v9A9
1620 0x0001673d 0x0041f33d 9   10   .reloc  ascii   :\e:*:9:\:
1621 0x00016751 0x0041f351 7   8    .reloc  ascii   :M;`;K=
1622 0x00016777 0x0041f377 5   6    .reloc  ascii   0d1.2
1623 0x00016789 0x0041f389 9   10   .reloc  ascii   3!424r4y4
1624 0x000167a9 0x0041f3a9 9   10   .reloc  ascii   5>6F6U6s7
1625 0x000167bd 0x0041f3bd 7   8    .reloc  ascii   8+898H8
1626 0x000167c9 0x0041f3c9 7   8    .reloc  ascii   8\b9g9l9
1627 0x000167df 0x0041f3df 15  16   .reloc  ascii   :7:A:S:f:n:v:~:
1628 0x000167fb 0x0041f3fb 15  16   .reloc  ascii   ;#;+;B;`;h;v;{;
1629 0x0001681f 0x0041f41f 19  20   .reloc  ascii   <&<.<6<><^<f<n<v<~<
1630 0x0001683f 0x0041f43f 19  20   .reloc  ascii   ="=*=2=:=B=J=l=u=~=
1631 0x00016875 0x0041f475 25  26   .reloc  ascii   >$>,>4><>D>L>T>\>d>l>t>|>
1632 0x000168b5 0x0041f4b5 25  26   .reloc  ascii   ?$?,?4?<?D?L?T?\?d?l?t?|?
1633 0x00016919 0x0041f519 13  14   .reloc  ascii   5>5U5Y5]5a5e5
1634 0x00016929 0x0041f529 5   6    .reloc  ascii   8'829
1635 0x00016937 0x0041f537 9   10   .reloc  ascii   :';,;F;k;
1636 0x00016945 0x0041f545 11  12   .reloc  ascii   ;\a<#<B<T<~<
1637 0x00016959 0x0041f559 5   6    .reloc  ascii   <G=i=
1638 0x0001697f 0x0041f57f 5   6    .reloc  ascii   000J0
1639 0x0001698b 0x0041f58b 5   6    .reloc  ascii   1\e2z2
1640 0x00016997 0x0041f597 5   6    .reloc  ascii   2A3G3
1641 0x000169a9 0x0041f5a9 11  12   .reloc  ascii   4%40454g4B5
1642 0x000169b5 0x0041f5b5 5   6    .reloc  ascii   5\a6Y6
1643 0x000169c3 0x0041f5c3 5   6    .reloc  ascii   6L7b7
1644 0x000169d5 0x0041f5d5 13  14   .reloc  ascii   8\r8(8>8G8f8t8
1645 0x000169ef 0x0041f5ef 9   10   .reloc  ascii   919@9N9q9
1646 0x00016a07 0x0041f607 11  12   .reloc  ascii   :$;8;@;a;q;
1647 0x00016a1f 0x0041f61f 13  14   .reloc  ascii   <\f<%<2<G<9=w=
1648 0x00016a2d 0x0041f62d 9   10   .reloc  ascii   =->K>n>~>
1649 0x00016a43 0x0041f643 23  24   .reloc  ascii   ?0?8?E?P?T?\?`?h?l?t?x?
1650 0x00016a99 0x0041f699 33  34   .reloc  ascii   0 0(0,04080@0D0L0P0X0\0d0h0p0t0|0
1651 0x00016aed 0x0041f6ed 33  34   .reloc  ascii   1 1(1,14181@1D1L1P1X1\1d1h1p1t1|1
1652 0x00016b43 0x0041f743 33  34   .reloc  ascii   2$2(20242<2@2H2L2T2X2`2d2l2p2x2|2
1653 0x00016b81 0x0041f781 21  22   .reloc  ascii   3\e3%3/393C3M3X3b3m3w3
1654 0x00016bb7 0x0041f7b7 17  18   .reloc  ascii   4%4/4A4R4l4q4i5n5
1655 0x00016bcb 0x0041f7cb 5   6    .reloc  ascii   5q6v6
1656 0x00016bd3 0x0041f7d3 5   6    .reloc  ascii   6W7\7
1657 0x00016be7 0x0041f7e7 7   8    .reloc  ascii   9H:M:|;
1658 0x00016bfb 0x0041f7fb 5   6    .reloc  ascii   =;>@>
1659 0x00016c03 0x0041f803 5   6    .reloc  ascii   >c?h?
1660 0x00016c18 0x0041f818 8   9    .reloc  ascii   80=0^0c0
1661 0x00016c27 0x0041f827 9   10   .reloc  ascii   0,111f1k1
1662 0x00016c37 0x0041f837 9   10   .reloc  ascii   182=2v2{2
1663 0x00016c47 0x0041f847 9   10   .reloc  ascii   2=3B3[3`3
1664 0x00016c8b 0x0041f88b 7   8    .reloc  ascii   050B1|1
1665 0x00016c97 0x0041f897 7   8    .reloc  ascii   2-2s2|2
1666 0x00016cb5 0x0041f8b5 53  54   .reloc  ascii   3"3&3*3.32363:3>3B3F3J3N3R3V3Z3^3b3f3j3n3r3v3z3T4b4p4
1667 0x00016cf7 0x0041f8f7 5   6    .reloc  ascii   5a5q5
1668 0x00016d03 0x0041f903 9   10   .reloc  ascii   5?6O6`6v6
1669 0x00016d17 0x0041f917 11  12   .reloc  ascii   667C7O7`7\n9
1670 0x00016d23 0x0041f923 9   10   .reloc  ascii   9#909>9E9
1671 0x00016d37 0x0041f937 21  22   .reloc  ascii   :#:/:=:B:N:S:_:d:p:u:
1672 0x00016d67 0x0041f967 11  12   .reloc  ascii   ;';9;G;M;];
1673 0x00016d75 0x0041f975 5   6    .reloc  ascii   ;%<E<
1674 0x00016d7b 0x0041f97b 7   8    .reloc  ascii   <!=C=q=
1675 0x00016d87 0x0041f987 7   8    .reloc  ascii   =\v>'>y>
1676 0x00016d9d 0x0041f99d 11  12   .reloc  ascii   ?&?C?_?i?{?
1677 0x00016dbc 0x0041f9bc 4   5    .reloc  ascii   -0l0
1678 0x00016dc7 0x0041f9c7 5   6    .reloc  ascii   0%1G1
1679 0x00016dd7 0x0041f9d7 5   6    .reloc  ascii   2)2h2
1680 0x00016de1 0x0041f9e1 17  18   .reloc  ascii   2"3?3D3O3X3^3s3y3
1681 0x00016e03 0x0041fa03 5   6    .reloc  ascii   3h4s4
1682 0x00016e15 0x0041fa15 9   10   .reloc  ascii   4\b5C5S5^5
1683 0x00016e2b 0x0041fa2b 11  12   .reloc  ascii   5,6F6L6W6b6
1684 0x00016e47 0x0041fa47 5   6    .reloc  ascii   7h7y7
1685 0x00016e65 0x0041fa65 11  12   .reloc  ascii   9\e989X9f9q9
1686 0x00016e7d 0x0041fa7d 9   10   .reloc  ascii   :&:,:F:c:
1687 0x00016e93 0x0041fa93 9   10   .reloc  ascii   ;2;b;s;~;
1688 0x00016ea5 0x0041faa5 5   6    .reloc  ascii   <)</<
1689 0x00016ead 0x0041faad 7   8    .reloc  ascii   =D=f=~=
1690 0x00016ee5 0x0041fae5 7   8    .reloc  ascii   0T1a1t1
1691 0x00016ef1 0x0041faf1 5   6    .reloc  ascii   122K2
1692 0x00016efd 0x0041fafd 7   8    .reloc  ascii   3'313u3
1693 0x00016f0b 0x0041fb0b 7   8    .reloc  ascii   3/4E4b4
1694 0x00016f21 0x0041fb21 11  12   .reloc  ascii   5T6Y6^6j6z6
1695 0x00016f31 0x0041fb31 9   10   .reloc  ascii   6\a7 7N7o7
1696 0x00016f49 0x0041fb49 13  14   .reloc  ascii   8\b919>9Q9j9e:
1697 0x00016f65 0x0041fb65 7   8    .reloc  ascii   ;p<u<z<
1698 0x00016f71 0x0041fb71 21  22   .reloc  ascii   <U=Z=_=k=}=)>.>3>?>Q>
1699 0x00016f89 0x0041fb89 11  12   .reloc  ascii   >K?P?U?a?z?
1700 0x00016fbd 0x0041fbbd 7   8    .reloc  ascii   3!3-3F3
1701 0x00016fc7 0x0041fbc7 7   8    .reloc  ascii   3k4p4u4
1702 0x00016fd3 0x0041fbd3 7   8    .reloc  ascii   4t5y5~5
1703 0x00016fe1 0x0041fbe1 7   8    .reloc  ascii   6$676P6
1704 0x00017023 0x0041fc23 11  12   .reloc  ascii   <$<3<B<S<h<
1705 0x00017037 0x0041fc37 17  18   .reloc  ascii   =\n=J=i=3>=>L>[>q>
1706 0x00017055 0x0041fc55 13  14   .reloc  ascii   >&?T?\?d?p?t?
1707 0x0001708f 0x0041fc8f 5   6    .reloc  ascii   0\b0\f0
1708 0x00017099 0x0041fc99 47  48   .reloc  ascii   0 0(0,0004080<0@0D0H0L0P0T0X0\0`0d0h0l0p0t0x0|0
1709 0x0001710b 0x0041fd0b 5   6    .reloc  ascii   1\b1\f1
1710 0x00017117 0x0041fd17 49  50   .reloc  ascii   1 1$1(1,1014181<1@1D1H1L1P1T1X1\1`1d1h1l1p1t1x1|1
1711 0x0001718b 0x0041fd8b 5   6    .reloc  ascii   2\b2\f2
1712 0x00017197 0x0041fd97 49  50   .reloc  ascii   2 2$2(2,2024282<2@2D2H2L2P2T2X2\2`2d2h2l2p2t2x2|2
1713 0x0001720b 0x0041fe0b 5   6    .reloc  ascii   3\b3\f3
1714 0x00017217 0x0041fe17 49  50   .reloc  ascii   3 3$3(3,3034383<3@3D3H3L3P3T3X3\3`3d3h3l3p3t3x3|3
1715 0x0001728b 0x0041fe8b 5   6    .reloc  ascii   4\b4\f4
1716 0x00017297 0x0041fe97 49  50   .reloc  ascii   4 4$4(4,4044484<4@4D4H4L4P4T4X4\4`4d4h4l4p4t4x4|4
1717 0x0001730b 0x0041ff0b 5   6    .reloc  ascii   5\b5\f5
1718 0x00017317 0x0041ff17 49  50   .reloc  ascii   5 5$5(5,5054585<5@5D5H5L5P5T5X5\5`5d5h5l5p5t5x5|5
1719 0x0001738b 0x0041ff8b 5   6    .reloc  ascii   6\b6\f6
1720 0x00017397 0x0041ff97 49  50   .reloc  ascii   6 6$6(6,6064686<6@6D6H6L6P6T6X6\6`6d6h6l6p6t6x6|6
1721 0x0001740b 0x0042000b 5   6    .reloc  ascii   7\b7\f7
1722 0x00017417 0x00420017 49  50   .reloc  ascii   7 7$7(7,7074787<7@7D7H7L7P7T7X7\7`7d7h7l7p7t7x7|7
1723 0x0001748b 0x0042008b 5   6    .reloc  ascii   8\b8\f8
1724 0x00017497 0x00420097 49  50   .reloc  ascii   8 8$8(8,8084888<8@8D8H8L8P8T8X8\8`8d8h8l8p8t8x8|8
1725 0x0001750b 0x0042010b 5   6    .reloc  ascii   9\b9\f9
1726 0x00017517 0x00420117 49  50   .reloc  ascii   9 9$9(9,9094989<9@9D9H9L9P9T9X9\9`9d9h9l9p9t9x9|9
1727 0x0001758b 0x0042018b 5   6    .reloc  ascii   :\b:\f:
1728 0x00017597 0x00420197 49  50   .reloc  ascii   : :$:(:,:0:4:8:<:@:D:H:L:P:T:X:\:`:d:h:l:p:t:x:|:
1729 0x0001760b 0x0042020b 5   6    .reloc  ascii   ;\b;\f;
1730 0x00017617 0x00420217 49  50   .reloc  ascii   ; ;$;(;,;0;4;8;<;@;D;H;L;P;T;X;\;`;d;h;l;p;t;x;|;
1731 0x0001768b 0x0042028b 5   6    .reloc  ascii   <\b<\f<
1732 0x00017697 0x00420297 49  50   .reloc  ascii   < <$<(<,<0<4<8<<<@<D<H<L<P<T<X<\<`<d<h<l<p<t<x<|<
1733 0x0001770b 0x0042030b 5   6    .reloc  ascii   =\b=\f=
1734 0x00017717 0x00420317 49  50   .reloc  ascii   = =$=(=,=0=4=8=<=@=D=H=L=P=T=X=\=`=d=h=l=p=t=x=|=
1735 0x0001778b 0x0042038b 5   6    .reloc  ascii   >\b>\f>
1736 0x00017797 0x00420397 47  48   .reloc  ascii   > >$>(>,>0>4>8><>@>D>H>L>P>T>X>\>`>d>h>p>t>x>|>
1737 0x00017805 0x00420405 5   6    .reloc  ascii   ?\b?\f?
1738 0x00017811 0x00420411 49  50   .reloc  ascii   ? ?$?(?,?0?4?8?<?@?D?H?L?P?T?X?\?`?d?h?l?p?t?x?|?
1739 0x0001788f 0x0042048f 5   6    .reloc  ascii   0\b0\f0
1740 0x0001789b 0x0042049b 49  50   .reloc  ascii   0 0$0(0,0004080<0@0D0H0L0P0T0X0\0`0d0h0l0p0t0x0|0
1741 0x0001790f 0x0042050f 5   6    .reloc  ascii   1\b1\f1
1742 0x0001791b 0x0042051b 49  50   .reloc  ascii   1 1$1(1,1014181<1@1D1H1L1P1T1X1\1`1d1h1l1p1t1x1|1
1743 0x0001798d 0x0042058d 5   6    .reloc  ascii   2\b2\f2
1744 0x00017999 0x00420599 49  50   .reloc  ascii   2 2$2(2,2024282<2@2D2H2L2P2T2X2\2`2d2h2l2p2t2x2|2
1745 0x00017a0d 0x0042060d 5   6    .reloc  ascii   3\b3\f3
1746 0x00017a19 0x00420619 47  48   .reloc  ascii   3 3$3(3,3034383<3@3D3H3L3P3T3X3\3`3d3h3l3p3t3|3
1747 0x00017a85 0x00420685 5   6    .reloc  ascii   4\b4\f4
1748 0x00017a91 0x00420691 9   10   .reloc  ascii   4 4$4(4,4
1749 0x00017aa7 0x004206a7 25  26   .reloc  ascii   0%0)0/03090D0J0N0Z0c0l0x0
1750 0x00017adb 0x004206db 9   10   .reloc  ascii   1$1=1b1o1
1751 0x00017aec 0x004206ec 22  23   .reloc  ascii   (0,0004080<0@0D0H0L0l0
1752 0x00017b09 0x00420709 19  20   .reloc  ascii   0\f1,1L1074787<7@7D7
1753 0x00017b37 0x00420737 25  26   .reloc  ascii   8 8(80888@8H8P8X8`8h8p8x8
1754 0x00017b77 0x00420777 25  26   .reloc  ascii   9 9(90989@9H9P9X9`9h9p9x9
1755 0x00017ba7 0x004207a7 21  22   .reloc  ascii   9D:L:P:T:X:l:p:t:x:|:
1756 0x00017c03 0x00420803 5   6    .reloc  ascii   <\b<\f<
1757 0x00017c0b 0x0042080b 49  50   .reloc  ascii   < <$<(<,<0<4<8<<<@<D<H<L<P<T<X<\<`<d<h<l<p<t<x<|<
1758 0x00017c7f 0x0042087f 5   6    .reloc  ascii   =\b=\f=
1759 0x00017c8b 0x0042088b 49  50   .reloc  ascii   = =$=(=,=0=4=8=<=@=D=H=L=P=T=X=\=`=d=h=l=p=t=x=|=
1760 0x00017cff 0x004208ff 5   6    .reloc  ascii   >\b>\f>
1761 0x00017d0b 0x0042090b 49  50   .reloc  ascii   > >$>(>,>0>4>8><>@>D>H>L>P>T>X>\>`>d>h>l>p>t>x>|>
1762 0x00017d7f 0x0042097f 5   6    .reloc  ascii   ?\b?\f?
1763 0x00017d8b 0x0042098b 49  50   .reloc  ascii   ? ?$?(?,?0?4?8?<?@?D?H?L?P?T?X?\?`?d?h?l?p?t?x?|?
1764 0x00017e07 0x00420a07 5   6    .reloc  ascii   0\b0\f0
1765 0x00017e13 0x00420a13 49  50   .reloc  ascii   0 0$0(0,0004080<0@0D0H0L0P0T0X0\0`0d0h0l0p0t0x0|0
1766 0x00017e87 0x00420a87 5   6    .reloc  ascii   1\b1\f1
1767 0x00017e93 0x00420a93 49  50   .reloc  ascii   1 1$1(1,1014181<1@1D1H1L1P1T1X1\1`1d1h1l1p1t1x1|1
1768 0x00017f07 0x00420b07 5   6    .reloc  ascii   2\b2\f2
1769 0x00017f13 0x00420b13 49  50   .reloc  ascii   2 2$2(2,2024282<2@2D2H2L2P2T2X2\2`2d2h2l2p2t2x2|2
1770 0x00017f87 0x00420b87 5   6    .reloc  ascii   3\b3\f3
1771 0x00017f93 0x00420b93 49  50   .reloc  ascii   3 3$3(3,3034383<3@3D3H3L3P3T3X3\3`3d3h3l3p3t3x3|3
1772 0x00018007 0x00420c07 5   6    .reloc  ascii   4\b4\f4
1773 0x00018013 0x00420c13 49  50   .reloc  ascii   4 4$4(4,4044484<4@4D4H4L4P4T4X4\4`4d4h4l4p4t4x4|4
