[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3765 0x00055ac6 0x004566c6 4   5    .data   ascii   fG@r
3766 0x00055ad2 0x004566d2 4   5    .data   ascii   fGHp
3767 0x00055ae5 0x004566e5 4   5    .data   ascii   fGKw
3768 0x00055af8 0x004566f8 6   7    .data   ascii   ~!fG0&
3769 0x00055b06 0x00456706 4   5    .data   ascii   fG@&
3770 0x00055b12 0x00456712 4   5    .data   ascii   fGH$
3771 0x00055b1e 0x0045671e 4   5    .data   ascii   fG0 
3772 0x00055b26 0x00456726 5   6    .data   ascii   \ff|M^
3773 0x00055b68 0x00456768 5   6    .data   ascii   #G{h_
3774 0x00055b74 0x00456774 5   6    .data   ascii   #GKf_
3775 0x00055b7d 0x0045677d 4   5    .data   ascii   kGC%
3776 0x00055b90 0x00456790 5   6    .data   ascii   #GK`_
3777 0x00055bd5 0x004567d5 4   5    .data   ascii   kGKU
3778 0x00055be1 0x004567e1 4   5    .data   ascii   fGCO
3779 0x00055bed 0x004567ed 4   5    .data   ascii   fG{Q
3780 0x00055bf9 0x004567f9 4   5    .data   ascii   fGK[
3781 0x00055c00 0x00456800 5   6    .data   ascii   #GCL_
3782 0x00055c0c 0x0045680c 5   6    .data   ascii   #G{J_
3783 0x00055c18 0x00456818 5   6    .data   ascii   #GKH_
3784 0x00055c24 0x00456824 5   6    .data   ascii   #GCF_
3785 0x00055c30 0x00456830 5   6    .data   ascii   #G{D_
3786 0x00055c3c 0x0045683c 5   6    .data   ascii   #GKB_
3787 0x00055c48 0x00456848 5   6    .data   ascii   #GC@_
3788 0x00055c54 0x00456854 5   6    .data   ascii   #G{~_
3789 0x00055c60 0x00456860 5   6    .data   ascii   #GK|_
3790 0x00055c6c 0x0045686c 5   6    .data   ascii   #GCz_
3791 0x00055c78 0x00456878 5   6    .data   ascii   #G{x_
3792 0x00055c84 0x00456884 5   6    .data   ascii   #GKv_
3793 0x00055c90 0x00456890 5   6    .data   ascii   #GCt_
3794 0x00055c97 0x00456897 5   6    .data   ascii   @mhG{
3795 0x00055ca5 0x004568a5 4   5    .data   ascii   fGKq
3796 0x00055cb1 0x004568b1 4   5    .data   ascii   fGC{
3797 0x00055cc5 0x004568c5 5   6    .data   ascii   \ffG@,
3798 0x00055ccd 0x004568cd 4   5    .data   ascii   BCh_
3799 0x00055e5e 0x00456a5e 4   5    .data   ascii   :f|}
3800 0x00055f06 0x00456b06 5   6    .data   ascii   C<#G{
3801 0x00055fc3 0x00456bc3 5   7    .data   utf8    ؽkGK\t blocks=Arabic,Basic Latin
3802 0x00056006 0x00456c06 4   5    .data   ascii   fG0,
3803 0x0005600d 0x00456c0d 6   7    .data   ascii   D\nf|M*
3804 0x00056018 0x00456c18 4   5    .data   ascii   #GC(
3805 0x0005601f 0x00456c1f 4   5    .data   ascii   i|}&
3806 0x00056026 0x00456c26 4   5    .data   ascii   hG@&
3807 0x00056034 0x00456c34 4   5    .data   ascii   #G{ 
3808 0x0005603b 0x00456c3b 4   5    .data   ascii   i|M^
3809 0x00056047 0x00456c47 4   5    .data   ascii   f|E\
3810 0x00056053 0x00456c53 4   5    .data   ascii   f|}Z
3811 0x0005605a 0x00456c5a 4   5    .data   ascii   hG@Z
3812 0x00056066 0x00456c66 4   5    .data   ascii   fGHX
3813 0x00056072 0x00456c72 4   5    .data   ascii   fG0T
3814 0x0005607e 0x00456c7e 4   5    .data   ascii   fG@T
3815 0x0005608a 0x00456c8a 4   5    .data   ascii   fGHR
3816 0x000560ae 0x00456cae 4   5    .data   ascii   fGH\f
3817 0x000560ba 0x00456cba 4   5    .data   ascii   fG0\b
3818 0x000560c6 0x00456cc6 4   5    .data   ascii   fG@\b
3819 0x00056102 0x00456d02 4   5    .data   ascii   fG0<
3820 0x0005610a 0x00456d0a 5   6    .data   ascii   \ff|M:
3821 0x0005616d 0x00456d6d 5   6    .data   ascii   fG{+~
3822 0x00056286 0x00456e86 4   5    .data   ascii   \ff|M
3823 0x000562f0 0x00456ef0 4   5    .data   ascii   #GK<
3824 0x000562fc 0x00456efc 4   5    .data   ascii   #GC:
3825 0x00056308 0x00456f08 4   5    .data   ascii   #G{8
3826 0x00056314 0x00456f14 4   5    .data   ascii   #GK6
3827 0x00056320 0x00456f20 4   5    .data   ascii   #GC4
3828 0x00056327 0x00456f27 6   7    .data   ascii   @mhG{/
3829 0x0005634d 0x00456f4d 4   5    .data   ascii   fG{]
3830 0x00056365 0x00456f65 4   5    .data   ascii   fGCY
3831 0x00056389 0x00456f89 4   5    .data   ascii   fGC_
3832 0x000563a1 0x00456fa1 4   5    .data   ascii   fGK+
3833 0x00056475 0x00457075 4   5    .data   ascii   \ffG@
3834 0x000564b7 0x004570b7 4   5    .data   ascii   f|}0
3835 0x00056516 0x00457116 5   6    .data   ascii   C<#G{
3836 0x00056584 0x00457184 4   6    .data   utf8    #G{̴ blocks=Basic Latin,Combining Diacritical Marks
3837 0x00056590 0x00457190 4   6    .data   utf8    #GKʴ blocks=Basic Latin,Spacing Modifier Letters
3838 0x0005659c 0x0045719c 4   6    .data   utf8    #GCȴ blocks=Basic Latin,Latin Extended-B
3839 0x000565a8 0x004571a8 4   6    .data   utf8    #G{ƴ blocks=Basic Latin,Latin Extended-B
3840 0x000565b4 0x004571b4 4   6    .data   utf8    #GKĴ blocks=Basic Latin,Latin Extended-A
3841 0x000565c0 0x004571c0 4   6    .data   utf8    #GC´ blocks=Basic Latin,Latin-1 Supplement
3842 0x000565cc 0x004571cc 4   6    .data   utf8    #G{4
3843 0x000566a4 0x004572a4 4   6    .data   utf8    #G{ܴ blocks=Basic Latin,Syriac
3844 0x000566b0 0x004572b0 4   6    .data   utf8    #GKڴ blocks=Basic Latin,Arabic
3845 0x000566b7 0x004572b7 5   7    .data   utf8    ؼkGC\t blocks=Arabic,Basic Latin
3846 0x000566fa 0x004572fa 4   5    .data   ascii   fG@R
3847 0x00056706 0x00457306 4   5    .data   ascii   fGHP
3848 0x0005670d 0x0045730d 6   7    .data   ascii   D?f|}\f
3849 0x0005671b 0x0045731b 4   5    .data   ascii   f|M\n
3850 0x00056722 0x00457322 4   5    .data   ascii   hGH\n
3851 0x0005675b 0x0045735b 4   5    .data   ascii   f|M>
3852 0x00056767 0x00457367 4   5    .data   ascii   f|E<
3853 0x00056773 0x00457373 4   5    .data   ascii   f|}:
3854 0x0005677f 0x0045737f 4   5    .data   ascii   f|M8
3855 0x0005678b 0x0045738b 4   5    .data   ascii   f|E6
3856 0x00056797 0x00457397 4   5    .data   ascii   f|}4
3857 0x000567a3 0x004573a3 4   5    .data   ascii   f|M2
3858 0x000567af 0x004573af 4   5    .data   ascii   f|E0
3859 0x00056883 0x00457483 5   7    .data   utf8    \a#GC̥ blocks=Basic Latin,Combining Diacritical Marks
3860 0x000568c5 0x004574c5 4   5    .data   ascii   fGKQ
3861 0x000568d1 0x004574d1 4   5    .data   ascii   fGC[
3862 0x000568d8 0x004574d8 6   7    .data   ascii   ~!fG0L
3863 0x000568e6 0x004574e6 4   5    .data   ascii   fG@L
3864 0x000568ed 0x004574ed 4   5    .data   ascii   iGCy
3865 0x000568f9 0x004574f9 4   5    .data   ascii   fG{C
3866 0x00056905 0x00457505 4   5    .data   ascii   fGKE
3867 0x0005691d 0x0045751d 4   5    .data   ascii   fG{A
3868 0x00056924 0x00457524 6   7    .data   ascii   ~1fG@@
3869 0x00056932 0x00457532 4   5    .data   ascii   fGH^
3870 0x0005693e 0x0045753e 4   5    .data   ascii   fG0z
3871 0x0005694a 0x0045754a 4   5    .data   ascii   fG@z
3872 0x00056956 0x00457556 4   5    .data   ascii   fGHx
3873 0x00056962 0x00457562 4   5    .data   ascii   fG0t
3874 0x0005696e 0x0045756e 4   5    .data   ascii   fG@t
3875 0x0005697a 0x0045757a 4   5    .data   ascii   fGHr
3876 0x00056986 0x00457586 4   5    .data   ascii   fG0.
3877 0x0005699e 0x0045759e 4   5    .data   ascii   fGH,
3878 0x000569aa 0x004575aa 4   5    .data   ascii   fG0(
3879 0x000569b6 0x004575b6 4   5    .data   ascii   fG@(
3880 0x000569c2 0x004575c2 4   5    .data   ascii   fGH&
3881 0x000569ce 0x004575ce 4   5    .data   ascii   fG0"
3882 0x000569da 0x004575da 4   5    .data   ascii   fG@"
3883 0x000569e6 0x004575e6 4   5    .data   ascii   fGH 
3884 0x000569f2 0x004575f2 4   5    .data   ascii   fG0\
3885 0x000569fe 0x004575fe 4   5    .data   ascii   fG@\
3886 0x00056a0a 0x0045760a 4   5    .data   ascii   fGHZ
3887 0x00056a16 0x00457616 4   5    .data   ascii   fG0V
3888 0x00056a22 0x00457622 4   5    .data   ascii   fG@V
3889 0x00056a2e 0x0045762e 4   5    .data   ascii   fGHT
3890 0x00056a6d 0x0045766d 5   6    .data   ascii   \afGH\b
3891 0x00056ae7 0x004576e7 4   5    .data   ascii   :#G{
3892 0x00056b29 0x00457729 4   5    .data   ascii   fGCa
3893 0x00056b41 0x00457741 4   5    .data   ascii   fGKM
3894 0x00056b4d 0x0045774d 4   5    .data   ascii   fGCg
3895 0x00056b61 0x00457761 5   6    .data   ascii   \ffG@X
3896 0x00056ba3 0x004577a3 4   5    .data   ascii   f|}X
3897 0x00056baf 0x004577af 4   5    .data   ascii   f|MV
3898 0x00056bbb 0x004577bb 4   5    .data   ascii   f|ET
3899 0x00056bc7 0x004577c7 4   5    .data   ascii   f|}R
3900 0x00056bd3 0x004577d3 4   5    .data   ascii   f|MP
3901 0x00056beb 0x004577eb 4   5    .data   ascii   f|}\f
3902 0x00056bf3 0x004577f3 5   6    .data   ascii   \f#GK\n
3903 0x00056c41 0x00457841 4   5    .data   ascii   fGK#
3904 0x00056c4d 0x0045784d 4   5    .data   ascii   fGC%
3905 0x00056c65 0x00457865 4   5    .data   ascii   fGK!
3906 0x00056c6d 0x0045786d 5   6    .data   ascii   \afGH`
3907 0x00056cc2 0x004578c2 6   8    .data   utf8    C?#G{̺ blocks=Basic Latin,Combining Diacritical Marks
3908 0x00056cd0 0x004578d0 4   6    .data   utf8    #GKʺ blocks=Basic Latin,Spacing Modifier Letters
3909 0x00056cdc 0x004578dc 4   6    .data   utf8    #GCȺ blocks=Basic Latin,Latin Extended-B
3910 0x00056ce8 0x004578e8 4   6    .data   utf8    #G{ƺ blocks=Basic Latin,Latin Extended-B
3911 0x00056cf4 0x004578f4 4   6    .data   utf8    #GKĺ blocks=Basic Latin,Latin Extended-A
3912 0x00056d00 0x00457900 4   6    .data   utf8    #GCº blocks=Basic Latin,Latin-1 Supplement
3913 0x00056d0c 0x0045790c 4   6    .data   utf8    #G{:
3914 0x00056e0a 0x00457a0a 6   8    .data   utf8    C\n#GKԺ blocks=Basic Latin,Armenian
3915 0x00056e18 0x00457a18 4   6    .data   utf8    #GCҺ blocks=Basic Latin,Cyrillic
3916 0x00056e24 0x00457a24 4   6    .data   utf8    #G{к blocks=Basic Latin,Cyrillic
3917 0x00056e5d 0x00457a5d 5   6    .data   ascii   D<f|}
3918 0x00056ee0 0x00457ae0 4   5    .data   ascii   #GCn
3919 0x00056eec 0x00457aec 4   5    .data   ascii   #G{l
3920 0x00056ef8 0x00457af8 4   5    .data   ascii   #GKj
3921 0x00056f04 0x00457b04 4   5    .data   ascii   #GCh
3922 0x00056f0b 0x00457b0b 4   5    .data   ascii   i|}f
3923 0x00056f17 0x00457b17 4   5    .data   ascii   f|Md
3924 0x00056f23 0x00457b23 4   5    .data   ascii   f|Eb
3925 0x00056f2f 0x00457b2f 4   5    .data   ascii   f|}`
3926 0x00056f7f 0x00457b7f 4   5    .data   ascii   \f#GK
3927 0x00056fc1 0x00457bc1 4   5    .data   ascii   fG{\t
3928 0x00056fc8 0x00457bc8 5   6    .data   ascii   ~\ffG@
3929 0x00057065 0x00457c65 4   5    .data   ascii   fG{\a
3930 0x0005706c 0x00457c6c 5   6    .data   ascii   ~1fG@
3931 0x00057081 0x00457c81 5   6    .data   ascii   D<f|}
3932 0x000570a7 0x00457ca7 4   5    .data   ascii   f|}n
3933 0x000570b3 0x00457cb3 4   5    .data   ascii   f|Ml
3934 0x000570bf 0x00457cbf 4   5    .data   ascii   f|Ej
3935 0x000570cb 0x00457ccb 4   5    .data   ascii   f|}h
3936 0x000570d7 0x00457cd7 4   5    .data   ascii   f|Mf
3937 0x000570e3 0x00457ce3 4   5    .data   ascii   f|Ed
3938 0x000570ef 0x00457cef 4   5    .data   ascii   f|}b
3939 0x000570f6 0x00457cf6 4   5    .data   ascii   hG@b
3940 0x00057102 0x00457d02 4   5    .data   ascii   fGH`
3941 0x0005713e 0x00457d3e 4   5    .data   ascii   \af|E
3942 0x00057189 0x00457d89 4   5    .data   ascii   kGC_
3943 0x00057199 0x00457d99 4   5    .data   ascii   iGK+
3944 0x000572f1 0x00457ef1 5   6    .data   ascii   D\nf|M
3945 0x0005730e 0x00457f0e 4   5    .data   ascii   \ff|M
3946 0x000573a4 0x00457fa4 5   6    .data   ascii   #GKn+
3947 0x000573b0 0x00457fb0 5   6    .data   ascii   #GCl+
3948 0x000573bc 0x00457fbc 5   6    .data   ascii   #G{j+
3949 0x000573c8 0x00457fc8 5   6    .data   ascii   #GKh+
3950 0x000573cf 0x00457fcf 4   5    .data   ascii   i|Ef
3951 0x000573db 0x00457fdb 4   5    .data   ascii   f|}d
3952 0x000573e7 0x00457fe7 4   5    .data   ascii   f|Mb
3953 0x000573f3 0x00457ff3 4   5    .data   ascii   f|E`
3954 0x000573fa 0x00457ffa 5   6    .data   ascii   C?#G{
3955 0x0005744f 0x0045804f 4   5    .data   ascii   f|EN
3956 0x0005745b 0x0045805b 4   5    .data   ascii   f|}L
3957 0x00057464 0x00458064 5   6    .data   ascii   #GKJ+
3958 0x00057470 0x00458070 5   6    .data   ascii   #GCH+
3959 0x0005747c 0x0045807c 5   6    .data   ascii   #G{F+
3960 0x00057488 0x00458088 5   6    .data   ascii   #GKD+
3961 0x0005748f 0x0045808f 4   6    .data   utf8    ؼkGC blocks=Arabic,Basic Latin
3962 0x000574d2 0x004580d2 4   5    .data   ascii   fG@.
3963 0x000574de 0x004580de 4   5    .data   ascii   fGHL
3964 0x000574ea 0x004580ea 4   5    .data   ascii   fG0H
3965 0x000574f6 0x004580f6 4   5    .data   ascii   fG@H
3966 0x00057502 0x00458102 4   5    .data   ascii   fGHF
3967 0x0005750e 0x0045810e 4   5    .data   ascii   fG0B
3968 0x0005751a 0x0045811a 4   5    .data   ascii   fG@B
3969 0x00057526 0x00458126 4   5    .data   ascii   fGH@
3970 0x00057532 0x00458132 4   5    .data   ascii   fG0|
3971 0x00057539 0x00458139 4   5    .data   ascii   iGKG
3972 0x00057551 0x00458151 4   5    .data   ascii   fG{3
3973 0x0005755d 0x0045815d 4   5    .data   ascii   fGKu
3974 0x00057575 0x00458175 4   5    .data   ascii   fG{q
3975 0x00057581 0x00458181 4   5    .data   ascii   fGK{
3976 0x00057599 0x00458199 4   5    .data   ascii   fG{w
3977 0x000575ad 0x004581ad 5   6    .data   ascii   \afGH(
3978 0x00057610 0x00458210 4   6    .data   utf8    #GKڡ blocks=Basic Latin,Arabic
3979 0x0005761c 0x0045821c 4   6    .data   utf8    #GCء blocks=Basic Latin,Arabic
3980 0x00057628 0x00458228 4   6    .data   utf8    #G{֡ blocks=Basic Latin,Hebrew
3981 0x00057634 0x00458234 4   6    .data   utf8    #GKԡ blocks=Basic Latin,Cyrillic Supplement
3982 0x00057640 0x00458240 4   6    .data   utf8    #GCҡ blocks=Basic Latin,Cyrillic
3983 0x0005764c 0x0045824c 4   6    .data   utf8    #G{С blocks=Basic Latin,Cyrillic
3984 0x000576fd 0x004582fd 5   6    .data   ascii   D\nf|M
3985 0x0005770b 0x0045830b 4   5    .data   ascii   f|En
3986 0x00057717 0x00458317 4   5    .data   ascii   f|}l
3987 0x0005771e 0x0045831e 4   5    .data   ascii   hG@l
3988 0x0005772a 0x0045832a 4   5    .data   ascii   fGHj
3989 0x00057732 0x00458332 5   6    .data   ascii   :f|}f
3990 0x00057774 0x00458374 4   5    .data   ascii   #GCx
3991 0x00057780 0x00458380 4   5    .data   ascii   #G{v
3992 0x0005778c 0x0045838c 4   5    .data   ascii   #GKt
3993 0x00057798 0x00458398 4   5    .data   ascii   #GCr
3994 0x000577a4 0x004583a4 4   5    .data   ascii   #G{p
3995 0x000577ab 0x004583ab 5   7    .data   utf8    ؽkGK{ blocks=Arabic,Basic Latin
3996 0x00057816 0x00458416 4   5    .data   ascii   hG@n
3997 0x00057829 0x00458429 4   5    .data   ascii   iG{9
3998 0x0005784d 0x0045844d 4   5    .data   ascii   fG{?
3999 0x000578ce 0x004584ce 4   5    .data   ascii   fGHN
4000 0x000578da 0x004584da 4   5    .data   ascii   fG0j
4001 0x000578e6 0x004584e6 4   5    .data   ascii   fG@j
4002 0x000578f2 0x004584f2 4   5    .data   ascii   fGHh
4003 0x000578fe 0x004584fe 4   5    .data   ascii   fG0d
4004 0x0005790a 0x0045850a 4   5    .data   ascii   fG@d
4005 0x00057916 0x00458516 4   5    .data   ascii   fGHb
4006 0x00057941 0x00458541 5   6    .data   ascii   D?f|}
4007 0x00057986 0x00458586 4   5    .data   ascii   fG0L
4008 0x00057992 0x00458592 4   5    .data   ascii   fG@L
4009 0x0005799e 0x0045859e 4   5    .data   ascii   fGHJ
4010 0x000579aa 0x004585aa 4   5    .data   ascii   fG0F
4011 0x000579b6 0x004585b6 4   5    .data   ascii   fG@F
4012 0x000579c2 0x004585c2 4   5    .data   ascii   fGHD
4013 0x000579ce 0x004585ce 4   5    .data   ascii   fG0@
4014 0x000579da 0x004585da 4   5    .data   ascii   fG@@
4015 0x000579e2 0x004585e2 5   6    .data   ascii   \af|E|
4016 0x00057a24 0x00458624 4   5    .data   ascii   #GKd
4017 0x00057a30 0x00458630 4   5    .data   ascii   #GCb
4018 0x00057a39 0x00458639 4   5    .data   ascii   kG{!
4019 0x00057a96 0x00458696 6   7    .data   ascii   C<#G{N
4020 0x00057aa4 0x004586a4 4   5    .data   ascii   #GKL
4021 0x00057ab0 0x004586b0 4   5    .data   ascii   #GCJ
4022 0x00057abc 0x004586bc 4   5    .data   ascii   #G{H
4023 0x00057ac8 0x004586c8 4   5    .data   ascii   #GKF
4024 0x00057ad4 0x004586d4 4   5    .data   ascii   #GCD
4025 0x00057ae0 0x004586e0 4   5    .data   ascii   #G{B
4026 0x00057aec 0x004586ec 4   5    .data   ascii   #GK@
4027 0x00057af8 0x004586f8 4   5    .data   ascii   #GC~
4028 0x00057b04 0x00458704 4   5    .data   ascii   #G{|
4029 0x00057b10 0x00458710 4   5    .data   ascii   #GKz
4030 0x00057b1c 0x0045871c 4   5    .data   ascii   #GCx
4031 0x00057b28 0x00458728 4   5    .data   ascii   #G{v
4032 0x00057b34 0x00458734 4   5    .data   ascii   #GKt
4033 0x00057b40 0x00458740 4   5    .data   ascii   #GCr
4034 0x00057b47 0x00458747 6   7    .data   ascii   @mhG{q
4035 0x00057b55 0x00458755 4   5    .data   ascii   fGK{
4036 0x00057b6a 0x0045876a 4   5    .data   ascii   fG0*
4037 0x00057b72 0x00458772 5   6    .data   ascii   \ff|M(
4038 0x00057bb4 0x004587b4 4   6    .data   utf8    #G{ؐ blocks=Basic Latin,Arabic
4039 0x00057bdc 0x004587dc 4   6    .data   utf8    #GKА blocks=Basic Latin,Cyrillic
4040 0x00057c55 0x00458855 5   6    .data   ascii   fG{\a\e
4041 0x00057c79 0x00458879 5   6    .data   ascii   fG{5\e
4042 0x00057c91 0x00458891 5   6    .data   ascii   fGC1\e
4043 0x00057c9d 0x0045889d 5   6    .data   ascii   fG{;\e
4044 0x00057cb1 0x004588b1 6   7    .data   ascii   \afGHl\e
4045 0x00057d06 0x00458906 5   6    .data   ascii   C?#G{
4046 0x00057d27 0x00458927 4   5    .data   ascii   f|}n
4047 0x00057d33 0x00458933 4   5    .data   ascii   f|Ml
4048 0x00057d3f 0x0045893f 4   5    .data   ascii   f|Ej
4049 0x00057d4b 0x0045894b 4   5    .data   ascii   f|}h
4050 0x00057d54 0x00458954 4   5    .data   ascii   #GKf
4051 0x00057d60 0x00458960 4   5    .data   ascii   #GCd
4052 0x00057d6c 0x0045896c 4   5    .data   ascii   #G{b
4053 0x00057d78 0x00458978 4   5    .data   ascii   #GK`
4054 0x00057dd3 0x004589d3 5   7    .data   utf8    ؇kG{Q blocks=Arabic,Basic Latin
4055 0x00057e29 0x00458a29 5   6    .data   ascii   D\nf|M
4056 0x00057e77 0x00458a77 4   5    .data   ascii   f|En
4057 0x00057e83 0x00458a83 4   5    .data   ascii   f|}l
4058 0x00057e8f 0x00458a8f 4   5    .data   ascii   f|Mj
4059 0x00057e9b 0x00458a9b 4   5    .data   ascii   f|Eh
4060 0x00057ea7 0x00458aa7 4   5    .data   ascii   f|}f
4061 0x00057eb3 0x00458ab3 4   5    .data   ascii   f|Md
4062 0x00057ebf 0x00458abf 4   5    .data   ascii   f|Eb
4063 0x00057ecb 0x00458acb 4   5    .data   ascii   f|}`
4064 0x00057f37 0x00458b37 4   5    .data   ascii   f|}N
4065 0x00057f43 0x00458b43 4   5    .data   ascii   f|ML
4066 0x00057f4a 0x00458b4a 4   5    .data   ascii   hGHL
4067 0x00057f51 0x00458b51 6   7    .data   ascii   D<f|}H
4068 0x00057f5f 0x00458b5f 4   5    .data   ascii   f|MF
4069 0x00057f6b 0x00458b6b 4   5    .data   ascii   f|ED
4070 0x00057f77 0x00458b77 4   5    .data   ascii   f|}B
4071 0x00057f80 0x00458b80 4   5    .data   ascii   #GK@
4072 0x00057f8c 0x00458b8c 4   5    .data   ascii   #GC~
4073 0x00057f98 0x00458b98 4   5    .data   ascii   #G{|
4074 0x00057fa4 0x00458ba4 4   5    .data   ascii   #GKz
4075 0x00057fb0 0x00458bb0 4   5    .data   ascii   #GCx
4076 0x00057fbc 0x00458bbc 4   5    .data   ascii   #G{v
4077 0x00057fc8 0x00458bc8 4   5    .data   ascii   #GKt
4078 0x00057fd4 0x00458bd4 4   5    .data   ascii   #GCr
4079 0x00057fe0 0x00458be0 4   5    .data   ascii   #G{p
4080 0x00057fec 0x00458bec 4   5    .data   ascii   #GK.
4081 0x00057ff3 0x00458bf3 4   6    .data   utf8    ؼkGC blocks=Arabic,Basic Latin
4082 0x00058036 0x00458c36 4   5    .data   ascii   fG@\n
4083 0x00058042 0x00458c42 4   5    .data   ascii   fGH\b
4084 0x0005806a 0x00458c6a 6   7    .data   ascii   C<#G{>
4085 0x00058078 0x00458c78 4   5    .data   ascii   #GK<
4086 0x00058084 0x00458c84 4   5    .data   ascii   #GC:
4087 0x0005808b 0x00458c8b 5   7    .data   utf8    ؇kG{) blocks=Arabic,Basic Latin
4088 0x00058165 0x00458d65 6   7    .data   ascii   D<f|}n
4089 0x00058173 0x00458d73 4   5    .data   ascii   f|Ml
4090 0x0005817f 0x00458d7f 4   5    .data   ascii   f|Ej
4091 0x0005818b 0x00458d8b 4   5    .data   ascii   f|}h
4092 0x00058197 0x00458d97 4   5    .data   ascii   f|Mf
4093 0x000581a3 0x00458da3 4   5    .data   ascii   f|Ed
4094 0x000581af 0x00458daf 4   5    .data   ascii   f|}b
4095 0x000581bb 0x00458dbb 4   5    .data   ascii   f|M`
4096 0x00058227 0x00458e27 4   5    .data   ascii   f|MN
4097 0x00058233 0x00458e33 4   5    .data   ascii   f|EL
4098 0x0005823f 0x00458e3f 4   5    .data   ascii   f|}J
4099 0x0005824b 0x00458e4b 4   5    .data   ascii   f|MH
4100 0x00058257 0x00458e57 4   5    .data   ascii   f|EF
4101 0x00058263 0x00458e63 4   5    .data   ascii   f|}D
4102 0x0005826f 0x00458e6f 4   5    .data   ascii   f|MB
4103 0x0005827b 0x00458e7b 4   5    .data   ascii   f|E@
4104 0x00058287 0x00458e87 4   5    .data   ascii   f|}~
4105 0x00058293 0x00458e93 4   5    .data   ascii   f|M|
4106 0x0005829b 0x00458e9b 6   7    .data   ascii   \a#GCzY
4107 0x000582e9 0x00458ee9 4   5    .data   ascii   fGC+
4108 0x00058438 0x00459038 5   6    .data   ascii   ~1fG@
4109 0x00058459 0x00459059 5   6    .data   ascii   D\nf|M
4110 0x000584c3 0x004590c3 4   5    .data   ascii   \f#GK
4111 0x0005854d 0x0045914d 4   5    .data   ascii   fG{i
4112 0x00058571 0x00459171 4   5    .data   ascii   fG{o
4113 0x000585f2 0x004591f2 4   5    .data   ascii   fGH>
4114 0x000586fb 0x004592fb 4   5    .data   ascii   f|Mn
4115 0x00058707 0x00459307 4   5    .data   ascii   f|El
4116 0x00058713 0x00459313 4   5    .data   ascii   f|}j
4117 0x0005871f 0x0045931f 4   5    .data   ascii   f|Mh
4118 0x0005872b 0x0045932b 4   5    .data   ascii   f|Ef
4119 0x00058737 0x00459337 4   5    .data   ascii   f|}d
4120 0x00058743 0x00459343 4   5    .data   ascii   f|Mb
4121 0x0005874f 0x0045934f 4   5    .data   ascii   f|E`
4122 0x0005877b 0x0045937b 4   5    .data   ascii   :#G{
4123 0x000587c9 0x004593c9 4   5    .data   ascii   fG{3
4124 0x000587d5 0x004593d5 4   5    .data   ascii   fGKu
4125 0x000587ed 0x004593ed 4   5    .data   ascii   fG{q
4126 0x000587f9 0x004593f9 4   5    .data   ascii   fGK{
4127 0x00058811 0x00459411 4   5    .data   ascii   fG{w
4128 0x00058829 0x00459429 4   5    .data   ascii   fGCc
4129 0x00058835 0x00459435 4   5    .data   ascii   fG{e
4130 0x0005884d 0x0045944d 4   5    .data   ascii   fGCa
4131 0x00058865 0x00459465 4   5    .data   ascii   fGKM
4132 0x0005886c 0x0045946c 4   5    .data   ascii   #GCZ
4133 0x00058878 0x00459478 4   5    .data   ascii   #G{X
4134 0x00058884 0x00459484 4   5    .data   ascii   #GKV
4135 0x00058890 0x00459490 4   5    .data   ascii   #GCT
4136 0x0005889c 0x0045949c 4   5    .data   ascii   #G{R
4137 0x0005890c 0x0045950c 4   5    .data   ascii   #GK>
4138 0x00058918 0x00459518 4   5    .data   ascii   #GC<
4139 0x00058924 0x00459524 4   5    .data   ascii   #G{:
4140 0x00058930 0x00459530 4   5    .data   ascii   #GK8
4141 0x0005893c 0x0045953c 4   5    .data   ascii   #GC6
4142 0x00058948 0x00459548 4   5    .data   ascii   #G{4
4143 0x00058954 0x00459554 4   5    .data   ascii   #GK2
4144 0x00058960 0x00459560 4   5    .data   ascii   #GC0
4145 0x000589a3 0x004595a3 4   6    .data   utf8    ؼkGC blocks=Arabic,Basic Latin
4146 0x000589e6 0x004595e6 4   5    .data   ascii   fG@*
4147 0x000589f2 0x004595f2 4   5    .data   ascii   fGH(
4148 0x000589fe 0x004595fe 4   5    .data   ascii   fG0$
4149 0x00058a0a 0x0045960a 4   5    .data   ascii   fG@$
4150 0x00058a16 0x00459616 4   5    .data   ascii   fGH"
4151 0x00058a22 0x00459622 4   5    .data   ascii   fG0^
4152 0x00058a3a 0x0045963a 4   5    .data   ascii   fGH\
4153 0x00058a46 0x00459646 4   5    .data   ascii   fG0X
4154 0x00058a52 0x00459652 4   5    .data   ascii   fG@X
4155 0x00058a5e 0x0045965e 4   5    .data   ascii   fGHV
4156 0x00058a6a 0x0045966a 4   5    .data   ascii   fG0R
4157 0x00058a76 0x00459676 4   5    .data   ascii   fG@R
4158 0x00058a82 0x00459682 4   5    .data   ascii   fGHP
4159 0x00058a8e 0x0045968e 4   5    .data   ascii   fG0\f
4160 0x00058a9a 0x0045969a 4   5    .data   ascii   fG@\f
4161 0x00058aa6 0x004596a6 4   5    .data   ascii   fGH\n
4162 0x00058afa 0x004596fa 4   5    .data   ascii   fG0:
4163 0x00058b06 0x00459706 4   5    .data   ascii   fG@:
