[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
682  0x0000d97c 0x0040e37c 8   18   .rdata  utf16le pc_group
683  0x0000d990 0x0040e390 7   16   .rdata  utf16le pc_name
684  0x0000d9a0 0x0040e3a0 7   16   .rdata  utf16le pc_user
685  0x0000d9b0 0x0040e3b0 10  22   .rdata  utf16le ransom_id=
686  0x0000d9c8 0x0040e3c8 8   18   .rdata  utf16le {USERID}
687  0x0000d9dc 0x0040e3dc 4   10   .rdata  utf16le %s%s
688  0x0000d9e8 0x0040e3e8 4   10   .rdata  utf16le open
689  0x0000d9f4 0x0040e3f4 7   16   .rdata  utf16le Global\
690  0x0000da04 0x0040e404 12  26   .rdata  utf16le msftesql.exe
691  0x0000da20 0x0040e420 12  26   .rdata  utf16le sqlagent.exe
692  0x0000da3c 0x0040e43c 14  30   .rdata  utf16le sqlbrowser.exe
693  0x0000da5c 0x0040e45c 12  26   .rdata  utf16le sqlservr.exe
694  0x0000da78 0x0040e478 13  28   .rdata  utf16le sqlwriter.exe
695  0x0000da94 0x0040e494 10  22   .rdata  utf16le oracle.exe
696  0x0000daac 0x0040e4ac 9   20   .rdata  utf16le ocssd.exe
697  0x0000dac0 0x0040e4c0 10  22   .rdata  utf16le dbsnmp.exe
698  0x0000dad8 0x0040e4d8 12  26   .rdata  utf16le synctime.exe
699  0x0000daf4 0x0040e4f4 16  34   .rdata  utf16le mydesktopqos.exe
700  0x0000db18 0x0040e518 26  54   .rdata  utf16le agntsvc.exeisqlplussvc.exe
701  0x0000db50 0x0040e550 13  28   .rdata  utf16le xfssvccon.exe
702  0x0000db6c 0x0040e56c 20  42   .rdata  utf16le mydesktopservice.exe
703  0x0000db98 0x0040e598 14  30   .rdata  utf16le ocautoupds.exe
704  0x0000dbb8 0x0040e5b8 22  46   .rdata  utf16le agntsvc.exeagntsvc.exe
705  0x0000dbe8 0x0040e5e8 21  44   .rdata  utf16le agntsvc.exeencsvc.exe
706  0x0000dc14 0x0040e614 17  36   .rdata  utf16le firefoxconfig.exe
707  0x0000dc38 0x0040e638 15  32   .rdata  utf16le tbirdconfig.exe
708  0x0000dc58 0x0040e658 9   20   .rdata  utf16le ocomm.exe
709  0x0000dc6c 0x0040e66c 10  22   .rdata  utf16le mysqld.exe
710  0x0000dc84 0x0040e684 13  28   .rdata  utf16le mysqld-nt.exe
711  0x0000dca0 0x0040e6a0 14  30   .rdata  utf16le mysqld-opt.exe
712  0x0000dcc0 0x0040e6c0 11  24   .rdata  utf16le dbeng50.exe
713  0x0000dcd8 0x0040e6d8 18  38   .rdata  utf16le sqbcoreservice.exe
714  0x0000dd00 0x0040e700 9   20   .rdata  utf16le excel.exe
715  0x0000dd14 0x0040e714 12  26   .rdata  utf16le infopath.exe
716  0x0000dd30 0x0040e730 12  26   .rdata  utf16le msaccess.exe
717  0x0000dd4c 0x0040e74c 9   20   .rdata  utf16le mspub.exe
718  0x0000dd60 0x0040e760 11  24   .rdata  utf16le onenote.exe
719  0x0000dd78 0x0040e778 11  24   .rdata  utf16le outlook.exe
720  0x0000dd90 0x0040e790 12  26   .rdata  utf16le powerpnt.exe
721  0x0000ddac 0x0040e7ac 9   20   .rdata  utf16le steam.exe
722  0x0000ddc0 0x0040e7c0 10  22   .rdata  utf16le thebat.exe
723  0x0000ddd8 0x0040e7d8 12  26   .rdata  utf16le thebat64.exe
724  0x0000ddf4 0x0040e7f4 15  32   .rdata  utf16le thunderbird.exe
725  0x0000de14 0x0040e814 9   20   .rdata  utf16le visio.exe
726  0x0000de28 0x0040e828 11  24   .rdata  utf16le winword.exe
727  0x0000de40 0x0040e840 11  24   .rdata  utf16le wordpad.exe
728  0x0000f52c 0x0040ff2c 8   9    .rdata  ascii   Address:
729  0x0000f538 0x0040ff38 15  16   .rdata  ascii   fabian wosar <3
730  0x0000f550 0x0040ff50 17  18   .rdata  ascii   Can't find server
731  0x0000f570 0x0040ff70 32  66   .rdata  utf16le /c timeout -c 5 & del "%s" /f /q
732  0x0000f5b4 0x0040ffb4 7   16   .rdata  utf16le cmd.exe
733  0x0000f5c4 0x0040ffc4 5   6    .rdata  ascii   data=
734  0x0000f5d0 0x0040ffd0 47  96   .rdata  utf16le Content-Type: application/x-www-form-urlencoded
735  0x0000f630 0x00410030 15  32   .rdata  utf16le curl.php?token=
736  0x0000f650 0x00410050 4   10   .rdata  utf16le POST
737  0x0000f660 0x00410060 48  98   .rdata  utf16le action=result&e_files=%d&e_size=%I64u&e_time=%d&
738  0x0000f6c4 0x004100c4 12  26   .rdata  utf16le action=call&
739  0x0000f6e0 0x004100e0 9   20   .rdata  utf16le &pub_key=
740  0x0000f6f4 0x004100f4 10  22   .rdata  utf16le &priv_key=
741  0x0000f70c 0x0041010c 12  26   .rdata  utf16le &version=2.1
742  0x0000f728 0x00410128 14  15   .rdata  ascii   aeriedjD#shasj
743  0x0000f738 0x00410138 46  94   .rdata  utf16le Microsoft Enhanced Cryptographic Provider v1.0
744  0x0000f798 0x00410198 13  28   .rdata  utf16le \ProgramData\
745  0x0000f7b4 0x004101b4 15  32   .rdata  utf16le \Program Files\
746  0x0000f7d4 0x004101d4 13  28   .rdata  utf16le \Tor Browser\
747  0x0000f7f0 0x004101f0 10  22   .rdata  utf16le Ransomware
748  0x0000f808 0x00410208 11  24   .rdata  utf16le \All Users\
749  0x0000f820 0x00410220 16  34   .rdata  utf16le \Local Settings\
750  0x0000f844 0x00410244 11  24   .rdata  utf16le desktop.ini
751  0x0000f85c 0x0041025c 11  24   .rdata  utf16le autorun.inf
752  0x0000f874 0x00410274 10  22   .rdata  utf16le ntuser.dat
753  0x0000f88c 0x0041028c 12  26   .rdata  utf16le iconcache.db
754  0x0000f8a8 0x004102a8 12  26   .rdata  utf16le bootsect.bak
755  0x0000f8c4 0x004102c4 8   18   .rdata  utf16le boot.ini
756  0x0000f8d8 0x004102d8 14  30   .rdata  utf16le ntuser.dat.log
757  0x0000f8f8 0x004102f8 9   20   .rdata  utf16le thumbs.db
758  0x0000f90c 0x0041030c 16  34   .rdata  utf16le GDCB-DECRYPT.txt
759  0x0000f938 0x00410338 4   10   .rdata  utf16le .sql
760  0x0000f950 0x00410350 19  20   .rdata  ascii   *******************
761  0x0000f974 0x00410374 19  40   .rdata  utf16le %s\GDCB-DECRYPT.txt
762  0x0000f9b8 0x004103b8 27  56   .rdata  utf16le v4bot.whatismyipaddress.com
763  0x0000fa04 0x00410404 9   20   .rdata  utf16le undefined
764  0x0000fa18 0x00410418 6   14   .rdata  utf16le Domain
765  0x0000fa28 0x00410428 50  102  .rdata  utf16le SYSTEM\CurrentControlSet\services\Tcpip\Parameters
766  0x0000fa90 0x00410490 9   20   .rdata  utf16le WORKGROUP
767  0x0000faa4 0x004104a4 10  22   .rdata  utf16le LocaleName
768  0x0000fabc 0x004104bc 27  56   .rdata  utf16le Control Panel\International
769  0x0000fafc 0x004104fc 23  48   .rdata  utf16le Keyboard Layout\Preload
770  0x0000fb2c 0x0041052c 8   18   .rdata  utf16le 00000419
771  0x0000fb4c 0x0041054c 9   20   .rdata  utf16le oductName
772  0x0000fb60 0x00410560 44  90   .rdata  utf16le SOFTWARE\Microsoft\Windows NT\CurrentVersion
773  0x0000fbc0 0x004105c0 56  114  .rdata  utf16le SOFTWARE\Wow6432Node\Microsoft\Windows NT\CurrentVersion
774  0x0000fc34 0x00410634 5   12   .rdata  utf16le error
775  0x0000fc50 0x00410650 7   16   .rdata  utf16le Itanium
776  0x0000fc68 0x00410668 7   16   .rdata  utf16le Unknown
777  0x0000fc78 0x00410678 19  40   .rdata  utf16le ProcessorNameString
778  0x0000fca0 0x004106a0 46  94   .rdata  utf16le HARDWARE\DESCRIPTION\System\CentralProcessor\0
779  0x0000fd00 0x00410700 10  22   .rdata  utf16le Identifier
780  0x0000fd18 0x00410718 15  16   .rdata  ascii   RtlComputeCrc32
781  0x0000fd28 0x00410728 9   20   .rdata  utf16le ntdll.dll
782  0x0000fd3c 0x0041073c 7   16   .rdata  utf16le UNKNOWN
783  0x0000fd4c 0x0041074c 11  24   .rdata  utf16le NO_ROOT_DIR
784  0x0000fd64 0x00410764 9   20   .rdata  utf16le REMOVABLE
785  0x0000fd78 0x00410778 5   12   .rdata  utf16le FIXED
786  0x0000fd84 0x00410784 6   14   .rdata  utf16le REMOTE
787  0x0000fd94 0x00410794 5   12   .rdata  utf16le CDROM
788  0x0000fda0 0x004107a0 7   16   .rdata  utf16le RAMDISK
789  0x0000fdb8 0x004107b8 4   10   .rdata  utf16le 64u/
790  0x0000fdc4 0x004107c4 5   12   .rdata  utf16le %I64u
791  0x0000fddc 0x004107dc 7   16   .rdata  utf16le AVP.EXE
792  0x0000fdec 0x004107ec 8   18   .rdata  utf16le ekrn.exe
793  0x0000fe00 0x00410800 9   20   .rdata  utf16le avgnt.exe
794  0x0000fe14 0x00410814 11  24   .rdata  utf16le ashDisp.exe
795  0x0000fe2c 0x0041082c 17  36   .rdata  utf16le NortonAntiBot.exe
796  0x0000fe50 0x00410850 12  26   .rdata  utf16le Mcshield.exe
797  0x0000fe6c 0x0041086c 12  26   .rdata  utf16le avengine.exe
798  0x0000fe88 0x00410888 12  26   .rdata  utf16le cmdagent.exe
799  0x0000fea4 0x004108a4 7   16   .rdata  utf16le smc.exe
800  0x0000feb4 0x004108b4 10  22   .rdata  utf16le persfw.exe
801  0x0000fecc 0x004108cc 10  22   .rdata  utf16le pccpfw.exe
802  0x0000fee4 0x004108e4 12  26   .rdata  utf16le fsguiexe.exe
803  0x0000ff00 0x00410900 7   16   .rdata  utf16le cfp.exe
804  0x0000ff10 0x00410910 11  24   .rdata  utf16le msmpeng.exe
805  0x0000ff28 0x00410928 8   18   .rdata  utf16le HTTP/1.1
806  0x0000ff50 0x00410950 34  35   .rdata  ascii   GandCrabGandCrabnomoreransom.bit|\n
807  0x0001021e 0x00410c1e 11  12   .rdata  ascii   ExitProcess
808  0x0001022c 0x00410c2c 8   9    .rdata  ascii   lstrlenA
809  0x00010238 0x00410c38 9   10   .rdata  ascii   HeapAlloc
810  0x00010244 0x00410c44 8   9    .rdata  ascii   HeapFree
811  0x00010250 0x00410c50 14  15   .rdata  ascii   GetProcessHeap
812  0x00010262 0x00410c62 14  15   .rdata  ascii   GetProcAddress
813  0x00010274 0x00410c74 12  13   .rdata  ascii   VirtualAlloc
814  0x00010284 0x00410c84 16  17   .rdata  ascii   GetModuleHandleA
815  0x00010298 0x00410c98 8   9    .rdata  ascii   lstrcpyA
816  0x000102a4 0x00410ca4 23  24   .rdata  ascii   GetEnvironmentVariableW
817  0x000102be 0x00410cbe 11  12   .rdata  ascii   GetFileSize
818  0x000102cc 0x00410ccc 13  14   .rdata  ascii   MapViewOfFile
819  0x000102dc 0x00410cdc 15  16   .rdata  ascii   UnmapViewOfFile
820  0x000102ee 0x00410cee 16  17   .rdata  ascii   GetModuleHandleW
821  0x00010302 0x00410d02 9   10   .rdata  ascii   WriteFile
822  0x0001030e 0x00410d0e 18  19   .rdata  ascii   GetModuleFileNameW
823  0x00010324 0x00410d24 11  12   .rdata  ascii   CreateFileW
824  0x00010332 0x00410d32 10  11   .rdata  ascii   ExitThread
825  0x00010340 0x00410d40 8   9    .rdata  ascii   lstrlenW
826  0x0001034c 0x00410d4c 12  13   .rdata  ascii   GetTempPathW
827  0x0001035c 0x00410d5c 18  19   .rdata  ascii   CreateFileMappingW
828  0x00010372 0x00410d72 8   9    .rdata  ascii   lstrcatW
829  0x0001037e 0x00410d7e 11  12   .rdata  ascii   CloseHandle
830  0x0001038c 0x00410d8c 12  13   .rdata  ascii   CreateThread
831  0x0001039c 0x00410d9c 11  12   .rdata  ascii   VirtualFree
832  0x000103aa 0x00410daa 9   10   .rdata  ascii   lstrcmpiW
833  0x000103b6 0x00410db6 9   10   .rdata  ascii   lstrcmpiA
834  0x000103c2 0x00410dc2 14  15   .rdata  ascii   SetFilePointer
835  0x000103d4 0x00410dd4 18  19   .rdata  ascii   GetFileAttributesW
836  0x000103ea 0x00410dea 8   9    .rdata  ascii   ReadFile
837  0x000103f6 0x00410df6 12  13   .rdata  ascii   GetLastError
838  0x00010406 0x00410e06 9   10   .rdata  ascii   MoveFileW
839  0x00010412 0x00410e12 8   9    .rdata  ascii   lstrcpyW
840  0x0001041e 0x00410e1e 18  19   .rdata  ascii   SetFileAttributesW
841  0x00010434 0x00410e34 12  13   .rdata  ascii   CreateMutexW
842  0x00010444 0x00410e44 13  14   .rdata  ascii   GetDriveTypeW
843  0x00010454 0x00410e54 19  20   .rdata  ascii   VerSetConditionMask
844  0x0001046a 0x00410e6a 19  20   .rdata  ascii   WaitForSingleObject
845  0x00010480 0x00410e80 12  13   .rdata  ascii   GetTickCount
846  0x00010490 0x00410e90 25  26   .rdata  ascii   InitializeCriticalSection
847  0x000104ac 0x00410eac 11  12   .rdata  ascii   OpenProcess
848  0x000104ba 0x00410eba 19  20   .rdata  ascii   GetSystemDirectoryW
849  0x000104d0 0x00410ed0 15  16   .rdata  ascii   TerminateThread
850  0x000104e2 0x00410ee2 5   6    .rdata  ascii   Sleep
851  0x000104ea 0x00410eea 16  17   .rdata  ascii   TerminateProcess
852  0x000104fe 0x00410efe 18  19   .rdata  ascii   VerifyVersionInfoW
853  0x00010514 0x00410f14 22  23   .rdata  ascii   WaitForMultipleObjects
854  0x0001052e 0x00410f2e 21  22   .rdata  ascii   DeleteCriticalSection
855  0x00010546 0x00410f46 25  26   .rdata  ascii   ExpandEnvironmentStringsW
856  0x00010562 0x00410f62 14  15   .rdata  ascii   CreateProcessW
857  0x00010574 0x00410f74 20  21   .rdata  ascii   SetHandleInformation
858  0x0001058c 0x00410f8c 8   9    .rdata  ascii   lstrcatA
859  0x00010598 0x00410f98 19  20   .rdata  ascii   MultiByteToWideChar
860  0x000105ae 0x00410fae 10  11   .rdata  ascii   CreatePipe
861  0x000105bc 0x00410fbc 15  16   .rdata  ascii   Process32FirstW
862  0x000105ce 0x00410fce 14  15   .rdata  ascii   Process32NextW
863  0x000105e0 0x00410fe0 24  25   .rdata  ascii   CreateToolhelp32Snapshot
864  0x000105fc 0x00410ffc 20  21   .rdata  ascii   LeaveCriticalSection
865  0x00010614 0x00411014 20  21   .rdata  ascii   EnterCriticalSection
866  0x0001062c 0x0041102c 14  15   .rdata  ascii   FindFirstFileW
867  0x0001063e 0x0041103e 8   9    .rdata  ascii   lstrcmpW
868  0x0001064a 0x0041104a 9   10   .rdata  ascii   FindClose
869  0x00010656 0x00411056 13  14   .rdata  ascii   FindNextFileW
870  0x00010666 0x00411066 19  20   .rdata  ascii   GetNativeSystemInfo
871  0x0001067c 0x0041107c 16  17   .rdata  ascii   GetComputerNameW
872  0x00010690 0x00411090 17  18   .rdata  ascii   GetDiskFreeSpaceW
873  0x000106a4 0x004110a4 20  21   .rdata  ascii   GetWindowsDirectoryW
874  0x000106bc 0x004110bc 21  22   .rdata  ascii   GetVolumeInformationW
875  0x000106d4 0x004110d4 12  13   .rdata  ascii   LoadLibraryA
876  0x000106e2 0x004110e2 12  13   .rdata  ascii   KERNEL32.dll
877  0x000106f2 0x004110f2 16  17   .rdata  ascii   DispatchMessageW
878  0x00010706 0x00411106 14  15   .rdata  ascii   DefWindowProcW
879  0x00010718 0x00411118 12  13   .rdata  ascii   UpdateWindow
880  0x00010728 0x00411128 12  13   .rdata  ascii   SendMessageW
881  0x00010738 0x00411138 15  16   .rdata  ascii   CreateWindowExW
882  0x0001074a 0x0041114a 10  11   .rdata  ascii   ShowWindow
883  0x00010758 0x00411158 14  15   .rdata  ascii   SetWindowLongW
884  0x0001076a 0x0041116a 9   10   .rdata  ascii   LoadIconW
885  0x00010776 0x00411176 16  17   .rdata  ascii   RegisterClassExW
886  0x0001078a 0x0041118a 16  17   .rdata  ascii   TranslateMessage
887  0x0001079e 0x0041119e 9   10   .rdata  ascii   wsprintfW
888  0x000107aa 0x004111aa 10  11   .rdata  ascii   BeginPaint
889  0x000107b8 0x004111b8 11  12   .rdata  ascii   LoadCursorW
890  0x000107c6 0x004111c6 11  12   .rdata  ascii   GetMessageW
891  0x000107d4 0x004111d4 13  14   .rdata  ascii   DestroyWindow
892  0x000107e4 0x004111e4 8   9    .rdata  ascii   EndPaint
893  0x000107f0 0x004111f0 19  20   .rdata  ascii   GetForegroundWindow
894  0x00010804 0x00411204 10  11   .rdata  ascii   USER32.dll
895  0x00010812 0x00411212 8   9    .rdata  ascii   TextOutW
896  0x0001081c 0x0041121c 9   10   .rdata  ascii   GDI32.dll
897  0x00010828 0x00411228 11  12   .rdata  ascii   RegCloseKey
898  0x00010836 0x00411236 15  16   .rdata  ascii   RegCreateKeyExW
899  0x00010848 0x00411248 14  15   .rdata  ascii   RegSetValueExW
900  0x0001085a 0x0041125a 24  25   .rdata  ascii   AllocateAndInitializeSid
901  0x00010876 0x00411276 7   8    .rdata  ascii   FreeSid
902  0x00010880 0x00411280 14  15   .rdata  ascii   CryptExportKey
903  0x00010892 0x00411292 20  21   .rdata  ascii   CryptAcquireContextW
904  0x000108aa 0x004112aa 16  17   .rdata  ascii   CryptGetKeyParam
905  0x000108be 0x004112be 19  20   .rdata  ascii   CryptReleaseContext
906  0x000108d4 0x004112d4 14  15   .rdata  ascii   CryptImportKey
907  0x000108e6 0x004112e6 12  13   .rdata  ascii   CryptEncrypt
908  0x000108f6 0x004112f6 11  12   .rdata  ascii   CryptGenKey
909  0x00010904 0x00411304 15  16   .rdata  ascii   CryptDestroyKey
910  0x00010916 0x00411316 12  13   .rdata  ascii   GetUserNameW
911  0x00010926 0x00411326 16  17   .rdata  ascii   RegQueryValueExW
912  0x0001093a 0x0041133a 13  14   .rdata  ascii   RegOpenKeyExW
913  0x00010948 0x00411348 12  13   .rdata  ascii   ADVAPI32.dll
914  0x00010958 0x00411358 15  16   .rdata  ascii   ShellExecuteExW
915  0x0001096a 0x0041136a 13  14   .rdata  ascii   ShellExecuteW
916  0x0001097a 0x0041137a 23  24   .rdata  ascii   SHGetSpecialFolderPathW
917  0x00010992 0x00411392 11  12   .rdata  ascii   SHELL32.dll
918  0x000109a0 0x004113a0 20  21   .rdata  ascii   CryptStringToBinaryA
919  0x000109b8 0x004113b8 20  21   .rdata  ascii   CryptBinaryToStringA
920  0x000109ce 0x004113ce 11  12   .rdata  ascii   CRYPT32.dll
921  0x000109dc 0x004113dc 13  14   .rdata  ascii   InternetOpenW
922  0x000109ec 0x004113ec 16  17   .rdata  ascii   InternetReadFile
923  0x00010a00 0x00411400 16  17   .rdata  ascii   InternetConnectW
924  0x00010a14 0x00411414 16  17   .rdata  ascii   HttpSendRequestW
925  0x00010a28 0x00411428 22  23   .rdata  ascii   HttpAddRequestHeadersW
926  0x00010a42 0x00411442 16  17   .rdata  ascii   HttpOpenRequestW
927  0x00010a56 0x00411456 19  20   .rdata  ascii   InternetCloseHandle
928  0x00010a6a 0x0041146a 11  12   .rdata  ascii   WININET.dll
929  0x00010a78 0x00411478 24  25   .rdata  ascii   GetDeviceDriverBaseNameW
930  0x00010a94 0x00411494 17  18   .rdata  ascii   EnumDeviceDrivers
931  0x00010aa6 0x004114a6 9   10   .rdata  ascii   PSAPI.DLL
932  0x00010ab2 0x004114b2 25  26   .rdata  ascii   IsProcessorFeaturePresent
933  0x00011a60 0x00414060 381 382  .rsrc   ascii   <?xml version='1.0' encoding='UTF-8' standalone='yes'?>\r\n<assembly xmlns='urn:schemas-microsoft-com:asm.v1' manifestVersion='1.0'>\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level='asInvoker' uiAccess='false' />\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>\r\n
934  0x00011c1f 0x0041501f 15  16   .reloc  ascii   1#1-171A1i1s1}1
935  0x00011c47 0x00415047 15  16   .reloc  ascii   2:2D2N2X2b2l2v2
936  0x00011c6d 0x0041506d 17  18   .reloc  ascii   3)333=3G3^3h3r3|3
937  0x00011c95 0x00415095 17  18   .reloc  ascii   4/494C4M4W4g4q4{4
938  0x00011cbd 0x004150bd 13  14   .reloc  ascii   5(585B5L5V5~5
939  0x00011ce5 0x004150e5 13  14   .reloc  ascii   6'6O6Y6c6m6w6
940  0x00011d07 0x00415107 19  20   .reloc  ascii   6 7*747>7H7R7\7s7}7
941  0x00011d31 0x00415131 17  18   .reloc  ascii   8#8-8D8N8X8b8l8|8
942  0x00011d59 0x00415159 15  16   .reloc  ascii   9)939=9M9W9a9k9
943  0x00011d81 0x00415181 13  14   .reloc  ascii   :(:2:<:d:n:x:
944  0x00011da5 0x004151a5 17  18   .reloc  ascii   ;\r;5;?;I;S;];g;q;
945  0x00011ddf 0x004151df 13  14   .reloc  ascii   ='=1=;=E=m=w=
946  0x00011e07 0x00415207 15  16   .reloc  ascii   >?>I>S>]>g>q>{>
947  0x00011e29 0x00415229 19  20   .reloc  ascii   ?\e?%?/?9?C?M?e?o?y?
948  0x00011e5f 0x0041525f 15  16   .reloc  ascii   070A0K0U0_0o0y0
949  0x00011e85 0x00415285 13  14   .reloc  ascii   1'111A1K1U1_1
950  0x00011ead 0x004152ad 13  14   .reloc  ascii   2'212Y2c2m2w2
951  0x00011ed1 0x004152d1 15  16   .reloc  ascii   3+353?3I3S3]3g3
952  0x00011ef7 0x004152f7 19  20   .reloc  ascii   4\e4%4/494Q4[4e4o4y4
953  0x00011f1d 0x0041531d 21  22   .reloc  ascii   5\v5#5-575A5K5[5e5o5y5
954  0x00011f49 0x00415349 13  14   .reloc  ascii   6-676A6K6s6}6
955  0x00011f71 0x00415371 13  14   .reloc  ascii   7E7O7Y7c7m7w7
956  0x00011f91 0x00415391 7   8    .reloc  ascii   7N8k8{8
957  0x00011f9f 0x0041539f 7   8    .reloc  ascii   8\f9D9M9
958  0x00011fb1 0x004153b1 5   6    .reloc  ascii   :.;:;
959  0x00011fc3 0x004153c3 13  14   .reloc  ascii   ;\n<0<7<I<Z<b<
960  0x00011fe7 0x004153e7 11  12   .reloc  ascii   >0>U>[>j>w>
961  0x0001200b 0x0041540b 5   6    .reloc  ascii   ?A?\?
962  0x00012029 0x00415429 9   10   .reloc  ascii   1S2]2d2u2
963  0x0001203b 0x0041543b 5   6    .reloc  ascii   2:3A3
964  0x00012051 0x00415451 9   10   .reloc  ascii   6(6Z6e6m6
965  0x0001205d 0x0041545d 5   6    .reloc  ascii   6&7S7
966  0x00012065 0x00415465 5   6    .reloc  ascii   748\8
967  0x00012075 0x00415475 9   10   .reloc  ascii   8-989p9x9
968  0x0001208b 0x0041548b 11  12   .reloc  ascii   :#:1:8:H:N:
969  0x000120a9 0x004154a9 7   8    .reloc  ascii   =-=B=H=
970  0x000120bd 0x004154bd 7   8    .reloc  ascii   >'>L>j>
971  0x000120d5 0x004154d5 15  16   .reloc  ascii   0"0)030:0D0Q0k0
972  0x000120e7 0x004154e7 13  14   .reloc  ascii   0\r151A1I1Q1V1
973  0x0001211d 0x0041551d 5   6    .reloc  ascii   5%595
974  0x0001212f 0x0041552f 11  12   .reloc  ascii   6W6_6g6o6w6
975  0x00012163 0x00415563 17  18   .reloc  ascii   7*757@7K7V7a7l7w7
976  0x00012189 0x00415589 11  12   .reloc  ascii   8&8-878L8e8
977  0x0001219f 0x0041559f 5   6    .reloc  ascii   8\b9p9
978  0x000121ad 0x004155ad 11  12   .reloc  ascii   :.:4:T:Z:|:
979  0x000121c5 0x004155c5 9   10   .reloc  ascii   :/;=;q;{;
980  0x000121ed 0x004155ed 13  14   .reloc  ascii   >&>+>1>;>U>g>
981  0x00012203 0x00415603 7   8    .reloc  ascii   >N?\?y?
982  0x00012223 0x00415623 15  16   .reloc  ascii   0\e0(0-050=0g0m0
983  0x00012251 0x00415651 9   10   .reloc  ascii   2!222Q2`2
984  0x00012265 0x00415665 13  14   .reloc  ascii   3\f3+3=3L3S3a3
985  0x00012281 0x00415681 11  12   .reloc  ascii   4,494D4l4s4
986  0x00012293 0x00415693 5   6    .reloc  ascii   4*5a5
987  0x000122a1 0x004156a1 7   8    .reloc  ascii   5\f6\e6?6
988  0x000122bb 0x004156bb 5   6    .reloc  ascii   8w9|9
989  0x000122d5 0x004156d5 9   10   .reloc  ascii   :R:\:n:~:
990  0x000122f9 0x004156f9 17  18   .reloc  ascii   =\r>%>/>;>D>P>\a?!?
991  0x00012318 0x00415718 14  15   .reloc  ascii   \a0\r0$000:0J0V0
992  0x00012333 0x00415733 13  14   .reloc  ascii   1%1*1@1T1h1|1
993  0x00012345 0x00415745 9   10   .reloc  ascii   232D2p2x2
994  0x00012379 0x00415779 13  14   .reloc  ascii   4\a5&5-5U5s5~5
995  0x00012397 0x00415797 9   10   .reloc  ascii   6/6W6^6e6
996  0x000123af 0x004157af 13  14   .reloc  ascii   6%7+707G7q7~7
997  0x000123c5 0x004157c5 11  12   .reloc  ascii   808[8i8p8~8
998  0x000123db 0x004157db 15  16   .reloc  ascii   9%989=9M9\9e9{9
999  0x000123f9 0x004157f9 13  14   .reloc  ascii   :,:::N:\:p:~:
1000 0x00012417 0x00415817 15  16   .reloc  ascii   ;";);7;E;X;i;w;
1001 0x00012435 0x00415835 13  14   .reloc  ascii   < <6<A<W<b<x<
1002 0x0001244f 0x0041584f 11  12   .reloc  ascii   <(=I=Y=h=q=
1003 0x00012461 0x00415861 9   10   .reloc  ascii   =!>&>B>J>
1004 0x00012477 0x00415877 7   8    .reloc  ascii   >B?b?m?
1005 0x00012497 0x00415897 9   10   .reloc  ascii   0 0P0b0}0
1006 0x000124b7 0x004158b7 5   6    .reloc  ascii   1#1*1
1007 0x000124c7 0x004158c7 15  16   .reloc  ascii   20292H2Z2_2s2~2
1008 0x000124eb 0x004158eb 11  12   .reloc  ascii   3&3-343S3[3
1009 0x000124fb 0x004158fb 19  20   .reloc  ascii   3 4*434<4R4^4f4r4}4
1010 0x00012517 0x00415917 21  22   .reloc  ascii   5\b5\f5*5R5Y5`5g5n5u5|5
1011 0x0001253f 0x0041593f 15  16   .reloc  ascii   6'6L6Q6Y6a6h6v6
1012 0x0001255d 0x0041595d 9   10   .reloc  ascii   :4:a:k:u:
1013 0x0001256d 0x0041596d 9   10   .reloc  ascii   ;4;b;n;t;
1014 0x00012581 0x00415981 5   6    .reloc  ascii   =g=u=
1015 0x0001258d 0x0041598d 7   8    .reloc  ascii   =O>]>l>
1016 0x0001259b 0x0041599b 11  12   .reloc  ascii   >6?C?R?\?b?
1017 0x000125bf 0x004159bf 7   8    .reloc  ascii   0g0n0~0
1018 0x000125d1 0x004159d1 13  14   .reloc  ascii   0$1+1;1H1s1z1
1019 0x000125eb 0x004159eb 11  12   .reloc  ascii   2H2O2^2h2n2
1020 0x000125ff 0x004159ff 9   10   .reloc  ascii   3$333=3C3
1021 0x0001261b 0x00415a1b 5   6    .reloc  ascii   5+595
1022 0x00012625 0x00415a25 13  14   .reloc  ascii   7#7+7074787a7
1023 0x0001264b 0x00415a4b 5   6    .reloc  ascii   8 8$8
1024 0x00012661 0x00415a61 19  20   .reloc  ascii   9A9H9L9P9T9X9\9`9d9
1025 0x0001267d 0x00415a7d 5   6    .reloc  ascii   9D;g;
1026 0x0001269d 0x00415a9d 5   6    .reloc  ascii   ="=,=
1027 0x00012800 0x00415c00 4   4            ascii   KISA

