Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   h.rdata
4    0x00000237 0x00000237 6   7            ascii   H.data
5    0x00000260 0x00000260 6   7            ascii   .pdata
6    0x00000287 0x00000287 5   6            ascii   HINIT
7    0x000002b0 0x000002b0 5   6            ascii   .rsrc
8    0x000002d7 0x000002d7 7   8            ascii   B.reloc
366  0x00004ed1 0x00016cd1 6   7    .data   ascii   ':v-=R
367  0x00004f0a 0x00016d0a 4   5    .data   ascii   v)26
368  0x00004f28 0x00016d28 4   7    .data   utf8    \bK❡2 blocks=Basic Latin,Dingbats
369  0x00004f40 0x00016d40 4   5    .data   ascii   |.ko
370  0x00004f48 0x00016d48 4   5    .data   ascii   ro/-
371  0x00004f68 0x00016d68 5   6    .data   ascii   #Aj$T
372  0x00004fa7 0x00016da7 6   7    .data   ascii   Ro5\t?=
373  0x00004fca 0x00016dca 5   7    .data   utf8    cx\aTѢ blocks=Basic Latin,Cyrillic
374  0x00004ff0 0x00016df0 5   6    .data   ascii   <\?$M
375  0x00005023 0x00016e23 7   9    .data   utf8    ~\rĳis{Z blocks=Basic Latin,Latin Extended-A
376  0x000050bc 0x00016ebc 4   5    .data   ascii   nJ;\r
377  0x000050e5 0x00016ee5 9   11   .data   utf8    -\L~_<_jΊ blocks=Basic Latin,Greek and Coptic
378  0x000050f5 0x00016ef5 5   6    .data   ascii   -t0\f1
379  0x00005109 0x00016f09 4   5    .data   ascii   T`$g
380  0x0000512e 0x00016f2e 4   5    .data   ascii   0]a0
381  0x0000516d 0x00016f6d 4   6    .data   utf8    ܱ[l$ blocks=Syriac,Basic Latin
382  0x00005178 0x00016f78 5   6    .data   ascii   L'J$G
383  0x00005192 0x00016f92 4   5    .data   ascii   ok~<
384  0x000051af 0x00016faf 4   7    .data   utf8    ˱Lۢo blocks=Spacing Modifier Letters,Basic Latin,Arabic
385  0x000051c2 0x00016fc2 4   5    .data   ascii   !8>m
386  0x000051fe 0x00016ffe 4   5    .data   ascii   4\r5m
387  0x0000521c 0x0001701c 4   7    .data   utf8    Л\aƂ0 blocks=Cyrillic,Basic Latin,Latin Extended-B
388  0x0000522b 0x0001702b 4   5    .data   ascii   {\1~
389  0x00005238 0x00017038 4   5    .data   ascii   ]m]A
390  0x00005273 0x00017073 5   6    .data   ascii   r\n\tYC
391  0x000052bd 0x000170bd 5   6    .data   ascii   N/N\bz
392  0x000052e4 0x000170e4 7   8    .data   ascii   |gE_p~\v
393  0x000052f3 0x000170f3 5   6    .data   ascii   6='\e?
394  0x00005304 0x00017104 4   5    .data   ascii   \r\e)V
395  0x00005316 0x00017116 8   9    .data   ascii   :cK=KB|'
396  0x00005395 0x00017195 5   7    .data   utf8    {ߐ>D  blocks=Basic Latin,NKo
397  0x000053b0 0x000171b0 4   5    .data   ascii   Fl-^
398  0x000053d8 0x000171d8 7   8    .data   ascii   tzDz)&^
399  0x000053f8 0x000171f8 7   9    .data   utf8    Wωf^ r\f blocks=Basic Latin,Greek and Coptic
400  0x00005427 0x00017227 4   6    .data   utf8    Vٍ*\f blocks=Basic Latin,Arabic
401  0x000054b3 0x000172b3 4   6    .data   utf8    ُT-w blocks=Arabic,Basic Latin
402  0x00005567 0x00017367 4   5    .data   ascii   dWD>
403  0x000055b8 0x000173b8 4   5    .data   ascii   J<tL
404  0x000055f4 0x000173f4 4   5    .data   ascii   \fB6D
405  0x000055fe 0x000173fe 5   6    .data   ascii   g\r. e
406  0x0000562c 0x0001742c 4   5    .data   ascii   bp\rj
407  0x0000566d 0x0001746d 5   7    .data   utf8    zȇAee blocks=Basic Latin,Latin Extended-B
408  0x00005687 0x00017487 4   5    .data   ascii   #~P'
409  0x000056cb 0x000174cb 5   6    .data   ascii   $C2R4
410  0x00005752 0x00017552 4   5    .data   ascii   \t^1Z
411  0x0000575f 0x0001755f 5   6    .data   ascii   #G,vu
412  0x00005777 0x00017577 6   7    .data   ascii   T;u\a##
413  0x0000579b 0x0001759b 4   5    .data   ascii   \f9"]
414  0x000057d6 0x000175d6 4   5    .data   ascii   LKMk
415  0x0000581b 0x0001761b 6   8    .data   utf8    $Ğ\b% 7 blocks=Basic Latin,Latin Extended-A
416  0x00005824 0x00017624 8   9    .data   ascii   Yn\rZx-$Y
417  0x0000584d 0x0001764d 5   7    .data   utf8    m\tėrw blocks=Basic Latin,Latin Extended-A
418  0x000058a3 0x000176a3 4   5    .data   ascii   J.'s
419  0x000058b0 0x000176b0 7   9    .data   utf8    YdgQ͙rc blocks=Basic Latin,Combining Diacritical Marks
420  0x000058f6 0x000176f6 5   7    .data   utf8    ѐ\n%uF blocks=Cyrillic,Basic Latin
421  0x00005906 0x00017706 5   7    .data   utf8    2o+Ԋ} blocks=Basic Latin,Cyrillic Supplement
422  0x00005915 0x00017715 4   6    .data   utf8    m eӉ blocks=Basic Latin,Cyrillic
423  0x00005924 0x00017724 5   6    .data   ascii   JO<DV
424  0x00005946 0x00017746 4   5    .data   ascii   \b^\a\n
425  0x00005953 0x00017753 4   5    .data   ascii   v\rVv
426  0x00005958 0x00017758 4   6    .data   utf8    V\v۷S blocks=Basic Latin,Arabic
427  0x00005977 0x00017777 4   5    .data   ascii   r9zX
428  0x00005981 0x00017781 4   6    .data   utf8    ӭS]j blocks=Cyrillic,Basic Latin
429  0x0000599f 0x0001779f 6   7    .data   ascii   )T%@$l
430  0x000059a8 0x000177a8 7   8    .data   ascii   Rkr@{5G
431  0x000059c3 0x000177c3 6   7    .data   ascii   Pcg|`\t
432  0x00005a29 0x00017829 4   5    .data   ascii   i\vy(
433  0x00005a4d 0x0001784d 4   5    .data   ascii   \aqgY
434  0x00005a6b 0x0001786b 9   10   .data   ascii   mx\a`O0&2a
435  0x00005aab 0x000178ab 6   7    .data   ascii   Zq0&I\
436  0x00005ae7 0x000178e7 5   7    .data   utf8    ަ_,]z blocks=Thaana,Basic Latin
437  0x00005b1c 0x0001791c 4   5    .data   ascii   ~\f\bA
438  0x00005b2e 0x0001792e 6   7    .data   ascii   yPvE(V
439  0x00005bc2 0x000179c2 9   10   .data   ascii   |Y60dk+gn
440  0x00005c12 0x00017a12 4   5    .data   ascii   reuX
441  0x00005c5e 0x00017a5e 7   9    .data   utf8    $G;wʀ+- blocks=Basic Latin,IPA Extensions
442  0x00005ca1 0x00017aa1 5   6    .data   ascii   B:whh
443  0x00005caf 0x00017aaf 5   7    .data   utf8    \kj\Ϧ blocks=Basic Latin,Greek and Coptic
444  0x00005cf8 0x00017af8 4   5    .data   ascii   ,*&i
445  0x00005d1e 0x00017b1e 4   5    .data   ascii   g#%%
446  0x00005d66 0x00017b66 5   10   .data   utf8    ف^𧏼\ag blocks=Arabic,Basic Latin,CJK Unified Ideographs Extension B
447  0x00005da0 0x00017ba0 5   6    .data   ascii   OE7<P
448  0x00005e67 0x00017c67 4   5    .data   ascii   %e2F
449  0x00005e83 0x00017c83 4   6    .data   utf8    <ڲ\bo blocks=Basic Latin,Arabic
450  0x00005e9f 0x00017c9f 4   5    .data   ascii   a-=U
451  0x00005ea8 0x00017ca8 4   5    .data   ascii   N,zo
452  0x00005eb4 0x00017cb4 4   5    .data   ascii   rjP9
453  0x00005eca 0x00017cca 7   9    .data   utf8    U|uͽ;A" blocks=Basic Latin,Greek and Coptic
454  0x00005f17 0x00017d17 6   7    .data   ascii   4'\fd\e`
455  0x00005f52 0x00017d52 4   6    .data   utf8    @|}ݷ blocks=Basic Latin,Arabic Supplement
456  0x00005f65 0x00017d65 6   8    .data   utf8    eԽ\r\rHn blocks=Basic Latin,Armenian
457  0x00005f74 0x00017d74 4   5    .data   ascii   g-[\v
458  0x00006089 0x00017e89 5   6    .data   ascii   uxP.u
459  0x00006096 0x00017e96 5   6    .data   ascii   1l]U~
460  0x000060dc 0x00017edc 4   7    .data   utf8    Gij놊 blocks=Basic Latin,Hangul Syllables
461  0x000060e3 0x00017ee3 6   7    .data   ascii   AVP\np9
462  0x000060fa 0x00017efa 5   8    .data   utf8    \tڜǯ4q blocks=Basic Latin,Arabic,Latin Extended-B
463  0x00006117 0x00017f17 7   8    .data   ascii   ^bw~cGF
464  0x00006129 0x00017f29 4   5    .data   ascii   XGP^
465  0x00006131 0x00017f31 4   6    .data   utf8    \n4ٛN blocks=Basic Latin,Arabic
466  0x00006138 0x00017f38 8   9    .data   ascii   RuQ,gL`P
467  0x00006158 0x00017f58 4   5    .data   ascii   YT,_
468  0x000061ab 0x00017fab 4   5    .data   ascii   Cx|7
469  0x000061cf 0x00017fcf 6   7    .data   ascii   \t;&'x-
470  0x000061e7 0x00017fe7 9   12   .data   utf8    E耽M3 \bC\tP blocks=Basic Latin,CJK Unified Ideographs
471  0x0000620a 0x0001800a 4   5    .data   ascii   =MS6
472  0x00006230 0x00018030 6   7    .data   ascii   t/<Q\bA
473  0x00006244 0x00018044 4   5    .data   ascii   >'7a
474  0x00006250 0x00018050 5   8    .data   utf8    ǫըZ\e< blocks=Latin Extended-B,Armenian,Basic Latin
475  0x000062a3 0x000180a3 5   6    .data   ascii   2\f<Z+
476  0x000062c5 0x000180c5 4   5    .data   ascii   !N@y
477  0x000062d5 0x000180d5 5   7    .data   utf8    Zӟ_2I blocks=Basic Latin,Cyrillic
478  0x0000637a 0x0001817a 5   6    .data   ascii   \t\vE<7
479  0x0000638a 0x0001818a 4   5    .data   ascii   zZ~n
480  0x000063c6 0x000181c6 5   6    .data   ascii   U*\bq1
481  0x000063ff 0x000181ff 5   8    .data   utf8    w}47币 blocks=Basic Latin,CJK Unified Ideographs
482  0x0000643c 0x0001823c 4   6    .data   utf8    R7bЅ blocks=Basic Latin,Cyrillic
483  0x00006442 0x00018242 7   9    .data   utf8    z-#*tյD blocks=Basic Latin,Armenian
484  0x000064d1 0x000182d1 5   6    .data   ascii   4x7\fr
485  0x0000653f 0x0001833f 5   6    .data   ascii   y\r\t\'
486  0x0000658b 0x0001838b 4   6    .data   utf8    2wm3
487  0x0000659b 0x0001839b 6   7    .data   ascii   }Jow#\t
488  0x000065a4 0x000183a4 4   5    .data   ascii   9nS_
489  0x000065c3 0x000183c3 4   6    .data   utf8    lGtÝ blocks=Basic Latin,Latin-1 Supplement
490  0x0000662d 0x0001842d 5   6    .data   ascii   KZ|Pe
491  0x00006651 0x00018451 4   5    .data   ascii   #G\r&
492  0x00006690 0x00018490 4   5    .data   ascii   P(4%
493  0x000066e6 0x000184e6 6   8    .data   utf8    sK0DKÐ blocks=Basic Latin,Latin-1 Supplement
494  0x000067a4 0x000185a4 4   5    .data   ascii   2h\nK
495  0x000067bc 0x000185bc 4   7    .data   utf8    ᙷz<2 blocks=Unified Canadian Aboriginal Syllabics,Basic Latin
496  0x000067ca 0x000185ca 4   5    .data   ascii   5R)X
497  0x000067f6 0x000185f6 4   5    .data   ascii   "UhM
498  0x00006832 0x00018632 4   5    .data   ascii   \b~Df
499  0x0000684d 0x0001864d 4   5    .data   ascii   \f<X:
500  0x0000686a 0x0001866a 6   10   .data   utf8    ܲ\ax ⊳+ blocks=Syriac,Basic Latin,Mathematical Operators
501  0x00006877 0x00018677 5   7    .data   utf8    <Q¤fd blocks=Basic Latin,Latin-1 Supplement
502  0x0000691b 0x0001871b 8   10   .data   utf8    #"ı_MnUm blocks=Basic Latin,Latin Extended-A
503  0x00006937 0x00018737 6   7    .data   ascii   1R0\tW`
504  0x00006a1c 0x0001881c 6   7    .data   ascii   5CzfVR
505  0x00006a23 0x00018823 4   5    .data   ascii   mzb`
506  0x00006a28 0x00018828 4   6    .data   utf8    $ٹ4\r blocks=Basic Latin,Arabic
507  0x00006a4d 0x0001884d 6   7    .data   ascii   sBTm(l
508  0x00006aa5 0x000188a5 6   8    .data   utf8    +\bm"\ao
509  0x00006ae9 0x000188e9 5   8    .data   utf8    豧].(G blocks=CJK Unified Ideographs,Basic Latin
510  0x00006b4d 0x0001894d 4   5    .data   ascii   v|[o
511  0x00006b55 0x00018955 4   5    .data   ascii   IhgY
512  0x00006b7d 0x0001897d 4   5    .data   ascii   ^\r.}
513  0x00006be5 0x000189e5 5   6    .data   ascii   *O8hc
514  0x00006c0b 0x00018a0b 5   7    .data   utf8    i;˳fF blocks=Basic Latin,Spacing Modifier Letters
515  0x00006c3e 0x00018a3e 4   5    .data   ascii   k8mk
516  0x00006c7d 0x00018a7d 6   8    .data   utf8    ;{nP*Ű blocks=Basic Latin,Latin Extended-A
517  0x00006cb9 0x00018ab9 4   5    .data   ascii   wFSC
518  0x00006cc9 0x00018ac9 5   10   .data   utf8    HG݇ݩ䃩 blocks=Basic Latin,Syriac,Arabic Supplement,CJK Unified Ideographs Extension A
519  0x00006ce8 0x00018ae8 4   5    .data   ascii   mX.l
520  0x00006cfe 0x00018afe 4   5    .data   ascii   :*~j
521  0x00006d09 0x00018b09 5   6    .data   ascii   V"sVs
522  0x00006d8b 0x00018b8b 5   6    .data   ascii   \fv7r~
523  0x00006e5c 0x00018c5c 4   5    .data   ascii   h_J#
524  0x00006ed0 0x00018cd0 5   6    .data   ascii   qVwV,
525  0x00006fb8 0x00018db8 4   5    .data   ascii   LZ\v8
526  0x00006fca 0x00018dca 4   7    .data   utf8    ᢉqMo blocks=Mongolian,Basic Latin
527  0x00006ffa 0x00018dfa 4   5    .data   ascii   $_a"
528  0x00006fff 0x00018dff 6   7    .data   ascii   "m<Kd0
529  0x0000706f 0x00018e6f 4   5    .data   ascii   uB7h
530  0x00007074 0x00018e74 4   6    .data   utf8    8%1[
531  0x00007093 0x00018e93 4   5    .data   ascii   k:\f\t
532  0x000070bc 0x00018ebc 4   5    .data   ascii   c0\1
533  0x000070d6 0x00018ed6 5   6    .data   ascii   fx\nU\
534  0x00007136 0x00018f36 5   6    .data   ascii   g*[h`
535  0x00007292 0x00019092 4   5    .data   ascii   Mml_
536  0x0000729c 0x0001909c 5   6    .data   ascii   =+P%E
537  0x000072b1 0x000190b1 4   5    .data   ascii   GSq>
538  0x000072ce 0x000190ce 4   6    .data   utf8    ڜwC+ blocks=Arabic,Basic Latin
539  0x000072da 0x000190da 6   7    .data   ascii   ?-BE:Y
540  0x00007306 0x00019106 4   5    .data   ascii   p)My
541  0x0000730b 0x0001910b 4   5    .data   ascii   \r 8=
542  0x00007325 0x00019125 4   5    .data   ascii   jSY!
543  0x00007340 0x00019140 4   5    .data   ascii   (y4?
544  0x0000735a 0x0001915a 4   5    .data   ascii   l\n)@
545  0x00007363 0x00019163 9   10   .data   ascii   \btT\nB.m(T
546  0x0000743a 0x0001923a 5   6    .data   ascii   `:2Oe
547  0x0000749d 0x0001929d 6   9    .data   utf8    Ʈ69t ɸ blocks=Latin Extended-B,Basic Latin,IPA Extensions
548  0x00007531 0x00019331 5   6    .data   ascii   OL<IE
549  0x0000755c 0x0001935c 4   5    .data   ascii   Bna>
550  0x00007579 0x00019379 4   5    .data   ascii   y,SU
551  0x00007597 0x00019397 4   5    .data   ascii    W11
552  0x0000763c 0x0001943c 4   5    .data   ascii   zSXx
553  0x00007646 0x00019446 4   5    .data   ascii   t#\b$
554  0x0000765a 0x0001945a 8   11   .data   utf8    mE#Ι_v*ķ blocks=Basic Latin,Greek and Coptic,Latin Extended-A
555  0x000076cb 0x000194cb 4   5    .data   ascii   gAY)
556  0x000076da 0x000194da 4   5    .data   ascii   h]Z(
557  0x000076f8 0x000194f8 4   6    .data   utf8    ȫ|Ae blocks=Latin Extended-B,Basic Latin
558  0x0000772a 0x0001952a 4   6    .data   utf8    'Bӓm blocks=Basic Latin,Cyrillic
559  0x0000775a 0x0001955a 6   9    .data   utf8    9kరyAS blocks=Basic Latin,Telugu
560  0x00007774 0x00019574 4   6    .data   utf8    ڜ2lx blocks=Arabic,Basic Latin
561  0x00007782 0x00019582 7   9    .data   utf8    7ի'w\ae! blocks=Basic Latin,Armenian
562  0x000077de 0x000195de 4   5    .data   ascii   3TO@
563  0x000077fb 0x000195fb 4   6    .data   utf8    ѥ hd blocks=Cyrillic,Basic Latin
564  0x00007883 0x00019683 5   6    .data   ascii   [o4!N
565  0x000078c4 0x000196c4 4   5    .data   ascii   ]\rwC
566  0x0000793b 0x0001973b 4   5    .data   ascii   sTXe
567  0x00007999 0x00019799 5   6    .data   ascii   \rD^1M
568  0x000079a3 0x000197a3 5   6    .data   ascii   g*p==
569  0x000079c4 0x000197c4 6   7    .data   ascii   P\n.?mB
570  0x000079e1 0x000197e1 6   7    .data   ascii   K+~H$u
571  0x00007a37 0x00019837 4   5    .data   ascii   ^5#2
572  0x00007a5b 0x0001985b 4   5    .data   ascii   IcZI
573  0x00007a73 0x00019873 5   6    .data   ascii   H&Dnl
574  0x00007a99 0x00019899 4   5    .data   ascii   [TO?
575  0x00007ab6 0x000198b6 4   5    .data   ascii   {71Q
576  0x00007af1 0x000198f1 5   6    .data   ascii   uf2\f\f
577  0x00007b25 0x00019925 4   6    .data   utf8    T)J˽ blocks=Basic Latin,Spacing Modifier Letters
578  0x00007b3a 0x0001993a 4   6    .data   utf8    v[]N
579  0x00007b64 0x00019964 4   5    .data   ascii   w`1+
580  0x00007b72 0x00019972 6   7    .data   ascii   n;LiU\b
581  0x00007b79 0x00019979 4   5    .data   ascii   N3zO
582  0x00007c07 0x00019a07 4   5    .data   ascii   J}Tx
583  0x00007c38 0x00019a38 4   5    .data   ascii   M) y
584  0x00007c3f 0x00019a3f 4   5    .data   ascii   S/R1
585  0x00007d02 0x00019b02 4   5    .data   ascii    7Rv
586  0x00007d29 0x00019b29 4   5    .data   ascii   r\t@Q
587  0x00007d5b 0x00019b5b 5   7    .data   utf8    mNΖ@T blocks=Basic Latin,Greek and Coptic
588  0x00007d8f 0x00019b8f 4   5    .data   ascii   \fid4
589  0x00007d9b 0x00019b9b 7   9    .data   utf8    ÝC\v&!_\e blocks=Latin-1 Supplement,Basic Latin
590  0x00007daa 0x00019baa 4   5    .data   ascii   6s\bA
591  0x00007de2 0x00019be2 6   7    .data   ascii   {)JS<,
592  0x00007e12 0x00019c12 6   8    .data   utf8    cA\rԄ4) blocks=Basic Latin,Cyrillic Supplement
593  0x00007e33 0x00019c33 5   6    .data   ascii   \a4F\rt
594  0x00007f04 0x00019d04 4   5    .data   ascii   \bb\e8
595  0x00007f22 0x00019d22 4   5    .data   ascii   ,hKV
596  0x00007f2e 0x00019d2e 7   8    .data   ascii   /1\nTZ\es
597  0x00007f4e 0x00019d4e 6   9    .data   utf8    Z1hᳮ/p blocks=Basic Latin,Vedic Extensions
598  0x00007f62 0x00019d62 4   5    .data   ascii   k7FJ
599  0x00007f68 0x00019d68 6   7    .data   ascii   b+:7\b!
600  0x00007fed 0x00019ded 4   5    .data   ascii   N\v\ng
601  0x00008015 0x00019e15 4   5    .data   ascii   ,*l4
602  0x0000803a 0x00019e3a 5   8    .data   utf8    ǩiָ/W blocks=Latin Extended-B,Basic Latin,Hebrew
603  0x00008058 0x00019e58 4   6    .data   utf8    ,;\ed
604  0x000080a4 0x00019ea4 5   6    .data   ascii   (S_P?
605  0x000080bc 0x00019ebc 5   7    .data   utf8    շ#(gW blocks=Armenian,Basic Latin
606  0x000080f1 0x00019ef1 4   5    .data   ascii   i{r5
607  0x000080fa 0x00019efa 7   10   .data   utf8    Jt2^ij blocks=Private Use Area,Basic Latin
608  0x00008182 0x00019f82 4   5    .data   ascii   *;+3
609  0x00008197 0x00019f97 4   5    .data   ascii   dlU"
610  0x000081d8 0x00019fd8 4   6    .data   utf8    Cδ(y blocks=Basic Latin,Greek and Coptic
611  0x000081e8 0x00019fe8 4   5    .data   ascii   \Z\f9
612  0x000081ff 0x00019fff 4   6    .data   utf8    XE%d
613  0x00008218 0x0001a018 4   7    .data   utf8    nG≑\a blocks=Basic Latin,Mathematical Operators
614  0x00008276 0x0001a076 4   5    .data   ascii   nEP3
615  0x00008285 0x0001a085 4   5    .data   ascii   |m\aK
616  0x0000828c 0x0001a08c 4   6    .data   utf8    W"ң) blocks=Basic Latin,Cyrillic
617  0x000082a1 0x0001a0a1 5   7    .data   utf8    ˵z=#W blocks=Spacing Modifier Letters,Basic Latin
618  0x000082ab 0x0001a0ab 5   6    .data   ascii   :V[h1
619  0x000082d4 0x0001a0d4 5   6    .data   ascii   `Sh\e@
620  0x000082f5 0x0001a0f5 5   6    .data   ascii   .i5&y
621  0x000083c7 0x0001a1c7 8   9    .data   ascii   eq4KuG\eO
622  0x000083f8 0x0001a1f8 4   5    .data   ascii   [|l]
623  0x00008427 0x0001a227 4   5    .data   ascii   -UQ\v
624  0x00008469 0x0001a269 4   5    .data   ascii   Dw\t!
625  0x00008475 0x0001a275 4   5    .data   ascii   Kk{x
626  0x000084bc 0x0001a2bc 6   7    .data   ascii   +\r* A@
627  0x000084f5 0x0001a2f5 4   5    .data   ascii   .P^R
628  0x0000851c 0x0001a31c 5   8    .data   utf8    Гa|Xϗ blocks=Cyrillic,Basic Latin,Greek and Coptic
629  0x00008548 0x0001a348 5   8    .data   utf8    h2MΝƞ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
630  0x0000859e 0x0001a39e 4   6    .data   utf8    4ܓ\` blocks=Basic Latin,Syriac
631  0x000085cc 0x0001a3cc 4   6    .data   utf8    ۸)k1 blocks=Arabic,Basic Latin
632  0x000085f6 0x0001a3f6 4   5    .data   ascii   8T1P
633  0x00008606 0x0001a406 5   8    .data   utf8    云bi\e  blocks=CJK Unified Ideographs,Basic Latin
634  0x00008616 0x0001a416 4   5    .data   ascii   m5\fQ
635  0x0000867c 0x0001a47c 5   6    .data   ascii   }Y"(M
636  0x000086cc 0x0001a4cc 5   6    .data   ascii   Nn-WC
637  0x000086d7 0x0001a4d7 6   8    .data   utf8    a2ɾW"\ blocks=Basic Latin,IPA Extensions
638  0x000086df 0x0001a4df 4   5    .data   ascii   $]x%
639  0x000086ff 0x0001a4ff 4   6    .data   utf8    MߏE] blocks=Basic Latin,NKo
640  0x00008729 0x0001a529 4   5    .data   ascii   0f1)
641  0x00008773 0x0001a573 4   6    .data   utf8    (r2ˣ blocks=Basic Latin,Spacing Modifier Letters
642  0x000087d8 0x0001a5d8 5   6    .data   ascii   O/3l-
643  0x000087ea 0x0001a5ea 5   8    .data   utf8    OߐO=J blocks=Basic Latin,NKo
644  0x000087f4 0x0001a5f4 5   6    .data   ascii   H;fo#
645  0x0000881a 0x0001a61a 4   6    .data   utf8    ړ\f+* blocks=Arabic,Basic Latin
646  0x00008881 0x0001a681 5   6    .data   ascii   z6/\n8
647  0x000088fc 0x0001a6fc 4   5    .data   ascii   eT \r
648  0x00008905 0x0001a705 4   6    .data   utf8    oNլo blocks=Basic Latin,Armenian
649  0x0000892f 0x0001a72f 4   5    .data   ascii   ]rTc
650  0x00008961 0x0001a761 7   8    .data   ascii   d:)lV.N
651  0x0000898d 0x0001a78d 4   6    .data   utf8    ioݍ> blocks=Basic Latin,Syriac
652  0x00008999 0x0001a799 7   8    .data   ascii   F\n>nIqr
653  0x000089da 0x0001a7da 4   5    .data   ascii   ?^zV
654  0x00008a00 0x0001a800 4   5    .data   ascii   +B;'
655  0x00008a11 0x0001a811 4   5    .data   ascii   G4xh
656  0x00008a22 0x0001a822 5   6    .data   ascii   F9V:_
657  0x00008a3d 0x0001a83d 5   6    .data   ascii   \a7V@#
658  0x00008a4b 0x0001a84b 4   5    .data   ascii   Z!6v
659  0x00008aa4 0x0001a8a4 5   6    .data   ascii   .6K~}
660  0x00008ab8 0x0001a8b8 4   5    .data   ascii   VgDv
661  0x00008ada 0x0001a8da 4   6    .data   utf8    ~gР5 blocks=Basic Latin,Cyrillic
662  0x00008afa 0x0001a8fa 7   10   .data   utf8    央MMm@m} blocks=CJK Unified Ideographs,Basic Latin
663  0x00008b4d 0x0001a94d 4   5    .data   ascii   Yud+
664  0x00008b5c 0x0001a95c 4   5    .data   ascii   ~& C
665  0x00008bdf 0x0001a9df 4   5    .data   ascii   8m':
666  0x00008be5 0x0001a9e5 4   5    .data   ascii   Uweg
667  0x00008beb 0x0001a9eb 7   8    .data   ascii   4e.EI~\v
668  0x00008c0b 0x0001aa0b 7   10   .data   utf8    ׆EߑnU\i blocks=Hebrew,Basic Latin,NKo
669  0x00008c1b 0x0001aa1b 5   6    .data   ascii   vv,*S
670  0x00008c66 0x0001aa66 4   5    .data   ascii   nO^H
671  0x00008c8d 0x0001aa8d 4   5    .data   ascii   t{N>
672  0x00008c9b 0x0001aa9b 7   8    .data   ascii   HN\t}Q04
673  0x00008d02 0x0001ab02 6   9    .data   utf8    $ӼWב\7 blocks=Basic Latin,Cyrillic,Hebrew
674  0x00008d19 0x0001ab19 5   6    .data   ascii   yVG?c
675  0x00008df2 0x0001abf2 4   5    .data   ascii   ciB4
676  0x00008e59 0x0001ac59 4   6    .data   utf8    bf\ѭ blocks=Basic Latin,Cyrillic
677  0x00008e88 0x0001ac88 4   5    .data   ascii   \fl\vM
678  0x00008ec8 0x0001acc8 5   6    .data   ascii   a,]1[
679  0x00008ee9 0x0001ace9 6   7    .data   ascii   Yu]e5:
