Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   h.rdata
4    0x00000237 0x00000237 6   7            ascii   H.data
5    0x00000260 0x00000260 6   7            ascii   .pdata
6    0x00000287 0x00000287 5   6            ascii   HINIT
7    0x000002b0 0x000002b0 5   6            ascii   .rsrc
8    0x000002d7 0x000002d7 7   8            ascii   B.reloc
1282 0x00010854 0x00022654 4   5    .data   ascii   _;G!
1283 0x00010866 0x00022666 4   5    .data   ascii   #\n&
1284 0x0001086e 0x0002266e 5   6    .data   ascii   HS1<'
1285 0x00010883 0x00022683 4   5    .data   ascii   5)K\r
1286 0x000108a5 0x000226a5 4   5    .data   ascii   wS?\r
1287 0x00010919 0x00022719 4   5    .data   ascii   h23e
1288 0x0001092a 0x0002272a 4   5    .data   ascii   vh\Y
1289 0x00010932 0x00022732 5   7    .data   utf8    m}ã(. blocks=Basic Latin,Latin-1 Supplement
1290 0x000109eb 0x000227eb 4   5    .data   ascii   \2LS
1291 0x00010aa5 0x000228a5 6   7    .data   ascii   eU\tQ.m
1292 0x00010ae1 0x000228e1 6   7    .data   ascii   WEwr::
1293 0x00010b06 0x00022906 4   5    .data   ascii   \eLm2
1294 0x00010b1f 0x0002291f 4   6    .data   utf8    vKЛ" blocks=Basic Latin,Cyrillic
1295 0x00010b2c 0x0002292c 4   5    .data   ascii   Vk-o
1296 0x00010b31 0x00022931 6   7    .data   ascii   vP{\U*
1297 0x00010b4a 0x0002294a 6   7    .data   ascii   \a\bW\fCr
1298 0x00010b82 0x00022982 4   8    .data   utf8    I/⨼Ϝ blocks=Basic Latin,Supplemental Mathematical Operators,Greek and Coptic
1299 0x00010bb0 0x000229b0 4   6    .data   utf8    Ț<%  blocks=Latin Extended-B,Basic Latin
1300 0x00010beb 0x000229eb 4   5    .data   ascii   D5q\
1301 0x00010c48 0x00022a48 4   5    .data   ascii   [c8=
1302 0x00010c89 0x00022a89 5   6    .data   ascii   en\ac.
1303 0x00010cb6 0x00022ab6 4   6    .data   utf8    \t/?՞ blocks=Basic Latin,Armenian
1304 0x00010cdb 0x00022adb 6   8    .data   utf8    O9?D̰M blocks=Basic Latin,Combining Diacritical Marks
1305 0x00010d04 0x00022b04 5   6    .data   ascii   [&U^:
1306 0x00010d34 0x00022b34 4   5    .data   ascii   ]vu<
1307 0x00010d6b 0x00022b6b 5   7    .data   utf8    j>Șh\r blocks=Basic Latin,Latin Extended-B
1308 0x00010d96 0x00022b96 4   5    .data   ascii   pt9+
1309 0x00010dc0 0x00022bc0 4   5    .data   ascii   R?`6
1310 0x00010e02 0x00022c02 4   5    .data   ascii   Y\e)l
1311 0x00010eae 0x00022cae 4   5    .data   ascii   (J*U
1312 0x00010ebe 0x00022cbe 5   7    .data   utf8    3#]ފ# blocks=Basic Latin,Thaana
1313 0x00010ee7 0x00022ce7 6   7    .data   ascii   DfS48M
1314 0x00010f1a 0x00022d1a 6   7    .data   ascii   e-QP(k
1315 0x00010f23 0x00022d23 5   6    .data   ascii   W4A/\r
1316 0x00010f3e 0x00022d3e 4   6    .data   utf8    n1[ȃ blocks=Basic Latin,Latin Extended-B
1317 0x00010fa6 0x00022da6 4   5    .data   ascii   BSLZ
1318 0x00010fe0 0x00022de0 4   6    .data   utf8    S\Ӑk blocks=Basic Latin,Cyrillic
1319 0x00011017 0x00022e17 4   6    .data   utf8    âDvl blocks=Latin-1 Supplement,Basic Latin
1320 0x00011041 0x00022e41 7   8    .data   ascii   b8cBE!\
1321 0x0001104d 0x00022e4d 4   5    .data   ascii   Tuyn
1322 0x00011066 0x00022e66 5   6    .data   ascii   f%s\_
1323 0x0001108d 0x00022e8d 5   9    .data   utf8    P􇽫Afj blocks=Basic Latin,Supplementary Private Use Area-B
1324 0x000110ae 0x00022eae 6   7    .data   ascii   0=[Om|
1325 0x00011148 0x00022f48 5   7    .data   utf8    G29αA blocks=Basic Latin,Greek and Coptic
1326 0x000111ce 0x00022fce 4   5    .data   ascii   a"o}
1327 0x00011209 0x00023009 4   5    .data   ascii   S~%@
1328 0x00011221 0x00023021 6   7    .data   ascii   hDQ&b@
1329 0x0001122b 0x0002302b 4   5    .data   ascii   !}fH
1330 0x0001123e 0x0002303e 5   6    .data   ascii   CSI?f
1331 0x0001124b 0x0002304b 4   6    .data   utf8    "ۖ9A blocks=Basic Latin,Arabic
1332 0x0001127b 0x0002307b 5   6    .data   ascii   AE^D2
1333 0x000112b9 0x000230b9 5   7    .data   utf8    ѷel , blocks=Cyrillic,Basic Latin
1334 0x00011301 0x00023101 6   7    .data   ascii   vPKSF;
1335 0x00011326 0x00023126 4   5    .data   ascii   K`/b
1336 0x00011348 0x00023148 4   5    .data   ascii   b~ro
1337 0x00011379 0x00023179 5   6    .data   ascii   -|J9+
1338 0x00011397 0x00023197 5   6    .data   ascii   Y\t'd&
1339 0x00011401 0x00023201 5   6    .data   ascii   t2b?O
1340 0x00011434 0x00023234 5   7    .data   utf8    NEؾrF blocks=Basic Latin,Arabic
1341 0x0001144b 0x0002324b 4   5    .data   ascii   ZY%B
1342 0x00011459 0x00023259 4   6    .data   utf8    Lư\w blocks=Basic Latin,Latin Extended-B
1343 0x00011462 0x00023262 5   7    .data   utf8    \r¡#&) blocks=Basic Latin,Latin-1 Supplement
1344 0x0001149a 0x0002329a 5   6    .data   ascii   v@,UT
1345 0x000114a8 0x000232a8 5   7    .data   utf8    j]aiɣ blocks=Basic Latin,IPA Extensions
1346 0x000114d8 0x000232d8 4   6    .data   utf8    \aE~ 
1347 0x0001154e 0x0002334e 5   6    .data   ascii   xM]sE
1348 0x0001157b 0x0002337b 4   5    .data   ascii   }NR|
1349 0x00011596 0x00023396 4   5    .data   ascii   \bC-0
1350 0x000115b6 0x000233b6 4   5    .data   ascii   6)`<
1351 0x00011689 0x00023489 4   7    .data   utf8    03覼w blocks=Basic Latin,CJK Unified Ideographs
1352 0x000116e9 0x000234e9 7   9    .data   utf8    )|;*($*
1353 0x00011715 0x00023515 5   6    .data   ascii   bVTXb
1354 0x0001173d 0x0002353d 4   5    .data   ascii   GD{X
1355 0x0001179b 0x0002359b 4   5    .data   ascii   B,1N
1356 0x000117b2 0x000235b2 4   5    .data   ascii   :I_m
1357 0x00011829 0x00023629 4   5    .data   ascii   wlK7
1358 0x00011874 0x00023674 6   7    .data   ascii   |]8Ryf
1359 0x000118b0 0x000236b0 5   6    .data   ascii   )y^N1
1360 0x0001192b 0x0002372b 5   6    .data   ascii   lMx0@
1361 0x00011a7f 0x0002387f 5   6    .data   ascii   Ae"\a\e
1362 0x00011aa7 0x000238a7 4   5    .data   ascii   CWY@
1363 0x00011abe 0x000238be 4   5    .data   ascii   t//(
1364 0x00011ae3 0x000238e3 6   7    .data   ascii   \twnzU:
1365 0x00011b27 0x00023927 7   8    .data   ascii   *1PmrYA
1366 0x00011b52 0x00023952 5   6    .data   ascii   ]]v42
1367 0x00011b62 0x00023962 4   5    .data   ascii   rD<#
1368 0x00011b7e 0x0002397e 5   6    .data   ascii   ,3(Ok
1369 0x00011b8a 0x0002398a 4   6    .data   utf8    ֆXg5 blocks=Armenian,Basic Latin
1370 0x00011b94 0x00023994 4   5    .data   ascii   \f`wk
1371 0x00011ba2 0x000239a2 5   7    .data   utf8    ۣMla7 blocks=Arabic,Basic Latin
1372 0x00011bbd 0x000239bd 5   7    .data   utf8    SpY\rG
1373 0x00011be2 0x000239e2 5   6    .data   ascii   \cc`)
1374 0x00011c0a 0x00023a0a 4   5    .data   ascii   ?XH$
1375 0x00011c23 0x00023a23 4   5    .data   ascii   `U_t
1376 0x00011c6f 0x00023a6f 5   8    .data   utf8    u`\b海! blocks=Basic Latin,CJK Unified Ideographs
1377 0x00011c7e 0x00023a7e 4   5    .data   ascii   \n2&W
1378 0x00011c8c 0x00023a8c 4   5    .data   ascii   U\{b
1379 0x00011cb5 0x00023ab5 4   7    .data   utf8    1eݓѪ blocks=Basic Latin,Arabic Supplement,Cyrillic
1380 0x00011ce6 0x00023ae6 4   5    .data   ascii   3\rwm
1381 0x00011d02 0x00023b02 5   6    .data   ascii   D0(5p
1382 0x00011d7d 0x00023b7d 8   9    .data   ascii   1=\fU.MPe
1383 0x00011d88 0x00023b88 5   6    .data   ascii   G9V?m
1384 0x00011d93 0x00023b93 4   5    .data   ascii   G~E+
1385 0x00011d9e 0x00023b9e 5   6    .data   ascii   3anyy
1386 0x00011dde 0x00023bde 4   6    .data   utf8    *\vԤx blocks=Basic Latin,Cyrillic Supplement
1387 0x00011e37 0x00023c37 5   7    .data   utf8    ɑG\rO@ blocks=IPA Extensions,Basic Latin
1388 0x00011e52 0x00023c52 8   9    .data   ascii   eL0LY<u(
1389 0x00011e5c 0x00023c5c 4   5    .data   ascii   (B\rW
1390 0x00011edc 0x00023cdc 6   7    .data   ascii   GJ^67i
1391 0x00011ef6 0x00023cf6 4   5    .data   ascii   )C$\r
1392 0x00011f3b 0x00023d3b 4   6    .data   utf8    .7ĘA blocks=Basic Latin,Latin Extended-A
1393 0x00011fa3 0x00023da3 4   5    .data   ascii   ;\b9o
1394 0x00012019 0x00023e19 4   5    .data   ascii   WIg*
1395 0x00012054 0x00023e54 4   5    .data   ascii   LJbm
1396 0x00012071 0x00023e71 4   5    .data   ascii   YdK'
1397 0x000120cf 0x00023ecf 4   6    .data   utf8    Tz\tͳ blocks=Basic Latin,Greek and Coptic
1398 0x000120f5 0x00023ef5 4   5    .data   ascii   :KC"
1399 0x00012115 0x00023f15 5   6    .data   ascii   Q'a4S
1400 0x00012192 0x00023f92 5   6    .data   ascii   %T+cR
1401 0x000121fd 0x00023ffd 4   5    .data   ascii   x\r$]
1402 0x0001224b 0x0002404b 4   5    .data   ascii   5eN9
1403 0x00012256 0x00024056 5   7    .data   utf8    xgԑcH blocks=Basic Latin,Cyrillic Supplement
1404 0x00012267 0x00024067 5   6    .data   ascii   TsrxK
1405 0x00012274 0x00024074 4   6    .data   utf8    8ȱN; blocks=Basic Latin,Latin Extended-B
1406 0x00012296 0x00024096 4   5    .data   ascii   8Yj1
1407 0x000122f5 0x000240f5 4   6    .data   utf8    sɞu+ blocks=Basic Latin,IPA Extensions
1408 0x00012332 0x00024132 5   8    .data   utf8    Nɰdݎa blocks=Basic Latin,IPA Extensions,Syriac
1409 0x0001235d 0x0002415d 4   5    .data   ascii   v1L'
1410 0x0001239c 0x0002419c 4   5    .data   ascii   MW]W
1411 0x000123ee 0x000241ee 5   6    .data   ascii   Z3R{p
1412 0x0001241e 0x0002421e 8   10   .data   utf8    )p@-8++ܯ blocks=Basic Latin,Syriac
1413 0x00012471 0x00024271 5   6    .data   ascii   Q.'Zo
1414 0x00012489 0x00024289 5   6    .data   ascii   ObT,g
1415 0x000124c6 0x000242c6 4   5    .data   ascii   \v2sC
1416 0x000124e1 0x000242e1 5   7    .data   utf8    d}#\nض blocks=Basic Latin,Arabic
1417 0x000124f5 0x000242f5 4   6    .data   utf8    X5e̅ blocks=Basic Latin,Combining Diacritical Marks
1418 0x0001250b 0x0002430b 8   9    .data   ascii   b@\nZ1C.O
1419 0x00012529 0x00024329 4   5    .data   ascii   $L}\e
1420 0x0001252e 0x0002432e 5   6    .data   ascii   {~GTj
1421 0x00012554 0x00024354 6   8    .data   utf8    "?Mh$˙ blocks=Basic Latin,Spacing Modifier Letters
1422 0x0001258f 0x0002438f 4   5    .data   ascii   1V~,
1423 0x00012595 0x00024395 4   5    .data   ascii   8Lnr
1424 0x000125a6 0x000243a6 5   6    .data   ascii   D0#YK
1425 0x000125d7 0x000243d7 4   6    .data   utf8    \t˸<\b blocks=Basic Latin,Spacing Modifier Letters
1426 0x000125e4 0x000243e4 5   6    .data   ascii   Uy\b<c
1427 0x0001266b 0x0002446b 5   8    .data   utf8    ۋfabP blocks=Arabic,Basic Latin
1428 0x000126f5 0x000244f5 5   7    .data   utf8    ;Mcٔd blocks=Basic Latin,Arabic
1429 0x0001272d 0x0002452d 6   7    .data   ascii   2'\nt@Q
1430 0x0001278a 0x0002458a 4   5    .data   ascii   c'tj
1431 0x000127a4 0x000245a4 4   5    .data   ascii   :\vps
1432 0x000127f3 0x000245f3 5   6    .data   ascii   387b4
1433 0x00012840 0x00024640 4   5    .data   ascii   vJ)|
1434 0x0001287d 0x0002467d 5   7    .data   utf8    [gؒVi blocks=Basic Latin,Arabic
1435 0x0001288c 0x0002468c 4   5    .data   ascii   $\a]e
1436 0x0001290e 0x0002470e 5   6    .data   ascii   VkKz{
1437 0x00012917 0x00024717 4   5    .data   ascii   r;**
1438 0x00012942 0x00024742 4   6    .data   utf8    i1*͜ blocks=Basic Latin,Combining Diacritical Marks
1439 0x0001295a 0x0002475a 6   7    .data   ascii   [-Nz5\r
1440 0x00012991 0x00024791 7   8    .data   ascii   \e5( s%{
1441 0x000129b0 0x000247b0 5   6    .data   ascii   )/][[
1442 0x000129b6 0x000247b6 6   7    .data   ascii   z[1\vE.
1443 0x000129d3 0x000247d3 5   6    .data   ascii   ?nO9"
1444 0x00012a1b 0x0002481b 4   5    .data   ascii   7p.!
1445 0x00012a34 0x00024834 7   8    .data   ascii   D,]cTL3
1446 0x00012a40 0x00024840 4   6    .data   utf8    Ң\ahK blocks=Cyrillic,Basic Latin
1447 0x00012a66 0x00024866 9   13   .data   utf8    %NRBRЊL\ blocks=Basic Latin,Private Use Area,Cyrillic
1448 0x00012a78 0x00024878 8   10   .data   utf8    0|\fL\e&̵/ blocks=Basic Latin,Combining Diacritical Marks
1449 0x00012b0f 0x0002490f 4   5    .data   ascii   sTJ\a
1450 0x00012b29 0x00024929 4   5    .data   ascii   }WQ2
1451 0x00012b79 0x00024979 4   5    .data   ascii   a\H@
1452 0x00012b9d 0x0002499d 4   5    .data   ascii   2o/6
1453 0x00012bb4 0x000249b4 4   5    .data   ascii   RkR{
1454 0x00012bcd 0x000249cd 4   6    .data   utf8    <%ẋ blocks=Basic Latin,Combining Diacritical Marks
1455 0x00012bed 0x000249ed 5   6    .data   ascii   QQD0.
1456 0x00012c49 0x00024a49 4   5    .data   ascii   \e"5D
1457 0x00012c68 0x00024a68 7   8    .data   ascii   #Bvi}#c
1458 0x00012c99 0x00024a99 5   8    .data   utf8    t(ⴸAJ blocks=Basic Latin,Tifinagh
1459 0x00012cb6 0x00024ab6 4   5    .data   ascii   /W/8
1460 0x00012d43 0x00024b43 4   5    .data   ascii   \r3uD
1461 0x00012d53 0x00024b53 4   5    .data   ascii   a\vFw
1462 0x00012d7e 0x00024b7e 4   5    .data   ascii   *Mm8
1463 0x00012d85 0x00024b85 5   6    .data   ascii   >l.SR
1464 0x00012d90 0x00024b90 5   7    .data   utf8    \n;Hzc
1465 0x00012dae 0x00024bae 4   5    .data   ascii   EU"P
1466 0x00012dc2 0x00024bc2 6   7    .data   ascii   K}z9|p
1467 0x00012dcf 0x00024bcf 6   7    .data   ascii   \agj=R?
1468 0x00012ddb 0x00024bdb 7   8    .data   ascii   5_H=@p%
1469 0x00012df2 0x00024bf2 4   5    .data   ascii   1&J=
1470 0x00012e1b 0x00024c1b 4   6    .data   utf8    /ظ/\a blocks=Basic Latin,Arabic
1471 0x00012e52 0x00024c52 4   5    .data   ascii   C379
1472 0x00012e86 0x00024c86 4   5    .data   ascii   \b-}k
1473 0x00012ee9 0x00024ce9 4   5    .data   ascii   !{0>
1474 0x00012f2a 0x00024d2a 5   6    .data   ascii   T|]>?
1475 0x00012f30 0x00024d30 5   6    .data   ascii   D)]4Q
1476 0x00012f4a 0x00024d4a 7   9    .data   utf8    o>h^Ԏ\bz blocks=Basic Latin,Cyrillic Supplement
1477 0x00012f80 0x00024d80 4   7    .data   utf8    \nkh珄 blocks=Basic Latin,CJK Unified Ideographs
1478 0x00012fa2 0x00024da2 5   6    .data   ascii   Ys26k
1479 0x00012fcd 0x00024dcd 4   5    .data   ascii   d4FP
1480 0x00012fd2 0x00024dd2 6   7    .data   ascii   \tu1gJV
1481 0x00012fd9 0x00024dd9 5   6    .data   ascii   $)mz;
1482 0x00012fe6 0x00024de6 6   8    .data   utf8    m&3<űI blocks=Basic Latin,Latin Extended-A
1483 0x00012ff1 0x00024df1 4   5    .data   ascii   ,Q'\r
1484 0x00013001 0x00024e01 4   6    .data   utf8    \ׅfk blocks=Basic Latin,Hebrew
1485 0x0001302b 0x00024e2b 6   7    .data   ascii   NZN5EV
1486 0x00013036 0x00024e36 4   5    .data   ascii   v?J\e
1487 0x00013044 0x00024e44 4   5    .data   ascii   EeZ!
1488 0x00013061 0x00024e61 5   6    .data   ascii   J\rS,}
1489 0x00013099 0x00024e99 7   8    .data   ascii   kXEx|\t\n
1490 0x000130b4 0x00024eb4 6   7    .data   ascii   L~tSOR
1491 0x00013126 0x00024f26 4   5    .data   ascii   DAMp
1492 0x00013173 0x00024f73 4   5    .data   ascii   V$4A
1493 0x000131b3 0x00024fb3 4   5    .data   ascii   =oV2
1494 0x000131b8 0x00024fb8 4   5    .data   ascii   W6ot
1495 0x000131ca 0x00024fca 4   6    .data   utf8    j:̏M blocks=Basic Latin,Combining Diacritical Marks
1496 0x000131e4 0x00024fe4 6   9    .data   utf8    ~UJVt↪ blocks=Basic Latin,Arrows
1497 0x00013233 0x00025033 4   5    .data   ascii   Tg;$
1498 0x0001324b 0x0002504b 4   5    .data   ascii   ._oV
1499 0x0001326a 0x0002506a 4   5    .data   ascii   I[hl
1500 0x000132d7 0x000250d7 5   7    .data   utf8    T14_ߚ blocks=Basic Latin,NKo
1501 0x000132e2 0x000250e2 4   5    .data   ascii    '\r\n
1502 0x000132f8 0x000250f8 4   6    .data   utf8    Sģ\} blocks=Basic Latin,Latin Extended-A
1503 0x0001332e 0x0002512e 6   9    .data   utf8    ?圢\nu@= blocks=Basic Latin,CJK Unified Ideographs
1504 0x00013378 0x00025178 7   8    .data   ascii   [\vs\a\t9P
1505 0x0001339d 0x0002519d 5   6    .data   ascii   1j|S\a
1506 0x00013427 0x00025227 4   6    .data   utf8    \tyفY blocks=Basic Latin,Arabic
1507 0x0001343b 0x0002523b 5   8    .data   utf8    Ȅi/ЊJ blocks=Latin Extended-B,Basic Latin,Cyrillic
1508 0x0001346c 0x0002526c 4   6    .data   utf8    б}GU blocks=Cyrillic,Basic Latin
1509 0x00013472 0x00025272 7   8    .data   ascii   _BRG1kU
1510 0x0001348b 0x0002528b 4   5    .data   ascii   R7o\f
1511 0x000134fc 0x000252fc 4   5    .data   ascii   \fr"`
1512 0x00013507 0x00025307 5   6    .data   ascii   Q$+\b#
1513 0x0001352c 0x0002532c 4   5    .data   ascii   M3V\n
1514 0x00013587 0x00025387 4   5    .data   ascii   \|&O
1515 0x000135b5 0x000253b5 4   5    .data   ascii   !&B.
1516 0x000135fe 0x000253fe 4   6    .data   utf8    `Θ\rU blocks=Basic Latin,Greek and Coptic
1517 0x00013634 0x00025434 5   6    .data   ascii   Z=\eCz
1518 0x00013680 0x00025480 5   6    .data   ascii   Ri3F+
1519 0x00013696 0x00025496 4   5    .data   ascii   Tmvr
1520 0x000136a4 0x000254a4 5   7    .data   utf8    qJKuپ blocks=Basic Latin,Arabic
1521 0x0001370f 0x0002550f 5   6    .data   ascii   CTMo!
1522 0x00013772 0x00025572 4   5    .data   ascii   -]N;
1523 0x00013787 0x00025587 5   7    .data   utf8    ,8҄*e blocks=Basic Latin,Cyrillic
1524 0x000137ac 0x000255ac 4   5    .data   ascii   6:55
1525 0x000137e6 0x000255e6 4   5    .data   ascii   \f(:3
1526 0x000137fc 0x000255fc 4   5    .data   ascii   M}6o
1527 0x00013817 0x00025617 5   6    .data   ascii   ]Vni\n
1528 0x00013820 0x00025620 5   8    .data   utf8    .k喩7h blocks=Basic Latin,CJK Unified Ideographs
1529 0x0001383e 0x0002563e 4   6    .data   utf8    9۟Qn blocks=Basic Latin,Arabic
1530 0x00013862 0x00025662 5   6    .data   ascii   x\f%h0
1531 0x00013888 0x00025688 6   7    .data   ascii   Gsz+j&
1532 0x000138c6 0x000256c6 4   5    .data   ascii   iG:=
1533 0x000138f5 0x000256f5 4   5    .data   ascii   I."U
1534 0x0001390e 0x0002570e 5   6    .data   ascii   tnkPl
1535 0x00013919 0x00025719 4   5    .data   ascii   *j,4
1536 0x000139b7 0x000257b7 4   5    .data   ascii   }O5C
1537 0x000139d2 0x000257d2 6   9    .data   utf8    ֲ>־-\fd blocks=Hebrew,Basic Latin
1538 0x00013a5d 0x0002585d 5   6    .data   ascii   buJ<.
1539 0x00013a78 0x00025878 6   7    .data   ascii   w)k-n\a
1540 0x00013b97 0x00025997 4   5    .data   ascii   b\e#Y
1541 0x00013baf 0x000259af 8   9    .data   ascii   \f1462\"0
1542 0x00013bcc 0x000259cc 4   5    .data   ascii   J` {
1543 0x00013c06 0x00025a06 4   5    .data   ascii   d5\a.
1544 0x00013c73 0x00025a73 4   5    .data   ascii   uXK|
1545 0x00013cda 0x00025ada 7   8    .data   ascii   EBKuL+z
1546 0x00013ceb 0x00025aeb 4   5    .data   ascii   \viVH
1547 0x00013d3c 0x00025b3c 5   7    .data   utf8    gjȄRV blocks=Basic Latin,Latin Extended-B
1548 0x00013d9c 0x00025b9c 9   11   .data   utf8    AZvҹo,15d blocks=Basic Latin,Cyrillic
1549 0x00013dde 0x00025bde 4   6    .data   utf8    _]Zϱ blocks=Basic Latin,Greek and Coptic
1550 0x00013def 0x00025bef 4   5    .data   ascii   |9k{
1551 0x00013e03 0x00025c03 4   5    .data   ascii   wx&-
1552 0x00013e42 0x00025c42 4   5    .data   ascii   *n;2
1553 0x00013e9f 0x00025c9f 6   7    .data   ascii   f\taLw7
1554 0x00013ef6 0x00025cf6 4   5    .data   ascii   JO\ba
1555 0x00013f16 0x00025d16 4   5    .data   ascii   /f:E
1556 0x00013f28 0x00025d28 4   5    .data   ascii   e\aGc
1557 0x00013f2d 0x00025d2d 5   6    .data   ascii   E\n5yF
1558 0x00013f35 0x00025d35 4   5    .data   ascii   <74#
1559 0x00013f4c 0x00025d4c 5   6    .data   ascii   :js0\
1560 0x00013f8c 0x00025d8c 6   8    .data   utf8    eyHe}ݬ blocks=Basic Latin,Arabic Supplement
1561 0x00013fdf 0x00025ddf 5   6    .data   ascii   /v\nFn
1562 0x00013ffd 0x00025dfd 5   6    .data   ascii   .7Q@F
1563 0x00014003 0x00025e03 4   5    .data   ascii   m=\q
1564 0x00014051 0x00025e51 5   6    .data   ascii   ){kLR
1565 0x00014061 0x00025e61 4   5    .data   ascii   eMd\f
1566 0x0001409d 0x00025e9d 4   5    .data   ascii   =R\v_
1567 0x000140a3 0x00025ea3 4   6    .data   utf8    ORBΫ blocks=Basic Latin,Greek and Coptic
1568 0x000140bf 0x00025ebf 8   9    .data   ascii   :)1Nh (l
1569 0x000140ea 0x00025eea 4   5    .data   ascii   cvr\
1570 0x00014129 0x00025f29 5   6    .data   ascii   >z}wK
1571 0x0001414d 0x00025f4d 4   6    .data   utf8    xǘCm blocks=Basic Latin,Latin Extended-B
1572 0x0001416d 0x00025f6d 4   7    .data   utf8    rđӚm blocks=Basic Latin,Latin Extended-A,Cyrillic
1573 0x0001419c 0x00025f9c 4   5    .data   ascii   RYd[
1574 0x00014202 0x00026002 5   7    .data   utf8    o}vĿq blocks=Basic Latin,Latin Extended-A
1575 0x00014218 0x00026018 4   5    .data   ascii   :~&{
1576 0x0001421d 0x0002601d 6   7    .data   ascii   vC }\e\f
1577 0x00014227 0x00026027 4   5    .data   ascii   \eRzo
1578 0x0001422d 0x0002602d 4   5    .data   ascii   -\nKo
1579 0x0001423c 0x0002603c 7   8    .data   ascii   h9$m\ap'
1580 0x00014250 0x00026050 6   7    .data   ascii   f]\ef!=
1581 0x0001425e 0x0002605e 4   5    .data   ascii   pJD\v
1582 0x0001427c 0x0002607c 4   5    .data   ascii   Z'[r
1583 0x00014284 0x00026084 6   7    .data   ascii   5R^A=y
1584 0x00014297 0x00026097 4   5    .data   ascii   ^J(s
1585 0x000142b0 0x000260b0 4   6    .data   utf8    I \fp
1586 0x000142ee 0x000260ee 4   5    .data   ascii   G|A]
1587 0x00014331 0x00026131 5   6    .data   ascii   YpjcC
1588 0x00014359 0x00026159 4   5    .data   ascii   %\r(g
1589 0x00014367 0x00026167 4   6    .data   utf8    ہoRv blocks=Arabic,Basic Latin
1590 0x000143ca 0x000261ca 5   6    .data   ascii   E\n1]a
1591 0x000143eb 0x000261eb 6   7    .data   ascii   aWL26K
1592 0x0001441d 0x0002621d 5   6    .data   ascii   $Kr:X
1593 0x00014463 0x00026263 5   6    .data   ascii   T9$~3
1594 0x000145bf 0x000263bf 4   5    .data   ascii   4v\v<
1595 0x0001461c 0x0002641c 4   5    .data   ascii   .UH\v
1596 0x0001464e 0x0002644e 4   5    .data   ascii   2\n)K
1597 0x00014666 0x00026466 6   8    .data   utf8    \v$P}þT blocks=Basic Latin,Latin-1 Supplement
1598 0x00014696 0x00026496 4   5    .data   ascii   ,C\nf
1599 0x000146f6 0x000264f6 4   6    .data   utf8    +iճ1 blocks=Basic Latin,Armenian
1600 0x00014702 0x00026502 5   6    .data   ascii   <F\n@[
1601 0x00014760 0x00026560 5   6    .data   ascii   \vx\fH5
1602 0x0001479a 0x0002659a 4   6    .data   utf8    7x߫, blocks=Basic Latin,NKo
1603 0x000147b8 0x000265b8 7   8    .data   ascii   \bV\r\r.Aq
1604 0x000147f0 0x000265f0 5   6    .data   ascii   2BA}y
1605 0x00014897 0x00026697 4   5    .data   ascii   k"yW
1606 0x000148bd 0x000266bd 4   5    .data   ascii   9*_\a
1607 0x000148c4 0x000266c4 7   8    .data   ascii   )D!Q.F~
1608 0x000148d7 0x000266d7 4   5    .data   ascii   m)Z\v
1609 0x0001494a 0x0002674a 5   6    .data   ascii   J\tl\rN
1610 0x00014950 0x00026750 4   6    .data   utf8    Qҫ@$ blocks=Basic Latin,Cyrillic
1611 0x00014981 0x00026781 5   6    .data   ascii   N&"_C
1612 0x0001499c 0x0002679c 8   9    .data   ascii   |AS}g|G-
1613 0x000149b0 0x000267b0 7   10   .data   utf8    0.F\몗Xa blocks=Basic Latin,Hangul Syllables
1614 0x000149c5 0x000267c5 4   5    .data   ascii   \f1:5
1615 0x000149db 0x000267db 4   5    .data   ascii   \eI!w
1616 0x00014a0a 0x0002680a 5   6    .data   ascii   #WfQ7
1617 0x00014a20 0x00026820 4   5    .data   ascii   JwfL
1618 0x00014a2f 0x0002682f 6   7    .data   ascii   L\b3. >
1619 0x00014a5e 0x0002685e 4   5    .data   ascii   f'Yx
1620 0x00014a84 0x00026884 4   5    .data   ascii   \av-\n
1621 0x00014ab9 0x000268b9 5   9    .data   utf8    鷪?nֿt blocks=CJK Unified Ideographs,Basic Latin,Hebrew
1622 0x00014acb 0x000268cb 6   7    .data   ascii   hREww!
1623 0x00014afd 0x000268fd 5   6    .data   ascii   yKv\b#
1624 0x00014b19 0x00026919 4   5    .data   ascii   PEK{
1625 0x00014b45 0x00026945 5   6    .data   ascii   %t{4!
1626 0x00014bd6 0x000269d6 4   5    .data   ascii    Nb!
1627 0x00014bdb 0x000269db 4   6    .data   utf8    ڐh~{ blocks=Arabic,Basic Latin
1628 0x00014c00 0x00026a00 4   5    .data   ascii   /.kF
1629 0x00014c44 0x00026a44 5   7    .data   utf8    צ!+6" blocks=Hebrew,Basic Latin
1630 0x00014c6b 0x00026a6b 4   6    .data   utf8    Π6\fN blocks=Greek and Coptic,Basic Latin
1631 0x00014cc4 0x00026ac4 6   7    .data   ascii   6{R\r#`
