Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1734 0x00015799 0x00027399 4   6    .data   utf8    pfEԡ blocks=Basic Latin,Cyrillic Supplement
1735 0x000157af 0x000273af 4   5    .data   ascii   \eF8r
1736 0x000157fc 0x000273fc 5   6    .data   ascii   !\t\e#Y
1737 0x0001581f 0x0002741f 7   8    .data   ascii   \njG60ez
1738 0x0001588f 0x0002748f 8   9    .data   ascii   U5m.FXzQ
1739 0x000158ba 0x000274ba 5   8    .data   utf8    W''\n blocks=Private Use Area,Basic Latin
1740 0x000158c3 0x000274c3 5   6    .data   ascii   qye3M
1741 0x000158d1 0x000274d1 5   9    .data   utf8    7ܸ9Yc blocks=Basic Latin,Syriac
1742 0x00015927 0x00027527 6   7    .data   ascii   |gm\\!
1743 0x00015950 0x00027550 4   5    .data   ascii   `",s
1744 0x0001597c 0x0002757c 4   5    .data   ascii   h\fP;
1745 0x000159ba 0x000275ba 4   7    .data   utf8    cӓٗ= blocks=Basic Latin,Cyrillic,Arabic
1746 0x000159c2 0x000275c2 4   5    .data   ascii   ?N{\b
1747 0x000159e5 0x000275e5 4   5    .data   ascii   \f@PP
1748 0x00015a35 0x00027635 6   7    .data   ascii   MT:^XT
1749 0x00015a4c 0x0002764c 4   5    .data   ascii   g~P*
1750 0x00015a93 0x00027693 6   8    .data   utf8    (^zݨNu blocks=Basic Latin,Arabic Supplement
1751 0x00015aec 0x000276ec 5   7    .data   utf8    Ö=|j{ blocks=Latin-1 Supplement,Basic Latin
1752 0x00015bb3 0x000277b3 5   6    .data   ascii   QS~\f
1753 0x00015bd3 0x000277d3 6   7    .data   ascii   1U+tu*
1754 0x00015c0a 0x0002780a 5   6    .data   ascii   7'CY>
1755 0x00015c22 0x00027822 4   6    .data   utf8    E̩<0 blocks=Basic Latin,Combining Diacritical Marks
1756 0x00015c4a 0x0002784a 8   10   .data   utf8    ?[yNScѳ@ blocks=Basic Latin,Cyrillic
1757 0x00015c67 0x00027867 4   6    .data   utf8     TԤ\b blocks=Basic Latin,Cyrillic Supplement
1758 0x00015c86 0x00027886 4   6    .data   utf8    w?[ӹ blocks=Basic Latin,Cyrillic
1759 0x00015cd4 0x000278d4 5   6    .data   ascii   jJEEu
1760 0x00015d2c 0x0002792c 4   5    .data   ascii   z\t<[
1761 0x00015d8a 0x0002798a 4   5    .data   ascii   `PN 
1762 0x00015d9b 0x0002799b 4   6    .data   utf8    (Ƈ\v! blocks=Basic Latin,Latin Extended-B
1763 0x00015db1 0x000279b1 4   6    .data   utf8    <&˽H blocks=Basic Latin,Spacing Modifier Letters
1764 0x00015de1 0x000279e1 5   6    .data   ascii   jr\r{E
1765 0x00015df3 0x000279f3 4   5    .data   ascii   pg97
1766 0x00015e51 0x00027a51 4   5    .data   ascii   ?r Q
1767 0x00015e82 0x00027a82 4   6    .data   utf8    q#\rï blocks=Basic Latin,Latin-1 Supplement
1768 0x00015e8b 0x00027a8b 7   9    .data   utf8    KXtf;υ4 blocks=Basic Latin,Greek and Coptic
1769 0x00015e95 0x00027a95 4   5    .data   ascii   #RDc
1770 0x00015ee8 0x00027ae8 5   6    .data   ascii   kKsK\b
1771 0x00015f0c 0x00027b0c 4   5    .data   ascii   IZ\a@
1772 0x00015f6d 0x00027b6d 5   7    .data   utf8    E\:Ԧ' blocks=Basic Latin,Cyrillic Supplement
1773 0x00015ff4 0x00027bf4 5   6    .data   ascii   ;!uOG
1774 0x00015ffc 0x00027bfc 4   5    .data   ascii   =@\rS
1775 0x0001601e 0x00027c1e 5   6    .data   ascii   T^z8=
1776 0x00016058 0x00027c58 5   6    .data   ascii   7<!'D
1777 0x00016071 0x00027c71 4   5    .data   ascii   <}{B
1778 0x000160b2 0x00027cb2 5   9    .data   utf8    ^ߎĻ\vܫ blocks=Basic Latin,NKo,Latin Extended-A,Syriac
1779 0x000160c5 0x00027cc5 4   7    .data   utf8    輢+B. blocks=CJK Unified Ideographs,Basic Latin
1780 0x000160cc 0x00027ccc 4   5    .data   ascii   \rT,3
1781 0x000160eb 0x00027ceb 4   6    .data   utf8    {5\fǤ blocks=Basic Latin,Latin Extended-B
1782 0x00016133 0x00027d33 5   6    .data   ascii    0JZm
1783 0x00016181 0x00027d81 4   5    .data   ascii   i+AG
1784 0x0001618a 0x00027d8a 4   5    .data   ascii   i\b\X
1785 0x0001618f 0x00027d8f 4   5    .data   ascii   f RK
1786 0x000161a0 0x00027da0 4   5    .data   ascii   ~~C\t
1787 0x000161c5 0x00027dc5 5   6    .data   ascii   2w+H\f
1788 0x000161d7 0x00027dd7 6   7    .data   ascii   4QY_4K
1789 0x000161f3 0x00027df3 4   5    .data   ascii   o2o"
1790 0x00016213 0x00027e13 4   5    .data   ascii   qd>;
1791 0x0001627f 0x00027e7f 5   6    .data   ascii   [oert
1792 0x000162c6 0x00027ec6 4   8    .data   utf8    Ƞ.ջ4 blocks=Latin Extended-B,Basic Latin,Armenian
1793 0x00016302 0x00027f02 5   6    .data   ascii   TA[,K
1794 0x00016341 0x00027f41 4   6    .data   utf8    h]Uأ blocks=Basic Latin,Arabic
1795 0x00016347 0x00027f47 4   6    .data   utf8    6nrϥ blocks=Basic Latin,Greek and Coptic
1796 0x00016390 0x00027f90 4   6    .data   utf8    8u:k
1797 0x00016399 0x00027f99 5   7    .data   utf8    j>8Ŕ! blocks=Basic Latin,Latin Extended-A
1798 0x000163a9 0x00027fa9 4   5    .data   ascii   \b7tI
1799 0x000163ba 0x00027fba 6   7    .data   ascii   h#V\fzG
1800 0x000163d0 0x00027fd0 6   8    .data   utf8    YgV҅F1 blocks=Basic Latin,Cyrillic
1801 0x000163f8 0x00027ff8 10  11   .data   ascii   m*vg3sI=0v
1802 0x0001641c 0x0002801c 4   5    .data   ascii   Qo5e
1803 0x00016446 0x00028046 5   6    .data   ascii   .\fo\r8
1804 0x000164a4 0x000280a4 4   6    .data   utf8    A1̖~ blocks=Basic Latin,Combining Diacritical Marks
1805 0x000164db 0x000280db 6   7    .data   ascii   VO\bRYX
1806 0x00016525 0x00028125 6   7    .data   ascii   \a&tFTO
1807 0x00016570 0x00028170 5   6    .data   ascii   -#6m)
1808 0x0001658a 0x0002818a 4   5    .data   ascii   i);'
1809 0x000165ac 0x000281ac 4   6    .data   utf8    8^ʒA blocks=Basic Latin,IPA Extensions
1810 0x000165c8 0x000281c8 4   5    .data   ascii   rF]c
1811 0x000165cd 0x000281cd 4   7    .data   utf8    ݍɈ-V blocks=Syriac,Latin Extended-B,Basic Latin
1812 0x000165e3 0x000281e3 4   7    .data   utf8    Pb8 blocks=Basic Latin,Private Use Area
1813 0x0001661d 0x0002821d 4   5    .data   ascii   :DTS
1814 0x00016623 0x00028223 4   6    .data   utf8    TZ\eŏ blocks=Basic Latin,Latin Extended-A
1815 0x00016645 0x00028245 5   6    .data   ascii   s]94!
1816 0x0001665b 0x0002825b 5   6    .data   ascii   3PXe(
1817 0x00016686 0x00028286 7   8    .data   ascii   Rtm/*\d
1818 0x00016698 0x00028298 4   5    .data   ascii   z231
1819 0x000166cd 0x000282cd 5   6    .data   ascii   ]I1{P
1820 0x00016707 0x00028307 4   6    .data   utf8    |ԷD0 blocks=Basic Latin,Armenian
1821 0x00016741 0x00028341 4   5    .data   ascii   #F5S
1822 0x00016776 0x00028376 4   6    .data   utf8    aCWǏ blocks=Basic Latin,Latin Extended-B
1823 0x00016815 0x00028415 5   9    .data   utf8    ꘘyMCʯ blocks=Vai,Basic Latin,IPA Extensions
1824 0x0001686f 0x0002846f 5   8    .data   utf8    ]ؕ9ܕ/ blocks=Basic Latin,Arabic,Syriac
1825 0x000168c9 0x000284c9 5   6    .data   ascii   \tg&%(
1826 0x000168d3 0x000284d3 4   6    .data   utf8    55Īo blocks=Basic Latin,Latin Extended-A
1827 0x000168e0 0x000284e0 5   6    .data   ascii   ;1dLK
1828 0x000168fe 0x000284fe 4   7    .data   utf8    gӹQn blocks=Basic Latin,Cyrillic
1829 0x0001696e 0x0002856e 6   9    .data   utf8    78五1?\e blocks=Basic Latin,CJK Unified Ideographs
1830 0x000169bf 0x000285bf 4   5    .data   ascii   'ODC
1831 0x000169cd 0x000285cd 4   7    .data   utf8    q̋0߶ blocks=Basic Latin,Combining Diacritical Marks,NKo
1832 0x00016a6b 0x0002866b 4   5    .data   ascii   .r,Z
1833 0x00016a74 0x00028674 4   5    .data   ascii   h6Ug
1834 0x00016a9c 0x0002869c 5   8    .data   utf8    @a'O싒 blocks=Basic Latin,Hangul Syllables
1835 0x00016ab2 0x000286b2 4   5    .data   ascii   6]N^
1836 0x00016ab9 0x000286b9 4   6    .data   utf8    U=җ\ blocks=Basic Latin,Cyrillic
1837 0x00016ac1 0x000286c1 6   8    .data   utf8    Q:BߝmY blocks=Basic Latin,NKo
1838 0x00016aef 0x000286ef 6   8    .data   utf8    {r:tjȇ blocks=Basic Latin,Latin Extended-B
1839 0x00016b44 0x00028744 4   5    .data   ascii   AK:;
1840 0x00016b5a 0x0002875a 7   11   .data   utf8    0xѓN섪GS blocks=Basic Latin,Cyrillic,Hangul Syllables
1841 0x00016b6d 0x0002876d 5   8    .data   utf8    Ƴbr,| blocks=Latin Extended-B,Basic Latin
1842 0x00016bcb 0x000287cb 4   6    .data   utf8    }ՕA[ blocks=Basic Latin,Armenian
1843 0x00016be2 0x000287e2 4   5    .data   ascii   kA):
1844 0x00016c46 0x00028846 4   5    .data   ascii   "ak>
1845 0x00016c6f 0x0002886f 4   5    .data   ascii   ,.\al
1846 0x00016cbb 0x000288bb 5   7    .data   utf8    ʨ+Z6A blocks=IPA Extensions,Basic Latin
1847 0x00016d6e 0x0002896e 4   6    .data   utf8    Ӕy|j blocks=Cyrillic,Basic Latin
1848 0x00016d7a 0x0002897a 4   5    .data   ascii   p6HD
1849 0x00016d8f 0x0002898f 6   7    .data   ascii   !}(|<;
1850 0x00016df5 0x000289f5 4   6    .data   utf8    hϞ@o blocks=Basic Latin,Greek and Coptic
1851 0x00016e10 0x00028a10 4   5    .data   ascii   ?8b\a
1852 0x00016e55 0x00028a55 4   5    .data   ascii   (/.,
1853 0x00016eaf 0x00028aaf 5   6    .data   ascii   'TWt~
1854 0x00016eb5 0x00028ab5 5   6    .data   ascii   !m!U\v
1855 0x00016f5f 0x00028b5f 4   6    .data   utf8    \ҵ\rl blocks=Basic Latin,Cyrillic
1856 0x00016f6a 0x00028b6a 4   5    .data   ascii   <F:?
1857 0x00016f79 0x00028b79 4   6    .data   utf8    E\f6ԥ blocks=Basic Latin,Cyrillic Supplement
1858 0x00016f86 0x00028b86 4   6    .data   utf8    Z9ȃ4 blocks=Basic Latin,Latin Extended-B
1859 0x00016fb6 0x00028bb6 4   6    .data   utf8    4JڂJ blocks=Basic Latin,Arabic
1860 0x00016fd4 0x00028bd4 4   6    .data   utf8    4i"ҕ blocks=Basic Latin,Cyrillic
1861 0x00016fdb 0x00028bdb 4   5    .data   ascii   ,G#R
1862 0x00016fe6 0x00028be6 6   7    .data   ascii   xD3\vz3
1863 0x0001700a 0x00028c0a 5   6    .data   ascii   \a`L#8
1864 0x00017091 0x00028c91 4   5    .data   ascii   \v_Pk
1865 0x000170ba 0x00028cba 5   6    .data   ascii   n @OR
1866 0x000170cb 0x00028ccb 4   5    .data   ascii   otVF
1867 0x000170fd 0x00028cfd 4   5    .data   ascii    ^$|
1868 0x0001710c 0x00028d0c 4   5    .data   ascii   ]Zn{
1869 0x00017114 0x00028d14 6   7    .data   ascii   $8_.jE
1870 0x0001712b 0x00028d2b 4   5    .data   ascii   \nRXn
1871 0x0001713e 0x00028d3e 4   5    .data   ascii   `~_#
1872 0x00017158 0x00028d58 4   5    .data   ascii   _2\t0
1873 0x000171b7 0x00028db7 5   7    .data   utf8    bӢO<9 blocks=Basic Latin,Cyrillic
1874 0x000171c0 0x00028dc0 5   6    .data   ascii   g0{$E
1875 0x000171f3 0x00028df3 4   6    .data   utf8    s\a̞M blocks=Basic Latin,Combining Diacritical Marks
1876 0x0001720c 0x00028e0c 4   5    .data   ascii   Oc:F
1877 0x00017244 0x00028e44 4   5    .data   ascii   ysf#
1878 0x000172c7 0x00028ec7 5   8    .data   utf8    E㣧!)/ blocks=Basic Latin,CJK Unified Ideographs Extension A
1879 0x000172d5 0x00028ed5 5   6    .data   ascii   !YHiy
1880 0x00017318 0x00028f18 4   6    .data   utf8    ~phۅ blocks=Basic Latin,Arabic
1881 0x00017322 0x00028f22 4   5    .data   ascii   #Kr{
1882 0x0001732e 0x00028f2e 6   7    .data   ascii   H"\f#2^
1883 0x000173ee 0x00028fee 7   8    .data   ascii   6~u\n:f8
1884 0x000173f6 0x00028ff6 5   6    .data   ascii   2h21U
1885 0x00017416 0x00029016 5   8    .data   utf8    >T-  blocks=Basic Latin,Private Use Area
1886 0x00017431 0x00029031 4   5    .data   ascii   =~0=
1887 0x00017499 0x00029099 4   5    .data   ascii   V\n{n
1888 0x00017509 0x00029109 4   5    .data   ascii   BMi<
1889 0x00017530 0x00029130 4   5    .data   ascii   a`Zz
1890 0x0001759f 0x0002919f 6   9    .data   utf8    %㊕e(5] blocks=Basic Latin,Enclosed CJK Letters and Months
1891 0x000175cd 0x000291cd 4   5    .data   ascii   Up6w
1892 0x000175d8 0x000291d8 6   7    .data   ascii   U8\r]if
1893 0x000175eb 0x000291eb 4   6    .data   utf8    Dô[_ blocks=Basic Latin,Latin-1 Supplement
1894 0x00017638 0x00029238 4   5    .data   ascii   .kX-
1895 0x0001766b 0x0002926b 4   6    .data   utf8    nF¢~ blocks=Basic Latin,Latin-1 Supplement
1896 0x00017672 0x00029272 7   8    .data   ascii   Y~w<;)S
1897 0x000176ab 0x000292ab 4   5    .data   ascii   6Fp=
1898 0x000176cb 0x000292cb 7   9    .data   utf8    sLԊ2Fi/ blocks=Basic Latin,Cyrillic Supplement
1899 0x000176f5 0x000292f5 4   7    .data   utf8    zu͇ј blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
1900 0x00017723 0x00029323 5   6    .data   ascii   3:RN@
1901 0x0001772c 0x0002932c 5   7    .data   utf8    @4ۓA\v blocks=Basic Latin,Arabic
1902 0x00017759 0x00029359 4   6    .data   utf8    j^1ɏ blocks=Basic Latin,Latin Extended-B
1903 0x00017795 0x00029395 5   6    .data   ascii   DXe\n\r
1904 0x000177be 0x000293be 4   5    .data   ascii   ^O@d
1905 0x000177fb 0x000293fb 4   6    .data   utf8    ԀOeh blocks=Cyrillic Supplement,Basic Latin
1906 0x00017858 0x00029458 5   9    .data   utf8    ࡊo6N˰ blocks=Mandaic,Basic Latin,Spacing Modifier Letters
1907 0x00017861 0x00029461 4   6    .data   utf8    u,ʲ] blocks=Basic Latin,Spacing Modifier Letters
1908 0x00017873 0x00029473 5   6    .data   ascii   L3\r'Y
1909 0x000178a0 0x000294a0 4   6    .data   utf8    mO2Α blocks=Basic Latin,Greek and Coptic
1910 0x000178d7 0x000294d7 5   7    .data   utf8    k=N̍o blocks=Basic Latin,Combining Diacritical Marks
1911 0x000178de 0x000294de 4   6    .data   utf8    p!̠s blocks=Basic Latin,Combining Diacritical Marks
1912 0x000178e5 0x000294e5 4   6    .data   utf8    մI[J blocks=Armenian,Basic Latin
1913 0x0001791e 0x0002951e 5   6    .data   ascii   zR+}S
1914 0x00017972 0x00029572 4   5    .data   ascii   na"+
1915 0x000179ac 0x000295ac 4   5    .data   ascii   {Gv9
1916 0x00017a80 0x00029680 4   5    .data   ascii   qDik
1917 0x00017aff 0x000296ff 4   5    .data   ascii   &4)?
1918 0x00017b71 0x00029771 5   6    .data   ascii   hJ/yt
1919 0x00017b82 0x00029782 4   5    .data   ascii   \v0Z*
1920 0x00017b87 0x00029787 5   7    .data   utf8    1,+M!
1921 0x00017bcf 0x000297cf 6   7    .data   ascii   ?x0X\rL
1922 0x00017be9 0x000297e9 4   5    .data   ascii   zG;#
1923 0x00017bff 0x000297ff 5   6    .data   ascii   <d83)
1924 0x00017c12 0x00029812 4   5    .data   ascii   \fK3`
1925 0x00017c2e 0x0002982e 4   5    .data   ascii   (-\rY
1926 0x00017c4e 0x0002984e 6   8    .data   utf8    D#ރ\v c blocks=Basic Latin,Thaana
1927 0x00017c75 0x00029875 6   9    .data   utf8    _`밨k]U blocks=Basic Latin,Hangul Syllables
1928 0x00017c93 0x00029893 4   5    .data   ascii   btR)
1929 0x00017ca8 0x000298a8 5   8    .data   utf8    h٦\eȆ\a blocks=Basic Latin,Arabic,Latin Extended-B
1930 0x00017ce2 0x000298e2 4   5    .data   ascii   9VxZ
1931 0x00017cf3 0x000298f3 4   5    .data   ascii   FSQ!
1932 0x00017d41 0x00029941 6   8    .data   utf8    \5\vܺjW blocks=Basic Latin,Syriac
1933 0x00017d51 0x00029951 4   5    .data   ascii   9i@g
1934 0x00017d6c 0x0002996c 4   5    .data   ascii   vj*L
1935 0x00017d73 0x00029973 4   5    .data   ascii   jv=W
1936 0x00017def 0x000299ef 4   5    .data   ascii   q'L}
1937 0x00017e16 0x00029a16 4   5    .data   ascii   vsF0
1938 0x00017e32 0x00029a32 4   5    .data   ascii   W0zN
1939 0x00017e6b 0x00029a6b 5   6    .data   ascii   *\bo(\n
1940 0x00017eaf 0x00029aaf 4   6    .data   utf8    d}ٛ] blocks=Basic Latin,Arabic
1941 0x00017ef0 0x00029af0 8   9    .data   ascii   rwad7*Uo
1942 0x00017ef9 0x00029af9 4   8    .data   utf8    é 堂{ blocks=Latin-1 Supplement,Basic Latin,CJK Unified Ideographs
1943 0x00017f32 0x00029b32 4   5    .data   ascii   s!\r>
1944 0x00017f88 0x00029b88 4   5    .data   ascii   ajNt
1945 0x00017f90 0x00029b90 5   6    .data   ascii   f1=%5
1946 0x00017ff0 0x00029bf0 7   8    .data   ascii   \a|/HI]8
1947 0x00018031 0x00029c31 4   5    .data   ascii   FpB2
1948 0x00018041 0x00029c41 4   5    .data   ascii   \bX(\e
1949 0x000180c1 0x00029cc1 4   5    .data   ascii   k?IJ
1950 0x000180e0 0x00029ce0 4   5    .data   ascii   ()|9
1951 0x000180f2 0x00029cf2 4   6    .data   utf8    &ƭEp blocks=Basic Latin,Latin Extended-B
1952 0x00018102 0x00029d02 4   6    .data   utf8    0;~ў blocks=Basic Latin,Cyrillic
1953 0x0001812d 0x00029d2d 4   6    .data   utf8    O5ߨM blocks=Basic Latin,NKo
1954 0x00018168 0x00029d68 4   5    .data   ascii   T7(\f
1955 0x00018175 0x00029d75 4   5    .data   ascii   g4zr
1956 0x00018180 0x00029d80 4   6    .data   utf8    /Ղ2' blocks=Basic Latin,Armenian
1957 0x000181a7 0x00029da7 4   5    .data   ascii   aSF.
1958 0x0001821b 0x00029e1b 4   6    .data   utf8    :3ڇI blocks=Basic Latin,Arabic
1959 0x0001828d 0x00029e8d 5   7    .data   utf8    V͝` A blocks=Basic Latin,Combining Diacritical Marks
1960 0x000182b5 0x00029eb5 4   5    .data   ascii   5H6c
1961 0x000182cd 0x00029ecd 4   5    .data   ascii   SeV\r
1962 0x00018325 0x00029f25 4   5    .data   ascii   $\5^
1963 0x0001835e 0x00029f5e 5   6    .data   ascii   LSl7e
1964 0x000183ad 0x00029fad 4   5    .data   ascii   e\b#\
1965 0x000183da 0x00029fda 5   7    .data   utf8    4κ'|d blocks=Basic Latin,Greek and Coptic
1966 0x000183e2 0x00029fe2 5   6    .data   ascii   \b2e<x
1967 0x00018431 0x0002a031 4   5    .data   ascii   tH&d
1968 0x00018443 0x0002a043 5   6    .data   ascii   gf\n1H
1969 0x00018450 0x0002a050 6   7    .data   ascii   EH_if\v
1970 0x000184a7 0x0002a0a7 4   6    .data   utf8    Yp]ת blocks=Basic Latin,Hebrew
1971 0x000184dc 0x0002a0dc 5   8    .data   utf8    ˟ͩ\a/\a blocks=Spacing Modifier Letters,Combining Diacritical Marks,Basic Latin
1972 0x00018522 0x0002a122 5   6    .data   ascii   |,eLV
1973 0x00018537 0x0002a137 4   5    .data   ascii   {I)\r
1974 0x000185bb 0x0002a1bb 9   11   .data   utf8    ۄ[XWhDr:$ blocks=Arabic,Basic Latin
1975 0x000185e9 0x0002a1e9 4   5    .data   ascii   1.C7
1976 0x00018620 0x0002a220 4   5    .data   ascii   jI$Q
1977 0x000186b4 0x0002a2b4 4   6    .data   utf8    <\rUþ blocks=Basic Latin,Latin-1 Supplement
1978 0x000186ba 0x0002a2ba 4   5    .data   ascii   7T{R
1979 0x000187ad 0x0002a3ad 5   6    .data   ascii    \aa|y
1980 0x000187d8 0x0002a3d8 4   6    .data   utf8    8ڷZd blocks=Basic Latin,Arabic
1981 0x000187ed 0x0002a3ed 4   5    .data   ascii   9haP
1982 0x0001880f 0x0002a40f 4   6    .data   utf8    ʝu5p blocks=IPA Extensions,Basic Latin
1983 0x0001884f 0x0002a44f 5   6    .data   ascii   >_3\t*
1984 0x0001885b 0x0002a45b 4   5    .data   ascii   sTO\n
1985 0x0001886a 0x0002a46a 4   5    .data   ascii   AF;j
1986 0x00018881 0x0002a481 4   5    .data   ascii   NPW!
1987 0x000188d8 0x0002a4d8 7   8    .data   ascii   \f7=&`\re
1988 0x00018931 0x0002a531 7   9    .data   utf8    "E,ň\aZG blocks=Basic Latin,Latin Extended-A
1989 0x00018963 0x0002a563 5   6    .data   ascii   2DmT%
1990 0x000189ac 0x0002a5ac 4   5    .data   ascii   \n.X{
1991 0x000189d0 0x0002a5d0 4   5    .data   ascii   UqBM
1992 0x000189ea 0x0002a5ea 5   7    .data   utf8    Ʃ=,lO blocks=Latin Extended-B,Basic Latin
1993 0x000189f7 0x0002a5f7 4   5    .data   ascii   m]qm
1994 0x00018a0e 0x0002a60e 4   5    .data   ascii   #s\j
1995 0x00018a2e 0x0002a62e 5   6    .data   ascii   <0d3<
1996 0x00018a98 0x0002a698 5   7    .data   utf8    LѨ-fh blocks=Basic Latin,Cyrillic
1997 0x00018aae 0x0002a6ae 5   6    .data   ascii   d?K^/
1998 0x00018ada 0x0002a6da 5   6    .data   ascii   p&IvX
1999 0x00018aeb 0x0002a6eb 4   5    .data   ascii   \f])v
2000 0x00018b02 0x0002a702 5   6    .data   ascii   )B2Q\t
2001 0x00018b57 0x0002a757 5   6    .data   ascii   D=>;+
2002 0x00018bd0 0x0002a7d0 4   5    .data   ascii   ;)px
2003 0x00018c18 0x0002a818 4   5    .data   ascii   i>e\a
2004 0x00018c9e 0x0002a89e 4   6    .data   utf8    Ĺ\n?W blocks=Latin Extended-A,Basic Latin
2005 0x00018ca6 0x0002a8a6 5   6    .data   ascii   HW'F@
2006 0x00018caf 0x0002a8af 4   5    .data   ascii   KTqH
2007 0x00018cf9 0x0002a8f9 4   5    .data   ascii   p}Ua
2008 0x00018d12 0x0002a912 6   7    .data   ascii   "x`?('
2009 0x00018d60 0x0002a960 5   6    .data   ascii   /VDU#
2010 0x00018e24 0x0002aa24 7   8    .data   ascii   ~+/2%Xd
2011 0x00018e81 0x0002aa81 4   5    .data   ascii   6e94
2012 0x00018eca 0x0002aaca 4   5    .data   ascii   {J\f*
2013 0x00018f03 0x0002ab03 4   5    .data   ascii   wn^#
2014 0x00018f1a 0x0002ab1a 5   6    .data   ascii   q{\am;
2015 0x00018f28 0x0002ab28 4   5    .data   ascii   |#GF
2016 0x00018f68 0x0002ab68 4   5    .data   ascii   2y(\r
2017 0x00018f8e 0x0002ab8e 5   8    .data   utf8    z##Qᜬ blocks=Basic Latin,Hanunoo
2018 0x00018f9f 0x0002ab9f 5   6    .data   ascii   Mu-.Y
2019 0x00018ff0 0x0002abf0 4   5    .data   ascii   Olm\b
2020 0x00018ffd 0x0002abfd 4   5    .data   ascii   ay^S
2021 0x0001902f 0x0002ac2f 5   6    .data   ascii   /h2e-
2022 0x00019047 0x0002ac47 4   6    .data   utf8    ~w߭w blocks=Basic Latin,NKo
2023 0x0001904d 0x0002ac4d 7   9    .data   utf8    "f9Qɯl5 blocks=Basic Latin,IPA Extensions
2024 0x000190ae 0x0002acae 4   6    .data   utf8    blۡG blocks=Basic Latin,Arabic
2025 0x0001913e 0x0002ad3e 4   5    .data   ascii   RH8O
2026 0x00019159 0x0002ad59 4   5    .data   ascii   W4L[
2027 0x0001915f 0x0002ad5f 4   5    .data   ascii   dc\a\r
2028 0x00019176 0x0002ad76 5   6    .data   ascii   5,~ 4
2029 0x000191de 0x0002adde 4   5    .data   ascii   m_7'
2030 0x000191f4 0x0002adf4 4   5    .data   ascii   zLJE
2031 0x0001921b 0x0002ae1b 4   6    .data   utf8    T@4® blocks=Basic Latin,Latin-1 Supplement
2032 0x00019233 0x0002ae33 4   5    .data   ascii   D\b~l
2033 0x00019238 0x0002ae38 4   5    .data   ascii   \c6}
2034 0x0001924e 0x0002ae4e 4   6    .data   utf8    >T˔\t blocks=Basic Latin,Spacing Modifier Letters
2035 0x00019256 0x0002ae56 4   5    .data   ascii   lU2U
2036 0x0001928f 0x0002ae8f 4   5    .data   ascii   6l=0
2037 0x00019296 0x0002ae96 6   7    .data   ascii   \f@X(|.
