Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2252 0x0001bc4a 0x0002d84a 4   5    .data   ascii   P6T/
2253 0x0001bcb4 0x0002d8b4 4   5    .data   ascii   Bdxk
2254 0x0001bcfa 0x0002d8fa 5   6    .data   ascii   4(l[o
2255 0x0001bd29 0x0002d929 4   5    .data   ascii   WcR*
2256 0x0001bdb1 0x0002d9b1 5   6    .data   ascii   A\\r3r
2257 0x0001be1c 0x0002da1c 4   5    .data   ascii   ?\vV\t
2258 0x0001be44 0x0002da44 5   7    .data   utf8    v-KQӒ blocks=Basic Latin,Cyrillic
2259 0x0001be4e 0x0002da4e 5   6    .data   ascii   mKS*b
2260 0x0001be7a 0x0002da7a 5   6    .data   ascii   :?_M9
2261 0x0001be9f 0x0002da9f 4   5    .data   ascii   p$!&
2262 0x0001bee5 0x0002dae5 5   8    .data   utf8    旇x<;R blocks=CJK Unified Ideographs,Basic Latin
2263 0x0001bf07 0x0002db07 4   5    .data   ascii   d_|D
2264 0x0001bf8f 0x0002db8f 4   5    .data   ascii   +RkC
2265 0x0001c0c6 0x0002dcc6 4   6    .data   utf8    E©') blocks=Basic Latin,Latin-1 Supplement
2266 0x0001c0fd 0x0002dcfd 4   5    .data   ascii   d\s|
2267 0x0001c109 0x0002dd09 4   5    .data   ascii   KKJS
2268 0x0001c11a 0x0002dd1a 6   7    .data   ascii   &9WEr)
2269 0x0001c126 0x0002dd26 4   5    .data   ascii   ;1>6
2270 0x0001c12d 0x0002dd2d 5   6    .data   ascii   &9Kw2
2271 0x0001c135 0x0002dd35 5   7    .data   utf8    W\t(\fC
2272 0x0001c14a 0x0002dd4a 4   5    .data   ascii   0!bP
2273 0x0001c1d5 0x0002ddd5 5   6    .data   ascii   qs+'\b
2274 0x0001c1f9 0x0002ddf9 4   5    .data   ascii   VVU3
2275 0x0001c218 0x0002de18 9   10   .data   ascii   M7rnv&Qt0
2276 0x0001c2d9 0x0002ded9 6   7    .data   ascii   Ox:g:h
2277 0x0001c2e0 0x0002dee0 8   11   .data   utf8    <کH!~9ϧO blocks=Basic Latin,Arabic,Greek and Coptic
2278 0x0001c2eb 0x0002deeb 4   5    .data   ascii   \f\f@?
2279 0x0001c310 0x0002df10 4   5    .data   ascii   ].xs
2280 0x0001c31a 0x0002df1a 4   5    .data   ascii   +"Kp
2281 0x0001c33c 0x0002df3c 5   7    .data   utf8    ЙU}X- blocks=Cyrillic,Basic Latin
2282 0x0001c366 0x0002df66 4   7    .data   utf8    \f"gˏ blocks=Basic Latin,Spacing Modifier Letters
2283 0x0001c3de 0x0002dfde 4   5    .data   ascii   \b\vF\f
2284 0x0001c3e3 0x0002dfe3 4   6    .data   utf8    iR]ߨ blocks=Basic Latin,NKo
2285 0x0001c3f3 0x0002dff3 4   5    .data   ascii   j\r\e(
2286 0x0001c406 0x0002e006 4   5    .data   ascii   (6\@
2287 0x0001c466 0x0002e066 9   10   .data   ascii    49yVw2 U
2288 0x0001c48a 0x0002e08a 4   6    .data   utf8    ܆FMg blocks=Syriac,Basic Latin
2289 0x0001c4e2 0x0002e0e2 4   5    .data   ascii   \v\fP#
2290 0x0001c4ee 0x0002e0ee 7   8    .data   ascii   \rTB0?:R
2291 0x0001c529 0x0002e129 6   8    .data   utf8    7BXӈ:/ blocks=Basic Latin,Cyrillic
2292 0x0001c55a 0x0002e15a 4   5    .data   ascii   VTzZ
2293 0x0001c5e2 0x0002e1e2 5   6    .data   ascii   \/+j.
2294 0x0001c5ea 0x0002e1ea 4   5    .data   ascii   !hg|
2295 0x0001c627 0x0002e227 5   6    .data   ascii   Xz??-
2296 0x0001c638 0x0002e238 6   7    .data   ascii   wj+r/y
2297 0x0001c657 0x0002e257 4   5    .data   ascii   y\fyc
2298 0x0001c67a 0x0002e27a 4   6    .data   utf8    Cݟ\rI blocks=Basic Latin,Arabic Supplement
2299 0x0001c686 0x0002e286 4   6    .data   utf8    t\edğ blocks=Basic Latin,Latin Extended-A
2300 0x0001c6c0 0x0002e2c0 4   5    .data   ascii   MPC2
2301 0x0001c6dd 0x0002e2dd 4   5    .data   ascii   \fo`E
2302 0x0001c70c 0x0002e30c 4   5    .data   ascii   1e4v
2303 0x0001c794 0x0002e394 6   8    .data   utf8    B=ȴ)%# blocks=Basic Latin,Latin Extended-B
2304 0x0001c7c2 0x0002e3c2 7   8    .data   ascii   g-LONO9
2305 0x0001c7cd 0x0002e3cd 4   6    .data   utf8    Ѧ$fG blocks=Cyrillic,Basic Latin
2306 0x0001c7d4 0x0002e3d4 4   5    .data   ascii   2%K<
2307 0x0001c84b 0x0002e44b 6   8    .data   utf8    Kz\b{ޤ4 blocks=Basic Latin,Thaana
2308 0x0001c87b 0x0002e47b 5   6    .data   ascii   y@(bB
2309 0x0001c8ab 0x0002e4ab 4   5    .data   ascii   |QZ\f
2310 0x0001c8b7 0x0002e4b7 4   5    .data   ascii   RW&q
2311 0x0001c909 0x0002e509 4   5    .data   ascii   rkBy
2312 0x0001c922 0x0002e522 4   6    .data   utf8    \nhУe blocks=Basic Latin,Cyrillic
2313 0x0001c968 0x0002e568 4   5    .data   ascii   9\n[y
2314 0x0001c973 0x0002e573 6   8    .data   utf8    )gжwh| blocks=Basic Latin,Cyrillic
2315 0x0001c99c 0x0002e59c 5   7    .data   utf8    kld\ti
2316 0x0001c9cf 0x0002e5cf 6   7    .data   ascii   LZE~w>
2317 0x0001ca1f 0x0002e61f 7   9    .data   utf8    |ȡ:Iz%i blocks=Basic Latin,Latin Extended-B
2318 0x0001ca73 0x0002e673 4   6    .data   utf8    \vkߒ; blocks=Basic Latin,NKo
2319 0x0001ca92 0x0002e692 4   5    .data   ascii   I so
2320 0x0001cb3c 0x0002e73c 4   5    .data   ascii   >\t$`
2321 0x0001cb6a 0x0002e76a 4   5    .data   ascii   o>b\
2322 0x0001cb7e 0x0002e77e 4   5    .data   ascii   Dx'4
2323 0x0001cb90 0x0002e790 4   5    .data   ascii   "7*k
2324 0x0001cbc2 0x0002e7c2 4   6    .data   utf8    vց\vo blocks=Basic Latin,Armenian
2325 0x0001cbfd 0x0002e7fd 4   5    .data   ascii   KI<2
2326 0x0001cc18 0x0002e818 6   7    .data   ascii   $cf;+$
2327 0x0001cca9 0x0002e8a9 9   11   .data   utf8    ӰS\vmksdET blocks=Cyrillic,Basic Latin
2328 0x0001cce7 0x0002e8e7 4   5    .data   ascii   yfqM
2329 0x0001ccee 0x0002e8ee 4   5    .data   ascii   aTg/
2330 0x0001cd04 0x0002e904 5   6    .data   ascii   Dqhay
2331 0x0001cd11 0x0002e911 5   6    .data   ascii   bbbn|
2332 0x0001cd7d 0x0002e97d 4   5    .data   ascii   <|zH
2333 0x0001cdb2 0x0002e9b2 4   5    .data   ascii   [1r,
2334 0x0001cdec 0x0002e9ec 4   5    .data   ascii   [%\tC
2335 0x0001cdf4 0x0002e9f4 5   6    .data   ascii   xTsdQ
2336 0x0001ce5e 0x0002ea5e 4   5    .data   ascii   !r_P
2337 0x0001ce69 0x0002ea69 5   6    .data   ascii   VmEOS
2338 0x0001cea6 0x0002eaa6 4   5    .data   ascii   \ba\a\
2339 0x0001cedf 0x0002eadf 5   7    .data   utf8    GOѱ5' blocks=Basic Latin,Cyrillic
2340 0x0001cf32 0x0002eb32 4   5    .data   ascii   <vE?
2341 0x0001cf82 0x0002eb82 5   6    .data   ascii   W\n\bsm
2342 0x0001cfaa 0x0002ebaa 7   8    .data   ascii   y2$Kn0"
2343 0x0001cfd0 0x0002ebd0 4   6    .data   utf8    Ҙu<y blocks=Cyrillic,Basic Latin
2344 0x0001d006 0x0002ec06 6   7    .data   ascii   Li}.a\e
2345 0x0001d019 0x0002ec19 4   8    .data   utf8    9Ю͙پ blocks=Basic Latin,Cyrillic,Combining Diacritical Marks,Arabic
2346 0x0001d037 0x0002ec37 4   6    .data   utf8    &-۰~ blocks=Basic Latin,Arabic
2347 0x0001d05b 0x0002ec5b 4   6    .data   utf8    Fbڷq blocks=Basic Latin,Arabic
2348 0x0001d0ea 0x0002ecea 4   5    .data   ascii   \nFAn
2349 0x0001d0f2 0x0002ecf2 4   5    .data   ascii   J=D#
2350 0x0001d112 0x0002ed12 4   6    .data   utf8    -=۲c blocks=Basic Latin,Arabic
2351 0x0001d157 0x0002ed57 5   6    .data   ascii   O1sPJ
2352 0x0001d19a 0x0002ed9a 4   5    .data   ascii   6al]
2353 0x0001d1bb 0x0002edbb 4   5    .data   ascii   1ffz
2354 0x0001d1c2 0x0002edc2 5   6    .data   ascii   j v,)
2355 0x0001d1f7 0x0002edf7 4   6    .data   utf8    ~kɎc blocks=Basic Latin,Latin Extended-B
2356 0x0001d241 0x0002ee41 5   6    .data   ascii   u\tz!B
2357 0x0001d264 0x0002ee64 4   5    .data   ascii   )j\tT
2358 0x0001d2a3 0x0002eea3 6   8    .data   utf8    K\r;қh2 blocks=Basic Latin,Cyrillic
2359 0x0001d2cf 0x0002eecf 4   5    .data   ascii   qqN\b
2360 0x0001d300 0x0002ef00 5   7    .data   utf8    ެe#1- blocks=Thaana,Basic Latin
2361 0x0001d316 0x0002ef16 4   5    .data   ascii   {U^x
2362 0x0001d362 0x0002ef62 4   5    .data   ascii   D\aaG
2363 0x0001d380 0x0002ef80 5   6    .data   ascii   -2\v/0
2364 0x0001d3ad 0x0002efad 4   5    .data   ascii   w\bl>
2365 0x0001d43f 0x0002f03f 6   7    .data   ascii   /)\n.Um
2366 0x0001d45c 0x0002f05c 5   6    .data   ascii   o\a@V\v
2367 0x0001d468 0x0002f068 4   5    .data   ascii   DAKD
2368 0x0001d484 0x0002f084 4   5    .data   ascii   4x2S
2369 0x0001d4e3 0x0002f0e3 5   7    .data   utf8    OԈ<L; blocks=Basic Latin,Cyrillic Supplement
2370 0x0001d517 0x0002f117 4   6    .data   utf8    >3ݬ[ blocks=Basic Latin,Arabic Supplement
2371 0x0001d533 0x0002f133 4   8    .data   utf8    УDƕʂ blocks=Cyrillic,Basic Latin,Latin Extended-B,IPA Extensions
2372 0x0001d53e 0x0002f13e 4   5    .data   ascii   1^W$
2373 0x0001d543 0x0002f143 4   5    .data   ascii   T1ZD
2374 0x0001d576 0x0002f176 5   8    .data   utf8    А}Qө+ blocks=Cyrillic,Basic Latin
2375 0x0001d59f 0x0002f19f 8   9    .data   ascii   X8m1iZ/j
2376 0x0001d5be 0x0002f1be 5   6    .data   ascii   U3\f9;
2377 0x0001d5cb 0x0002f1cb 4   5    .data   ascii   SQHQ
2378 0x0001d5f9 0x0002f1f9 6   7    .data   ascii   `#vr^"
2379 0x0001d60e 0x0002f20e 5   6    .data   ascii   `+\v9\a
2380 0x0001d63d 0x0002f23d 4   6    .data   utf8    Pk(փ blocks=Basic Latin,Armenian
2381 0x0001d658 0x0002f258 5   6    .data   ascii   ->XY!
2382 0x0001d694 0x0002f294 7   9    .data   utf8    J\vŅU6Js blocks=Basic Latin,Latin Extended-A
2383 0x0001d722 0x0002f322 7   8    .data   ascii   Z.\e];W\n
2384 0x0001d7a6 0x0002f3a6 5   6    .data   ascii   z?xvE
2385 0x0001d7e9 0x0002f3e9 9   10   .data   ascii   #YA/fR0/o
2386 0x0001d806 0x0002f406 5   7    .data   utf8    =sĳIB blocks=Basic Latin,Latin Extended-A
2387 0x0001d81c 0x0002f41c 5   6    .data   ascii   cD5vV
2388 0x0001d836 0x0002f436 4   5    .data   ascii   $Tr\b
2389 0x0001d840 0x0002f440 4   5    .data   ascii   ^Tz%
2390 0x0001d86c 0x0002f46c 9   10   .data   ascii   ]v1eJphq*
2391 0x0001d924 0x0002f524 5   6    .data   ascii   t{uX\n
2392 0x0001d9d9 0x0002f5d9 9   12   .data   utf8    ,'(yw!Aq㍷ blocks=Basic Latin,CJK Compatibility
2393 0x0001da38 0x0002f638 4   5    .data   ascii   ]t\vI
2394 0x0001da54 0x0002f654 4   5    .data   ascii   \rbZA
2395 0x0001da83 0x0002f683 5   6    .data   ascii   1\a\a~Y
2396 0x0001daa3 0x0002f6a3 4   5    .data   ascii   LCeZ
2397 0x0001db05 0x0002f705 4   5    .data   ascii   .v/7
2398 0x0001db41 0x0002f741 4   6    .data   utf8    \v\bḑ blocks=Basic Latin,Combining Diacritical Marks
2399 0x0001dbe3 0x0002f7e3 5   6    .data   ascii   LEjI=
2400 0x0001dc14 0x0002f814 4   5    .data   ascii   O\e5d
2401 0x0001dc4c 0x0002f84c 5   6    .data   ascii   <LDT&
2402 0x0001dc95 0x0002f895 7   10   .data   utf8    _!u욀DZ" blocks=Basic Latin,Hangul Syllables
2403 0x0001dcaa 0x0002f8aa 4   5    .data   ascii   XPFx
2404 0x0001dcea 0x0002f8ea 4   6    .data   utf8    i߯t; blocks=Basic Latin,NKo
2405 0x0001dcfe 0x0002f8fe 8   10   .data   utf8    eٻ%0~\tu{ blocks=Basic Latin,Arabic
2406 0x0001dd4c 0x0002f94c 4   6    .data   utf8    ōMPk blocks=Latin Extended-A,Basic Latin
2407 0x0001dd8e 0x0002f98e 4   6    .data   utf8    <ټ.R blocks=Basic Latin,Arabic
2408 0x0001dd94 0x0002f994 4   5    .data   ascii   \v'X5
2409 0x0001dee9 0x0002fae9 4   5    .data   ascii   E$&O
2410 0x0001defb 0x0002fafb 4   5    .data   ascii   fiVz
2411 0x0001df5a 0x0002fb5a 4   5    .data   ascii   #hVE
2412 0x0001df61 0x0002fb61 4   6    .data   utf8    [ѫv= blocks=Basic Latin,Cyrillic
2413 0x0001e01e 0x0002fc1e 5   6    .data   ascii   Z[GPO
2414 0x0001e08c 0x0002fc8c 6   7    .data   ascii   X&\nVl@
2415 0x0001e094 0x0002fc94 4   5    .data   ascii   gx%P
2416 0x0001e153 0x0002fd53 10  12   .data   utf8    MͽQhT[37M\ blocks=Basic Latin,Greek and Coptic
2417 0x0001e1b7 0x0002fdb7 4   5    .data   ascii   ;JEw
2418 0x0001e1e0 0x0002fde0 6   7    .data   ascii   M8SEw/
2419 0x0001e215 0x0002fe15 6   8    .data   utf8    Yé.?k\a blocks=Basic Latin,Latin-1 Supplement
2420 0x0001e223 0x0002fe23 4   5    .data   ascii   MtkR
2421 0x0001e288 0x0002fe88 4   5    .data   ascii   yfVV
2422 0x0001e29a 0x0002fe9a 5   6    .data   ascii   a5hen
2423 0x0001e2a5 0x0002fea5 4   5    .data   ascii   ^5`I
2424 0x0001e2ec 0x0002feec 4   5    .data   ascii   \f\f%p
2425 0x0001e321 0x0002ff21 5   6    .data   ascii   C;[>4
2426 0x0001e33d 0x0002ff3d 4   5    .data   ascii   Lz7A
2427 0x0001e364 0x0002ff64 4   5    .data   ascii    4k5
2428 0x0001e385 0x0002ff85 5   7    .data   utf8    5<Fkԧ blocks=Basic Latin,Cyrillic Supplement
2429 0x0001e3a0 0x0002ffa0 5   8    .data   utf8    㯴{|Z0 blocks=CJK Unified Ideographs Extension A,Basic Latin
2430 0x0001e3ab 0x0002ffab 8   11   .data   utf8    R\f\1迂'|[ blocks=Basic Latin,CJK Unified Ideographs
2431 0x0001e3bc 0x0002ffbc 6   8    .data   utf8     ɕJc6S blocks=Basic Latin,IPA Extensions
2432 0x0001e405 0x00030005 5   6    .data   ascii   ,b}L3
2433 0x0001e41c 0x0003001c 5   6    .data   ascii   \r  XN
2434 0x0001e455 0x00030055 4   5    .data   ascii   YcPZ
2435 0x0001e48f 0x0003008f 4   5    .data   ascii   Xlk[
2436 0x0001e4b7 0x000300b7 4   6    .data   utf8    aҕCz blocks=Basic Latin,Cyrillic
2437 0x0001e4fb 0x000300fb 4   5    .data   ascii   [f)?
2438 0x0001e50e 0x0003010e 4   7    .data   utf8    ቡm%- blocks=Ethiopic,Basic Latin
2439 0x0001e5b3 0x000301b3 4   5    .data   ascii   Inht
2440 0x0001e5d0 0x000301d0 4   5    .data   ascii   \^ %
2441 0x0001e5ef 0x000301ef 5   7    .data   utf8    |)sڧe blocks=Basic Latin,Arabic
2442 0x0001e5fa 0x000301fa 4   5    .data   ascii   3w6D
2443 0x0001e63a 0x0003023a 4   5    .data   ascii   fs\nT
2444 0x0001e641 0x00030241 4   5    .data   ascii   0\b/M
2445 0x0001e650 0x00030250 4   7    .data   utf8    務)5Z blocks=CJK Unified Ideographs,Basic Latin
2446 0x0001e675 0x00030275 4   5    .data   ascii   qOLT
2447 0x0001e68b 0x0003028b 4   5    .data   ascii   \a-ga
2448 0x0001e690 0x00030290 4   5    .data   ascii   O\f=E
2449 0x0001e6ea 0x000302ea 5   6    .data   ascii   z\a 6K
2450 0x0001e6f2 0x000302f2 5   6    .data   ascii   \e`?eW
2451 0x0001e77e 0x0003037e 7   11   .data   utf8    伩R\aεqA} blocks=CJK Unified Ideographs,Basic Latin,Greek and Coptic
2452 0x0001e796 0x00030396 5   6    .data   ascii   Fr{zj
2453 0x0001e7cb 0x000303cb 6   8    .data   utf8    `%:;НO blocks=Basic Latin,Cyrillic
2454 0x0001e7d6 0x000303d6 4   6    .data   utf8    FGx{
2455 0x0001e838 0x00030438 6   7    .data   ascii    #RJ"k
2456 0x0001e852 0x00030452 7   9    .data   utf8    ]k̥d^sy blocks=Basic Latin,Combining Diacritical Marks
2457 0x0001e88d 0x0003048d 4   5    .data   ascii   ko9N
2458 0x0001e8cc 0x000304cc 5   6    .data   ascii   82:H5
2459 0x0001e8f4 0x000304f4 4   5    .data   ascii   YWS>
2460 0x0001e921 0x00030521 4   5    .data   ascii   Hi'(
2461 0x0001e944 0x00030544 4   5    .data   ascii   }&G:
2462 0x0001e9b6 0x000305b6 4   5    .data   ascii   zm:i
2463 0x0001e9c6 0x000305c6 5   7    .data   utf8    P3ݺ,M blocks=Basic Latin,Arabic Supplement
2464 0x0001e9da 0x000305da 4   5    .data   ascii   $\r)W
2465 0x0001e9f1 0x000305f1 4   6    .data   utf8    @6%Ǔ blocks=Basic Latin,Latin Extended-B
2466 0x0001e9ff 0x000305ff 5   6    .data   ascii   \J_|>
2467 0x0001ea05 0x00030605 4   5    .data   ascii   \vs~1
2468 0x0001ea1a 0x0003061a 7   8    .data   ascii   Tt74[Y_
2469 0x0001ea37 0x00030637 10  12   .data   utf8    )RP_Hģkj&` blocks=Basic Latin,Latin Extended-A
2470 0x0001ea8e 0x0003068e 4   6    .data   utf8    ǟ]WF blocks=Latin Extended-B,Basic Latin
2471 0x0001eae6 0x000306e6 4   6    .data   utf8    @Ȭz? blocks=Basic Latin,Latin Extended-B
2472 0x0001eb75 0x00030775 5   7    .data   utf8    *գ#Q" blocks=Basic Latin,Armenian
2473 0x0001ebb9 0x000307b9 4   5    .data   ascii   mN\a\t
2474 0x0001ec38 0x00030838 5   6    .data   ascii    z]P1
2475 0x0001ec44 0x00030844 5   6    .data   ascii   ,Q|\j
2476 0x0001ec6a 0x0003086a 5   8    .data   utf8    (͞F#ʫ blocks=Basic Latin,Combining Diacritical Marks,IPA Extensions
2477 0x0001ec7f 0x0003087f 4   5    .data   ascii   0g-T
2478 0x0001ece5 0x000308e5 7   8    .data   ascii   #UTFR_O
2479 0x0001ed02 0x00030902 5   7    .data   utf8    U1z؛8 blocks=Basic Latin,Arabic
2480 0x0001ed4d 0x0003094d 7   8    .data   ascii   \bB>hgW|
2481 0x0001ed69 0x00030969 5   6    .data   ascii   ?IZ4n
2482 0x0001edbb 0x000309bb 5   6    .data   ascii   :-|aJ
2483 0x0001ee49 0x00030a49 4   5    .data   ascii   M*\rN
2484 0x0001ee77 0x00030a77 4   5    .data   ascii   kgxg
2485 0x0001ee9a 0x00030a9a 5   6    .data   ascii   ]#l"d
2486 0x0001eeb9 0x00030ab9 7   9    .data   utf8    4ŔV:H)M blocks=Basic Latin,Latin Extended-A
2487 0x0001eee1 0x00030ae1 4   5    .data   ascii   VQ H
2488 0x0001eefa 0x00030afa 4   5    .data   ascii   ~U1b
2489 0x0001ef51 0x00030b51 4   5    .data   ascii   *k_Z
2490 0x0001ef79 0x00030b79 5   7    .data   utf8    YuȺ%. blocks=Basic Latin,Latin Extended-B
2491 0x0001efb9 0x00030bb9 11  14   .data   utf8    ӣ1XG2pNdJs؈ blocks=Cyrillic,Basic Latin,Arabic
2492 0x0001efcf 0x00030bcf 6   9    .data   utf8    b}3O­d blocks=Basic Latin,Latin-1 Supplement
2493 0x0001f038 0x00030c38 4   5    .data   ascii   lcoE
2494 0x0001f08c 0x00030c8c 4   5    .data   ascii   ]S\a\b
2495 0x0001f0a9 0x00030ca9 6   7    .data   ascii   {U\fm,U
2496 0x0001f0b6 0x00030cb6 4   5    .data   ascii   l"w\f
2497 0x0001f0cc 0x00030ccc 4   5    .data   ascii   3>S_
2498 0x0001f14a 0x00030d4a 5   6    .data   ascii   \\bebY
2499 0x0001f1b5 0x00030db5 5   6    .data   ascii   a7f6t
2500 0x0001f1bf 0x00030dbf 5   6    .data   ascii   HMj{`
2501 0x0001f1d7 0x00030dd7 7   8    .data   ascii   r51eOX?
2502 0x0001f224 0x00030e24 4   5    .data   ascii   6{D:
2503 0x0001f274 0x00030e74 5   6    .data   ascii   :Syn"
2504 0x0001f2b5 0x00030eb5 5   9    .data   utf8    ҉Ŧ͇L\f blocks=Cyrillic,Latin Extended-A,Combining Diacritical Marks,Basic Latin
2505 0x0001f2d3 0x00030ed3 4   5    .data   ascii   \b(>2
2506 0x0001f370 0x00030f70 5   6    .data   ascii   F/]An
2507 0x0001f392 0x00030f92 5   6    .data   ascii   64d`;
2508 0x0001f398 0x00030f98 4   5    .data   ascii   qOoT
2509 0x0001f3d1 0x00030fd1 6   9    .data   utf8    tɵP9-։ blocks=Basic Latin,IPA Extensions,Armenian
2510 0x0001f3df 0x00030fdf 4   6    .data   utf8    MK\ο blocks=Basic Latin,Greek and Coptic
2511 0x0001f3ed 0x00030fed 4   5    .data   ascii    \e-H
2512 0x0001f400 0x00031000 7   9    .data   utf8    pܣ!}^\fZ blocks=Basic Latin,Syriac
2513 0x0001f42b 0x0003102b 4   6    .data   utf8    ZQ:۱ blocks=Basic Latin,Arabic
2514 0x0001f437 0x00031037 4   5    .data   ascii   7(p+
2515 0x0001f49c 0x0003109c 4   5    .data   ascii   *[wg
2516 0x0001f4af 0x000310af 5   7    .data   utf8    tsů(^ blocks=Basic Latin,Latin Extended-A
2517 0x0001f4d2 0x000310d2 6   7    .data   ascii   9H$W2)
2518 0x0001f51f 0x0003111f 4   5    .data   ascii   Oiup
2519 0x0001f524 0x00031124 7   8    .data   ascii   l+6_\b'x
2520 0x0001f531 0x00031131 4   8    .data   utf8    Ǹeߩ܋ blocks=Latin Extended-B,Basic Latin,NKo,Syriac
2521 0x0001f550 0x00031150 5   6    .data   ascii   Q&Aw}
2522 0x0001f55e 0x0003115e 5   6    .data   ascii   -!Pr$
2523 0x0001f570 0x00031170 6   9    .data   utf8    c9芓/<Y blocks=Basic Latin,CJK Unified Ideographs
2524 0x0001f57d 0x0003117d 6   7    .data   ascii   U":1B#
2525 0x0001f592 0x00031192 4   5    .data   ascii   \f&-;
2526 0x0001f5ed 0x000311ed 6   7    .data   ascii   \$fVZ5
2527 0x0001f61f 0x0003121f 4   5    .data   ascii   Uo\r,
2528 0x0001f64d 0x0003124d 5   6    .data   ascii   jL.\e\r
2529 0x0001f664 0x00031264 4   5    .data   ascii   rs(!
2530 0x0001f694 0x00031294 4   5    .data   ascii   /Lmc
2531 0x0001f6b8 0x000312b8 4   5    .data   ascii   G\f4&
2532 0x0001f6bd 0x000312bd 5   6    .data   ascii   \z#|]
2533 0x0001f6fe 0x000312fe 4   5    .data   ascii   \t'?\
2534 0x0001f709 0x00031309 4   6    .data   utf8    n͆Dc blocks=Basic Latin,Combining Diacritical Marks
2535 0x0001f724 0x00031324 4   6    .data   utf8    ͢yZU blocks=Combining Diacritical Marks,Basic Latin
2536 0x0001f72e 0x0003132e 4   5    .data   ascii   aIz6
2537 0x0001f7a2 0x000313a2 4   5    .data   ascii   QWcY
2538 0x0001f7aa 0x000313aa 4   5    .data   ascii   T/kU
2539 0x0001f7e7 0x000313e7 4   5    .data   ascii   |fen
2540 0x0001f7fd 0x000313fd 4   6    .data   utf8    ũHH, blocks=Latin Extended-A,Basic Latin
2541 0x0001f84e 0x0003144e 4   5    .data   ascii   6$-W
2542 0x0001f897 0x00031497 5   7    .data   utf8    lLۨB^ blocks=Basic Latin,Arabic
2543 0x0001f957 0x00031557 5   6    .data   ascii   ?%wj1
2544 0x0001f96e 0x0003156e 5   6    .data   ascii   v\aoa
2545 0x0001f998 0x00031598 5   7    .data   utf8    0tӭZF blocks=Basic Latin,Cyrillic
2546 0x0001fa05 0x00031605 5   6    .data   ascii   ~5c6M
2547 0x0001fa21 0x00031621 4   5    .data   ascii   e\b\f4
2548 0x0001fa26 0x00031626 4   5    .data   ascii   b8p}
2549 0x0001fa3d 0x0003163d 4   5    .data   ascii   *\e8/
2550 0x0001fa48 0x00031648 4   6    .data   utf8    \taԺW blocks=Basic Latin,Armenian
2551 0x0001fa52 0x00031652 4   7    .data   utf8    쟟B*p blocks=Hangul Syllables,Basic Latin
2552 0x0001fa73 0x00031673 6   8    .data   utf8     Ǜ<Ol\e blocks=Basic Latin,Latin Extended-B
2553 0x0001fac0 0x000316c0 9   10   .data   ascii   %A"fVQP.,
2554 0x0001fada 0x000316da 4   5    .data   ascii   /)<$
2555 0x0001fb07 0x00031707 6   8    .data   utf8    ǵGJ-eC blocks=Latin Extended-B,Basic Latin
2556 0x0001fb19 0x00031719 4   5    .data   ascii   .(:1
2557 0x0001fb67 0x00031767 7   8    .data   ascii   \e%\v\ew_G
2558 0x0001fbe8 0x000317e8 5   6    .data   ascii   F&:pd
2559 0x0001fc00 0x00031800 5   6    .data   ascii   tkdFs
2560 0x0001fc2c 0x0003182c 4   5    .data   ascii   *_rj
2561 0x0001fc3f 0x0003183f 8   9    .data   ascii   hJ2+3\vT?
2562 0x0001fcd6 0x000318d6 5   6    .data   ascii   d_\a~\
2563 0x0001fd00 0x00031900 4   5    .data   ascii   PK*D
2564 0x0001fd1d 0x0003191d 6   10   .data   utf8    ̑㊀a\bO- blocks=Combining Diacritical Marks,Enclosed CJK Letters and Months,Basic Latin
2565 0x0001fd4e 0x0003194e 4   5    .data   ascii   )\Vq
2566 0x0001fd55 0x00031955 7   8    .data   ascii   \v<\r$i\aY
2567 0x0001fd6b 0x0003196b 4   5    .data   ascii   vOVZ
2568 0x0001fdd6 0x000319d6 5   7    .data   utf8    aWAĝ= blocks=Basic Latin,Latin Extended-A
2569 0x0001fdee 0x000319ee 4   6    .data   utf8    zݩ3" blocks=Basic Latin,Arabic Supplement
2570 0x0001fdf5 0x000319f5 6   8    .data   utf8    \n Jމrp blocks=Basic Latin,Thaana
2571 0x0001fe07 0x00031a07 4   6    .data   utf8    }yϼ+ blocks=Basic Latin,Greek and Coptic
2572 0x0001fe1c 0x00031a1c 4   6    .data   utf8    ʄeQ3 blocks=IPA Extensions,Basic Latin
2573 0x0001fe4a 0x00031a4a 4   5    .data   ascii   Wo%C
2574 0x0001fea5 0x00031aa5 5   6    .data   ascii   Q5'Kk
2575 0x0001ff72 0x00031b72 4   6    .data   utf8    #ߗ=* blocks=Basic Latin,NKo
2576 0x0001ffc8 0x00031bc8 6   8    .data   utf8    c\r3ޜ,[ blocks=Basic Latin,Thaana
2577 0x0002000f 0x00031c0f 5   6    .data   ascii   hPoJ)
2578 0x0002001c 0x00031c1c 7   9    .data   utf8    wH?]ۅq| blocks=Basic Latin,Arabic
2579 0x0002002e 0x00031c2e 4   5    .data   ascii   U6X?
2580 0x00020052 0x00031c52 4   6    .data   utf8    g{ӭ' blocks=Basic Latin,Cyrillic
2581 0x0002005b 0x00031c5b 5   7    .data   utf8    \aY*\rȢ blocks=Basic Latin,Latin Extended-B
