Metadata Signature: 0x14d14 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 537c
Stream name: #~ 4
DirectoryAddress: 53e8 Size: 57c4
Stream name: #Strings 12
DirectoryAddress: abac Size: cc
Stream name: #US 4
DirectoryAddress: ac78 Size: 10
Stream name: #GUID 8
DirectoryAddress: ac88 Size: 1ac8
Stream name: #Blob 8
[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
6812  0x0007a01c 0x0047bc1c 4   6    .text   utf8    J5XŹ blocks=Basic Latin,Latin Extended-A
6813  0x0007a096 0x0047bc96 4   6    .text   utf8    aӌ#k blocks=Basic Latin,Cyrillic
6814  0x0007a0d6 0x0047bcd6 6   7    .text   ascii   1A>^QQ
6815  0x0007a0ea 0x0047bcea 5   6    .text   ascii   7\bD\aI
6816  0x0007a103 0x0047bd03 4   6    .text   utf8    =5E 
6817  0x0007a115 0x0047bd15 4   5    .text   ascii   4K\eg
6818  0x0007a14c 0x0047bd4c 4   5    .text   ascii   ?JBa
6819  0x0007a1a1 0x0047bda1 4   5    .text   ascii   JhfJ
6820  0x0007a1a7 0x0047bda7 7   8    .text   ascii   )crg17]
6821  0x0007a1de 0x0047bdde 6   7    .text   ascii   )6Db?{
6822  0x0007a1e8 0x0047bde8 4   5    .text   ascii   eg7o
6823  0x0007a215 0x0047be15 4   5    .text   ascii   !VXG
6824  0x0007a229 0x0047be29 8   11   .text   utf8    pʵ*9g\b*r blocks=Basic Latin,Spacing Modifier Letters
6825  0x0007a271 0x0047be71 4   6    .text   utf8    FBbӴ blocks=Basic Latin,Cyrillic
6826  0x0007a2c2 0x0047bec2 4   5    .text   ascii   vT\aO
6827  0x0007a2d5 0x0047bed5 6   8    .text   utf8    7/\|ˠk blocks=Basic Latin,Spacing Modifier Letters
6828  0x0007a2fe 0x0047befe 6   7    .text   ascii   K\vHuC\r
6829  0x0007a367 0x0047bf67 4   5    .text   ascii   ])fx
6830  0x0007a375 0x0047bf75 5   6    .text   ascii   \f\vY[I
6831  0x0007a385 0x0047bf85 5   6    .text   ascii   tK\b}E
6832  0x0007a38f 0x0047bf8f 6   7    .text   ascii   K]7+?z
6833  0x0007a39a 0x0047bf9a 7   8    .text   ascii   \a3m(^,|
6834  0x0007a3bb 0x0047bfbb 4   7    .text   utf8    @dD blocks=Basic Latin,Private Use Area
6835  0x0007a3d0 0x0047bfd0 8   9    .text   ascii   OR\t\r\bP=Y
6836  0x0007a3e4 0x0047bfe4 4   6    .text   utf8    #1ĥ\ blocks=Basic Latin,Latin Extended-A
6837  0x0007a3ec 0x0047bfec 5   6    .text   ascii   1D@^B
6838  0x0007a484 0x0047c084 5   6    .text   ascii   !t\v7X
6839  0x0007a4a3 0x0047c0a3 4   5    .text   ascii   Hh+|
6840  0x0007a4bc 0x0047c0bc 4   5    .text   ascii   6~{w
6841  0x0007a4dc 0x0047c0dc 4   5    .text   ascii   a~j|
6842  0x0007a4e1 0x0047c0e1 7   8    .text   ascii   /\e22Cg<
6843  0x0007a4fe 0x0047c0fe 4   5    .text   ascii   Hd\eb
6844  0x0007a536 0x0047c136 5   7    .text   utf8    @ϙ\tiX blocks=Basic Latin,Greek and Coptic
6845  0x0007a54e 0x0047c14e 5   6    .text   ascii   F;x+m
6846  0x0007a554 0x0047c154 4   5    .text   ascii   8* P
6847  0x0007a562 0x0047c162 5   6    .text   ascii   W-52a
6848  0x0007a577 0x0047c177 4   5    .text   ascii   VI5f
6849  0x0007a598 0x0047c198 4   5    .text   ascii   \(zd
6850  0x0007a5b2 0x0047c1b2 4   6    .text   utf8    6ܨT\f blocks=Basic Latin,Syriac
6851  0x0007a5dc 0x0047c1dc 7   10   .text   utf8    緅CwrBd| blocks=CJK Unified Ideographs,Basic Latin
6852  0x0007a601 0x0047c201 5   7    .text   utf8    {<D1Ё blocks=Basic Latin,Cyrillic
6853  0x0007a608 0x0047c208 4   6    .text   utf8    ˲g>h blocks=Spacing Modifier Letters,Basic Latin
6854  0x0007a631 0x0047c231 4   5    .text   ascii   `zK}
6855  0x0007a63f 0x0047c23f 4   5    .text   ascii   s1>&
6856  0x0007a654 0x0047c254 5   6    .text   ascii   ]-\tj.
6857  0x0007a668 0x0047c268 4   5    .text   ascii   Ta<%
6858  0x0007a66d 0x0047c26d 5   6    .text   ascii   Z+NJH
6859  0x0007a697 0x0047c297 4   5    .text   ascii   O\\t=
6860  0x0007a6b3 0x0047c2b3 6   7    .text   ascii   T"}v7\n
6861  0x0007a6d2 0x0047c2d2 9   10   .text   ascii   64\v\a>eg .
6862  0x0007a71f 0x0047c31f 7   9    .text   utf8    N"ÌtmL1 blocks=Basic Latin,Latin-1 Supplement
6863  0x0007a74a 0x0047c34a 4   5    .text   ascii   '~TB
6864  0x0007a752 0x0047c352 4   5    .text   ascii   1#*w
6865  0x0007a75e 0x0047c35e 4   5    .text   ascii   [Hk!
6866  0x0007a7bc 0x0047c3bc 4   5    .text   ascii   gP5S
6867  0x0007a7ca 0x0047c3ca 6   9    .text   utf8    莍LS*+, blocks=CJK Unified Ideographs,Basic Latin
6868  0x0007a7d9 0x0047c3d9 4   5    .text   ascii   =[.k
6869  0x0007a800 0x0047c400 4   5    .text   ascii   c;6z
6870  0x0007a819 0x0047c419 5   8    .text   utf8    7\bqꈅ{ blocks=Basic Latin,Yi Syllables
6871  0x0007a828 0x0047c428 4   5    .text   ascii   `aFy
6872  0x0007a84a 0x0047c44a 6   7    .text   ascii   zM3=Do
6873  0x0007a8eb 0x0047c4eb 5   6    .text   ascii   i\f`}d
6874  0x0007a913 0x0047c513 4   5    .text   ascii   '6l 
6875  0x0007a99b 0x0047c59b 6   7    .text   ascii   KSUI!l
6876  0x0007a9a4 0x0047c5a4 4   5    .text   ascii   02dW
6877  0x0007a9b8 0x0047c5b8 4   6    .text   utf8    6.ƾ4 blocks=Basic Latin,Latin Extended-B
6878  0x0007a9c6 0x0047c5c6 5   6    .text   ascii   ;d)|2
6879  0x0007aa0f 0x0047c60f 4   5    .text   ascii   1 Ee
6880  0x0007aa27 0x0047c627 4   6    .text   utf8    ٩!\r@ blocks=Arabic,Basic Latin
6881  0x0007aa9a 0x0047c69a 4   6    .text   utf8    ϝeu" blocks=Greek and Coptic,Basic Latin
6882  0x0007aaf5 0x0047c6f5 6   8    .text   utf8    sLõI2X blocks=Basic Latin,Latin-1 Supplement
6883  0x0007ab64 0x0047c764 4   5    .text   ascii   rKN`
6884  0x0007abd4 0x0047c7d4 5   6    .text   ascii   de\n08
6885  0x0007abdd 0x0047c7dd 8   9    .text   ascii   _!Bf}u,\
6886  0x0007abfd 0x0047c7fd 5   7    .text   utf8    WȤP*+ blocks=Basic Latin,Latin Extended-B
6887  0x0007ac1d 0x0047c81d 4   5    .text   ascii   ^WPQ
6888  0x0007ac22 0x0047c822 5   6    .text   ascii   \eoHbj
6889  0x0007ac28 0x0047c828 6   9    .text   utf8    4[Ĕ˺w{ blocks=Basic Latin,Latin Extended-A,Spacing Modifier Letters
6890  0x0007ad2f 0x0047c92f 4   5    .text   ascii   7A5 
6891  0x0007ad3d 0x0047c93d 6   7    .text   ascii   "/\nA\nE
6892  0x0007ad7f 0x0047c97f 6   7    .text   ascii   H%GZ\b&
6893  0x0007ad90 0x0047c990 4   5    .text   ascii   hCGf
6894  0x0007adbe 0x0047c9be 4   5    .text   ascii   \eXCf
6895  0x0007ade5 0x0047c9e5 7   9    .text   utf8    2``ӥZ*Y blocks=Basic Latin,Cyrillic
6896  0x0007adee 0x0047c9ee 5   6    .text   ascii    ]-xt
6897  0x0007ae1f 0x0047ca1f 7   8    .text   ascii   q.YId\bj
6898  0x0007ae42 0x0047ca42 6   7    .text   ascii   VSE\aR<
6899  0x0007ae5d 0x0047ca5d 4   5    .text   ascii   X$/\t
6900  0x0007ae65 0x0047ca65 4   7    .text   utf8    n~誇\a blocks=Basic Latin,CJK Unified Ideographs
6901  0x0007aeb7 0x0047cab7 4   5    .text   ascii   (bb<
6902  0x0007aee3 0x0047cae3 6   7    .text   ascii   )cF.Jk
6903  0x0007aeea 0x0047caea 4   5    .text   ascii   d%S&
6904  0x0007aef7 0x0047caf7 6   7    .text   ascii   \rt0xPp
6905  0x0007af0f 0x0047cb0f 4   5    .text   ascii    | b
6906  0x0007af3b 0x0047cb3b 7   8    .text   ascii   'G%"o/=
6907  0x0007af4e 0x0047cb4e 5   6    .text   ascii   $"1eu
6908  0x0007af5d 0x0047cb5d 4   5    .text   ascii   d z!
6909  0x0007af81 0x0047cb81 6   7    .text   ascii   rLH<p1
6910  0x0007af94 0x0047cb94 7   8    .text   ascii   8$]E"y 
6911  0x0007afad 0x0047cbad 4   5    .text   ascii   s8pB
6912  0x0007afba 0x0047cbba 7   8    .text   ascii   %3pS`zs
6913  0x0007afc2 0x0047cbc2 11  12   .text   ascii   l%$%!%&\eJPw
6914  0x0007afd1 0x0047cbd1 5   7    .text   utf8    }$+ͥ$ blocks=Basic Latin,Combining Diacritical Marks
6915  0x0007afe3 0x0047cbe3 4   5    .text   ascii   6!MC
6916  0x0007b00c 0x0047cc0c 4   5    .text   ascii   \v.G7
6917  0x0007b019 0x0047cc19 6   7    .text   ascii   v\f.2di
6918  0x0007b035 0x0047cc35 4   6    .text   utf8    ;&/Ҋ blocks=Basic Latin,Cyrillic
6919  0x0007b044 0x0047cc44 4   6    .text   utf8    {%/\n
6920  0x0007b051 0x0047cc51 5   7    .text   utf8    ъ@&o\r blocks=Cyrillic,Basic Latin
6921  0x0007b065 0x0047cc65 4   7    .text   utf8    ֊č\eQ blocks=Armenian,Latin Extended-A,Basic Latin
6922  0x0007b0c1 0x0047ccc1 4   5    .text   ascii   kuX\
6923  0x0007b113 0x0047cd13 6   10   .text   utf8    G˭gċV˫ blocks=Basic Latin,Spacing Modifier Letters,Latin Extended-A
6924  0x0007b13d 0x0047cd3d 4   6    .text   utf8    SzBҹ blocks=Basic Latin,Cyrillic
6925  0x0007b1b6 0x0047cdb6 6   7    .text   ascii   *_7oPp
6926  0x0007b1fa 0x0047cdfa 6   7    .text   ascii   T(*\t\t[
6927  0x0007b28d 0x0047ce8d 5   6    .text   ascii   FycRc
6928  0x0007b2c5 0x0047cec5 5   6    .text   ascii   C6h5t
6929  0x0007b2df 0x0047cedf 4   5    .text   ascii   i\ts$
6930  0x0007b2e6 0x0047cee6 4   5    .text   ascii   yevc
6931  0x0007b2fe 0x0047cefe 4   5    .text   ascii   V$r\b
6932  0x0007b37e 0x0047cf7e 5   6    .text   ascii   LwN^^
6933  0x0007b38f 0x0047cf8f 4   5    .text   ascii   =_M4
6934  0x0007b3a2 0x0047cfa2 4   5    .text   ascii   8",9
6935  0x0007b3b2 0x0047cfb2 5   6    .text   ascii   ;q Td
6936  0x0007b3e8 0x0047cfe8 4   5    .text   ascii   zy2D
6937  0x0007b3fb 0x0047cffb 5   6    .text   ascii   ~ \bg'
6938  0x0007b49d 0x0047d09d 5   6    .text   ascii   T0$+U
6939  0x0007b4e6 0x0047d0e6 6   8    .text   utf8    U&cTӷ" blocks=Basic Latin,Cyrillic
6940  0x0007b4f3 0x0047d0f3 8   9    .text   ascii   ~$Rrka<;
6941  0x0007b567 0x0047d167 4   5    .text   ascii   aN3H
6942  0x0007b580 0x0047d180 5   6    .text   ascii   I]b'O
6943  0x0007b592 0x0047d192 4   7    .text   utf8    S舘P) blocks=Basic Latin,CJK Unified Ideographs
6944  0x0007b5b3 0x0047d1b3 4   5    .text   ascii   vF4L
6945  0x0007b5fa 0x0047d1fa 5   8    .text   utf8    +j.糼\r blocks=Basic Latin,CJK Unified Ideographs
6946  0x0007b611 0x0047d211 5   6    .text   ascii   Bnn.>
6947  0x0007b64e 0x0047d24e 7   8    .text   ascii   &c^`;fX
6948  0x0007b656 0x0047d256 6   7    .text   ascii   j(.9\r^
6949  0x0007b6bb 0x0047d2bb 5   6    .text   ascii   ~W4\u
6950  0x0007b6e2 0x0047d2e2 4   6    .text   utf8    ĉ]_1 blocks=Latin Extended-A,Basic Latin
6951  0x0007b6ff 0x0047d2ff 4   5    .text   ascii   ^xop
6952  0x0007b70a 0x0047d30a 4   6    .text   utf8     ğ=\a blocks=Basic Latin,Latin Extended-A
6953  0x0007b786 0x0047d386 4   5    .text   ascii   `XD6
6954  0x0007b7b4 0x0047d3b4 4   5    .text   ascii   EY\n\v
6955  0x0007b828 0x0047d428 4   5    .text   ascii   ,-\bU
6956  0x0007b85f 0x0047d45f 4   5    .text   ascii   +3Xk
6957  0x0007b86c 0x0047d46c 4   7    .text   utf8    |,ъӽ blocks=Basic Latin,Cyrillic
6958  0x0007b875 0x0047d475 4   6    .text   utf8    ʍ7Tt blocks=IPA Extensions,Basic Latin
6959  0x0007b905 0x0047d505 4   6    .text   utf8    J|.ɾ blocks=Basic Latin,IPA Extensions
6960  0x0007b926 0x0047d526 5   6    .text   ascii   }eRQ2
6961  0x0007b950 0x0047d550 6   8    .text   utf8    @@DB@G
6962  0x0007b972 0x0047d572 4   5    .text   ascii   x_0\a
6963  0x0007b98e 0x0047d58e 4   6    .text   utf8    A4ȴ\a blocks=Basic Latin,Latin Extended-B
6964  0x0007b997 0x0047d597 5   6    .text   ascii   t{XiU
6965  0x0007b9d1 0x0047d5d1 4   5    .text   ascii   y=\O
6966  0x0007ba03 0x0047d603 4   7    .text   utf8    ᙙU!J blocks=Unified Canadian Aboriginal Syllabics,Basic Latin
6967  0x0007ba97 0x0047d697 4   5    .text   ascii   n(tE
6968  0x0007bac0 0x0047d6c0 5   7    .text   utf8    L,̄\ns blocks=Basic Latin,Combining Diacritical Marks
6969  0x0007bad6 0x0047d6d6 5   6    .text   ascii   0T}!T
6970  0x0007baed 0x0047d6ed 5   6    .text   ascii   qb\tPK
6971  0x0007baf3 0x0047d6f3 6   8    .text   utf8    ?١!ipY blocks=Basic Latin,Arabic
6972  0x0007bbf2 0x0047d7f2 4   5    .text   ascii   #3X,
6973  0x0007bbfa 0x0047d7fa 4   5    .text   ascii   \vm`\
6974  0x0007bc00 0x0047d800 4   5    .text   ascii   xBn$
6975  0x0007bc10 0x0047d810 4   5    .text   ascii   >A"#
6976  0x0007bc30 0x0047d830 5   6    .text   ascii   _%sqZ
6977  0x0007bce4 0x0047d8e4 5   7    .text   utf8    \nr5ȃ< blocks=Basic Latin,Latin Extended-B
6978  0x0007bd18 0x0047d918 4   6    .text   utf8    +qQӈ blocks=Basic Latin,Cyrillic
6979  0x0007bd1e 0x0047d91e 4   5    .text   ascii   S7"I
6980  0x0007bd7a 0x0047d97a 5   9    .text   utf8    뚋ڈ4,` blocks=Hangul Syllables,Arabic,Basic Latin
6981  0x0007bd87 0x0047d987 4   5    .text   ascii   GB!|
6982  0x0007bdf4 0x0047d9f4 4   6    .text   utf8    ƧaUj blocks=Latin Extended-B,Basic Latin
6983  0x0007bf5d 0x0047db5d 5   6    .text   ascii   2JVxw
6984  0x0007bf87 0x0047db87 4   5    .text   ascii   \~C>
6985  0x0007bfb0 0x0047dbb0 4   5    .text   ascii   h\bQI
6986  0x0007bfb6 0x0047dbb6 4   5    .text   ascii   {8.<
6987  0x0007bfc1 0x0047dbc1 5   6    .text   ascii   `pd%a
6988  0x0007bfe5 0x0047dbe5 5   6    .text   ascii   IxgP`
6989  0x0007bfff 0x0047dbff 5   6    .text   ascii   @MF6+
6990  0x0007c030 0x0047dc30 4   5    .text   ascii   9[QQ
6991  0x0007c09e 0x0047dc9e 4   6    .text   utf8    nNϸy blocks=Basic Latin,Greek and Coptic
6992  0x0007c0c2 0x0047dcc2 4   5    .text   ascii   "cSE
6993  0x0007c0db 0x0047dcdb 5   6    .text   ascii   kD_v#
6994  0x0007c117 0x0047dd17 4   5    .text   ascii   Q9\f%
6995  0x0007c130 0x0047dd30 4   6    .text   utf8    ٲ\r^v blocks=Arabic,Basic Latin
6996  0x0007c165 0x0047dd65 4   5    .text   ascii   <qh5
6997  0x0007c185 0x0047dd85 6   7    .text   ascii   0\tD|.\n
6998  0x0007c1c0 0x0047ddc0 4   6    .text   utf8    R[-ӛ blocks=Basic Latin,Cyrillic
6999  0x0007c1f1 0x0047ddf1 6   8    .text   utf8    }۲b7\b( blocks=Basic Latin,Arabic
7000  0x0007c1ff 0x0047ddff 5   6    .text   ascii   \tD\t*
7001  0x0007c21c 0x0047de1c 5   6    .text   ascii   <SD":
7002  0x0007c23d 0x0047de3d 4   5    .text   ascii   LUlH
7003  0x0007c24b 0x0047de4b 5   8    .text   utf8    ݄ShtQ blocks=Syriac,Basic Latin
7004  0x0007c264 0x0047de64 4   5    .text   ascii   $Y6+
7005  0x0007c26d 0x0047de6d 4   7    .text   utf8    Ҷl\vː blocks=Cyrillic,Basic Latin,Spacing Modifier Letters
7006  0x0007c278 0x0047de78 4   6    .text   utf8    l1ʅ3 blocks=Basic Latin,IPA Extensions
7007  0x0007c292 0x0047de92 4   5    .text   ascii   Zd\vE
7008  0x0007c2a2 0x0047dea2 5   7    .text   utf8    ^\n֠HG blocks=Basic Latin,Hebrew
7009  0x0007c2c8 0x0047dec8 5   7    .text   utf8    ӰS$3! blocks=Cyrillic,Basic Latin
7010  0x0007c2f4 0x0047def4 5   6    .text   ascii   wxRSi
7011  0x0007c30e 0x0047df0e 4   5    .text   ascii   0%={
7012  0x0007c31c 0x0047df1c 4   5    .text   ascii   F-'\r
7013  0x0007c345 0x0047df45 7   9    .text   utf8    +/Nx:3ڱ blocks=Basic Latin,Arabic
7014  0x0007c37a 0x0047df7a 4   5    .text   ascii   T<`z
7015  0x0007c3f5 0x0047dff5 5   6    .text   ascii   u\vbN&
7016  0x0007c404 0x0047e004 4   5    .text   ascii   s4?B
7017  0x0007c442 0x0047e042 4   7    .text   utf8    9菁Xr blocks=Basic Latin,CJK Unified Ideographs
7018  0x0007c4e9 0x0047e0e9 5   6    .text   ascii   49`VA
7019  0x0007c528 0x0047e128 6   7    .text   ascii   o3vF]]
7020  0x0007c555 0x0047e155 5   6    .text   ascii   \v*y{+
7021  0x0007c5cb 0x0047e1cb 6   7    .text   ascii   Q\tOwws
7022  0x0007c5d2 0x0047e1d2 4   5    .text   ascii   f.f^
7023  0x0007c5db 0x0047e1db 6   7    .text   ascii   \|(j'E
7024  0x0007c5e7 0x0047e1e7 4   5    .text   ascii   E~s\v
7025  0x0007c650 0x0047e250 5   7    .text   utf8    }okݥj blocks=Basic Latin,Arabic Supplement
7026  0x0007c684 0x0047e284 6   8    .text   utf8    _po*ݱ! blocks=Basic Latin,Arabic Supplement
7027  0x0007c6be 0x0047e2be 5   6    .text   ascii   R?e:l
7028  0x0007c6c4 0x0047e2c4 5   6    .text   ascii   jNq3x
7029  0x0007c6e0 0x0047e2e0 4   7    .text   utf8    dB{鏈 blocks=Basic Latin,CJK Unified Ideographs
7030  0x0007c72e 0x0047e32e 4   5    .text   ascii   <54G
7031  0x0007c73c 0x0047e33c 7   9    .text   utf8    H$]ٚP/I blocks=Basic Latin,Arabic
7032  0x0007c768 0x0047e368 4   6    .text   utf8    }πMM blocks=Basic Latin,Greek and Coptic
7033  0x0007c78d 0x0047e38d 4   7    .text   utf8    *Y鱶, blocks=Basic Latin,CJK Unified Ideographs
7034  0x0007c799 0x0047e399 5   6    .text   ascii   VRlfV
7035  0x0007c7a0 0x0047e3a0 4   5    .text   ascii   -}42
7036  0x0007c800 0x0047e400 4   6    .text   utf8    }Ě4w blocks=Basic Latin,Latin Extended-A
7037  0x0007c827 0x0047e427 4   5    .text   ascii   Y:n[
7038  0x0007c864 0x0047e464 5   6    .text   ascii   s(Gg;
7039  0x0007c873 0x0047e473 4   6    .text   utf8    !o\tѼ blocks=Basic Latin,Cyrillic
7040  0x0007c8b5 0x0047e4b5 8   10   .text   utf8    3PeEع5DP blocks=Basic Latin,Arabic
7041  0x0007c8f5 0x0047e4f5 4   5    .text   ascii   )^q 
7042  0x0007c91f 0x0047e51f 7   8    .text   ascii   DC;9nf8
7043  0x0007c941 0x0047e541 4   5    .text   ascii   /\bhs
7044  0x0007c993 0x0047e593 5   6    .text   ascii   ;\fO'(
7045  0x0007c9f9 0x0047e5f9 7   8    .text   ascii   Yw2wptv
7046  0x0007ca27 0x0047e627 6   7    .text   ascii    A\r TD
7047  0x0007ca46 0x0047e646 5   6    .text   ascii   h6*A|
7048  0x0007ca57 0x0047e657 4   5    .text   ascii   RptB
7049  0x0007ca60 0x0047e660 4   5    .text   ascii   A;dX
7050  0x0007ca88 0x0047e688 4   5    .text   ascii   )>`O
7051  0x0007caa2 0x0047e6a2 6   7    .text   ascii   Pj.`E\v
7052  0x0007cafc 0x0047e6fc 7   8    .text   ascii   Y$,#X-a
7053  0x0007cb06 0x0047e706 5   6    .text   ascii   yv\rI=
7054  0x0007cb2b 0x0047e72b 5   7    .text   utf8    GnΜyU blocks=Basic Latin,Greek and Coptic
7055  0x0007cb3b 0x0047e73b 5   6    .text   ascii   |{[\bf
7056  0x0007cb75 0x0047e775 4   7    .text   utf8    ;SFD
7057  0x0007cb80 0x0047e780 6   8    .text   utf8    .#kLې? blocks=Basic Latin,Arabic
7058  0x0007cb88 0x0047e788 4   6    .text   utf8    üt^| blocks=Latin-1 Supplement,Basic Latin
7059  0x0007cbc4 0x0047e7c4 4   5    .text   ascii   \bAK=
7060  0x0007cbe0 0x0047e7e0 4   5    .text   ascii   4Q5a
7061  0x0007cbe6 0x0047e7e6 4   5    .text   ascii   a(3a
7062  0x0007cbf1 0x0047e7f1 4   8    .text   utf8    鮩Ӆ8\v blocks=CJK Unified Ideographs,Cyrillic,Basic Latin
7063  0x0007cc01 0x0047e801 4   5    .text   ascii   a6M&
7064  0x0007cc25 0x0047e825 6   8    .text   utf8    *kѶJ3- blocks=Basic Latin,Cyrillic
7065  0x0007cc4d 0x0047e84d 5   7    .text   utf8    4m,a\v
7066  0x0007cc75 0x0047e875 7   9    .text   utf8    3=R`kޞY blocks=Basic Latin,Thaana
7067  0x0007cc94 0x0047e894 4   5    .text   ascii   GTY!
7068  0x0007cd0f 0x0047e90f 4   5    .text   ascii   \t+wp
7069  0x0007cd2a 0x0047e92a 4   6    .text   utf8    \r:0ۉ blocks=Basic Latin,Arabic
7070  0x0007cd5c 0x0047e95c 7   9    .text   utf8    Őm0^/$ blocks=Basic Latin,Combining Diacritical Marks
7071  0x0007cd68 0x0047e968 5   6    .text   ascii   #\4NS
7072  0x0007cddb 0x0047e9db 6   7    .text   ascii   v;V,|r
7073  0x0007ce1c 0x0047ea1c 4   7    .text   utf8    \t跐PT blocks=Basic Latin,CJK Unified Ideographs
7074  0x0007ce62 0x0047ea62 4   5    .text   ascii   |4<E
7075  0x0007ce80 0x0047ea80 5   6    .text   ascii   [=\bH^
7076  0x0007cebd 0x0047eabd 12  13   .text   ascii   .IxQ$'593u\ny
7077  0x0007cef5 0x0047eaf5 6   7    .text   ascii   "fl:sA
7078  0x0007cf63 0x0047eb63 5   9    .text   utf8    Ȏ֝lɿS blocks=Latin Extended-B,Hebrew,Basic Latin,IPA Extensions
7079  0x0007cfc5 0x0047ebc5 5   6    .text   ascii   1G&6B
7080  0x0007cfdb 0x0047ebdb 4   5    .text   ascii   je?A
7081  0x0007d020 0x0047ec20 4   5    .text   ascii   EL=:
7082  0x0007d094 0x0047ec94 5   6    .text   ascii   EC|H#
7083  0x0007d0b3 0x0047ecb3 4   5    .text   ascii   Gg9\n
7084  0x0007d10a 0x0047ed0a 4   6    .text   utf8    }-h̫ blocks=Basic Latin,Combining Diacritical Marks
7085  0x0007d124 0x0047ed24 5   6    .text   ascii   (az'D
7086  0x0007d12c 0x0047ed2c 4   5    .text   ascii   mP?P
7087  0x0007d137 0x0047ed37 4   5    .text   ascii   \v\a\tZ
7088  0x0007d164 0x0047ed64 4   5    .text   ascii   \r%CJ
7089  0x0007d1ae 0x0047edae 5   6    .text   ascii   C/t*l
7090  0x0007d1f7 0x0047edf7 4   5    .text   ascii   2/^i
7091  0x0007d27d 0x0047ee7d 6   7    .text   ascii   o\f'b1t
7092  0x0007d287 0x0047ee87 4   6    .text   utf8    Ҁ)\' blocks=Cyrillic,Basic Latin
7093  0x0007d2b6 0x0047eeb6 4   5    .text   ascii   6K\e5
7094  0x0007d2d2 0x0047eed2 4   5    .text   ascii   \t{.A
7095  0x0007d314 0x0047ef14 4   5    .text   ascii   lX}\t
7096  0x0007d357 0x0047ef57 4   5    .text   ascii   ^HCd
7097  0x0007d38b 0x0047ef8b 4   6    .text   utf8    Zðqy blocks=Basic Latin,Latin-1 Supplement
7098  0x0007d3a6 0x0047efa6 4   5    .text   ascii   lC^j
7099  0x0007d3f1 0x0047eff1 6   8    .text   utf8    UI\nпpf blocks=Basic Latin,Cyrillic
7100  0x0007d40b 0x0047f00b 8   9    .text   ascii   \b{sviZ\be
7101  0x0007d429 0x0047f029 7   9    .text   utf8    musK\r`ӵ blocks=Basic Latin,Cyrillic
7102  0x0007d489 0x0047f089 4   5    .text   ascii   wqhn
7103  0x0007d512 0x0047f112 5   6    .text   ascii   /t\bh'
7104  0x0007d53f 0x0047f13f 6   7    .text   ascii   &>?uoc
7105  0x0007d577 0x0047f177 6   7    .text   ascii   N_>f6F
7106  0x0007d581 0x0047f181 5   6    .text   ascii   SOq{J
7107  0x0007d589 0x0047f189 4   5    .text   ascii   \n&kA
7108  0x0007d5b5 0x0047f1b5 5   6    .text   ascii   s}\asn
7109  0x0007d5d6 0x0047f1d6 4   6    .text   utf8    ̧i7u blocks=Combining Diacritical Marks,Basic Latin
7110  0x0007d626 0x0047f226 4   5    .text   ascii   ic`$
7111  0x0007d634 0x0047f234 4   6    .text   utf8    aJс^ blocks=Basic Latin,Cyrillic
7112  0x0007d641 0x0047f241 4   5    .text   ascii   O8-X
7113  0x0007d66d 0x0047f26d 6   7    .text   ascii   L&1K=0
7114  0x0007d679 0x0047f279 4   5    .text   ascii   \nFwY
7115  0x0007d680 0x0047f280 5   6    .text   ascii   Pi \r]
7116  0x0007d696 0x0047f296 5   6    .text   ascii   /0\f7`
7117  0x0007d6cf 0x0047f2cf 6   7    .text   ascii   -vc*C3
7118  0x0007d6e5 0x0047f2e5 4   5    .text   ascii   y\tX@
7119  0x0007d706 0x0047f306 4   6    .text   utf8    Ã{4- blocks=Latin-1 Supplement,Basic Latin
7120  0x0007d76b 0x0047f36b 5   6    .text   ascii   (tl=K
7121  0x0007d774 0x0047f374 5   6    .text   ascii   M\O8\
7122  0x0007d7ca 0x0047f3ca 9   10   .text   ascii   Aq"h!SAx.
7123  0x0007d8bd 0x0047f4bd 8   11   .text   utf8    iWAeuV(⇸ blocks=Basic Latin,Arrows
7124  0x0007d8f5 0x0047f4f5 9   11   .text   utf8    «Cg'4\aDcB blocks=Latin-1 Supplement,Basic Latin
7125  0x0007d900 0x0047f500 4   5    .text   ascii   )7:3
7126  0x0007d905 0x0047f505 5   6    .text   ascii   /AS={
7127  0x0007d91a 0x0047f51a 4   5    .text   ascii   kE0c
7128  0x0007d91f 0x0047f51f 5   6    .text   ascii   +IS+N
7129  0x0007d959 0x0047f559 6   7    .text   ascii   &O};/&
7130  0x0007d989 0x0047f589 4   5    .text   ascii   '*"_
7131  0x0007d9c3 0x0047f5c3 4   5    .text   ascii   H'\tc
7132  0x0007d9d8 0x0047f5d8 4   5    .text   ascii   ->~S
7133  0x0007da5c 0x0047f65c 5   7    .text   utf8    ۰6n'X blocks=Arabic,Basic Latin
7134  0x0007da9b 0x0047f69b 4   6    .text   utf8    2`zϷ blocks=Basic Latin,Greek and Coptic
7135  0x0007daa8 0x0047f6a8 6   7    .text   ascii   Ds\rAds
7136  0x0007dabd 0x0047f6bd 4   5    .text   ascii   2${\r
