Metadata Signature: 0x14d14 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 537c
Stream name: #~ 4
DirectoryAddress: 53e8 Size: 57c4
Stream name: #Strings 12
DirectoryAddress: abac Size: cc
Stream name: #US 4
DirectoryAddress: ac78 Size: 10
Stream name: #GUID 8
DirectoryAddress: ac88 Size: 1ac8
Stream name: #Blob 8
[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
356   0x0001a242 0x0041be42 7   8    .text   ascii   Boolean
357   0x0001a24a 0x0041be4a 29  30   .text   ascii   RuntimeCompatibilityAttribute
358   0x0001a268 0x0041be68 26  27   .text   ascii   AssemblyTrademarkAttribute
359   0x0001a283 0x0041be83 19  20   .text   ascii   DebuggableAttribute
360   0x0001a297 0x0041be97 18  19   .text   ascii   System.Diagnostics
361   0x0001a2aa 0x0041beaa 14  15   .text   ascii   DebuggingModes
362   0x0001a2b9 0x0041beb9 48  49   .text   ascii   hhhhhhhhhhhhhhhhhhhdffffffffffffffffffffffff.exe
363   0x0001a2ea 0x0041beea 8   9    .text   ascii   <Module>
364   0x0001a2f3 0x0041bef3 18  19   .text   ascii   wddUuv4hbjY8Erluen
365   0x0001a306 0x0041bf06 6   7    .text   ascii   Object
366   0x0001a30d 0x0041bf0d 13  14   .text   ascii   MyApplication
367   0x0001a31e 0x0041bf1e 15  16   .text   ascii   ApplicationBase
368   0x0001a32e 0x0041bf2e 41  42   .text   ascii   Microsoft.VisualBasic.ApplicationServices
369   0x0001a358 0x0041bf58 21  22   .text   ascii   Microsoft.VisualBasic
370   0x0001a36e 0x0041bf6e 10  11   .text   ascii   MyComputer
371   0x0001a379 0x0041bf79 8   9    .text   ascii   Computer
372   0x0001a382 0x0041bf82 29  30   .text   ascii   Microsoft.VisualBasic.Devices
373   0x0001a3a0 0x0041bfa0 9   10   .text   ascii   MyProject
374   0x0001a3aa 0x0041bfaa 13  14   .text   ascii   MyWebServices
375   0x0001a3b8 0x0041bfb8 26  27   .text   ascii   ThreadSafeObjectProvider`1
376   0x0001a3d3 0x0041bfd3 22  67   .text   utf8    八人南好起叫很九明过人方软很起去豆毒件美贵过 blocks=CJK Unified Ideographs
377   0x0001a416 0x0041c016 5   6    .text   ascii   RunPE
378   0x0001a41c 0x0041c01c 9   10   .text   ascii   FAS4R23Q5
379   0x0001a426 0x0041c026 9   10   .text   ascii   ValueType
380   0x0001a430 0x0041c030 19  20   .text   ascii   PROCESS_INFORMATION
381   0x0001a444 0x0041c044 19  20   .text   ascii   STARTUP_INFORMATION
382   0x0001a458 0x0041c058 12  13   .text   ascii   FASIJRI34324
383   0x0001a465 0x0041c065 71  72   .text   ascii   DKASJPKFSLIDHFOIASNJFpnjiopnfgaoisnroi3noINFAOISNROI32N5OIMNWOIFME2422S
384   0x0001a4ad 0x0041c0ad 17  18   .text   ascii   MulticastDelegate
385   0x0001a4bf 0x0041c0bf 63  64   .text   ascii   OIHFSDOIUHOiuhjoisirnjoi3noiNOIFAOIR4HNJO3WIQ4PO4JIOPSJFIOPAS44
386   0x0001a4ff 0x0041c0ff 62  63   .text   ascii   FASJRO2FKJSAGHOuhfoaisuhneroiAHNOIFNHJinhIONFAOISNJROI34334212
387   0x0001a53e 0x0041c13e 13  14   .text   ascii   AppNameFinder
388   0x0001a54c 0x0041c14c 20  21   .text   ascii   SmartAssembly.Shared
389   0x0001a561 0x0041c161 13  14   .text   ascii   AppPathFinder
390   0x0001a56f 0x0041c16f 15  16   .text   ascii   AppRegistryKeys
391   0x0001a57f 0x0041c17f 8   9    .text   ascii   HashType
392   0x0001a588 0x0041c188 4   5    .text   ascii   Enum
393   0x0001a58d 0x0041c18d 7   8    .text   ascii   Strings
394   0x0001a595 0x0041c195 29  30   .text   ascii   SmartAssembly.StringsEncoding
395   0x0001a5b3 0x0041c1b3 19  20   .text   ascii   DoNotPruneAttribute
396   0x0001a5c7 0x0041c1c7 9   10   .text   ascii   Attribute
397   0x0001a5d1 0x0041c1d1 18  19   .text   ascii   DoNotMoveAttribute
398   0x0001a5e4 0x0041c1e4 27  28   .text   ascii   DoNotEncodeStringsAttribute
399   0x0001a600 0x0041c200 17  18   .text   ascii   SmartAssembly.Zip
400   0x0001a612 0x0041c212 9   10   .text   ascii   SimpleZip
401   0x0001a61c 0x0041c21c 8   9    .text   ascii   Inflater
402   0x0001a625 0x0041c225 17  18   .text   ascii   StreamManipulator
403   0x0001a637 0x0041c237 12  13   .text   ascii   OutputWindow
404   0x0001a644 0x0041c244 19  20   .text   ascii   InflaterHuffmanTree
405   0x0001a658 0x0041c258 17  18   .text   ascii   InflaterDynHeader
406   0x0001a66a 0x0041c26a 8   9    .text   ascii   Deflater
407   0x0001a673 0x0041c273 15  16   .text   ascii   DeflaterHuffman
408   0x0001a683 0x0041c283 4   5    .text   ascii   Tree
409   0x0001a688 0x0041c288 14  15   .text   ascii   DeflaterEngine
410   0x0001a697 0x0041c297 15  16   .text   ascii   DeflaterPending
411   0x0001a6a7 0x0041c2a7 9   10   .text   ascii   ZipStream
412   0x0001a6b1 0x0041c2b1 12  13   .text   ascii   MemoryStream
413   0x0001a6be 0x0041c2be 9   10   .text   ascii   System.IO
414   0x0001a6c8 0x0041c2c8 68  69   .text   ascii   <PrivateImplementationDetails>{EEE1D952-7F5E-4141-84B5-3EF03AF3374F}
415   0x0001a70d 0x0041c30d 28  29   .text   ascii   __StaticArrayInitTypeSize=16
416   0x0001a72a 0x0041c32a 30  31   .text   ascii   __StaticArrayInitTypeSize=1024
417   0x0001a749 0x0041c349 29  30   .text   ascii   __StaticArrayInitTypeSize=116
418   0x0001a767 0x0041c367 29  30   .text   ascii   __StaticArrayInitTypeSize=120
419   0x0001a785 0x0041c385 28  29   .text   ascii   __StaticArrayInitTypeSize=12
420   0x0001a7a2 0x0041c3a2 28  29   .text   ascii   __StaticArrayInitTypeSize=76
421   0x0001a7bf 0x0041c3bf 33  34   .text   ascii   SmartAssembly.SmartExceptionsCore
422   0x0001a7e1 0x0041c3e1 23  24   .text   ascii   DoNotObfuscateAttribute
423   0x0001a7f9 0x0041c3f9 27  28   .text   ascii   DoNotObfuscateTypeAttribute
424   0x0001a815 0x0041c415 23  24   .text   ascii   DoNotPruneTypeAttribute
425   0x0001a82d 0x0041c42d 10  11   .text   ascii   Encryption
426   0x0001a838 0x0041c438 12  13   .text   ascii   ReportSender
427   0x0001a845 0x0041c445 17  18   .text   ascii   AfterLoginClosure
428   0x0001a857 0x0041c457 18  19   .text   ascii   AfterUploadClosure
429   0x0001a86a 0x0041c46a 25  26   .text   ascii   NotificationEmailSettings
430   0x0001a884 0x0041c484 17  18   .text   ascii   ErrorReportSender
431   0x0001a896 0x0041c496 12  13   .text   ascii   AttachedFile
432   0x0001a8a3 0x0041c4a3 19  20   .text   ascii   AssemblyInformation
433   0x0001a8b7 0x0041c4b7 15  16   .text   ascii   TypeInformation
434   0x0001a8c7 0x0041c4c7 13  14   .text   ascii   ObjectAndType
435   0x0001a8d5 0x0041c4d5 23  24   .text   ascii   FatalExceptionEventArgs
436   0x0001a8ed 0x0041c4ed 9   10   .text   ascii   EventArgs
437   0x0001a8f7 0x0041c4f7 26  27   .text   ascii   FatalExceptionEventHandler
438   0x0001a912 0x0041c512 24  25   .text   ascii   ReportExceptionEventArgs
439   0x0001a92b 0x0041c52b 20  21   .text   ascii   ReportUsageAttribute
440   0x0001a940 0x0041c540 9   10   .text   ascii   Resources
441   0x0001a94a 0x0041c54a 26  27   .text   ascii   SecurityExceptionEventArgs
442   0x0001a965 0x0041c565 33  34   .text   ascii   SendingReportFeedbackEventHandler
443   0x0001a987 0x0041c587 30  31   .text   ascii   SendingReportFeedbackEventArgs
444   0x0001a9a6 0x0041c5a6 17  18   .text   ascii   SendingReportStep
445   0x0001a9b8 0x0041c5b8 15  16   .text   ascii   SmartStackFrame
446   0x0001a9c8 0x0041c5c8 16  17   .text   ascii   StackFrameHelper
447   0x0001a9d9 0x0041c5d9 14  15   .text   ascii   StringCallback
448   0x0001a9e8 0x0041c5e8 15  16   .text   ascii   AutoHeightLabel
449   0x0001a9f8 0x0041c5f8 36  37   .text   ascii   SmartAssembly.SmartExceptionsCore.UI
450   0x0001aa1d 0x0041c61d 5   6    .text   ascii   Label
451   0x0001aa23 0x0041c623 20  21   .text   ascii   System.Windows.Forms
452   0x0001aa38 0x0041c638 15  16   .text   ascii   FeedbackControl
453   0x0001aa48 0x0041c648 7   8    .text   ascii   Control
454   0x0001aa50 0x0041c650 13  14   .text   ascii   HeaderControl
455   0x0001aa5e 0x0041c65e 9   10   .text   ascii   IconState
456   0x0001aa68 0x0041c668 9   10   .text   ascii   PoweredBy
457   0x0001aa72 0x0041c672 24  25   .text   ascii   WaitSendingReportControl
458   0x0001aa8b 0x0041c68b 25  26   .text   ascii   UnhandledExceptionHandler
459   0x0001aaa5 0x0041c6a5 24  25   .text   ascii   UploadReportLoginService
460   0x0001aabe 0x0041c6be 22  23   .text   ascii   SoapHttpClientProtocol
461   0x0001aad5 0x0041c6d5 29  30   .text   ascii   System.Web.Services.Protocols
462   0x0001aaf3 0x0041c6f3 19  20   .text   ascii   System.Web.Services
463   0x0001ab07 0x0041c707 16  17   .text   ascii   ReportingService
464   0x0001ab18 0x0041c718 17  18   .text   ascii   WebServicesClient
465   0x0001ab2a 0x0041c72a 5   6    .text   ascii   Win32
466   0x0001ab30 0x0041c730 4   5    .text   ascii   RECT
467   0x0001ab35 0x0041c735 13  14   .text   ascii   OSVERSIONINFO
468   0x0001ab43 0x0041c743 11  12   .text   ascii   SYSTEM_INFO
469   0x0001ab4f 0x0041c74f 17  18   .text   ascii   XmlElementSpanner
470   0x0001ab61 0x0041c761 68  69   .text   ascii   <PrivateImplementationDetails>{5309B242-860B-464B-AC0E-F87D2ED4E775}
471   0x0001aba6 0x0041c7a6 29  30   .text   ascii   __StaticArrayInitTypeSize=124
472   0x0001abc4 0x0041c7c4 22  23   .text   ascii   ExceptionReportingForm
473   0x0001abdb 0x0041c7db 35  36   .text   ascii   SmartAssembly.SmartExceptionsWithUI
474   0x0001abff 0x0041c7ff 4   5    .text   ascii   Form
475   0x0001ac04 0x0041c804 12  13   .text   ascii   Localization
476   0x0001ac11 0x0041c811 21  22   .text   ascii   SecurityExceptionForm
477   0x0001ac27 0x0041c827 31  32   .text   ascii   UnhandledExceptionHandlerWithUI
478   0x0001ac47 0x0041c847 18  19   .text   ascii   PoweredByAttribute
479   0x0001ac5a 0x0041c85a 24  25   .text   ascii   SmartAssembly.Attributes
480   0x0001ac73 0x0041c873 24  25   .text   ascii   m_ComputerObjectProvider
481   0x0001ac8c 0x0041c88c 19  20   .text   ascii   m_AppObjectProvider
482   0x0001aca0 0x0041c8a0 20  21   .text   ascii   m_UserObjectProvider
483   0x0001acb5 0x0041c8b5 4   5    .text   ascii   User
484   0x0001acba 0x0041c8ba 29  30   .text   ascii   m_MyWebServicesObjectProvider
485   0x0001acd8 0x0041c8d8 6   7    .text   ascii   .cctor
486   0x0001acdf 0x0041c8df 9   10   .text   ascii   Exception
487   0x0001ace9 0x0041c8e9 12  13   .text   ascii   get_Computer
488   0x0001acf6 0x0041c8f6 15  16   .text   ascii   get_GetInstance
489   0x0001ad06 0x0041c906 15  16   .text   ascii   get_Application
490   0x0001ad16 0x0041c916 8   9    .text   ascii   get_User
491   0x0001ad1f 0x0041c91f 15  16   .text   ascii   get_WebServices
492   0x0001ad2f 0x0041c92f 18  19   .text   ascii   dejt8cwfDjcvdsZckp
493   0x0001ad42 0x0041c942 18  19   .text   ascii   uIKGqYbYVRfpTVcnQE
494   0x0001ad55 0x0041c955 11  12   .text   ascii   Application
495   0x0001ad61 0x0041c961 11  12   .text   ascii   WebServices
496   0x0001ad6d 0x0041c96d 6   7    .text   ascii   Equals
497   0x0001ad76 0x0041c976 14  15   .text   ascii   RuntimeHelpers
498   0x0001ad85 0x0041c985 14  15   .text   ascii   GetObjectValue
499   0x0001ad94 0x0041c994 11  12   .text   ascii   GetHashCode
500   0x0001ada0 0x0041c9a0 7   8    .text   ascii   GetType
501   0x0001ada8 0x0041c9a8 4   5    .text   ascii   Type
502   0x0001adad 0x0041c9ad 17  18   .text   ascii   GetTypeFromHandle
503   0x0001adbf 0x0041c9bf 17  18   .text   ascii   RuntimeTypeHandle
504   0x0001add1 0x0041c9d1 8   9    .text   ascii   ToString
505   0x0001adda 0x0041c9da 18  19   .text   ascii   Create__Instance__
506   0x0001adef 0x0041c9ef 8   9    .text   ascii   instance
507   0x0001adf8 0x0041c9f8 9   10   .text   ascii   Activator
508   0x0001ae02 0x0041ca02 14  15   .text   ascii   CreateInstance
509   0x0001ae11 0x0041ca11 19  20   .text   ascii   Dispose__Instance__
510   0x0001ae25 0x0041ca25 18  19   .text   ascii   TWhgewKPASduywZSk7
511   0x0001ae38 0x0041ca38 18  19   .text   ascii   xb1dfMO8KESrJh0joE
512   0x0001ae4b 0x0041ca4b 19  20   .text   ascii   m_ThreadStaticValue
513   0x0001ae5f 0x0041ca5f 11  12   .text   ascii   GetInstance
514   0x0001ae6b 0x0041ca6b 22  67   .text   utf8    美维没哥国哪九贵七豆明起关维件海叫家好软方贵 blocks=CJK Unified Ideographs
515   0x0001aeae 0x0041caae 16  17   .text   ascii   ICryptoTransform
516   0x0001aebf 0x0041cabf 28  29   .text   ascii   System.Security.Cryptography
517   0x0001aedc 0x0041cadc 18  19   .text   ascii   Rfc2898DeriveBytes
518   0x0001aeef 0x0041caef 15  16   .text   ascii   RijndaelManaged
519   0x0001aeff 0x0041caff 4   5    .text   ascii   Byte
520   0x0001af04 0x0041cb04 12  13   .text   ascii   CryptoStream
521   0x0001af11 0x0041cb11 8   9    .text   ascii   GetBytes
522   0x0001af1a 0x0041cb1a 18  19   .text   ascii   SymmetricAlgorithm
523   0x0001af2d 0x0041cb2d 8   9    .text   ascii   set_Mode
524   0x0001af36 0x0041cb36 10  11   .text   ascii   CipherMode
525   0x0001af41 0x0041cb41 15  16   .text   ascii   CreateDecryptor
526   0x0001af51 0x0041cb51 6   7    .text   ascii   Stream
527   0x0001af58 0x0041cb58 16  17   .text   ascii   CryptoStreamMode
528   0x0001af69 0x0041cb69 4   5    .text   ascii   Read
529   0x0001af6e 0x0041cb6e 5   6    .text   ascii   Close
530   0x0001af74 0x0041cb74 8   9    .text   ascii   Encoding
531   0x0001af7d 0x0041cb7d 11  12   .text   ascii   System.Text
532   0x0001af89 0x0041cb89 8   9    .text   ascii   get_UTF8
533   0x0001af92 0x0041cb92 9   10   .text   ascii   GetString
534   0x0001af9c 0x0041cb9c 9   10   .text   ascii   get_ASCII
535   0x0001afa6 0x0041cba6 7   8    .text   ascii   Convert
536   0x0001afae 0x0041cbae 16  17   .text   ascii   FromBase64String
537   0x0001afbf 0x0041cbbf 10  11   .text   ascii   DeleteFile
538   0x0001afca 0x0041cbca 4   5    .text   ascii   name
539   0x0001afcf 0x0041cbcf 8   9    .text   ascii   kernel32
540   0x0001afd8 0x0041cbd8 22  67   .text   utf8    很港名六百六您尔的见港家尔可见软老朋维京朋美 blocks=CJK Unified Ideographs
541   0x0001b01b 0x0041cc1b 7   8    .text   ascii   Process
542   0x0001b023 0x0041cc23 12  13   .text   ascii   GetProcesses
543   0x0001b030 0x0041cc30 15  16   .text   ascii   get_ProcessName
544   0x0001b040 0x0041cc40 10  11   .text   ascii   StartsWith
545   0x0001b04b 0x0041cc4b 26  27   .text   ascii   IDSAOPA3OIAPROECESRUNINN62
546   0x0001b066 0x0041cc66 18  19   .text   ascii   GetProcessesByName
547   0x0001b079 0x0041cc79 22  67   .text   utf8    没京您海么海方美见明京可老方港七软认国人好九 blocks=CJK Unified Ideographs
548   0x0001b0bc 0x0041ccbc 18  19   .text   ascii   get_ExecutablePath
549   0x0001b0cf 0x0041cccf 4   5    .text   ascii   Path
550   0x0001b0d4 0x0041ccd4 27  28   .text   ascii   GetFileNameWithoutExtension
551   0x0001b0f0 0x0041ccf0 5   6    .text   ascii   nimic
552   0x0001b0f6 0x0041ccf6 6   7    .text   ascii   nimic2
553   0x0001b0fd 0x0041ccfd 6   7    .text   ascii   others
554   0x0001b104 0x0041cd04 22  67   .text   utf8    港没家朋人去哪国会软么您贝南人贝认关尔八七起 blocks=CJK Unified Ideographs
555   0x0001b147 0x0041cd47 4   5    .text   ascii   file
556   0x0001b14c 0x0041cd4c 12  13   .text   ascii   StreamWriter
557   0x0001b159 0x0041cd59 10  11   .text   ascii   FileStream
558   0x0001b164 0x0041cd64 11  12   .text   ascii   ProjectData
559   0x0001b170 0x0041cd70 38  39   .text   ascii   Microsoft.VisualBasic.CompilerServices
560   0x0001b197 0x0041cd97 17  18   .text   ascii   ClearProjectError
561   0x0001b1a9 0x0041cda9 11  12   .text   ascii   Interaction
562   0x0001b1b5 0x0041cdb5 7   8    .text   ascii   Environ
563   0x0001b1bd 0x0041cdbd 6   7    .text   ascii   Concat
564   0x0001b1c4 0x0041cdc4 6   7    .text   ascii   Thread
565   0x0001b1cb 0x0041cdcb 16  17   .text   ascii   System.Threading
566   0x0001b1dc 0x0041cddc 5   6    .text   ascii   Sleep
567   0x0001b1e2 0x0041cde2 8   9    .text   ascii   FileMode
568   0x0001b1eb 0x0041cdeb 10  11   .text   ascii   FileAccess
569   0x0001b1f6 0x0041cdf6 4   5    .text   ascii   File
570   0x0001b1fb 0x0041cdfb 9   10   .text   ascii   OpenWrite
571   0x0001b205 0x0041ce05 5   6    .text   ascii   Write
572   0x0001b20b 0x0041ce0b 11  12   .text   ascii   Environment
573   0x0001b217 0x0041ce17 11  12   .text   ascii   get_NewLine
574   0x0001b223 0x0041ce23 10  11   .text   ascii   TextWriter
575   0x0001b22e 0x0041ce2e 7   8    .text   ascii   Dispose
576   0x0001b236 0x0041ce36 5   6    .text   ascii   Shell
577   0x0001b23c 0x0041ce3c 11  12   .text   ascii   AppWinStyle
578   0x0001b248 0x0041ce48 17  18   .text   ascii   GetCurrentProcess
579   0x0001b25a 0x0041ce5a 4   5    .text   ascii   Kill
580   0x0001b25f 0x0041ce5f 15  16   .text   ascii   SetProjectError
581   0x0001b26f 0x0041ce6f 18  19   .text   ascii   CreateProjectError
582   0x0001b282 0x0041ce82 14  15   .text   ascii   ProcessMonitor
583   0x0001b291 0x0041ce91 13  14   .text   ascii   get_HasExited
584   0x0001b29f 0x0041ce9f 16  17   .text   ascii   get_WorkingSet64
585   0x0001b2b0 0x0041ceb0 5   6    .text   ascii   Int64
586   0x0001b2b6 0x0041ceb6 11  12   .text   ascii   get_Message
587   0x0001b2c2 0x0041cec2 10  11   .text   ascii   MessageBox
588   0x0001b2cd 0x0041cecd 4   5    .text   ascii   Show
589   0x0001b2d2 0x0041ced2 12  13   .text   ascii   DialogResult
590   0x0001b2df 0x0041cedf 22  67   .text   utf8    豆毒件美贵过豆日个南认认妈尔朋百家八海个美个 blocks=CJK Unified Ideographs
591   0x0001b322 0x0041cf22 14  15   .text   ascii   FileAttributes
592   0x0001b331 0x0041cf31 16  17   .text   ascii   ProcessStartInfo
593   0x0001b342 0x0041cf42 9   10   .text   ascii   Directory
594   0x0001b34c 0x0041cf4c 6   7    .text   ascii   Delete
595   0x0001b353 0x0041cf53 9   10   .text   ascii   Operators
596   0x0001b35d 0x0041cf5d 13  14   .text   ascii   CompareString
597   0x0001b36b 0x0041cf6b 15  16   .text   ascii   set_WindowStyle
598   0x0001b37b 0x0041cf7b 18  19   .text   ascii   ProcessWindowStyle
599   0x0001b38e 0x0041cf8e 18  19   .text   ascii   set_CreateNoWindow
600   0x0001b3a1 0x0041cfa1 5   6    .text   ascii   Start
601   0x0001b3a7 0x0041cfa7 13  14   .text   ascii   SetAttributes
602   0x0001b3b5 0x0041cfb5 22  67   .text   utf8    六零千维你豆关八八人南好起叫很九明过人方软很 blocks=CJK Unified Ideographs
603   0x0001b3f8 0x0041cff8 13  14   .text   ascii   set_AutoFlush
604   0x0001b406 0x0041d006 22  67   .text   utf8    好千会港千人尔名日那毒毒哥老个港可么叫日很日 blocks=CJK Unified Ideographs
605   0x0001b449 0x0041d049 15  16   .text   ascii   CreateDirectory
606   0x0001b459 0x0041d059 13  14   .text   ascii   DirectoryInfo
607   0x0001b467 0x0041d067 13  14   .text   ascii   get_StartInfo
608   0x0001b475 0x0041d075 12  13   .text   ascii   set_FileName
609   0x0001b482 0x0041d082 19  20   .text   ascii   set_UseShellExecute
610   0x0001b496 0x0041d096 26  27   .text   ascii   set_RedirectStandardOutput
611   0x0001b4b1 0x0041d0b1 25  26   .text   ascii   set_RedirectStandardInput
612   0x0001b4cb 0x0041d0cb 25  26   .text   ascii   set_RedirectStandardError
613   0x0001b4e5 0x0041d0e5 17  18   .text   ascii   get_StandardInput
614   0x0001b4f7 0x0041d0f7 14  15   .text   ascii   ServerComputer
615   0x0001b506 0x0041d106 12  13   .text   ascii   get_Registry
616   0x0001b513 0x0041d113 13  14   .text   ascii   RegistryProxy
617   0x0001b521 0x0041d121 32  33   .text   ascii   Microsoft.VisualBasic.MyServices
618   0x0001b542 0x0041d142 15  16   .text   ascii   get_CurrentUser
619   0x0001b552 0x0041d152 11  12   .text   ascii   RegistryKey
620   0x0001b55e 0x0041d15e 15  16   .text   ascii   Microsoft.Win32
621   0x0001b56e 0x0041d16e 10  11   .text   ascii   OpenSubKey
622   0x0001b579 0x0041d179 8   9    .text   ascii   GetValue
623   0x0001b582 0x0041d182 11  12   .text   ascii   WaitForExit
624   0x0001b58e 0x0041d18e 5   6    .text   ascii   Flush
625   0x0001b594 0x0041d194 8   9    .text   ascii   HostEdit
626   0x0001b59d 0x0041d19d 13  14   .text   ascii   GetFolderPath
627   0x0001b5ab 0x0041d1ab 13  14   .text   ascii   SpecialFolder
628   0x0001b5b9 0x0041d1b9 7   8    .text   ascii   message
629   0x0001b5c1 0x0041d1c1 8   9    .text   ascii   password
630   0x0001b5ca 0x0041d1ca 10  11   .text   ascii   get_Length
631   0x0001b5d5 0x0041d1d5 11  12   .text   ascii   get_Default
632   0x0001b5e1 0x0041d1e1 5   6    .text   ascii   Array
633   0x0001b5e7 0x0041d1e7 5   6    .text   ascii   Utils
634   0x0001b5ed 0x0041d1ed 9   10   .text   ascii   CopyArray
635   0x0001b5f7 0x0041d1f7 22  67   .text   utf8    个南认认妈尔朋百家八海个美个百件维会哥南维哥 blocks=CJK Unified Ideographs
636   0x0001b63a 0x0041d23a 10  11   .text   ascii   Conversion
637   0x0001b649 0x0041d249 4   5    .text   ascii   melt
638   0x0001b64e 0x0041d24e 15  16   .text   ascii   UnicodeEncoding
639   0x0001b65e 0x0041d25e 18  19   .text   ascii   CompareObjectEqual
640   0x0001b671 0x0041d271 8   9    .text   ascii   OrObject
641   0x0001b67a 0x0041d27a 11  12   .text   ascii   Conversions
642   0x0001b686 0x0041d286 9   10   .text   ascii   ToBoolean
643   0x0001b690 0x0041d290 14  15   .text   ascii   get_FileSystem
644   0x0001b69f 0x0041d29f 15  16   .text   ascii   FileSystemProxy
645   0x0001b6af 0x0041d2af 11  12   .text   ascii   ReadAllText
646   0x0001b6bb 0x0041d2bb 6   7    .text   ascii   Exists
647   0x0001b6c2 0x0041d2c2 4   5    .text   ascii   Copy
648   0x0001b6c7 0x0041d2c7 4   5    .text   ascii   Main
649   0x0001b6cc 0x0041d2cc 15  16   .text   ascii   ResourceManager
650   0x0001b6dc 0x0041d2dc 16  17   .text   ascii   System.Resources
651   0x0001b6ed 0x0041d2ed 6   7    .text   ascii   VBMath
652   0x0001b6f4 0x0041d2f4 9   10   .text   ascii   Randomize
653   0x0001b6fe 0x0041d2fe 6   7    .text   ascii   EndApp
654   0x0001b705 0x0041d305 9   10   .text   ascii   GetObject
655   0x0001b70f 0x0041d30f 13  14   .text   ascii   WriteAllBytes
656   0x0001b71d 0x0041d31d 8   9    .text   ascii   Assembly
657   0x0001b726 0x0041d326 20  21   .text   ascii   GetExecutingAssembly
658   0x0001b73b 0x0041d33b 5   6    .text   ascii   Empty
659   0x0001b741 0x0041d341 12  13   .text   ascii   get_Location
660   0x0001b74e 0x0041d34e 12  13   .text   ascii   get_FullName
661   0x0001b75b 0x0041d35b 8   9    .text   ascii   EndsWith
662   0x0001b764 0x0041d364 17  18   .text   ascii   SecurityException
663   0x0001b776 0x0041d376 15  16   .text   ascii   System.Security
664   0x0001b786 0x0041d386 33  34   .text   ascii   StrongNameSignatureVerificationEx
665   0x0001b7a8 0x0041d3a8 12  13   .text   ascii   mscorwks.dll
666   0x0001b7b5 0x0041d3b5 18  19   .text   ascii   gvPrINxTPy63LcJhTx
667   0x0001b7c8 0x0041d3c8 18  19   .text   ascii   gnxL1doy1FPo8kwVbm
668   0x0001b7db 0x0041d3db 72  73   .text   ascii   OASFIH9IR329IU5HRIUESDHNFIUDHNFIUN354325nfsudnuiN34UNIUNiunfINIUFNSAIUN4
669   0x0001b824 0x0041d424 21  22   .text   ascii   FASDLIHFNAOISNRKL343W
670   0x0001b83a 0x0041d43a 25  26   .text   ascii   ASDKLJNHLE4N234OLRAS43244
671   0x0001b854 0x0041d454 7   8    .text   ascii   Marshal
672   0x0001b85c 0x0041d45c 30  31   .text   ascii   System.Runtime.InteropServices
673   0x0001b87b 0x0041d47b 29  30   .text   ascii   GetDelegateForFunctionPointer
674   0x0001b899 0x0041d499 8   9    .text   ascii   Delegate
675   0x0001b8a2 0x0041d4a2 6   7    .text   ascii   IntPtr
