Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
816  0x0000af02 0x0001bb02 4   5    .text   ascii   \$\bH
817  0x0000afab 0x0001bbab 4   6    .text   utf8    يSxH blocks=Arabic,Basic Latin
818  0x0000afd7 0x0001bbd7 4   5    .text   ascii   H9\bu
819  0x0000b044 0x0001bc44 4   5    .text   ascii   \$0H
820  0x0000b049 0x0001bc49 4   5    .text   ascii   t$8H
821  0x0000b0aa 0x0001bcaa 5   6    .text   ascii   \$\bWH
822  0x0000b0b7 0x0001bcb7 4   5    .text   ascii   T$ H
823  0x0000b0d5 0x0001bcd5 4   5    .text   ascii   T$ D
824  0x0000b137 0x0001bd37 6   7    .text   ascii   H9\bu\bH
825  0x0000b15f 0x0001bd5f 6   7    .text   ascii   H9\bu\bH
826  0x0000b17e 0x0001bd7e 5   6    .text   ascii   \$\bWH
827  0x0000b1a4 0x0001bda4 4   5    .text   ascii   \$03
828  0x0000b1c4 0x0001bdc4 6   7    .text   ascii   L$ SWH
829  0x0000b1d8 0x0001bdd8 4   5    .text   ascii   L$!3
830  0x0000b1f7 0x0001bdf7 4   5    .text   ascii   L$ H
831  0x0000b213 0x0001be13 4   5    .text   ascii   T$ H
832  0x0000b292 0x0001be92 4   5    .text   ascii   \$\bH
833  0x0000b29f 0x0001be9f 6   7    .text   ascii   WATAUH
834  0x0000b332 0x0001bf32 4   5    .text   ascii   \$@H
835  0x0000b337 0x0001bf37 4   5    .text   ascii   l$HH
836  0x0000b33c 0x0001bf3c 4   5    .text   ascii   t$PH
837  0x0000b342 0x0001bf42 6   7    .text   ascii    A]A\_
838  0x0000b37c 0x0001bf7c 4   5    .text   ascii   L$1A
839  0x0000b3cf 0x0001bfcf 4   5    .text   ascii   T$0A
840  0x0000b414 0x0001c014 4   5    .text   ascii   \$8H
841  0x0000b42b 0x0001c02b 15  16   .text   ascii   L$\bUVWATAUAVAWH
842  0x0000b4ee 0x0001c0ee 4   5    .text   ascii   L$\bF
843  0x0000b4f6 0x0001c0f6 4   5    .text   ascii   p $A
844  0x0000b510 0x0001c110 4   5    .text   ascii   L$\fF
845  0x0000b5a8 0x0001c1a8 4   5    .text   ascii   l$0D
846  0x0000b5b1 0x0001c1b1 4   5    .text   ascii   t$8E
847  0x0000b5ca 0x0001c1ca 4   5    .text   ascii   L$ F
848  0x0000b628 0x0001c228 4   5    .text   ascii   L$,F
849  0x0000b6a3 0x0001c2a3 8   10   .text   utf8    A#ˋ|$<A# blocks=Basic Latin,Spacing Modifier Letters
850  0x0000b70e 0x0001c30e 4   5    .text   ascii   L$,B
851  0x0000b715 0x0001c315 5   6    .text   ascii   QZ^&A
852  0x0000b7d7 0x0001c3d7 4   5    .text   ascii   L$$F
853  0x0000b815 0x0001c415 4   5    .text   ascii   L$\fF
854  0x0000b876 0x0001c476 4   5    .text   ascii   L$\bF
855  0x0000b8e8 0x0001c4e8 4   5    .text   ascii   D$ F
856  0x0000b906 0x0001c506 4   5    .text   ascii   D$,F
857  0x0000b9d4 0x0001c5d4 4   5    .text   ascii   D$\fF
858  0x0000ba08 0x0001c608 4   5    .text   ascii   L$$F
859  0x0000ba4e 0x0001c64e 4   5    .text   ascii   D$\bD
860  0x0000ba70 0x0001c670 4   5    .text   ascii   \bD")
861  0x0000baf2 0x0001c6f2 4   5    .text   ascii   D$\fB
862  0x0000bb45 0x0001c745 4   5    .text   ascii   D$ F
863  0x0000bbd2 0x0001c7d2 4   5    .text   ascii   D$,B
864  0x0000bbed 0x0001c7ed 4   5    .text   ascii   D$\bB
865  0x0000bc1d 0x0001c81d 4   5    .text   ascii   D$$A
866  0x0000bc58 0x0001c858 11  12   .text   ascii   A_A^A]A\_^]
867  0x0000bc6e 0x0001c86e 4   5    .text   ascii   \$\bH
868  0x0000bcdb 0x0001c8db 4   5    .text   ascii   D\n\b|
869  0x0000bce2 0x0001c8e2 4   5    .text   ascii   \$\bH
870  0x0000bd02 0x0001c902 4   5    .text   ascii   \$\bH
871  0x0000bd82 0x0001c982 4   5    .text   ascii   \$\bH
872  0x0000be20 0x0001ca20 4   5    .text   ascii   \$0H
873  0x0000be25 0x0001ca25 4   5    .text   ascii   t$8H
874  0x0000be36 0x0001ca36 4   5    .text   ascii   \$\bH
875  0x0000be75 0x0001ca75 4   5    .text   ascii   MKCS
876  0x0000bf0e 0x0001cb0e 4   5    .text   ascii   \$0H
877  0x0000bf13 0x0001cb13 4   5    .text   ascii   l$8H
878  0x0000bfb6 0x0001cbb6 5   6    .text   ascii   \$\bWH
879  0x0000c015 0x0001cc15 4   5    .text   ascii   \$(D
880  0x0000c020 0x0001cc20 4   5    .text   ascii   L$ A
881  0x0000c02d 0x0001cc2d 4   5    .text   ascii   D$*A
882  0x0000c035 0x0001cc35 4   5    .text   ascii   D$$A
883  0x0000c07b 0x0001cc7b 4   5    .text   ascii   \$@H
884  0x0000c09b 0x0001cc9b 6   7    .text   ascii   WATAUH
885  0x0000c0f8 0x0001ccf8 4   5    .text   ascii   T$&D
886  0x0000c0fd 0x0001ccfd 4   5    .text   ascii   D$(D
887  0x0000c102 0x0001cd02 4   5    .text   ascii   L$,A
888  0x0000c130 0x0001cd30 7   8    .text   ascii   L$ f;\vu
889  0x0000c142 0x0001cd42 7   8    .text   ascii   u\fD;K\fu
890  0x0000c14a 0x0001cd4a 7   8    .text   ascii   D;C\btTH
891  0x0000c152 0x0001cd52 4   5    .text   ascii   [ I;
892  0x0000c179 0x0001cd79 4   5    .text   ascii   tUI;
893  0x0000c17e 0x0001cd7e 8   9    .text   ascii   tPL9i8tJ
894  0x0000c1d5 0x0001cdd5 4   5    .text   ascii   \$PI
895  0x0000c1e7 0x0001cde7 5   6    .text   ascii   A]A\_
896  0x0000c205 0x0001ce05 9   10   .text   ascii   x ATAUAVH
897  0x0000c222 0x0001ce22 4   5    .text   ascii   L$"E
898  0x0000c257 0x0001ce57 8   9    .text   ascii   0D9s\fu2H
899  0x0000c269 0x0001ce69 4   5    .text   ascii   \tD9p
900  0x0000c27e 0x0001ce7e 4   5    .text   ascii   {\fA;
901  0x0000c2cc 0x0001cecc 4   5    .text   ascii   L$PM
902  0x0000c308 0x0001cf08 4   5    .text   ascii   T$ A
903  0x0000c32b 0x0001cf2b 5   6    .text   ascii   T$ E3
904  0x0000c34c 0x0001cf4c 4   5    .text   ascii   L$PA
905  0x0000c37b 0x0001cf7b 6   7    .text   ascii   A^A]A\
906  0x0000c38a 0x0001cf8a 4   5    .text   ascii   \$\bH
907  0x0000c397 0x0001cf97 6   7    .text   ascii   WATAUH
908  0x0000c3b1 0x0001cfb1 7   8    .text   ascii   fD9j\fu\r
909  0x0000c3e3 0x0001cfe3 9   10   .text   ascii   ttfD9k\fu%
910  0x0000c3f7 0x0001cff7 4   5    .text   ascii   9k&t
911  0x0000c45e 0x0001d05e 4   5    .text   ascii   \$@H
912  0x0000c463 0x0001d063 4   5    .text   ascii   l$HH
913  0x0000c468 0x0001d068 4   5    .text   ascii   t$PH
914  0x0000c46e 0x0001d06e 6   7    .text   ascii    A]A\_
915  0x0000c4e6 0x0001d0e6 4   5    .text   ascii   \$\bH
916  0x0000c57a 0x0001d17a 4   5    .text   ascii   \$0H
917  0x0000c57f 0x0001d17f 4   5    .text   ascii   t$8H
918  0x0000c592 0x0001d192 4   5    .text   ascii   \$\bH
919  0x0000c59f 0x0001d19f 6   7    .text   ascii   WATAUH
920  0x0000c5ed 0x0001d1ed 4   5    .text   ascii   \$@H
921  0x0000c5f2 0x0001d1f2 4   5    .text   ascii   l$HH
922  0x0000c5f7 0x0001d1f7 4   5    .text   ascii   t$PH
923  0x0000c5fd 0x0001d1fd 7   9    .text   utf8     A]A\_Ë blocks=Basic Latin,Latin-1 Supplement
924  0x0000c6d4 0x0001d2d4 4   5    .text   ascii   A8(t
925  0x0000c6ec 0x0001d2ec 6   7    .text   ascii   A8(t\vH
926  0x0000c84d 0x0001d44d 5   6    .text   ascii   x ATH
927  0x0000c8cc 0x0001d4cc 4   5    .text   ascii   l$8H
928  0x0000c8d1 0x0001d4d1 4   5    .text   ascii   t$@H
929  0x0000c8dd 0x0001d4dd 4   5    .text   ascii   \$0H
930  0x0000c932 0x0001d532 5   6    .text   ascii   \$\bVH
931  0x0000c943 0x0001d543 4   5    .text   ascii   MKCS
932  0x0000c9d7 0x0001d5d7 4   5    .text   ascii   \$0H
933  0x0000ca39 0x0001d639 5   6    .text   ascii   x ATH
934  0x0000ca42 0x0001d642 6   7    .text   ascii   9POSTM
935  0x0000ca89 0x0001d689 5   6    .text   ascii   t"9;u
936  0x0000cab2 0x0001d6b2 4   5    .text   ascii   \$0H
937  0x0000cab7 0x0001d6b7 4   5    .text   ascii   l$8H
938  0x0000cabc 0x0001d6bc 4   5    .text   ascii   t$@H
939  0x0000cac1 0x0001d6c1 4   5    .text   ascii   |$HH
940  0x0000cb3d 0x0001d73d 5   6    .text   ascii   x AUH
941  0x0000cb8e 0x0001d78e 4   5    .text   ascii   fD9+
942  0x0000cbd8 0x0001d7d8 4   5    .text   ascii   fD9+
943  0x0000cc1a 0x0001d81a 4   6    .text   utf8    À; t blocks=Latin-1 Supplement,Basic Latin
944  0x0000cc3c 0x0001d83c 9   11   .text   utf8    IO\bfD9+ul
945  0x0000cc49 0x0001d849 4   5    .text   ascii   ugH;
946  0x0000cc70 0x0001d870 12  13   .text   ascii   ;SID=t"fD9+t
947  0x0000cc88 0x0001d888 7   9    .text   utf8    Á;SID=u blocks=Latin-1 Supplement,Basic Latin
948  0x0000cc92 0x0001d892 6   7    .text   ascii   ;SID=u
949  0x0000ccb3 0x0001d8b3 6   7    .text   ascii   ;\r\n\r\nt
950  0x0000ccd5 0x0001d8d5 4   5    .text   ascii   \$0H
951  0x0000ccda 0x0001d8da 4   5    .text   ascii   l$8H
952  0x0000ccdf 0x0001d8df 4   5    .text   ascii   t$@H
953  0x0000cce4 0x0001d8e4 4   5    .text   ascii   |$H3
954  0x0000ccfa 0x0001d8fa 4   5    .text   ascii   \$\bH
955  0x0000cd04 0x0001d904 5   6    .text   ascii   t$ WH
956  0x0000cd88 0x0001d988 7   8    .text   ascii   u\v=HTTP
957  0x0000cd98 0x0001d998 7   8    .text   ascii   u\v=POST
958  0x0000cdff 0x0001d9ff 4   5    .text   ascii    200
959  0x0000ce4a 0x0001da4a 4   5    .text   ascii   L$8H
960  0x0000ce6a 0x0001da6a 4   5    .text   ascii   L$8D
961  0x0000cf56 0x0001db56 4   5    .text   ascii   u#Hc
962  0x0000d00e 0x0001dc0e 4   5    .text   ascii   \$0H
963  0x0000d013 0x0001dc13 4   5    .text   ascii   l$@H
964  0x0000d018 0x0001dc18 4   5    .text   ascii   t$HH
965  0x0000d1f1 0x0001ddf1 7   8    .text   ascii   fffffff
966  0x0000d216 0x0001de16 4   5    .text   ascii   T\n\bH
967  0x0000d266 0x0001de66 4   5    .text   ascii   D\n@H
968  0x0000d286 0x0001de86 4   5    .text   ascii   T\n\bL
969  0x0000d2a8 0x0001dea8 4   5    .text   ascii   L\n L
970  0x0000d2ad 0x0001dead 4   5    .text   ascii   T\n(H
971  0x0000d2f4 0x0001def4 4   5    .text   ascii   ffff
972  0x0000d391 0x0001df91 7   8    .text   ascii   fffffff
973  0x0000d3c8 0x0001dfc8 4   5    .text   ascii   D\n\bL
974  0x0000d3e4 0x0001dfe4 4   5    .text   ascii   ffff
975  0x0000d462 0x0001e062 4   5    .text   ascii   L\n\bL
976  0x0000d4c4 0x0001e0c4 4   5    .text   ascii   \nu,H
977  0x0000d4e4 0x0001e0e4 4   5    .text   ascii   \nu\fH
978  0x0000d506 0x0001e106 4   5    .text   ascii   \nu[H
979  0x0000d50b 0x0001e10b 10  11   .text   ascii   A\bH;D\n\buLH
980  0x0000d518 0x0001e118 4   5    .text   ascii   H;D\n
981  0x0000d523 0x0001e123 4   5    .text   ascii   H;D\n
982  0x0000d546 0x0001e146 4   5    .text   ascii   \nu\eH
983  0x0000d580 0x0001e180 8   9    .text   ascii   ndis.sys
984  0x0000d590 0x0001e190 33  34   .text   ascii   !!!!Get NDIS Module Info failed!\n
985  0x0000d5c0 0x0001e1c0 32  33   .text   ascii   NdisIMInitializeDeviceInstanceEx
986  0x0000d5f0 0x0001e1f0 36  37   .text   ascii   NdisIMInitializeDeviceInstanceEx:%p\n
987  0x0000d620 0x0001e220 38  39   .text   ascii   ndisFindMiniportOnGlobalList:%p %x %p\n
988  0x0000d650 0x0001e250 27  28   .text   ascii   NdisMRegisterMiniportDriver
989  0x0000d670 0x0001e270 31  32   .text   ascii   NdisMRegisterMiniportDriver:%p\n
990  0x0000d690 0x0001e290 38  39   .text   ascii   init_nic_adapter error no ndis offset\n
991  0x0000d6c0 0x0001e2c0 80  162  .text   utf16le \registry\machine\system\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\
992  0x0000d770 0x0001e370 9   20   .text   utf16le IPAddress
993  0x0000d790 0x0001e390 13  28   .text   utf16le DhcpIPAddress
994  0x0000d7b0 0x0001e3b0 6   7    .text   ascii   IP:%x\n
995  0x0000d7c0 0x0001e3c0 10  22   .text   utf16le SubnetMask
996  0x0000d7e0 0x0001e3e0 8   9    .text   ascii   MASK:%x\n
997  0x0000d7f0 0x0001e3f0 14  30   .text   utf16le DefaultGateway
998  0x0000d810 0x0001e410 9   10   .text   ascii   tcpip.sys
999  0x0000d820 0x0001e420 32  33   .text   ascii   EnumSysModule tcpip.sys failed!\n
1000 0x0000d850 0x0001e450 33  34   .text   ascii   OpenBlockSearchLen %d set->0x600\n
1001 0x0000d880 0x0001e480 33  34   .text   ascii   OpenBlockSearchLen %d set->0x800\n
1002 0x0000d8b0 0x0001e4b0 52  53   .text   ascii   tcpip base:%p TcpOpenBlock %p OpenBlockSearchLen %x\n
1003 0x0000d8f0 0x0001e4f0 31  32   .text   ascii   RootDeviceNameOff:%d %d %d %d \n
1004 0x0000d910 0x0001e510 21  22   .text   ascii   init_ndis_hook:%x %x\n
1005 0x0000d930 0x0001e530 5   12   .text   utf16le TCPIP
1006 0x0000d940 0x0001e540 29  30   .text   ascii   !!!ndis6 offset init failed!\n
1007 0x0000d960 0x0001e560 13  28   .text   utf16le RtlGetVersion
1008 0x0000d980 0x0001e580 15  16   .text   ascii   \\.\Pipe\rtosvc
1009 0x0000d990 0x0001e590 15  16   .text   ascii   \\.\Pipe\rtisvc
1010 0x0000d9a0 0x0001e5a0 11  24   .text   utf16le svchost.exe
1011 0x0000d9c0 0x0001e5c0 12  26   .text   utf16le kerNel32.dll
1012 0x0000d9e0 0x0001e5e0 11  12   .text   ascii   CreateFileA
1013 0x0000d9f0 0x0001e5f0 11  12   .text   ascii   CloseHandle
1014 0x0000da00 0x0001e600 14  15   .text   ascii   CreateProcessA
1015 0x0000da10 0x0001e610 19  20   .text   ascii   WaitForSingleObject
1016 0x0000da30 0x0001e630 14  15   .text   ascii   WaitNamedPipeA
1017 0x0000da40 0x0001e640 12  13   .text   ascii   LoadLibraryA
1018 0x0000da50 0x0001e650 16  17   .text   ascii   GetModuleHandleA
1019 0x0000da70 0x0001e670 15  32   .text   utf16le \??\pipe\rtisvc
1020 0x0000da90 0x0001e690 15  32   .text   utf16le \??\pipe\rtosvc
1021 0x0000dab0 0x0001e6b0 12  26   .text   utf16le \Device\Tcp4
1022 0x0000dad0 0x0001e6d0 16  34   .text   utf16le \DosDevices\Tcp4
1023 0x0000db00 0x0001e700 12  13   .text   ascii   \DosDevices\
1024 0x0000db10 0x0001e710 12  13   .text   ascii   \SystemRoot\
1025 0x0000db20 0x0001e720 6   7    .text   ascii   %.128s
1026 0x0000db30 0x0001e730 4   5    .text   ascii   x_rt
1027 0x0000db40 0x0001e740 6   7    .text   ascii    win32
1028 0x0000db50 0x0001e750 19  20   .text   ascii   2013/11/28 07:58:49
1029 0x0000db70 0x0001e770 17  18   .text   ascii   HTTP/1.1 200 OK\r\n
1030 0x0000dba0 0x0001e7a0 21  22   .text   ascii   Set-Cookie: SID=%d;\r\n
1031 0x0000dbc0 0x0001e7c0 7   8    .text   ascii   POST %s
1032 0x0000dbe0 0x0001e7e0 11  12   .text   ascii    HTTP/1.1\r\n
1033 0x0000dbf0 0x0001e7f0 10  11   .text   ascii   HOST: %s\r\n
1034 0x0000dc00 0x0001e800 40  41   .text   ascii   Content-Type: application/octet-stream\r\n
1035 0x0000dc30 0x0001e830 22  23   .text   ascii   Content-Length: %d\r\n\r\n
1036 0x0000dc50 0x0001e850 15  16   .text   ascii   Content-Length:
1037 0x0000dc60 0x0001e860 11  12   .text   ascii   Connection:
1038 0x0000dc70 0x0001e870 5   6    .text   ascii   close
1039 0x0000dc80 0x0001e880 11  12   .text   ascii   Set-Cookie:
1040 0x0000e154 0x0001f354 4   5    .rdata  ascii   \rp\f`
1041 0x0000e16b 0x0001f36b 5   6    .rdata  ascii   p\r`\fP
1042 0x0000e1d0 0x0001f3d0 6   7    .rdata  ascii   \rp\f`\vP
1043 0x0000e2b2 0x0001f4b2 6   7    .rdata  ascii   \rp\f`\vP
1044 0x0000e3e0 0x0001f5e0 4   5    .rdata  ascii   \bp\a`
1045 0x0000e3f8 0x0001f5f8 4   5    .rdata  ascii   \rp\f`
1046 0x0000e4b2 0x0001f6b2 4   5    .rdata  ascii   \bp\a`
1047 0x0000e5e0 0x0001f7e0 4   5    .rdata  ascii   \fp\v`
1048 0x0000e5f6 0x0001f7f6 4   5    .rdata  ascii   \bp\a`
1049 0x0000e930 0x00020130 4   5    .data   ascii   ugkX
1050 0x0000e990 0x00020190 12  13   .data   ascii   756981520337
1051 0x0000f40a 0x0003400a 4   5    INIT    ascii   \$\bH
1052 0x0000f42c 0x0003402c 4   5    INIT    ascii   T$0H
1053 0x0000f454 0x00034054 4   5    INIT    ascii   T$0H
1054 0x0000f4e5 0x000340e5 4   5    INIT    ascii   L$@H
1055 0x0000f511 0x00034111 7   9    INIT    utf8    3ۀ<;Iu/ blocks=Basic Latin,Arabic
1056 0x0000f525 0x00034125 5   7    INIT    utf8    u!Hcƺ blocks=Basic Latin,Latin Extended-B
1057 0x0000f57c 0x0003417c 4   5    INIT    ascii   L$@H
1058 0x0000f5be 0x000341be 5   6    INIT    ascii   D9\aA#
1059 0x0000f5df 0x000341df 5   7    INIT    utf8    HcʋD9 blocks=Basic Latin,IPA Extensions
1060 0x0000f710 0x00034310 53  54   INIT    ascii   ndisLists: %p %p %p ndisFindMiniportOnGlobalList %p\n\n
1061 0x0000f750 0x00034350 27  28   INIT    ascii   init ndis hook List error!\n
1062 0x0000f770 0x00034370 24  25   INIT    ascii   init ndis6 hook failed!\n
1063 0x0000fa72 0x00034672 20  21   INIT    ascii   RtlInitUnicodeString
1064 0x0000fa89 0x00034689 7   8    INIT    ascii   \bmemchr
1065 0x0000fa94 0x00034694 25  26   INIT    ascii   MmBuildMdlForNonPagedPool
1066 0x0000fab0 0x000346b0 18  19   INIT    ascii   MmUserProbeAddress
1067 0x0000fac6 0x000346c6 22  23   INIT    ascii   KeDelayExecutionThread
1068 0x0000fae0 0x000346e0 28  29   INIT    ascii   MmMapLockedPagesSpecifyCache
1069 0x0000faff 0x000346ff 8   9    INIT    ascii   \aZwClose
1070 0x0000fb0a 0x0003470a 18  19   INIT    ascii   IofCompleteRequest
1071 0x0000fb1e 0x0003471e 23  24   INIT    ascii   +\aZwDeviceIoControlFile
1072 0x0000fb38 0x00034738 16  17   INIT    ascii   MmIsAddressValid
1073 0x0000fb4c 0x0003474c 25  26   INIT    ascii   RtlUnicodeStringToInteger
1074 0x0000fb66 0x00034766 12  13   INIT    ascii   L\aZwOpenFile
1075 0x0000fb74 0x00034774 9   10   INIT    ascii   5\bwcsncmp
1076 0x0000fb80 0x00034780 13  14   INIT    ascii   IoAllocateMdl
1077 0x0000fb8f 0x0003478f 9   10   INIT    ascii   \a_stricmp
1078 0x0000fb9a 0x0003479a 9   10   INIT    ascii   \n\bsprintf
1079 0x0000fba6 0x000347a6 20  21   INIT    ascii   RtlLengthRequiredSid
1080 0x0000fbbd 0x000347bd 10  11   INIT    ascii   \a_strnicmp
1081 0x0000fbca 0x000347ca 21  22   INIT    ascii   ExAllocatePoolWithTag
1082 0x0000fbe0 0x000347e0 10  11   INIT    ascii   (\bvsprintf
1083 0x0000fbee 0x000347ee 20  21   INIT    ascii   IoDeleteSymbolicLink
1084 0x0000fc06 0x00034806 17  18   INIT    ascii   ExFreePoolWithTag
1085 0x0000fc1a 0x0003481a 28  29   INIT    ascii   RtlAnsiStringToUnicodeString
1086 0x0000fc3a 0x0003483a 11  12   INIT    ascii   NtWriteFile
1087 0x0000fc48 0x00034848 12  13   INIT    ascii   RtlCreateAcl
1088 0x0000fc58 0x00034858 26  27   INIT    ascii   PsLookupProcessByProcessId
1089 0x0000fc76 0x00034876 24  25   INIT    ascii   NtQuerySystemInformation
1090 0x0000fc91 0x00034891 10  11   INIT    ascii   \a_wcsnicmp
1091 0x0000fc9d 0x0003489d 11  12   INIT    ascii   \aZwReadFile
1092 0x0000fcac 0x000348ac 28  29   INIT    ascii   RtlSetDaclSecurityDescriptor
1093 0x0000fccc 0x000348cc 15  16   INIT    ascii   KeInitializeApc
1094 0x0000fcde 0x000348de 14  15   INIT    ascii   IoDeleteDevice
1095 0x0000fcf0 0x000348f0 15  16   INIT    ascii   NtFsControlFile
1096 0x0000fd02 0x00034902 16  17   INIT    ascii   KeInsertQueueApc
1097 0x0000fd16 0x00034916 25  26   INIT    ascii   MmGetSystemRoutineAddress
1098 0x0000fd32 0x00034932 12  13   INIT    ascii   IoCreateFile
1099 0x0000fd41 0x00034941 5   6    INIT    ascii   \aatoi
1100 0x0000fd49 0x00034949 10  11   INIT    ascii   \a_snprintf
1101 0x0000fd55 0x00034955 25  26   INIT    ascii   \aZwQuerySystemInformation
1102 0x0000fd72 0x00034972 17  18   INIT    ascii   KeReleaseSpinLock
1103 0x0000fd86 0x00034986 22  23   INIT    ascii   RtlAddAccessAllowedAce
1104 0x0000fda0 0x000349a0 28  29   INIT    ascii   RtlImageDirectoryEntryToData
1105 0x0000fdc0 0x000349c0 15  16   INIT    ascii   KeDetachProcess
1106 0x0000fdd1 0x000349d1 22  23   INIT    ascii   \aZwWaitForSingleObject
1107 0x0000fde8 0x000349e8 14  15   INIT    ascii   \e\aZwCreateFile
1108 0x0000fdfa 0x000349fa 20  21   INIT    ascii   PsCreateSystemThread
1109 0x0000fe11 0x00034a11 16  17   INIT    ascii   \aZwQueryValueKey
1110 0x0000fe24 0x00034a24 23  24   INIT    ascii   PsTerminateSystemThread
1111 0x0000fe3c 0x00034a3c 21  22   INIT    ascii   8\aZwFreeVirtualMemory
1112 0x0000fe54 0x00034a54 20  21   INIT    ascii   KeQueryTimeIncrement
1113 0x0000fe6c 0x00034a6c 25  26   INIT    ascii   ObReferenceObjectByHandle
1114 0x0000fe88 0x00034a88 21  22   INIT    ascii   KeWaitForSingleObject
1115 0x0000fea0 0x00034aa0 15  16   INIT    ascii   KeAttachProcess
1116 0x0000feb2 0x00034ab2 12  13   INIT    ascii   PsGetVersion
1117 0x0000fec2 0x00034ac2 12  13   INIT    ascii   PsThreadType
1118 0x0000fed2 0x00034ad2 23  24   INIT    ascii   RtlCompareUnicodeString
1119 0x0000feea 0x00034aea 15  16   INIT    ascii   R\aZwOpenProcess
1120 0x0000fefa 0x00034afa 27  28   INIT    ascii   s\aZwQueryInformationProcess
1121 0x0000ff18 0x00034b18 20  21   INIT    ascii   IoCreateSymbolicLink
1122 0x0000ff30 0x00034b30 20  21   INIT    ascii   ObfDereferenceObject
1123 0x0000ff48 0x00034b48 14  15   INIT    ascii   IoCreateDevice
1124 0x0000ff59 0x00034b59 19  20   INIT    ascii   \aZwTerminateProcess
1125 0x0000ff6e 0x00034b6e 24  25   INIT    ascii   q\aZwQueryInformationFile
1126 0x0000ff8a 0x00034b8a 24  25   INIT    ascii   KeWaitForMultipleObjects
1127 0x0000ffa5 0x00034ba5 12  13   INIT    ascii   \aZwWriteFile
1128 0x0000ffb4 0x00034bb4 10  11   INIT    ascii   NtReadFile
1129 0x0000ffc2 0x00034bc2 24  25   INIT    ascii   PsLookupThreadByThreadId
1130 0x0000ffde 0x00034bde 12  13   INIT    ascii   RtlLengthSid
1131 0x0000ffee 0x00034bee 27  28   INIT    ascii   RtlCreateSecurityDescriptor
1132 0x0001000c 0x00034c0c 23  24   INIT    ascii   ZwAllocateVirtualMemory
1133 0x00010024 0x00034c24 11  12   INIT    ascii   N\aZwOpenKey
1134 0x00010032 0x00034c32 27  28   INIT    ascii   KeAcquireSpinLockRaiseToDpc
1135 0x0001004e 0x00034c4e 12  13   INIT    ascii   ntoskrnl.exe
1136 0x0001005e 0x00034c5e 21  22   INIT    ascii   NdisFreeNetBufferList
1137 0x00010076 0x00034c76 25  26   INIT    ascii   NdisFreeNetBufferListPool
1138 0x00010092 0x00034c92 11  12   INIT    ascii   NdisFreeMdl
1139 0x000100a0 0x00034ca0 19  20   INIT    ascii   NdisMIndicateStatus
1140 0x000100b6 0x00034cb6 14  15   INIT    ascii   NdisFreeMemory
1141 0x000100c8 0x00034cc8 29  30   INIT    ascii   NdisAllocateNetBufferListPool
1142 0x000100e8 0x00034ce8 24  25   INIT    ascii   NdisReturnNetBufferLists
1143 0x00010104 0x00034d04 31  32   INIT    ascii   NdisMSendNetBufferListsComplete
1144 0x00010126 0x00034d26 37  38   INIT    ascii   NdisAllocateNetBufferAndNetBufferList
1145 0x0001014e 0x00034d4e 25  26   INIT    ascii   NdisAllocateMemoryWithTag
1146 0x0001016a 0x00034d6a 22  23   INIT    ascii   NdisSendNetBufferLists
1147 0x00010182 0x00034d82 8   9    INIT    ascii   NDIS.SYS
1148 0x00010266 0x00035066 15  32   .rsrc   utf16le VS_VERSION_INFO
1149 0x000102c2 0x000350c2 14  30   .rsrc   utf16le StringFileInfo
1150 0x000102e6 0x000350e6 8   18   .rsrc   utf16le 040904b0
1151 0x000102fe 0x000350fe 11  24   .rsrc   utf16le CompanyName
1152 0x00010318 0x00035118 21  44   .rsrc   utf16le Microsoft Corporation
1153 0x0001034a 0x0003514a 15  32   .rsrc   utf16le FileDescription
1154 0x0001036c 0x0003516c 20  42   .rsrc   utf16le WAN Transport Driver
1155 0x0001039e 0x0003519e 11  24   .rsrc   utf16le FileVersion
1156 0x000103b8 0x000351b8 13  28   .rsrc   utf16le 6.1.7600.1172
1157 0x000103da 0x000351da 14  30   .rsrc   utf16le ProductVersion
1158 0x000103f8 0x000351f8 13  28   .rsrc   utf16le 6.1.7600.1172
1159 0x0001041a 0x0003521a 12  26   .rsrc   utf16le InternalName
1160 0x00010434 0x00035234 9   20   .rsrc   utf16le wantd.sys
1161 0x0001044e 0x0003524e 14  30   .rsrc   utf16le LegalCopyright
1162 0x0001046c 0x0003526c 43  88   .rsrc   utf16le Microsoft Corporation. All rights reserved.
1163 0x000104ca 0x000352ca 16  34   .rsrc   utf16le OriginalFilename
1164 0x000104ec 0x000352ec 9   20   .rsrc   utf16le wantd.sys
1165 0x00010506 0x00035306 11  24   .rsrc   utf16le ProductName
1166 0x00010520 0x00035320 34  70   .rsrc   utf16le Microsoft Windows Operating System
1167 0x00010570 0x00035370 10  22   .rsrc   utf16le arFileInfo
1168 0x0001058e 0x0003538e 11  24   .rsrc   utf16le Translation
1169 0x00010622 0x00035422 4   5            ascii   1\v0\t
1170 0x0001063e 0x0003543e 5   6            ascii   Z0X03
1171 0x0001065b 0x0003545b 13  27           utf16le <<<Obsolete>>
1172 0x00010676 0x00035476 4   5            ascii   0!0\t
1173 0x0001068b 0x0003548b 4   5            ascii   VYJ(
1174 0x000106ba 0x000354ba 4   5            ascii   e@0\r
