[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4082 0x00036ecb 0x10075acb 7   9    .upx1   utf8    {tt_ճU] blocks=Basic Latin,Armenian
4083 0x00036eda 0x10075ada 7   8    .upx1   ascii   zLK`Z\tE
4084 0x00036f0e 0x10075b0e 4   6    .upx1   utf8    dZ܅" blocks=Basic Latin,Syriac
4085 0x00036f18 0x10075b18 5   7    .upx1   utf8    \tdɥd, blocks=Basic Latin,IPA Extensions
4086 0x00036fd3 0x10075bd3 4   5    .upx1   ascii   @|\vk
4087 0x00036fde 0x10075bde 4   6    .upx1   utf8    3ܺ?\v blocks=Basic Latin,Syriac
4088 0x00037060 0x10075c60 5   8    .upx1   utf8    Iԟֹ`z blocks=Basic Latin,Cyrillic Supplement,Hebrew
4089 0x0003707e 0x10075c7e 4   5    .upx1   ascii   ZC I
4090 0x0003709b 0x10075c9b 5   6    .upx1   ascii   ;KHK8
4091 0x000370a9 0x10075ca9 5   6    .upx1   ascii   {;%xV
4092 0x000370d8 0x10075cd8 6   7    .upx1   ascii   \a3V/ia
4093 0x000370e0 0x10075ce0 4   6    .upx1   utf8    *ݤoJ blocks=Basic Latin,Arabic Supplement
4094 0x000370fd 0x10075cfd 4   5    .upx1   ascii   ,e\eG
4095 0x00037123 0x10075d23 7   8    .upx1   ascii   ZUK6PO]
4096 0x0003717a 0x10075d7a 5   7    .upx1   utf8    fpXAٕ blocks=Basic Latin,Arabic
4097 0x00037185 0x10075d85 5   6    .upx1   ascii   \evr%1
4098 0x000371a3 0x10075da3 4   6    .upx1   utf8    $_-ܝ blocks=Basic Latin,Syriac
4099 0x000371b0 0x10075db0 4   5    .upx1   ascii   Ix/]
4100 0x000371cb 0x10075dcb 4   6    .upx1   utf8    _rUƃ blocks=Basic Latin,Latin Extended-B
4101 0x00037230 0x10075e30 6   8    .upx1   utf8    A$MۑTt blocks=Basic Latin,Arabic
4102 0x00037257 0x10075e57 4   7    .upx1   utf8    Z벅)f blocks=Basic Latin,Hangul Syllables
4103 0x0003729e 0x10075e9e 4   5    .upx1   ascii   b']g
4104 0x000372af 0x10075eaf 4   5    .upx1   ascii   w;tJ
4105 0x000372f0 0x10075ef0 5   8    .upx1   utf8    㟡M^4Y blocks=CJK Unified Ideographs Extension A,Basic Latin
4106 0x000372f8 0x10075ef8 5   6    .upx1   ascii   -Q1m}
4107 0x0003735a 0x10075f5a 7   8    .upx1   ascii    N\vOC2H
4108 0x00037368 0x10075f68 4   6    .upx1   utf8    @ϪZ` blocks=Basic Latin,Greek and Coptic
4109 0x0003736e 0x10075f6e 5   9    .upx1   utf8    雳8ղEa blocks=CJK Unified Ideographs,Basic Latin,Armenian
4110 0x000373a3 0x10075fa3 4   5    .upx1   ascii   E9t\
4111 0x000373fb 0x10075ffb 4   5    .upx1   ascii   Z\a2{
4112 0x00037465 0x10076065 4   5    .upx1   ascii   :+ 5
4113 0x0003751d 0x1007611d 6   7    .upx1   ascii   Y1rd.?
4114 0x00037549 0x10076149 4   6    .upx1   utf8    7ö\r1 blocks=Basic Latin,Latin-1 Supplement
4115 0x0003758d 0x1007618d 4   6    .upx1   utf8    y0.˸ blocks=Basic Latin,Spacing Modifier Letters
4116 0x00037599 0x10076199 8   10   .upx1   utf8    ӗ\n=YfRy~ blocks=Cyrillic,Basic Latin
4117 0x000375bb 0x100761bb 4   5    .upx1   ascii   k*\r\
4118 0x000375e1 0x100761e1 4   5    .upx1   ascii   m7dO
4119 0x00037605 0x10076205 7   8    .upx1   ascii   _8)A$ZQ
4120 0x0003763a 0x1007623a 5   8    .upx1   utf8    0،<@Ô blocks=Basic Latin,Arabic,Latin-1 Supplement
4121 0x00037650 0x10076250 6   7    .upx1   ascii   `O@n*C
4122 0x000376c1 0x100762c1 4   5    .upx1   ascii   ;?Br
4123 0x000376d1 0x100762d1 5   6    .upx1   ascii   BY;3_
4124 0x00037703 0x10076303 5   7    .upx1   utf8    '~\v՚m blocks=Basic Latin,Armenian
4125 0x00037711 0x10076311 4   5    .upx1   ascii   Z\n4\n
4126 0x00037767 0x10076367 4   5    .upx1   ascii   W1OC
4127 0x000377e3 0x100763e3 4   5    .upx1   ascii   ZOP5
4128 0x00037846 0x10076446 8   10   .upx1   utf8    >{+9?Bؿ9 blocks=Basic Latin,Arabic
4129 0x000378c3 0x100764c3 4   5    .upx1   ascii   -^sU
4130 0x000378ea 0x100764ea 5   6    .upx1   ascii   XyZHY
4131 0x000378f5 0x100764f5 4   5    .upx1   ascii   T8N)
4132 0x00037902 0x10076502 6   7    .upx1   ascii   g\b'q+]
4133 0x00037946 0x10076546 4   5    .upx1   ascii   Jjc6
4134 0x0003797f 0x1007657f 4   5    .upx1   ascii   AX;T
4135 0x000379ca 0x100765ca 10  11   .upx1   ascii   Vb9\eEs/tAO
4136 0x000379e9 0x100765e9 5   6    .upx1   ascii   ZO\aH8
4137 0x00037a69 0x10076669 4   5    .upx1   ascii   Y\f]_
4138 0x00037a75 0x10076675 4   5    .upx1   ascii   ;ZLy
4139 0x00037a8a 0x1007668a 5   8    .upx1   utf8    ʫ1]Jҋ blocks=IPA Extensions,Basic Latin,Cyrillic
4140 0x00037ada 0x100766da 4   5    .upx1   ascii   KkEN
4141 0x00037afb 0x100766fb 4   5    .upx1   ascii   Nt+V
4142 0x00037b3d 0x1007673d 7   8    .upx1   ascii   Y;_?f:_
4143 0x00037b48 0x10076748 5   6    .upx1   ascii   #|NuZ
4144 0x00037b67 0x10076767 5   6    .upx1   ascii   qIYWN
4145 0x00037b78 0x10076778 4   7    .upx1   utf8    㿧#\eZ blocks=CJK Unified Ideographs Extension A,Basic Latin
4146 0x00037bc6 0x100767c6 4   6    .upx1   utf8    VߟFy blocks=Basic Latin,NKo
4147 0x00037be0 0x100767e0 5   6    .upx1   ascii   AA_vM
4148 0x00037be6 0x100767e6 6   8    .upx1   utf8    ]UF8ÿ% blocks=Basic Latin,Latin-1 Supplement
4149 0x00037c53 0x10076853 4   5    .upx1   ascii   Y136
4150 0x00037c59 0x10076859 5   6    .upx1   ascii   B[\b\nK
4151 0x00037c68 0x10076868 4   5    .upx1   ascii   \tZZ4
4152 0x00037c6e 0x1007686e 5   6    .upx1   ascii   qN?Fu
4153 0x00037c93 0x10076893 4   5    .upx1   ascii   yY_U
4154 0x00037c98 0x10076898 7   8    .upx1   ascii   \f\fK\e;?Y
4155 0x00037cc4 0x100768c4 4   5    .upx1   ascii   VTkI
4156 0x00037cdc 0x100768dc 4   5    .upx1   ascii   _{_\v
4157 0x00037ce9 0x100768e9 4   5    .upx1   ascii   /Y)J
4158 0x00037cf0 0x100768f0 5   6    .upx1   ascii   ItpGI
4159 0x00037d12 0x10076912 7   9    .upx1   utf8    /YyJŸ_U blocks=Basic Latin,Latin Extended-A
4160 0x00037d60 0x10076960 4   6    .upx1   utf8    N:ͅY blocks=Basic Latin,Combining Diacritical Marks
4161 0x00037d70 0x10076970 4   6    .upx1   utf8    N{ͅY blocks=Basic Latin,Combining Diacritical Marks
4162 0x00037d93 0x10076993 5   6    .upx1   ascii   YH:5O
4163 0x00037dc3 0x100769c3 4   6    .upx1   utf8    YM8l
4164 0x00037dd6 0x100769d6 7   10   .upx1   utf8    lAFUQԺښ blocks=Basic Latin,Armenian,Arabic
4165 0x00037e1c 0x10076a1c 6   7    .upx1   ascii   Y^\bl\af
4166 0x00037e31 0x10076a31 4   5    .upx1   ascii   ~+BV
4167 0x00037e54 0x10076a54 8   9    .upx1   ascii   \KV;?Y1Z
4168 0x00037e62 0x10076a62 6   7    .upx1   ascii   Y"bBN6
4169 0x00037e76 0x10076a76 6   7    .upx1   ascii   ;I\e?V{
4170 0x00037e7f 0x10076a7f 4   5    .upx1   ascii   _I\b
4171 0x00037e8a 0x10076a8a 5   6    .upx1   ascii   \b2K(9
4172 0x00037ebb 0x10076abb 4   5    .upx1   ascii   ,KDZ
4173 0x00037edc 0x10076adc 4   5    .upx1   ascii   %4YK
4174 0x00037ee9 0x10076ae9 7   10   .upx1   utf8    .Y͓Xp՛~ blocks=Basic Latin,Combining Diacritical Marks,Armenian
4175 0x00037ef3 0x10076af3 6   7    .upx1   ascii   6X?xZ+
4176 0x00037f08 0x10076b08 6   7    .upx1   ascii   C<4U[9
4177 0x00037f20 0x10076b20 5   6    .upx1   ascii   moCR2
4178 0x00037f38 0x10076b38 5   6    .upx1   ascii   ;cu-o
4179 0x00037f3e 0x10076b3e 5   6    .upx1   ascii   STx;U
4180 0x00037f45 0x10076b45 4   5    .upx1   ascii   "#,*
4181 0x00037f59 0x10076b59 4   5    .upx1   ascii   hzow
4182 0x00037f63 0x10076b63 4   5    .upx1   ascii   \aKA\f
4183 0x00037f82 0x10076b82 7   8    .upx1   ascii   <Uk)i`n
4184 0x00037f8f 0x10076b8f 4   6    .upx1   utf8    %7Ч> blocks=Basic Latin,Cyrillic
4185 0x00037fc5 0x10076bc5 4   5    .upx1   ascii   .b\fL
4186 0x00037fd4 0x10076bd4 4   5    .upx1   ascii   oCR\r
4187 0x000380db 0x10076cdb 4   5    .upx1   ascii   D$,h
4188 0x0003810d 0x10076d0d 5   7    .upx1   utf8    }K+Uז blocks=Basic Latin,Hebrew
4189 0x00038129 0x10076d29 5   6    .upx1   ascii   3\aIB6
4190 0x00038141 0x10076d41 4   6    .upx1   utf8    G߂5] blocks=Basic Latin,NKo
4191 0x0003814c 0x10076d4c 4   5    .upx1   ascii   t0L\e
4192 0x00038171 0x10076d71 4   5    .upx1   ascii   \n\b>r
4193 0x000381a6 0x10076da6 4   5    .upx1   ascii   }~xV
4194 0x00038266 0x10076e66 4   6    .upx1   utf8    $ٻ\ev blocks=Basic Latin,Arabic
4195 0x000382a0 0x10076ea0 4   5    .upx1   ascii   *>Zw
4196 0x000382be 0x10076ebe 5   6    .upx1   ascii   qhE5N
4197 0x000382f5 0x10076ef5 4   5    .upx1   ascii   IAg.
4198 0x00038309 0x10076f09 5   6    .upx1   ascii   '\fE'.
4199 0x00038323 0x10076f23 4   5    .upx1   ascii   ^<[E
4200 0x00038348 0x10076f48 5   6    .upx1   ascii   &/9!\
4201 0x00038362 0x10076f62 5   6    .upx1   ascii   r^8cw
4202 0x0003836b 0x10076f6b 4   5    .upx1   ascii   X\fdi
4203 0x000383b4 0x10076fb4 4   5    .upx1   ascii   t\f!)
4204 0x000383c7 0x10076fc7 11  15   .upx1   utf8    g֨8[&Csa掟fF blocks=Basic Latin,Hebrew,CJK Unified Ideographs
4205 0x000383e5 0x10076fe5 6   7    .upx1   ascii   8IT4)A
4206 0x00038400 0x10077000 4   6    .upx1   utf8    MQٴN blocks=Basic Latin,Arabic
4207 0x00038458 0x10077058 4   5    .upx1   ascii   _@|E
4208 0x00038460 0x10077060 4   5    .upx1   ascii   o] g
4209 0x0003846c 0x1007706c 4   6    .upx1   utf8    065ʊ blocks=Basic Latin,IPA Extensions
4210 0x000384b8 0x100770b8 4   5    .upx1   ascii   DCU6
4211 0x000384bd 0x100770bd 5   6    .upx1   ascii   tCRu~
4212 0x000384da 0x100770da 4   5    .upx1   ascii   gxdH
4213 0x0003850f 0x1007710f 5   6    .upx1   ascii   mD9-u
4214 0x00038560 0x10077160 5   7    .upx1   utf8    \rƍgl  blocks=Basic Latin,Latin Extended-B
4215 0x00038590 0x10077190 4   5    .upx1   ascii   puCR
4216 0x000385ca 0x100771ca 6   8    .upx1   utf8    knbֽQ} blocks=Basic Latin,Hebrew
4217 0x00038634 0x10077234 4   5    .upx1   ascii   \t7S+
4218 0x00038646 0x10077246 4   6    .upx1   utf8    (Eͽm blocks=Basic Latin,Greek and Coptic
4219 0x00038665 0x10077265 4   5    .upx1   ascii   68S3
4220 0x000387db 0x100773db 5   7    .upx1   utf8    ǋ|$Pf blocks=Latin Extended-B,Basic Latin
4221 0x000387ed 0x100773ed 4   6    .upx1   utf8    Ƌt$T blocks=Latin Extended-B,Basic Latin
4222 0x0003881c 0x1007741c 4   5    .upx1   ascii   hKQ\v
4223 0x0003883c 0x1007743c 6   7    .upx1   ascii   t$(hR`
4224 0x00038859 0x10077459 5   7    .upx1   utf8    f9ˈ<$ blocks=Basic Latin,Spacing Modifier Letters
4225 0x0003887f 0x1007747f 5   6    .upx1   ascii   D$\bh=
4226 0x00038931 0x10077531 4   5    .upx1   ascii   D$ h
4227 0x000389ec 0x100775ec 4   6    .upx1   utf8    Ћ\$H blocks=Cyrillic,Basic Latin
4228 0x000389f2 0x100775f2 4   6    .upx1   utf8    ԋD$L blocks=Cyrillic Supplement,Basic Latin
4229 0x00038a1e 0x1007761e 4   5    .upx1   ascii   T$(f
4230 0x00038a26 0x10077626 4   5    .upx1   ascii   t$$f
4231 0x00038a58 0x10077658 4   5    .upx1   ascii   t$\bh
4232 0x00038b0c 0x1007770c 4   5    .upx1   ascii   t$\f`
4233 0x00038bc3 0x100777c3 4   5    .upx1   ascii   D$\bg
4234 0x00038be6 0x100777e6 4   5    .upx1   ascii   D$\b`
4235 0x00038beb 0x100777eb 5   6    .upx1   ascii   \$$hf
4236 0x00038c2d 0x1007782d 4   5    .upx1   ascii   T$$`
4237 0x00038e78 0x10077a78 4   5    .upx1   ascii   D$\fA
4238 0x00038ece 0x10077ace 9   11   .upx1   utf8    \tɈt$\fh\b e blocks=Basic Latin,Latin Extended-B
4239 0x00038f4f 0x10077b4f 4   5    .upx1   ascii   t$DT
4240 0x0003919a 0x10077d9a 5   6    .upx1   ascii   \a8-Uf
4241 0x0003926e 0x10077e6e 4   6    .upx1   utf8    ܍d$0 blocks=Syriac,Basic Latin
4242 0x000392cf 0x10077ecf 6   8    .upx1   utf8    ЍGPR`9 blocks=Cyrillic,Basic Latin
4243 0x000392e8 0x10077ee8 7   9    .upx1   utf8    D$\bݍd$8 blocks=Basic Latin,Syriac
4244 0x00039357 0x10077f57 4   6    .upx1   utf8    T``1
4245 0x000393c3 0x10077fc3 4   5    .upx1   ascii   D$\b_
4246 0x000393d2 0x10077fd2 7   8    .upx1   ascii   \$ `Why
4247 0x00039422 0x10078022 5   6    .upx1   ascii   l$ h`
4248 0x000394e8 0x100780e8 5   6    .upx1   ascii   D$\b\\t
4249 0x00039507 0x10078107 5   6    .upx1   ascii   t$\bUf
4250 0x00039578 0x10078178 4   5    .upx1   ascii   t$(h
4251 0x0003959e 0x1007819e 4   5    .upx1   ascii   $5Of
4252 0x000395cc 0x100781cc 4   5    .upx1   ascii   hEM,
4253 0x000395fc 0x100781fc 4   5    .upx1   ascii   t$\fQ
4254 0x00039615 0x10078215 4   5    .upx1   ascii   |$(f
4255 0x00039bae 0x100787ae 4   5    .upx1   ascii   l$$`
4256 0x00039bb7 0x100787b7 4   5    .upx1   ascii   T$Dh
4257 0x00039bf8 0x100787f8 4   5    .upx1   ascii   D$\bP
4258 0x00039c5f 0x1007885f 5   7    .upx1   utf8    ǀu\f Q blocks=Latin Extended-B,Basic Latin
4259 0x00039c87 0x10078887 5   6    .upx1   ascii   D$\fDf
4260 0x00039cfd 0x100788fd 4   5    .upx1   ascii   \$ `
4261 0x00039d14 0x10078914 4   5    .upx1   ascii   l$\b`
4262 0x00039da3 0x100789a3 4   5    .upx1   ascii   D$$`
4263 0x00039e42 0x10078a42 4   5    .upx1   ascii   9\f`f
4264 0x00039ec0 0x10078ac0 4   6    .upx1   utf8    (ڹiS blocks=Basic Latin,Arabic
4265 0x00039eca 0x10078aca 4   5    .upx1   ascii   RT``
4266 0x00039fd8 0x10078bd8 4   6    .upx1   utf8    ؍d$, blocks=Arabic,Basic Latin
4267 0x00039fe5 0x10078be5 4   5    .upx1   ascii   $q]f
4268 0x0003a052 0x10078c52 5   7    .upx1   utf8    0Íd$\f blocks=Basic Latin,Latin-1 Supplement
4269 0x0003a11f 0x10078d1f 4   5    .upx1   ascii   t$$f
4270 0x0003a12a 0x10078d2a 4   6    .upx1   utf8    Ӊl$  blocks=Cyrillic,Basic Latin
4271 0x0003a191 0x10078d91 6   7    .upx1   ascii   t$0QFf
4272 0x0003a203 0x10078e03 4   5    .upx1   ascii   D$\f2
4273 0x0003a229 0x10078e29 5   7    .upx1   utf8     Ѝd$( blocks=Basic Latin,Cyrillic
4274 0x0003a29c 0x10078e9c 6   8    .upx1   utf8    Y+Ӎd$D blocks=Basic Latin,Cyrillic
4275 0x0003a2b6 0x10078eb6 4   5    .upx1   ascii   lf!E
4276 0x0003a31b 0x10078f1b 5   6    .upx1   ascii   |$,h+
4277 0x0003a347 0x10078f47 4   6    .upx1   utf8    Ӊt$$ blocks=Cyrillic,Basic Latin
4278 0x0003a373 0x10078f73 5   6    .upx1   ascii   D$\f2:
4279 0x0003a41e 0x1007901e 4   5    .upx1   ascii   t$,f
4280 0x0003a482 0x10079082 4   6    .upx1   utf8    `hډ\b blocks=Basic Latin,Arabic
4281 0x0003a48e 0x1007908e 4   5    .upx1   ascii   T$$h
4282 0x0003a4e4 0x100790e4 4   5    .upx1   ascii   D$\br
4283 0x0003a52e 0x1007912e 4   5    .upx1   ascii   t$$`
4284 0x0003a538 0x10079138 4   5    .upx1   ascii   D$,S
4285 0x0003a5bc 0x100791bc 4   5    .upx1   ascii   D$Hf
4286 0x0003a64c 0x1007924c 4   5    .upx1   ascii   t$$`
4287 0x0003a663 0x10079263 5   6    .upx1   ascii   FQht>
4288 0x0003a68b 0x1007928b 4   5    .upx1   ascii   |$ h
4289 0x0003a74b 0x1007934b 4   5    .upx1   ascii   |$$`
4290 0x0003a80f 0x1007940f 4   5    .upx1   ascii   L$ h
4291 0x0003a88c 0x1007948c 4   5    .upx1   ascii   D$ f
4292 0x0003a906 0x10079506 4   5    .upx1   ascii   Th[x
4293 0x0003a997 0x10079597 5   7    .upx1   utf8    0È|$\b blocks=Basic Latin,Latin-1 Supplement
4294 0x0003aa01 0x10079601 4   6    .upx1   utf8    ȍd$P blocks=Latin Extended-B,Basic Latin
4295 0x0003aa6b 0x1007966b 4   5    .upx1   ascii   l$LU
4296 0x0003aa7e 0x1007967e 6   8    .upx1   utf8    $ȉ|$Hh blocks=Basic Latin,Latin Extended-B
4297 0x0003aad5 0x100796d5 4   5    .upx1   ascii   |$<h
4298 0x0003aafd 0x100796fd 8   10   .upx1   utf8    $0؈,$S`h blocks=Basic Latin,Arabic
4299 0x0003abb3 0x100797b3 4   6    .upx1   utf8    1\rd$
4300 0x0003abec 0x100797ec 4   5    .upx1   ascii   T$ `
4301 0x0003abfd 0x100797fd 4   5    .upx1   ascii   |$@f
4302 0x0003acd4 0x100798d4 4   7    .upx1   utf8    y,$ blocks=Basic Latin,Private Use Area
4303 0x0003b083 0x1007a083 5   6    .reloc  ascii   7{:h=
4304 0x0003b489 0x1007b289 5   6    .rsrc   ascii   wwwww
4305 0x0003b5bb 0x1007b3bb 9   10   .rsrc   ascii   xxxxxxxxx
4306 0x0003b5db 0x1007b3db 9   10   .rsrc   ascii   xxxxxxxxx
4307 0x0003b5fb 0x1007b3fb 9   10   .rsrc   ascii   xxxxxxxxx
4308 0x0003b61b 0x1007b41b 9   10   .rsrc   ascii   xxxxxxxxx
4309 0x0003b63b 0x1007b43b 9   10   .rsrc   ascii   xxxxxxxxx
4310 0x0003b65b 0x1007b45b 9   10   .rsrc   ascii   xxxxxxxxx
4311 0x0003b67b 0x1007b47b 9   10   .rsrc   ascii   xxxxxxxxx
4312 0x0003b69b 0x1007b49b 9   10   .rsrc   ascii   xxxxxxxxx
4313 0x0003b6bb 0x1007b4bb 9   10   .rsrc   ascii   xxxxxxxxx
4314 0x0003b729 0x1007b529 11  12   .rsrc   ascii   \awwwwwwwwwp
4315 0x0003b7e2 0x1007b5e2 15  32   .rsrc   utf16le VS_VERSION_INFO
4316 0x0003b83e 0x1007b63e 14  30   .rsrc   utf16le StringFileInfo
4317 0x0003b862 0x1007b662 8   18   .rsrc   utf16le 040904b0
4318 0x0003b87a 0x1007b67a 11  24   .rsrc   utf16le CompanyName
4319 0x0003b894 0x1007b694 21  44   .rsrc   utf16le Microsoft Corporation
4320 0x0003b8c6 0x1007b6c6 15  32   .rsrc   utf16le FileDescription
4321 0x0003b8e8 0x1007b6e8 33  68   .rsrc   utf16le .NET Runtime Optimization Service
4322 0x0003b932 0x1007b732 11  24   .rsrc   utf16le FileVersion
4323 0x0003b94c 0x1007b74c 11  24   .rsrc   utf16le 4.0.20219.1
4324 0x0003b96a 0x1007b76a 12  26   .rsrc   utf16le InternalName
4325 0x0003b984 0x1007b784 12  26   .rsrc   utf16le mscorsvc.dll
4326 0x0003b9a6 0x1007b7a6 14  30   .rsrc   utf16le LegalCopyright
4327 0x0003b9c4 0x1007b7c4 45  92   .rsrc   utf16le ? Microsoft Corporation. All rights reserved.
4328 0x0003ba26 0x1007b826 16  34   .rsrc   utf16le OriginalFilename
4329 0x0003ba48 0x1007b848 12  26   .rsrc   utf16le mscorsvc.dll
4330 0x0003ba6a 0x1007b86a 11  24   .rsrc   utf16le ProductName
4331 0x0003ba84 0x1007b884 36  74   .rsrc   utf16le Microsoft? Windows? Operating System
4332 0x0003bad6 0x1007b8d6 14  30   .rsrc   utf16le ProductVersion
4333 0x0003baf4 0x1007b8f4 11  24   .rsrc   utf16le 4.0.20219.1
4334 0x0003bb14 0x1007b914 10  22   .rsrc   utf16le arFileInfo
4335 0x0003bb32 0x1007b932 11  24   .rsrc   utf16le Translation
4336 0x0003bb50 0x1007b950 346 347  .rsrc   ascii   <assembly xmlns="urn:schemas-microsoft-com:asm.v1" manifestVersion="1.0">\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level="asInvoker" uiAccess="false"></requestedExecutionLevel>\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>
4337 0x0003be22 0x1007bc22 4   5            ascii   1\v0\t
4338 0x0003be3e 0x1007bc3e 5   6            ascii   Z0X03
4339 0x0003be5b 0x1007bc5b 13  27           utf16le <<<Obsolete>>
4340 0x0003be76 0x1007bc76 4   5            ascii   0!0\t
4341 0x0003bece 0x1007bcce 4   5            ascii   1\v0\t
4342 0x0003bee5 0x1007bce5 14  15           ascii   \fWestern Cape1
4343 0x0003befc 0x1007bcfc 13  14           ascii   \vDurbanville1
4344 0x0003bf13 0x1007bd13 7   8            ascii   Thawte1
4345 0x0003bf24 0x1007bd24 21  22           ascii   Thawte Certification1
4346 0x0003bf43 0x1007bd43 23  24           ascii   Thawte Timestamping CA0
4347 0x0003bf5c 0x1007bd5c 14  15           ascii   \r121221000000Z
4348 0x0003bf6b 0x1007bd6b 20  21           ascii   \r201230235959Z0^1\v0\t
4349 0x0003bf93 0x1007bd93 24  25           ascii   Symantec Corporation100.
4350 0x0003bfb1 0x1007bdb1 41  42           ascii   'Symantec Time Stamping Services CA - G20
4351 0x0003c008 0x1007be08 6   8            utf8    "W*oܸ& blocks=Basic Latin,Syriac
4352 0x0003c010 0x1007be10 7   9            utf8    Csk¿.PZ blocks=Basic Latin,Latin-1 Supplement
4353 0x0003c04f 0x1007be4f 5   6            ascii   r\e&Mq
4354 0x0003c06f 0x1007be6f 4   6            utf8    W?=ƒ blocks=Basic Latin,Latin Extended-B
4355 0x0003c09f 0x1007be9f 4   6            utf8    \rtޒ" blocks=Basic Latin,Thaana
4356 0x0003c0e7 0x1007bee7 5   6            ascii   ]jxdE
4357 0x0003c0ed 0x1007beed 4   5            ascii   `F~T
4358 0x0003c131 0x1007bf31 5   6            ascii   &0$0"
4359 0x0003c142 0x1007bf42 23  24           ascii   http://ocsp.thawte.com0
4360 0x0003c174 0x1007bf74 5   6            ascii   80604
4361 0x0003c17e 0x1007bf7e 48  49           ascii   .http://crl.thawte.com/ThawteTimestampingCA.crl0
4362 0x0003c1ec 0x1007bfec 18  19           ascii   TimeStamp-2048-10\r
4363 0x0003c25a 0x1007c05a 4   5            ascii   \b\*z
4364 0x0003c268 0x1007c068 4   5            ascii   y@b%
4365 0x0003c2bd 0x1007c0bd 6   7            ascii   0^1\v0\t
4366 0x0003c2d7 0x1007c0d7 24  25           ascii   Symantec Corporation100.
4367 0x0003c2f5 0x1007c0f5 41  42           ascii   'Symantec Time Stamping Services CA - G20
4368 0x0003c320 0x1007c120 14  15           ascii   \r121018000000Z
4369 0x0003c32f 0x1007c12f 20  21           ascii   \r201229235959Z0b1\v0\t
4370 0x0003c357 0x1007c157 24  25           ascii   Symantec Corporation1402
4371 0x0003c375 0x1007c175 45  46           ascii   +Symantec Time Stamping Services Signer - G40
4372 0x0003c3c3 0x1007c1c3 4   5            ascii   c\v9D
4373 0x0003c3ee 0x1007c1ee 5   7            utf8    پay\v[ blocks=Arabic,Basic Latin
4374 0x0003c416 0x1007c216 4   5            ascii   2oNW
4375 0x0003c439 0x1007c239 4   5            ascii   a;EQ
4376 0x0003c47f 0x1007c27f 4   6            utf8    h֨tw blocks=Basic Latin,Hebrew
4377 0x0003c512 0x1007c312 5   6            ascii   g0e0*
4378 0x0003c523 0x1007c323 32  33           ascii   http://ts-ocsp.ws.symantec.com07
4379 0x0003c54e 0x1007c34e 46  47           ascii   +http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<
4380 0x0003c582 0x1007c382 5   6            ascii   50301
4381 0x0003c58c 0x1007c38c 46  47           ascii   +http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(
4382 0x0003c5d2 0x1007c3d2 17  18           ascii   TimeStamp-2048-20
4383 0x0003c63f 0x1007c43f 4   5            ascii   b07x
4384 0x0003c669 0x1007c469 4   5            ascii   ,&c3
4385 0x0003c66e 0x1007c46e 4   5            ascii   Idm\r
4386 0x0003c689 0x1007c489 4   8            utf8    ͕tܶ\ blocks=Combining Diacritical Marks,Basic Latin,Syriac
4387 0x0003c6aa 0x1007c4aa 5   6            ascii   \vnO^
4388 0x0003c6b0 0x1007c4b0 5   6            ascii   EFAn\r
4389 0x0003c6ec 0x1007c4ec 4   5            ascii   ,/I\e
4390 0x0003c703 0x1007c503 5   6            ascii   y3+.{
4391 0x0003c71e 0x1007c51e 6   8            utf8    ɿ>"hcS blocks=IPA Extensions,Basic Latin
4392 0x0003c764 0x1007c564 6   7            ascii   0R1\v0\t
4393 0x0003c77e 0x1007c57e 21  22           ascii   WoSign CA Limited1'0%
4394 0x0003c79a 0x1007c59a 31  32           ascii   WoSign Class 3 Code Signing CA0
4395 0x0003c7bb 0x1007c5bb 14  15           ascii   \r151120014501Z
4396 0x0003c7ca 0x1007c5ca 15  16           ascii   \r161120014501Z0
4397 0x0003c7db 0x1007c5db 4   5            ascii   1\v0\t
4398 0x0003c7f0 0x1007c5f0 7   14           utf8    \b\f\t江苏省1 blocks=Basic Latin,CJK Unified Ideographs
4399 0x0003c804 0x1007c604 10  17           utf8    \a\f\t无锡市1-0+ blocks=Basic Latin,CJK Unified Ideographs
4400 0x0003c818 0x1007c618 19  44           utf8    \n\f$无锡凯扬电子科技有限公司1-0+ blocks=Basic Latin,CJK Unified Ideographs
