[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2553 0x00020d8b 0x1005f98b 4   6    .upx1   utf8    BؿcK blocks=Basic Latin,Arabic
2554 0x00020e01 0x1005fa01 5   6    .upx1   ascii   /d'L[
2555 0x00020e3b 0x1005fa3b 5   8    .upx1   utf8    $ؿCݵ_ blocks=Basic Latin,Arabic,Arabic Supplement
2556 0x00020e80 0x1005fa80 4   5    .upx1   ascii   N[l\b
2557 0x00020ea4 0x1005faa4 4   6    .upx1   utf8    и8Z$ blocks=Cyrillic,Basic Latin
2558 0x00020ef4 0x1005faf4 6   7    .upx1   ascii   c,![iY
2559 0x00020efb 0x1005fafb 9   12   .upx1   utf8    ڇM+p+˷u[% blocks=Arabic,Basic Latin,Spacing Modifier Letters
2560 0x00020f1b 0x1005fb1b 6   8    .upx1   utf8    |<ϭUQB blocks=Basic Latin,Greek and Coptic
2561 0x00020f4f 0x1005fb4f 4   6    .upx1   utf8    ĸ[p( blocks=Latin Extended-A,Basic Latin
2562 0x00020f8a 0x1005fb8a 4   5    .upx1   ascii   v\f3Y
2563 0x00020fdc 0x1005fbdc 7   8    .upx1   ascii   [ke?O|(
2564 0x00021012 0x1005fc12 4   5    .upx1   ascii   K\tIA
2565 0x00021034 0x1005fc34 5   6    .upx1   ascii   vUCLq
2566 0x00021089 0x1005fc89 8   9    .upx1   ascii   {_rU@cRK
2567 0x00021092 0x1005fc92 4   6    .upx1   utf8    c^¼U blocks=Basic Latin,Latin-1 Supplement
2568 0x000210b7 0x1005fcb7 5   6    .upx1   ascii   l=\8b
2569 0x000210d1 0x1005fcd1 4   5    .upx1   ascii   I[1g
2570 0x000210f1 0x1005fcf1 9   10   .upx1   ascii   ?Uki5\av[\t
2571 0x0002110c 0x1005fd0c 4   5    .upx1   ascii   W*[0
2572 0x0002111e 0x1005fd1e 6   8    .upx1   utf8    M3_\tω[ blocks=Basic Latin,Greek and Coptic
2573 0x00021194 0x1005fd94 6   7    .upx1   ascii   a9[u$\r
2574 0x000211b0 0x1005fdb0 6   7    .upx1   ascii   ,\teC(g
2575 0x000211b9 0x1005fdb9 5   8    .upx1   utf8    ̖UǓ[@ blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-B
2576 0x0002120c 0x1005fe0c 4   6    .upx1   utf8    RSռa blocks=Basic Latin,Armenian
2577 0x00021250 0x1005fe50 10  13   .upx1   utf8    [<p5+['ڝǡ0 blocks=Basic Latin,Arabic,Latin Extended-B
2578 0x0002125f 0x1005fe5f 4   5    .upx1   ascii   Y)-X
2579 0x00021289 0x1005fe89 4   5    .upx1   ascii   0[Q1
2580 0x000212d4 0x1005fed4 7   8    .upx1   ascii   $[<S/5q
2581 0x000212f9 0x1005fef9 5   6    .upx1   ascii   }3_W9
2582 0x000212ff 0x1005feff 5   6    .upx1   ascii   _h8^(
2583 0x00021305 0x1005ff05 4   5    .upx1   ascii   [<m%
2584 0x00021333 0x1005ff33 4   5    .upx1   ascii   hM?T
2585 0x0002133a 0x1005ff3a 6   7    .upx1   ascii   Epe-sn
2586 0x000213d8 0x1005ffd8 4   5    .upx1   ascii   )Ll 
2587 0x0002141a 0x1006001a 7   8    .upx1   ascii   )j@vF[3
2588 0x0002145a 0x1006005a 6   7    .upx1   ascii   U5![^V
2589 0x00021495 0x10060095 5   6    .upx1   ascii   [\7;9
2590 0x000214e8 0x100600e8 4   6    .upx1   utf8    ń[3d blocks=Latin Extended-A,Basic Latin
2591 0x00021516 0x10060116 7   8    .upx1   ascii   +cawb[t
2592 0x0002151f 0x1006011f 5   7    .upx1   utf8    1l˲v[ blocks=Basic Latin,Spacing Modifier Letters
2593 0x00021550 0x10060150 6   7    .upx1   ascii   [\nW-w6
2594 0x00021567 0x10060167 7   9    .upx1   utf8    >u"S(XӀ blocks=Basic Latin,Cyrillic
2595 0x00021596 0x10060196 5   6    .upx1   ascii   XDiXr
2596 0x000215a6 0x100601a6 5   6    .upx1   ascii   \fz\)K
2597 0x000215b0 0x100601b0 5   7    .upx1   utf8    rԴ[Ss blocks=Basic Latin,Armenian
2598 0x000215ba 0x100601ba 4   5    .upx1   ascii    60.
2599 0x000215c1 0x100601c1 6   7    .upx1   ascii   NHT[B_
2600 0x000215e8 0x100601e8 4   5    .upx1   ascii   {l\eK
2601 0x000215f7 0x100601f7 5   7    .upx1   utf8    uՄoX\t blocks=Basic Latin,Armenian
2602 0x000215fe 0x100601fe 4   5    .upx1   ascii   [7GV
2603 0x00021611 0x10060211 8   9    .upx1   ascii   `[\aAo,U^
2604 0x0002167a 0x1006027a 6   8    .upx1   utf8    Ȗ[mN1j blocks=Latin Extended-B,Basic Latin
2605 0x00021690 0x10060290 4   5    .upx1   ascii   b}O_
2606 0x0002169a 0x1006029a 5   7    .upx1   utf8    cC1/ӗ blocks=Basic Latin,Cyrillic
2607 0x000216a2 0x100602a2 7   8    .upx1   ascii   lE~C5U[
2608 0x000216ae 0x100602ae 8   9    .upx1   ascii   BRfi}U+\v
2609 0x000216ec 0x100602ec 4   6    .upx1   utf8    yh$\e
2610 0x00021811 0x10060411 5   8    .upx1   utf8    yظ!^ʍ blocks=Basic Latin,Arabic,IPA Extensions
2611 0x00021823 0x10060423 5   7    .upx1   utf8    y)@+˟ blocks=Basic Latin,Spacing Modifier Letters
2612 0x00021843 0x10060443 4   7    .upx1   utf8    Ì$ƚ# blocks=Latin-1 Supplement,Basic Latin,Latin Extended-B
2613 0x0002185c 0x1006045c 4   6    .upx1   utf8    Yنk2 blocks=Basic Latin,Arabic
2614 0x00021873 0x10060473 6   9    .upx1   utf8    a*ҩ=Ͻ$ blocks=Basic Latin,Cyrillic,Greek and Coptic
2615 0x00021886 0x10060486 4   5    .upx1   ascii   CAEl
2616 0x0002189b 0x1006049b 4   7    .upx1   utf8    ͵tξm blocks=Greek and Coptic,Basic Latin
2617 0x000218a9 0x100604a9 5   7    .upx1   utf8    ið}<H blocks=Basic Latin,Latin-1 Supplement
2618 0x000218d3 0x100604d3 4   6    .upx1   utf8    `<şQ blocks=Basic Latin,Latin Extended-A
2619 0x000218ef 0x100604ef 4   5    .upx1   ascii   :L\fg
2620 0x0002191f 0x1006051f 5   7    .upx1   utf8    @\e0˩J blocks=Basic Latin,Spacing Modifier Letters
2621 0x0002192c 0x1006052c 4   6    .upx1   utf8    6Ăh^ blocks=Basic Latin,Latin Extended-A
2622 0x0002196f 0x1006056f 5   7    .upx1   utf8    kRM?ԇ blocks=Basic Latin,Cyrillic Supplement
2623 0x0002197c 0x1006057c 5   6    .upx1   ascii   5GR)0
2624 0x00021992 0x10060592 6   7    .upx1   ascii    ~DVaO
2625 0x000219bb 0x100605bb 5   6    .upx1   ascii   'v}#E
2626 0x000219fc 0x100605fc 5   7    .upx1   utf8    ̶ND9C blocks=Combining Diacritical Marks,Basic Latin
2627 0x00021a14 0x10060614 4   6    .upx1   utf8    yMʡi blocks=Basic Latin,IPA Extensions
2628 0x00021a34 0x10060634 6   7    .upx1   ascii   a\eBNT(
2629 0x00021aa0 0x100606a0 5   8    .upx1   utf8    BR㈂X$ blocks=Basic Latin,Enclosed CJK Letters and Months
2630 0x00021ac1 0x100606c1 5   7    .upx1   utf8    Ǩ60;Y blocks=Latin Extended-B,Basic Latin
2631 0x00021b22 0x10060722 4   6    .upx1   utf8    O:W˜ blocks=Basic Latin,Spacing Modifier Letters
2632 0x00021b4d 0x1006074d 4   5    .upx1   ascii   sY.y
2633 0x00021b71 0x10060771 4   5    .upx1   ascii   BRja
2634 0x00021c29 0x10060829 4   6    .upx1   utf8    )εnD blocks=Basic Latin,Greek and Coptic
2635 0x00021c4f 0x1006084f 4   5    .upx1   ascii   \fBR%
2636 0x00021c6d 0x1006086d 4   5    .upx1   ascii   {{eq
2637 0x00021ce4 0x100608e4 4   5    .upx1   ascii   >GY\n
2638 0x00021d0a 0x1006090a 5   6    .upx1   ascii   .4t(i
2639 0x00021d43 0x10060943 4   5    .upx1   ascii   aYGo
2640 0x00021e14 0x10060a14 4   5    .upx1   ascii   _g!a
2641 0x00021e42 0x10060a42 4   5    .upx1   ascii   \j6M
2642 0x00021e6a 0x10060a6a 4   5    .upx1   ascii   Z:L4
2643 0x00021e87 0x10060a87 4   5    .upx1   ascii   3<uL
2644 0x00021e8c 0x10060a8c 6   10   .upx1   utf8    JďǪHƫG blocks=Basic Latin,Latin Extended-A,Latin Extended-B
2645 0x00021ec8 0x10060ac8 18  19   .upx1   ascii   GetModuleFileNameW
2646 0x00021f11 0x10060b11 4   6    .upx1   utf8    ¦W0f blocks=Latin-1 Supplement,Basic Latin
2647 0x00021f3c 0x10060b3c 4   5    .upx1   ascii   D$8{
2648 0x00021f71 0x10060b71 6   7    .upx1   ascii   p>R0dD
2649 0x00021fc1 0x10060bc1 4   5    .upx1   ascii   $oUG
2650 0x00021ffd 0x10060bfd 4   5    .upx1   ascii   UppH
2651 0x00022010 0x10060c10 4   5    .upx1   ascii   !*%9
2652 0x00022037 0x10060c37 4   5    .upx1   ascii   @<nX
2653 0x000220db 0x10060cdb 4   5    .upx1   ascii   [AC\n
2654 0x00022163 0x10060d63 4   6    .upx1   utf8    ʵd^7 blocks=Spacing Modifier Letters,Basic Latin
2655 0x00022170 0x10060d70 4   7    .upx1   utf8    l\ańe blocks=Basic Latin,Latin Extended-A
2656 0x000224c2 0x100610c2 4   5    .upx1   ascii   144R
2657 0x0002253f 0x1006113f 4   5    .upx1   ascii   #J}m
2658 0x0002255e 0x1006115e 5   6    .upx1   ascii   ><T@.
2659 0x000225a0 0x100611a0 4   5    .upx1   ascii   O2|@
2660 0x000225b4 0x100611b4 4   5    .upx1   ascii   8g5\
2661 0x000225bb 0x100611bb 4   5    .upx1   ascii   \n*#G
2662 0x000225f5 0x100611f5 8   10   .upx1   utf8    e͖N1-|$; blocks=Basic Latin,Combining Diacritical Marks
2663 0x00022609 0x10061209 5   6    .upx1   ascii   N}nA0
2664 0x00022619 0x10061219 7   8    .upx1   ascii   {\bo} ;$
2665 0x00022628 0x10061228 5   6    .upx1   ascii   ScxOR
2666 0x00022648 0x10061248 4   5    .upx1   ascii   g\ta`
2667 0x0002264e 0x1006124e 7   8    .upx1   ascii   \.v WWk
2668 0x00022691 0x10061291 9   11   .upx1   utf8    FUPO0qGȤc blocks=Basic Latin,Latin Extended-B
2669 0x000226ce 0x100612ce 4   5    .upx1   ascii   k]Pg
2670 0x00022745 0x10061345 4   7    .upx1   utf8    xZ, blocks=Basic Latin,Private Use Area
2671 0x0002276e 0x1006136e 4   5    .upx1   ascii   :t^W
2672 0x00022778 0x10061378 4   5    .upx1   ascii   z\a^:
2673 0x000227a7 0x100613a7 6   7    .upx1   ascii   $jJS'5
2674 0x000227be 0x100613be 4   5    .upx1   ascii   B'%d
2675 0x000227d4 0x100613d4 7   9    .upx1   utf8    JkX̒\4< blocks=Basic Latin,Combining Diacritical Marks
2676 0x0002281a 0x1006141a 6   8    .upx1   utf8    A$ی+\| blocks=Basic Latin,Arabic
2677 0x0002285a 0x1006145a 4   6    .upx1   utf8    `Ʃ(4 blocks=Basic Latin,Latin Extended-B
2678 0x000228be 0x100614be 4   5    .upx1   ascii   h[^;
2679 0x00022a30 0x10061630 4   5    .upx1   ascii   /<ch
2680 0x00022a56 0x10061656 4   5    .upx1   ascii   y\r<f
2681 0x00022a61 0x10061661 4   6    .upx1   utf8    PΥk" blocks=Basic Latin,Greek and Coptic
2682 0x00022a6c 0x1006166c 6   9    .upx1   utf8    +ᓠ/C\f& blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
2683 0x00022a79 0x10061679 4   5    .upx1   ascii   A|Rm
2684 0x00022a81 0x10061681 4   5    .upx1   ascii   \r=^F
2685 0x00022ab1 0x100616b1 5   6    .upx1   ascii   i"\b<&
2686 0x00022ab8 0x100616b8 6   8    .upx1   utf8    _oH\nJŷ blocks=Basic Latin,Latin Extended-A
2687 0x00022ac9 0x100616c9 4   5    .upx1   ascii   r\r;h
2688 0x00022af2 0x100616f2 4   6    .upx1   utf8    5ܞ:N blocks=Basic Latin,Syriac
2689 0x00022b15 0x10061715 6   9    .upx1   utf8    ݍcOPf8 blocks=Syriac,Basic Latin
2690 0x00022b27 0x10061727 4   5    .upx1   ascii   FTvJ
2691 0x00022b3b 0x1006173b 4   5    .upx1   ascii   y%[Z
2692 0x00022b40 0x10061740 5   6    .upx1   ascii   4l~\a|
2693 0x00022b53 0x10061753 4   6    .upx1   utf8    '͠!" blocks=Basic Latin,Combining Diacritical Marks
2694 0x00022bac 0x100617ac 6   7    .upx1   ascii   HcWFED
2695 0x00022cbc 0x100618bc 4   5    .upx1   ascii   B+I1
2696 0x00022cc1 0x100618c1 4   5    .upx1   ascii   tRO~
2697 0x00022ce8 0x100618e8 6   9    .upx1   utf8    7,/잔XJ blocks=Basic Latin,Hangul Syllables
2698 0x00022d1b 0x1006191b 7   8    .upx1   ascii   OJ\bbNWl
2699 0x00022d3d 0x1006193d 5   6    .upx1   ascii   \t)Q[$
2700 0x00022daa 0x100619aa 4   6    .upx1   utf8    k9DƇ blocks=Basic Latin,Latin Extended-B
2701 0x00022dbc 0x100619bc 4   7    .upx1   utf8    ֩C؋* blocks=Hebrew,Basic Latin,Arabic
2702 0x00022dd6 0x100619d6 6   8    .upx1   utf8    |Oݡ*=, blocks=Basic Latin,Arabic Supplement
2703 0x00022e4e 0x10061a4e 5   6    .upx1   ascii   #;\f%a
2704 0x00022e5d 0x10061a5d 6   7    .upx1   ascii   \vUPI\r-
2705 0x00022e74 0x10061a74 6   8    .upx1   utf8    XVϮ\r#@ blocks=Basic Latin,Greek and Coptic
2706 0x00022e9a 0x10061a9a 4   5    .upx1   ascii   SeB&
2707 0x00022eb4 0x10061ab4 4   5    .upx1   ascii   rw.;
2708 0x00022ee2 0x10061ae2 5   8    .upx1   utf8    ![&Vˌ blocks=Basic Latin,Spacing Modifier Letters
2709 0x00022ef5 0x10061af5 4   5    .upx1   ascii   tV+ 
2710 0x00022f69 0x10061b69 4   6    .upx1   utf8     ]ɢX blocks=Basic Latin,IPA Extensions
2711 0x00022f90 0x10061b90 4   5    .upx1   ascii   sCT9
2712 0x00022fb9 0x10061bb9 6   7    .upx1   ascii   G<xZ+J
2713 0x00022fcd 0x10061bcd 5   7    .upx1   utf8    \vÓN'$ blocks=Basic Latin,Latin-1 Supplement
2714 0x00022fe1 0x10061be1 6   8    .upx1   utf8    Cx\aPɮ` blocks=Basic Latin,IPA Extensions
2715 0x00023038 0x10061c38 5   7    .upx1   utf8    \n6@ض+ blocks=Basic Latin,Arabic
2716 0x0002303f 0x10061c3f 4   5    .upx1   ascii   FYBX
2717 0x00023056 0x10061c56 6   8    .upx1   utf8    &-Iު9g blocks=Basic Latin,Thaana
2718 0x00023063 0x10061c63 4   7    .upx1   utf8    歂\v\r\t blocks=CJK Unified Ideographs,Basic Latin
2719 0x0002307d 0x10061c7d 4   5    .upx1   ascii   \r\\n(
2720 0x00023148 0x10061d48 4   5    .upx1   ascii   \b;p+
2721 0x0002315b 0x10061d5b 4   5    .upx1   ascii   d7p"
2722 0x00023190 0x10061d90 4   6    .upx1   utf8    jeb٫ blocks=Basic Latin,Arabic
2723 0x000231a5 0x10061da5 4   5    .upx1   ascii   mo:2
2724 0x000231aa 0x10061daa 5   7    .upx1   utf8    EѠE=J blocks=Basic Latin,Cyrillic
2725 0x000231ea 0x10061dea 4   5    .upx1   ascii   >\n\v[
2726 0x00023201 0x10061e01 4   5    .upx1   ascii   n3lW
2727 0x00023213 0x10061e13 4   5    .upx1   ascii   u\fh6
2728 0x00023231 0x10061e31 6   7    .upx1   ascii   0G\n3:z
2729 0x00023254 0x10061e54 6   7    .upx1   ascii   )!D0O=
2730 0x00023268 0x10061e68 5   7    .upx1   utf8    <Ư`KG blocks=Basic Latin,Latin Extended-B
2731 0x000232b0 0x10061eb0 4   5    .upx1   ascii   j`Ur
2732 0x000232e5 0x10061ee5 6   9    .upx1   utf8    \f˅a @պ blocks=Basic Latin,Spacing Modifier Letters,Armenian
2733 0x0002330c 0x10061f0c 4   5    .upx1   ascii   n_#M
2734 0x00023328 0x10061f28 5   7    .upx1   utf8    7\aO%Ћ blocks=Basic Latin,Cyrillic
2735 0x00023330 0x10061f30 4   5    .upx1   ascii   W#v@
2736 0x0002334c 0x10061f4c 5   6    .upx1   ascii   8*t2w
2737 0x00023382 0x10061f82 4   5    .upx1   ascii   !V0-
2738 0x000233a1 0x10061fa1 4   5    .upx1   ascii   \fy\U
2739 0x000233a6 0x10061fa6 5   7    .upx1   utf8    PS\eҢ. blocks=Basic Latin,Cyrillic
2740 0x000241b5 0x10062db5 6   7    .upx1   ascii   )BRT_A
2741 0x000241bc 0x10062dbc 5   6    .upx1   ascii   q9C;i
2742 0x000241d7 0x10062dd7 5   8    .upx1   utf8    |ᬯQ\tn blocks=Basic Latin,Balinese
2743 0x000242ec 0x10062eec 7   8    .upx1   ascii   \t"o#+g5
2744 0x000242fe 0x10062efe 5   6    .upx1   ascii   fDke~
2745 0x00024362 0x10062f62 9   10   .upx1   ascii   LocalFree
2746 0x0002436f 0x10062f6f 6   7    .upx1   ascii   S+BR\fg
2747 0x000243b9 0x10062fb9 6   7    .upx1   ascii   !0'@xt
2748 0x00024525 0x10063125 4   5    .upx1   ascii   t`.^
2749 0x00024536 0x10063136 4   7    .upx1   utf8    *z맷. blocks=Basic Latin,Hangul Syllables
2750 0x00024546 0x10063146 5   6    .upx1   ascii   L\nJb`
2751 0x0002463f 0x1006323f 8   10   .upx1   utf8    Uͦs6BR,G blocks=Basic Latin,Combining Diacritical Marks
2752 0x00024668 0x10063268 4   5    .upx1   ascii   Sm7g
2753 0x000246a5 0x100632a5 4   5    .upx1   ascii   %E4Y
2754 0x000246ab 0x100632ab 5   6    .upx1   ascii   7Wc(0
2755 0x000246f2 0x100632f2 4   5    .upx1   ascii   <Jj`
2756 0x0002471d 0x1006331d 4   6    .upx1   utf8    ֚s`X blocks=Hebrew,Basic Latin
2757 0x000247c8 0x100633c8 4   6    .upx1   utf8    8֭O4 blocks=Basic Latin,Hebrew
2758 0x00024878 0x10063478 4   5    .upx1   ascii   t$0h
2759 0x00024881 0x10063481 4   5    .upx1   ascii   t$\bf
2760 0x00024896 0x10063496 4   5    .upx1   ascii   $-`T
2761 0x00024907 0x10063507 4   5    .upx1   ascii   t$\bf
2762 0x00024927 0x10063527 4   5    .upx1   ascii   /1BR
2763 0x0002495e 0x1006355e 4   6    .upx1   utf8    OS8ޤ blocks=Basic Latin,Thaana
2764 0x00024991 0x10063591 5   7    .upx1   utf8    -ѝ.~` blocks=Basic Latin,Cyrillic
2765 0x000249b4 0x100635b4 4   6    .upx1   utf8    D/ӟ\ blocks=Basic Latin,Cyrillic
2766 0x000249c5 0x100635c5 4   5    .upx1   ascii   \a`^"
2767 0x00024a00 0x10063600 4   5    .upx1   ascii   31BR
2768 0x00024a14 0x10063614 4   5    .upx1   ascii   pf6t
2769 0x00024a26 0x10063626 5   6    .upx1   ascii   -^WOh
2770 0x00024a6e 0x1006366e 7   8    .upx1   ascii   r-=]\v5W
2771 0x00024aae 0x100636ae 5   7    .upx1   utf8    9ĨAd` blocks=Basic Latin,Latin Extended-A
2772 0x00024ab5 0x100636b5 4   7    .upx1   utf8    q_͈̋ blocks=Basic Latin,Combining Diacritical Marks
2773 0x00024ad0 0x100636d0 5   6    .upx1   ascii   +2BRt
2774 0x00024af1 0x100636f1 4   5    .upx1   ascii   Av`5
2775 0x00024ca0 0x100638a0 4   6    .upx1   utf8    L֬pF blocks=Basic Latin,Hebrew
2776 0x00024cc9 0x100638c9 4   5    .upx1   ascii   \fQSf
2777 0x00024cf6 0x100638f6 4   5    .upx1   ascii   MRB\v
2778 0x00024d15 0x10063915 4   6    .upx1   utf8    fJа' blocks=Basic Latin,Cyrillic
2779 0x00024d3a 0x1006393a 4   5    .upx1   ascii   P/*F
2780 0x00024d4b 0x1006394b 7   10   .upx1   utf8    =BR䏇g9I blocks=Basic Latin,CJK Unified Ideographs Extension A
2781 0x00024d5b 0x1006395b 5   8    .upx1   utf8    ;ߧш4- blocks=Basic Latin,NKo,Cyrillic
2782 0x00024d70 0x10063970 5   7    .upx1   utf8    ƛ7H\f\f blocks=Latin Extended-B,Basic Latin
2783 0x00024dd7 0x100639d7 4   5    .upx1   ascii   $hsz
2784 0x00024def 0x100639ef 4   5    .upx1   ascii   x=BR
2785 0x00024dfb 0x100639fb 6   8    .upx1   utf8    z8\ʪC= blocks=Basic Latin,IPA Extensions
2786 0x00024e03 0x10063a03 4   5    .upx1   ascii   B `\f
2787 0x00024eec 0x10063aec 8   9    .upx1   ascii   \fZ/I,l\f*
2788 0x00024f4f 0x10063b4f 4   5    .upx1   ascii   `h#>
2789 0x00024f8d 0x10063b8d 5   7    .upx1   utf8    uKlͦ* blocks=Basic Latin,Combining Diacritical Marks
2790 0x00024f96 0x10063b96 6   7    .upx1   ascii   \b-|q\f%
2791 0x00025010 0x10063c10 4   5    .upx1   ascii   Hpf\n
2792 0x000250a6 0x10063ca6 4   7    .upx1   utf8    d$$龚 blocks=Basic Latin,CJK Unified Ideographs
2793 0x000250f0 0x10063cf0 4   5    .upx1   ascii   6P\n\f
2794 0x00025138 0x10063d38 4   5    .upx1   ascii   9BRw
2795 0x0002519e 0x10063d9e 5   7    .upx1   utf8    |^ Ϡ* blocks=Basic Latin,Greek and Coptic
2796 0x000251ab 0x10063dab 5   9    .upx1   utf8    Lw\f%𝕭 blocks=Basic Latin,Mathematical Alphanumeric Symbols
2797 0x000251bc 0x10063dbc 4   6    .upx1   utf8    =C=φ blocks=Basic Latin,Greek and Coptic
2798 0x000251d3 0x10063dd3 4   5    .upx1   ascii   9BRH
2799 0x000251e7 0x10063de7 4   5    .upx1   ascii   TZaU
2800 0x000251ee 0x10063dee 4   5    .upx1   ascii   dR}M
2801 0x0002520f 0x10063e0f 5   7    .upx1   utf8    'E͠jn blocks=Basic Latin,Combining Diacritical Marks
2802 0x00025240 0x10063e40 4   5    .upx1   ascii   m\f&d
2803 0x00025292 0x10063e92 6   8    .upx1   utf8    4ǎ]-m' blocks=Basic Latin,Latin Extended-B
2804 0x000252a2 0x10063ea2 7   9    .upx1   utf8    \n(ջ{1>] blocks=Basic Latin,Armenian
2805 0x000252dc 0x10063edc 4   5    .upx1   ascii   zja'
2806 0x000252fb 0x10063efb 4   5    .upx1   ascii   \vp0L
2807 0x00025313 0x10063f13 4   5    .upx1   ascii   "]/=
2808 0x00025326 0x10063f26 4   5    .upx1   ascii   @ZRW
2809 0x00025362 0x10063f62 4   5    .upx1   ascii   ;BRF
2810 0x00025385 0x10063f85 6   8    .upx1   utf8    \bǵJ|Rv blocks=Basic Latin,Latin Extended-B
2811 0x000253cc 0x10063fcc 4   5    .upx1   ascii   rs|Z
2812 0x00025402 0x10064002 5   6    .upx1   ascii   tz/<"
2813 0x0002540a 0x1006400a 4   5    .upx1   ascii   Mu5[
2814 0x0002549e 0x1006409e 7   10   .upx1   utf8    LM&ԎΥqm blocks=Basic Latin,Cyrillic Supplement,Greek and Coptic
2815 0x000254aa 0x100640aa 4   5    .upx1   ascii   *N}~
2816 0x000254af 0x100640af 5   6    .upx1   ascii   RGTHl
2817 0x0002556d 0x1006416d 4   6    .upx1   utf8    ٯdz6 blocks=Arabic,Basic Latin
2818 0x000255f7 0x100641f7 5   6    .upx1   ascii   G6L\tb
2819 0x00025642 0x10064242 4   5    .upx1   ascii   P\f\ae
2820 0x00025684 0x10064284 4   5    .upx1   ascii   VFBR
2821 0x00025693 0x10064293 4   6    .upx1   utf8    \a\aGׇ blocks=Basic Latin,Hebrew
2822 0x000256b2 0x100642b2 4   6    .upx1   utf8    -7ʲ> blocks=Basic Latin,Spacing Modifier Letters
2823 0x0002571a 0x1006431a 4   6    .upx1   utf8    φ:GK blocks=Greek and Coptic,Basic Latin
2824 0x00025847 0x10064447 4   5    .upx1   ascii   ]I\tb
2825 0x0002586b 0x1006446b 4   5    .upx1   ascii   a\n\bD
2826 0x000258ae 0x100644ae 4   5    .upx1   ascii   @BR9
2827 0x000258b7 0x100644b7 4   5    .upx1   ascii   hf&d
2828 0x000258d1 0x100644d1 6   7    .upx1   ascii   c/}ovK
2829 0x00025904 0x10064504 5   6    .upx1   ascii   85)"P
2830 0x00025953 0x10064553 5   8    .upx1   utf8    ne__ blocks=Basic Latin,Private Use Area
2831 0x00025962 0x10064562 4   6    .upx1   utf8    ڄ\rFj blocks=Arabic,Basic Latin
2832 0x00025990 0x10064590 6   7    .upx1   ascii   `ABR?0
2833 0x0002599e 0x1006459e 4   5    .upx1   ascii   NLdL
2834 0x00025b04 0x10064704 14  15   .upx1   ascii   WinHttpConnect
2835 0x00025b6c 0x1006476c 5   6    .upx1   ascii   -CBRr
2836 0x00025ba3 0x100647a3 4   5    .upx1   ascii   9<\bC
2837 0x00025bd0 0x100647d0 5   6    .upx1   ascii   %\v~u\b
2838 0x00025bf3 0x100647f3 4   5    .upx1   ascii   h\bR{
2839 0x00025c35 0x10064835 7   9    .upx1   utf8    _ӸmLBR2 blocks=Basic Latin,Cyrillic
2840 0x00025c43 0x10064843 4   5    .upx1   ascii   sc[-
2841 0x00025c73 0x10064873 6   7    .upx1   ascii   Z6!kbx
2842 0x00025c7d 0x1006487d 5   7    .upx1   utf8    !Ήy9; blocks=Basic Latin,Greek and Coptic
2843 0x00025ccb 0x100648cb 4   6    .upx1   utf8    D$\bќ blocks=Basic Latin,Cyrillic
2844 0x00025d1a 0x1006491a 4   5    .upx1   ascii   t$$f
2845 0x00025d30 0x10064930 6   7    .upx1   ascii   wMBRc*
2846 0x00025d75 0x10064975 4   5    .upx1   ascii   LUYB
2847 0x00025dd7 0x100649d7 16  17   .upx1   ascii   GetModuleHandleA
2848 0x00025e11 0x10064a11 4   5    .upx1   ascii   \aNBR
2849 0x00025e1a 0x10064a1a 6   7    .upx1   ascii   ^" T:n
2850 0x00025e83 0x10064a83 5   9    .upx1   utf8    p1ݩ2 blocks=Basic Latin,Private Use Area,Arabic Supplement
2851 0x00025e9a 0x10064a9a 4   5    .upx1   ascii   }09d
2852 0x00025eec 0x10064aec 7   9    .upx1   utf8    XվkNBR4 blocks=Basic Latin,Armenian
2853 0x00025ef9 0x10064af9 4   5    .upx1   ascii   PN^B
2854 0x00025f55 0x10064b55 4   6    .upx1   utf8    cC״W blocks=Basic Latin,Hebrew
2855 0x00025f5e 0x10064b5e 5   6    .upx1   ascii   YO0#K
2856 0x00025f6a 0x10064b6a 5   8    .upx1   utf8    8ţGKD blocks=Basic Latin,Latin Extended-A
2857 0x00025f9c 0x10064b9c 6   7    .upx1   ascii   X\vT\e?h
2858 0x00025faa 0x10064baa 4   5    .upx1   ascii   ,$``
2859 0x00026010 0x10064c10 4   5    .upx1   ascii   h9hm
2860 0x0002607b 0x10064c7b 4   6    .upx1   utf8    Po3%
2861 0x000260bb 0x10064cbb 6   8    .upx1   utf8    CC"K{ݩ blocks=Basic Latin,Arabic Supplement
2862 0x0002617a 0x10064d7a 7   9    .upx1   utf8    \nf51\fL]
2863 0x0002623c 0x10064e3c 4   5    .upx1   ascii   h}\T
2864 0x00026247 0x10064e47 7   8    .upx1   ascii   d$$hCc3
2865 0x000262dd 0x10064edd 6   7    .upx1   ascii   JBRGLT
2866 0x000262ff 0x10064eff 4   5    .upx1   ascii   lPXX
2867 0x00026317 0x10064f17 6   9    .upx1   utf8    6ܢnpӬ( blocks=Basic Latin,Syriac,Cyrillic
2868 0x00026320 0x10064f20 6   7    .upx1   ascii   jGDOQ@
2869 0x000263bf 0x10064fbf 4   5    .upx1   ascii   8KBR
2870 0x000263fb 0x10064ffb 5   6    .upx1   ascii   l3,|f
