[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2404 0x000306f0 0x004374f0 6   7    .rsrc   ascii   YYkE\f\f
2405 0x00030705 0x00437505 5   7    .rsrc   utf8    IG\b_^
2406 0x00030748 0x00437548 4   6    .rsrc   utf8    #+ύA blocks=Basic Latin,Greek and Coptic
2407 0x0003075c 0x0043755c 7   8    .rsrc   ascii   YY_kE\f4
2408 0x00030772 0x00437572 5   7    .rsrc   utf8    IF\b^]
2409 0x000307a0 0x004375a0 4   5    .rsrc   ascii   ;E\bs
2410 0x000307b3 0x004375b3 5   6    .rsrc   ascii   u\bWj\n
2411 0x000307c8 0x004375c8 4   5    .rsrc   ascii   v>Sj
2412 0x000307cf 0x004375cf 4   6    .rsrc   utf8    ʚ;QV blocks=IPA Extensions,Basic Latin
2413 0x000307e7 0x004375e7 4   5    .rsrc   ascii   j\t[3
2414 0x00030805 0x00437605 5   7    .rsrc   utf8    j\n[3ҋ blocks=Basic Latin,Cyrillic
2415 0x00030824 0x00437624 5   6    .rsrc   ascii   QQSVW
2416 0x000308dc 0x004376dc 5   6    .rsrc   ascii   VWj\aY
2417 0x00030a7b 0x0043787b 4   5    .rsrc   ascii   j\aX+
2418 0x00030a9b 0x0043789b 5   6    .rsrc   ascii   Cj\aX+
2419 0x00030ab9 0x004378b9 5   7    .rsrc   utf8    j\bZ3\r
2420 0x00030aef 0x004378ef 5   6    .rsrc   ascii   Yj\tZf
2421 0x00030c10 0x00437a10 4   5    .rsrc   ascii   \fSVW
2422 0x00030c48 0x00437a48 4   5    .rsrc   ascii   ]\bf;
2423 0x00030c85 0x00437a85 4   6    .rsrc   utf8    f;KM
2424 0x00030c8b 0x00437a8b 5   6    .rsrc   ascii   r2f;E
2425 0x00030cda 0x00437ada 5   7    .rsrc   utf8    EԋB\fS blocks=Basic Latin,Cyrillic Supplement
2426 0x00030d64 0x00437b64 5   8    .rsrc   utf8    NIE؋E blocks=Basic Latin,Arabic
2427 0x00030d6c 0x00437b6c 4   6    .rsrc   utf8    @;ˋ] blocks=Basic Latin,Spacing Modifier Letters
2428 0x00030d99 0x00437b99 4   5    .rsrc   ascii   |\t+U
2429 0x00030e02 0x00437c02 4   6    .rsrc   utf8    E܍<^ blocks=Basic Latin,Syriac
2430 0x00030e17 0x00437c17 5   6    .rsrc   ascii   \fAf99
2431 0x00030ee0 0x00437ce0 4   5    .rsrc   ascii    SV3
2432 0x00030f0d 0x00437d0d 5   6    .rsrc   ascii   9M\b|4
2433 0x00030f40 0x00437d40 5   6    .rsrc   ascii   A;M\b~
2434 0x00030fd4 0x00437dd4 5   7    .rsrc   utf8    }Y3\rJ
2435 0x0003115b 0x00437f5b 4   5    .rsrc   ascii   Y_^[
2436 0x000311d6 0x00437fd6 5   6    .rsrc   ascii   U\b}\nf
2437 0x000312d7 0x004380d7 4   5    .rsrc   ascii   t>;U
2438 0x0003136d 0x0043816d 4   5    .rsrc   ascii   9]\bu
2439 0x00031377 0x00438177 4   5    .rsrc   ascii   j\aYj
2440 0x00031412 0x00438212 5   6    .rsrc   ascii   YY_^[
2441 0x0003141c 0x0043821c 5   6    .rsrc   ascii   QQSVW
2442 0x00031444 0x00438244 5   6    .rsrc   ascii   f9\bu\a
2443 0x00031756 0x00438556 4   7    .rsrc   utf8    3ۋˈ] blocks=Basic Latin,Arabic,Spacing Modifier Letters
2444 0x00031a46 0x00438846 4   5    .rsrc   ascii   QSVW
2445 0x00031bd5 0x004389d5 6   7    .rsrc   ascii   E\bf\t\bh
2446 0x00031c51 0x00438a51 4   5    .rsrc   ascii   _^[]
2447 0x00031d44 0x00438b44 4   5    .rsrc   ascii   :B\au
2448 0x00031efb 0x00438cfb 4   5    .rsrc   ascii   QQSV
2449 0x0003213b 0x00438f3b 5   6    .rsrc   ascii   YY_^[
2450 0x00032207 0x00439007 5   6    .rsrc   ascii   _sT+E
2451 0x00032295 0x00439095 4   6    .rsrc   utf8    Y3ɉE blocks=Basic Latin,Latin Extended-B
2452 0x00032465 0x00439265 5   6    .rsrc   ascii   YY_^[
2453 0x0003246f 0x0043926f 4   5    .rsrc   ascii   QSVW
2454 0x000324c4 0x004392c4 4   5    .rsrc   ascii   E\vSP
2455 0x000324d6 0x004392d6 4   5    .rsrc   ascii   E\vSP
2456 0x000324e8 0x004392e8 4   5    .rsrc   ascii   E\vSP
2457 0x000324fa 0x004392fa 4   5    .rsrc   ascii   E\vSP
2458 0x0003250c 0x0043930c 4   5    .rsrc   ascii   E\vSP
2459 0x0003251e 0x0043931e 4   5    .rsrc   ascii   E\vSP
2460 0x00032530 0x00439330 4   5    .rsrc   ascii   E\vSP
2461 0x00032545 0x00439345 4   5    .rsrc   ascii   E\vSP
2462 0x00032557 0x00439357 4   5    .rsrc   ascii   E\vSP
2463 0x00032569 0x00439369 4   5    .rsrc   ascii   E\vSP
2464 0x0003257b 0x0043937b 4   5    .rsrc   ascii   E\vSP
2465 0x00032590 0x00439390 4   5    .rsrc   ascii   E\vSP
2466 0x000325a2 0x004393a2 4   5    .rsrc   ascii   E\vSP
2467 0x000325b4 0x004393b4 4   5    .rsrc   ascii   E\vSP
2468 0x000325c6 0x004393c6 4   5    .rsrc   ascii   E\vSP
2469 0x000325db 0x004393db 4   5    .rsrc   ascii   E\vSP
2470 0x000325ed 0x004393ed 4   5    .rsrc   ascii   E\vSP
2471 0x000325ff 0x004393ff 4   5    .rsrc   ascii   E\vSP
2472 0x00032626 0x00439426 4   5    .rsrc   ascii   E\vSP
2473 0x00032638 0x00439438 4   5    .rsrc   ascii   E\vSP
2474 0x0003264a 0x0043944a 4   5    .rsrc   ascii   E\vSP
2475 0x0003265c 0x0043945c 4   5    .rsrc   ascii   E\vSP
2476 0x00032671 0x00439471 4   5    .rsrc   ascii   E\vSP
2477 0x00032683 0x00439483 4   5    .rsrc   ascii   E\vSP
2478 0x00032698 0x00439498 4   5    .rsrc   ascii   E\vSP
2479 0x000326e3 0x004394e3 6   7    .rsrc   ascii   j\nX_^[
2480 0x0003271f 0x0043951f 4   5    .rsrc   ascii   E\v\aP
2481 0x0003272f 0x0043952f 4   5    .rsrc   ascii   E\v\bP
2482 0x00032743 0x00439543 4   5    .rsrc   ascii   E\vSP
2483 0x00032758 0x00439558 4   5    .rsrc   ascii   E\vSP
2484 0x0003276a 0x0043956a 4   5    .rsrc   ascii   E\vSP
2485 0x0003277c 0x0043957c 4   5    .rsrc   ascii   E\vSP
2486 0x0003278e 0x0043958e 4   5    .rsrc   ascii   E\vSP
2487 0x000327a3 0x004395a3 4   5    .rsrc   ascii   E\vSP
2488 0x000327b5 0x004395b5 4   5    .rsrc   ascii   E\vSP
2489 0x000327c7 0x004395c7 4   5    .rsrc   ascii   E\vSP
2490 0x000327d9 0x004395d9 4   5    .rsrc   ascii   E\vSP
2491 0x000327ee 0x004395ee 4   5    .rsrc   ascii   E\vSP
2492 0x00032800 0x00439600 4   5    .rsrc   ascii   E\vSP
2493 0x00032812 0x00439612 4   5    .rsrc   ascii   E\vSP
2494 0x00032825 0x00439625 4   5    .rsrc   ascii   QSVW
2495 0x00032878 0x00439678 4   5    .rsrc   ascii   E\vSP
2496 0x0003288a 0x0043968a 4   5    .rsrc   ascii   E\vSP
2497 0x0003289c 0x0043969c 4   5    .rsrc   ascii   E\vSP
2498 0x000328ae 0x004396ae 4   5    .rsrc   ascii   E\vSP
2499 0x000328c0 0x004396c0 4   5    .rsrc   ascii   E\vSP
2500 0x000328d2 0x004396d2 4   5    .rsrc   ascii   E\vSP
2501 0x000328e4 0x004396e4 4   5    .rsrc   ascii   E\vSP
2502 0x00032908 0x00439708 4   5    .rsrc   ascii   E\vSP
2503 0x0003291d 0x0043971d 4   5    .rsrc   ascii   E\vSP
2504 0x0003292f 0x0043972f 4   5    .rsrc   ascii   E\vSP
2505 0x00032941 0x00439741 4   5    .rsrc   ascii   E\vSP
2506 0x00032953 0x00439753 4   5    .rsrc   ascii   E\vSP
2507 0x00032968 0x00439768 4   5    .rsrc   ascii   E\vSP
2508 0x0003297a 0x0043977a 4   5    .rsrc   ascii   E\vSP
2509 0x0003298c 0x0043978c 4   5    .rsrc   ascii   E\vSP
2510 0x0003299e 0x0043979e 4   5    .rsrc   ascii   E\vSP
2511 0x000329b3 0x004397b3 4   5    .rsrc   ascii   E\vSP
2512 0x000329d7 0x004397d7 4   5    .rsrc   ascii   E\vSP
2513 0x000329e9 0x004397e9 4   5    .rsrc   ascii   E\vSP
2514 0x000329fe 0x004397fe 4   5    .rsrc   ascii   E\vSP
2515 0x00032a10 0x00439810 4   5    .rsrc   ascii   E\vSP
2516 0x00032a22 0x00439822 4   5    .rsrc   ascii   E\vSP
2517 0x00032a34 0x00439834 4   5    .rsrc   ascii   E\vSP
2518 0x00032a49 0x00439849 4   5    .rsrc   ascii   E\vSP
2519 0x00032a5b 0x0043985b 4   5    .rsrc   ascii   E\vSP
2520 0x00032a70 0x00439870 4   5    .rsrc   ascii   E\vSP
2521 0x00032a82 0x00439882 4   5    .rsrc   ascii   E\vSP
2522 0x00032aa9 0x004398a9 4   5    .rsrc   ascii   E\vSP
2523 0x00032abb 0x004398bb 4   5    .rsrc   ascii   E\vSP
2524 0x00032acd 0x004398cd 4   5    .rsrc   ascii   E\vSP
2525 0x00032adf 0x004398df 4   5    .rsrc   ascii   E\vSP
2526 0x00032af1 0x004398f1 4   5    .rsrc   ascii   E\vSP
2527 0x00032b06 0x00439906 4   5    .rsrc   ascii   E\vSP
2528 0x00032b18 0x00439918 4   5    .rsrc   ascii   E\vSP
2529 0x00032b2a 0x0043992a 4   5    .rsrc   ascii   E\vSP
2530 0x00032b3c 0x0043993c 4   5    .rsrc   ascii   E\vSP
2531 0x00032b51 0x00439951 4   5    .rsrc   ascii   E\vSP
2532 0x00032b61 0x00439961 4   5    .rsrc   ascii   E\vSP
2533 0x00032b75 0x00439975 4   5    .rsrc   ascii   E\vSP
2534 0x00032bb7 0x004399b7 4   5    .rsrc   ascii   ;F u
2535 0x00032bd2 0x004399d2 4   5    .rsrc   ascii   ;F$u
2536 0x00032bdb 0x004399db 6   7    .rsrc   ascii   j\nX_^[
2537 0x00032ca4 0x00439aa4 4   5    .rsrc   ascii   E\eWP
2538 0x00032cc0 0x00439ac0 4   5    .rsrc   ascii   E\eWP
2539 0x00032cd9 0x00439ad9 4   5    .rsrc   ascii   E\eWP
2540 0x00032ced 0x00439aed 4   5    .rsrc   ascii   E\eWP
2541 0x00032d0c 0x00439b0c 4   5    .rsrc   ascii   E\eWP
2542 0x00032d25 0x00439b25 4   5    .rsrc   ascii   E\eWP
2543 0x00032d39 0x00439b39 4   5    .rsrc   ascii   E\eWP
2544 0x00032e6d 0x00439c6d 5   7    .rsrc   utf8    73ƋO\b blocks=Basic Latin,Latin Extended-B
2545 0x00032ea7 0x00439ca7 4   5    .rsrc   ascii   O\b_^
2546 0x00032ed0 0x00439cd0 4   5    .rsrc   ascii   QQSV
2547 0x00032ee3 0x00439ce3 4   6    .rsrc   utf8    +э\f2 blocks=Basic Latin,Cyrillic
2548 0x00033311 0x0043a111 4   5    .rsrc   ascii   jP[3
2549 0x000333db 0x0043a1db 5   6    .rsrc   ascii   SSj$V
2550 0x0003350c 0x0043a30c 5   6    .rsrc   ascii   t\a=PE
2551 0x00033569 0x0043a369 4   6    .rsrc   utf8    W\eÉV blocks=Basic Latin,Latin-1 Supplement
2552 0x00033587 0x0043a387 7   9    .rsrc   utf8    W\eÉV\fPQ blocks=Basic Latin,Latin-1 Supplement
2553 0x000335f9 0x0043a3f9 7   8    .rsrc   ascii   uz8^,uu
2554 0x000336c7 0x0043a4c7 6   7    .rsrc   ascii   9~@s\rQ
2555 0x000336eb 0x0043a4eb 5   6    .rsrc   ascii   ~@WSP
2556 0x00033729 0x0043a529 6   7    .rsrc   ascii   :;F(r\t
2557 0x00033796 0x0043a596 5   6    .rsrc   ascii   M\bQWS
2558 0x000337d2 0x0043a5d2 4   5    .rsrc   ascii   9^ t
2559 0x000337d8 0x0043a5d8 7   8    .rsrc   ascii   E\b;F(r\t
2560 0x00033836 0x0043a636 5   6    .rsrc   ascii   M\bSSQ
2561 0x00033859 0x0043a659 5   6    .rsrc   ascii   8^,u\a
2562 0x000338dd 0x0043a6dd 7   8    .rsrc   ascii   Ft9E\bu\a
2563 0x000338ea 0x0043a6ea 4   5    .rsrc   ascii   FPPj
2564 0x00033931 0x0043a731 4   5    .rsrc   ascii   _^[]
2565 0x000339d0 0x0043a7d0 4   5    .rsrc   ascii   FPPS
2566 0x00033aa9 0x0043a8a9 4   6    .rsrc   utf8    \vȉVT blocks=Basic Latin,Latin Extended-B
2567 0x00033acd 0x0043a8cd 5   7    .rsrc   utf8     S3ۍE blocks=Basic Latin,Arabic
2568 0x00033b59 0x0043a959 4   6    .rsrc   utf8    \vȉVT blocks=Basic Latin,Latin Extended-B
2569 0x00033b5f 0x0043a95f 6   8    .rsrc   utf8    V\3\tVd
2570 0x00033b67 0x0043a967 4   5    .rsrc   ascii   Nh^[
2571 0x00033be1 0x0043a9e1 5   6    .rsrc   ascii   9_|ti
2572 0x00033c7b 0x0043aa7b 6   8    .rsrc   utf8    Ft3Ƀ~p blocks=Basic Latin,Latin Extended-B
2573 0x00033c84 0x0043aa84 8   9    .rsrc   ascii   N|t\a9Fpt
2574 0x00033ca8 0x0043aaa8 4   6    .rsrc   utf8    3ۋwH blocks=Basic Latin,Arabic
2575 0x00033d12 0x0043ab12 6   8    .rsrc   utf8    A\b3ɋGH blocks=Basic Latin,Latin Extended-B
2576 0x00033d94 0x0043ab94 5   6    .rsrc   ascii   GH_^[
2577 0x00033de7 0x0043abe7 5   6    .rsrc   ascii   X9>t\t
2578 0x00033df3 0x0043abf3 4   6    .rsrc   utf8    }ȋM\b blocks=Basic Latin,Latin Extended-B
2579 0x00033e6d 0x0043ac6d 5   7    .rsrc   utf8    t\a3ɉM blocks=Basic Latin,Latin Extended-B
2580 0x00033f1c 0x0043ad1c 5   6    .rsrc   ascii   8E\vt!
2581 0x00033f71 0x0043ad71 4   5    .rsrc   ascii   Fhj\b
2582 0x00033f9f 0x0043ad9f 6   7    .rsrc   ascii   t\nj\tXf
2583 0x00033fb7 0x0043adb7 4   6    .rsrc   utf8    ȉM\bf blocks=Latin Extended-B,Basic Latin
2584 0x00033fde 0x0043adde 5   7    .rsrc   utf8    3\v^Xf
2585 0x0003404f 0x0043ae4f 8   12   .rsrc   utf8    EՈMӈ]ԋ^P blocks=Basic Latin,Armenian,Cyrillic,Cyrillic Supplement
2586 0x0003409b 0x0043ae9b 4   6    .rsrc   utf8    ]؋^` blocks=Basic Latin,Arabic
2587 0x000340af 0x0043aeaf 4   7    .rsrc   utf8    üMڋ blocks=Basic Latin,Combining Diacritical Marks,Arabic
2588 0x000340cd 0x0043aecd 4   7    .rsrc   utf8    ]܋]ĥ blocks=Basic Latin,Syriac,Latin Extended-A
2589 0x0003412f 0x0043af2f 4   5    .rsrc   ascii   \axV4
2590 0x00034208 0x0043b008 4   7    .rsrc   utf8    \f|P blocks=Basic Latin,Private Use Area
2591 0x00034217 0x0043b017 4   6    .rsrc   utf8    EÊT5 blocks=Basic Latin,Latin-1 Supplement
2592 0x00034268 0x0043b068 8   9    .rsrc   ascii   C-tjj\bX;
2593 0x00034287 0x0043b087 5   6    .rsrc   ascii   uS!u\f
2594 0x000342c0 0x0043b0c0 5   10   .rsrc   utf8    űE\f3 blocks=Basic Latin,Combining Diacritical Marks
2595 0x0003432b 0x0043b12b 5   6    .rsrc   ascii   tw93t
2596 0x000343a5 0x0043b1a5 4   5    .rsrc   ascii   E\bf9
2597 0x0003446b 0x0043b26b 4   5    .rsrc   ascii   \fSVW
2598 0x0003449d 0x0043b29d 4   6    .rsrc   utf8    EًN$ blocks=Basic Latin,Arabic
2599 0x000344f9 0x0043b2f9 4   6    .rsrc   utf8    \f+ыM blocks=Basic Latin,Cyrillic
2600 0x00034660 0x0043b460 4   5    .rsrc   ascii   YY_^
2601 0x00034684 0x0043b484 4   6    .rsrc   utf8    ]Ã}\b blocks=Basic Latin,Latin-1 Supplement
2602 0x000346a0 0x0043b4a0 7   9    .rsrc   utf8    j Y+ȋE\b blocks=Basic Latin,Latin Extended-B
2603 0x000346d5 0x0043b4d5 7   8    .rsrc   ascii   M\f;J\fr\n
2604 0x00034768 0x0043b568 4   5    .rsrc   ascii   =PkD
2605 0x0003478f 0x0043b58f 6   7    .rsrc   ascii   u"h8kD
2606 0x000347a0 0x0043b5a0 4   5    .rsrc   ascii   hDkD
2607 0x000347c4 0x0043b5c4 5   7    .rsrc   utf8    j Y+ȃ blocks=Basic Latin,Latin Extended-B
2608 0x0003480b 0x0043b60b 6   7    .rsrc   ascii   j\bh0FD
2609 0x000348a5 0x0043b6a5 7   9    .rsrc   utf8    u\t39XkD
2610 0x000348b6 0x0043b6b6 4   5    .rsrc   ascii   =\kD
2611 0x000348fd 0x0043b6fd 5   6    .rsrc   ascii   \vh8kD
2612 0x00034910 0x0043b710 4   5    .rsrc   ascii   #E\b]
2613 0x00034956 0x0043b756 5   6    .rsrc   ascii   t\nj\fV
2614 0x00034a29 0x0043b829 4   5    .rsrc   ascii   hPFD
2615 0x00034a52 0x0043b852 5   7    .rsrc   utf8    EܡTkD blocks=Basic Latin,Syriac
2616 0x00034a69 0x0043b869 4   5    .rsrc   ascii   \rTkD
2617 0x00034ac8 0x0043b8c8 5   6    .rsrc   ascii   9>t\eV
2618 0x00034b59 0x0043b959 4   6    .rsrc   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
2619 0x00034c5f 0x0043ba5f 6   7    .rsrc   ascii   Yt\nj\fV
2620 0x00034c81 0x0043ba81 4   5    .rsrc   ascii   hlFD
2621 0x00034cbe 0x0043babe 4   5    .rsrc   ascii   %`kD
2622 0x00034d06 0x0043bb06 6   8    .rsrc   utf8    O\b3ɉW\f blocks=Basic Latin,Latin Extended-B
2623 0x00034d18 0x0043bb18 4   5    .rsrc   ascii   ntel
2624 0x00034d1f 0x0043bb1f 5   6    .rsrc   ascii   5ineI
2625 0x00034d2a 0x0043bb2a 5   6    .rsrc   ascii   5Genu
2626 0x00034d4f 0x0043bb4f 4   5    .rsrc   ascii   S\fuC
2627 0x00034d60 0x0043bb60 4   5    .rsrc   ascii   t#=`
2628 0x00034d7c 0x0043bb7c 4   5    .rsrc   ascii   t\a=p
2629 0x00034d86 0x0043bb86 4   5    .rsrc   ascii   =dkD
2630 0x00034d8f 0x0043bb8f 4   5    .rsrc   ascii   =dkD
2631 0x00034d97 0x0043bb97 4   5    .rsrc   ascii   =dkD
2632 0x00034da6 0x0043bba6 6   7    .rsrc   ascii   |2j\aX3
2633 0x00034dd3 0x0043bbd3 4   5    .rsrc   ascii   =dkD
2634 0x00034fc6 0x0043bdc6 5   6    .rsrc   ascii   f9\bu*
2635 0x00034fcf 0x0043bdcf 4   6    .rsrc   utf8    ȁ9PE blocks=Latin Extended-B,Basic Latin
2636 0x0003500d 0x0043be0d 4   5    .rsrc   ascii   8csm
2637 0x00035022 0x0043be22 4   5    .rsrc   ascii   t\e=!
2638 0x00035044 0x0043be44 5   7    .rsrc   utf8    ̃%hkD blocks=Combining Diacritical Marks,Basic Latin
2639 0x000350a4 0x0043bea4 5   6    .rsrc   ascii   Y__^[
2640 0x00035154 0x0043bf54 4   5    .rsrc   ascii   hpkD
2641 0x00035183 0x0043bf83 4   6    .rsrc   utf8    ̸xkD blocks=Combining Diacritical Marks,Basic Latin
2642 0x000351b2 0x0043bfb2 4   6    .rsrc   utf8    ødwD blocks=Latin-1 Supplement,Basic Latin
2643 0x000351b8 0x0043bfb8 4   6    .rsrc   utf8    ø`wD blocks=Latin-1 Supplement,Basic Latin
2644 0x0003526f 0x0043c06f 4   5    .rsrc   ascii   \r|lD
2645 0x00035281 0x0043c081 4   5    .rsrc   ascii   5plD
2646 0x00035287 0x0043c087 4   5    .rsrc   ascii   =llD
2647 0x000352aa 0x0043c0aa 4   5    .rsrc   ascii   %`lD
2648 0x000352b1 0x0043c0b1 4   5    .rsrc   ascii   -\lD
2649 0x00035376 0x0043c176 4   5    .rsrc   ascii   \r|lD
2650 0x00035388 0x0043c188 4   5    .rsrc   ascii   5plD
2651 0x0003538e 0x0043c18e 4   5    .rsrc   ascii   =llD
2652 0x000353b1 0x0043c1b1 4   5    .rsrc   ascii   %`lD
2653 0x000353b8 0x0043c1b8 4   5    .rsrc   ascii   -\lD
2654 0x00035522 0x0043c322 4   5    .rsrc   ascii   hTGD
2655 0x00035915 0x0043c715 4   5    .rsrc   ascii   u\bt\f
2656 0x00035933 0x0043c733 5   7    .rsrc   utf8    ̃=`kD blocks=Combining Diacritical Marks,Basic Latin
2657 0x0003599c 0x0043c79c 6   8    .rsrc   utf8    3\nD$\bS
2658 0x000359d1 0x0043c7d1 4   6    .rsrc   utf8    V\v؋\n blocks=Basic Latin,Arabic
2659 0x00035a10 0x0043c810 4   5    .rsrc   ascii   ^_[3
2660 0x00035a4d 0x0043c84d 5   7    .rsrc   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
2661 0x00035a54 0x0043c854 5   7    .rsrc   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
2662 0x00035adb 0x0043c8db 6   7    .rsrc   ascii   3\f8_^]
2663 0x00035afc 0x0043c8fc 4   5    .rsrc   ascii   ]\fVW
2664 0x00035bc5 0x0043c9c5 4   6    .rsrc   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
2665 0x00035bcb 0x0043c9cb 4   5    .rsrc   ascii   8csm
2666 0x00035c15 0x0043ca15 6   7    .rsrc   ascii   E\f9x\ft
2667 0x00035cd5 0x0043cad5 7   8    .rsrc   ascii   ]\bVWj\bY
2668 0x00035d15 0x0043cb15 4   5    .rsrc   ascii   \a\bt\a
2669 0x00035d43 0x0043cb43 4   6    .rsrc   utf8    ̋L$\f blocks=Combining Diacritical Marks,Basic Latin
2670 0x00035d78 0x0043cb78 4   5    .rsrc   ascii   %dkD
2671 0x00035ee4 0x0043cce4 4   5    .rsrc   ascii   =@oD
2672 0x00035f03 0x0043cd03 5   7    .rsrc   utf8    Ã= `D blocks=Latin-1 Supplement,Basic Latin
2673 0x00035f19 0x0043cd19 4   5    .rsrc   ascii   5 `D
2674 0x00035f34 0x0043cd34 4   5    .rsrc   ascii   5 `D
2675 0x00035f47 0x0043cd47 5   6    .rsrc   ascii   BVj(j
2676 0x00035f5c 0x0043cd5c 4   5    .rsrc   ascii   5 `D
2677 0x00035f70 0x0043cd70 4   5    .rsrc   ascii   5 `D
2678 0x00035fa9 0x0043cda9 6   7    .rsrc   ascii   t)h@oD
2679 0x00035fcd 0x0043cdcd 4   5    .rsrc   ascii   \r `D
2680 0x00035fd9 0x0043cdd9 4   6    .rsrc   utf8    á `D blocks=Latin-1 Supplement,Basic Latin
2681 0x00035feb 0x0043cdeb 4   5    .rsrc   ascii   \r `D
2682 0x00036063 0x0043ce63 4   5    .rsrc   ascii   QSVW
2683 0x000360af 0x0043ceaf 8   10   .rsrc   utf8    Wu5j\ahطC blocks=Basic Latin,Arabic
2684 0x000360c4 0x0043cec4 5   6    .rsrc   ascii   t!j\ah
2685 0x000360d8 0x0043ced8 5   6    .rsrc   ascii   t\rVVS
2686 0x00036343 0x0043d143 6   7    .rsrc   ascii   URPQQh
2687 0x00036359 0x0043d159 6   8    .rsrc   utf8    3ĉD$\bd blocks=Basic Latin,Latin Extended-A
2688 0x0003636e 0x0043d16e 4   5    .rsrc   ascii   L$,3
2689 0x000363c0 0x0043d1c0 6   8    .rsrc   utf8    _^[ËL$ blocks=Basic Latin,Latin-1 Supplement
2690 0x00036434 0x0043d234 4   5    .rsrc   ascii   UVWS
2691 0x00036446 0x0043d246 5   7    .rsrc   utf8    [_^]Ð blocks=Basic Latin,Latin-1 Supplement
2692 0x0003646b 0x0043d26b 4   5    .rsrc   ascii   SVWj
2693 0x0003647d 0x0043d27d 5   7    .rsrc   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
2694 0x00036486 0x0043d286 5   6    .rsrc   ascii   l$\bRQ
2695 0x000364ba 0x0043d2ba 4   5    .rsrc   ascii   ;A\br
2696 0x000364e7 0x0043d2e7 4   5    .rsrc   ascii   ;A\br
2697 0x00036507 0x0043d307 5   6    .rsrc   ascii   SVWUj
2698 0x0003651d 0x0043d31d 4   5    .rsrc   ascii   ]_^[
2699 0x00036523 0x0043d323 4   6    .rsrc   utf8    ]ËL$ blocks=Basic Latin,Latin-1 Supplement
2700 0x000365a9 0x0043d3a9 6   7    .rsrc   ascii   ;t$,v-
2701 0x00036604 0x0043d404 6   7    .rsrc   ascii   R\f9Q\bu
2702 0x00036632 0x0043d432 10  11   .rsrc   ascii   k\fUQPXY]Y[
2703 0x00036654 0x0043d454 4   6    .rsrc   utf8    3KM\b
2704 0x000366d7 0x0043d4d7 5   8    .rsrc   utf8    3IEЋE blocks=Basic Latin,Cyrillic
2705 0x000366e0 0x0043d4e0 4   6    .rsrc   utf8    EԋE\f blocks=Basic Latin,Cyrillic Supplement
2706 0x000366ec 0x0043d4ec 4   6    .rsrc   utf8    E܋E  blocks=Basic Latin,Syriac
2707 0x000367b3 0x0043d5b3 4   5    .rsrc   ascii   }\b}\n
2708 0x000367dc 0x0043d5dc 4   5    .rsrc   ascii   ;W\fw
2709 0x0003682c 0x0043d62c 6   7    .rsrc   ascii   QQSVWd
2710 0x000368f0 0x0043d6f0 6   8    .rsrc   utf8    H$]ËP$ blocks=Basic Latin,Latin-1 Supplement
2711 0x00036922 0x0043d722 5   6    .rsrc   ascii   H\b3M\f
2712 0x00036986 0x0043d786 5   11   .rsrc   utf16le jjjjj
2713 0x000369bc 0x0043d7bc 4   5    .rsrc   ascii   \bSVW
2714 0x00036a3a 0x0043d83a 4   5    .rsrc   ascii   %dkD
2715 0x00036a45 0x0043d845 6   8    .rsrc   utf8    D$\f^_Ë blocks=Basic Latin,Latin-1 Supplement
2716 0x00036a66 0x0043d866 4   5    .rsrc   ascii   %dkD
2717 0x00036ada 0x0043d8da 4   5    .rsrc   ascii   oF f
2718 0x00036b36 0x0043d936 4   5    .rsrc   ascii   oF f
2719 0x00036b8e 0x0043d98e 4   5    .rsrc   ascii   oF f
2720 0x00036c69 0x0043da69 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
2721 0x00036c75 0x0043da75 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
2722 0x00036c87 0x0043da87 7   9    .rsrc   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
2723 0x00036ca1 0x0043daa1 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
2724 0x00036d15 0x0043db15 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
2725 0x00036d23 0x0043db23 7   9    .rsrc   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
2726 0x00036d39 0x0043db39 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
2727 0x00036d53 0x0043db53 5   6    .rsrc   ascii   D$\f^_
2728 0x00036e39 0x0043dc39 5   6    .rsrc   ascii   D$\f^_
2729 0x00036e6f 0x0043dc6f 4   5    .rsrc   ascii   oV f
2730 0x00036e74 0x0043dc74 4   5    .rsrc   ascii   o^0f
2731 0x00036e8c 0x0043dc8c 4   5    .rsrc   ascii   of@f
2732 0x00036e91 0x0043dc91 4   5    .rsrc   ascii   onPf
2733 0x00036e96 0x0043dc96 4   5    .rsrc   ascii   ov`f
