[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1386 0x00011538 0x00418338 7   9    .rsrc   utf8    \n7iNБq7 blocks=Basic Latin,Cyrillic
1387 0x00011546 0x00418346 7   8    .rsrc   ascii   8cg8c4.
1388 0x00011563 0x00418363 5   6    .rsrc   ascii   #+Bw]
1389 0x0001156f 0x0041836f 4   5    .rsrc   ascii   `B}~
1390 0x00011577 0x00418377 6   8    .rsrc   utf8    s*gsТ, blocks=Basic Latin,Cyrillic
1391 0x00011588 0x00418388 6   7    .rsrc   ascii   qT7_F7
1392 0x0001159a 0x0041839a 4   5    .rsrc   ascii   0`{o
1393 0x000115ab 0x004183ab 5   9    .rsrc   utf8    V\ꞣӎh blocks=Basic Latin,Latin Extended-D,Cyrillic
1394 0x000115c5 0x004183c5 4   5    .rsrc   ascii   \tAE\t
1395 0x000115d3 0x004183d3 5   8    .rsrc   utf8    cGy䱧x blocks=Basic Latin,CJK Unified Ideographs Extension A
1396 0x000115eb 0x004183eb 4   5    .rsrc   ascii   .*\bI
1397 0x0001162b 0x0041842b 4   5    .rsrc   ascii   qjUP
1398 0x00011690 0x00418490 5   7    .rsrc   utf8    }$W\t͗ blocks=Basic Latin,Combining Diacritical Marks
1399 0x000116a0 0x004184a0 5   6    .rsrc   ascii   v"&\/
1400 0x000116e8 0x004184e8 9   12   .rsrc   utf8    ?AޛКyD\f\v7 blocks=Basic Latin,Thaana,Cyrillic
1401 0x0001172d 0x0041852d 4   5    .rsrc   ascii   X\vA\a
1402 0x000117d2 0x004185d2 5   9    .rsrc   utf8    폘Lǌg3 blocks=Hangul Syllables,Basic Latin,Latin Extended-B
1403 0x000117e7 0x004185e7 4   5    .rsrc   ascii   diF1
1404 0x00011818 0x00418618 4   5    .rsrc   ascii   GJ\]
1405 0x00011825 0x00418625 5   8    .rsrc   utf8    ըӧXX[ blocks=Armenian,Cyrillic,Basic Latin
1406 0x0001183a 0x0041863a 7   8    .rsrc   ascii   "MKzeA3
1407 0x00011857 0x00418657 4   8    .rsrc   utf8    ݨv皆  blocks=Arabic Supplement,Basic Latin,CJK Unified Ideographs
1408 0x00011896 0x00418696 5   7    .rsrc   utf8    ? \vȞx blocks=Basic Latin,Latin Extended-B
1409 0x000118bd 0x004186bd 4   5    .rsrc   ascii   ;b)g
1410 0x00011917 0x00418717 4   5    .rsrc   ascii   \thKr
1411 0x00011995 0x00418795 7   8    .rsrc   ascii   #677\b>0
1412 0x000119a7 0x004187a7 4   6    .rsrc   utf8    *\nmں blocks=Basic Latin,Arabic
1413 0x000119cb 0x004187cb 5   7    .rsrc   utf8    sԴ`@  blocks=Basic Latin,Armenian
1414 0x000119df 0x004187df 4   5    .rsrc   ascii   H{@\e
1415 0x000119f2 0x004187f2 4   5    .rsrc   ascii   ]%[_
1416 0x000119fe 0x004187fe 5   6    .rsrc   ascii   ]E/xB
1417 0x00011a04 0x00418804 6   7    .rsrc   ascii   0eC>m\b
1418 0x00011a48 0x00418848 5   8    .rsrc   utf8    җ>[7̀ blocks=Cyrillic,Basic Latin,Combining Diacritical Marks
1419 0x00011a93 0x00418893 5   6    .rsrc   ascii   J;t[Q
1420 0x00011ac1 0x004188c1 4   5    .rsrc   ascii   OVy|
1421 0x00011acc 0x004188cc 5   6    .rsrc   ascii   \thh+.
1422 0x00011afe 0x004188fe 5   6    .rsrc   ascii   3z?\vH
1423 0x00011b08 0x00418908 4   5    .rsrc   ascii   _yt?
1424 0x00011b14 0x00418914 6   8    .rsrc   utf8    Yasñ~Z blocks=Basic Latin,Latin-1 Supplement
1425 0x00011b2c 0x0041892c 4   6    .rsrc   utf8    _OJϧ blocks=Basic Latin,Greek and Coptic
1426 0x00011b40 0x00418940 5   6    .rsrc   ascii   w.8*[
1427 0x00011b69 0x00418969 7   9    .rsrc   utf8    >`\th]şi blocks=Basic Latin,Latin Extended-A
1428 0x00011b77 0x00418977 6   8    .rsrc   utf8    ҤA\\tL\b blocks=Cyrillic,Basic Latin
1429 0x00011b94 0x00418994 5   6    .rsrc   ascii   L)\r-!
1430 0x00011ba6 0x004189a6 5   6    .rsrc   ascii   UD]&9
1431 0x00011bcf 0x004189cf 4   7    .rsrc   utf8    if\rᄠ blocks=Basic Latin,Hangul Jamo
1432 0x00011c2b 0x00418a2b 4   5    .rsrc   ascii   /Hx1
1433 0x00011c4f 0x00418a4f 4   5    .rsrc   ascii   brE]
1434 0x00011c66 0x00418a66 5   6    .rsrc   ascii   1Wv\a|
1435 0x00011cc8 0x00418ac8 4   5    .rsrc   ascii   ^P,g
1436 0x00011ccd 0x00418acd 4   5    .rsrc   ascii   veXY
1437 0x00011cdf 0x00418adf 4   5    .rsrc   ascii   HO#v
1438 0x00011cee 0x00418aee 4   5    .rsrc   ascii   ^\aH<
1439 0x00011d0e 0x00418b0e 4   5    .rsrc   ascii   \@Zj
1440 0x00011d23 0x00418b23 4   5    .rsrc   ascii   \MX\t
1441 0x00011d75 0x00418b75 5   6    .rsrc   ascii   sXTdu
1442 0x00011e0c 0x00418c0c 4   5    .rsrc   ascii   wk6G
1443 0x00011e4a 0x00418c4a 4   5    .rsrc   ascii   }X8j
1444 0x00011e58 0x00418c58 5   6    .rsrc   ascii   Jj1@-
1445 0x00011e66 0x00418c66 4   5    .rsrc   ascii   \vZ{z
1446 0x00011e81 0x00418c81 5   6    .rsrc   ascii   \b8\aZr
1447 0x00011ea2 0x00418ca2 4   5    .rsrc   ascii   w4a&
1448 0x00011ecc 0x00418ccc 5   6    .rsrc   ascii   h\e8vg
1449 0x00011f74 0x00418d74 4   5    .rsrc   ascii   \r+++
1450 0x00011fcc 0x00418dcc 5   6    .rsrc   ascii   L\ngnM
1451 0x00011fe8 0x00418de8 4   5    .rsrc   ascii   Rag7
1452 0x0001204d 0x00418e4d 4   5    .rsrc   ascii   =ojs
1453 0x00012098 0x00418e98 4   6    .rsrc   utf8    ԔKW, blocks=Cyrillic Supplement,Basic Latin
1454 0x000120f2 0x00418ef2 4   6    .rsrc   utf8    ǜ\Oy blocks=Latin Extended-B,Basic Latin
1455 0x000120f8 0x00418ef8 7   9    .rsrc   utf8    ;:\fBŇ>U blocks=Basic Latin,Latin Extended-A
1456 0x0001214f 0x00418f4f 4   5    .rsrc   ascii   SdDT
1457 0x00012187 0x00418f87 5   6    .rsrc   ascii   nll\~
1458 0x000121c2 0x00418fc2 6   8    .rsrc   utf8    !P[˴j( blocks=Basic Latin,Spacing Modifier Letters
1459 0x000121e1 0x00418fe1 7   8    .rsrc   ascii   N5Me9qK
1460 0x00012251 0x00419051 4   5    .rsrc   ascii   M=F{
1461 0x000122d1 0x004190d1 4   5    .rsrc   ascii   \a~y@
1462 0x000122d6 0x004190d6 5   7    .rsrc   utf8    \eD)ʢf blocks=Basic Latin,IPA Extensions
1463 0x000122e6 0x004190e6 4   6    .rsrc   utf8    E֖5_ blocks=Basic Latin,Hebrew
1464 0x00012373 0x00419173 4   5    .rsrc   ascii   \tOOr
1465 0x0001239f 0x0041919f 4   6    .rsrc   utf8    Կy9S blocks=Armenian,Basic Latin
1466 0x000123c0 0x004191c0 6   9    .rsrc   utf8    6x&zA blocks=Basic Latin,Private Use Area
1467 0x000123f6 0x004191f6 7   8    .rsrc   ascii   MFTUEm\e
1468 0x00012475 0x00419275 5   6    .rsrc   ascii   P*!8C
1469 0x00012480 0x00419280 4   5    .rsrc   ascii   ,o!b
1470 0x000124bd 0x004192bd 5   6    .rsrc   ascii   <3X\ep
1471 0x000124e5 0x004192e5 4   5    .rsrc   ascii   t9Zh
1472 0x000124ff 0x004192ff 6   7    .rsrc   ascii   |fF\b\tF
1473 0x00012515 0x00419315 5   6    .rsrc   ascii   7x\vo}
1474 0x0001252a 0x0041932a 4   5    .rsrc   ascii   `UTz
1475 0x0001253b 0x0041933b 5   6    .rsrc   ascii   RNGLF
1476 0x00012573 0x00419373 6   7    .rsrc   ascii   i\eIDAT
1477 0x0001259c 0x0041939c 5   6    .rsrc   ascii   '!>;x
1478 0x000125a9 0x004193a9 5   6    .rsrc   ascii   Ommo?
1479 0x000125ce 0x004193ce 4   5    .rsrc   ascii   ,\b&!
1480 0x000125d9 0x004193d9 4   5    .rsrc   ascii   \tbPY
1481 0x0001262e 0x0041942e 4   5    .rsrc   ascii   n?o~
1482 0x00012640 0x00419440 5   6    .rsrc   ascii   \n,,Xn
1483 0x0001264e 0x0041944e 5   6    .rsrc   ascii   h*EYD
1484 0x000126ae 0x004194ae 4   5    .rsrc   ascii   \esf3
1485 0x00012703 0x00419503 6   7    .rsrc   ascii   Zj[b=H
1486 0x00012740 0x00419540 5   8    .rsrc   utf8    M3}衇> blocks=Basic Latin,CJK Unified Ideographs
1487 0x000127be 0x004195be 4   5    .rsrc   ascii   Eyp.
1488 0x000127ca 0x004195ca 4   6    .rsrc   utf8    )\vǅK blocks=Basic Latin,Latin Extended-B
1489 0x000127e3 0x004195e3 5   6    .rsrc   ascii   }.^(y
1490 0x0001280d 0x0041960d 4   5    .rsrc   ascii   <8/$
1491 0x00012855 0x00419655 4   5    .rsrc   ascii   tBYZ
1492 0x000128b1 0x004196b1 7   9    .rsrc   utf8    Wٻ\RTP; blocks=Basic Latin,Arabic
1493 0x000129c8 0x004197c8 4   6    .rsrc   utf8    \_jњ blocks=Basic Latin,Cyrillic
1494 0x000129d7 0x004197d7 4   5    .rsrc   ascii   u?;D
1495 0x000129e8 0x004197e8 5   6    .rsrc   ascii   ,.+P\n
1496 0x000129f1 0x004197f1 5   6    .rsrc   ascii   dh-8%
1497 0x00012a27 0x00419827 5   6    .rsrc   ascii   ,e\t'O
1498 0x00012a8a 0x0041988a 5   7    .rsrc   utf8    e\rՀ\y blocks=Basic Latin,Armenian
1499 0x00012ab6 0x004198b6 5   6    .rsrc   ascii   xn) <
1500 0x00012ad8 0x004198d8 7   8    .rsrc   ascii   \v\fnz+]k
1501 0x00012b02 0x00419902 4   5    .rsrc   ascii   N\f:1
1502 0x00012b4f 0x0041994f 4   5    .rsrc   ascii   =[RW
1503 0x00012b64 0x00419964 6   9    .rsrc   utf8    ½{\ۈ6_ blocks=Latin-1 Supplement,Basic Latin,Arabic
1504 0x00012b98 0x00419998 5   7    .rsrc   utf8    N/\nG݀ blocks=Basic Latin,Syriac
1505 0x00012bae 0x004199ae 6   8    .rsrc   utf8    \܃!x.^ blocks=Basic Latin,Syriac
1506 0x00012bc0 0x004199c0 4   6    .rsrc   utf8    Ξ-QB blocks=Greek and Coptic,Basic Latin
1507 0x00012c15 0x00419a15 4   5    .rsrc   ascii   m^sk
1508 0x00012c4d 0x00419a4d 6   8    .rsrc   utf8    z'ݥex\t blocks=Basic Latin,Arabic Supplement
1509 0x00012c5e 0x00419a5e 5   6    .rsrc   ascii   C[[[W
1510 0x00012c96 0x00419a96 7   9    .rsrc   utf8    Nƫ'\tU\g blocks=Basic Latin,Latin Extended-B
1511 0x00012ca2 0x00419aa2 4   5    .rsrc   ascii   c4uc
1512 0x00012ccc 0x00419acc 5   6    .rsrc   ascii   fZ\aVO
1513 0x00012cdb 0x00419adb 4   5    .rsrc   ascii   }]A1
1514 0x00012cf6 0x00419af6 4   5    .rsrc   ascii   m7[L
1515 0x00012d01 0x00419b01 4   6    .rsrc   utf8    rt3Ǳ blocks=Basic Latin,Latin Extended-B
1516 0x00012d39 0x00419b39 4   5    .rsrc   ascii   1zLU
1517 0x00012d5d 0x00419b5d 4   6    .rsrc   utf8    o:ƓO blocks=Basic Latin,Latin Extended-B
1518 0x00012d83 0x00419b83 7   8    .rsrc   ascii   0: :NVn
1519 0x00012d93 0x00419b93 4   6    .rsrc   utf8    jƇ~g blocks=Basic Latin,Latin Extended-B
1520 0x00012da4 0x00419ba4 4   5    .rsrc   ascii   }\eQp
1521 0x00012e40 0x00419c40 9   10   .rsrc   ascii   .\a4`vww7>
1522 0x00012e6d 0x00419c6d 4   9    .rsrc   utf8    45ʴH blocks=Basic Latin,Spacing Modifier Letters
1523 0x00012e7c 0x00419c7c 5   7    .rsrc   utf8    \fwhʈ` blocks=Basic Latin,IPA Extensions
1524 0x00012ebf 0x00419cbf 4   5    .rsrc   ascii   :!I2
1525 0x00012f57 0x00419d57 4   8    .rsrc   utf8    铬4pñ blocks=CJK Unified Ideographs,Basic Latin,Latin-1 Supplement
1526 0x00012f8f 0x00419d8f 4   5    .rsrc   ascii   UX\e=
1527 0x00012fbd 0x00419dbd 5   6    .rsrc   ascii   N'#Kt
1528 0x0001301e 0x00419e1e 6   7    .rsrc   ascii   Q+O 3:
1529 0x0001302c 0x00419e2c 4   5    .rsrc   ascii   s)m\a
1530 0x0001304d 0x00419e4d 6   7    .rsrc   ascii   ;r8\vnn
1531 0x00013069 0x00419e69 4   5    .rsrc   ascii   \nG^9
1532 0x0001310e 0x00419f0e 4   5    .rsrc   ascii   \nP\n2
1533 0x00013115 0x00419f15 5   6    .rsrc   ascii   B]xh<
1534 0x00013126 0x00419f26 4   5    .rsrc   ascii   w:Z-
1535 0x0001319e 0x00419f9e 6   7    .rsrc   ascii   x[#JS{
1536 0x000131ae 0x00419fae 5   7    .rsrc   utf8    |\tڂ-" blocks=Basic Latin,Arabic
1537 0x000131c4 0x00419fc4 4   5    .rsrc   ascii   #$]\e
1538 0x000131d2 0x00419fd2 4   5    .rsrc   ascii   FDmg
1539 0x00013204 0x0041a004 4   5    .rsrc   ascii   h\vFc
1540 0x0001322a 0x0041a02a 4   6    .rsrc   utf8     ԅ`g blocks=Basic Latin,Cyrillic Supplement
1541 0x00013251 0x0041a051 5   6    .rsrc   ascii   fP\n[A
1542 0x0001325a 0x0041a05a 5   6    .rsrc   ascii   HD2:p
1543 0x000132c0 0x0041a0c0 4   5    .rsrc   ascii   lmn>
1544 0x000132ee 0x0041a0ee 6   9    .rsrc   utf8    }챏Yk+^ blocks=Basic Latin,Hangul Syllables
1545 0x000132fa 0x0041a0fa 4   5    .rsrc   ascii   /e\fi
1546 0x00013307 0x0041a107 6   8    .rsrc   utf8    yގ)ISG blocks=Basic Latin,Thaana
1547 0x00013385 0x0041a185 5   6    .rsrc   ascii   WWUq\t
1548 0x000133a0 0x0041a1a0 5   6    .rsrc   ascii   "-`v\r
1549 0x000133cf 0x0041a1cf 4   5    .rsrc   ascii   uXYn
1550 0x000133fa 0x0041a1fa 4   5    .rsrc   ascii   ^yXn
1551 0x00013401 0x0041a201 8   10   .rsrc   utf8    }O/|L0J!
1552 0x00013416 0x0041a216 5   6    .rsrc   ascii   FZDjZ
1553 0x0001345f 0x0041a25f 4   5    .rsrc   ascii   )@7M
1554 0x0001348a 0x0041a28a 4   5    .rsrc   ascii   qQ`~
1555 0x0001348f 0x0041a28f 4   6    .rsrc   utf8    @ȉ.C blocks=Basic Latin,Latin Extended-B
1556 0x000134a3 0x0041a2a3 4   5    .rsrc   ascii   @]AS
1557 0x000134b5 0x0041a2b5 4   5    .rsrc   ascii   -pi?
1558 0x000134be 0x0041a2be 4   5    .rsrc   ascii   H[ -
1559 0x000134ec 0x0041a2ec 6   7    .rsrc   ascii   *.XH`X
1560 0x000134f3 0x0041a2f3 5   6    .rsrc   ascii   iCu-v
1561 0x0001354b 0x0041a34b 4   5    .rsrc   ascii   KQZ\b
1562 0x0001366c 0x0041a46c 4   5    .rsrc   ascii   _\f,t
1563 0x000136a1 0x0041a4a1 4   5    .rsrc   ascii   p%P\f
1564 0x00013757 0x0041a557 4   5    .rsrc   ascii   #/to
1565 0x000137d3 0x0041a5d3 4   6    .rsrc   utf8    ȴ]X? blocks=Latin Extended-B,Basic Latin
1566 0x0001380a 0x0041a60a 7   8    .rsrc   ascii   ><}\rz\rt
1567 0x0001381f 0x0041a61f 4   5    .rsrc   ascii   }\nnZ
1568 0x00013853 0x0041a653 4   5    .rsrc   ascii   {`\e(
1569 0x00013920 0x0041a720 4   5    .rsrc   ascii   d\:w
1570 0x00013926 0x0041a726 5   6    .rsrc   ascii   kF\ep9
1571 0x00013957 0x0041a757 8   9    .rsrc   ascii   v<,m`c\v>
1572 0x00013962 0x0041a762 4   5    .rsrc   ascii   v\v,&
1573 0x00013996 0x0041a796 4   6    .rsrc   utf8    ̳\nhA blocks=Combining Diacritical Marks,Basic Latin
1574 0x000139b2 0x0041a7b2 5   6    .rsrc   ascii   Gm!d 
1575 0x000139d7 0x0041a7d7 4   5    .rsrc   ascii   f\f{%
1576 0x00013aa2 0x0041a8a2 5   7    .rsrc   utf8    Ibݙ\eO blocks=Basic Latin,Arabic Supplement
1577 0x00013ae4 0x0041a8e4 5   7    .rsrc   utf8    Uv\bԳ@ blocks=Basic Latin,Armenian
1578 0x00013af3 0x0041a8f3 5   7    .rsrc   utf8    e ˉu- blocks=Basic Latin,Spacing Modifier Letters
1579 0x00013b03 0x0041a903 4   6    .rsrc   utf8    @UĉD blocks=Basic Latin,Latin Extended-A
1580 0x00013b21 0x0041a921 4   5    .rsrc   ascii   $\t Q
1581 0x00013b27 0x0041a927 4   5    .rsrc   ascii    5)J
1582 0x00013b30 0x0041a930 7   8    .rsrc   ascii   \f\r&`KHs
1583 0x00013b62 0x0041a962 4   5    .rsrc   ascii   #\fY$
1584 0x00013bf0 0x0041a9f0 11  12   .rsrc   ascii   c.C-\a3XB\bs\r
1585 0x00013c84 0x0041aa84 7   9    .rsrc   utf8    h5.D۱h\ blocks=Basic Latin,Arabic
1586 0x00013c9f 0x0041aa9f 4   5    .rsrc   ascii   _d.s
1587 0x00013ccd 0x0041aacd 4   5    .rsrc   ascii   u\bx/
1588 0x00013ce2 0x0041aae2 5   6    .rsrc   ascii   z/'_>
1589 0x00013d19 0x0041ab19 4   5    .rsrc   ascii   \a7|:
1590 0x00013d24 0x0041ab24 4   7    .rsrc   utf8    @ŕ͡ blocks=Basic Latin,Combining Diacritical Marks
1591 0x00013d33 0x0041ab33 4   5    .rsrc   ascii   b[+&
1592 0x00013d4d 0x0041ab4d 4   6    .rsrc   utf8    ˗/o~ blocks=Spacing Modifier Letters,Basic Latin
1593 0x00013dfa 0x0041abfa 5   6    .rsrc   ascii   zH\f`j
1594 0x00013e1b 0x0041ac1b 6   8    .rsrc   utf8    TEASפi blocks=Basic Latin,Hebrew
1595 0x00013e3b 0x0041ac3b 5   7    .rsrc   utf8    $%oJҦ blocks=Basic Latin,Cyrillic
1596 0x00013f65 0x0041ad65 4   5    .rsrc   ascii   &A\eM
1597 0x00013fbf 0x0041adbf 6   8    .rsrc   utf8    ?jޤ\v18 blocks=Basic Latin,Thaana
1598 0x00013fca 0x0041adca 4   5    .rsrc   ascii   9Pj>
1599 0x0001403c 0x0041ae3c 6   8    .rsrc   utf8    (Y\r0Åm blocks=Basic Latin,Latin-1 Supplement
1600 0x00014046 0x0041ae46 4   6    .rsrc   utf8    \auޞD blocks=Basic Latin,Thaana
1601 0x00014055 0x0041ae55 4   5    .rsrc   ascii   u^9'
1602 0x00014061 0x0041ae61 6   7    .rsrc   ascii   &8QRO&
1603 0x0001406d 0x0041ae6d 4   5    .rsrc   ascii   8?/'
1604 0x00014146 0x0041af46 4   7    .rsrc   utf8    r<囿n blocks=Basic Latin,CJK Unified Ideographs
1605 0x0001415a 0x0041af5a 6   7    .rsrc   ascii   \nE#<vA
1606 0x0001416e 0x0041af6e 4   5    .rsrc   ascii   QYB]
1607 0x000141a8 0x0041afa8 7   8    .rsrc   ascii   \a\ngIEHu
1608 0x000141c0 0x0041afc0 4   5    .rsrc   ascii   W<ZE
1609 0x000141c6 0x0041afc6 4   5    .rsrc   ascii   4MY;
1610 0x000141de 0x0041afde 4   6    .rsrc   utf8    1ڦI\b blocks=Basic Latin,Arabic
1611 0x0001422d 0x0041b02d 5   7    .rsrc   utf8    S)\v=ŵ blocks=Basic Latin,Latin Extended-A
1612 0x00014239 0x0041b039 5   6    .rsrc   ascii   p3K\vk
1613 0x0001425a 0x0041b05a 5   7    .rsrc   utf8    @Y\fxë blocks=Basic Latin,Latin-1 Supplement
1614 0x0001426f 0x0041b06f 5   6    .rsrc   ascii   Z\eT]V
1615 0x00014287 0x0041b087 4   5    .rsrc   ascii   [|h~
1616 0x000142e3 0x0041b0e3 4   5    .rsrc   ascii   :@\af
1617 0x00014329 0x0041b129 4   5    .rsrc   ascii   pH",
1618 0x00014332 0x0041b132 4   5    .rsrc   ascii   -A[G
1619 0x000143cb 0x0041b1cb 4   5    .rsrc   ascii   Qi,[
1620 0x000143d2 0x0041b1d2 5   6    .rsrc   ascii   v:pjQ
1621 0x000143d8 0x0041b1d8 4   5    .rsrc   ascii   w~*0
1622 0x000143f1 0x0041b1f1 4   6    .rsrc   utf8    Ö`r0 blocks=Latin-1 Supplement,Basic Latin
1623 0x000143fc 0x0041b1fc 4   5    .rsrc   ascii   q%<1
1624 0x00014421 0x0041b221 4   5    .rsrc   ascii   Dzo0
1625 0x0001445c 0x0041b25c 4   5    .rsrc   ascii   KyE/
1626 0x000144e8 0x0041b2e8 8   9    .rsrc   ascii   =0-PM`o7
1627 0x000144fb 0x0041b2fb 5   7    .rsrc   utf8    Ǥ}f1{ blocks=Latin Extended-B,Basic Latin
1628 0x00014520 0x0041b320 4   5    .rsrc   ascii   )$P)
1629 0x00014557 0x0041b357 5   6    .rsrc   ascii   eBgIs
1630 0x00014567 0x0041b367 4   6    .rsrc   utf8    ˢH6w blocks=Spacing Modifier Letters,Basic Latin
1631 0x00014579 0x0041b379 7   9    .rsrc   utf8    <;c͠\bll blocks=Basic Latin,Combining Diacritical Marks
1632 0x000145f1 0x0041b3f1 5   7    .rsrc   utf8    78^y̠ blocks=Basic Latin,Combining Diacritical Marks
1633 0x00014633 0x0041b433 6   7    .rsrc   ascii   ,hn;#<
1634 0x00014653 0x0041b453 4   6    .rsrc   utf8    !՞r\n blocks=Basic Latin,Armenian
1635 0x00014679 0x0041b479 5   7    .rsrc   utf8    $ت`<. blocks=Basic Latin,Arabic
1636 0x00014699 0x0041b499 5   6    .rsrc   ascii   cuBS]
1637 0x000146e3 0x0041b4e3 6   7    .rsrc   ascii   zBQBw5
1638 0x000146f0 0x0041b4f0 4   7    .rsrc   utf8    䕏>Z> blocks=CJK Unified Ideographs Extension A,Basic Latin
1639 0x00014707 0x0041b507 7   10   .rsrc   utf8    d"̦0ُ:\b blocks=Basic Latin,Combining Diacritical Marks,Arabic
1640 0x0001472b 0x0041b52b 4   5    .rsrc   ascii   `\aXt
1641 0x00014731 0x0041b531 5   7    .rsrc   utf8    UZ\%ԅ blocks=Basic Latin,Cyrillic Supplement
1642 0x0001474b 0x0041b54b 5   7    .rsrc   utf8    eEbȀU blocks=Basic Latin,Latin Extended-B
1643 0x00014765 0x0041b565 6   7    .rsrc   ascii   uW O<~
1644 0x0001479c 0x0041b59c 5   6    .rsrc   ascii   jb3n8
1645 0x000147ad 0x0041b5ad 4   5    .rsrc   ascii   \r7hN
1646 0x000147f4 0x0041b5f4 4   5    .rsrc   ascii   -$Aa
1647 0x000147fa 0x0041b5fa 4   5    .rsrc   ascii   W[n:
1648 0x000148a6 0x0041b6a6 4   6    .rsrc   utf8    [^ax
1649 0x000148b2 0x0041b6b2 4   5    .rsrc   ascii   PU5E
1650 0x000148bd 0x0041b6bd 7   8    .rsrc   ascii   c\vP}ArG
1651 0x000148f9 0x0041b6f9 4   5    .rsrc   ascii   P40)
1652 0x00014919 0x0041b719 4   5    .rsrc   ascii   c\np0
1653 0x00014925 0x0041b725 5   6    .rsrc   ascii   \r:3hi
1654 0x0001492b 0x0041b72b 5   6    .rsrc   ascii   .n./0
1655 0x0001497b 0x0041b77b 4   6    .rsrc   utf8    n"ޜ\n blocks=Basic Latin,Thaana
1656 0x00014997 0x0041b797 8   11   .rsrc   utf8    髎~?a{*l] blocks=CJK Unified Ideographs,Basic Latin
1657 0x000149d9 0x0041b7d9 5   6    .rsrc   ascii   SxbI3
1658 0x00014a16 0x0041b816 4   5    .rsrc   ascii   Pc'S
1659 0x00014a1e 0x0041b81e 5   6    .rsrc   ascii   uH%f;
1660 0x00014a40 0x0041b840 4   6    .rsrc   utf8    \%\fƊ blocks=Basic Latin,Latin Extended-B
1661 0x00014a77 0x0041b877 5   6    .rsrc   ascii   6qB J
1662 0x00014aeb 0x0041b8eb 7   8    .rsrc   ascii   Rl^\vX\fG
1663 0x00014af3 0x0041b8f3 6   8    .rsrc   utf8    @]CgѠ} blocks=Basic Latin,Cyrillic
1664 0x00014b00 0x0041b900 5   6    .rsrc   ascii   (\e\tKA
1665 0x00014b43 0x0041b943 4   5    .rsrc   ascii   I{Fx
1666 0x00014b81 0x0041b981 5   7    .rsrc   utf8    b\fۃ@c blocks=Basic Latin,Arabic
1667 0x00014bbf 0x0041b9bf 7   8    .rsrc   ascii   L,j1P;E
1668 0x00014be7 0x0041b9e7 4   5    .rsrc   ascii   BoUh
1669 0x00014c51 0x0041ba51 4   5    .rsrc   ascii   af5I
1670 0x00014cae 0x0041baae 4   7    .rsrc   utf8    c6S莦 blocks=Basic Latin,CJK Unified Ideographs
1671 0x00014d3d 0x0041bb3d 4   5    .rsrc   ascii   #tKk
1672 0x00014d59 0x0041bb59 5   6    .rsrc   ascii   F#aiQ
1673 0x00014d98 0x0041bb98 4   5    .rsrc   ascii   e\f6a
1674 0x00014def 0x0041bbef 5   6    .rsrc   ascii   @+\ttS
1675 0x00014df8 0x0041bbf8 7   8    .rsrc   ascii    xt"lW5
1676 0x00014e2d 0x0041bc2d 4   5    .rsrc   ascii   h05 
1677 0x00014e67 0x0041bc67 4   5    .rsrc   ascii   Y]\b,
1678 0x00014e7d 0x0041bc7d 4   6    .rsrc   utf8    ;^զ\v blocks=Basic Latin,Armenian
1679 0x00014ed6 0x0041bcd6 6   7    .rsrc   ascii   uE;\rLg
1680 0x00014eff 0x0041bcff 5   6    .rsrc   ascii   kO]rK
1681 0x00014f5a 0x0041bd5a 9   10   .rsrc   ascii   $1M2i`0\r\a
1682 0x00014fa1 0x0041bda1 5   7    .rsrc   utf8    NtߊV^ blocks=Basic Latin,NKo
1683 0x00014fc9 0x0041bdc9 7   9    .rsrc   utf8    f5#'<zղ blocks=Basic Latin,Armenian
1684 0x00014fea 0x0041bdea 4   6    .rsrc   utf8    ,פ>` blocks=Basic Latin,Hebrew
1685 0x00015038 0x0041be38 4   5    .rsrc   ascii   \v.xj
1686 0x000150c7 0x0041bec7 5   6    .rsrc   ascii   "OJfu
1687 0x00015118 0x0041bf18 6   10   .rsrc   utf8    R߄yi;릲 blocks=Basic Latin,NKo,Hangul Syllables
1688 0x0001514e 0x0041bf4e 6   7    .rsrc   ascii   %\no-i&
1689 0x0001518f 0x0041bf8f 5   6    .rsrc   ascii   G$plI
1690 0x000151ac 0x0041bfac 6   8    .rsrc   utf8    'W"\n.ˢ blocks=Basic Latin,Spacing Modifier Letters
1691 0x000151f5 0x0041bff5 7   8    .rsrc   ascii   UM7w46R
1692 0x00015200 0x0041c000 7   8    .rsrc   ascii   $$^\b^sm
1693 0x0001524b 0x0041c04b 4   5    .rsrc   ascii   J`%5
1694 0x00015277 0x0041c077 4   5    .rsrc   ascii   \vkXL
1695 0x000152a8 0x0041c0a8 4   5    .rsrc   ascii   'h!7
1696 0x000152f8 0x0041c0f8 4   5    .rsrc   ascii   l]\vL
1697 0x00015329 0x0041c129 6   7    .rsrc   ascii   n7\aXju
1698 0x00015342 0x0041c142 7   9    .rsrc   utf8    ϱ!pj]t7 blocks=Greek and Coptic,Basic Latin
1699 0x0001534c 0x0041c14c 4   5    .rsrc   ascii   W=Ks
1700 0x0001536b 0x0041c16b 4   5    .rsrc   ascii   \vGo1
1701 0x00015397 0x0041c197 6   7    .rsrc   ascii   4e!1`4
1702 0x000153ce 0x0041c1ce 5   6    .rsrc   ascii   "[Qh5
