[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000008e 0x0000008e 4   5            ascii   Tyy.
2    0x00000096 0x00000096 4   5            ascii   Ty#K
3    0x0000009b 0x0000009b 6   8            utf8    yՎTy#K blocks=Basic Latin,Armenian
4    0x000000a6 0x000000a6 4   5            ascii   Ty#K
5    0x000000ee 0x000000ee 6   7            ascii   TyRich
6    0x00000208 0x00000208 5   6            ascii   .text
7    0x0000022f 0x0000022f 7   8            ascii   `.rdata
8    0x00000257 0x00000257 6   7            ascii   @.data
9    0x00000280 0x00000280 5   6            ascii   .rsrc
10   0x000002a7 0x000002a7 7   8            ascii   @.reloc
708  0x00017fe4 0x100195e4 4   10   .rdata  utf16le June
709  0x00017ff0 0x100195f0 4   10   .rdata  utf16le July
710  0x00017ffc 0x100195fc 6   14   .rdata  utf16le August
711  0x0001800c 0x1001960c 9   20   .rdata  utf16le September
712  0x00018020 0x10019620 7   16   .rdata  utf16le October
713  0x00018030 0x10019630 8   18   .rdata  utf16le November
714  0x00018044 0x10019644 8   18   .rdata  utf16le December
715  0x00018068 0x10019668 8   18   .rdata  utf16le MM/dd/yy
716  0x0001807c 0x1001967c 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
717  0x000180a4 0x100196a4 8   18   .rdata  utf16le HH:mm:ss
718  0x000180b8 0x100196b8 5   12   .rdata  utf16le en-US
719  0x000180ce 0x100196ce 7   8    .rdata  ascii   \a\b\t\n\v\f\r
720  0x000180e7 0x100196e7 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
721  0x00018148 0x10019748 6   7    .rdata  ascii   (null)
722  0x00018150 0x10019750 6   14   .rdata  utf16le (null)
723  0x00018181 0x10019781 7   8    .rdata  ascii   ( 8PX\a\b
724  0x00018189 0x10019789 6   7    .rdata  ascii   700WP\a
725  0x00018198 0x10019798 7   8    .rdata  ascii   \b`h````
726  0x000181a1 0x100197a1 9   10   .rdata  ascii   xpxxxx\b\a\b
727  0x000181bc 0x100197bc 19  20   .rdata  ascii   GetCurrentPackageId
728  0x000181d0 0x100197d0 12  26   .rdata  utf16le kernel32.dll
729  0x000181f0 0x100197f0 5   6    .rdata  ascii   UTF-8
730  0x000181f8 0x100197f8 8   9    .rdata  ascii   UTF-16LE
731  0x00018204 0x10019804 7   8    .rdata  ascii   UNICODE
732  0x0001820c 0x1001980c 11  24   .rdata  utf16le mscoree.dll
733  0x00018224 0x10019824 14  15   .rdata  ascii   CorExitProcess
734  0x0001825d 0x1001985d 5   6    .rdata  ascii   ('8PW
735  0x00018266 0x10019866 5   6    .rdata  ascii   700PP
736  0x00018278 0x10019878 17  18   .rdata  ascii   `h`hhh\b\b\axppwpp\b\b
737  0x00018350 0x10019950 44  90   .rdata  utf16le R6002\r\n- floating point support not loaded\r\n
738  0x000183b0 0x100199b0 41  84   .rdata  utf16le R6008\r\n- not enough space for arguments\r\n
739  0x00018408 0x10019a08 43  88   .rdata  utf16le R6009\r\n- not enough space for environment\r\n
740  0x00018460 0x10019a60 34  70   .rdata  utf16le R6010\r\n- abort() has been called\r\n
741  0x000184a8 0x10019aa8 43  88   .rdata  utf16le R6016\r\n- not enough space for thread data\r\n
742  0x00018500 0x10019b00 44  90   .rdata  utf16le R6017\r\n- unexpected multithread lock error\r\n
743  0x00018560 0x10019b60 32  66   .rdata  utf16le R6018\r\n- unexpected heap error\r\n
744  0x000185a8 0x10019ba8 40  82   .rdata  utf16le R6019\r\n- unable to open console device\r\n
745  0x00018600 0x10019c00 52  106  .rdata  utf16le R6024\r\n- not enough space for _onexit/atexit table\r\n
746  0x00018670 0x10019c70 37  76   .rdata  utf16le R6025\r\n- pure virtual function call\r\n
747  0x000186c0 0x10019cc0 52  106  .rdata  utf16le R6026\r\n- not enough space for stdio initialization\r\n
748  0x00018730 0x10019d30 52  106  .rdata  utf16le R6027\r\n- not enough space for lowio initialization\r\n
749  0x000187a0 0x10019da0 36  74   .rdata  utf16le R6028\r\n- unable to initialize heap\r\n
750  0x000187ec 0x10019dec 30  62   .rdata  utf16le R6030\r\n- CRT not initialized\r\n
751  0x00018830 0x10019e30 98  198  .rdata  utf16le R6031\r\n- Attempt to initialize the CRT more than once.\nThis indicates a bug in your application.\r\n
752  0x000188f8 0x10019ef8 50  102  .rdata  utf16le R6032\r\n- not enough space for locale information\r\n
753  0x00018960 0x10019f60 246 494  .rdata  utf16le R6033\r\n- Attempt to use MSIL code from this assembly during native code initialization\nThis indicates a bug in your application. It is most likely the result of calling an MSIL-compiled (/clr) function from a native constructor or from DllMain.\r\n
754  0x00018b50 0x1001a150 50  102  .rdata  utf16le R6034\r\n- inconsistent onexit begin-end variables\r\n
755  0x00018bb8 0x1001a1b8 14  30   .rdata  utf16le DOMAIN error\r\n
756  0x00018bd8 0x1001a1d8 12  26   .rdata  utf16le SING error\r\n
757  0x00018bf4 0x1001a1f4 13  28   .rdata  utf16le TLOSS error\r\n
758  0x00018c18 0x1001a218 14  30   .rdata  utf16le runtime error 
759  0x00018c38 0x1001a238 25  52   .rdata  utf16le Runtime Error!\n\nProgram: 
760  0x00018c6c 0x1001a26c 22  46   .rdata  utf16le <program name unknown>
761  0x00018cb0 0x1001a2b0 36  74   .rdata  utf16le Microsoft Visual C++ Runtime Library
762  0x00018d08 0x1001a308 17  18   .rdata  ascii   Unknown exception
763  0x00018ee0 0x1001a4e0 33  68   .rdata  utf16le          (((((                  H
764  0x000190e2 0x1001a6e2 33  68   .rdata  utf16le          h((((                  H
765  0x000191e0 0x1001a7e0 34  70   .rdata  utf16le                                  H
766  0x0001936f 0x1001a96f 7   8    .rdata  ascii   \a\b\t\n\v\f\r
767  0x00019388 0x1001a988 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
768  0x000194ef 0x1001aaef 7   8    .rdata  ascii   \a\b\t\n\v\f\r
769  0x00019508 0x1001ab08 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
770  0x000195e8 0x1001abe8 10  22   .rdata  utf16le USER32.DLL
771  0x00019600 0x1001ac00 11  12   .rdata  ascii   MessageBoxW
772  0x0001960c 0x1001ac0c 15  16   .rdata  ascii   GetActiveWindow
773  0x0001961c 0x1001ac1c 18  19   .rdata  ascii   GetLastActivePopup
774  0x00019630 0x1001ac30 25  26   .rdata  ascii   GetUserObjectInformationW
775  0x0001964c 0x1001ac4c 23  24   .rdata  ascii   GetProcessWindowStation
776  0x000197f0 0x1001adf0 8   9    .rdata  ascii   __based(
777  0x000197fc 0x1001adfc 7   8    .rdata  ascii   __cdecl
778  0x00019804 0x1001ae04 8   9    .rdata  ascii   __pascal
779  0x00019810 0x1001ae10 9   10   .rdata  ascii   __stdcall
780  0x0001981c 0x1001ae1c 10  11   .rdata  ascii   __thiscall
781  0x00019828 0x1001ae28 10  11   .rdata  ascii   __fastcall
782  0x00019834 0x1001ae34 9   10   .rdata  ascii   __clrcall
783  0x00019840 0x1001ae40 6   7    .rdata  ascii   __eabi
784  0x00019848 0x1001ae48 7   8    .rdata  ascii   __ptr64
785  0x00019850 0x1001ae50 10  11   .rdata  ascii   __restrict
786  0x0001985c 0x1001ae5c 11  12   .rdata  ascii   __unaligned
787  0x00019868 0x1001ae68 9   10   .rdata  ascii   restrict(
788  0x00019874 0x1001ae74 4   5    .rdata  ascii    new
789  0x0001987c 0x1001ae7c 7   8    .rdata  ascii    delete
790  0x000198a0 0x1001aea0 8   9    .rdata  ascii   operator
791  0x000198e8 0x1001aee8 10  44   .rdata  utf32le ~^|☦籼㴪㴫㴭㴯㴥 blocks=Basic Latin,Miscellaneous Symbols,CJK Unified Ideographs,CJK Unified Ideographs Extension A
792  0x00019924 0x1001af24 9   10   .rdata  ascii   `vftable'
793  0x00019930 0x1001af30 9   10   .rdata  ascii   `vbtable'
794  0x0001993c 0x1001af3c 7   8    .rdata  ascii   `vcall'
795  0x00019944 0x1001af44 8   9    .rdata  ascii   `typeof'
796  0x00019950 0x1001af50 20  21   .rdata  ascii   `local static guard'
797  0x00019968 0x1001af68 8   9    .rdata  ascii   `string'
798  0x00019974 0x1001af74 18  19   .rdata  ascii   `vbase destructor'
799  0x00019988 0x1001af88 28  29   .rdata  ascii   `vector deleting destructor'
800  0x000199a8 0x1001afa8 29  30   .rdata  ascii   `default constructor closure'
801  0x000199c8 0x1001afc8 28  29   .rdata  ascii   `scalar deleting destructor'
802  0x000199e8 0x1001afe8 29  30   .rdata  ascii   `vector constructor iterator'
803  0x00019a08 0x1001b008 28  29   .rdata  ascii   `vector destructor iterator'
804  0x00019a28 0x1001b028 35  36   .rdata  ascii   `vector vbase constructor iterator'
805  0x00019a4c 0x1001b04c 26  27   .rdata  ascii   `virtual displacement map'
806  0x00019a68 0x1001b068 32  33   .rdata  ascii   `eh vector constructor iterator'
807  0x00019a8c 0x1001b08c 31  32   .rdata  ascii   `eh vector destructor iterator'
808  0x00019aac 0x1001b0ac 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
809  0x00019ad4 0x1001b0d4 26  27   .rdata  ascii   `copy constructor closure'
810  0x00019af0 0x1001b0f0 15  16   .rdata  ascii   `udt returning'
811  0x00019b04 0x1001b104 5   6    .rdata  ascii   `RTTI
812  0x00019b0c 0x1001b10c 15  16   .rdata  ascii   `local vftable'
813  0x00019b1c 0x1001b11c 35  36   .rdata  ascii   `local vftable constructor closure'
814  0x00019b40 0x1001b140 6   7    .rdata  ascii    new[]
815  0x00019b48 0x1001b148 9   10   .rdata  ascii    delete[]
816  0x00019b54 0x1001b154 14  15   .rdata  ascii   `omni callsig'
817  0x00019b64 0x1001b164 26  27   .rdata  ascii   `placement delete closure'
818  0x00019b80 0x1001b180 28  29   .rdata  ascii   `placement delete[] closure'
819  0x00019ba0 0x1001b1a0 37  38   .rdata  ascii   `managed vector constructor iterator'
820  0x00019bc8 0x1001b1c8 36  37   .rdata  ascii   `managed vector destructor iterator'
821  0x00019bf0 0x1001b1f0 37  38   .rdata  ascii   `eh vector copy constructor iterator'
822  0x00019c18 0x1001b218 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
823  0x00019c44 0x1001b244 26  27   .rdata  ascii   `dynamic initializer for '
824  0x00019c60 0x1001b260 32  33   .rdata  ascii   `dynamic atexit destructor for '
825  0x00019c84 0x1001b284 34  35   .rdata  ascii   `vector copy constructor iterator'
826  0x00019ca8 0x1001b2a8 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
827  0x00019cd4 0x1001b2d4 42  43   .rdata  ascii   `managed vector copy constructor iterator'
828  0x00019d00 0x1001b300 27  28   .rdata  ascii   `local static thread guard'
829  0x00019d1c 0x1001b31c 17  18   .rdata  ascii    Type Descriptor'
830  0x00019d30 0x1001b330 27  28   .rdata  ascii    Base Class Descriptor at (
831  0x00019d4c 0x1001b34c 18  19   .rdata  ascii    Base Class Array'
832  0x00019d60 0x1001b360 28  29   .rdata  ascii    Class Hierarchy Descriptor'
833  0x00019d80 0x1001b380 25  26   .rdata  ascii    Complete Object Locator'
834  0x00019d9c 0x1001b39c 11  12   .rdata  ascii   CreateFile2
835  0x00019da8 0x1001b3a8 7   16   .rdata  utf16le CONOUT$
836  0x00019db8 0x1001b3b8 12  13   .rdata  ascii   explorer.exe
837  0x00019dc8 0x1001b3c8 12  13   .rdata  ascii   LoadLibraryA
838  0x00019dd8 0x1001b3d8 12  13   .rdata  ascii   kernel32.dll
839  0x00019de8 0x1001b3e8 10  11   .rdata  ascii   \ChromInst
840  0x00019df4 0x1001b3f4 13  14   .rdata  ascii   ChromInst.dat
841  0x00019e04 0x1001b404 5   6    .rdata  ascii   %s\%s
842  0x00019e0c 0x1001b40c 14  15   .rdata  ascii   ChromInstMutex
843  0x00019e20 0x1001b420 13  14   .rdata  ascii   ChromInst.klg
844  0x00019e30 0x1001b430 4   5    .rdata  ascii   %s%s
845  0x00019e38 0x1001b438 13  14   .rdata  ascii   ChromInst.scf
846  0x00019e48 0x1001b448 13  14   .rdata  ascii   ChromInst.cif
847  0x00019e58 0x1001b458 13  14   .rdata  ascii   ChromInst.lst
848  0x00019e68 0x1001b468 46  47   .rdata  ascii   Microsoft Enhanced Cryptographic Provider v1.0
849  0x00019ea0 0x1001b4a0 39  40   .rdata  ascii   \r\n[%02d/%02d, %02d:%02d:%02d]--[%s]--\r\n
850  0x00019ef4 0x1001b4f4 7   8    .rdata  ascii   COMSPEC
851  0x00019efc 0x1001b4fc 23  24   .rdata  ascii   %s /C systeminfo > "%s"
852  0x00019f14 0x1001b514 7   8    .rdata  ascii   cmd.exe
853  0x00019f1c 0x1001b51c 5   6    .rdata  ascii   COUNT
854  0x00019f24 0x1001b524 7   8    .rdata  ascii   GENERAL
855  0x00019f2c 0x1001b52c 12  13   .rdata  ascii   BLACKLIST-%d
856  0x00019f40 0x1001b540 4   5    .rdata  ascii   FROM
857  0x00019f48 0x1001b548 10  11   .rdata  ascii   ssl_%s.txt
858  0x00019f54 0x1001b554 10  11   .rdata  ascii   %s\SSL.enc
859  0x00019f60 0x1001b560 10  11   .rdata  ascii   %s\SSL.dat
860  0x00019f70 0x1001b570 5   6    .rdata  ascii   %s %s
861  0x00019f80 0x1001b580 12  13   .rdata  ascii   filelist.txt
862  0x00019fa0 0x1001b5a0 6   7    .rdata  ascii   EUR_%d
863  0x00019fb8 0x1001b5b8 11  12   .rdata  ascii   %s %s %s %s
864  0x00019fc8 0x1001b5c8 20  21   .rdata  ascii   %02d%02d%02d%02d%02d
865  0x00019fe0 0x1001b5e0 12  13   .rdata  ascii   machiens.ocu
866  0x00019ff0 0x1001b5f0 13  14   .rdata  ascii   klg%d%d%d%d%d
867  0x0001a004 0x1001b604 11  12   .rdata  ascii   COMINFO.txt
868  0x0001a010 0x1001b610 7   8    .rdata  ascii   cominfo
869  0x0001a01c 0x1001b61c 24  25   .rdata  ascii   sc%d%02d%02d%02d%02d.jpg
870  0x0001a038 0x1001b638 21  22   .rdata  ascii   img%d%02d%02d%02d%02d
871  0x0001a050 0x1001b650 13  14   .rdata  ascii   ChromInst.rem
872  0x0001a060 0x1001b660 22  23   .rdata  ascii   %s\%02d%02d%02d%02d_%s
873  0x0001a080 0x1001b680 19  20   .rdata  ascii   rem%02d%02d%02d%02d
874  0x0001a094 0x1001b694 17  18   .rdata  ascii   RemovableList.txt
875  0x0001a0a8 0x1001b6a8 8   9    .rdata  ascii   %s%s.tmp
876  0x0001a0b4 0x1001b6b4 7   8    .rdata  ascii   %s0.tmp
877  0x0001a0bc 0x1001b6bc 9   10   .rdata  ascii   %s\%s.dat
878  0x0001a0c8 0x1001b6c8 7   8    .rdata  ascii   %s0.dat
879  0x0001a0d0 0x1001b6d0 23  24   .rdata  ascii   %s\rundll32.exe "%s",%s
880  0x0001a0e8 0x1001b6e8 45  46   .rdata  ascii   SOFTWARE\Microsoft\Windows\CurrentVersion\Run
881  0x0001a120 0x1001b720 9   10   .rdata  ascii   %s_%s%03d
882  0x0001a12c 0x1001b72c 12  13   .rdata  ascii   Directory of
883  0x0001a13c 0x1001b73c 13  14   .rdata  ascii   \r\n\r\n%s %s\r\n\r\n
884  0x0001a14c 0x1001b74c 4   5    .rdata  ascii   %s\*
885  0x0001a154 0x1001b754 44  45   .rdata  ascii   \t%04d-%02d-%02d %02d-%02d\t(%I64d Bytes) %s\r\n
886  0x0001a18c 0x1001b78c 5   6    .rdata  ascii   <DIR>
887  0x0001a194 0x1001b794 33  34   .rdata  ascii   \t%04d-%02d-%02d %02d-%02d\t%s\t%s\r\n
888  0x0001a1c0 0x1001b7c0 16  17   .rdata  ascii   ___number___.txt
889  0x0001a1d4 0x1001b7d4 5   6    .rdata  ascii   Ftake
890  0x0001a1e0 0x1001b7e0 80  81   .rdata  ascii   User-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
891  0x0001a238 0x1001b838 4   5    .rdata  ascii   TFSu
892  0x0001a250 0x1001b850 9   10   .rdata  ascii   image/bmp
893  0x0001a25c 0x1001b85c 10  11   .rdata  ascii   image/jpeg
894  0x0001a268 0x1001b868 9   10   .rdata  ascii   image/png
895  0x0001a274 0x1001b874 9   10   .rdata  ascii   image/gif
896  0x0001a29c 0x1001b89c 22  23   .rdata  ascii   ct_init: length != 256
897  0x0001a2b4 0x1001b8b4 20  21   .rdata  ascii   ct_init: dist != 256
898  0x0001a2cc 0x1001b8cc 24  25   .rdata  ascii   ct_init: 256+dist != 512
899  0x0001a2e8 0x1001b8e8 23  24   .rdata  ascii   inconsistent bit counts
900  0x0001a300 0x1001b900 5   6    .rdata  ascii    3_6?
901  0x0001a308 0x1001b908 16  17   .rdata  ascii   not enough codes
902  0x0001a31c 0x1001b91c 14  15   .rdata  ascii   too many codes
903  0x0001a32c 0x1001b92c 19  20   .rdata  ascii   bad compressed size
904  0x0001a340 0x1001b940 19  20   .rdata  ascii   ct_tally: bad match
905  0x0001a354 0x1001b954 10  11   .rdata  ascii   bad d_code
906  0x0001a360 0x1001b960 14  15   .rdata  ascii   invalid length
907  0x0001a370 0x1001b970 49  50   .rdata  ascii   output buffer too small for in-memory compression
908  0x0001a3a4 0x1001b9a4 14  15   .rdata  ascii   bad pack level
909  0x0001a3b4 0x1001b9b4 22  23   .rdata  ascii   insufficient lookahead
910  0x0001a3cc 0x1001b9cc 9   10   .rdata  ascii   no future
911  0x0001a3d8 0x1001b9d8 9   10   .rdata  ascii   wild scan
912  0x0001a3e4 0x1001b9e4 8   9    .rdata  ascii   more < 2
913  0x0001a3f4 0x1001b9f4 4   5    .rdata  ascii   .zip
914  0x0001a3fc 0x1001b9fc 4   5    .rdata  ascii   .zoo
915  0x0001a404 0x1001ba04 4   5    .rdata  ascii   .arc
916  0x0001a40c 0x1001ba0c 4   5    .rdata  ascii   .lzh
917  0x0001a414 0x1001ba14 4   5    .rdata  ascii   .arj
918  0x0001a420 0x1001ba20 4   5    .rdata  ascii   .tgz
919  0x0001a435 0x1001ba35 5   6    .rdata  ascii   0\aw,a
920  0x0001a494 0x1001ba94 4   6    .rdata  utf8    (kdz
921  0x0001a4b1 0x1001bab1 4   5    .rdata  ascii    n;^
922  0x0001a503 0x1001bb03 4   6    .rdata  utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
923  0x0001a564 0x1001bb64 4   5    .rdata  ascii   -=m\b
924  0x0001a571 0x1001bb71 6   7    .rdata  ascii   Qkkbal
925  0x0001a5a9 0x1001bba9 4   6    .rdata  utf8    |ӌeL blocks=Basic Latin,Cyrillic
926  0x0001a5e7 0x1001bbe7 4   5    .rdata  ascii   3_L\n
927  0x0001a63d 0x1001bc3d 4   6    .rdata  utf8    ұt9G blocks=Cyrillic,Basic Latin
928  0x0001a658 0x1001bc58 4   5    .rdata  ascii   >jm\r
929  0x0001a65d 0x1001bc5d 4   5    .rdata  ascii   Zjz\v
930  0x0001a67f 0x1001bc7f 4   5    .rdata  ascii   i]Wb
931  0x0001a68e 0x1001bc8e 4   5    .rdata  ascii   knv\e
932  0x0001a695 0x1001bc95 4   6    .rdata  utf8    +ӉZz blocks=Basic Latin,Cyrillic
933  0x0001a736 0x1001bd36 5   8    .rdata  utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
934  0x0001a7bf 0x1001bdbf 4   5    .rdata  ascii   9a&g
935  0x0001a7c8 0x1001bdc8 4   5    .rdata  ascii   MGiI
936  0x0001a7cd 0x1001bdcd 6   8    .rdata  utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
937  0x0001a80f 0x1001be0f 4   5    .rdata  ascii   #.zf
938  0x0001a81d 0x1001be1d 4   5    .rdata  ascii   +o*7
939  0x0001a928 0x1001bf28 14  60   .rdata  utf32le \a\a\b\b\t\t\n\n\v\v\f\f\r\r
940  0x0001a9e4 0x1001bfe4 13  14   .rdata  ascii   bad exception
941  0x0001b664 0x1001cc64 12  13   .rdata  ascii   KERNEL32.DLL
942  0x0001b671 0x1001cc71 12  13   .rdata  ascii   ADVAPI32.dll
943  0x0001b67e 0x1001cc7e 9   10   .rdata  ascii   GDI32.dll
944  0x0001b688 0x1001cc88 11  12   .rdata  ascii   gdiplus.dll
945  0x0001b694 0x1001cc94 11  12   .rdata  ascii   SHELL32.dll
946  0x0001b6a0 0x1001cca0 11  12   .rdata  ascii   SHLWAPI.dll
947  0x0001b6ac 0x1001ccac 10  11   .rdata  ascii   USER32.dll
948  0x0001b6b7 0x1001ccb7 11  12   .rdata  ascii   WININET.dll
949  0x0001b6c6 0x1001ccc6 26  27   .rdata  ascii   WritePrivateProfileStringA
950  0x0001b6e2 0x1001cce2 12  13   .rdata  ascii   GetTickCount
951  0x0001b6f0 0x1001ccf0 16  17   .rdata  ascii   GetTempFileNameA
952  0x0001b702 0x1001cd02 18  19   .rdata  ascii   SetFileAttributesA
953  0x0001b716 0x1001cd16 16  17   .rdata  ascii   GetLogicalDrives
954  0x0001b728 0x1001cd28 11  12   .rdata  ascii   CreateFileA
955  0x0001b736 0x1001cd36 19  20   .rdata  ascii   GetSystemDirectoryA
956  0x0001b74c 0x1001cd4c 20  21   .rdata  ascii   GetWindowsDirectoryA
957  0x0001b762 0x1001cd62 9   10   .rdata  ascii   WriteFile
958  0x0001b76e 0x1001cd6e 14  15   .rdata  ascii   FindFirstFileA
959  0x0001b77e 0x1001cd7e 20  21   .rdata  ascii   FileTimeToSystemTime
960  0x0001b794 0x1001cd94 31  32   .rdata  ascii   SystemTimeToTzSpecificLocalTime
961  0x0001b7b6 0x1001cdb6 13  14   .rdata  ascii   FindNextFileA
962  0x0001b7c6 0x1001cdc6 9   10   .rdata  ascii   FindClose
963  0x0001b7d2 0x1001cdd2 13  14   .rdata  ascii   GetDriveTypeA
964  0x0001b7e2 0x1001cde2 21  22   .rdata  ascii   GetVolumeInformationA
965  0x0001b7fa 0x1001cdfa 19  20   .rdata  ascii   MultiByteToWideChar
966  0x0001b810 0x1001ce10 9   10   .rdata  ascii   CopyFileA
967  0x0001b81c 0x1001ce1c 26  27   .rdata  ascii   GetFileInformationByHandle
968  0x0001b838 0x1001ce38 11  12   .rdata  ascii   GetFileSize
969  0x0001b846 0x1001ce46 14  15   .rdata  ascii   SetFilePointer
970  0x0001b856 0x1001ce56 8   9    .rdata  ascii   ReadFile
971  0x0001b860 0x1001ce60 15  16   .rdata  ascii   UnmapViewOfFile
972  0x0001b872 0x1001ce72 20  21   .rdata  ascii   SystemTimeToFileTime
973  0x0001b888 0x1001ce88 8   9    .rdata  ascii   HeapSize
974  0x0001b892 0x1001ce92 11  12   .rdata  ascii   CreateFileW
975  0x0001b8a0 0x1001cea0 11  12   .rdata  ascii   HeapReAlloc
976  0x0001b8ae 0x1001ceae 12  13   .rdata  ascii   LoadLibraryW
977  0x0001b8bc 0x1001cebc 18  19   .rdata  ascii   OutputDebugStringW
978  0x0001b8d0 0x1001ced0 14  15   .rdata  ascii   LoadLibraryExW
979  0x0001b8e0 0x1001cee0 23  24   .rdata  ascii   SetEnvironmentVariableA
980  0x0001b8fa 0x1001cefa 24  25   .rdata  ascii   GetPrivateProfileStringA
981  0x0001b914 0x1001cf14 21  22   .rdata  ascii   GetPrivateProfileIntA
982  0x0001b92c 0x1001cf2c 14  15   .rdata  ascii   CreateProcessA
983  0x0001b93c 0x1001cf3c 12  13   .rdata  ascii   GetLocalTime
984  0x0001b94a 0x1001cf4a 5   6    .rdata  ascii   Sleep
985  0x0001b952 0x1001cf52 11  12   .rdata  ascii   DeleteFileA
986  0x0001b960 0x1001cf60 12  13   .rdata  ascii   GetTempPathA
987  0x0001b96e 0x1001cf6e 12  13   .rdata  ascii   CreateThread
988  0x0001b97c 0x1001cf7c 12  13   .rdata  ascii   GetLastError
989  0x0001b98a 0x1001cf8a 12  13   .rdata  ascii   CreateMutexA
990  0x0001b998 0x1001cf98 19  20   .rdata  ascii   WaitForSingleObject
991  0x0001b9ae 0x1001cfae 18  19   .rdata  ascii   CreateRemoteThread
992  0x0001b9c2 0x1001cfc2 18  19   .rdata  ascii   WriteProcessMemory
993  0x0001b9d6 0x1001cfd6 14  15   .rdata  ascii   VirtualAllocEx
994  0x0001b9e6 0x1001cfe6 11  12   .rdata  ascii   OpenProcess
995  0x0001b9f4 0x1001cff4 16  17   .rdata  ascii   GetModuleHandleA
996  0x0001ba06 0x1001d006 14  15   .rdata  ascii   GetProcAddress
997  0x0001ba16 0x1001d016 11  12   .rdata  ascii   CloseHandle
998  0x0001ba24 0x1001d024 13  14   .rdata  ascii   Process32Next
999  0x0001ba34 0x1001d034 14  15   .rdata  ascii   Process32First
1000 0x0001ba44 0x1001d044 24  25   .rdata  ascii   CreateToolhelp32Snapshot
1001 0x0001ba5e 0x1001d05e 18  19   .rdata  ascii   GetModuleFileNameA
1002 0x0001ba72 0x1001d072 11  12   .rdata  ascii   MoveFileExA
1003 0x0001ba80 0x1001d080 25  26   .rdata  ascii   DisableThreadLibraryCalls
1004 0x0001ba9c 0x1001d09c 16  17   .rdata  ascii   FlushFileBuffers
1005 0x0001baae 0x1001d0ae 13  14   .rdata  ascii   WriteConsoleW
1006 0x0001babe 0x1001d0be 16  17   .rdata  ascii   SetFilePointerEx
1007 0x0001bad0 0x1001d0d0 13  14   .rdata  ascii   LCMapStringEx
1008 0x0001bae0 0x1001d0e0 12  13   .rdata  ascii   SetEndOfFile
1009 0x0001baee 0x1001d0ee 15  16   .rdata  ascii   CompareStringEx
1010 0x0001bb00 0x1001d100 14  15   .rdata  ascii   GetStringTypeW
1011 0x0001bb10 0x1001d110 23  24   .rdata  ascii   FreeEnvironmentStringsW
1012 0x0001bb2a 0x1001d12a 22  23   .rdata  ascii   GetEnvironmentStringsW
1013 0x0001bb42 0x1001d142 14  15   .rdata  ascii   GetTickCount64
1014 0x0001bb52 0x1001d152 23  24   .rdata  ascii   GetSystemTimeAsFileTime
1015 0x0001bb6c 0x1001d16c 23  24   .rdata  ascii   QueryPerformanceCounter
1016 0x0001bb86 0x1001d186 14  15   .rdata  ascii   RaiseException
1017 0x0001bb96 0x1001d196 11  12   .rdata  ascii   MoveFileExW
1018 0x0001bba4 0x1001d1a4 14  15   .rdata  ascii   GetProcessHeap
1019 0x0001bbb4 0x1001d1b4 18  19   .rdata  ascii   GetModuleFileNameW
1020 0x0001bbc8 0x1001d1c8 18  19   .rdata  ascii   GetModuleHandleExW
1021 0x0001bbdc 0x1001d1dc 11  12   .rdata  ascii   ExitProcess
1022 0x0001bbea 0x1001d1ea 17  18   .rdata  ascii   IsDebuggerPresent
1023 0x0001bbfe 0x1001d1fe 25  26   .rdata  ascii   IsProcessorFeaturePresent
1024 0x0001bc1a 0x1001d21a 9   10   .rdata  ascii   HeapAlloc
1025 0x0001bc26 0x1001d226 8   9    .rdata  ascii   HeapFree
1026 0x0001bc30 0x1001d230 15  16   .rdata  ascii   AreFileApisANSI
1027 0x0001bc42 0x1001d242 15  16   .rdata  ascii   GetCommandLineA
1028 0x0001bc54 0x1001d254 18  19   .rdata  ascii   GetCurrentThreadId
1029 0x0001bc68 0x1001d268 13  14   .rdata  ascii   EncodePointer
1030 0x0001bc78 0x1001d278 13  14   .rdata  ascii   DecodePointer
1031 0x0001bc88 0x1001d288 20  21   .rdata  ascii   InterlockedIncrement
